-0.0031091+0.00014999i,-0.0019081+7.6787e-05i,-0.0028228+0.00078252i,-0.0020665+0.0018755i,-0.0011261+0.001943i,-0.00089926+0.0018355i,-0.0013619+0.00216i,-0.00047546+0.0014908i,0.0008508+0.00091235i,0.0013788+0.00053682i,0.0016021-1.8058e-05i,0.0013019-0.00067084i,-8.7552e-05-0.0012449i,-0.00078093-0.0011297i,0.00021358+0.00019001i,0.00028195+0.00035117i,0.00029467-0.00055595i,0.0004834-8.6859e-05i,0.00011912-0.00013247i,0.00025502+0.00030105i,0.00029615+0.00025385i,-9.735e-05-0.00023528i,2.2193e-05-9.8613e-05i
0.00023529+5.4921e-05i,-0.0006599-0.00089072i,-0.0018677+0.00020352i,-0.0013005+0.0015391i,0.0008866+0.0016771i,0.0020764+7.8629e-05i,0.0011787-0.00021077i,0.00063267+0.00029099i,0.00041624+0.00018948i,0.00018017+0.0013269i,0.00060997+0.0022403i,0.001451+0.0013356i,0.0012106+0.00096797i,0.00013185+0.00085028i,-0.00036409+0.00015562i,-0.00047442-0.00064305i,-0.00070584-0.0010666i,-0.00047724-0.0010131i,0.00077918-0.00081824i,0.00045584-0.00017474i,-0.0003088+0.00015162i,0.00046682-0.00026002i,0.00054789-0.00042728i
-0.0043352-0.0029424i,-0.003181-0.0015327i,-0.0040135+0.0015659i,-0.0024365+0.0038024i,0.0011001+0.003669i,0.0027224+0.002236i,0.0014855+0.00094116i,-0.00037072-2.8412e-05i,-0.0016689-0.00017487i,-0.0014283-2.4745e-05i,-0.00068671+0.00011544i,0.00014439-2.0412e-05i,0.00042069-0.00040756i,0.00055324+4.7988e-05i,0.00076644+0.0009307i,0.0010419+0.00055063i,0.00082055-0.00020873i,0.00032728-0.00058665i,0.00019603+0.00035654i,-0.00078809+0.00026912i,-0.001018-0.00010624i,-7.2319e-05+0.00037899i,0.00073918-7.9028e-05i
-0.0072044-0.0057932i,-0.0055218-0.0040469i,-0.0091976+0.0024959i,-0.0056918+0.0072032i,0.0004353+0.0086576i,0.0037871+0.005762i,0.002078+0.00099477i,-0.00037707-0.00056497i,-0.0014402+0.00022278i,-0.0013118+0.0026794i,0.00084315+0.003916i,0.0032537+0.002413i,0.0029964+0.0010537i,0.001284+0.0010248i,0.00068592+0.0013127i,0.0010632+0.0012402i,0.00092384+0.00079345i,0.00019415+0.00064061i,0.0005404+0.00058915i,0.00065326-6.0923e-05i,0.00088845+0.00012417i,0.0014957+0.00095787i,0.0016025+0.00056619i
0.0091063+0.0024067i,0.0072469+0.00122i,0.0064739-0.0029137i,0.0033015-0.0045639i,-0.00015659-0.004236i,-0.0019016-0.0024384i,-0.00077626-0.00037921i,0.00068052+0.00016472i,0.0010064-0.00015034i,4.2744e-05-0.00057338i,-0.00056157-0.0010063i,-0.00058149-0.0010284i,-0.0011185-0.00069948i,-0.0011232-0.00081338i,-0.0010556-0.0013327i,-0.0010896-0.00098613i,-0.00092396+0.00056427i,-0.00082292+0.0010346i,-0.00079324+4.3452e-05i,-0.00035534-0.0005598i,-9.2539e-05-0.0004258i,-0.0005997+0.000258i,-0.0010376+0.00062111i
0.00054869+0.0012892i,0.00044261+0.0021242i,0.00065885+0.001736i,-0.00083884+0.0010043i,-0.00067818-0.0002117i,-0.00017658-0.00016681i,-0.00096531+0.0005252i,-0.001146-0.00040363i,-0.0013343-0.0010772i,-0.0011349-0.0009941i,-0.00075667-0.00011531i,-0.0004994+0.00064235i,-0.00065614+0.00055921i,-0.00097852+0.00032981i,-0.00058468+0.00030861i,-0.00043782+0.00032953i,0.00023442+0.00089732i,0.00060628+0.00058811i,0.00073424+3.1908e-05i,0.0011671+0.00013648i,1.8143e-05-0.00045753i,-0.00015621-0.00024711i,6.0449e-05+6.5608e-05i
0.00065523+0.0019807i,0.0014124+0.0011913i,0.0020639+0.00080318i,0.0018658+0.001171i,0.0015395+0.0013539i,0.0018429+0.00012172i,0.0011583-0.00066032i,0.00060277+0.00043896i,0.00068406+0.00038706i,0.00077622-0.00070066i,0.00073192-0.0015524i,0.00043405-0.0013166i,0.00037865-0.00050788i,3.4718e-05-0.00014137i,0.00029808+0.00027036i,0.00056638+0.00086819i,2.2197e-05+0.00042403i,-0.00045585-0.00096566i,-0.0004212-0.0016956i,0.00010713-0.00055951i,5.954e-05+0.00064686i,0.00027529+0.00032194i,0.00098902+0.00015195i
5.6524e-05-8.5612e-05i,-0.00051048-0.00049243i,0.00012581-0.0003275i,0.00052851+5.8482e-05i,0.0013495-0.00057261i,0.0012237-0.0014206i,0.00019805-0.0017617i,1.5223e-06-0.00071253i,0.00079434-0.00028181i,0.00070032-0.00043111i,-2.7097e-05-0.00042612i,-0.00017776+9.3253e-05i,6.3613e-05+0.00089932i,0.00049737+0.00073319i,0.00082246+0.00028367i,0.0010397+8.0694e-05i,0.00088752+0.00082694i,0.0006648+0.00073559i,0.00059897-0.00017705i,0.00051923-0.00020582i,0.00022724-1.7193e-05i,0.00017239-0.00027602i,7.0534e-05+1.5544e-05i
0.0035953+0.00068615i,0.0025573-0.0011493i,0.0014479-0.0014367i,-0.00034231+0.00020073i,-0.0012564+0.0014387i,-0.00053607+0.0015519i,0.00015176+0.0015955i,0.00019341+0.001171i,0.00031188-0.00016536i,-0.00019071-0.00078118i,-0.0013649-0.00041455i,-0.00096569+0.00021811i,0.00060586+0.00026536i,0.0007344-0.00037926i,1.1902e-05-0.00058199i,-0.00015982-0.00063928i,-0.00033552-0.00033621i,-0.00064866+0.00049829i,-0.00068594+0.001006i,-0.00016323+0.00071066i,0.00011652+0.00028759i,-0.00012544+0.00027927i,-0.00026797-0.00034081i
-0.0013211+0.00075373i,-0.00084571+0.00036967i,0.00041207+0.00035447i,0.00098752+0.00095244i,0.00078314+0.00095527i,-0.00020307-5.2427e-05i,-0.00032884-0.00038186i,0.00014719-0.00033278i,0.00046538-0.00077206i,0.00036014-0.00086505i,-0.00042628-0.00014168i,-0.00082715+0.00049246i,-0.00050712+0.00029231i,0.00021415+0.00022959i,0.00021928+0.00096437i,-3.4702e-05+0.00079016i,-0.00034572-0.00021976i,-0.00057771-0.00070247i,-0.00020411-0.0005515i,0.0004519-0.00024591i,0.00052929-0.00016546i,0.00025875+7.2038e-06i,-6.5591e-05-9.5118e-05i
0.0026034-0.00058738i,0.0018059+3.3382e-05i,0.001512+0.00019834i,0.0011612+0.00014258i,0.0014798+0.00053818i,0.0015584+0.00094383i,0.0010902+0.00093563i,0.00063067+0.00036272i,0.00028271+0.00015685i,0.00044822+0.00021596i,0.00021907+0.00014759i,7.1157e-05-0.00041388i,0.00041237-0.00042928i,0.0003519+4.9842e-05i,0.00032904+0.00031181i,0.00015101+0.0006047i,0.00045696+0.00048459i,0.00057949+0.00027625i,-0.00018123+0.0003152i,-0.00080332+0.00013766i,0.00019969-0.00049695i,0.00094755-0.0011753i,0.00059229-0.0010687i
-0.0003168+0.0022446i,0.00083949+0.0012983i,0.0013707+0.00068032i,0.0010136+0.00021279i,0.00076974+0.00083028i,0.00035427+0.0009989i,-7.1119e-06+0.00034549i,-0.00066792+0.0005384i,-0.00064157+1.969e-05i,0.00035502-0.00086661i,0.00058954-0.00068954i,-0.0001368-0.00029053i,-0.00015462-2.2116e-05i,-4.2071e-05-0.00012626i,-9.5535e-05-0.00094603i,0.00025489-0.0011406i,0.00045269+9.9955e-05i,-0.00010373+0.0014727i,-0.00074075+0.0015495i,-0.00056279+0.00057243i,1.8004e-05-0.00067336i,-0.00024139-0.001516i,-0.00040872-0.00080011i
-0.0010807+0.0032387i,-0.00068785+0.0023585i,0.00094464+0.0018059i,0.0016075+0.0015237i,0.0019416+0.0009649i,0.0011824+0.00048481i,-0.00023538+0.00011594i,5.3671e-05-5.7593e-05i,0.00052571+0.00010973i,0.00052698+0.0001732i,0.00034409+0.00028115i,-0.0003737-6.412e-05i,-0.00042376-0.00062028i,0.00047294-0.00074768i,0.00068354-0.00033215i,0.00033451-0.00060265i,-0.00012163-0.00062597i,8.9995e-05-0.00054161i,0.0008783-0.00034522i,0.0013953+0.00017739i,0.0011081+4.5967e-05i,0.0003067-0.00081257i,0.00021052-0.00067492i
0.00052373-0.0053404i,-0.0016676-0.0033858i,-0.002507-0.0010372i,-0.0022431+0.00071071i,-0.0014109+0.0012915i,-0.00039725+0.0011542i,0.00041349+0.00054855i,0.00079005+4.3317e-05i,0.00050437+0.00032449i,-0.00059517+0.00098179i,-0.00097099+0.0012482i,-9.5435e-05+0.00046424i,0.00026909+0.00030108i,0.0002067+0.00053145i,-0.00019198+4.8791e-05i,0.00014694+1.0007e-06i,0.0010468+0.00020958i,0.00043778+0.00042564i,-0.00044104+0.0011479i,0.00024324+0.0010649i,0.00017254+0.00049646i,-0.00011848+0.00071622i,0.00017137+0.00080714i
-0.00072431+0.0029363i,0.00076984+0.0027285i,0.00078926+0.0026666i,-0.00035464+0.0018901i,8.2216e-05+0.0016113i,0.00025284+0.0013457i,0.0004337+0.00071198i,0.00030018+0.00072838i,-0.0003878+0.00049261i,-0.00032949+0.0004805i,-0.00023041+0.00062114i,-0.00024816+0.00023339i,-0.00046318+0.00079141i,-0.00097179+0.0009148i,-0.00056981+0.00048697i,-3.2953e-05+0.00048036i,0.00046182+0.00011298i,8.8285e-05+6.336e-05i,-6.3378e-05+0.00057252i,0.00013133+0.00080274i,4.7861e-05+0.00019354i,0.00039601+1.1369e-05i,0.00044057-0.00027583i
0.0011418-0.0014716i,0.0019293-0.0011205i,0.0010577+0.00011201i,0.00068513+0.0010469i,0.0012357+0.00066903i,0.0011868-0.00023767i,0.00035741-0.00027394i,0.00022292+0.00043051i,0.00015068+0.00069669i,-0.00038411+0.00060073i,-0.00022917-9.3324e-05i,-0.00041658-0.00096469i,-0.00053734-0.00066561i,-0.00021734+0.0002171i,0.00014607+6.0616e-06i,6.2706e-05-0.0008148i,-7.6467e-05-0.00090642i,-9.9802e-05-0.00067019i,4.8938e-05-0.0011695i,0.0003833-0.0010262i,0.00011856-0.00064858i,-0.00021782-0.0010031i,0.00019371-0.00069308i
0.0030592-0.0022285i,0.0022832-0.002231i,0.00080664-0.0010261i,0.00023141+0.00060752i,0.00037725+0.0015909i,-0.00029502+0.00083059i,-0.00017726+0.0010945i,0.00014897+0.00098766i,0.00033055+0.00020249i,0.00038275+0.00016008i,-7.7991e-05+8.0056e-05i,3.3457e-05-0.00012727i,0.00043405-0.00047386i,-5.9096e-07-0.00078088i,-0.00053723-0.0011087i,-0.00074121-0.00098458i,-0.00086981-0.00028628i,-0.0009915-0.00035125i,9.269e-05-1.497e-05i,0.00092631+0.00050563i,0.00062993+0.00050499i,-0.00022498+0.00035568i,-0.0004461+0.00019237i
-0.0026707+0.0043102i,-0.0033725+0.004077i,-0.0011412+0.0031561i,0.00084663+0.0024095i,0.00088287+0.001716i,0.00099879+0.0011787i,0.00088394+0.00073968i,0.00050553+0.00088629i,0.00018907+0.0007733i,0.00078266-0.00025554i,0.00028456+2.023e-06i,-0.00089797+0.00057949i,-0.0010733+5.332e-06i,-0.00011075-0.00039797i,-1.8565e-05-0.00011447i,-2.2789e-05+0.00029845i,0.00082628+0.001268i,0.00088234+0.0017697i,0.00042934+0.00090419i,-0.00010812+0.00097135i,0.00013833+0.00090925i,0.00068158+9.4429e-05i,0.0002426-0.00012284i
-4.7773e-05+0.00010218i,0.002168+0.0008613i,0.002201+0.001029i,0.0017458+0.001566i,0.0018123+0.0018937i,0.0015098+0.000873i,0.00022493-0.00059812i,5.1326e-05-0.00062034i,0.00013856+3.9907e-05i,-0.00022861+0.00015563i,-0.00028961+0.0012097i,0.00036207+0.0014281i,0.00029659+0.00032163i,-0.00015289-0.00013345i,-0.0001463+0.00032486i,0.00049945+0.0007522i,0.00031331+0.00012393i,-2.5491e-05-0.00059186i,4.9409e-05-0.000652i,-0.00038262-0.00034579i,4.0921e-05+8.7115e-05i,2.699e-05+0.00011949i,-0.00013913+0.00016057i
0.004222-0.0014974i,0.0023887-0.0028607i,-7.8836e-06-0.0024545i,-0.0010891-0.00049444i,-0.00049218+0.00024223i,1.3374e-06-0.00034177i,-1.7208e-05-8.4902e-05i,-0.00023343+0.00028149i,-0.00031142-0.00022762i,-0.00029344-0.00068126i,-0.00032997-0.00042198i,8.8631e-05-0.00019601i,0.00077025-0.00026714i,0.00074144-0.00031349i,0.00026525-0.00029593i,-0.00010745+0.00035348i,-0.00033755+0.00052837i,-0.00063786+0.00048411i,-0.00075803+0.00010244i,-0.00011443-0.00050855i,0.00012962-0.00053571i,0.00017486-0.00059925i,-0.00012203-8.2516e-06i
-0.00097575+0.0017254i,-0.00055897+0.0015114i,-0.00013702+0.00063134i,-0.00041416-8.8571e-05i,-0.00023936+0.00063658i,-0.00025089+0.001191i,0.00021157+0.00087215i,0.00081931-2.3275e-05i,0.00099208-0.0014009i,-0.00022168-0.0013314i,-0.00094099-0.0012664i,-0.00095942-0.0013914i,-0.00021325-0.0010602i,0.00052243-0.00071465i,0.00052097-0.00045793i,0.00046493-0.00039399i,0.00017988-0.00047495i,0.00043984-0.00070247i,0.00040472-0.00099891i,2.5641e-05-0.00056151i,0.00035246+3.2329e-05i,0.00037314-0.00026417i,-0.00031522-0.00025603i
0.00047482+0.00086651i,0.00092515+0.0015273i,0.00093903+0.0014775i,0.00077647+0.001275i,0.00040047+0.0013949i,0.00024918+0.0006652i,0.00018543+0.00024232i,0.00022686+0.00065834i,0.0004606+0.00036127i,0.00031704+0.00012755i,4.936e-05-5.6276e-05i,-0.00024936-0.00015885i,-0.000723-0.0004449i,-0.0010035-0.00049249i,-0.00019694+0.00021605i,0.00063247+0.00058045i,-0.00016715+0.00041715i,-0.00058906+0.00063139i,0.00032393+0.00034257i,0.00077598-0.00029702i,0.00017962+0.00031699i,-0.00038038+0.00049077i,0.00031462-0.00046244i
0.0028102-0.0029119i,0.0011923-0.0018595i,0.00045523-0.00052084i,0.00027966+0.00031534i,0.0012312+0.00020408i,0.0015122+1.3159e-05i,0.00052291-0.00026826i,0.00096608-0.00032086i,0.0019475-0.00026319i,0.00084577-0.00052794i,-0.00047172-0.00057921i,-0.00079411-9.7661e-05i,-0.00066706-0.0004406i,-0.00011625-0.000975i,0.00010786-0.00075039i,-9.6665e-05+0.00037875i,-0.00049395+0.00045477i,-0.0002872-0.00030398i,0.00030371+0.00019723i,0.00046375+0.00019259i,0.00044514+0.00016468i,0.0005672+0.00025887i,0.00016034-0.00011754i
-0.0027758+0.00040374i,-0.003663+0.0012732i,-0.0032834+0.0017636i,-0.0021231+0.0010331i,-0.00092427+0.0011033i,0.0001998+0.0012883i,0.00059765+0.00045924i,0.00049992+0.00059853i,9.4719e-05+0.00033786i,-0.00086014+0.00032424i,-0.00081743+0.00081627i,-8.7094e-06+0.00039711i,0.00045456-0.00051632i,0.00042268-0.00043844i,1.502e-05-0.000432i,-2.3508e-06-0.00041317i,-8.6583e-05-0.00012795i,0.00037057-0.00081245i,0.00087583-0.00094128i,0.00067811+0.00044196i,0.00041015+0.00080617i,-8.0158e-06+0.00020641i,-0.00029044+9.7592e-05i
0.001289-0.00016585i,0.0022493+0.00029558i,0.0027425+0.00088912i,0.0023558+0.0012107i,0.0016797+0.0013391i,0.00082413+0.00089574i,-0.00011853+0.00069263i,-0.00069961+0.00046557i,-0.00042705-8.0994e-05i,-0.00050166-0.0002123i,-0.00071992-0.00010492i,-0.00087998-8.4056e-05i,-0.0013622-0.00012014i,-0.00038055+3.4498e-06i,0.00041733+0.00040533i,0.00013727+0.00046916i,-0.00057681-0.00012969i,-0.0005972-0.00024094i,-0.00010656-0.0001209i,-0.00013544-0.00025625i,0.00024002-0.00018827i,-0.00014155-2.8141e-05i,-0.00062646-0.00017478i
0.0017931-0.0022573i,0.0017484-0.0020421i,0.0014292-0.0014151i,0.0011585-8.3732e-05i,0.00086793+0.00048223i,-0.00017288-0.00027803i,-7.6907e-05-0.00064506i,0.0006324-0.00034219i,0.00057133-0.00081531i,-2.977e-05-0.0011228i,-0.00057276-0.00042312i,-0.0013084+0.00045988i,-0.0010256+0.00033387i,-0.00042073-5.2133e-05i,-0.00018515-0.00011391i,-0.0002647+0.0002801i,0.00014977-6.6821e-05i,-0.0004554-0.00042818i,-0.0012574-0.00024762i,-0.00059141+7.4211e-05i,0.00042156-0.0002696i,0.000577-0.00036694i,0.00013368-0.00010584i
2.0726e-05+0.00041134i,-0.00036103-0.00058948i,-0.00070421-0.00080606i,-0.0020772-0.00021421i,-0.0018641+0.00017132i,-0.00028898+0.00025743i,0.00039883+0.00021041i,0.00023827-0.00014176i,-8.9233e-05-0.0005499i,-0.00064009+0.00012858i,-0.0010446+0.0009919i,-0.00093472+0.00018893i,-0.00073873-0.00014394i,6.1694e-06+0.00043541i,0.00058257+0.00058735i,-0.00031878+0.00022299i,-0.00078156-3.0317e-06i,-0.00084261-0.00020703i,-0.00026381-0.0001013i,0.00089555+0.00043152i,0.00078934+0.00064962i,0.00036049+0.00011414i,0.0010218+1.6879e-05i
0.00079592+0.0019695i,0.0025364+0.0019599i,0.0021264+0.0010805i,0.00092096+0.00049466i,0.00052951+9.5684e-05i,0.00046594-0.00047275i,0.00015262-0.00069156i,8.4858e-05-8.2963e-05i,-0.00018292+0.00075325i,0.00049807+0.00074771i,0.0010718+0.00078456i,0.0010222+0.00070016i,0.0005918-0.00067625i,-0.00019661-0.001229i,-8.7256e-05-0.00081345i,8.689e-05-0.00055228i,-0.00026886+0.0002036i,-0.00067756+0.0003365i,-0.00058838+2.1855e-05i,-0.00039854+0.00043014i,-3.9528e-05+0.00053044i,0.00076912-0.00055797i,0.00074112-0.0015165i
0.0014725-0.0019321i,0.0010464-0.00014781i,-0.0015301+0.0010966i,-0.0019822+0.0020625i,-0.00078464+0.0019717i,-0.00039881+0.001321i,0.0003964+0.0010711i,0.00041285+0.00016361i,-0.001098-0.00049925i,-0.0016585-0.00026074i,-0.0004203-0.00020018i,-2.7141e-05+0.00012287i,-0.00012694+0.00056577i,-0.00035463+0.00018894i,-0.00040202-0.00017796i,0.000239+0.00019785i,0.0010619+0.00011752i,0.00059945-0.00065745i,2.9868e-05-0.001002i,-0.00025905-0.00047001i,-0.00045229+0.00022614i,-0.00010225+0.00051954i,0.0003856+0.00072033i
0.00097158-0.00095614i,0.00066291-0.0016118i,-0.00031086-0.00081731i,-0.0010372-4.9019e-05i,-0.0013133+0.00062286i,-0.00071255+0.0013699i,3.3477e-05+0.00061837i,0.00024471-0.00090299i,0.00016429-0.0015909i,-0.00079162-0.0013088i,-0.00090802+0.0001877i,-0.0005222+0.0012425i,-0.00060423+0.0010806i,-0.00088302+0.00050127i,-0.00058968+0.00021387i,5.4084e-05+0.00047199i,-0.00029647+0.00019841i,-0.00065323+0.0002616i,-0.0003202+0.0003047i,-0.00020696-0.0001433i,-0.00070262-0.00064982i,-0.00060455-0.00023918i,2.537e-05-0.00010437i
-0.00035165+0.0017541i,0.0013603+0.0014862i,0.0022234+0.00094237i,0.0016215+0.00075673i,0.0010652+0.00017732i,0.00095969-0.00083401i,0.0010242-0.00098292i,0.00036089-8.0396e-05i,-0.00022408+0.00019068i,-0.00043054+0.000132i,-0.00041525+0.00010487i,-6.4151e-05-8.1783e-05i,-0.00079596+0.00010623i,-0.00075522+0.00020944i,2.005e-05+0.00051412i,8.5625e-05+0.00066133i,0.00051793+0.00017176i,0.00080907-0.00029596i,0.00013103-0.00068762i,-7.8784e-05-0.00080021i,0.00040555+3.6336e-05i,0.00014121+0.00038439i,-0.00044667-0.00025033i
0.00077574-0.00096563i,-0.0005131+0.00025755i,-0.0019784+0.000407i,-0.0018587+0.0006202i,-0.00034907+0.00040029i,0.00075998+5.7889e-05i,0.00018993+0.00043878i,-0.0002774-4.8949e-05i,0.00023021-0.0010625i,-6.4833e-05-0.0012565i,-0.00035885-0.00059118i,-0.00068749+0.0003112i,-0.000332+0.00048329i,-3.9784e-05+0.00084532i,0.00023776+0.00069323i,0.00040796+0.00065398i,0.00032839+0.00068301i,-3.2506e-05-0.00023342i,-9.4073e-05-0.00080135i,0.00046045-0.00023876i,0.00027327+0.00071476i,-0.0002878+0.00096272i,-0.00058104+0.00036375i
0.0016468-0.00026356i,0.0015963-0.00050145i,0.0013389+0.00023386i,8.9176e-06-0.00014195i,-0.0010227-0.00034712i,-0.00089449+0.00056818i,-4.9794e-05+0.0008451i,-7.2705e-05-0.00013751i,-0.00028335-0.0010688i,-0.00031937-0.0011638i,-0.00054915-0.0010251i,-0.00020017-0.00069545i,-1.8975e-05-0.00054266i,-0.00026742-9.408e-05i,-0.00014948+0.00023258i,0.00021445+2.9148e-05i,0.00012436+0.00018527i,-0.0005145+0.00025733i,0.00027179-0.00049645i,0.00050659-0.00060809i,0.0002745-0.00031702i,0.00059462-0.00069527i,0.00041747+8.3488e-05i
0.0023157+0.0034204i,0.0031111+0.0034512i,0.0030085+0.0019358i,0.0017999+0.00084022i,0.00052605+0.00081774i,0.00042666+0.00077904i,0.00066917+0.00010016i,0.00036132-3.9576e-05i,0.00019478+0.00078266i,0.00036818+0.0010758i,-9.2962e-05+0.00024229i,-0.00051909-0.0004714i,-0.0004706-0.00037195i,9.759e-05-0.00027754i,0.00013524+0.00011784i,-0.00041192+0.00064891i,-0.00050996+0.00018464i,0.00027969-7.7044e-05i,0.00072565+0.00084776i,0.0005325+0.00076085i,0.00010356+0.00032584i,-0.00023101+0.00021735i,-3.6932e-05+0.00053471i
-0.00093628-0.00027478i,-0.0013314+0.00034272i,-0.00023567+0.00088278i,0.00025335+2.359e-05i,0.0004465-0.00075951i,0.0011157-0.00020343i,0.0013944+6.6416e-05i,0.00071242+4.9159e-05i,-0.00051287+0.00044454i,-0.00099596-0.00013553i,-0.00064413-0.00054545i,-0.0004284-0.0007457i,-0.00022342-0.0011971i,-0.00041202-0.00090332i,-2.0063e-05+9.7364e-05i,0.00024015+0.00063712i,-0.00025386+0.00012656i,-0.00036621+1.8343e-05i,-0.00021567+0.00011577i,4.4031e-05+6.3129e-05i,-0.00036954+9.2382e-05i,-0.00031702-0.0003775i,8.0999e-05-0.00056962i
0.00095156-0.0027088i,0.00021004-0.0025733i,-0.00099854-0.0010578i,-0.0013809+0.00038245i,-0.00073094+0.0015564i,-0.00048943+0.0015035i,3.2009e-05+0.0004887i,0.0009549+1.4129e-05i,0.0005777-4.4224e-05i,-0.0001251-0.00023199i,-0.00059197-0.00021774i,-0.0010602+0.00023576i,-0.0015914+0.00090775i,-0.0003466+0.00038489i,0.00085208-1.4531e-05i,0.00042589+0.00035976i,0.00069556+0.00037852i,4.0227e-06+0.00022001i,-0.0010393-7.9563e-05i,-7.8967e-05-0.00016986i,0.00077652+0.00027821i,-0.00020487+0.00071249i,-0.00070405+0.00031663i
-0.00067053+0.0006259i,0.00076736+0.0019047i,0.00030749+3.263e-05i,-0.00060172-0.00035431i,-0.00081844+0.00076728i,0.00061468+0.0014499i,0.0011729+0.0012262i,0.00017854+0.00057177i,-0.00090124+0.00056182i,-0.0016561+0.00044506i,-0.00095186-0.00051849i,0.00021398-0.00042023i,0.00047982+0.00012058i,0.00035187+0.00068818i,-0.0003736+0.0010007i,-6.9432e-05+0.00067172i,0.00082084-5.2956e-05i,0.00085867-0.00057909i,0.0010868-9.6707e-05i,0.0012631+0.0001885i,0.00075647+0.00012089i,0.00034783+0.00044328i,-0.0001126+0.00061551i
0.0022452-0.0026833i,0.0011592-0.0018814i,0.00058096-0.001149i,-0.00026431+0.0001813i,-0.00029202+0.00077101i,0.0005182+0.00023803i,0.00079992+0.00091777i,0.00044147+0.0013119i,-0.00028431+0.00021615i,-0.00027629-0.00053008i,3.1155e-05-0.00033354i,-0.00028154+0.00010626i,9.4047e-05-0.00016214i,0.00064671-0.00011438i,0.00066334+0.00011416i,0.00067829+0.00033585i,0.0004574+0.00036809i,-0.00019594-0.00067763i,-0.00020185-0.00093905i,0.00044378-0.00082037i,0.00078616-0.0006353i,4.9984e-06+2.1477e-05i,-0.00072053+0.00028972i
6.8811e-05+0.00038037i,0.00027159+0.00086811i,-0.00044808+0.0009595i,-0.00015753+0.0011456i,0.00044997+0.0015891i,0.00043201+0.001094i,-0.00012326+0.00042393i,-0.0003749+1.4973e-05i,-0.00063991-0.00085134i,-0.0007028-0.00092869i,-0.00051381-1.7251e-06i,-0.00028759+0.00092845i,0.00029085+0.0012331i,-0.00036674+0.0010893i,-0.0009026+0.00056329i,-1.497e-05+0.00072807i,0.00025964+0.0002684i,-0.0002566-0.00016049i,-0.0005852+0.00065038i,-0.00059674+0.00029571i,-0.0004039+0.00027462i,-0.00047442+0.00011682i,-0.0005519-0.00019003i
-0.00051714-0.00023171i,-4.0425e-05+2.495e-05i,0.00065716-0.0002763i,0.00071198-0.00019384i,0.00085191+0.0010682i,0.0012183+0.0012764i,0.00083214+0.0012003i,0.00021475+0.0011934i,3.9968e-06+0.00020649i,-0.00035289-0.00079732i,-0.00063437-0.00048261i,-0.00088039+0.00045264i,-0.00088984+0.00050793i,-0.00080715-0.0001543i,-0.00026574-0.0005704i,-5.8619e-05-0.00045567i,-2.3845e-06+6.3192e-05i,3.7884e-05+0.00059265i,0.00023433+0.0011323i,3.7209e-05+0.0014106i,-0.00058583+0.0012515i,-0.00018866+0.0009695i,0.00031663+0.00073384i
0.0014321-0.0028764i,0.0013567-0.0025158i,-0.00010664-0.0014555i,-0.001447+0.00078107i,-0.0017642+0.0016516i,-0.00010625+0.0012947i,0.00071416+0.00093951i,-0.00010285+0.0010494i,-0.0004164+0.00098994i,-0.00056034+0.0002011i,-0.0012363+8.4703e-05i,-0.00011976+0.00081543i,0.00088984+0.0009185i,0.00041336+0.00071422i,0.00023204+0.0011469i,-3.1977e-05+0.0014508i,-5.684e-05+0.00047211i,0.00021517-0.00034781i,-0.00044526-0.00019055i,-0.00090036+5.4947e-05i,-0.00040804+0.00040483i,0.00013105+0.00069439i,0.00043338-3.124e-05i
-0.0016869+0.0013965i,-0.00084513+0.0013175i,-0.0014376-0.00014316i,-0.002368-0.00061226i,-0.00094015+0.00069192i,0.00059946+0.0018321i,0.0007962+0.0013164i,0.00033585+0.001068i,5.3523e-05+0.00079361i,-6.2051e-05-4.3337e-05i,-0.00040929-6.3625e-05i,-0.00035396+0.00048018i,0.00026159+0.0007165i,-2.65e-05+0.00037599i,-0.00040498-0.00023101i,-0.0002787-0.00030549i,-0.00024386-0.00018424i,8.4133e-05-2.7989e-05i,1.3336e-05+0.00023123i,-0.00046652+0.0006474i,-0.00013508+0.00054344i,0.00026585+0.00031617i,0.00038603+0.00047606i
0.0005306+0.00071525i,0.00038388+0.0017197i,0.00068152+0.0020931i,0.0006366+0.0014383i,0.00040453+0.00018719i,0.00096186-0.00053419i,0.0012804-0.00014864i,0.00081149+0.00026972i,0.00066651+0.00012322i,0.0011111+0.00013022i,0.00038917+0.00019527i,-0.0012665-0.00011064i,-0.00080204-0.00032742i,0.00013922-0.00037366i,0.00022895-0.00014795i,0.00031462-3.578e-05i,0.00012155-4.7678e-05i,-5.8522e-05-0.00026255i,-0.00018911-0.00042074i,-0.00018064-0.00046511i,0.00015871-0.00059309i,0.00027746-0.00035499i,-0.00016368+0.00030631i
0.0027549+0.00053149i,0.0029831-9.4567e-05i,0.0010048-0.00028427i,-0.00068896+0.00076716i,-0.00058976+0.0013917i,-0.00042391+0.0011163i,-0.00065846+0.0013901i,-0.00030264+0.001236i,0.00069534+0.00047085i,0.00044716+0.00053967i,-0.0003031+0.00066041i,-0.00015425-7.0022e-05i,5.0372e-05-0.00061762i,8.1378e-05-0.0006331i,-0.0003257-0.00083788i,-0.00061063-0.00050334i,-0.00054212-0.00013972i,-0.0002436-0.00050024i,0.00073452-0.00042129i,0.0005819-0.00016369i,4.2605e-05-0.00037387i,-0.00049974-0.00029441i,-0.0010975+3.5462e-05i
