1.1461e-05+0.0013952i,-0.00063297+0.00076065i,1.9613e-05+0.00014525i,0.00057405-0.00065018i,-0.00036375-0.00080745i,-0.0011075+9.6541e-05i,-0.00033931+0.00017565i,0.00097729+0.00013887i,0.0013183+0.00052394i,0.00095151+0.00031471i,0.00046642-0.00068137i,-0.00012086-0.00092348i,-0.00058626-0.00022539i,-0.00065207-0.00021643i,-0.00084102-0.00066406i,-0.00056932-0.00076027i,-5.2127e-06-0.00036642i,0.00049812-1.093e-05i,0.00062048+1.976e-05i,-7.3309e-05+0.00012659i,-0.00071862+0.00025841i,-0.00021098+0.00042584i,-3.0877e-05-8.6048e-05i
0.0012274-0.00060043i,0.0010899-0.0020685i,0.00074978-0.0028604i,0.00047884-0.0014478i,0.00040457+0.00036469i,0.0010038+0.00032573i,0.0012913-0.00081793i,-0.00016654-0.0011779i,-0.0013107-0.00053864i,-0.00088802-0.00011648i,-0.00077824+0.000219i,-0.00093069+0.0013194i,-0.00059904+0.0010113i,-0.00046963+0.00054545i,-0.00086696+0.00056856i,-0.00055023-0.00017623i,-0.00054155-0.00040627i,-0.00035434-0.0003537i,0.00031027-0.00023345i,0.00011151-2.4076e-05i,-0.00017936-0.0004518i,-3.9529e-05-0.00080755i,0.00035469-0.0011065i
-0.0013478+0.002404i,-0.0018108+0.0026356i,-0.0011596+0.0018053i,-0.00032414+0.00090286i,-0.0004033-3.3138e-05i,-8.6245e-05-0.0010813i,3.5034e-05-0.0012941i,5.4495e-05-0.00091588i,0.00033958-0.00072886i,7.0534e-05-0.00096159i,-0.00034817-0.00067958i,-0.00077562-0.00084526i,-0.00075398-0.0011604i,-0.0012496-0.00068248i,-0.0019218-0.00017689i,-0.00093483+0.00033627i,7.4261e-05+5.9653e-05i,0.00051988-0.00062187i,0.00042101-0.00053577i,-0.00010976-0.00011804i,-0.00020815-0.00052391i,-0.00033062-0.00060558i,-7.4301e-05+0.00028732i
-0.00069824-0.0012691i,-0.00037995-0.00098413i,-0.00086171-0.00062453i,-2.5203e-05+0.00069346i,0.00070212+0.00054606i,0.0011538-0.0012766i,0.0017654-0.0024664i,0.0012861-0.0017187i,0.00035683-0.0002237i,5.1772e-05+0.00048027i,-0.00010795+0.0010242i,2.447e-05+0.0010567i,0.0006062+0.00059096i,0.00055408+0.0001433i,0.00043834-0.00034949i,7.8829e-05+0.00017452i,-0.00056104+0.00057157i,-0.0004391+0.00043142i,0.00021727+8.9322e-05i,3.038e-05-0.0010743i,6.3712e-05-0.00064969i,5.1562e-05+0.00065226i,0.00023988+0.00029474i
0.002861-0.00047252i,0.0033989-0.0014518i,0.0024047-0.0020663i,0.00022192-0.0012007i,-0.0012732-0.0005232i,-0.0009574-0.00078073i,-0.00050523-0.00093796i,-0.00045847-0.0011086i,-0.0001526-0.001034i,-0.0003437-0.00038842i,-0.00056961-2.4808e-05i,-0.00042896+0.00018043i,-0.0001607+0.00054719i,-0.00053299+0.00085042i,-0.00050914+0.00052706i,-0.0005308-0.00015486i,-0.0005508+3.477e-06i,1.027e-05+0.00078025i,0.00078544+0.0010265i,0.0011529+0.00019645i,0.00084293-0.00069786i,0.00073024-0.00041075i,0.000473+0.00010869i
0.0005918+0.0028012i,0.0011398+0.0021485i,0.0015323+0.0011315i,0.0010941+0.00079351i,0.00050485-1.6892e-06i,0.00042855-0.0023188i,7.8888e-05-0.0038737i,-0.00051864-0.0020803i,-0.00028805+0.00015206i,0.0004458+0.00054607i,0.00096538+0.00024369i,0.00012708-0.00060642i,-0.00056202-0.0011403i,-0.0010012-0.00082497i,-0.0011338-0.00037504i,-0.00048782-0.00063278i,0.00028511-0.00012897i,0.00039196+0.00092279i,3.7303e-05+0.00029342i,0.00018509+0.00014768i,4.4075e-05+0.00078601i,0.00028665+0.00077664i,0.00059609+0.00055086i
-0.00025173+8.1248e-06i,-0.0012565-0.00047459i,-0.00045303-0.00058594i,0.00022266+0.0001826i,0.00022514+0.00013312i,0.00023271+0.00039702i,0.00099328+0.000391i,0.0013571+1.3822e-05i,0.00026182+0.00033379i,1.0095e-05+0.0010021i,0.00021196+0.00068359i,7.0056e-06+0.00058919i,-0.00095092+0.0016243i,-0.0014754+0.00061619i,-0.00063623-0.00020139i,-0.00044419+0.00063404i,-0.00061119+0.0010375i,-0.00038891+0.0001934i,0.00021842-0.00010678i,0.00056659+0.0005345i,0.00097271+0.00081057i,0.001071+0.00026629i,0.0011126-0.00066406i
0.0016347-0.0011651i,0.0011363-0.0010039i,0.0012658-0.0011513i,0.00063278-0.00089257i,5.3643e-05-0.0014426i,-5.644e-05-0.0012955i,0.00045043-0.00078835i,0.0010366-0.0004928i,0.00028826+2.6025e-05i,-0.0001533-0.00012716i,-0.00043507+2.8483e-05i,-0.0011294+0.00066613i,-0.00040291+8.3761e-05i,-0.00010779-2.4901e-05i,-0.001178+0.00043981i,-0.0014716+0.00027952i,-0.00036784-7.2904e-05i,0.0006742-0.00039863i,0.00065169-0.00060054i,-0.00037334-0.00015808i,-0.00014064-1.9418e-05i,0.00050843-0.0001552i,-8.8776e-05-0.00045881i
0.00016973+0.001559i,0.0013403+0.0018078i,0.0021507+0.0021163i,0.0018067+0.0017914i,0.0019708+0.00057134i,0.001894-0.00074636i,0.0013511-0.0022311i,0.00042958-0.0024348i,-0.00056982-0.00082724i,-0.00023455+0.00035577i,0.00038761+0.00033852i,3.9806e-05+0.00034963i,-7.5986e-05+0.00048381i,0.00012069-0.00032908i,-8.3427e-05-0.0017175i,-0.00015246-0.001393i,0.00032978-7.1118e-05i,0.00051686-9.1852e-05i,-0.00034953+3.5904e-05i,-0.00056365+0.00014158i,-0.00022578+8.6246e-06i,-0.00043393-1.7231e-05i,-5.2931e-05-0.00099672i
0.00060049+0.00093724i,0.0013813+0.00075145i,0.0016522-0.00026827i,0.00044-0.0014346i,0.00037337-0.0021581i,8.5279e-05-0.002658i,-0.00053751-0.0027114i,-0.00023223-0.002533i,-5.9286e-05-0.0017879i,-0.00042593-0.00096245i,-0.0011078-7.9745e-05i,-0.00094935-0.00058955i,-0.00084411-0.00080911i,-0.0013939-0.00062249i,-0.0011622-0.0010467i,-0.00074667+0.00010198i,-0.0003972+0.0011157i,-0.00016271+0.00067016i,4.4207e-05+0.00029031i,4.9233e-06+0.00054165i,-0.00022387+0.00052714i,-3.2281e-05+0.00061433i,0.0007882+0.00040658i
0.0006056+0.0021073i,0.0024753+0.0033062i,0.0032899+0.0034564i,0.0026172+0.001891i,0.0020387-0.00028134i,0.0005272-0.0010512i,0.00055735-0.00092771i,0.00061515-0.00088745i,0.00017144-0.00028912i,0.00040445+0.00023819i,-7.5277e-05-0.00015622i,-0.00052436-0.00039978i,-0.00089448-0.00010277i,-0.0015649-0.00016831i,-0.0011384-0.00099817i,-0.00047069-0.00098068i,-0.00046364+0.00034454i,-0.00050235+0.00077401i,-0.00027585+0.00083736i,-0.00021785+0.0010839i,-0.00027715+0.0010253i,-6.112e-05+0.00048448i,0.00012326-0.0001082i
0.0066089+0.0029477i,0.0090709+0.0012774i,0.0086395-0.0040883i,0.0031186-0.0045686i,-0.0013834-0.0035578i,-0.0025129-0.0028612i,-0.00082412-0.0014592i,1.4076e-05-0.00066716i,3.3616e-05-0.00055254i,-1.5938e-06-0.0016371i,-0.00079715-0.0017516i,-0.0010284-0.00059919i,-0.0015304-0.00014248i,-0.0031488-0.00016849i,-0.0039127+0.00013991i,-0.0025819+0.00022275i,-0.00037582+0.00012438i,0.0006808+0.00010069i,0.00047713+0.00061301i,0.00093772+0.0013806i,0.0010614+0.00045403i,0.00017962-0.00058111i,-0.00075957-0.0011093i
-0.0040258-0.0025657i,-0.0054498-0.0021104i,-0.0045967+0.00065614i,-0.0016272+0.0020565i,0.00090771+0.0014377i,0.0024415-0.00013814i,0.0020135-0.0018151i,0.00023429-0.0015877i,-0.0014356-0.00056871i,-0.001382+0.0002841i,-7.6046e-05-1.7333e-05i,0.00046782+0.00010977i,0.00049329+0.00036566i,0.00048051-8.8125e-05i,0.00076735+0.00013658i,0.00068233+3.8768e-05i,-4.4771e-05+0.00010834i,-0.00013582+0.00038484i,1.1263e-05-0.00048563i,-0.00021514-0.00048566i,4.4287e-05+0.00033842i,0.00020746+0.00031817i,0.00012584+0.00034594i
-0.0024263-0.0012338i,-0.0037108+0.00048041i,-0.0041824+0.0021023i,-0.0030389+0.0025969i,-0.0014427+0.001922i,-1.9582e-05-5.3362e-05i,7.2064e-05-0.0027039i,-0.0011325-0.0031708i,-0.0019346-0.0012979i,-0.0010094+0.000124i,0.00015913+0.00044401i,0.00020497-7.8577e-05i,0.00078496-0.00057298i,0.001559-0.00031402i,0.0015683+0.00017061i,0.0014906-5.7045e-05i,0.001215-6.1641e-05i,0.00071732-0.00018903i,0.0009791-0.00046634i,0.00068667-0.00050844i,-0.00010568-0.0010597i,0.00028416-0.00076672i,0.00056433+5.1626e-05i
0.00069399+0.00088916i,-4.2324e-05+0.0014501i,-0.00069371+0.0017236i,-0.00045801+0.0014154i,0.0002627+0.00040452i,0.00066486-0.00079709i,0.00027315-0.0011552i,-0.00044374-0.00086227i,-0.00015469-0.0006465i,0.0002545+0.00052227i,-3.8051e-05+0.00099888i,0.00016732+0.00050994i,0.00039054-4.5158e-05i,0.00064642-9.5127e-05i,0.00065979+8.6119e-05i,0.00018744-6.9045e-05i,-0.00021691+0.00018128i,-0.00056535+0.00015763i,-0.00030745-8.1395e-05i,-0.00034044+7.5194e-05i,-6.6259e-05+0.00013745i,0.00054018-0.00035125i,0.00016806+0.000105i
-3.3438e-05-0.00030849i,-1.7076e-05-0.0019707i,9.0558e-06-0.0020742i,-9.87e-05-0.00023925i,-0.00055734+0.00059836i,-0.00063391-0.00135i,-0.00027599-0.0025697i,-0.00015227-0.0016846i,2.6218e-05-0.0011862i,-0.00023023-0.00085179i,-0.00068887-0.00025628i,-0.00072061+0.00054085i,-0.00033976+0.00074592i,-7.8571e-05+0.00021493i,4.7734e-05-0.00062764i,0.00013079-0.00066668i,0.00056654+0.00012276i,0.00063651+0.00045011i,0.00021634-0.00026487i,0.00010319+5.2527e-05i,0.00021878+0.00051071i,0.00043101+0.00024351i,0.00043439-0.00018068i
-0.0020287-0.0016412i,-0.0022869-0.00086178i,-0.0021309-1.513e-05i,-0.0013435+7.673e-05i,-0.00032526+0.00053021i,-0.00022412+0.00058737i,-0.00066238-1.9372e-06i,-0.000633-0.00074643i,-0.00023068-0.00014895i,0.00044712+0.0012772i,0.001002+0.0011187i,0.00087876+0.0004418i,0.00023538+0.000236i,0.00034851+0.00020952i,0.00071495-0.00026042i,0.00031737-0.00077342i,0.00024271-0.0012181i,0.00052456-0.00090194i,0.00125-0.00021313i,0.0013164+3.5149e-05i,2.0183e-05+8.4108e-06i,-0.00042356+0.00021354i,-0.00020774+0.00023436i
0.00054292-0.0011616i,-0.00030339-0.0013461i,-0.0016188-1.6416e-05i,-0.0015569+0.0012268i,-0.00060369+0.0016779i,0.00049145+0.00061635i,0.00050048-0.0013359i,-8.1138e-05-0.0019324i,-0.00039327-0.0010099i,-0.00069695-0.00051203i,-0.00061974-0.00029057i,-0.00079291-0.00065686i,-0.00022351-0.00024284i,0.00094297+0.00056049i,0.001105+0.00091739i,0.00054514+0.00050114i,0.00047326-0.0003539i,0.00028595-0.00080788i,5.1708e-05-0.00029636i,-0.00010803-5.9327e-05i,-8.1431e-05-0.00056237i,-0.00045764-0.0011287i,-0.00085479-0.00092455i
0.0020396+1.687e-05i,0.0016072+6.5554e-05i,0.00039267-0.0012581i,-0.00057391-0.0017959i,-0.0013406-0.0013527i,-0.0010598-0.0013086i,-0.00022134-0.0020793i,-0.00036375-0.0027245i,-0.00030155-0.0019639i,0.00016016-0.0009477i,-4.8413e-05+4.1742e-05i,-0.00023254+0.00038512i,0.00056127+0.00020716i,0.00037771+0.00017473i,-0.00070051+2.9763e-05i,-0.00070183+0.00048976i,-0.00034542+0.00062554i,-0.00023751+0.0001396i,-6.9751e-05-7.3159e-05i,-0.00020203-0.00039279i,0.00021248-0.00011096i,0.0002973+0.00031227i,-0.00052696+0.00031053i
-6.8139e-05-0.0026456i,-0.00128-0.0031465i,-0.0012559-0.0031611i,-0.00064388-0.0013155i,-0.00017217+0.0010159i,0.00065365+0.0017454i,0.0014327-0.00043432i,0.0017293-0.0020554i,0.0011377-0.0010115i,0.00022189-4.0082e-05i,-0.00025155-0.00012522i,-0.00021021-0.00026293i,0.00063468-0.00016667i,0.001176+6.307e-05i,0.00064693+0.00062344i,5.358e-05+0.00041352i,0.00022878-0.00040617i,0.00033302-0.00044577i,-4.8453e-05-0.00039498i,-0.00021522-0.00012934i,0.00039182-0.00022502i,0.0006384-0.00011528i,0.00049829+0.00036411i
-0.00028653-0.0020655i,-0.001307-0.0018982i,-0.0023656-0.00071626i,-0.0020298-3.7326e-05i,-0.001379-4.6756e-05i,-2.9233e-05-0.0010606i,0.00073206-0.0014877i,0.00025239-0.00035955i,-0.00018655+0.00050332i,-0.00035475+0.00090845i,5.0728e-05+0.00044859i,5.8864e-05+0.00037387i,-0.00055053+0.00074565i,-0.00058158+0.00072536i,-0.00079527+0.00093893i,-0.00082905+0.00094828i,-0.00072699+0.00049758i,-0.00043595-0.00019922i,0.0005971-0.00058885i,0.0011097-0.00072261i,0.00082115-0.00063995i,0.00030247-9.9339e-05i,0.00030851+0.0002035i
0.0017874+0.00025011i,0.0022935+2.6995e-05i,0.00316-0.00035715i,0.0023982-4.1316e-05i,0.00072673-0.00072266i,-0.00026216-0.0013004i,0.0002191-0.001439i,-0.000698-0.0010858i,-0.0016818-0.00025143i,-0.0011929+0.00023959i,-0.00060328+0.0010132i,-0.00062076+0.0015048i,-0.0011234+0.00064841i,-0.0015833-3.5075e-05i,-0.0014606+6.2295e-05i,-0.0015066+9.3009e-06i,-0.0014959+0.00011305i,-0.00071975-0.00029133i,-0.00044082-0.0007595i,-0.00068315-0.00052758i,-0.0001158-2.496e-05i,0.00014735+0.00028254i,4.2134e-05-0.00023092i
-0.00012677+0.0013063i,0.00014205+0.0010197i,0.0004792+0.00064383i,0.00093256+0.00048847i,0.00028007+2.4966e-05i,-9.867e-05-0.0012536i,0.00071804-0.0017897i,0.00051049-0.0016475i,-0.00016582-0.0011553i,-0.00083465+0.00027605i,-0.00034318+0.00094894i,-9.3555e-05+0.00059276i,-0.00049396+0.0004994i,-0.00059673+0.00049374i,-0.0010886-0.00016705i,-0.00061076-0.00060869i,0.0003625-0.00018552i,0.00038209+0.00026503i,0.00039556+0.00011778i,0.00020094-0.00012207i,0.00014135+0.00012391i,5.1989e-05+0.00028259i,0.00034829-0.00016207i
-0.0025712+0.00098396i,-0.001394+7.6066e-05i,0.00055994+0.001019i,0.0014084+0.0012403i,0.0016913-0.00023258i,0.0011879-0.0019464i,0.00015416-0.0023944i,9.1602e-05-0.0022818i,-0.00017757-0.0016933i,0.00016995-0.00090129i,0.001096-0.0006385i,0.0010162-0.00072883i,0.0005271-0.0003374i,0.00014579-0.00039724i,-0.0004305-0.0009964i,-0.0012051-0.0012572i,-0.0011547-0.00041216i,-0.0012771-0.0004096i,-0.00092791-0.0010016i,0.00022601-0.00052874i,0.00053974+0.00024617i,0.0002546+0.00042176i,0.00071186-0.00082872i
0.001482+0.00034485i,0.0014253-7.711e-05i,0.00070327-4.5318e-05i,0.00068067-4.1407e-06i,0.00080565-0.00012273i,0.00068308-0.00031278i,0.00088019-0.0019668i,0.00044599-0.0023939i,0.00039611-0.0010381i,0.0010558-9.2211e-05i,0.00027688-0.00076507i,0.00013923-0.001225i,0.00060384-0.00036404i,0.00030317+0.00031044i,-0.00025707+8.9077e-05i,-0.00070986-0.00011914i,-0.00069563+5.9819e-05i,-0.00032353+0.00018863i,-3.6042e-05+0.0003801i,-0.00022104+6.5285e-05i,-7.4259e-05-0.00080089i,0.00021856-0.00079881i,0.00038101+1.7997e-05i
-5.1928e-05+0.0014312i,-0.00018253+0.00055592i,0.00025827-0.00012985i,0.0010903-0.00032224i,0.0011023-0.00032354i,0.00096395-0.00091636i,0.00056002-0.0019554i,-0.0005644-0.0017691i,-0.00035491-0.00026334i,0.00050824+0.00065998i,0.00054082+0.00087052i,0.00022213+0.00052318i,-0.0002568-0.0002863i,-0.00085504-0.00051725i,-0.00067558-0.00062604i,-9.1687e-05-0.0009027i,0.00040835-5.4402e-05i,0.00024513+0.0005022i,-0.00057682+0.00010411i,-0.00028448-0.00028296i,0.00017087-0.00069041i,0.000274-0.00036586i,0.00060442+0.00015619i
0.00066107+0.00016061i,0.00048903-0.00065602i,-0.00025238-0.00053975i,-0.00013918-0.00016959i,-0.00033477+8.9059e-05i,-0.00086869-0.00040476i,-0.00082846-0.00059189i,-0.00030967-0.00027937i,-4.2342e-05-0.00072644i,2.4379e-05-0.00072495i,0.00038819+0.00017954i,0.00060794+0.0014462i,0.0015578+0.001145i,0.0015265+0.00054841i,0.00050848+0.00069024i,0.00022025-6.6174e-05i,-0.00019532-0.00062744i,0.00026915-0.00020698i,0.00091732-0.00017534i,0.001052-0.00024042i,0.0010821-0.00072965i,0.00058729-0.0010293i,-0.00030446-0.00047599i
0.00037485+0.0011649i,0.00049108+0.00015695i,7.9129e-05+0.00020942i,-6.6044e-05+0.00065739i,0.00076269+1.5607e-05i,0.0012752-0.00066655i,0.00095712-0.0016058i,0.00021931-0.0017492i,-0.00025393-0.0011381i,-7.3306e-05-0.00062115i,0.0002964-0.00015001i,-0.00020838-0.00022438i,-0.00082293-0.00083427i,-0.0010145-0.0012643i,-0.00035112-0.00094494i,0.00033697-5.8529e-05i,0.00022713+0.00042172i,-8.6927e-05+0.0002762i,-0.00022864-0.00020715i,-0.00018247-0.00085074i,8.5084e-05-0.00065748i,0.00023995-6.4892e-05i,0.00034279-0.00070864i
0.00011968-0.0011456i,-0.0012979-0.00067431i,-0.0013396+0.00042115i,-0.0015752+0.0012492i,-0.00028288+0.00085311i,0.0012592-4.1969e-05i,0.001236-0.0014158i,0.00035246-0.0016823i,0.00054496-0.00091775i,0.0012829-0.00041422i,0.00088897-0.00041494i,0.0004676-0.00058457i,0.00067336+0.0001678i,0.00042709+0.00053427i,0.00037766+0.00011825i,0.00038169+0.00046542i,-0.00063107+0.00023254i,-0.0008351-0.00017311i,-0.00021449+0.00030184i,-9.3299e-05+0.00031792i,0.00031474-0.00043214i,0.0011132-0.00098579i,0.00085984-0.00082516i
-0.00075477+0.00012345i,0.00041972-0.00038045i,-6.2593e-05-0.00012142i,-0.00062285+0.00045747i,0.00016763+0.0004565i,0.001607-0.00036302i,0.0014944-0.0011876i,-0.00068253-0.00077766i,-0.0010676-1.2056e-05i,-0.00025577+0.0010663i,-0.00076868+0.0012912i,-0.0012576+0.00055499i,-0.00067193+0.00024723i,0.00043417+0.00041009i,0.0003174+0.00072312i,-0.00023541+0.00053346i,-0.00016236+0.00040562i,-0.00048009+0.0002751i,-0.0010892+5.119e-05i,-0.00069835-0.00046123i,-0.00024908-0.00036505i,-6.3875e-05+0.00029368i,-2.6377e-06+0.00092494i
-0.0025851-0.0012063i,-0.0021302-2.3412e-05i,-0.0026853+0.0010269i,-0.0017668+0.00098878i,0.00072451+5.9126e-06i,0.0011428-0.001091i,0.00078407-0.0018379i,0.0004573-0.001718i,0.00028388-0.00028132i,0.00062397+0.00065085i,0.00039599+4.5528e-05i,-0.00015152-5.0486e-05i,0.00024999+0.0011136i,0.00016751+0.00063275i,0.00030489-0.00073892i,-7.6826e-06-0.00068008i,-0.00076667+0.0003633i,-0.00013154+0.00051785i,-0.00042224-0.00060789i,-0.0012399-0.00074949i,-0.0011162-0.00057515i,-0.00041782-0.00095417i,0.00083507-0.00058354i
-0.00057229+0.00070326i,-0.0011653+0.0017417i,-0.00034948+0.0024904i,0.00098014+0.0016759i,0.0010251+0.00050347i,0.00074885-6.2801e-05i,-0.00038922-0.00037838i,-0.0010603-0.00046886i,-0.0004251+0.00017689i,0.00030437+0.00012075i,0.00017459+0.00012961i,-0.000542+0.00074491i,-0.00035945+0.0010417i,-0.00018094+0.00060173i,-0.00082024-0.00023862i,-0.00074209-5.8828e-05i,0.00029983-1.2e-05i,0.00011392-0.0002268i,-0.00071916+0.00030892i,-0.00039167+0.00088408i,-0.00027181+9.7844e-05i,-0.00050841-0.0006072i,0.00018194+4.6605e-05i
0.00066124+0.0028331i,0.00057132+0.00088104i,0.00062307+0.0010494i,0.0013137+0.0008667i,0.0012375-0.00082526i,0.00095121-0.0014315i,0.0014102-0.001618i,0.00072736-0.0011029i,-0.00019325-0.00038254i,0.00017379-0.00029234i,-0.00028+6.9038e-06i,-0.00040629+0.00050001i,3.6686e-05+0.0009433i,-0.00028211-1.2243e-06i,-0.00062243-0.00099511i,-0.00041955-0.00115i,-0.0002411-0.00057287i,-0.00046062+0.00068679i,-0.00085189+0.0007879i,-0.00079977-0.00011082i,0.0001628-0.00036978i,0.00016461+0.0004399i,-1.7015e-05+0.00043728i
-0.00051622+0.0010627i,-0.00011907+0.0014723i,0.00050911+0.0027586i,0.0004493+0.0023029i,0.00091811+0.0010866i,0.0015259+0.00049466i,0.0010803-0.00048792i,0.00035531-0.00058367i,-8.9593e-05+5.4307e-05i,-0.00082098-0.0002551i,-0.00053613-0.00036432i,0.00036247+0.00017978i,0.00045094+0.00033759i,-0.00017975-0.0002945i,-0.00046395-0.00088573i,-0.00031936-0.0006506i,-0.00024802-0.0003613i,0.00067459-0.00032515i,0.0013164+8.9031e-05i,0.0010799+0.00056945i,0.00073445+0.00028623i,0.0005295+0.00019393i,0.00030941+0.00064356i
-0.00064111-0.0015922i,-0.001473-0.0015771i,-0.0021983-0.00098607i,-0.0022734-0.00035634i,-0.0008639-0.00096312i,0.00098294-0.0021056i,0.0013273-0.0023932i,0.00102-0.0026849i,0.00011447-0.0023226i,-0.00025035-0.0016595i,-0.00041711-0.001303i,-0.0005395-0.00078216i,-8.8243e-06-0.00017325i,0.0004147-5.9306e-05i,-0.00018516+0.00059981i,-0.00047591+0.00058278i,0.0001473+0.00079979i,0.00060729+0.0012934i,0.00094795+0.00044666i,0.0010093+5.0546e-05i,0.00062107+0.00020079i,-0.00014736+0.00010482i,0.0002015+1.8989e-05i
-0.0010845-7.4645e-05i,-0.00073889+6.3621e-05i,-0.00078702+0.0017163i,-0.00064721+0.0028482i,-9.3363e-05+0.0019064i,0.0012778-0.00066084i,0.0019684-0.0026652i,0.0002309-0.0022096i,-0.0014675-0.00083626i,-0.00061332-0.00045911i,0.00084332+0.0005736i,0.00070731+0.00078046i,7.3639e-05-0.00069192i,-0.00069837-0.0015003i,-0.00050925-0.0011966i,0.00035676-0.00099909i,0.0010498-0.00098033i,0.001609-0.00081181i,0.00095636-0.00033759i,0.00032296+0.00022735i,0.00040934+0.00010925i,0.00058795-1.4454e-05i,-0.00020457-0.0002755i
2.1239e-05-0.00044758i,-0.00017653-0.001078i,-0.0014747-0.0010504i,-0.0020965-0.0010065i,-0.0018961-0.00050143i,-0.001382-5.8559e-05i,-0.000102-0.0013043i,0.00016805-0.0015976i,-0.00028352-0.00023301i,0.00051588+0.000896i,0.00094325+0.00093296i,0.00054304+0.00033581i,0.00089417+0.00078607i,0.0010032+0.00096262i,-0.00014224+0.00072515i,-0.00077838+0.0010112i,-0.00083434+0.00065692i,-0.0012867-1.0684e-05i,-0.00092601-9.8494e-05i,-0.0011049+0.00015826i,-0.0010183+0.00066817i,-7.6815e-05+0.00041413i,9.0971e-05-0.00011778i
-0.0004689-0.00048952i,-0.00067816-0.00036882i,-0.0013687-5.238e-05i,-0.0007653+0.00054993i,0.0011691+0.00089879i,0.0017345-0.00067149i,0.0012414-0.0021945i,0.00013802-0.0014694i,-0.00032852-0.0002283i,0.0001733+0.00077201i,0.00023526+0.0009401i,-0.00049468+0.00055045i,-0.00071342+0.00025169i,-0.00012097+0.00058476i,-0.0003957+0.0014167i,-0.00085383+0.0013182i,-0.00024771+0.00042372i,-0.00027758+3.2315e-05i,-8.0883e-05-0.00032036i,0.0009023-0.00064639i,0.00046751-0.00025059i,-2.1985e-05-2.143e-07i,-0.00034219-0.00039953i
0.00014784-0.00026224i,0.00025793+0.00011335i,-0.00023023+0.00052838i,-0.00057239+0.00045217i,-0.00042306+0.00012496i,-0.00031961-3.8555e-05i,0.00017893-0.00095523i,0.00066699-0.0012705i,0.00059388+3.0651e-05i,0.00010142+0.00023743i,-0.00025587-6.7222e-05i,0.00011623+0.0001707i,3.7417e-05-0.00030169i,0.00022268-0.0012792i,0.0006225-0.0010935i,0.00061617-0.00081445i,0.001276-0.0011773i,0.0014418-0.00066937i,0.00042154-0.00067671i,0.00027344-0.00066689i,0.00085991+0.00033984i,0.0011103+0.00054531i,0.0011596-0.00017623i
-0.00011201-0.00086795i,0.00082361-0.00049693i,0.00057278+0.00015464i,-8.7406e-05+0.0006275i,3.6284e-05+0.00077812i,0.00089771+0.00066086i,0.00091394-0.00049933i,0.00057832-0.0018116i,0.00010554-0.0014829i,-0.00080272-0.00039887i,-0.00021893-0.00032189i,8.7293e-05-6.1983e-05i,-0.00022917+7.1123e-05i,0.00034958-0.000884i,0.00059816-0.0011938i,0.00015696-0.0011389i,0.00025744-0.00069728i,0.00044155-0.00029774i,-2.9569e-05+0.00019051i,-0.00033946+0.00035149i,-0.00038734-0.00041859i,-0.0003304-0.00030816i,-2.2833e-05-0.00039736i
-0.001886-0.0014014i,-0.002393-0.0013705i,-0.0023796-0.00030882i,-0.0019492-0.00024427i,-0.00036732-0.00047479i,0.00105-0.0006217i,0.0015014-0.00093266i,0.0007-0.0013573i,0.00040731-0.00039197i,0.00066104+0.0007066i,0.00025296+0.00041213i,-0.00018544-0.00044364i,-0.00016799-0.0010059i,1.7878e-05-0.0015192i,-0.00045082-0.0014066i,-0.00056405-0.00098842i,-0.00045888-0.00064448i,-0.00077706-0.00032839i,-0.00064632-0.00026043i,-0.00019866+0.00061271i,-9.4698e-05+0.0012083i,0.00042271+0.0006594i,0.0003137+0.00028992i
0.00053856-0.0010678i,0.000219-0.0010258i,-0.00069828-0.00010559i,-0.00083032+0.0010142i,-0.00014127+0.0011077i,0.00065533+0.00045834i,0.00024089-0.00092522i,4.268e-06-0.001953i,-0.00014654-0.0009649i,-0.00085652+0.00062369i,-0.00094805+0.00061954i,-0.00041416+0.00054835i,8.0874e-05+0.00075392i,-0.00074792+0.001037i,-0.0015791+0.0013638i,-0.00090261+0.00088468i,-0.00044386-0.00013952i,-1.1019e-05-0.00049742i,0.0009201-0.00059023i,0.00092853-0.00088501i,0.00039931-2.6743e-05i,0.00021949+0.00063336i,4.6449e-05-0.00015398i
0.0011549-0.0011513i,0.001632-0.00093252i,0.00083851-0.0013735i,-0.00067733-0.0011261i,-0.0004433-0.00017364i,0.00074087+3.6777e-05i,0.001486-0.0011593i,0.00095785-0.0017471i,0.00038634-0.0010849i,0.00051014-0.00011707i,0.00088657-0.00021511i,0.0011842+0.00026683i,0.00031913+0.0013593i,-0.00033257+0.0015598i,-7.8321e-05+0.0015941i,-0.00016538+0.0011825i,9.45e-05+0.00061111i,0.00059171+0.00053045i,0.00076613+1.3773e-05i,0.00030106-0.00057091i,-1.7558e-05-0.00035729i,0.00016359+0.00033236i,-9.6595e-05+8.0683e-05i
