-0.0012638+0.00044156i,-0.00020663-0.00045193i,-0.00052215+0.00024354i,0.00016886+0.00046404i,-3.4344e-05+0.00021771i,-0.00097457-1.6103e-05i,-0.00097864+0.0010694i,-0.00052033+0.0017499i,-0.00017408+0.0011296i,0.00025273-0.00044486i,0.00026401-0.0010866i,0.00032617-0.00080993i,0.00011722-0.0015862i,-0.00090486-0.0015415i,-0.0010957-0.00027034i,-8.0756e-05+0.00032112i,0.00030052+0.00038198i,-0.00030278+0.00045252i,-0.00085157+8.0889e-05i,-0.0005603-0.00087548i,-0.0001376-0.00081772i,-0.00029415-0.0002925i,-0.00055684-0.00026657i
0.00022771-0.0028829i,0.00065604-0.003117i,-0.00014091-0.0024996i,-0.0018897-0.0026785i,-0.0027021-0.0016908i,-0.0016368-0.00017471i,-0.00055834-2.2567e-05i,-0.00029259+0.000163i,0.0003098+0.00038576i,0.00044135+0.00074664i,-0.00041181+0.000805i,-0.0001329-1.1333e-05i,0.00099696-0.0007051i,0.0015518-0.00022997i,0.00089983+0.0001401i,6.9402e-05-3.9624e-05i,-0.00032597+0.00039238i,-0.00047214+0.00051026i,-0.00063597-0.00037779i,-1.4641e-05+0.00035996i,0.0010256+0.0011317i,0.00085517+0.00086912i,0.00049385+0.00089285i
0.0013331-0.0002325i,8.09e-05+0.00086179i,-0.0001322+0.0012353i,0.00092136+0.00039081i,0.0013421-0.00092412i,-0.0005962-0.00088817i,-0.0015133-0.00057424i,-0.00050943-0.00086117i,-0.00019246-0.00034122i,-0.00030087+0.00019659i,-0.00013348-1.7813e-05i,3.3788e-05+0.00014169i,-0.00082877+0.00023145i,-0.00093614+2.0304e-05i,-0.00056476+0.00052935i,-0.00076581+0.0010151i,-0.00049256+0.00023318i,-0.00023313+8.7914e-06i,-0.00024977+0.00010697i,0.00021685-0.00039544i,-0.00031004+0.00023274i,-0.00017171+0.0010189i,0.00047441+0.0014229i
0.0025948+0.0014956i,0.0024347-0.0001204i,0.0017726-0.0023755i,0.00014238-0.0024721i,-0.0017191-0.0015183i,-0.001865-0.0011385i,-0.00074988+0.00018197i,-0.00021255+0.0014608i,-8.2171e-05+0.0010481i,-0.00010417+0.00090045i,0.00016132+0.00059518i,0.00091013-0.00027972i,0.00076249-0.00019121i,-2.4083e-05-0.0004469i,-0.0010702-0.0005107i,-0.00076285-0.00040563i,-0.00051369+5.7984e-05i,-0.00049865+0.00020029i,-0.00043205+5.3307e-05i,-0.00058509-0.00029398i,-0.00030902-0.00056209i,2.2205e-05-4.1545e-05i,0.00031013+0.00046753i
-8.4171e-05-0.00048877i,-1.8519e-05-0.00017595i,-0.00048113+6.5186e-05i,-0.00091762-0.00020392i,-0.0017285-0.00043726i,-0.0014819-0.00038447i,-0.00097009+3.9681e-06i,-0.00057844+9.6099e-05i,-3.4268e-05+0.00068129i,5.9275e-05+0.00085948i,0.00074591+9.6715e-05i,0.0008272-0.0001202i,0.00058211+1.6743e-05i,0.00076345-0.00037193i,0.00043377-0.00047365i,0.00039789+6.5625e-05i,0.00065371+0.00022364i,0.00024287-2.0459e-05i,-0.00051968-0.00070792i,-0.0003103-0.00098549i,2.1999e-05-0.0006436i,-0.00032083-0.00010679i,-0.0005361-0.0004224i
0.0022385-0.00050804i,0.0017298-0.0012213i,0.00014633-0.0037625i,-0.0010714-0.0039927i,-0.0032499-0.0021272i,-0.0042166-0.00033129i,-0.0026208+0.00083167i,-0.0012144+0.00068635i,-0.0010601+0.00015634i,-0.00099979+0.00027546i,-0.00071501+0.00043355i,-0.00055236+7.0714e-05i,8.074e-05-0.00028226i,0.00048507-0.00088311i,0.00043742-0.00097906i,0.00028983-0.00070266i,0.00035883-0.0008129i,0.00015115-0.00068345i,0.00022415-0.00043295i,0.00084028-0.00065017i,0.0006192-0.00083383i,0.00039323-0.00092173i,0.00030386-0.00081432i
0.00011034-0.0022102i,0.00055689-0.0020446i,0.00095282-0.0014641i,-1.0447e-06-0.00097282i,-0.00056953-0.0010561i,-0.00097113-0.00023279i,-0.0011096+0.001005i,-0.00071434+0.0014453i,-0.0007754+0.00057162i,-0.0010652-0.00029869i,-0.00072845-9.0014e-05i,0.00026469+0.00062296i,0.00030061+0.00056148i,-0.00021426+8.9385e-05i,-5.9453e-05+7.216e-05i,0.00015326+5.8973e-05i,0.00031602+0.00036118i,0.00067117+0.00017285i,0.00098637-0.00013865i,0.0010352-0.00027875i,0.00048716-0.00025649i,-0.00026756-0.00054447i,-0.00029018-0.00036448i
-0.0008334-0.00062259i,-0.00068405-0.00060763i,-0.0015375+0.00068201i,-0.0012218+0.0013827i,-6.9898e-05+0.0011304i,-0.00017125+0.00056708i,-0.00031801-0.0005022i,-0.00033966-0.00046489i,-0.00083284-0.00021369i,-0.00057325+0.0007664i,-0.00028792+0.0012803i,-3.9205e-05+0.00043558i,0.00045483-0.00026412i,0.00064114-0.00070431i,0.0010177+1.262e-05i,0.00086983+0.0011113i,0.00013678+0.0010648i,0.00053673+0.0002918i,0.00055014-0.00082292i,-5.6983e-05-0.000784i,-0.00035285+1.5791e-05i,-0.00039871+0.00034692i,-0.00042596-4.282e-05i
0.00044835-0.0014303i,3.6296e-05-0.0016519i,0.00027396-0.0022818i,-0.00039143-0.0025039i,-0.001809-0.002277i,-0.0021692-0.00085177i,-0.0020368+0.00014814i,-0.00078137+2.5173e-05i,0.00022269+0.00057426i,-0.0002693+0.00021793i,-0.00021763-0.00081356i,0.00022111-0.0011417i,0.0011343-0.0010091i,0.0011389-0.00029259i,0.00042502+0.00023531i,0.00094475+0.00016517i,0.00094929+0.00049718i,0.00011649+0.00052729i,-0.00054201+3.8696e-05i,-0.00083206+0.00016707i,-0.00080048+0.00091444i,-0.00019843+0.0010779i,0.0002539+0.00033547i
-0.0038959+0.0021085i,-0.004307+0.0029081i,-0.0035874+0.0042217i,-0.0018304+0.003472i,4.242e-05+0.00052722i,0.00059717-0.0012409i,0.00081886-0.0011497i,0.0011266-0.00035143i,0.00048401+2.4673e-05i,-9.3446e-05-3.2362e-05i,4.3466e-05-0.00019277i,0.0003964-0.00042849i,0.00016652+2.7822e-05i,-0.00031305+0.00012165i,-0.00020821-0.00024242i,6.4163e-05-0.00043435i,0.00063281-3.7925e-05i,0.00095518+0.00062964i,0.00022898-5.3819e-05i,-5.9884e-05-0.00039975i,0.00092236-0.00045308i,0.0010273-0.00047819i,0.00035753-0.00027152i
-0.00052854-0.0025693i,-0.00085765-0.0023431i,-0.00054234-0.0017001i,-0.00054902-0.00025143i,-0.0011377+0.00080255i,-0.00099701+0.00019287i,-0.0010664+7.8133e-05i,-0.0010923-0.00012955i,-0.00069232+0.00026411i,-0.00079322+0.00087157i,-0.00010094+0.00095294i,0.000429+0.00055276i,4.1139e-05-0.0005792i,0.00019521-0.00049583i,-0.00013941+0.00060027i,-0.0010836+0.00022551i,-0.00086061+6.4338e-05i,-0.00019762+0.00027663i,0.00031438-0.0001915i,0.00081242-0.00025756i,0.0010654+0.00016948i,0.0010494+0.00028973i,0.0010699+0.00010454i
-0.00013594+0.0029525i,0.00023756+0.0038779i,0.001362+0.0042367i,0.0018049+0.0021087i,0.001242+4.0908e-05i,0.00068702-0.0014299i,0.00057499-0.0013287i,0.00048874-0.00038829i,0.00027767-6.2718e-05i,9.0964e-05+0.00053206i,-0.00050879+0.00057835i,-0.00068362+0.00057617i,-7.7856e-06+0.00035225i,0.00021153+0.00026881i,-0.00021774-0.00033168i,-0.00015858-0.0008011i,0.00046292-7.0823e-05i,0.0003687+3.3907e-06i,-0.00026397-1.7151e-06i,-0.0003974+0.00012113i,0.0002674-0.0004754i,0.00094148-0.00054606i,0.0015225+0.00014679i
0.00043695+0.00031505i,-0.00083459+0.0010974i,-0.0021441+0.0020253i,-0.0009918+0.0018795i,4.8438e-05+0.0009049i,0.0002335-0.00027973i,-0.00014435-0.00041184i,-0.00060119-0.00022952i,-0.0012292+0.00032687i,-0.0009956+0.0010709i,-0.00010896+0.00075647i,0.00037401-0.00026314i,-0.00054269-0.00021766i,-0.001067+0.00027185i,0.00013119+0.00028511i,0.0003108+0.00044428i,3.1529e-05+0.00024715i,4.4744e-05-0.00034229i,-0.00043243-0.00072326i,-0.00056652-0.00078276i,-0.00010047-0.0010231i,3.7457e-05-0.0014497i,0.0003572-0.0015972i
-0.00040606-0.00072865i,-0.00051802-0.0016027i,-0.00051287-0.0036575i,-0.00090634-0.0032665i,-0.0020222-0.001795i,-0.0015052-0.00073176i,-0.0011285-0.0002063i,-0.0004005+0.00032i,-0.00017642+0.00038634i,-0.0007331-0.00014659i,-0.0002252-0.00089857i,-2.1343e-05-0.0013506i,0.00030266-0.00071458i,0.0004975+0.0003459i,0.00026748+0.0005426i,1.7229e-05+0.00010831i,-0.0010208-0.00010707i,-0.00093325-0.00013133i,-7.164e-05+0.00020227i,0.00013685+0.00021193i,0.00025946+0.00010428i,0.00034582-0.00020156i,0.00072594-0.00012423i
-0.0016618+0.0031156i,-0.0011544+0.0041318i,-0.00075751+0.0037766i,-0.00044107+0.0023288i,-4.7381e-05+0.00054506i,-4.3473e-05-0.00087079i,-0.00053787-0.00099075i,-0.00028384+3.0425e-05i,2.1013e-05+0.00049401i,-0.00019982-3.6051e-05i,0.00048156-0.0006182i,0.0011857-0.00074122i,0.00086477-0.00043857i,-0.00010338-0.00013005i,-0.00075287+7.7191e-05i,-0.00081708-0.00029556i,-0.00024995-0.0003363i,-0.00017834-0.00025659i,-0.00041593-0.00022782i,0.0003859+0.00018134i,0.00070084+0.00054697i,3.9346e-05+0.00043788i,-0.00015764+0.00011763i
0.0023026-0.0019552i,0.0020459-0.0024423i,0.00079617-0.0032457i,-0.00036365-0.0028371i,-0.0017532-0.0021613i,-0.0021928-0.0017181i,-0.0011524+0.00023652i,-0.00013314+0.00128i,-8.6071e-05+0.00051759i,-0.00087728+0.00027654i,-0.0016238+0.00025112i,-0.0010316+5.4246e-05i,-2.4988e-06+0.000312i,0.00038339+0.00091795i,0.00073916+0.0013113i,0.00043719+0.00096895i,-0.00017474+0.00027696i,0.00012446+1.8584e-05i,0.00034724-9.8501e-05i,-0.00016317-0.00036982i,-9.0269e-05+1.9119e-05i,-0.00020467+0.00063189i,-0.00046144+0.00015237i
-0.00037001+0.002393i,-0.00022007+0.0031037i,0.0016907+0.0034214i,0.00295+0.001313i,0.0023837-0.00078617i,0.00072675-0.0011509i,-0.00072185-0.00075153i,-0.00038934-3.1171e-05i,0.00016189+0.00010594i,0.00085501+0.00055643i,0.0011533+0.00068552i,0.00045788+0.0004636i,-0.00040213+0.00074644i,-0.0007929+0.00051273i,-0.00030733-0.00015822i,-7.9953e-06+0.00012823i,-0.00049591+0.00085113i,-0.00080879+0.00074601i,-0.00084898+0.00083609i,7.9004e-05+0.0015103i,0.00057984+0.0011636i,0.00044436+0.00034512i,0.00097058+0.00041175i
0.00021932+3.6017e-05i,0.00042613-0.001141i,-0.00016057-0.00089925i,-0.00087677-0.00059294i,-0.0010371-0.00064588i,-0.0010795-0.00025922i,-0.00020793-0.00016639i,4.0766e-05-0.00058761i,-0.00020231-0.00070297i,-0.00048457+0.00011695i,-0.00078564+0.00077598i,-0.00087913+0.00085639i,-0.00054+0.00057499i,-3.3718e-05+7.6342e-05i,0.00011614-0.00023845i,0.00028884-0.0001042i,0.00022471+4.676e-05i,-0.00038867-0.00049733i,-0.00010211-0.00039875i,0.00036576+0.00015175i,0.00047549-0.00073146i,0.00040591-0.00076961i,6.0916e-06-0.00016161i
-0.0037388-0.002407i,-0.0028506-0.0025965i,-0.0023935-0.00090895i,-0.0012638+0.00063836i,-0.00083155+0.00080306i,-0.00079787+0.00056937i,-0.00044956+0.00090376i,-0.00045741+0.0011485i,-0.00027632+0.0010067i,-0.00060166+0.00082585i,-0.00058613+0.0009142i,-0.00022503+0.00090587i,-4.095e-05+0.0001951i,-9.3121e-05-0.00031893i,-0.00020249-0.0002047i,-0.00031606-2.511e-05i,-0.00087026-0.00068324i,-0.0006875-0.00071099i,0.00034595-0.00014133i,0.00035108-0.0001974i,0.00041152+0.00036076i,0.00052535+0.00043521i,-0.00035081+0.00013757i
-0.00043112-0.00040336i,-0.0010977+0.00061584i,-0.0014527+0.0026539i,-0.0014527+0.0020647i,-0.00053337+0.0010236i,-0.00012725+5.8033e-05i,-0.00037241-0.00035531i,-0.0008822-0.00026629i,-0.0005542-0.00029166i,0.00014662+8.9183e-05i,0.00058305+0.00015885i,0.00033442-0.00011036i,-0.00033355-0.00023066i,-0.00068268-0.00067329i,-0.00031292-0.00089753i,-6.0999e-06-0.00033447i,-0.00062762-0.00039565i,-0.00099413-0.00049547i,-0.00075896-5.1697e-06i,-0.00093076+0.00023834i,-0.00086851-0.00017026i,-0.0002762-0.00088981i,-0.00042797-0.00097181i
0.0020407+0.0033131i,0.0027068+0.0014753i,0.0034202+0.00010992i,0.0024864-0.0014478i,4.8211e-05-0.0028123i,-0.0015217-0.002585i,-0.0014897-0.0010845i,-0.00028718-0.00086626i,-0.00013941-0.0017026i,-0.00083903-0.0014731i,-0.00049889-0.00090663i,-0.00010204-0.0010501i,-0.00023533-0.00070393i,-0.00087087-0.0003158i,-0.00083217+0.00040043i,6.1171e-05+0.00079713i,0.00059075+6.4091e-05i,0.00014032-0.00055572i,-0.00018496-0.00014563i,-0.00022814+0.00048442i,-0.00057415+0.00012774i,-0.00088979-5.247e-05i,-0.0009148-9.991e-05i
-0.00087168+0.00082871i,-0.0001861+0.00068967i,0.0010765+0.00028585i,0.0014178+7.5963e-05i,0.00066605+0.00019201i,0.00030873+0.00015386i,0.00020231+0.00062646i,0.00026191+0.00059906i,-7.9815e-05+0.00028032i,-0.00046783-2.646e-05i,0.00045108-0.00076474i,0.00041903-0.0011196i,-0.00022082-0.0013913i,-0.00018491-0.00086003i,-0.00093807+0.00050185i,-0.00079343+0.00091418i,-0.00067355+0.00074454i,-0.00083057+0.00088642i,-0.00042227+0.00043073i,9.5879e-05+0.00040918i,5.8118e-05+0.00093944i,1.8308e-05+0.00015469i,-0.0001023-0.0003202i
-0.00014833-0.00084878i,0.00083024+4.5131e-05i,-9.0945e-05+0.00073299i,-0.00019821+0.00040331i,0.00023841-3.8453e-05i,0.00020605-0.00031758i,-0.00033025-0.0011104i,-0.00081992-0.00089957i,-0.0008821+0.00039673i,0.0005527+0.00081261i,0.001714+0.0008013i,0.0012347-0.00032729i,0.0006989-0.0010043i,0.00048172-0.00059469i,0.00071854-1.9073e-06i,0.0010674+0.00042875i,0.0010464+0.00046193i,0.00034779+0.00072967i,-0.00016957+0.00046157i,-0.0002185+0.0001435i,0.00054701+0.0001784i,0.00065341-0.00053675i,0.00032202-0.00080033i
0.00010423+0.0016963i,-0.00019661+0.00077718i,-0.0002498-0.0003115i,0.00040172-0.0010143i,0.00089092-0.0019579i,0.00051521-0.0019491i,-1.5154e-05-0.00062092i,0.0004981+0.0003026i,0.00061587+0.00048612i,-0.00017007+0.00098136i,0.00018946+0.00084475i,0.00010801+9.2139e-05i,-1.5447e-05-1.7837e-05i,-9.5168e-05+0.00049165i,-0.00068318-9.7871e-05i,-0.00046519-0.00067404i,0.00045634-0.00030462i,-5.3028e-05+0.00014251i,4.4629e-05+0.00060109i,0.00096882+0.0010259i,0.0010278+0.0006744i,0.00048818+0.00043891i,0.00013073+0.00060632i
0.001608-0.0021466i,0.00096956-0.001866i,-0.00052764-0.0010847i,-0.0011955-0.00050716i,-0.0014361+0.00014827i,-0.001354+0.00057053i,-0.00045309+0.0005391i,3.3038e-05+0.00015715i,-0.00012104-0.00014422i,0.00024869+0.00036123i,0.00082856+0.00057075i,0.00013236+0.00049413i,-0.00067189-2.8191e-05i,-0.00064804+0.0002285i,-0.00073705+0.0005938i,-0.00084561+0.00029452i,-0.00066814+5.8267e-05i,-0.00023831-4.5998e-05i,-0.00044915-9.0269e-05i,-0.00066122+0.00036948i,-0.00034889+0.00074947i,0.00024764-0.00017761i,-1.715e-05-0.00097921i
-1.3412e-05+0.00064872i,0.00047641+0.0010821i,-0.00021735+0.0010469i,-0.0013365+0.00035484i,-0.00086481+0.00019922i,-0.00084684+0.00029806i,-0.0014932+3.8471e-05i,-0.001754-0.00030265i,-0.0011121-0.00063041i,-0.00061567-0.00055903i,-0.00085374-0.00036659i,-0.00088724-6.4024e-05i,-0.00098126+0.00027591i,-0.00046784+0.00032023i,0.0001311-2.497e-05i,-0.00052011-0.00067916i,-0.0011404-0.001052i,-0.0010084-0.00037823i,-0.00062504-0.0002113i,-0.00089084-0.00044281i,-0.00074977-0.00010018i,-0.00021911-0.00022448i,0.00032845+6.6186e-05i
-0.00079877+0.0023762i,-0.00093161+0.0019604i,0.00020974+0.00066528i,0.00086118-0.0005444i,0.00045385-0.00099592i,-0.00064197-0.0012473i,-0.001346-0.00089617i,-0.00096995-0.00017161i,-0.00041056+6.9709e-05i,-0.00023839-0.00015131i,-0.00019018-0.00071868i,-0.00037926-0.00044701i,-0.00052531-0.00022601i,-0.00071474-0.00043127i,3.4112e-05-0.00087817i,0.00097165-0.00026838i,0.0009673+0.00072124i,0.00040716+0.00060336i,0.00037605+0.00037006i,2.331e-05+0.00020828i,-0.00026631-0.00075581i,-0.00031511-0.00088947i,-0.00067057-0.00016965i
-0.0016738-0.00041735i,-0.0022195+0.00013798i,-0.0016518+0.00096482i,-0.000557+0.00033952i,2.4038e-05-0.00084969i,6.0266e-05-0.0014022i,-0.00043629-0.0013971i,-0.00027937-0.00090318i,8.8894e-05-2.7955e-05i,0.00063219+8.7218e-05i,0.00073535-0.00015154i,-0.00014915-0.00061694i,-0.00084058-0.001334i,-0.00022189-0.0012485i,2.6437e-05-0.00066754i,-0.0008358+0.00010321i,-6.2546e-05+3.8072e-05i,0.00087645+0.00050924i,0.0010001+0.00084718i,0.0008938+0.00049896i,0.0005914+0.00078845i,0.00012591+0.0008403i,-0.00030414+0.00032978i
6.1549e-05-0.00067978i,-0.00086306+0.00057605i,-0.0020745+0.0013274i,-0.001968+0.00055356i,-0.0017374-0.00042677i,-0.0018233-0.00067799i,-0.0015552-0.00035811i,-0.001104+0.00034216i,-0.00089061+0.00077651i,-0.00046331+0.00070795i,8.6134e-05+6.2294e-05i,0.00045083-0.00033053i,0.00041613-0.00021849i,0.00025302-0.00025707i,0.00014938-0.00041822i,0.00027702-9.6524e-06i,0.00038317+0.00035847i,-0.00016504+2.1674e-06i,-0.00061162-0.00051674i,0.00046213-0.00030081i,0.00088718+0.00083309i,-0.00054761+0.0010986i,-0.00093859+0.00011983i
-0.00072993-0.00050373i,-0.00057258-5.5486e-05i,-0.00017547+0.0014514i,0.00068804+0.0013693i,0.0008605-1.4322e-05i,0.00043533-0.00043389i,0.00039328+0.00031036i,0.00042024+2.7353e-05i,-6.4078e-05-0.00022083i,0.0005735+0.00028128i,0.0014439+0.0011587i,0.0010411+0.0020868i,0.00079659+0.0015324i,0.00096442+0.00084136i,0.001263-2.787e-05i,0.0011358-0.00047942i,0.00025+0.00024133i,0.00015478+0.0010309i,0.00066446+0.00074023i,0.00038626+0.0001513i,-0.00030774-0.00036529i,-0.00061785-4.56e-05i,-0.00016158-4.3083e-05i
0.00073016+0.00041521i,-0.00031926+8.3484e-05i,-0.0010091-1.4698e-05i,-0.0017246-0.00030392i,-0.0017925-0.00073331i,-0.0019265-1.5063e-06i,-0.0016042+0.0010363i,-0.00088418-2.5608e-05i,-0.0007922-0.0006884i,7.4708e-05-0.00014819i,0.00083481+0.00054931i,0.00027941+0.0011085i,-3.0234e-05+0.0007316i,0.00046176+0.00085169i,7.0886e-05+0.00057232i,-0.00044521+0.00015852i,0.00031546+0.00061818i,0.00010058+0.0005406i,-0.00022025+0.00050061i,0.0001363+0.00049964i,0.00043189+0.00026212i,0.00046073+0.00044343i,3.9149e-05+0.00075736i
0.0013204+0.00066092i,0.00090955+0.00059645i,0.0013536-0.000984i,-4.7586e-06-0.0024493i,-0.0020522-0.0026991i,-0.002205-0.00066486i,-0.00086042+0.00091979i,-0.0004585+0.00060067i,-0.00056947-0.00011076i,-0.00067364-0.00014901i,-0.00033992-0.00046426i,-0.00088217-0.00026855i,-0.0018604+0.00016522i,-0.0014454+0.0003809i,-0.00045335+0.00051049i,0.00030524+0.00066095i,0.00038794+0.00037558i,0.0010312-1.6052e-05i,0.0014989+4.7377e-05i,0.0010115-4.5727e-05i,0.00061709-0.00034942i,0.00034835-0.00043703i,0.00038413-0.00018048i
-0.0013494-0.0035243i,-0.0016108-0.0039946i,-0.0024175-0.0027194i,-0.0021208-0.0010145i,-0.0021954+0.00024582i,-0.0019731+0.00058871i,-0.0005013+0.00043063i,0.00017905-8.8871e-05i,-0.00083221-0.00084211i,-0.0011862-0.00044036i,-0.00067516+0.00067048i,-0.00058701+0.0010367i,-0.00047256+0.00051909i,-8.3544e-05-0.00016999i,-0.00026887-0.00042947i,-0.00048511-0.00019612i,-0.00051261+0.00024559i,-0.0008388+0.00036509i,-0.00061874+0.00032773i,-0.00046327+0.00044539i,-0.00069965+0.00099395i,-0.00098477+0.0013491i,-0.0008693+0.00086238i
-0.00012512-0.0028331i,-0.0010425-0.0027858i,-0.001329-0.0014066i,-0.000342-0.00085183i,-0.00021867-0.00073844i,-0.00080627-0.00043044i,7.9126e-05-0.00071527i,0.00073244-0.00014796i,0.0010136+0.00041495i,0.0010528+0.00035083i,-0.00026368+0.00032192i,-0.0010292-4.7598e-05i,-0.0010398-0.00076958i,-0.00071929-0.0011269i,4.9812e-05-0.0010453i,0.00037053-0.00078754i,-0.00029503-0.00028195i,-0.00050919-0.00014968i,-0.00029496-0.00026443i,0.00030754+5.0085e-05i,0.00046511+0.00035204i,0.00070325+0.00033887i,0.00051363-3.6866e-05i
0.00051518+0.00035046i,0.00034229+0.0008534i,-0.00074588+0.0017182i,-0.00030654+0.0021888i,0.00024393+0.0016967i,-0.00034158+0.0003869i,-0.00048142-0.00032044i,-0.00054885-0.00035632i,-0.00063319-0.00048116i,-0.00060824-0.00018472i,-0.00049783-0.00010855i,0.00015493-0.0002058i,0.00065091-0.00019259i,-0.00017164-0.00028625i,-0.00091826-0.00044977i,-0.00050101-0.0005163i,-0.00011825-5.3067e-05i,-0.00030573+0.00068362i,0.00018475+8.676e-05i,0.00081926-0.0004308i,0.00014995+0.00021075i,-0.00035583+0.00044246i,-1.8626e-05-3.4165e-05i
-0.00092947+0.00052761i,-3.169e-05+0.00056117i,-1.0529e-05+5.3373e-05i,-0.00042014-9.7613e-05i,-0.00086499-0.00028286i,-0.00082147-0.0010903i,7.8179e-05-0.0011876i,-0.00017322-0.00069151i,-0.0006752-0.00036562i,0.00034481-0.00037357i,0.00086076-0.00019499i,0.00036913-0.00059735i,5.0467e-05-0.00039079i,-0.00027723+0.00035137i,-0.00018646+0.00081099i,-9.3876e-05+0.00076761i,3.6397e-05+0.00098442i,0.00063225+0.0003864i,0.00064283-0.00026537i,0.00099862-0.00011719i,0.0012916-0.00013369i,0.00014191-5.4195e-06i,-0.00020466+0.00010757i
-0.00072176-0.00070408i,0.00027926-0.00075485i,0.0013668-0.0013387i,0.00094858-0.0022319i,7.6464e-05-0.0020898i,-0.00045437-0.0010613i,-0.00012123-0.00071077i,-0.00021401-0.0005496i,-0.00012077-5.665e-05i,0.00032923-0.00037685i,0.0005901-0.0010429i,0.00059455-0.001187i,-0.00023047-0.00089101i,-0.00090773-0.00027282i,-0.00065091+0.00010917i,-0.00015928-0.00019858i,0.00018637-0.00016117i,0.00053765-0.00023058i,0.00054522+6.7364e-05i,-0.00010849+0.00064214i,-0.00011859+0.0012424i,-0.00054183+0.001046i,-0.00046348+0.00056966i
0.0021215+0.0016921i,0.0017016+0.0014478i,0.0021231-0.00010045i,0.002124-0.0013848i,0.00017916-0.0017778i,-0.0014896-0.0010921i,-0.0015519+0.00024821i,-0.00078917+0.0009782i,0.00060113+0.00066009i,0.00068153-0.00036496i,-0.00019987-0.00067263i,-0.00078603-0.00059304i,-0.0013404-0.00053416i,-0.0019734-0.00078052i,-0.0013843-0.0013067i,-0.00015831-0.0010566i,-0.00018682-0.00058393i,-9.1058e-05-0.0001485i,0.00014555+0.00066038i,-0.00031965+0.00064353i,-0.00021068+6.4306e-05i,0.0001965+0.00015499i,0.00020771+1.4883e-05i
-0.0011818+0.0033637i,-0.0015807+0.0036705i,-0.00020268+0.0019161i,-4.5036e-05-0.00024301i,-0.00019442-0.00081001i,-0.00054537-0.0011113i,-0.000615-0.00086633i,-0.00044176-7.5488e-05i,0.00039454-0.00020415i,0.0008303-0.00023547i,0.000567+0.00055533i,0.00060202-2.7525e-05i,0.00013815-0.00084362i,-0.0011959-0.00040075i,-0.0010695-0.00022418i,9.2303e-06+9.7291e-05i,0.00027401-0.00012572i,9.9655e-05+0.00053426i,-0.0004896+0.0013145i,-0.00083836+0.00027353i,-0.00053805-0.00047644i,0.00016905+0.00020835i,0.00018831+0.00021034i
0.0012196-0.0031895i,0.0016535-0.002498i,0.00095039-0.00053017i,-3.3096e-05+0.00063603i,-0.00027225+0.00010851i,-0.00011162-0.00047577i,-0.00063777-0.00040488i,-0.00063158+0.00032169i,-0.0001903+0.00072252i,-0.00023878+0.00083668i,-6.0936e-05+0.0008922i,-0.00011277+0.00036618i,-0.00017458-4.6921e-05i,0.00025659+0.0005591i,0.00047423+0.00087205i,0.0007246+0.00045345i,0.00081634-1.3281e-05i,0.00023957-0.00031266i,-0.0002215-9.2755e-06i,7.0698e-05-3.648e-05i,0.00062611-0.0006545i,0.00031168-0.0014091i,-6.3807e-05-0.0011286i
-2.7459e-05-0.0011238i,0.00076444-0.0019104i,0.0020552-0.0029073i,0.00094497-0.0028203i,-0.0025234-0.0026439i,-0.0029623-0.0021015i,-0.0010882-0.00055225i,-0.00012838+0.00038347i,-0.00057645+3.3676e-05i,-0.0011605-6.7564e-05i,-0.00076669+0.00066522i,-0.00017229+0.0011094i,-0.00046898+0.00064955i,-0.001355+0.00020984i,-0.0015071+0.00060404i,-0.00058783+0.00084862i,-0.00014866+0.00069901i,-0.00029338+7.9372e-05i,2.2945e-05-3.8947e-05i,0.00048016+0.00052263i,0.0002568+0.00020481i,0.00014191-0.00091128i,0.00061472-0.0012567i
-0.00064172-0.000764i,0.00049024-8.637e-05i,-8.1024e-05-0.0011589i,-0.0015377-0.0017755i,-0.001379-0.0010668i,-0.0010509-0.00057827i,-0.0011067-0.00079101i,-0.0010763-0.00011772i,-0.00066871+0.0007043i,-0.00029601+0.00014149i,0.00013815-0.00016329i,0.00063019+0.00069637i,0.00060398+0.0011884i,0.0002652+0.00028054i,0.0006512-0.00020627i,0.00057709+0.00071574i,0.00032022+0.0013849i,0.0004789+0.00065052i,0.00029606+3.8693e-05i,-2.3805e-05-0.00016357i,-0.00017127-0.00049768i,-0.00044278-0.00019536i,-0.00046228+0.00036414i
0.0013654+0.0017566i,0.00050747+0.0027381i,-5.4579e-05+0.0026507i,-0.00032828+0.00097953i,-0.00077868-0.00025382i,-0.0011581-0.00047463i,-0.0012663-0.00081834i,-0.00069702-0.00084002i,-0.0003478+6.4173e-05i,0.00010794+0.00051663i,-6.873e-05+0.00048465i,-8.9764e-06+0.00033539i,0.00031106-0.00066121i,2.7322e-05-0.00088596i,-0.00010063-0.00029479i,0.0001952-3.3164e-05i,0.00023793+5.329e-05i,-0.00010324-0.00047317i,-5.868e-05-0.00027405i,0.00023089+0.00010763i,0.00012756+0.00032143i,0.00065086+0.00018861i,0.00094622+3.9777e-05i
