-0.0035344-0.00082871i,-0.0030871-0.0015464i,-0.0029745-0.00085329i,-0.0017955-0.0015167i,-0.0010192-0.0013938i,-0.000895-0.00011405i,-0.00030883+0.0008343i,0.00014585+0.00080105i,-0.00022397+0.0009337i,-0.00049559+0.00077967i,-0.00066751-0.00034971i,-0.00051379-0.00097186i,-0.00024425-0.00075903i,-4.2938e-05-0.00092123i,0.000334-0.0007998i,8.1845e-05+0.00084314i,-8.4292e-05+0.0012207i,0.00064829+0.00024516i,-0.00023618-0.00020045i,-0.0011636-0.00020881i,-0.00025379-0.00020247i,0.00046588-0.00052804i,0.00080456-0.00060393i
0.0047112+0.0011321i,0.0029888-0.0022189i,-0.00079164-0.008851i,-0.0016855-0.023266i,0.0072386-0.038895i,0.019851-0.033585i,0.025172-0.011037i,0.018159+0.0045622i,0.0084523+0.0073892i,0.0030677+0.0055255i,0.0018696+0.0024408i,0.0021008-0.0014612i,0.0013521-0.0045799i,-0.00076324-0.0047873i,-0.0013999-0.003208i,-0.00071693-0.0011929i,-0.00088412+2.633e-05i,-0.0017088-0.00031484i,-0.0020974-0.0023256i,-0.0014352-0.0053837i,-0.001489-0.0079684i,-0.0016871-0.0098218i,-0.0017383-0.0098592i
-6.245e-05-0.0033214i,-0.00026236-0.0024478i,0.00041566+0.005991i,-4.1025e-07+0.021776i,-0.011152+0.032605i,-0.024962+0.026635i,-0.026341+0.0077696i,-0.017145-0.0050878i,-0.0085798-0.0068789i,-0.0056067-0.0049443i,-0.0053026-0.0028771i,-0.003403-6.2385e-05i,-0.00010082+0.001999i,0.002045+0.0030109i,0.0016291+0.0021208i,0.00064-0.00036058i,0.00069675-0.0020937i,0.0017405-0.00065433i,0.00261+0.0029785i,0.0032727+0.0053331i,0.0043144+0.0070016i,0.0038119+0.0082901i,0.0027428+0.0081029i
-0.0028262-0.0026305i,-0.003956-0.0041021i,-0.0037453-0.011421i,0.001034-0.024387i,0.010635-0.031934i,0.022594-0.020876i,0.023172-0.00074504i,0.012975+0.0095085i,0.0055817+0.0093063i,0.0034087+0.0054708i,0.001763+0.0011287i,-0.0017094-0.00047578i,-0.0038619-0.00046002i,-0.0034587-0.0012622i,-0.0015783-0.00084478i,-0.00029319+0.0008973i,0.00073512+0.0026259i,7.3148e-06+0.0022967i,-0.0019579-0.0008949i,-0.0029944-0.0047213i,-0.0034117-0.0068621i,-0.003737-0.0079313i,-0.0046839-0.0084857i
-0.0048029-0.003609i,-0.0046653-0.00074822i,-0.0055012+0.0052213i,-0.0094234+0.017413i,-0.020701+0.027894i,-0.02776+0.018455i,-0.022065-0.0016857i,-0.011441-0.0097296i,-0.0047287-0.0059214i,-0.0015781-0.00050526i,0.00014689+0.00069133i,-0.00028933-0.00047658i,-0.0013872-0.00030239i,-0.00052094+0.00099089i,-0.00042386+0.0016443i,-0.0013526-0.00013083i,-0.0010576-0.00089606i,0.00028327+0.00086716i,0.0021175+0.0032146i,0.0039844+0.0058759i,0.0045177+0.0079121i,0.0044636+0.009339i,0.0042537+0.0085368i
-0.00063745+0.00057117i,-0.00013305-0.0007626i,-0.0011571-0.0077236i,0.0021537-0.01915i,0.015232-0.022561i,0.023534-0.011917i,0.017526+0.0033855i,0.00783+0.010858i,0.00072237+0.010685i,-0.0019735+0.0071613i,-0.00082164+0.0029785i,0.0010556+0.00041742i,0.0021452-0.00061538i,0.0019348-0.0027228i,0.0019337-0.0047443i,0.00094271-0.0032199i,-0.0012031-0.00046689i,-0.0019205-0.00063605i,-0.0029266-0.0022602i,-0.004376-0.0040201i,-0.0064167-0.0064305i,-0.0065903-0.0075516i,-0.0045165-0.0068112i
-0.000798-0.0029808i,0.000784-0.0016604i,-0.0019723+0.0040695i,-0.0095086+0.014568i,-0.018721+0.017897i,-0.024347+0.0073025i,-0.018459-0.0053389i,-0.0087801-0.0096939i,-0.0029142-0.007889i,0.00036423-0.0049291i,0.00025975-0.001595i,-0.0014145+0.0013683i,-0.0008692+0.0034889i,0.00099435+0.005046i,0.0022821+0.0041155i,0.0018917+0.0012167i,0.0010333-0.00038236i,0.0017344+0.00055773i,0.0036324+0.0021322i,0.0062345+0.0039118i,0.0080812+0.005236i,0.0070092+0.0059175i,0.0045464+0.0060633i
0.002024+0.0019952i,0.00055611-0.00089304i,0.00044681-0.0041614i,0.0069813-0.010264i,0.016753-0.014678i,0.018087-0.0047604i,0.010604+0.0078721i,0.004309+0.01043i,0.002246+0.0074139i,0.0011488+0.0029002i,-0.00017148-0.0013312i,-0.0024164-0.004189i,-0.0043002-0.0054247i,-0.0042273-0.0053548i,-0.0033287-0.0035899i,-0.0021481-0.0010471i,-0.00095058+0.0011582i,-0.0016059+0.0012982i,-0.0038872-0.00033014i,-0.0059831-0.0022008i,-0.0073174-0.0040358i,-0.0062857-0.0057899i,-0.0049705-0.0062043i
0.0013356-0.0051017i,-0.0008014-0.0047602i,-0.0019645+0.00034849i,-0.0058154+0.0075048i,-0.017237+0.0075758i,-0.019092-0.00064679i,-0.0095627-0.0077093i,-0.0017265-0.0076971i,0.0016408-0.0031139i,0.0025288+0.00055243i,0.0028418-0.0005059i,0.001453-0.0025163i,0.00095873-0.0025263i,0.0028185-0.0013038i,0.0017795-0.0010142i,-0.00063765-0.0018438i,-0.0010009-0.0021996i,0.00014296-0.001089i,0.0028429+0.00064756i,0.0059229+0.0016336i,0.0082207+0.0026872i,0.0076815+0.0042283i,0.0060699+0.0049927i
0.0003552+0.00077345i,-0.00047012+0.0021827i,0.0029139-0.0015573i,0.010162-0.0084257i,0.014607-0.0068046i,0.01192+0.0027248i,0.00408+0.0094769i,-0.0020372+0.0091375i,-0.0046312+0.0069636i,-0.0042823+0.0051269i,-0.0023163+0.0030854i,-0.0010306+0.0015724i,0.00029395+0.00097158i,0.0009193-0.00050862i,0.0010192-0.0021074i,0.0011141-0.0014713i,0.0012969+0.00069185i,0.00058619+0.00089097i,-0.0022149-9.6646e-05i,-0.0056643-0.00012052i,-0.0078204-0.0011712i,-0.0076489-0.0029675i,-0.0062873-0.0041908i
-0.0030939-0.002675i,-0.0035803-0.0013222i,-0.0060134-0.00013714i,-0.012241+0.0032354i,-0.017578+0.0055834i,-0.013693-0.0014273i,-0.0046701-0.0078629i,-0.00087252-0.0079829i,0.00027134-0.0054027i,0.00060595-0.0026951i,-0.0016268-0.001608i,-0.0039756+0.00030303i,-0.0037458+0.0028057i,-0.0020489+0.004665i,-0.00071853+0.0045315i,0.00042044+0.001538i,0.00029422-0.0001873i,3.0094e-05+0.00027107i,0.0020901+0.001207i,0.0054513+0.0019893i,0.0075308+0.0016317i,0.0063601+0.0021108i,0.0039819+0.0024356i
0.0019299-0.0009122i,0.0039218-0.00067347i,0.0041551-0.0046961i,0.0056562-0.0074621i,0.011755-0.0035984i,0.010011+0.0038741i,0.0015954+0.0071431i,-0.0016889+0.0066603i,-0.0012814+0.005272i,-0.00030554+0.0015819i,-0.0003453-0.0019956i,-0.0010827-0.0030321i,-0.00167-0.0029208i,-0.0036239-0.0035917i,-0.0043634-0.0028986i,-0.0025035-0.00085274i,-0.00084541+0.00062674i,-0.0011166+0.00022449i,-0.0031182-0.00059402i,-0.0058501+1.3476e-05i,-0.0072587+1.9086e-05i,-0.0062309-0.0011126i,-0.0038907-0.0020839i
0.00040528-0.002129i,-3.3501e-05-0.0029365i,-0.0048433-0.00026206i,-0.010199+0.0046527i,-0.012258+0.00054295i,-0.0090294-0.0057279i,-0.0025954-0.0055894i,0.0010741-0.0024168i,0.0016595+0.0021716i,0.0024567+0.0050089i,0.0038369+0.0031852i,0.0042694+0.00031421i,0.0046687+0.00036011i,0.0049739+0.001385i,0.0046907+0.00041202i,0.0025803-0.0011565i,0.00044305-0.0015139i,-3.851e-05+0.00016905i,0.0015035+0.0016472i,0.0053179+0.00035675i,0.0079484-0.00050668i,0.0066107+0.001083i,0.0039712+0.0022899i
0.0044765+0.0010357i,0.0045133-0.00060935i,0.0067767-0.0023413i,0.011446-0.0035627i,0.010638-0.0033576i,0.0034568+0.0022244i,-0.0024566+0.0044925i,-0.0053361+0.0032351i,-0.0071813+0.0022206i,-0.0068001+0.00080804i,-0.0044809+0.0014985i,-0.0032536+0.0016771i,-0.0027645+0.001341i,-0.0014571+0.0014826i,0.0001981+0.0009404i,0.0014717+0.00075874i,0.001481+0.0010223i,4.8019e-06+0.0011201i,-0.0025429+0.0015539i,-0.0059922+0.0028808i,-0.0084343+0.002998i,-0.0078149-0.00059933i,-0.0047978-0.0030988i
8.0019e-05+0.00047265i,-0.0022773+0.0015432i,-0.0019403+0.003699i,-0.0032649+0.0030516i,-0.0088404-0.0014217i,-0.0065762-0.0041284i,0.00049645-0.0037882i,0.0037423-0.0035259i,0.0039597-0.0028262i,0.0028343-0.0028039i,0.00043257-0.0040847i,-0.0019927-0.004058i,-0.0023829-0.0030959i,-0.0014552-0.0017651i,0.00014451-0.00051043i,0.00050117-0.00027986i,-0.00078412+0.00027983i,-0.0012146+0.00093487i,0.0012215+2.9256e-05i,0.0049043-0.0019411i,0.0067966-0.0028674i,0.0059553-0.0017521i,0.0036253+5.6079e-05i
-0.001147+0.0009797i,-0.00024832+3.1933e-05i,0.0030176-0.0034053i,0.006122-0.0056031i,0.0056502-0.0011366i,0.0016268+0.0031375i,-0.0019677+0.0020934i,-0.0034519+0.0024878i,-0.0022211+0.0034443i,0.0016865+0.0012026i,0.0040162-0.0018135i,0.0031546-0.0032477i,0.0012648-0.0030824i,-0.00034135-0.0029195i,-0.0012997-0.0028526i,-0.0011757-0.0016325i,-0.00060596-0.00039105i,-0.00042092-0.00050334i,-0.0010543+0.00011168i,-0.0028254+0.0027474i,-0.004545+0.0036206i,-0.0038167+0.00068596i,-0.0011805-0.0012125i
0.0083045-0.0042979i,0.011883-0.0025212i,0.0094756-0.0058603i,-0.0010675-0.006512i,-0.0081044-0.0051354i,-0.007053-0.0042152i,-0.0018817-0.0021732i,-0.0001844-0.0015226i,-0.0010354+0.00042307i,-0.0017047+0.0037221i,-0.00094633+0.0041725i,0.00041546+0.0029172i,0.0017449+0.0010992i,0.0021525-0.0012307i,0.0017731-0.0026209i,0.00091258-0.0022522i,-0.00059387-0.0007093i,-0.00087394+0.0011221i,0.0012601+0.0014729i,0.0045942-0.0010238i,0.006245-0.0035436i,0.0045899-0.002464i,0.00099327-0.00034956i
-0.0022188+0.0034875i,-0.002092+0.0022236i,-0.003398+0.0030724i,-1.6859e-05+0.0035061i,0.0065153+0.0044686i,0.0044222+0.0037i,-0.0011932-3.1889e-05i,-0.0033837-0.0013256i,-0.0040434-0.0010646i,-0.0040866-0.0016442i,-0.004196-0.0015682i,-0.0028394-0.00010099i,-0.0016587+0.0021212i,-0.001811+0.0033326i,-0.0013765+0.0031438i,0.00050505+0.0016526i,0.0021584+0.00027173i,0.00091013+0.00016803i,-0.0019996+0.00083888i,-0.0037344+0.0025135i,-0.0044608+0.0030462i,-0.0040419+0.0011398i,-0.0020781-0.0011185i
-0.00011419+0.0018766i,0.00010431+0.00063936i,-0.00014003+0.0027657i,-0.0014955+0.0037034i,-0.003517-0.0024345i,-0.002101-0.0041558i,0.00034536-0.00024585i,0.0017223+0.0010344i,0.002814+0.00070226i,0.0026727-0.0003434i,0.0011495-0.0022218i,-0.00035401-0.0031675i,-0.00086159-0.0033828i,-0.00092791-0.0026153i,-0.00034851-0.0018623i,-0.00033047-0.0015698i,-0.00051463-0.00035201i,-7.1546e-05+0.00052176i,0.0019968-0.0001234i,0.0043458-0.002314i,0.0049393-0.0037365i,0.0043221-0.002279i,0.0021197-8.5502e-05i
-0.0023174-0.00016288i,-0.0057675-0.0013504i,-0.0043617+0.00043156i,0.00076838+0.0012938i,0.00060986+0.002273i,-0.0011869+0.0039332i,-0.0010407+0.0030666i,-0.00074996+0.0029356i,-0.00059903+0.0035341i,0.00094488+0.0035041i,0.0025824+0.0017978i,0.0022354-0.00027526i,0.00055294-0.00040599i,-0.00064909+0.00061433i,-0.00092783+0.0003151i,-0.00032671-0.00044706i,0.00050249-0.00090094i,6.1697e-05-0.00087733i,-0.0014979+0.00014193i,-0.0022712+0.002491i,-0.0029642+0.0042771i,-0.0021911+0.0033676i,3.0422e-05+0.0010706i
0.0018238+0.0024995i,0.0016247+0.0036946i,0.0027336+0.0039689i,0.0022355+0.0001109i,-0.001082-0.002208i,-0.00049211-0.0027862i,0.00019653-0.0017218i,-0.00023974-0.00076045i,-0.00063557+0.001914i,-0.00058862+0.0043097i,0.00086428+0.0042006i,0.0015162+0.0022978i,0.0019708+0.00021432i,0.0034058-0.00082247i,0.0047486-0.0020413i,0.0032172-0.0020266i,0.00069975-0.0014062i,-0.00022931-0.00064656i,0.00010466-0.0006359i,0.0013621-0.0028794i,0.0018574-0.0041282i,0.0011224-0.0025806i,-0.00048936-0.00033414i
-0.002012+0.00073369i,-0.0032379+0.0014338i,-0.0036124+0.00076924i,-0.0034414-8.9867e-05i,-0.0020109+0.0029002i,-0.0022545+0.0036918i,-0.002284+0.0011484i,-0.0021163-0.00039938i,-0.0023101-0.00086092i,-0.0023884-0.00094779i,-0.0036733-0.00012312i,-0.0040524+0.0010708i,-0.0036161+0.0026079i,-0.0028996+0.0041645i,-0.0013407+0.0043403i,-0.00012287+0.0031472i,0.00050778+0.0015082i,0.00059429-5.9093e-05i,0.00013322+0.00063814i,-0.0014563+0.0027851i,-0.001893+0.0035743i,-8.8935e-05+0.0023589i,0.0016128+0.00012015i
-0.00037844+0.0050889i,0.0014745+0.0054709i,0.00095138+0.0053137i,-0.0017183+0.0023135i,0.00065382-0.0017415i,0.003353-0.0026049i,0.0027005-0.00015964i,0.0023156+0.0017126i,0.0026117+0.0017756i,0.00307-0.00032413i,0.0026616-0.0025976i,0.00091466-0.003669i,-0.00035267-0.0043855i,-0.00061369-0.0052157i,-0.00078724-0.0050532i,-0.0011651-0.0034011i,-0.0012319-0.0012567i,-0.0007759-0.00033622i,0.00010157-0.00047563i,0.001319-0.0018601i,0.0023235-0.0035801i,0.0017778-0.0033172i,-0.00041817-0.0014117i
-0.0022273+0.0024722i,-0.0017766+0.003164i,-0.0029071+0.0052081i,-0.0023601+0.0063948i,-0.00027226+0.0033789i,-0.0011546+0.0012279i,-0.0020277+0.00091676i,-0.0016663+0.00062383i,9.1703e-05+0.0013857i,0.0026143+0.0024972i,0.0029247+0.0011611i,0.0020408-3.8266e-05i,0.0020427+0.00059235i,0.0022469+0.0010929i,0.0016293+0.00091003i,0.00028592+0.00028016i,-0.00047913+7.7048e-05i,2.9431e-05+0.00042742i,0.00017177+0.0017905i,-0.00056102+0.0033376i,-0.0010791+0.0036539i,-0.0011545+0.0018565i,-0.00055894+0.00058838i
0.0015123+0.00056496i,0.00057346-0.0022402i,0.00012122-0.0011613i,0.0010975-0.00020728i,0.0007232-0.0023571i,0.00070514-0.0025685i,0.0005896-0.0014493i,0.0002677+0.00027896i,-0.00023724+0.0027771i,-0.00044646+0.0041206i,-8.5049e-05+0.0033102i,-0.0002533+0.0018974i,0.00026267+0.00069922i,0.0028621-0.000937i,0.0044523-0.0028438i,0.0036748-0.0031593i,0.0019674-0.0014319i,0.00075438-0.00064726i,0.00027925-0.0012125i,0.00011227-0.0016516i,0.0011276-0.0027114i,0.0010167-0.002516i,-0.00045217-0.00057066i
0.00035799-0.00079836i,-0.00044552-0.00085178i,-0.000477-0.00064466i,-0.00038271+0.00036082i,-0.003582+0.0015427i,-0.0039672+0.0015867i,-0.0025148+0.0014661i,-0.0025168+0.00021383i,-0.0028347-0.0017312i,-0.0044003-0.0018838i,-0.0054792-0.0018096i,-0.0050287-0.0019564i,-0.004145-0.00014289i,-0.0031088+0.0031955i,-0.0021382+0.0053346i,-0.001182+0.0044318i,-0.0003812+0.0030326i,-4.3247e-05+0.002661i,0.00031053+0.002705i,0.00051596+0.0036828i,-0.00011447+0.0042603i,-0.0007863+0.0024332i,-0.00033094-0.00051108i
-4.5003e-05-0.001962i,-0.0019041-0.003124i,-0.0034031-0.0048736i,-0.0034876-0.005862i,-0.0019462-0.0026544i,0.00036675-0.00048307i,0.0012834+0.00024068i,0.0010123+0.00074721i,0.00089202-0.0001871i,0.0015354-0.0017984i,0.0016183-0.0034715i,0.00077834-0.0043381i,-6.6872e-05-0.0054052i,-0.001042-0.0077054i,-0.00070507-0.0082513i,0.00028109-0.005612i,6.6814e-05-0.00299i,-0.00026495-0.0017509i,4.6931e-05-0.0013728i,-0.00024152-0.0017829i,-0.00039131-0.0028694i,0.00054675-0.0024099i,0.00015519+1.306e-05i
-0.0023592+0.00056204i,-0.0019803+0.0025589i,-0.0017392+0.0028749i,-0.0025084+0.0026053i,-0.0025889+0.0033537i,-0.0025452+0.0030615i,-0.0021362+0.0017908i,-0.0019755+0.0017357i,-0.00091745+0.0027583i,0.001072+0.0035103i,0.0019709+0.003872i,0.0013571+0.0034658i,0.0012048+0.0037391i,0.0020443+0.0045673i,0.0015388+0.0037062i,0.00019207+0.0022449i,-0.00042473+0.0016951i,-0.00021016+0.0020645i,3.599e-05+0.0020786i,0.0010162+0.0019923i,0.0010778+0.0023619i,-0.00048483+0.0017642i,-0.00059092+0.00017183i
7.6786e-05-0.0024123i,-0.00026736-0.0029848i,-0.0025597-0.002591i,-0.0045495-0.0013897i,-0.0012877-0.0026056i,0.0010027-0.0018649i,0.00034678-0.00017822i,-0.0010995+0.0004065i,-0.0035492+0.0029023i,-0.0049417+0.0044426i,-0.0038309+0.0035734i,-0.0022914+0.0024573i,-0.0022075+0.00076812i,-0.0019153-0.00064427i,-0.00089712-0.0016701i,0.00031889-0.0022579i,0.00080324-0.00085196i,0.00040862-0.00054788i,0.00032492-0.0010873i,0.00023774-0.00052097i,-7.4027e-05-0.00082847i,-0.00032539-0.00094077i,-0.00033727+0.00069899i
0.00099032-0.0018945i,0.0021777-0.0021609i,0.002271-0.0011708i,0.0010116+0.00028021i,-0.001716+8.0309e-05i,-0.0032909+0.0007441i,-0.0024867+0.0013252i,-0.0026456-0.00010806i,-0.001972-0.0017876i,-0.0021229-0.0020851i,-0.00358-0.0025414i,-0.0037506-0.0018907i,-0.002693-0.0010044i,-0.0028073+0.0013203i,-0.0038623+0.0045409i,-0.0032758+0.0040897i,-0.0020207+0.0030699i,-0.00067361+0.0028259i,0.00078071+0.0022304i,0.0011005+0.0021261i,0.0011358+0.0021557i,0.0010329+0.0008831i,0.00023102-0.00041712i
-0.001215+0.0015555i,-0.0026859+0.0012632i,-0.0023629+0.0003655i,-0.00017128-0.00068181i,-9.8201e-05-0.0019646i,-0.00010907-0.0015995i,0.00042793-0.00020033i,0.0005459+0.00076388i,0.0021324+0.0014226i,0.0048498+0.00076613i,0.0050381-0.00027112i,0.003495-0.0013728i,0.0022022-0.0031136i,0.001696-0.004858i,0.0019604-0.0049183i,0.0013311-0.0042494i,0.00018603-0.0033146i,-0.00073626-0.0018541i,-0.00049389-0.0012975i,0.00049013-0.0014227i,0.0011937-0.0011401i,0.0014124-0.00069649i,0.00032148+0.00016745i
-3.8901e-05+0.0021352i,-0.00026204+0.0020954i,-0.00036108+0.0011527i,-0.00038499-0.00048664i,-0.001687+0.00017641i,-0.0021882+0.00034643i,-0.0018562+0.00086038i,-0.0014164+0.0019047i,-0.00015823+0.0039529i,0.00057987+0.0060232i,-0.00029482+0.0050512i,-0.0010238+0.002673i,-0.00021946+0.0022366i,0.0016278+0.0035601i,0.0018728+0.0040147i,0.00051543+0.0032566i,0.00049653+0.0026077i,0.0008403+0.0016987i,0.00052202+0.0017597i,0.00044003+0.0032073i,0.00068339+0.0026519i,0.00085539+9.3494e-05i,0.00010265-0.0011971i
0.00072177-0.00067299i,0.00051776-0.0002127i,-0.00061481+0.00017591i,-0.0015965-0.00030068i,-0.0011576-0.00057649i,-0.00027122-0.00043824i,0.00097488-0.00051266i,0.00010708-0.00087438i,-0.0026905-0.00055701i,-0.0033831-6.2861e-05i,-0.0029845-0.0010632i,-0.0025818-0.0021167i,-0.0024757-0.0022032i,-0.0013253-0.0025085i,0.00051289-0.003542i,0.0013107-0.003114i,0.00058929-0.0023963i,0.00024253-0.002446i,0.00031008-0.0020345i,-0.00079533-0.0013553i,-0.001248-0.0019405i,9.6572e-05-0.0022089i,0.0010067-0.00036896i
0.0011341-0.0010403i,0.0014737-0.0015931i,0.00036228-0.0022238i,-0.0011993-0.001361i,-0.0019719-0.001659i,-0.0034285-0.001963i,-0.0032257-0.0013164i,-0.001359-0.0010689i,-8.3987e-05-0.0011425i,0.00012815-0.0027267i,-0.00022815-0.004579i,-0.0010259-0.0036654i,-0.0010042-0.0013682i,-0.00064383+0.00053896i,-0.0012678+0.00172i,-0.00138+0.0026817i,-0.001422+0.0035748i,-0.0012825+0.0034279i,3.4061e-05+0.002028i,0.0011061+0.0012022i,0.0021296+0.00064833i,0.0021324-0.0010767i,0.00079284-0.0024463i
-0.0011819-0.0017824i,-0.0008126-0.0024379i,-0.00053913-0.002559i,-0.0006223-0.0025808i,-0.00063229-0.0015872i,0.00064197+0.0011476i,0.0014303+0.0022656i,0.00067772+0.0019852i,0.00018947+0.0027096i,0.00076374+0.0022819i,0.0009544+0.00026474i,0.00015945-0.00041076i,0.00033341-0.00095634i,0.00084994-0.0022232i,0.0006427-0.0034604i,0.001213-0.0036262i,0.0010975-0.002742i,1.2678e-06-0.0016617i,-0.00039124-0.0005195i,-0.00085421+0.00013585i,-0.0010778-0.00048393i,-0.00026285-0.00048011i,0.00018277+0.00049468i
-0.00048409+0.00021741i,-0.00027497-0.0011716i,-0.00051791-0.0014333i,-0.0001104-0.00066033i,-0.0015119-0.0015118i,-0.0022593-0.0021614i,-0.0023567-0.0014532i,-0.0020316-0.0001299i,-0.0021924+0.002055i,-0.0024754+0.0034923i,-0.0022096+0.0032713i,-0.0025494+0.0016709i,-0.0022747+0.00049486i,-0.0011846+0.0011516i,-0.00054712+0.0023258i,-0.00020112+0.0026392i,-4.9804e-05+0.0024389i,7.3214e-05+0.0016509i,0.00075643+0.00086054i,0.0018442+0.00028118i,0.0015368-0.0004545i,0.00020042-0.00056011i,-0.00093694-0.00072068i
0.0033067-0.00090379i,0.003083-0.001764i,0.0032569-0.0025505i,0.0016327-0.0017997i,-0.0001957+0.0005419i,-0.00046769+0.0025567i,-2.573e-05+0.0027348i,-0.00065772+0.0019675i,-0.001708+0.00086336i,-0.0017342-0.0002081i,-0.00015489-0.0012812i,0.0011318-0.0022758i,0.0011892-0.0014786i,0.0010155-0.00119i,0.0012057-0.0019189i,0.0010873-0.0026016i,0.00073552-0.0026566i,-0.00071461-0.0021874i,-0.0021745-0.0014655i,-0.0019414-0.00055439i,-0.0010084-0.00062922i,-0.00025228-0.00065721i,-0.00011557+0.00019052i
0.00064191-0.0026516i,-0.00056491-0.0025107i,-0.0013508-0.0016377i,-0.00156-0.00041217i,-0.0012049-0.00087005i,-0.00058362-0.0023442i,-0.00021622-0.0017373i,-0.00085628-0.00033626i,-0.00051163+0.00037679i,-0.00017128-0.00015504i,-0.00052835-0.00099455i,-0.0006545-0.00084803i,-0.001063-0.00082936i,-0.0025161-0.00031788i,-0.0024842+0.0023033i,-0.0015672+0.0040792i,-0.0005039+0.0037533i,0.00068127+0.0031504i,0.0010083+0.0024431i,0.0011832+0.0013835i,0.001683+0.0017376i,0.00131+0.0017418i,-6.9481e-06+0.00012603i
-9.3926e-05+0.0014393i,-0.00074803+0.0013953i,-0.0021283+0.0023963i,-0.0020513+0.0020261i,-0.0013625+0.00090349i,-0.0014909+0.00063942i,-0.0015472+0.00047691i,-0.0013191+0.00081923i,-0.00029214+0.0015865i,0.00077202+0.0013673i,0.0014704+0.00013746i,0.0022753-0.0014022i,0.0026514-0.001793i,0.0022474-0.0021772i,0.0020521-0.0027792i,0.0021385-0.0028066i,0.00080416-0.0029881i,-0.0014323-0.0023409i,-0.0022871-0.00050016i,-0.0023683+0.00095542i,-0.0019127+0.00014057i,-0.00080639-0.0010203i,0.00033248-0.00049599i
-0.0032636-0.00038324i,-0.0037071+0.0016581i,-0.0021555+0.0034907i,-0.00028737+0.0029398i,-0.00042746+0.00054547i,-0.0013518-2.6933e-05i,-0.0013135+0.00040207i,-0.00024283+0.0001976i,-0.00046098+0.0012499i,-0.0013261+0.0023809i,-0.0013046+0.00097657i,-0.0016983-0.00058616i,-0.0013088-0.00012776i,0.00046589+0.0013399i,0.00073127+0.0021454i,0.00017613+0.0019526i,0.00048582+0.0019338i,0.0013983+0.0016546i,0.0014633+0.00086398i,0.0015724-6.1716e-05i,0.0022227-1.4982e-05i,0.0017451+0.00055861i,0.00043642+0.00023556i
-0.0023681+0.00084055i,-0.0022499+0.00085361i,-0.00096088+0.00053695i,-0.00041418-0.00010931i,-0.0012898+0.00020894i,-0.00080324+0.0012786i,-0.00052697+0.0018757i,-0.0013744+0.0017946i,-0.00154+0.0010685i,-0.0008375-5.8316e-05i,-6.36e-05-0.00086338i,0.00057076-0.00011828i,0.00089544+0.00045402i,0.00089448+0.000328i,0.0013945-0.00088144i,0.001798-0.0017198i,0.0011976-0.0019553i,0.00046837-0.0012976i,-0.00012075+0.00010233i,-0.00066964+0.00014674i,-0.00074422-0.00067347i,5.3888e-05-0.001389i,0.00074632-0.00061516i
-0.0036088+0.0018865i,-0.0019957+0.0012795i,-0.00060649-2.1723e-05i,-0.00082549-0.00066652i,-0.0010509+0.00021411i,-0.00051549-0.00044978i,7.8223e-05-0.0014814i,-8.6777e-05-0.0010752i,-0.00061021-0.0001759i,9.9422e-06-0.00034959i,0.00027573-0.0014957i,-0.001639-0.0018278i,-0.0029504-0.0015476i,-0.0026461-0.0011909i,-0.0017227+0.00065162i,-0.0011471+0.0023529i,-0.0013268+0.0023216i,-0.0002111+0.0014274i,0.0015299+0.00082211i,0.0017769+0.00023514i,0.0010403+0.00055687i,0.00047073+0.0013524i,0.00013813+0.00037555i
0.00063208+0.0033576i,0.00075771+0.0014491i,-0.00037506-0.00046012i,-0.0013837-0.0013598i,-0.0012075-0.0010741i,-0.0013328-0.00066293i,-0.0024617+0.00014568i,-0.001912+0.0010534i,0.00017406+0.0019634i,0.0016941+0.0017218i,0.0016386+0.00080104i,0.0015779+0.00024418i,0.0019615-0.00070636i,0.0022658-0.0020112i,0.0021582-0.0031076i,0.0019817-0.0034544i,0.0010664-0.0028719i,-0.00088059-0.0022997i,-0.0021177-0.00084895i,-0.0019894+0.00028423i,-0.0011866-9.7758e-06i,-3.4284e-05-0.00082483i,0.0009161-0.00072382i
0.00086351+0.0026222i,0.00066165+0.0019089i,-0.00054033+0.0016496i,-0.0011975+0.0019823i,-0.00025046+0.0011345i,-3.974e-05+0.00081017i,-0.00044047+0.0014062i,-0.00082124+0.00193i,-0.00068355+0.0021914i,-0.00028078+0.0016161i,-0.00076084+0.00031793i,-0.0017747-0.00070872i,-0.0019343-0.00068171i,-0.002224+0.001177i,-0.0022544+0.0020765i,-0.0016695+0.0020291i,-0.0010287+0.0018463i,0.00033239+0.001267i,0.0024736+0.00062955i,0.0031896+8.0403e-05i,0.0015667+0.00036775i,3.1331e-05+0.00099742i,-0.00010372+5.603e-05i
0.00050631+0.00072095i,-0.0011634+0.0010255i,-0.0019184+0.002119i,-0.0006619+0.0011541i,-0.00037814-0.00039681i,-0.00049826-0.00055947i,-0.00081848-0.00049201i,-0.0012403-0.00026099i,-0.0011203-0.00016741i,-0.0011152+4.2829e-05i,-0.0005521-2.3856e-05i,0.00055198-0.0005951i,0.0010749-0.0004908i,0.00045855+2.671e-05i,0.00047426-0.00036041i,0.0013174-0.0013992i,0.00098098-0.0015951i,-0.0003961-0.00065678i,-0.001804+0.0011993i,-0.0010321+0.0010513i,-0.00036494+0.00026776i,-0.00033913-0.00049336i,0.00014614-0.0011756i
