0.00074219+0.00050191i,0.0010837-0.00052111i,0.0011732-0.0014757i,0.0007882-0.0015569i,4.0293e-06-0.0016504i,0.00036205-0.0013725i,0.0013817+0.00047804i,0.0011759+0.0016084i,0.00090174+0.0010085i,0.00095562+0.00027593i,0.00086689-0.00023112i,0.0004193-0.00059574i,-0.00031603-0.00035294i,-0.00083791-0.00021576i,-0.001279-0.00046611i,-0.0012741-3.9827e-05i,-0.0012934+0.00024724i,-0.0011245+0.00054256i,-0.00043004+8.033e-05i,0.00020833-0.00038827i,0.00041652-7.8973e-05i,0.00029837-0.00011824i,-0.00017663-0.00034684i
-0.0045683+0.010891i,0.00016495+0.010182i,0.0042016+0.008556i,0.0057206+0.0039218i,0.005972+0.0007592i,0.0044564+0.00075408i,0.0028314+0.0021533i,0.0026447+0.00073368i,0.0019358-0.0022645i,9.1807e-05-0.0036612i,-0.00033409-0.0033025i,6.7661e-05-0.0030972i,-0.0004338-0.0019621i,-0.00091786+0.00012928i,-0.00073695+0.0010459i,-0.00060923+0.00082431i,-0.00026369+0.00014843i,0.00055425-0.00033239i,0.00052715-0.00013163i,0.00071199+0.00054102i,0.00088875-0.00021772i,0.0010326-0.00067165i,0.0011124-0.00056008i
-0.0047123+0.0034045i,-0.0012973+0.0055256i,0.0039366+0.0061072i,0.007403+0.0034939i,0.0073263+0.0013769i,0.0054729+0.00054065i,0.0025588+0.00023841i,-0.00015815-0.0016086i,-0.0015445-0.0040938i,-0.0019616-0.0035678i,-0.0011894-0.0019952i,-0.00043158-0.0011753i,-0.0005992-0.0016149i,0.00060164-0.0021022i,0.0020845-0.0022627i,0.0011307-0.0021302i,-0.00040586-0.0015791i,-0.00075608-0.0014285i,-7.0028e-05-0.00098467i,0.00059758-0.0006255i,0.00066706-0.00010803i,0.00075426-0.00029586i,0.00027898-0.00085741i
0.0028337+0.0049661i,0.00078801+0.0026066i,-0.00027597+0.0020938i,0.0010919+0.0018492i,0.0037615+0.0010455i,0.0041766-0.00081034i,0.0018953-0.0016494i,-0.00064417-0.0003745i,-0.0018875+0.0013308i,-0.0023054+0.0019855i,-0.0015212+0.0014118i,-0.00036421-4.6776e-05i,-0.0002065-0.001183i,0.00032786-0.0010754i,0.00085774-0.00066268i,0.0015481-0.00072113i,0.0022567-0.00063342i,0.0016857-0.00022477i,0.00099065+6.5921e-05i,0.00055009+0.0006423i,-0.00019353+0.00088622i,7.335e-05-3.8085e-06i,7.9973e-07-0.00017896i
-0.0028558+0.0080641i,-0.0028862+0.0058074i,0.00017839+0.0060453i,0.0049622+0.0064447i,0.0073177+0.0054541i,0.0057998+0.0051815i,0.0032284+0.0061333i,0.00080736+0.0064475i,-0.0015096+0.0056539i,-0.0018989+0.0043666i,-0.00066443+0.0025177i,0.0002628+0.000263i,0.00019316-0.00046915i,-0.00010148+0.00038661i,-0.00058184+0.001679i,-0.00096093+0.0016421i,-0.0015975+0.00018005i,-0.0020701-0.00041767i,-0.0013118-0.00048679i,-0.00049185-0.00070756i,0.00052995-8.4929e-05i,0.00047754+0.00085002i,0.00057495+0.00012769i
-0.0076726-0.0012098i,-0.0028451+0.0019661i,0.0023969+0.0036199i,0.0047003+0.0030075i,0.0061227+0.0019687i,0.0061608+0.002293i,0.0055476+0.0021309i,0.0051318+0.0017162i,0.0038467+0.0019463i,0.0026943+0.0017633i,0.0027192+0.001072i,0.0022265+0.00037116i,0.00081314+0.0002504i,-0.00062968-0.0001293i,-0.001354-0.00051649i,-0.0010984+0.00035215i,-0.00073225+0.0010757i,-0.00051582+0.00095773i,-0.00068983+0.00086821i,-0.00040861+4.0254e-05i,0.00056838-0.00044903i,0.0011285-0.00018803i,0.0011694+0.00013486i
-0.0034079+2.1045e-05i,-0.0040803+0.0017218i,-0.0022761+0.002461i,0.00057829+0.0030546i,0.0020384+0.004752i,0.0018925+0.0037042i,0.0016374+0.001752i,0.0031785+1.2473e-05i,0.0053994-0.0014586i,0.005381-0.002497i,0.0039906-0.0027883i,0.0017805-0.0021843i,3.6229e-05-0.0017468i,-0.00096936-0.00082514i,-8.9104e-05-0.00036229i,0.00067339-0.00057726i,0.0002654-0.00067303i,0.00098973-0.00039522i,0.001465-0.00039752i,0.0007052-0.00016292i,-0.00072671+0.00052302i,-0.00082181-0.00012709i,0.00043148-0.00081272i
0.0044846+0.0072494i,0.0027798+0.0054763i,-0.00054404+0.0041601i,-0.00041465+0.0026936i,0.0011593+0.0019328i,0.0013446+0.0017855i,0.0015666+0.0011968i,0.0016468-0.00096268i,0.0014053-0.0024746i,0.00018915-0.0024827i,-0.0012951-0.0020798i,-0.0010716-0.0016521i,0.00031937-0.0015558i,0.0014857-0.00096835i,0.0019301-0.00039163i,0.0013931+0.00067392i,0.00046497+0.0018209i,-0.00036207+0.0019479i,-0.00089533+0.0012618i,-0.00064919+0.00054807i,-8.5076e-05-0.00071673i,-0.00013294-0.0013812i,0.00022758-0.00025122i
-0.006204+0.0022531i,-0.0030478+0.0020639i,-0.00029943+0.0042008i,0.0020911+0.0044056i,0.0035102+0.0033859i,0.0020132+0.0032851i,-0.00033324+0.0026863i,-0.0017613+0.0013236i,-0.0034772-0.00053392i,-0.0045324-0.0012764i,-0.0034132-0.00028658i,-0.001453+3.3348e-06i,-0.00081881-0.00067669i,-0.00056736-0.0010364i,-0.0010687-0.0008139i,-0.0011299-0.00028272i,-0.00057557+8.6088e-05i,-0.00037465+0.00025906i,-0.0003436+0.00025815i,1.7284e-05+0.00026865i,0.00024856+0.0002342i,0.00020759-6.5441e-05i,1.4115e-05-0.00034041i
7.462e-05-0.0022083i,0.00046605-0.00058176i,0.0021518+0.00031744i,0.0026483+0.0012142i,0.0023908+0.0020917i,0.0014274+0.0032481i,-4.6998e-05+0.0047573i,-0.0014332+0.0043503i,-0.0033285+0.0023711i,-0.0034259+0.0010856i,-0.0021544+0.00074846i,-0.0016065+0.00030792i,-0.0012489-0.00026073i,-0.0010305-0.00032869i,-0.00096624-0.00099618i,-0.0014567-0.0018364i,-0.0020463-0.0017165i,-0.0014199-0.0012123i,-0.000988-0.0010128i,-0.00024512-0.00065781i,3.8417e-06+0.00010502i,3.9138e-05+0.00065494i,0.00012204+0.00044968i
0.0028017+0.00052111i,-0.00060614+0.00019412i,-0.0019198+0.00041452i,0.00095688+6.2608e-05i,0.0037712-0.00035512i,0.0033412+0.0011683i,0.0025817+0.0026029i,0.0038309+0.0036682i,0.0043183+0.0040073i,0.0030207+0.0033282i,0.0017992+0.0025745i,0.0011697+0.0013497i,0.001396+0.00035206i,0.0016674-0.00048212i,0.0018353-0.0013183i,0.0017436-0.00082455i,0.00080355+6.56e-05i,-0.00011827+0.00069734i,-0.00022243+0.00078001i,-0.0002175+0.00064949i,-0.00020413+0.00068233i,0.00018933+0.00066178i,0.00034051+0.00036431i
-0.0030204+0.0049716i,0.00060778+0.0049726i,0.0036391+0.0029256i,0.0036537+0.0010974i,0.002803-0.00040005i,0.0029073-0.0010908i,0.0029995-0.0010963i,0.0031061-0.00034561i,0.0037071+0.00065956i,0.0041002+0.00068429i,0.0032077-3.0599e-05i,0.0021239-0.0014117i,0.0012237-0.0021378i,0.00082267-0.00093105i,0.00053789+0.00063332i,0.00010273+0.00030726i,-0.00021556+0.00026898i,-0.00051335+0.00072163i,0.00042439+0.00032891i,0.00081741+0.00020052i,0.00028445-0.00021317i,0.00071809-0.00059069i,0.0010009-0.0004435i
-0.005029-0.0038697i,-0.0052206-0.0017425i,-0.0044386+0.00088814i,-0.00078722+0.0030344i,0.0026979+0.0034031i,0.0032742+0.0010796i,0.0018972-0.0013125i,0.0012644-0.0013706i,0.00093275-0.0018466i,-0.00068589-0.0033094i,-0.0016377-0.0028532i,-0.00040094-0.00087144i,0.0011673+3.5837e-05i,0.0017369+0.00037476i,0.00041896+0.0015057i,-0.0009064+0.0028333i,-0.0011798+0.0030939i,-0.00086415+0.0013429i,-0.001171+9.3268e-06i,-0.0014526+3.1901e-05i,-0.00054485-0.00026956i,-6.7243e-05-0.00057128i,-0.00018919-0.00096311i
0.001615+0.0012833i,-0.0010302+0.0020378i,-0.0035052+0.0039797i,-0.0014169+0.0044205i,0.0018189+0.0020863i,0.0019175-0.00042248i,-0.0011769-0.0013393i,-0.002758-0.0025511i,-0.0022984-0.0036911i,-0.0023827-0.0034933i,-0.0024883-0.0023627i,-0.0012616-0.00040346i,-0.0004028-0.00022764i,5.9948e-05-0.0020062i,0.00019541-0.0029234i,0.00085106-0.0021143i,0.0015628-0.0004543i,0.0013783-0.00014281i,0.00049037-0.00036615i,-0.0008438+0.00086918i,-0.0012677+0.0011335i,-0.00039205-3.0988e-05i,-0.00025465-0.00053022i
-0.006305-9.166e-05i,-0.0043464+0.0023351i,-0.00071434+0.0039634i,0.0017936+0.004247i,0.0024383+0.0040462i,0.00080336+0.0036902i,-0.00056589+0.0037429i,-0.00069478+0.0037931i,-0.00057764+0.0034895i,-0.0016712+0.0033436i,-0.0020152+0.0027293i,-0.00035401+0.0014881i,0.00053168+7.9228e-05i,0.00034837-5.6723e-05i,0.00014517-0.00014442i,0.00042417-0.0011384i,-0.00018061-0.0012836i,-0.00062117-0.00090926i,0.00015946-0.00021567i,0.00021332+0.00067199i,-0.00011417+0.00057344i,0.00033954-0.00013475i,0.00059841-0.00035432i
0.00030669-0.00021194i,0.0010485+0.0011386i,0.0036353+0.0011855i,0.0049194-0.0004973i,0.0054796-0.00067711i,0.0049024+0.0013317i,0.0031292+0.0035473i,0.0015864+0.0048982i,0.00042281+0.0044674i,5.0914e-05+0.0039216i,0.0015059+0.0037786i,0.0033205+0.0025841i,0.0029346+0.00070863i,0.001901+0.00065783i,0.0014637+0.0015441i,0.001102+0.0020364i,0.0013739+0.0018344i,0.0012615+0.0017369i,-0.00016201+0.001472i,-0.00075093+0.00045846i,-0.00038801-0.00011354i,-0.00017402+5.7492e-05i,-0.00039482-2.0947e-05i
0.0023464-5.2525e-05i,-0.00045707-0.00056963i,-0.0025804+0.00042859i,-0.00042916+0.00098428i,0.0026917+0.00087323i,0.0040228+0.0013776i,0.0046277+0.0020324i,0.0048009+0.0011931i,0.0031633-0.00049227i,0.0013541-0.0012832i,0.00084679-0.001203i,0.00065251-0.00081739i,0.00036134-0.00089287i,-0.0011641-0.0011625i,-0.0031716-0.00054361i,-0.0036051-0.00043697i,-0.002672-0.00068381i,-0.001644-0.00052467i,-0.00042091+6.5214e-05i,-0.00019151+0.00041254i,-0.00010438+0.00010545i,0.00080792+0.00023222i,0.0012685+0.0004645i
-0.0062234-0.0022931i,-0.0058301+0.00078897i,-0.003106+0.0037392i,-0.00043793+0.0042655i,0.0017193+0.0028752i,0.001908+0.0019926i,0.002829+0.00066895i,0.0045417-0.0013781i,0.0036746-0.0032804i,0.0017014-0.0036263i,-0.00018349-0.0027832i,-0.0015219-0.0013387i,-0.0013059-0.00022487i,-4.0106e-05-6.2587e-05i,-0.00028895+1.677e-05i,-0.00047959+0.00054502i,-0.00039472+0.0013227i,-0.00029548+0.0014996i,-0.00012504+0.00081954i,-0.00052286+0.00043852i,-0.00081223-0.0001033i,-0.00052441-0.0010233i,-0.00048641-0.00098941i
0.00079118-5.4947e-05i,-0.00038936+0.0010685i,1.8078e-05+0.00086388i,0.0019466+0.00030245i,0.0027699+0.0004014i,0.0019671+0.0001935i,0.00059184-0.0004673i,-0.0003993-0.00092294i,-0.00035684-0.00039269i,-0.00097052-0.00020151i,-0.0019344-0.00080274i,-0.0020853-0.0014244i,-0.00041126-0.0017428i,0.0010211-0.001676i,0.0016358-0.0011571i,0.0029868-0.0012286i,0.0034718-0.0012134i,0.0023763-0.0004738i,0.0011196-8.661e-05i,-0.00025978-0.00022214i,-0.0014262-7.5689e-05i,-0.00095007-0.00064521i,-3.0992e-05-0.00068761i
0.0024706+0.0025555i,0.00070859+0.0029437i,-0.0006904+0.0032047i,0.00051382+0.0029331i,0.0015171+0.002158i,0.0010554+0.0013086i,-0.00089626+0.00082916i,-0.003167+0.00099327i,-0.0044322+0.0017793i,-0.0050167+0.0020841i,-0.0035526+0.0021153i,-0.0012724+0.0018805i,-0.00087411+0.00086476i,-0.0015356+0.00049302i,-0.0015597+0.00083596i,-0.0018087+0.00083522i,-0.0016082-7.9175e-05i,-0.00076994-0.00020331i,-0.00076326+0.0001861i,-0.00050796+0.00045207i,0.00035113-4.6378e-07i,0.00039601-0.0002665i,-0.00028698-3.0057e-05i
-0.0028096+4.8763e-05i,-0.0014583+0.0017713i,0.0028035+0.0029449i,0.005966+0.00074574i,0.0056224-0.0014815i,0.0027965+0.00023218i,0.00068737+0.0029553i,-7.9925e-05+0.0039208i,-0.00050473+0.0027799i,-0.00072281+0.001668i,-0.00050724+0.0022347i,-0.00010796+0.0024481i,0.00010779+0.0013567i,-0.00017331+0.00078105i,-0.00077933+0.00012322i,-0.0010516-0.0010537i,-0.0010379-0.00023956i,-0.00085214+0.00022358i,-0.00080696-0.00070224i,-0.00047199-0.0001993i,-0.00054775+0.0011323i,-0.00044578+0.00080288i,9.6879e-05+0.00015821i
-0.003597-0.0016913i,-0.0045647+0.00060352i,-0.0038091+0.0020932i,-0.00077558+0.0026759i,0.0025095+0.0029067i,0.0042146+0.0023605i,0.0041073+0.0028076i,0.0047479+0.0033574i,0.0060478+0.0026251i,0.0055442+0.0016412i,0.004215+0.00099758i,0.0030417-0.00041907i,0.0017753-0.001684i,0.00065972-0.0018219i,0.00036941-0.0019978i,-0.00045857-0.0030991i,-0.0011095-0.0025263i,-0.00063524-0.0012706i,-0.00016512-0.00063804i,-0.00015363+0.00014266i,-0.00035386+0.00089634i,-0.00030606+0.00080118i,5.313e-05+0.00035207i
0.00052546-0.0033136i,-0.0010098-0.0024084i,-0.0026191+0.00013055i,-0.0020912+0.0018115i,0.0015741+0.0016896i,0.0037669+0.0022074i,0.0035152+0.0020516i,0.0032939+0.00087548i,0.0022728-0.00052877i,0.00086456-0.0020901i,0.00069331-0.0025994i,2.7155e-05-0.0020311i,-0.00021276-0.00033066i,0.00085048+0.0016498i,0.0003451+0.0028052i,-0.00027627+0.0026848i,0.00059777+0.0025817i,0.0010183+0.0030268i,0.00016397+0.0021224i,0.00072082+0.00049107i,0.001792-0.0013816i,0.00115-0.0012111i,9.9057e-05-4.6203e-05i
-0.0031786+0.0016819i,-0.0013996+0.0037711i,0.0011506+0.005726i,0.0041539+0.0050622i,0.0054998+0.0020215i,0.0046034-0.00068218i,0.0027249-0.0023766i,7.8664e-05-0.0034399i,-0.003145-0.0046187i,-0.0042338-0.0037125i,-0.0030343-0.00095936i,-0.0011743+0.00082939i,-0.00035467+0.00041447i,-1.4926e-05-0.00051978i,0.0002622+9.3862e-06i,0.0008368+0.00068107i,0.002018+0.00036141i,0.0019105-0.0011579i,0.0013258-0.0017347i,0.0010797-0.0011583i,0.00082173-0.00075591i,0.00066988-0.00069436i,0.00078252-0.00082886i
-0.0021954+0.00066707i,-0.0029036+0.00063916i,-0.00054076+0.0020143i,0.001674+0.0010317i,0.003479+0.00026388i,0.0036383+0.00080076i,0.00028917-0.00053569i,-0.0027559-0.0024531i,-0.0030981-0.0024835i,-0.0026781-0.0014842i,-0.0028031-0.00058305i,-0.0025765-0.00043208i,-0.00086139-0.00071296i,-0.00041464-0.00056887i,-0.0014391-0.00067018i,-0.0016547-0.0019488i,-0.0012848-0.0021107i,-0.00058574-0.0014395i,-0.00019662-0.0015313i,-0.0001224-0.00048227i,-1.8158e-05+3.957e-05i,-9.5514e-05-0.00030689i,0.00030206-0.00086469i
-0.0012457+0.0037766i,-0.0017992+0.0064703i,-0.0024829+0.0066435i,0.0002489+0.0050085i,0.0039118+0.0041566i,0.0045635+0.0032769i,0.0023841+0.0042445i,-0.00021466+0.005404i,-0.00047032+0.0046516i,-0.00042474+0.0044779i,-0.0013335+0.0037247i,-0.0011238+0.0016361i,-0.00040462+0.00057809i,5.4515e-05+0.00023924i,0.00071774-0.00050229i,0.00067178-0.0012558i,0.00043101-0.0012021i,0.00062524-0.00051644i,0.00026581-6.7649e-06i,-0.00015934-0.00051056i,-0.0004815-0.0015436i,9.1818e-05-0.0017692i,0.00025684-0.00079891i
-0.00048729-0.0006225i,-0.00072759+0.0018713i,0.00072182+0.0026163i,0.0015528+0.0026417i,0.0019384+0.001854i,0.0016248+0.0026783i,0.0016149+0.0040367i,0.0014567+0.0053385i,0.00034964+0.0057199i,-0.00014472+0.0041417i,0.00086409+0.0022014i,0.0022241+0.0012007i,0.0020239+0.00044903i,0.00037852+0.00058274i,-0.00091356+0.00087216i,-0.00082644+0.00044959i,-0.0013554-0.0005497i,-0.0021072-0.001202i,-0.0015435-0.0012795i,-0.0010017-0.0010333i,-0.0010987-0.00095114i,-0.00063286-0.001085i,0.00035522-0.0009228i
0.0021306-0.0011944i,0.0012853-0.0012401i,0.0025367-3.7912e-05i,0.0043253+0.00028778i,0.0050604+0.00035486i,0.0052127+0.0010158i,0.0051397+0.0011296i,0.0058357-6.402e-05i,0.0048801-0.0015729i,0.0030621-0.0031968i,0.0019222-0.0044739i,0.00043781-0.0033193i,-0.0015849-0.0010961i,-0.002108+2.7088e-05i,-0.0014743+0.00074704i,-0.0017642+0.0013779i,-0.0014264+0.0013789i,-0.00044792+0.0011618i,0.00012861+0.0016375i,0.00047265+0.0014147i,0.00079499+3.6501e-05i,0.00029663-0.00035116i,-0.00033682+0.00017804i
-0.0036781+0.0049617i,-0.0038195+0.0045985i,-0.0028655+0.0040243i,0.00060669+0.0028828i,0.0034381+0.00069495i,0.0035491-0.00054688i,0.0041406-0.00046195i,0.0061123-0.0019432i,0.0062012-0.0037636i,0.0033933-0.0034471i,-0.00044976-0.0018312i,-0.0029061-0.00063821i,-0.0024924-0.00038668i,-0.00025138-0.00078848i,0.0012804-0.00088156i,0.001543-0.00047304i,0.0016726-1.2887e-05i,0.0012017+0.00016909i,0.0012671-0.00036837i,0.0012977-0.0011041i,8.4412e-05-0.0008648i,-0.00052832+2.9504e-05i,-0.00014335+3.9608e-05i
-0.0028604+0.0014102i,-0.0017894+0.0048689i,0.00045583+0.0075491i,0.003802+0.0055026i,0.0063925+0.0028126i,0.0047188+0.00076954i,0.0012946-0.0013801i,-0.00066562-0.0020557i,-0.0018779-0.0012013i,-0.0020486+6.3084e-05i,-0.0012791+0.00027433i,0.00083668-2.9385e-05i,0.0025561+0.00028752i,0.0029739+8.0602e-05i,0.0025472-0.00056627i,0.0018523-0.0015424i,0.00091297-0.0018479i,-0.00029922-0.00111i,-0.0019785+7.3152e-05i,-0.0022766+0.00034589i,-0.00089907-0.00015019i,-0.00071841-0.00023513i,-0.00045715-9.1139e-05i
0.0014212-0.0025474i,0.00077005+0.0010174i,0.001746+0.0037468i,0.0027343+0.0035738i,0.0021368+0.0028279i,0.00069063+0.0021651i,-0.0028275+0.001884i,-0.006975+0.0014983i,-0.0078873+0.0010352i,-0.0065577+0.0011463i,-0.0044577+0.0020681i,-0.0022902+0.0014516i,-0.00068047+2.2212e-05i,-0.00083528+0.0007021i,-0.0015496+0.0020744i,-0.00025549+0.001831i,0.00087965+0.00040467i,0.00058476-0.00022536i,0.00078138+1.7279e-05i,0.0014739+9.9939e-05i,0.0016287-0.00062623i,0.0012145-0.0012853i,0.0013659-0.0011689i
-0.00093537+0.00079766i,-0.00082563-0.0011074i,0.00014989-0.0016537i,0.0028186-0.0004167i,0.0045923+0.0015365i,0.0032185+0.0034144i,0.0010216+0.0045552i,0.00046684+0.0040087i,0.00083396+0.0018363i,0.00049717+0.00026644i,0.00014504+0.00079685i,0.000694+0.0012146i,0.0007633+0.00073033i,-0.00070372+0.00035862i,-0.0028233+6.7086e-05i,-0.0037163-0.00069914i,-0.0024054-0.0010147i,-0.0012078-0.00065036i,-0.00062032-0.00085928i,-0.00059122-0.00061489i,-4.3548e-05-0.00033168i,0.00062686-0.00024656i,0.00075961-0.00041702i
-0.0032871+0.0011277i,-0.0043815+0.0037009i,-0.0031397+0.0055432i,0.00076459+0.0052324i,0.0045411+0.0044535i,0.0048942+0.0048393i,0.0057729+0.0064208i,0.0082783+0.0070773i,0.0070324+0.0049138i,0.0046609+0.0020624i,0.0031386-0.00058445i,0.0011812-0.0031642i,-0.00031033-0.0041846i,-0.00046016-0.0031134i,-0.00017664-0.0024449i,-0.00070499-0.002365i,-0.0017872-0.00062416i,-0.0014899+0.0014058i,-0.00023511+0.0025521i,9.876e-05+0.002498i,-2.0745e-05+0.0017057i,-0.00015217+0.0013247i,-0.00013874+0.0003403i
0.0023114+0.0015103i,0.0026776+0.0028099i,0.0030095+0.0048563i,0.0043562+0.0066873i,0.0061183+0.0054106i,0.0066337+0.0021162i,0.0064859+0.00064741i,0.0050447+0.00063139i,0.0023317+0.001741i,4.0385e-05+0.0015963i,-0.0012855+0.0010322i,-0.0016981+0.00098i,-0.0012375+0.00059062i,-0.0001996+0.00031657i,0.001083+0.0006559i,0.0014565+0.00099571i,0.0012543+0.00030156i,0.00068856-0.00026037i,0.00011394+2.8568e-05i,0.00020279-0.00060461i,-5.3222e-05-0.0018339i,0.00044837-0.0013414i,0.001224-0.00012384i
-0.0057471+0.0020931i,-0.0039212+0.0027576i,-0.001101+0.00071564i,0.0023684+1.6923e-05i,0.0038363+0.0011463i,0.0047764+8.0624e-05i,0.0037313-0.0040001i,0.00039735-0.0069864i,-0.0021254-0.0070197i,-0.0022022-0.0043848i,-0.00025737-0.0011628i,0.0021608+0.00096313i,0.0036451+0.0022921i,0.003119+0.0028585i,0.0019786+0.0025424i,0.0011331+0.0019418i,0.00024767+0.00092223i,-0.0008252-1.8727e-05i,-0.00087599-0.0008473i,-1.8334e-05-0.00041878i,0.00058926+0.00027352i,0.00017505-9.6319e-06i,-0.00050161-0.00025421i
0.0010053-0.0037754i,-0.0023341-0.0011455i,-0.0047155+0.0024505i,-0.0041365+0.0028095i,-0.00032299+0.0014305i,0.0006212+6.1407e-05i,-0.0024665-0.0022966i,-0.0027979-0.0046889i,-0.00074882-0.0057371i,-0.00014945-0.004754i,-0.0013647-0.0023317i,-0.002803-0.0011747i,-0.0029369-0.0018728i,-0.002016-0.0024539i,-0.001645-0.0023648i,-0.0012668-0.001979i,-0.00027522-0.00082484i,0.00042164+0.00078139i,0.00032513+0.0013956i,0.00044946+0.00079185i,0.00064873+0.00056911i,0.00093057+0.00070609i,0.0010138-6.4661e-05i
0.002447+0.0065981i,0.0032009+0.0061678i,0.0053479+0.0051198i,0.0083978+0.0039408i,0.0071365+0.0018916i,0.0024149+0.0020704i,-0.0018049+0.0064564i,-0.0027176+0.0093195i,-0.0015537+0.0078124i,-0.0011321+0.0043937i,-0.0013945+0.0023377i,-0.00076928+0.00072353i,-1.8952e-05-0.00036104i,-1.2827e-05-0.00021987i,0.00040038-0.0011979i,0.00054315-0.0027679i,2.1687e-05-0.0025347i,-0.00012014-0.0013557i,-0.00066178-0.00053057i,-0.00096935-0.00027406i,-0.00026433-0.00028214i,0.00045957-0.0010971i,0.00055425-0.0015307i
-0.0030674+0.00094524i,-0.0022629+0.0022646i,-0.0009444+0.0031501i,0.001398+0.0026324i,0.0040604+0.0029687i,0.0040551+0.0059651i,0.003387+0.0082905i,0.0020608+0.0079703i,-0.0015977+0.005093i,-0.0032741+0.0019405i,-0.00060249-0.0001507i,0.0024959-0.0019853i,0.0032257-0.0031716i,0.0019039-0.0021653i,0.00090591+0.00016927i,0.00053055+0.0005242i,-0.00064876-5.2658e-05i,-0.0017803-0.00021571i,-0.0014201+0.00027682i,-0.0003317+0.00085287i,-9.4442e-06+0.00013452i,-0.00067109-0.00086039i,-0.00085061-0.00054464i
0.0038163-0.0022924i,0.0011545-0.0003699i,0.002168+0.0012569i,0.0015678+0.0019411i,0.00094642+0.0020726i,0.003936+0.0018146i,0.007072+0.0020179i,0.007929+0.00018551i,0.0056885-0.0035861i,0.0016364-0.0043644i,-0.0013368-0.0016138i,-0.0038933+0.0010798i,-0.0055076+0.0026309i,-0.0046374+0.0025095i,-0.0035026+0.0012371i,-0.0029085+0.00063341i,-0.00084897+0.0003227i,0.0015689+0.00072487i,0.0025724+0.0017518i,0.0018163+0.0016778i,0.00043984+0.00049153i,-5.3213e-05-0.00020643i,0.0001618-0.00070959i
0.0004997+0.00040608i,-0.001269-0.0005087i,-0.00064652-0.0001972i,0.0040224-0.00027929i,0.0079108-8.7736e-05i,0.0090613+0.00029557i,0.010101-0.0015416i,0.011522-0.0030492i,0.0098516-0.0021042i,0.0059136-0.00021414i,0.0031455+0.00051539i,0.0018331+0.0006006i,0.0017526+0.0006743i,0.0016376+0.00070105i,0.00044247-0.0004284i,-0.00099149-0.0009878i,-0.0011351-0.00068916i,-0.00097981-0.00029601i,-0.0011312-0.00023173i,-0.00027689-0.0011987i,0.00096991-0.0010149i,0.00046614-0.0009301i,0.00064192-0.0014653i
-0.00038619+0.0042971i,-0.0003494+0.0073349i,-0.00013848+0.0091345i,0.00033977+0.0070507i,0.0030753+0.0034522i,0.0031328+0.00026153i,-0.00062334-0.0027529i,-0.00404-0.0033591i,-0.0053677-0.00037262i,-0.004165+0.00077815i,-0.0017859-0.0017852i,-8.7716e-05-0.0039795i,0.00085075-0.0044079i,0.0023475-0.0034324i,0.0035415-0.0015576i,0.0041554-0.00053361i,0.0024735-0.00020249i,-0.00027398+0.00014588i,-0.0017462+0.00063132i,-0.0016816+0.00045221i,-0.00075664+0.00028118i,-0.0006462+0.00052325i,-0.00080341+0.00040891i
-0.0078596+0.0012333i,-0.0046323+0.00034986i,0.0041604+0.0025834i,0.010818+0.0064229i,0.0086632+0.0071778i,0.0022925+0.0043169i,-0.0056115+0.0021822i,-0.011183+0.00053778i,-0.010722-0.0017038i,-0.0064062-0.0024753i,-0.0024034-0.0012484i,0.00024304+0.0010596i,0.0010911+0.0019334i,0.00065662+0.0014319i,0.00065885+0.00086452i,0.0011762+0.00036178i,0.001515-0.00054599i,0.0016179-0.0018223i,0.0018869-0.0024534i,0.0018222-0.0017881i,0.0015238-0.00070114i,0.00093515-0.00026692i,0.00063708-0.00040556i
0.00058317-0.0017352i,-0.0036514+0.00097951i,-0.0096768+0.0011847i,-0.0086872-0.00049422i,-0.002443-0.00013129i,0.00059864+0.0019005i,0.0016018+0.0033232i,0.0027386+0.00354i,0.0037487+0.00099999i,0.0030191-0.0015637i,0.001065-0.0011149i,0.00070263-4.2132e-05i,0.0017773+0.00017658i,0.0012458+0.00041961i,-0.0012144+0.00035678i,-0.0030625+0.0003734i,-0.0033623+0.00021486i,-0.0022386+0.00058459i,-0.0015324+0.0014723i,-0.0015374+0.0012039i,-0.00072481+0.00015269i,-0.00011712-0.00063129i,-0.00045101-0.0016555i
0.0010397+0.0040207i,0.0021598+0.0066288i,0.0052111+0.011141i,0.0064806+0.012069i,0.0054363+0.0084314i,0.0049098+0.0070117i,0.005567+0.009254i,0.0073303+0.010275i,0.0075067+0.0092772i,0.0047854+0.0070787i,1.691e-05+0.0046744i,-0.0036005+0.0016105i,-0.0052751+0.00020652i,-0.0043758-0.00015665i,-0.0023192-0.001982i,-0.0015295-0.0036737i,-0.00069471-0.0026978i,0.00053672+0.00021055i,0.0009103+0.0023371i,0.00049018+0.002346i,0.0002966+0.002068i,4.022e-05+0.0021258i,-0.00040139+0.001047i
