-0.001256-0.00016756i,-0.0009272-0.00086048i,-0.0015103-0.00091044i,-0.0020595-0.0010743i,-0.00201-0.00069264i,-0.0016341+0.00015769i,-0.0014045+8.5649e-05i,-0.00072555+0.00051723i,0.00018884+0.00063134i,0.0010706-0.00030596i,0.0013907-0.00050156i,0.00083125-0.000604i,0.00056313-0.00075511i,0.00030417-0.0010391i,0.00011832-0.00066935i,0.00018961+0.00028604i,0.00016724-0.00016849i,0.00097947-0.00032297i,0.0011578-0.00025219i,0.00051764-0.00073802i,0.00011149-0.0006552i,-0.00041093-0.00052111i,-0.00022777-0.0004488i
0.00023681-0.0012374i,0.0011126-0.0008187i,0.0013686-0.0010927i,0.00031351-0.001006i,-0.00091254-0.0012485i,-0.0012351-0.0012044i,-0.0012886-0.00058977i,-0.0012169-0.0003566i,-0.00074852-0.00020559i,0.00011304+1.4708e-05i,0.00046698+0.00049758i,0.00049645+0.00032318i,0.00070573-0.00025228i,0.00067298-1.663e-05i,0.00018321+0.0005041i,-1.9741e-05+0.00056669i,0.00029491+5.6669e-05i,0.00069838-0.00040456i,0.00049051-0.00037966i,-0.00018721-0.00069355i,-0.00033379-0.00059997i,7.0569e-05-0.00040713i,-0.00049233-0.00058057i
-0.00032829+0.00059994i,-0.00027067+0.00066381i,-0.0013278+0.00013721i,-0.0023763-0.00079956i,-0.0019751-0.00051754i,-0.0016273-0.00025559i,-0.0016241+0.00023991i,-0.0011882+0.00065817i,-0.00037774+0.00084147i,-7.6504e-05+0.00073822i,-3.4981e-05+0.00082673i,7.8419e-05+0.0005893i,-0.00030701+0.00063476i,-0.00074167+4.2221e-05i,0.00021149-0.00081626i,-0.00010001-0.001185i,-0.00098955-0.0005818i,-0.00051314-5.9254e-05i,-0.00032918+5.74e-06i,-0.00019766+0.00054352i,-0.00024705+0.0011966i,-0.00044365+0.0010393i,-5.5465e-05-0.00061004i
0.0012539-0.00071472i,0.0010057+0.00023982i,0.0011863-0.0003925i,0.00031196-0.0011413i,-0.00094398-0.0013157i,-0.0016894-0.0016215i,-0.0018374-0.00056816i,-0.0012072+3.8605e-05i,-9.9549e-05+0.00029712i,0.00028819+0.00061775i,0.00071328+0.00062085i,0.00063064+0.00072933i,-0.00079431+0.00063985i,-0.0019551-6.9709e-05i,-0.0014617-0.00027253i,-0.0011625+0.0002691i,-0.0009657-0.00017569i,0.0001264-0.00080926i,0.00046602-0.00077742i,3.5736e-05-0.00047383i,-0.0002902-0.0001965i,-0.00055224-0.00036193i,6.4216e-05+0.000211i
0.00050729-0.00017591i,0.00029187+0.00016135i,0.00047514+0.00079391i,-0.00025094-0.00058186i,-0.0016461-0.0018033i,-0.0025122-0.00093494i,-0.0021791-0.00054888i,-0.0015802-0.00032242i,-0.00061544+6.5577e-05i,0.00021881+0.00062702i,0.00029603+0.00074389i,-2.4631e-05+0.00067373i,-0.0012223+2.8115e-05i,-0.0010695-0.00018147i,0.00043905+0.00019111i,0.00065594+0.00039444i,0.0003809+8.8354e-05i,-0.00014148-0.00060994i,-0.00031641-0.0010857i,6.9618e-05-0.00096596i,0.00017248-0.00052044i,2.6168e-05-0.00012698i,4.0409e-05+0.00038317i
-0.00046178-0.0034457i,-0.0010794-0.0026472i,-0.0014337-0.0014518i,-0.001779-0.00071522i,-0.0017601-0.001047i,-0.0018986-0.00096006i,-0.0015273-0.00034764i,-0.00068811-0.00013028i,-0.00043965-0.00022423i,-0.00091111-0.00047072i,1.6024e-05-0.00056524i,0.0012936+0.00037097i,0.00081607+0.00041493i,0.00025193+0.00045385i,-2.1273e-05+0.000246i,2.9318e-05-0.0007351i,0.00028992-0.00090075i,8.141e-05-0.00092187i,0.00026681-0.00099789i,0.0004836-0.00060746i,-0.00022582-0.00030355i,-0.00016467-0.00064431i,0.00046066-0.0006921i
0.00052228-0.0016518i,-0.00032573-0.0019995i,-0.00056691-0.0025937i,-0.00048112-0.0020382i,-0.00047406-0.00059339i,-0.00078291+0.00036943i,-0.001025+0.00069635i,-0.00048345-0.00010226i,-1.2816e-07-0.00046133i,-4.6778e-05-3.9013e-05i,0.00028194-4.5879e-05i,0.00061233+6.8018e-05i,0.00053488+0.00049468i,0.00039423+0.00080557i,0.00028081+0.00047759i,-1.4919e-05-0.0003078i,8.4478e-05-0.00052537i,0.00075497-0.0002481i,0.00028755+6.0211e-06i,-0.00043996-0.00041062i,-0.00050101-0.00071066i,-0.00041437-0.00076888i,-4.9119e-05-0.00062726i
0.0016184+0.00016899i,0.0016866+0.0013569i,0.0011541+0.0017133i,-0.00057573+0.00029858i,-0.0017292-3.453e-05i,-0.0027859+0.00039691i,-0.0018438-0.00020455i,-0.0004198-0.00016358i,-0.00089284+0.00024426i,-0.00097273+0.00065204i,-0.00019757+0.00093093i,-0.0006851+0.0013109i,-0.00074285+0.0014193i,-0.00051668+0.0012286i,-0.00034921+0.0010531i,2.9859e-05+0.0017878i,0.00026056+0.0015718i,0.00055199-5.7378e-05i,0.00030087-0.00065508i,0.00013395-0.00060737i,0.00031397-0.00055448i,0.00056046-0.00040019i,0.00073907-0.00029841i
-0.00057336+0.00013277i,-0.00054712-0.0011431i,0.00057885-0.001679i,0.00090477-0.0026263i,-0.00012839-0.0027265i,-0.0012196-0.0012745i,-0.0016038-0.00042368i,-0.00081821+3.3224e-05i,-0.00011222+0.00029159i,2.0794e-05+0.00045269i,0.00014243+0.00043686i,-0.00050795-0.0001693i,-0.00151-0.0005331i,-0.0014319-0.00058884i,-0.00092682-5.3058e-05i,-0.0011769-0.00015851i,-0.00077049-0.00075714i,8.6278e-05-0.00020075i,0.00058182+0.00018133i,0.00053708-9.7647e-05i,0.00042002-0.00039324i,-1.2847e-05-0.00073535i,0.00018403-0.00017707i
-0.0015927-0.00054689i,-0.0013882+0.0011014i,0.00026884+0.0013451i,0.00087737+0.00019928i,0.00047634-0.00022248i,2.7578e-05-0.00016347i,-0.00078754-0.00028808i,-0.001082-8.6593e-05i,-0.00047249+0.00075085i,-0.00016591+0.0009671i,0.00050915+0.001688i,0.0012612+0.001807i,0.0018281+0.00066794i,0.0017467-0.00049411i,0.00087652-0.00096433i,-0.00019352-0.0006098i,-0.00064747-0.00018321i,-0.00036923+0.00016785i,0.00019097+0.00015703i,0.00063992-0.00025204i,0.001162-0.00051863i,0.00092522-0.00022566i,0.00059345-0.00010092i
-0.00095536-0.0013154i,-0.001246-0.00089514i,-0.0012201-0.00059286i,-0.00039773-0.00027592i,-0.00070071-0.00033156i,-0.0015556-0.00081401i,-0.0012201-0.0010511i,-0.00084701-0.0011404i,-0.00091998-0.00061367i,-0.00035454+0.00070482i,0.00019651+0.0011947i,2.3962e-05+0.0010281i,-0.00029687+0.00032779i,-0.00037675-3.7164e-05i,0.00016203+0.00026203i,-0.00018104-0.00021344i,-0.0010861-0.00093395i,-0.00082542-0.00073219i,-0.0005936-0.00044196i,0.00024932-0.00069825i,0.00021773-0.0003038i,-0.00094085+0.0005401i,-0.00063251+0.00040409i
-0.0012867+2.4189e-05i,-0.0010179-0.00026877i,-0.00083265-0.00058762i,-0.001045-0.0002869i,-0.0015268+0.00023925i,-0.0022937-0.00020522i,-0.002219-0.0010756i,-0.0015845-0.0007164i,-0.00075798+0.00045785i,-3.1985e-05+0.00085604i,0.00029297+0.0010393i,0.00027809+0.0014247i,-0.00028906+0.0011055i,-0.0015379+0.00035725i,-0.0014675-0.00015713i,-0.00028099+0.0003683i,0.00051492+0.00066054i,1.7862e-05+0.00020371i,-0.0010633-0.00052082i,-0.00081212-0.0014803i,-4.5269e-05-0.00051171i,0.00037585+0.00094457i,-0.00047609+0.00063461i
0.00026837-0.00017452i,0.00040751-0.00021361i,0.0012432-0.00049295i,0.0008832-0.0010177i,-0.0009828-0.0013337i,-0.0017211-0.00088971i,-0.00094374-0.00052451i,-0.00048137-0.00031454i,0.00017925+0.00012158i,0.0006125+0.00050751i,0.00023723+0.0004801i,0.00057446+0.00028047i,0.00097692+0.0001723i,-0.00063294-0.00048372i,-0.0010188-0.0014461i,-4.4018e-05-0.0013754i,-0.00011933-0.00060813i,-0.00032008-0.00025608i,0.00027513-0.00082208i,0.00013689-0.00064722i,-0.00031945+0.00059073i,-7.3595e-05+0.00087008i,-0.00046926+0.00067068i
0.00041576-0.0013957i,-0.0015351-0.0013263i,-0.0026896-0.0001829i,-0.002634-0.00010251i,-0.0021291-0.00061373i,-0.0017653-0.00019366i,-0.00084327+0.00014426i,-6.3969e-06+0.00012478i,0.00043271+0.00042582i,0.00018357+0.0009014i,0.00021643+0.00086101i,0.00023873+0.00041907i,-0.00050916-0.00010742i,-0.00063858+5.4966e-05i,-0.00031384-3.291e-05i,-0.00032493+0.00055119i,-0.00015998+0.00077409i,8.8943e-05+0.00025284i,0.00022739+0.00033893i,0.00027415+0.00045401i,4.3682e-05+9.9202e-05i,0.00027351-0.00067779i,0.00057013-0.00065646i
-0.00080579+0.00097262i,-0.00043805+0.00080062i,0.0010656+2.3773e-06i,0.0015022-0.00055267i,0.00011825-0.0013916i,-0.00095767-0.0017865i,-0.00058668-0.00085572i,-0.00068534-6.8892e-05i,-0.00085333-0.00023466i,0.00023941-0.00040185i,0.00044088-0.00022102i,0.00067072-0.00022001i,0.00083165-0.00026909i,0.00028061+0.00011952i,-0.00025444+1.6116e-05i,7.9248e-05+0.00012116i,9.3349e-06-0.00046482i,-0.00050797-0.0018677i,-0.00042694-0.00092803i,-9.5832e-06+0.00025335i,0.00015642+7.3838e-05i,9.2497e-05-0.00026778i,0.00039017-0.00031766i
-0.001286+0.0010689i,-0.00054683+0.00097163i,-0.0011902+0.00094274i,-0.0011501+0.00099381i,-0.00016995+0.001111i,-0.0010708+0.00042656i,-0.0024823-0.00077513i,-0.0020129-0.0011226i,-0.00049352-0.00076291i,8.7935e-05-0.0011i,0.00024851-0.00055665i,0.00055604+0.00030621i,0.00085502+0.0001842i,0.00097282-0.00023775i,0.0012276-0.00071784i,0.0011174-0.00075218i,0.00019962-0.00069793i,-0.00061496-0.00093675i,-0.00080669-0.00019628i,-0.00077223+0.00063665i,-7.5596e-05+0.00066082i,0.00059908+0.00060223i,0.00097685+0.00067596i
0.0003013-0.00073737i,0.0014176+0.00037912i,0.0014077+0.0011201i,0.0010618-0.00073763i,5.0237e-05-0.002495i,-0.0017488-0.0019059i,-0.0026274-0.00083165i,-0.0016211-0.00011385i,-0.0006677+0.0001511i,4.5726e-05+0.00044473i,0.00087829+0.00067914i,0.0015136+0.0006278i,0.0012608+0.00025103i,3.8557e-05-0.00039909i,0.00011383-0.00017191i,0.00038614+0.00024461i,0.00014894-0.00037969i,0.00025343-0.00053521i,0.00056-0.00043956i,0.0002475-8.8576e-05i,-0.00022539+0.00058448i,-4.9116e-05+0.00017934i,-9.164e-05-0.00027895i
-0.0010075+0.00016143i,-0.00063771-0.00023164i,0.00034675-0.00083334i,-1.2831e-05-0.00092053i,-0.00071352-8.7551e-05i,-0.00052255-0.00036776i,-0.00071426-0.001412i,-0.00091389-0.0011082i,-0.00063253-6.0399e-05i,-0.0004156+0.00060769i,-0.0001518+0.00059466i,0.00030105-7.8385e-05i,0.00037641+0.00036075i,1.4406e-05+0.0014932i,-6.0221e-05+0.0011774i,0.00036773+0.0001697i,0.0012252-0.00015556i,0.0010804+2.2419e-05i,-0.00021982+0.00013824i,-0.00095248-0.00026741i,-0.0011576-0.00034774i,-0.00070751-9.1e-05i,0.00012964+0.00022257i
-0.00066259+0.0012168i,-0.0011593+0.00097944i,-0.00054507+0.00083694i,6.028e-05+0.0010055i,-0.00090793+1.6884e-05i,-0.0014388-0.00043783i,-0.0013923-0.00030818i,-0.00081995-0.00063534i,-5.4471e-05-5.1582e-05i,0.0001606+0.00052046i,0.00021207+0.00046873i,0.00017356+0.00080771i,-4.1981e-05+0.00043355i,-0.00061859-0.00031894i,-0.00096802-0.00028154i,-0.0012708-0.00064818i,-0.00090058-0.00072127i,-0.0002954-0.00044782i,-0.00035033+0.00015386i,7.9224e-05+0.00035293i,0.000613-0.00016452i,0.00055089-0.0001016i,0.00028741+0.00023396i
0.00064614-0.00023891i,-0.00011192-0.00017262i,-0.00027503-0.00039339i,-0.0006723-0.0010164i,-0.001841-0.001419i,-0.0022829-0.00093772i,-0.0015048-0.0009212i,-8.7299e-05-0.0013876i,7.2651e-05-0.0011635i,-0.0011363-0.0004729i,-0.0008023-0.0005267i,-0.00039035-0.00019407i,-0.00129+0.00062344i,-0.0016978+0.00020121i,-0.0013678-0.00045189i,-0.00068961-0.00019338i,0.00051116+0.0001385i,0.00077548-0.00027984i,-4.5979e-05-0.00069996i,0.00028642-0.00029537i,0.0007273+0.00046528i,0.00042827+0.00050193i,0.00011928-1.9386e-05i
-0.00075226-0.0015998i,-0.00056156-0.001748i,-0.0003273+0.00030281i,-1.6898e-05+0.001171i,-0.00037595-0.00048097i,-0.0014838-0.0014745i,-0.0014961-0.001115i,-0.00069367+0.0002115i,-0.00056454+0.0013209i,-0.001256+0.0011244i,-0.00073416+0.00079864i,0.00069911+0.0006094i,0.00041431-0.00037439i,-0.00031037-0.00052143i,-0.00046181-0.00016325i,-0.00019179-0.00068543i,4.7098e-05-0.0014631i,0.00017149-0.0013196i,0.00027538-0.00066387i,-0.00011725+4.2163e-05i,0.00012917+0.00031172i,0.00060074+0.00017666i,-5.8107e-05+0.00042307i
-0.00054034-0.0003836i,-0.00088738-0.00025349i,-0.001288-0.00039238i,-0.0010259-0.0016191i,-0.0004456-0.0011259i,-6.7493e-05-0.00063244i,-0.00042232-0.0010749i,-0.0010126-0.00088607i,-0.00044807-0.0004547i,0.00045132+0.0001746i,0.00039027+0.00055974i,7.1316e-05-7.0917e-06i,5.5842e-06-0.000171i,0.00021951+3.1752e-05i,0.00058584+0.00055843i,0.0009577+0.00092128i,0.0005617+0.0010684i,0.00019266+0.00018361i,5.2056e-05-0.00074896i,-1.3733e-05-0.0004042i,-6.8773e-05-0.00010037i,-0.00066569-9.2489e-06i,-0.00050956+0.00017853i
-0.0024054+0.00050927i,-0.0025406+0.0013652i,-0.0011346+0.0019838i,0.00019623+0.0016109i,7.67e-05+0.0010691i,-0.00061831+0.00056425i,-0.00097555+7.1645e-06i,-0.00044061-0.00050768i,-0.00031911-0.00042054i,-0.00098243+0.00019176i,-0.00070053+0.00061029i,0.00035186+0.00044982i,0.00085091-0.00048413i,0.000371-0.00078474i,-0.00049643-0.00017898i,-0.0014051+0.00037835i,-0.00099812-0.00021734i,0.00020871-0.0013386i,-1.9033e-05-0.0016538i,-0.00046783-0.0015168i,8.0048e-05-0.0010363i,0.00048432-0.00028367i,0.00048999+0.00013835i
-0.003573-0.00071551i,-0.0034439-0.00010654i,-0.001693+0.00047138i,-0.0011959-0.00032046i,-0.0016139-0.0013305i,-0.0012828-0.0011598i,-0.0013405-0.00031968i,-0.0010204+0.00019208i,-0.00021358+0.00050397i,0.00015857+0.00065602i,-6.24e-05+0.00074161i,-0.0002053+0.00078055i,-0.00029935+0.0001706i,-0.00045159-0.00044206i,-0.00033451-0.00063408i,0.00016562-0.0003242i,0.0001618+0.00037122i,-0.00075136-0.00025706i,-0.0017024-0.00079443i,-0.0011598-0.00072015i,-0.0005732-0.0006283i,-5.6935e-05-0.00016705i,0.00060853+7.4724e-05i
-0.00036623-0.0017293i,-0.00059239-0.0016112i,-0.00094124-0.00043099i,-0.00035176-0.00020393i,-0.00033228-0.00013766i,-0.0012984-0.00033335i,-0.001577-0.00090925i,-0.0010015-0.0010942i,7.7689e-05-0.0014845i,0.00050724-0.0011009i,0.00047189+0.00057932i,0.00041037+0.0010725i,0.00043681+0.00044749i,0.00029972+0.00098165i,1.6257e-05+0.0014459i,-0.00034129+0.00053666i,-0.00064596-0.00018403i,-0.00075421+0.00023957i,-0.00044532+0.00062731i,-0.0005182+0.00032776i,-0.0011558+0.00097188i,-0.00053309+0.0010382i,0.00018955-7.8129e-05i
0.0014438+0.0011239i,0.00064804+0.0014312i,0.0011671+0.0019336i,0.0015204-5.6663e-05i,0.00037655-0.0027048i,-0.0010384-0.0032402i,-0.0018028-0.0015887i,-0.0015447-0.00016259i,-0.00059999-2.1875e-06i,-0.00041343+1.2695e-06i,-0.00065595+5.6352e-05i,-0.00025702+9.7714e-05i,-0.00016892+0.00015218i,-2.4354e-05-0.00017528i,-9.3272e-06+0.000136i,-0.00034799+0.00033846i,-0.00055395-0.00045356i,-0.00046698-0.00028385i,7.7105e-05+0.00053617i,0.00037824+0.00084191i,0.00012566+0.00040112i,-0.00058295+0.00027392i,-0.00059726+5.1577e-05i
-0.0015536+0.00018167i,-0.0011515+0.00056347i,-0.0010007+0.00038958i,-0.00059296+0.00022516i,-0.0005787+0.00012703i,-0.0017405+0.00043089i,-0.0024486+0.00037431i,-0.0016364+0.00034257i,-0.00016424+0.00065641i,0.00059752-0.00040724i,0.0010842-0.00076241i,0.00070752+0.00028025i,-0.00015931+0.00024736i,-0.00010746-0.00041983i,0.00038082-0.00047672i,0.00022482-0.00020303i,5.5402e-05-0.00030576i,0.00012833-4.0581e-05i,-1.8677e-05+0.00015268i,-0.00027682+0.00036606i,-0.000164+3.3514e-05i,-0.00018913-7.177e-05i,-0.0005208+0.00039945i
-0.00032437-0.00030753i,-0.00090884+4.721e-05i,-0.00021273+5.8903e-05i,-0.00053191-0.0011826i,-0.0015532-0.0023275i,-0.0016501-0.0017128i,-0.001402-0.0011072i,-0.0011087-0.00067256i,-0.00070141+0.00030702i,-0.00023141+0.00056376i,0.0004748+0.00086155i,0.00078052+0.00056118i,0.0013215-0.00011914i,0.00048919+0.00043791i,-0.0010187+0.00030436i,-0.0010922-4.8452e-05i,-0.00056338-0.00043872i,0.00013213-0.00038364i,0.0005772-0.000183i,0.00026673-0.00020575i,0.00027538+0.00029513i,0.00018961+0.00059246i,0.00038385-0.00010588i
-0.00032099-0.0018317i,-0.00074418-0.0023286i,-0.00066891-0.0010847i,-0.00065758-0.00082097i,-0.0012797-0.0012081i,-0.0015631-0.0010376i,-0.0016671-0.00069357i,-0.001309-0.00035798i,-0.0005668+0.00013495i,0.00013329+0.00045577i,0.0001735+0.00034432i,-0.00023354+0.00017183i,-0.00015139-0.00042122i,5.6607e-05-0.00043894i,-0.00036548+8.1513e-05i,-0.00038391+0.00026146i,-0.00028903+2.3554e-05i,-0.00036708-0.00049464i,9.8214e-05-0.00060153i,0.00024214-2.9909e-05i,-0.00020853+0.00025797i,-0.00037538+4.0403e-05i,-0.00030965-2.3664e-05i
-0.00051221-0.0016016i,-0.00013029-0.0021007i,-0.00047334-0.0023097i,-0.00031645-0.0023111i,1.1651e-05-0.001166i,-0.00039748-0.00016751i,-0.00059462+0.00022071i,-0.00082554-0.00031038i,-0.0011109-0.00043148i,-0.00067942+4.1863e-05i,0.00034248+0.00078786i,0.00089377+0.00079956i,0.0005088+0.00091536i,-0.00011288+0.00072805i,0.00033375-0.00010152i,0.000889-0.00013095i,0.0010407+0.00014677i,-0.00021219+8.793e-05i,-0.0011591-0.00030584i,-0.0006636-0.00069599i,-7.13e-05+1.4232e-05i,0.00055364+0.0002227i,0.0011453+7.5622e-05i
0.0022093-0.00099044i,0.0017534-0.0016061i,0.0010073-0.0019292i,-0.0006799-0.0011189i,-0.0022589-0.0010036i,-0.0021665-0.0014739i,-0.0010745-7.7791e-05i,-0.00040482+0.00059821i,0.00014185-0.00073277i,5.4188e-05-0.0009777i,-0.00096694-0.00011328i,-0.00090079+0.0012472i,5.448e-05+0.0015482i,-4.5049e-05+0.00061329i,-0.001055+0.00082395i,-0.001621+0.00081856i,-0.00039078-6.571e-05i,0.0010003+8.6725e-05i,0.0012394-7.7998e-05i,0.00066963-0.0008981i,8.6712e-05-0.001085i,0.00021274-0.00072284i,0.00035246-0.00035386i
-0.0010649-0.00070156i,-0.00057508-0.00082053i,-0.00075461-0.00093897i,-0.0010596-0.0015861i,-0.0011079-0.0020459i,-0.0017009-0.0018256i,-0.0018329-0.0017113i,-0.0013318-0.0012682i,-0.00054824-0.00028891i,-0.00011471+4.4522e-05i,-0.0001426-8.7013e-05i,-0.00015943-8.5178e-05i,0.00052797+0.00016253i,0.00073944+0.00050785i,0.0011424-0.00017602i,0.00046686-0.0010047i,-0.00028375-0.00052771i,0.00037371+0.00053788i,3.9439e-05+0.0010871i,-0.00065205+0.00090153i,-0.00034828-0.00046005i,5.5602e-05-0.0012006i,-4.6141e-05-0.001027i
-0.0014494-0.0011275i,-0.00083851+2.6095e-05i,-0.0011166+0.00054281i,-0.0017521+0.00048892i,-0.0017156+0.00027021i,-0.0014343+0.00015704i,-0.00081354+3.1161e-05i,-0.00073405+0.00016523i,-4.2485e-05+0.00019953i,0.0010127+0.00089094i,0.0009479+0.0007134i,0.0011943-0.00030557i,0.00084253+0.00025124i,-0.00023843+0.00083148i,-0.00042079+0.00021174i,-0.00014456+8.6373e-05i,-0.00065633+6.7181e-05i,-0.00053142-3.313e-05i,0.00028802-0.00022602i,0.00091691+2.5688e-06i,0.0011203-2.3944e-05i,0.00057359-0.00037114i,0.00032617-5.4099e-05i
-0.001132-0.00091244i,-0.00073476-0.00096385i,7.8049e-05-0.00077468i,-0.00065989-0.00089353i,-0.0019655-0.0014064i,-0.0015105-0.001627i,-0.0010533-0.0013557i,-0.00084912-0.00098677i,-0.00057464-0.00017249i,1.4653e-05+0.00046134i,0.0004566+0.00072119i,0.0010877+0.0010342i,0.0008751+0.000716i,0.00028083+0.00040274i,7.4483e-05+0.00051868i,-0.00041038+0.00078049i,-6.3151e-05+0.00082656i,0.00018731+0.00078532i,0.00025051+0.00043935i,5.6304e-05+2.3809e-05i,-6.8963e-05-4.0641e-05i,-0.00059091+0.00030424i,-0.00092807+4.0445e-05i
0.00082919+0.00092261i,0.00070803+0.0014853i,-0.00041629+0.00078514i,-0.00053804-0.0009527i,-0.00084143-0.0015869i,-0.0019945-0.0018957i,-0.0019004-0.0019078i,-0.0010564-0.0010649i,-0.00060826-0.00036948i,-4.7794e-05-0.00025916i,-0.00037403+0.00022635i,-0.0014432+0.00034419i,-0.001015-2.5175e-05i,-8.3432e-05-0.00095207i,0.0004049-0.00087253i,-0.00073542+7.8112e-06i,-0.0013624+0.00012214i,-0.0011039-0.00018425i,-0.0010581+0.00022617i,-0.00027516+0.00025468i,0.00033985+0.00032848i,-0.00028446+0.00042649i,-0.00064422-0.00028401i
-0.0010233+9.16e-05i,-0.00091154+0.00043829i,0.00024593+0.00013022i,0.00074041-0.0013583i,0.0006088-0.0018401i,1.3507e-05-0.0011306i,-0.0010697-0.00093756i,-0.0017545-0.00097128i,-0.0015272-0.00046934i,-0.00068813-0.00015726i,-4.6184e-05-0.00058559i,-0.00067625+3.102e-05i,-0.0013207+0.00062061i,-0.0011044-5.8804e-05i,-0.00067875-0.00053678i,8.3205e-05-0.00048655i,0.0007007-0.00019772i,0.00089221-0.00024896i,0.0014279+0.00031268i,0.0013865+0.00013481i,0.00079485-0.00018988i,0.00026935+0.00033796i,6.6005e-05+0.00052174i
7.4157e-05-0.00050676i,-0.00085868-0.0012147i,-0.00045983-0.00077881i,-0.00019577-0.00025901i,-0.0011119-5.668e-05i,-0.0021064+0.00035475i,-0.0015492-0.00014665i,-0.0001732-0.00068014i,0.00030819-0.00012838i,-0.00023719+0.00065069i,-0.0010583+0.00085942i,-0.0012299+0.00032012i,-0.00055063-0.00026527i,4.9903e-05-0.00053246i,-0.00014024-0.000933i,-0.00011571-0.0002008i,0.00016313+0.00074794i,6.4536e-05+0.00029021i,-0.00034648-0.00053667i,-0.00039398-0.00045237i,0.00034834+5.5013e-05i,0.00054402-0.00019735i,0.00081955-0.00026953i
6.5764e-05-0.0015388i,0.00063014-0.00088349i,0.00095094+0.00039641i,0.00061688+0.00035573i,-0.0002586-0.00054552i,-0.0006539-0.0013232i,-0.00029949-0.00099123i,0.0001093+2.3516e-05i,0.00023317+6.026e-05i,8.0723e-05-0.00030748i,-0.00036324-0.00048444i,-0.00056591-0.00021496i,9.757e-05-0.00043991i,5.0469e-05-0.00083436i,-0.00014585-0.00068162i,7.4461e-05-0.00028829i,0.00018274+1.2312e-05i,0.0006273+5.264e-05i,-0.00025476-0.00025055i,-0.00082965-0.00050135i,-0.00077858-2.4788e-05i,-0.00059875+0.00037074i,-0.00014851-0.00043932i
0.00015753-0.0013841i,-0.0013782-0.00094097i,-0.0022457-0.0013764i,-0.0024388-0.0021568i,-0.0025305-0.0023456i,-0.0019113-0.0019641i,-0.00085418-0.00096443i,-0.0012839-0.00046367i,-0.0016071-0.00058256i,-0.00058428+2.4393e-05i,0.00017155+0.00069432i,-0.00030832+0.00032752i,-0.00025983-0.00013907i,0.00030528+0.00032762i,-9.1898e-05+0.00053402i,-0.0002654-0.00010918i,-0.00024007+0.00032899i,0.00054337+0.00074415i,0.00079379+0.00029579i,-3.0256e-05-0.00027865i,-0.00031907+1.3908e-05i,-0.00028698-2.0938e-05i,-0.0005172-0.00074748i
-0.004692+0.0009273i,-0.0035001+0.0020642i,-0.00095395+0.0032428i,0.00021159+0.0020806i,-4.6174e-05+0.00036576i,-0.00022107-0.00023158i,-0.0013914-0.00075922i,-0.0018738-4.6553e-05i,-0.0010567+0.00060297i,0.00016875+0.00019155i,0.00067224+0.00016378i,0.0009346-0.00030789i,0.00078129-0.0011126i,0.00023151-0.00086583i,0.00055891-0.00086857i,0.00070396-0.0010825i,0.00028642-0.00011964i,8.0304e-05+0.00047146i,-0.0004407-0.00058315i,-0.00064205-0.0011949i,-0.00055884-0.00044518i,-0.00035743+5.4441e-05i,0.00048511+6.24e-05i
-0.0010388-0.00191i,-0.0014965-0.0013501i,-0.0015843-0.00023297i,-0.001041+0.00044382i,-0.00085599+4.569e-05i,-0.00036929-0.00088724i,2.6156e-05-0.001075i,0.00014404-0.00045843i,2.3647e-06+0.00023824i,0.00036799+0.00059853i,0.00041369+0.00084626i,0.00096719+0.001292i,0.0010798+0.00074069i,0.00011653-0.00039257i,-0.00034191-0.00072737i,0.00010303-0.00088441i,0.00081174-0.0013691i,0.00044519-0.001171i,-2.4064e-05-6.334e-05i,0.00011844+0.00017127i,0.00051336+4.9714e-05i,0.00013328-0.00026415i,0.00039582-0.00046024i
-0.00077328+0.00043473i,-0.00055459+0.00067272i,0.00038635+0.00044923i,-0.00015188+0.00033752i,-0.0011724+0.00040976i,-0.0012304-0.00046835i,-0.0010905-0.0016044i,-0.0003698-0.0014567i,0.00051509+0.00014128i,0.00031073+0.0014778i,9.6429e-05+0.0015944i,-5.1945e-05+0.00089632i,-0.00038522-0.00018357i,-0.00060322-0.00040939i,-0.0008511-6.8718e-05i,-0.00042999-0.00038568i,-6.6881e-05-0.00030359i,-0.00063593+0.00023189i,-0.00065907+8.3221e-05i,4.4146e-05-0.00042348i,4.863e-05-0.0002962i,6.3457e-05+0.00056741i,0.0003557+0.00043161i
-0.00018071-0.00025834i,-0.00086842-0.0010768i,5.6841e-05-0.0012782i,0.00013508-0.0009369i,-0.0018794-0.0014144i,-0.0023747-0.0011144i,-0.00095638-0.00088903i,-0.00019997-0.00065257i,-1.878e-05-4.8007e-06i,-0.00021179+0.00079027i,-0.00061578+0.00052631i,-0.00082898-0.00030038i,-0.0010605-0.00046911i,-0.00083637-0.00045614i,-0.00029636-7.4354e-05i,0.00040768+1.4099e-05i,0.0010585+0.00020702i,0.0010897-5.9746e-05i,4.0038e-05-0.00047474i,-0.0008867-0.00070365i,-0.00057408-0.0010839i,0.00046691-0.00037724i,0.00091747+0.0007094i
