-0.0023886+0.0016377i,-0.0022975+0.0020343i,-0.0019431+0.0014354i,-0.0012534+0.0010037i,-0.00038815+0.0012014i,0.001099+0.00086767i,0.0021279-6.3467e-05i,0.0015844+0.00012792i,0.0010168+0.00015107i,0.00067783-0.00010139i,0.00073236-0.00042846i,0.00061465-0.00073133i,0.00087501-0.00086993i,0.00084334-0.0007448i,0.00074193-0.00058842i,0.00064959-0.0013914i,0.00031416-0.001533i,5.0051e-05-0.00071619i,-0.00034819-0.00037035i,-0.00044477-0.00059771i,-0.00034986-0.00024691i,-0.00045827+0.00043677i,-0.00083621+0.00059293i
-0.0010215+0.002715i,0.00034899+0.0023835i,0.0032417+0.0015047i,0.0035931+0.00013021i,0.0020724-0.0011389i,0.00097782-0.0010022i,0.00014331+0.00044271i,-0.00044159+0.00058962i,-0.00044509-0.00012601i,-6.1654e-05-0.00048968i,0.00019184-0.00046902i,-9.2532e-05-0.00021353i,-0.00088988-0.00040943i,-0.0013367-0.0016279i,-0.00088021-0.0019398i,-6.6304e-05-0.00074831i,0.00017576+7.9345e-05i,-0.00028622+0.00030345i,-0.00049628+0.0003322i,-0.00060138+0.00028414i,-0.0007083+0.00038571i,7.7123e-05+0.00083721i,0.00064645+0.00029622i
0.0033232+0.0022775i,0.003622+0.0019012i,0.0055036-0.0005257i,0.0042064-0.002368i,0.00099978-0.0027142i,-0.0017131-0.0016687i,-0.0015668-0.00015535i,-0.0003134+0.00018869i,0.0003869+1.4346e-05i,0.00038889-0.0015049i,-0.00041136-0.002003i,-0.0014453-0.0010795i,-0.0020558-0.00045464i,-0.003087-0.00021734i,-0.0033256-0.0003677i,-0.0022457+2.8318e-05i,-0.0012396+0.0003228i,-0.00018985+0.00013796i,-4.4811e-05+0.00028651i,-0.00052458+0.00024946i,-0.00042205+0.00027072i,3.6421e-05+0.00061602i,0.00012513+8.2981e-05i
-0.005359-0.0027024i,-0.00654-0.0011614i,-0.0082208+0.0021975i,-0.0047385+0.0046133i,0.00021888+0.0053545i,0.0044738+0.0038268i,0.0045978+0.00039822i,0.0012783-0.0020974i,-0.0010353-0.0015895i,-0.00089803+0.00026815i,0.0001243+0.0010048i,0.0018614+0.00074314i,0.0034003+0.00031741i,0.0042552-7.5385e-05i,0.0037375+5.4426e-05i,0.0018641-0.00020325i,0.00014905-0.00012211i,-0.00021922+0.000115i,0.00014387-0.0012162i,-0.00053064-0.0019641i,-0.0006812-0.00068085i,-0.00067445+0.00055624i,-0.00076566+0.00038316i
0.00071767-0.0014875i,6.831e-05-0.0012241i,-0.0012431-0.0013976i,-0.0015274-0.0017583i,-0.00031207-0.0010478i,0.0019882-0.00051666i,0.0027753-0.00026221i,0.0014864-5.3409e-05i,0.00030939+0.00015674i,-0.00054945+0.00050665i,-0.0011418-0.00014121i,-0.00102+0.00037007i,-0.00029838+0.0010325i,0.00078278+0.0009708i,0.0011771+0.00056772i,0.00065022+1.8542e-05i,0.00051181+0.00051752i,0.00015535+0.00074932i,0.00079346+0.00023315i,0.00091882-0.00032671i,-0.00044559-3.377e-05i,-0.0001225+0.00037771i,0.00062601+0.00039646i
-0.0022036-0.0012544i,-0.002091-0.00071643i,-0.0014444+0.00025055i,6.6446e-05+0.00010738i,0.001106+0.00014889i,0.0016246+0.00043913i,0.0016452-0.00025839i,0.00089273-0.00036032i,-0.0010354+0.00045368i,-0.001708+0.00048803i,-0.0015521+0.00061798i,-0.001164+0.00015882i,3.4459e-05-0.00069285i,-0.0001135-0.00078559i,-6.0752e-05+2.6649e-06i,0.00057751+0.0002688i,-9.5724e-05-0.00056291i,-0.00058239-0.0012597i,-0.00019249-0.0012265i,-1.6996e-05-0.00074844i,0.0001168-0.00026319i,-5.2834e-06-0.0003748i,-3.0365e-06-0.00054548i
0.0018959-0.0011149i,-0.0012168-0.0016269i,-0.0030958-0.0013285i,-0.0021516-0.00051047i,-0.00125-0.00016197i,-0.0001113-6.0806e-05i,0.0012645-0.00032665i,0.00086124-0.00049491i,0.00028641+2.4722e-05i,-0.00010827+0.00035119i,-0.00025939+0.0004798i,0.00034386+0.00071208i,0.0007808+0.00098581i,0.00017375+0.00094408i,-0.00076609+0.0004918i,-0.00051999+0.00041493i,0.00019024+0.00040971i,0.00071084+0.00043394i,0.0011566+0.00080748i,0.00068067+0.00078093i,-0.00016644+0.00016313i,-0.00072683-0.00059876i,-0.00095388-0.0001957i
-0.001742+0.0019301i,-0.0013517+0.0028723i,-0.00039311+0.0025993i,-0.00026115+0.0018955i,-0.00019137+0.0010011i,0.00046782+0.00059994i,0.000807+0.00079607i,0.00049348-0.00060119i,6.3877e-05-0.00030893i,0.00026184+0.00068657i,0.00052998+0.00059739i,0.00055124+0.00068139i,0.00031632-0.00028812i,0.00034983-0.0017192i,0.0006344-0.0015649i,0.00053984-0.00065154i,-9.9528e-05-0.00013036i,-0.00033497+0.00039317i,-0.0006149+0.00056859i,-0.0010225+0.0002572i,-0.00081489-9.5469e-05i,-8.3723e-05+0.00034695i,-0.00037085+0.00095415i
-0.00015405+0.00056395i,-0.00037905+0.0011308i,0.0011192+0.00090969i,0.0020885+0.00087172i,0.0017971+0.0010092i,0.0017502+0.0011355i,0.001856-0.00047381i,0.0017679-0.0017546i,0.0016771-0.0022004i,0.0008005-0.0017943i,0.00010844-0.0004848i,-0.00031282-0.00010596i,-0.0003572+0.00014487i,-0.00052798+0.00078883i,-0.00033358+0.00085213i,0.00053172+0.00082864i,0.00086472+0.00026096i,0.00043608+0.00017028i,-3.7022e-05-0.00027425i,-0.00067983-0.00087431i,-0.00063867-0.0015658i,0.00013749-0.00092242i,-0.00016855+0.00091232i
-0.00079242-0.00049094i,-0.00081622-0.00079878i,-0.00037661-4.385e-06i,0.00022323+0.0016725i,0.0014835+0.0019381i,0.0033854+0.0012732i,0.0030313+0.00019505i,0.0007915-0.0013856i,-0.00083839-0.001891i,-0.00095709-0.0018933i,-0.00029782-0.0014168i,-0.00024513-0.00062402i,-0.00019927-0.00025347i,0.0001522-0.0010131i,-0.00054975-0.00081963i,-0.0013105+0.00016863i,-0.0010022+0.00040732i,-0.0005523+0.00040672i,-0.000245+0.00029508i,0.00012376+0.00045953i,-0.00046171-0.00010474i,-0.00073822-0.00082587i,-2.3434e-05-0.00035928i
-0.0015213+0.0012276i,-0.00035572+0.0012309i,0.0011557+0.0013i,0.0018347+0.0010096i,0.002154+0.00063709i,0.002194+0.00057014i,0.0012675+0.00071809i,-0.00034075+5.6724e-05i,-0.0012158-0.00017447i,-0.0011881-0.00022331i,-0.00016688-0.00096387i,0.00054377-0.00031441i,4.7383e-05+0.00056686i,-4.5512e-05+0.00011618i,-1.0013e-05-0.00061491i,-0.00017533-0.00060328i,0.00018513+0.00025768i,0.00013026+6.8875e-05i,-0.00014693-0.00044962i,0.00022448-0.00024334i,0.0005749-0.00027335i,0.0006955-0.00046272i,0.0006827-0.00041949i
-0.0001478-0.00098091i,-0.0011907-0.0013677i,-0.00050035-0.0017755i,0.00053858-0.0017714i,0.0009813-0.00083015i,0.002068-3.4602e-05i,0.0028501-5.6815e-05i,0.002512+8.4701e-05i,0.00073758+0.00078304i,-0.00059792+0.00019065i,-0.00086911-0.0007204i,-0.00053184-4.3018e-05i,-0.00020647+0.00011963i,-0.00025579-8.4981e-05i,-0.00079751-0.00086033i,-0.0011542-0.0010648i,-0.0010426+0.00029499i,-0.0011433+0.00081315i,-0.0010748+0.00034402i,-0.00081008-0.00023125i,-0.0012677-0.00040259i,-0.00059321-0.00049229i,0.00022081-0.00030833i
-0.0012242+0.0014463i,-0.0013793+0.0010826i,-0.0014312+0.00069926i,-9.3444e-05+0.00062975i,0.00045275-0.00052346i,0.0011035-0.0023965i,0.0023265-0.0025165i,0.001941-0.0012904i,0.00059571-0.00028595i,0.00034258+0.00013417i,0.00015478+0.00029937i,-0.00068007-0.00037352i,-0.00052185-0.00098805i,-0.0001949-0.00050613i,0.00036014-3.3361e-05i,-0.00020301+2.0257e-05i,-0.0012434+2.0751e-05i,-0.0014631+0.00024454i,-0.0010802+0.00027363i,-0.00011827-7.9309e-06i,-4.9167e-05+0.00069827i,-0.0012946+0.0015299i,-0.0017988+0.001049i
0.00017473-0.0011146i,-0.0010016+0.0011204i,-0.0013959+0.0012182i,-0.00044463+0.00080972i,-7.7676e-05+0.00082669i,0.00021546+0.00055772i,0.0010606-0.00037136i,0.0018026-0.0011678i,0.0010914-0.00087013i,0.00042592-0.00055342i,0.0010432-0.00017081i,0.00092478+0.00026021i,0.00073452-0.00022808i,0.00046508-0.00037701i,-0.00034664-0.00017811i,-0.00074722-0.00060418i,-0.00091514-0.00058408i,-0.00054172-0.00018467i,-0.00048459-0.00044037i,-0.00045844-0.00074976i,0.00020309-0.00023884i,0.00043884+0.00033397i,0.00082243-0.00014037i
-0.00075038-0.0006052i,-0.0001835-0.0019154i,0.00078193-0.0010119i,0.00074235-0.00035179i,0.00030559+0.00064621i,0.0003355+0.0013975i,0.00077521+0.00095939i,0.00070337-0.00038582i,0.00042095-0.0013631i,0.00023776-0.0012699i,0.00077451-0.0011656i,0.00081749-0.0010181i,0.00013119-0.00037213i,-0.0006937-0.0003334i,-0.00065043-0.00065531i,2.2081e-05-0.00037842i,0.00011272+0.00021144i,0.00025795+0.00078766i,0.0010274+0.00063844i,0.00067724+0.00031491i,0.00036415+0.00053217i,0.00053405+0.00070416i,0.00051346+0.0006495i
-0.00065292+8.1378e-05i,-0.00032606+0.00055528i,-0.00099184-0.00033187i,-0.0014975-0.00082493i,-0.0011073+0.00041951i,7.1906e-05+0.0018481i,0.0011276+0.0019394i,0.00041182+0.00082091i,-0.00058843-0.00087752i,-0.00078913-0.0014518i,-0.00087792-0.00075982i,-0.00093494-0.00024649i,-0.00048343+0.00077148i,-0.00011616+0.0018032i,-0.00011417+0.0010655i,-0.00034082+0.00034401i,-0.00052209+6.8396e-05i,-0.00030766-0.00021964i,0.00035208+3.1434e-05i,0.00041007+0.00033849i,2.9654e-05+0.00028331i,-0.00033639-0.00072311i,-2.5865e-05-0.00087254i
-0.0018214+0.00094745i,-0.002408+0.0019064i,-0.0015725+0.0032151i,0.00044265+0.0029938i,0.0021479+0.0020394i,0.0033055+0.0016637i,0.003229+0.00092577i,0.0013821-0.00012712i,-0.0013657-0.00030084i,-0.0022901+0.00040805i,-0.0014445+0.00031068i,-0.00046582-0.00029018i,0.00024081-0.00053281i,0.0009379-0.00083042i,0.0012762-0.00080026i,0.00041159-0.00010406i,-0.00013791-0.0002085i,-0.00024796-0.00024401i,-0.00081188+0.00029766i,-0.00068246+0.00081066i,-0.00017195+0.0012052i,-0.0001624+0.001146i,-0.00049421+0.00096508i
0.0031637+0.00053339i,0.0032075-0.0010064i,0.0025403-0.0023536i,0.0020945-0.0018948i,0.0023339-0.00037926i,0.0024816+0.00021168i,0.0025841+0.00064657i,0.0017562+0.0011564i,0.00092576+0.00088315i,-2.7735e-06+0.00061642i,-0.0010521-0.00014674i,-0.00053104+7.3253e-05i,-6.2766e-05+0.0011912i,-0.00026555+0.00086734i,-0.0001914+0.0002194i,-0.00015741+0.00015594i,0.00017548+0.00037342i,0.00031638-0.00021019i,0.00069555-0.0011977i,0.0010437-0.0013487i,0.00044359-0.00085908i,0.0005995-0.00040899i,0.00039035-0.00035743i
-0.00043024+0.00077371i,-0.0013047+3.1976e-05i,-0.0012812-0.0013562i,-0.00053986-0.0015437i,-3.0309e-05-0.0015268i,0.0010247-0.0018161i,0.0022537-0.00084331i,0.0023576+0.00074344i,0.0019344+0.0013169i,0.00076717+0.0010931i,-6.3821e-05+0.00073054i,-0.00012268-8.466e-05i,0.00015481-0.00081762i,0.00015937-0.00029076i,-0.00080209+0.00027781i,-0.00094197+0.00064597i,-0.00026205+0.0005839i,0.00011097+0.00046944i,0.00013261+0.00044894i,-0.00017825+0.00051987i,-0.00055019+0.00080115i,-0.0011404+0.00094889i,-0.0010573+0.0007424i
0.0011421-0.0011208i,0.00048651-0.0012414i,-0.0005053-0.00045587i,-0.0010867-2.5828e-06i,-0.0010729-0.0001034i,-0.00036167-0.00025171i,-9.8993e-05-0.00051653i,0.00070183-0.0013285i,0.00096154-0.0019112i,0.00081022-0.0014055i,0.00087929-0.00023905i,0.00062811+0.00021511i,0.00022685+3.8534e-05i,0.00036428+0.00018687i,0.001181+0.0010019i,0.0011707+0.00089177i,8.0569e-05+0.00024926i,-0.00095913+0.00030722i,-0.0005973+0.00034677i,-0.00033607-0.00010293i,-0.00085019-0.00051317i,-0.00095877-6.1014e-05i,0.00045967+0.00036363i
-0.00072113-5.922e-05i,-0.0017597+0.00058204i,-0.0018991+0.0011636i,-0.00085589+0.001954i,-0.00047713+0.0017087i,0.00054605+0.00081007i,0.00092633-0.00011673i,0.00054743-0.0015104i,0.00015307-0.0029884i,-0.00046257-0.0025718i,-0.00053638-0.00058367i,-0.00022733+0.0002083i,5.9576e-05+0.00020089i,0.00052182-0.00013555i,0.0012575-9.2068e-08i,0.00066591+0.00037764i,0.00012692+0.00066691i,0.00037384-2.3202e-05i,0.00075-0.00085216i,0.0011861-0.00055107i,0.00078065-0.00035464i,0.00037599+8.752e-05i,-4.3384e-05+0.00057611i
-0.00016074-0.00048669i,-0.00042723-0.00059812i,0.000336-0.0013198i,-9.434e-05-0.00096874i,-0.00038873+0.00039771i,0.0013703+0.0020192i,0.0015861+0.0022959i,0.00017611+0.00050352i,-0.0011091-0.00075659i,-0.0017536-0.0012445i,-0.0014941-0.0011577i,-0.00089985-0.00048987i,-0.000389-0.00027944i,-0.00034788-0.00025131i,-0.00048327-0.00048012i,1.7299e-06+6.9863e-05i,0.00047427+0.00059139i,-0.00023133+0.00028073i,-0.00068669+0.00016802i,0.0001001+0.00019284i,0.00075203-0.00016301i,0.00057866-0.00013942i,0.00075485-0.00022839i
0.0010579+0.0016595i,0.0005671-8.115e-05i,0.00020342+0.00023884i,0.0011186+0.00081098i,0.0028914+0.00060396i,0.0032172+0.00074915i,0.0023583+0.0015868i,0.0006963+0.0015803i,-0.0011753+0.0013284i,-0.0012105+0.0010928i,-0.00045655+0.00022125i,-0.00052812-1.8643e-05i,-0.00066504+0.00029982i,-0.00055689-0.00014218i,-0.00055567-4.3707e-05i,-0.00059998-5.876e-06i,-0.00095285+5.7005e-05i,-0.00066248+0.00025929i,-0.0004273+0.00040482i,-0.00039412+0.00053827i,-0.00021317-0.00035068i,1.7957e-05-0.0011461i,-0.00016645-0.0012204i
-0.00079168+0.00030922i,-4.9943e-05-0.00044567i,0.0018626-0.00036529i,0.0024138-0.0010629i,0.0024296-0.0016832i,0.0027911-0.0010001i,0.0027309-0.00012115i,0.0010556+0.0013857i,-0.00041304+0.0023772i,-0.00084589+0.0013391i,-0.0010092+0.00073628i,-0.00060061+0.00090811i,-4.3676e-05-0.00033664i,0.00039867-0.0016581i,-0.00022623-0.00090919i,-0.00077819-0.00064737i,-0.00041894-0.0011605i,-0.00010025-0.00050219i,0.00033695-0.00030712i,0.0006398-0.00017185i,7.0291e-05-0.00023146i,-0.00023041-0.00028163i,-0.00039147-0.00025393i
-0.0003846+0.00019613i,-0.002562+0.00010126i,-0.0019269-0.0008844i,0.00032131-0.0013539i,0.0016002-0.00077942i,0.0018527-0.00089655i,0.0022582-0.0017357i,0.0021006-0.0015453i,0.0021588-0.00032249i,0.00167+0.0005115i,0.00051249+6.6611e-05i,0.00015866+0.00014192i,-3.4959e-05+0.00023132i,-0.00038786-0.0003753i,-0.00073027+1.358e-05i,-0.0012537+7.6426e-05i,-0.0011036-0.0010392i,-0.00011177-0.001414i,0.00033052-0.00088926i,-3.8962e-05-0.00022394i,-0.00077298+0.0007076i,-0.0011195+0.00023079i,-0.00086964-0.0003567i
-0.00018482+0.0016998i,-0.0013379+0.0010552i,-0.001163-0.00033043i,0.00018875-0.00071526i,0.00036469-0.00013341i,5.2603e-05-0.00021528i,0.00059404-0.0012419i,0.00049322-0.0018843i,0.00033012-0.0018845i,0.00031398-0.0015313i,-0.000323-0.00075172i,-0.00036132-7.8354e-05i,2.0309e-05-0.00045408i,0.000173-0.0010392i,0.00025376-0.0011335i,0.00011626-5.4851e-06i,-0.0003736+0.00080398i,-0.00035558+0.00066677i,0.00030906+0.000587i,0.0007161+0.00020712i,0.00032905+0.00073286i,-0.00030412+0.0012173i,0.00014022-1.0663e-05i
-0.0011208-0.00020442i,-0.00056023+0.00044412i,-8.5169e-05+0.0012149i,0.00033216+0.0005406i,3.9277e-05+3.0629e-05i,0.00038605-6.6219e-05i,0.00051844-0.00040221i,-0.00053991-0.00138i,-0.001551-0.0020811i,-0.0011328-0.0015451i,0.0001643-0.00051159i,0.0003571-0.00046615i,4.9327e-05-0.0010451i,0.00051955-0.0011329i,0.001117-0.001282i,0.00054458-0.0013711i,-0.00077016-0.00087859i,-0.00060293-0.00054801i,0.00018608-0.00054985i,0.00054416-0.00063981i,0.00039994-2.1369e-05i,0.00033533+0.00029635i,0.00054984+0.00032717i
-0.00069097-0.0017571i,-0.0016624-0.00175i,-0.0021592-0.00081449i,-0.0013577+0.00048794i,-0.00023226+0.0013773i,0.00052765+0.0018789i,0.0012606+0.0014076i,0.00029197+5.048e-05i,-0.00091103-0.00071099i,-0.0012244-0.0010629i,-0.0015556-0.0011081i,-0.00081162-0.00044186i,-0.00056586-7.2715e-05i,0.00015034+0.00043803i,0.0010227+0.00034574i,0.0002537-0.0006421i,-0.0002393-0.00052888i,-0.00016187-0.00074051i,-0.00023481-0.0011834i,-0.00023245-0.00090216i,-0.00031079-0.00053624i,-0.00085758+0.00036019i,-0.00062601+0.0007587i
-0.0017522+0.00054084i,-0.0013587+0.0012158i,-0.00043853+0.0010844i,0.00052231+0.0018846i,0.0012078+0.0024394i,0.0018514+0.0024734i,0.0021189+0.0018672i,0.00064755+0.0015482i,-0.0018564+0.0016243i,-0.0023374+0.00085399i,-0.0019818+5.7038e-05i,-0.0010342-0.00020732i,0.00048702-0.0006375i,0.00050302-0.00081898i,-0.00035932-0.00015809i,-0.00061884-0.0003172i,-0.00018427-0.00061396i,0.00037797-0.00034829i,0.00063003+0.0001316i,1.8018e-05+0.00039745i,-0.00057542-0.00031187i,-0.0004385-0.00097843i,-0.00058648-0.00081098i
-0.00056575-0.00064753i,-0.0012243+0.00013536i,-0.00137+0.00075098i,-0.00044498+0.00029598i,0.00099877-0.00032809i,0.0029229+0.00022828i,0.0046793+0.00063542i,0.0040563+0.0014184i,0.0021482+0.0017521i,0.0011821+0.00066556i,0.00040326-0.00021305i,0.00031837-0.0003206i,0.0003612-0.00034073i,0.00027787-0.00039822i,0.00029272-0.00047766i,4.0434e-05-0.0009191i,-5.6547e-05-0.00052273i,-0.00042469+0.00067397i,-0.00052939+0.00092699i,-0.00011573+0.00068673i,-0.00026712+0.0007174i,-0.00073422+0.00049453i,-0.00027422-0.00044306i
0.0022336+0.0017504i,0.0027837+0.0018287i,0.0026466+0.0013972i,0.002311+0.00080163i,0.0025962+0.0010045i,0.0029839+0.00096827i,0.004083-0.00027651i,0.0042259-0.0012655i,0.0030509-0.0010431i,0.0015536-0.00081026i,-3.055e-05-0.00077917i,-0.0009474-0.00074113i,-0.00096452-0.00068713i,-0.00011353-0.00062757i,0.00019814+1.6839e-05i,7.0159e-05+0.00039412i,0.00038075+0.00049076i,0.00018339+0.0010211i,3.5675e-05+0.0012945i,0.00055012+0.00041235i,0.00047051-0.00060534i,-0.00022453-0.0011667i,-0.0005312-0.00059637i
-0.0016244-0.00043444i,-0.0022749+0.00022329i,-0.0017335-0.00073456i,-0.00017877-0.0013014i,0.00056663-0.0015453i,0.00041811-0.0018236i,-0.00017694-0.0016186i,0.00044256-0.0018985i,0.0012667-0.0025341i,0.00072535-0.002109i,0.00035661-0.0015385i,0.0008745-0.001028i,0.00078141-0.00036196i,0.00052113+8.3315e-05i,-0.00039145+0.00046603i,-0.0010634+0.00081423i,-0.00042828+0.00046198i,0.00026246-0.00014883i,0.00038105+0.00039897i,-0.00035088+0.00057696i,-0.0006515+7.1862e-05i,-0.00055279-6.8148e-05i,-0.00038571+0.00011387i
-0.00053489+0.0012388i,-0.0010945+0.0011387i,-0.0015453+0.0010885i,-0.00067133+0.00039834i,-0.00013349-0.00045606i,0.00029057-0.0005777i,0.00052389-1.6544e-05i,-0.00072677-0.0011042i,-0.002183-0.0021578i,-0.0021233-0.0020283i,-0.00055351-0.0016366i,0.00056987-0.00099438i,0.00035305-4.1266e-05i,-0.00057307-0.00018095i,-0.00032403-0.00054351i,0.00076951-0.00015796i,0.00056361+0.00031603i,0.00046474-0.00068399i,0.00043633-0.0014159i,0.00028957-0.0013052i,-4.6848e-05+0.00016616i,-0.00039133+0.0011426i,-0.00042041+0.00068072i
-0.0013248+0.00040081i,-0.00061075-0.00030339i,-0.00057194+6.4918e-05i,-0.00016545+0.0008697i,0.00088392+0.0014647i,0.0016586+0.0011503i,0.0010268+0.00012253i,-0.0010499-0.00099691i,-0.0022004-0.00029111i,-0.0020116+0.00099049i,-0.00093417+0.0012653i,-0.00028372+0.00049257i,0.00042764+8.716e-05i,-2.1836e-05+0.00034503i,-0.00090299-0.00016496i,-0.00030046-0.00056838i,-0.00025681-0.0005758i,-0.00041214+5.8272e-05i,-0.00024708+0.00071364i,-0.00012477+0.00080348i,0.00040512+0.00040799i,0.00050932+7.9745e-05i,0.00033165-0.00034257i
-0.00053123+0.00054012i,-0.00087718+0.0012731i,-0.0009763+0.0011491i,-0.00068986-0.00017605i,-0.00045597-0.00012069i,-7.5678e-05+0.0015225i,0.00078138+0.0026418i,0.001026+0.0023752i,0.00035761+0.0020176i,0.00021612+0.0011769i,0.00017976+0.00017289i,-0.00061131-0.00093958i,-0.000931-0.0014165i,-0.00025751-0.00065932i,0.00028671+0.0008468i,1.8624e-05+0.0015564i,-0.0008685+0.0014493i,-0.0010979+0.0010087i,-0.00079923+0.00062208i,-0.00060471+0.00038072i,-0.00045191+0.00011357i,0.00044358-0.00034085i,0.00079169-0.00037089i
-5.0228e-05+0.0032698i,-0.00047643+0.0023765i,-0.0011399+0.0021163i,0.00022269+0.0025567i,0.0019114+0.0023606i,0.0028791+0.0015745i,0.0034903+0.00092996i,0.003179+0.00060717i,0.0025498+0.0010976i,0.0013+0.00028947i,-0.00022433-0.0013102i,-0.00081244-0.00087037i,-0.0012495-0.000504i,-0.001272-0.00063684i,-0.00053735-0.00046552i,-0.00011626-0.00040701i,-0.00040672-0.00016618i,-0.0013183+0.00020937i,-0.0015794+0.00050193i,-0.00079901+0.00011575i,-0.00043643+6.6852e-06i,-0.00059742-0.00011089i,-0.00040447-1.894e-05i
-0.0020532+0.0005709i,-0.0014409+0.0013046i,-0.00046856+0.0023973i,0.0013718+0.0027402i,0.0028821+0.0019474i,0.0030028+0.00067205i,0.0037097-0.00063243i,0.0034216-0.0012438i,0.0017733-0.0012293i,0.00067298-0.001019i,0.00032397-0.00048489i,0.00038105-0.00035871i,0.00047401-0.00058226i,0.00063605-0.0012321i,0.00072671-0.001462i,0.0006896-0.00033725i,0.00068243+0.00014762i,0.00069654-0.0002379i,0.00030847-0.00061576i,-0.00046155-0.00030144i,-0.00058079+0.0003674i,-0.00020987+6.6347e-05i,-0.00081268-0.00031489i
0.0028833+0.0025594i,0.0016915+0.0019845i,0.0014012+0.00075714i,0.002327-0.00051548i,0.0029869-0.001447i,0.001823-0.0013842i,0.00068722-0.0014153i,0.0006644-0.0021002i,0.0010245-0.0023375i,0.00038476-0.0018622i,-0.00050251-0.0011986i,-0.0005196-0.00095905i,-0.00083064-0.0011589i,-0.0019016-0.0013507i,-0.0021089-0.001139i,-0.0012993-0.0015304i,-0.0008074-0.00085662i,-0.0006616+0.00034631i,-0.0007927+0.0010451i,-8.9937e-05+0.0007047i,0.00047539-0.00011356i,0.0013298+4.5065e-05i,0.00087707+0.00010414i
-0.0013231+0.00027898i,-0.00044584+0.00028835i,0.0001529+0.00079327i,0.00024136+0.0010407i,-0.00059563+0.0010975i,-0.0005929+0.0011285i,0.0008063+0.00030043i,0.0006422-0.0013686i,-0.00089929-0.0021449i,-0.001344-0.0017811i,-0.00077487-0.0019365i,-0.00034665-0.0018096i,0.00060556-0.00033616i,0.0015638+0.00021838i,0.0012164+0.00053216i,0.0007218+0.0012581i,0.00054383+0.0010904i,0.00075845+0.00037303i,0.00053977-0.00044949i,0.00022574-0.0012643i,-0.00012054-0.0013322i,-0.00044499-0.00081868i,-0.00034794-0.00033104i
0.0006351+8.5618e-05i,0.00035886-0.0011729i,0.00074452-0.0023159i,0.0016-0.0022702i,0.0014519-0.0013286i,0.00075039+9.6549e-05i,-0.00022981+0.00092967i,-0.0009826+0.0016187i,-0.0015403+0.0012109i,-0.001341+0.00029014i,-0.0004936-0.00085867i,-0.00012688-0.0014529i,0.00046162-0.00087928i,0.00023148-5.7498e-05i,-0.00063238+8.4812e-05i,-0.00063456-0.0003134i,-0.00094443-0.0010096i,-0.0010941-0.0009361i,-0.0004565-9.521e-05i,0.00024081+8.1076e-06i,0.00029736+0.00012099i,-0.00018003+0.00076992i,-9.486e-05+0.00078588i
-0.00082134+0.0020912i,-0.0014884+0.0015676i,-0.001816+0.0017478i,-0.0021183+0.00084195i,-0.00088792-0.00020508i,0.00041366+0.0010468i,0.0014145+0.0023636i,0.00079479+0.0020678i,2.1365e-05+0.0016338i,0.00080615+0.00096756i,0.00062695-0.00053912i,-0.00062396-0.00084036i,-0.0011696-0.00050005i,-0.00033189-5.7372e-05i,-0.00016874+7.7067e-06i,-0.00049553-0.00061033i,-0.00086375-0.00046372i,-6.2982e-05-8.3437e-05i,0.00062751+1.7628e-06i,-0.00055134+0.00021493i,-0.00072259+0.00038159i,0.00050252+0.00037602i,0.00037152-1.692e-05i
0.0010181+0.0012188i,0.0016449+0.0010578i,0.002065+0.0010202i,0.0011162+7.5837e-05i,2.636e-05-0.00084957i,0.0013089-0.00031133i,0.0027773+0.00050835i,0.0028571+0.0015588i,0.0022612+0.0013497i,0.0014579-0.00024244i,0.00078802-0.00070876i,-0.00034946-0.00018624i,-0.0014994-0.00044716i,-0.0013693-0.0013634i,-0.00083832-0.0012798i,-0.00068414-0.00043722i,-0.00023046-0.00026532i,0.00037411+7.6946e-07i,-3.1379e-05+0.00092075i,-0.0014289+0.0014586i,-0.001332+0.00039228i,-0.00031102-0.0013135i,0.00027914-0.0012985i
0.0019449+0.0022863i,0.0021605+0.0023467i,0.0019903+0.0021562i,0.0019831+0.00098294i,0.0013008+0.0002646i,0.0009309+0.00034687i,0.0017455-0.0001984i,0.0027715-0.0010787i,0.00193-0.0014783i,0.00051801-0.0013004i,6.69e-05-0.00071105i,0.00021638+0.0002418i,-0.00028368+0.00053746i,-0.00051302+0.00030426i,-0.0003924-0.00037288i,-0.00052781-0.00050747i,-0.00023198-0.0006106i,-0.00040309-0.00071616i,-0.00067167-0.00052233i,-0.00022-0.00013058i,0.00015153+2.0517e-05i,-5.5928e-05+0.00038768i,-2.5959e-05+0.0011675i
-0.00018118-0.00081165i,-0.00076757-0.00088428i,8.2266e-05-0.00045065i,0.00024036+0.00012099i,0.00064115+0.00085455i,0.0010753+0.00097869i,0.0017286-0.00065294i,0.0014328-0.0023008i,5.1102e-05-0.0023157i,-0.00021114-0.0014929i,-0.00023423-0.00092865i,-0.00029134+0.00013937i,-0.00046194+0.0010913i,-0.00076457+0.0010525i,-0.00085086+0.00049316i,-0.00016448+0.00017851i,7.7445e-05-0.00058096i,-4.632e-05-0.00075439i,-0.00029144-0.0004147i,-0.00056103-0.00070393i,0.00025528-0.00071059i,9.404e-05+9.3746e-05i,-0.00060603+0.00074214i
