-0.00011639+0.0015286i,0.00019826-0.00023225i,-0.00070819-0.0020217i,-0.0017411-0.0011478i,-0.0025789+0.00033927i,-0.0026232+0.0013866i,-0.0014973+0.0018653i,-0.00080706+0.0012676i,0.00028089+0.00063854i,0.00042429+0.00072012i,2.0292e-05+0.00048972i,0.0001841+8.8933e-05i,2.6103e-05+0.00042002i,-0.00078741+0.00072034i,-0.0012865+0.00068837i,-0.0005637+0.00042318i,0.000105-5.194e-05i,0.00036879-0.00048875i,0.00070424-0.00057276i,0.00058103-0.00067453i,0.00056204-0.00065716i,0.00074754-1.6329e-05i,0.00047226+0.00060644i
-0.0027794-0.00093475i,-0.0016426-0.00096303i,-0.00095336-0.00045419i,-0.0012853-0.00083469i,-5.5405e-05-0.0012691i,0.00049123-0.00083744i,-2.1087e-05+7.0359e-05i,-4.1418e-05+0.0006769i,-0.00043099+0.00010882i,-4.6778e-05-0.00070768i,0.00047676-0.00029338i,0.0002108+0.00039551i,-0.000573-0.00022288i,-0.00070919-0.0011497i,-0.0013942-0.00066811i,-0.0018796-6.8067e-05i,-0.0011678+0.00026816i,-0.00062768+0.00087028i,-0.00059913+0.00061163i,-0.0009098+0.0012825i,-0.0013934+0.0020812i,-0.00081864+0.0010006i,0.00070041-0.00015104i
-0.0012799-0.00050736i,-0.00063837+0.0012082i,0.00033872+0.0018183i,-0.00033845+0.00047785i,-0.0013606+3.7326e-05i,0.00042968+0.001317i,0.0024881+0.00048062i,0.0020212-0.0013954i,0.00036792-0.0012514i,-8.4969e-05+9.2256e-05i,-8.7382e-05+0.00090337i,-0.00015435+0.00034496i,0.0011414-0.00093984i,0.0015639-0.00037262i,0.00098829+0.00037583i,0.00042296-0.00044088i,-0.00015982-0.0011045i,-0.00059747-0.00062131i,-0.0010812-7.9391e-05i,-0.0010703+0.00031977i,-0.00082753+0.00035865i,-0.00099693-6.7657e-06i,-0.00071763-0.00033234i
0.003426+0.0012014i,0.0041916+0.00085263i,0.0041156-0.00020293i,0.0019405-0.0021945i,-0.00043587-0.0039378i,-0.00092912-0.0029962i,-0.0011018-0.0024624i,-0.002393-0.0027894i,-0.0029843-0.0014278i,-0.0026124-0.00021636i,-0.0022084-5.4562e-05i,-0.0016786+0.00065681i,-0.00059115+0.0010926i,0.00027374+0.00027327i,0.00076858-0.00074172i,0.00032739-0.00098206i,4.3072e-05-0.0008157i,5.6171e-05-0.001076i,-0.00074628-0.0014778i,-0.0013155-0.00075825i,-0.00088964-0.00025296i,-1.6077e-05+4.7955e-05i,0.00018297-5.4423e-05i
-0.0020703+0.00049266i,-0.0031831+0.00032539i,-0.0038687+0.0001762i,-0.0030632+0.00034332i,-0.0012184+0.00035046i,0.00059894-4.4608e-05i,0.0010033-6.0757e-05i,-0.00012698-2.0956e-05i,-0.0012917+0.00062198i,-0.0011158+0.00086827i,-0.00022692+2.9736e-05i,0.00070266-0.00073915i,0.0015408+0.00043606i,0.0014614+0.0010557i,0.00076229+0.00080689i,0.00083667+0.0012088i,0.0015303+0.00075377i,0.0015741-6.3663e-05i,0.0013966-0.00033355i,0.00087863+0.00025586i,0.00030006+0.00029431i,-0.00022709-0.00013323i,0.00024152-0.0002153i
-0.0021022+0.0022538i,-0.0018813+0.0034919i,-0.002031+0.003733i,-0.0014959+0.0013752i,-0.0007987-0.00019986i,0.000562-0.0005513i,0.00035852-0.0006777i,-0.0018386-0.0001318i,-0.0020147+0.0013335i,0.00052525+0.0011269i,0.0016608-0.00048432i,0.00068846-0.00066724i,-0.00040665-0.00017152i,-0.0011757-3.5829e-05i,-0.0016036-0.00033366i,-0.0012799-0.00040487i,-0.0007633+0.00035563i,0.00032501+0.00066439i,0.00085835+0.00033044i,0.00048137+0.0005791i,0.00011832+0.000597i,0.00034049-0.00033371i,0.00029329-0.00047888i
-0.000757-0.0011081i,-0.00090049-0.0005453i,-0.00065144-0.0016037i,-0.0013123-0.0024114i,-0.0020025-0.0011907i,-0.0011994+0.00074184i,-0.00055429+0.0012915i,-0.00065288+0.0018547i,-8.244e-05+0.0029257i,0.00049124+0.0026142i,0.00064668+0.0018739i,0.00021444+0.00092647i,0.00055+2.7121e-06i,0.0010611-0.00059243i,2.3714e-05-0.0013142i,-0.00087201-0.00050228i,-0.0010788+0.0001742i,-0.001226-0.00040868i,-0.0013785-0.00091613i,-0.0012793-0.00058357i,-0.0013508+3.6262e-06i,-0.00054347-0.00029624i,9.0433e-05-0.00014491i
9.2884e-05-0.00014513i,0.00023271-0.00040988i,0.00032088-0.00090349i,-0.00076367-0.001235i,-0.0012356-0.0010321i,2.3593e-05+0.00027994i,0.00075334+0.00058084i,0.00064321-0.00037329i,-0.00013282-0.00043878i,-0.00093469+0.00057767i,-0.0013059+0.00088062i,-0.0014969+0.00088149i,-0.00088635+0.00083907i,-0.00017281+0.00030055i,0.0011779-0.00060156i,0.0018021-0.00080162i,0.0003077-0.0006866i,-0.00081731-0.00083032i,-0.00058102-0.00079075i,-0.00047483-0.00035532i,-0.00062921+0.00053842i,-0.00018032+0.0008346i,0.00033656+0.0010229i
0.00027506+0.00055552i,-0.00039941+0.0018107i,-0.00093629+0.0015823i,-0.00089924+0.0011469i,-0.00044958+0.0012021i,0.00016696+0.00087307i,0.0001772-0.00047095i,-0.0003365-0.0014152i,-0.00078001-0.0018339i,-0.0011863-0.0019202i,-0.0010623-0.0015036i,-0.00040998-0.00054613i,-3.915e-05+0.00047557i,-0.00025641+0.0010874i,0.00015448+0.0013663i,0.00090131+0.00032925i,0.0006933-0.00049793i,0.0004888+0.00018254i,0.00088541+0.00059783i,0.00082771+0.00040415i,1.0595e-05+0.00061008i,-0.00035007+0.00014671i,-0.00017104-0.00030738i
-0.00028957+0.0039239i,0.0010271+0.0029771i,0.0024179+0.0013453i,0.0016522-1.3102e-05i,0.0014255-5.4309e-05i,0.0022087+7.7563e-05i,0.0020388-0.00025649i,0.0009584-0.00088448i,-3.8262e-05-0.0012214i,2.385e-05-0.0016217i,0.00060073-0.0014997i,0.00092843-3.5706e-05i,0.00043148+0.00088412i,-0.00030216+0.00067341i,-0.00046306+0.0012071i,-0.00028695+0.0022573i,0.00029165+0.0012219i,0.00084253+0.00036719i,0.00068693+0.0010337i,0.00034654+0.0017163i,1.9783e-05+0.00096953i,0.00028869+0.00011231i,0.00082352+0.00027421i
-0.0016068-0.0010904i,-0.0018619-0.00060748i,-0.0016356-0.0022248i,-0.0017336-0.0035993i,-0.0021682-0.0021149i,-0.00090954+0.00038602i,0.00027362+0.00019787i,-0.00072515-0.00064266i,-0.001171+0.00015021i,-0.00033689+0.0013056i,-0.00031318+0.0016226i,2.1784e-05+0.0015394i,0.00042893+0.0011778i,0.00040315+0.0004891i,0.000292+4.2203e-05i,-8.0866e-05+0.00050966i,-0.0001065+0.00074026i,0.0002999+0.0012674i,-0.00058149+0.0016829i,-0.00092279+0.0014721i,8.4478e-05+0.0010973i,0.00065082+0.00047485i,0.00074141+0.00069212i
-0.0031489-0.0018585i,-0.0026545-0.00021803i,-0.001886+0.00084444i,-0.0025862+8.6955e-05i,-0.0023229-0.00039631i,-0.00055269-2.9238e-05i,-0.00058027-3.2862e-05i,-0.0017948+0.00026943i,-0.0017551+0.0016131i,-0.00082342+0.0025078i,-0.00064798+0.0021614i,-7.5293e-05+0.0012201i,0.00038558+0.0004535i,0.0008283-0.00020307i,0.0008878-0.0005752i,-0.00013463-0.00031602i,-0.00070719-0.00056277i,-0.0002848-0.0012643i,-7.5556e-05-0.0010164i,6.1797e-05-0.00075701i,0.00019887-0.00030644i,0.00041321+0.00041246i,0.00014544+0.00048418i
0.0028928+0.0023069i,0.002588+0.0019253i,0.0012335-0.00056189i,-0.00039058-0.0028225i,-0.0001547-0.0033028i,0.00010342-0.0028838i,-0.00077628-0.0029058i,-0.0013282-0.0020757i,-0.0012094-0.00036197i,-0.0013636+0.00037157i,-0.0011548-0.00030067i,-0.00079987-0.00092053i,-0.00044693-0.00083873i,-6.1032e-05-0.00020713i,-0.00010329+0.00034368i,-8.8002e-05-0.00030879i,-5.5949e-05-0.0012171i,0.00031213-0.0018144i,0.00035498-0.0019094i,5.2281e-05-0.0010685i,5.4917e-05-0.00021727i,-0.00075903-9.4268e-05i,-0.0016031-0.00064301i
-0.0019111-0.00051698i,-0.0016038-0.00066629i,-0.0027807-0.00070716i,-0.0034122-0.0010735i,-0.0025802-0.00069942i,-0.00037059-3.0003e-05i,0.0016076+0.00048992i,0.00059551+0.00038063i,-0.0003387-0.00079225i,0.00059137-0.0018684i,0.00066269-0.0015767i,0.00014644-0.00069375i,-0.00077762-0.00057142i,-0.0014023-0.0012397i,-0.0010765-0.0015016i,-0.00088853-0.0011166i,-0.00095164-0.0011481i,-0.0011202-0.00091726i,-0.00058706-0.00052579i,-0.0001207-0.00109i,6.2503e-05-0.0017063i,-0.00022281-0.0012059i,-0.001116-0.0002975i
7.8559e-05-0.0024267i,0.001256-0.0016696i,0.00036458-0.0022521i,-0.00051138-0.0031927i,-0.00076527-0.0021395i,-9.5205e-05-0.00019314i,7.4399e-05+0.00094397i,-0.00016711+0.00064376i,0.0005335-0.00014263i,0.0016268-0.00044563i,0.0020983+0.0002975i,0.0015462+0.0015745i,0.0012329+0.0017421i,0.0011004+0.0010918i,0.00074655+0.00012271i,0.00065454-0.00067526i,0.00044705-0.0010425i,-0.00016561-0.00036716i,-0.0010426+0.0011542i,-0.0009687+0.001101i,-0.00027607+0.00056884i,-0.00050466+0.00045826i,0.00012923+0.0009211i
0.0018366+0.0013329i,-0.00016617+0.0011911i,-0.00036717-0.00062626i,0.00017778-0.0013965i,-0.0007278-0.0010613i,-0.0019107-0.0002666i,-0.0019488+0.00051474i,-0.0019992+0.0010929i,-0.0014872+0.0017325i,-0.0004402+0.0017114i,-0.00063752+0.0012877i,-0.0020702+0.00059144i,-0.002645+8.1124e-05i,-0.0016508+0.00093472i,9.0885e-05+0.0011183i,0.0019144+0.00035171i,0.0017354+0.00067744i,-0.00020274+0.00047701i,-0.00066946+0.00016722i,-4.0592e-05+0.00046128i,-0.00010336-0.00010181i,-0.00037741-9.6003e-05i,0.00011776+0.00072997i
0.00053302+0.00074316i,-0.0018253+0.0015411i,-0.0028808+0.0010648i,-0.0026956-0.0011826i,-0.0016019-0.0016822i,-3.0913e-05-1.0059e-05i,0.00037833+0.00030207i,-0.00099579-0.00096231i,-0.0031389-0.0013235i,-0.0037696-0.00039364i,-0.0028811+0.00023743i,-0.0016061-0.00012109i,-0.0009389-0.00012273i,-0.00048461+0.0010184i,0.00090755+0.002014i,0.00063062+0.0020193i,-0.00062152+0.0015332i,-0.00054947+0.0011063i,-0.00043744+0.00025359i,-0.00085681-6.1721e-06i,-0.0010071-2.7277e-05i,-0.00067386+0.00038028i,-0.00038499+0.00074687i
0.00096215+0.0014813i,0.0020708+0.0015293i,0.0028873-2.2799e-05i,0.0013394-0.00083791i,-6.1069e-05-0.00064393i,0.0010298-0.0012109i,0.0015106-0.0016401i,0.00027961-0.0013935i,-0.0013782-0.0013547i,-0.0021762-0.0010635i,-0.0012193-0.001362i,0.00071881-0.0014843i,0.0013705-0.00096037i,0.00054148-0.001018i,-0.00079442-0.00042225i,-0.001551+0.0004076i,-0.0014467-0.00020625i,-0.00057175-0.00069945i,0.00030993-0.00041566i,0.00032913-0.00016317i,-0.00027367+5.7422e-05i,-5.7568e-05-0.00044532i,0.00032589-0.00064238i
-0.001783+0.00086185i,-0.0020436+0.00060546i,0.00010691+0.00012727i,0.00091266-0.00073114i,0.0012801-0.0021328i,0.0022599-0.0013219i,0.0031981+0.00040532i,0.0022052-8.5215e-07i,0.0017826-0.00031214i,0.0027967+4.2834e-05i,0.0028202+5.1893e-05i,0.0014634+0.00019668i,0.00012031+5.6228e-05i,0.00025255-0.00071043i,0.00082157-0.0018327i,0.00061845-0.0023368i,0.00094367-0.0023433i,0.0017429-0.0014447i,0.0014304-0.00032734i,0.0010154+0.00016661i,0.0010546+0.00062058i,0.00081615+0.00035432i,0.00077169-0.00058971i
-0.00012174+0.00035989i,0.00063783+0.0026918i,0.0015765+0.0032248i,0.001113-0.00015568i,0.00065127-0.0014638i,0.0011567-3.8538e-05i,0.00025278-0.00011913i,-0.0010667+0.00023845i,-0.00012937+0.0020187i,0.0019003+0.0030027i,0.0013736+0.0025778i,0.00026311+0.001417i,0.00014017+0.00052409i,0.00052303+0.00015228i,0.0014581+4.1901e-05i,0.0020701-0.00023502i,0.0016979-0.00039181i,0.00049462-0.00015044i,-0.00065837-0.00043697i,-0.00065514-0.00071777i,-0.00019277-0.00048451i,-2.0689e-05+0.00010461i,0.00022838+9.0774e-05i
-0.00079947-0.0019049i,-0.00017214-0.0019049i,-0.00020672-0.0014123i,-0.00093075-0.00024663i,-0.002082-2.4886e-05i,-0.0027214-0.00032133i,-0.0029827-0.001174i,-0.0033113-0.0010413i,-0.0025166+0.000516i,-0.0020837+0.001657i,-0.0019982+0.002054i,-0.0018636+0.0021004i,-0.0019692+0.00094644i,-0.0015056+0.0012741i,-0.00041173+0.0029615i,0.00049515+0.003041i,0.00075096+0.0018094i,0.00030415+0.00066944i,-0.00017301-0.00026222i,1.1852e-05+0.00060404i,-3.4183e-05+0.0012733i,-0.0002846+0.0003078i,-0.00080401-0.00045588i
-0.0050221+0.0048648i,-0.0047798+0.0054551i,-0.0039158+0.0037446i,-0.0033894+4.1831e-05i,-0.0018654-0.001821i,-0.00094249-0.0028107i,-0.0016684-0.0039792i,-0.0028665-0.0041309i,-0.0032285-0.0034749i,-0.0027096-0.0032448i,-0.0010653-0.0020765i,-0.00025312-0.0002701i,-0.00092099+0.00022278i,-0.0016715+0.0001556i,-0.0024065+0.00064964i,-0.0024648+0.0015575i,-0.0019308+0.0013666i,-0.00056568-4.1206e-05i,0.00028396-0.0004237i,-0.00033568-0.00049679i,-0.00048437-0.00094546i,-0.00039093-0.00071254i,-0.00063594-0.00019928i
0.0010651+0.00079031i,0.0013546+0.002776i,0.0023918+0.0037268i,0.0023733+0.0019807i,0.0018431-0.0006283i,0.001992-0.0013171i,0.0018348-0.00056079i,0.0010238+1.9825e-05i,0.00050878-0.00050672i,0.0014493-0.0020637i,0.0012675-0.0021283i,0.00086541-0.00097751i,0.00091995+0.00014658i,1.7045e-05-0.00027261i,-0.0018289-0.00092952i,-0.0027617-0.00067212i,-0.0016311-0.00081088i,-0.00075051-0.00080366i,0.00019467-3.0941e-05i,0.00067481-6.239e-05i,0.00063789+0.00033528i,0.00050819+0.0010894i,7.7928e-05+0.00081044i
-0.00090132-0.0029518i,-0.0010949-0.0030025i,-0.0012206-0.0027735i,-0.0013762-0.001541i,-4.3268e-06+0.00062398i,0.0025763+0.0025295i,0.0039926+0.0023296i,0.0032163+0.002i,0.0010462+0.002428i,0.00077024+0.0033128i,0.00096147+0.0032184i,0.00065287+0.001219i,0.0011845-1.9064e-05i,0.0024749+0.00012598i,0.0028925-0.00088903i,0.0017727-0.0029655i,0.001076-0.002755i,0.001274-0.00077867i,0.00052781+0.00054713i,-0.00020307+0.00026946i,-0.00050212-0.00036196i,-0.00027522-0.00032469i,0.00026167+7.7593e-05i
9.9632e-05+0.0071979i,-0.00014398+0.0054052i,0.00067809+0.0025173i,0.0014872+0.00024313i,6.3575e-05+0.00040617i,-0.0018173+0.00097553i,-0.0020207+0.0010324i,-0.0021661+0.0019411i,-0.0033867+0.0027535i,-0.0030429+0.0024579i,-0.0018405+0.0017713i,-0.00071825+0.00041123i,0.00046248-0.00022129i,0.0013425+0.00031834i,0.002229+0.00061107i,0.0024747+0.00032046i,0.0021783+0.00049136i,0.000812+0.00060555i,-9.8927e-05+0.00091368i,-0.00027544+0.001049i,-0.00060475-0.00032624i,0.00014479-0.00082783i,0.0010706-0.00026202i
-0.0016177-0.0029125i,-0.0013817-0.0020838i,-0.0019009-0.0010094i,-0.002272-0.00099387i,-0.0024273-0.0020787i,-0.0018975-0.0029018i,-0.00098128-0.0036842i,-0.001189-0.0035982i,-0.00159-0.0015876i,-0.0015237-0.00026826i,-0.0014073-0.00090475i,-0.0014593-0.0012527i,-0.00072663-0.00095798i,-0.00076052-0.00036992i,-0.0011316+0.00090317i,-9.4652e-05+0.0020719i,9.994e-05+0.0017432i,-0.0010102+0.00095437i,-0.0013547+0.0006411i,-0.000768+0.00011202i,4.18e-05-0.00017075i,0.00011026-0.00037089i,1.9272e-05-0.00013195i
0.00025105-0.0017244i,-0.0012198-0.001036i,-0.0020537-0.0013292i,-0.0028862-0.0037356i,-0.0025869-0.00431i,0.00040092-0.0034848i,0.0009828-0.0046102i,-0.00013937-0.004856i,0.00072069-0.0026414i,0.0022014-0.0014161i,0.0018709-0.00075986i,-1.9763e-05-1.0132e-05i,-0.00054176+0.00033117i,-0.0012866+0.00011239i,-0.0019408-0.00020605i,-0.0010252-0.00027471i,-0.0010814-0.00022909i,-0.0015417-0.00051329i,-0.0010491-0.0010612i,0.00025337-0.00050422i,0.0010229-0.00016604i,-0.00013426-0.00094715i,-0.0012093-0.00037635i
-0.00048579+0.0016044i,-0.00082891+0.00087571i,-0.0020724-0.0013035i,-0.0026663-0.0018859i,-0.00146-0.0014874i,0.0010648-0.00039899i,0.0019168+0.00046634i,0.0015183+0.00021978i,0.0025598-0.00047208i,0.0034277-0.00064427i,0.0017996-0.00034828i,0.00032956-0.00062991i,0.00054599-0.00023973i,0.0011072+0.00040648i,0.0009255-9.0628e-05i,0.0003935-0.00067843i,0.00050863-0.00061831i,0.00091893-0.00027429i,0.00088495+5.9665e-06i,0.00047937+0.00052316i,-4.9893e-05+0.00049734i,0.00010417-6.8245e-06i,0.00066335-6.2882e-05i
0.00030483+0.00072471i,0.0014272+0.00094565i,0.0021836+0.0011846i,0.00085725-0.00040153i,-0.0013088-0.00090469i,-0.0021991+0.0010347i,-0.0024001+0.002053i,-0.0028349+0.0021039i,-0.0027922+0.0017323i,-0.001633+0.00045849i,-0.00075899+0.0004574i,0.00042+0.0013518i,0.0012916+0.00084776i,0.001741+0.00093516i,0.0022613+0.0017732i,0.0017621+0.0010924i,0.0016609-0.00038881i,0.0018785-0.00015158i,0.0014337+0.00036931i,0.00063206+0.00013659i,-0.00052108-0.00023256i,-0.00060167-4.3464e-06i,-0.00032758+0.00015891i
0.0009195+0.0012579i,0.00037275+0.0013406i,0.00085344-0.00027539i,-6.401e-06-0.0016104i,-0.0016816-0.00080754i,-0.0021769+0.00041441i,-0.0024504+0.00091338i,-0.0025859+0.0010876i,-0.0033426+0.0010989i,-0.0041701+0.0010755i,-0.0031475+0.0014439i,-0.00092857+0.001634i,0.00070593+0.0014572i,0.0010068+0.0019016i,0.00077804+0.0020949i,0.00057518+0.0012068i,-0.00024384+0.00090768i,-0.00064869+0.00075129i,-0.00052752+0.00012833i,0.00034971+0.00033748i,0.00076303+0.00025166i,-4.8582e-05+9.4201e-05i,-0.00022057+6.1102e-05i
-0.0011065+0.00059309i,-0.00098165+8.5536e-05i,-0.0022027-0.0011371i,-0.0026609-0.0024754i,-0.0015652-0.0035126i,-0.00073297-0.0032631i,-0.00039204-0.0030814i,-0.00094662-0.0027373i,-0.0015511-0.00033803i,-0.0015723+0.0010487i,-0.0015198+0.00041644i,-0.0015123+0.00023174i,-0.00072389+0.0005589i,0.0003287+0.00054564i,-1.6042e-05+0.00020596i,-0.00022562+3.492e-05i,-0.00053067+0.00016151i,-0.0012904+0.00010758i,-0.0011032-0.00063i,-0.00014913-0.00076546i,-5.3562e-05+0.00019256i,-4.4244e-05+4.0543e-06i,-0.00045539+6.7384e-06i
-0.0016548+0.0013065i,-0.0014912+0.002383i,-0.0014937+0.0022674i,-0.00073663-0.00010989i,0.00045078-0.0011994i,0.0021487-0.00064219i,0.0035151-0.00055079i,0.0035255-0.00060295i,0.0030802+0.00072383i,0.0022266+0.0014553i,0.00087508+0.00027542i,-0.00099018-0.001015i,-0.0019556-0.00093078i,-0.0018073-0.0010016i,-0.001318-0.0020164i,-0.00093993-0.0028409i,-0.00041782-0.0020539i,2.6275e-05-0.0011003i,0.00054884-0.00072992i,0.00046356-0.00061127i,0.0001777-0.00097423i,0.00010144-0.0010666i,0.00024233-0.000733i
-0.00013708+0.0021361i,0.00028425+7.8371e-05i,4.0839e-06-0.00084651i,2.3228e-08-0.0004049i,0.00081763+0.00039436i,0.0011128+0.0023393i,0.0011811+0.0037127i,0.00048956+0.0027691i,0.0012097+0.0020827i,0.0033224+0.0011145i,0.0035374-0.00093448i,0.0019768-0.0015172i,0.00034295-0.00085174i,-0.0003507-0.0004591i,0.00010485-0.00048727i,0.00089378-0.00034642i,0.0016658+0.00059504i,0.0019024+0.0015498i,0.001826+0.0011704i,0.0011623+0.0007691i,0.000513+0.0011492i,0.000103+0.0011969i,0.00022008+0.00070901i
-0.0022296+0.0013484i,-0.0011804+0.0046396i,0.0015584+0.004151i,0.0010322+0.0014384i,-0.001694-0.00045419i,-0.0027028-0.00020529i,-0.0025918+0.00056257i,-0.0023895-0.0003076i,-0.00013917-0.00018457i,0.0017892+0.0005039i,0.0016293+0.00030068i,0.0014816+0.0011957i,0.0013766+0.0015581i,0.00063537+0.0010168i,5.0403e-05+0.0013798i,-0.00018125+0.0017296i,-0.00062607+0.001888i,-0.00096951+0.0018127i,-0.00060408+0.0012884i,5.2936e-05+0.0013309i,0.00046119+0.0014039i,0.00074968+0.0017303i,0.001135+0.0013524i
0.0025289+0.0018014i,0.0039263+0.0017131i,0.0034088+0.00050269i,0.00070739-0.002412i,-0.002223-0.0040187i,-0.0043923-0.0039847i,-0.004611-0.0038971i,-0.0034191-0.0038386i,-0.0021076-0.0030916i,-0.0012847-0.0020569i,-0.0013378-0.00049187i,-0.0018+0.0016158i,-0.0020033+0.0030314i,-0.001454+0.0026969i,-0.00097835+0.0015008i,-0.00081455+0.00092739i,-0.0009401+0.00020182i,-0.00094636-0.00013802i,-0.0013631+7.5829e-05i,-0.0015896+0.00013894i,-0.00063558+0.00032286i,4.3526e-05+0.00080646i,0.00015378+0.0010456i
0.00021676-0.00038131i,-0.0013478-0.0022281i,-0.0027639-0.0042715i,-0.0037615-0.0046236i,-0.0027518-0.0040499i,0.00063277-0.0035546i,0.0028625-0.0039682i,0.0012877-0.0035842i,-0.0011277-0.0028178i,-0.0021857-0.0024271i,-0.0032243-0.0017173i,-0.0043517-0.0015895i,-0.0038177-0.001187i,-0.0016947-0.00022901i,-0.00033-0.00046421i,-0.00060019-0.0015329i,-0.00061632-0.0021499i,-0.0010057-0.0022328i,-0.0016583-0.0015954i,-0.0011626-0.00077869i,-0.00012086-0.00030449i,-5.2385e-05+0.0004702i,-0.0003283+0.00024038i
-0.0035095+0.00046465i,-0.0039924+0.0022374i,-0.0036275+0.002806i,-0.0021883+0.00074645i,0.00088512-2.6705e-05i,0.0032692-0.00026622i,0.0030165-0.0011084i,0.00098322-0.00096458i,-0.00090946+0.00045924i,-0.00097197+0.00091747i,-0.00039932-9.1649e-06i,0.0005976-0.0010308i,0.00208-0.0019727i,0.0021884-0.0020457i,0.0019473-0.0014165i,0.0021915-0.00069048i,0.0021656-0.00040235i,0.0019728-0.0013931i,0.0019442-0.0022873i,0.0011312-0.0020916i,0.0010872-0.0014961i,0.0010707-0.00076072i,-3.314e-05-0.0010317i
-0.00020497-0.00055276i,0.00054613+0.0012674i,0.0025486+0.00070699i,0.0031287-4.3898e-05i,0.00034077+0.001467i,-0.0018102+0.0043546i,-0.0021981+0.0052681i,-0.0022772+0.0048912i,-0.00011077+0.0050883i,0.002402+0.004686i,0.0029193+0.0028374i,0.0036723+0.002045i,0.0040009+0.0019762i,0.0034654+0.0014961i,0.0025647+0.0012266i,0.0019369+0.0012764i,0.0022915+0.001744i,0.0028365+0.0025449i,0.0029759+0.0022148i,0.0024162+0.00083314i,0.0018297-4.7793e-05i,0.0013324-0.00041781i,0.0013481-0.00039589i
0.0011258+0.00085213i,0.00074002+0.0017694i,-0.00039301+0.002071i,-0.0016079+0.00081612i,-0.003444+0.00056456i,-0.0049579+0.00059804i,-0.0047312+0.00042579i,-0.0031292+0.00086816i,-0.0012413+0.0025965i,0.0008998+0.0041949i,0.0012732+0.0047461i,0.00010057+0.0050687i,-0.00031013+0.0040128i,-0.00025822+0.0027357i,-0.001097+0.0024093i,-0.0021529+0.0018947i,-0.0020712+0.0018821i,-0.0013049+0.0018923i,-0.0010588+0.0018311i,-0.00067369+0.0020827i,-0.00012931+0.0016702i,9.8771e-07+0.001852i,0.00016294+0.0019245i
-0.0021687-0.0022968i,-0.0027444-0.0018635i,-0.0024071-0.0017011i,-0.002568-0.0030949i,-0.0025903-0.0049855i,-0.00037698-0.0041747i,0.0012699-0.002868i,0.0009543-0.003025i,0.00091403-0.0020153i,-4.8034e-05-0.00067926i,-0.0022612-0.00053682i,-0.0037412-0.00086484i,-0.0038697-0.0007611i,-0.0037767+6.5857e-05i,-0.003736-0.00019142i,-0.0030339-0.0014064i,-0.0026159-0.0023252i,-0.0027306-0.002233i,-0.002095-0.00099003i,-0.0019643+3.2046e-05i,-0.0020484+0.00019258i,-0.0015126-3.7064e-05i,-0.0016538+0.000116i
1.8892e-05+0.0012525i,-0.001067+0.0034341i,-0.0017577+0.00070717i,-0.00099578-0.0033879i,0.0018-0.0031061i,0.0055929-0.0015905i,0.0076355-0.0017363i,0.0062245-0.0033389i,0.0032748-0.0048792i,0.0014152-0.0054694i,6.6891e-05-0.0050777i,-0.00042862-0.0042154i,-0.00033791-0.003255i,-0.00041624-0.0017921i,-0.00044799-0.00097347i,0.00051432-0.0016809i,0.00089482-0.003244i,0.00093991-0.0035446i,0.00047898-0.0027867i,-0.0011646-0.0020756i,-0.0012114-0.0011636i,-9.3616e-05-0.00094057i,2.5261e-05-0.0013686i
0.0033418+0.00080929i,0.0020858-0.0013641i,-0.00043144-0.0032834i,-0.00051275-0.0015903i,0.00092099+0.0024158i,0.002802+0.0048848i,0.0043721+0.00392i,0.0035861-0.00010109i,0.0014234-0.002894i,0.00069032-0.0029554i,0.0018546-0.0021486i,0.0029656-0.0012991i,0.0039652-0.00047893i,0.0043384-0.00058023i,0.0038735+7.7057e-05i,0.0032441+0.00065598i,0.0024178+0.00065699i,0.001461+0.00094205i,0.00080124+0.00058063i,0.0011813-0.00015439i,0.0016667-0.0013445i,0.0012828-0.0013441i,0.0013346-0.00098451i
-0.0052051+0.002981i,-0.0027657+0.0032759i,0.00033473+0.0034539i,0.00099499+0.0023522i,-0.00072734-0.00035638i,-0.0038132-0.0028796i,-0.0070019-0.0037716i,-0.0083524-0.0022643i,-0.0058391+0.0016506i,-0.0020946+0.0041504i,-0.0012245+0.0048332i,-0.0017436+0.0053349i,-0.001113+0.0051983i,0.00036535+0.0047361i,0.00046578+0.0034379i,-0.00090423+0.0029176i,-0.0014109+0.0029204i,-0.00075403+0.0018405i,0.00039247+0.0013777i,0.0012779+0.0019636i,0.0014733+0.0018402i,0.0013139+0.0012174i,0.00075194+0.0014354i
-0.018538+0.027212i,-0.018683+0.034996i,0.00081669+0.044189i,0.016414+0.029119i,0.02035+0.0056782i,0.011117-0.012701i,-0.0036086-0.013646i,-0.0081187-0.004189i,-0.0048918+0.0046159i,3.4713e-05+0.007546i,0.00043146+0.0031749i,-0.0032701-0.0012661i,-0.0056237-0.0027604i,-0.0054292-0.0042882i,-0.0047019-0.0045733i,-0.0029089-0.0002921i,0.00047751+0.0036207i,0.0011319+0.0029027i,-0.001104+0.0023526i,-0.001489+0.0029233i,-0.0018952+0.0012173i,-0.0035705+0.00017406i,-0.002652+0.0010461i
