-0.0016051+5.1184e-05i,-0.00070899-0.0016465i,-0.00043064-0.0021931i,-0.00068447-0.0011547i,-0.0009565+0.00072224i,-0.00089071+0.0018096i,-5.4651e-05+0.001788i,0.00059167+0.0022969i,0.00053639+0.0017876i,0.00083738+0.00041011i,0.0012658-0.0003894i,0.0013299-0.0014143i,0.00081259-0.00059779i,-0.00017584+0.00034751i,-0.00018204-4.9573e-05i,9.9079e-05-0.00017661i,-0.00019348-0.00014943i,-1.4056e-05+0.00030975i,5.791e-05+4.0476e-05i,-0.00031885-0.00098611i,-0.00058333-0.00084147i,-0.00054504-0.00044549i,-4.1408e-05+4.8535e-05i
0.0014227-0.0017618i,0.0010946-0.0017375i,0.00017743-0.0014436i,0.00036283+0.00014774i,-0.00016993+0.0011256i,-0.00039783+0.0011674i,0.0002838+0.00079677i,0.00011453+0.0004773i,-0.0010651+0.00032897i,-0.0013625+5.2881e-05i,-6.4577e-05-0.000229i,0.000751-0.00050219i,0.00093086-4.4212e-05i,0.0010002+0.00055878i,0.00046912+0.00059464i,0.00028655+0.00033268i,0.00063389+0.00061772i,0.00057456+0.00045748i,0.00024298-0.00085847i,4.9319e-05-0.0010883i,0.00019029+0.0005439i,0.00021363+0.00089241i,-8.0106e-05+4.2828e-05i
0.0012561+2.4997e-05i,0.0012378+0.0002903i,0.0003983-5.5227e-05i,-0.00101-0.0006782i,-0.00071892+0.00055665i,0.00058172+0.0015722i,6.4806e-05+0.00046216i,-0.0006673-0.0003975i,-0.00033069+0.00019415i,-0.00060576+0.00081919i,-0.0010933+0.00065699i,-0.00057301-0.00018376i,0.00019007-0.00048728i,-2.8404e-05-0.00010141i,-0.00010824+0.00011705i,3.7663e-05+0.00044944i,-8.1751e-06+0.00011851i,0.00026325-0.00035166i,0.00030356-0.00027669i,0.00023156-0.00063354i,0.00059844-0.0010311i,0.00062029-0.00079388i,-6.4138e-05-0.00072097i
-0.00018143+0.00029824i,-5.947e-05-0.00059007i,-0.00043499-0.00089096i,-0.00088966+0.00030899i,-0.00018509+0.00091624i,0.00059578+0.00094397i,0.00073478+0.0013174i,0.0010042+0.0010154i,0.00032698+0.00057795i,-0.0007229+0.00052424i,-0.00032265+0.00017814i,0.00068842-0.00024107i,0.0012033-0.00072062i,0.001282-0.0006984i,0.0002661-0.00027134i,-0.00062846-0.00076561i,-0.00039167-0.00044369i,-0.00026037-0.00015317i,-0.00094434-0.00045604i,-0.0010629+1.4231e-06i,-0.00027545+0.00076834i,-8.5821e-06+0.00057253i,0.00016-9.8838e-05i
-0.00054286+0.00023828i,-0.00071487+0.00078572i,0.00098851+0.00019389i,0.0013966+6.7851e-05i,0.00054089+0.00018847i,0.00074214-0.00010228i,0.00070391+0.00014185i,0.00026677+0.00010842i,0.00032895+0.00048244i,0.00053493+0.0009i,0.00087717+0.00076088i,0.00082893+0.00062895i,0.0002841+0.00072593i,0.00040647+8.287e-05i,0.00027383-0.00059068i,0.00017288-0.00047589i,8.9632e-05-0.00052687i,-0.00031209-0.00057192i,-0.00028635+3.9829e-05i,-0.00076131+0.00031506i,-0.0010246+0.0003275i,-0.00041527+0.00052442i,6.9095e-05+0.00082008i
0.0013519-0.0018683i,0.0017298-0.00056707i,0.0012458+0.00026465i,0.00050502+0.00098146i,0.00010529+0.0011156i,0.00058573+0.00068165i,0.00073671+0.00023486i,-0.00024894+5.7854e-05i,-0.00083864+0.0002566i,-0.00062083+0.00047577i,-2.044e-05+0.00060267i,0.0005798+0.00050445i,0.00085854-0.00024865i,0.00043686-0.00020688i,-0.00023949-0.0007817i,0.00016913-0.0012572i,-5.032e-05-0.00053236i,-0.00027534-0.00025641i,-0.00054037+5.7455e-05i,-0.00028567-0.00013286i,3.1539e-05-0.0002687i,2.238e-05+0.00025913i,-0.00040949+0.00029794i
-0.0024374+0.0022518i,-0.0015905+0.0020909i,-0.0005766+0.0018224i,-0.00021404+0.0014442i,0.00028437+0.00074658i,0.00018418+0.00030515i,-0.00058683-0.00015683i,-7.6323e-05-0.00074461i,0.00049273-0.00058579i,0.00073146+9.0414e-05i,0.0012841+0.00027925i,0.0011661+0.00051734i,0.00074205+0.00061457i,0.00031882+9.6863e-05i,-0.0004463-0.00026976i,-0.0012569-0.0010607i,-0.00072831-0.0011891i,5.4373e-05-0.00083023i,0.00033591-0.0001851i,0.00018115+0.00017221i,5.3784e-05-0.00040441i,0.00061215-0.00075915i,0.00051694-0.00061322i
-0.0013484-0.00081354i,-0.0013144-0.0004587i,-0.0007764-0.00042703i,-0.00026044+0.00056317i,-0.0010112+0.0013139i,-0.0010218+0.001113i,-0.00015148+0.00065743i,-9.1514e-05+0.00028503i,-0.0002264+0.00030601i,-0.00021544+0.00074225i,0.0001022+0.00074519i,0.00087307+1.5251e-05i,0.0011557-0.00063554i,0.00076876-0.0011427i,0.00037934-0.00087238i,-0.00060424-0.00025579i,-0.00073484-0.00070328i,-7.9429e-05-0.0017153i,-8.5478e-05-0.0013823i,-0.00026868+5.2974e-05i,-0.00047218+0.00050854i,-0.00057867+0.00015159i,-0.00094868+9.6685e-05i
0.00015183-0.0020296i,0.0011505-0.0017847i,0.0012551-0.00020785i,0.0013561+0.0014624i,0.00071308+0.00216i,0.00010622+0.0016554i,-8.2625e-05+0.0006493i,-0.00080746+9.4079e-06i,-0.00086235+7.9437e-05i,-6.0789e-05+0.00064175i,0.00054619+0.00037845i,0.0011853+0.00022132i,0.0013759+0.00069476i,0.0011331-2.4223e-05i,0.00064391-0.0011955i,0.00020115-0.00099593i,-0.00011405-0.000563i,-0.00026392-0.0006366i,-0.00010473-0.00028704i,-0.00025138+0.0001575i,-0.00045166+0.00027227i,-0.00012085+0.00067067i,0.00041234+0.00087716i
0.00048781+0.0013344i,0.00012975+0.0011718i,-0.0010106+0.00090081i,-0.00085635+0.00013646i,4.3633e-06+0.00019244i,4.3929e-05+0.00054062i,-5.8296e-05-0.00026961i,-2.0421e-05-0.00076472i,6.9373e-05-0.00024766i,-0.00016413+5.8496e-05i,-0.00032829+0.00020794i,-0.00030686+0.00043053i,0.00070031+0.00027121i,0.0011119+0.00025618i,-0.00025421-0.00011124i,-0.00097737-0.00049389i,-0.00045163-0.00054085i,0.00033447-7.1252e-05i,0.00039793-2.5744e-05i,-0.00040177-0.00036969i,-0.00047417-0.00068414i,-0.0002316-0.00085469i,-0.00052708-0.00070238i
-0.00016502-0.001481i,-0.00074746-0.0011196i,-0.0014604-4.3365e-05i,-0.0017463+0.00070377i,-0.0015339+0.0012175i,-0.0005306+0.0016475i,0.00010726+0.0012276i,0.00012063+0.00035361i,-0.00013349+0.00015784i,-0.0010654+0.00050981i,-0.0011987+0.0013407i,-0.0005033+0.0012321i,-7.26e-05+0.000274i,0.0006269-0.00058066i,0.0006579-0.00094648i,6.1049e-05-0.00064935i,0.00050699+1.8184e-06i,0.00094655-0.00023379i,0.00074899-0.0004557i,0.00041923-3.3293e-05i,-0.00029059-0.00015863i,-0.00068034-8.2654e-05i,-0.00022096+0.00024528i
0.0011334+0.00043758i,0.0012852+7.1096e-05i,0.002118-0.00025612i,0.0015733+7.1373e-05i,0.00089816+0.00053499i,0.00051946+0.0005055i,0.00067414+2.5472e-05i,0.00011717-0.00063161i,-0.0014226-0.00027772i,-0.0012208+0.00031714i,-0.00046294+0.00095524i,-0.00017554+0.0012217i,0.00024673+0.00067384i,0.00026026-0.00023366i,0.00052934-0.0003654i,0.0010443-8.8365e-05i,0.0013952-0.0005917i,0.00010836-0.0007406i,-0.001241-0.00042309i,-0.00092568-0.00038067i,5.6431e-05-0.00077036i,0.00077595-0.00040686i,0.00032479-0.00010522i
0.00024563+0.00061658i,3.8915e-05+0.00023701i,-0.00062492+0.00080921i,-0.00037574+5.3513e-05i,0.0002437-0.00014162i,0.0001937+0.0008614i,-0.00012595+0.00058039i,-0.00053799-0.00032562i,-0.00061671-0.0004481i,0.00018367-0.00030553i,0.00084455-0.00065627i,0.00080507-0.0011052i,5.7301e-05-0.00078195i,-0.00015598-0.00047183i,0.00010687-0.00044329i,0.00010708-0.00068137i,-0.00035127-0.00062321i,-0.00037424-0.00026197i,-0.00028876-0.00013919i,-0.0015115+0.00021722i,-0.0013178+1.2889e-05i,-0.0002684-0.00047749i,0.00033757-0.00011061i
-0.0013415+0.00092977i,-0.00042225+0.00031914i,0.00072293+0.00070793i,0.00038777+0.0010962i,-0.00011+0.0008489i,0.0011849+0.00064093i,0.0019196+0.00054127i,0.00098129+0.00096915i,-0.00034576+0.0010892i,-0.00038948+0.00060043i,0.00031666+0.00028148i,0.00037115+0.00011561i,-0.00040292-0.0006265i,-0.00024926-0.00070479i,0.0010095-5.7518e-05i,0.00050976-9.6894e-05i,4.1443e-05-0.0005444i,-0.00012829-0.00015147i,-0.00069819+0.00020427i,-0.0006487+0.00014535i,-2.6183e-05+5.89e-05i,0.00016537+9.9421e-05i,0.00022714+0.00071988i
0.0020613+0.0010665i,0.0020576+0.00060088i,0.0028085+0.00026942i,0.0026707-0.00056945i,0.0010941-0.00055316i,0.00099404+9.6801e-05i,0.0011336+0.00053203i,0.00054137+0.00055465i,3.546e-05-4.3192e-05i,-0.00059786-0.00080109i,-0.00054542-0.00058278i,-0.00059373+0.0001442i,-0.00041628+0.00042919i,-0.00016416+0.0002198i,-0.00034784-0.00019224i,-0.00026371-0.0003115i,0.00015051-0.00038569i,0.00035625-0.00011638i,-0.00011944-8.3063e-05i,-0.00026556-0.00086496i,0.00056024-0.0012527i,0.00049331-0.0010974i,0.00025306-0.00099351i
0.00052312+0.00034879i,-3.097e-05-1.7571e-05i,0.00087688+0.00047312i,0.0017567+0.0017962i,0.0012439+0.001547i,0.00065749+0.0014914i,0.00087809+0.0013161i,0.00018182+0.00053849i,-0.00043845+0.00067403i,-0.00044331+0.0010145i,-0.00028761+0.00071049i,0.00019704+0.00074663i,7.6844e-05+0.00071923i,-8.8302e-05-0.00012011i,-0.00013372-0.00067539i,-0.00046252-0.0011221i,-0.00073977-0.00099626i,-0.00088918-0.00016545i,-0.00052317+0.00033527i,-0.00037037+0.00040102i,-0.00034348+0.0005388i,0.00058565+0.00035839i,0.0010887+3.1652e-05i
-0.0015192-0.00036364i,-0.00092569-0.00032407i,-0.00063186+0.00045676i,-0.00062397+0.0021325i,-0.00028042+0.0029342i,0.00056186+0.0016477i,0.00035612+0.00036591i,-0.0001377-0.00013717i,-0.00022305+0.00026969i,-0.00046408+0.0011028i,-0.00022855+0.00037184i,0.00025711-0.00037466i,0.00077698-0.00034058i,0.00082138-0.00064248i,0.00040296-0.0008599i,0.00029487-0.00080089i,0.00069333-0.0010021i,0.00028037-0.0008762i,-0.00012298-0.00050591i,0.00036214-0.00060275i,-8.9978e-05-0.00042687i,-0.00084544-0.00012775i,-0.00059273+0.00044134i
0.0012189-0.00082373i,0.0017479-0.00028434i,0.0013457+0.00027284i,7.1173e-05+5.9083e-05i,-0.00011688+7.3093e-05i,0.00069778+0.00053496i,0.00092047+0.0011429i,0.00055796+0.00059226i,0.00053023+6.206e-05i,0.00044936+0.0011934i,-2.7236e-05+0.0013593i,-0.00048448+0.00037469i,-6.8166e-05+0.00026525i,0.0010696+0.00014005i,0.00084584-0.00028488i,-0.00054687-0.00023202i,3.5645e-05-0.00035727i,0.00076657-0.00099442i,0.00018774-0.00074327i,-0.0005938-6.4536e-05i,-0.00024209+0.0002402i,0.00070595+0.00038837i,0.00083835+5.8567e-05i
0.00069881-0.0010703i,0.00038805-0.0010169i,-2.9836e-05-0.00040974i,0.00018803-7.2582e-05i,0.00061886+0.00052202i,0.00043352+0.00065299i,-6.17e-05+0.00052537i,-0.00045421+0.00011797i,-0.00030628-0.00080554i,0.00024228-0.00067346i,0.00053915+0.00038914i,0.00017706+0.00071577i,9.9833e-05-0.00063124i,0.00041902-0.00085553i,0.00013882-3.1966e-05i,-0.00066307+0.00029599i,-0.00062082-0.00015194i,-0.00026109-0.00094859i,-0.00014057-0.00094571i,-0.00034323+0.00012531i,-0.00021533+0.00068502i,-0.00020868-2.2076e-05i,5.4902e-05-0.00013981i
-0.00095101+0.00049088i,-0.0011594+0.0019176i,-0.00017819+0.0029231i,-0.00020512+0.0022283i,-0.0010025+0.00159i,-0.0005183+0.0011746i,0.00095957+0.0004352i,0.0015012-0.00037503i,0.0013729+0.00027864i,0.0005989+0.00046174i,0.00046566+7.4838e-06i,0.00061219+0.00017085i,0.00048987+5.6901e-06i,0.00046485+0.0003739i,0.00031127+0.00062796i,0.00010026+0.00032699i,-0.00053539+3.0458e-05i,-0.00071394-0.00070507i,-0.00050676-0.0005512i,-0.00015152-6.9358e-05i,0.0002277-0.00058037i,0.00048257-0.0008847i,0.00060485-0.00094348i
0.00054757-0.0023471i,0.0004156-0.0017418i,-0.0011879-0.0016673i,-0.0022659-0.00057644i,-0.0014306+0.00082537i,-5.1327e-05+0.001319i,0.00061072+0.0018686i,0.00044376+0.0013577i,-0.00032861+9.7784e-05i,-0.00013673+0.00038446i,0.00041272+0.00099206i,0.00049611+0.0010303i,0.00054751+0.00042027i,0.0003648-0.00061952i,0.00025678-0.0012183i,0.0014338-0.00076404i,0.0012277+0.00012943i,-0.00010437-0.00059288i,-0.00050809-0.0017146i,-0.00051206-0.0015778i,-0.00074499-0.0014991i,-0.00052177-0.0011715i,0.00046171-0.00070319i
-8.8523e-05+0.00096973i,7.6517e-05+0.00092827i,6.403e-05+0.00039168i,-0.00085217+3.0025e-05i,-0.00059763+0.00057407i,-0.00040705+0.0012373i,-0.00026295+0.001158i,-0.00013824+0.00064887i,-0.00024418+0.00072465i,-0.00050104+0.001373i,-0.00054369+0.0006882i,-0.00016492-0.00060974i,-0.00014078-0.00068383i,-1.4239e-05-0.00010845i,-0.00030819+0.00027705i,-0.0010183+0.00019458i,-0.00057218+0.00052129i,-3.4056e-05+0.00052781i,0.00026729-0.00026486i,0.00032434-0.00070625i,-0.00014923-0.00032543i,-0.00024081+0.00038178i,-9.7998e-05+0.00036459i
0.001708-0.0014104i,0.00099792+0.00013223i,0.0008613+0.00086776i,0.0010614+0.00040588i,0.001665+0.00016607i,0.0012244-0.00025441i,0.0011659-0.0011705i,0.0012907-0.0012269i,0.00089303-0.00019753i,-1.3118e-05+0.0003477i,-0.00029867+0.00016713i,0.00029811+0.00075982i,0.00041175+0.001469i,0.00032438+0.00097235i,0.00032167+0.00031252i,-3.2054e-06+0.00047451i,-0.00052959+0.00043523i,-0.00062092-0.00032273i,-0.00030553-0.00038754i,-0.00021199+0.0005897i,-0.00022561+0.00092185i,0.00013744-4.8536e-05i,0.0010896-0.00021544i
0.00055616+0.00084307i,-2.2095e-05+0.0010488i,0.00068137+0.00070856i,0.0011584+0.0013345i,0.00074553+0.0012077i,0.00042639+0.00082388i,0.00082213+0.00068546i,0.00078316+0.00039001i,0.0001723+0.00047736i,-0.00011075+0.00049069i,3.4507e-05+0.00085347i,6.3149e-05+0.0015542i,-4.9844e-06+0.00083514i,-9.9362e-05-0.00019405i,-7.9906e-05-0.00098456i,8.0402e-05-0.0010882i,0.00047392-0.00010928i,0.00054925-0.00011575i,0.00092547-0.00053682i,0.00089762-0.00022402i,0.00071563+0.00015293i,0.0010768+0.00040412i,0.00097391+0.00033388i
-0.0013209-8.3927e-05i,-0.0016979+0.00088539i,-0.002304+0.0017056i,-0.0020622+0.0024004i,-0.0010285+0.0030495i,0.00068119+0.0019302i,0.0010524+0.00067286i,0.00051619+4.2275e-06i,0.00017193+0.00011512i,-0.00020528+0.00067058i,-4.8375e-05+0.00069319i,0.00051615+0.00041081i,0.00030183-3.4106e-05i,-0.00054015-0.00066467i,-0.00079362-0.000717i,-0.00069807-0.00050943i,-0.00046277-6.329e-05i,0.00017767+4.2603e-05i,0.000486-0.00064331i,0.00063097-0.0011777i,0.00096078-0.0010025i,0.001002+0.00047679i,0.00054325+0.0017351i
0.0024877-0.00018482i,0.0024566-0.00025023i,0.0020893-0.0012308i,0.001283-0.0015544i,0.00035513-0.00141i,-0.00057681-0.0011156i,-0.00063347-0.00023483i,-0.00055738+0.00026083i,-0.0003543+0.00017236i,-0.00027132+0.00027262i,-0.00037988+0.00013408i,-0.00026631-0.00053348i,0.00031298-0.00094001i,0.00071798-0.00029656i,0.00060281+0.00037104i,0.00013582+4.7333e-06i,-0.00017211-0.00024045i,-0.00041282-0.00040984i,-0.0001763-0.00083386i,0.00044239-0.0013142i,-1.2665e-05-0.00063698i,-0.00087791-0.00043606i,-0.00080975-0.00065053i
0.0022182+0.00052066i,0.0023409+0.00015843i,0.0010732+0.0015083i,0.00028686+0.0021568i,0.0011307+0.0021476i,0.00083185+0.0011387i,0.00056491+7.2493e-05i,0.00033825+0.00025309i,-0.00044743+0.00066266i,-0.00027003+0.00031776i,0.00056269+0.00025936i,3.9672e-05+0.00076699i,-0.00043257+0.00063864i,-0.00027935+0.00010654i,-0.00057486-0.00054788i,-0.00062932-0.00092069i,-0.00011996-0.00077833i,0.00032558-0.00059865i,-8.9211e-05-0.00021223i,5.6118e-05+0.00022393i,0.0010148+0.00073411i,0.00074846+0.00059532i,0.00016288+0.00042092i
-0.00051669+0.0009168i,0.00033268+0.0017113i,0.00013458+0.0015047i,-2.841e-05+0.001365i,-0.0004101+0.0014266i,-0.00055764+0.0009421i,-0.00040689+0.00046749i,-0.00013361+0.0002026i,0.00049582+0.00068798i,0.00039066+0.001384i,-0.00027409+0.0016265i,-0.00041548+0.00096146i,-0.00016925-5.0271e-05i,-0.0001363-0.00091848i,0.00017493-0.0010199i,-0.00015404-0.00076102i,-0.00069892-0.00073782i,7.4611e-05-0.00017316i,0.00060504+0.00079943i,0.00019728+0.0010681i,-0.00013178+0.00092771i,-3.3807e-05+1.7364e-05i,-0.00070866-0.00065975i
-0.0010262-0.0020407i,-0.00020658-0.0018518i,-0.00047811-0.00042914i,-0.00036325+0.00029572i,2.2201e-05+0.0011249i,0.00057341+0.0018696i,0.0010957+0.00072512i,0.00078507-0.00052842i,-0.00031888-0.00092923i,-0.0013293-0.00059138i,-0.001068+0.00020274i,0.00032916+0.00071161i,0.00053385+0.0013891i,0.00052908+0.000927i,0.0010391-0.00010516i,0.00057381-0.00020055i,0.00016684-0.00010385i,0.00020846-0.00030714i,-0.00021277-0.00045242i,-0.00079255-0.00037378i,-0.0010402-0.00027967i,-0.00033767-0.00057196i,0.0003841-0.00060395i
0.0025737+0.00082257i,0.0014406+0.00074256i,0.001117+0.0012826i,0.0015141+0.0013116i,0.0014109+0.00010247i,0.0013448+0.0003259i,0.00080009+0.0011951i,1.8554e-05+0.00074789i,-0.00024112-2.3934e-05i,-0.00034039-0.00013815i,-0.00066337-0.00045717i,-0.00013225-0.00057817i,0.00087953+1.1201e-07i,0.00066266+0.0004638i,-6.5113e-05+0.00036692i,-0.00020771+0.00054301i,4.4136e-05+0.00050019i,-0.00041328-0.00017498i,-0.0009637-0.0009216i,-0.00094069-0.00022062i,-9.5846e-05+0.00041183i,0.0007125-0.00021441i,0.00018009-0.00063272i
0.0015273+0.0002285i,0.0017601-0.00021851i,0.0011487-0.0016673i,0.00031782-0.0011288i,1.8151e-05+0.00033661i,0.0002512+0.00048032i,0.00062312-0.00012099i,0.00046595-0.00053621i,0.00018188+5.9918e-05i,-0.00085457+0.00069966i,-0.00079913+0.001216i,-0.00022737+0.0012152i,0.00026161+0.00054772i,0.0010389+0.00026889i,0.0012094+0.0002485i,0.00045489+1.0717e-05i,0.00018299-0.00021386i,0.00035632-0.0001982i,9.643e-05-9.8694e-05i,-9.4323e-05-1.9265e-05i,-0.00051313-8.076e-05i,-0.00042591+3.6744e-05i,-0.00040384-0.00049589i
-0.0006797+0.0020319i,-0.00039512+0.0028957i,-0.00050392+0.0027256i,-0.00035642+0.0016994i,0.00044044+0.00090677i,0.0010812+0.00026602i,0.00058862+0.00032659i,-2.0602e-05+0.00058552i,-0.00011103+0.00061385i,8.9332e-05+0.00039693i,0.00026612-0.00027436i,-0.0001477-0.0015836i,-0.00085251-0.0020833i,-0.00040483-0.0015133i,3.486e-06-0.0011141i,1.4181e-05-0.00083232i,0.00030127-0.00087918i,-3.0945e-05-0.0012063i,-0.00060044-0.0010291i,-0.00032731-0.00052679i,0.00045267+4.4247e-05i,0.0012176+0.00052535i,0.00091482+0.00064035i
-7.2008e-05-0.0024162i,1.4837e-05-0.0014614i,0.0008894+0.00012212i,0.0010201+0.0010243i,-0.00031282+0.00012491i,-0.00065472-0.00013403i,0.00089283+0.00040095i,0.00080104-8.0232e-05i,-0.00042371-0.00081565i,-0.00054141-0.0010174i,-0.00022576-0.00067851i,-5.6747e-05-0.00032676i,0.00077523-0.00057281i,0.00081185-0.00051646i,-0.00031128+0.00017141i,0.00018439+0.00030509i,0.00068813-0.00016542i,-0.00039134-0.00034461i,-0.00046588+0.00016994i,0.00045196+5.9511e-05i,0.00105-0.00069698i,0.00010404-0.00062366i,-0.0013526+4.2062e-05i
-0.00016988+3.1851e-06i,-0.00026624+0.00011482i,-0.0012023+0.0002038i,-0.0011102+0.0012401i,-8.3523e-05+0.0029365i,0.00066283+0.0031257i,0.00028302+0.0014166i,-0.00015459+0.00011389i,-0.00024604-0.00036605i,-0.0002291-0.00031182i,-0.0002098+0.00017312i,0.00051508+0.00036638i,0.00092976-0.00061009i,0.00074073-0.0013964i,0.00044589-0.0013134i,-0.00016797-0.00011104i,-0.0001058+0.00064754i,0.00018144-0.00010907i,-0.00036867-0.00098788i,-0.0007705-0.00061835i,-0.00043695+0.00028747i,0.00020191+0.00018788i,0.00068054-0.00037134i
-0.00047834+2.9494e-05i,-0.00057005+0.0016461i,-0.0011007+0.0024607i,-0.0010632+0.0023096i,-0.00056002+0.0024115i,4.0019e-05+0.0014364i,8.595e-05+0.00048061i,-0.00026722+0.00108i,-0.00052445+0.0014108i,-0.00020071+0.0014028i,0.00038548+0.00069706i,0.00089956-0.00037108i,0.0013324-0.00047572i,0.00050334-0.00086304i,-0.00054133-0.0015851i,-0.00047154-0.00072588i,-0.00010425-0.00021014i,-0.00036387-0.00013327i,-0.00058828+0.00041333i,-0.0004627+0.00050845i,-0.00016478-0.00011952i,0.00011806+6.3203e-05i,0.00015421+3.1043e-06i
0.0013228+0.00053233i,0.0021409-0.0006527i,0.0032575-0.001704i,0.0018113-0.0019566i,0.00039546-0.0010203i,-0.00015374+0.00038703i,0.00017204+0.00064778i,0.00073121+0.00047231i,0.00083665+0.0010245i,0.00023786+0.00092263i,-0.00078964+0.00027266i,-0.00097467-7.9897e-05i,0.00017954-0.00025628i,0.00097566+0.00012924i,0.00027327+0.00095298i,2.0126e-05+0.0006915i,0.00030958-0.00031103i,0.00064661-0.0011685i,0.00075408-0.00047777i,0.00067293+0.00049884i,0.00081543+4.8405e-05i,0.0009474-0.00017206i,0.00098435-1.5847e-05i
0.00065762+0.00077515i,0.00012385+0.0011012i,0.00054738+0.001011i,0.0012099+0.00078593i,0.0014673+0.00063572i,0.0012651+0.00088628i,0.0003856+0.00061578i,-0.0004954+0.00017256i,9.1071e-05+0.00021086i,0.00013692+0.00059827i,0.00018481+0.00018987i,0.00058483+7.8543e-05i,0.00025222+0.00046614i,0.00076906+9.478e-05i,0.00088936-0.00041133i,0.00043979-0.00032304i,0.00014722+0.00014444i,-0.00025682+0.00030657i,-0.00039261+0.00022069i,-3.7653e-05+0.00041859i,0.00065019+0.0010818i,0.00057721+0.00091929i,-0.00018768+0.00028739i
0.00028164+0.0029129i,0.0012721+0.0029879i,0.0010055+0.0035246i,0.00061783+0.0031597i,0.0005156+0.0025464i,0.0014083+0.0019336i,0.0016359+0.00096939i,0.00033856-0.00025233i,-0.00021594-0.00021534i,-9.7797e-05+0.0006883i,-0.00018334+0.00062498i,-4.5314e-05-2.4895e-05i,5.7194e-05-0.00057657i,-0.00031779-0.0005253i,-0.001048-0.00053148i,-0.0015083-0.00012896i,-0.0007796+0.00029109i,0.00045016+0.00013987i,0.00016154-0.0004739i,-0.0001728-0.00095681i,-7.1661e-05-0.0011445i,4.6858e-05-0.00057109i,-0.00014691+0.00032266i
-0.0011901-0.00012153i,-0.0013317-0.00023904i,0.0006519-0.00028672i,0.0011169-0.00039092i,0.00047428+0.00017051i,0.00042437+0.00034064i,0.00069596+0.00056545i,0.00031014+0.0010135i,-0.00025622+0.00064128i,-0.00019564+0.00083817i,-0.00022716+0.0007531i,-0.00038129+0.0001377i,-0.00071666+1.6309e-05i,-0.00039814-0.00032738i,-0.00022565-0.00047897i,-0.00010478-0.00051035i,0.00038417-8.3517e-05i,0.00056094+0.00045673i,0.00094136+0.0003905i,0.00075446+0.00049911i,0.00021385+0.00033115i,0.00037107-0.0003402i,0.00086365-3.5654e-05i
-0.0016882+0.00053647i,-0.00098142+0.00017967i,-0.0007123+0.0009571i,-0.00038287+0.0017613i,0.00013033+0.0023471i,0.00076039+0.0021526i,0.0012731+0.00020933i,0.0011949-8.6085e-05i,0.00039965+0.00031004i,-4.8535e-06+0.00040261i,0.0003085+0.00012485i,0.00045525-0.00095535i,0.00073755-0.0014447i,0.00093898-0.0006251i,0.00021778-9.6028e-05i,-0.00039154+0.00032552i,-0.00057991+0.00035902i,-8.0808e-05-0.0008251i,0.00082479-0.00076104i,0.00057993+0.0010285i,-0.00012498+0.0013117i,-0.00096258+0.00041472i,-0.0017299-0.0003671i
0.00094206-4.6897e-05i,0.00067694-0.00094662i,-8.8064e-05-0.00031266i,0.000454+0.0013681i,0.00091171+0.001224i,0.000421+0.00053043i,-5.0276e-05+0.00081467i,-0.00069536+0.0007928i,-0.0011618+0.00026917i,-0.00094046+5.7495e-05i,-0.00044788+0.00023921i,0.00020114-0.00019418i,0.00012398-0.00054708i,0.00023018-0.00075532i,0.00045743-0.00020534i,2.1232e-05+0.00076532i,0.00022912+0.00078027i,0.00015726+0.00067224i,-0.00044807+0.00055746i,-0.00042123+0.00043927i,-0.00013186+0.0009439i,0.00022739+0.0011798i,2.7526e-05+0.00044191i
-0.00099031-0.001082i,-0.0014058-0.00044991i,-0.0013321-0.00058988i,-0.0014622-0.00080998i,-0.0011961+7.4273e-06i,-0.00040291+0.00072197i,0.00015894+0.0003643i,0.00036376+0.00068565i,0.00012659+0.00082543i,0.00010993+0.0006207i,0.00066244+0.00038112i,0.0011168+0.00090655i,0.0014162+0.0015223i,0.0011734+0.00087511i,0.0006109+0.00020602i,-6.9625e-05-0.00024514i,-0.00049463-0.00070864i,-5.8155e-05-0.0013405i,0.00035821-0.00098691i,0.00030401-0.00031297i,-7.2376e-05+0.00027485i,-0.00051783+0.00047632i,-0.00024221-0.00059333i
0.00097839+0.00055899i,0.0010269+0.00020104i,0.0016931-4.0979e-05i,0.0025768+0.00042673i,0.001489+0.00081308i,0.00050481+0.00072742i,0.00047415+0.00053245i,0.0007838+0.00022802i,0.0011021-4.9828e-05i,0.00032074-7.1389e-05i,-0.00054028+0.00042116i,-0.00070544+0.00011365i,-0.00058184-0.00018351i,-0.00041149-6.9551e-05i,0.00012641+0.00050454i,2.102e-05+0.00065205i,-0.00042121+1.1596e-05i,8.415e-05-0.00020405i,0.00042097-0.00015243i,0.00077344-3.1839e-05i,0.00096718+6.7994e-05i,0.00038305-2.2057e-05i,-0.00072095-0.00021876i
