-0.0015007+0.00079965i,-0.00070162+0.0021015i,-0.00036784+0.002547i,-0.00027288+0.0018473i,-0.00037525+0.0012536i,-0.00063515+0.0019719i,5.638e-05+0.0023931i,0.00099921+0.0014283i,0.0011188+0.00072799i,0.0010549-0.00018418i,0.00068659-0.0011248i,0.0007091-0.00085529i,0.00076166-0.00095739i,-0.00050613-0.0012292i,-0.0013802-0.00049861i,-0.00095522+1.1514e-05i,1.5638e-05+0.00028664i,-5.1421e-05+0.00067046i,-0.00036544+0.001048i,-0.00039668+0.00071494i,-0.00023195-0.00054567i,0.00055382-0.0004696i,0.00080678-0.00025156i
-0.0012617-0.0011233i,-0.0017898-0.00016055i,-0.0014184+0.00089405i,-0.00047976+0.00090598i,0.00028348+0.0015907i,0.00069116+0.0012273i,0.00088777+0.00046438i,0.0006852+8.9537e-05i,0.00020841-0.00080963i,0.00047862-0.0012048i,0.00072639-0.00079157i,2.0084e-05+2.7044e-05i,3.9469e-05+0.00013034i,0.00050124-0.00030834i,0.00038465-0.00034327i,-0.0005664+0.00014102i,-0.00082688+0.00065088i,-0.00040072+0.00035152i,0.00028749-0.00023597i,0.00055711+6.9313e-05i,0.00039189+0.0010162i,-0.00016265+0.00090052i,-0.00034234-0.00020019i
0.00060238-6.3547e-05i,0.0015208+0.00026753i,0.0021023+0.0011223i,0.0022949+0.001242i,0.0014634+0.00057911i,5.1078e-05+0.0015736i,0.00031348+0.0020889i,0.00095848+0.00042091i,0.00046288-0.0010505i,0.00037642-0.0013804i,-0.00031344-0.0012069i,-0.0006309-0.0011911i,-0.00014294-0.0002015i,0.00073737+0.00048445i,0.00099859+8.7e-05i,0.00039039-0.0003034i,0.00031156-0.00063132i,0.00033398-0.00056986i,0.00061491-0.00060952i,0.0014564-0.00074097i,0.0018533-0.00015392i,0.0011159+0.00024889i,0.00013165+0.00050415i
-0.00076099+0.0019622i,0.00037903+0.00095867i,0.0010673+0.0013979i,0.0020124+0.0024515i,0.002454+0.0026795i,0.0017548+0.0015498i,0.00069154+0.00099845i,-7.527e-05+0.00075776i,-0.00033004-5.448e-05i,2.6413e-05-0.00090983i,-0.00048119-0.0010014i,-0.00078219-0.00087504i,-0.00014975-0.00089641i,0.00021686-0.00066667i,0.00058621-0.00025218i,0.00034561-0.00011987i,-0.00085081+0.0003796i,-0.0011754-0.00018976i,9.6492e-05-0.00097813i,0.00013552-0.00018835i,0.00027445-0.00010966i,0.00036051-0.00081622i,-0.00083068-0.00041006i
-0.0010992-7.4016e-05i,-0.00055209+0.00074704i,0.00013481+0.00094586i,0.0013081+0.001197i,0.0018595+0.00069525i,0.00085259+0.00091603i,0.00055993+0.00051395i,0.0013932-0.00040992i,0.00045994-5.094e-05i,-0.00012074-0.00057326i,0.00066501-0.0015669i,0.00062774-0.00078999i,0.00037712-6.401e-05i,0.00081363+4.8209e-05i,0.0011195+8.3415e-06i,0.00036733-0.00012198i,-0.0004568+4.3123e-06i,-0.00024772-0.00020077i,4.0799e-05+0.00017492i,-0.00060202+0.00033289i,-0.00032299+0.00026086i,0.00048953+0.00095994i,0.0001969+0.0010011i
-0.00028798+0.001523i,-0.00054531+0.0017778i,0.00036922+0.0025158i,0.00080796+0.0035483i,0.00053548+0.0032742i,0.00072441+0.0019154i,0.0012575+0.00077085i,0.0013544+0.00041914i,0.0006089-0.00047088i,8.3286e-05-0.0013477i,0.00012359-0.00088382i,6.1761e-05-0.00036908i,3.4729e-05-0.00020132i,0.00036254-0.00021188i,0.00069992-0.00026018i,0.00011252+2.8953e-05i,-3.1556e-05+0.00032682i,-9.045e-05+0.00030245i,-7.4412e-05+0.00059923i,0.00080119+0.0006383i,0.0015292+0.00077019i,0.0017281+0.0010477i,0.00069847+0.00019909i
6.5525e-05-0.0012394i,-0.0015149-0.00093721i,-0.0016759-0.00044476i,0.00035922+0.00088528i,0.00082697+0.0019882i,0.00019836+0.0018355i,0.00032362+0.0011566i,0.00069482-0.00025348i,0.00060639-0.001856i,0.0005248-0.0020477i,-5.0696e-05-0.0014454i,-0.0010153-0.00060932i,-0.0010327-0.00054312i,-0.0014525-0.0014608i,-0.0013515-0.0009185i,-0.00073411+0.00016293i,-6.6171e-05+0.00045667i,-0.00021902-0.00024373i,-0.00023419-0.00058822i,0.00028963-0.00011092i,5.7843e-05+2.0628e-05i,5.7956e-05-7.9675e-05i,0.0003647-2.1828e-05i
7.1199e-05+0.0003951i,0.0011659+0.0012251i,0.0016003+0.0016517i,0.0010543+0.0009547i,0.00043017+0.00088533i,-3.4552e-05+0.0013766i,0.00026177+0.0011907i,0.00064768+0.0013345i,0.00079302+0.00033518i,0.00072059-0.0010795i,0.00035469-0.00065186i,4.07e-05+2.8005e-05i,-0.00021846-0.0005693i,-0.00054659-0.0011281i,-0.00016789-0.00090395i,7.8989e-05-0.00020134i,0.0001909+0.00052279i,0.00067778+0.00070882i,0.00024791-0.0003397i,-0.00054978-0.0005634i,-0.00062841-5.2099e-05i,3.0358e-05+0.00014385i,0.00060001-0.00024018i
0.00025818+8.348e-05i,0.00017861-0.0011376i,-0.00022789-0.00069921i,0.00050097+1.613e-05i,0.0011704+0.00052877i,0.0003108+0.0012162i,-0.00051765+0.00094429i,-3.1789e-05+4.2718e-06i,0.00069133-0.00048618i,0.0003388-0.0011496i,-0.00021575-0.00096571i,-0.00025677+0.00010323i,3.718e-05+0.0002488i,-0.00011606+0.00038368i,-0.00096077+0.00030325i,-0.00095509-0.00011266i,-0.00028001-0.00038735i,0.00063836-0.00016496i,0.00062543+0.000129i,6.2943e-05+0.0002992i,9.2925e-05+0.00080605i,-0.00034833+0.00079607i,-0.00090984+0.00011622i
0.00050844+0.00020742i,0.00025059+0.00016146i,0.00055593-0.00036575i,0.00084668-0.00096387i,0.0013539-0.00040243i,0.0010262+0.00063056i,0.00058064+0.00044783i,0.0004105+0.0004155i,-6.7421e-05+0.00027727i,-0.00063667-0.00073035i,-0.0011434-0.00091991i,-0.0009437-0.000449i,-0.0005217-0.00056553i,4.7354e-05-0.00050399i,0.00087996-0.00027277i,0.0010342-0.00010129i,0.00020711-0.0001859i,-5.739e-05+8.1213e-05i,0.00038104+0.00054609i,0.00023496+0.00046747i,0.00013449+0.00038603i,0.00068911+6.9461e-06i,0.00091774-0.00043358i
0.0022565+0.0022044i,0.0028969+0.00023059i,0.0033255-0.00089417i,0.0032549-0.0008353i,0.0019002-0.00072753i,-1.7256e-05-0.00027139i,1.1609e-05-1.8858e-05i,0.0004538+9.9241e-05i,0.00040086-0.00037332i,-3.2368e-05-0.00074757i,-0.0011244-0.00089018i,-0.0014285-0.00092762i,-0.00053104-0.00080043i,0.00026592-0.00072488i,-0.00011178-0.00040389i,-0.0006912-8.4591e-05i,-0.00023991+0.00025203i,-0.00027504+0.00052522i,-0.00050026+0.0006303i,-0.00063046+0.00059391i,-0.00024599+0.00017129i,0.00057579+0.00019542i,0.00064591+0.00014092i
0.00032625+0.0001229i,0.00040088-0.00029821i,0.0013058+0.00019697i,0.0013404+0.0011136i,0.00062931+0.0018108i,-0.00022769+0.0018845i,-0.00048848+0.0013301i,-0.00034497+0.00016106i,-0.00035878-0.00024335i,-4.7629e-05-2.9472e-07i,0.00016745-0.00025853i,0.00047541-0.00091876i,0.00048853-0.00072126i,-0.00033029-7.9118e-05i,-0.000508-0.00056698i,7.2337e-05-0.00079426i,0.00043016-0.00053404i,0.00012177-4.6556e-05i,-0.00032521+0.0002028i,4.6111e-05-0.0001109i,0.0005815-0.00012589i,0.00054611-0.00010942i,0.0005207+0.00039202i
-0.0014759+0.00020012i,-0.0011159+6.3831e-05i,-0.00058378+0.00028568i,0.0010409+0.0013594i,0.002005+0.0023693i,0.0016955+0.0014582i,0.00087433+0.00069115i,5.758e-05+0.00023401i,-2.0965e-05-0.00013985i,0.00022942-3.7036e-05i,0.00069185-0.0002888i,0.0011151-0.00056606i,0.0013987-0.00031576i,0.0003361+0.00058664i,4.5112e-05+0.00049482i,0.00053779-9.826e-05i,0.0009663+1.6765e-05i,0.001368+0.00055803i,0.00051558+0.00010802i,-4.5788e-05-0.00069018i,-0.00018224-0.00049988i,0.00011785-0.00039783i,0.00034081-0.00067214i
-0.00019227+0.0016768i,0.00043709+0.0020322i,0.0021076+0.0017337i,0.0029274+0.0013514i,0.0030382+0.00086524i,0.0020904+0.00040881i,0.00081907+0.00032626i,-1.9459e-05+0.00034355i,-0.00019668+0.00049027i,0.00037153-7.4928e-05i,0.00054241-0.0009628i,-0.00019126-0.001214i,-0.00072814-0.00092242i,-0.00075385-0.00056859i,-0.00096597-0.00070421i,-0.00074799-0.00034625i,-0.00060106+0.0002374i,-0.0006503-0.00047683i,-0.00043291-0.00042097i,-0.00038361+0.001244i,-0.00076484+0.0014708i,-0.001398+0.00034609i,-0.0010597+1.5307e-05i
0.0010885+0.00016585i,-4.451e-05+0.00060082i,0.00022968+0.00093805i,0.001748+0.00080214i,0.0016369+0.00057523i,0.0005845+0.0010416i,0.00035208+0.00091467i,0.00036676+0.00060748i,0.00049101+0.00013691i,0.00016431-0.00028359i,-0.00070912-0.00023498i,-0.00067928-0.00029996i,-0.00026739-0.00078173i,-0.00014757-0.00076415i,0.00037308-0.00052563i,0.00069108-0.00017896i,0.00046335+0.0005913i,-0.0001177+0.00032648i,-0.00050442-0.00026765i,-0.00023169+8.7057e-05i,-0.00034061+0.00043147i,-0.00049953+0.00015947i,-0.00033471+0.00011578i
0.0021479-0.00017175i,0.0017767-0.00019461i,0.0012139-0.00077937i,0.00076646+0.00032671i,0.00059271+0.0011703i,0.00067989+0.00082054i,0.00031312+1.0333e-05i,0.00050885-0.00035659i,0.0011376-0.00028239i,0.00073876-0.00027868i,-0.00023876-0.00052597i,-0.00075399-1.0734e-05i,-0.00048459+0.00086778i,-0.00025346+0.00042596i,0.00034547-0.00015016i,0.00073805+0.00011898i,0.00060735+0.0003538i,0.00052362+0.00058801i,0.00067069+0.00058734i,0.00012794-0.0005572i,-0.00013876-0.00075197i,0.0001386+0.00026591i,0.00011875+0.0012312i
-0.0005063-0.00013175i,-0.00018041+0.00071248i,0.00058187+0.0010434i,0.00059648+0.0019877i,-5.0994e-05+0.0017108i,-0.00023964+0.0009474i,0.00016644+0.00085127i,-0.00026874+0.00031179i,-0.00042897-0.00023055i,-0.0003948-0.00065251i,-0.0008785-0.00071771i,-0.00079907-0.00015758i,-0.00022188-0.0001907i,0.00023371-0.00068106i,-6.7715e-05-0.00082798i,-0.00038142-0.00098482i,-9.0269e-05-0.0012473i,0.00035955-0.00085028i,0.00046317-0.0003398i,0.00050194-0.00043545i,0.00021581-0.00044279i,0.00036406+3.0122e-05i,0.00033169+0.00048916i
-0.00031097+0.00052722i,-0.00015013+0.00071521i,-0.0001331+0.0012327i,1.4643e-06+0.001736i,-8.9027e-06+0.0016649i,0.00035906+0.0015832i,0.0011804+0.0013535i,0.00043306+0.000884i,-0.00085517+0.00017302i,-0.0007124-0.00092716i,-7.0794e-05-0.0011779i,4.2045e-05-0.0013356i,-0.00035348-0.0010457i,-0.00067452-0.0003101i,-0.00020392-3.3018e-05i,-6.504e-05-0.00046008i,-5.9157e-05-0.00030131i,0.00099147+0.00019526i,0.0011177+0.00017021i,0.00036477+0.00039976i,0.00077878+0.00064715i,0.001015+0.00065011i,0.00019043+0.00031926i
-0.00027411+0.0013015i,-0.00067877+0.0017312i,-0.00085533+0.0011876i,2.741e-05+0.0013131i,0.00016703+0.0013458i,0.0008521+0.00069587i,0.0011625+0.00055902i,0.00088948+0.00063931i,0.00036433+0.00018329i,-0.00017549-0.00085713i,0.00011069-0.0011494i,-9.5838e-05-0.00098315i,0.00039834-0.0011727i,0.00058358-0.00079079i,0.00012216-0.00029764i,0.00047929-0.00054446i,0.0012344-0.00039755i,0.00085778+0.00035696i,0.00015657+0.0010031i,-7.5332e-05+0.00079247i,0.00043504+0.00022352i,0.0008291-0.00022725i,0.00024675-0.00062212i
-0.00041926-0.00078259i,-2.937e-05-9.819e-05i,0.00052839+0.00024137i,0.001205+0.0005183i,0.0013099+0.00066827i,0.00075271+0.00066617i,0.00095743+0.00030701i,0.00064565+0.00029913i,0.00048806-0.00064499i,0.00093457-0.00095639i,0.00043872+5.4376e-05i,0.00016817+0.00046786i,0.00012448-0.00012464i,-0.00060752-0.00033551i,-0.0010161+0.00055541i,-0.00030099+0.00080138i,0.0002737-0.00023896i,0.00075928-0.00064473i,0.00061358-8.4469e-06i,0.0005386+0.00046106i,0.00047957+0.00053673i,0.00034574+4.8905e-06i,0.00049088-0.00013793i
0.00013653+0.00028566i,0.00077274+0.00014025i,0.0015948+0.00035492i,0.0017265+0.00068622i,0.0018564+0.00047856i,0.0012169+0.00051024i,0.00012703+0.00069273i,-0.00042053+0.00068836i,-0.00031885-9.7812e-05i,-0.00070127-0.00020412i,-0.00015227+0.00033443i,0.000137+5.255e-05i,2.5834e-05-0.00072922i,8.3194e-05-0.0015404i,-0.00046172-0.0017745i,-0.00036004-0.00082676i,0.00032529-0.00024411i,0.00059253+0.00059677i,0.00020468+0.00092067i,-0.00055941+0.00030973i,-0.00084717+0.00035127i,-0.00048631+0.00019786i,-0.00052142+1.2715e-05i
7.8597e-06+0.0006032i,0.00021467+0.0018322i,-0.00013249+0.0024508i,1.1916e-05+0.0019872i,0.0012709+0.0022127i,0.0014335+0.0023937i,0.00076704+0.00074942i,0.00065621-0.00075006i,0.0005082-0.0010131i,0.00037735-0.00010617i,-0.00041258+0.00022258i,-0.00031496-0.00029143i,0.00067536-0.00044806i,0.00034387-0.00066341i,-0.0004973-0.00099644i,-0.001087-0.00052104i,-0.00065947-2.4426e-05i,-0.00036766+0.00022796i,-0.00029014+0.0002965i,-4.8074e-05+0.00021349i,-0.00050479+0.00037044i,-0.0005676+0.00076257i,0.00020021+0.00023453i
-0.0015125-0.0011627i,-0.0011936+0.0001863i,-0.00023557+0.0013177i,0.00029413+0.0015813i,0.00068033+0.0013352i,0.0011332+0.0015684i,0.001107+0.001197i,0.00054423+0.00028357i,-0.00026512-0.00032982i,0.00023367-0.00037237i,0.00068074-0.00036954i,8.196e-05-0.0010809i,0.00011161-0.0013354i,-3.7964e-05-0.00064484i,-0.00064048-0.00011668i,-0.00063232+0.00013322i,-0.00038159+0.0004223i,-0.00024034+0.000712i,-0.00016938+0.00026178i,-0.00012211-0.00062247i,-0.00031643-0.00044248i,-0.0002272+8.3227e-05i,0.0001308+0.0001159i
-0.00022536+7.7594e-05i,6.9832e-05+0.0016195i,0.0006407+0.0026539i,0.0011774+0.0019579i,0.0011459+0.00087664i,0.0013831+0.0015354i,0.0017703+0.0014382i,0.00072611+0.00077431i,2.5206e-05+0.0010618i,0.00019522+0.0003857i,-0.000109-0.0010929i,4.383e-05-0.0012092i,0.00044727-0.00019181i,-0.00042844+0.00054561i,-0.0012157+0.00034253i,0.00013526-0.00014845i,0.00059808+0.00032387i,-0.00044654+0.00071121i,-0.00068358+0.00035671i,0.00011703+3.8863e-05i,0.00037254-0.00038903i,0.00033016-0.00039633i,0.00044912-0.00031203i
0.0014968+0.0012668i,0.0013074+0.0011127i,0.00093108+0.0005186i,0.0011054+0.00066526i,0.0012974+0.00039582i,0.001086+2.8524e-05i,0.00031797-0.00019193i,-0.00037382-0.00085982i,-0.00084969-0.00087903i,-0.00063236-0.0010991i,-0.000182-0.0013399i,-9.1673e-05-0.00076544i,-0.00033139-0.00019944i,-0.00035163-0.00071768i,0.00025772-0.00075256i,0.00048334-4.1667e-05i,-0.00015284+0.00078709i,-0.00091313+0.0010323i,-0.00030677+0.00083117i,0.0003939+0.00068244i,9.0323e-05-4.5186e-05i,-0.00015417-0.00011663i,-0.00028061+0.00021893i
0.00021997-0.00067414i,-0.00043459-0.00053783i,0.00010801-0.00027843i,0.00036548-0.00086447i,0.00023671-0.000861i,-2.2335e-05-0.00013561i,0.00058748+0.00056435i,0.00044403+0.00065135i,-8.5724e-05+0.00013008i,0.00015427-7.0297e-05i,0.00057706+0.00010315i,0.00046481+0.00042977i,-0.00016782+0.00056814i,0.00019904+0.00014675i,0.0010038+0.0003392i,0.00043519+6.4423e-05i,0.00011549+9.3986e-05i,0.00032898+0.00042319i,0.00010672+0.0007912i,-6.1063e-05+0.00087671i,0.00042405+0.0006848i,0.00070614+0.00056748i,0.00044221-0.00043676i
-2.6004e-06-0.00042476i,-0.00021903+0.00050949i,-0.00014848+0.0015509i,0.00057452+0.00051408i,0.0013699-7.7805e-05i,0.0011468+0.00041187i,0.00027855+0.0011672i,0.00019785+0.00080255i,0.00088128-0.00013697i,0.0013343-0.00069738i,0.0010845-0.0013096i,0.00050075-0.0011387i,-1.8609e-05-0.00057576i,-0.00024491+0.00033341i,5.9292e-05+0.00072342i,0.0003964-0.00019231i,0.00040112-0.00026172i,6.1088e-05+0.00040285i,-0.00025017+0.00014352i,-5.1852e-05+0.00014126i,-0.0002786+0.00036851i,-0.00066348+0.00051951i,-0.00084966+0.00065738i
0.00083856-0.0009205i,0.00036046+7.9071e-05i,-0.00055341+0.0012192i,-0.00072666+0.0025537i,-0.00050489+0.0027781i,0.00026584+0.0018216i,0.0013017+0.00061354i,0.00047634-0.00050309i,-0.00094677-0.0012391i,-0.0011504-0.0014846i,-0.0006571-0.0012304i,-0.00021872-0.00099902i,-0.00042646-0.00092241i,-0.0006936-4.9956e-05i,-0.00045196+0.00063792i,0.00044217+0.00022206i,0.00037105-4.0735e-05i,-0.00025596-0.00035155i,6.7929e-05-0.00023688i,0.00029807+0.0004548i,1.7243e-05+0.00053374i,6.4463e-05+0.00014651i,0.00048972-8.6677e-05i
0.0010816-0.0012847i,0.0013899-0.0016762i,0.0014699-0.0010345i,0.0014589-0.00062461i,0.0010241-5.6481e-05i,0.00060834+0.0005993i,0.00071753+0.00049051i,0.00040996-0.00032472i,0.00071194-0.00060953i,0.0011335-0.00057046i,0.00051462-0.00081731i,6.9338e-06-0.0010423i,-7.7027e-05-0.0010547i,-7.9507e-05-0.00067305i,-0.00047283-0.00056864i,-0.00013029-0.00075565i,0.00064764-0.00031596i,0.00051091-0.00036263i,0.00061743-0.00029325i,0.0010315+0.00010296i,0.0011702+0.00089893i,0.00065205+0.0013448i,-0.00016626+0.00081096i
-0.00042149+0.0013271i,-0.00060205+0.0030002i,-0.00050459+0.002287i,0.00034161+0.0015138i,0.00041024+0.0021681i,-0.00021742+0.0017744i,-0.0003769+0.00083005i,0.0002721+0.00022146i,0.0010921-0.00026047i,0.00066019-0.00047224i,-0.00051325-0.00057034i,-0.00058572-0.00041405i,-0.00074027-0.00018411i,-0.00043955-0.00022732i,-3.3783e-05+0.00068366i,0.0002423+0.0013117i,0.00095192+0.00065124i,0.0009326-0.00037217i,0.00025728-0.0007981i,-0.00061951+0.00029318i,-0.00059405+0.0011534i,0.00010963-0.00016601i,0.00010596-0.0013217i
-0.00066731-0.00042033i,0.00010634+0.0012356i,-0.00029968+0.0023451i,-0.00081467+0.0015993i,0.0001488+0.00086578i,0.0011753+0.0014347i,0.0010233+0.0013449i,0.00028867+0.00073794i,0.00039738+0.00041308i,0.00096938+6.7856e-05i,0.00028918+0.00020009i,-9.1928e-05+0.00018242i,0.00033665+4.4489e-05i,0.00029203-0.00021602i,-0.0002419-0.00045674i,-0.00058389-0.0002061i,-0.00014564-0.00053913i,0.00044783+0.00041109i,0.00018402+0.0009i,-5.4693e-05+5.215e-06i,0.00089885+0.00038998i,0.00063015+0.00050429i,0.00037515-0.00035039i
-0.00038329+0.0011384i,7.5487e-05+0.0011447i,0.00034108+0.0021304i,0.0011068+0.0029296i,0.0019045+0.0021908i,0.0021209+0.0016529i,0.00078079+0.00089332i,0.000284-0.00040982i,0.00065321-0.00059698i,0.0010782-0.00032603i,0.0011176-3.2659e-05i,0.0010619-0.00020676i,0.0008783-7.7779e-05i,0.00026055+6.6806e-05i,0.00060941-0.00039318i,0.00061434-0.00012023i,0.00023892-0.00016246i,-0.00037791-0.00074649i,-0.00097386-0.0004118i,-0.00056744+0.00014543i,-0.00015266-3.7977e-05i,-0.00025682-0.0007277i,-0.00023225-0.0003858i
-0.0010235+0.00063083i,-0.0014012+0.0013906i,-0.00072397+0.0013511i,0.00018033+0.00093244i,0.00043162+0.0016555i,0.00017901+0.0014671i,-0.00029083+0.00088633i,-0.00029127+0.00039017i,-0.00025537-0.00044304i,0.00022699-0.00076098i,0.0004407-0.0013808i,0.00057574-0.0015917i,0.0012639-0.0005875i,0.00090009+5.0461e-05i,-4.4799e-05+0.00021449i,-0.00047647+0.00028736i,-0.0005847+0.00032074i,-9.6609e-05-0.00022353i,0.00081121-0.00088256i,-2.5791e-05-0.00050941i,-0.00085674-0.0005394i,-2.4417e-05-0.00097317i,-0.00014751-0.0005541i
0.0011135-0.00018855i,0.0020535-0.00091361i,0.0019177-0.00051178i,0.0010512+0.00013058i,0.00083081+0.0004986i,0.00070883+0.00092979i,0.00029913+0.0007626i,-0.00025485-0.00012308i,-0.00073619-0.00061906i,-0.00092325-0.00062759i,-0.0009935-8.2433e-05i,-0.0010686+0.00017281i,-0.00080652-4.9902e-05i,0.00059055-0.00069785i,0.00082348-0.0011171i,3.074e-05-0.00064276i,5.7416e-05+0.00056074i,7.5089e-05+0.0011146i,-0.00029354+0.00015093i,-5.3849e-05-0.00069175i,-0.00011189-0.00029789i,-0.00021713-0.00034683i,0.00025784-0.0010624i
-0.00094259+0.0022714i,-0.0008828+0.0022348i,0.00024643+0.0025435i,0.00069776+0.0021089i,0.00047978+0.00050976i,0.00034911+0.00055409i,-0.0001129+0.00099467i,3.2625e-05+0.00017797i,0.00054032-0.00027027i,0.00050309-0.00085038i,-0.0001766-0.001334i,-0.0008273-0.0011452i,-0.0010844-0.00049805i,-0.00094401-0.00014813i,0.00022878-0.00035184i,0.00087879-0.00020895i,0.0005343+0.00011424i,0.00012071+0.00032216i,-0.00050457-0.00031169i,-0.00021069+0.00025184i,-5.4949e-05+0.00034906i,-1.1749e-07-0.00032897i,0.00045107+3.8439e-05i
0.0008361-0.00016778i,-0.00027093+7.3144e-05i,0.00017085+0.00027191i,0.0013539+0.00053426i,0.0010009+0.00065553i,0.00052859+0.00081259i,0.00046753+0.0011361i,0.00010133+0.00069082i,0.00043945-0.00013998i,0.00045236-0.00047476i,-0.0004899-0.00050587i,-0.00079523-0.00087377i,-0.00079211-0.00094358i,-0.00045468-0.00026299i,0.00020856-2.0002e-05i,0.00035052+8.1449e-05i,0.00019949+0.00018539i,0.0011726-2.7387e-05i,0.0015038+6.1389e-05i,0.00059524+0.00066021i,0.0002555+0.0005367i,5.8928e-05+0.00015697i,-0.00078793+0.00012649i
-0.00082388+0.0004703i,-0.00065821+0.0014213i,-0.00029205+0.0016969i,0.00021581+0.0018451i,0.00093067+0.0017307i,0.0015131+0.0011154i,0.0011604+0.00099462i,0.00017633+0.00033309i,-0.00074305-0.00021466i,-0.00039191-0.00058367i,0.00013144-0.0010997i,0.0004296-0.00082008i,0.00029706-0.00095736i,-0.0001525-0.0011113i,-0.00041843-0.00087232i,9.5009e-05-0.00025185i,0.00071791+0.00053096i,0.00054932+0.00070926i,0.00064206+0.00011852i,0.00091124-0.0001639i,3.592e-05-9.9755e-05i,-0.00083853+0.00012448i,-0.00060551+0.0003511i
0.00092746+0.00040174i,4.3892e-05-0.00093214i,-0.00022199-0.001912i,0.00030289-0.0016591i,0.0004981-0.00084018i,-8.2483e-05-0.00057402i,-0.00035252-3.1906e-05i,3.7185e-05+0.00020301i,0.00096033-0.00049595i,0.0011071-0.0016996i,0.00026777-0.0019168i,4.0626e-05-0.00092627i,8.4848e-05+0.0004724i,4.3146e-05+0.001027i,-0.00023187-1.639e-05i,-0.00051293-0.00097656i,-0.00045872-0.001004i,-0.00016946-0.00058836i,-0.00058737+9.421e-05i,-0.0006244+0.00043127i,-8.9942e-05+0.00027541i,0.00022616+0.00027009i,-0.00024363+0.00013537i
-0.00086949+0.0017362i,0.00060249+0.0018154i,0.00054935+0.0016369i,0.00010591+0.0023658i,-0.00031302+0.0025758i,-0.00036143+0.0015611i,0.00042475+0.00078445i,0.00069007+0.00053262i,0.00075076+0.00032612i,0.00025089-1.3277e-05i,-0.00030732-0.00049352i,-0.0006378-0.00020691i,-0.0006082+0.00022217i,-0.00015554+0.00015755i,-0.00010675+1.6418e-05i,-8.0355e-05+9.5178e-05i,0.00021412-6.7373e-05i,-0.00032698-0.00020703i,-0.0012097+0.00047069i,-0.0012547+0.0002623i,2.6582e-05-0.00016761i,0.0004703+9.5415e-05i,-0.00027937-8.0656e-05i
-0.00039366-0.00057319i,-0.0016359+1.989e-05i,-0.0012731+0.00040691i,4.8625e-05+0.00080222i,0.0012979+0.0011283i,0.0010134+0.00057711i,0.00040289+4.5395e-05i,8.1623e-05-4.0387e-05i,0.00010431+3.1885e-06i,0.00048078-0.00021116i,0.00039406-0.00086418i,0.00031414-0.00062716i,0.00013887+0.00025211i,0.00017595+0.00079786i,0.00013114+0.00068065i,-0.00027364-1.2041e-05i,-9.8371e-05-0.00020497i,0.00057548+9.8793e-05i,0.00080741+0.00017408i,7.2698e-05-5.2887e-05i,-0.0005895+0.00010992i,-0.0010486+0.00054074i,-0.00084098-1.3367e-05i
-0.00041241+0.00037645i,-0.00071664+0.0014524i,-0.00070403+0.0027852i,-0.00015012+0.0025983i,0.00014014+0.0023692i,0.001102+0.0017312i,0.0014196+0.00068318i,0.00080546-3.886e-05i,0.0006451+0.00046374i,-0.00012189+0.0011813i,-0.00050115+0.00024868i,0.00016691-0.00037532i,0.00016524-0.00024821i,-0.00045278-0.00013027i,-0.00054715+5.6204e-05i,-0.00011083+0.00045978i,0.00017758+0.00073492i,0.00036247+0.0010146i,2.5039e-05+0.00062533i,-0.00019078-0.00010095i,0.00051106-5.3285e-05i,0.00071225+0.00070158i,0.0004819+0.00043932i
0.0021644+0.00032123i,0.0021643+0.00090753i,0.0023823+0.00063669i,0.0015691-0.00051954i,0.0014831-0.00055053i,0.0013176+0.00061896i,0.00054354+0.00084824i,0.00027651+0.00034792i,0.00027535+7.1281e-05i,0.0010214-0.00079876i,0.0010939-0.0011019i,-7.2203e-05-0.00082532i,-0.00061918-0.00088699i,-0.00090497-0.00096027i,-0.0011224-0.00073729i,-0.0014225-0.00056747i,-0.001535-0.00014349i,-0.00066083+0.00061565i,-0.00060498+0.00066692i,-0.00096709+6.6769e-05i,-0.00075178-0.00011519i,-0.00014391+0.0002098i,0.00022392-0.00024222i
0.0011222+8.9897e-05i,0.00099776+0.00011141i,0.0012496+0.00061417i,0.0010333+0.00092801i,0.00074023+0.00095368i,0.00053203+0.00088811i,0.00074452+0.00080638i,0.00051765+0.00039793i,-0.00021525-0.00012733i,-0.00017396-0.00031631i,-2.352e-05-4.4472e-05i,9.2448e-05+0.0007318i,0.00056253+0.00058639i,9.374e-05-7.4232e-05i,-0.00097974-0.00039099i,-0.00075451-0.00045768i,-0.00042226+0.00025005i,-0.00070806+0.00034272i,0.00020634-0.00015706i,0.001591-0.00036565i,0.0014025+0.00012788i,0.0012053+0.00038462i,0.00097609-0.00073488i
-0.00097206+0.00043404i,-0.00023331+0.0016355i,-0.00063452+0.0015599i,-0.0013168+0.0014392i,-0.0011284+0.0015045i,-3.0586e-05+0.0012593i,0.00043363+0.00069528i,4.9844e-05-8.7803e-06i,-0.00045775-0.00032906i,-0.00045651-0.00017535i,-0.00022558-0.00010489i,-1.9043e-05-0.00032409i,0.00037283+4.0295e-06i,-3.4897e-05+0.00016539i,-0.00052351-0.00010651i,-0.00051374+0.00029775i,-0.00013217+0.00062736i,-0.0003104+0.00065591i,-0.00071003+0.00025505i,-0.00052367-5.2447e-05i,-5.5816e-06+0.00013412i,0.00042027+0.0011077i,0.000115+0.0010245i
