-0.0013475+0.00049752i,-0.0023271+0.00074068i,-0.0025175+0.0016245i,-0.0017575+0.0015219i,-0.00066145+0.0017498i,4.7515e-05+0.0018545i,0.00015887+0.00086507i,0.00043943+0.001418i,0.00077314+0.0020406i,0.0013853+0.0016816i,0.0015362+0.0010433i,0.0011086-7.2604e-05i,0.0010484-0.0010181i,0.0011968-0.00080548i,0.00022088-0.00044913i,2.1516e-05+4.0291e-05i,-0.00017154+0.00027963i,-0.00084456+0.00061429i,-0.00060759+0.00089535i,-0.00019538-0.00013262i,-0.00031814-0.00068464i,-0.00091024-0.00049425i,-0.0011318-0.00010017i
0.00039675+0.0027687i,-7.741e-05+0.0025828i,-5.4509e-05+0.0017703i,0.00064771+0.0012482i,0.00084251+0.00013046i,0.00053333-0.00055112i,0.00016903-0.00084958i,-0.00039702-0.00066876i,1.9276e-05+5.9721e-05i,9.3289e-05+0.00069734i,-0.00015206+0.00043488i,0.000376-0.00016812i,0.00028548-0.00062947i,-0.00013335-0.00055931i,-0.00053323-0.00055785i,-0.00050082-0.00018462i,0.0002545+0.00014711i,0.0013803+4.9644e-06i,0.00066695+0.00012672i,-0.00032909-0.000256i,-0.00038764-0.00040207i,-0.00014658+0.00016254i,0.00030569+0.00017333i
-0.00030323-0.0018633i,-0.001073-0.001817i,-0.0011984-0.0012327i,-0.00026984-2.2679e-05i,0.0016722+0.0013622i,0.0021288+0.0010313i,0.0011097-0.00068227i,3.2743e-05-0.00074667i,0.00027388+0.00016471i,0.00035358+0.00053766i,-8.6514e-05-0.00029878i,-9.9489e-05-0.001012i,-0.00014734-0.00083724i,5.2027e-05-0.00053453i,-0.00027423+0.0005289i,-0.0005881+0.00050996i,5.6602e-05+0.00030287i,0.00098274+0.0010142i,0.0010545+0.001295i,0.00093017+0.00060383i,0.001499+0.00010218i,0.0015679+0.00034502i,0.00097731-0.00025169i
0.0007388-0.00080063i,2.0996e-05-5.1523e-05i,4.2257e-05+0.0015029i,0.00026191+0.0029961i,0.00056153+0.0019762i,0.0012154+0.00076677i,0.0011128+0.00056038i,-0.00027166+0.0002838i,-0.00078299+0.00062852i,-4.7155e-05+0.00087978i,0.0001649+0.00091714i,-0.00023456+3.171e-05i,-0.00026859-0.0008931i,-2.1911e-05-0.00037675i,0.00051996+0.000205i,0.00092081+7.3505e-05i,0.00090199-6.3058e-05i,0.00098704+0.00020116i,0.00027876+0.00061634i,-0.00028112+0.00043275i,-0.00041314+0.00040053i,-0.00077008+0.00023887i,-0.00036382+0.00037654i
-0.0010777+0.002059i,-0.00090836+0.0025016i,-0.00042443+0.0026513i,0.00059043+0.0023627i,0.0010109+0.0023085i,0.00078417+0.0010517i,2.8579e-05-0.00069058i,-0.0008256-0.00066208i,-0.00058416+9.0396e-05i,-0.00047628+0.00045055i,-0.00044137+0.00066986i,-0.00029941+0.00019357i,-7.6028e-06-0.00019195i,0.0006584-0.00026748i,0.00072771-0.00055804i,6.9347e-05-0.00055639i,-0.0002055-0.0007576i,-0.00018518-0.0011614i,0.00028809-0.00081431i,0.00022503-7.4899e-05i,0.0003765+0.00038269i,-0.00041816+0.00049573i,-0.0011468+1.5301e-05i
0.00039329-0.001826i,-0.0012937-0.0016321i,-0.0017802-0.00086097i,-0.0013584-0.00086656i,0.00014346-0.00087706i,0.00066608-0.00046842i,-0.00048035-0.00098823i,-0.0012803+5.8745e-05i,-0.00095382+0.0010456i,0.00016283+0.00059321i,-5.1469e-05+0.00051872i,-0.0010057+0.00068833i,-0.00070977+0.00084228i,8.9639e-05+0.0014931i,0.00022832+0.0011503i,0.00014138-0.00032604i,0.0002582-0.0007355i,0.00044611+0.00012293i,0.00059185+0.00084579i,0.00026141+0.00049814i,-0.00063841+0.00044075i,-0.0005469+0.00020254i,-0.00023772-0.00055016i
0.00097622-6.1901e-05i,0.00042946+0.00047241i,-0.00069101+0.00071272i,-0.0005796+0.00070652i,0.0013056+0.00035117i,0.0020102-1.5442e-05i,0.00065203+0.00036032i,-0.00033756+0.0011568i,-0.00024625+0.00059197i,0.00051359-0.00012546i,0.00078128+8.3567e-05i,0.00039266+0.00020208i,0.00011147+0.00041972i,-0.00056884+3.6315e-05i,-0.0012677+0.00010746i,-0.001095+0.00071379i,-0.0002182+0.00050779i,0.00027082+0.00068753i,0.00023445+0.00090114i,-0.00034814+0.00016366i,-0.0008035-0.00044527i,-0.00043426-0.00033255i,-4.1838e-05-6.7393e-05i
-0.0013351-0.0012736i,-0.0017349-0.0018252i,-0.0038535-0.0019435i,-0.0038641+8.9358e-05i,-0.0014504+0.0013209i,1.3996e-05+0.00081446i,-0.00019858-0.00020213i,-0.00034464+0.00022336i,-0.00041025+0.0016294i,-0.00047606+0.0016255i,-7.2633e-05+0.00065214i,0.00077203-1.7955e-05i,0.0011064-0.00049616i,0.00042251-0.00034342i,0.00045849+6.6984e-05i,0.00088251-0.00035167i,0.00030531-0.00019476i,-3.855e-05+4.233e-06i,1.2808e-06+0.00036766i,-9.4208e-05-0.00032152i,0.00015804-0.0014844i,-0.00050669-0.0010044i,-0.00071163-4.052e-05i
0.00071028-0.00055821i,-0.0010154-0.0017832i,-0.0012919-0.00089925i,-0.0011048+0.00047089i,-0.00063822+0.00059351i,0.00011207+9.5237e-05i,-0.00035599-0.00032788i,-0.00098377-0.00015293i,-0.00070349+0.00073053i,-0.0010685+0.00077809i,-0.00080147+0.0007895i,-0.00018632+0.00068283i,-0.0001141+0.00045907i,0.00018821+0.00064615i,0.00049588+0.00026141i,0.00098267-0.00047301i,0.0017695-0.00041598i,0.0013352-0.00010034i,0.00070783-5.359e-05i,0.00073765-0.00057367i,0.00017817-0.00036248i,-0.00033752+0.0001212i,-0.00040137+0.00052986i
0.0003183+0.00037974i,-0.00063794-2.0606e-05i,-0.0015879-0.0002732i,-0.00082279+0.00067235i,0.00061351+0.0010575i,0.0013415+0.00036319i,0.00051724-5.0146e-05i,-0.00014941-0.00024229i,0.00079726-0.00029078i,0.00055029+8.6108e-05i,4.4596e-08+6.2318e-05i,-0.00013634-2.3946e-05i,-0.0006108-0.00022153i,-0.00080226-0.00027693i,8.0975e-05+0.00014207i,0.0009061+0.00044194i,0.00087389+0.00077941i,0.00070376+0.00068937i,0.0010169-0.00050432i,0.0012104-0.00015185i,0.0011005+0.00029644i,-0.00012975-0.0002315i,-0.00075969-0.00043748i
-0.00021236-0.00019492i,-0.0004826-0.00013837i,-0.0012884+0.00061969i,-0.001005+0.0011142i,-9.4778e-05+0.0013733i,0.00042507+0.00021884i,6.4604e-05-0.00084737i,-0.00077933-0.00041695i,-0.0013356+0.00022554i,-0.0012728+0.00066861i,-0.00062882+0.0002028i,-4.3171e-05-0.00059638i,0.00021565-0.00029723i,6.9049e-06+0.00029065i,-0.00047648-0.00011983i,0.00038881-0.00067074i,0.00046619-0.00089252i,-0.00017402-0.0013686i,-0.00047301-0.00080334i,-0.00084908-2.8206e-05i,-0.0011302+0.00092519i,-0.00064387+0.0010495i,-6.514e-05-0.00018371i
-0.00012888-2.956e-05i,-8.3351e-05-0.00019152i,-0.00099886+0.0006711i,-0.0011107+0.0017277i,0.0004426+0.0018043i,0.00036388+0.00083143i,-0.00053968+0.00011787i,-0.00041974-6.9825e-06i,-0.0002394+0.00068895i,6.0415e-05+0.0016368i,-0.00014214+0.0013927i,-0.0006854+0.00023124i,-0.00084336-0.00028648i,-9.2569e-05-0.00029197i,0.00038382-0.00044918i,0.00029045+3.7233e-05i,0.00033076+1.9296e-05i,0.00027685-0.000391i,-0.00035473-0.00091707i,-0.00030424-0.00077092i,-0.00026104+0.00046558i,-0.00025761+0.0010162i,-4.3016e-05+0.00023936i
0.0010461+0.00079073i,0.00054651+0.0014718i,0.0004141+0.0014079i,0.0012169+0.00098738i,0.0019071+0.00089424i,0.0023127-0.00028126i,0.0019167-0.0014209i,0.00045468-0.00064478i,-0.00022371+0.00090331i,-0.00025357+0.0010832i,0.00022869+0.00030492i,0.00083732-4.3558e-05i,0.00083639-5.9975e-05i,0.00029366+0.00035288i,-0.00021005+0.00035988i,-0.00059367+0.00029598i,-0.00056985+0.0010905i,-2.1966e-05+0.0010924i,-0.00039628+3.7272e-05i,-0.00057531-0.00057535i,-0.00026408-6.6424e-05i,-0.00074226+0.00054085i,-0.00022821+0.00054436i
-0.0009021+0.00076791i,-0.0014741+0.00018816i,-0.0022853+0.00012249i,-0.0020603+0.00051375i,-0.00043559+0.00076323i,0.00037961+0.00043224i,-0.0002292-0.0002175i,-0.0010187+0.00033608i,-0.00073638+0.0014119i,-0.00043347+0.0012557i,-0.00046494+0.00080637i,-0.00014181+0.00031991i,2.525e-05-0.00024992i,-0.00070115-0.00024274i,-0.00096376-0.00036673i,-0.00034163-0.00033899i,0.00011281-3.6093e-05i,0.00037979-0.00014829i,0.00068128-0.00016852i,0.00033645-0.0003964i,-0.00035988-8.4685e-05i,-0.00021682-0.00041558i,0.00013069-0.0008282i
-0.002757-0.00018391i,-0.0038379-0.00031012i,-0.003428+0.00015124i,-0.0021889+0.00098882i,-0.00031404+0.001307i,0.0015385+4.5297e-05i,0.00052162-0.0012828i,-0.0010955-0.0010208i,-0.00056976+0.00021921i,0.00046196+0.0010312i,0.00046301+0.00071249i,0.00051422-0.00033912i,0.00055057-0.00036122i,0.00095535+0.00032567i,0.00094243-1.6582e-05i,0.00034296-0.00017264i,0.00015979-4.2544e-05i,-1.4374e-05-0.00017785i,-0.00016094+6.844e-05i,1.1427e-05+0.00018526i,-6.3921e-05+0.00010565i,-6.4466e-05-0.00019171i,0.00024086+0.00020946i
-0.0012967+0.0020517i,-0.00034251+0.0011817i,-7.6842e-05+0.00048255i,-0.00020264+0.0010644i,0.0013339+0.0015732i,0.0023071+0.00082339i,0.0014551+0.00022029i,-0.00015262+0.00066175i,7.9608e-05+0.00083621i,0.00043478+0.00032195i,-0.00023764+3.7237e-05i,-0.00079641-0.00022408i,-0.001177-0.0013178i,-0.00053818-0.001597i,-0.00027852-0.00031497i,-0.00092389+0.00095862i,-0.00090581+0.0012381i,6.3554e-05+0.00061929i,0.00045862+0.00065216i,0.00056009+0.0010676i,0.00038986+0.0011601i,-7.5403e-05+0.00056752i,0.00020439-8.1212e-05i
-0.00039666+0.0011939i,6.8797e-05+0.00015731i,0.00027889+0.00071575i,0.00055917+0.0013334i,0.0022197+0.0010007i,0.0029518-3.5155e-05i,0.0010584-0.0009433i,0.00010083-0.00073387i,0.0002435-0.0002362i,0.00031607-3.2033e-05i,0.0003402-5.6807e-05i,0.00022375-0.00015714i,0.00021312-8.4876e-05i,-5.8092e-05+2.7032e-05i,0.00016337-0.00021495i,-8.196e-05-0.0003163i,-0.00025013+8.4215e-05i,0.00034474+0.00052273i,0.00034557+0.00049597i,-0.00020968+9.0611e-05i,-9.2396e-05-0.00051361i,0.00079419-0.00048208i,0.0011084-0.00046995i
-0.0016456+0.00088959i,-0.0014826+0.00134i,-0.0010274+0.0033332i,-0.00085694+0.0036636i,0.00037809+0.0026909i,0.0012197+0.0012153i,-4.8546e-05+4.1041e-05i,-0.00091636-0.00032787i,-0.0012346-7.3835e-05i,-0.00059965+0.00043984i,0.0002505+0.0003912i,0.00019128-0.00068089i,0.00064877-0.00068172i,0.00074096-0.00049999i,0.00033388-0.00075704i,-8.6022e-05-0.001i,0.00065347-0.0001522i,0.0011645+0.00075594i,0.00074673-2.4577e-05i,0.00065457-0.00077206i,0.00124+0.00048054i,0.00082008+0.0009062i,0.00038891-9.1395e-05i
-0.0010819-0.0010867i,-0.00020453-0.0010485i,-0.00065869-0.0013433i,-0.0013124-0.00024943i,-1.8195e-05+0.0019258i,0.0013689+0.0011263i,0.00083101-0.0005956i,-0.00057335-0.00012249i,-0.00083424+0.00043534i,0.00018095+0.0002433i,0.0003814+0.00045248i,-0.00018185+0.00061319i,-0.00097073+0.00024827i,-0.0017817-0.00035794i,-0.0012448-0.00071272i,-0.00036208-0.00064858i,8.8475e-05-0.00012764i,4.8351e-05+0.00082569i,0.00057931+0.00072989i,0.00080664+0.00013236i,0.0002724+0.00098799i,0.00010115+0.0013098i,0.0004584+0.0004018i
-0.0002812+4.8865e-05i,-0.00093002-0.00019169i,-0.0016376+0.00021553i,-0.0017969+0.0014219i,1.8837e-05+0.0014171i,0.0011949+0.00010645i,0.00021572-0.00070131i,-0.00071155+0.00016978i,-0.00049918+0.0013876i,0.00047948+0.0014039i,0.0012121+0.0011006i,0.00080058+0.0016611i,0.00023917+0.0014455i,-0.00018671+0.00026958i,-7.5947e-05-0.00012663i,0.0008337-5.4791e-05i,0.0012678+0.00010355i,0.00048318+0.00055924i,-0.00094714+2.5849e-05i,-0.0006375+4.5996e-05i,0.00017964+0.00055253i,8.8086e-05+0.00027829i,0.00029499+0.00046484i
0.0008666+0.0011741i,0.00084196+0.0016325i,-0.00045588+0.0018409i,-0.0011222+0.0021961i,-0.0002829+0.0018014i,0.0002446+0.0008463i,-1.679e-06+0.0003327i,-0.00060932+0.00059865i,-0.00060402+0.0013404i,-0.00024897+0.001186i,0.00010568+0.00042665i,-0.00050322-1.3362e-05i,-0.0010359-0.00028518i,-0.00086401+0.00046322i,-0.00041935+0.0010781i,0.00042542+0.00076933i,0.0012112-0.00020738i,0.0014929-0.00023286i,0.00082819+0.00079593i,-0.00021102+0.00039145i,-0.00021521+5.7627e-05i,0.00042167-0.00023651i,0.00026154-0.00014329i
0.0011+0.00012969i,0.00080004-0.00046354i,0.00070293-0.0012105i,-5.3053e-05-0.0011441i,0.0005828-0.00029944i,0.0016734-8.4351e-05i,0.00071222-0.00093617i,-0.0003972-0.00070087i,-0.00038574+0.00033647i,-0.00013845+0.00039126i,-6.2606e-05+0.00069333i,0.00026393+0.0006785i,0.00050987+0.00060312i,0.00030557+0.0012266i,0.00051348+0.0012102i,0.00035896+0.0013097i,-0.00019262+0.00086113i,-0.0003824-1.0768e-05i,0.00021641+0.00028289i,0.00035551-0.00013941i,7.756e-05-0.00075872i,0.00013969-0.00010541i,0.00010383+0.00032896i
-0.00060706+0.00088822i,-0.0012597+0.0015847i,-0.0023982+0.0025896i,-0.0021052+0.0028792i,-0.00027586+0.0026032i,0.00093927+0.0011914i,-1.1428e-05-0.00028835i,-0.0011359-5.4629e-05i,-0.0010659+0.00084679i,-0.00010559+0.0012432i,0.00036591+0.00079807i,0.00029855-0.00031411i,0.00052302-0.0010178i,0.00041734-0.00033944i,0.00044395+0.00019229i,0.00038175+0.00030224i,4.8231e-05+0.00059996i,-6.7342e-05+0.00052852i,-7.1124e-05+7.827e-05i,7.3726e-06-7.7167e-05i,-0.00046407-0.00029764i,-0.00084206-0.0002262i,-0.00087188+0.00010384i
-0.00061158-1.0693e-06i,-0.00098522+0.00069913i,-0.001014+0.001486i,-0.00011136+0.0024737i,0.00071742+0.0026927i,0.0016089+0.0012301i,0.0015184+0.0003852i,0.00050385+0.0012146i,-0.00012452+0.0015385i,-0.00059577+0.0014529i,-5.5269e-05+0.0013215i,0.00029964+0.00065607i,-0.000218+0.00013627i,-0.00069891-0.00022389i,-0.00052439-0.00013305i,-0.00041171+0.00023298i,-0.00026662+8.1598e-05i,1.6429e-05+0.00057365i,0.00020692+0.000815i,0.00030881-0.0001362i,-6.1891e-06-0.00058129i,-0.00017271-0.00027198i,-1.6462e-05-0.00036928i
0.00039219-0.00076804i,-0.00017478-0.0010778i,-0.00059269-0.00079418i,-0.00010063+0.0001173i,0.00064332+0.00047676i,0.00097417+0.00016116i,0.00031279-8.0672e-05i,-0.0012132-0.00023571i,-0.0013781+0.00046798i,-0.00053019+0.00093294i,-0.00010794+0.00050899i,6.2864e-05+0.00044175i,-0.00024602+0.0007731i,-0.00085887+0.00082356i,-0.00053664+0.00059967i,-0.000533-1.7771e-05i,-0.0003392-0.00020084i,0.00047113+0.0007189i,6.2747e-05+0.0011425i,-0.0003468+0.00065156i,-0.00047173+0.00025841i,9.9146e-05+4.069e-05i,0.00093593+1.3005e-05i
0.0018045+0.00014613i,0.0006446-3.0385e-06i,-0.00041106-0.00038136i,6.7754e-05+3.8892e-05i,0.0006446-0.00028987i,0.0012168-0.00060617i,0.00078207-0.00011295i,-0.00019726+0.00073586i,-0.00020646+0.00070809i,2.5785e-05+0.00024467i,0.00016083+0.00027344i,0.00051215-4.7642e-05i,0.00052236-0.00026726i,-0.00041885-0.00017204i,-0.00060967+0.000219i,-0.00011695+0.00061127i,-3.81e-05-0.00022427i,9.6229e-06-0.00044589i,-0.00037023+0.00017301i,-0.00044796+0.00029905i,-3.4992e-05-0.00041818i,0.00039584-0.00040273i,0.00011279+0.00028251i
0.00014712+0.00054865i,-0.0003966+0.0008286i,-0.00013535+0.00143i,0.00096909+0.0021124i,0.0017766+0.0020671i,0.0017597+0.0012606i,0.00047451-0.00030533i,-0.00069814-0.00029647i,0.00040837+0.00097151i,0.0012224+0.0010419i,0.00012706+0.00073924i,-0.00031418+0.0005766i,2.5474e-05+0.00038939i,1.1584e-05+0.00088268i,0.00047976+0.0011625i,0.00089056+4.0199e-05i,0.00014274-0.00051184i,-0.00032558-0.00053003i,0.00031986+7.2211e-05i,0.0010568+0.00032327i,0.00093268-0.00085188i,0.00053065-0.001624i,0.001032-0.0010711i
-0.00055289-8.375e-06i,-0.0014606-0.0005004i,-0.0022439+0.00042364i,-0.002457+0.00059165i,-0.0009749+0.0007311i,0.00088018+0.00040379i,0.00073915-0.00042616i,-0.00036177+0.00020887i,-0.00077992+0.0012017i,-0.00092025+0.0011079i,-0.00014162+0.00018031i,-0.00013528+0.0002272i,-0.00076883+0.00053832i,-0.00071535-7.3255e-06i,-0.00068931+0.00026163i,-0.00094301+0.0010771i,-0.00097077+0.0007146i,-0.00052398+0.00023608i,-0.00029162+0.0005254i,-0.00012061+0.00070302i,1.8795e-05-1.3755e-05i,0.00061764-0.00097381i,0.00058249-0.00055453i
0.0017518+0.00080388i,0.00076588+0.0010685i,0.00091838+0.00096788i,0.0014064+0.001577i,0.001591+0.0018394i,0.0016834+0.00017304i,0.0002599-0.00090036i,-0.0013523-0.00041198i,-0.0015078-0.00010783i,-0.00091211+0.00022276i,-0.00024555+0.00071778i,1.772e-05+0.00032743i,-8.531e-05-0.00045497i,-0.0003719-0.00058517i,-0.00068784+0.0005918i,-0.00084397+0.0012581i,-0.00097843+0.00058471i,-0.00048278-0.00012035i,0.00032974-0.00019719i,0.00049463+0.00017872i,0.00029823-4.2151e-05i,-0.00027506+5.4569e-05i,-0.00052412-2.5499e-05i
-0.00029097+0.00049087i,-0.00020865+0.00048512i,-0.001036+9.2871e-05i,-0.00062666+0.0013335i,0.001703+0.0018499i,0.0030291+0.0010939i,0.0017774+0.00013113i,4.2585e-05+0.00014177i,-0.0003861+0.00090506i,0.00021408+0.0011359i,0.00039724+0.0010808i,0.00030964+0.00074278i,0.00051838+0.0002988i,0.00086738-0.00020092i,0.00045824-0.0001701i,-0.00034814+0.00056821i,-4.6765e-06+0.00049921i,0.00015305+0.00063205i,-0.00035774+0.00067933i,-0.00010408-0.00016433i,3.8918e-05-0.00038034i,-0.00027569+0.00036159i,-0.00036036+0.00022146i
0.00021759-0.0014306i,0.00046966-0.0012434i,0.00055563-0.00097644i,-6.9579e-05-0.0005121i,-0.00046777-0.0010093i,-0.0005304-0.00093494i,-0.0011923+9.6226e-05i,-0.0011859-0.00030987i,-0.00024352-0.0005402i,8.046e-05+0.00015465i,0.00018633+0.00059561i,0.00028064+0.0005709i,-8.1614e-05+0.00062579i,-0.00061561+1.8658e-05i,-0.00060247-0.00068979i,-5.892e-05-0.00049222i,0.00061424-0.00020894i,0.00043281-0.00050617i,-3.3272e-05-0.001007i,-0.00033199-0.0007139i,-0.0005799-0.00044793i,-0.00040317-0.00030875i,-0.00032959+0.00035542i
-0.00072569-0.0010953i,-0.00079463-0.00060242i,-0.0015425+0.0015875i,-0.0011172+0.003144i,0.00038716+0.002866i,0.0025163+0.00078842i,0.002167-0.000676i,0.00022455-0.00028599i,-0.00038961+0.00011791i,-0.00018829+0.00042508i,0.00041632+0.00048043i,0.00033593+6.6808e-05i,-0.00026272+7.3848e-05i,-0.00035016-0.00024508i,0.0001555-5.084e-05i,0.00030501+0.00025386i,-0.00010733+0.00045347i,-0.00033508+0.00067795i,-0.00038076+0.00090026i,-0.00037786+0.0011382i,2.352e-05+0.0011914i,9.6236e-05+0.00098732i,-3.0377e-05+6.4344e-05i
-0.0013789+0.0013969i,-0.002601+0.0013533i,-0.0021143+0.0012674i,-0.0015084+0.0014168i,0.00025661+0.0010963i,0.00060011+0.00035131i,0.00028966-0.00094482i,0.00010668-0.00026721i,-0.0011294+0.00098799i,-0.0011058+0.0014442i,-0.00011731+0.0012351i,0.0004243+0.00037169i,-3.926e-05-0.00013035i,-0.00071642-0.00058765i,1.9831e-05-0.00033588i,1.4982e-06+0.00066655i,-0.0012952+0.00092141i,-0.0013157+9.5144e-05i,-0.00025234-0.00047982i,0.0002017+0.00029401i,-0.0004039+0.00056396i,-0.00017984-0.00041736i,0.0003529-0.0012144i
-0.0026426-0.00062335i,-0.002053-7.6748e-05i,-0.0010406+0.0017608i,-8.7992e-05+0.0028911i,0.0015487+0.0018644i,0.0017359+0.00047434i,0.00039337-1.6365e-05i,-0.000442+0.00068093i,-0.00050996+0.0011933i,-0.00071999+0.00099419i,-0.00068389+0.0010413i,9.6001e-05+0.00075456i,7.8686e-05+0.00031878i,-0.00071002-0.00042954i,-0.0010316-0.00029255i,-0.0005995+3.5034e-05i,0.00027535+0.0003867i,0.0004099+0.00036707i,6.447e-05-0.00013558i,-0.0008868-0.00022005i,-0.00097232+9.2763e-05i,3.6762e-05+0.00029724i,0.00047172+0.00024783i
0.00056607-0.00090012i,-0.00010436-0.001499i,-0.0011669-0.00060105i,-0.0020036+0.0001731i,-0.001432-0.00047514i,-0.00035664-0.00066176i,0.0002134-0.00055735i,-0.00019308+0.00011532i,-0.00052302+0.00072042i,-0.00048585+9.5419e-05i,3.4172e-05+0.00016408i,-0.00037677+0.00022851i,-0.0013205+0.00022154i,-0.00061738+0.0010225i,0.00041979+0.00057776i,0.00071083-0.00036315i,0.00028678-0.00026679i,0.00035546+0.00012025i,0.00017245+0.00034843i,-0.00021331+0.00041956i,-5.2988e-05+0.0002882i,-0.00045395-0.00019586i,-0.000428-0.00039914i
0.00050497+0.00050598i,0.0006996+0.00047079i,-0.000199-0.0004539i,-0.0012777-0.00019076i,-5.0018e-05+0.0006836i,0.0017704+0.00074449i,0.0013134+0.00011658i,0.00023662+0.00070194i,-0.00086823+0.001641i,-0.0010674+0.0016877i,-3.2893e-05+0.0006878i,0.00053568-0.0001825i,8.3212e-05-0.0010648i,0.00073313-0.0011151i,0.00052965+0.00011289i,-0.00029424+8.4833e-05i,-8.8463e-05-0.00017094i,-8.5952e-05+8.7001e-07i,-0.00011721+0.00016835i,8.7312e-05-0.00020728i,0.00057972-0.00042835i,0.00049347+0.00055321i,2.1098e-05+0.0012356i
-0.0016363-0.00075157i,-0.0028564+0.00040163i,-0.0034222+0.0020277i,-0.0033251+0.0034137i,-0.0018474+0.0039315i,0.00078286+0.0021637i,0.00083406+0.00022626i,-0.00045354+0.00064048i,-0.0007221+0.00073733i,-0.001221-4.392e-05i,-0.0013262-0.00017536i,-0.0003888+0.00030593i,-0.00014856+0.00073779i,-0.00021867+0.00036708i,-0.00046886-0.00018794i,-0.001202+0.00052562i,-0.0012049+0.0013424i,7.5474e-05+0.00070644i,0.00087021-0.00065371i,6.6644e-05-0.00089329i,-0.00037678+0.00014323i,-0.0004713+0.00042665i,8.4327e-05+0.00042082i
0.00020513-0.00017595i,-0.00030103-0.00043232i,-0.0012558-0.00015624i,-0.00059762+0.00077029i,0.00085321+0.00098225i,0.0017997+0.00038271i,0.0013485-0.00083013i,-0.00015143-0.00013425i,-0.00048385+0.0012289i,0.00038192+0.00089735i,0.00048104+0.000319i,0.00023337-0.00017693i,-0.00029714-0.00013028i,-0.00052654-0.00018737i,-0.00047263-0.0004998i,-0.00049189-0.00044063i,6.8994e-05+5.3378e-05i,0.00019885+0.0007317i,0.00048724+0.00021562i,0.00092576-0.00083024i,0.00090363-0.00080149i,1.9181e-05+0.00023715i,-0.00084718+0.00033897i
9.7589e-06+0.0016285i,0.00010822+0.0020471i,0.000336+0.0020548i,0.00087528+0.0023956i,0.0013461+0.0018592i,0.0018826+0.00053364i,0.0011341-0.00037982i,-0.00050477-0.0001205i,-0.00059988-8.6162e-05i,-0.00025163-0.00010321i,-0.0004458-9.2058e-05i,-0.00054961-0.00016594i,-0.00078068+0.00017054i,-0.00039137+1.8346e-05i,0.00025334-9.5502e-05i,0.00014161-0.00061445i,0.00033412-0.0012472i,0.00097862-0.00091324i,0.0010753-0.00017831i,0.00061641+0.00054555i,-6.5547e-05+0.00038103i,-0.00025987-0.00033307i,-0.00048939-0.00018643i
-0.0010681-9.3584e-05i,-0.0023709+0.00030732i,-0.0024806+0.0017379i,-0.0024162+0.0017766i,-0.0020182+0.001293i,-0.00086984+0.00096952i,-8.2991e-05-0.00031464i,-4.8489e-05+9.7206e-05i,-0.00094628+0.00088787i,-0.00088858+0.00051522i,0.000528+0.00029479i,0.00052252-9.4658e-05i,-2.7326e-06-0.00068414i,-0.00026519-0.00012736i,-0.00025892+0.00080719i,-7.6506e-05+0.00048297i,-0.00039628-0.0001878i,-0.00038191-5.3422e-05i,0.00030543+2.6953e-06i,0.00022919-0.0006254i,-7.6525e-05-0.00089686i,7.2142e-05-0.00032664i,0.00018274-0.00066638i
0.00031095+0.00080179i,0.0011576+0.00043001i,0.0023803+0.00083657i,0.0023509+0.0012668i,0.0024336+0.00049342i,0.0020576-0.0012862i,0.000621-0.002333i,-0.00098038-0.0016242i,-0.00097308-0.00016385i,-0.00034955+0.00040222i,-0.00078257+5.3831e-05i,-0.00086206-2.4414e-06i,-0.0010264-0.00053306i,-0.0017659-0.00050406i,-0.0013725+0.00024381i,-0.00044499-0.00028255i,7.8359e-05-0.00064744i,0.00058954-0.00063022i,0.00064432-0.00026357i,9.1362e-05+8.7608e-05i,-0.00033788+0.00046811i,-0.00049816-0.00027704i,-0.00041634-0.00093811i
0.00099025-0.00033084i,0.00019733-0.00041601i,-0.0008089-0.001397i,-0.0013715-0.00061734i,-0.00075693+0.0013241i,-0.00010928+0.00085334i,-0.00035982-0.00043553i,-0.00055514-1.8864e-05i,-0.0001849+0.00030233i,-0.00057359+0.00068189i,-0.0010933+0.00062736i,-0.00087867+0.0001412i,-0.00073622+0.0003098i,-0.00049085+0.00061908i,0.00042218+0.0013487i,0.0010288+0.001442i,0.00061456+0.00044464i,-0.00036545+0.00067931i,-0.00044912+0.0012963i,-0.00041521+0.00056202i,-0.00027008-0.00018737i,0.00035864-7.4728e-05i,0.00058526-7.9128e-05i
0.0011981+4.866e-05i,0.00073448-6.6586e-06i,-0.00099758+0.00023152i,-0.0013478+0.0017489i,-0.00055713+0.0025305i,-0.00043711+0.0011334i,-0.00051724-0.0006162i,-0.00092497-0.00063105i,-0.00044293+0.00064587i,0.00040422+0.00073541i,0.00027021-0.00018676i,-3.9018e-05-0.00021983i,-2.9005e-05-2.0851e-05i,-5.3109e-05+5.3056e-05i,0.00020767+0.00060777i,-0.00017557+0.00014011i,-0.00030762-0.00076266i,-9.4298e-06-0.00051917i,0.00024517+0.00056787i,0.00075961+0.00046683i,0.00085175+7.1084e-06i,0.0004467-0.00026596i,0.00024705-0.00086641i
