-0.001024-0.00012925i,-0.0018928+5.8044e-05i,-0.0022852-0.000473i,-0.001709-0.00049685i,-0.001715+0.00050968i,-0.0016267+0.0012373i,-0.001081+0.0020979i,-0.00014993+0.0017111i,0.00069337+0.00080423i,0.0012028-4.1209e-05i,0.0012095-0.00085322i,0.00056752-0.00077782i,0.00079053-6.4705e-05i,0.0010365-0.00023189i,0.00026669-0.00041804i,-0.00027821+0.00071181i,-8.2896e-05+0.001345i,0.00054389+0.00044963i,1.3644e-05-0.0001161i,-0.00050206-0.00056291i,-5.174e-05-0.00035842i,-0.00012739+2.3656e-05i,-0.00039512-0.00060664i
0.24115+0.3162i,0.33559+0.34635i,0.27693+0.19215i,0.11607+0.043312i,-0.0045344+0.043602i,-0.031806+0.094581i,-0.006407+0.09025i,-0.01143+0.053881i,-0.068771+0.049803i,-0.094768+0.075078i,-0.060084+0.070151i,-0.031258+0.038871i,-0.022123+0.027607i,-0.01244+0.024594i,-0.0092484+0.017663i,-0.0088741+0.012516i,-0.005706+0.0053878i,-0.0044979-0.002643i,-0.0058282-0.0081366i,-0.0052875-0.0086785i,-0.0037886-0.0075189i,-0.0054778-0.0055964i,-0.0056521+9.2141e-05i
-0.37757+0.17253i,-0.47106+0.27763i,-0.35876+0.29289i,-0.17223+0.18055i,-0.07478+0.016613i,-0.066735-0.08883i,-0.074995-0.11245i,-0.049818-0.11337i,-0.0062365-0.13074i,0.0070686-0.13058i,-0.0053352-0.088985i,-0.0097325-0.044748i,-0.012309-0.027725i,-0.016855-0.025724i,-0.017229-0.026006i,-0.017572-0.019037i,-0.012205-0.007697i,-7.8464e-05-0.0049054i,0.0066416-0.012722i,0.0026949-0.020666i,-0.0029618-0.020626i,-0.003258-0.017232i,-0.00096718-0.014206i
-0.044253-0.38012i,-0.050322-0.46894i,-0.0015412-0.33217i,0.087052-0.13922i,0.14018-0.053257i,0.12887-0.010464i,0.096642+0.0367i,0.073749+0.064686i,0.060005+0.07536i,0.057028+0.061683i,0.050686+0.026828i,0.034587-0.002063i,0.027498-0.011492i,0.032898-0.005318i,0.04175+0.0027561i,0.04311+0.002248i,0.031895+0.0014287i,0.018481+0.010733i,0.011866+0.019816i,0.0099344+0.018504i,0.0083762+0.015402i,0.0077163+0.017333i,0.0082755+0.017035i
0.35427+0.039485i,0.42577+0.016813i,0.28709-0.046641i,0.089183-0.057951i,0.013582+0.0081165i,0.04219+0.018507i,0.059385-0.053392i,0.026936-0.098063i,-0.016168-0.080493i,-0.03123-0.033214i,-0.01598+0.0060066i,-0.00176+0.016265i,-0.011873+0.014232i,-0.027796+0.021259i,-0.024711+0.031075i,-0.0072293+0.02679i,0.00041795+0.008586i,-0.0080861-0.005361i,-0.016508-0.002509i,-0.014925+0.0074261i,-0.010876+0.010844i,-0.010942+0.0078204i,-0.010896+0.0038506i
-0.13999+0.30256i,-0.17832+0.38045i,-0.14774+0.29369i,-0.11323+0.14975i,-0.10876+0.079941i,-0.089427+0.093256i,-0.052495+0.11732i,-0.010813+0.11467i,0.032968+0.08347i,0.039136+0.031418i,0.00092806+0.0030957i,-0.020177+0.01051i,-0.003907+0.007872i,0.003466-0.016235i,-0.013591-0.030187i,-0.028372-0.020066i,-0.021916-0.0049261i,-0.0058177-0.0046842i,0.0015774-0.012465i,0.0019396-0.015367i,0.002876-0.016985i,0.0062234-0.021153i,0.0058244-0.02082i
-0.24174-0.18683i,-0.28839-0.24757i,-0.20948-0.20091i,-0.10322-0.12705i,-0.071343-0.10776i,-0.088014-0.083271i,-0.072596-0.022521i,-0.051141+0.016739i,-0.069771+0.028074i,-0.073525+0.028966i,-0.041774+0.0011836i,-0.01979-0.025841i,-0.0016734-0.016584i,0.024061-0.00073536i,0.032133-0.0031973i,0.018598-0.0087029i,0.0040248-0.0022468i,0.00172+0.0098911i,0.0064848+0.011435i,0.0079242+0.0058635i,0.0089492+0.0078089i,0.010776+0.014703i,0.0093524+0.018218i
0.2045-0.16227i,0.25043-0.17178i,0.17215-0.090246i,0.092499-0.0061096i,0.10952-0.00070451i,0.12654-0.0631i,0.089085-0.11259i,0.060291-0.11718i,0.064747-0.11031i,0.062584-0.088596i,0.054487-0.043457i,0.046583-0.014786i,0.016734-0.0070453i,-0.01529+0.004352i,-0.017325+0.015552i,-0.00167+0.014495i,0.0082283+0.0052298i,0.0068194-0.00012313i,0.0021686+0.0021918i,-3.6037e-05+0.0034529i,-0.0069671+0.00091248i,-0.017833-0.0016254i,-0.020386-0.0033367i
0.10976+0.20265i,0.12963+0.26777i,0.12785+0.22044i,0.1079+0.13608i,0.052921+0.11748i,0.0045614+0.16169i,-0.013022+0.19209i,-0.016146+0.18031i,-0.0066546+0.16235i,0.011645+0.12954i,0.013731+0.082726i,0.0037228+0.052221i,0.0018151+0.029623i,0.0016986+0.0067608i,-0.0029768-0.0024455i,-0.003236+0.0017646i,0.0023493+0.0060508i,0.0074292+0.0058529i,0.0090475+0.0039369i,0.0067382+0.0021474i,0.004232-0.0034141i,0.0064079-0.010164i,0.0075471-0.012359i
-0.17801+0.041277i,-0.20526+0.0069783i,-0.14241-0.052689i,-0.088324-0.080281i,-0.088874-0.068229i,-0.090454-0.081477i,-0.071022-0.11744i,-0.067042-0.13341i,-0.096129-0.12429i,-0.10771-0.083833i,-0.077588-0.043049i,-0.04772-0.029687i,-0.033458-0.018946i,-0.016678-0.0054011i,-0.0027997-0.0027467i,-0.0026695-0.0069154i,-0.011275-0.011525i,-0.01698-0.013849i,-0.015347-0.013327i,-0.0092952-0.0086533i,2.1568e-05+0.0017309i,0.0081768+0.013337i,0.011515+0.017369i
-0.013748-0.13097i,0.0053675-0.14445i,0.0071703-0.093951i,0.0020524-0.056857i,0.025931-0.062122i,0.050089-0.067543i,0.052528-0.05845i,0.070492-0.046754i,0.11021-0.045077i,0.11113-0.054957i,0.062225-0.049906i,0.027984-0.027181i,0.019095-0.014845i,0.009549-0.012332i,0.0028462-0.01329i,0.00021028-0.015695i,-0.0016206-0.013746i,-0.00039332-0.013624i,0.00021976-0.016792i,-0.0014215-0.015653i,-0.0052804-0.0092681i,-0.010676-0.0046697i,-0.013635-0.0034135i
0.080412+0.020108i,0.062796+0.057018i,0.021549+0.067637i,0.019677+0.039099i,0.033297+0.0071245i,0.025904+0.0095907i,0.0040626+0.053805i,-0.01727+0.1026i,-0.034674+0.11918i,-0.028554+0.10299i,0.00071854+0.063474i,0.014481+0.027431i,0.018311+0.015872i,0.027021+0.012423i,0.028428+0.0105i,0.023207+0.014408i,0.01797+0.020822i,0.012141+0.02901i,0.0043361+0.033207i,-0.0023903+0.026397i,-0.0034058+0.010763i,-0.00066818-0.0051088i,0.00045439-0.011832i
-0.039915+0.030653i,-0.084871+0.0074543i,-0.10083-0.0033283i,-0.065211+0.036145i,-0.0019646+0.061666i,0.060807+0.020265i,0.078488-0.062401i,0.044174-0.12315i,0.004192-0.13034i,-0.022136-0.088171i,-0.026485-0.025596i,-0.013795+0.004942i,-0.015222+0.00045606i,-0.026492+0.0012139i,-0.02544+0.011951i,-0.014366+0.015564i,-0.0064737+0.0088254i,-0.0076799+0.0031658i,-0.010875+0.005863i,-0.008612+0.0081491i,-0.0031189+0.006353i,0.0016554+0.0050939i,0.0047966+0.005479i
0.0071904-0.018164i,0.063228-0.032206i,0.10034-0.029913i,0.055021-0.017554i,-0.028928+0.023864i,-0.065929+0.095731i,-0.031477+0.13683i,0.026913+0.12727i,0.062396+0.10376i,0.061731+0.063834i,0.022453+0.019601i,-0.010917+0.0062296i,-0.009671+0.002469i,-0.0061803-0.0097679i,-0.012016-0.017045i,-0.015331-0.016718i,-0.008766-0.01634i,0.0056596-0.022193i,0.01653-0.027768i,0.016909-0.021897i,0.0078354-0.009076i,-0.0011329+0.0033705i,-0.0056969+0.0078462i
0.02112+0.026813i,0.04556+0.066514i,0.059364+0.063856i,0.054161-0.00076769i,0.02609-0.081003i,-0.025275-0.11033i,-0.056596-0.06851i,-0.068411-0.017439i,-0.087965+0.0038174i,-0.077335+0.010747i,-0.030893-0.0073361i,-0.0046462-0.030862i,0.0014055-0.018435i,0.015155+0.0040568i,0.022237+0.0057086i,0.014834-0.0023341i,0.0040322-0.0044147i,0.00095964-0.00016928i,0.0063983-0.00073234i,0.007541-0.0052242i,0.004188-0.0043169i,0.00073977-0.0019512i,-0.0011448-0.0030244i
-0.048994-0.0014011i,-0.11258-0.0072836i,-0.12779-0.0014037i,-0.064178+0.027848i,0.033115+0.058992i,0.10262+0.038828i,0.099152-0.02196i,0.07373-0.06154i,0.076443-0.076837i,0.061348-0.070304i,0.036671-0.028235i,0.032291+0.0043292i,0.017839+0.0042597i,-0.004331+0.0031085i,-0.0078907+0.0054461i,0.00052316+0.0033406i,0.0030455+6.8537e-05i,-0.0051032-0.0010841i,-0.015713-0.0011159i,-0.017524-0.0026158i,-0.0085795-0.0047088i,0.0036616-0.0070803i,0.0094429-0.0077102i
0.027336-0.060207i,0.034965-0.11257i,0.017107-0.11181i,-0.020099-0.053665i,-0.057332+0.02053i,-0.08413+0.092634i,-0.076404+0.13701i,-0.04683+0.14436i,-0.019922+0.13297i,0.0015512+0.097177i,-0.0038959+0.054874i,-0.017044+0.040186i,-0.0075719+0.029682i,0.0028182+0.0077505i,0.0025654-0.0026883i,0.00018693+0.0039524i,0.00052909+0.012177i,0.00060964+0.0133i,-0.0030937+0.011897i,-0.0056609+0.0099882i,-0.0050416+0.0051469i,-0.0035188+0.0026943i,-0.002642+0.0033833i
0.054259+0.050011i,0.10325+0.077156i,0.11073+0.066786i,0.0661+0.021215i,0.014303-0.035807i,-0.012289-0.089705i,-0.024746-0.11201i,-0.03865-0.11454i,-0.062608-0.11054i,-0.070876-0.077315i,-0.046596-0.048209i,-0.030452-0.042847i,-0.027083-0.030692i,-0.01671-0.0141i,-0.010306-0.0049002i,-0.010406-0.0017708i,-0.010458-0.0028763i,-0.0057607+0.00029697i,0.0030393+0.0081743i,0.0065095+0.011165i,0.0026304+0.0087032i,-0.0057515+0.0065733i,-0.0097385+0.0056221i
-0.069025+0.056657i,-0.096746+0.1152i,-0.076423+0.12289i,-0.037624+0.06583i,-0.016455+0.013849i,0.0017291+0.0071937i,0.030376+0.010165i,0.061084+0.0098909i,0.086291+0.0082675i,0.078314-0.0036101i,0.047516-0.0077832i,0.032903-0.0092649i,0.019001-0.015883i,0.00018086-0.013436i,-0.00421-0.0093857i,0.0032131-0.011311i,0.012023-0.013707i,0.017431-0.015526i,0.019935-0.014468i,0.017055-0.010109i,0.0095114-0.0053115i,0.0055157-0.0037402i,0.0026608-0.0051416i
-0.046119-0.094899i,-0.097377-0.14418i,-0.096558-0.13063i,-0.03184-0.096955i,0.0079307-0.10289i,-0.0088904-0.084872i,-0.038088-0.018972i,-0.06494+0.038831i,-0.078168+0.068948i,-0.055043+0.067677i,-0.015911+0.043356i,0.006481+0.027691i,0.018283+0.025521i,0.027265+0.021551i,0.027415+0.016444i,0.020641+0.015806i,0.013015+0.017294i,0.0081007+0.012695i,0.0052474+0.002064i,0.0033842-0.0043687i,0.0020973-0.0052026i,0.0040477-0.0035024i,0.0087627-0.0029698i
0.097289-0.048072i,0.13977-0.1042i,0.097053-0.11479i,0.031043-0.024713i,0.053644+0.083167i,0.10869+0.069893i,0.099333-0.030346i,0.055537-0.10473i,0.026083-0.11887i,0.0061874-0.083564i,-0.0086796-0.032826i,-0.013746-0.00035047i,-0.014416+0.01351i,-0.013555+0.020442i,-0.012327+0.022088i,-0.013883+0.016467i,-0.018926+0.0075668i,-0.025165+0.0028751i,-0.026519+0.0017265i,-0.019265-0.00071106i,-0.0081819-0.0021717i,-0.0016834+0.00062739i,0.00018299+0.006861i
0.031575+0.11041i,0.085939+0.16784i,0.10608+0.13682i,0.028407+0.053058i,-0.089959+0.033591i,-0.12712+0.086243i,-0.059304+0.12238i,0.030857+0.11802i,0.071507+0.096322i,0.058459+0.06053i,0.021681+0.023926i,-0.0072797+0.004828i,-0.018387-0.0061128i,-0.021596-0.016264i,-0.021222-0.019347i,-0.01708-0.016573i,-0.0078436-0.012964i,-0.00076942-0.0097978i,-0.00024706-0.0042071i,-0.0010188+0.0010979i,-0.00063321+0.0022195i,-0.0031307+0.001012i,-0.0087861-0.00046442i
-0.12548+0.029644i,-0.18818+0.093179i,-0.13771+0.13279i,0.0016424+0.06249i,0.0873-0.077921i,0.055362-0.15698i,-0.02021-0.11515i,-0.071757-0.040009i,-0.08933-0.010601i,-0.069669-0.0077553i,-0.028337-0.01504i,-0.00061922-0.028516i,0.0092648-0.031891i,0.016641-0.025399i,0.019782-0.017562i,0.01644-0.0089799i,0.012916+0.001078i,0.014425+0.0091616i,0.013442+0.011238i,0.005578+0.0095169i,-0.00054567+0.0071386i,-0.00083469+0.0019522i,0.0015474-0.0055014i
-0.014139-0.12883i,-0.06564-0.20303i,-0.10805-0.16474i,-0.066536-0.017684i,0.042956+0.10156i,0.13135+0.10806i,0.13811+0.027483i,0.10225-0.054861i,0.076042-0.082722i,0.047907-0.065224i,0.025189-0.024006i,0.024646+0.007167i,0.022781+0.013429i,0.0086611+0.014988i,-0.0003146+0.01846i,0.00098386+0.017105i,0.0006197+0.01226i,-0.00061268+0.0099036i,0.0021019+0.0069404i,0.0037137+7.3557e-05i,0.0038722-0.0044044i,0.006479-0.0029531i,0.010541+0.0025227i
0.13422+0.0022489i,0.22214-0.047881i,0.20636-0.12931i,0.05018-0.16327i,-0.12438-0.090824i,-0.17554+0.026302i,-0.10685+0.10121i,-0.03106+0.12462i,-0.0017143+0.1211i,0.0082279+0.089973i,-0.0011655+0.047581i,-0.021928+0.032903i,-0.026239+0.031316i,-0.019423+0.016326i,-0.014606-0.00044206i,-0.012486-0.0072408i,-0.010477-0.010734i,-0.011242-0.016528i,-0.01305-0.01631i,-0.0068404-0.0067412i,-0.0004116+8.1867e-05i,-0.0014123+0.0026217i,-0.006337+0.0054407i
-0.023044+0.13163i,0.0039731+0.23222i,0.064318+0.24699i,0.11102+0.13509i,0.10417-0.025944i,0.044343-0.12044i,-0.033191-0.11814i,-0.079553-0.085434i,-0.090049-0.065517i,-0.073972-0.04332i,-0.038874-0.032346i,-0.02139-0.042449i,-0.018197-0.039214i,-0.0036528-0.023127i,0.0093508-0.016091i,0.0097846-0.016028i,0.0064151-0.014817i,0.0061482-0.012787i,0.0033895-0.012535i,-0.004541-0.0084227i,-0.0094343-0.00058209i,-0.011378+0.0017439i,-0.012615-0.0021454i
-0.13723-0.035098i,-0.25625-0.018116i,-0.2977+0.051765i,-0.21587+0.12631i,-0.086987+0.15532i,0.013741+0.1209i,0.063308+0.043933i,0.076649-0.0053505i,0.083528-0.018007i,0.070403-0.022464i,0.044513-0.012329i,0.041428-0.0051097i,0.039407-0.012445i,0.021389-0.0095617i,0.0081688+0.0032051i,0.0063028+0.011697i,0.0073568+0.019265i,0.0082273+0.026264i,0.011297+0.023945i,0.01033+0.0092044i,0.0059611-0.003232i,0.006701-0.0057868i,0.011607-0.0066393i
0.061369-0.13412i,0.071778-0.25853i,0.030939-0.30443i,-0.014436-0.24166i,-0.033073-0.16545i,-0.052367-0.084118i,-0.048498+0.014038i,-0.027511+0.06594i,-0.023659+0.073134i,-0.013861+0.061917i,-0.00089687+0.041335i,0.0018452+0.038076i,0.0087582+0.038882i,0.011572+0.021612i,0.0028685+0.005484i,-0.0061242+0.0013643i,-0.01279-0.00053761i,-0.019047-0.0018063i,-0.016756+0.0024943i,-0.0058202+0.0060371i,0.0033877+0.0035942i,0.0076304+0.0024057i,0.0093724+0.0057548i
0.12219+0.074608i,0.25596+0.10839i,0.32783+0.086021i,0.28427+0.054552i,0.21439+0.057474i,0.15738+0.0217i,0.074742-0.046232i,0.0091052-0.080306i,-0.014823-0.087023i,-0.024043-0.062818i,-0.022256-0.028562i,-0.025327-0.013057i,-0.03163-0.00091991i,-0.020662+0.009149i,-0.0033437+0.0073106i,0.0077792-0.0035786i,0.014031-0.017104i,0.014941-0.027283i,0.0081876-0.027872i,-0.0014728-0.016889i,-0.007032-0.0046606i,-0.010743+0.0012503i,-0.015202+0.0045533i
-0.099867+0.11828i,-0.15293+0.24025i,-0.14822+0.28095i,-0.1365+0.18985i,-0.15833+0.099613i,-0.12874+0.084923i,-0.025159+0.068098i,0.051643+0.037754i,0.070848+0.024321i,0.053456+0.0093041i,0.025526-0.002392i,0.012617-0.011865i,0.00059035-0.02096i,-0.013099-0.012953i,-0.013517+0.0021686i,-0.0032944+0.012138i,0.0085788+0.020851i,0.015927+0.026268i,0.018207+0.021288i,0.01538+0.0093052i,0.0070748+0.00033282i,0.00076637-0.0064753i,-0.0021062-0.013886i
-0.10581-0.12101i,-0.23051-0.19748i,-0.27949-0.20159i,-0.16867-0.1783i,-0.034945-0.20213i,-0.010087-0.18958i,-0.03693-0.084833i,-0.054932+0.0046576i,-0.059571+0.033331i,-0.038625+0.031738i,-0.012026+0.015772i,0.0053759+0.0066953i,0.019796+0.00070381i,0.020224-0.0097355i,0.0070618-0.012172i,-0.010071-0.0073087i,-0.02682-0.00052162i,-0.034981+0.004745i,-0.030099+0.0082755i,-0.016615+0.0091333i,-0.0039743+0.0063729i,0.0049356+0.005663i,0.01317+0.0060162i
0.12769-0.083953i,0.21979-0.18742i,0.21431-0.21711i,0.1382-0.065877i,0.13814+0.11987i,0.16142+0.1331i,0.097636+0.035186i,0.031405-0.030209i,0.010014-0.047305i,-0.0030762-0.033442i,-0.0077985-0.0089752i,-0.007602+0.0069521i,-0.0040572+0.018421i,0.0062124+0.018452i,0.011343+0.0066423i,0.01185-0.005734i,0.01218-0.018739i,0.010095-0.028667i,0.0037727-0.028914i,-0.0017874-0.020065i,-0.0023412-0.0083125i,-0.0019696+0.0025427i,-0.0042919+0.012687i
0.064811+0.14364i,0.15554+0.26104i,0.20706+0.25554i,0.080055+0.1124i,-0.14432+0.039723i,-0.19601+0.084943i,-0.080324+0.099985i,0.004809+0.08012i,0.029489+0.065849i,0.028362+0.039043i,0.0081274+0.015258i,-0.010709+0.0039568i,-0.021248-0.0011324i,-0.021915+0.0024184i,-0.011878+0.0082293i,0.0025076+0.014566i,0.018677+0.020362i,0.029973+0.019173i,0.028079+0.012199i,0.017044+0.0065703i,0.0071226+0.0024166i,-0.00047035-0.0038479i,-0.0087196-0.012204i
-0.15232+0.034041i,-0.28499+0.10874i,-0.27298+0.1821i,-0.053526+0.11009i,0.11927-0.098235i,0.071762-0.19335i,-0.023379-0.10807i,-0.049656-0.0325i,-0.0528-0.015495i,-0.037558-0.0067354i,-0.012294-0.010369i,0.00089488-0.020684i,0.0044559-0.025795i,0.0014451-0.023766i,-0.0043144-0.015223i,-0.012466-0.0053983i,-0.022944+0.0045037i,-0.028487+0.011144i,-0.024069+0.011156i,-0.016919+0.0074226i,-0.011984+0.0034097i,-0.0051621+0.00027169i,0.006078-0.0042408i
-0.0033399-0.15796i,-0.051926-0.32177i,-0.14462-0.34414i,-0.16115-0.108i,-0.0239+0.13808i,0.10458+0.13817i,0.092661+0.019148i,0.048214-0.035033i,0.036982-0.042993i,0.023157-0.034643i,0.015168-0.01461i,0.01831-0.00039378i,0.018609+0.0087339i,0.014769+0.010531i,0.0081058+0.0030764i,0.0020699-0.0097349i,-0.00194-0.020814i,-0.0038317-0.022351i,-0.0024151-0.016155i,0.001437-0.010934i,0.0045876-0.0072452i,0.0051533-0.00012549i,0.0043601+0.011084i
0.1547+0.027694i,0.33144+0.0073753i,0.39013-0.1081i,0.1685-0.23144i,-0.12139-0.18554i,-0.17717-0.029499i,-0.072267+0.043437i,-0.013816+0.043106i,-0.0048941+0.042141i,0.00087121+0.031089i,-0.0014813+0.018201i,-0.0090043+0.01498i,-0.01435+0.013855i,-0.011226+0.012633i,-0.0023802+0.0078104i,0.007423+0.0036784i,0.018576+0.0032207i,0.023995+0.0038021i,0.020737+0.0050512i,0.015981+0.0053891i,0.010033+0.0041254i,0.0015922+0.0028356i,-0.0082048-0.00018916i
-0.061236+0.14622i,-0.089268+0.34109i,0.0076746+0.46782i,0.20619+0.32612i,0.26276+0.032869i,0.12435-0.10224i,0.0031798-0.066695i,-0.03164-0.039896i,-0.040323-0.040202i,-0.03456-0.024169i,-0.020185-0.012733i,-0.011406-0.015628i,-0.0062689-0.021026i,-0.0044868-0.018424i,-0.0046059-0.0088285i,-0.0061388+0.0017829i,-0.010001+0.011913i,-0.012051+0.015696i,-0.01207+0.0095547i,-0.012624+0.0015952i,-0.012166-0.0024129i,-0.0084202-0.0049922i,-2.9974e-05-0.0090449i
-0.13013-0.093774i,-0.32322-0.17048i,-0.5075-0.11448i,-0.47308+0.12203i,-0.21898+0.27733i,-0.011427+0.18281i,0.036476+0.045713i,0.049189+0.0074333i,0.061389+8.738e-05i,0.041016-0.0081173i,0.020879-0.0043502i,0.020039+0.0018274i,0.020826+0.004697i,0.013744+0.0047256i,0.0042271+0.0021716i,-0.0034634-0.0028249i,-0.0090947-0.0081773i,-0.0099274-0.0093361i,-0.0053449-0.0070617i,-0.00066365-0.0054007i,0.002373-0.0047013i,0.0050943-0.0019734i,0.0073421+0.0042944i
0.11675-0.10647i,0.25188-0.28085i,0.28102-0.49084i,0.078997-0.55891i,-0.13739-0.39074i,-0.12988-0.14745i,-0.034555-0.020224i,-0.015499+0.023405i,-0.018164+0.047152i,-0.001484+0.039113i,0.0037953+0.02082i,-0.0023538+0.015595i,-0.0088052+0.014553i,-0.010144+0.010185i,-0.0033183+0.0039699i,0.0063021-0.0025462i,0.012847-0.0075124i,0.011344-0.0074198i,0.0050191-0.0026946i,0.0027674+0.0035322i,0.0039184+0.0078249i,0.0028048+0.0079514i,-0.0038954+0.0058592i
0.074308+0.13517i,0.21029+0.32273i,0.42078+0.44064i,0.5691+0.30789i,0.48413+0.065419i,0.23596-0.03113i,0.066203-0.020141i,0.010908-0.035519i,-0.018178-0.050236i,-0.025235-0.028713i,-0.016688-0.011137i,-0.013555-0.010258i,-0.010385-0.012286i,-0.0049409-0.011561i,-0.00042839-0.0050766i,0.0027888+0.004345i,0.0037507+0.01036i,0.0024275+0.0080474i,0.00039419+0.0010797i,-0.0014652-0.0021228i,-0.0028361-0.0022487i,-0.0038469-0.0026829i,-0.002441-0.0047029i
-0.1562+0.031195i,-0.38476+0.10273i,-0.59371+0.25559i,-0.55828+0.42415i,-0.31661+0.42316i,-0.11357+0.23543i,-0.026978+0.079259i,0.023057+0.032553i,0.048566+0.010894i,0.031663-0.0072079i,0.011873-0.0095525i,0.0098058-0.0053297i,0.01621+0.0007002i,0.020471+0.0043458i,0.013565+0.0024313i,-0.00046683-0.00031073i,-0.009033-0.001216i,-0.0063477+0.00020916i,0.0022701+0.0013266i,0.0061412-0.00094699i,0.0036446-0.0042795i,0.0019112-0.0058738i,0.003358-0.0035881i
0.0020112-0.15359i,0.0031528-0.39215i,-0.056707-0.65668i,-0.19472-0.71155i,-0.25309-0.49607i,-0.1518-0.22545i,-0.055794-0.07006i,-0.042721+0.0016634i,-0.036848+0.034967i,-0.012494+0.027627i,0.00086586+0.010156i,-0.00024905+0.0072159i,-0.0069599+0.01241i,-0.0099582+0.015129i,-0.0049773+0.0093168i,-8.1595e-05-0.002045i,0.0012339-0.0090801i,7.9001e-06-0.0079814i,-0.0028502-0.0028356i,-0.0039228-0.00067167i,-0.002406+0.00043009i,0.00056726+0.0022364i,0.0016242+0.0034151i
0.13851+0.04648i,0.36574+0.12854i,0.64321+0.18437i,0.7554+0.11166i,0.58524-0.0032634i,0.29733-0.020436i,0.11418-0.0074727i,0.037404-0.034114i,-0.0041715-0.044363i,-0.014999-0.016716i,-0.0065277+0.0018497i,-0.0043539-0.0027147i,-0.011018-0.011746i,-0.015187-0.013923i,-0.012771-0.0070113i,-0.0050402+0.0035749i,0.0021445+0.0088828i,0.0042866+0.0061149i,0.0023662-0.00063327i,-0.00086734-0.0031551i,-0.0014231+0.00087843i,-0.00087555+0.0046531i,-0.0012253+0.0026136i
-0.081391+0.11629i,-0.23345+0.30259i,-0.3981+0.54042i,-0.40486+0.66131i,-0.25994+0.53719i,-0.1244+0.28086i,-0.042665+0.11503i,0.021646+0.058864i,0.046844+0.02367i,0.023655-0.00037947i,0.0029932-0.0036806i,0.0037482-0.0046186i,0.010893-0.0091754i,0.014794-0.010047i,0.0099032-0.006967i,0.00090213-0.0018935i,-0.0035964+0.0020067i,-0.00207+0.0030528i,0.0031509+0.0047013i,0.0055039+0.0046727i,0.0035505+0.001509i,0.00042676-0.00091271i,-0.00083706-0.0022534i
-0.086896-0.10578i,-0.20636-0.30653i,-0.35246-0.55241i,-0.43546-0.62979i,-0.36605-0.47119i,-0.1976-0.24795i,-0.093329-0.10023i,-0.069395-0.017664i,-0.045252+0.019923i,-0.013025+0.011837i,0.0016058-0.0033629i,0.0032262-0.0013482i,0.0027329+0.0094038i,0.0036931+0.015228i,0.0072536+0.0096095i,0.0081282-0.0012564i,0.0050207-0.0075767i,-0.00089646-0.0069293i,-0.0066463-0.0027083i,-0.0064488+0.00018774i,-0.0022025-0.00016003i,0.00081255-0.0010984i,0.001778-0.00077984i
0.11615-0.045994i,0.33902-0.086271i,0.62168-0.11951i,0.73454-0.13863i,0.57024-0.11685i,0.30003-0.061411i,0.12098-0.04049i,0.040725-0.05293i,0.0036802-0.045977i,-0.0018377-0.01603i,0.0038043+0.0031978i,0.0024424+0.0058002i,-0.0046365+0.0019419i,-0.010888-0.00077068i,-0.0089787+0.0004967i,-0.001405+0.002948i,0.0031628+0.0045841i,0.0035098+0.0027472i,0.0026914-0.0027187i,0.0018797-0.0055053i,-6.8445e-05-0.0030258i,-0.0011632+0.00054856i,5.02e-05+0.0029069i
0.0086372+0.11164i,-0.031778+0.32255i,-0.11736+0.58916i,-0.16448+0.69833i,-0.13368+0.54059i,-0.075186+0.28719i,-0.018217+0.13458i,0.024803+0.07299i,0.03236+0.032896i,0.0085606+0.011124i,-0.0096129+0.00709i,-0.0090086+0.0047689i,-0.0015712-0.0026291i,0.002129-0.010401i,-0.00053431-0.011337i,-0.0057185-0.0061716i,-0.0078723-0.0015491i,-0.0039876+0.0026725i,0.0028321+0.0048945i,0.0050303+0.0027681i,0.0017278-1.805e-05i,-0.0020397-0.00022431i,-0.0035723+0.00078684i
-0.10292-0.028774i,-0.27438-0.13442i,-0.47453-0.31215i,-0.53998-0.41455i,-0.40312-0.34044i,-0.20593-0.18796i,-0.10251-0.072939i,-0.072221-0.0087069i,-0.044793+0.012195i,-0.018623+0.000194i,-0.0075589-0.010974i,-0.0037685-0.0091921i,0.00090379-0.001392i,0.0050906+0.0048967i,0.004842+0.0040222i,0.00069536-0.00063432i,-0.0019349-0.0037559i,-0.0034611-0.0044636i,-0.0059042-0.0032437i,-0.0061177-0.00072824i,-0.0027383+0.00069782i,0.00013632-0.0009902i,0.00022264-0.0046691i
0.05206-0.07926i,0.20319-0.19474i,0.43643-0.3027i,0.56-0.31189i,0.45014-0.21346i,0.2464-0.10694i,0.11226-0.071859i,0.045849-0.073378i,0.014328-0.054476i,0.012155-0.021773i,0.015901-0.0046977i,0.011608-0.00031702i,0.0029354+0.0030365i,-0.0028721+0.0065838i,-0.0019272+0.0078598i,0.0018251+0.007541i,0.0053185+0.0058054i,0.006975+0.0012877i,0.0045897-0.003968i,0.0016882-0.0052014i,0.00056163-0.0020805i,0.00084243-0.00035285i,0.0020189-0.00043525i
