-0.002697+0.0011295i,-0.0016274+8.8096e-05i,-0.0019039-5.722e-05i,-0.0016071-0.00073394i,-0.0011973-0.00027551i,-0.0010613+0.00074618i,-0.00028604+0.00090743i,0.00039774+0.00077275i,0.00070411+0.0002825i,0.00024423+0.00036137i,-0.00033657+0.00021009i,-0.00097466-0.00054994i,-0.0017426-1.3244e-05i,-0.001673+0.00013886i,-0.00040945-0.00082465i,0.00015363-0.00094745i,-0.00011473-5.9239e-05i,0.00019985+0.00015789i,0.00029198+0.00024732i,9.7871e-06+0.00028978i,-0.00064998+0.00023001i,-0.00093704+0.00044368i,-0.00084065+0.00052364i
-0.0019235-0.0022529i,-0.0029102-0.002512i,-0.002954-0.0032796i,-0.0026811-0.0024743i,-0.0024499-0.0011026i,-0.0011742-0.0013503i,-0.0003298-0.0014659i,-0.00022952-0.0016609i,-0.00067365-0.0016414i,-0.00072553-0.00052462i,-0.0009399+0.00061619i,-0.0015301+0.0012982i,-0.0017439+0.001374i,-0.0012293+0.00066011i,-0.00090989-0.0002749i,-0.0007053-0.00075692i,-0.00057222-0.00026881i,-0.0003168-0.00025169i,-0.00048649-0.00034645i,-0.00043643-8.2704e-05i,0.0002472-0.00013524i,0.00044568-0.00027724i,0.00035363-4.2087e-05i
5.2317e-05-0.0024934i,0.00036642-0.0035705i,-0.00045306-0.002411i,-0.0001939-0.00019505i,0.00054115+0.0010654i,0.00091984+0.00097041i,0.00092917+0.00046292i,0.00070089+0.0006099i,0.00025636+0.00092812i,-0.00068543+0.00040099i,-0.0013349+0.00035831i,-0.0007308+0.00097447i,-0.00039107+0.00093886i,-0.00042132+0.00031196i,-6.3253e-05+2.3075e-05i,-0.00039607-0.00011257i,-0.00085646-5.2745e-05i,-0.00025907+0.0002821i,5.3006e-05+0.00045338i,-0.00080474+0.0004616i,-0.0011135+0.00083352i,-0.00097316+0.0013125i,-0.00052126+0.00098642i
0.0018081+4.1596e-05i,0.0034851-0.00014122i,0.0035319-0.00029207i,0.0022495-0.0021815i,0.0012577-0.0032121i,0.00024426-0.0020667i,9.0232e-05-0.00088586i,0.00017293-0.00079882i,2.8811e-05-0.00065924i,-0.00017733-0.00032635i,-0.00041022-0.0004238i,-0.00064329-0.00068388i,-0.00062794-0.00014741i,-0.0012815+0.0007326i,-0.0011906+0.00049257i,0.00027472-0.00057968i,0.00048158-0.0012757i,-0.0003214-0.00098349i,-0.00052247-0.00065491i,-0.00095705-0.00084959i,-0.00090552-0.0010359i,0.00014735-0.00029762i,-3.4779e-05+0.00059236i
-0.0020203-0.00057584i,-0.0028212+0.00057686i,-0.0024346-8.5773e-05i,-0.0014968-0.00074365i,-0.00086824-0.00083142i,-0.0003922-0.00096684i,-0.00017816-0.00086752i,0.00091268-0.00043591i,0.00098028+0.00019638i,-9.9725e-05-6.2526e-05i,-0.00091954-0.00019174i,-0.00095145+0.00012003i,-0.00097974+0.0008498i,-0.0013862+0.00064797i,-0.00039232-5.6826e-05i,0.00014846-8.0038e-05i,-0.00015733+0.00024324i,-0.00036267+0.00010564i,-0.00026459+0.00026835i,-0.00018864+0.00021067i,-0.0004334+4.4107e-05i,-0.00072539+0.00016556i,-0.0010473-0.00022443i
0.00028731-0.00069188i,0.00081168-0.00085747i,-0.0001889-0.0015521i,-0.0012006-0.0010798i,-0.0011598-0.00031326i,-0.00053593-0.00081192i,-8.8442e-05-0.00033329i,-0.00035208+4.2252e-06i,-0.00057242+8.2278e-05i,-0.00074566+0.00064183i,-0.00066355+0.00080987i,-0.00067646+0.00011556i,-0.0010731-0.00012066i,-0.00091625+0.00029526i,-0.00011613+0.0008301i,0.00043966+0.00073811i,0.00041823+6.9164e-05i,0.00075964-9.3187e-05i,0.00035628+9.5912e-06i,-0.0009424-0.00018692i,-0.0012188-0.00011506i,-0.00039132+0.00050694i,2.4392e-05+0.00050878i
0.0013628-0.00038281i,0.0008864+1.2667e-05i,0.0013129-0.0010058i,0.0015567-0.0015224i,0.001026-0.0017858i,0.00061501-0.0013145i,0.00034899-0.00093995i,-0.00040196-0.00061949i,-0.00087785+0.00015391i,-0.0011836-0.00021951i,-0.0011491-0.00042377i,-0.00060286+0.00055875i,-0.00023109+0.00073911i,-0.00058769+0.00045996i,-0.00092581+0.00061724i,-0.00015624+0.000612i,-0.00012939+0.00083769i,-0.00074037+0.00041669i,-0.00055689-8.2695e-05i,-0.00097663-0.00028588i,-0.0011359+0.0002326i,-0.000552+0.00064033i,-0.000355-9.9983e-05i
0.00047125-0.00062268i,0.0013723-0.00063509i,0.0016005-0.0003164i,0.00034098-0.0010832i,-0.00030731-0.0026098i,-0.00053014-0.0023096i,-0.00024781-0.00077606i,7.3376e-05-0.00012403i,0.00029271-0.00059037i,8.227e-05-0.00042236i,-6.5121e-05+5.1059e-05i,-0.00011973+0.00036709i,-0.00022059+0.00044715i,6.204e-05+0.00039499i,-0.00047158+8.7534e-05i,-0.0014786+5.5121e-05i,-0.0010876+0.00038522i,0.0003501+0.00067608i,0.0009525+0.00050414i,0.00054813-3.7183e-05i,-0.00035506+0.00010976i,-0.0011507+3.6955e-06i,-0.0010554-0.00027933i
-0.00047303+0.0014564i,0.00035477+0.00034134i,0.0013524+3.7611e-06i,0.001702-0.00032766i,0.0011525-0.00079023i,1.9928e-07-0.001527i,-0.00033752-0.00086887i,3.7941e-05-0.00018941i,-2.1304e-05-0.00036588i,-0.00013927-2.5858e-05i,-0.0001562+0.0001383i,-0.00038311-0.00033367i,-0.00019059-0.00037018i,0.00040573+0.00038565i,0.00048144+0.00089125i,0.00026192+0.00046442i,0.00054417+0.00015674i,0.00053648-0.0002574i,-0.00040107-0.00055041i,-0.00062914-6.465e-05i,-0.00048218+0.00096576i,-0.00098159+0.0011701i,-0.00099595+0.00084801i
0.00068825-0.0010677i,0.0011531-0.0014527i,0.0010372-0.0018268i,0.00088053-0.0018716i,0.0008144-0.0010641i,1.0189e-05-0.00058892i,-0.00015738-0.00092485i,0.00026852-0.00081458i,2.5026e-05-0.00020904i,-0.00049001+0.00019249i,-0.00067449+1.6789e-05i,-0.00094878-0.00030306i,-0.0012567-0.00031404i,-0.00039051+0.00020846i,0.00044826+0.0006182i,0.00076295+0.00058322i,0.0010115+0.0006921i,0.00093311+0.00097596i,0.000179+0.00095349i,0.00031498-9.3021e-05i,0.0011096-0.00013265i,0.00096321+0.00015079i,0.00056043-0.00014109i
-0.00027345+0.00059002i,6.4282e-05+0.0007572i,-0.0014124+0.00061872i,-0.0013288+0.00040007i,-1.3847e-05+7.5937e-05i,0.00011829-0.0008398i,-4.1549e-05-0.00083272i,1.6294e-05-0.00031056i,8.5121e-05-0.00023687i,-0.0011116+0.00029483i,-0.0016538+0.00099321i,-0.0008575+0.00030432i,-0.00021003-0.00076424i,0.00021767-0.00032877i,-0.00018845+0.00051104i,-0.0010078+0.00099417i,-0.0010574+0.0010042i,-0.00061192+0.0010999i,-0.00025822+0.00092208i,0.00011977+0.0003167i,-6.1738e-05+8.5983e-05i,-0.00083848+0.00092993i,-0.00060248+0.0010926i
-0.0015446+0.0003883i,-0.0022543+0.0017851i,-0.0026607+0.0019897i,-0.0012442+0.0015955i,0.00083929+0.00048358i,0.00078785-0.00025141i,-0.00084616-0.00011112i,-0.0011687-0.00041736i,-0.00083447-0.00022967i,-0.00091292+0.0007248i,-0.00064261+0.0018491i,-0.00043905+0.0021046i,-0.0010851+0.0010231i,-0.00088094+8.9316e-05i,-0.00069135-2.3743e-05i,-0.00055268+0.00041483i,-0.00046493+0.00026355i,-0.00035876-0.0006141i,-5.4808e-05-0.00025966i,0.0002525+0.00015629i,0.00049747+0.00041456i,0.00046306+0.00011245i,-4.9388e-05-0.0004961i
0.00029646+0.00051892i,0.00068053+0.00057861i,0.0006519-0.00047401i,0.00024938-0.0015108i,-0.00016021-0.001428i,-0.0012177-0.0012569i,-0.0012102-0.0012334i,-0.00061183-0.0014835i,-0.0010288-0.0011104i,-0.00072572-0.00023547i,-0.00066492+0.00028957i,-0.0015514-2.1482e-05i,-0.0015151-0.00010984i,-0.00080186+0.00037719i,-0.00070206+0.00071467i,-0.0006767+0.00067443i,-3.7807e-05+0.00054687i,0.00019551+0.00030973i,-0.00037992+2.6895e-05i,8.2966e-05-0.00032799i,-5.0528e-05-0.00084028i,-0.0011405-0.0011797i,-0.00037239-0.00097615i
-0.0024342-0.0017198i,-0.0016527-0.0010751i,-0.0017794-0.00011935i,-0.00056483+0.00073953i,-0.00041018+0.0012017i,-0.00048364+4.4342e-06i,-0.00064682-0.0004872i,-0.00022553-0.00013994i,0.00042696-0.00029632i,-0.00014579+0.00048355i,-0.0009774+0.0014008i,-0.0010702+0.00092512i,-0.00028428+0.00056073i,0.00018107+0.00048568i,6.6794e-05+0.0009088i,-0.00011385+0.00034773i,3.1028e-05-0.00063913i,-1.0863e-05-0.00025426i,-0.00072339+0.00027281i,-0.00078416+0.00042689i,-0.0004227+0.00068102i,-0.00064764+0.00096348i,-0.0003174+0.00059843i
-0.0018769+0.0006665i,-0.00074991+0.0012413i,-0.00015641+0.0010011i,0.00087914-0.00018687i,0.00096441-0.00060962i,2.898e-05-0.0012194i,-0.00044992-0.0010166i,-0.00027006-0.00061479i,-0.0007767-0.00085453i,-0.0016133-0.00015346i,-0.00093222+0.0003998i,4.8998e-05-6.9728e-05i,-6.3868e-05+5.8179e-05i,-0.00045478+4.328e-05i,-0.00036407-0.00062065i,0.00042304-1.0751e-05i,0.00036006+0.00076381i,-0.00027603+0.00045259i,0.00013787-5.8679e-05i,0.00053406+5.8489e-05i,0.00042599+0.00063979i,0.0006129+0.00093442i,0.00072656+0.00088357i
-0.00018817+0.00016768i,0.00076255+0.0019921i,0.00073437+0.002777i,0.0012688+0.0015061i,0.0013418+7.3881e-05i,-0.00039658-0.00044249i,-0.0008381-0.00015723i,-0.00056245-0.0001139i,-0.00067978-0.0005088i,-0.00051345-0.00062057i,-0.00022077-0.0004004i,-0.000468-0.0002068i,-0.0010479+0.00048859i,-0.00069722+0.0011166i,-0.00090295+0.001019i,-0.0010107+0.00017808i,-0.00043789-0.00012086i,-4.2845e-05+0.0010015i,0.0003023+0.0010648i,-4.0698e-06-0.00034274i,-0.00036157-0.00053228i,-0.00052608+0.00052158i,-0.00016903+0.00066414i
0.0010483-0.0021i,0.0011999-0.0011904i,0.00067363-0.00022332i,-0.00061316-0.0006679i,-0.0011887-0.00071909i,-0.0007428-0.00064752i,-0.00029473-0.00040168i,-5.7566e-06-4.7319e-05i,-0.00023544-0.00050908i,-0.00053121-0.00049501i,-0.00090847-0.00027116i,-0.00065924-0.0005217i,-0.0003193+0.00051405i,-0.00073676+0.0010316i,-0.00096529-0.00024875i,-0.00099558-0.0004161i,-0.001022+3.755e-05i,-0.0011683-0.00055348i,-0.00097981-0.00056351i,-0.00063294-0.00022282i,-0.0002259-0.0010707i,0.0001771-0.0009819i,0.00023664+4.259e-05i
0.0004944+9.1651e-05i,0.00016969+0.00038936i,-0.00020887-0.00020837i,7.7676e-05-0.0010237i,0.00040164-0.0010782i,-0.00018019-0.0009952i,-0.00011957-0.0010424i,0.00022566+5.7566e-05i,-0.00035496+0.00042685i,-0.0015286-5.2612e-05i,-0.0015325+0.00030442i,-0.0017129+0.00030155i,-0.0018748+0.00025847i,-0.0013306-2.3907e-05i,-0.00073005-0.00086159i,-0.00036475-0.00099921i,-0.00020508-0.00057655i,-0.00076613+0.00046145i,-0.0013512+0.00020636i,-0.00095537-0.00067777i,-0.00041424-0.0010916i,-0.00055526-0.0013505i,-0.00018952-0.00069092i
-0.00013097-0.00074922i,-4.6635e-06-0.00045343i,-0.00021722-0.00056124i,9.5623e-05-0.0013299i,-0.00045742-0.0011304i,-0.00076538-0.00095353i,-0.00018698-0.0019136i,0.00012256-0.0020884i,-0.00047031-0.0011227i,-0.00048198-5.0595e-05i,-0.00044618+0.00098611i,-0.00089946+0.00050828i,-0.0013732+0.00059159i,-0.0009729+0.0011418i,-0.00056939+0.001238i,-0.00054794+0.00108i,-0.00099309+0.001232i,-0.00099342+0.0016516i,4.2239e-05+0.00067814i,0.0009149-0.0006173i,0.0010079-0.0011221i,0.0008838-0.00061023i,0.00058385+0.00024778i
-0.00058839-0.00090663i,0.00072144-0.00062036i,0.00047735+0.0014312i,-0.00096498+0.00058405i,-0.0013343-0.0010702i,-0.00056431-0.00085123i,-0.00015173-0.00040677i,-0.00038312-0.00044201i,-0.00025218-0.00061303i,-0.00087045+0.00019186i,-0.0014538+0.00070153i,-0.00078324-2.0695e-05i,0.00073796-3.0422e-06i,0.0010598+0.00023959i,0.00048949+0.00026274i,0.00085526+0.00089892i,0.00050042+0.00078301i,-6.8205e-05+0.00029935i,0.00046866+0.00059985i,0.00063676+0.00028005i,0.00056865-1.57e-05i,0.00079377+0.00047568i,0.00045148+0.0007186i
0.0010315-0.00078505i,0.0012488-0.00086641i,0.00068758+9.1828e-05i,-8.9467e-05+5.4067e-05i,5.3176e-05-0.0013532i,0.00017751-0.0015745i,1.6746e-05-0.00075652i,-0.00023073-0.00033847i,8.8625e-05-0.00077943i,-0.00071231-0.0010904i,-0.0012291-0.00057529i,-0.0012772+0.00038799i,-0.0016444+0.00089295i,-0.0012101+0.00086187i,-0.00090924+2.071e-05i,-0.00097042-0.00057836i,-0.00023593+0.00016079i,0.0010377+0.00011573i,0.0017857-0.00037938i,0.00084355+0.00044616i,-0.00026012+0.000566i,-0.00068718+2.8849e-05i,-0.00091475+0.00059595i
7.7199e-05+8.0957e-05i,6.6153e-05+0.0011801i,-0.00041852+0.0016894i,-0.00022574+0.00076008i,-0.00045447-0.0003642i,-0.00052067-0.001482i,0.00018437-0.0012127i,0.0002188-0.00073084i,0.00011991-0.0010307i,-0.00044634-0.00010792i,-0.0018311+0.00049379i,-0.0015056-3.2675e-05i,-0.00091864+0.00090013i,-0.00056485+0.00086563i,-9.9908e-05-3.0892e-05i,-0.00018887-0.00033017i,-0.00073187-0.00062942i,-0.00052073-0.00049561i,0.00020931-0.00042711i,0.00028863-0.00089161i,-0.00025681-0.00055929i,-0.00042306-0.00037538i,0.00017725-0.00010304i
-0.0043158-0.0004024i,-0.0052836-6.9395e-05i,-0.0058461+0.00091856i,-0.0037788+0.0014161i,-0.0017367+0.00047202i,-0.00076397-0.00055265i,0.00045737-0.0011953i,-6.0554e-06-0.00092092i,-0.0015014+0.00027882i,-0.0017948+0.0010843i,-0.001871+0.0014426i,-0.001554+0.0015611i,-0.0013537+0.0012389i,-0.0021228+0.0011041i,-0.0020517+0.0010249i,-0.00037759+0.00071135i,-0.00034126-5.7147e-05i,-0.00097083-0.0010406i,-0.00042119-0.0012983i,-0.0003081-0.0003947i,-0.00075672+0.00036034i,-0.00060811+0.00083349i,7.107e-05+0.0011279i
0.00076779-0.00043272i,0.0011953-0.00041209i,0.0011521-0.00065748i,0.00061604+0.00015261i,0.00034094+0.0013813i,0.00019077+0.00019406i,3.9871e-05-0.00065329i,0.00060022+2.3738e-05i,2.4501e-05-0.00023517i,-0.00070694-0.00047133i,-0.00063185+0.0011688i,-0.0011036+0.0018447i,-0.0014289+0.0012731i,-0.0012496+0.00096857i,-0.00042051+0.00049022i,0.00010221+0.00062226i,-0.00028998+0.00067695i,-0.00051887+0.00053056i,-0.00033658+8.7158e-06i,-9.3988e-05-8.3179e-05i,-0.00011518+0.00020444i,-0.00022798+0.00011767i,-0.00043397+6.6706e-05i
0.0031101+0.0024771i,0.0034582+0.0026455i,0.0040167+0.00098629i,0.0028763-0.00064242i,0.0007954-0.0015697i,-0.0005285-0.0015839i,-0.0006781-0.0014366i,-0.0010054-0.0013343i,-0.00048533-0.00090543i,6.7214e-05-0.0002609i,-0.00054576+0.00030114i,-0.00034713+0.00055445i,9.5098e-05-2.4675e-05i,-0.00023021-0.00013209i,-0.00045391+4.8928e-05i,-0.00036327+0.00045398i,-0.0002153+0.00095657i,-0.00097639+0.00039897i,-0.00083484-0.0002633i,0.00051407-0.00055931i,0.00050939+0.00010935i,-0.00012797+0.00066315i,5.1759e-05-3.4823e-05i
-0.0027593-0.0010978i,-0.0033141-0.001038i,-0.0041688-0.00073389i,-0.0023405-0.00057469i,-0.00042998-5.7126e-05i,-2.0284e-05+1.5174e-06i,0.00032587-0.00065092i,0.00068224-0.00099237i,4.1466e-05-0.00073772i,-0.0012048-0.00080229i,-0.0017605-0.00030652i,-0.0016994+0.00051195i,-0.0013549+0.00062977i,-0.00099061+0.00018473i,-0.00012392-0.0004194i,0.000611-0.0006935i,0.00013778-0.00047926i,-0.00042444-0.00035088i,9.0733e-05-0.00019871i,-0.00037934-2.1902e-06i,-5.9949e-05-0.00048694i,0.00011373-0.00043409i,-0.00027841-0.00042073i
0.00063909-0.0017596i,0.00043366-0.0026376i,0.0013552-0.001906i,0.0010893-0.0015689i,0.00061488-0.0017773i,0.00082459-0.00080481i,0.00090027+1.5485e-05i,0.0004723+6.7133e-06i,-0.00079691-3.7797e-05i,-0.0019712-0.00025249i,-0.0017648-0.00062208i,-0.0011162-0.0014352i,-0.001243-0.0018307i,-0.0013377-0.0009853i,-0.00066856-0.00034613i,-0.00091286-0.00051496i,-0.0018915-0.0007287i,-0.0016899-0.00046608i,-0.00065763-0.00017345i,0.00013137+0.00047764i,-6.433e-05+0.00070165i,-0.0001005+0.00074668i,0.00010242+0.00044123i
-0.00051192+0.0027917i,0.0010593+0.0023281i,0.0012792-0.00016139i,-0.00015762-0.0016032i,-0.0011999-0.0014163i,-0.0011598-0.0014523i,-0.00034406-0.0014339i,0.00010832-0.0003371i,8.0794e-05-1.6612e-05i,-0.00035921-0.00034745i,-0.00094339+5.3682e-05i,-0.00098581+9.8305e-05i,-0.00060039+8.5684e-06i,-0.00066753-0.00057571i,-0.00087761-0.00051526i,-0.0011869-0.00059469i,-0.00097104-0.00020232i,-0.00096551+0.00024845i,-0.0010285-0.00034644i,-0.00048884-0.00026044i,-0.00059725+0.00037738i,-0.00072361+0.0012248i,-0.00070877+0.00092465i
-0.00033186-8.8691e-05i,-0.00081112+0.00041997i,-0.0020974+0.0011668i,-0.0023281+0.00050443i,-0.0010574-0.00062852i,-9.8818e-06-0.0015417i,0.00025089-0.00091256i,6.9003e-05-0.00031577i,-0.0001383-0.0005844i,-3.3623e-05+0.00034872i,-0.00033502+0.00037372i,-0.0010132-0.00084923i,-0.00078958-0.00099771i,-0.00027274-0.00064336i,-7.436e-05-0.00080283i,-0.00010291-0.00063047i,-0.00024562+0.00012391i,-2.5136e-05+0.00019318i,-0.00023373-1.8786e-05i,-0.00019672-0.00013358i,-5.4477e-05+7.2935e-05i,-0.00010668+0.00031509i,0.00058537-8.2291e-06i
0.00025737+0.0017609i,0.00023456+0.0013428i,0.00082574+0.0018525i,0.0011684+0.0016817i,0.0010444+0.00058102i,0.0013134-0.0007164i,0.001112-0.001598i,0.00046419-0.0015353i,0.00041923-0.00031114i,0.00029668+0.00069286i,-0.00050276+0.0010525i,-0.00079679+0.0011483i,-0.0011354+0.0013635i,-0.00092045+0.000982i,-0.00015893+0.00077726i,7.2577e-05+0.00077004i,-0.0003363+0.00077627i,-0.000526+0.00056024i,-0.00068025+0.00076554i,-0.00046939+0.00054778i,-0.00015351+0.00079515i,-8.6446e-05+0.00091413i,-0.00019759-8.1189e-05i
0.00089597+0.0013953i,0.0011753+0.00067775i,0.001109+0.00040728i,0.00030157-0.00011i,-0.00032961-0.00061511i,-0.0013487-0.00040441i,-0.0012631-0.00027919i,-0.00020723-0.00069412i,0.0002396-0.00045284i,0.00012763+0.00010136i,-0.00040711+0.00043472i,-0.0011288+0.00046273i,-0.0013305-0.00047796i,-0.00028395-0.00092881i,1.7332e-05-0.00051321i,-0.00071837-5.6899e-05i,-0.00098048+0.00032818i,-0.00024634+0.0012013i,0.00088697+0.0017786i,0.00060263+0.001953i,-0.00057461+0.0014106i,-0.00088904+0.00043281i,-0.00044409-8.9928e-05i
0.0006541+0.00037597i,0.00081484+0.00099349i,0.0010439+0.0012392i,0.00060946+0.00072564i,0.00066319-0.00089057i,0.00021762-0.0013904i,2.868e-05-0.0008892i,0.00033588-0.00057786i,0.00027902-0.00017464i,0.00020986+0.00053212i,-0.00046826+0.00060659i,-0.00072126+0.00028116i,-0.0001368+0.00026363i,-0.00033365-0.00014673i,-0.00069721-0.0005502i,-0.00052536-0.00039089i,-0.00090953-0.00019174i,-0.001307+0.00065652i,-0.000387+0.001167i,0.00060657+0.00042426i,0.00034578+6.5377e-05i,-0.00016092+5.9976e-05i,-0.0002454-3.4158e-05i
-0.00062229+0.0016188i,-0.00059238+0.0015683i,0.00011383+0.0011799i,0.00085027+0.00042659i,0.00073845-0.00047914i,0.00083292-0.0013815i,0.0013974-0.0011003i,0.0012163-0.00087264i,0.00019216-0.0010023i,-0.00061319-0.00052277i,-0.0006808-0.00013036i,-0.0010537-0.00058213i,-0.00051296-0.00030519i,0.00021977-5.3798e-05i,0.0001512-0.00021745i,8.354e-06+0.00031953i,-0.00043311+0.00054732i,-0.00040002+0.00064509i,-0.00064104+0.00024467i,-0.00082464-0.0002529i,-0.00056983-0.00028005i,-0.00029582+0.00030719i,-0.00020661+0.001024i
-7.0162e-05+0.00080782i,-0.00036907+0.0009028i,-0.001091+0.0012544i,-0.0014786+0.00028516i,-0.0011274-0.0004175i,-0.00062097-0.0011261i,-0.00072895-0.0011267i,-0.00071343-0.0014115i,-0.00065115-0.0012243i,-0.00096377-0.00059732i,-0.00043782-0.00074851i,-2.3634e-05-0.00055053i,-0.0003713-9.7161e-05i,-0.00039494+8.8472e-05i,-4.0334e-05+0.00015089i,0.0001343+0.00039146i,0.0002569+0.00058954i,2.8004e-05+0.00079994i,-0.00027646+0.00053911i,0.00040756-0.00045386i,0.0001955-0.00057859i,-0.0010658+5.2679e-05i,-0.001288+0.00034104i
-0.00086071-0.0024435i,-0.00017315-0.0028611i,0.00076699-0.0022614i,0.000763-0.00072154i,0.00061003+0.00032823i,0.00014551-3.4921e-05i,-1.1708e-05-2.6063e-05i,0.00055649+0.00060741i,-0.00025536+0.00037083i,-0.0012453+0.00091042i,-0.0015819+0.0020089i,-0.0015895+0.001282i,-0.00091548+0.00030998i,-0.00091944+0.00027657i,-0.00044075+0.00017833i,0.00015821-0.00024987i,-0.00040487-0.00015683i,-0.00080887-9.7316e-05i,-0.00036933-0.00031725i,-0.00019527-0.00044915i,-0.00065366-0.00069375i,-0.00061172-0.00034143i,4.037e-05+0.0002458i
0.00020726+0.00034221i,0.00043495+0.00051955i,0.00044885+0.001572i,0.0006545+0.0016892i,0.0012277+9.7145e-05i,0.0011187-0.0014705i,0.00052101-0.0018743i,0.00068838-0.0018296i,0.0003337-0.0010971i,-0.00019017-0.00026684i,-0.0001771+0.00017574i,8.1767e-05+0.00026472i,-2.6412e-05+0.00080102i,-0.0009787+0.00097938i,-0.0013361+0.00073249i,-0.00076496-0.00012638i,-0.00017465-0.00067456i,-0.00026728-0.00020515i,-0.00046451-7.4021e-05i,-0.00020053+4.9781e-05i,-9.8865e-05+0.0013281i,-7.5166e-05+0.0018166i,5.2919e-05+0.00099935i
-0.0018871+0.0017703i,-0.0022319+0.0026851i,-0.0020863+0.0025382i,-0.0010816+0.0012441i,0.00015524+0.00046415i,-2.5379e-05-0.00035095i,-0.00074898-0.00044677i,-0.00027177-0.00084313i,8.4374e-05-0.0013539i,4.2906e-05-0.00027509i,9.9509e-05+0.0005441i,-1.3917e-05+0.00065379i,0.00013026+0.00053082i,0.0007254+1.9642e-05i,0.00018171-0.00055395i,-0.00083254-0.00025798i,-0.00090843+0.00029592i,-0.0006715-5.3347e-06i,-0.0008401-0.00016512i,-0.00027823-7.8093e-06i,0.00053406+0.00033166i,0.00021564+0.00094085i,0.0001757+0.00048414i
-0.0013415+0.0021206i,-0.00075663+0.0019744i,-0.00066481+0.0025966i,-0.00050597+0.0023169i,0.00046531+0.0011301i,0.00081832+7.1457e-05i,0.00051769-0.00066966i,-0.00046613-0.00068967i,-0.0015863-0.00058696i,-0.0012602-0.00060377i,-0.00066938-3.6265e-05i,-0.00093298-0.00040406i,-0.00052467-0.00017983i,0.00012377+0.00014254i,-0.00039278-0.00034348i,-0.00061705-0.00035672i,0.00020625+0.00016945i,0.00079662+0.00051745i,0.00062748+0.00024584i,6.9636e-05+0.0005562i,-2.2837e-05+0.00055437i,0.00016124+0.0004808i,0.00029426+0.00080578i
-0.00096997-0.00079911i,-0.00012505+0.00066509i,-0.00061822+0.0024602i,-0.00085485+0.0020086i,0.00019199+0.00040247i,0.00059699-0.00080627i,0.00075323-0.00062343i,0.00058759-0.00043246i,-0.00065872+0.00034398i,-0.0013784+0.00082296i,-0.00044695+0.0008231i,-7.3166e-05+0.00059401i,-0.00054752+0.001021i,-0.00056587+0.00094087i,-0.0002127+0.0002843i,-0.00033645+0.00041324i,-0.00048781+0.0009511i,-0.00029884+0.00065797i,0.00046184+0.00096942i,0.00019417+0.00096386i,-0.00057872+8.69e-05i,-0.00074498+0.00023687i,-0.00071325+4.9411e-05i
-0.00076484+0.0013741i,-0.00041906+0.00092214i,-0.00099976+0.00036074i,-0.00036661-0.0012179i,0.00020212-0.0020803i,1.8217e-05-0.0026043i,0.00038961-0.0021885i,0.00067562-0.0014077i,0.00059555-0.00085074i,-0.00015688-0.00067408i,-0.00048523-0.00051211i,-0.00041849-0.00029809i,-0.0012749-0.00066888i,-0.001178-0.00063101i,-0.00044148+0.00051651i,0.00016742+0.0010461i,0.0001806-0.00011239i,0.00029492-0.0004675i,0.00065174+0.00027122i,-0.00051135+0.00048512i,-0.00073275+0.00025944i,0.00013324-1.1738e-05i,0.00048811+0.00025374i
-0.0017574-0.00037432i,-0.0016457-0.00045425i,-0.00093498+0.00040141i,-0.00052828+0.00083246i,-0.00070226+0.00026i,-0.00097981-0.00037999i,-0.0016134-0.00082239i,-0.0019862-0.0013718i,-0.0012965-0.00087118i,-9.7826e-05+0.00039076i,0.00015007+0.00095353i,-0.00069047+0.00081192i,-0.0010886+0.00058942i,-0.00094614+0.00018853i,-0.00076812+0.00017348i,-0.00043702+0.00054998i,-0.00066402+0.00053209i,-0.0011415+0.00044716i,-0.00093318-2.2287e-05i,-0.00039217-0.00062415i,0.00020096-2.404e-05i,-0.0002395+0.00059511i,-0.00085179+0.00046014i
-0.00022085-0.00044197i,0.0012642-0.00061838i,0.0018529+1.711e-05i,0.0011577-0.00032149i,4.539e-05-0.00057665i,-0.00036705-0.00056874i,0.00028828-0.00059968i,0.0010879-0.00011295i,0.00082811-0.00014488i,-0.00035583-0.00062739i,-0.0010158-0.00055203i,-0.00050293-2.0736e-05i,-0.00013399+0.00012933i,-5.612e-05-0.0001305i,-1.2706e-06+0.00017043i,-0.0001607+0.0004329i,0.00025194+4.9571e-05i,0.00050825+6.1271e-05i,8.7613e-05+0.00051005i,-7.0483e-05+0.00015483i,-0.00020745-0.00032938i,-0.00045332+0.0001458i,3.4398e-05+0.00015501i
0.0011717-0.00021468i,0.00079648-0.00024818i,-3.8929e-05-0.0019034i,-0.00028272-0.0014131i,-0.00020554-0.000864i,0.00026126-0.0013414i,0.00043694-0.001133i,0.00034627-0.00089087i,-8.6343e-05-0.00072202i,-0.00060452-0.00021352i,-0.0013475-9.8609e-05i,-0.0017934+0.00014437i,-0.0016684+0.00019638i,-0.0012982-0.00055511i,-0.00067074-0.0005766i,-0.00059344-0.0001517i,-0.00057406-0.00016313i,0.00014045+2.1166e-05i,0.00023143-4.8692e-05i,6.71e-05-1.9383e-05i,-7.152e-05+0.0003142i,-0.00021443+0.00050466i,1.6571e-05+0.00081861i
