-0.0013173-0.00028982i,-0.0023228+0.00070725i,-0.0034089+0.0014125i,-0.001982+0.00073762i,-0.0014581+0.00082404i,-0.0018414+0.0013656i,-0.00096021+0.0014263i,0.00041076+0.0013316i,0.0011284+0.0011836i,0.0011087+0.00021185i,0.0010639-0.00032466i,0.00070819-0.00042964i,0.00065621-0.0011602i,0.00050856-0.00098184i,0.00053676+0.00035685i,0.00031758+0.00050115i,-0.00030827-0.00052049i,0.00044327-0.0010331i,0.0008326-0.00031293i,2.948e-05+0.00035335i,-0.00034927+0.00068476i,-0.00060834+0.00017445i,-0.00032688-0.00020592i
-0.0015172+0.0020657i,-0.0011303+0.0021018i,-0.00063964+0.0018239i,0.00039958+0.0016485i,0.00059525+0.0011713i,0.00022426+4.4003e-05i,-0.00011838-0.000146i,-0.0001522-0.00014506i,0.00010239-0.00069326i,-0.00020162-0.00058645i,-0.00022092-9.2494e-05i,-2.6039e-05-0.0012314i,-0.00031558-0.0016944i,-0.000715-0.0012335i,-0.00030506-0.00070223i,-9.7199e-05-0.00058272i,0.00052819-0.00075389i,0.0010032+6.1255e-06i,0.00054865+0.00063766i,0.00039584-0.00014792i,0.00013254-0.00045951i,-0.00046736-0.00035464i,2.5067e-05-0.00049177i
-0.0016413+0.0017433i,-0.0005466+0.0039265i,0.0010404+0.0043192i,0.0019342+0.0027595i,0.0014099+0.00077955i,0.0011556-0.00029421i,0.001489+6.1641e-05i,0.00118+0.00021429i,1.174e-05-0.00044097i,-0.00088195-0.00076656i,-0.00047296-0.00076964i,6.8777e-05-0.00044413i,0.00056831+0.0005878i,0.00040986+0.00075806i,-0.00057272+0.00010036i,-0.00070578-0.00024345i,0.00014377+0.00022597i,-0.00014114+0.0010109i,-0.00053642+0.00062983i,-0.00035368-0.00019523i,-0.0007048-0.00050516i,-0.00016788-0.00029431i,0.00092601-0.00034858i
0.00058282+0.00060621i,0.00036712+0.000861i,-0.00021234-0.00011133i,-0.00041456+1.4343e-05i,-0.00071436+0.00019938i,-0.0014019+0.00032803i,-0.0013065+0.00014811i,-0.0010516+0.00010795i,-0.00077838-0.00015703i,0.0002139+6.4023e-05i,0.00037198-0.00020051i,0.00033652+9.0534e-05i,5.0607e-05+0.00083694i,-0.00077866+0.0010445i,-0.0004642+0.00063266i,-0.00025132-0.00012408i,-0.00036491-0.00011868i,0.00033928-0.0002264i,0.00089116-0.00017856i,0.00079847+0.00028759i,0.00087769+0.00053267i,0.00083406+7.4352e-05i,0.00011647-0.00048314i
-0.00054788-0.0026156i,-0.0013405-0.001909i,-0.0023567-0.0010044i,-0.001956+0.00020669i,-0.00075644+0.0011909i,0.00011246+0.0013929i,0.00072855+0.00053307i,0.00086206-6.0087e-05i,0.00022083-0.00031561i,-3.1268e-05-0.00061453i,-0.0005547-0.00080991i,-0.00049061-3.0899e-05i,0.00013485+0.00083176i,0.00016271+0.0010412i,-0.00013068+0.00094594i,-0.00026155+0.00045609i,-7.8841e-05+0.00035067i,0.00011056+0.0004762i,0.00043446+0.0003519i,0.00065687-6.203e-05i,0.00042371-0.000373i,0.00011081-0.00032516i,-1.0686e-05-0.00029326i
-8.7869e-05+0.00092939i,-8.8341e-05+0.0023244i,0.0005355+0.0022646i,0.00080496+0.0011423i,5.43e-05+0.00059395i,0.00028042+0.00043853i,0.00062599+8.3659e-06i,0.00024672-0.00013951i,-0.00011465-0.00057616i,-3.2812e-05-0.0010162i,0.000563-0.00069293i,8.9524e-05-0.00013403i,-0.00042411+0.00037971i,9.968e-05+9.5467e-05i,0.00034787-0.00020472i,0.00029975+9.1977e-05i,-5.2432e-05-0.00018426i,-0.00022187-0.00027864i,-0.00027774-0.00023305i,-0.00048186-0.00054466i,4.3232e-05-0.00035946i,0.00019461-0.00015094i,-0.0001577+0.00017913i
-0.00080948+0.0023771i,-0.0011709+0.0025789i,-0.0008168+0.001798i,0.00040938+0.0015047i,0.001105+0.00056203i,0.00084231-4.8733e-05i,0.00073772+6.9571e-05i,0.00026732+0.00026529i,-0.00053738+0.0012871i,-5.3101e-05+0.001079i,0.00030418-0.00015674i,0.00044248-0.00025891i,0.00075873-0.00028287i,0.00053757-0.00051368i,0.00026754-0.00010755i,-0.0001651+0.00014077i,-0.00017688-9.0047e-05i,-0.00027293-0.00042164i,-0.00018244+0.00036872i,1.0456e-05+0.0012172i,0.00013668+0.0013366i,0.00039065+0.00078711i,0.00028993-0.0001053i
0.00058622+0.0012068i,0.0012524+0.00033213i,0.00086324-0.00031296i,0.0003556+0.00023398i,-0.000101+0.00011219i,-0.00014906-0.00064596i,0.00025579+0.00018091i,-6.6157e-05+0.001025i,0.00010726+0.0010672i,0.00093155+0.00040748i,0.0011968-0.0009124i,0.00066096-0.0011477i,-0.00051443-0.00072791i,-0.0011263-0.0004786i,-0.0011453-5.221e-06i,-0.00081838-8.7976e-05i,-0.00040431-0.00011398i,-0.00026659+0.00020737i,-0.00019379+0.00088173i,-0.00099969+0.00087021i,-0.0010549+0.00019192i,-0.00020374+1.0561e-05i,0.00040885-0.00021478i
-0.0004988+0.00030993i,-0.00079937+0.0015648i,-0.00039304+0.0015909i,-0.0013358+0.0011046i,-0.0022336+0.001344i,-0.00033135+0.0015258i,0.001976+0.0013742i,0.0025167+0.00086495i,0.0016587-1.5535e-06i,0.00045095-3.4781e-05i,-0.00026731+0.00025594i,-0.00040063+0.00044455i,0.00073375+0.00043665i,0.0010728+0.00044503i,0.00047723+0.00079772i,-6.2047e-05+0.00060516i,-0.00034148+0.00021258i,-1.5582e-06-0.00015676i,0.00056786-3.6712e-05i,0.00077854+0.00039857i,0.00048459-0.00030945i,-0.00034869-0.00027177i,-0.00060486+0.00044627i
-0.001805+0.001227i,-0.0020395+0.0024961i,-0.0011678+0.0021681i,-0.00046771-0.00024983i,0.00021643-0.00070091i,0.00078763+0.00045878i,0.00065849+0.0009162i,0.00033267+0.00054057i,0.00022312+0.00037074i,0.00016119+0.00076046i,7.5427e-05+0.00087327i,0.00036052+0.00084554i,0.0010329+0.00031394i,0.00086045-0.00041664i,0.00041046-4.9488e-05i,0.00024848+0.00058384i,-6.4805e-05+0.00084593i,-0.00030915+0.00011658i,-0.00037768-0.00043867i,0.00023006-0.00012931i,0.00018414-0.00022717i,-0.0003169-5.2361e-05i,-0.00057283+8.8561e-05i
-0.00087133+0.00054172i,-0.0014452+0.00061541i,-0.0011663+0.0004571i,-0.00017655-0.00059685i,2.9014e-05-0.00082184i,-0.00050936+0.0005972i,-0.00052271+0.0010752i,-5.322e-05+0.00106i,5.4116e-05+0.0015224i,-0.00011876+0.00049238i,3.8929e-05-0.00084436i,0.00035578-0.00077675i,0.00094249-8.648e-05i,0.00088367+4.3045e-05i,0.00011005+0.00029164i,-0.00022693+0.00082657i,-0.0002694+0.00071168i,-3.901e-05+0.00015584i,0.00074343+0.00047384i,0.000727+0.00092387i,0.00029602+0.00047593i,-0.00040598+0.00025527i,-0.00076909+0.00017938i
-0.00014445-0.00038572i,-0.00038143+0.0005349i,-7.8479e-05+0.0014192i,-0.00039757+0.0011231i,-0.00052668+0.00035656i,0.00048529+0.00063801i,0.00077806+0.00061893i,0.00050961+0.00041676i,0.00054065+0.00043047i,0.00048072+0.00039597i,0.00023133-5.5611e-05i,7.3965e-07+8.7508e-05i,0.00068944+0.00060773i,0.00070588+0.0013235i,-0.00062407+0.00085934i,-0.00080272+4.055e-05i,-0.00064839+9.2114e-05i,-0.00027516+9.4533e-05i,0.00024608+3.3679e-05i,0.00050789-4.5561e-06i,0.00041796+0.00052784i,-0.00023938+0.00057508i,-0.00025165+0.00035185i
4.5184e-05-0.00049466i,-0.00032359+0.00010378i,-0.00066187+0.00082726i,0.00041826+0.000958i,0.0011275+0.00046419i,0.00082913+0.00028998i,0.0008363+0.00059182i,0.00071568+0.0001563i,-0.00025812+8.451e-05i,-8.4688e-05+0.00031653i,0.00078509+0.00020364i,0.00071479+0.00023978i,0.0010094-7.9651e-06i,0.0013792-0.00031011i,0.00025004-0.00022671i,-0.00047219-0.00016769i,-0.00010692-0.00051779i,0.00012327-0.00041103i,0.0007223-0.00017513i,0.00049533-0.00043896i,-0.00039454-0.00016208i,-0.0008599+0.000326i,-0.00062312+0.00016925i
-0.0004146-0.0010339i,-0.0003409+0.00097707i,-0.00088124+0.002142i,-0.00051496+0.0016043i,-0.00046765+0.00079457i,-0.00041558+0.00022553i,-0.00033654-8.7867e-05i,-0.00038138-0.00014061i,0.00031711-1.3102e-05i,0.00071253+0.00022851i,0.00041162-2.4332e-06i,0.00027702-0.00045328i,0.00039581-0.00057471i,0.00023484-0.0010248i,2.1295e-05-0.00075844i,0.00027844-0.00035078i,0.00020736-0.00019727i,-0.00053336-0.00022817i,-0.00018878-0.00083756i,7.8666e-05-0.00076871i,0.00020365-0.00029995i,-0.00060117+0.00059219i,-0.0016451+0.00094576i
-0.00025469-0.0011526i,0.00047522-0.00032648i,0.00015557-0.00015462i,-0.00029235+7.8709e-05i,9.5663e-05+0.0007948i,-5.1924e-05+0.0015754i,0.00032596+0.0017422i,0.00079317+0.0012583i,3.1396e-05+0.00090398i,6.645e-05+0.0001322i,0.00070348-0.00055415i,0.00046626+2.3169e-05i,5.6009e-05+0.00087216i,-0.00056296+0.00076534i,-0.00097232+0.00013153i,-0.00028149-0.00070992i,0.0005449-0.0010587i,0.00093088-0.00045008i,0.00060014-0.00052265i,0.00071183-0.00075998i,0.00029423-0.00033315i,0.00024386+0.00042068i,0.00094572+0.00025959i
-0.0012957+0.0021274i,-0.00077443+0.0036734i,-0.00040441+0.0033023i,-0.00020345+0.001835i,-0.0001321+0.0015151i,-3.8015e-05+0.0018261i,-0.00013251+0.0013937i,-9.713e-05+0.00090068i,-2.2861e-05+0.0010609i,0.00045806+9.8817e-05i,0.000976-0.00077153i,0.00044312-0.0012039i,-0.00030628-0.0011866i,0.00040292-0.00077189i,0.00035602-0.00034775i,-0.00016232-0.00042673i,0.00023255-0.00034476i,0.00045355-2.2507e-05i,7.0468e-05-0.00032398i,0.00013586-0.00086099i,4.6928e-05-0.00083906i,-0.00034558-8.4987e-05i,-0.00028221-2.3225e-05i
0.00034105+0.0013048i,0.00095762+0.0021006i,0.0010595+0.00095576i,0.00088955-0.00061378i,0.00032268-0.00097026i,0.00022799-0.00078605i,0.00073246+0.00096832i,0.00035262+0.0017014i,0.00017853+0.0012425i,0.00032685+0.0010602i,-9.42e-07+0.00078261i,-0.00035728+0.0005362i,-0.0010053+0.00036262i,-0.0010466-0.00023066i,-0.00042992-0.00090242i,-0.00022837-0.00016243i,-0.00041558+0.00059959i,-0.00081794+0.00059361i,-0.00081373+0.00048958i,-0.00021631-0.00012159i,0.00031329-0.0006973i,0.00010319-0.00048206i,0.00031885-0.00057994i
0.00019083+0.0018434i,-0.00029602+0.0022673i,0.00024282+0.0014926i,0.0011546+3.5113e-05i,0.0011338-0.00027946i,-0.00011319-0.00040785i,-0.0012797+0.00025433i,-0.00066132+0.00028943i,0.00035972+0.00049331i,0.00047918+0.00066245i,-0.00034216+0.00030223i,-0.00050327+6.3053e-05i,-0.00037297-0.00027626i,-0.00055039-0.00086375i,1.33e-05-0.00080592i,-0.00037504-0.00034879i,-0.00089479-0.00032857i,-0.00037013-0.00020846i,-2.3798e-05+0.00012741i,-8.6702e-05+0.00023211i,-0.00064548-8.8388e-05i,-0.00096547+1.9425e-05i,-0.00033229+0.0005654i
-0.0021781+7.2676e-05i,-0.0016651+0.0015908i,-0.00016346+0.0020168i,0.0005499+0.0018677i,0.00054664+0.0015092i,8.4752e-05+0.0015915i,5.2651e-05+0.00084283i,0.00020765+5.6385e-05i,0.00044352+0.00047652i,0.00092887+0.00048331i,0.0015173+9.9853e-05i,0.0013155-0.00019893i,0.0011557-0.00042557i,-8.1734e-06-0.00018906i,-0.001316-0.00047031i,-0.00079726-0.00066132i,-0.00027935+0.00033222i,0.00029154+0.00084782i,0.00039176+0.00036358i,1.054e-05+0.00055603i,-0.00027569+0.00042207i,-0.0010777+0.00021902i,-0.0014662+0.00048051i
-0.0011758+0.00015519i,-0.0026255+0.0019387i,-0.0023364+0.0027722i,-0.00074428+0.0018569i,0.00014451+0.0012152i,0.00070516+0.0010791i,0.00065194+0.0007304i,0.00064782-9.6878e-05i,0.00035827+0.00014284i,-0.00024664+0.00032864i,0.00043867-0.00030451i,0.00078815-0.00056594i,0.00099598-0.00046184i,0.00084264-0.00033026i,0.00031811-0.00043836i,0.00034217+2.9276e-05i,-2.0744e-05+8.136e-05i,-0.00020397-0.00018496i,-3.3593e-05+0.00041003i,-1.4126e-06+0.000789i,0.00011862+0.00049104i,6.348e-05+0.00032344i,0.00023332+0.00059637i
0.0011698-0.00023381i,0.0001248-0.0012638i,-0.00049386-0.0011133i,-8.6872e-06-0.00039223i,0.00056397-3.4312e-05i,0.00053909-0.00055643i,0.00030519-0.00030544i,0.00027386-0.00036831i,0.00073012-0.00064877i,0.00079877-0.00048757i,0.00030738-0.0012245i,0.00014987-0.00083033i,-0.0001498+0.00011943i,-0.00032741-0.00012541i,-0.00045027-0.00051424i,-0.0010519+7.7979e-05i,-0.00099172+0.00011905i,0.00018009-0.00095134i,0.0001415-0.00086284i,-0.0001964+0.00041376i,0.00027467+0.00037115i,0.00032705-3.2954e-05i,0.00026608-0.00015706i
0.00045766+0.0016349i,0.00065247+0.0023223i,0.00075851+0.0027933i,0.00047284+0.0023912i,0.00032076+0.0013533i,0.00056267+0.00086002i,0.00074414+0.00034317i,0.00088397+3.4862e-05i,0.00079661+0.00037019i,0.00068301-1.7624e-05i,0.00050309-0.00060422i,0.0001928+0.00026701i,-0.0005969+0.00096187i,-0.00098524+9.4065e-05i,-0.00072315-0.00061882i,-0.00016899-0.00073394i,0.00012599+0.00033243i,7.3837e-05+0.0013161i,0.0011197+0.0002477i,0.00070337-0.0006637i,-0.00071073-0.00047813i,-0.0003595-0.0003473i,-4.249e-05-0.00044758i
-0.00013063+0.00085134i,0.0011994+0.00090289i,0.0011186-0.00010012i,-0.00012367-6.3268e-05i,-0.00065388+0.00036662i,-0.0004528+0.00073657i,0.00049225+0.00082176i,0.00077609+0.00033667i,0.00055057+0.00024392i,-0.00026756-0.00040446i,-0.00067658-0.00070341i,-0.00022908-8.3581e-05i,0.00013828-4.7592e-05i,0.00064786-0.00069754i,0.00059406-0.00055755i,0.00016743-8.8582e-05i,0.00020561-4.8156e-05i,0.00075752+6.4464e-06i,0.0010269+0.00032964i,0.00031362+0.00043453i,-0.00018937+0.00030738i,5.6365e-05+0.000582i,0.00053188+0.00011508i
0.00021358+0.0014495i,-0.00037102-1.156e-06i,-0.00062698-0.00089152i,-0.0010043-0.0010891i,-0.0010638-0.00042889i,-0.00058985+0.00054225i,0.00010146+0.00079501i,0.00027688+0.00076792i,0.00041346+0.00094921i,0.00028435+0.0007456i,8.2013e-05+0.00038145i,-0.00023063-0.00014234i,-0.00011711-0.00034743i,-0.00049642+0.00057801i,-0.0010401+0.00063526i,-0.00099599+4.102e-05i,-0.00085503-0.00039795i,-0.00055733-0.0014564i,5.1928e-05-0.0012815i,-2.4798e-05-0.00027034i,-0.00013176+6.9565e-05i,-4.804e-05-0.00052289i,-9.4489e-06-0.00033567i
0.00084441+0.0023716i,0.00034637+0.0035621i,0.00070259+0.003129i,0.00057918+0.0019795i,3.3361e-06+0.0010208i,-0.0002955+0.0010481i,0.00012464+0.0014778i,0.00065823+0.0012077i,0.00067938+0.0010788i,0.00082256+0.0011348i,0.00082867+0.00067858i,0.0006742+0.00050585i,0.00051332+0.00077956i,3.7501e-06+0.00076614i,-0.00082309+0.001389i,-0.00054939+0.0011938i,8.5369e-05+0.00039523i,0.00057628-0.000279i,0.0009705-0.00069068i,0.00077891-0.0005369i,0.00045536-0.00026372i,0.00021675-0.0005059i,-0.00010268-0.00043131i
0.0014466+0.0018365i,0.0019966+0.0018446i,0.0021149+0.0019784i,0.0014525+0.0010014i,0.00044481+0.00050618i,0.00038794+0.00043397i,0.00052165+0.00058208i,0.00051186+0.00089039i,0.00067538+0.0010603i,0.00014187+0.00091318i,-0.00066459+0.00050337i,-0.00071321-0.00015528i,-9.3284e-05-0.00072678i,-8.6308e-05-0.00042868i,-0.00030784+0.00032459i,0.0001835+0.00056872i,-0.0001586+0.00021956i,4.3765e-05-0.0003133i,0.00022658+1.4955e-07i,-0.00035524-8.0299e-05i,-2.6968e-05-3.2512e-05i,0.00044518+2.4535e-05i,0.00018186-0.0003427i
0.00013207-0.0007592i,-0.00038649-0.0014372i,-0.00043925-0.0019147i,-0.00049644-0.0014853i,-0.00035129+0.00015853i,-0.00021846+0.00083022i,0.00039326+0.00047839i,0.00043642+0.00038945i,-4.0921e-05+9.346e-05i,-0.00023342+0.00021795i,1.5881e-06+0.00099195i,8.2568e-05+0.00048716i,-0.00060532-0.00041276i,-0.00021601-0.00045492i,0.00020075-4.4681e-05i,-7.155e-05-0.00032512i,-9.0101e-05-0.00017072i,-0.00038854+0.00026599i,-0.00062854-0.00012871i,-8.2345e-05-0.00024189i,0.00013613-0.00013101i,-0.00029894+0.00029187i,-0.00039252+0.00017546i
0.00012693+0.0008362i,-0.00067006-0.00017342i,-0.0001904-0.00010611i,0.00060602-0.00034968i,0.00051797-0.00094559i,-0.00036305+0.00027663i,-0.00050605+0.001751i,-0.00016639+0.0016388i,0.00025069+0.00059928i,0.0007269-5.9336e-05i,0.00070355+0.00014855i,0.00041999+0.00047104i,-0.00015769+8.4498e-05i,-0.0008795-0.0005431i,-0.0011915-0.00066885i,-0.0011669-0.00030359i,-0.0010984-0.00012626i,-0.00062419-0.00048539i,4.6433e-05-0.00075632i,-0.00043999+0.00025244i,-0.0010597+0.0012007i,-0.00038551+0.00045158i,-0.0003878+3.1211e-05i
-0.0019501+0.0012086i,-0.0011886+0.0024005i,0.00051471+0.002662i,0.0010995+0.0013005i,0.0006902+0.0002811i,0.00025927+0.00083754i,-0.00041611+0.0014i,-0.00052363+0.0010107i,-0.00075037-7.3254e-05i,-0.00025523-0.0005532i,0.0004763-8.1182e-05i,0.0010341+0.00019668i,0.0011238-0.00028502i,0.00076828-0.0010864i,0.0006663-0.001283i,3.5126e-05-0.00077505i,-0.00011438-0.00099614i,2.9563e-05-0.001359i,-0.00023496-0.001048i,0.00035962-0.00073289i,0.00065415-0.00034462i,0.00042091+0.0003189i,0.00026782+0.00056672i
-0.0012469-0.00061914i,-0.0011623+0.00031037i,-0.0015011+0.00095256i,-0.00092785+0.00074363i,-0.00099689+0.00010013i,-0.0013185-0.00030863i,-0.0001702-0.0004765i,0.00070843-3.5408e-05i,0.00029356+0.00035306i,-0.00036146-0.00017338i,-0.00011731-0.0002556i,0.00024846-2.3832e-05i,0.00035237+0.00018466i,0.00018668+0.00034109i,0.00030875-0.00067821i,0.00059695-0.00075336i,0.00037169-0.00049602i,7.0821e-05-0.00081506i,0.00049371-0.00092592i,0.00076383-0.00032717i,0.00069239-6.7503e-05i,0.00069276-0.00060203i,0.00024978-0.00027996i
0.0016403+0.00082616i,0.0019473+0.00069229i,0.0018688+0.00096061i,0.00092941+0.00024256i,3.6794e-05-0.00072696i,-0.00032676-0.00011863i,-0.00020335+0.00074994i,-0.00019341+0.00051737i,-0.00066899-0.0001294i,-0.00065485+0.00015379i,9.6498e-06+0.00081062i,0.00067217-0.0001483i,5.1036e-05-0.001187i,-0.00065552-0.00070556i,-0.00026969+0.00037521i,0.0003033+0.00042515i,0.00035407+0.00016856i,0.00033682+0.00042246i,0.00010724+0.00073016i,-0.000176+0.00039562i,7.0564e-05-0.00070896i,-0.00010117-0.00069754i,-0.00039385-0.00047754i
-0.00010033-0.0013607i,-0.00052688-0.0015214i,-0.00072453-0.0015873i,8.653e-05-0.00084855i,0.00072912-0.00041483i,0.0011776+0.00056674i,0.0013357+0.0011231i,0.00037366+0.00052269i,0.00019703+0.00028004i,0.0001385+0.00017516i,0.0002391-1.7109e-05i,0.0005175-0.00017802i,0.00072557+0.00011768i,0.00056421-1.6157e-05i,0.00021319-0.00057244i,0.00037349-0.00038482i,-0.00023076+2.7713e-05i,-0.00096019-0.0007713i,-0.00032175-0.0014209i,0.00050957-0.00072995i,0.00038382-0.0004922i,0.00036801-0.00012581i,-4.353e-05-0.0003209i
-0.0011346+0.00092964i,-0.0011605+0.0010618i,0.00013363+0.001175i,0.00068937+0.0008955i,-0.0010264+0.00012793i,-0.0017066-0.00011526i,-0.00052113+6.2e-05i,0.00053376+0.00046348i,0.0010929+0.00064481i,0.00081187+0.00059141i,0.00093885+0.0003758i,0.00081644+0.00016709i,-0.00016604-0.00022464i,-0.00068212-0.00041316i,-0.00074619-9.083e-05i,-0.00036763+0.00057457i,0.00042961+0.00044163i,0.00028305+0.00029639i,-0.00066166+0.00028933i,-0.00029878-0.0003i,0.00029945-0.00053208i,1.6695e-05-0.00017264i,-0.00017656+0.00027224i
0.002295+0.0009298i,0.0027777+0.00087754i,0.0025661-8.8084e-05i,0.0016022-0.00047413i,-5.8444e-06-0.00041373i,-0.00047861+2.5866e-06i,-4.2715e-05+0.00052049i,0.0002034+0.00045239i,0.00023314+0.00019724i,0.00015423-0.00032911i,-0.00045806-0.00057353i,-0.00091157-0.00064315i,-0.0011535+0.00018882i,-0.0015839+0.00092759i,-0.0015177+0.00055406i,-0.0016328+0.0002601i,-0.00083759+0.00017236i,5.5881e-05+2.8803e-05i,0.00031595-3.8915e-05i,0.00053733-0.00028783i,0.00062251-0.00065771i,0.00039222-0.00076566i,-0.00069244-0.00028241i
0.00052899+0.0017329i,0.001121+0.0019321i,0.00054111+0.001625i,-0.00040697+0.001136i,-0.00056461+0.00071102i,-0.00014001+0.0010277i,0.00029818+0.00041659i,0.00070579+0.00012564i,0.00032081-0.0001439i,-0.00039988+1.2645e-05i,-0.00024931+0.00063466i,0.00054154+3.5923e-05i,6.6731e-05-0.0001305i,-0.00093521+0.00036261i,-0.00062246+0.00038099i,0.00028564+0.00067402i,-0.00021534+0.00035156i,-0.00079455-0.00055842i,0.00040228-0.00010014i,0.0016127+0.0001751i,0.001253-6.2779e-05i,0.00062308+0.00051909i,-0.00025263+0.00030391i
-0.00081927+0.0011095i,-0.00046464+0.0016235i,-0.00034694+0.0014855i,-0.00064636+0.00082353i,-0.00017049+0.00069227i,0.00072059+0.00044674i,0.0010112+0.00016585i,0.00099593+0.0006287i,0.00093647+0.00062716i,0.0010552+0.00019436i,0.00085072+0.00016762i,0.00083432+0.00081i,0.00035211+0.00064781i,-7.9699e-05-0.00027038i,-6.4117e-05-0.00049336i,-1.5169e-05+0.00014623i,0.00093796+0.00016434i,0.00032745-0.00017774i,-0.00028768-0.00084858i,6.9827e-05-0.0001906i,0.00024413+0.00096567i,0.00060163+0.00041594i,0.0011928+0.0002801i
-0.0012123+0.0021157i,-0.00017141+0.0030733i,0.00086962+0.0027498i,0.001199+0.0011055i,0.00033103+0.00019919i,-0.00062709+0.00078066i,-0.00075341+0.0011442i,-9.0207e-06+0.00070914i,0.0010254-0.00045305i,0.0010057-0.00046163i,0.0005747+1.9687e-06i,0.0007176-5.0378e-05i,0.00045615+3.2783e-06i,-0.00041331-2.5003e-05i,-0.0011728-0.00046831i,-0.001034-0.00016249i,-0.00090867+0.00022463i,-0.00077403+0.00022847i,-0.00037328+0.00057116i,-0.00011408-0.00014877i,0.00024787-0.0010452i,0.000599-0.00068313i,0.0001482+0.00017173i
0.00024+8.5836e-05i,-0.00058636+0.0005104i,-0.00043629+0.00049828i,0.00043891-0.0011615i,0.00065696-0.0014624i,0.00031587-0.00015501i,0.00048995+0.00028204i,0.00064076+0.00012302i,0.00041983+5.3424e-05i,-7.5858e-05-1.9358e-06i,-0.00024284-0.00023056i,-0.00052166-0.00030044i,-0.00044057+0.00025988i,-0.00040567+0.0005613i,-0.00067947+0.00067441i,1.1737e-05+0.00028058i,0.00052904-2.9143e-05i,9.757e-06-0.00030578i,-0.00035867-0.00079581i,-8.9897e-05-0.00070697i,0.00061936-0.00044791i,0.00015591-0.00062034i,-0.00036402-0.0004035i
0.00029542-1.1208e-05i,0.00037158+0.00075537i,9.3784e-05+0.00077224i,-8.6291e-05+0.0010023i,-0.00027746+0.00123i,-0.00033918+0.0010349i,-8.5193e-05+0.00094562i,0.00075269+0.0002801i,0.0014727-0.00066814i,0.00099556-0.00074798i,0.00026719-0.00047434i,0.00016334-0.00010506i,0.00021933-0.00020073i,-0.00032074-0.0010755i,-0.0013794-0.00092706i,-0.0014201+0.00029728i,-0.00039506+0.00071537i,0.00012383+0.00015824i,5.5513e-05+6.6813e-05i,-1.594e-05+0.00035503i,0.00057794+0.00017063i,9.8307e-05-0.00025251i,-0.00027372-0.000956i
0.00070038+0.00010312i,0.0010909+0.00080599i,0.00075284+0.0014489i,0.00022443+0.00077529i,-0.00011459+0.0002479i,-0.00018747+0.00041184i,-0.00029591+0.0001023i,-0.00017984-0.00024475i,-0.00020701+4.7914e-05i,-0.00028606-0.00018668i,0.00028699-0.00024848i,0.00063862-1.4755e-05i,0.00055808-0.00069785i,0.00060918-0.00072563i,0.00017885-1.7045e-05i,0.00028635-0.00039664i,0.00046147-0.0009864i,-8.2076e-06-0.00031273i,-0.00029485+5.0318e-05i,-0.00064235-2.6635e-05i,-0.00084744+0.00028619i,-0.00043618+0.00062798i,0.00026037+3.8523e-07i
-0.0017397-0.00040204i,-0.0019658+0.00049891i,-0.0019275+0.0014758i,-0.0012238+0.0023111i,-0.00072398+0.0019206i,-0.00068729+0.0011216i,-0.00026782+0.0010262i,-0.00023475-6.4197e-05i,-2.8904e-05-0.00065957i,0.00064824-0.00032585i,0.00065249+2.8462e-05i,0.00063286+0.00023838i,0.0011892-8.9854e-05i,0.00089917-0.00036324i,0.00066403-0.0010844i,0.00080904-0.0011868i,0.0012966-0.00062135i,0.00093768-0.0010185i,-0.0002899-0.0012973i,-0.00055274-0.00046368i,-0.00065344-0.00027201i,-0.00025149-0.00088144i,0.00030265-0.00044298i
-0.00044415+0.0013775i,-0.0010625+0.0022545i,-0.00056134+0.0013811i,0.00072062+0.0005131i,0.0019237-0.00014894i,0.0021162-0.00088268i,0.0012645-0.0010754i,0.00063278-0.0005879i,7.0045e-05+9.3159e-06i,-0.00047954+0.00034156i,-0.00074636+0.00053183i,-3.6193e-05+0.00033481i,0.0010016-0.00054628i,0.00085801-0.0011237i,0.00064894-0.00087401i,-7.6998e-06-0.00048969i,-0.00049662-0.00050763i,-0.00032439-0.00027584i,-0.00016223+0.00072947i,-0.00029346+0.0011176i,-0.0008217+0.00022052i,-0.0006794-0.00036401i,-0.00015002-0.00064913i
0.0012179+0.0021346i,0.0014588+0.0012669i,0.0019196+0.00080815i,0.0016457-0.00016632i,0.00057551-9.4607e-05i,-0.00022811+0.0007556i,-0.00031115+0.0011501i,-0.00021472+0.00087853i,0.00081839+0.00050644i,0.00088877-0.00024529i,-0.00037014-0.0011306i,-0.00070142-0.0010462i,-0.0014849-0.00032018i,-0.0022493+0.00019596i,-0.0014977-0.00014725i,-0.00020529-0.00046353i,0.00045403-0.00014297i,0.0003772+0.00063055i,0.00041303+0.00033373i,0.00045825-0.00010098i,-0.00015743+0.00056682i,-0.00056949+0.0009041i,-0.00021937+0.00026822i
