-0.00099468+0.0011518i,-0.00068774+0.00031205i,-0.0015758+0.0010156i,-0.0007942+0.0015921i,-6.2757e-05+0.001699i,-0.00046317+0.0014145i,-0.0008362+0.00094393i,1.3471e-05+0.0010585i,0.0010438+0.00081725i,0.00058416-6.9106e-05i,0.00041151-0.00046323i,0.00039711+0.00019312i,-9.96e-05+0.00077718i,-0.0001047+0.00062168i,0.00024137+0.00072742i,-0.00034204+0.00022036i,-0.00047673+0.00022917i,-0.00013341+0.0011931i,-0.00025781+0.0010071i,-0.00013313+2.7632e-05i,0.00030584-0.00056808i,-0.00035959-0.00056122i,-0.0010816-0.00043287i
0.075189+0.016901i,0.15214+0.0059131i,0.16847-0.038799i,0.11382-0.061933i,0.061484-0.047837i,0.034508-0.05026i,0.0078576-0.052296i,-0.0012424-0.026285i,0.010191-0.0014115i,0.019897+0.012695i,0.026878+0.015634i,0.023251+0.0051812i,0.0065559-0.0035957i,-0.0085021-0.0033609i,-0.011221+0.00099467i,0.00031818-0.0012605i,0.014878-0.0072637i,0.01745-0.0060985i,0.0083472+0.00096004i,-0.0011101+0.0058923i,-0.0066887+0.0077817i,-0.010161+0.0090908i,-0.011634+0.007865i
-0.078995-0.15187i,-0.14522-0.22675i,-0.16399-0.1983i,-0.11014-0.098314i,-0.044426-0.034243i,-0.030618+0.010454i,-0.028812+0.051447i,-0.013386+0.044605i,-0.015106+0.0082377i,-0.026665-0.014654i,-0.033242-0.023859i,-0.034963-0.024794i,-0.026032-0.018343i,-0.0083323-0.012142i,0.005229-0.010177i,0.00011207-0.006783i,-0.017671+0.00078753i,-0.026202+0.00646i,-0.019503+0.0077193i,-0.0068325+0.0060993i,0.0063447+0.0020325i,0.014051-0.0022064i,0.012675-0.002097i
-0.024106+0.067029i,-0.04428+0.12047i,-0.023993+0.1304i,0.0069694+0.077196i,0.021643+0.019871i,0.044767-0.013838i,0.057677-0.032075i,0.040403-0.025242i,0.023886-0.014994i,0.010083-0.017329i,0.00083458-0.0044807i,0.012358+0.015958i,0.027745+0.014701i,0.03072-0.00071112i,0.028333-0.012921i,0.029414-0.015795i,0.033637-0.0098085i,0.02931-0.0023857i,0.016407+0.0010995i,0.0045495+0.001592i,-0.0044473-0.000305i,-0.0091416-0.0019895i,-0.0088937-0.0028967i
0.14407+0.054008i,0.24272+0.052118i,0.23248+0.024196i,0.12071+0.0019639i,0.011186+0.014567i,-0.043387+0.02488i,-0.05509+0.012149i,-0.033851-0.0055518i,-0.0072214-0.015446i,0.0082357-0.01356i,0.014493-0.01323i,0.0059463-0.014581i,-0.0089178-0.00024101i,-0.015114+0.018581i,-0.01718+0.025463i,-0.019885+0.017642i,-0.021086-0.0011027i,-0.016229-0.013238i,-0.0047218-0.011692i,0.0043317-0.004946i,0.0080802+0.0024355i,0.0087189+0.005406i,0.0058699+0.0053753i
-0.073699-0.072149i,-0.10849-0.08828i,-0.11909-0.060227i,-0.073577-0.014249i,0.0045627+0.0050958i,0.051186+0.011511i,0.052882+0.02078i,0.024049+0.022952i,-0.0053252+0.028639i,-0.013909+0.034845i,-0.018678+0.032319i,-0.022969+0.030151i,-0.015765+0.022881i,-0.0088956+0.0087196i,-0.0048222+0.001065i,0.0018324+0.005448i,0.0060347+0.017126i,0.0069771+0.021766i,0.0056104+0.012717i,0.0016651+0.00051225i,-0.0040023-0.0070439i,-0.0069292-0.0098604i,-0.0033039-0.0098854i
-0.11201+0.065325i,-0.19896+0.11729i,-0.18398+0.11774i,-0.10779+0.059947i,-0.07836-0.01342i,-0.079641-0.060747i,-0.060047-0.063924i,-0.023507-0.038268i,0.0015962-0.014435i,0.0055227-0.00041768i,0.013297+0.0019907i,0.024559-0.018177i,0.014228-0.042789i,-0.010973-0.046965i,-0.031019-0.036121i,-0.039262-0.027473i,-0.0347-0.024437i,-0.023711-0.017498i,-0.013615-0.0062076i,-0.0060386+0.0021769i,-0.0023802+0.0062867i,-0.0017401+0.0070845i,-0.0010197+0.0048424i
0.10467-0.0030627i,0.17202-0.050728i,0.1665-0.071537i,0.1083-0.029727i,0.067563+0.05043i,0.048767+0.10016i,0.024286+0.080493i,0.0021486+0.029618i,-0.0027958-0.0080509i,0.0028929-0.026148i,-0.0018179-0.029401i,-0.011205-0.015199i,-0.0022525+0.0083202i,0.019812+0.024544i,0.036396+0.028576i,0.037886+0.028164i,0.02367+0.027986i,0.0051105+0.024209i,-0.0035231+0.014736i,1.5324e-05+0.0033387i,0.0070592-0.0044864i,0.0097121-0.0067027i,0.0065476-0.0054417i
0.027976-0.13294i,0.067572-0.18716i,0.077827-0.1679i,0.063974-0.12081i,0.067827-0.1089i,0.075818-0.11074i,0.059882-0.074852i,0.034853-0.019122i,0.022555+0.0073554i,0.017404+0.0036392i,0.012928+0.006563i,0.015247+0.020013i,0.018451+0.01996i,0.013057+0.0069032i,0.0089277-0.0059348i,0.011949-0.018402i,0.016039-0.027688i,0.016022-0.026174i,0.0083281-0.015984i,-0.0023318-0.0046439i,-0.0070633+0.0019271i,-0.0055373+0.0029102i,-0.0045377+0.0016521i
-0.056605+0.1223i,-0.10339+0.20502i,-0.10269+0.20207i,-0.086683+0.12652i,-0.11615+0.067154i,-0.13667+0.055283i,-0.095048+0.048075i,-0.032497+0.019323i,-0.0047632-0.0023184i,-0.0051016-0.0043441i,-0.010983-0.012021i,-0.029523-0.02222i,-0.052697-0.009499i,-0.05445+0.016556i,-0.040245+0.03487i,-0.027891+0.044244i,-0.018684+0.044141i,-0.0085409+0.032624i,0.0013147+0.017324i,0.0044642+0.0063745i,0.0023743+0.003071i,0.00049177+0.0024494i,0.00043427+5.8869e-05i
0.038433+0.11804i,0.050609+0.16818i,0.030488+0.14681i,0.020819+0.096076i,0.063472+0.078678i,0.099594+0.065955i,0.076254+0.032506i,0.018822+0.008441i,-0.013441+0.0015399i,-0.019709+0.00030403i,-0.020518+0.0091871i,-0.0075446+0.017327i,0.015257+0.0048978i,0.025601-0.020706i,0.022312-0.041241i,0.017811-0.047772i,0.017126-0.040358i,0.015401-0.02435i,0.010562-0.0097229i,0.0044886-0.0042455i,-0.0032579-0.0058732i,-0.0081248-0.0069529i,-0.0054469-0.005624i
-0.061026-0.18814i,-0.080228-0.29582i,-0.060565-0.26031i,-0.032005-0.15482i,-0.02926-0.12205i,-0.041722-0.12548i,-0.03887-0.088838i,-0.014369-0.038005i,0.0021416-0.010746i,0.0094332-0.0030424i,0.02457-0.0031275i,0.037032-0.010547i,0.029916-0.020117i,0.0081938-0.017729i,-0.014335-0.0072272i,-0.033738+0.00011427i,-0.046306+0.0024562i,-0.044854+0.0029767i,-0.030011+0.0040642i,-0.013329+0.0065565i,-0.0027922+0.0072065i,0.00068848+0.0034866i,0.00055777+0.00069919i
-0.048593-0.042009i,-0.074978-0.057004i,-0.075291-0.052833i,-0.048495-0.0075804i,-0.039566+0.051622i,-0.036881+0.077416i,-0.017905+0.053745i,-0.0010872+0.017685i,0.0086709+0.004972i,0.011346+0.0043082i,-0.0060227+0.0024928i,-0.024604+0.015185i,-0.014034+0.036347i,0.01383+0.040041i,0.037581+0.027725i,0.052175+0.013978i,0.053163+0.0062257i,0.037427+0.0040226i,0.017643+0.0042025i,0.010243+0.005633i,0.013601+0.0048317i,0.01509+0.0014797i,0.0085835-0.00099259i
0.20539+0.161i,0.28284+0.26203i,0.24545+0.22631i,0.15239+0.099208i,0.11852+0.028274i,0.11433+0.0059771i,0.077697+0.00050982i,0.035858+0.0058421i,0.015738+0.0014359i,0.0071153-0.0035147i,0.0072578+0.001435i,0.0076012-0.0015739i,-0.0062275-0.017166i,-0.028216-0.025495i,-0.044449-0.017308i,-0.050159-0.0083385i,-0.047017-0.0071808i,-0.030108-0.0068508i,-0.0070106-0.0055594i,0.0031419-0.0067627i,-0.0007458-0.0059613i,-0.0052758-0.00097772i,-0.0042765+0.0011713i
-0.043619-0.012045i,-0.015104-0.070953i,0.037252-0.07944i,0.039725-0.053874i,-0.0018143-0.054959i,-0.028274-0.049524i,-0.022559-0.029506i,-0.010403-0.013188i,-0.010767-0.0076804i,-0.013866-0.015392i,-0.010235-0.031031i,-0.01109-0.039342i,-0.020402-0.026179i,-0.017807+0.0034876i,0.0015082+0.026527i,0.019993+0.038748i,0.030088+0.045797i,0.02693+0.040893i,0.014397+0.025941i,0.0050771+0.010678i,-0.0019457+0.0008914i,-0.007098-0.00075638i,-0.0047682+0.0016377i
-0.28361-0.051538i,-0.41747-0.047646i,-0.39175-0.022446i,-0.23833+0.0024325i,-0.1352+0.018783i,-0.10557+0.037218i,-0.072579+0.045105i,-0.031511+0.028778i,0.0015353+0.013367i,0.010974+0.01101i,0.001059+0.023381i,0.0037154+0.036103i,0.020156+0.024735i,0.023375-0.0053853i,0.0081976-0.034166i,-0.010267-0.053886i,-0.019221-0.060056i,-0.015591-0.047068i,-0.0075235-0.025446i,-0.0030418-0.014047i,-0.0015185-0.013635i,-0.0015144-0.014502i,-0.0027977-0.010499i
0.20409-0.017246i,0.23242+0.050688i,0.14029+0.11923i,0.043549+0.11914i,0.030935+0.07796i,0.060151+0.034651i,0.062606+0.0010968i,0.035041-0.019793i,0.0074565-0.027193i,0.0041719-0.017768i,0.013438-0.0070368i,0.0085001-0.0023753i,-0.0076785+0.0062856i,-0.014401+0.020127i,-0.0067963+0.034822i,0.0033614+0.044686i,0.0048823+0.045604i,-0.0001698+0.032012i,-0.0066579+0.009837i,-0.012894-0.00068947i,-0.011221+0.0018576i,-0.0020773+0.0036194i,0.0035407+0.0012434i
0.19816-0.054266i,0.31022-0.19093i,0.31738-0.28349i,0.20146-0.22335i,0.10155-0.12906i,0.048237-0.11844i,-0.0043515-0.11431i,-0.032318-0.054789i,-0.02927+0.00037978i,-0.027599+0.0088946i,-0.034765-0.0040821i,-0.035513-0.0067151i,-0.014912+0.0023124i,0.013395-0.0032313i,0.029558-0.024977i,0.033885-0.04476i,0.030289-0.05409i,0.018633-0.045423i,0.0073143-0.018265i,0.0047347+0.0065978i,0.0071789+0.014829i,0.0091707+0.011862i,0.0079141+0.0044107i
-0.29798+0.14982i,-0.40529+0.18016i,-0.34752+0.11772i,-0.19641+0.040074i,-0.10934+0.048461i,-0.084761+0.1137i,-0.042786+0.13573i,0.012933+0.086865i,0.038423+0.026094i,0.035616+0.0032669i,0.034558+0.0062999i,0.036454+0.0010796i,0.022798-0.011881i,-0.0036095-0.0065693i,-0.029855+0.015768i,-0.047266+0.037863i,-0.053475+0.048121i,-0.04354+0.043835i,-0.020439+0.030989i,-0.0033395+0.016884i,0.00070064+0.0075969i,-0.0020832+0.0036859i,-0.0048174+0.0011227i
0.0026543+0.024588i,0.071026+0.20413i,0.11889+0.36633i,0.1289+0.31545i,0.12673+0.14617i,0.13959+0.045621i,0.13471-0.0051346i,0.069571-0.032791i,0.0087017-0.027925i,-0.0039737-0.02583i,-0.0034242-0.029966i,-0.0038701-0.022031i,-0.001391-0.0088783i,0.0061797-0.0015074i,0.021261-0.0043688i,0.035126-0.014089i,0.042237-0.017393i,0.036653-0.011413i,0.021122-0.0018167i,0.011913+0.0036456i,0.0083674-0.0020189i,0.00056607-0.0094765i,-0.005459-0.007601i
0.20414-0.29325i,0.21336-0.46851i,0.1497-0.49059i,0.06427-0.354i,-0.024261-0.23382i,-0.11368-0.18352i,-0.15512-0.10232i,-0.10145-0.007654i,-0.028929+0.031133i,-0.011405+0.034712i,-0.022314+0.037241i,-0.029488+0.032006i,-0.033992+0.011838i,-0.042664-0.011005i,-0.054539-0.020649i,-0.064389-0.016031i,-0.067287-0.0074018i,-0.051643-0.00011414i,-0.021097-0.0016223i,0.00074755-0.012643i,0.0052251-0.01665i,0.0040838-0.0099326i,0.0038358-0.0046956i
-0.13102+0.19841i,-0.30719+0.16682i,-0.4358+0.054904i,-0.39142+0.025247i,-0.21777+0.10147i,-0.058992+0.15677i,0.031352+0.13092i,0.056039+0.046508i,0.038183-0.018681i,0.028177-0.027508i,0.033116-0.023758i,0.028031-0.021262i,0.017825-0.0027434i,0.021671+0.020981i,0.040447+0.034887i,0.060732+0.036352i,0.072004+0.028754i,0.063515+0.015697i,0.038014+0.0025838i,0.014222-0.0031777i,0.0036913-0.0027541i,0.0021565-0.0020065i,0.0023471-0.00024277i
-0.015462+0.20541i,0.19375+0.36697i,0.37032+0.41189i,0.33775+0.28316i,0.22354+0.10348i,0.16157-0.03967i,0.094839-0.12767i,0.0074559-0.11052i,-0.028893-0.049478i,-0.029755-0.030798i,-0.033871-0.024187i,-0.024376-0.0071372i,-0.00048524-0.00012689i,0.013249-0.0098305i,0.0047658-0.027333i,-0.016452-0.038027i,-0.031967-0.041032i,-0.031342-0.037026i,-0.020814-0.024482i,-0.015358-0.013648i,-0.016849-0.0047317i,-0.015156+0.0040139i,-0.0073243+0.0058185i
0.049876-0.40415i,0.078006-0.56636i,0.10826-0.54596i,0.090737-0.37759i,-0.012672-0.19883i,-0.11308-0.051743i,-0.11672+0.046738i,-0.04732+0.067372i,-0.00048965+0.040842i,0.0023094+0.031275i,0.0062647+0.039491i,0.010847+0.03752i,-0.0028272+0.032997i,-0.017999+0.041023i,-0.014693+0.054026i,0.0035325+0.061329i,0.016109+0.060363i,0.012188+0.049747i,-0.0022791+0.032489i,-0.015818+0.023494i,-0.014304+0.019596i,-0.0015893+0.0086151i,0.0036833-0.0028379i
-0.031676+0.093478i,-0.2824+0.18321i,-0.45583+0.25365i,-0.33862+0.23488i,-0.097314+0.1568i,0.053024+0.094777i,0.10203+0.057652i,0.077148+0.016378i,0.0299-0.0014307i,0.019801-0.0096186i,0.016751-0.035755i,0.0027911-0.049267i,0.0053761-0.042388i,0.018626-0.038901i,0.022267-0.047488i,0.0098655-0.064268i,-0.0093223-0.073391i,-0.01764-0.057643i,-0.011068-0.023816i,0.0049837-0.00073877i,0.014729+0.0015939i,0.0073569-0.0030005i,-0.00076151-0.003355i
0.1182+0.34982i,0.3332+0.43312i,0.45657+0.34621i,0.35622+0.16582i,0.17286+0.015313i,0.03594-0.067717i,-0.044055-0.073904i,-0.054021-0.023391i,-0.02197+0.0019614i,-0.015064-0.0043412i,-0.021523+0.0048134i,-0.013777+0.0095964i,-0.011658-0.01095i,-0.024647-0.026115i,-0.037063-0.010635i,-0.037322+0.024493i,-0.029235+0.051182i,-0.018727+0.051305i,-0.0087547+0.031982i,-0.0019329+0.014001i,0.0026088+0.0041241i,0.0051842+0.0011512i,0.0044789+0.0012153i
-0.16704-0.32219i,-0.17439-0.54911i,-0.17614-0.63814i,-0.19992-0.47036i,-0.17743-0.1918i,-0.10367-0.0060993i,-0.041381+0.05437i,-0.0053166+0.041701i,0.0038434+0.018927i,0.006837+0.023471i,0.021132+0.026543i,0.025455+0.019804i,0.017168+0.025293i,0.016234+0.030791i,0.026973+0.013398i,0.03884-0.01932i,0.044022-0.039672i,0.04074-0.035193i,0.034084-0.016291i,0.029068-0.0013996i,0.01945+0.00039623i,0.0060282-0.0052854i,-0.002331-0.0085001i
-0.076718-0.11671i,-0.27972+0.040305i,-0.37313+0.25609i,-0.24439+0.29513i,-0.083991+0.15901i,-0.0048789+0.034909i,0.02903-0.027364i,0.024923-0.044754i,0.018667-0.029879i,0.019578-0.027629i,-0.011938-0.028741i,-0.045672-0.0080138i,-0.041644+0.0091074i,-0.023604+0.0075524i,-0.023188+0.0034027i,-0.04126+0.013053i,-0.055758+0.027592i,-0.047967+0.03003i,-0.025066+0.012027i,-0.010573-0.01238i,-0.0066398-0.018559i,-0.00059731-0.0089996i,0.004706-0.00098711i
0.3768+0.27685i,0.61277+0.30787i,0.70372+0.18894i,0.54155+0.040574i,0.27754-0.0010528i,0.10623+0.0085167i,0.031106-0.002602i,-0.0027818-0.019553i,-0.018221-0.034008i,-0.030212-0.035414i,-0.022571-0.016246i,-0.00050407+0.0003225i,0.0015987+0.0060312i,-0.0059302+0.013716i,0.00628+0.026151i,0.037067+0.027088i,0.05856+0.011444i,0.051628-0.0054451i,0.02413-0.0089909i,-0.0019026-0.0028621i,-0.013094-0.0015245i,-0.012743-0.0033787i,-0.0066589-0.0016427i
-0.18241-0.015364i,-0.21895-0.19169i,-0.25635-0.30144i,-0.23333-0.20529i,-0.10386-0.064841i,-0.0021928-0.020645i,0.018669+8.955e-06i,0.02503+0.028378i,0.021775+0.038654i,0.020556+0.039664i,0.032965+0.01803i,0.033398-0.015129i,0.024209-0.022312i,0.015906-0.010823i,0.00021737-0.0065953i,-0.024767-0.010511i,-0.046183-0.012785i,-0.047362-0.010148i,-0.029225-0.0053243i,-0.0096177-0.00099848i,-0.0014541+0.0038127i,-0.0024511+0.0072102i,-0.0043394+0.0063849i
-0.3167-0.11313i,-0.45555+0.11118i,-0.39121+0.35922i,-0.1817+0.34479i,-0.063699+0.14796i,-0.056444+0.042847i,-0.027443+0.031326i,0.015308+0.0089762i,0.035106-0.012688i,0.034606-0.023095i,0.013413-0.011107i,0.00059297+0.018493i,0.0085351+0.019468i,0.013267-0.0015377i,0.011496-0.0082761i,0.017437+0.005384i,0.030433+0.025215i,0.03401+0.033748i,0.019978+0.030495i,0.0046259+0.023437i,0.0053451+0.010779i,0.0089142-0.0063007i,0.0041748-0.014415i
0.39237-0.053393i,0.50828-0.11776i,0.46097-0.22229i,0.26304-0.26812i,0.077145-0.18479i,0.0091743-0.078929i,-0.024104-0.032455i,-0.057404-0.0029509i,-0.063393+0.0086741i,-0.061207+0.0005235i,-0.045128-0.0033162i,-0.021072-0.014592i,-0.016737-0.022787i,-0.016566-0.016382i,-0.0063791-0.016772i,-0.0030225-0.033239i,-0.015944-0.0489i,-0.029005-0.041661i,-0.023964-0.017586i,-0.0091966-6.2561e-05i,-0.0032298+0.0068433i,-0.0013974+0.0098202i,0.0027563+0.0086888i
0.068337+0.08659i,0.0098235-0.11066i,-0.14591-0.24381i,-0.22443-0.14531i,-0.1413-0.016039i,-0.049879-0.0028743i,-0.018515-0.0054918i,0.0087408+0.0052474i,0.027334+0.012571i,0.032953+0.019892i,0.021184+0.0062288i,-0.012941-0.0035691i,-0.026599+0.0099532i,-0.0088+0.017917i,0.0075579+0.016926i,0.013577+0.020799i,0.016541+0.027233i,0.018835+0.024037i,0.01792+0.010488i,0.01259-6.7197e-05i,0.009717-0.0036356i,0.0088569-0.0034557i,0.0059244-0.0025886i
-0.37193+0.12288i,-0.34142+0.31339i,-0.1079+0.40635i,0.094152+0.29166i,0.099265+0.13465i,0.04503+0.065743i,0.03223+0.0046414i,0.0032298-0.054588i,-0.012826-0.064047i,-0.001572-0.053545i,0.0011162-0.02906i,0.011943+0.0045204i,0.018772+0.010959i,0.00073398+0.0014735i,-0.017477-0.0019481i,-0.019658-0.0093213i,-0.012317-0.024792i,-0.0017774-0.031674i,0.0085631-0.02465i,0.012021-0.019514i,0.001374-0.018646i,-0.013255-0.01117i,-0.016028-0.00083308i
0.14439-0.19287i,0.21754-0.15815i,0.22952-0.12056i,0.14017-0.11461i,0.050937-0.06533i,0.024608+0.00042933i,0.012105+0.040111i,0.00491+0.065103i,-0.0038537+0.055231i,-0.027167+0.0377i,-0.030974+0.032276i,-0.02175+0.014396i,-0.022236+0.0047936i,-0.017121+0.014604i,-0.0097916+0.023223i,-0.015489+0.033481i,-0.024899+0.04987i,-0.024888+0.056832i,-0.017334+0.044797i,-0.011805+0.027001i,-0.0041628+0.014739i,0.0065444+0.0036337i,0.009559-0.0034676i
0.24418-0.055603i,0.12069-0.16868i,-0.068434-0.11722i,-0.074065+0.051297i,0.035709+0.071858i,0.06255-0.0083075i,0.056933-0.024294i,0.07476-0.02443i,0.06631-0.02621i,0.052431-0.013479i,0.042639-0.013389i,0.025233-0.011339i,0.020479-0.0067678i,0.01756-0.015576i,0.010173-0.023575i,0.010861-0.02549i,0.013985-0.027481i,0.010446-0.024716i,0.0030517-0.014419i,0.0016079-0.0057265i,0.0010785-0.0022805i,-0.0029978-0.001036i,-0.0032988-0.0013214i
-0.23065+0.30452i,-0.21831+0.34401i,-0.12536+0.23004i,-0.052271+0.052281i,-0.052093-0.035322i,-0.073168-0.031634i,-0.081674-0.014296i,-0.07291+0.0036073i,-0.03487+0.0068254i,-0.0079149-0.017661i,-0.0056715-0.02721i,0.0012065-0.02253i,0.0002007-0.025474i,-0.0094718-0.016777i,-0.0094834+0.001441i,-0.0079726+0.01027i,-0.013202+0.013818i,-0.016701+0.013261i,-0.014387+0.006991i,-0.0093064+0.0035874i,0.00080284+0.0067613i,0.011061+0.007258i,0.012077+0.0016691i
-0.12648-0.11581i,-0.029693-0.083606i,0.019095-0.083251i,-0.08874-0.077576i,-0.14901+0.0027946i,-0.055594+0.06951i,0.030709+0.062754i,0.047746+0.039217i,0.033019+0.022235i,0.0097602+0.023458i,0.00011475+0.031718i,-0.0086071+0.029838i,-0.014049+0.028897i,-0.00084914+0.021408i,0.014988+0.0033318i,0.027959-0.0099266i,0.040085-0.017107i,0.042047-0.015693i,0.033857-0.0043805i,0.025042+0.0040001i,0.014707+5.8406e-05i,0.0026998-0.0098241i,-0.0032347-0.012302i
0.2388-0.30466i,0.16263-0.38251i,0.093369-0.30623i,0.11439-0.16873i,0.11165-0.10641i,0.039256-0.1138i,-0.023551-0.12073i,-0.056228-0.097544i,-0.049952-0.049498i,-0.015404-0.028147i,-0.010104-0.034277i,-0.020312-0.022817i,-0.015054-0.0024144i,-0.0097272+0.011551i,-0.0069358+0.020761i,-0.0077068+0.017801i,-0.017346+0.0077307i,-0.025425+0.00038377i,-0.024215-0.0051887i,-0.021369-0.0087861i,-0.018055-0.0043628i,-0.0092318+0.0057833i,-0.0012491+0.0096076i
0.059053+0.30962i,0.017798+0.32788i,-0.029095+0.25057i,-0.022889+0.12323i,-0.0094653+0.039107i,-0.033178+0.052181i,-0.040464+0.085603i,-0.01291+0.071438i,0.0094076+0.027755i,0.0034456-0.0036067i,-0.0095866-0.0050591i,-0.011307+0.0012523i,-0.0084551+0.0014774i,-0.0010035+3.8536e-05i,0.0055761-0.005847i,0.0039694-0.0093922i,0.0024914-0.0035532i,0.0046822+0.0037963i,0.0062281+0.0053049i,0.006913-0.00064799i,0.0052189-0.010018i,-0.0021676-0.01382i,-0.00845-0.0078859i
-0.20614+0.16446i,-0.043833+0.24426i,0.11127+0.26236i,0.1285+0.24091i,0.11834+0.17598i,0.14102+0.070351i,0.13245-0.011504i,0.083636-0.043508i,0.027049-0.041884i,0.0049811-0.01551i,0.024802+0.0033911i,0.039687+0.001128i,0.026879-0.0099269i,-0.0039691-0.017624i,-0.03352-0.01011i,-0.046626+0.002479i,-0.046322+0.0058929i,-0.035234+0.0046916i,-0.015693+0.00303i,-0.0010025+0.0015221i,0.0032664+0.00058959i,0.00077742+0.0012269i,-0.00066121+0.0029757i
-0.033089-0.40563i,-0.12337-0.45277i,-0.13557-0.38183i,-0.063467-0.27462i,-0.033679-0.18643i,-0.077814-0.10681i,-0.10208-0.019023i,-0.066465+0.039119i,-0.027417+0.040247i,-0.02376+0.017452i,-0.034119+0.0045843i,-0.031305-0.0016291i,-0.014677-0.0051286i,0.008021-0.0020166i,0.031757-0.0025093i,0.044108-0.0080782i,0.039079-0.004953i,0.023783+0.0076307i,0.0078271+0.020578i,0.00092018+0.028352i,0.0039901+0.025137i,0.0095406+0.0098223i,0.0099347-0.0046867i
0.20956+0.076307i,0.070107+0.095286i,-0.10777+0.12798i,-0.16796+0.12344i,-0.12324+0.09384i,-0.037021+0.079592i,0.044246+0.056175i,0.070411+0.0087585i,0.053914-0.021525i,0.03111-0.015783i,0.012764+0.0043267i,0.001576+0.01697i,-0.0035021+0.012826i,-0.0098364-0.0025769i,-0.019776-0.011327i,-0.023377-0.010392i,-0.018555-0.0099323i,-0.009771-0.012083i,-0.0018161-0.015795i,-0.00073016-0.018667i,-0.0036335-0.014965i,-0.0027383-0.0055618i,-0.00090906-0.00045948i
-0.018153+0.30994i,0.18322+0.25144i,0.28783+0.082918i,0.2076-0.0056033i,0.10143-0.00043438i,0.051068-0.020208i,-0.0043399-0.061322i,-0.052386-0.044041i,-0.042175-0.0018643i,-0.004913+0.0011785i,0.01294-0.017534i,0.0073944-0.022191i,-0.0078516-0.0047307i,-0.010784+0.025953i,0.0079461+0.047002i,0.027915+0.04588i,0.032273+0.033852i,0.025231+0.020464i,0.015143+0.0071485i,0.0059108-0.0039371i,-0.0019363-0.011763i,-0.0069065-0.014242i,-0.0055596-0.012439i
-0.24576-0.25087i,-0.2755-0.28033i,-0.24799-0.27787i,-0.21344-0.21535i,-0.15659-0.091795i,-0.072397+0.013864i,-0.01068+0.058962i,0.020975+0.065303i,0.030183+0.053846i,0.017539+0.035552i,-0.0059942+0.020411i,-0.02085+0.015746i,-0.011082+0.012552i,0.0055574-0.005039i,0.0024014-0.029757i,-0.014998-0.041183i,-0.026809-0.035684i,-0.025044-0.020814i,-0.012492-0.0029139i,-0.00014564+0.0080061i,-0.00050565+0.013323i,-0.0065873+0.018485i,-0.0071798+0.019049i
0.16217-0.12507i,0.051845+0.015103i,0.040115+0.21926i,0.13782+0.23871i,0.14442+0.092044i,0.057712-0.018281i,0.0083732-0.054328i,-0.0029702-0.066943i,-0.0015319-0.060278i,0.009787-0.047656i,0.013824-0.031631i,0.013611-0.014374i,0.0075816-0.012195i,-0.0088295-0.00826i,-0.016507+0.010921i,-0.011717+0.026782i,-0.0095584+0.030523i,-0.010492+0.028569i,-0.012627+0.021586i,-0.013933+0.01189i,-0.0054676+0.0044347i,0.0072751-0.00070029i,0.011741+0.00052916i
0.19281+0.29839i,0.29998+0.22383i,0.28577+0.074771i,0.18258-0.031282i,0.085709-0.056899i,0.013202-0.024447i,-0.020681+0.021762i,-0.012165+0.028457i,-0.002528-0.0054564i,-0.0090849-0.027616i,-0.0084528-0.024347i,-0.0014129-0.017014i,-0.0025246-0.0094265i,-0.0011884-0.0055962i,0.0039283-0.015743i,0.00070743-0.027181i,-0.0050424-0.028846i,-0.0038576-0.026266i,0.0014408-0.019056i,0.0074313-0.0091869i,0.0088045-0.006028i,0.0018846-0.0085256i,-0.0045116-0.01066i
-0.29737-0.013435i,-0.29033-0.04257i,-0.27748-0.03659i,-0.24329+0.063688i,-0.12214+0.1093i,0.0011473+0.039263i,0.051017-0.016739i,0.055521-0.024713i,0.024845-0.011086i,-0.0044968+0.020532i,-0.0033164+0.033636i,0.003273+0.022298i,0.0046731+0.0070481i,-0.0015679-0.00091123i,-0.0096669+0.0086304i,-0.0041723+0.021497i,0.0047866+0.022978i,0.0048724+0.02074i,0.0047694+0.01891i,0.012017+0.018145i,0.025519+0.018297i,0.034854+0.0090937i,0.029205-0.005253i
-0.040837-0.26483i,-0.11745-0.16857i,-0.052365-0.066746i,0.057887-0.08158i,0.039752-0.084759i,-0.03325-0.023014i,-0.05841+0.01073i,-0.050634+0.011201i,-0.025755+0.0086595i,-0.0079961-0.001495i,-0.01254-0.0083489i,-0.019817-0.0073949i,-0.018676-0.0043847i,-0.005728+0.00054305i,0.017606-0.0025747i,0.031601-0.015559i,0.028133-0.022141i,0.023033-0.017016i,0.019038-0.0099219i,0.0054089-0.010176i,-0.013735-0.015896i,-0.022916-0.017465i,-0.017555-0.012531i
0.31118+0.12567i,0.3019+0.049728i,0.13765-0.028193i,-0.044444-0.044926i,-0.071124+0.0078948i,0.017133+0.050556i,0.053732+0.03454i,0.020793+0.012298i,-0.0033466-0.00063421i,-0.0058123-0.017365i,-0.0045151-0.01889i,-0.0050768-0.0062048i,-0.0046892+0.011335i,-0.0035689+0.020777i,-0.011194+0.022799i,-0.020018+0.028195i,-0.020204+0.027375i,-0.020721+0.015991i,-0.020702-0.00076612i,-0.021008-0.017625i,-0.026802-0.020083i,-0.029135-0.005018i,-0.021612+0.0093561i
