-0.00099468+0.0011518i,-0.00068774+0.00031205i,-0.0015758+0.0010156i,-0.0007942+0.0015921i,-6.2757e-05+0.001699i,-0.00046317+0.0014145i,-0.0008362+0.00094393i,1.3471e-05+0.0010585i,0.0010438+0.00081725i,0.00058416-6.9106e-05i,0.00041151-0.00046323i,0.00039711+0.00019312i,-9.96e-05+0.00077718i,-0.0001047+0.00062168i,0.00024137+0.00072742i,-0.00034204+0.00022036i,-0.00047673+0.00022917i,-0.00013341+0.0011931i,-0.00025781+0.0010071i,-0.00013313+2.7632e-05i,0.00030584-0.00056808i,-0.00035959-0.00056122i,-0.0010816-0.00043287i
0.001427+0.0004423i,0.0012999-0.000407i,0.0013338-0.001266i,0.00060037-0.0012555i,-4.3783e-05-0.0012091i,9.2032e-05-0.00042758i,0.00011711+0.00087725i,0.00045566+0.00035428i,0.00056227-0.00079452i,0.00014543-0.0010889i,-7.243e-05-0.00011745i,0.00017531+0.00072567i,0.00017274+0.00056551i,-7.2233e-05+0.00039971i,0.00014282+0.00027999i,0.0003436+0.00030543i,-3.8065e-05+0.00019957i,-0.00081581-0.00017475i,-0.00078509-0.00059923i,0.00049384-0.00030546i,0.0010191+1.8037e-06i,0.00049285-0.00025837i,-0.00019169-0.00057413i
0.00016173-0.00061623i,-8.8939e-05-0.00064237i,-0.00047179-0.0014396i,-0.00025041-0.0014037i,0.0005944-0.00035843i,0.00062244+4.4572e-05i,0.00031363-0.00088943i,0.00026631-0.001285i,-0.00024264-0.00044563i,-0.0010167-0.00012361i,-0.0011348-0.000852i,7.3519e-06-0.0010109i,0.00073227-0.00068156i,0.00074171+2.3018e-05i,0.00012016+0.00061934i,-0.00050398+0.00043853i,9.6472e-06-3.7778e-05i,0.00059476-0.00025259i,0.00043619-6.2946e-06i,5.5553e-05+3.3392e-05i,-0.00056317+0.00014992i,-0.00090627+0.00037129i,-0.00054267-3.9113e-05i
0.00058618-0.00018077i,0.00070179-0.0014427i,0.0010325-0.0010271i,0.00075081-0.00027972i,0.00025925-3.2941e-07i,0.00013351-5.3897e-06i,0.00036594-0.000764i,-0.00021953-0.0010194i,-0.00049245-0.00031075i,-0.00062738-1.9181e-05i,-0.00056793-0.00019374i,-0.00062234+0.0002757i,-0.00040077+0.00063829i,-0.0002332+0.00026228i,-0.00053429-0.00027102i,-3.9183e-06+0.00011238i,-3.7145e-05+0.00023313i,-0.00029897-1.0598e-05i,0.00014015-0.00010466i,0.00032845+0.00058776i,1.8478e-05+0.00046222i,-0.00038331-0.0002321i,-0.00052377+2.9111e-05i
0.0010209+0.00092997i,0.00034215+0.0013913i,0.00030122+0.0012828i,0.0010164+0.00027117i,0.001423-0.00044976i,0.00086759-0.00015681i,-0.00011774-3.0821e-05i,-0.00060295-0.0002716i,-8.0627e-05-2.1693e-05i,-0.00032979+0.00019101i,-0.00068936+0.00032414i,0.00014667+0.00024317i,0.00020205+0.00020519i,-0.00040832+0.00013039i,0.00027551-0.00013396i,0.00073539+0.00024975i,0.00060641+0.00072917i,0.00032971+0.00082619i,0.000441+0.00034288i,0.0006724+4.8183e-05i,0.00010719+8.993e-05i,-0.0011112+0.00043238i,-0.00084714+0.00056667i
0.0027896+0.00046277i,0.0023024+0.00035845i,0.0017989-0.00011348i,0.0010384-0.00073929i,0.00029686-0.0013413i,0.00035727-0.0012367i,0.00046814-0.00088967i,0.00012213-0.00072791i,-0.00054737-0.00055402i,-0.001385-0.00045295i,-0.0014728-1.6966e-05i,-0.00016586+8.5521e-05i,0.00064906-0.00030473i,7.0074e-05-0.00057131i,-0.00058218-0.00038009i,-0.00028205-2.8459e-05i,-0.00014247-0.0003368i,-0.0002853-0.00078527i,-0.0001309-0.0009323i,0.00016152-0.0005185i,0.00055699+0.00019533i,2.9666e-05+0.00066264i,-0.00053413+0.00035542i
-0.0012131-0.0001348i,-0.00054268-0.0004359i,-0.00050838-0.00058147i,-0.000714-0.00051553i,-4.5217e-05-0.00033429i,0.0010138-8.833e-05i,0.0013955+0.00028734i,0.0010534+0.0002071i,0.00091169-0.0003852i,0.00055109-0.00042559i,-0.0001943-0.00016599i,-0.00039724-0.00027736i,-0.00045103-0.00029581i,0.00014112+0.00054572i,0.0012891+0.00091831i,0.00080384+0.00049514i,-0.0001962+0.0008264i,3.5359e-05+0.0008609i,0.00078479+0.00044227i,0.00083452-0.00065476i,-0.00017694-0.0014579i,-0.00057957-0.0012086i,-0.00013972-0.00035888i
-0.0005798+0.0011814i,-0.00031705+0.0019108i,0.00061548+0.0017769i,0.0010645+0.0010723i,0.00053551+0.00046708i,0.00024167-0.00084867i,0.00071753-0.00067847i,0.00019299+0.0004474i,-0.00072056+0.00055108i,-0.00051815-0.00021197i,-0.00031069-0.00055194i,-0.00084704+9.025e-05i,-0.001577+0.00080832i,-0.0016189+0.0010523i,-0.00054514+0.00012247i,0.00048497-0.00065774i,0.00074046-0.00026777i,0.0011295+0.00064145i,0.0012497+0.00070061i,0.00069015+5.053e-05i,-0.00018386-0.00048809i,-0.00015271-0.0013312i,-0.00070549-0.00024872i
0.0012839+0.00070199i,0.0014456+0.00062314i,0.0009891+7.9722e-05i,0.00090787-0.00074825i,0.0012817-0.00085433i,0.00044487-0.0008171i,2.7818e-05-0.00010225i,0.00055309+0.00094174i,0.00046234+0.00041498i,-0.00020971-0.00064366i,-0.00081821-0.00065929i,-0.00047244-1.8388e-06i,0.0001276+8.1699e-05i,0.00041003+0.00034307i,0.00090167-0.00015436i,0.0011341-0.00096043i,0.00076081-0.00024583i,0.00021996+0.00065409i,0.00014315+0.00075125i,0.00040846+0.00091706i,0.00024585+0.00032563i,-3.8703e-05-6.2109e-05i,0.00021705-0.00030333i
-0.00027688-0.002326i,0.00043979-0.0022135i,0.00079842-0.0016415i,0.0003949-0.00086177i,0.00035201-0.00022765i,0.00056152-9.6338e-05i,-0.00054573-0.0008011i,-0.0013491-0.0011211i,-0.0008418-0.0006436i,-0.00017104-7.0976e-06i,0.00010799+0.00076682i,0.00063628+0.0006137i,0.00054281-0.00011892i,0.00070522-0.00018316i,0.0010012+0.00025985i,0.00029396+0.00016849i,-0.00031365+9.0479e-05i,6.8685e-05+0.00033048i,0.00042617-0.00025956i,-0.00012394-0.00056188i,-9.0964e-05+0.00025352i,-9.779e-05+0.00056827i,-0.00062791+0.00043889i
-0.00063263-0.00092769i,-0.0010146-0.0010094i,-0.0018414-0.00077308i,-0.0015633-0.0005561i,-0.00079104-0.00013658i,-0.00073211+0.00027215i,-0.0008599-0.0003407i,-0.00095919-0.00067141i,-0.00087114-0.00078984i,-0.00075667-0.0002756i,-0.00030696+0.00068134i,0.00042036+0.00059488i,0.00040052+0.00089781i,-0.00034986+0.0015006i,-0.00024375+0.00082567i,0.00075834+6.6465e-05i,0.0006723+0.00045168i,0.00049074+0.0011999i,0.00071952+0.00076728i,0.00069231-0.00029606i,0.00042701-0.00085715i,0.00041169-0.0010925i,0.00050507-0.000258i
-0.00039058-0.0015889i,-0.00096382-0.00087524i,-0.0019893+0.00022476i,-0.0012003+0.0014125i,-0.00041936+0.0019054i,-0.00091569+0.0010718i,-0.00094554+3.1011e-05i,-7.7822e-05+0.00014927i,1.1542e-05-0.00035446i,-0.00073745-0.00072507i,-0.00074487+0.00077953i,5.2415e-06+0.0017804i,0.00029577+0.0007526i,-0.00034031-5.9059e-05i,4.4881e-05+0.00022745i,0.00052703+0.00047291i,-7.2608e-05+0.0003999i,-0.0001925+0.00064314i,-0.00023889+0.00013296i,-5.9503e-07-0.00025485i,-0.00016559+0.0003109i,5.6486e-05+0.00011302i,0.00071241-0.00063496i
-0.0011489-0.00010721i,-0.00080319+4.2222e-05i,-0.00053354+3.4368e-05i,1.626e-05+0.0010409i,0.00099648+0.0010859i,0.00075888-5.3831e-05i,-0.00026992-0.0002056i,-0.00023389-0.00044571i,-0.00019854-0.0011708i,-0.00047884-0.00124i,-0.00037451-0.00070344i,-0.0005905-6.897e-05i,-0.00089211+7.8173e-05i,-0.00061091+8.6492e-05i,-0.00011117-0.00026214i,-0.00010744-0.00039941i,7.8757e-05+1.9618e-05i,0.00031405+0.00042667i,-0.00032902+0.00015705i,-0.00071115-0.00045442i,-0.00094121-0.00033147i,-0.00069001+0.00028111i,-0.00013336+0.00038985i
-0.0019298+0.00047716i,-0.0014908-0.00028659i,-0.00067604-0.00053522i,-0.00015237-0.0010523i,0.00033559-0.00048826i,0.00071139+0.00050179i,0.00048146+6.4234e-05i,0.00040931-2.7797e-05i,0.00020114+5.5487e-05i,0.00054202+0.00014266i,0.00096987+0.0001455i,7.3417e-05+0.0002742i,-0.00064492+0.00018551i,-0.00071467+0.00011529i,-0.00057428+7.4664e-05i,-0.00063346-0.00025856i,-0.0005433-0.00022647i,3.9254e-05+5.0608e-05i,0.00060011+9.1986e-05i,9.9079e-05-0.0003074i,-0.00052038-0.00089813i,-0.00022847-0.00082598i,-0.00021595-0.00069003i
0.0015086-0.00032692i,0.0010951-0.00082932i,0.00092194-0.00027176i,1.4265e-05-0.00092052i,-4.9735e-05-0.0013145i,0.00040676-0.00075733i,0.00057956-0.00038566i,-0.00015334-0.0008176i,-0.00065153-0.0010648i,-0.00063798-0.0010929i,-0.00074674-0.00089873i,-0.00058787+0.00030783i,-0.00021699+0.0014833i,-0.00031294+0.0014416i,-0.00061669+0.00056463i,8.6496e-05-0.00040878i,0.00087253-0.0015026i,0.00086492-0.00093931i,-2.407e-05+0.00021642i,0.00014833-3.0057e-06i,0.0005571-0.00010491i,0.00023127+0.00038996i,-0.00055799+0.0005904i
-0.001338+0.00090023i,-0.00075973+0.0023009i,-0.00020496+0.0026204i,0.00014206+0.0018101i,0.00073649+0.00088305i,0.00095745-0.0003922i,0.00023596-0.00030444i,-0.00060188+0.00021333i,-0.0012684-1.6207e-05i,-0.001476-0.00063493i,-0.0010039-0.00033362i,-0.00067721+0.00048105i,-0.00062424+3.3245e-05i,-9.042e-06-0.00035351i,0.00064372+4.9552e-05i,0.00066883+0.00031319i,0.00019267+0.00064555i,-0.00023739+0.00049787i,-9.4161e-05+0.00048194i,0.00012271+0.00068282i,0.00047242+0.00071292i,0.00024481+0.00026328i,0.00019478+0.00034899i
-0.00023301+0.00055241i,7.8236e-05-0.00021448i,0.00091756-0.00043253i,0.0012104-0.00039766i,0.00052194-0.00051358i,-4.3354e-05-6.7e-06i,0.00026068-0.0005849i,0.00042439-0.0018379i,8.8715e-05-0.0014754i,-0.00072167-0.00018739i,-0.0008655+0.00055512i,-0.00068221+0.00051047i,-0.00073545-0.00028187i,-0.0001547-0.00029598i,0.00022421+0.00036091i,7.4468e-05+0.00051649i,0.00039479+0.00017821i,0.00083039-0.00024429i,0.00083634-5.6622e-05i,-3.748e-05-0.00011624i,-0.00096973-4.1247e-05i,-0.0010591+2.6642e-05i,-0.00042234-0.00035648i
0.0018618+0.0011904i,0.0021844+0.0012733i,0.0021385+0.00024688i,0.0022213-0.0010323i,0.0014308-0.0012945i,0.00045898-0.00014782i,0.00040731+0.00013817i,0.00042298-6.1502e-05i,0.00023996-0.00086851i,-0.00094426-0.0016427i,-0.0011146-0.00049912i,-0.00031467+0.00067073i,1.6526e-06+0.00078405i,0.00053668+0.00046406i,0.00077539-0.00015556i,0.00099097-0.00053244i,0.00076234-9.3024e-05i,0.00059659+0.00057373i,0.00041204+0.0013362i,-0.0006576+0.00071121i,-0.0011497-0.00028339i,-0.0012406+2.9725e-06i,-0.00076579-0.00016702i
0.00098666-0.00076048i,0.001094-0.0016513i,0.00031889-0.00070295i,-0.00039482+0.0003873i,-0.00028656-4.8627e-05i,-0.00027536-0.00038075i,-0.00021646-0.00025579i,0.0003145-0.00034481i,-0.00016411-0.00010887i,-0.00073898+9.9007e-05i,-0.00027283-7.8154e-05i,-2.8588e-06-0.0002376i,-2.1682e-05+0.001063i,0.00014506+0.0013835i,-8.7471e-05+0.00052549i,-0.00054287-0.00016321i,-0.00043291-0.00021521i,1.3657e-05-9.2637e-05i,0.0004124-0.00054436i,-2.5771e-05-0.00040361i,-0.00033655+0.00020158i,-0.00061094+0.0010367i,-0.00086444+0.00047396i
0.00047215+0.0009064i,0.00099302+0.0011316i,0.0017556+0.0013016i,0.0019877+0.0012167i,0.00045038+0.00027456i,-0.0013436-0.00035703i,-0.0014462-9.3e-05i,-0.000615+8.9651e-05i,-0.00032914+0.00022215i,-0.00048184+0.00039825i,-0.00063491+0.00079036i,-0.00073685+0.00040076i,-0.00083023-9.2312e-05i,-0.00031995+0.00021449i,3.6082e-05+0.00050361i,-5.9188e-05+0.00014182i,0.00017058-0.00029576i,0.00027289-0.0002315i,0.0005625+0.00042666i,0.0013423+0.00078841i,0.00094623+0.00015024i,0.00035293-0.00094946i,0.0005066-0.00046517i
-0.00056325+0.002562i,-4.6863e-05+0.0019698i,-6.1743e-05+0.0020328i,0.00010336+0.0016866i,0.00063228+0.00095699i,0.0013151+0.00015767i,0.0011995-0.00038251i,0.00065126+0.00039898i,0.00022877+0.00078306i,-0.00035069+0.00039957i,-0.00015197+0.00055101i,0.00041229+0.001077i,8.8377e-05+0.00085395i,-0.00023683+0.00043904i,-0.00038501+0.00041532i,-2.7231e-05+0.0009835i,0.00034255+0.0012653i,-1.8552e-07+0.00051357i,-0.00039862-0.00061297i,3.1567e-05-0.00069469i,0.00023654-0.00013663i,-0.00023301+0.00036792i,-0.00023473+0.00061844i
0.00073627-0.00024688i,0.0014415-0.00065841i,0.0015707-0.0011322i,0.00018709-0.0007994i,-0.0010574-0.00071696i,-0.0010654-0.00038858i,-0.00076061-0.00036881i,-0.00036653-0.0015293i,-1.1491e-05-0.00090594i,-0.00056102-0.00039451i,-0.0010058-0.00078141i,-0.00085824-0.00010056i,-0.00041116+0.0011973i,2.3147e-05+0.0018028i,-5.6902e-05+0.00079649i,0.00014704-9.0019e-05i,0.00018175-0.00024647i,0.00048778+0.00012574i,0.00094218+0.0001037i,0.00079462-0.00028387i,0.00083641-0.00041483i,0.00054043-0.00049339i,-0.00039155-0.00097181i
0.00098239-0.0015486i,0.0010856-0.0018191i,0.00077899-0.0017159i,-0.0011768-0.0015903i,-0.00057826-0.0010898i,-0.00013438-0.00086063i,-0.0007333-0.00036101i,-0.00037809+0.00036882i,-0.00010769+0.00025807i,-0.0010413+0.00016173i,-0.001386+0.0001715i,-0.0009943+0.0011058i,-0.00044471+0.0017462i,0.00048243+0.00080031i,0.0010743+0.00012069i,0.00076707+0.00030826i,0.00015408+0.00047288i,0.00043215-0.00032305i,0.00026714-0.0005203i,-0.0001221-0.00012021i,0.00086718+0.00015425i,0.0011072-0.000105i,1.3408e-05-0.00086545i
0.0023967+0.0015975i,0.0025599+0.0025665i,0.0032889+0.0012858i,0.002153-0.00052365i,0.0013857-0.00089523i,0.00081532-0.0012149i,-0.00026493-0.00099042i,-0.00055683-0.00050521i,-0.0003507-0.00089768i,-0.00083455-0.0014412i,-0.00091063-0.00094432i,-0.00087669-0.00035359i,-0.0014795-5.569e-05i,-0.0015906+0.00061668i,-0.00094536+0.00082807i,-0.000281+0.00038678i,6.0493e-05+0.00022971i,0.00012772+0.00081593i,-7.2932e-06+0.0010305i,-0.00021549+0.00011813i,-0.00032868-0.00027977i,-0.0004276-4.1184e-05i,-0.00039641-0.00011117i
-0.0011657+0.0012865i,-0.00067914+0.0012851i,-0.00028948+0.00096563i,0.00035193+0.0012474i,0.00078866+0.00066805i,0.00026785+0.00029542i,0.00033787-3.3216e-05i,0.00034528-0.00029896i,-0.0003269-0.00016823i,-0.00060761-3.5394e-05i,-0.00031016+6.1299e-05i,-0.0003131+1.89e-05i,-0.00055229+0.00020946i,-0.00034451+0.00060892i,0.00022008+0.00092634i,0.00047263+0.00075198i,0.00059403+0.00045567i,0.00025141+6.1339e-05i,0.00023727-0.00051923i,0.00074844-0.00033353i,0.00049843-0.00030944i,-2.0449e-05+0.00013467i,-0.00046642+0.00026412i
-0.00057247-0.0018096i,0.00046301-0.00058723i,0.0008947+0.00021546i,-0.00023308-0.00076601i,0.00023237-0.00099158i,0.00077444-0.00030339i,0.000708-0.00024403i,0.00065694-0.00064728i,-0.00025406-0.00080828i,-0.00084354-0.00044459i,-0.00027054+0.00058326i,-0.00076428+0.00049842i,-0.0011165+0.00044838i,-0.00047683+0.0010939i,-0.00020522+0.00086591i,-0.00027307+0.00070041i,-0.00036581+0.00042131i,-6.8395e-05-0.00025449i,2.632e-05+0.00015857i,-0.0002955+0.000524i,-0.0001997-0.00013276i,0.00011764-0.00083243i,0.00035554-0.00097834i
-0.0003932-0.00075159i,-0.00088227-0.0010894i,-0.0010788-0.00074566i,-0.00084683-2.7703e-06i,-0.00046769+0.00087099i,-0.00015578+0.00077699i,0.00023567+0.00010629i,6.2239e-05-6.1111e-05i,-0.00035144+7.6103e-05i,-0.0010605+0.00037856i,-0.00096747+7.7364e-05i,-0.00056063-6.2803e-05i,0.00013162+0.00075479i,-0.00016967+0.0006294i,-0.00095923-0.00026467i,-0.00095711-0.00038762i,-0.00043821-0.00052808i,0.00023528+0.00013799i,-8.5607e-05+0.00054392i,-0.00027524+1.9783e-05i,-0.00022989-9.2492e-05i,-0.00025825+0.00070832i,-4.8916e-05+0.00063574i
4.1059e-05+0.0012998i,6.2141e-05+0.0013949i,0.0001734+0.0015298i,0.00033681+0.00079696i,0.00044096+0.00023346i,0.00018402+0.00038878i,-0.00026551+0.00041959i,-0.00034958-0.00018707i,-0.00015164-0.0009701i,-0.00020694-0.0011126i,-0.00037462-0.0003259i,-2.6187e-05+7.8096e-05i,0.00067587-0.00033251i,0.00059874-0.0002933i,0.00026323+0.00022747i,0.00047594+0.00013133i,0.00068823+9.963e-05i,0.00016027+0.00034896i,-1.2662e-05-5.6225e-05i,0.00035529-0.00036419i,0.0004466+0.00061943i,9.8852e-05+0.0012699i,-0.00037485+0.00066464i
-0.00076219+0.0023106i,-0.00013401+0.001441i,0.00070656+0.00047416i,0.00081212-0.0001188i,0.0009439-0.00045564i,0.00047598+0.00013452i,2.9644e-05+0.00055551i,-1.2603e-05+0.00052732i,0.00028835+0.00026104i,0.00015121-4.1295e-05i,-0.00052449-1.4145e-05i,-5.4049e-05-0.00018745i,0.00042599-0.00014291i,0.00049768+0.00047506i,0.000248+0.00039924i,-6.7177e-05-7.7875e-05i,-0.00041797-0.00010115i,-0.00027481+5.713e-05i,-8.6161e-05+0.00017165i,-0.00042654-4.2028e-05i,-0.00047527+0.00020171i,-0.00050343+0.00041844i,0.00025333+6.5471e-05i
0.0004908+0.00083099i,5.6506e-06+0.00048188i,8.0624e-05+1.8727e-05i,0.0004417-0.00027727i,4.3503e-05-0.00027476i,1.9503e-05+0.00011109i,0.0007454-1.245e-05i,0.00028615-0.00023386i,-0.00033588-0.00043944i,-0.00095213-0.00055166i,-0.0007972-0.00010085i,-0.00034055-0.00031547i,-0.00023193-0.0001727i,-0.00013176+0.00035628i,0.00042881+0.00033049i,0.00041927-0.00013738i,-0.00015044-0.0004145i,0.00047099-0.00023841i,0.00085761-0.00038842i,0.00041015-5.7641e-05i,0.00026463+0.00041622i,0.00016161+0.00050816i,-0.00029333-0.00021478i
0.00065781-0.0012311i,0.0019508-0.0011223i,0.0012541-6.0854e-05i,0.00066322+0.0012876i,0.000978+0.0011121i,0.00071847+0.0012559i,-0.00015321+0.00099829i,-0.00032289+0.00030278i,-0.00043587-9.0658e-05i,-0.00054204-0.00030069i,-0.0007196+8.5665e-05i,-0.00062776+0.00036323i,0.00030801-0.00015918i,0.00024887-0.00016623i,-0.00020911+0.00020401i,3.1492e-05-0.00025072i,-3.598e-05+0.00025369i,-0.00047143+0.00041203i,-0.00053008-0.00051736i,-0.00023703-0.00092422i,0.0004875-0.0007788i,4.6607e-06-0.00070651i,-0.00079437-0.000331i
-0.001614+0.00036278i,-0.0018087+0.00049608i,4.9922e-05+0.0011808i,0.00019673+0.0020307i,-0.00045965+0.0012184i,0.00020551-0.00042239i,0.00052523-0.00064265i,0.00098939-0.00096156i,0.0010399-0.0011332i,0.00040398-0.0010583i,-0.00022153+0.0005332i,-0.000176+0.0010403i,-0.00038859+0.0008927i,-0.0009208+0.0012056i,-0.00029728+0.00046778i,-1.0977e-05+0.00010177i,4.5363e-05+0.00021485i,0.00051715+0.0001104i,0.00059234-1.33e-05i,0.00044737+0.00015692i,0.00010917+0.00015036i,2.9679e-05+8.4393e-05i,-0.00044474-0.00010688i
-0.0010513-0.0018172i,-0.0011748-0.0010513i,-0.0012738-0.0010107i,-0.0012847-0.00078225i,-0.00097392+0.00052899i,-0.00063533+0.0011665i,0.00014442+0.0012194i,0.00032288+0.00090304i,6.6281e-05+0.00011998i,-0.00020212-0.00073076i,-0.00034105-0.00039103i,0.00044136-9.9118e-05i,0.0010825-0.00035585i,0.00088338-0.00033036i,0.00043111-4.4418e-05i,-0.0001665-0.00017701i,-0.0004283-9.2837e-05i,-4.1457e-05+0.00030962i,0.00079214+0.00010069i,0.0010822-0.00014468i,0.00072657-0.00075239i,0.00094528-0.00088938i,0.0010123+0.00021723i
0.0034206-0.0025371i,0.0029687-0.0022122i,0.0015965-0.0025584i,0.00072689-0.0021228i,8.9872e-05-0.00059333i,-0.00061028+0.00069913i,0.00027568+0.0008604i,0.0013186+0.0004758i,-0.00016994+0.0004056i,-0.0010085-5.9265e-05i,-0.00029165-0.000144i,-0.00014686+0.00064529i,0.0001667+0.00046472i,0.00068232+0.00026153i,0.00057646+0.00075501i,0.00078853+0.00017938i,0.00030664-9.6397e-05i,-0.00066421+2.9585e-05i,-0.00024679-7.1238e-05i,0.0003195+1.9899e-06i,0.00057543-0.00019505i,7.4427e-05-0.00059149i,-0.00035841-0.0007417i
-0.00034176+0.0011639i,0.00033998+0.00101i,0.00028853+0.0013327i,0.00046426+0.0008995i,0.0004601-4.1082e-06i,1.0415e-06+0.00042377i,0.0001106+0.00029873i,0.00031089-0.00072174i,-0.00033868-0.00092667i,-0.0008539-0.000588i,0.00011671+0.00013145i,0.00037654+0.00096949i,0.00028459+0.00073983i,0.00019558+6.4216e-05i,-0.00055245+2.3061e-05i,-3.1092e-05+0.00013785i,0.00029775-0.00033725i,-0.00024805-0.00011646i,-9.7287e-05+5.9951e-05i,0.00031714-0.00049662i,-0.00013194-0.0014638i,-0.00028488-0.0012387i,0.00014372+0.00015613i
0.00011025+0.00084899i,0.00060113+0.00032133i,0.0018099+7.6751e-05i,0.00073456-0.00066095i,-0.00020358-0.0012009i,0.00030412-0.00038788i,-0.00014831-0.00052615i,-0.00023927-0.00081462i,-0.00017167-0.0012294i,-0.00057013-0.0012302i,-0.00082301-7.7572e-05i,-0.00076635+0.00043398i,-0.0010592+0.00015836i,-0.0010859-0.00038528i,-1.6798e-05-0.00016633i,0.00068631+0.00021363i,0.00087172+2.551e-06i,0.00051512+0.00016333i,0.00024008+0.00058143i,0.00027202+0.00029513i,-5.3906e-05-8.6185e-05i,-0.00021258+0.00020101i,2.0334e-05-0.00016776i
0.0011123-0.0012745i,0.0017259-0.0016239i,0.00054017-0.0020166i,0.00038577-0.0017645i,0.0011871-0.0011524i,0.00081177-0.00046076i,-3.6175e-05+2.1977e-05i,-0.00046051-0.00071246i,-0.00055104-0.0010297i,-0.00049558-0.00047818i,-5.7582e-05-0.00019592i,0.00066278+0.00030076i,0.00078063-4.4009e-06i,-0.00026169+0.0001963i,-0.00045462+0.00035879i,0.00014277+0.00019063i,-0.00033398-0.00011594i,-0.00094443-0.00081119i,-0.00075263-0.001034i,-0.00032428-0.00091041i,0.00025636-0.00069025i,0.00058508-0.00015439i,0.00036088-0.00026031i
-0.00015973+0.00026891i,-0.00038549+0.00067479i,-6.271e-06+0.00075229i,-0.00036142+0.00098248i,-0.00057565+0.00034011i,-0.00027944-0.0002145i,-5.1647e-06+6.8559e-05i,-2.7471e-05-3.9203e-05i,-0.00040393-0.00061477i,-0.00068133-0.00087149i,-0.00069934-0.00043112i,-0.00041396+0.0002436i,-0.0006285+0.00028896i,-0.0011234-6.0332e-05i,-0.00058148-0.0001393i,-9.5451e-05-0.00022415i,-4.0571e-05-0.00064528i,0.00038032-0.00049592i,0.00059403-0.00019091i,0.00021453-0.00021975i,0.00033263-0.00027958i,0.0002565-0.00045403i,-0.00049355-0.00024629i
-0.0011979+0.00027545i,-0.00041015+0.00090012i,-0.0003075+0.00091536i,0.00051668+0.00045417i,0.0011705+0.00020054i,0.0014747+0.00042606i,0.0013896+0.00040719i,0.00091476-0.00031954i,0.00022817-0.00053286i,0.00024757-0.00011945i,0.00035297+8.4961e-05i,0.00022745-0.00014681i,0.00030309-0.00064095i,9.6149e-05+0.00018652i,-0.00030849+0.00044089i,-0.00012584-0.00063086i,0.00018195-0.00024823i,-0.00045048+0.00034014i,-0.00034209-0.00014307i,0.00022942-0.00018384i,0.00030392+2.2731e-05i,-0.00035114-4.3806e-06i,-0.0010559+0.00015402i
0.0017079-0.00044487i,0.0017111-0.0012531i,0.0019277-0.0015707i,0.0010139-0.0015049i,-5.9514e-05-0.0012146i,-0.00029177-0.00049926i,-0.00049196-0.00017657i,-0.00061988-0.00050521i,-0.00056419-0.00063268i,-0.0010592-0.00035056i,-0.0019144+5.9398e-05i,-0.0019101+0.00076767i,-0.0012926+0.0010594i,6.691e-05+0.001i,0.00052858+0.00096322i,-0.00015525+0.00036154i,-0.00061619+0.00034506i,-0.00075458+0.00065488i,-0.0004366+4.5169e-05i,1.4208e-05-0.00057493i,-3.5872e-05-0.00036367i,-0.00068182-0.00027429i,-0.00070605+1.3758e-05i
-0.00021285-0.0007282i,-0.0003808-0.00099232i,0.00033829-0.00093265i,0.00092127-0.00083546i,0.00023249-0.001012i,-0.00026816-0.0012527i,0.00039803-0.00098846i,0.0005152-0.0009445i,9.555e-05-0.0013574i,-0.00032439-0.0010472i,-0.0013127-0.00059074i,-0.0013262-0.00048061i,-0.0004556+0.00041239i,0.00031969+0.00091793i,0.00069484+0.00051969i,0.0008427+0.0013021i,0.00076644+0.0014853i,7.0345e-05+0.00038665i,-0.00032294+0.00054073i,-0.00020108+0.00094576i,-0.00050103+0.00053587i,-0.00030963-3.5806e-05i,0.00027734+0.00010085i
0.0018827+0.0020595i,0.0021151+0.0023343i,0.0020542+0.0017211i,0.0019905+0.00058862i,0.0016265+0.00036596i,0.00051205+9.846e-05i,0.00027545-0.00046051i,-4.5869e-05-0.00033611i,-0.00041988+3.2916e-05i,-4.1351e-05-8.4711e-05i,2.6226e-05-3.0348e-05i,-0.00034691+0.00054742i,-0.00014078+0.0013998i,0.00047243+0.0012324i,0.00073177+0.00074954i,4.0241e-05+0.00042793i,-0.00072121+8.8086e-05i,-0.00020506+0.00040004i,0.00095736+0.00020979i,0.00108+3.0856e-05i,0.0001145+0.00066589i,-0.00025877+0.00034173i,-0.00032749-0.00076238i
-0.0015652+0.00046362i,-0.00087301+0.00057782i,-0.00060072+0.001325i,-5.4985e-06+0.0014115i,0.00043652+0.00093422i,0.0007477+9.4911e-05i,0.00039587+0.00028984i,9.6276e-05+0.00031325i,0.00045674-0.00030078i,-0.00016427+0.00027282i,-0.00077316+0.00057451i,-0.00017764+0.00016978i,-5.4489e-05-3.2186e-05i,0.00028195+0.0001896i,0.00035901+0.00061521i,-4.7065e-05+0.0011066i,0.00014467+0.0010882i,7.043e-05-2.7975e-05i,0.00016552-0.00081094i,0.00074509-0.00052823i,0.00096102+0.00010644i,0.00079085+0.00019813i,0.00030539+0.00015408i
