-0.0021892-0.0024327i,-0.003469-0.0042136i,-0.0032656-0.0037917i,-0.0027829-0.0031676i,-0.0026176-0.0021195i,-0.0019419-0.00031724i,-0.00067748+0.00073262i,0.00044118+0.001597i,0.0009076+0.00155i,0.00048927+0.00066869i,0.0001612-8.868e-05i,0.0003912+0.00020194i,0.00087546+0.00024433i,0.0015452+0.00065385i,0.0014996+0.0012609i,0.0010567+0.0014628i,0.00063179+0.00080271i,2.6569e-05+0.00019225i,-0.00022148-6.9253e-05i,0.0001966+5.1142e-05i,-2.3336e-05-3.6581e-05i,8.7431e-05+0.0002206i,0.00081838-4.7338e-06i
0.0017031-0.00048372i,0.00019753-0.00057987i,-0.00010464-0.0010807i,-0.00041342-0.0023347i,-0.0015464-0.0029788i,-0.00153-0.00164i,-0.00057801-0.0005071i,-0.00077979+2.6457e-05i,-0.0014632+0.00053639i,-0.0014682+0.00046784i,-0.00073233+0.00033531i,0.00032666+0.00071023i,0.00023413+0.00097043i,2.3051e-05+0.00033095i,0.00024698-0.00043054i,0.00037209-0.00081731i,9.6988e-05-0.00084657i,0.00039638-0.00011366i,0.0010589+0.00036286i,0.0013908+0.00012122i,0.00095899+0.00045035i,8.7594e-05+0.00092955i,0.00026911+0.00077686i
-0.0023997-0.00027004i,-0.0022395+0.0001266i,-0.0020629+0.00051165i,-0.0012131+0.00013979i,0.00029758-0.001159i,9.1884e-05-0.0018356i,-0.00060013-0.00057616i,0.00023219+0.00034507i,0.00065217+0.00060693i,0.00030316+0.0012331i,-0.00014193+0.00092537i,-0.00010201-0.00020947i,0.00023623-0.0010982i,0.00050932-0.0013172i,0.00086291-0.0014396i,0.0010273-0.0015103i,0.00014265-0.00089902i,0.00068217-0.00046358i,0.0014922-0.00049095i,0.0010891-0.00060599i,0.00029773-0.00056585i,-0.0004065-0.00039464i,-0.00021719+0.00016502i
-0.00072135+0.0012449i,0.00011849+0.0015796i,0.00097297+0.0016268i,0.00050737+0.0010536i,2.3718e-05+0.00039142i,-0.00016315-4.884e-05i,-0.00072056+4.6573e-05i,-0.0008842-0.00019559i,-0.00064344+0.00029955i,-0.00070691+0.00099277i,-0.00063839+0.00058817i,0.0001317+0.00023827i,0.0007028-0.00022929i,0.00063286-0.00095864i,0.0013537-0.000958i,0.0016258-0.0012024i,0.0014444-0.0017272i,-4.9517e-05-0.0012672i,-0.0016681-0.00079347i,-0.0007447-0.00087094i,0.00049681+0.00027162i,6.5635e-05+0.0012063i,-0.00012719+0.00043494i
0.0016602-0.0021398i,-5.9219e-05-0.0022994i,-0.00068141-0.0028944i,-0.0014437-0.0034421i,-0.0024945-0.002558i,-0.0021793-0.0010907i,-0.0012848+0.00014253i,-0.00054124+0.00087781i,-0.00062626+0.00060941i,-0.00056593-0.00023586i,-0.00098404-0.00041931i,-0.0011082+7.0195e-05i,-0.00061799+0.00065394i,-0.00036849+0.00096854i,-0.00016377+0.00058414i,0.00036312+7.3682e-05i,0.00066409-0.00023635i,0.00056466+2.6955e-05i,-7.6319e-05+9.1769e-05i,-0.00076338-0.00016029i,-0.00085015+0.00013107i,0.00015587+4.5798e-05i,0.00074448-0.00033005i
-1.6823e-05-0.00076108i,0.00035604-0.001632i,3.1792e-05-0.001167i,0.00025695-0.00050202i,0.00058389-0.00046205i,-0.00014121-0.00062252i,-0.0015631-0.00057634i,-0.0013531-3.2306e-05i,-0.00062906+0.00034871i,-0.00037623+0.00052251i,0.00011288+0.00015162i,0.00067814-0.00030785i,0.00064399-0.00034255i,0.00046142+0.0001455i,0.00077053-0.00018285i,0.00047231-0.00066732i,0.00033663-0.0004301i,0.00020703-0.00070601i,2.8555e-05-0.00082423i,0.0002562-0.00038029i,0.00045739+0.00013808i,0.00041604+0.0005913i,0.00010879+0.00085682i
0.00060678+8.6345e-05i,0.0012519-0.00058982i,0.00085742-0.0017819i,0.00052033-0.0026542i,-0.00028454-0.0023205i,-0.00053406-0.0014269i,0.00021663+7.89e-05i,0.00012094+0.00095529i,-0.00011626+0.00028443i,0.00023376+0.00013277i,-0.00011317+0.00036002i,-0.00033152-0.00054772i,-0.00016059-0.00079363i,-0.00032979-0.00052961i,-0.00059035-0.00078153i,-0.00013773-0.00066839i,0.00039903-0.0004505i,0.00019321-0.00095154i,0.00015994-0.0015067i,0.00029292-0.0011782i,0.00069804-0.00053731i,0.00068267+1.0491e-05i,0.00015081-6.0534e-05i
0.0009207+0.00098715i,0.00104+0.00082587i,0.0008793-1.1563e-05i,0.00036234-0.0017995i,-0.0001527-0.0026471i,-0.00077046-0.0014127i,-0.0004671-0.00029535i,-0.00056902+0.00026517i,-0.0007017-2.9366e-05i,-0.00031026-0.00040941i,-0.00022894+2.4513e-06i,2.7902e-05+8.4508e-05i,-0.00017298+0.00019743i,-0.00015756-8.6308e-05i,0.00060108-0.00082319i,0.00061429-0.00080822i,-1.2481e-05-0.00039584i,-0.00030897-0.00049547i,-0.00078965-0.0004602i,-0.00099912-0.00045048i,-0.00030164-1.6508e-05i,0.00027484+0.00050503i,9.3578e-05+0.0007476i
0.0018561-0.001989i,0.00069474-0.0022246i,-0.0015745-0.0010883i,-0.0024869-0.00037861i,-0.0012131-0.00050562i,-6.4956e-05-0.0009342i,-0.00021029-0.00089063i,-0.00050531+0.00020769i,-0.00027937+0.00037741i,-0.00031713-4.7942e-05i,-0.00048336+4.7467e-05i,0.00012565+0.00011264i,0.00061921+0.00078236i,-0.00022984+0.00075381i,-0.0006932-0.00019795i,-0.0003665-9.2679e-05i,2.3307e-05+0.00058109i,0.00014854+0.00050888i,-0.00020333-0.00013278i,-0.00084225-4.3648e-05i,-0.00098164+0.00032934i,-0.00038127+0.00012365i,0.00037829-7.8176e-05i
0.0010099-0.00070821i,0.00040919-0.0015345i,0.00066085-0.0019586i,0.00072838-0.0027079i,7.9763e-05-0.0023744i,-0.00040724-0.00089915i,-2.186e-05-0.00065061i,0.00022627-0.00071132i,0.00014091-0.00071033i,0.00022901-0.00078747i,0.00064414-0.00084756i,0.00016441-0.00061523i,-0.00091225-0.00026208i,-0.0012566-0.00040873i,-0.00093511-0.00074938i,-0.00042717-0.00081742i,-0.00014052-0.00038781i,0.00050105+0.00047524i,0.00077827+0.00085806i,0.00039948+0.00019822i,0.00038525+0.00048251i,0.00033943+0.0014309i,-0.00011737+0.0013924i
0.0025543-0.00068533i,0.0020466-0.0014411i,0.0011585-0.0020895i,-0.0003088-0.0020619i,-0.0011031-0.0017596i,-0.00087062-0.0010201i,-0.00028547-0.00044807i,-0.0001959-0.00058558i,-0.00024987-0.00071701i,0.00013553+2.6173e-05i,0.00068099+0.00087847i,0.0005498+0.00078054i,0.00012062+0.00010239i,0.00027235-0.00042633i,0.0001843-0.00053169i,0.00024005-5.6147e-05i,0.00045397+0.00028873i,0.00050749-0.00032251i,0.00043975-0.00049141i,0.00047526-0.00029444i,0.00046577-0.00025209i,0.00028518-0.00015791i,-0.00031083-0.00043146i
-0.0010065-0.0017223i,-0.00041939-0.0019231i,-0.00085109-0.0010644i,-0.0010469-0.00054527i,-0.0003311-0.00077168i,0.0001299-0.00043213i,7.8371e-05+0.00012861i,0.00032134+1.9821e-05i,-0.00055241+5.7954e-05i,-0.00057137+0.00010553i,-3.1699e-05+5.377e-05i,0.00017671+0.0006028i,0.00030261+0.00085109i,-0.00023821+0.00021304i,-0.00047714-0.00027628i,-0.0011207+6.3677e-05i,-0.0010897+4.5689e-05i,2.4943e-05-0.00013933i,0.00041362+0.00020872i,-9.3069e-05-0.00040779i,-0.00058519-0.0010892i,-0.0009218-0.00072359i,-0.00059772-1.2496e-05i
0.00014798-0.0020375i,-0.00012742-0.0014883i,-0.00018152-0.0014754i,-0.001176-0.002032i,-0.0010777-0.0017188i,-0.00068968-0.00023467i,-0.00074378+0.00080858i,-0.00033513+0.00025965i,-8.0153e-05-0.0005926i,0.00050463-0.00051954i,0.00064778+0.00035351i,0.00036674+0.000977i,0.00024955+0.00066823i,3.6229e-05+0.00054654i,-5.6696e-05+0.0012105i,-0.00036091+0.0012328i,-6.8265e-05+0.0009515i,0.00076336+0.00059371i,4.1827e-05+0.0003152i,-0.00079686+0.0001577i,-0.00031175+0.00058501i,-0.00053451+0.00075451i,-0.0010281+0.00065025i
-0.00021289+0.00024007i,-0.00068189-0.00043216i,-0.0010738+0.00036161i,-0.00061302+0.0011582i,-0.00023337+0.0013224i,-3.6488e-05+0.00021884i,4.8419e-05-0.00078736i,0.0003188-0.00079987i,0.00049772-0.000892i,0.00011511-0.00078313i,-3.1933e-06-0.00042065i,0.00015189-0.00011683i,0.0013241-0.00032577i,0.0014518+0.00039262i,0.00061185+0.00075976i,0.00031095+3.4853e-05i,-9.7505e-05+0.00035332i,-0.00021591+0.00027101i,-0.00012774-0.00020167i,-0.00044936-0.00018413i,-0.0006953-0.00036958i,-0.0005291+0.00015937i,0.0003026+0.00022803i
-0.00095491+0.0012564i,-0.00097447+0.00077719i,-0.00088893-0.00079379i,-6.0191e-05-0.0016372i,-7.1305e-05-0.001788i,-0.0016261-0.0018755i,-0.0022465-0.0014871i,-0.0010381-0.00049024i,0.00029764-0.00016641i,0.00074113-9.6024e-05i,0.0001846-0.00024569i,-0.00050259-0.00055491i,-0.00049039+0.00013936i,0.00038275+0.00094022i,0.00072102+0.00099979i,0.00010418+0.0006697i,-0.00041009+0.00039739i,-0.00047109+0.00082003i,-8.7387e-05+0.00090563i,0.00017048+0.00024801i,0.00032429-0.000354i,0.00048569-0.00070929i,0.00059378+1.0633e-05i
-0.0017083-0.0013601i,-0.0014692-0.0017942i,-0.00079973-0.0014672i,7.5705e-05-0.0014522i,0.00023225-0.0010228i,0.00070284+3.0289e-05i,0.000616+0.0011828i,-0.0012036+0.00075495i,-0.0016583-0.00035192i,-0.00072836-0.00023716i,-0.00029944+0.00056137i,0.00056472+0.00066169i,0.0002774+0.00026517i,-0.00029617-9.3791e-05i,0.00037172-0.00067746i,0.00058072-0.0011878i,0.00063058-0.0012449i,0.0013823-0.0015059i,0.00081115-0.0013998i,-0.00012401-0.00064673i,-2.2802e-05-6.4928e-05i,0.00012504+0.00023021i,0.00019295-0.00019058i
0.00036476-0.00098186i,-0.00038994-0.0012485i,-0.0007131-0.0018991i,-0.0011518-0.0020226i,-0.0012895-0.0017145i,-0.0015039-0.0012319i,-0.0013772-0.0006296i,-2.8955e-05-0.00015077i,0.00048897+0.00010565i,9.0056e-05+8.9884e-05i,-4.3763e-05+0.00025234i,-2.0461e-05+0.00011691i,-0.00023845-0.0011717i,-0.00040542-0.0015469i,0.00031008-0.00063657i,0.00061173-2.5483e-06i,0.00042485+0.00023706i,-0.00010449+0.00010466i,0.00023905+7.4558e-06i,0.00013694+0.00013141i,-0.00053942+2.6283e-06i,-3.6745e-05-0.00046592i,0.00052952+0.00036788i
0.0011671-0.0014455i,0.00052005-0.0029134i,-0.00050142-0.0025399i,-0.0017114-0.0017411i,-0.0011239-0.0015047i,0.00017678-0.0010491i,0.00043381-0.00064904i,0.00041596-0.00026829i,0.00065557+2.2191e-05i,0.00076731-0.00035685i,0.00043975-0.00078901i,0.00058669-0.00075181i,0.00045954-0.00051587i,9.367e-06-0.00024559i,1.1161e-05-3.5311e-05i,-0.00042272-0.00010469i,0.00017252+0.00050507i,0.0011398+0.0011833i,0.00099081+0.00096686i,0.00039118+0.0010705i,0.00031998+0.00048144i,0.0006571-0.0005462i,0.00069561-0.00079123i
-0.0012205+0.0017832i,-0.0014835+0.0023234i,-1.3295e-05+0.0012768i,0.00053241-0.00018576i,-0.00064565-0.0014893i,-0.0011506-0.0010286i,-0.00058758-0.00029754i,-0.00044885-0.00020889i,3.8562e-06-0.00034259i,0.00032493+4.3467e-05i,0.00035742+0.00037485i,0.00021368-0.00016637i,-0.00045772-0.00070158i,-0.00068971-0.0010731i,-0.00028033-0.00082941i,-6.5053e-06-0.00035234i,0.00068879-0.00047451i,0.00016783-0.00054337i,0.00010314-0.00022679i,-3.0296e-05-0.0004026i,-0.00042166-0.00046668i,-0.00040515-0.00043608i,-0.00024929-0.00030285i
0.00016902-0.00063268i,-0.0011298-0.00061618i,-0.0018237-0.00090513i,-0.0011088-0.0012464i,-0.00061893-0.0009706i,0.00035454+0.00016714i,0.00060705+0.00094219i,4.7193e-05+0.00053221i,-0.00045116-1.3511e-05i,-0.00039391-0.00025164i,-0.00014471-0.00075463i,-0.00013845-0.00079833i,0.00081692+0.00012985i,0.0013354+0.00064809i,0.00074834+0.00019381i,-0.0003871+9.7216e-05i,-0.0007789+0.00027414i,-0.0005062+4.7996e-05i,-0.00070589-0.00027915i,-0.00063522-0.00021015i,-1.0473e-05-0.00055219i,0.0004379-5.8012e-06i,0.00015077+0.00045534i
0.00083424-0.00057155i,0.00055546-0.00080271i,0.00081457-0.0025764i,0.0010637-0.0033828i,0.00084116-0.002458i,-0.00054327-0.0016687i,-0.0013952-0.00073534i,-0.0011354+2.1531e-05i,-0.00044544-4.8288e-05i,-0.00010152-0.00041062i,0.00024848-0.00043318i,0.00013181-2.7535e-05i,-0.00031221+0.00022562i,-0.00022947-0.00016314i,0.00012309-0.00068252i,0.00060359-0.0009086i,0.0007975-0.00092438i,0.0009765-0.00022294i,0.00058558+0.00074296i,-0.00029891+0.00048033i,-0.00057654+6.4521e-05i,-0.00076053-3.6243e-05i,-0.00098297-0.00028659i
-0.00066156-0.00078827i,-0.00034579-0.001034i,0.00010761-0.00074968i,-8.4345e-05-0.00070193i,-7.9872e-05-0.0010407i,0.00069037-0.00082209i,0.00069815+0.00013237i,0.00037753-0.00012545i,-0.00020654-0.00065134i,-0.00076418-0.00071484i,-0.00059758-0.00056328i,-0.00023913-5.054e-05i,-0.0001009+0.00029513i,-0.00042903+0.00091258i,-0.00063651+0.00059655i,-0.0005071-0.00027949i,-0.00049158-7.1651e-05i,-0.00060568+0.00013194i,-0.0004586-9.2306e-05i,-0.00017172-0.00019731i,0.00012502+0.00037353i,0.00018413+0.00041537i,0.00048183-3.9675e-05i
0.00051502-0.0014i,-0.00025666-0.0012851i,-0.0016451-0.0016943i,-0.0020741-0.0023731i,-0.0015646-0.0019521i,-0.0012283-0.0010138i,-0.0010566-0.00049434i,-0.00040725+0.00023443i,-0.00044657+0.00011175i,-0.00039294-0.00011213i,0.00021632+3.7721e-05i,0.00040972-0.00063683i,1.8055e-05-0.00015522i,-0.00010855+0.0002338i,0.00054382-0.00010643i,-0.0001046+0.00019651i,-0.00035239+0.00034431i,0.00045949+4.509e-05i,0.00082583-0.00037418i,0.00098836-7.4391e-05i,0.00087539-0.00027747i,0.00063347-0.0012034i,0.00086986-0.00089296i
0.0015329+0.00046653i,0.0020014+0.00025304i,0.002212-0.00023289i,0.0021445-0.00066968i,0.0010291-0.0013801i,-0.00019097-0.0014505i,-0.00072675-0.0012428i,-0.00073855-0.0011892i,-0.00021358-0.0004871i,0.00014662+0.00019924i,0.00021972+0.00049891i,0.00073648+0.00027557i,0.0016322-4.9623e-05i,0.0015816-0.00022833i,0.0011253-0.00039204i,0.0008836-0.00086308i,0.00027643-0.0008729i,0.00011933-0.00066418i,0.00058907-0.00025084i,0.0002949+4.3154e-05i,-0.00024875+0.00022899i,-0.00033504+9.9592e-05i,0.00031952-0.00020568i
-0.00061979+0.0012786i,-0.00094145+0.001151i,-0.0015433+0.00094024i,-0.00081483-0.00045021i,3.5688e-06-0.00091632i,0.0006166-0.00052081i,0.00034481-0.00075399i,-0.00036448-0.00094879i,-0.00015485-0.0004648i,0.0001278+0.00018989i,0.00012917+0.00071397i,2.8385e-05+0.00097283i,0.00021661+0.00075735i,0.00046155+0.00024627i,0.00087549-4.0922e-05i,0.00099598+0.00053382i,0.00040377+0.00066996i,0.00026466+0.00032387i,-0.00010504+0.00036243i,-0.00030303+0.0010059i,0.0001004+0.00027357i,0.00036422-0.0010594i,0.00050406-0.00075421i
-0.0011353+0.0016609i,-0.0015559+0.0020167i,-0.0012095+0.001476i,-0.00077877+0.00080266i,-0.00013661+0.0004054i,-0.00053234-0.00041037i,-0.0010871-0.00031064i,-0.00067005+0.00018001i,-0.00019547+0.00056614i,0.00019027+0.00026941i,0.0009661-0.00034124i,0.0011712-0.00036822i,0.00090733-0.00049388i,0.0011834-0.00044311i,0.00076923-0.00088432i,0.00030179-0.0016578i,0.00063658-0.00089862i,0.00056121-9.0902e-05i,-0.00037984-0.00033132i,-0.0010785+0.00040492i,-0.00082557+0.00037518i,-0.00063275-0.00048069i,-0.00038224-0.00036924i
0.00074504-0.0020838i,0.0011453-0.0029444i,0.0011568-0.0037685i,0.00048547-0.0044464i,0.00025618-0.0029008i,-0.00018228-0.00056601i,-0.00066931+0.00010767i,-0.00046208-9.7462e-05i,-0.00025841-0.00045241i,0.00055477-0.00012132i,0.00066542+0.00025683i,-0.00021275+0.00015749i,-0.00032411+0.0002161i,0.00056233-7.7466e-05i,0.0013754+6.9092e-05i,0.00095409-0.00016755i,0.0008608-0.00037414i,0.00080479-0.0001162i,0.00048642-0.0006232i,0.00017245-0.00094894i,-2.8871e-05-0.0010136i,4.7406e-05-0.00045376i,0.0001173-0.00053637i
-0.00092852+0.0011799i,-0.0010126+0.0016372i,-0.00070105+0.0021262i,0.00032621+0.0010043i,0.00080879-0.00073045i,0.00044808-0.00099078i,0.00021369-0.00010476i,-0.00071604+7.27e-05i,-0.00054905-8.4385e-05i,0.00020165+9.3194e-05i,0.00018652-0.00015738i,-0.00027464-0.00064479i,-2.1287e-05-0.00043142i,0.00036239-0.00024649i,0.00045203-0.00064891i,0.00024765-0.00071653i,0.00037001-0.00077688i,5.7766e-05-0.00083647i,-0.00050463+5.919e-05i,-0.00018473+0.00067941i,0.00045167+0.00056344i,3.5884e-05+0.00027506i,-0.00049997-7.709e-05i
-0.00084754+0.0008525i,-0.00035659+0.0002326i,0.00056521-7.7991e-05i,0.00075726-0.00034992i,-6.6829e-05-0.0007048i,-0.00068735-0.00015836i,-0.00032179+0.0003039i,-0.00019204+0.00052916i,-0.000506+0.00096637i,-0.00028555+0.00013149i,-0.00016184-0.00074985i,0.000212-0.00032399i,0.00011325-0.00011616i,0.0002017-0.0007588i,0.0010999-0.0014744i,0.0014893-0.0011154i,0.0013031-0.00010761i,0.00038202+0.0001395i,-0.0007905-0.00015497i,-0.00081376-0.00031794i,-0.00063671-0.00021404i,-0.00034683+0.00074141i,-0.00036724+0.00099062i
3.5116e-06+0.00015778i,-0.00018126-0.0004286i,-0.00016654-0.0011936i,-0.00010473-0.0014026i,-0.00014165-0.0010968i,-0.00074721-0.0004595i,-0.0011545-0.00016628i,-0.00051308-0.00052422i,0.00017128-0.0008852i,-0.00010472-0.00022199i,-0.00059177+0.00047174i,-0.0008252+0.00057134i,-0.00060941+0.00085183i,-0.00057931+0.00055883i,-0.00013099+3.2809e-05i,0.0010468-0.00044821i,0.00091807-0.00093071i,-0.00010764-0.00039906i,-0.0008017-0.00043727i,-0.00095853-0.00030545i,-0.00037308+0.0001121i,9.9194e-05+0.00046383i,-0.00050422+0.0011539i
-0.0013241+0.00082957i,-0.00070797+0.00018612i,-0.00076681-0.00039384i,-0.00095421-0.00097504i,-0.00058118-0.0017104i,-7.6237e-05-0.00073883i,-0.00020851-3.8858e-05i,-0.00035246-0.00031846i,0.00010456-0.00034038i,0.00025914+2.38e-05i,8.1245e-05-0.00011762i,-8.444e-05-0.00019145i,0.00056201+0.00030123i,0.00085587+0.00045212i,0.00061551+0.00022405i,0.00081717-0.00028341i,0.00078253-0.00083658i,0.00034376-0.0010927i,-0.00021429-0.00097211i,-0.00018512-0.00051638i,-0.00027491-0.00064382i,-0.00013774-0.00027522i,0.00023738+7.7689e-05i
0.00030329+0.00042791i,0.00098057+0.00036307i,0.0019064-0.00013185i,0.0018762-0.00049159i,0.00066283-0.00056229i,-0.00068582-0.00037985i,-0.00043571-0.00012932i,0.00042975+0.0002119i,0.00035322+0.00057287i,0.00055489+0.00022473i,0.00049725+0.00021739i,6.6097e-05+0.00051188i,0.0004427-3.1549e-05i,0.0010026-0.00095468i,0.00091938-0.0015852i,0.00073986-0.00061718i,0.00090545+0.0006377i,0.00061479+0.00042267i,-4.7487e-05+0.00011998i,6.3709e-05-5.3165e-05i,0.00032672-0.00027456i,-0.0002829+0.00047853i,-0.00068579+0.00048503i
0.0020226+8.5262e-05i,0.002726-0.00070157i,0.0038139-0.002489i,0.0025426-0.0037927i,-0.000248-0.0031794i,-0.00062838-0.0010563i,-0.00070077+7.3908e-05i,-0.0012967+0.00012987i,-0.00067632+1.0262e-05i,-0.00041616-0.00019492i,-0.00067812+0.00024474i,-0.00045449+0.00057379i,0.00056621+0.00047236i,0.0012389+0.00060191i,0.00061902+9.0683e-05i,-0.00012563-0.00054905i,-1.3086e-05-0.00052964i,-0.00042232-0.00030782i,-7.908e-05-0.00020179i,0.00037561+0.00036475i,9.8265e-05-2.0117e-05i,7.5997e-05-0.00086759i,0.00041306-0.0008098i
-0.0038602+0.00010697i,-0.0042278+0.00066669i,-0.0026177+0.00024722i,-0.0011979-4.8856e-06i,0.00022903-0.00057116i,0.0010441-0.0005354i,0.0010748-0.00042471i,0.00028095-0.00036505i,-0.00022998-0.00043196i,-3.6498e-05-7.3757e-05i,-0.00017059+0.00030441i,0.00042455+0.0004228i,0.0011271+0.000288i,0.00046916-0.00011038i,-0.00078181-0.00027965i,-0.00068096-0.00034167i,-0.00074924-0.00043619i,-0.0004259-0.0012172i,2.3744e-05-0.0017658i,0.00045242-0.00055812i,0.00060216+0.00034362i,0.00031694+0.00015183i,-2.0624e-05+0.00011825i
-0.0011706-0.0014773i,-0.0013045-0.0019636i,-0.00066583-0.0020725i,-0.0010671-0.0018733i,-0.0015666-0.0022484i,-0.0013813-0.0018927i,-0.00093856-0.00020547i,-0.00027823+0.00085007i,0.00058908+0.0002809i,0.00037545-0.000397i,-0.00040881+0.0003344i,1.2806e-05+0.00087531i,0.00064333+0.0005461i,0.00048826+0.00047333i,0.00023857+7.7556e-05i,-2.3223e-05-0.00044443i,-6.8049e-07-0.0006009i,7.6649e-05-0.00024486i,0.00031002+6.3586e-05i,0.00017846-2.9961e-05i,-0.00058385-0.0005241i,-0.0012119-0.00085097i,-0.00080336-0.0011606i
0.0015396-0.0023008i,0.0017233-0.0018874i,0.0022725-0.0021421i,0.0017435-0.0026113i,7.0213e-05-0.0026128i,-0.00073428-0.0015416i,-0.00052394-0.00049267i,-0.00072622+0.00035443i,-0.00093851+0.00063651i,-0.00043281+0.00056468i,-0.00020671-8.3476e-05i,0.00016356-0.0010515i,0.00017798-0.0015899i,0.00048844-0.0010691i,0.00040912-8.7447e-05i,0.00046241-0.00029996i,0.00061066-0.00083242i,-9.573e-05-0.0012839i,-0.00028634-0.0013781i,0.00065097-0.00058917i,0.0011284+0.00022405i,0.00041879+0.00074012i,-0.00011297+0.00020739i
0.0021494+0.00023562i,0.0015498+0.00035354i,0.00015645+7.5963e-05i,8.4168e-05-0.00038074i,-0.00011719-0.00088693i,-0.00065792-0.00035383i,-0.00070197-0.00077122i,-0.0001597-0.0010942i,0.00051077-7.2724e-05i,0.00060649+0.00075694i,0.00022986+0.00057261i,0.00010165-0.00028172i,0.00069178-0.00045951i,0.00056803-0.00019219i,1.7585e-05-0.0001344i,-0.00040361+0.00016918i,-0.000764+0.00088733i,-0.0011775+0.00076597i,-0.00091693+0.00020929i,-0.00090108+0.00018085i,-0.00096647+0.00087i,-0.00058147+0.00069801i,-0.00064088-0.00031283i
-0.00075672+0.002174i,-0.0010926+0.0023017i,-0.00019213+0.0010614i,0.00095292-0.00014181i,0.00045483-0.00062562i,-0.00085017-0.0013444i,-0.0015577-0.0013233i,-0.00081451-0.00033566i,0.0007013+1.5572e-05i,0.00131+0.00029035i,1.7581e-05+0.00018551i,-0.0014902-8.5684e-05i,-0.0011825-0.00056885i,-0.00069319-0.00090949i,-0.0001407-0.00091826i,0.00063236-0.00088998i,0.00062517-0.00068933i,0.00054635-0.00016821i,0.00018328+0.00076504i,-0.00049167+0.00038502i,-0.00087979-0.00084449i,-0.00080806-0.00049334i,-0.00048216-4.9012e-05i
-0.00053611-0.0029992i,-0.0012345-0.0040898i,-0.0020428-0.004669i,-0.0019433-0.0033634i,-0.00096919-0.0013649i,0.00022028-0.00028295i,0.00051262+0.00041761i,-0.00022046+0.00029609i,-7.6573e-05-0.00062532i,0.00038714-0.00013084i,0.00018532+0.00099174i,-0.00010334+0.00066315i,0.0005379+0.00026459i,0.0011356+0.00099149i,0.0014911+0.0021863i,0.00016662+0.0027254i,-0.00062074+0.0010471i,0.00058083-0.00073162i,0.0007419-0.00090245i,0.0004665-0.00058634i,0.00092372-0.00017261i,0.0011026+0.00033843i,0.00028155+2.9374e-05i
-0.00067268-0.0014348i,-0.00043197-0.00082894i,0.00065086-0.0001637i,0.00068834-0.00085406i,0.00024355-0.0014037i,-0.00093978-0.0012691i,-0.0014033-0.0014976i,-0.0006164-0.0013964i,-0.00030673-0.0007827i,-0.00024782-0.0004789i,-0.0002547-0.00012973i,-0.00026943+0.0008034i,0.00026216+0.00033649i,0.00048138-0.0007969i,-0.00018818-0.00039061i,-0.00068082+6.0324e-05i,-0.00014254-0.00015291i,-0.00032151-3.3774e-05i,-0.0010856+0.00015435i,-0.00069313-0.00025833i,-0.00017125-0.00062087i,-0.0002369+9.8174e-05i,-0.0010037+9.9446e-05i
0.002271-0.0020136i,0.002656-0.0017659i,0.0015162-0.0014897i,0.00030019-0.0017052i,0.00014768-0.0019674i,5.9554e-05-0.0014405i,-0.00023139-0.0012227i,0.00021008-0.00036525i,0.00087178+0.00035269i,0.00037182+6.0315e-05i,-0.00058356-0.00010118i,-0.00065994-0.00028754i,-0.000116-0.0003557i,2.0167e-05+0.00026001i,0.00011253+0.00095524i,-0.00017759+0.00074721i,-0.0004379+0.00011357i,-0.00015596-3.1693e-05i,0.00037452+0.0001397i,0.00050413+1.8938e-05i,0.00025653-0.00067738i,2.4531e-05-0.00062668i,-0.00067095-0.00030393i
0.00090711-0.00011465i,0.0011556-0.00053679i,0.00078725-0.00060337i,0.00096525-0.00050455i,0.0015741-0.00031923i,0.0021491-0.00010709i,0.0014617-0.00042399i,0.00014918-0.00071504i,-0.00024419-0.0010377i,-0.00021058-0.0010271i,0.00017465-0.00012319i,0.00089355+0.00037052i,0.00089888-4.5186e-05i,0.00052744-0.00016239i,0.00067545-0.00034995i,0.00011734+0.00012975i,-0.00062501+0.00017124i,-0.00013537-0.00024446i,0.00029794-8.0444e-05i,0.00027388+3.0487e-05i,4.5007e-05-0.00018572i,-0.00017723-0.00029166i,-0.00026167+0.00011225i
-0.0012173-0.00084177i,-0.0028468-0.00064632i,-0.0036436-0.0013716i,-0.0024593-0.00054388i,-0.00056528+0.00044396i,-0.00054709+0.00085832i,-0.00073829+0.0012307i,-1.1287e-05+0.00032421i,0.00076342-0.00030103i,0.00055548-0.00064025i,0.00040461-0.000772i,0.00055284-2.5464e-05i,0.00050803+0.00068386i,0.00073066+0.00080888i,0.00031126+0.00082841i,-0.00035239+0.00015424i,-0.00015359-0.001054i,0.00084674-0.00098427i,0.0012129+1.5691e-05i,0.00052819+0.00010387i,0.00059171-0.00073584i,0.00074359-0.001088i,0.00021282-0.00050207i
