-0.0011345+0.0011483i,-0.0011144-0.00049693i,-0.0012906-0.0017028i,-0.0014215-0.0012233i,-0.0014936-0.00028576i,-0.0021366+0.0014347i,-0.0020206+0.0026342i,-3.8932e-05+0.002511i,0.0010803+0.0014824i,0.00069757+0.00018565i,0.00041727-0.00041909i,-5.7472e-05-0.00023998i,9.0941e-05+2.9692e-05i,-0.00048041-0.00015745i,-0.0012745-0.00091187i,-7.021e-05-0.00057501i,0.00051117+0.00010704i,-0.00056983+1.2779e-05i,-0.00029131+0.00012315i,0.00049565+0.00044314i,0.00083147-2.3003e-06i,0.00065778-0.00027235i,7.3602e-05-0.00066898i
0.0010051-0.0052927i,-0.001196-0.0064574i,-0.0051127-0.0079284i,-0.0059703-0.00557i,-0.0055183-0.00079276i,-0.0033118+0.0027677i,0.0001788+0.0022857i,0.00070073+0.0011702i,-0.00019681-0.00031525i,-0.001674-0.0004121i,-0.0019696+0.00093111i,-0.00040839+0.0011883i,0.0005766+0.0021085i,0.0012177+0.0035432i,0.0011172+0.0038856i,0.00090818+0.0028578i,0.00019336+0.0013685i,-0.00061013+0.00033615i,0.00047574+4.2611e-05i,0.0013346+7.4008e-05i,0.00092947-0.00022905i,7.5676e-05-0.00059429i,-0.00085477-8.8183e-05i
-0.0028316+0.0046129i,-0.0015201+0.005761i,0.0017962+0.0064053i,0.0017042+0.0037721i,0.00077512+0.0008393i,-0.00061545-0.0016931i,-0.0018427-0.0014851i,-0.0010606-0.00063146i,0.00039841-0.0002474i,0.0014369+8.7768e-05i,0.0011482-0.00056017i,0.0009864-0.00056908i,0.00087473-0.00030333i,-0.00053295-0.001619i,-0.00169-0.0023807i,-0.0017915-0.0021477i,-0.0011287-0.0010071i,-0.00070578+4.5588e-06i,-0.00098453+4.3362e-05i,-0.00013678+0.00070208i,0.0010874+0.00091956i,0.00099599+0.00033741i,0.00034181-0.0010104i
-0.0017739+0.0012387i,-0.00044645+0.0036656i,0.0013934+0.0048675i,0.002748+0.0027093i,0.0019723+0.00018481i,-0.00015542-0.0010759i,-0.0019309-0.00063289i,-0.0018207-4.9996e-05i,-0.00037856+0.00051681i,0.0010961+0.00051298i,0.0019284-0.00046931i,0.0013868-0.0009354i,0.00046901-0.0012548i,0.00066091-0.0023353i,1.1817e-05-0.0026486i,-0.00049427-0.0018768i,-8.6187e-05-0.00089259i,0.00015115+0.00020488i,0.00039154+0.00066634i,0.00055938+0.00040384i,0.00030965-2.7387e-05i,0.00086721-0.00050257i,0.001334+0.00024844i
0.00059259+0.0017424i,0.00067047+0.001153i,0.00093104+0.00093496i,0.00012076+0.00040168i,-0.00026036-0.00033543i,-0.00068784+0.00070354i,-0.00033425+0.0016865i,0.00066921+0.0015163i,0.0012872+0.00099422i,0.00049444+0.00034843i,-0.00021647-0.00025155i,-1.4432e-05-0.00074896i,0.0001866-3.1532e-05i,-0.00050198+0.00037068i,-0.00074308+0.00045297i,0.0002358+0.00080397i,0.00011591+0.00045384i,-1.6713e-05-4.1725e-05i,0.00051259-0.00036487i,0.00079103-0.00020725i,0.00077561+0.00044651i,9.8043e-05+0.00058511i,-0.00031627-7.2494e-05i
-0.0010679+0.0020147i,-0.0004786+0.0019893i,4.3595e-05+0.001432i,0.00023836+0.0013295i,-4.3339e-05+0.0011284i,-0.00038103-0.00013323i,-0.00091021-0.0003493i,-0.001435+0.00011154i,-0.001475-0.00027555i,-0.00049422-0.00034604i,0.00059505-0.00026781i,0.0008662-0.00024833i,0.00038+0.0003361i,-0.00013504+0.00046494i,-0.00050605+0.00041313i,-0.00078005+0.00091539i,-0.00078582+0.00073806i,-0.00041448-0.00010177i,0.00076742-0.00029366i,0.00090542-0.00058753i,-1.3766e-05-0.00115i,-0.00025184-0.0012318i,-0.00040641-0.00037071i
0.0022504+0.00076138i,0.0023254-0.00016652i,0.0024365-0.00098158i,0.0026595-0.0012522i,0.001328-0.00083129i,-0.0010015+0.00038521i,-0.0017958+0.0012588i,-0.0012647+0.0010965i,-0.00022754+0.00089584i,0.0011261+0.00062104i,0.0017036+0.00038144i,0.0011465+0.00029041i,0.00064064-0.00042909i,-0.000303-0.00058016i,-0.00088101-0.00013275i,-0.00025879+8.9073e-05i,9.8713e-05+0.00027167i,-1.7782e-05-0.00021449i,4.2658e-05-0.00018449i,0.00037018+0.00030091i,-1.773e-06+0.00028854i,-0.0001312-0.00078953i,-2.3853e-05-0.0014078i
0.0004671+4.3918e-05i,-0.00031868+0.0003769i,-0.0006366+0.00014207i,0.00016352-0.0005507i,-0.0005857-0.00063379i,-0.0011326+0.00096318i,-0.00011014+0.0017361i,0.00068794+0.00095379i,0.00090253+0.0010834i,0.00083572+0.00038924i,0.00062165-0.00027804i,0.00030705+0.00013613i,-0.00053374+0.00053847i,-0.00040815-0.00050908i,0.0003012-0.001111i,0.00055168-0.00040032i,0.00075564-8.7696e-06i,0.00032774-1.0912e-05i,-0.00021855+0.00025011i,-0.00043353+0.0006484i,-9.405e-05+0.00027638i,0.00051741+0.00024803i,0.00071198+0.00027774i
-0.0011211+0.0020904i,0.00028556+0.0024564i,0.00098978+0.0016198i,-0.0005505+0.0017847i,-0.0013638+0.0012419i,-0.0010838+0.00033078i,-0.0010827+0.00075055i,-0.00040399+0.00080947i,0.00034699+0.00048419i,0.0011308+0.00083307i,0.0010698+0.00070298i,0.00037759+0.00020184i,0.00063166-0.00039201i,0.0014346-0.0014014i,0.0008875-0.001076i,-2.9638e-05-0.000522i,-0.00031999-0.00027915i,-0.00013435-0.00017328i,-1.2826e-06+0.00021986i,-0.00055218+0.00065646i,-0.00091457-6.9568e-05i,-0.0013971-0.00017531i,-0.0011766+5.3903e-05i
0.00024465-0.00033724i,0.00063409+0.00020546i,0.0012099+0.0016227i,0.0020037+0.00091004i,0.0011664+0.00042244i,-0.0015151+0.00085234i,-0.0024615+0.0012043i,-0.0016099+0.0012586i,-0.00072112+0.00091806i,5.3763e-05+0.00027978i,0.00085876-0.00011331i,0.00023297-0.00025124i,-0.00051834-0.00032017i,-0.00092966-0.0006142i,-0.0018085-0.00069052i,-0.0014734-0.00055892i,-0.0010385-0.00018817i,-0.00116-0.00016017i,-0.0003073-0.00032289i,0.00042573+6.565e-05i,0.00038651+0.0009424i,0.00066253+0.00095056i,0.00086044+0.00051877i
0.0001723-0.00065129i,-0.0011798-0.0013163i,-0.0014242-0.0009491i,-0.0012227-0.0005944i,-0.0010842-0.00071116i,-0.0014319+0.00015306i,-0.00095012+0.00080605i,-0.00042148+0.00063194i,-8.8025e-05+0.00012522i,-0.00033352-0.00010702i,-0.00074987+7.0368e-05i,-0.0010639+0.00080674i,-0.00045727+0.00063465i,0.00068107+3.6809e-05i,0.00096258+0.0002397i,0.00050567+0.00034525i,-0.00049462+0.00029318i,-0.00076893-0.00020106i,5.8906e-05-0.00025744i,-0.00018262+0.00040827i,-0.00030787+0.00071138i,0.00030441+0.0002554i,0.00071042+5.7523e-05i
0.00054591+0.0024978i,0.0015296+0.0020434i,0.0011685+0.0016882i,-0.00044642+0.0016006i,-0.0009547+0.0015894i,-0.00048416+0.00054556i,-4.8273e-05+0.00010362i,9.4648e-05+7.5625e-05i,2.0819e-05+0.00018063i,5.5299e-06+0.00072023i,0.00044744+0.0010509i,0.0012645+0.00024726i,0.0018417-0.00077716i,0.0022667-0.0010727i,0.0015077-0.00081091i,7.0442e-05-0.00014046i,-6.9271e-05+0.00011627i,-0.00010461+0.00029909i,0.0001733+0.00058422i,0.00073308+0.00030599i,0.00036245+0.00028785i,-0.00033773+0.00034754i,-0.00091935+2.7059e-05i
-0.0015857-0.0020976i,-0.0018519-0.0024737i,-0.0017532-0.0015608i,-0.0017637+0.00041178i,-0.0013725+0.00069984i,-0.00064852+7.3702e-05i,0.00018658+0.00042093i,0.00045035+0.0011376i,0.00035066+0.00087472i,0.00081908+0.0007751i,0.0011891+0.00032511i,0.0010657-0.00062352i,0.00057659-0.00079923i,0.00024872-0.00048967i,-0.00013237-8.2214e-05i,0.00040128-0.00014058i,0.00097258-0.00010383i,0.00028637+0.00029628i,-0.00047826+0.00027255i,-0.00020307-0.0002664i,0.0001465-0.00071053i,-0.00026325-0.00095007i,-0.00072086-0.00077736i
-0.001862+0.0006898i,-0.0020216+0.0018055i,-0.00084643+0.0023506i,0.00077321+0.00088049i,0.0011485+0.00046174i,-0.00025406+0.00076309i,-0.0010793+0.00040479i,-0.0011932+0.00036332i,-0.00044057+0.00091302i,0.00023304+0.0014304i,-0.00027248+0.0005773i,-0.00067814-0.00092397i,-0.00019578-0.0010567i,0.00018752-0.00016817i,-5.6834e-05-0.00034229i,-0.00038492-0.00020164i,-0.0002806+0.00037389i,7.8682e-05+0.00030233i,8.3581e-05+0.00028219i,-6.8926e-05+0.00036556i,0.00080591+0.00050632i,0.00096853+0.00085293i,0.00049957+0.0009696i
0.0027335+0.0013975i,0.0035622+0.0015277i,0.0026263+0.00070965i,0.00080547+4.0093e-05i,0.00040151+0.00056471i,-0.00048085+0.00087143i,-0.0012684+0.0006238i,-0.00070084-2.6863e-05i,-0.00030933+4.8778e-05i,-7.9881e-06+0.00073874i,0.0004416+0.00024258i,0.00062663-0.00041383i,0.0011507-0.00013922i,0.001312+0.00025432i,0.0004952+0.00037612i,2.0987e-05+0.00050535i,-5.2142e-05+2.1386e-05i,-0.00032399-0.00040106i,-0.00046465-0.00027563i,-0.00044101+0.00025172i,-0.0004918+0.00021453i,-0.00023025+0.00031738i,-0.00021677+0.00078198i
-0.0005622+0.00017952i,9.8222e-06-5.1017e-05i,0.0010194-0.00046643i,0.00046901+5.0665e-05i,-0.0013395+0.00051558i,-0.0022917+0.0011148i,-0.0019809+0.0017178i,-0.00098325+0.0014216i,-0.00019272+0.00075392i,-5.8861e-05+0.00023748i,0.00073294+0.00015767i,0.00087773-0.00034404i,0.00030407-0.00089574i,0.00072537-0.00063718i,0.00068053+0.00066933i,-3.448e-05+0.001558i,-0.00046744+0.00092642i,-0.00087253+0.00040413i,-0.00047013+0.00040315i,0.00033073+6.2676e-05i,0.00062801+9.1359e-05i,0.00066733+0.00028275i,0.00070724+0.00047711i
-0.00084894-0.001051i,-0.00043906-0.0017074i,0.00094591-0.0013185i,0.0011074-0.0010187i,7.063e-05-0.00057257i,-0.00049807-0.00038625i,1.0676e-05-0.00077492i,0.00050453-0.00042258i,0.00032479+0.00012685i,0.00031417+0.0005953i,0.00033006+0.0010627i,-0.0002318+0.00030392i,-0.00030708-0.00040287i,3.4928e-05+0.00024286i,0.00058579+0.00080351i,0.00017328+0.00047701i,-0.00040396+0.00075939i,-0.00080309+0.00082409i,-0.00023908+0.00011258i,0.00069912-0.00046499i,0.00019028-0.00038435i,-0.00016719+0.00034049i,0.00018507+0.00027283i
-0.001732+0.0021317i,-0.000692+0.0032828i,-0.001078+0.0036639i,-0.00099236+0.0027629i,-0.00025275+0.0012068i,-0.00060858-0.0005097i,-0.00086651-0.00068255i,-0.00015987+9.043e-05i,0.0010571+0.00040046i,0.0012863-0.00036012i,0.0012293-0.00089931i,0.0012128-0.000173i,0.00065269+0.00084907i,-4.2154e-05+0.00041764i,-0.00037409-0.00054483i,-0.0002058-0.00022337i,-0.00010589+0.00060431i,-0.00033239+0.0007261i,-2.5248e-05+7.7542e-05i,0.00050036-0.00013128i,0.00049351+0.00015945i,3.4924e-05+2.0167e-05i,-0.00058466-0.00068945i
-0.00053688-0.00079795i,-0.00065197-0.00093676i,-2.9531e-05-0.000639i,-0.00036468+0.0010182i,-0.0011754+0.0023897i,-0.001155+0.0028951i,-0.00096265+0.0023267i,-0.00065335+0.0012301i,-0.00020293+0.001021i,-0.00032467+0.0010593i,-0.00045081+0.00049108i,0.00014919+0.00038083i,0.00054072+0.0005472i,0.00068211+0.00055096i,0.00052094-0.00026877i,0.0007066-0.00015368i,0.00076129+0.00021305i,3.0475e-05-2.0391e-05i,0.00028777+0.00034794i,0.000965+2.4288e-05i,0.0012071-0.00049285i,0.00066105+0.00022618i,-0.00037349+0.00068035i
0.00042865-0.00095756i,0.0004919-0.00046135i,0.0015644+0.00070556i,0.0022127+0.001048i,0.0014375+0.00058038i,0.00036233+0.00058367i,0.00049292+0.00054281i,0.0014651+0.00069233i,0.00075487+0.00041955i,0.00048384-0.00017267i,0.0014269+0.00019136i,0.00093879+0.00024432i,0.00067076+0.00015818i,0.00040166+0.00029619i,-0.00059191+3.2044e-05i,-0.0010594-0.00041897i,-0.00071453-0.00021334i,0.00014476+0.00032419i,0.00031203+0.00015061i,0.00023848-0.00020471i,-0.00013429-6.4738e-05i,-0.00045127+2.8204e-05i,-0.00051663-0.00015734i
0.00058672+0.0012764i,0.00035079+0.0013182i,0.00011551-0.00024041i,0.0003089-0.0011175i,-0.00013977+0.00030265i,-0.00065073+0.0011343i,-0.00041938+0.00030696i,0.00012302-0.00062606i,0.00076746-0.0001608i,0.00073511-2.5334e-05i,0.00063856+0.00014331i,-3.8971e-05+0.0011104i,-0.00020795+0.0012616i,0.0005575+0.00026312i,0.000816-0.00018565i,0.00061388-0.00032163i,0.00065485-0.00024376i,0.00069243-7.373e-05i,0.00054512-0.00013716i,0.00053761-0.0001916i,0.00073088-7.1156e-05i,0.00040693+0.00015477i,0.00013631+0.00048223i
-0.00014076+0.00068703i,-0.00065592+0.00078604i,-0.00055045+0.00062672i,-0.00055824+0.00069351i,-0.00083258+0.0010435i,-0.0012793+0.0015091i,-0.0018003+0.0010587i,-0.00085815+0.0007577i,0.00071677+0.0014682i,0.0012525+0.0016431i,0.00057217+0.00061355i,-0.00034626+0.0002304i,-0.00085103-4.4722e-05i,-0.00039229-0.00059559i,0.00040565+0.00047931i,0.00037973+0.00036558i,-0.00042368-0.00074429i,-0.0013078-0.00054744i,-0.00076612+6.642e-05i,0.00071939-0.00022691i,0.0011883-0.00014409i,0.00039702+7.8155e-05i,-0.00032267+0.00016179i
-0.0025751-0.0016426i,-0.0017777-0.00088777i,-0.0014267+0.00052774i,2.0573e-05+0.0012977i,0.0012974+0.0017901i,0.0010012+0.0014208i,0.00023517+0.00028805i,-0.00023548-0.00046097i,6.2862e-06-0.0010343i,0.00033889-0.00035481i,0.00019041+0.0005456i,0.00042048+0.00038571i,0.00075845-0.00035168i,0.0011498-0.00046236i,0.0010863-0.00031186i,0.00045756-5.9892e-05i,-0.00017686-2.8642e-05i,-0.00060402-0.00073684i,0.00010247-0.0011042i,-9.8474e-05-0.00012709i,-0.00028742+0.00024737i,-5.6053e-05+0.00046866i,-0.0006558+0.00069798i
0.0007064+0.0023639i,0.00031928+0.0019071i,0.00059181+0.0017835i,0.0004899+0.0015785i,-0.00025784+0.001166i,-0.0009321+0.000677i,-0.0015755+0.00028618i,-0.0008609-0.00027306i,1.2011e-05-0.00027025i,0.00016917-0.00013866i,0.00038449-0.00019869i,0.00087162+0.00021518i,0.00062245+0.00059435i,2.6686e-05+0.00044807i,-0.00039891-4.4432e-06i,-0.00025545-0.00075274i,-0.00028479-0.0008278i,-0.00062569-0.00075645i,-0.00079393-0.00054982i,-0.0010674+0.0003404i,-0.00060606+0.00029247i,0.00034288-0.00026196i,0.00028503-0.00041616i
-0.0008716+0.0012989i,-0.00038897+0.0018208i,0.001119+0.00152i,0.0010762+0.0011845i,-0.00052229+0.00076726i,-0.002158+0.000842i,-0.0016758+0.0014946i,-0.00013048+0.0010585i,0.0007568+0.00020236i,0.00074853-0.00011821i,0.00032008+9.082e-05i,-0.00018387+0.00038681i,-0.00083825+0.00010862i,-0.0010564+0.00031891i,-0.0013064-3.0603e-05i,-0.0014922-0.00026172i,-0.0006092+0.00047539i,-0.00052034+0.0006339i,-0.0013295+0.00028036i,-0.0011801+3.198e-05i,-0.00041865+4.2172e-05i,-0.00023695-0.00039466i,2.9114e-05-0.00083188i
-0.00034471+0.00084572i,0.00024081+0.00049242i,0.00064505+0.0015296i,0.0011225+0.0014136i,0.00092132+0.0009286i,-0.00018251+0.00010846i,-0.0016582+0.00062419i,-0.0016514+0.0016417i,-0.00059944+0.00085818i,-0.00035424+8.375e-05i,-0.00016353+0.00027338i,-0.00032642+0.00030216i,-0.00047636-0.00023812i,-0.00091256-0.0010265i,-0.0012869-0.001923i,-0.00095132-0.0017999i,-0.00066037-0.0011255i,-0.000617-6.84e-05i,-0.0014645+0.00096692i,-0.0014025+0.0012871i,-0.00027475+0.0017816i,-3.8639e-05+0.0013474i,0.00044155-2.592e-05i
0.00037369+8.2813e-05i,0.00011536+2.9762e-05i,-0.00078781-0.00020133i,-0.0006939-7.6689e-05i,3.2362e-05+0.00063901i,-0.0007774+0.00097152i,-0.0014227+0.00069741i,-0.00098262+0.00057257i,-0.0009313+0.00046289i,-0.0013269+0.00057163i,-0.0016907+0.00017747i,-0.00090622-0.00026364i,0.00026708-0.00016934i,0.00074867+0.00062981i,0.00051513+0.00012669i,-0.00018893-0.0007946i,-1.1744e-05-0.00062263i,0.00050181-2.346e-05i,0.00094504-0.00021471i,0.0014916-0.00044157i,0.0014996-8.6367e-05i,0.00098474+5.5976e-05i,-0.00015285-0.00029215i
-0.0044564-0.0018043i,-0.0026576-0.00040841i,-0.0011121+0.001261i,-0.0010204+0.0010718i,-0.0020619+0.00092863i,-0.0019451+0.00066166i,-0.0015543+0.00034521i,-0.0010616+0.000473i,8.3415e-05+0.00066892i,0.00076258+0.0012384i,0.00095718+0.001606i,0.00084993+0.00087394i,0.00039976+0.00014635i,0.00035948-7.1068e-05i,0.00050745-0.00019207i,-9.3199e-05-0.00045177i,-0.00039407+2.0946e-05i,-0.00022846+0.00052321i,0.00021057-0.00031122i,0.00015476-0.00096751i,-0.00040823+0.00015551i,0.00026154+0.00082638i,6.4465e-05+0.00021836i
-0.0013723+0.0005481i,-0.001104+0.00055401i,-9.2764e-05+0.0013625i,0.0011283+0.0017878i,0.0015663+0.0011381i,0.00072509+0.0011225i,-0.00043431+0.0013509i,-0.00022269+0.00048901i,0.0003773+0.0005181i,-0.00026103+0.00054072i,-0.00036254-0.00036568i,0.00032806-0.00067887i,0.00036483-0.00059248i,4.1403e-05-0.00028451i,-0.00014199+5.3391e-05i,-0.00032015-0.00076182i,-0.00032421-0.0010852i,-0.00022779-0.00042833i,-0.00030642-0.00055894i,-0.00073674-0.0013541i,-0.00054258-0.0010739i,-0.00041967-0.00027436i,-0.00029065+0.00031938i
-0.00046052-0.00058634i,-9.0559e-05+0.00017236i,-0.00042769+0.00029627i,-0.00027229+0.00098525i,-0.00028569+0.0019548i,-0.00082288+0.0019625i,-0.00066558+0.0011815i,-0.00075019+0.00059936i,-0.00058429+0.00044646i,0.00043094+0.00086892i,0.00043058+0.0012933i,0.00030531+0.0011065i,0.0005286+0.00037799i,0.00079442-0.00087971i,0.0023063-0.00070259i,0.0024376-0.00018541i,0.00057929-0.00031093i,-0.00035775-0.00014863i,-0.00013309-0.00063798i,3.5059e-05-0.00084775i,-0.00050525-0.00046278i,-0.0010892-0.00041916i,-0.00084565-0.00048006i
0.00078967+0.00013003i,0.00011737+0.0002583i,0.00074028-0.00041073i,0.00075449-0.0006363i,-0.00047282-0.00038171i,-0.0015392+0.0012619i,-0.0012508+0.001594i,-0.00024583+0.0005848i,-0.00016905-0.00015819i,-0.00039613-0.00046954i,7.974e-05-0.00051595i,-0.00023199-0.00064014i,-0.00079027+3.5818e-05i,-0.00093582+0.00061209i,-0.00099557+0.00049775i,-0.00084453-0.00018802i,-0.00036641-0.00040568i,-0.00011118-1.5424e-05i,0.00076469-0.00032506i,0.0013995+0.00024257i,0.00092078+0.00058638i,0.00056232-0.00019856i,0.00025129-0.0011965i
-0.00086328+0.00069015i,-0.00015757-0.000737i,-0.00015303-0.0010072i,4.6236e-05-0.00032214i,0.00077858+0.00054058i,6.0457e-05+0.00078794i,-0.0012679+0.0012778i,-0.0012913+0.0016051i,-0.00081095+0.0016591i,-0.00039695+0.00077849i,-0.00036426+0.00020324i,0.00010676+0.00066974i,0.00063744+0.0008917i,0.0010642+0.00055058i,0.00083789-0.00012892i,-0.00021828-0.00067034i,-0.00049742-5.3362e-05i,-0.0009178-9.8203e-05i,-0.0009317-8.3247e-05i,-0.0006616+0.00060969i,-9.6806e-05+0.0007982i,1.8585e-05+0.00085082i,-0.00060921+0.00045581i
-0.00052167+0.0024063i,-0.00065823+0.0030492i,0.00070757+0.0013989i,0.00011969-0.00037409i,-0.0015898+0.00037652i,-0.0021536+0.0010856i,-0.0018961+0.0004209i,-0.00026904-0.00027707i,0.00061148-2.6316e-05i,0.00051463+0.0003139i,0.0013324+0.00068039i,0.0012615+0.0008887i,0.00042027+0.00045198i,0.00049792-7.9915e-05i,0.00061266-0.00019137i,0.00087413-0.00010128i,0.00028155+0.00036375i,-0.00036537+0.00056265i,0.00014054-4.2955e-05i,-5.4636e-05+4.6909e-05i,-0.00021882+0.00032778i,0.00025314+8.9979e-05i,-0.00021961+0.0001029i
0.0019147-0.001127i,0.00088808-0.00056122i,-0.00032294-0.00090151i,-0.00050601-0.00076361i,-0.00057175-0.00037043i,-0.0011054+0.00048029i,-0.0011174+0.0014087i,-0.00025897-0.00033128i,5.4112e-05-0.00087914i,-0.0002254+0.0003468i,-0.00081619+0.0011427i,-0.00055388+0.001202i,-0.00022209+0.00025286i,0.0001197-0.00033887i,0.0003547-5.5489e-06i,6.4875e-05+6.2813e-05i,0.00026652+9.8941e-05i,0.00024344+0.00035313i,0.00012433+0.00044877i,0.00053574-0.0002078i,0.00036783-0.00097061i,-8.3353e-06-0.00074967i,2.4132e-05-0.00018441i
-0.00086662+0.0011006i,-0.00049272+0.0015174i,9.9377e-05+0.0015003i,-0.00012053+0.0012683i,-0.00062475+0.0011732i,-0.0017616+0.00099295i,-0.0012574+0.00059296i,0.00022823+0.00075405i,0.00014451+0.0010273i,-0.00026348+0.001049i,-0.00012852+0.00052372i,-9.7983e-05+1.5316e-05i,-0.00076402-0.00030949i,-0.0010897-0.00010487i,-0.00065852+4.6869e-05i,-0.0003621-0.00024041i,-0.000166-6.3956e-05i,-8.964e-06+0.00064879i,-8.1344e-05+8.0936e-05i,-0.00016557-0.00037545i,-0.00017587-0.00033364i,-3.8319e-05-0.00033746i,0.00017389-0.00023328i
-0.00034532-0.0018531i,0.00037503-0.0020973i,0.00050532-0.00094225i,0.00026218-0.000101i,0.00013894+0.00013635i,0.0001469+0.00091067i,-0.0004098+0.00081169i,-0.00034601+0.00060808i,0.00011609+0.001094i,-1.0281e-05+0.0012626i,-0.00014246+0.0011793i,-0.00020823+0.0011787i,-0.00050943+0.0010987i,-0.00016966+0.00029541i,0.00054292+0.00034664i,6.8338e-05+0.00069623i,-0.00064847+5.9611e-05i,-0.00032521-8.5093e-05i,6.6893e-05-0.00022494i,0.00036797-0.00023465i,0.00051174+7.1387e-05i,0.00028859-0.00026747i,0.00052695-0.0004295i
-0.00087554+0.00083531i,-0.00096119+0.00088884i,-0.0013322+0.00074108i,-0.00095277-0.00017141i,-0.00075614-0.00084727i,-0.00086269-0.0014519i,-0.00030862-0.0011921i,0.00054366-0.00022986i,0.00031897+0.00014388i,0.0005559-2.9346e-05i,0.0011402-0.0004495i,0.00081007-0.00038228i,0.00070217-2.7465e-05i,0.0014809+0.00033857i,0.00065812-8.4134e-05i,1.7433e-05-0.00046634i,0.00041481+0.0006297i,-0.00019112+0.0010736i,-0.0010329+0.00058346i,-0.00060026+0.00024398i,-0.00021966+0.0002491i,-3.9755e-05+0.0003268i,6.0967e-05+0.00088555i
-0.0013262+7.5824e-06i,-0.0013115+0.00044888i,-0.0015574+0.00011551i,-0.001169+0.0010789i,-0.00052517+0.002148i,-0.00059105+0.0023181i,-0.00029112+0.0011287i,0.00032944+0.00022307i,0.00020171+0.00031172i,0.00048705+0.00017515i,3.9785e-05+0.00017839i,-0.00092633+0.0001088i,-0.00041282+0.00021724i,0.00044574+0.00034383i,0.00020905+0.00068161i,-0.00015762+0.00076543i,-0.00028668+0.00022283i,-0.00022379+0.00019716i,-0.00015642-0.00032109i,-0.00064355-0.00089518i,-0.00097822+0.00010215i,-0.00076651+0.00086184i,-0.00083847+0.00056028i
0.00058544-0.00058034i,-0.00025336+4.1727e-05i,-0.0012251-0.00042179i,-0.00044239-0.00058272i,0.00019259+9.092e-06i,-0.0003835+0.00070418i,-0.00070901+0.00087975i,-0.00013291+0.0012908i,0.00036305+0.0008681i,0.00057581+9.4901e-05i,0.00048979+0.00016594i,0.00037691+0.00018286i,-0.0001588+0.00054259i,-1.1268e-05+0.00092103i,-0.00010122+0.00059855i,-0.00032854-0.00014974i,-0.00017283-4.692e-05i,-4.7655e-05+0.00059309i,0.00064759+0.00069551i,0.00072269+0.0010823i,0.00013188+0.0011903i,0.00024776+0.00088864i,0.00013627+0.00050995i
0.001321+0.0012867i,0.001178+0.00065542i,0.0016556-0.00019026i,0.00078651-0.0011466i,-0.0002832-0.0004934i,-0.0015331+0.00069773i,-0.0015575+0.0013205i,-5.7371e-05+0.0010303i,0.00011165+0.00042276i,-0.00034113+7.3397e-05i,-0.00036587+0.00027235i,-0.00025806+0.00012414i,0.00038953+8.7887e-05i,-0.00011933+0.00024254i,-0.0013289+7.9929e-05i,-0.0020325-0.00021818i,-0.0010569-0.00020183i,0.00014748-0.00022343i,0.00015618-0.00033256i,0.00023684-5.602e-05i,0.00049723+0.00032257i,0.00026865+0.00041966i,0.00011564+0.00025688i
-0.0013651-0.0013232i,-0.0011011-0.00085054i,-0.0013445+0.00025027i,-0.00082342+0.00067316i,-0.000436+0.00064551i,-0.00078241+0.0010731i,-0.00067862+0.00024998i,-8.927e-05-0.00079098i,0.0005322-0.00041788i,0.0010109+0.00032889i,0.00043442-6.3877e-05i,0.00019843-0.0003174i,0.00032722+0.00013635i,0.00059299-0.00019163i,0.0013467+0.00019501i,0.0011622+0.00051444i,-0.00014883+0.00038749i,-0.00051762+0.0013068i,0.00018618+0.0013648i,0.00051517+0.00020027i,0.00063685-0.0001843i,0.00029887+0.00013177i,7.6815e-05+0.00015272i
-0.0001258-0.0010998i,0.00067809+0.00072331i,-0.00053629+0.0013134i,-0.0018162+0.0010152i,-0.0021873+0.0010711i,-0.0022171+0.0012836i,-0.0011616+0.0012487i,-6.0949e-05+0.0010654i,-0.00054218+0.0002704i,-0.00011964+0.0002566i,0.00052724+0.00078403i,5.518e-05+0.00066684i,0.000256+0.00020933i,0.00080074+6.3896e-05i,0.00058784+0.00044097i,-4.8751e-05-4.0265e-05i,-0.00057162+0.00015178i,-0.00086166+0.00070922i,-0.00073319+8.0221e-05i,-0.00068949-0.00029781i,-0.00048173-0.00039454i,-0.00050303-0.00080928i,-0.00072919-0.00085352i
1.8544e-05+0.00021175i,-0.00047167+0.00067433i,6.036e-05+0.00052712i,0.0014625+0.00011977i,0.0013752+0.00044531i,0.00062752+0.0010987i,-1.2396e-05+0.00098243i,-2.9228e-05+0.0003281i,0.00025226+7.8864e-05i,0.00088101+0.00061631i,0.00077177+0.00037544i,0.00020075-8.9938e-06i,0.00040354+0.00044866i,-0.00029832+0.00057223i,-0.0011503+0.00061774i,-0.0011627+0.00076754i,-0.00069903+0.00040419i,0.00041091+1.432e-05i,0.00069312-0.00064273i,0.00025742-0.00077453i,0.00064012+5.6348e-06i,0.00086788+0.0004791i,0.00018214-7.9118e-05i
