-0.00082935+0.00097378i,-0.00032099+0.00032309i,-0.00089439-0.00078984i,-0.0026036-0.0016412i,-0.0030228-9.3948e-05i,-0.0020794+0.0016162i,-0.0018819+0.0015127i,-0.0015645+0.00046114i,-3.2288e-05-1.5293e-05i,0.00068116+0.00061882i,0.00046909+0.00045518i,0.00053086-0.00079836i,0.00061641-0.0010392i,0.00075968-0.00029004i,0.0010503+0.00075559i,0.0010874+0.00070282i,0.00064233+0.00027152i,-0.00026024+0.00063145i,-0.00050008+0.00038122i,-0.00030845+0.00032186i,-0.0008409+0.00016162i,-0.00086521+8.5542e-05i,0.00020192+0.00094952i
-0.00090069-7.2809e-05i,-0.00036776-0.00030962i,-0.00019241-0.00122i,-0.0012023-0.0030008i,-0.0018779-0.0036588i,-0.00072165-0.0026479i,5.5795e-05-0.0010918i,-0.00069337-0.00030257i,-0.0014355-0.00054791i,-0.001876+0.00032006i,-0.0010997+0.0012478i,-0.00015041+0.00178i,-0.00027169+0.0017192i,-0.00096278+0.0010377i,-0.00039264+0.00056561i,0.00036684+0.00075532i,0.00032254+0.0010399i,0.00091076+0.00084849i,0.001166+0.00069208i,0.00031177+3.3576e-05i,-0.00058638-0.00040226i,-0.00086149-0.00014776i,-0.00012697-0.00057656i
0.0018397+0.0012862i,0.002494+0.0012894i,0.0042705-0.00069965i,0.0039019-0.0030878i,0.0021078-0.0038667i,0.00028877-0.0019801i,-0.00025291-1.1138e-05i,0.00028069-0.00032834i,0.00010732-0.00071108i,-0.00051825+9.5278e-05i,-0.00081145-0.00011179i,-0.00074984+9.0922e-05i,-0.0011245+0.00046787i,-0.0017395+0.0011469i,-0.0011195+0.001954i,-3.8021e-05+0.00072997i,0.00053457-0.00026338i,0.00063417+0.00046528i,0.00016209+0.00045577i,0.00031534-0.00029886i,0.00084423-0.00027503i,0.00019505+0.00035241i,-8.6787e-05+0.00089784i
0.00022533+7.3731e-05i,0.0024423-0.0010884i,0.0026196-0.0021961i,0.0017066-0.0030933i,0.00010654-0.0034366i,-0.00083845-0.0027487i,-0.00064744-0.0019676i,4.6491e-05-0.0013665i,0.00063467-0.00094593i,0.0007882-0.00054654i,0.00071047-0.00049823i,0.00052929-0.00043307i,0.00015551+0.00016824i,-0.00049909+0.00076841i,-2.2756e-05+0.00086586i,0.00085439-0.00010453i,0.00093136-0.0010148i,0.00079749-0.00085495i,0.00083318+4.5071e-05i,0.00013416-2.9231e-05i,-0.00045371-0.00016849i,-0.0005085+0.00052791i,-0.00012823+0.0011895i
0.00044825-0.0017854i,0.00074199-0.0015515i,0.00031561-0.0021919i,0.00041231-0.0040534i,3.2775e-05-0.0047575i,-0.00061441-0.0030195i,-0.00034151-0.0013006i,-0.00015435-0.0018194i,-0.0005661-0.0030395i,-3.9545e-05-0.0032785i,0.00096132-0.0024051i,0.0011517-0.00076699i,0.00034044+0.00041366i,-0.00060314+0.00064801i,-0.00062852+7.3332e-05i,0.00068168-0.00040667i,0.0013367-0.00028325i,0.0007052-0.0001683i,0.00068073-0.00035708i,-0.00022487-0.00054168i,-0.0015907-0.00029715i,-0.0013939-0.00034729i,-0.00072407-0.00075745i
7.345e-05-0.0013967i,0.0011788-0.0012159i,0.0015836-0.0033147i,-4.4595e-05-0.0049707i,-0.0016508-0.0042849i,-0.001551-0.0013678i,-0.00041456-0.00035527i,0.00042848-0.0020418i,-0.00064908-0.0025557i,-0.0015613-0.0022559i,-0.00092142-0.0016449i,-0.00010026-0.00070356i,0.00016336+0.00085473i,0.00040707+0.0019492i,0.00089932+0.0014143i,0.00057149+0.00062401i,0.00066027+0.00034926i,0.00021632+0.000116i,-0.00079334-0.00081293i,-0.00073172-0.00077531i,-0.00014111+0.00041452i,-3.1436e-06+0.00073661i,7.1571e-05+0.00057672i
0.00093253-0.00096089i,0.0017167-0.0016665i,0.0030663-0.0036705i,0.0016179-0.0054313i,-0.0013073-0.0046087i,-0.0023776-0.0012546i,-0.0018695+0.00034158i,-0.0020389-0.00052914i,-0.0026954-0.0016718i,-0.0025686-0.0017712i,-0.0021198-0.00081102i,-0.0019556-0.0004336i,-0.00132+5.0174e-06i,1.2363e-05+0.00043851i,0.00076424+0.00015585i,0.001191+0.00051643i,0.00037792+0.00058018i,-0.00063648+0.00036542i,0.00041743+6.7424e-05i,0.0011662+4.8323e-05i,0.00077838+0.00015869i,0.001059-6.4967e-05i,0.0011943+0.00020464i
0.0015945-0.00016065i,0.00079832-7.6032e-05i,0.00046693-0.00058392i,0.00085708-0.0019371i,0.0002852-0.0033079i,-0.00029488-0.0021426i,-0.00025105-0.00074702i,0.00079528-0.00050551i,0.00069968+0.00067425i,-0.00088719+0.0018491i,-0.0014893+0.0020028i,-0.0014177+0.00085339i,-0.00087649+2.569e-05i,-0.001024+0.00026926i,-0.0015008+0.00097847i,-0.001465+0.0014873i,-0.0013905+0.00074776i,-0.0005558-0.00054873i,0.00053048-0.00084833i,-1.329e-05-0.00036129i,-0.0012224-0.00049731i,-0.001293-0.00034999i,-0.0010429+0.00028537i
-0.00079956+0.0022343i,0.0015945+0.0026888i,0.0037195+0.0019686i,0.0030997-0.00040339i,0.0004384-0.0028963i,-0.0012015-0.0036714i,-0.0015625-0.0026743i,-0.001729-0.0012179i,-0.00062948+0.00060005i,0.00078888+0.0015969i,0.00099374+0.0012395i,0.00044878+0.00036378i,-0.0007004+0.00058355i,-0.0015461+0.00093642i,-0.00023434+0.0017038i,0.00048136+0.0023002i,0.00071609+0.001501i,0.0013482+0.0006331i,0.00075111+0.00036471i,-0.00018952-5.6206e-05i,-0.00032379+2.9161e-05i,7.9507e-05-0.00024304i,0.00025811-0.00068607i
0.00030269+0.00028719i,0.0010255-9.1485e-05i,0.0028971-0.001465i,0.0025983-0.0032436i,0.0014583-0.004603i,0.00072713-0.0041166i,0.00057747-0.0024523i,0.0015857-0.0014793i,0.0026628-0.0014652i,0.0024281-0.00064403i,0.0017645-2.0188e-05i,0.00098425+0.00018014i,0.00034241+0.0010524i,-0.00032471+0.0020539i,-0.00072825+0.0011902i,-0.00016416-0.0005163i,0.00022853-0.00089219i,0.00074528-0.00051302i,0.0011217-0.00093176i,0.00098003-0.00095802i,0.00094879-0.0012116i,0.00092956-0.0012002i,0.00059498-0.00047013i
0.00024401+0.00018072i,0.0024749-0.0010589i,0.0051198-0.0027542i,0.0039211-0.0042257i,5.9543e-05-0.0045907i,-0.0020643-0.0030314i,-0.002137-0.0016956i,-0.0011799-0.0017608i,0.0008035-0.0025788i,0.0015436-0.0032511i,0.0014733-0.0022735i,0.0010859-0.0011328i,0.0010027+7.0044e-05i,0.0011582+0.0011413i,0.00047042+0.0015963i,0.0006972+0.0014569i,0.0014462+0.00089976i,0.00043749+1.3847e-05i,-0.0010423-0.00018462i,-0.0012455-0.0004973i,-0.00072183-0.00055188i,-0.00068617+0.00010102i,-0.00045142-0.00010929i
-0.00016943+0.00042487i,0.0019821+0.00043476i,0.0030887-0.00035802i,0.0018324-0.0033582i,0.00045491-0.0052624i,4.4663e-05-0.0045315i,2.0442e-05-0.0026503i,-0.00063267-0.0021111i,-0.0012036-0.003149i,-0.00055836-0.0037856i,-0.00026333-0.0034752i,-0.00107-0.0017671i,-0.00087674-0.0010105i,0.00060691-0.0010107i,0.0013864-0.00082145i,0.0009206-0.00042095i,0.00050105+0.00011084i,-0.00019239-0.00025545i,-0.0009392-0.00016221i,-0.00016548+0.00051394i,7.1232e-05+0.00060997i,-0.00023756+0.00043675i,-0.00015761+0.00064187i
-0.001145+0.00095576i,-0.00079924+0.0019204i,0.00045008+0.001296i,0.00070545-0.00076982i,0.00014986-0.0031222i,-0.00071029-0.0029757i,-0.0014216-0.0018645i,-0.0020779-0.0024592i,-0.0031415-0.0031929i,-0.0036349-0.0024266i,-0.0032283-0.00097272i,-0.0022212-0.00051106i,-0.0011947-0.00042816i,-0.0010309+0.00014506i,-0.0016095+0.00018081i,-0.001352+0.00084343i,-0.0011304+0.0013781i,-0.0013109+0.00040297i,-0.001338-0.00090223i,-0.0012935-0.00098058i,-0.00095419-0.00052135i,-0.0006163-0.00039794i,-0.00065225+0.00048738i
-0.0016262-0.0029604i,-0.001719-0.0020606i,-0.0020836-0.0015114i,-0.0016761-0.0018488i,-0.0017851-0.0015151i,-0.0019263+0.0002973i,-0.0012978+0.00072274i,-0.0012013-0.00067551i,-0.0025578-0.00060899i,-0.0031255+0.0008656i,-0.0022614+0.00086749i,-0.001211+6.9387e-05i,-0.00039976+0.00038823i,-0.00023645+0.0012446i,-0.00061218+0.0017731i,-0.00085898+0.0014592i,-0.00055399+0.00018309i,-0.00043451-0.00015028i,-0.00079101+0.00028808i,-0.0014345+0.00061436i,-0.001755+0.00036766i,-0.0012396-0.00023014i,-0.00018303-0.0003369i
0.0013775-0.00029617i,0.0022649-0.00012579i,0.0029907-0.00085089i,0.0019404-0.0029969i,0.00095993-0.0041842i,0.00061701-0.002822i,0.00092704-0.00069598i,0.0012316+0.0010586i,0.00026065+0.0024113i,-0.00030367+0.0023873i,4.2525e-06+0.0015547i,4.0703e-05+0.0013434i,-0.00056784+0.0019925i,-0.00058847+0.0014292i,0.00029668+0.00018132i,0.0010962-0.00011396i,0.001272-0.00021075i,0.0011651-0.00055445i,0.0014915-0.0006891i,0.0014992-9.9015e-05i,0.00093454+0.00013516i,-0.0002456+0.00050339i,-0.00041184-0.00011533i
0.00082471+0.0010154i,0.00303+0.0019489i,0.0038547+0.00077085i,0.0032444-0.0010134i,2.2352e-05-0.0012316i,-0.0014192-0.0014479i,-0.00020091-0.0013564i,0.00084165-0.00071737i,0.0015238-0.00013573i,0.0018695-6.4124e-05i,0.0016402+0.00011148i,0.00065311+0.00050653i,-0.00077482+0.00037603i,-0.0015283+0.00014646i,-0.0011975+0.00034346i,-0.00062702+0.00046266i,-0.00055115+0.00019719i,-0.0011732+0.00028741i,-0.001756+0.00069542i,-0.0022883+0.00028123i,-0.0023031-0.00022528i,-0.0015401-0.00018985i,-0.0011215+0.00032353i
0.00028394-0.0014002i,0.0015593-0.0021013i,0.0022917-0.0028819i,0.0020068-0.0043643i,0.00037837-0.0047367i,-0.0011187-0.003236i,-0.00039423-0.0022447i,0.001357-0.0025203i,0.0017892-0.0031779i,0.001073-0.002282i,0.00070007-0.00084048i,0.00046236+6.6834e-05i,0.00039791+0.0007133i,0.0014062+0.0021481i,0.0021739+0.0025541i,0.0017137+0.0014104i,0.0014287+0.00061038i,0.0008036+0.00043136i,0.00031374-0.00034561i,0.00054532-0.0009704i,0.00043994-0.0001636i,0.00013675+0.00067998i,-0.00030171+0.00021389i
0.00063831-0.00051283i,0.0015611-5.6018e-05i,0.0027114-0.0026356i,0.0015074-0.0052068i,-0.00075315-0.005851i,-0.0017034-0.0043727i,-0.0013827-0.0028695i,0.00034871-0.0033535i,0.0012261-0.0049119i,0.00066085-0.0045957i,-4.2261e-05-0.0031275i,-0.00027668-0.0023283i,0.00031066-0.0013643i,0.00077477-0.00081673i,-3.3411e-05-0.00075699i,-0.00040042-0.0004359i,-0.00053884-0.00026158i,-0.00043604+1.8347e-05i,-0.00030779-0.00053349i,-0.00032546-0.0009433i,0.00053758-0.00047406i,0.00037662-0.00044905i,-0.00030463-0.00080418i
0.00080421-0.00094751i,0.0011485-0.0014516i,0.0010675-0.0025494i,-0.00079627-0.0037999i,-0.0026567-0.0042056i,-0.0019267-0.0025591i,-0.00046653-7.6975e-05i,-0.0010399-0.00031325i,-0.0025054-0.002687i,-0.0031899-0.0035994i,-0.0026696-0.0022863i,-0.0015762-0.00051015i,-0.00065621-0.00014419i,-0.00044463+0.0001834i,-0.00065817+0.00077597i,-0.0016311+0.0011853i,-0.0013979+0.0010922i,-0.00042019+0.00075371i,-0.00088682+0.00087014i,-0.0011324+0.001027i,-0.00065773+0.0012299i,-0.00043197+0.00028397i,-0.00082245-0.0011448i
3.9196e-05-0.0011811i,0.0013584-0.00072344i,0.0030452-0.0015517i,0.0021503-0.0038349i,-0.00087369-0.003987i,-0.0026681-0.0022196i,-0.0022627-0.0016227i,-0.0020086-0.001716i,-0.0024386-0.0016607i,-0.0025231-0.0010062i,-0.001779-0.00021794i,-0.0014515-0.00047172i,-0.0008771-0.00046195i,-0.00033953-0.00040979i,0.0003543-0.00032743i,0.0012973+0.00058745i,0.0013812-0.00015217i,0.00061827-0.00096588i,0.00020755-0.0001008i,-0.00034145+0.00030245i,-0.00072768-9.0942e-05i,-0.00022185+3.5515e-05i,0.00022731+0.0012413i
0.0018914+0.00056144i,0.0033792-0.00020558i,0.0046722-0.0011477i,0.004081-0.0037288i,0.0016201-0.0053737i,-0.0012473-0.0029274i,-0.0014246-0.00014617i,-0.00080927+0.00040092i,-0.0017617+0.00056362i,-0.0021702+0.00095703i,-0.0019894+0.0012021i,-0.0023797+0.0012744i,-0.0030976+0.00090713i,-0.0030349+0.00084078i,-0.0014618+0.0011282i,0.00039491+0.0011127i,0.0010411+0.0010835i,0.00073724+0.0005582i,0.00059787+0.0003968i,-0.00025195-0.00027938i,-0.00031022-0.00185i,0.00043529-0.001213i,-0.0003175+0.00052855i
2.1637e-05+0.0022746i,0.0021049+0.0026727i,0.0039571+0.00059159i,0.0031776-0.0034091i,0.0014957-0.0052862i,0.00065227-0.0045892i,0.00053013-0.0029708i,0.0011468-0.0018529i,0.0020205-0.0014335i,0.0014002-3.2306e-05i,-7.5542e-05+0.0015793i,-0.00035079+0.0013595i,0.00011377+0.0014088i,-0.00069751+0.0033435i,-0.00093136+0.004554i,8.7466e-05+0.0032234i,0.001208+0.0011301i,0.0012675+0.0001857i,0.00089942-0.00033491i,0.0010981+0.00016296i,0.00067054+0.0012233i,-9.6314e-05+0.0008966i,-0.00078744+8.8574e-05i
0.00078216+5.2868e-05i,0.0022656-0.0012625i,0.0035438-0.0033262i,0.0029779-0.0054006i,0.0016745-0.0052808i,0.00022224-0.002546i,-0.00067177-0.00064684i,0.00021117-0.00050741i,0.0023607-9.5183e-05i,0.0029536+0.00010475i,0.0018339+0.00013016i,0.0010989+0.0003969i,0.0017194+0.00084355i,0.0020188+0.0013004i,0.00089088+0.00043822i,0.00066431-0.00020266i,0.00049335-0.00043648i,-0.00028734-0.0010112i,-0.00026717-0.0012112i,-0.00055227-0.00099676i,-0.0012998+0.00010002i,-0.00080446+0.00053974i,0.00021608-0.00054104i
-0.00031103+0.0011012i,-0.00019259-7.9372e-05i,-0.00048041-0.0011901i,-0.00061954-0.0020293i,-0.00097283-0.0028055i,-0.001141-0.0025364i,-0.00018738-0.0021114i,0.00072097-0.0027927i,0.001026-0.0035043i,0.0010101-0.0028964i,0.0011486-0.0016676i,0.00089375-0.0010066i,0.00065868-0.00093099i,0.00024012-0.00086903i,-0.000206-0.00091286i,-0.00024691-0.0013958i,-3.488e-06-0.00085532i,-0.00028317-0.00016238i,-0.0016236+0.00035772i,-0.0015424+0.00035243i,-0.0012409-0.00044991i,-0.0012053-0.0010355i,-0.00089218-0.00097714i
0.0016623+0.0026343i,0.0041946+0.0024536i,0.0064978+0.0021135i,0.0057629+0.00010497i,0.0017451-0.0020116i,-0.002048-0.0011885i,-0.0027745-0.00020239i,-0.0019209-0.0016994i,-0.0017716-0.003237i,-0.001787-0.0027346i,-0.00079191-0.0019082i,-8.3985e-05-0.0012748i,-0.00010467-0.00055043i,-9.1785e-05+0.00091798i,-0.00013264+0.0021155i,-0.00036835+0.0011863i,-5.8746e-05-0.00059524i,2.3301e-05-0.000993i,-0.00035991-0.0012015i,6.3989e-05-0.00095i,0.000365-0.00054862i,0.00044135-0.00021209i,0.00026598+0.00056867i
0.00089393+0.0024924i,0.00066587+0.0012321i,0.0029822-0.00146i,0.003883-0.0042818i,0.0017469-0.0048793i,-0.00047093-0.0030633i,-0.0010032-0.00095429i,-0.00097269-0.00047592i,-0.0020094-0.00098579i,-0.0023178-0.00096919i,-0.0019675-0.0020679i,-0.0020907-0.0030784i,-0.002289-0.0026147i,-0.002933-0.0016499i,-0.0028925-0.00051426i,-0.0013876+0.00070067i,-0.00022638+0.00097561i,-0.00091129+0.00037736i,-0.0011885-0.00033901i,-0.00064197-0.00060428i,-0.00090463-0.00059449i,-0.0017824-0.0001111i,-0.0023469+0.00064347i
-0.00084181-0.0011045i,0.00090982-0.0009462i,0.00078695-0.0017212i,-0.00011176-0.0043242i,-0.0015106-0.0054774i,-0.0021212-0.0043076i,-0.0016609-0.0027791i,-0.00050244-0.0021233i,-0.0012098-0.0015329i,-0.0026597-0.00084203i,-0.0025836-0.00059452i,-0.0018289+2.5485e-05i,-0.0017934+0.00097435i,-0.0025208+0.0013469i,-0.0026698+0.0015115i,-0.00083403+0.0019884i,0.00097348+0.0019494i,0.0013629+0.0011646i,0.00031056+0.0011824i,-0.00012021+0.00089737i,3.9864e-05+0.00020455i,0.00019647+2.5385e-05i,0.00044492-0.00046771i
0.0016279+0.0011339i,0.003608+0.002204i,0.0055149+0.0011641i,0.0037726-0.0021767i,0.0010172-0.0039315i,-0.00036652-0.0025523i,-0.0010937-0.00081774i,-0.0012234-0.00021426i,-7.961e-06-1.9991e-05i,0.00089366+0.00051948i,0.00019325+0.00076906i,-0.00021229+0.0014292i,-0.00066558+0.0028625i,-0.00050881+0.0032764i,0.00058444+0.0024571i,0.00091623+0.001101i,0.00038615-0.00013366i,0.00018818-0.00065542i,0.00048218-0.0011924i,0.0010418-0.0017753i,0.0010193-0.0012055i,0.0010092-0.00027508i,0.0010727-0.00018317i
-0.000173-0.00064777i,0.00036851+0.00021568i,0.00087103-0.00044003i,-5.7541e-05-0.002334i,-0.0018304-0.0032516i,-0.0025333-0.0027333i,-0.00071845-0.0018644i,0.0011859-0.0023719i,0.001512-0.0023686i,0.0012943-0.00050638i,0.0010139+0.00087574i,9.9255e-05+0.0016732i,-0.00045102+0.0026857i,0.00052222+0.0020391i,0.0010814+0.00051626i,0.0011568-0.00026699i,0.00091223-0.00023182i,0.00040953-4.9881e-05i,-0.0003217-0.00078293i,-0.0013955-0.0017056i,-0.0013448-0.0012009i,-0.00075387+0.00020033i,-0.00033004+0.0013078i
0.0004123+0.0014509i,0.00060008+0.0013477i,0.0023507-0.00022257i,0.0034189-0.0025006i,0.0031349-0.0034856i,0.0021924-0.0025177i,0.0010812-0.001027i,0.00084684-0.00037052i,0.00066998-0.0015279i,0.00090688-0.0019638i,0.00068277-0.00029834i,7.3719e-05+0.00094767i,-0.00040917+0.001007i,-0.00010072+0.00037527i,0.00031875+0.00041208i,0.00066338+0.00088899i,0.0013678+0.00031868i,0.0010215+0.00031367i,0.001158+0.00063899i,0.00075454+6.0856e-05i,-0.00069854-0.00028097i,-0.001228+8.9057e-05i,-0.00079192+0.00062416i
0.0020263+0.00062176i,0.0026945-0.00071239i,0.0043307-0.0029113i,0.0042944-0.0053218i,0.0013023-0.0066261i,-0.0013973-0.0047084i,-0.0020564-0.002787i,-0.001559-0.0020729i,-0.0015789-0.0030536i,-0.00095653-0.0040471i,0.00029604-0.0032802i,0.00058486-0.0031877i,0.00077071-0.0035051i,-0.00019272-0.0026312i,-0.0011412-0.00069492i,-0.00068796+0.00091638i,-0.00083961+0.0019521i,-0.00068151+0.0009606i,-0.00038073-0.0011793i,-0.00094999-0.00097501i,-0.0012799-0.0004779i,-0.0011028-0.000655i,-0.001325-0.0018467i
0.0014871+0.0013044i,0.0032171+0.0017321i,0.0031515-0.00043549i,0.0014789-0.0039348i,-9.9744e-06-0.0049532i,-0.0012829-0.0025874i,-0.0020608-0.0004505i,-0.0024454-0.00041593i,-0.0025487-0.0019925i,-0.0017361-0.0026106i,-0.00072885-0.0018345i,-0.00047923-0.0013373i,-0.0009689-0.0018324i,-0.0015038-0.0013236i,-0.0013146-0.00021546i,-0.00057834+0.00031963i,-0.00013738+0.0011361i,-6.5215e-05+0.0017696i,-0.00060655+0.0017871i,-0.001218+0.0016196i,-0.0011859+0.0015303i,-0.00060026+0.0012801i,-0.00016492+0.00094559i
0.001116+0.0019075i,0.0036305+0.0022479i,0.0061194+0.0009505i,0.0053291-0.0026633i,0.0027022-0.0058671i,0.00018223-0.005656i,-0.00025196-0.0035535i,0.00034694-0.0023105i,-0.00059753-0.0017173i,-0.0026591-0.00066482i,-0.0029939+0.00072419i,-0.002065+0.0013854i,-0.0025612+0.0013901i,-0.0025561+0.0021283i,-0.0010148+0.002544i,0.00020529+0.0016199i,0.00078773+0.00020011i,0.00058665-0.00077773i,0.00044556-0.00016519i,0.0011553+0.00057227i,0.0013701+0.00066086i,0.00089587+0.00037525i,0.00046288+0.0010086i
1.4531e-05+0.0005123i,0.00013667-0.0012494i,0.0013937-0.001759i,0.0018576-0.0028905i,0.00019322-0.0035142i,-0.0018855-0.0011494i,-0.0019974+0.00054978i,-0.0010468+0.00028167i,-0.00057226+0.00010032i,-0.0010815+0.00020605i,-0.0029045+0.00010618i,-0.0032868+0.00044939i,-0.0027851+0.0016367i,-0.0019407+0.0030002i,0.00049584+0.0033026i,0.0024258+0.002393i,0.0022691+0.0017154i,0.0012311+0.00061464i,-5.6609e-05-0.00047897i,-0.00084798-0.00059945i,-0.001428-0.0009415i,-0.00164-0.00018196i,-0.0019617+0.0010306i
-0.00036602+1.9132e-05i,4.7797e-05-9.4178e-05i,0.00041704-0.00079484i,-0.0004688-0.002161i,-0.0008778-0.0024873i,-0.00099003-5.3036e-05i,-0.00071511+0.0014855i,0.00017051+0.00017173i,0.0013978-0.0011853i,0.0015529-0.0013059i,0.00042773-0.00095642i,-0.00052322+0.00018415i,-0.00056762+0.00035778i,-0.00022725+0.00061874i,-0.00061315+0.0017836i,-0.00053687+0.0013472i,0.00011068+0.0004545i,-0.00013561+0.00073194i,0.00015178+0.0012141i,0.00061846+0.00093164i,-0.00017896-6.5443e-06i,-0.00027355-0.00016332i,0.00024695+3.2482e-05i
0.00014056+0.00028832i,0.00070622+0.00044763i,0.00026857-0.0021454i,0.00019474-0.0053229i,5.1529e-06-0.0054574i,6.3426e-05-0.0029311i,-0.0002064-0.0010657i,-0.00036622-0.0015176i,0.00059647-0.0027732i,0.0011513-0.0018363i,0.0017486+0.00012057i,0.003613+0.00089854i,0.0049217+0.00037593i,0.0041022-0.00047799i,0.0016677-0.00089837i,-8.5789e-06-0.0011201i,-0.00080128-0.00070939i,-0.0005573-0.00026436i,0.00050102-0.00057861i,0.00041415-0.0011306i,-0.00027045-0.0010638i,-0.00035733-0.00086522i,0.00067298-0.0017427i
-0.001684-0.0004392i,-0.0014458-0.0013404i,-0.0012442-0.0030316i,-0.001254-0.0055996i,-0.0011137-0.006011i,-0.00064179-0.0036398i,0.00020583-0.0014337i,7.15e-05-0.0012718i,-0.00065867-0.001856i,-0.00010509-0.0019847i,0.0006118-0.00021506i,0.00088475+0.0010136i,0.0015955+0.00028316i,0.0011743-0.0011027i,0.00044727-0.0013622i,0.00069895-0.00050747i,0.00061107-0.00063974i,-0.00010799-0.0016241i,-0.0011297-0.0016534i,-0.0027214-0.00043103i,-0.0031247+0.00075628i,-0.0027536+0.0016874i,-0.0017044+0.001797i
0.0014401+0.0028199i,0.0038095+0.0045521i,0.0055119+0.0047719i,0.005577+0.0014192i,0.0041848-0.0024174i,0.001844-0.0027138i,-0.00049064-0.0021827i,-0.0013387-0.0025684i,-0.0025177-0.0030536i,-0.0028144-0.0035382i,-0.0026003-0.0023783i,-0.0033402-0.0017958i,-0.004367-0.0017132i,-0.0036704-0.00042553i,-0.0017555+0.0007548i,-0.00045046+0.0014606i,-1.9409e-05+0.0011144i,0.00035209+0.00032279i,0.00057828+0.00023768i,-0.00055126+0.00020564i,-0.00095431+7.3431e-05i,-0.00065098+0.00021935i,-0.0015899+0.001014i
0.00018444+0.0017646i,-3.5962e-06+0.0020659i,0.00019487+0.00070444i,0.0016908-0.0017927i,0.0012103-0.0033459i,-0.0010419-0.0028869i,-0.002216-0.0011696i,-0.0013368-0.00047542i,-0.0012533-0.0011018i,-0.0018153-0.0017667i,-0.0014099-0.0022161i,-0.0017622-0.0024973i,-0.0021819-0.0020945i,-0.0020493-0.0004161i,-0.0012499+0.00073499i,-0.00010703+0.00060804i,0.00059574-0.00019657i,0.00059741-0.00052172i,0.00027451-0.00017773i,0.00038258+0.00032492i,0.00062334+0.00022265i,-0.00017165-0.00075765i,-0.00094268-0.0013404i
0.001308-0.00088598i,0.0015358-0.0028574i,0.0027305-0.0056843i,0.0025141-0.0070523i,0.0010865-0.006088i,-0.00044972-0.0030205i,-0.00078484-0.0014392i,-0.00040399-0.0020829i,0.00027651-0.0020134i,0.00056779-0.00066343i,0.00069697+0.00014948i,0.0006834+0.00015165i,0.00091741+0.00032887i,0.00026656+0.0013275i,-0.00066222+0.0018192i,-0.0007191+0.0010467i,-0.00036448-7.5029e-05i,-0.00050528-1.8434e-05i,-0.00088483+0.00052822i,3.7361e-05+0.0012375i,0.00059652+0.0018422i,0.00054251+0.0014803i,0.00087274+0.0011501i
0.0025791-0.00040246i,0.0041937-0.0032897i,0.005405-0.0078641i,0.0038487-0.010983i,-0.00010985-0.0089618i,-0.001792-0.0042461i,-0.0015207-0.00089907i,-0.0013327-0.0010957i,-0.00024677-0.0020546i,0.00043246-0.00087215i,0.00041105+0.0015766i,0.00062378+0.003267i,0.0011461+0.0029491i,0.0015148+0.0025082i,0.0019532+0.0018426i,0.0016233+0.00091791i,0.00021424+0.00014768i,0.00052893-0.00022815i,0.0013082+0.00012444i,0.00019827+6.4677e-07i,-0.00071781-0.00011057i,-8.841e-05-0.00014415i,0.0020146+0.0003833i
-0.0006048+0.0014643i,0.00036229+0.0016556i,0.001314+0.0018374i,0.0020958-0.00036232i,0.0017853-0.0024944i,0.00078832-0.0022805i,0.00031937-0.0011946i,-0.00025041-0.00072999i,-0.00063434-0.001484i,-0.00027811-0.0016014i,-0.00048796-0.00022268i,-0.0013928+0.0010327i,-0.0020172+0.0016494i,-0.0018705+0.00096096i,-0.0010511+1.3277e-05i,-0.00039585+0.00024531i,0.00031093+0.00065155i,0.00089566+0.00011521i,0.00026971-0.0010534i,-0.0010668-0.0016594i,-0.0019573-0.0011223i,-0.0026228-0.00051677i,-0.0030851+0.00013913i
-0.001862-0.00036694i,-0.00037327+0.001119i,0.0010177+0.0021715i,0.0018458+0.00080096i,0.0010591-0.0007602i,5.8494e-05-0.00013883i,-0.0001562+0.00063716i,-0.00054362-0.00016785i,-0.0012921-0.0021629i,-0.00064964-0.0026879i,0.0002936-0.0020996i,-0.00013235-0.001877i,-0.0010211-0.0020307i,-0.0015517-0.0016329i,-0.00096375-0.00043059i,-0.00015208+0.00063611i,-0.00016605+0.00083947i,-3.3213e-05+0.00047728i,0.00090383+0.00062595i,0.00091218+0.00047266i,5.6902e-06-0.00019461i,-0.00064912-0.00074482i,-0.0010552-0.0010565i
0.00047136+8.9501e-05i,0.00045731-0.0014107i,0.0014892-0.0025314i,0.0018587-0.0042224i,0.0012705-0.0060367i,6.1176e-05-0.0048103i,0.00011558-0.0016288i,0.001046-0.00088982i,-0.00017036-0.0022262i,-0.0020828-0.0023432i,-0.00082793-0.0020718i,0.0007823-0.0021157i,0.00065191-0.0015883i,-0.00028533-0.0012754i,-0.0012462-0.00040341i,-0.00094216+0.00081216i,0.00013506+0.00059823i,-3.6346e-05-0.0002425i,-0.00053868-0.00048246i,0.00018343-0.0002239i,0.00023244+0.00031394i,9.0029e-05+0.00039024i,0.00049367-0.0011819i
