-0.0017045-0.00049653i,-0.0016445-0.00033549i,-0.0021233-0.0001542i,-0.0024048-0.0001339i,-0.0021698-5.6944e-05i,-0.0010678-9.5527e-05i,-0.00072416+0.0013022i,1.7128e-05+0.0026068i,0.0016434+0.0019376i,0.0022917+0.00055562i,0.001481-0.00039799i,0.00057868-0.0010339i,-0.00011843-0.00035579i,-0.00092429-0.00032693i,-0.00062147-0.00046287i,0.00026777+0.00015638i,0.00016607+0.00038844i,-0.00023379+0.00020402i,-0.00029859+0.00044279i,-0.00039195+0.00066842i,-0.000404+0.00012918i,-0.00078182-0.00039567i,-0.0010233-0.00031452i
-0.0015243+0.00061248i,-0.0010606+0.0017035i,-0.00042709+0.0021095i,0.0008514+0.0022237i,0.0016114+0.00088999i,0.00018608+0.00025174i,-0.00032033+4.3365e-05i,0.0006877-0.00036634i,0.0006468-0.00036914i,0.00047672-0.00055993i,0.00058786+1.2169e-05i,0.00013511+0.00085972i,-0.00038254+0.0011291i,-0.00023276+0.00070402i,-8.1559e-05+0.00049762i,9.1037e-05+0.00051567i,0.00012075+0.00017679i,9.6195e-05-0.00051456i,0.00051804-1.0706e-05i,0.00089137+0.00050331i,0.00037765+0.000156i,-4.2603e-05-5.2903e-05i,-0.00035759-0.00033928i
-0.00051843-0.0012314i,-0.00065042-0.00098301i,-0.00019164-0.00093693i,-0.00015065-0.00031946i,-4.7985e-05+0.00079485i,-0.00029501+0.0011978i,-0.0013486+0.00049537i,-0.0012039+3.4452e-06i,-0.00086403-0.00048913i,-0.0014813-0.00048399i,-0.0012165+0.00024205i,8.0023e-05+0.00072651i,0.00066294+0.00085332i,0.00012579+0.0002826i,-0.00017791-6.5091e-05i,-0.00027404+0.000619i,2.9756e-05+0.0002405i,-0.00022775+0.00025415i,-0.0002447+0.0008744i,0.00013062+0.00033432i,2.0495e-05-0.00012689i,-0.00015466-0.00042386i,8.0372e-05-0.00023861i
0.000689-0.00046232i,0.00057686+0.0002709i,-7.609e-05+0.00048365i,-0.00080281-0.00020817i,-0.0011272-0.00031582i,-0.00084452-0.0002019i,-0.00040203+0.0002111i,0.00026405-6.3839e-05i,-1.7625e-05-0.001133i,-0.0010168-0.00097092i,-0.0010226-3.1516e-05i,-0.00029711+0.00046719i,-0.00036628+0.00073238i,-0.0010256+0.00051199i,-0.00060931+0.00043908i,-9.1799e-05+0.00032204i,-0.00011708+4.6183e-05i,-0.00023146+6.5114e-05i,0.0001819-0.00035881i,-0.00033952-0.00035581i,-0.00069366-0.00039087i,0.00026635+0.00031057i,0.00014298+0.00050472i
0.0013653+0.0017494i,0.00095276+0.0017868i,0.00063844+0.0011672i,0.00084316+0.00093832i,0.00083774-0.00020865i,0.0005248-0.0010195i,0.00051304-0.00077345i,0.00043986-0.00071321i,-0.00051296-0.00056304i,-0.0011247-0.00064837i,-0.00087518-0.00050927i,-0.0010459+0.00062343i,-0.0008631+0.0012686i,-0.00057178+0.00054674i,-0.0013458+0.00037979i,-0.0012774+0.00063551i,-0.00032788+0.00027448i,0.00011209-0.00016931i,-5.9278e-06-4.9022e-05i,0.00030285-0.00053707i,0.00020043-0.0010066i,-0.00080274-0.0006269i,-0.0006447-8.6687e-06i
0.00048731+0.0002932i,0.00078049+0.0001326i,0.00069403+0.00057647i,-5.4377e-05+0.00047598i,2.3708e-06-0.00026579i,-3.0151e-05-0.0011739i,-0.00040646-0.0016354i,0.0002742-0.0019951i,0.00050717-0.0010101i,-0.0002239-0.00022283i,-0.00068321-0.00045584i,-0.00053358-6.3269e-05i,-0.00049653+0.00015345i,-0.00077452-0.00010823i,-0.00099005-0.00055399i,-0.00020767-0.00040062i,0.00026621+0.00016204i,0.0003762-2.513e-05i,0.00075395-0.00059756i,0.00088101-0.0015512i,0.00051755-0.0013084i,6.8649e-05-0.00074763i,-9.4867e-05-0.0009282i
-0.00030832-0.00071977i,0.00030324-0.00034456i,0.00011512+0.00035053i,-0.00010553+0.00017306i,-0.00066526+0.00033371i,-0.00051983+0.00054778i,9.0951e-05+0.00029771i,-0.00047053-0.00073094i,-0.00070397-0.00083499i,-0.00064262-0.00039697i,-0.00074691-0.00050158i,-6.3898e-05-8.596e-05i,9.5605e-05+0.0011383i,-0.00020767+0.0017236i,-0.00078123+0.0011493i,-0.0011147+0.00060826i,-0.00067222+0.00049589i,-0.00072476+0.00062474i,-0.00077966+0.00061577i,-0.00047502+0.00057153i,-0.00049504+0.00056773i,4.1428e-05+0.00061013i,0.00058244+0.00053057i
1.0085e-05+0.0012952i,-0.00012014+0.0016592i,-0.00036165+0.00040547i,5.8229e-06+8.2431e-05i,-1.1544e-05-0.00033041i,-0.00018717-0.00018365i,-0.00032962+0.00092641i,-0.0005038+0.00077067i,-0.00025613-0.00059034i,8.0426e-05-0.00052887i,0.00069598+0.0013337i,0.00059968+0.0019281i,-0.00020791+0.0011624i,-0.00058729+0.00032014i,-0.00040753+0.00029112i,-9.8661e-05+0.00078355i,-3.5053e-06+0.0006431i,-0.00014023+0.00038967i,0.00030438+0.00037764i,0.00064584+3.872e-06i,0.00016456-1.0993e-07i,0.00047595+0.00034102i,0.00074073-0.00010038i
-0.00040044+0.0015005i,0.00019851+0.00013946i,0.0010474+0.00048288i,0.0020273+0.0011931i,0.0025203+0.00019006i,0.0011637-0.00011866i,0.00053815+0.00044689i,0.0012888+2.9667e-05i,0.00097108-0.00022223i,-4.3843e-05+0.000512i,-0.00023675+0.00081506i,0.00017261+0.0003433i,-0.0002971-3.2785e-05i,-0.00033316+0.00068206i,0.00021243+0.0011475i,-0.00035147+0.0011147i,-0.00081511+0.00061127i,-0.00042648+0.00024733i,-0.00098915-8.78e-05i,-0.00091209-0.00034397i,0.00039867-0.00033833i,0.00056216-8.2026e-05i,-3.1732e-05+0.0002734i
0.00085229-0.0011823i,0.001259-0.0016944i,0.00097979-0.0019778i,0.0002732-0.0012595i,-0.00045685-0.00042428i,-0.00067538-0.00066602i,-0.00033624-0.0010186i,-0.00021799-0.00087764i,-0.00092884-0.0011137i,-0.0011628-0.0015423i,-7.6255e-05-0.00079715i,0.00061779+8.0148e-05i,0.00022705+0.00089724i,-0.00046256+0.00065156i,-0.00029534+0.0004107i,-0.00060348+0.00055064i,-0.00080972+0.00049605i,-0.00032834+0.00023743i,0.00011032-0.00019211i,-0.00033221-0.00047248i,-0.00080796-0.00026199i,-0.00059284+2.9799e-06i,0.00013285+0.00025231i
-0.00043469-0.00081952i,-0.00076098-0.0016263i,-0.002338-0.001219i,-0.0017081+0.00063451i,-0.00053824+0.0016783i,0.000574+0.000468i,0.0016082-0.00074871i,0.00067877-0.00035417i,-0.00015804+0.00023859i,0.00019486+0.00067554i,0.00027854+0.00079288i,0.00016028+0.0009398i,0.00043017+0.0011845i,-6.8843e-05+0.0011605i,0.00016791+0.00086788i,0.00067995+0.00081598i,0.00067744+0.00094644i,0.00057282+0.00079281i,0.00039773+0.00056271i,0.00052773+0.00028823i,0.00011603-3.4835e-05i,-0.00013344-0.00022062i,-0.00023155-0.00025562i
0.00085182+0.0016052i,0.00050089+0.00088772i,0.0010536+1.2107e-05i,0.00096108-0.00078129i,0.00045586-0.0013364i,0.00059237-0.00067265i,0.00072848-0.0002374i,-5.452e-05-0.00027879i,-0.00068968-0.00056634i,-0.0010583-0.00026963i,-0.0011695+0.00061456i,-0.00078876+0.00092332i,-0.00094734+0.00050698i,-0.00010587+0.00098294i,0.00068312+0.0010773i,-0.000107+0.00027189i,-0.0006291-0.0002969i,-0.0006673-0.00015846i,-0.0012869-0.00028137i,-0.0012599-4.2825e-05i,-0.00016158+0.00036368i,0.00064601-0.00019483i,0.00032026-0.00020144i
0.001629+0.00053556i,0.0011309-7.1868e-05i,0.0011288-0.0012651i,0.00080299-0.0013536i,3.0242e-05-0.00099906i,-0.00019643-0.00024557i,6.2837e-05+0.00026504i,0.00041825+0.00012232i,0.00069557-0.00011377i,9.8383e-05+2.7382e-05i,-0.00078893-0.00065149i,-0.0006836-0.00065974i,-0.00035041+0.00050599i,-0.00085186+0.00066896i,-0.00074385+0.00018487i,-0.00038195-0.0001102i,-6.5803e-05-0.00019733i,0.00085726+0.00037219i,0.00076846+0.00099461i,0.00029873+0.00075089i,0.00015647+0.0003727i,0.00020435+0.00036885i,0.00039899-7.2644e-05i
8.5987e-05-0.0014468i,-0.0001436-0.0016137i,-0.0022307-0.0015072i,-0.0034442-0.001095i,-0.0031467-0.0008145i,-0.0019561+5.5399e-05i,-0.00082063-0.0001087i,-0.00010167-0.00017959i,0.00010325+9.3651e-05i,-0.00038873+0.00045876i,0.00022114+0.00057592i,0.00039959+0.00099097i,-1.9556e-05+0.001524i,0.00040177+0.0011579i,0.00059481+0.00069574i,1.9502e-05+0.00039195i,-0.00028034-0.00023735i,-2.4074e-05-0.00030443i,-0.00024417+3.235e-05i,-0.00037974-4.679e-06i,-0.00025088-0.00037935i,-0.00023461-0.00066386i,-0.00030741-0.00029215i
-0.001565+0.00099199i,-0.0014396+0.0015037i,-0.0019606+0.0013192i,-0.0011527+0.0012245i,0.00016516+0.0010177i,0.00017603+0.00045881i,-0.00050967+0.00024208i,-0.00059247+8.6685e-05i,-0.00062033-5.7076e-05i,-0.0010597-2.0139e-05i,-0.00077433+0.00094125i,-0.00032181+0.0018832i,-0.00044837+0.0014117i,0.00017293+0.00033699i,0.0002247+0.00011055i,-0.00020803-0.0002084i,-9.0773e-05-0.00022045i,-0.00021116+0.00068886i,-0.00020494+0.0011499i,0.00013239+0.00045017i,0.00045235+5.7999e-06i,0.00057408-7.7414e-06i,-8.8071e-06-0.00011163i
-0.00093107-0.0029149i,-0.0018986-0.0029626i,-0.0020023-0.00084323i,-0.0021469+0.0016892i,-0.00177+0.0020154i,-0.0010496+0.0012296i,-0.00079876+0.00032715i,-0.0011213-0.00043964i,-0.00089922-0.00066057i,-0.0010417-0.00021143i,-0.00036673+6.3228e-05i,0.00048136+0.0001783i,0.00049282+0.00018401i,0.00058168-0.00083159i,-8.1488e-05-0.001133i,-0.00011938-0.00091727i,6.1611e-05-0.00040715i,-0.00010727-1.6543e-05i,0.00014925+0.00023081i,9.8466e-05+0.00072857i,9.2553e-06+0.00075103i,-1.8494e-05+0.00041081i,-0.00021059-0.00017819i
0.0018494-0.00093811i,0.00072001-0.00050733i,0.00028835-0.00010288i,-0.00057835+4.2415e-05i,-0.0018546-0.00032248i,-0.0017281-0.00023795i,-0.0010503+0.00034322i,-0.00028716+0.00047863i,8.1102e-05+0.00024536i,-0.00053991-1.7003e-05i,-0.0010588-0.0001256i,-0.0011011+0.0004196i,-0.00016306+0.00055473i,0.00068845+0.00034229i,-1.6679e-05+0.00045535i,-0.00028618+0.00030654i,0.00011177+0.00027091i,0.00033934+0.00047819i,0.00047545-0.00022191i,0.00053627-0.00054706i,0.00013405+6.8134e-05i,-0.00076099+5.6713e-05i,-0.00096867-0.00024771i
-0.00098707+0.0027298i,-0.00099536+0.0025059i,-0.00096305+0.0025307i,-0.00016956+0.0013482i,0.00048241+0.0003365i,-0.0001787+0.0002405i,-0.00077207-0.00016599i,-9.7738e-05-0.00053361i,-0.00019347+0.00028294i,-0.00050523+0.0011286i,-0.00061321+0.0016428i,-0.00019142+0.00093841i,-0.00011106+0.00048849i,-0.00010665+0.00047614i,0.00073103+0.000619i,0.000372+0.00086129i,-2.8594e-05+0.00054124i,0.00042572+0.00030389i,0.0006099-2.186e-05i,0.00022596-0.00074399i,-0.00026166-0.0010146i,-0.00018808-0.00076762i,0.00026217-0.00040283i
-0.0005755+0.00039482i,-0.00067247+5.1363e-05i,-9.7872e-05+0.0011546i,0.00079762+0.001738i,0.0013475+0.0010928i,0.00070107-6.2835e-05i,-0.00040764-0.00043888i,-0.00086667-0.00046797i,-0.00051459-0.0010011i,5.1452e-05-0.00099618i,0.00052055-0.00031002i,0.0007486+6.2453e-05i,0.00014303+0.00058814i,-0.00056176+0.00059121i,-0.00045321+0.00012235i,0.00014179+0.00047599i,0.00089008+0.0011109i,0.00049856+0.00055173i,-0.00042631-0.00088418i,-0.00046018-0.0013607i,-0.00030926-0.00058242i,-0.00016991+0.00045614i,-0.00051584+0.00033348i
-0.001191+0.00032293i,-0.0010777+0.0020982i,-0.0014543+0.0030508i,-0.00061247+0.0031035i,0.00085753+0.0019923i,0.0011969+0.00055476i,7.8135e-05+0.00023754i,-0.00088153-2.4765e-05i,-0.00014257-0.00054113i,0.00034263-0.0010411i,0.00016796-0.00066236i,0.00036391+0.00018309i,-0.00046317+0.00062022i,-0.00098263+0.00083305i,0.00014725+0.00099166i,0.00056362+0.00075582i,-0.00030127+0.0006202i,-0.00097878+0.00051816i,-0.00095095+8.6233e-05i,-0.00064516-0.00049258i,-0.00073314-0.00019357i,-0.00044847+0.00088622i,0.00018121+0.0014057i
-0.0010148+0.00076745i,-0.00035192+0.00019436i,-0.00039227-0.00068959i,-0.00043115-5.8468e-05i,-9.0262e-05+0.00042838i,-0.00045283-0.00026714i,-0.00080652-0.00028986i,-0.00021554+0.00022931i,-9.0029e-05-4.4648e-05i,-0.00054747-0.00013093i,-0.00076609+0.0006001i,-0.00021073+0.0011583i,0.00037429+0.00065223i,-0.00036063+0.00030638i,-0.00097928+0.00099089i,-0.0011193+0.0011795i,-0.00089576+0.00098843i,-0.00043398+0.00021852i,7.2893e-05-0.00073038i,0.00058744-2.2357e-05i,0.0011142+0.00074195i,0.0011684+0.00044816i,0.00041647+0.00018866i
0.0017717+0.00037389i,0.0023662+0.00062285i,0.002716+0.000526i,0.0016665-0.00099255i,0.00075012-0.0015201i,0.00033093-0.00067423i,-0.00021309-0.00036466i,0.00014494+0.00015072i,0.00065049+0.00036514i,0.00085257-0.00019232i,0.00051525-0.00049758i,-0.00017393-0.00028256i,-0.00090598+9.6407e-05i,-0.00075599-0.00013186i,-4.0015e-05-0.00026823i,-0.00037844+8.0382e-05i,-0.00055932-0.00024664i,-0.00034452-0.00015941i,0.0003795+0.00026166i,0.00072318+0.00033972i,0.00017698+0.00050023i,-0.00037668+0.00012224i,-0.00073073-0.0003151i
0.00018526-0.0011131i,-0.00056228-0.0013548i,-0.0014056-0.001509i,-0.0021958-0.00061931i,-0.0017778+0.00010937i,-0.00042751+0.00042566i,0.00016732+0.00016676i,-2.3102e-05-0.00015799i,-0.00021296-0.00016809i,-0.00064241+0.00052143i,-0.0011725+0.00098535i,-0.00071745+0.00082851i,8.8381e-05+0.0007703i,0.00049753+0.00084537i,0.00062412+0.00066411i,0.00053059+0.00051092i,0.00011989+0.00078555i,-7.8532e-05+0.00071405i,0.00026372+0.00010788i,0.00054474-3.1851e-05i,0.00061104+0.00032759i,0.00016317+0.00039075i,0.00018663-0.00027971i
-0.00021988+0.0040263i,0.0013308+0.0046303i,0.0019809+0.0038332i,0.0016102+0.0023527i,0.0015717+0.001694i,0.00042461+0.0013115i,-0.00042263+0.00011465i,-0.00068157-0.00063647i,-0.00072145+5.9532e-06i,-0.000329+7.0916e-05i,-0.00027548-0.000227i,-0.00022171-1.8519e-05i,-0.00050172+0.00016526i,-0.00072421-3.7261e-05i,-0.00039064+6.9268e-07i,-0.00023304+0.00021648i,0.00022984+0.00058477i,0.00092482+0.00069841i,0.00072295+0.00053981i,0.00037723+6.4461e-05i,0.00026449+0.00014301i,4.4476e-05+0.00030245i,4.0746e-06-0.00013374i
-0.0029053+0.0033108i,-0.0023451+0.0029708i,0.00070499+0.0040097i,0.002558+0.0025007i,0.0033181-0.00024176i,0.00184-0.0013481i,-0.00044039-0.001197i,-0.00020042-0.00059605i,0.00035993-0.00019404i,0.0003549-0.00045564i,0.00053011-0.0005771i,-5.8085e-05-0.00024547i,-0.0012026+0.0003964i,-0.001443+0.0010029i,-0.00034833+0.0015849i,0.00016653+0.0014427i,-0.0001334+0.00013589i,-6.1093e-05-0.00036969i,-1.7413e-05-0.00048154i,-0.00030482-0.00016313i,-0.00096787-6.7152e-06i,-0.00052088-0.00021045i,0.00029062-4.6611e-05i
-0.0010979+0.00086184i,-0.0004069-5.0412e-05i,-0.00035643+0.00038813i,-0.0002147+0.00075223i,-0.0001548+0.00083914i,-5.2543e-05+0.00010471i,8.1842e-05+0.00010306i,-0.00060632+0.0001436i,-0.00046597-0.00024214i,5.3481e-05+0.00027962i,4.1657e-05+0.0006737i,-0.0004237+0.00041143i,-0.00080684+0.00013243i,-0.001259+0.00012105i,-0.0013377+0.00017519i,-0.0010131+0.00063862i,-0.00089467+0.00093079i,-0.00085586+0.00065019i,-0.00058178+0.00039488i,-0.00013614+0.00027655i,1.1675e-05+0.00025422i,-0.00035352-0.0001745i,-0.00051733+0.0003086i
-0.00029069+0.00072674i,-0.00025867+1.7438e-05i,-0.00060968-0.00060448i,-0.0010577-0.00057242i,-0.00095042+0.00011005i,-0.00049676-0.00029058i,-7.0165e-05-0.00073594i,4.8488e-05-0.00062751i,-0.00074269-0.00020853i,-0.0015329-0.00016004i,-0.00088481-0.00014151i,0.00013612+0.00055827i,0.0003929+0.00071608i,0.00029608+0.00039587i,0.0016322+0.00019514i,0.0014652+0.00052768i,-8.7221e-06+0.00017803i,-0.00022048-0.00030894i,-0.00015305-0.00058036i,2.435e-05-0.00020645i,2.65e-05+0.00064534i,0.00014651+5.8399e-05i,0.00049334-0.00049858i
-0.00066735+0.0011737i,-0.0014196+0.00078326i,-0.0015197+0.00038967i,-0.0010994+0.00035515i,-0.00060413-7.5873e-05i,-0.00011464-0.00023489i,-0.00036779-0.00034168i,-0.001319-0.00012641i,-0.0019299+1.4048e-05i,-0.0015267+1.7417e-05i,-0.00087194+4.2288e-05i,-0.00075377-0.00022903i,-0.00086904-0.00040579i,-0.0010827+0.00029403i,-0.0013312+0.00039258i,-0.001158+0.00023362i,-0.00072089+0.00095136i,0.00061871+0.001275i,0.0015622+0.0011233i,0.001138+0.00061354i,-9.588e-05+0.001108i,-0.00090388+0.00092715i,-0.00038537+3.2508e-05i
0.0016932-0.0012682i,0.0017141-0.00072029i,0.0016938-0.00066181i,0.00031984-0.0006948i,2.5464e-05+0.00021558i,0.00013293+0.00068046i,-0.00045354+0.00018727i,-0.0011321-0.0005619i,-0.0015241-0.00049386i,-0.00076796+0.00011644i,0.00020779+0.00057836i,-0.00022954+0.00047668i,-0.00019353-4.7311e-05i,0.00016559-0.00048045i,0.0003635-0.00047198i,0.00076786-7.9712e-05i,0.00083649+0.00043528i,0.00062223+0.00048243i,0.00034105+0.00016317i,0.00024163-0.00078815i,4.4002e-05-0.0011002i,-0.00015137-0.00062377i,-0.00050614-0.00037505i
0.00015353-0.0019722i,-0.00036211-0.0024417i,-0.00068975-0.0016502i,-0.00077059-0.00050204i,-0.00074534+0.00036832i,-0.00076958+0.00070232i,-0.00046715+0.00053056i,-0.0010326+6.1131e-05i,-0.001665-0.00033102i,-0.001348-3.7311e-05i,-0.00050737+0.00067918i,-0.00043182+0.0010323i,-0.00032589+0.00089653i,5.2124e-05+0.00081536i,-9.808e-05-0.00016261i,0.00011429-0.00092359i,0.00087117-0.00079764i,0.00080424-0.0008811i,0.00037726-1.625e-05i,0.00035502+0.00024739i,0.00050324-0.0011006i,0.00024135-0.0012658i,-0.00013756+9.6324e-05i
0.00014937+0.00052217i,0.00035417+0.00069861i,-0.00017493+0.00039836i,9.4348e-05-0.00025439i,0.0005643+0.00028346i,0.00034937+0.00065014i,0.00047535-0.00065616i,0.00034121-0.0010664i,0.00020622+5.817e-05i,-0.00012381+0.00057595i,-0.00013018+0.00062652i,0.000606+0.00078855i,0.00038184+0.00096939i,-0.00067198+0.0006757i,-0.00051875-0.00017027i,-0.00015075-0.00035277i,-0.00023569-0.00030003i,0.00012496-0.00052442i,0.00011094-0.0011479i,0.00022781-0.00075997i,0.00047317+0.00055758i,0.00046886+0.00056636i,-1.286e-05+8.8301e-05i
-0.00065506-0.000127i,-0.00093249-0.00017122i,-0.0012728-0.00040906i,-0.0012733+0.00012267i,-0.0012368+0.00070957i,-0.00060634+0.00081832i,-0.00027449-0.00019359i,0.0001065-0.00061959i,-0.00052315-0.00028163i,-0.0013757+0.00067689i,-0.000924+0.0015293i,-0.0010785+0.00072913i,-0.0014761-0.00030851i,-0.00019079+0.00023521i,0.00081955+0.0006114i,0.00042151-2.773e-05i,0.00025315-6.163e-05i,0.00054005+0.00013611i,0.00034432-0.0002927i,0.00038067-0.00094161i,-4.2802e-05-0.0011698i,-0.00027115-0.0004012i,-0.00063918-0.00012756i
-0.0024977+0.00015626i,-0.0028754-0.0002715i,-0.002747+0.00080492i,-0.0018818+0.0015551i,-0.00064077+0.0011112i,0.00020679-0.00018i,0.00093663-0.00048908i,0.00086085-0.00058545i,-7.8174e-05+0.000628i,-0.0010263+0.0012063i,-1.2121e-05+0.00073543i,0.0012922+0.00017909i,0.00070229-0.00020643i,-0.00034594+1.8166e-05i,-0.00034106+0.00012818i,-4.8099e-05+3.0342e-05i,-0.00046758+6.5833e-05i,-0.00084934+8.122e-05i,-0.00086189-0.00057215i,-0.00048645-0.00085291i,0.00054347-0.00040046i,0.00057045+0.00028726i,0.00030017+0.00051019i
-0.00096747+0.0017548i,-0.0014567+0.0029871i,-0.00067881+0.0033238i,-1.5107e-06+0.0026115i,0.00025166+0.0014258i,2.0617e-05+0.00011094i,5.3069e-05+0.00020334i,-0.00038639+0.00028312i,-0.00085481-0.00096529i,-0.00048223-0.0010615i,-2.8247e-05-0.00068975i,3.243e-05-0.00057271i,-0.00098908+0.00052901i,-0.0011659+0.0012i,-0.0006932+0.00081167i,-0.00046428-8.5997e-06i,0.00020794-0.00056331i,0.00038645-0.00036068i,0.00010962+0.00033027i,0.00018064+0.00077169i,0.0002506+0.00032089i,-1.2961e-05-0.00037617i,-0.00032409-0.00067168i
0.0013239+0.00061906i,0.0014409+0.00051292i,0.001638+0.0010224i,0.001106+5.4143e-05i,0.00093323-0.00098834i,0.0007573-0.0006651i,0.00072557+8.0667e-06i,9.9935e-05+4.9292e-05i,-0.00054648-0.00011336i,-0.00069564-4.5391e-05i,-0.0013847-9.3653e-06i,-0.0011372+0.00024246i,-0.0002436+0.00079539i,0.00047969+0.001345i,0.00085888+0.0014787i,0.00036878+0.00062838i,-0.0008216+3.1615e-07i,-0.001274-0.0002627i,-0.00036259-0.00043997i,0.000119-0.00056655i,-0.00019626-0.00034338i,-1.6654e-05+0.00014372i,-0.00017562+0.00023164i
0.0012737-0.00038072i,0.0011568+0.00017556i,0.00045329-0.00071826i,-8.9673e-05-0.0014722i,-0.0010764-0.0013076i,-0.0008092-0.00098172i,-0.00034371-0.00074547i,-0.00039915-0.0010608i,-0.00086619-0.0013688i,-0.0015409-0.0006109i,-0.0013859-6.6957e-05i,-0.0010314+0.00011331i,-0.00081879+0.00094602i,-0.00017873+0.0012286i,-6.5906e-05+0.00097482i,-1.4044e-05+3.9987e-05i,-0.00014007-0.00046855i,-0.00082842-0.00021552i,-0.00070775+0.00016761i,9.9054e-05+0.00057466i,0.0001766+0.00017096i,-0.0001342-0.00033833i,2.7824e-05-0.00013245i
0.0019908-0.0005643i,0.00011887-0.00063254i,-0.00084452-0.0006241i,-0.00067272-0.00064979i,7.8455e-05-0.00071742i,0.00036425-0.00052335i,0.00023867-0.00066707i,6.1777e-05-0.00037117i,-7.7715e-05+5.3106e-05i,0.00013417-0.00039311i,0.00021428-0.00049104i,-0.00075601-3.2902e-05i,-0.00065957+0.00042135i,0.00021162+0.0013964i,-0.00017292+0.0017966i,-0.00040598+0.00090453i,0.00039691+0.00032028i,0.00070907+5.3228e-05i,0.0008836+0.0002287i,0.00024181-4.9748e-05i,-0.00054166-0.00096352i,-0.00016285-0.0012614i,0.00015177-0.00058916i
0.0008545-0.00071073i,-6.8129e-05+0.00010309i,-0.0017996+0.00021462i,-0.0020887-0.00031913i,-0.00061114-0.00064811i,0.00026131-1.846e-05i,0.00033582+0.00051784i,7.2261e-05-5.582e-05i,-0.00041991-0.00094141i,-0.00043013-0.00062204i,-0.00049302-0.00011998i,-0.00024056-0.00071105i,0.0010397-0.00060148i,0.001289+0.00016695i,0.00082731-0.00026387i,0.00042967-0.00067265i,-0.00020961-0.00054995i,-0.00030787-0.00026345i,-0.00033383+1.9427e-05i,-0.00037202-0.00025795i,0.00062423-0.00040607i,0.00099759-0.00032381i,-5.2553e-05+0.00023169i
-0.00061886+0.0014625i,0.00014864+0.0023297i,0.00052697+0.0019411i,0.00090709+0.0018789i,0.0013248+0.0013649i,0.0011321+0.0001234i,0.00038111-0.00039327i,0.00024877-0.0011596i,0.00029444-0.00132i,-0.00014058-0.0010348i,-0.0008681-0.00017385i,-0.0012025+0.00036037i,-0.00091082+0.00030744i,-0.00095847-2.2302e-05i,-0.0010826-0.00018445i,-0.00022559+0.00055989i,0.00031577+0.00086032i,2.9261e-05-0.00012149i,-0.00032782-0.00074849i,-0.00053502-0.0004268i,-0.00052891-0.00034883i,0.00024075+5.7282e-05i,0.00063128+0.00023037i
-0.001014-0.00099107i,-0.00172-0.0010406i,-0.0027306-0.00014355i,-0.0033481+0.00070376i,-0.0021691+0.00019806i,-0.00092675-0.0008625i,-5.5334e-05-0.00087932i,0.00060192-0.0007237i,0.00024845-0.00087333i,-0.00023942-0.00053254i,0.00028127+0.00027938i,0.00061774+0.0010861i,-3.3831e-05+0.0005511i,-0.00082643-0.00054712i,-0.00072654-0.00025068i,9.6803e-05+0.00062341i,0.00083739+0.00025752i,0.00096746-0.00053738i,0.00056945-0.00029754i,0.00052993-8.1132e-06i,0.00070709-0.00067729i,0.00010519-0.00040805i,-0.00027538+0.00042651i
-0.00053971-0.00073456i,-0.0010611-0.00015417i,-0.0022505+0.0011859i,-0.0021229+0.001709i,-0.0014723+0.0015985i,-0.001261+0.0010801i,-0.0010112+8.1037e-05i,-0.00055871-0.00067887i,-2.3653e-05-0.00048521i,-0.00046181+0.00018069i,-0.00037712+0.00018941i,3.1802e-05+0.00046854i,4.8336e-05+0.0010228i,0.00010232+0.00088354i,-9.8229e-05+0.00022088i,-2.2204e-06-4.2573e-06i,-0.00013312-0.00021006i,-0.00065401-0.00056455i,-0.00029835-0.00043985i,0.00018196-2.3551e-05i,0.00043433+0.0002973i,-0.0001422-0.00033138i,-0.00062206-0.00085286i
0.00084973+0.0025942i,0.0012765+0.0018161i,0.0025036+0.0009558i,0.0024279-0.00033124i,0.0011497-0.00019546i,0.00030501+8.3629e-05i,0.00042942+0.0002247i,0.0002543+0.00073441i,-0.00070313+0.00010672i,-0.00048822-0.00030177i,-0.00068722+8.5722e-05i,-0.0011902+0.00074604i,-0.00121+0.00077635i,-0.00049187-5.2221e-05i,-0.00018836+6.0409e-05i,-0.00043124+0.0013876i,-0.00069349+0.0016503i,-0.00082777-0.00011534i,-0.00039393-0.0014371i,-2.8749e-05-0.0011425i,0.00061765-0.00048272i,0.00048041-0.00013248i,-4.8359e-05+5.0768e-05i
-8.5798e-05-0.0022991i,-0.00015439-0.0021789i,-0.0011613-0.0020895i,-0.0012933-0.00138i,-0.0012132-0.00046288i,-0.0012975-0.00063463i,-0.00078774-0.00083683i,-0.00049334-0.00090806i,-0.0014175-0.00087783i,-0.0012294-0.00023414i,-6.9121e-05+0.00054503i,-0.00016175+0.0011411i,-0.00036978+0.00062994i,0.00015654+2.0784e-05i,0.00090919+8.5454e-05i,0.0010348-0.00031515i,0.00024156-9.2169e-05i,-0.00022321+7.4979e-06i,0.0005158-0.00081483i,0.00065235-0.0010309i,0.00057572-0.00051205i,0.00050606-7.4885e-05i,-3.7976e-05+0.00046141i
