-0.0048759+0.0017919i,-0.0033015+0.0014256i,-0.0036011+0.00024387i,-0.0032201-4.1337e-07i,-0.0021581+0.0010621i,-0.0014082+0.001816i,-0.0010656+0.0018916i,-0.0008361+0.0017275i,2.335e-05+0.0013425i,0.0015651-0.00043489i,0.0016546-0.0011028i,0.00077862-0.000603i,0.00029284-0.00021142i,0.00038489+0.00078423i,0.0005309+0.00052803i,0.00012212-0.00017675i,0.00048145-0.00019882i,0.0013219+4.3456e-05i,0.00084643-0.00044759i,0.0010105-0.0010896i,0.0018986-0.00073406i,0.0017995-0.00036528i,0.0002699-0.00049472i
-0.0010412-0.00030871i,-0.0010767-0.0017175i,-7.412e-05-0.0010705i,-0.00036246-0.00059827i,-0.00071253-0.00019322i,-0.00035321+0.00020062i,-0.00018436+0.00069357i,0.00059112+0.0014187i,0.0013045-0.00016119i,0.0007839-0.0013422i,-0.00017311-0.0016115i,-0.00058271-0.0021473i,-5.1049e-05-0.001486i,0.00011082-0.00021747i,-0.0001246-2.2275e-05i,0.00056231-0.00021802i,0.0011575+0.00039297i,0.00078163+0.0012109i,-0.00033308+0.00041045i,-0.0010267-0.00061025i,-0.00095744+0.00013089i,-0.00106+0.00069444i,-0.0012445+0.0007681i
-0.00083525+0.0019542i,5.5318e-05+0.0020539i,0.0011642+0.0026878i,0.0015366+0.0027141i,0.0012042+0.0020072i,0.00026868+0.00097929i,-0.00062988+0.00054528i,0.00020514+2.8479e-05i,0.00069407-0.00088332i,0.00015175-0.0016409i,9.4483e-05-0.0019944i,-0.00071717-0.002064i,-0.0014576-0.0017357i,-0.00085213-0.0010383i,3.3215e-05-0.00056566i,9.1239e-05-0.00028539i,-0.00028647-0.00012505i,-0.00024979+0.00061415i,0.00048238+0.00078647i,0.0001814-0.00015137i,-0.00021827-0.00010968i,0.000416+0.00047141i,0.00073446+0.0010987i
0.00086431-0.00045235i,0.0002773-0.00045779i,0.0016628+0.00014489i,0.001696-0.00023025i,-0.00071697-0.0013115i,-0.0021989-0.00087068i,-0.00073832+0.00011935i,0.0012272+0.0004373i,0.0018027-0.00027159i,0.00081868-0.0013121i,-0.00082585-0.0012045i,-0.001332-0.00076898i,-0.00045571-0.00066177i,0.00046332+7.4789e-07i,0.00066503+0.00023371i,0.00059015-0.0004421i,-1.2944e-05-0.0005683i,-0.00056471-0.00025723i,-0.00029341-0.00033753i,0.00010669-2.6923e-05i,-0.00011811+0.00031548i,-0.00021431+0.00063207i,-0.00041619+0.0007408i
-0.0025644-0.00060738i,-0.0027937-0.00030217i,-0.0026049+0.00085128i,-0.0021543+0.00084524i,-0.0016973+0.00037319i,-0.0012242+0.00076393i,-0.00085831+0.0016207i,0.0001522+0.0017505i,0.0006299+0.00084967i,0.00026189+6.9095e-05i,0.00035926-0.00038604i,0.00071919-0.00080773i,-0.00019282-0.00046453i,-0.0012565-5.4297e-05i,-0.00064075-4.0113e-05i,6.7625e-05-0.0001589i,0.00010918-0.00082994i,-0.00013408-0.00090289i,-0.00086737-0.00046601i,-0.001102-0.00063012i,-0.00051467-9.9891e-05i,-0.00012507+0.00019272i,0.00022305-0.00051933i
-0.0020005-0.00085905i,-0.0020613-0.0007001i,-0.0020968-0.0010333i,-0.0003664-0.00086036i,0.00067113+0.00048854i,0.00030057+0.0011724i,-0.00027311+0.00093944i,-0.0010645+0.00043078i,-0.00087445-8.8992e-05i,-0.00033769-0.00056609i,-0.00044618-0.00070559i,-0.00080779-0.00055063i,-0.00081375-0.00054927i,5.461e-05-0.00026217i,9.3468e-05+0.0001762i,0.00022565+4.5063e-05i,0.00065548+0.00019899i,4.0772e-05+0.00042471i,-0.00076307+0.00016801i,-0.00074467-0.00093773i,0.00012805-0.001471i,0.0008899-0.00061893i,0.00084073+0.00013566i
0.0038538-0.0015734i,0.0042611-0.00092742i,0.0027994-0.0026715i,6.9131e-05-0.0020382i,-0.0010526-0.00030015i,-0.00099422-0.00031662i,-0.00066864+0.00051447i,-0.0001934+0.0005387i,0.00036094-0.00072864i,0.00014571-0.0007028i,-0.00047498-0.00054266i,-0.001112-0.00079469i,-0.0010864-0.00041957i,1.2106e-05-0.00018676i,0.00036486-0.00044195i,-0.00014886-6.4676e-05i,-0.00048335+0.00050438i,-0.00043562+6.3344e-05i,-0.00012617-0.00076463i,-0.00035451-0.00044267i,-0.00073298-0.00033354i,-9.0346e-05-9.8041e-05i,-7.9643e-05+0.00054612i
-0.0010712+0.00046495i,-0.00072221+0.00041144i,0.00087424+0.00037264i,0.001674+0.00034466i,0.00093416+0.00037669i,-9.2467e-05+0.0011361i,-4.356e-05+0.0017857i,-8.2065e-05+0.001448i,-6.7051e-05+0.00045351i,0.00027269-0.0004331i,-0.00064294-0.0010933i,-0.0011563-0.00094262i,-0.00082876-0.00051902i,-0.00048696-0.00060936i,-0.00032179-0.00064695i,0.00033909-0.00058555i,0.00053896-0.00036412i,-0.00057538-0.00019152i,-0.0012683-0.00042514i,-0.0011772-0.00021182i,-0.00079368+0.00056633i,-6.1353e-05+0.0010674i,-0.00041456+0.00048222i
-0.0032827+0.00074909i,-0.0031777+0.00097166i,-0.0020341+0.00075463i,-0.0013845-0.00015271i,-0.0009893-0.00093341i,-0.00015229-0.0012475i,0.00071309-0.00019208i,0.0010649+0.00035705i,0.0009196-0.00017173i,0.00052736-0.00054768i,0.00035532-0.0012682i,0.00040913-0.0011261i,-0.00043991-0.00045362i,-0.0010745-0.00034956i,1.849e-05-0.00059361i,0.00045438-0.00096611i,6.1736e-05-0.0010305i,0.00017211-4.5287e-05i,0.00010746+0.00083844i,-0.0003347+0.00020287i,-0.00069411-0.00066003i,-0.00051677-0.00032423i,9.2912e-05+9.4656e-05i
0.0015459+0.0014246i,0.0020051+0.00046162i,0.0029877-0.00038949i,0.0019588+0.00022882i,0.00020318+0.00078738i,-0.00060083+0.00040686i,-0.00020576+0.00065903i,0.00099408+0.00060756i,0.00088386-1.5912e-05i,-0.00017212-0.00075538i,-0.00064282-0.00089727i,-0.00030401-0.00067164i,-0.00022882-0.00079926i,0.00017269-0.0010033i,0.00057226-0.00085833i,0.00016107-0.00013173i,-0.0004296+0.0006238i,-0.0010292+0.0010242i,-0.00136+0.00064041i,-0.00077078+3.4196e-05i,0.00018412-0.0008788i,0.0005672-0.00095227i,0.00061831-4.0949e-05i
-0.00061797+0.0017943i,-0.00035448+0.002334i,2.7198e-06+0.0020749i,0.00098278+0.0013544i,0.00084379+0.00043139i,0.00069206-0.00021506i,0.0011759-3.3442e-05i,0.0012389-4.6403e-05i,0.000928-0.00072132i,0.0013343-0.00093718i,0.00070523-0.00065281i,-0.00068494-9.738e-05i,-0.00086012-0.0002313i,0.00040665-0.00052168i,0.0010626-0.00061319i,0.00054756-0.00060021i,0.00039045-0.00045861i,7.1004e-05-2.2289e-05i,0.00015509+0.00040891i,0.00040535+0.001201i,-1.022e-05+0.0012754i,0.00030078+0.00064969i,0.00035981+0.00069279i
-0.0023873+8.4176e-06i,-0.0021979+0.00026868i,-0.0013433+0.00061133i,-0.001279+1.6512e-05i,-0.0010435-0.00059543i,-0.001058-0.00059796i,-0.00061413+7.8619e-05i,0.00028844+0.00056148i,0.00069688-0.00040939i,0.00049112-0.0012013i,-5.149e-05-0.0018397i,-0.00013524-0.0017683i,-0.00043232-0.0016904i,-0.00023681-0.0011516i,3.0285e-05+0.00012262i,0.00029773+0.00080565i,0.00043974+0.0011172i,0.0003664+0.00098384i,0.00034862+0.00030959i,-0.00041304-1.8054e-06i,-0.00072566-1.8184e-05i,-0.00021117+0.00033982i,-0.00032543+0.00083215i
0.0011767+4.3894e-05i,0.00018318-0.00016099i,-0.00063482+0.00045271i,-0.00097615+0.0010136i,-0.00099088+0.00046734i,-0.00076135+0.00033145i,-0.0013564+0.00099637i,-0.00058614+0.0010398i,0.0012518-0.00012546i,0.0012164-0.0011749i,0.00021715-0.0019431i,-0.00023926-0.0017018i,-0.0001261-0.00064735i,0.00072027+1.1536e-05i,0.0011639+0.00045259i,-0.00032648+0.00031196i,-0.0011205-0.00029121i,-8.158e-05-0.00051931i,0.00068649-0.00047396i,0.00061832+4.8512e-05i,-0.00029504+1.3822e-05i,-0.00060579-0.00038436i,-0.00025008-0.00037559i
0.0017077-0.0003316i,0.00048998+0.00058686i,0.00029334-0.00040067i,0.00087877-0.0012591i,0.00025703-0.0011566i,-0.00034959-0.00058082i,-0.0005689+0.00076491i,-6.0832e-05+0.0011749i,0.00053072+7.4155e-05i,-0.00029741-0.00077928i,-0.0014556-0.0013526i,-0.0013869-0.001971i,-0.00041744-0.0013118i,-0.00029941-0.00010099i,-0.00044306+0.00052408i,-0.000438+0.00030827i,-0.0007785-0.00029823i,-0.000539-0.00017379i,2.5512e-05+0.00053221i,0.00013956+0.00088777i,0.00054741+0.0012109i,0.00063185+0.0012169i,-0.00014678+0.00020298i
-0.0022599-9.9763e-05i,-0.0020637+0.00092774i,-0.0018916+0.0012844i,-0.001231+0.00048035i,-7.8559e-05+4.7318e-05i,0.0003451-0.00013946i,-0.00014468+0.00060031i,5.6085e-05+0.0012642i,0.00038124+0.00023494i,0.00072406-0.00063944i,0.00093628-0.00084066i,0.00059945-0.0011033i,0.00028812-0.0008031i,0.00031839-0.00022051i,0.00062132+0.00047442i,0.00049825+9.7425e-05i,0.00017638-7.2683e-05i,8.6686e-06+0.00028725i,0.00011198+0.00028722i,-0.0001154+0.00035748i,-2.1602e-06+3.0302e-06i,0.00034978-3.8158e-05i,-0.0001944+0.00010045i
0.00084681-0.00035531i,0.0018679-0.00026005i,0.001842-0.00061967i,0.00093887-0.00024954i,0.00029893+0.00032889i,-0.00033065+0.00033198i,-0.00028714+0.0010329i,0.00068843+0.001027i,0.0015669+0.00057934i,0.0012076+4.7119e-05i,0.001057-0.0011323i,0.0010022-0.0020992i,0.00022694-0.0015027i,-0.00017285-0.00034306i,-5.3823e-06-0.00016233i,6.011e-05-2.9092e-05i,-0.0001138+0.00045924i,-0.00037039+9.5303e-05i,-0.0001827-0.00040471i,0.00031093-0.00034958i,0.00063413-0.00058117i,0.00016797-0.00068835i,-8.6018e-05-0.00015175i
-0.00043949+0.0009906i,-0.0001537+0.001874i,-0.00023269+0.0016158i,-0.00021951+0.0013592i,-0.00069383+0.0010229i,-0.00099407-2.537e-05i,-0.00062214-0.00032473i,-0.00040861+0.00067566i,-0.00037139+0.0011089i,-0.00022653-3.111e-06i,-7.7871e-05-0.0015856i,0.00032524-0.0016361i,0.00061678-0.00091308i,0.00061897-0.00068656i,0.00026388+2.6036e-05i,-8.6858e-05+2.7804e-05i,-0.0005637-0.00081241i,-0.00063347-0.00080974i,-0.00031866-0.00014198i,0.00019438-0.00042322i,0.00099707-0.00047642i,0.00066135+0.00010145i,-0.00046475+0.00041171i
-0.00060347+3.2529e-06i,-0.0021888-4.7738e-05i,-0.0021836-2.9287e-05i,-0.001157+6.4643e-05i,-0.00087633-0.0003209i,-0.00065052+0.00046088i,-5.6614e-05+0.001851i,0.00038015+0.0017643i,0.001425+0.0007826i,0.0017296-6.8859e-05i,0.00078005-0.0009565i,-0.00056228-0.0014211i,-0.00081463-0.00066344i,-0.00067818-3.8786e-05i,-0.00036876+5.7892e-06i,-0.00012281+0.00053781i,-0.00056632+0.00064138i,-0.00034579+1.9123e-05i,0.00019998-0.00042203i,-0.00019388-0.0005014i,-0.00062578-0.0010058i,-0.00086686-0.00082966i,-0.00058135+4.0886e-05i
0.0006429-0.0022603i,0.0015694-0.0033632i,0.0016823-0.0027739i,0.00084005-0.0018403i,-0.00060708-0.0012657i,-0.0013047-0.00036013i,-0.00017073+0.00067328i,0.00074341+0.0013758i,0.0011074+0.00027161i,0.00097654-0.0010635i,0.00031525-0.0011471i,0.00010371-0.0010756i,-4.0082e-05-0.0012529i,-0.00095727-0.00067579i,-0.0008861+0.0001763i,-0.00042296-0.00012434i,-0.0010391-0.00052855i,-0.00086557-5.869e-05i,-0.0003739+0.00042929i,-0.00049479-0.00034437i,-0.00059176-0.00077836i,-8.0205e-05-0.00037872i,-0.00010945-0.00025856i
0.0017084-0.00143i,0.0012244-0.001014i,0.0011194-0.0014469i,0.00074575-0.0012522i,0.00018042-0.0010319i,-0.00058464-0.00085755i,-0.0004885-0.00044814i,0.00069578-0.00070539i,0.0011692-0.0010192i,0.00035605-0.00041834i,-5.8363e-05-0.00063265i,-0.00047656-0.0011629i,-0.0010414-0.00017213i,-0.0007107-0.00010301i,0.00034277-0.00070882i,0.00063161-0.00020487i,0.00066608-7.5471e-05i,0.00082039-0.00057077i,-9.5281e-05-0.00073951i,-0.00044958-0.00051171i,-0.00072886-0.00033413i,-0.00097451-0.0008499i,0.00021431-0.00078253i
0.002008+0.0025231i,0.0027094+0.0027195i,0.0021853+0.0017338i,0.0012031+0.00062708i,-0.00014616-8.9241e-05i,-0.0012712-0.00096565i,-0.0010169-0.00016342i,0.00029117+0.00092204i,0.0012388+0.00064326i,6.4051e-05-0.00015042i,-0.00076052-0.00089803i,1.7299e-05-0.0020401i,0.00041607-0.0019165i,0.00031189-0.00079949i,1.3486e-06-0.00047783i,-0.00053299-0.00036832i,-0.0011537+5.762e-05i,-0.0013288+0.00017435i,-0.00089324-0.00034391i,-0.00034253-0.00017252i,-0.00030116+0.00016584i,-0.00049776-0.00027095i,-0.00052361-0.00045806i
-0.00051955+1.5292e-05i,6.8267e-05-0.00073005i,9.2962e-05-0.0010063i,0.00023734-0.0012928i,0.00054051-0.001237i,0.00021497-9.5215e-05i,-9.6621e-06+0.00041575i,0.00066694-7.6129e-05i,0.0011847-0.00086007i,0.0014512-0.0005751i,0.0015608-0.00045859i,0.00028155+3.3941e-05i,-0.0010726+0.00045131i,-0.0010906-0.0003335i,-0.00027364-0.00045674i,-0.00017697-0.0006206i,-0.00091727-0.0012836i,-0.00020323-0.00051869i,0.00056309-2.2359e-05i,-8.8896e-05-0.00013605i,-0.000789-0.00070568i,-0.00038172-0.00098521i,0.00034681-0.0002763i
0.00067915+0.0022436i,0.001069+0.0021492i,0.00044204+0.0014769i,-0.00062059+0.00013465i,-0.0011727-7.1358e-05i,-0.0014978+0.00025364i,-0.00038709-0.00057354i,0.00048579-0.00045692i,1.6256e-05-2.4909e-05i,0.00023195-0.00040057i,0.00080653-0.0014068i,0.00088782-0.0015428i,0.00048109-0.00075453i,0.00014043-0.0004971i,0.0005699+6.106e-05i,0.00042039+0.00043891i,-9.2788e-05+0.00072822i,-0.00017117+0.00076466i,-8.3463e-05+0.00043566i,-6.8546e-05+0.00051249i,0.00057635+0.0006385i,0.0009869+0.00066767i,-3.681e-05+0.0007452i
0.00059538+0.00024555i,0.0011611-0.00050957i,0.00046253-0.0014123i,0.00045844-0.00084316i,-0.0009457-0.0004057i,-0.0025556+0.00011143i,-0.0018621+0.0020365i,-0.00075792+0.0021052i,0.0004227+0.00011303i,0.00042707-0.0013068i,0.0001778-0.0011266i,-0.00040989-0.00065632i,-0.0010486-0.00077475i,-0.00067568-1.6155e-05i,-0.00017186+0.0007425i,-0.00028872+0.0008334i,-0.00053134-0.00027086i,-0.00028517-0.0010094i,-7.37e-05-0.00037563i,0.00023742-6.7015e-05i,-0.00068189+0.00015597i,-0.0015265+3.3636e-06i,-0.0012193+0.00066946i
-0.00026323-0.0026863i,9.6349e-05-0.0027808i,-3.0215e-05-0.0026931i,-4.4927e-05-0.0017945i,-0.00039764-0.00062858i,-0.00052427+0.00048744i,0.0001007+0.0019452i,0.00029357+0.001658i,-0.00017184+0.00026608i,-0.00064841-0.00073948i,-0.00040053-0.0011793i,-0.00019173-0.0016412i,-4.0724e-05-0.0013808i,-0.00062707+6.9024e-05i,-0.00089584+0.00044586i,-0.00041115+0.0002332i,-0.00060712+0.00014981i,-0.0010381+0.0006187i,-0.00071618+0.00013142i,-0.00054313-0.0011304i,-0.00033578-0.0012788i,0.00023018-0.0006559i,0.00021627-0.00036119i
0.00039103-0.00032543i,0.0010934-0.00059275i,0.00019145+0.00033681i,-0.0013606+0.00048619i,-0.0016287-0.00016294i,-0.00069934-0.0002342i,0.00069903+2.6069e-05i,0.0014188+0.00034618i,0.0012842+0.00050065i,0.00068667+0.0002944i,-9.5324e-05+9.9554e-06i,-0.00098372-0.00018951i,-0.0008896-0.00034061i,-0.00056567-0.00081944i,-0.00023603-0.00091415i,6.5899e-05-0.00037771i,0.00019712-0.0002106i,0.00028522+0.00018246i,0.0001216+0.00034741i,0.00013307+0.00020359i,0.00028904+0.00067002i,0.0001866+0.00084885i,0.00016317+0.00032812i
0.0020143-0.00016341i,0.0010962-0.00073151i,0.00041538-0.00067645i,0.00017-0.0010228i,-0.00052257-0.0016926i,-0.000963-0.0012623i,-0.000468+0.00076239i,0.00026086+0.0016719i,0.00035861+0.00072344i,-0.00019546-0.00010153i,-0.0006564-0.00029915i,-0.00091826-0.00075612i,-0.001547-0.001134i,-0.0013517-0.0010015i,-0.00014215-0.00055612i,9.207e-06+3.186e-05i,0.00019134+0.00027055i,0.0002975-8.9321e-05i,-0.00027908-0.00071569i,-8.1039e-05-0.00050071i,-3.4029e-05-0.00063666i,0.00028011-0.00025466i,0.0005035+0.0011386i
0.00081183-0.0015554i,0.00020564-0.0023037i,-0.0015031-0.0012604i,-0.0026387-0.0010441i,-0.0024958-0.00073336i,-0.0015515+0.00026333i,-0.00045809+0.00080132i,0.00082328+0.00024127i,0.00058875-0.00040303i,-0.0006623-0.00042475i,-0.00061781-0.0009637i,-0.00044941-0.0011585i,-0.00065753-0.0013314i,-0.0010854-0.0010976i,-0.00062924-0.00063511i,0.00014994-0.00038394i,5.1601e-05+0.00093603i,-0.00037554+0.0011205i,0.00010487-0.00054582i,0.00010723-0.00036681i,-0.00055514+0.00051879i,-0.00030107+0.00030008i,0.00018221+0.00054982i
-0.0014029+0.002356i,9.6918e-05+0.0026056i,0.0013557+0.0012279i,0.0017782+0.0004017i,0.0010317+0.00063645i,-0.00019713+0.00028545i,-0.00059983-0.00016016i,-0.00031562-0.00032725i,0.00040055-0.00032422i,0.00047178-0.00021097i,-0.00039183-0.00078625i,-0.001008-0.0013659i,-0.00031749-0.0012878i,0.00044933-0.00066109i,0.00069849+0.00022544i,0.00083044+7.6045e-05i,0.00015991-1.72e-06i,-0.00046787+0.00030126i,-0.00019449-0.00040272i,0.00041797-0.0012054i,0.00091655-0.00057581i,0.00065761+0.00041057i,-0.0001342-9.4223e-06i
0.00023352-0.0011046i,-0.00010153-0.00089543i,-4.1288e-05-0.0018928i,0.00069281-0.0018245i,0.00053982-0.0013019i,-0.00020088-0.00036396i,0.00020931+0.00053362i,0.0010953+0.00033028i,0.0014777-0.00072919i,0.001136-0.0010555i,8.1793e-05-0.00051371i,-0.00066614-0.0011109i,-0.00055155-0.0015341i,3.4561e-05-0.0012222i,0.0003511-0.0008624i,-0.00034641-0.00038531i,-0.0013587-0.00037424i,-0.00095084-0.00037443i,-0.00018599-6.997e-05i,-0.00016072-0.00013968i,-0.00047931+0.0002422i,-0.00043159+0.00099165i,-7.1527e-05+0.0010457i
0.00023723-0.00067092i,0.0007214-0.0014015i,0.00022371-0.0011925i,-0.0014014-0.00043191i,-0.0017406-0.00017868i,-0.0015216+0.00068179i,-0.0010117+0.0016276i,0.00010359+0.0013803i,0.00091569-0.00034702i,0.00068809-0.00080483i,0.00039548+0.00010369i,-0.00048601-0.00014196i,-0.001225-0.0011044i,-0.00016965-0.00074828i,0.00055204-0.00016994i,0.00070528+0.00028871i,0.00014996-1.2153e-05i,-0.0004945-0.00074509i,-0.00036369-0.00096088i,-0.00047443-0.0010444i,-0.00037833-0.00085059i,0.00030738+0.00021092i,0.00051233+0.00074598i
-0.001742+0.00097179i,-0.0016785+0.0024449i,-0.00027526+0.0032069i,0.0011539+0.0028718i,0.0010614+0.0019258i,0.00055667+0.00028579i,0.0012259+0.00061625i,0.0018655+0.00085039i,0.0012658-0.00045734i,0.0005022-0.00085882i,-0.00012484-0.00060268i,-0.00086457-0.0014594i,-0.00047894-0.0018209i,5.2e-05-0.0012997i,-0.00062884-0.00025967i,-0.00078055+0.00050843i,-0.00018304+0.00056789i,0.0002163-0.00010109i,9.5871e-05-0.00056112i,-0.00089511+1.4714e-05i,-0.001008+0.00014926i,-0.00016701-0.00025267i,-8.0561e-05-0.00039523i
0.00068712+0.001508i,0.00024794+0.00108i,-0.00073128-0.00072327i,-0.0016399-0.0010889i,-0.0018742-0.00013983i,-0.0018719+0.0002489i,-0.00087819+0.0001729i,-4.9167e-06+0.00051676i,0.00059958+0.00057157i,0.00035826-0.00098602i,0.00022483-0.0022239i,-4.1131e-05-0.0015345i,-0.00041083-0.00073069i,-0.00040828-0.0006982i,-0.0001037-0.00066934i,-0.00026696-0.00043538i,-0.00075196-0.00013393i,-0.00029016+0.00086604i,-0.00050545+0.0011566i,-0.00018795+0.00037601i,0.00051538+0.00011939i,0.00014015+0.00021319i,4.3325e-05-0.00015606i
-0.0022006+0.0008377i,-0.0020579+0.0011215i,-0.0015704+0.00038206i,-0.0012993-0.00033469i,-0.00093503-8.9592e-05i,-0.00029131+0.00064603i,0.00065376+0.0007478i,0.001153+0.00055977i,0.00034088-0.00023643i,-0.00080833-0.0012943i,6.7113e-05-0.0016207i,0.00031384-0.0017358i,-0.00036287-0.00071137i,-0.00082678+2.2452e-05i,-0.00063757+0.00050471i,0.00017442+0.00030612i,0.00073438+0.00010534i,0.00067229-4.7217e-05i,0.00048369-0.0010252i,0.00020902-0.0013196i,0.00030169-0.00093524i,0.0002341-8.6628e-05i,-0.0002026+0.00029557i
0.0025023+0.00084669i,0.0020345+0.0014334i,0.0022312+0.00070445i,0.0019132-1.0208e-05i,0.0008317-0.00021292i,-0.00018507+0.00019689i,0.000131+0.0010989i,0.0010642+0.0017514i,0.0010567+0.0015155i,0.00061704+0.00041622i,0.00029223-0.00084447i,0.00011522-0.0013377i,-0.00068372-0.00061586i,-0.00097143+2.0069e-05i,-0.00036367-4.6285e-06i,-0.00033806-0.00018793i,-0.00063201+0.00037328i,-0.00060198+0.00080771i,-1.883e-05+0.00031946i,0.00072394-7.2494e-05i,0.0004117-5.0961e-06i,-0.00011566+0.00043713i,-4.2134e-05+0.00031884i
0.00059609-0.0027312i,-0.00095084-0.0023062i,-0.0023789-0.0021354i,-0.0023978-0.00096613i,-0.0025436-5.0013e-05i,-0.0024374+0.00055774i,-0.0006346+0.00092718i,0.00085508+0.00078399i,0.0006613+0.00017491i,0.00016931-0.00072094i,-0.00059467-0.001868i,-0.00063582-0.0020199i,7.1734e-05-0.0010126i,-2.4674e-06-0.00021654i,0.000141-0.00029907i,0.00064994-0.0003564i,6.4771e-05+7.6301e-05i,-9.0408e-05+0.00015573i,0.00034878+0.00046417i,-0.0002724+0.00066393i,-0.00070888+8.6176e-05i,-0.00038957-0.00033293i,-0.00071289+0.00010168i
-0.0012415-0.00084439i,-0.00011048-0.0011612i,0.0014352-0.00073059i,0.00028175-0.0005971i,-0.00063136-0.0010872i,5.7194e-05-0.00047871i,0.00044566+0.00034408i,0.00017118-2.3747e-05i,-0.00032146-0.00043759i,0.00011563-0.00060955i,0.00046124-0.0012899i,-9.4632e-05-0.0016884i,-0.00073246-0.00071796i,-0.0012081-8.487e-05i,-0.0011626-0.00019466i,-0.00094137-3.9301e-05i,-0.00050584-2.1143e-05i,-0.00018383-0.0014531i,0.00031584-0.0013908i,1.0938e-05-0.0007121i,-0.00088584-0.00087824i,-0.00048953-0.00010089i,-0.00016349+0.00055214i
-0.00014687-0.0010527i,-0.0013569-0.0010795i,-0.0015705+0.00054445i,-0.0010755+0.0020448i,-0.00042291+0.0014134i,-5.3603e-05+0.00019489i,0.00033567+0.00057916i,0.00079337+0.0010394i,0.0010982+0.00048407i,0.0011175-0.00015023i,0.00086486-0.00033435i,0.00041793-0.0002261i,-0.00010493+0.00014888i,-0.00040018+0.00041792i,-0.00014141+9.068e-05i,-3.6202e-05-3.7319e-06i,-0.00041067-9.0768e-05i,-0.00034166-0.00068981i,-0.00025025-0.00087486i,-0.00013867-0.00048086i,0.00022349-0.00046232i,0.00068932-0.00053557i,-0.00015441-0.0006317i
-0.00040348-0.00087396i,-0.0010282+0.00010551i,-0.0010158+0.00033104i,-0.00061793+0.00022491i,-0.0012042-0.0003023i,-0.0013214-0.00011554i,-0.00064072+0.0011017i,0.00021314+0.0012415i,0.00058736+0.00012691i,0.00045554-0.00093668i,0.0004665-0.0018179i,0.00077496-0.0024063i,2.4934e-05-0.0019441i,-0.00051886-0.00098057i,-2.7329e-05-7.0371e-05i,0.00034879-0.00013913i,0.00077735-0.00060369i,0.0010217+0.00034112i,0.0005089+0.0015375i,-0.00033425+0.0016753i,-0.00039963+0.0012935i,-0.00021657+0.0012009i,-6.3261e-05+0.0013926i
-0.0013587+0.0018168i,-0.0014171+0.0014204i,-0.00046426+0.0016045i,-1.4785e-05+0.0027202i,-0.00047447+0.0022509i,-0.0012075+0.001214i,-0.0016971+0.0014568i,-0.00088839+0.0012175i,-3.7931e-05-0.00035716i,0.00023371-0.0012271i,4.5183e-06-0.0014536i,-0.00066524-0.0017169i,-0.00064021-0.0014787i,0.0006271-0.00019336i,0.0010656+0.00012635i,0.00073414-0.0006214i,0.00012469-0.0009396i,-1.5217e-05-0.00087194i,-0.00033181-0.00074524i,-0.00093835-0.00037024i,-0.00083292-6.0704e-05i,-0.00057158+0.00021308i,-0.00024958+0.00026497i
-0.00048795+0.00019939i,-0.00070173+0.00070529i,-0.00097387+0.0012597i,-0.00042654+0.00089331i,-0.00038664+0.00050889i,-0.00081266+0.00024162i,-0.00040182+0.00096595i,0.00020922+0.00066082i,0.00032957-0.00089429i,0.0004874-0.001491i,0.0012271-0.0015815i,0.00097248-0.0011228i,-4.285e-05-0.00034078i,0.00012149-0.00033191i,0.00038341-0.00030731i,0.00010873-1.056e-05i,0.0001516+0.00047277i,-0.0001404+0.00064601i,0.00011356+1.1702e-05i,0.00081905+0.00034025i,-0.00024067+0.00028128i,-0.00065506-0.00071003i,4.024e-05-0.00066641i
-0.00074271+0.00046239i,-0.00036835-0.0005184i,0.00016326-0.0010182i,-7.6654e-05-0.00093491i,-0.00041072-0.00080781i,-0.00060598+0.00010276i,-0.00058573+0.001132i,-5.5208e-05+0.0010257i,0.00013984+0.00012287i,-0.00030064-0.00059232i,-0.00075147-0.0011863i,-0.00088351-0.0018599i,-0.0007634-0.0018368i,0.00012293-0.0010433i,0.00037548-0.0004694i,0.00037054-0.00016097i,0.00020823+0.00011159i,-0.00050598-0.00027981i,-0.00051563-0.00051989i,5.1135e-05-0.0002184i,0.00034416-0.00021363i,4.298e-05-0.00029534i,-0.00027421+2.8617e-05i
0.0020045+0.00051225i,0.0015641+0.00059392i,0.00075495+0.00097235i,4.2679e-05+0.00030262i,-0.0008733-0.00026152i,-0.0020316-0.00018919i,-0.0018+0.000127i,-0.00013893+0.00060427i,0.001021+0.00032395i,0.000945-0.00051295i,0.00014401-0.00090106i,-0.00078357-0.00098527i,-0.00085055-0.00052821i,-0.001382+0.0003082i,-0.0012767-0.00036399i,1.7237e-05-0.00021069i,0.00043084+0.00079117i,0.00046169+0.00064216i,0.00023266+0.00046999i,0.00019597+0.00021005i,9.6309e-05-0.00097798i,-0.00013254-0.00073252i,-0.00045994+0.00022812i
