-0.0022267+0.00012065i,-0.0009728-0.00016228i,-0.0021749+0.00070219i,-0.002087+0.00086356i,-0.0010155+0.00049106i,-0.00028112+0.00024838i,-0.00032654+0.00051957i,-0.00085674+0.00072242i,-0.00082068+0.00054191i,-0.00072724+0.00041705i,-0.00072316+0.00050764i,-0.00069189+0.00055753i,-5.0278e-05+0.00068776i,0.00034874+0.0011315i,-0.0002834+0.00071008i,-0.0003747+0.00085556i,-0.00022284+0.00071416i,-0.00013215+6.4918e-05i,-0.00063185-0.00065644i,-0.00032442-0.00042447i,0.00033817-0.00032559i,0.00028027-0.00025141i,8.0319e-06+0.00034527i
-0.00059007-0.00098485i,-0.0016894-0.0012984i,-0.0019016-0.00077859i,-0.0017287-0.00011537i,-0.0014759+0.00031345i,-0.0006618+0.00061259i,-0.00013884+0.00046624i,-0.00060381+3.3288e-05i,-0.0014168+0.00059166i,-0.0012011+0.0004778i,-0.00077366+0.00028308i,0.00014937+0.00029033i,0.00063487+5.8555e-06i,0.00059774-2.2201e-05i,0.00045773+0.00072i,0.00074895+0.0010733i,0.001215+0.0011683i,0.0012135+0.0013341i,0.00052564+0.0010171i,-0.0003028+0.00063803i,0.00022089+0.00057817i,0.00048554+0.00014234i,0.00052698+0.00033508i
0.0020135+0.00045937i,0.0024331+0.00044905i,0.0027558+0.0012311i,0.0020644+0.00072086i,0.0010173-0.00044488i,0.0002806-0.0010268i,0.00072003-0.0011587i,0.0010699-0.0010029i,0.00037991-0.00039798i,9.6374e-05+0.00011064i,0.00027423+0.00079173i,0.00070734+0.0014636i,0.0008662+0.0016907i,0.00041813+0.0010613i,0.00018347+0.0004395i,3.0892e-05+0.00015392i,-0.0004577+7.4396e-05i,-0.00035959+0.00062712i,0.00038866+0.00026619i,0.00084651-0.00017691i,0.0003211+0.00042549i,-1.1365e-05+0.00092075i,0.00056927+0.00083603i
0.0011592-0.00046466i,-0.00049765+0.0002416i,-0.001013+1.0882e-05i,-0.00014469-0.00081801i,0.00052629-0.00066748i,0.00089236-0.0012168i,0.00095604-0.0013056i,0.00021123-0.00034173i,-0.00034654+5.8663e-05i,0.00010083+8.4935e-05i,0.00060534+0.00010518i,0.00071684+0.00097765i,0.0010316+0.0014386i,0.00059192+0.0007686i,-0.00058526+0.00061823i,-0.00081237+0.00052202i,0.00017202+0.00031586i,0.00070308-6.384e-05i,-0.00023388-0.0002059i,-0.00027418-0.00025979i,0.00028178-0.00016431i,0.00014652+0.00025524i,0.00022289+0.00016364i
-0.0017815-0.0013073i,-0.0012706-0.00068955i,-0.0017554+0.00013994i,-0.001714+0.0008772i,-0.00056895+0.00096663i,-0.00055474+0.0007192i,-0.0010054+0.00019662i,-0.00050178-1.5007e-05i,-0.00027585+0.00056608i,-0.00091627+0.00086927i,6.8224e-05+0.0017435i,0.00077036+0.002368i,-4.9197e-05+0.0019836i,0.00030962+0.001037i,0.00065586+0.0003993i,0.00036569+0.00020863i,0.00072151+0.00034065i,0.00050694-0.0002455i,-0.00012887-0.00026432i,-0.00046575+0.00073545i,-0.00096339+0.0003359i,-0.0011372-0.00033746i,-0.00013316+0.00064775i
0.0002711+0.0013301i,-1.7982e-07+0.0014554i,0.0015487+0.0014947i,0.0019851+0.00054369i,0.0014654-0.00015427i,0.0010188-0.00017863i,0.00047673-0.00017823i,-0.00041717-0.00074957i,-0.00064199-0.00054191i,-0.000337+2.5632e-05i,0.00027178+0.00024762i,0.00068357+0.00054543i,0.00080141+0.00087996i,0.00045899+0.00032251i,0.00011229+1.0396e-05i,-0.00033465+0.00073264i,-0.00016397+0.00017717i,0.00035813-0.00064589i,0.00064025-0.00079392i,7.7958e-05+0.00018585i,-0.00014386+0.00017023i,0.00044261-0.00077143i,0.00065876-0.00089138i
0.00085969-0.00082631i,0.00054298-0.0010349i,-0.00011751-0.0016086i,4.8488e-05-0.00045839i,-0.00029438+0.00060748i,-0.00041051-0.00032491i,6.8299e-05-0.001549i,0.0002783-0.0010756i,0.00052022-0.00066497i,0.0010387-0.000466i,0.00090155+5.7877e-07i,0.00027608+0.00067054i,-0.00036263+0.00099534i,-0.00046969+0.00082602i,-0.00050343+0.00014958i,-0.00063061-0.0003046i,-9.8937e-05+2.271e-05i,0.00045547+0.000194i,0.00031483-0.0002687i,-0.00037208+4.1782e-06i,-0.00072893+0.0006521i,-0.00062502+0.00047314i,-0.00040247+7.7331e-05i
0.00077992-0.00045601i,0.0013588+0.00032229i,0.00065629+0.00033179i,0.00084138-8.0868e-05i,0.0013671-0.00076794i,0.00132-0.0010825i,0.00053243-0.0007331i,-0.00028481-1.1685e-06i,-0.00071364+0.00079011i,-0.00097346+0.00062651i,-0.00032612+0.00041525i,0.00024756+0.00027309i,-7.1468e-05+0.00083781i,-0.00039128+0.00088375i,-0.00093307+0.00014988i,-0.00075485+7.3667e-05i,9.2659e-05+0.00049335i,0.00049263+0.00043707i,0.0010065+7.2264e-05i,0.00070125-0.00024066i,0.0004048-0.00028651i,0.0002692+0.00015729i,-0.00027501+0.00049932i
-0.00038766+0.0014428i,-0.00017768+0.0016903i,-0.00034733+0.0016821i,-4.9087e-05+0.00054869i,0.00026998-0.00017965i,0.00054548-0.00046621i,0.00056328-0.00064933i,0.00048855-0.00041881i,0.00024193+4.9922e-05i,0.00028803+0.00078001i,0.00047346+0.0011014i,0.00080165+0.00058021i,0.001259+0.00021535i,0.0018237+0.00079177i,0.0017544+0.00017931i,0.00082613-0.00016613i,4.5651e-05+0.00065104i,-0.00027911-2.7543e-05i,3.0509e-05-0.00070403i,0.00027867-0.0004268i,-0.00026394+0.0007147i,-0.00053884+0.0011877i,-0.00010836+0.00081625i
-0.00022284+0.0015804i,-0.00037979+0.0021074i,-0.0016088+0.0030138i,-0.0013298+0.002468i,8.9727e-05+0.00060036i,0.0010326-0.00063183i,0.00013453-0.00065135i,-0.00075872-0.0004003i,-0.00045454+8.8929e-05i,0.00042647+0.00091165i,0.00074616+0.00075253i,-3.9623e-06+0.00051054i,0.00027692+0.00093037i,0.00099562+0.00079711i,0.00031885+0.00070623i,-0.00043263+0.00048749i,0.00010631+0.00027957i,1.2104e-05+0.00048044i,-0.00019366+0.00076317i,-0.00053+0.00077864i,-0.00039648+0.00015371i,-1.6162e-05-0.00041861i,-0.00011324-0.00056683i
-0.00010356+0.00076466i,-0.0010771+0.00058256i,-0.00067657+0.0018324i,0.00035386+0.0013454i,0.00048568+0.00030769i,0.00059444-0.00063759i,0.00075242-0.0012857i,0.00045627-0.00093034i,-0.00027584-7.1933e-05i,-0.000552+0.00040394i,-0.00013314+0.0002944i,-6.9194e-06+0.00046131i,0.00058999+0.00099369i,0.0010957+0.00082254i,0.0002069+5.5198e-05i,-0.00050473-0.00013089i,-0.0008849+5.0259e-05i,-0.0012601+0.00042438i,-0.00070297+0.0010064i,-0.00023961+0.00078387i,-0.00032967+0.00011478i,-7.2968e-05+0.0003817i,0.00040793+0.00085918i
0.0013401+0.00015834i,0.0014381-0.00041328i,0.001465+0.00093251i,0.0011334+0.00018902i,0.0011296-0.00091498i,0.00073832-0.00077189i,-0.00026104-0.00046858i,-0.0011188-0.00045181i,-0.00068115-0.00063563i,0.00063168-9.9585e-06i,0.0012227+0.00058014i,0.00062156+0.00075442i,0.00029578+0.0013081i,0.00018981+0.0008522i,0.00011183-0.00031976i,0.00031602-0.000469i,0.00072036-0.00012059i,0.0011304+0.00036116i,0.00081264+7.9931e-05i,-0.000113+0.00023895i,-0.00064869+0.00068136i,-0.00044616+0.00021826i,0.0002193-0.00033221i
-0.00097413+0.00091486i,-0.0017388+0.00024681i,-0.0017903+0.00080234i,-0.00035023+0.0002732i,0.00013592-0.00090207i,-0.00018154-0.0010554i,0.0001351-0.001426i,-0.00031994-0.0010888i,-0.0009631-6.9241e-05i,-0.00086329+0.00053762i,-0.00044977+0.00086386i,-0.00021557+0.0006876i,-0.00053883+0.00067577i,-0.0013033+0.00050291i,-0.0014607+0.00069204i,-0.00095323+0.0016716i,-0.00027934+0.0011664i,9.1234e-06+7.2396e-05i,-0.00040406-0.0004504i,-0.00065201-0.00017426i,-0.00060409+0.00069346i,-0.00091082+0.00063446i,-0.00024632+0.00041287i
-0.0018271+0.0011394i,-0.0017534+0.0028531i,-0.0012756-0.00040058i,-0.001244-0.00069473i,-0.00053033-3.2257e-05i,-0.00014712-0.00028146i,0.00020122-0.00012534i,0.00025627+9.4829e-05i,0.00016619-8.3349e-05i,0.00032997+0.00035255i,0.00079976+0.00024531i,0.001384+8.9787e-05i,0.0014903+0.00048861i,0.0011277+0.00033317i,0.00021141+0.00027853i,-0.00022106+0.00038536i,0.00010734+4.6236e-05i,0.00011259-0.00072564i,-0.00018818-0.00084625i,-0.00032131-0.00039424i,-0.00037498+8.0682e-05i,-0.00066243+0.00064126i,-0.00032913+0.0010183i
0.00040564+0.0035753i,0.00058894+0.0041169i,0.0013512+0.0026691i,0.0015356+0.00035612i,0.0011062-0.00030466i,0.0010626-0.00066873i,0.00047366-0.001253i,-0.00010658-0.00055067i,6.1721e-05+0.00023386i,0.00012785+0.0008896i,0.00043883+0.0010339i,0.0012015+0.00026404i,0.0014838-0.00011471i,0.00074586+0.00016505i,0.0003293+0.00021188i,0.00051318-0.00023006i,0.00084449-0.00045516i,0.00099511-0.00047927i,0.00016653-0.00055152i,3.5349e-05-0.00019405i,1.1686e-05-0.00070919i,-0.0006897-0.00073881i,-0.0004256+0.00062434i
-0.00025481+0.00099373i,-0.0015432+0.0009356i,-0.0015699+0.000975i,-0.00047703+0.00083379i,0.00023663-0.00011581i,0.00031212-0.0010245i,-0.00027985-0.0010883i,-0.00025232-0.0006142i,0.0004939-0.00055249i,0.00035187-0.00041524i,0.00052438+0.00038263i,0.0014066+0.0016008i,0.0010293+0.00092383i,0.00095189-0.00038537i,0.0010026-0.0002657i,0.00078948-0.00044032i,0.00054456-0.00060865i,4.8562e-05+0.00016013i,-0.0001384+0.00021481i,-0.00018945+4.316e-05i,4.2555e-05+0.00043602i,-8.0152e-05-6.2238e-05i,1.2022e-05-0.00087344i
-0.00012947+0.00060687i,0.001007+0.00033479i,0.00011941+0.0010603i,-0.00022583+0.0010283i,0.00064806-6.1623e-05i,0.00028619-0.00063149i,-0.00073796-0.0012029i,-0.00076118-0.001071i,-0.00056901+0.00016276i,-0.00081008+0.0012751i,-0.0006173+0.0011584i,0.00019485-1.8366e-05i,0.00066318-0.00023623i,0.00097145+0.00039603i,0.0009372+0.0010679i,0.00054943+0.00078503i,0.00045183-0.00045945i,0.00017727-9.4473e-05i,-0.00015009+0.00060659i,0.00017573+0.00012798i,0.00010419+9.6478e-05i,-2.5354e-05+0.00044043i,0.00035534+0.00063861i
0.00043745-8.7016e-06i,0.0010942+6.7596e-05i,0.001432+0.00023784i,0.00091393-8.9778e-05i,-0.00018404-0.00021193i,-0.00062645-0.00019133i,-0.00012348-0.00058605i,0.00025895-0.00091539i,6.5734e-05-0.00033291i,-0.00077555+0.00059969i,-0.0010731+0.0010531i,-0.00049504+0.0005596i,0.00031226+0.00020658i,-0.00025161+0.00053471i,-0.0012664+0.00061827i,-0.0010484+0.00054566i,-0.00036506+0.0003849i,-0.00024524+0.00051535i,-0.0011441-0.00032758i,-0.0018166-0.0010463i,-0.00050497-0.00052685i,0.00087396+0.00056752i,0.00016431+0.0011967i
-0.0021574+0.00058039i,-0.0022744+0.00070852i,-0.0022284+0.00084231i,-0.0010482+0.001041i,-0.00047471+0.0005705i,-0.000517-0.00040237i,-5.5955e-05-0.0012692i,-0.00054626-0.00076074i,-0.00071436+0.00021705i,0.0002693+0.0010016i,0.00084613+0.001832i,0.00086097+0.0019129i,0.00023199+0.00050293i,0.00032933-0.00040389i,0.00062392+0.00012901i,-5.9037e-06+0.00046392i,-0.00014421+0.0001718i,7.6973e-05-0.00020336i,-0.0005335+8.6782e-05i,-0.00047227+0.00017564i,6.0661e-05-8.3341e-05i,0.0010828+0.00026873i,0.00077534+0.00092269i
0.00090178+0.0008577i,0.0013939+0.0020413i,0.0014704+0.0020469i,0.00049154+0.0011568i,0.00041822+0.0004339i,5.1497e-05+0.00011741i,-0.00013042-0.00074027i,5.9776e-05-0.0013036i,0.00028136-0.00054387i,0.00027836-0.00012344i,0.00038425-0.00026705i,0.00068984+0.00093796i,0.0006848+0.0010541i,7.8175e-05-8.7611e-05i,-0.00042343-0.00034952i,-0.00048598+0.00042546i,-0.00034099+0.00081061i,0.00021147+0.00074739i,-0.00027974+0.00073621i,-0.0010844+0.00029059i,-0.00081893+7.5709e-05i,0.00012297+0.0003597i,0.00022846-9.5313e-05i
0.0018306+3.2426e-05i,0.0015746+0.0006667i,0.0017778-0.00016019i,0.002278-0.001201i,0.0019166-0.001379i,0.00050392-0.00059938i,-0.0010764-0.00026377i,-0.0020232+2.9099e-05i,-0.0018868+0.0003706i,-0.0014632+0.0011246i,-0.0012178+0.0011353i,-0.00083123+0.00076181i,-0.00046993+0.00085956i,-0.00059475+0.00040153i,-0.00048847-0.00019624i,-0.00088088-0.00049593i,-0.0013537-7.1669e-06i,-0.0014101+0.00012266i,-0.0012423+0.00015591i,-0.00037504-0.00021377i,0.00059452-0.00045326i,0.00068703+5.9287e-05i,-0.00040508+0.00020834i
-0.00036465+0.0003172i,-0.0020484-0.00068126i,-0.0028824-0.00075259i,-0.002037-0.0010806i,-0.0010305-0.0012247i,-0.00027541-0.0017655i,0.00010408-0.0017154i,-0.00016074-0.00076909i,-0.00055673-0.00022128i,-0.00072481-0.00037405i,0.00013727+0.00015803i,0.0010939+0.0010514i,0.0012192+0.0012705i,0.00052105+0.00074742i,0.00014849+0.0002519i,8.4729e-05+0.00060361i,0.00031861+0.0010045i,0.00052888+0.00080888i,-0.00019747+6.5607e-05i,-0.0001811-4.9157e-05i,-3.1618e-06+0.00039375i,-0.00010622+0.00071131i,0.00057226+0.00055056i
0.00023702+0.00027624i,5.6431e-05+0.0012262i,0.00030956+0.0010136i,0.00056178+0.0014204i,0.0012152+0.00046493i,0.0011483-0.00073015i,0.00037406-4.5244e-05i,-0.0003571+0.0008434i,-0.00038645+0.00038055i,-8.2502e-05-0.00014789i,0.00043573+0.00032421i,0.0004604+0.00068235i,2.0591e-05-0.0002036i,0.00011579-0.00040308i,-0.00013005+0.00012643i,-0.00019092-0.00016496i,0.00052405-0.00071458i,0.00082692-0.00060066i,0.0011452+0.00015653i,0.00071271+0.0010397i,0.000141+0.00041477i,0.0011656-0.00065108i,0.0013257-0.00019291i
9.1677e-05+0.0011653i,-0.00073744+0.001595i,-0.0014656+0.0024542i,-0.0010195+0.001298i,0.00021906-0.000865i,0.00073221-0.0016826i,4.3033e-05-0.0015754i,-0.00054091-0.0012824i,-0.000572-0.00038955i,-0.00010506+0.00068719i,4.6712e-05+0.00092801i,-0.00035876+0.0010272i,3.7075e-05+0.00080764i,0.00066677+0.00070107i,1.5399e-05+0.00081659i,-0.00039773+0.00057788i,0.00015419+0.00038267i,-0.00020059+0.00051995i,-0.00064112+0.00029344i,-0.00027495+0.00021001i,-0.00027735+0.00037389i,-0.0004486+0.00046863i,0.00015447+0.00065129i
-0.00072498+0.00075361i,-0.0013254-0.00049365i,-0.00080393-0.00086572i,0.0002879-0.0005207i,-0.0006838-0.00039708i,-0.0012544-0.0011283i,-0.0010464-0.0015389i,-0.0012191-0.00075942i,-0.0010229-0.00025698i,-9.1676e-05+0.00027635i,0.0010523+0.00043572i,0.0010002-0.00020613i,0.00087644-0.00021876i,0.00066755+0.00017215i,0.00015124-0.00045975i,-0.00027276-0.0010907i,-0.00058583-0.00063664i,-0.00012084-1.9827e-06i,0.0001949+0.00053223i,-0.00016221+0.00040958i,-0.00056772-0.00067381i,-0.00028686-0.00042403i,-0.00038685+3.6434e-05i
0.00045666-0.0012134i,0.0014811-0.0016667i,0.00049979-0.00061106i,-0.00033094-1.8127e-05i,0.00013345-9.9932e-05i,7.9157e-05-0.00020811i,-0.00036345-0.00082526i,-0.00082506-0.0006036i,-0.00058439-0.00034295i,-0.00018059-0.00044627i,-0.00015545+0.00046497i,2.0811e-05+0.0014184i,-0.00011499+0.0018354i,0.00060662+0.00092056i,0.0011916+0.00020801i,0.00017743+0.0002128i,-0.0001614+0.00028081i,0.00016852+0.00040015i,0.00039381-3.5062e-05i,0.00054226-0.00051194i,0.00018026-0.00056272i,9.0519e-05-0.00071272i,0.00036493-0.00071464i
0.0018147+0.0015028i,0.00039481+0.0007401i,0.00045598+0.00034363i,0.001101+0.00045919i,0.00070846-0.00043819i,-5.6869e-05-0.00019214i,-0.00034058-0.00020451i,-3.7043e-05-0.00060294i,-2.0414e-05+0.00049728i,-0.00029182+0.001483i,-2.5108e-05+0.001619i,0.00034198+0.0018107i,0.00015512+0.001405i,7.6873e-05+0.00089491i,-0.00060473+0.00058005i,-0.0012404+0.00029004i,-0.00066487+0.00011097i,-0.00035857+1.5292e-05i,-0.00027509+5.0863e-05i,-6.4984e-05+5.8402e-05i,0.00027791+0.00029167i,0.0010637+0.00095923i,0.00073977+0.0011277i
-0.00013799-0.00091451i,0.00038338-0.0014827i,3.7381e-05-0.0021749i,-0.00046166-0.0026951i,0.00018929-0.002153i,0.00066496-0.0014975i,-0.00013362-0.0012028i,-0.0009013-0.00056863i,-0.00058999-0.00059775i,0.00047842-0.00018481i,0.0015649+0.00075524i,0.00095124+0.0009651i,0.00019888+0.00047288i,0.00040314+0.00019483i,0.00046935+0.00018305i,0.00039623-5.1098e-05i,0.00036359+3.1574e-05i,0.00056793+0.00065344i,0.00050177+0.00082703i,0.00041418+0.00025461i,0.00046054+0.0003473i,0.00017128+0.00073548i,-8.2756e-05+0.00039623i
0.0010617-0.0019029i,0.0013973-0.0009512i,0.0012798-0.00088254i,0.00046855-0.0003426i,0.00026903-0.00031752i,9.9969e-05-0.0010716i,-0.00038358-0.0017647i,-0.0011364-0.0016663i,-0.0018423-0.001177i,-0.0017387-0.00052021i,-0.00088247+6.6093e-05i,6.9062e-05+0.0001933i,2.8693e-05+0.00046549i,-0.00010788+0.00037376i,-9.8625e-05-0.00022827i,-0.00034932-0.00045191i,-0.0002596-0.00012271i,0.00028228+0.00025722i,0.00072565+0.00053796i,6.4161e-05+0.0007569i,-0.00015746+0.00066961i,0.00032354+0.00067297i,0.00048869+0.00068476i
-0.00095944+0.00089196i,-0.00080764+0.00024667i,-0.00036643+0.00067565i,0.00034949+8.1955e-05i,0.00077273-5.4811e-05i,0.00094595+0.00013484i,0.00049825-0.00046465i,-1.1071e-05-0.00051479i,-8.2015e-06-0.00034115i,-0.00037313-6.0793e-05i,-0.00039998+0.00039777i,7.693e-05+0.00089594i,0.0003929+0.001048i,0.00063791+0.00089897i,0.00058362+0.0010383i,8.575e-05+0.00087994i,-0.00072585+4.3336e-05i,-0.00094398-2.3009e-05i,-0.00089372+0.00029365i,-0.0012493-0.00039287i,-0.00064146-0.00079688i,-8.5983e-05+0.00017436i,0.00012447+0.00068227i
0.0001864-0.00083372i,0.00020878-0.0020795i,0.00063212-0.0030117i,-9.2335e-05-0.0020872i,-0.0012223-0.00099138i,-0.000825-0.0010497i,0.00052981-0.0006479i,0.00044077-0.00024139i,-0.0010226-9.4913e-05i,-0.0012012+0.00021544i,-0.00060458+0.00047757i,-0.00054834+0.00063867i,0.00011143+0.00046982i,0.00029076+0.0010507i,-3.7594e-05+0.00095918i,-7.0828e-05+0.00061627i,0.00018115+0.00059957i,8.4733e-05+0.00031123i,-0.00018236+0.00023828i,-0.00020967+0.00032537i,-4.0181e-05+0.00017648i,-0.00053806+0.00052065i,-0.00094088+0.00090203i
-0.00095833+0.00018065i,-0.0016458+0.00027846i,-0.0017644+0.00056028i,-0.00048665+0.0010222i,0.0011248+0.00035168i,0.00079014-0.0010027i,0.0005062-0.0016474i,-0.00010983-0.00057011i,-0.0011445+0.0002652i,-0.0010897+0.00055539i,-0.00081982+0.0009453i,-0.00043896+0.0011454i,0.00043272+0.0012546i,0.0010604+0.00093986i,0.001357+0.00036187i,0.00063526+0.00044656i,-3.3993e-05+0.00031113i,0.0001517+0.00065672i,-0.00095485+0.00087708i,-0.0014264-0.0001572i,0.00030146-0.00024369i,0.00051062+0.00080218i,-0.00030973+0.00085516i
0.0012147+0.00045714i,0.0011771+0.00037602i,0.00077026+0.0010183i,0.001016+0.0012676i,0.0013281+0.00036796i,0.00062925-0.00072053i,-0.0004363-0.00037337i,-0.00027259+0.00055354i,-0.00016476+0.00057667i,-0.0003988+0.00025267i,4.2319e-05+0.00077185i,0.00079552+0.0009719i,0.0010649+0.00096414i,0.00029594+0.0013348i,-0.0008184+0.0011018i,-0.00082922+0.00053729i,0.00019825+0.00014155i,-3.7671e-05+0.00035197i,-0.0011607+0.00060805i,-0.00076006-0.00016867i,-0.00029632-0.00051066i,-0.00019545-2.3366e-05i,0.00026115+4.6541e-05i
0.00073493-0.0011506i,0.00075246-0.0012049i,0.00023912-0.0022283i,-0.00029006-0.0018502i,-0.00031159-0.00071996i,0.00015546-0.0001343i,-0.0001054-0.00061012i,-0.0013794-0.0012082i,-0.0010546-0.00026988i,-0.00054929+0.00047122i,-0.0002962+0.00060263i,0.00085053+0.00020002i,0.0011766-3.1555e-05i,0.0010181-2.7827e-05i,0.00041939+0.00014057i,-0.00071231+0.00023278i,-0.0010308+5.8296e-05i,-0.0012107+0.00047413i,-0.0011302+0.00055671i,0.00049936+0.00034544i,0.00095341-0.00026585i,-0.0002068+7.5162e-05i,-0.00063147-2.3012e-06i
-0.00070271-3.2086e-05i,-0.0015577+7.1658e-05i,-0.0010118-0.000381i,0.00025132-0.0010221i,0.0010977-0.0012071i,0.0012873-0.0014115i,0.00092016-0.0014836i,0.0002771-0.00099705i,-0.00021977+9.8633e-06i,-0.00064746+8.6688e-05i,-0.00032575+0.00018562i,7.0547e-05+0.00099737i,0.00028624+0.0011931i,0.00014797+0.00075787i,-0.00047782+0.00043494i,-0.00066926+0.00053122i,-0.00047547+0.00060461i,-9.3791e-05+0.00044186i,0.00017379+0.00047448i,-1.6198e-05+0.00048108i,-0.00053917+0.00045973i,-0.0008253+4.2602e-05i,-6.6207e-05-7.1435e-05i
-0.00059477-0.0002698i,-0.00052624+0.00076517i,-0.00012293+0.00042586i,-3.5977e-05-0.000539i,0.0002565-0.00069444i,-8.7408e-05-0.00047781i,-0.0016015-0.00084244i,-0.0020832-0.00022504i,-0.00094683+0.00070219i,-3.3382e-05+0.00034031i,0.00065952-0.00025543i,0.00053129+0.00097611i,1.9282e-05+0.0022566i,-0.00053785+0.0015862i,-0.00051598+0.00042074i,0.00017171+8.9557e-05i,0.00038806-9.7982e-05i,-0.00049547-0.0002626i,-0.00094608+2.7631e-05i,-0.00060961+0.00049704i,-0.00041866+0.00025583i,-7.3039e-05-0.0003713i,-0.00035248-0.00033936i
0.0012625-0.00015349i,0.0010398-0.00098662i,0.001007-0.0010148i,0.00081495-0.00037811i,0.0012902-0.00020853i,0.00078101-0.00027145i,0.00016687-0.00050219i,-0.00027083-0.00061009i,-0.00041664+0.00015874i,-9.8266e-05+0.00070601i,0.00061131+0.00053268i,0.0010515+0.0011789i,0.00016007+0.0012232i,-0.00043606+0.00044036i,0.0003759+0.00032895i,0.00070479+0.00059407i,0.00015019+0.00055562i,-8.0293e-05+0.00019202i,-0.00067174+0.00064889i,-0.0012757+0.001025i,-0.0011606+0.00012195i,-0.00048843-0.00054716i,0.00025711-0.00024293i
0.00079467+0.0015541i,0.00073761+0.0019181i,0.00035807+0.0018208i,0.0004771+0.00092987i,0.00096799-9.2642e-05i,0.00051077-0.00060999i,-0.0012616-0.00037917i,-0.0016971+0.00032559i,-0.00086419+0.00089311i,-0.00048892+0.0012597i,-0.000308+0.0017641i,0.00076963+0.0020166i,0.0013101+0.0018179i,0.00067867+0.001227i,0.00064107+0.00070978i,0.00041218+6.0859e-05i,-0.00053576+0.00011828i,-0.0011784+0.00024041i,-0.0017956+0.00013801i,-0.0016913+0.00015037i,-0.0012632+0.00041935i,-0.00059599+0.0011925i,-0.00037778+0.0011823i
-0.0016123-0.00090719i,-0.0013664-0.0012656i,-0.0015432-0.00025121i,-0.0018009+0.00066046i,-0.00076374-2.5668e-05i,0.00032343-0.0005291i,-0.00070647-0.0010296i,-0.0015778-0.0010444i,-0.0016765-0.00043218i,-0.0012275+0.00013024i,4.1508e-05+0.0012704i,0.00036286+0.0019431i,6.2166e-05+0.0019383i,0.00052682+0.001736i,0.00075383+0.0012475i,0.00065323+0.00065232i,0.00027907-0.00031706i,-0.00032295-0.00074507i,-0.00048161-0.00069206i,-0.00034107-0.00044548i,-0.00011226+0.00021997i,0.00050526+0.00085233i,0.00020994+5.2337e-05i
0.000334+0.00044177i,-0.00087028+0.00079157i,1.9485e-05+0.00073464i,0.00066066+0.00095167i,-0.00034241-1.3215e-05i,-0.00036228-0.00075542i,0.00016029-0.0011931i,-0.00046522-0.00044059i,-0.0011299+0.00068422i,-0.00074215+0.0010989i,-0.00078946+0.0014539i,-0.00018143+0.0011132i,0.00080467+0.00055668i,0.00080748-0.000488i,0.00061247+0.00015126i,0.00032713+0.0012992i,-0.00050791+0.0005862i,-0.00042704-0.00020815i,-0.0002984+8.4672e-05i,-5.1198e-06+0.00054675i,0.00082932+0.00037922i,0.00096261+0.00067905i,0.00066212+0.00060759i
-0.00061733-0.00084083i,0.0011644-0.0011785i,0.0014522-0.0023688i,0.0011173-0.0023918i,0.0012796-0.0018835i,0.00079229-0.0016997i,-0.00034177-0.0014953i,-0.0013364-0.0010492i,-0.0015815-0.001105i,-0.0011995-0.0011i,-0.0011678-0.00018497i,-0.00057603+0.00014783i,-1.347e-05-0.00033352i,-0.00013187-0.00058529i,6.0557e-05-0.00014817i,0.00070421+0.00017378i,0.00077354+0.00060726i,0.00028946+0.00037864i,1.9589e-05+0.00017235i,-0.00020296+0.00079511i,-0.0004583+0.00045351i,-0.0006278-0.00016095i,-0.00066638-0.0001229i
-0.0013539+0.00080768i,-0.0019+0.00034803i,-0.00241+0.00032125i,-0.0013269+0.00048658i,-0.00046543+4.0939e-05i,-0.00044942-0.00045519i,-0.00050461-0.00064051i,-0.00071055-0.00046158i,-0.00062366+0.00051478i,-0.00039149+0.0011431i,-0.00018295+0.00031987i,0.00040615+0.00064113i,0.00076924+0.0011035i,0.00085502+0.00046687i,0.00053202+0.00012009i,0.00040781-0.00032513i,0.00067192-0.00056553i,0.00038858+0.00046371i,-9.3946e-05+0.00029562i,0.00014547-0.00053565i,0.00018077+0.00027796i,-0.00037324+0.00079377i,-0.00026932+0.00022452i
-0.0031095+0.00097753i,-0.0018094+0.00083352i,-0.00095419+0.00091724i,-0.00039976+0.0011776i,0.00044689+0.00099843i,0.0011852+0.0003567i,0.00033153-3.3969e-05i,-0.00084309+0.00018328i,-0.0011727+0.00090514i,-0.00066095+0.00119i,0.00077129+0.001342i,0.0011669+0.00159i,0.00048358+0.0012793i,7.7522e-05+0.0008824i,0.00040604+0.0004302i,0.00035959+0.00056688i,-0.00038615+0.00088736i,-0.00025549+0.0007243i,0.00032677+0.00023348i,4.2665e-05-0.0002917i,-0.00012316-0.00079357i,0.00085141-0.00099538i,0.0015658-0.0004609i
0.0013488-0.0014244i,1.2662e-05-0.00098142i,-0.00019726-0.0016676i,0.0001956-0.0017676i,0.00011043-0.0011212i,-0.00011399-0.00053208i,-0.0005293+0.00011501i,-0.0010625+0.0002746i,-0.0012382+0.00020025i,-0.0010792+0.00112i,-0.0010236+0.001491i,-0.0003048+0.0011344i,0.0006362+0.00083057i,0.0010095-0.00045989i,0.00064982-0.00061829i,0.00037236-9.4923e-05i,0.0005973+3.2347e-05i,0.00012074+0.00055863i,-0.0010195+0.00045685i,-0.0010785-0.00038805i,-8.3641e-05-0.00036395i,0.00053461+0.00031786i,0.00084231+0.00072005i
