-0.00087406-0.00025407i,-0.0020792-0.00023802i,-0.0032252+0.00078926i,-0.00305+0.0014502i,-0.0027262+0.00087922i,-0.002171+0.00087516i,-0.0014934+0.0021528i,-0.00041693+0.0031401i,0.0012841+0.0023918i,0.0024233+0.00080225i,0.0024406+0.00030514i,0.0019287+0.00070405i,0.00088151+0.00064348i,-0.00042071+0.00023353i,-0.00073075+0.00011312i,-0.00030527+1.3683e-05i,-0.00051816-9.15e-05i,-0.00056949-0.00027137i,-9.5781e-05-0.00055134i,0.00028982-0.00019362i,5.541e-05-3.8869e-05i,-0.00082302+0.00020787i,-0.00096378+0.00046973i
0.0035748+0.0040221i,0.003448+0.0052032i,0.0041658+0.0058408i,0.0036681+0.0078885i,1.8288e-05+0.011588i,-0.0038199+0.014101i,-0.0043329+0.01288i,-0.0027876+0.0088501i,-0.0017991+0.005734i,-0.00026229+0.0049689i,0.0028962+0.0044486i,0.0044503+0.0032215i,0.004007+0.0013582i,0.0035137+0.00068599i,0.0029867+0.00055994i,0.0016336-0.0010829i,2.3647e-05-0.00061786i,-0.0012238+0.00093788i,-0.0014188+0.0017602i,-0.000525+0.002455i,0.00050756+0.0025495i,0.00094316+0.0019523i,0.0011815+0.0014874i
0.00045328-0.00015475i,-0.00065779-0.00079262i,-0.0027962-0.00057346i,-0.0080691+0.001199i,-0.014547+0.00053003i,-0.017931-0.00066486i,-0.015357+0.0003606i,-0.0093644+0.0020414i,-0.0051509+0.0032384i,-0.0020723+0.003046i,0.00077132+0.0014387i,0.0022026+0.00031243i,0.0024856+0.00046145i,0.0017253+0.00047326i,-0.00013245-0.00068503i,-0.0014496-0.00055117i,-0.00122+0.0003967i,-0.0018672+0.00033958i,-0.0027091+0.00070374i,-0.0020608+0.0013517i,-0.00098671+0.0017596i,-0.00059896+0.00086057i,3.361e-05-0.00064196i
-0.0019038-0.00011146i,-0.0021311-0.0010311i,-0.003898-0.0012098i,-0.0047362-0.0049567i,-0.0036598-0.0131i,-0.0036792-0.018309i,-0.0053017-0.014595i,-0.0056531-0.0070494i,-0.0034571-0.0018397i,-0.0011074+0.00063529i,-0.0012306+0.00076969i,-0.0022026+0.00080023i,-0.0014974+0.0017452i,-0.00052555+0.0016106i,-0.0010244-0.00012879i,-0.0013985+9.7375e-05i,-0.00064472+0.0010432i,-0.0013018+0.00018821i,-0.0023226-0.00078565i,-0.002272-0.00055773i,-0.0012161-0.0006582i,-3.1838e-05-0.0014161i,0.0004346-0.0014132i
-0.00015111+0.0011955i,0.0019258+0.00015703i,0.0030782-0.0025754i,0.0077519-0.0070187i,0.015469-0.007662i,0.019519-0.0065919i,0.014565-0.0067361i,0.0067211-0.0061982i,0.003555-0.0029533i,0.002963-0.00022733i,0.0015676+0.0008968i,-0.00026678+0.002083i,-0.00069742+0.0018194i,-0.00077116+0.00065244i,-0.00070076+0.00049294i,0.00020021+0.0013608i,0.00066946+0.00014173i,0.00037916-0.0023751i,0.00013634-0.0023133i,-0.00018345-0.0010936i,0.00021233-0.0009892i,0.00035021-0.0018298i,-0.00028053-0.0010735i
-0.0038683+0.0013224i,-0.0036529+0.0023524i,-0.0013253+0.0061498i,0.0036045+0.01132i,0.0082791+0.016515i,0.0093246+0.017924i,0.007585+0.012205i,0.005933+0.0050331i,0.0046774+0.0022051i,0.0036966+0.0027905i,0.0033027+0.0032321i,0.0032043+0.002936i,0.0031183+0.0019072i,0.0028009+0.0013212i,0.0024198+0.0015392i,0.002786+0.00028713i,0.0023094-0.0013533i,0.0018853-0.0020466i,0.0019624-0.00085492i,0.0012245+0.00040403i,0.00061343+0.0012558i,0.00054763+0.0010712i,0.00056962+5.077e-05i
-0.004931+0.001185i,-0.0054726+0.0021774i,-0.0053769+0.0053366i,-0.0076221+0.0089133i,-0.0128+0.011524i,-0.015936+0.011822i,-0.011303+0.009095i,-0.0034054+0.0066851i,0.00020848+0.0063514i,0.0011699+0.0062211i,0.0030372+0.0067076i,0.0043671+0.006534i,0.0036978+0.004351i,0.0022088+0.0020775i,0.00095859+0.00097143i,0.0010729+0.00038772i,0.0013522+0.00035295i,0.0010621+0.0011537i,0.0006524+0.0016343i,0.0003337+0.00093399i,0.0011316+0.00060224i,0.0019292+0.0011346i,0.0015352+0.0011202i
0.00043012-0.00082922i,0.00017437-0.0015806i,-0.0030956-0.0018067i,-0.0085709-0.0056839i,-0.01312-0.012229i,-0.014232-0.014917i,-0.011838-0.010343i,-0.0091838-0.0016848i,-0.0062758+0.0045277i,-0.0034245+0.0061313i,-0.00092222+0.0055316i,0.0010806+0.0045192i,0.0011031+0.0031848i,-0.00032762+0.0014918i,-0.00049106-0.00066389i,-0.00017058-0.0010514i,-0.0002572+0.0007849i,-0.00020716+0.0017142i,-0.00026516+0.001037i,0.00015751-4.3668e-05i,0.00065827-0.00055153i,0.0011454+5.7308e-05i,0.00081245+0.00027893i
0.0025672+0.00010734i,0.0034116-0.00087608i,0.0043696-0.0047317i,0.006019-0.011369i,0.010336-0.017516i,0.011377-0.018707i,0.0046533-0.013775i,-0.0040719-0.0067966i,-0.0074833-0.0016592i,-0.005724+0.00025823i,-0.0037128+0.00048163i,-0.0020162+0.00012627i,-0.0008002-0.00044767i,-0.00034947-0.0011471i,-0.0010936-0.0017393i,-0.0028548-0.0014868i,-0.0025192-0.00085391i,-0.001383-0.0010125i,-0.0010673-0.00073796i,-0.0003792-5.132e-05i,-0.00032971+0.00012025i,-0.0006589+0.00070407i,-0.00121+0.00085553i
-0.0012234+0.0027612i,-0.0026557+0.0029351i,0.0014666+0.0032826i,0.0094959+0.0044935i,0.016354+0.0079209i,0.018253+0.0084492i,0.012907+0.0039691i,0.0052557-0.0014598i,0.0012602-0.0028354i,0.0008124-0.0014457i,0.00079646-0.0015026i,-0.00025901-0.0013213i,2.013e-05-0.00049033i,0.0011406-0.00087343i,0.0015282-0.0007636i,0.0013441-0.00019526i,0.00083139-0.00029201i,-0.00027221-0.00073839i,-0.00068399-0.00063931i,0.00030484+0.00010982i,0.00020866-0.00049651i,-0.00044806-0.0018348i,-0.00051175-0.0027408i
-0.00076857-0.0025271i,-0.0001922-0.0024651i,0.00030828+0.0032379i,-0.0013649+0.012839i,-0.0054983+0.019949i,-0.0065942+0.020913i,-0.00265+0.014454i,0.0026249+0.0055817i,0.0049728+0.0016697i,0.0047345+0.0010818i,0.0033818-0.00025972i,0.0022775-0.00085655i,0.0029317-0.00016862i,0.0032186+0.0013328i,0.0029979+0.0020424i,0.00298+0.00096944i,0.0017457-0.0010623i,6.41e-05-0.0019322i,-0.00080264-0.0012918i,-0.0011489-0.00088055i,-0.00103-0.00054724i,0.00011698-0.0001279i,0.00029976-0.00095036i
0.0059496+0.0017298i,0.0055959+0.0016214i,0.0016937+0.00045114i,-0.0082563-0.001703i,-0.018362-0.0042982i,-0.021911-0.0045062i,-0.016419+5.0302e-05i,-0.0052406+0.0050813i,0.0028011+0.0065057i,0.0045524+0.0056383i,0.0039824+0.0044078i,0.0037626+0.0045371i,0.0029366+0.0042959i,0.0012842+0.002509i,0.00081892+0.0020989i,0.0014525+0.0022214i,0.0014066+0.0017555i,1.5444e-05+0.0017164i,-0.0016314+0.0013365i,-0.0014201+0.00016075i,0.00014112-0.00010615i,0.0017355-0.00017624i,0.002535-0.00030075i
-0.0019152+0.0045498i,-0.0035768+0.0037571i,-0.0037582-0.0015089i,-0.0027105-0.011389i,-0.001176-0.020514i,-0.0016475-0.021983i,-0.00383-0.014043i,-0.0041818-0.0027804i,-0.0019956+0.0049034i,-0.00033888+0.0069303i,0.00065433+0.0064939i,0.001711+0.0049182i,0.001554+0.0018488i,-6.075e-05-0.00096021i,-0.0013218-0.0015899i,-0.0012136-0.000772i,-0.00045291-0.00022914i,7.6208e-05-0.00081691i,3.0128e-05-0.0016188i,-0.00012174-0.0015369i,0.0006172-0.0012723i,0.0014062-0.00061469i,0.00185+0.00030929i
-0.0011691-0.0029441i,-0.001969-0.0029476i,0.0014745-0.0033552i,0.0096846-0.0035222i,0.018053-0.0042526i,0.019386-0.0063455i,0.012105-0.0068387i,0.0012146-0.0036208i,-0.004917+4.3286e-05i,-0.0049442+0.0012974i,-0.0031585+0.0013106i,-0.0013015+0.00063665i,-0.00061757-0.0015815i,-0.0015526-0.0035838i,-0.0029422-0.0035685i,-0.0033336-0.0027015i,-0.0024562-0.0023597i,-0.0014296-0.0019759i,-0.00017034-0.0011437i,0.0013092-0.00013773i,0.0021009+0.00067846i,0.00090752+0.0010511i,0.00022904+0.001816i
0.00050591-0.0011863i,0.0033881-0.0015534i,0.0060355+0.002362i,0.0080478+0.01047i,0.0091771+0.018312i,0.0098051+0.018883i,0.0076456+0.011574i,0.00097487+0.0027247i,-0.0034684-0.0015922i,-0.0020802-0.0020667i,0.00030036-0.0022581i,-0.00012924-0.0015814i,-0.00068331-0.00038105i,0.0014313-1.6432e-05i,0.0034009-0.00050034i,0.0034878-0.001138i,0.0027015-0.00081438i,0.0021178-0.00055635i,0.0019368+0.00069713i,0.00068989+0.0012466i,-9.1889e-05+0.0002707i,-0.00059522-0.00017388i,-0.0012313-0.0003671i
-0.00015771+0.0021233i,-0.0014087+0.0040882i,-0.0050583+0.0059584i,-0.012286+0.0066733i,-0.018719+0.0084317i,-0.018002+0.010211i,-0.011479+0.0079529i,-0.0047956+0.0026825i,-0.0011241-0.00057883i,0.0015736-0.00042885i,0.002747-0.00013971i,0.0013554+0.00069433i,0.00046968+0.0029053i,0.00075377+0.0036962i,0.0025371+0.0030292i,0.0031475+0.001808i,0.0018205+0.00089332i,-0.00029582+0.0011355i,-0.0016041+0.0015088i,-0.001515+0.0014612i,-0.0011793+0.00045916i,-0.00076438-0.0014161i,-0.00048754-0.0020051i
-0.0040351+0.0034515i,-0.0065825+0.0037493i,-0.009976+0.0028173i,-0.01162-0.0045648i,-0.013242-0.012973i,-0.015079-0.014224i,-0.012645-0.0081937i,-0.0044106-0.0018171i,0.0027398+0.0017345i,0.004633+0.0040624i,0.0041915+0.0051391i,0.00307+0.0058212i,0.0024647+0.0057476i,0.0016464+0.0038639i,0.00064992+0.0038508i,0.0003999+0.004992i,1.8404e-05+0.0043101i,-0.0011898+0.0027819i,-0.0022903+0.0020583i,-0.0019232+0.001794i,-0.00043078+0.00096044i,0.00032688-0.00013775i,-0.00010181-0.0011866i
-0.0043521+0.0036602i,-0.0054431+0.0016226i,-0.0010995-0.00093265i,0.008307-0.0064743i,0.014934-0.012429i,0.012937-0.017151i,0.0059489-0.014778i,0.0028029-0.0036772i,0.003718+0.0067156i,0.0033511+0.0092663i,0.0020148+0.0073816i,0.0027562+0.0048611i,0.0044381+0.0017027i,0.0032364-0.00052538i,0.000285-0.00072706i,-0.0014174-0.00018207i,-0.001842-0.00061671i,-0.001438-0.0011818i,-0.001093-0.00119i,-0.00040937-0.00057827i,0.00047674+0.00056334i,0.00056402+0.00074993i,0.0012655+0.00070544i
0.0075397-0.014635i,0.013879-0.015965i,0.015634-0.018787i,0.013864-0.0089608i,0.012548+0.0016144i,0.011897+0.0056728i,0.01065+0.003684i,0.004651+0.0032182i,-0.0011578+0.0045423i,-0.0030272+0.0034225i,-0.0029267+0.0022112i,-0.0013906+0.0019513i,0.00054506-0.00026245i,-0.0011302-0.0031569i,-0.004289-0.0036748i,-0.0046173-0.0030643i,-0.0023811-0.0032249i,-0.00081733-0.0040511i,-0.00096551-0.0035914i,-0.00069792-0.0016312i,0.00027853-0.0006138i,0.00055262-0.00026778i,-0.00013581+0.0005467i
0.00064628-0.00082558i,0.0013495-6.5027e-05i,-0.00054202+0.0023721i,-0.0056793+0.010485i,-0.010914+0.018046i,-0.0079569+0.018884i,-0.001572+0.013177i,-0.0031589+0.0051294i,-0.007792+2.2962e-05i,-0.0071378-0.00065426i,-0.0027775+0.00012352i,-0.00086389+0.00094717i,-0.0010848+0.00090045i,-0.00054672-2.2668e-05i,0.00099003-0.00099062i,0.0025503-0.0021673i,0.0026679-0.0026795i,0.0019808-0.0022859i,0.0009089-0.0025865i,-0.00012836-0.0031667i,-0.00071548-0.0025503i,-0.00042387-0.0016861i,-0.00081403-0.00096844i
-0.0025948-0.0011624i,-0.0031727-0.00083995i,-0.0070086-0.0020619i,-0.012581-0.0047657i,-0.016792-0.005525i,-0.015743-0.0010204i,-0.011061+0.0030695i,-0.0075361-0.0001474i,-0.0058245-0.0046179i,-0.003784-0.003545i,-0.001324+5.0898e-05i,-0.001321+0.0018107i,-0.0028983+0.0021031i,-0.0021673+0.0027932i,0.00059461+0.0021532i,0.0020133+0.00092974i,0.0011893+0.00078721i,7.4169e-05+0.0013342i,0.00063636+0.00087557i,0.0015884-0.00047829i,0.0020503-0.00047069i,0.0013399-0.00019047i,-5.8479e-05-0.00046933i
0.0010093-0.0022801i,-0.00053622-0.0034355i,-0.0012219-0.0083616i,-0.00015778-0.01412i,1.7229e-05-0.018808i,-0.0047568-0.017504i,-0.010282-0.012167i,-0.0075082-0.0089041i,-0.00091895-0.0054353i,0.0017054-0.00093228i,0.0020905+0.0024789i,0.0013201+0.002973i,-0.00033091+0.0018981i,-0.00029694+0.0008936i,0.0008401+0.0016975i,0.0013682+0.0029186i,0.00077832+0.0027512i,7.2517e-05+0.0022406i,0.00047243+0.0022912i,0.0018758+0.0031065i,0.0023098+0.003219i,0.0016888+0.0024535i,0.00092002+0.00052257i
0.0013551+0.00066477i,0.0038809-0.00019469i,0.0080171-0.00095586i,0.013087-9.7425e-05i,0.015934-0.0020195i,0.013764-0.0080826i,0.0075068-0.011721i,0.0044328-0.0069414i,0.0053445+0.00068692i,0.003265+0.0035789i,1.5576e-05+0.0038115i,0.0018072+0.0038529i,0.005738+0.0028473i,0.0051628+0.00021263i,0.0007674-0.0016396i,-0.0016097-0.0012015i,-0.0012266+0.00027855i,-0.0003378+0.0011738i,-0.00041555+0.0021873i,-0.00047361+0.0035691i,-1.4198e-05+0.0029814i,-4.2806e-05+0.00089566i,-0.00061111-0.00033285i
0.00034602-0.0015471i,0.0017399-0.0010672i,0.0029915+0.0027537i,0.002761+0.0098643i,0.0038776+0.014624i,0.0090864+0.011101i,0.013032+0.0032974i,0.0096852+0.0027858i,0.0045473+0.0085957i,0.0026959+0.0093011i,0.0024264+0.0055507i,0.0023861+0.0043011i,0.003499+0.0041894i,0.0028332+0.0025866i,0.00016958+0.00063125i,-0.0012005+0.00033777i,-0.00073015+7.975e-05i,-0.0013132-0.00079404i,-0.0036261-0.0008106i,-0.0045057-0.00035727i,-0.0039233-0.00091165i,-0.0021157-0.001875i,-0.00044206-0.001448i
0.00034935+0.0014622i,0.0018499+0.0020381i,-0.00015569+0.0026982i,-0.0079995+0.0035231i,-0.012936+0.005333i,-0.0086441+0.0087882i,-0.0012093+0.01148i,0.00030236+0.011267i,-0.0023823+0.0091959i,-0.0018589+0.0065499i,0.00070861+0.0032206i,-7.2735e-05+0.00161i,-0.0017671+0.0009527i,-0.0021062-0.00019624i,-0.0017487+1.7467e-06i,-6.0996e-05+2.8987e-05i,0.00061755-0.0017914i,-0.0005002-0.0032418i,-0.0018396-0.0032872i,-0.0026687-0.0032765i,-0.0020859-0.0028496i,-0.00091352-0.0018887i,6.3663e-05-0.0012209i
0.00014302+0.002637i,-0.00033251+0.0028936i,-0.0011406+0.00091737i,-0.0033167-0.0066011i,-0.0068227-0.01172i,-0.010423-0.0066468i,-0.011159+0.003688i,-0.0098496+0.0064536i,-0.0076389+0.0017941i,-0.0043689+4.3355e-06i,-0.0013661+0.0010431i,-0.00061223-0.00012487i,-0.0019783-0.0023553i,-0.0025182-0.0023519i,-0.0012921-0.0011411i,-0.00025074-0.0013272i,2.282e-05-0.0022074i,0.00072024-0.0021627i,0.0018126-0.0023692i,0.001902-0.0026003i,0.0017054-0.0018348i,0.0018382-0.00032587i,0.0011078-0.00045007i
0.00085823+0.00046926i,-0.00038562-0.001615i,0.0013481-0.0044959i,0.0059698-0.0067466i,0.0076189-0.0091751i,-0.00036871-0.011089i,-0.01159-0.0099759i,-0.013031-0.0085499i,-0.0073345-0.007567i,-0.0046637-0.0038997i,-0.00292+0.00052808i,0.001168+0.0020182i,0.0033535+0.00041178i,0.0030809-0.0014169i,0.0025546-0.0018895i,0.003204-0.0014935i,0.0032323-0.00050854i,0.0023513-0.00031622i,0.0022557-0.00053469i,0.0028761-0.00024865i,0.003144+0.0011326i,0.0021615+0.001786i,0.0004568+0.00017146i
0.0047996-0.0012718i,0.0070266-0.0013741i,0.0093668-0.00076128i,0.01038+0.00383i,0.010374+0.0056682i,0.0086551-0.0026801i,0.0036032-0.013312i,-0.000399-0.014235i,0.00039344-0.0069719i,0.00047062-0.00075603i,-0.00039989+0.0025077i,0.0019478+0.0049707i,0.0047307+0.0052935i,0.0049667+0.0033532i,0.0024257+0.0012666i,-0.00045886+0.00074838i,-0.00012434+0.0016971i,0.0010595+0.002097i,7.2436e-05+0.0025518i,-4.7246e-05+0.0024643i,0.00078145+0.001701i,0.0005539+0.00092971i,0.00050954-0.00059244i
-0.00057464+0.0010341i,0.00050878+0.0029277i,-0.00046102+0.0044595i,-0.0037235+0.0067751i,-0.0042231+0.0079844i,0.0021869+0.0051071i,0.011168-0.0016178i,0.013565-0.0032292i,0.0095011+0.0025131i,0.0059967+0.0049619i,0.0036459+0.003812i,0.0018086+0.0049832i,0.0014452+0.0073818i,0.00091503+0.0070004i,0.00026722+0.0045108i,-0.0001752+0.0028268i,-0.00020603+0.0025691i,0.00030149+0.002743i,-0.00035849+0.0024905i,-0.0014548+0.0012465i,-0.0013858-0.0010296i,-0.0010829-0.0017361i,-0.00075953-0.0011948i
-0.0008756-0.0017843i,-0.0019831-0.0013075i,-0.0049754-0.0018623i,-0.0088981-0.0044623i,-0.0093469-0.0050323i,-0.0037155+0.0012745i,0.0053264+0.0091955i,0.0089645+0.011721i,0.0062348+0.0095339i,0.0041173+0.0055244i,0.0035408+0.0014255i,0.00055497-0.00016562i,-0.0022299-0.0002576i,-0.0029278-0.00028767i,-0.0033052+6.6131e-05i,-0.0028492-0.00092633i,-0.0025011-0.0021351i,-0.0023358-0.0016794i,-0.0018163-0.00064206i,-0.0012046-0.00081374i,-0.00062484-0.0006372i,-0.00033234+0.00013887i,0.00075478+0.00031904i
-0.0013054+0.00018853i,-0.002407-0.001721i,-0.0033817-0.0032142i,-0.00052148-0.0053i,0.0012298-0.0050711i,-0.0030465+0.00056989i,-0.0082607+0.01032i,-0.009484+0.015103i,-0.0069907+0.011545i,-0.0031036+0.0067347i,-8.1685e-05+0.0036399i,0.00032079+0.0006007i,-0.00012987-0.0022558i,-0.00046482-0.0036552i,-0.00087403-0.0026744i,-0.00032972-0.0012376i,6.3636e-05-0.0018399i,-0.00069148-0.0023125i,-0.00032944-0.00084598i,0.00077792+0.00013513i,0.0004338-0.0003597i,-0.00043129-0.00029182i,-0.00039186+0.00025153i
-0.0019315-0.0036016i,-0.0026378-0.006417i,-0.0015241-0.0063882i,0.0027106-0.0029523i,0.0044374+0.0002434i,-0.0010637+0.00014736i,-0.011855-0.00093782i,-0.017644+0.00088685i,-0.014726+0.0026766i,-0.0087948+0.00337i,-0.0045608+0.0047414i,-0.00081568+0.0050229i,0.0015585+0.0027033i,0.0014208-0.0002145i,0.0015043-0.0018384i,0.0023907-0.0022744i,0.002802-0.0029315i,0.0011931-0.003377i,-0.001193-0.0020135i,-0.001354-0.00019369i,0.00025599+0.0007398i,0.00048587+0.00042411i,-0.00056911-0.0011721i
-0.0017133+0.00040801i,0.0014336+0.00068692i,0.0025393+0.0017873i,0.00098333+0.0052645i,-0.00025501+0.0063596i,-0.0016909-0.00075928i,-0.0057854-0.011932i,-0.010239-0.016033i,-0.0095934-0.008905i,-0.0065025-0.00044499i,-0.0053186+0.0039066i,-0.0030769+0.0065237i,-0.00027103+0.0064616i,0.00039403+0.0041613i,-0.00069367+0.0018486i,-0.00076342+0.00093166i,0.00030027+0.001233i,0.0009059+0.00043311i,-0.00039483-0.00033662i,-0.0019354+0.00065865i,-0.001276+0.00094281i,-8.6175e-05-0.00038891i,-4.2115e-05-0.0015094i
0.00024814-0.003703i,0.00056587-0.0019568i,-0.0002106+0.0001722i,-0.0048944+0.001564i,-0.0079493-0.00074705i,-0.0024789-0.0061316i,0.0068944-0.01261i,0.010179-0.015528i,0.0070079-0.010506i,0.0033884-0.0023365i,0.0011581+0.002754i,0.00042306+0.0036352i,0.00029289+0.0041231i,0.00011116+0.0050324i,8.9089e-05+0.002964i,-7.1802e-05+0.00086201i,-0.00031812+0.0012256i,-0.00039681+0.0019765i,3.2296e-05+0.00019226i,-5.4339e-05-0.001386i,-0.00063391-0.0012392i,-0.00017871-0.00081721i,0.00089377-0.00015036i
-9.3319e-05+0.0025464i,-0.0019049+0.003653i,-0.0059423+0.003103i,-0.0057426-0.0023591i,-0.00022072-0.0073463i,0.0065824-0.005568i,0.012479+0.00026176i,0.0141+0.0026387i,0.011619+0.00090029i,0.0088328-0.00053291i,0.0078788-0.00085062i,0.0061331-0.0012109i,0.0037074-0.00071622i,0.0019221-0.00017628i,0.0010561-0.00061149i,0.00012371-0.0010501i,-0.0016668-0.00061944i,-0.0026067+0.0013631i,-0.00081358+0.0026633i,0.00087607+0.0016965i,2.0369e-05+0.0012811i,0.00026194+0.0016192i,0.0016196+0.00087812i
-0.0015119-0.0021575i,-0.0031216-0.005907i,-0.0043155-0.01174i,0.0002168-0.011807i,0.0074623-0.004741i,0.0072911+0.0045679i,0.0027879+0.013339i,0.0017029+0.018041i,0.0025937+0.014863i,0.0025893+0.0077762i,0.0030034+0.0035669i,0.0031758+0.0024528i,0.0018235+0.0018348i,0.0006027+0.00077988i,-3.963e-05+0.00062325i,0.00063462+0.0016369i,0.0011794+0.0014274i,0.00020547+5.1969e-05i,-0.00048512+0.00026727i,-0.00048536+0.0016122i,-0.00017397+0.0012996i,0.00029571-3.7172e-05i,0.00021796-0.0007427i
0.00042294+0.00077805i,0.0038066-0.0013674i,0.010564-0.0017785i,0.013418+0.0031508i,0.0078724+0.008506i,-0.0030132+0.010703i,-0.013461+0.011348i,-0.01741+0.013601i,-0.013907+0.015454i,-0.0080068+0.012345i,-0.0049933+0.0079224i,-0.0038575+0.0070237i,-0.0018168+0.0055912i,-0.00014693+0.0027724i,-0.001152+0.0025613i,-0.0012967+0.0030156i,0.00025227+0.00045882i,7.9253e-05-0.0022146i,-0.0012776-0.0021209i,-0.0016662-0.0016796i,-0.00015199-0.0019866i,0.0019512-0.0019906i,0.002245-0.0017578i
0.0018219+0.0021809i,0.0052201+0.0033937i,0.0079236+0.0089201i,0.0029382+0.013017i,-0.0062397+0.0098991i,-0.014112+0.00026951i,-0.017143-0.0081097i,-0.017049-0.0072417i,-0.014251+0.00038836i,-0.0096879+0.0063347i,-0.0072095+0.0068666i,-0.0050586+0.0040328i,-0.0026841+0.0011797i,-0.0028375+0.00030577i,-0.0040395-0.0003173i,-0.0032363-0.00086914i,-0.00074935-0.00050586i,0.00081448-6.3477e-05i,0.0013688-0.00088318i,0.0017793-0.0011378i,0.0015216-0.00048349i,0.0016868-0.00029026i,0.0011082-0.00074997i
0.0032431+0.005279i,0.0022828+0.010191i,-0.0053795+0.01323i,-0.013499+0.0073972i,-0.014376-0.0057484i,-0.0093774-0.016141i,-0.0028497-0.019758i,-0.00042496-0.018797i,-0.0017593-0.01248i,-0.00084245-0.0042879i,0.0027947+0.00038414i,0.0058017+0.00017013i,0.006019-0.0025198i,0.0040573-0.0041587i,0.002469-0.0046303i,0.00014386-0.0050461i,-0.0015628-0.0031292i,-0.0010787+0.00010773i,-8.6108e-05+0.0014831i,0.00032748+0.0015112i,-0.00040902+0.0013904i,-0.00095278+0.0014309i,-0.00029713+0.0018187i
-0.0018109-0.00014349i,-0.0065135-0.00073389i,-0.011985-0.0079044i,-0.010233-0.016228i,0.00024263-0.017824i,0.010144-0.012505i,0.013643-0.008248i,0.013684-0.0099512i,0.011507-0.012172i,0.009747-0.0090699i,0.010506-0.0041557i,0.011083-0.0014937i,0.0095443-0.0014164i,0.007905-0.0029646i,0.0063304-0.0036479i,0.0033704-0.0026357i,0.00010991-0.00039965i,-0.0018711+0.0021006i,-0.0017362+0.004624i,-0.00069037+0.005588i,-0.0010237+0.0040577i,-0.0020788+0.0027966i,-0.0024942+0.0017217i
-0.0017984-0.0017777i,-0.0014208-0.0095035i,0.0043437-0.016637i,0.014145-0.015956i,0.019906-0.0056649i,0.017458+0.0046172i,0.012797+0.0081598i,0.012135+0.0076851i,0.011181+0.0036837i,0.0072589-0.00035297i,0.0038816+0.00087724i,0.0026728+0.0045967i,0.0023669+0.0064367i,0.0026847+0.006939i,0.0039067+0.0072053i,0.0049236+0.0055916i,0.004056+0.0024598i,0.00042972-0.0012518i,-0.0030907-0.0024606i,-0.002872-0.001132i,-0.00086755-0.0013472i,-0.00010984-0.0022667i,-0.00013765-0.0027256i
0.002176-0.0059336i,0.0098002-0.0054842i,0.019379+0.0011397i,0.020144+0.011617i,0.011367+0.017894i,0.0007583+0.018591i,-0.0042211+0.016449i,-0.0027283+0.016713i,-0.00086759+0.016816i,-0.0032663+0.012007i,-0.0071453+0.0074979i,-0.0085503+0.0069931i,-0.0067811+0.0074479i,-0.0048089+0.0065195i,-0.0042898+0.0060075i,-0.0029001+0.0056183i,-0.00074099+0.0031241i,0.0007843-0.0022337i,-0.00061303-0.0054228i,-0.0021726-0.005204i,-0.00085888-0.0048435i,0.0011319-0.004834i,0.0026539-0.0037879i
0.0034637+0.0037286i,0.0029424+0.013434i,-0.001434+0.024387i,-0.0094131+0.025238i,-0.015028+0.016287i,-0.015946+0.0057509i,-0.013976+0.0019836i,-0.013944+0.0083338i,-0.011875+0.016601i,-0.0067991+0.016418i,-0.0047066+0.0089954i,-0.005067+0.003681i,-0.0047823+0.0014623i,-0.0056489-0.00088159i,-0.0068957-0.0018351i,-0.0061501-0.0009921i,-0.0036916+2.8251e-05i,-0.00069004+0.00087521i,0.002035+0.00037379i,0.0037342-0.00071496i,0.0040899-0.00021122i,0.0043764+0.0013271i,0.0033202+0.0016879i
-0.0021673+0.0030372i,-0.011799+0.0039563i,-0.024689-6.7518e-05i,-0.028585-0.0054596i,-0.02089-0.0075199i,-0.010539-0.0084504i,-0.0075745-0.0077024i,-0.012063-0.0043902i,-0.012271+0.001835i,-0.00416+0.0068755i,0.0036338+0.0056806i,0.0066911+0.0011798i,0.0064511-0.0030418i,0.0049159-0.0063096i,0.0024057-0.0068336i,-0.00097265-0.0055291i,-0.0031492-0.0029899i,-0.0029923+0.0015885i,-0.00087046+0.0048404i,0.00052644+0.0049738i,-8.077e-05+0.0044807i,-0.001164+0.0042578i,-0.0016986+0.0035697i
-0.0035361-0.0037245i,-0.0076931-0.012984i,-0.0062385-0.027701i,-0.0012876-0.031537i,-0.00023932-0.022948i,-0.00045121-0.013363i,-0.0022259-0.011738i,-0.005941-0.015856i,-0.0069576-0.016125i,-0.0030125-0.0096904i,0.0036227-0.0030493i,0.0078683-0.0019454i,0.0081177-0.0039159i,0.0070014-0.0046891i,0.0058737-0.0037447i,0.0040202-0.0034015i,0.0017266-0.004207i,-0.00085141-0.0024868i,-0.0015597+0.001012i,-0.00073979+0.0042557i,-0.0010819+0.004678i,-0.0018105+0.0030987i,-0.0020516+0.0020968i
