-0.00026261+0.0016713i,-0.0005717+0.0008461i,-0.00042029+6.9511e-05i,0.00095847-0.00062921i,0.00078685+0.00016541i,-0.00086356+0.001187i,-0.0010115+0.00093552i,-7.7417e-05+0.00069362i,0.00025472+0.0012438i,0.0004008+0.00091668i,0.0002695-0.00030297i,0.00053186-0.0014216i,0.0010556-0.0011312i,0.00063596-0.00081858i,0.00042384-8.4834e-06i,-0.00029387+0.0004036i,-0.00092345+0.00069338i,-0.00073238+0.0010238i,-0.00039723-0.0001538i,4.194e-05-0.00059182i,5.7272e-05-0.00012694i,-0.00049202-9.9425e-05i,-0.0003539-0.00040569i
0.023133+0.027847i,0.029928+0.080038i,-0.00085013+0.12534i,-0.042586+0.10054i,-0.03602+0.016961i,0.011717-0.045769i,0.03991-0.050251i,0.034869-0.028019i,0.020764-0.014403i,0.007875-0.010522i,0.0027083-0.008095i,0.0040913-0.0074458i,0.0032359-0.0068756i,0.0013006-0.0047725i,0.0021223-0.0023167i,0.0031415-0.0011172i,0.0037596-0.0013053i,0.0024974+0.00029423i,-0.0020265+0.0057722i,-0.0057228+0.0095918i,-0.0064129+0.0060896i,-0.0042646+0.0019369i,-0.0011314+0.0015805i
-0.033688-0.0046069i,-0.066204-0.037028i,-0.065377-0.089153i,-0.015754-0.10382i,0.025691-0.052992i,0.013984+0.0024272i,-0.012848+0.017724i,-0.016633+0.010064i,-0.0065627+0.0037176i,0.0014118+0.0026088i,0.0022693+5.5706e-05i,-0.00054614-0.0046086i,-0.0026646-0.0083206i,-0.0035276-0.0078872i,-0.0045091-0.0045862i,-0.0038915-0.0029298i,-0.0015008-0.0033571i,0.00017381-0.0050422i,-0.0029287-0.0036303i,-0.010711+0.0051005i,-0.017908+0.014527i,-0.020871+0.014107i,-0.019367+0.0074057i
0.02206-0.01372i,0.059491-0.0098404i,0.081155+0.027232i,0.039863+0.061904i,-0.03613+0.040353i,-0.065899-0.0087392i,-0.046183-0.027928i,-0.02405-0.020143i,-0.012336-0.0098117i,-0.0045949-0.0028374i,0.00074711-0.00051692i,0.0017671-0.0014389i,0.0021384-0.0017002i,0.0030608-0.0017906i,0.0041005-0.0037463i,0.002719-0.0041785i,-0.0014957-0.002029i,-0.0030754-0.0005737i,0.003335-0.0035558i,0.016626-0.011437i,0.028881-0.016781i,0.030973-0.013903i,0.024642-0.0077422i
-0.0044176+0.025076i,-0.031355+0.042594i,-0.066453+0.027131i,-0.0609-0.016185i,-0.0076962-0.022545i,0.028827+0.017547i,0.02446+0.045434i,0.012563+0.037671i,0.0074216+0.019986i,0.005561+0.0075961i,0.0031548+0.0022522i,0.0027059+0.0030273i,0.0052126+0.0033925i,0.0061626+0.0022944i,0.0043713+0.0025963i,0.0029645+0.0015063i,0.0033667-0.00084858i,0.0026121+0.00055659i,-0.0022594+0.0069197i,-0.010505+0.01323i,-0.017172+0.013225i,-0.018401+0.0085946i,-0.015007+0.0052565i
-0.013797-0.013419i,-0.0043988-0.037291i,0.030671-0.039387i,0.056562+0.0051277i,0.033313+0.048704i,-0.0020136+0.046048i,-0.0080541+0.02157i,2.5451e-05+0.0081277i,0.0038079+0.0035162i,0.0018407-0.0012643i,-0.00094672-0.0021497i,0.0004841+0.0010748i,0.0036599+0.0022067i,0.0030647+0.0020612i,0.00029013+0.0012907i,6.3372e-05+0.00098922i,0.0023786+0.0010035i,0.0048233-0.0026798i,0.0062413-0.0092122i,0.0039863-0.011918i,-0.0018233-0.0088013i,-0.005361-0.0047083i,-0.00469-0.0039358i
0.012164+0.0056552i,0.019288+0.024597i,-0.0023755+0.043929i,-0.033878+0.023902i,-0.017701-0.025849i,0.028315-0.04953i,0.042779-0.03828i,0.027534-0.019849i,0.011708-0.011158i,0.0025558-0.0090907i,-0.00048453-0.0060719i,0.00084451-0.0040089i,0.0010975-0.0046076i,-0.00018181-0.0041352i,0.0013993-0.0022159i,0.0028537-0.00023031i,0.0016474+0.00088247i,0.0011256+0.001939i,0.0059694+0.0033114i,0.016949+0.003887i,0.02643+0.0026447i,0.027045+0.0024015i,0.020497+0.0040064i
-0.015402+0.004728i,-0.028333-0.0033553i,-0.020506-0.03029i,0.017494-0.04211i,0.037337-0.015724i,0.01322+0.0043615i,-0.012771-9.9698e-05i,-0.01703-0.0068632i,-0.010509-0.0053169i,-0.0040576-0.00048349i,-0.00049216-0.0002309i,0.0017992-0.0037004i,0.003637-0.0064229i,0.0042371-0.0064095i,0.0027431-0.0047311i,0.0013701-0.0031417i,0.0011412-0.0029649i,-0.00086267-0.0023899i,-0.0099579-0.00013684i,-0.024066+0.001398i,-0.031707+0.0002476i,-0.02751-0.0031152i,-0.018194-0.0053041i
0.004471-0.012856i,0.015498-0.012919i,0.020735+0.0076266i,-0.00823+0.029337i,-0.05007+0.011375i,-0.054962-0.020084i,-0.035802-0.022637i,-0.019636-0.0086787i,-0.0086587+0.0010175i,-0.00038704+0.003616i,0.0031719+0.00041027i,0.0002618-0.0035859i,-0.0028469-0.0034424i,-0.0026623-0.0025094i,-0.0017293-0.0024875i,-0.0017822-0.0010263i,-0.0023788+7.0526e-05i,0.00023656-0.0016986i,0.0070735-0.0058257i,0.013645-0.0078979i,0.014619-0.0051436i,0.010035-0.0011824i,0.0053493-0.00025716i
0.0044515+0.0041955i,-0.0026939+0.0088658i,-0.0197-0.00099184i,-0.018708-0.022587i,0.0051992-0.016696i,0.012139+0.016566i,0.0029212+0.034306i,-0.00016943+0.028435i,0.0015635+0.016674i,0.0036746+0.0074349i,0.0032279+0.0021722i,0.0020314+0.0010062i,0.0014758+0.00038289i,-0.00015604-0.001929i,-0.00209-0.0029915i,-0.0028447-0.0026374i,-0.004224-0.0012121i,-0.0069234+0.0024353i,-0.0069707+0.0078105i,-0.0031271+0.012467i,0.0025661+0.012623i,0.00593+0.010152i,0.0044826+0.0077346i
-0.0032268+0.00055355i,0.00096663-0.0038852i,0.018379-0.0023745i,0.0296+0.022744i,0.011525+0.046109i,-0.0056582+0.03997i,-0.001243+0.021605i,0.0078124+0.008413i,0.010191+0.00032009i,0.0061342-0.0047097i,0.0021421-0.0045195i,0.002444+0.00098212i,0.0052252+0.0041108i,0.0059532+0.0035452i,0.005597+0.0029723i,0.0058941+0.0020187i,0.0068135+0.00032951i,0.0060809-0.0015877i,0.00064627-0.0052519i,-0.0078302-0.010283i,-0.013849-0.013846i,-0.013686-0.014113i,-0.0095307-0.011243i
-0.00075446-0.0022446i,-0.0011285+0.0025948i,-0.013919+0.0087742i,-0.025402-0.001719i,-0.0058301-0.023047i,0.02609-0.026081i,0.033246-0.016491i,0.021961-0.01054i,0.0098503-0.0092401i,0.0018176-0.0086982i,-0.001485-0.0055069i,0.00061336-0.0026749i,0.0031183-0.0014553i,0.0029498+0.0003255i,0.0023842+0.0025979i,0.0014028+0.0040885i,0.00063827+0.004478i,0.0034414+0.0039052i,0.01038+0.0040921i,0.0186+0.006908i,0.020333+0.010774i,0.014362+0.010927i,0.0086016+0.0066936i
-0.00020911+0.0026291i,0.00083415-0.001354i,0.0079449-0.014777i,0.025423-0.021343i,0.030154-0.011711i,0.012571-0.007769i,-0.0033287-0.012197i,-0.008945-0.013513i,-0.0087486-0.0093069i,-0.0064867-0.0035997i,-0.0043606-0.0012802i,-0.0017939-0.0034646i,0.00087557-0.0066657i,0.0026146-0.0078219i,0.0031109-0.0079995i,0.0037592-0.0070211i,0.0035107-0.0047394i,2.7851e-05-0.002847i,-0.0056969-0.00051977i,-0.010008+0.0015489i,-0.0091405+0.00093988i,-0.004275-0.0002609i,-0.0016143+0.00027119i
0.0018291-0.0025754i,0.0025891-0.00027706i,0.00074904+0.0091772i,-0.015813+0.016083i,-0.03397+0.0011164i,-0.033066-0.01732i,-0.024478-0.016208i,-0.016442-0.0034267i,-0.0093431+0.0058115i,-0.0033213+0.0063108i,0.0011426+0.0011596i,0.0014984-0.0029768i,0.00081005-0.0032468i,0.001864-0.0020807i,0.0015771-0.00067522i,0.0010081+0.00067617i,0.0011122+0.00082666i,0.0021693-0.0015614i,0.0044136-0.0073321i,0.0042287-0.012338i,0.0013885-0.013775i,-0.0016203-0.012569i,-0.0028677-0.0097996i
-0.00034734-0.0013735i,-0.0019415-0.0028087i,-0.0083007-0.0093877i,-0.0082607-0.018617i,-0.00076136-0.0098548i,-0.0029566+0.010542i,-0.0085789+0.020324i,-0.0070931+0.019243i,-0.00070502+0.015192i,0.0052096+0.0091471i,0.0050571+0.00169i,0.00083357-0.00070607i,-0.002399+0.001394i,-0.0046708+0.0022294i,-0.0074289+0.0012419i,-0.0073773-0.00083864i,-0.00609-0.0033819i,-0.004767-0.0030464i,-0.00095208+0.0022504i,0.0021625+0.010699i,0.0021655+0.01694i,0.0021049+0.016004i,0.002879+0.010643i
-0.0021578-0.001887i,0.0014968-0.0037364i,0.0089495+0.0011355i,0.012896+0.017506i,0.0025052+0.030677i,-0.0040056+0.027546i,0.0019564+0.016243i,0.0084658+0.0080826i,0.010358+0.0024658i,0.0074926-0.0031145i,0.0033131-0.0049181i,0.0017732-0.0029834i,0.0020064-0.0021791i,0.0019347-0.0034583i,0.0028964-0.0026074i,0.0045031+0.00064253i,0.0031323+0.0021004i,-0.0022116+0.00097138i,-0.0089833-0.0014452i,-0.013165-0.0065597i,-0.010094-0.011774i,-0.0045353-0.011131i,-0.0037731-0.0057504i
-0.0031088-0.00082749i,-0.0056694+0.0024442i,-0.012343+0.0050783i,-0.014346-0.00029795i,4.3185e-05-0.0076954i,0.016912-0.0037321i,0.019705+0.00054572i,0.013664-0.0032129i,0.0081474-0.0078571i,0.0044794-0.0078304i,0.002571-0.0029934i,0.0045195+0.001689i,0.0074827+0.0034254i,0.0076606+0.0036696i,0.0051271+0.0037959i,0.001952+0.0040009i,0.00082458+0.0040973i,0.0035557+0.0035024i,0.0091206+0.0024318i,0.013031+0.0022657i,0.011482+0.0018728i,0.00692-9.0826e-05i,0.0039038-0.002303i
0.00073743-0.0052171i,0.0017502-0.0088862i,0.0054334-0.014414i,0.014368-0.015206i,0.0176-0.0093607i,0.012536-0.0077524i,0.0053749-0.0099581i,-0.001882-0.011032i,-0.0069136-0.0093613i,-0.008249-0.0048238i,-0.0061686-0.0010807i,-0.0028805-0.0014653i,-0.00077596-0.0041208i,-0.00036137-0.0053223i,0.00083975-0.006001i,0.0032643-0.0070287i,0.004768-0.0060271i,0.0039172-0.0020806i,0.00043693+0.0036994i,-0.0049375+0.0092156i,-0.0080595+0.01049i,-0.0072788+0.0082176i,-0.0043629+0.0065874i
0.00010495+0.0032401i,0.00031744+0.0063498i,-0.00093688+0.011969i,-0.0082143+0.012207i,-0.015228-0.0028174i,-0.014036-0.015441i,-0.010665-0.012491i,-0.0096352-0.0032874i,-0.0099429+0.0035892i,-0.0076185+0.0051764i,-0.0029166+0.0012917i,0.0010796-0.0026575i,0.0027317-0.0030659i,0.0040047-0.0020684i,0.0042026-5.6594e-05i,0.0024457+0.0015263i,0.0018528+0.00041047i,0.0013942-0.0041415i,0.0012361-0.011098i,0.003413-0.016831i,0.0067185-0.017093i,0.0068027-0.012178i,0.0032849-0.0073412i
-0.0070645-3.7366e-05i,-0.0097482+0.00074988i,-0.012419-0.0016751i,-0.010049-0.0057717i,-0.0056604-0.0026047i,-0.0086211+0.0038111i,-0.011328+0.0084354i,-0.0072019+0.012206i,-0.00092061+0.012553i,0.0039706+0.0094335i,0.0046566+0.0044021i,0.00137+0.0023806i,-0.0011813+0.0033232i,-0.0019683+0.0048788i,-0.0029856+0.0041767i,-0.0036669+0.00036209i,-0.0028488-0.0027823i,0.00013955-0.0010556i,0.0044412+0.004912i,0.0061864+0.010356i,0.0044282+0.011389i,0.0028232+0.0088356i,0.0028821+0.005981i
-0.0018431-0.0036483i,0.0011742-0.004331i,0.0034507-0.0010411i,0.0027944+0.0075618i,-0.0031561+0.014303i,-0.0057376+0.013548i,-0.002379+0.0098295i,0.0036006+0.0083508i,0.0087134+0.0063807i,0.0092718+0.0011346i,0.0056924-0.0039448i,0.0030073-0.0051414i,0.0019688-0.0053579i,9.9384e-05-0.0051731i,-0.00077398-0.0019815i,0.00030031+0.0014528i,-0.0010985+0.00098034i,-0.0057622-0.0013369i,-0.011086-0.0035042i,-0.013524-0.0064744i,-0.011793-0.0079966i,-0.0080099-0.0049775i,-0.0052421-0.00037188i
-0.0004719+0.0022671i,-0.00041337+0.0048968i,-0.0035261+0.0053567i,-0.0047471+0.0029581i,0.0033735+0.0017702i,0.010358+0.0055141i,0.0098811+0.0066556i,0.0078835+0.0014576i,0.0079318-0.0046269i,0.0076892-0.0076748i,0.0058334-0.0060442i,0.0055883-0.0030406i,0.0063325-0.0025239i,0.005944-0.0034924i,0.0036073-0.0028747i,0.0011125-0.00061983i,-0.00023194+0.0013601i,0.0015238+0.0012734i,0.0059742-2.759e-05i,0.01053-0.0010357i,0.012402-0.00072169i,0.010078-0.0016036i,0.005496-0.0041888i
-0.00059015-0.0013101i,-0.0025177-0.0027003i,-0.00036461-0.0055053i,0.0053617-0.0075379i,0.0075453-0.0042322i,0.0063132-0.0026953i,0.004239-0.0047034i,-0.00069293-0.0070433i,-0.0041746-0.0081992i,-0.0031931-0.0054857i,-0.00064884-0.0013953i,0.0018397+0.0006355i,0.0035046+0.0014433i,0.0036353+0.0019527i,0.0037116+0.00084027i,0.0039524-0.00064476i,0.0041628-0.00016601i,0.0018455+0.0030547i,-0.0036308+0.007474i,-0.0096747+0.010317i,-0.014212+0.0091757i,-0.012443+0.0053944i,-0.0066408+0.0030851i
-0.0012624+0.0029081i,-0.0012487+0.0032891i,0.00028527+0.0067493i,7.0792e-05+0.0053062i,-0.0019776-0.0043875i,-0.00062881-0.010607i,-0.00048532-0.0066221i,-0.0045567-0.00145i,-0.0090135+0.001114i,-0.0098824+0.0020547i,-0.0061869+0.0012703i,-0.0016525-0.00027013i,0.00037348-0.0013523i,0.0005191-0.001876i,0.00032081-0.0028368i,0.00045279-0.002985i,0.0020273-0.0030646i,0.0023549-0.0056043i,0.0018895-0.0096171i,0.0034585-0.011872i,0.0050158-0.010628i,0.0030409-0.0062872i,-0.00075581-0.0022244i
0.00078705-0.0014857i,0.00048785-0.0019867i,-0.0029858-0.0036332i,-0.0063262-0.0046112i,-0.0071457-0.002929i,-0.0086167-0.0011726i,-0.0079336+0.00081152i,-0.0058723+0.0050489i,-0.0045991+0.0089738i,-0.0026853+0.0078015i,-0.00089181+0.002637i,-0.00016434-0.00097777i,0.0019236-0.001551i,0.0053375-0.00033068i,0.0065246+0.00072854i,0.0043106+0.00014181i,0.0011003-0.0014907i,0.0020006-0.00035126i,0.0066213+0.00373i,0.0092398+0.0079845i,0.0087756+0.010258i,0.0069356+0.007952i,0.0052925+0.0045026i
-0.0024767-5.3396e-05i,-0.0028011-0.0009667i,-0.00027858+0.00017018i,0.00069065+0.0044908i,-0.0031675+0.0076588i,-0.0060658+0.0070685i,-0.0048625+0.0058452i,0.00082182+0.006061i,0.0076528+0.0067683i,0.0092827+0.0061636i,0.0064319+0.0036085i,0.0037875+0.0011857i,0.00030519+0.00053011i,-0.0044253+0.00098113i,-0.005706+0.0030489i,-0.0032851+0.0029244i,-0.0028378+0.00072465i,-0.0052059-0.000958i,-0.0073429-0.0024779i,-0.0086219-0.0050116i,-0.0076833-0.0077677i,-0.004689-0.0073926i,-0.0016822-0.0035863i
0.00048492-0.0043036i,0.00015932-0.0028115i,-0.0014093-0.0016955i,-0.0016482-0.00024106i,0.00026105+0.0018848i,0.0011724+0.0054759i,0.0011264+0.0052927i,0.0041851+0.00066024i,0.0085243-0.0036323i,0.0081693-0.0057554i,0.0041857-0.0056979i,0.0025593-0.0057041i,0.0030695-0.0083945i,0.0024282-0.010927i,0.00065037-0.01019i,-0.00048803-0.0053828i,-0.00034016-0.0014245i,0.00064255-0.0025059i,0.0035798-0.0049896i,0.008411-0.0049877i,0.010311-0.002418i,0.0068761-0.00065582i,0.0033584-0.0014863i
-0.00067841-0.0028332i,-0.00096007-0.0035097i,-0.0017115-0.0056792i,0.00043284-0.0045791i,0.0040274-0.00071411i,0.0038728+0.0013007i,0.0019581+0.0012005i,0.00080437-0.0025748i,0.00088375-0.0072827i,0.0013391-0.0085673i,0.0017046-0.0070635i,0.0029464-0.0027391i,0.0049685+0.002457i,0.006055+0.0056071i,0.0042983+0.0067613i,0.00091961+0.0063229i,-0.00063013+0.0052213i,-0.001268+0.0051716i,-0.0032765+0.0064051i,-0.0072894+0.0074887i,-0.0091684+0.006407i,-0.006608+0.0033679i,-0.0024796+0.00091081i
-0.00030368+0.0019764i,9.0198e-05+0.0029113i,0.00048097+0.0029924i,0.00055981+0.0011697i,-0.00016154-0.0022162i,0.00093329-0.0030399i,0.00039806-0.0021307i,-0.0046717-0.0025769i,-0.0079599-0.0024661i,-0.0071379-0.00059845i,-0.0050056+0.00068106i,-0.0029706+0.00021386i,-0.0027848-0.00077184i,-0.0027425-0.0021609i,-0.00070938-0.0032424i,0.0017423-0.0033088i,0.0028943-0.0030522i,0.0024452-0.0044531i,-0.00044963-0.0065048i,-0.0025256-0.0081812i,-0.0015569-0.0082442i,-0.00030364-0.0055223i,-0.0015417-0.0027861i
-0.0048836-0.0013866i,-0.0050197-0.0028143i,-0.0068594-0.0023387i,-0.0057364-0.00053735i,-0.0027399+0.0011289i,-0.0011624+0.00090299i,-0.00098592+0.00076999i,-0.0035296+0.0035646i,-0.0063637+0.0070974i,-0.0063022+0.0072117i,-0.0033569+0.0038712i,-0.00011533+0.0011861i,0.0040863+0.00091325i,0.0088458+0.00081069i,0.010439-4.9975e-05i,0.0076995-0.00092479i,0.0044817-0.0008662i,0.0045587+7.0014e-05i,0.0072277+0.0019465i,0.0084442+0.0058221i,0.0063042+0.0086562i,0.0025364+0.0066277i,0.00080058+0.0035026i
-0.0030452+0.0010385i,-0.0025679+0.0012151i,-0.0021709+0.0022068i,-0.001544+0.0021498i,-0.002343+0.0017841i,-0.0032345+0.00077742i,-0.0024867+0.00064783i,-0.00052846+0.0038765i,0.0027939+0.0075231i,0.0063108+0.0071295i,0.0066155+0.0039009i,0.0042625+0.0011366i,0.00078886-9.0174e-05i,-0.0019515+0.00068029i,-0.0033944+0.001067i,-0.0032486-0.0012844i,-0.0029177-0.0029832i,-0.0037128-0.001444i,-0.0043592+0.0005146i,-0.0046213-0.00029791i,-0.0038718-0.0025721i,-0.00084588-0.0025051i,0.0012092-0.00028525i
-0.0014757-0.00015689i,-0.0033278+0.00065935i,-0.0041241+0.0016709i,-0.0023609+0.0017617i,-0.00037992+0.0027024i,-0.0016073+0.0030293i,-0.0020298+0.0018891i,0.0027616+0.00074445i,0.0075722-0.00039956i,0.0079132-0.00089794i,0.0047519-0.0010536i,0.0030612-0.0011246i,0.0030542-0.0027892i,0.0021105-0.0053344i,0.0010987-0.005275i,0.0014478-0.0019716i,0.001657-0.00015961i,0.00098865-0.0028315i,0.0027454-0.0059395i,0.0064332-0.0064251i,0.0075764-0.0049141i,0.0051164-0.0029853i,0.0028001-0.0021867i
0.0019277-0.0024467i,0.0024305-0.0044431i,0.002025-0.0050702i,0.001669-0.0029269i,0.0015368+0.00032641i,0.0012099+0.0031287i,0.00074715+0.0027846i,0.0010168-0.0014246i,0.0023769-0.0075883i,0.0031926-0.011291i,0.002458-0.010221i,0.0013081-0.0057916i,0.00090612-0.0016891i,0.00028549+0.0010323i,-0.0015937+0.0030193i,-0.003385+0.0038049i,-0.0027213+0.0036553i,-0.00064535+0.0034548i,0.00040378+0.0041319i,-0.0014326+0.0053401i,-0.0048964+0.0050401i,-0.0046631+0.0022654i,-0.0017377-0.00037117i
-0.00035944+0.0029627i,-0.0001218+0.0057435i,-0.001236+0.0065622i,-0.0011646+0.0045433i,1.9854e-05+0.0020143i,0.001563+0.0011509i,0.00082745+0.00071159i,-0.0028188-0.0017606i,-0.0056671-0.0039976i,-0.0052443-0.0042036i,-0.0024279-0.0030473i,0.00069339-0.0018567i,0.003044-0.0010876i,0.0047848-0.00089314i,0.0055602-0.0016862i,0.0050935-0.0020382i,0.0034959-0.0017309i,0.0010669-0.0019605i,-0.0023381-0.0033461i,-0.0041767-0.0056628i,-0.0024873-0.0053081i,-0.00038578-0.002326i,-0.00045325+7.5275e-06i
-0.0061016+0.0024711i,-0.0075659+0.0014849i,-0.0067858+0.0024684i,-0.0028032+0.0023272i,0.0015335+0.0015285i,0.0035398+0.00085405i,0.0018966+0.0001633i,-0.0025647+0.0021728i,-0.0053963+0.0052269i,-0.0056303+0.0051447i,-0.0045186+0.0025289i,-0.002421+0.0013065i,0.00035321+0.0022565i,0.0033795+0.0033741i,0.0042933+0.0024748i,0.0037959+0.0009783i,0.0030818+0.00016451i,0.0028279+2.5683e-05i,0.0034073+0.00033969i,0.0031181+0.0022468i,0.0016747+0.0041399i,-0.00073546+0.0027265i,-0.0025095+0.0013871i
0.0019006+0.00032366i,0.0036997-0.00021067i,0.002649+0.00061442i,0.00048868+0.0011505i,-0.00061247-0.001054i,-0.00092855-0.0034221i,-0.00085735-0.0018913i,-0.00069453+0.0034029i,0.0003939+0.0087024i,0.0030705+0.0086352i,0.0048317+0.0024251i,0.0048232-0.003642i,0.0027433-0.0063266i,0.0001473-0.0072118i,-0.00066943-0.007364i,-0.00049974-0.0073493i,-0.0010188-0.0051507i,-0.0013696-0.0010668i,-0.0016095+0.0026957i,-0.0026327+0.0042453i,-0.0020403+0.0024472i,9.7346e-05-0.00060364i,0.0011446-0.00072762i
0.00024+3.7457e-05i,0.00027679+0.00091876i,-0.00048877-0.0010084i,-0.00099379-0.002174i,-0.0012918-0.00098581i,-0.0025575+0.00071731i,-0.0017368+0.0012467i,0.0024137+0.0017988i,0.0070879+0.0026207i,0.0085236+0.002517i,0.0064787+0.002305i,0.006385+0.0022821i,0.0081014+0.00098667i,0.0061368+0.00028495i,0.0025303+0.0025818i,0.0011767+0.0035733i,0.00098084+0.0022095i,0.00013327+0.00072525i,0.0011118-0.00155i,0.0045882-0.0034269i,0.0050965-0.0030077i,0.0016206-0.00059961i,-0.00078436+0.0015066i
-0.0016428+0.00022289i,-0.0011738-0.00065257i,0.00033421+0.00092451i,0.00070489+0.0022964i,-0.00072154+0.0018563i,-0.0019075+0.0019692i,-0.0014748+0.0012283i,0.0012389-0.0017484i,0.0036257-0.0061529i,0.0032561-0.0086336i,0.0005085-0.0069539i,-0.0016092-0.0044276i,-0.0019144-0.0033928i,-0.0033738-0.0026522i,-0.0049447-0.0019911i,-0.0038547-0.00086793i,-0.001299-0.00039869i,0.001334-0.00011837i,0.0025063+0.0012089i,0.0016575+0.0024391i,-0.00010957+0.0013125i,-0.00099256-0.00084344i,-0.00058024-0.0022763i
0.0024513-0.0016869i,0.0034736-0.0013673i,0.0010037-0.00086251i,-0.00097919-0.00036881i,0.00040583+0.00094874i,0.0005339+0.0017094i,-0.0021506+0.001519i,-0.0049085-0.0011857i,-0.0055508-0.0059782i,-0.0037434-0.0081722i,-0.0012025-0.0062088i,0.00097115-0.0030491i,0.003917-0.0011908i,0.0071195-0.00092613i,0.0078616-0.0014459i,0.0058072-0.00099384i,0.0031505-0.00070491i,0.00084913-0.00098596i,-0.0015717-0.00142i,-0.0030703-0.002351i,-0.001773-0.0016691i,0.00050771+0.00085532i,0.0011719+0.0015254i
0.0022074+0.0033281i,0.0018113+0.0046238i,0.0017206+0.0022961i,0.0023585-0.0010276i,0.0031024-0.0017863i,0.0022569-0.00072589i,-0.00026072+0.0011494i,-0.0035813+0.0025042i,-0.0054392+0.0023441i,-0.0055213+0.0014877i,-0.0056572+0.00090141i,-0.0047342+0.0020797i,-0.0033647+0.004525i,-0.0030215+0.0059005i,-0.0028504+0.005576i,-0.0016013+0.0033392i,1.2702e-05+0.00041637i,0.00030883-0.0018636i,0.0011919-0.0034164i,0.0029348-0.0022942i,0.0023177-0.00020771i,2.0043e-05-0.00036467i,-0.0021162-0.0015417i
-0.0017663-0.0030329i,-0.0021567-0.0040876i,-0.0017012-0.0038737i,-0.0014313-0.0027825i,-0.0019191-0.0010957i,-0.00027996+0.0016463i,0.00072822+0.0034623i,-0.00016353+0.0057726i,-0.00080754+0.0080039i,0.00014858+0.0059907i,0.00094139+0.00087627i,0.00069463-0.0036716i,0.00059752-0.0068123i,8.9574e-05-0.0088491i,-0.00019059-0.0092753i,0.00065438-0.0069825i,0.0011156-0.0022259i,0.0018973+0.0014471i,0.00080074+0.0026827i,-0.001564+0.0022507i,-0.0016509+0.00011154i,-0.00052381-0.0021468i,0.00055056-0.0031127i
0.0010192-0.0026735i,0.0013917-0.0044461i,-0.00031592-0.0037415i,-0.002003-0.0017799i,-0.0012575-0.0007193i,-0.00060283-0.0016619i,0.0010817-0.0022903i,0.0042596-2.3257e-05i,0.0067226+0.0019802i,0.0073212+0.0026976i,0.0068889+0.0024915i,0.0070611+0.00099376i,0.0073508-0.00031573i,0.0066331+0.00043134i,0.0051305+0.0022712i,0.0030589+0.0022401i,0.00060676-0.00020255i,-0.0015462-0.0016631i,-0.0017926-0.0017539i,-0.00038728-0.0012698i,0.00041318-0.00020242i,-0.00089572+0.0013794i,-0.0019211+0.0027993i
-0.0030288-0.004012i,-0.003614-0.0035588i,-0.0030943-0.0037126i,-0.002658-0.0015491i,-0.0026993+0.0003685i,-0.0025594+0.00056776i,-0.00074688-0.00048564i,0.0022899-0.001845i,0.0041892-0.0025277i,0.0041333-0.0016338i,0.0025474-0.00013612i,0.00010154+0.00079463i,-0.0017034-0.00014916i,-0.0038436-0.0023399i,-0.004863-0.0026191i,-0.0029214-0.00052685i,-0.00025567+0.00027092i,0.0010878-0.00013139i,0.0023058+0.00060434i,0.0028057+0.0021134i,0.0010244+0.00099179i,-0.00033439-0.00085367i,-0.00067818-0.00092843i
-0.00091102-0.0026576i,-0.0012044-0.0040559i,-0.0024512-0.0037544i,-0.0026062-0.0017746i,-0.0020018+8.1666e-05i,-0.002691+0.0013965i,-0.0046895-0.0001487i,-0.0051154-0.0030237i,-0.0039365-0.0054787i,-0.002848-0.0061621i,-0.0016789-0.0044045i,-0.00016674-0.0033938i,0.0030232-0.002974i,0.0065744-0.0019138i,0.0073278-0.0014101i,0.0046909-0.00079491i,0.0016063-2.65e-05i,-0.00010417+0.0011186i,-0.00062042+0.0013549i,-0.00033371+0.00012287i,0.00035342+7.0993e-05i,0.0012847+0.0016793i,0.0021451+0.0017291i
-0.00013558-0.0014287i,0.00061597-0.00097563i,2.3124e-05-0.00075277i,9.8334e-05-0.00061258i,0.00051884+0.0017721i,0.00071878+0.0044342i,-0.00089716+0.004629i,-0.0047024+0.0027241i,-0.0065284+0.00047909i,-0.0049795-0.0012253i,-0.0030361-0.0012276i,-0.0023693+0.001155i,-0.0011021+0.0050646i,-0.00079505+0.0082787i,-0.0024408+0.0079929i,-0.0023527+0.0045527i,-0.0002923+0.0010047i,0.0015963-0.0015765i,0.0025676-0.002479i,0.0026388-0.0016441i,0.0014444-0.00034828i,-0.00059652+5.2171e-05i,-0.0021209-0.00082702i
-0.0042498-0.0018139i,-0.0059391-0.0017058i,-0.0048019-0.0010805i,-0.0018742-0.0009114i,-0.00015239-0.00098907i,0.0013319+0.00074711i,0.0016685+0.0029172i,0.00030343+0.0043284i,-0.00058274+0.0052724i,0.00011402+0.0043711i,0.00059063+0.0013004i,-0.00047107-0.00083746i,-0.0017179-0.0022082i,-0.0018061-0.0044975i,-0.0009259-0.0056661i,0.00038203-0.003995i,0.001044-0.0010925i,0.0019831+0.00073754i,0.0014811+0.00065127i,-0.00073083-0.00016289i,-0.00069948-0.0004487i,0.00082652-0.0012857i,0.0011971-0.0026648i
