0.00090892-0.00079819i,-0.00018606-0.0014019i,-0.0012084-0.0019495i,-0.0018507-0.0010332i,-0.0015747-0.00059874i,-0.000774+0.00053963i,0.00059546+0.0016635i,0.0012385+0.0021584i,0.0010506+0.0013772i,0.00018301-0.00010538i,-0.00014925-0.0007144i,-0.00015442-0.0003436i,-0.00017916-3.2954e-06i,0.00070631+0.00093615i,0.00044852+0.0018585i,-0.00071446+0.0009435i,-0.0011751-0.00045239i,-0.00066619-0.0008677i,0.00012284-0.00094527i,0.00021745-0.0010347i,-0.00031341-0.00091623i,-0.0008136-0.00051702i,-0.00079872+1.1569e-05i
-0.00031874-0.000603i,-0.00037029-0.00055095i,-0.00045645+0.0010356i,-0.0012336+0.0019839i,-0.00019285+0.0012706i,0.00084007+0.00076159i,0.00042627+0.0010497i,-0.00055537+0.00083724i,-0.00083126+0.00012065i,-0.00024527-0.00041311i,0.00045733+4.0703e-05i,0.00060588+0.00078732i,0.00081696+0.00064116i,0.00087214-6.2762e-05i,0.00092055-0.00043086i,0.00043535-0.00085051i,-0.00013902-0.00084765i,0.0004563-4.2463e-06i,0.00034264+0.00047244i,-0.00037931+0.00018823i,-0.00059831-0.00016782i,-0.00095413-0.00022825i,-0.00064259-0.00022444i
0.0016625-0.00073602i,0.0032335-0.0030481i,0.003104-0.0034484i,0.0010865-0.0024471i,-0.00038026-0.0013815i,-0.00021827-0.00028831i,0.00053109+0.0016455i,0.00070258+0.0023153i,0.00086836+0.0012243i,0.00045357+0.00033532i,2.1373e-05+0.0005338i,-4.235e-05+0.00086975i,-2.7392e-05+0.0010646i,-0.00073021+0.00068684i,-0.0013242+0.00065343i,-0.00063341+0.00088865i,0.0003877+0.0010192i,0.0011782+0.0011359i,0.0011531+0.00092089i,0.00044072+0.00053974i,-0.00010241-0.00053896i,0.00011001-0.00032948i,0.00063073+0.0007318i
-0.0019691-0.0010125i,-0.0025779+0.00076468i,-0.0025031+0.0015807i,-0.0010221+0.00095157i,0.00027843+0.00061678i,0.00061848-0.00033435i,-2.7428e-05-0.0012455i,-0.00058755-0.00081104i,-0.00094506-0.00031788i,-0.00036449-0.00020623i,0.00043958-0.00013153i,0.00034212-4.741e-05i,0.00085367-0.0012003i,0.0012131-0.0016824i,0.00072711-0.00090508i,0.00042539-0.00041216i,0.00016567-0.0005547i,-0.00043025+0.000517i,-0.00089564+0.0011527i,-0.00038974-0.00022131i,0.0001774-0.00055314i,-7.7127e-05+3.3831e-05i,7.2865e-05-3.7318e-05i
0.0027023+0.0011541i,0.0043855+0.00077995i,0.004922+0.0005388i,0.0030863+0.00087252i,0.00078844+0.00065357i,-8.7846e-05+0.00064484i,0.00037346+0.0014146i,0.00044743+0.00080089i,7.2584e-05-0.00033708i,8.5425e-05+2.4095e-05i,0.0003183+7.6469e-05i,0.00076432-0.00080212i,0.0011322-0.00052524i,0.0011563+0.0004734i,0.001018+0.00048701i,0.0004696+9.2525e-06i,-1.6324e-05+6.2969e-06i,-0.00025578-0.00039064i,-0.00044327-0.00032185i,-0.00029039+0.00016829i,-0.00098997-0.00044479i,-0.00095305-0.00037049i,-0.00041197+0.00017341i
0.0015008-0.0030038i,0.00075215-0.0054196i,-0.00021422-0.0056665i,-0.0011963-0.0036253i,-0.00058707-0.0021452i,0.00019451-0.0018621i,-0.00015963-0.0013912i,-0.0004158-6.7548e-05i,-0.00045685+0.00042066i,-0.0011333+0.00038882i,-0.0016849+0.0003771i,-0.0011682+0.00089862i,-0.00020352+0.0011085i,-0.00029248+0.0015294i,-0.00079204+0.0017252i,-0.00093871+0.0011457i,-0.00032218+0.00032939i,-0.00045379-0.00068619i,-0.00075269-0.0005912i,-0.00068145-0.00018521i,-0.00034121-0.00010152i,0.00014425+0.00037462i,-0.00018119+0.00077818i
-0.0010804+0.0002248i,-0.00106+0.00021181i,-0.00073587-5.6664e-05i,-0.00014999-0.0006477i,5.1576e-05-0.00057931i,-0.00060561-4.169e-05i,-0.00069182-0.00050867i,-6.7348e-05-0.0010515i,0.00019093-0.00061135i,0.00030257-0.00015822i,-0.00016634+0.00016091i,-0.00039069+0.00031128i,0.0001171+0.0005591i,0.00040094-9.9697e-05i,-0.00024119-0.00061079i,-0.00079994-0.00028284i,-0.0003151-0.00044829i,0.00031554+3.9481e-05i,0.00086971-3.963e-05i,0.00088537-0.00077869i,0.00025451-0.00032186i,-0.00033162+5.8167e-05i,-0.0003469+0.00055307i
0.00087333-0.0014935i,0.0015482-0.00093034i,0.0012858+0.00058398i,0.000494+0.0012352i,0.00014062+0.00072548i,0.00072669+0.00032855i,0.001003+0.00018764i,0.0011213+0.00026835i,0.00040619-0.00010199i,0.00027744+0.00031952i,0.00028469+0.0013464i,-5.6419e-05+2.656e-06i,0.00027682-0.00096502i,0.00019016+5.8322e-05i,-0.00046784+0.00021098i,-0.0004616-7.1095e-05i,0.0002227-0.00032679i,0.00048786-0.00053779i,-0.0002145-0.00010562i,-1.2536e-05-1.7914e-05i,0.00056236-0.00071536i,0.00027944-0.0006011i,0.00027047-0.00029171i
0.00041917-0.0022024i,0.0019581-0.0036458i,0.0018329-0.002658i,0.00040811-0.00092874i,0.00053673+0.00019777i,0.00099756+0.00050218i,0.00028356-0.00044253i,-0.00021303-0.0010154i,-0.00055688-0.0007393i,-0.0004776+0.00035589i,0.00035085+0.0016066i,0.00080394+0.0015689i,0.00046309+0.00063914i,0.00069732-0.00045818i,0.0012997-0.00093674i,0.001363-0.0011452i,0.00086139-0.00099166i,0.00077594-0.00055765i,0.0006895-0.00054444i,0.00074417-0.0005896i,0.00041474-0.00049726i,0.00050425-0.00026685i,0.00085567+0.0005351i
0.00094908+6.2954e-05i,-0.0004869-0.00094847i,-0.00047579-0.0017386i,0.00047196-0.00090409i,0.00041221-0.0013002i,0.00016866-0.0020157i,0.00018473-0.00079081i,0.00078988+6.2064e-05i,0.0013641-1.2721e-05i,0.0014135-0.00010417i,0.00040944+0.00017344i,-0.00044733+0.00074622i,-0.0010855+0.0016913i,-0.00059752+0.0010504i,0.00012282-4.3717e-05i,-0.00031182-1.2973e-05i,0.00041899+0.00084116i,0.0010569+0.0009355i,0.00065924-0.00050113i,0.00041013-0.00080404i,0.00075813-0.00043396i,0.0008812-0.00016267i,0.00027644-0.00019227i
0.00036969+0.0010067i,0.00060534+0.0024969i,0.00031179+0.0028389i,0.00013686+0.0012652i,0.001146-9.4943e-05i,0.0020711-0.00055652i,0.0016567-0.00021048i,0.00093085-0.00020363i,0.00075018-0.00031556i,0.00023105+0.00011086i,-0.00016865+0.001226i,-0.00018193+0.0018385i,-0.00025155+0.001065i,-0.00083588+0.00043485i,-0.00035523-9.9261e-07i,0.0004532-0.00055427i,0.00021432-1.9255e-06i,0.00037712+0.00068046i,0.00083805-0.00027284i,0.001497-0.00065881i,0.00030817+0.00020088i,-0.0010826+0.00038122i,-0.00061802-0.00017957i
0.0035536+0.00063513i,0.0048764+0.00053498i,0.0042891+0.00056086i,0.0026157+0.00023463i,0.0008049-0.0002146i,-0.00080657-0.00042718i,-0.0011502-0.00097113i,-0.00040353-0.00057492i,6.5198e-05+0.00065616i,9.2604e-05+0.00095605i,-8.5591e-05+1.883e-05i,-0.00070323-0.00071987i,-0.0011503-0.0006191i,-0.0010974-0.00014097i,-0.00072867+4.4512e-05i,0.00016298-0.00050654i,-0.00017873-0.00020973i,-0.00067963+5.258e-05i,0.00025385-0.00011739i,0.00058233+9.9005e-05i,0.00012292-2.0831e-05i,-0.00013226-2.6611e-05i,-0.00023205+0.000206i
0.0017002-0.0019171i,0.0007842-0.0034851i,-2.2582e-05-0.0044777i,-0.00073572-0.0032568i,-0.00058682-0.0014029i,6.7449e-05-0.00011634i,0.0009105+0.0006836i,0.0016725+0.00045398i,0.0009633-0.0005027i,-6.5245e-05-0.00048276i,-5.1961e-05+0.00030453i,-0.00028326+0.00094059i,-0.00096933+0.00077645i,-0.00070885+0.00032654i,-0.00050011+0.00058588i,-0.00059098+0.00074164i,-0.00035483-0.00012794i,-0.00033857-0.00033449i,-0.00024965-0.00015831i,-0.0002321-0.00048345i,-0.00047844-0.00028135i,-0.00044997+0.00028279i,-0.00058101+0.00036097i
0.00057884+0.0015676i,0.00011737-0.0002981i,-0.0017799-0.0011957i,-0.0018698-0.00088255i,-0.00078965-0.0011073i,-0.00075012-0.00093163i,-0.0010861+0.0003707i,-0.0013131+0.0011129i,-0.0011433+0.00093218i,-0.00061759+5.1863e-05i,-3.3042e-06-0.00020605i,0.00016793-0.00017824i,7.7265e-05-0.0007937i,-8.8515e-06-0.00049351i,-0.00018127-0.00021126i,-0.00045854-7.0699e-05i,-0.00064925-0.00016532i,-0.00058118+2.4485e-06i,-0.00049245+0.00062575i,-0.00048111+0.00035344i,-0.00024708+0.00040707i,0.00016796+0.0003986i,6.64e-05+8.401e-05i
0.0019612-0.001635i,0.0025636+0.0003772i,0.0020813+0.00083997i,0.0012144+0.00028414i,0.0006165-0.00038273i,0.0010211+0.00067172i,0.0016335+0.0014995i,0.0013437+0.00099931i,0.00051905+3.5387e-05i,0.00019362-0.000172i,-0.00043945+0.00023587i,-0.00058499+2.8959e-05i,0.00050133+0.00031957i,0.00092549+0.0010283i,-5.2682e-05+0.00077565i,-0.00051859+0.00013863i,-0.00052833+0.00044315i,-0.0010387+0.00082406i,-0.001545+0.0012606i,-0.001236+0.0012796i,-0.00045992-1.5396e-05i,-0.00025578-0.00054916i,-0.00018806-0.00071587i
-0.00086072-0.0044976i,0.00048777-0.0046612i,0.00075376-0.0037838i,-0.00078296-0.0018083i,-0.0011368-0.0010593i,0.00057575-0.0012901i,0.0011139-0.0015382i,0.0011777-0.00077201i,0.00055718-0.00020928i,0.00023287+0.00039486i,0.001471+0.0011249i,0.001416+0.000732i,0.0006777+0.00062677i,0.00081844+0.00012976i,0.0011602-0.00010399i,0.0012855+4.526e-05i,0.00034524-0.00032724i,-0.00076109-0.0005213i,-0.0004841-0.00082514i,-0.00072376-0.00081078i,-0.00090868-0.00061461i,3.9077e-05-0.0002322i,0.00074909+4.0106e-05i
-0.0020382+0.0031096i,-0.0017028+0.0020169i,-0.00044385+0.0020989i,0.00078878+0.0017633i,0.0015717-0.00020843i,0.0011444-0.001599i,-8.0436e-05-0.00077256i,-0.00088354-0.00075998i,-0.00031449-0.0010779i,0.00099309+0.00029926i,0.0011424+0.00072732i,0.001294-0.00018487i,0.0014697-0.0015794i,0.0012018-0.0025565i,0.00028813-0.0017305i,-0.00079267-0.00053735i,-0.00039891-0.00031921i,4.5122e-05-0.0002661i,-0.00067526-0.00026009i,-0.0015618-0.00029848i,-0.00072311-0.00012048i,0.00082848+0.00077742i,0.00070268+0.00078774i
0.0023538+0.0023026i,0.0022524+0.0023609i,0.0022743+0.0012332i,0.0012524+0.00077429i,0.00034924+0.0012039i,0.00067409+0.0017211i,0.00076758+0.0020283i,0.00023+0.0011666i,0.00039535+0.00077767i,0.00012088+0.00075882i,-0.00037261+0.00014689i,-0.00044909+0.00020361i,-0.00053687+0.00063017i,-0.00093521+0.00028288i,-0.00086009+0.00044938i,-0.00021709+0.00060022i,-0.00018162+0.00063329i,-0.00038086+0.00037053i,-0.00047055-0.00024658i,-0.00052813-0.00064066i,0.0002823-0.00039059i,0.0013146-5.8542e-05i,0.00099554+0.00015805i
0.0018985-0.00041535i,0.0048569-0.0010554i,0.0044243-0.00093794i,0.0027903-0.00096904i,0.0018488-0.00088602i,0.00052934-0.00085207i,-0.00031855-0.00018456i,-0.00018797+0.00027361i,0.0003246-0.0001468i,0.0010729-0.00071493i,0.0013647-0.00023101i,0.0011377+0.00050679i,0.00011311+0.00011968i,-0.00017903-0.00041158i,0.00027515-8.1978e-05i,7.7829e-05-0.0001966i,0.0006661-0.00060483i,0.00084585-0.0010794i,1.9515e-05-0.0010968i,-6.6135e-05-0.00087613i,0.00032563-0.00050023i,0.00031722-0.00035695i,-4.1236e-05-9.0811e-05i
-0.0011138-0.00086503i,-0.0015231-0.0029504i,-0.0023205-0.0041934i,-0.0017605-0.0031714i,0.00051206-0.001665i,0.0018395-0.00079454i,0.0010794-0.00032429i,3.8146e-05+0.0001328i,1.8373e-06+0.00057638i,0.00022632+0.00053687i,0.00052265+0.00032482i,4.9574e-05+1.8487e-05i,-0.00042117-0.00019201i,-0.00021734-0.00014135i,-0.00028247-0.00012212i,-0.00045894-0.0001781i,-0.00030777+0.00053168i,0.00069821+0.00061589i,0.00093862-0.00047227i,0.00054334-0.0011994i,0.00035044-0.00074843i,0.00092137-0.00013453i,0.0013118+0.00037253i
-0.0003736+0.00082701i,-0.0030937+0.00097259i,-0.0045533+0.0010497i,-0.0029133+0.0012884i,-0.0013235+4.3662e-05i,-5.3799e-05-0.00080346i,0.00087754+0.0001783i,0.0010665+0.00052998i,-2.8071e-06+0.00040099i,-0.0012616+0.00091827i,-0.00064765+0.00094712i,0.00058032+0.00060653i,0.00081429+0.0002982i,0.00021167+0.00036701i,-0.00023548+0.00090054i,-0.00014497+0.0010056i,9.189e-05+0.00077383i,0.00080633+0.00046632i,0.0011999+5.8088e-05i,0.00035518-0.00070115i,-0.00012102-0.00043533i,-8.6227e-05+0.00041401i,-0.00011951+0.00079578i
0.00016881+0.0012019i,0.00281+0.0020414i,0.0043228+0.0017888i,0.0034272+0.0005351i,0.0029167-0.00069889i,0.0018633-0.0013575i,0.00076049-0.00076804i,0.00077609+0.00016117i,0.00074862+0.0010768i,0.00067208+0.0014661i,0.00040898+0.00060913i,-0.00026542-0.00068436i,-0.00086535-0.0010646i,-0.0010069-0.00062692i,-0.00079042-0.00021137i,-0.00051296+0.00034968i,0.00013774+0.00059897i,0.00040426+0.00063639i,0.00031514+0.00090011i,0.00087801+0.00095896i,0.00055218+0.00092155i,-0.00026715+0.00072138i,-0.00013049+0.0002727i
0.0018-0.0044007i,0.0030703-0.006823i,0.0013251-0.0063146i,-0.00064772-0.0048055i,-0.00065515-0.0032532i,-0.00012396-0.0015303i,0.0011791-0.00056314i,0.0015054-4.9367e-05i,8.6389e-05-0.000199i,-0.00024266-0.00045169i,-0.00031126-0.00027277i,-0.00010306-3.472e-05i,0.000198-0.00010981i,-0.00084911-0.00060802i,-0.0015464-0.001058i,-0.0005565-0.00042158i,-0.00035134+0.00079934i,-0.00075067+0.00091044i,0.00029527+0.00073134i,0.0016028+0.0013771i,0.0019435+0.0015243i,0.0010292+0.00062992i,-0.00051601-1.8109e-05i
-0.00083405-0.00054714i,-0.00047933-0.00035493i,-0.0014725+0.00082957i,-0.00099729+0.0016031i,0.00070498+0.00138i,0.0013446+0.00024994i,0.00095484-0.00019105i,0.00087141-0.00072368i,-0.00031473-0.0016873i,-0.00054553-0.0014339i,0.00076236-0.0014098i,0.001016-0.0017006i,0.00083981-0.0018645i,0.00079893-0.0023611i,0.00056315-0.0029246i,0.00079224-0.0027259i,0.00092222-0.00091757i,6.5615e-06+0.00015595i,-0.00088336+0.00013296i,-0.001109+0.00014056i,-0.00048099-0.00017507i,-1.0405e-05+0.00029664i,-1.5468e-05+0.00072919i
0.0016808+0.0024581i,0.0020865+0.0039776i,0.0022425+0.0028587i,0.0024482+0.0010652i,0.0014064-0.00012745i,0.00014881-0.00021719i,0.0001006+0.00027364i,0.00068275+0.00054513i,0.00048927+0.00026001i,4.8142e-05+7.3479e-05i,-0.00019799+2.4577e-05i,-3.015e-05-0.00042122i,0.00095707-0.00062476i,0.00057027-9.365e-05i,-0.00091934+3.5342e-06i,-0.00084838-0.00033884i,-0.00017702-0.0005727i,0.0003589-0.00040691i,0.00021168-1.132e-05i,0.00032807+0.00039456i,0.00075054+0.00050515i,0.00040173+0.00024455i,0.00033948+0.00011486i
0.0032878+0.0031614i,0.0053006+0.0031431i,0.0063625+0.00082372i,0.0040765-0.0018181i,0.0013987-0.0023711i,-0.000148-0.0021725i,-0.0005893-0.0014973i,-0.00065245-0.00048558i,-0.00057775-0.00037224i,0.00063371-0.00051302i,0.0016334-1.4717e-05i,0.0011858+0.00035092i,0.0003236+0.00070962i,0.00014598+0.00073783i,0.0001899+0.00029721i,-0.00057291+7.4318e-07i,-0.00092559-0.00058174i,-4.5004e-05-0.0010175i,-0.00038461-0.0004344i,-0.00075633+9.5122e-05i,-0.00037523+0.00010682i,0.00017935-5.516e-05i,0.00076808-0.00012842i
0.0020933-0.0015366i,0.0021862-0.005078i,0.00095556-0.0065831i,-0.00084027-0.003973i,-0.0015008-0.00049348i,-0.0002042+0.00069595i,-0.00012513+0.00031788i,-0.00057918+0.00033857i,-0.00041025+0.001071i,0.00017113+0.0013532i,0.00061924+0.0014185i,-7.5415e-05+0.00055979i,-0.00043983-2.349e-05i,-9.9372e-06-0.00049751i,0.00064535-0.00026313i,0.00064608+0.00078095i,-0.00011182+0.00093118i,-0.00029547+0.0002262i,-0.00047829-0.00071618i,-0.0010551-0.00026802i,-0.00098194+0.00066772i,0.00021541+0.00035498i,0.0015577+1.6414e-05i
0.00077284-0.0015391i,-0.00054197-0.0010134i,-0.0011023-0.00090889i,-0.0011638-0.0011883i,-0.0011423-0.0011048i,-0.0012171+0.00021001i,7.3719e-06+0.0015635i,0.00097227+0.0013345i,0.00073588+0.00021257i,0.00018547-9.7731e-05i,0.00033062+0.00034382i,-1.05e-05+0.0011253i,-0.00027166+0.0017944i,-9.8732e-05+0.0020985i,-0.0015433+0.0019458i,-0.001713+0.0011087i,-0.00023467+0.00067257i,0.0003416-0.00029722i,0.00040455-0.0011716i,0.00022219-0.00061178i,0.00033901-0.00098889i,0.00069814-0.0013681i,0.00081831-0.00027479i
0.00031402+0.0010883i,4.6099e-05-0.00015419i,0.00023174-0.0013207i,0.00074581-0.00085323i,0.00066752-0.00027375i,-0.00040465-0.00011457i,-0.00018382-0.00072756i,0.0011523-0.0014139i,0.0011376-0.0012943i,0.00017668-0.00025283i,-5.6502e-05+0.0006958i,7.4188e-05+0.00063879i,-0.00039214+0.00066628i,-0.0012229+0.001256i,-0.0013686+0.0010446i,-0.0007872-0.00052053i,1.0362e-05-0.0013095i,0.00030288-0.00069672i,-0.00029027-0.00046651i,5.1918e-05-0.00013401i,5.0856e-05+0.00067275i,-0.00032525+0.00098029i,6.9562e-05+0.00065225i
0.002735+0.0012319i,0.0016752+0.0011085i,0.00044835+0.0004943i,-0.00052673-0.00024312i,-0.0007043-0.0014451i,-0.0012512-0.0012701i,-0.0013252+0.0006449i,-0.0011045+0.00082034i,-0.0010717+0.00023397i,-0.00029954+0.00023918i,-0.0001321-2.115e-05i,-0.0014764+0.00018707i,-0.0023464+0.0005768i,-0.0019522+0.00068213i,-0.0015772+0.00030443i,-0.0012881+0.00020744i,-0.00090734+0.00061409i,-0.00062437+0.00054192i,-0.00084+0.00016261i,-0.0010106-0.00011112i,-0.00035235+0.0002577i,3.2279e-05+0.00065297i,-0.00032021+0.0010702i
0.0054552-0.0021081i,0.0092114-0.0044658i,0.0092264-0.0038521i,0.0047863-0.0024856i,0.0013664-0.0014953i,-0.00016078-0.00048503i,-0.0011099+0.00081471i,-0.00072649+0.0010261i,-0.0003241-0.00012763i,-0.00020074-0.00040756i,-0.0011093-0.00029017i,-0.0019646-0.00048574i,-0.002215-0.00018003i,-0.0025255-0.00018719i,-0.0023431-0.00062285i,-0.00082188-0.00024262i,0.00056659+0.00051262i,0.0011552+0.00067594i,0.0010134+2.7835e-05i,0.00046154+0.00015457i,0.00063185+0.00055607i,0.00076451+0.00030297i,0.00062974+0.00069714i
-0.0022307-0.00059742i,-0.0046921-0.00033367i,-0.0048849-0.00036974i,-0.0024695-0.00064387i,2.0391e-05-0.0011158i,0.00059143-0.00066247i,0.00081802+0.00013181i,0.0006251+0.00030199i,0.00082458-3.26e-05i,0.00031112-0.00052804i,-0.001183-0.00082895i,-0.0013441-0.00047227i,1.6535e-06-0.00052143i,0.00096462-0.00061085i,0.00072323-0.00087872i,0.00096134-0.0014844i,0.00099333-0.00099066i,0.0010387-0.00018322i,0.00086074+0.00027013i,-0.0002511+0.00035957i,-0.00033655-0.00012431i,-0.00027992-0.00032969i,-0.00081803-0.00041239i
0.0042685+0.0027555i,0.0042318+0.0041453i,0.0024563+0.0014237i,-0.00012132-0.00096962i,-0.0013715-0.000792i,-0.0010466+0.00032247i,-0.00053892+0.00089583i,0.00028047+0.00011305i,0.00047894-0.00043701i,-0.00050271-0.0004418i,-0.0022345-0.0010356i,-0.0024195-0.0022084i,-0.00066169-0.0020988i,-9.0995e-05-0.00024124i,-0.00046038+0.00091388i,-0.00015912+0.0003501i,-2.4959e-05-0.00012867i,-2.9887e-05+0.00018026i,0.00024146+0.00024749i,0.00024217-0.00031333i,0.00036826-0.0011063i,0.00055299-0.001152i,0.00024247-0.00042344i
0.0022817+0.0030851i,0.0027351+0.0023103i,0.0014142+5.3877e-05i,0.00039534-0.00033075i,0.00022399+0.00030274i,-0.00016437+0.00031152i,-0.0001901+0.0001743i,6.4262e-05-0.0001214i,-0.00015006-0.00096691i,-0.00040632-0.0018823i,-0.00087396-0.0018251i,-0.00056211-0.00099204i,-8.8084e-05-0.00077658i,0.00031162-0.00087253i,0.0010849-9.9556e-05i,0.0012246+0.00057366i,0.00034283+0.0011651i,-4.0961e-05+0.0012409i,-0.00022698+0.00083488i,0.00017452+0.0011985i,0.0009472+0.00043746i,0.0012122-0.0011761i,0.0011519-0.0013223i
0.0011501-0.0026421i,0.0031667-0.0051764i,0.004162-0.0058881i,0.0027289-0.004449i,0.0014311-0.00282i,-5.2015e-05-0.00068757i,-0.00072842+0.00060021i,-0.00053045+0.0011372i,-0.0005783+0.001114i,0.00034199-0.00041148i,0.00082403-0.0014939i,0.00099645-0.00029532i,0.0013022+0.00052306i,0.00056185+0.00041651i,-8.2497e-05+0.00081333i,0.00015708+0.0011194i,0.00070917+0.00079849i,0.00080039+0.00020435i,0.0001329+0.00048436i,-9.6836e-05+0.00036206i,0.0011104-0.00024386i,0.0012704-0.00015235i,0.00046177+0.00037858i
-0.0037035+0.00088488i,-0.0073663+0.00035272i,-0.0076018-0.00059952i,-0.0048324-0.00015896i,-0.0027699+0.00034921i,-0.00097509+0.00020217i,0.00035547+0.00063969i,0.00027971+0.0011563i,-0.00014268+0.0011493i,-0.00046869+0.00018724i,-7.0325e-05-0.00016499i,0.00097303+0.00071279i,0.0022937+0.0011976i,0.0020372+0.0009882i,0.0011829+0.001516i,0.00076332+0.0016817i,0.0004743+0.00049619i,3.5513e-05-0.00026211i,4.4844e-06-0.00080557i,0.00033887-0.0004483i,0.00019511+0.00022144i,-0.00012367+0.00084938i,-8.0841e-05+0.0011156i
0.0025981-0.0011062i,0.0025123-0.0010309i,0.0015901-0.00087125i,-0.0010255-0.0007131i,-0.0022179+0.00039087i,-0.001624+0.0028812i,0.00068497+0.0030599i,0.0022146+0.0012495i,0.0013501+0.00042533i,-2.0297e-05+0.0010269i,0.00014317+0.0012622i,0.00097896+0.0018695i,0.00094738+0.001727i,0.00021411+0.00092106i,-0.00098697+0.0015144i,-0.0016512+0.001504i,-0.0010722+0.00091813i,-0.00021932+0.0013866i,0.00014109+0.0015946i,2.3635e-05+0.00059957i,-8.9153e-05+0.00037498i,-0.00076265+0.00065676i,-0.0012377+0.0012287i
0.0066246-0.00017089i,0.0084836-0.0019799i,0.0073149-0.0039432i,0.0047293-0.0038231i,0.0022687-0.0029857i,-6.7081e-05-0.0023657i,-0.00043202-0.0016868i,0.00062814-0.0010786i,0.0010151-0.00034292i,0.00057213-0.00031325i,0.00077493-0.00033922i,0.00024291+0.00056485i,-0.0015174+0.0017028i,-0.0023637+0.0017627i,-0.0020029+0.0008613i,-0.0021033-0.00034623i,-0.0021467-0.00055978i,-0.0012216-0.00049668i,-0.0010392+0.00026522i,-0.00097393+0.0011161i,-0.00031296+0.00098509i,-0.0001506+0.00067127i,0.0001424+0.00079796i
0.0022734-0.0082878i,0.0018037-0.011834i,-0.0014293-0.010527i,-0.0029933-0.0049633i,-0.00093454-0.0020524i,0.00014261-0.0018748i,-0.00038165-0.0021004i,-0.00026527-0.0023042i,-0.0006368-0.00206i,-0.00063996-0.0013781i,-0.00099488-0.00095256i,-0.001482-0.00038953i,-0.00022767+0.0010738i,0.00058499+0.001002i,5.4884e-05+0.00011271i,-0.0010579-8.784e-06i,-0.0014409-0.0002504i,-0.00052649-0.00018248i,-0.00036548+0.00042286i,-0.00072104+0.00066016i,-0.00072363+0.00025013i,-0.001171-0.0001679i,-0.0002363-0.00073165i
-3.2106e-05+0.0038459i,-0.0020172+0.0058991i,-0.0017352+0.0054227i,-0.00083263+0.0023713i,-0.0015986+1.6248e-05i,-0.0024697+0.00044632i,-0.0016848+0.002859i,-0.00025208+0.0032878i,-0.00015523+0.0016236i,-0.0018652+0.00051701i,-0.0033022+0.0008447i,-0.0037598+0.001103i,-0.0026047+0.00038929i,-0.00098323-0.00035102i,-0.00052666-0.00079544i,0.00067792-0.0010796i,0.0019689-0.00056699i,0.0015416-0.00012964i,-0.00058108-0.00012994i,-0.0014371-0.00032425i,-0.0010875-0.00098787i,-0.00052548-0.00071889i,-0.00079816+0.00023123i
0.0057654+0.0016687i,0.006636-0.00010345i,0.0048151-0.002902i,0.0012826-0.0028224i,-0.00020905-0.0010464i,0.00039829+0.00038877i,0.0015668+0.0012908i,0.0012569+0.00091589i,0.00030742+0.00075377i,-0.00038209+0.0012205i,-0.0014641+0.0008184i,-0.001895+0.00059017i,-0.0017257+0.00072013i,-0.0011534+0.00068014i,0.0004543+0.0010119i,0.0010431+0.00091326i,0.00074157+0.00076571i,0.00058361+0.00089546i,0.00036845+0.00034444i,0.00046534-0.00095961i,0.00046944-0.0011282i,-9.8768e-05-0.00078387i,-0.00049163-0.00056308i
0.0020387-0.0041124i,0.0027358-0.0050225i,0.0015041-0.003906i,0.00064397-0.0022343i,0.0010149-0.0010543i,0.0013573-0.00080883i,0.0019335-0.00030154i,0.0017483-8.7743e-05i,0.0011507+4.9502e-05i,0.0008283+1.3599e-05i,0.0009577-0.00080866i,0.00042314-0.0012556i,-0.0012969-0.0010738i,-0.002066-0.00028411i,-0.0010543+9.456e-05i,0.00045065+0.00046312i,0.00087242+0.0012581i,4.4221e-05+0.00063235i,-0.00016296-0.00054317i,0.00017084-0.0010508i,0.00040984-0.0006622i,0.00067953-0.00059298i,0.00026935-0.00065017i
0.00051535-0.0047651i,0.00050281-0.0072984i,0.00037727-0.0060231i,-0.00023929-0.0027203i,-0.00048536-0.0021127i,-0.00090663-0.0025579i,-0.00089991-0.0019025i,-0.00019791-0.0010291i,0.00067369-0.0008673i,0.00023758-0.0013734i,6.1491e-05-0.0021632i,0.00068009-0.0023388i,0.0013839-0.001133i,0.00097129+0.00026429i,-0.00019095+0.0016363i,-0.00051339+0.0018442i,-0.00019289+0.0013893i,-5.7111e-05+0.00033594i,0.00066947-0.0010261i,0.0013998-0.0012136i,0.0012065-0.0011282i,0.0013123-0.00054212i,0.00099437-0.00013229i
0.00024941+0.00049408i,-0.00060655+0.0032632i,-7.0819e-05+0.0033645i,0.00032929+0.0022387i,-0.0010339+0.0018615i,-0.001286+0.0014981i,-0.00062898+0.0010279i,-0.00073806-0.00027733i,-0.0017656-0.0013398i,-0.0014675-0.00094712i,-0.00035584-0.00020356i,0.00040274-0.00093849i,0.0013624-0.0015997i,0.0015035-0.00054074i,0.00068926+0.00095605i,-0.00017998+0.0018108i,-0.0012151+0.00077444i,-0.001167-0.00066386i,0.00062323-0.00071759i,0.0013587+0.00017251i,0.00050483+8.7346e-05i,0.00040927-0.0002259i,0.00067985+0.00017112i
