-0.0036235+0.00030553i,-0.0032767+0.0029046i,-0.0039781+0.0035961i,-0.0041529+0.0037631i,-0.0024766+0.003444i,-0.0014438+0.0021454i,-0.0014465+0.0010592i,-0.0012476+0.00034366i,-4.1727e-05+7.3654e-05i,0.00041753-0.00046318i,-0.00032989-0.00063208i,-0.00015499-0.00031684i,9.8973e-05+0.00063211i,-0.00039527+0.00054678i,-0.00091708-0.00057723i,-0.00067631-0.00051476i,8.6659e-05-0.00024382i,0.00013946+1.9123e-05i,-6.0769e-05+2.6276e-05i,0.00032794-0.00049401i,0.0010164-0.00056573i,0.00084026-0.00068112i,-0.00021909-0.00037442i
0.00037356+0.00068938i,0.00088505+0.0018554i,0.00033779+0.0030063i,-0.00063351+0.0024158i,-0.00063683+0.0017379i,-0.00089488+0.00091763i,-0.0012329-0.00076411i,-0.00129-0.0017202i,-0.00085345-0.0013896i,0.00014439-0.00054405i,0.00053476-0.00039494i,0.00066659-2.1794e-05i,0.00048472-0.00011485i,0.00098242-0.00097156i,0.0010096-0.0011453i,0.00061922-0.0010226i,0.00051858-0.00057732i,-0.00051351+8.6932e-05i,-0.00080801+0.0010469i,5.9208e-05+0.0016053i,0.00039001+0.00059135i,7.6228e-05-0.00076721i,-0.00033818-0.00071869i
-0.00019094+0.0010562i,-0.00053712+0.0010917i,0.00080199+0.00044758i,0.001134-0.00054205i,0.00012034-0.0013495i,-0.00057862-0.0004709i,-0.00087269+0.00028881i,-0.0010077+0.00018841i,-0.0012448+5.2278e-05i,-0.0010112+0.00018768i,-0.00072839-0.00013714i,-0.00033033-0.00095555i,8.9725e-05-0.00060358i,7.3986e-05+0.00026627i,-0.00035311+0.00011616i,-0.00090978-0.00030571i,-0.0010212+0.00017958i,-0.00033828-0.00018584i,0.00031163-0.00050707i,-0.00035871-0.0005312i,-4.4426e-05-0.00060056i,0.0005932-0.00048197i,0.00057667-0.00046375i
0.0014992-0.002346i,0.0018137-0.0021399i,-0.00010362-0.0014i,-0.00076473-0.00076388i,-0.00071203-0.00060864i,-0.0012034+0.00014696i,-0.00081042+0.00049278i,-0.00090674-0.0002171i,-0.0012164-0.00047152i,-0.00068916+0.00024918i,0.00010259+0.00036908i,0.00021624-0.00027534i,-0.00053509-6.4112e-06i,-0.00059861+5.7522e-05i,-0.00026091-0.00027998i,-0.00059069-0.00051775i,-0.00041708-0.00090043i,-0.00060114-0.00021985i,-0.0011434-6.5619e-05i,-0.00076483-0.00081068i,-0.00047943-0.0010359i,-0.00020728-0.00069089i,4.6168e-05-0.00077202i
0.00089251-0.00051705i,0.00073407-0.0013337i,0.0007101-0.0020918i,0.00044098-0.001835i,-0.00072558-0.0012874i,-0.001652-0.00063988i,-0.00095851+5.1825e-05i,-0.00083085+0.00061167i,-0.00063749+0.0009319i,0.00055794+0.0013066i,0.00042292+0.00077989i,-0.0011988-0.00015033i,-0.0015059-8.6065e-05i,-0.00069951-1.2159e-05i,-0.00054806+0.00025908i,-0.00041463-0.00028423i,-0.00036909-0.00067553i,-0.00093278+6.8272e-05i,-0.00090894-0.00026639i,0.00019324-0.00061153i,0.00052061-0.00083786i,-0.00013168-0.00060462i,-0.00067232-0.00030083i
0.00018737-0.0046258i,-0.00090906-0.0026008i,-0.0025472-0.0017703i,-0.0024831-0.0011596i,-0.0018219-0.00095999i,-0.0013811-0.00081473i,-0.0011096+9.3079e-05i,-0.00068731+0.00081471i,-0.00032302+0.0014653i,-0.001085+0.00097177i,-0.0015359-0.00032476i,-0.0013142-0.00076215i,-0.00096775+0.00029782i,-2.9742e-05+0.0010244i,0.00042208+0.00067277i,-0.00019781+0.00027397i,-0.0010191+0.00044063i,-0.0013114+0.0006218i,-0.00092777-0.00010464i,-0.00047899-0.00059024i,-0.00027243-0.00066427i,-0.00054215-0.00067836i,-3.7285e-06-0.00044349i
-0.0012551+0.0021885i,0.00038615+0.0012393i,0.0013671+0.00028644i,0.0016888-0.00029148i,0.0014481-0.0010335i,0.00049747-0.00073906i,-0.0001103-0.00018914i,0.00046101-0.00022671i,0.0010155-0.00044999i,0.0010064-0.00080345i,0.00056022+3.8657e-05i,-0.00012264+0.0010663i,4.5305e-06+0.00097322i,-6.1332e-05+0.00080427i,-0.00011709+0.00042751i,3.978e-05-0.00034642i,0.00011468-0.00022761i,0.00030877+0.0002389i,7.7915e-05-0.00064402i,-0.00017162-0.001306i,-1.8277e-06-0.00074198i,3.3972e-05-0.0004036i,0.00031276-0.00030168i
-0.0009428+0.00050593i,-0.00067271-0.00019853i,0.00040484+0.00055232i,0.00021424+0.00057428i,-0.00067297+0.00010417i,-0.00073643-0.00021518i,-0.00066805-0.00043535i,0.00023224-0.00088007i,0.0011043-0.00067808i,0.00037367+0.00037658i,-0.00018952+0.00093457i,-4.0769e-05+0.00076468i,0.00011375+0.00025522i,0.00051287+0.00016771i,0.00065893+0.00035873i,0.00034679-0.00016661i,-3.485e-05-0.00046961i,-0.00059775-0.0003763i,-0.00024931-0.00036657i,0.00015817-0.00029064i,-0.00045716-0.00043182i,-0.00055202-4.4542e-06i,0.00031118+0.00010516i
-0.00061117+0.00087208i,-0.00023429+0.00085064i,0.00070684+0.0017137i,0.001361+0.0017173i,0.0013483-7.8089e-05i,0.00078041-0.001307i,-0.00026587-0.0017613i,-0.00088814-0.0025961i,-0.00010208-0.0023398i,0.00072728-0.00085904i,0.00054387-1.8268e-05i,-0.00098183-0.00011723i,-0.0015784+8.7312e-05i,-0.00021314+0.00045362i,0.00034672-0.00027875i,0.00035617-0.001024i,4.4682e-05-0.00096245i,-0.0003226-0.0009358i,-0.00056744-0.00067498i,-0.00059133-0.00033569i,0.00011299+7.5104e-05i,0.00054041+0.00052737i,0.00048001+0.00092768i
-0.0030018-0.0020573i,-0.0035509-0.00069685i,-0.0026769-0.00030818i,-0.0028303+7.576e-05i,-0.003114+0.00018875i,-0.0023384-0.00017605i,-0.001508-0.00089272i,-0.00085261-0.0015179i,-0.00065062-0.0020352i,-0.00069357-0.0014314i,-0.00072051-0.00069087i,-0.00068802-0.00041175i,-0.00035935-0.00013082i,5.667e-05-8.8017e-05i,-0.00047903+4.0204e-05i,-0.0010296+0.00010107i,-0.0012853-0.00017402i,-0.00032407-0.00055819i,0.00092641-0.00021029i,0.00014615+0.00072769i,-0.00070003+0.0010163i,-0.00072265+0.00055848i,-0.00050568-0.00030323i
-0.00013792-0.0020644i,-0.00072907-0.00087966i,-0.00053331+0.00019438i,-0.00085062-0.00024796i,-0.0014389-0.00047902i,-0.0013487-0.00041658i,-0.00083311-0.00028718i,-0.0012659+0.00050869i,-0.0016094+0.00088348i,-0.00055464+0.00090566i,0.00070516+0.0004017i,0.00047064+0.00048451i,-0.00011566+0.00098938i,-0.00067785+0.00054257i,-0.00063628-0.00021129i,0.00038798-0.00046544i,0.00041923-0.00021846i,-6.0117e-06-0.0004077i,0.00034994-0.00053826i,0.00094884-0.00024529i,0.00077809-0.0001946i,0.00091949+2.148e-07i,0.00093504+0.00021899i
-0.00214+0.00059255i,-0.0020945+0.00053488i,-0.00014162+0.00076611i,0.00075175+0.00063452i,0.00040705+0.00021518i,-6.2176e-05-0.00052788i,-0.00051745-0.00048815i,-0.0008658+0.00028609i,-0.00060949+0.00030852i,0.0006761+4.7684e-05i,0.00096168+0.00050646i,0.00023844+0.00084866i,-0.0005553-0.00030596i,-0.00025688-0.0014202i,0.00050329-0.0013583i,0.00066932-0.00095215i,0.00032736-0.00067885i,-0.00048884-0.0011792i,-0.0011148-0.0014128i,-0.00078909-0.0011676i,-0.00022529-0.0004573i,8.3869e-05+3.6385e-05i,-0.00037442-0.00026188i
-0.0010231-0.0021383i,-0.00046837-0.0018775i,-0.00094892-0.00087803i,-0.00083508-0.00053461i,-0.00052932-0.00026374i,-0.00088499+0.00026597i,-0.00061556+0.00064961i,-0.00034687+0.00054977i,-0.00024928+0.00056471i,-0.0001668+0.0002554i,-0.00048564-0.00044472i,-0.00020072+0.00038845i,0.00097604+0.00086767i,0.0009771-0.00018573i,-0.0003766-0.00040291i,-0.00041291-9.4236e-05i,0.00038039+0.00028673i,0.00027772+0.0011567i,0.00019485+0.0011272i,1.0434e-05+0.00071719i,-0.00061675+0.0001952i,-0.00015109-0.00089331i,0.00020646-0.0010367i
-0.0014552-0.0010503i,-0.0019174+0.00013458i,-0.0017843+8.8149e-05i,-0.00076752-0.00035941i,-5.1173e-05-0.00026443i,0.00039637-0.0001199i,0.00060582-0.00024049i,0.00054-0.00026694i,0.00064009+0.00076271i,0.00027841+0.00078593i,-0.00032903+0.00013528i,-0.00035692+0.00012146i,-0.00035087+0.00028167i,9.9663e-05-2.9398e-05i,0.00026574-0.00076086i,-0.00065842-0.00019551i,-0.0012101+0.00023372i,-0.0011154-0.00089353i,-0.0011255-0.0010799i,-0.0012267-5.435e-05i,-6.0427e-05+0.0003058i,0.0003282-0.00022878i,-7.0081e-05-0.00023957i
-0.00066308-0.0022397i,-0.000756-0.00038088i,0.00070271+0.00084385i,0.0016344+0.00032655i,0.00022031-0.00040459i,-0.001129-0.00054718i,-0.00056203-0.00020765i,0.00051127+0.0011329i,0.0010155+0.00056374i,0.00067736-0.00075676i,-5.7311e-05-0.0010603i,-0.00024324-0.00093469i,0.00014268-4.2856e-05i,0.00026237+0.00023173i,0.00057104-0.00026925i,0.0001798+0.00048826i,-0.0001828+0.000407i,0.00064599-4.6129e-06i,0.00066528+0.00016656i,-9.5934e-05+0.00043239i,-0.00021263-0.00018055i,-0.00012331-8.3594e-05i,-0.00038904+7.7964e-05i
0.0047354-0.00063338i,0.0031745-0.0014609i,0.0024334-0.0027242i,0.00098522-0.0032747i,-0.0015357-0.0031814i,-0.0023488-0.0028625i,-0.0018394-0.0019228i,-0.0012779-0.00077413i,-0.00043701-0.00016851i,-0.00010657-7.405e-05i,-0.00021192-0.00094094i,-0.00040681-0.0013332i,-0.0011767-0.00081895i,-0.0013798-0.00067976i,-0.0012057-0.0006007i,-0.0012925-4.9602e-05i,-0.0008068+0.00039491i,-0.00049008+0.0001972i,-0.00045765+0.00010565i,-0.00020274-0.00039338i,-0.00015569-0.00066978i,-0.00066906-0.00044732i,-0.00084366-0.00030824i
-0.0031621+4.9276e-05i,-0.0028272+0.0016533i,-0.0021227+0.0017858i,-0.0018586+0.00065135i,-0.0021231+0.00066978i,-0.0012979+0.00028067i,-0.0010815-0.00066506i,-0.0015234-0.00090149i,-0.001863-0.00076587i,-0.0016122-0.00068761i,-0.0012965-0.00045698i,-0.0011998-0.00083459i,-0.00076448-0.0004082i,-0.00062228+0.000518i,-0.0008437+0.00063758i,-0.0011932-0.00014592i,-0.0011136+0.00011301i,-0.0014145+0.00084497i,-0.00058112+0.00029647i,0.00017111+0.00021406i,-0.00027172+0.00063311i,-7.7568e-05+0.00049884i,0.00034369-0.00044232i
0.00088862-0.00017151i,0.00087668-0.00035841i,0.0009482+0.00049368i,-0.00026828+0.00053023i,-0.00054666+0.00056028i,0.00011229+0.00040566i,-0.00076144-0.00078098i,-0.0016673-0.00066135i,-0.001458-9.6126e-05i,-0.00011145+0.00039956i,0.0004671+0.0002246i,-0.00030822-0.00078446i,-0.0010081-0.00058276i,-0.00047334-0.00043857i,-0.00021998-0.00065625i,-0.00045209-0.00059859i,0.00023139-0.00039843i,0.00051079-0.00028758i,0.00033303-0.00083702i,0.00020731-0.0010068i,-0.00027799-0.00030666i,-0.00095257+0.00014248i,-0.00080739+0.00041333i
0.002028+0.0001618i,0.001915+9.4548e-05i,0.0019827-0.00011558i,0.0013198-0.00044989i,0.00012744-0.0012524i,-0.0011001-0.00072276i,-0.0021644+9.7083e-05i,-0.0027095+0.00038854i,-0.0020823+0.00071219i,-0.00042832+0.00069i,0.00032285-0.00013978i,-0.00022132-0.00054068i,-0.00060831-0.00043845i,-0.00028139-0.00083615i,-0.00023863-0.0012984i,-0.00067681-4.846e-05i,-0.00061563+0.00059716i,-6.7829e-05-0.00024137i,0.00023336-0.00042716i,0.00050815-0.00096944i,0.00068307-0.0012871i,-0.00016199-0.00067485i,-0.00087183+0.00010367i
0.001769-0.00087291i,0.0013572-0.0019753i,0.0012119-0.0025136i,0.00026125-0.0020307i,-0.00016461-0.0007536i,0.00014492+0.00070404i,-0.00028656+0.0015254i,-0.00071463+0.0014531i,-0.00099628+0.0011929i,-0.00066864+0.00083834i,-4.9174e-05-0.00025223i,0.0002776-0.00089424i,0.00030253-4.6686e-05i,0.00058496+0.0003123i,0.00017261+0.00025746i,-0.00036616+0.00015237i,-5.8258e-05-4.9056e-05i,0.00015131-8.885e-05i,-0.00064616-0.0001168i,-0.00026772-0.00079787i,0.00058941-0.00047437i,0.00028774+1.1891e-05i,-0.00023796-0.00038179i
0.00043001-0.0012161i,0.00035577-0.00038856i,0.00034846-0.00040407i,4.0371e-06-0.00040051i,-0.00086755+0.00013093i,-0.00084745+0.00011677i,-0.00020667-0.00048742i,-0.00031475+0.00026919i,0.00041474+0.00074308i,0.0010229+0.00015093i,0.00025596-7.5204e-06i,5.5522e-05+0.00031619i,0.0010248+0.00067227i,0.001102+0.00018168i,9.2704e-05-0.00058282i,-0.0010767-0.00010174i,-0.00092505+0.00063633i,-0.00010902+0.0014063i,8.2897e-05+0.00047909i,-0.00055692-0.0012822i,-0.001311-0.0012074i,-0.00054458-0.00096172i,0.00014731-0.00051939i
0.00077368-0.0013833i,-0.0004247-0.0012548i,-0.00046033-0.0014123i,-7.5712e-05-0.0020945i,-0.00091563-0.0014947i,-0.0011884-0.00066466i,-0.00098135-0.0013413i,-0.0008805-0.0016068i,0.00020844-0.00064997i,0.00060595+3.4785e-05i,-7.9455e-05-0.0003778i,-0.00035958-0.00066411i,-0.0001593-0.00082728i,-0.00076497-0.00042815i,-0.00085753+2.5099e-05i,-0.00062576-0.0001179i,-0.00050259-0.00041928i,3.6968e-05-0.0010962i,0.00089379-0.0014469i,0.00095782-0.00063807i,0.00035464+0.00022315i,8.5076e-05+0.00033059i,-9.6866e-05+0.00039734i
0.0011302-9.259e-05i,1.886e-05+0.00059714i,-0.0015415+0.00070122i,-0.00091267+0.00094765i,5.1841e-05+0.00046589i,-1.9802e-05-0.00052264i,-0.00010939-0.00091007i,-0.00055977-0.0010137i,-0.0006851-0.0010906i,-0.00035226-0.00045715i,-0.00072785-8.3484e-05i,-0.00066398+0.00056725i,0.0002964+0.00093854i,0.00051753+0.00053201i,-0.00010498+1.1046e-05i,-0.00022838-0.00046041i,-0.00021842-0.00039953i,-0.00013667-0.00043461i,0.00020271-0.00021581i,0.00036393+0.00018089i,0.00034864-0.00049485i,0.00048418-0.0011376i,0.00028357-0.00049844i
-0.0010052-0.0042625i,-0.00085746-0.0034748i,-1.5264e-05-0.0038036i,-0.00041172-0.0029154i,-0.0019857-0.0014836i,-0.002644-0.00095449i,-0.002171-0.00092035i,-0.00142-0.00030105i,-0.0012293+0.00041374i,-0.00073376+0.00048643i,-0.0001272+4.4346e-05i,-0.00076946-0.00015858i,-0.0010631+0.00011613i,-0.0004254+0.00058564i,-0.00039901+3.7178e-05i,-0.00069194-0.00049161i,-0.00019568-0.00036553i,0.00028197-0.00022989i,0.00014738+0.00027409i,-0.00013037+0.00037307i,-0.00026259+0.0002891i,-0.00059316-0.00034486i,-0.00040801-0.00049393i
0.0030125+0.00055618i,0.0019133+0.00060992i,0.00057825+0.00078621i,-0.00044046+0.0011697i,-0.00098715+0.00080182i,-0.0018398+0.00038901i,-0.0022793+0.00034699i,-0.0014361-0.00011466i,-0.0005808-0.00017173i,-0.0010403+0.00034368i,-0.00060666+1.406e-05i,7.5329e-05-0.00037817i,2.5765e-05-0.0003062i,1.4524e-05-0.00019763i,0.00043275+2.4882e-05i,0.00055982-7.5232e-05i,0.00051685-0.00025662i,0.00027052-0.0004992i,-0.00013046-0.00042294i,-0.00062015-0.00013861i,0.0001752-0.00014086i,0.00094476+0.00015749i,0.00050724-0.00012822i
-0.00087237+0.00073171i,3.4129e-06+0.0015538i,0.00032561+0.0014984i,-0.00049479-0.00036445i,-0.0011246-0.0012445i,-0.00075269-0.0014915i,-0.00049883-0.001798i,-0.00070131-0.00051691i,-0.00076715+0.0010849i,-0.0006285+0.00097074i,-0.00084887-0.00068381i,-0.00022734-0.00090664i,0.00027992-0.00043757i,0.00026278-0.00080987i,-0.00014024-9.1304e-05i,-0.00089272+0.00038196i,-0.00097516-0.00030346i,-0.000369-0.000215i,0.00017703+0.00058852i,0.00017212+9.8939e-05i,-4.0537e-05-0.00028329i,-2.5164e-06-6.3328e-05i,-0.00056179-0.00021757i
-4.5622e-05+0.0016589i,0.00043719+0.0011607i,0.0016198+0.0015787i,0.0016426+0.0016059i,0.0012694-1.8683e-05i,0.00013862-0.00050251i,-0.00083016+0.00018658i,-0.00041101+0.0012715i,-7.1014e-05+0.0017167i,6.397e-05+0.00094601i,0.0001765+9.7192e-05i,-0.00027541-0.00028382i,-9.4725e-05-0.00042934i,0.0001685-0.00039956i,0.00015526-3.2536e-05i,7.0607e-05-0.00017857i,-0.00026099-0.00036592i,8.2302e-05+0.00011667i,0.00018062+0.00026983i,-0.00016328+0.00041604i,-0.00047084+0.00044855i,-0.00064418+0.00059117i,-0.00019414+0.00063209i
0.0013346+0.0017381i,0.0025204+0.00043084i,0.0022257-0.00089636i,0.00071917-0.0015743i,-0.00056571-0.0015396i,-0.000997-0.0017427i,-0.0014452-0.0019306i,-0.0013305-0.0009321i,-0.00025097+0.00063301i,0.00054624+0.00098485i,0.0014124+0.00036365i,0.0010193-0.00025753i,-0.00060022+9.4594e-05i,-0.0010577-0.00040963i,-0.00072894-0.0010274i,-0.00055216-0.00061264i,-0.00072391-0.00045018i,-0.00066075-0.00027767i,5.2253e-05+4.45e-05i,0.00029155-0.00027708i,-0.00066181-0.00037256i,-0.00069596-6.571e-05i,0.00068999+0.00047235i
-0.0046211-0.00054904i,-0.0047833+0.00055131i,-0.0045437+0.0021996i,-0.0034925+0.0026293i,-0.0014588+0.001449i,0.00047475+0.00022692i,0.0008277-0.00089066i,0.0004687-0.0014322i,-0.00011046-0.0010841i,-0.00041569-0.00025499i,1.1036e-05-0.00020647i,-3.5283e-05-0.0006256i,0.00018528-0.00080261i,0.00092273-0.00018186i,0.00096725+0.0004399i,0.00050404+0.00031963i,-0.00017268-9.8405e-05i,-0.00028702-0.00071994i,9.9102e-05-0.00047424i,0.00011571-0.00029144i,0.00050476-0.0005039i,0.00103+0.00041902i,0.00064646+0.00081121i
0.0034052-0.00027448i,0.0032892-0.00011172i,0.0018053-5.1422e-05i,0.0012849-0.0022949i,0.0010949-0.0035372i,-0.00027071-0.0029784i,-0.00089119-0.0020016i,-0.0012023-0.0013101i,-0.0013102-0.0013251i,-0.0008849-0.0013339i,-0.0012546-0.00094376i,-0.0015547-0.00045331i,-0.00051189-4.7814e-05i,2.2053e-05+0.00023382i,8.0779e-05-9.9991e-05i,-0.00021255-0.00074167i,-0.00091274-0.0010198i,-0.00039414-0.00028141i,0.0004403-0.00016978i,0.00017942-0.00037879i,0.00016637-0.00013399i,-0.00038423-0.00088153i,-0.00064211-0.00073928i
-0.0007724-0.0018503i,-0.0017985-6.6508e-05i,-0.0011224+0.00028083i,-0.00048307-0.00032506i,-0.00093088-0.00026147i,-0.0016259+0.00031878i,-0.0016324+3.5935e-06i,-0.0017581+0.00014027i,-0.0019841-3.7684e-05i,-0.0012935-0.00021822i,-0.0009282-0.00053643i,-0.00084794-0.00091087i,-0.00027313-0.00018699i,7.6184e-05+0.00048311i,-0.00041264+0.00056772i,-0.00073494+0.00033858i,-0.00063316+2.5513e-05i,-0.00079297+0.00023077i,-0.00045698+2.0255e-05i,-0.00011104-1.3203e-05i,-0.00086979+0.00088326i,-0.0011045+0.0008697i,-0.00080886+0.00044352i
0.00092505+0.00010672i,0.0010412-0.00023477i,0.0020046+0.00080451i,0.0020468+0.0001854i,0.00090294-0.00095539i,-0.00092544-0.00091435i,-0.0018097-0.0009543i,-0.0019889-0.00073922i,-0.0016848-0.00012911i,-0.00098688+0.00024904i,-0.00020323-0.00060667i,7.9174e-05-0.0009493i,0.00029538-0.0006552i,0.00050614-0.00071186i,0.00010564-0.00066825i,-0.00071539-0.0001958i,-0.0011832-0.00033778i,-0.0012022-0.00047547i,-0.0005655-0.00028981i,0.00044599-0.00086278i,0.00047639-0.00059048i,-0.00015662+0.0001968i,-0.0002451+9.2087e-05i
0.00052332-9.6366e-05i,-0.00036322+0.00054645i,-0.0017026+0.0011071i,-0.0018841+0.00032351i,-0.0014476-0.00066009i,-0.0010566-1.9716e-05i,-0.00097505+0.0008813i,-0.0014297+0.0009522i,-0.0014748+0.0007916i,-0.0012807+0.00015172i,-0.0012371-0.0005387i,-0.0011224-0.00047575i,-0.00032775-0.00059572i,0.00029028-0.0003798i,-0.00022329-0.00010538i,-0.00064177-0.0007443i,-0.00073132-0.00064151i,-0.00058501-0.00031207i,7.4878e-05-0.00023648i,0.00023832+3.9885e-05i,6.2047e-05-0.00019353i,5.4637e-05-0.00036968i,0.00048609-0.0010809i
-0.00092294-0.0010877i,-0.00046955-0.001175i,0.0014919-0.0004284i,0.0011326-0.00057727i,0.00011837-0.00052611i,-0.00013693+0.00049371i,-0.00030431+0.0012701i,-0.00073999+0.001229i,-0.00010993+0.00063371i,0.00046909+0.00029519i,-0.00023362-0.00078907i,-0.00086448-0.001531i,-0.00018851-0.0011806i,0.00023893-0.00067012i,0.00089462-0.0010773i,0.0011915-0.0011252i,0.00011153-3.4196e-05i,-0.00036058+0.00054067i,9.2419e-05-5.0712e-05i,3.3897e-05-0.00091221i,-0.00023106-0.0017085i,0.00064788-0.0011668i,0.00089096-8.4078e-05i
0.0010285-0.00062117i,-0.00058828-0.0022817i,-0.00059308-0.0024997i,-0.00053403-0.0012888i,-0.00083326-0.00092492i,0.00015767-0.00072678i,0.0010257-0.00015958i,0.00045096-8.2665e-06i,0.00014366+0.00011674i,0.00022304+0.0005362i,6.4589e-05+0.000136i,9.7295e-05-0.00035751i,0.00077945-0.00013396i,0.00099259+0.00026345i,0.00013163-0.00026248i,-0.00048453-0.00050376i,-0.00022808-0.00044338i,0.00082505-0.00093594i,0.0010218-0.00088442i,0.00027615-0.00029609i,-0.00013073-0.0003548i,-0.00022483-0.00028912i,-0.00032078-0.00050635i
-0.0012441+0.00020451i,-0.0010741+0.0013576i,2.8306e-05+0.0013895i,0.00047224+0.00036114i,0.00020526+0.00010929i,0.00045696+0.00026938i,0.00028009+0.00012103i,-0.00031757+1.9167e-05i,-0.00015575+0.00013755i,0.00017721+0.00053647i,0.00032228+0.00077768i,-0.0004245+0.00062252i,-0.00093147+8.0614e-05i,-0.000964-0.00051027i,-0.001258-0.00057868i,-0.001776-0.00044222i,-0.0014465-0.00052754i,-0.00050275-0.00089436i,-0.00049787-0.00041243i,-0.00021317+0.00052142i,-0.00028033+0.00021254i,-5.1945e-05-0.00044164i,0.00010766-0.00010846i
-0.00040298-0.0013717i,-0.00024975-0.00073247i,-0.00028688+0.00036824i,-0.0016559-2.4451e-05i,-0.0021502-0.00078161i,-0.0012538-0.00051137i,-0.00027347-0.00092605i,-3.2055e-05-0.0018775i,-0.00031686-0.0015786i,-0.00077551-0.00066748i,-0.00067567-0.00013159i,-0.00014669-1.4192e-06i,5.2959e-05+0.00013616i,-0.0002312-0.00040707i,-0.00018226-0.00059442i,-0.00038282-0.00020481i,-0.00057511-8.4972e-05i,-0.00039056-0.00013995i,-0.00015444-0.00051434i,-0.00051709-0.00055599i,-0.00043545-0.00016419i,-0.00052989-0.0011704i,-0.00043238-0.0017102i
-0.00032617-0.00041768i,0.00047061+2.8334e-05i,0.00057275+0.00033461i,0.00050679+0.00034383i,-3.7088e-05-0.00026744i,-0.00046551-0.0011755i,-0.001166-0.0019094i,-0.0015695-0.0020332i,-0.0007488-0.0011749i,-0.00012429-0.00072358i,-0.00018368-0.00086383i,-0.00094436-0.00049652i,-0.00061622+0.00063866i,-1.6854e-05+0.001218i,-0.00061964+0.0007233i,-0.001079-0.0001165i,-0.00086987-0.00059987i,-0.00055475-0.00059358i,-0.00013351-0.00036436i,-2.9897e-05-6.3087e-05i,0.00010812+0.00029467i,0.0005382+0.00076719i,0.00049142+0.00033944i
0.00046882-0.00059177i,-0.00049508-0.0014772i,-0.00078573-0.001277i,-0.00085722-0.00039371i,-0.0010875-0.00027602i,-0.0010601-0.00072496i,-0.0018473-0.00031592i,-0.0029511+0.00016086i,-0.0022868+0.00085162i,-0.0011456+0.0012385i,-0.00062383+0.001049i,0.00021099+0.00094247i,0.00063151+9.8603e-05i,0.00049659-0.00029429i,0.00056098-0.00044135i,0.00037391-0.00099307i,0.00016688-0.000954i,-0.00030112-0.00012051i,-0.00026172-8.5214e-05i,0.00041853-0.00039836i,-0.00025703-0.00079294i,-0.0007173-0.00077108i,0.00031629-0.00018972i
-0.0017636+0.0013302i,-0.0017+0.0022119i,-0.0016139+0.0026801i,-0.0011192+0.0023105i,-0.00098235+0.0018029i,-0.0010018+0.0015273i,-0.0018142+0.00061582i,-0.0021223-6.7891e-05i,-0.00077355+0.00017427i,1.6122e-05+0.00013242i,-0.00045484+0.00012061i,-0.00053832+0.00048821i,9.3177e-05-1.9601e-06i,-2.1305e-05-0.00023223i,-3.0563e-05-0.00026109i,0.00024769-0.00092861i,-0.00044359-0.00020016i,-0.0002463+0.00045734i,0.00012495-0.0003681i,5.8101e-05-0.0011251i,0.00015799-0.00080084i,1.836e-05-0.00041383i,0.00051541-0.00022071i
-0.00065321+6.0108e-05i,9.7805e-05-0.0011437i,0.0017324-4.2063e-05i,0.0018095+0.00096033i,0.00084165-0.00053267i,-0.00036545-0.00094266i,-0.0011071-0.00020003i,-0.00088619+0.00090537i,-0.0004052+0.0013902i,0.00027537+0.00046678i,0.00063616-0.00059003i,0.00046981-0.00076556i,-0.00016392-0.00040854i,-0.00019508-0.0005552i,-2.412e-05-0.00085635i,0.00012354-0.00067381i,-8.7605e-05-0.00062907i,-0.00086807-0.00048539i,-0.00048896-0.00022584i,0.00032154-9.4806e-05i,0.00044905+0.0003797i,2.0951e-05+0.00036419i,-0.00059314-0.00034258i
0.00062237+0.0024353i,0.0011832+0.0034205i,0.0018305+0.002645i,0.0021034+0.0013701i,0.0010381+7.3636e-05i,-0.0003066-0.0010093i,-0.00071004-0.00054967i,-0.00025679+8.6608e-05i,-0.0001403+0.00038143i,0.00019425-0.0001938i,0.00070118-0.0013177i,0.00050439-0.0013305i,0.00044006-0.00030816i,0.00012881-0.000165i,-0.00050672-0.00098747i,-0.00059114-0.0012498i,-0.00017519-0.00092762i,0.00067494-0.00061033i,0.0016129-0.00070208i,0.00088937-0.00062023i,0.00041035-0.00056748i,0.001004+0.00026404i,0.00077335+0.00058078i
-0.00012685-0.00061997i,-4.61e-06-0.00037225i,0.00060191-0.00065878i,0.00033141-0.00090801i,-0.00031784-0.0012469i,-0.00020379-0.00094855i,2.0955e-05+0.00023748i,0.00045865+0.00073529i,0.00045918-0.00097493i,-5.3331e-05-0.0020933i,-0.00020465-0.0015063i,-0.00063475-0.00049501i,-0.00050222-0.00017371i,8.1369e-05-0.00097383i,-0.00060351-0.00069134i,-0.00041921-0.00010632i,0.00012674-9.9674e-05i,0.00041645+2.585e-05i,0.00068702-8.7862e-05i,0.00066863+0.0002011i,0.00039125+0.00057053i,0.00021967+0.00083897i,0.00015774+0.00047577i
