-0.001004-4.5693e-05i,-0.00054164-0.0011591i,-0.00024756-0.0016781i,-6.2423e-05-0.00010086i,-0.00023972+0.0013249i,-7.3243e-05+0.00092512i,0.0013787+0.00095679i,0.0018673+0.0013143i,0.001053+0.00055873i,0.0011319-0.00045629i,0.0009424-0.0005222i,0.00013453+0.00010634i,0.00014305+0.00088072i,0.00036702+0.00087964i,0.00030681+0.00031302i,8.0689e-05-0.00018687i,-0.00025632-7.4266e-05i,0.00027988+0.00024453i,0.00026671+0.00051537i,-0.00015397+0.000251i,-1.6795e-05-0.00033281i,-5.4772e-05-0.00086714i,0.0003-0.00072373i
-0.00063562-3.4592e-05i,-0.00056779-0.00084688i,-0.0014944+0.00018783i,-0.0018311+0.00012425i,-0.00011382-0.00068207i,0.001149-0.0010189i,0.0012839-0.0012042i,0.00096689-0.0011026i,0.00061546-0.0001366i,0.0011194+0.00019137i,0.00072375-0.0002541i,-0.00050611-0.00013647i,-0.0011516-5.2591e-05i,-0.0011385-0.00021312i,-0.00064419-0.0002679i,-0.0003016+1.7961e-05i,-0.00085649+0.00018107i,-0.0015774-0.0005485i,-0.00088826-0.0011722i,-3.6543e-07-0.00064919i,0.00064119+0.00030578i,0.0010672+0.00037872i,0.00036299-1.6713e-05i
0.0014571+0.0011886i,5.0854e-05+0.0019961i,-0.00017896+0.0020426i,-0.00043082+0.0012299i,-0.00043556+5.9863e-05i,0.00060824-0.0011457i,0.0014487-0.0010132i,0.00089747-0.0006912i,0.00016475-0.00087588i,-0.00013582-0.00078404i,-6.9644e-05-0.0010972i,-0.00030301-0.00078616i,-0.00029026-0.00087467i,0.00037156-0.00088475i,-0.0001549-0.00012538i,-0.00021815+0.00031318i,0.00051244+0.00035532i,0.0005397+0.0003706i,9.1759e-05+0.00053854i,0.00045625+0.00054965i,0.00065133+0.00065163i,0.00043791+0.00048743i,0.0002149+0.00048389i
0.0028093-0.0013061i,0.0014849-0.0043799i,-0.00019667-0.0055223i,-0.0012664-0.0036722i,-0.0012499-0.001483i,-0.00090138-0.0007457i,0.000351-0.00067218i,0.0016829-0.00053694i,0.0015839-0.00034868i,0.00068268+0.0001556i,-0.00012782+0.00040291i,-0.00043233+0.00014004i,-0.00051392-1.9558e-05i,-0.00011716-0.00013155i,-4.0821e-05-0.00016448i,-0.00031503+7.6735e-05i,-0.00032803+0.00062003i,-0.00049198+0.00068247i,-0.0002849+0.00080686i,0.00040544+0.00063201i,0.00034442-0.00053806i,0.00062702-0.00025702i,0.0010277+0.00084362i
0.00049825-0.00015701i,-0.00044233+0.00079344i,-0.00076141+0.0015395i,-0.00034912+0.0018427i,-0.00052558+0.0011521i,-0.00062539-0.00018513i,-0.00039933-0.0013675i,0.00017759-0.001382i,-1.1704e-05-0.00062839i,-0.0001856-0.00049286i,-0.00058547-0.00041983i,-0.00105-0.00029652i,-0.00025767-0.00033115i,0.0005642+0.00012698i,-0.00013169+0.00070354i,-8.3843e-05+0.00015095i,0.00062539-0.00078936i,0.00017956-0.00060133i,-0.00040395-0.00029436i,-0.00087388-0.00030238i,-0.00080895+8.3935e-05i,-0.00076529+0.00045754i,-0.00043895+0.00033747i
-0.0012644+0.0004245i,-0.00048678+0.00012733i,-0.00057232-0.00013904i,-0.00042141-4.3296e-05i,0.00055502+0.00062277i,0.0013105+0.00045854i,0.00080738-0.0011254i,0.00051332-0.0021131i,0.00040846-0.00064687i,-0.00012326+0.0005686i,-4.2805e-05-4.8673e-05i,0.00022488-0.00030045i,0.00010826+4.977e-05i,-0.00031427-0.00046598i,-8.2037e-06-0.00047225i,-0.00041467-0.00034067i,-0.00040577-0.0010334i,0.00025261-0.00090828i,3.0928e-07+3.8782e-06i,-0.00042237-0.00018563i,-0.00024939-0.00036198i,-0.00015279-0.00016405i,-0.0011024-0.00028417i
-0.00093563-0.0011381i,-0.0015742-0.0022563i,-0.0024973-0.0023116i,-0.0026949-0.00074465i,-0.001734+0.00028541i,0.00016049-0.00038312i,0.0015652-0.0012502i,0.0011339-0.0010241i,0.00034853-0.00026836i,-0.0004355-0.00018609i,-0.0013455+0.00032285i,-0.0014144+0.00047366i,-0.00055638+0.00041381i,0.00052651+0.00090437i,0.0008304+0.0013989i,-0.00016412+0.00098575i,-0.00044638+0.0001474i,0.00011241+8.5552e-05i,-4.2099e-05-0.00021706i,-0.00062782-0.00059184i,-0.00086621-0.00058211i,-0.00043903-0.00011392i,0.00020715+0.00030266i
0.0010403-0.00038767i,0.00046003-0.00013885i,0.00052905+0.00040655i,0.00088842+0.0011396i,0.00051037+0.00099829i,-0.00024465+0.00044342i,-0.00037648-0.00020015i,-9.7573e-05-0.00042821i,7.5027e-05-0.00037621i,-7.9438e-05-0.00064307i,-0.00091261-4.1343e-05i,-0.0017474+0.00037652i,-0.0015009-0.0004963i,-0.00086295-0.000548i,-0.00067326+0.0002961i,2.2152e-05+0.00073835i,-7.7354e-05+0.00077153i,-0.0012817+0.00028006i,-0.0012402-0.00024389i,-0.00079551-0.00041537i,-0.00054763-0.0013433i,0.00036109-0.00093155i,0.0012873+0.000136i
-0.00087372-0.00024696i,-0.0014153-0.00055773i,-0.002237-0.00037172i,-0.0010438-0.00027916i,0.00063331-0.00027601i,0.0014149-0.00054021i,0.0012827-0.0017829i,0.0002252-0.0023743i,-0.0006093-0.00066614i,-0.00066499+0.00083383i,-0.00042136+0.00046115i,0.00014399-0.00045944i,0.00039184-0.00065451i,0.00081123-0.00024387i,0.0010961-0.0005467i,0.00044789-0.00034911i,-0.00015911-8.5448e-05i,-0.00064103-0.00057068i,-0.0011716-0.0011017i,-0.0014351-0.00064811i,-0.0011412+0.00021618i,-0.00027271+8.3886e-05i,0.00039531+0.00044826i
-0.0018824+0.00051559i,-0.0019455+0.00086195i,-0.0020862+0.0010087i,-0.0010482+0.0011362i,0.00087124+0.0020423i,0.0017844+0.00069359i,0.0011893-0.0012363i,-0.00017806-0.0014444i,-0.0011496-0.00048799i,-0.00048229+0.00034553i,0.0004032+0.00054246i,0.00059044+0.0002043i,0.0012607-0.00064545i,0.0013054-0.0011524i,0.00037158-0.00021914i,-0.00013058+0.0001033i,-2.1136e-05+0.00027113i,0.00034151+0.00039697i,0.00026598-0.00022202i,-4.1901e-05-0.00047232i,-0.00073681-3.5568e-05i,-0.00075684-0.00026218i,-0.00029901-0.00050217i
-0.00206-0.000674i,-0.002611+0.00026449i,-0.0020841+0.0012604i,-0.00026917+0.0024565i,0.0013819+0.0017509i,0.0022639+0.00032962i,0.0022054-0.00045325i,0.0013802-0.0012995i,0.0013569-0.0011379i,0.000916-0.00049763i,0.00029472-0.00028442i,7.4967e-05-7.0199e-05i,-0.00010417+0.00077972i,0.00096092+0.00088984i,0.0015168+0.00057249i,0.00063137+0.00076734i,0.00011184+0.0010573i,-0.00057374+0.0011302i,-0.0010939+0.00090891i,-0.00041529+0.00027485i,-0.00038564+0.0003994i,-0.0010243+0.00076046i,-0.00066806+0.00041316i
0.00035653-0.00092618i,-0.0002682-0.0029294i,-0.0010629-0.0028965i,-0.0009972-0.0020862i,-0.00011723-0.0014133i,0.00071709-0.00086107i,0.00081648-0.0016207i,0.00068947-0.0013497i,-0.00047695-9.002e-06i,-0.00070469+0.0003631i,-0.00043989+0.00046636i,-0.000838+0.00086042i,-0.00031253+0.00032121i,0.00085358+0.00010032i,0.0008886+4.8737e-05i,0.00061195-0.00010376i,0.00046105+0.00070497i,-0.00056547+0.00045417i,-0.00089988-0.00025824i,0.00023057-0.00029625i,0.00060461-0.00032697i,5.9616e-05-0.00031465i,-0.00017039-0.00061912i
0.0012847+0.0002265i,0.0013129+0.00067133i,0.0021602+0.0012773i,0.0022503+0.0005164i,0.0014222-0.0010719i,-0.00035628-0.0021588i,-0.0006411-0.0022544i,0.00025176-0.0017877i,0.00084618-0.0013788i,0.0007396-0.00093384i,-0.00015101-0.00082862i,-0.0010508-0.00094634i,-0.0012047-0.00095644i,-0.0011867-0.000734i,-0.0014353-0.00073595i,-0.00093487-0.00077847i,-0.00093198-0.00074906i,-0.00084396-0.00065246i,-0.00019162-9.9259e-06i,-8.3258e-05+0.00015684i,0.00024788+0.00036288i,0.00020212+0.00049752i,0.00022988-0.00030658i
0.001084-0.00037394i,-0.0007895-0.0020713i,-0.0014054-0.0020712i,-0.0015902-0.0017122i,-0.0016063-0.0012553i,-0.0002549-0.00073669i,0.00098594-0.00031512i,0.00082024-0.00021979i,6.2952e-05-0.00050765i,-0.00022492-0.0011224i,-5.2949e-05-0.00059354i,0.00032241+9.0908e-05i,0.00024218+0.00055895i,-0.00037869+6.1423e-05i,-0.00078114+2.3749e-05i,7.9036e-05+0.00032651i,0.0012055-0.00024228i,0.00055918+3.4846e-05i,-0.00013695+0.00013269i,0.00062716+0.00010146i,0.00081443-0.0002452i,0.00093556-0.0003178i,0.00029236+0.00040515i
-0.00062286+0.00024043i,-0.001211+0.00018688i,-0.00092007+0.0014126i,-0.0010061+0.0027819i,-0.00018103+0.0022552i,0.00068341-0.00020898i,0.00055482-0.0013085i,0.00059815-0.00032858i,0.00071026-7.4792e-05i,0.00057352-0.00037749i,0.00043359-0.00040639i,0.00056147-0.00041987i,7.4837e-05-0.00056197i,-0.00018507-0.0005752i,3.7396e-05-0.00039336i,-0.00021919-0.00037562i,0.00024053+4.5611e-05i,0.00064899+0.0010184i,0.00034419+0.000781i,0.00017872-0.00014606i,1.6378e-05-0.00020999i,0.00034699-7.2291e-05i,7.7482e-05+0.00052702i
-0.0036928-0.001866i,-0.0039246-0.0013938i,-0.0044024-0.00051128i,-0.003013+0.00089894i,-0.00045181+0.0019714i,0.0015244+0.0015754i,0.0024925+0.00014416i,0.0021331-0.00086628i,0.00061804-0.00032008i,-9.5775e-05+0.00052348i,2.5516e-06+0.00014769i,1.3417e-05-4.7864e-05i,0.00070915+9.433e-05i,0.001326-1.8028e-05i,0.001519-1.473e-05i,0.0015405-0.00018039i,0.00071649-0.00048938i,-0.00026063-0.00045074i,-0.00080518-0.0003012i,-0.00050456-0.00017987i,0.00022661-0.0002618i,8.771e-06+5.0541e-05i,7.9319e-05+0.00038724i
-0.0033927+0.0012498i,-0.0030877+0.0020523i,-0.001578+0.0035106i,0.00010568+0.003375i,0.0008397+0.0013986i,0.00090749-0.00075854i,0.00029725-0.0016925i,-0.00025411-0.0012835i,-0.00033262-0.00077949i,6.4268e-05-0.00055858i,0.00033575-0.00051367i,0.00068588-0.00063704i,0.0012175-0.0012985i,0.0012177-0.001749i,0.001866-0.00094873i,0.0021635+0.0002013i,0.0011075+0.00042946i,-0.00031416-0.00034507i,-0.00098654-0.00059466i,-0.0013738-0.00051457i,-0.0010634-0.0006122i,-0.0004692-0.00016121i,-0.00040776+0.00013814i
-0.0015266+0.00027276i,-0.0025153-0.00025761i,-0.0021532+0.00057745i,-0.0004819+0.00066611i,0.0011003+0.00077912i,0.002124-0.00074102i,0.0024578-0.0021586i,0.0015198-0.001261i,-1.5103e-05-0.00041357i,-0.00049621+5.4981e-05i,-0.00024887-0.00020246i,0.00015454-0.00053836i,0.0010972-0.00034843i,0.0015851-0.00048961i,0.0011933-0.00051153i,0.0005482-0.00015232i,-6.695e-05+0.00010999i,-0.00083551-0.00077462i,-0.00090826-0.0015818i,9.8575e-05-0.00065917i,0.00018938+0.000137i,-0.00044212+0.00016094i,-0.00047498+9.0477e-06i
-0.0077918+0.00076561i,-0.009525+0.0023928i,-0.0077701+0.0063499i,-0.0021928+0.0064707i,0.0024846+0.0044549i,0.0036043+0.00010319i,0.0015163-0.0029099i,-0.00059863-0.0025768i,-0.0015884-0.00071091i,-0.00043597+0.00084201i,0.00079366-5.0511e-05i,0.001003-0.0015101i,0.0018059-0.0021764i,0.0028915-0.002105i,0.003775-0.0020351i,0.0027935-0.0019043i,0.00058631-0.0010588i,-0.00045867-0.0011756i,-0.00057554-0.0014409i,-0.00041591-0.00086494i,-0.00011522+0.00019895i,0.00012864+0.0003058i,0.00053479+0.0004808i
0.0057076-0.0021443i,0.0054272-0.0031781i,0.0025269-0.0064583i,-0.00046872-0.0055597i,-0.0019128-0.0032933i,-0.0016929-0.0006389i,0.00069804+0.0010103i,0.0016648+0.0010917i,0.0013515-0.00014549i,0.00030538-0.0014841i,-0.00176-0.00094552i,-0.0021366-0.00018538i,-0.0017325+0.00072069i,-0.0024729+0.0016158i,-0.0025422+0.0018371i,-0.001428+0.001039i,-0.00046927-8.6686e-05i,0.00022301-0.00015368i,0.00074325+0.00086018i,0.00081916+0.0019936i,0.00096092+0.0027442i,0.00055791+0.0013503i,-0.00032111-0.00047259i
-3.0839e-05-0.0017566i,0.00084042-0.0026769i,6.0743e-05-0.0026914i,-0.0022383-0.0016713i,-0.0027452-0.00095417i,-0.0024844-0.0016266i,-0.0017507-0.0027146i,-0.00092482-0.002671i,-0.00028931-0.0017161i,0.00050581-0.0005679i,-0.00022885+9.8062e-05i,-0.00099002-7.5183e-05i,-0.00059721-0.0005603i,-0.000302-0.00056601i,-1.8146e-05-3.0895e-05i,-0.00024413+0.00011428i,-9.2472e-05+0.0001102i,-0.00013593+0.00030149i,-4.596e-05+0.00029842i,0.00055424+0.00026382i,0.00083541+0.00046249i,0.00059109+0.0010416i,0.00026327+0.00099255i
0.0031212-0.0011799i,0.0021536-0.0029363i,0.00077402-0.004579i,-0.00040876-0.0032475i,-0.0002275-0.00061761i,0.0002736+0.00044032i,0.00082203-0.00093112i,0.0013085-0.0017037i,0.0006501-0.0012442i,0.00023304-0.00077497i,-0.00062692+0.00010856i,-0.0018052+0.0011801i,-0.0011105+0.0021345i,-9.265e-05+0.0021372i,0.00073696+0.0012417i,0.00046139+0.00070242i,-1.3875e-05+0.00098555i,-0.0003192+0.001197i,-6.5261e-05+0.00080869i,0.00054571+0.0001521i,0.00022442-0.00043938i,0.00017479-0.0006171i,0.00053233+0.00014731i
0.00015329+0.00021238i,-0.0006706+0.00010838i,-0.00050343+0.00056461i,-0.00045236+0.00090847i,0.00048998-8.8132e-05i,0.00099845-0.0017557i,0.00058508-0.0028203i,-0.00024357-0.0024843i,-0.00076355-0.001306i,-0.00098045-0.00041984i,-0.00044701+0.00042708i,0.00029651+0.00092641i,0.00058022+0.0010746i,-2.0454e-05+0.00089542i,-0.00056787+0.00064921i,-7.6801e-05+0.0011806i,0.0010066+0.00049031i,0.0014429-0.00049201i,0.00061578-0.00077804i,-0.00011582-0.00099433i,0.00048443-0.00086338i,0.0011275-0.0001638i,0.0008019-8.7876e-05i
0.0011879-0.001222i,0.00027347-0.0019616i,-0.0012848-0.0023523i,-0.0019387-0.0026659i,-0.00090756-0.0022092i,8.4832e-05-0.0011158i,0.0016695-0.00055999i,0.0017451+0.00034076i,0.00052765+0.00058843i,0.00085254+3.574e-05i,0.00096176-0.00051163i,0.00077267-0.00020934i,0.00016632+0.00046352i,-0.00098612+0.00085237i,-0.0013532+0.00056337i,-0.0013049+0.0011151i,-0.0012791+0.0015832i,-0.0011249+0.0014069i,-0.0013846+0.00077354i,-0.0011905+0.000115i,-0.000221-5.0592e-05i,0.00056205-0.00028438i,0.00078936+0.00019226i
0.0027996-0.0018513i,0.0012103-0.0025287i,-0.00046052-0.002908i,-0.0013715-0.0017067i,-0.0012262-0.00043928i,0.00019753-0.00032875i,0.0012315-0.00097771i,0.0017602-0.00091925i,0.0011347-0.001128i,6.518e-05-0.0013728i,-0.00034918-0.00087908i,-0.00061077-7.4978e-05i,-0.00051003+0.0004991i,-0.00052769+0.00032541i,-0.0012639+0.00025109i,-0.0015469+0.00073052i,-0.0011203+0.0011123i,-0.00097416+0.0010795i,4.1807e-05+0.0011422i,0.00095198+0.0010651i,0.00059322+0.0012068i,-0.00023087+0.001127i,-0.00042536+0.00018615i
0.0013121-0.0006484i,-0.00061837-0.00098233i,-0.00319-0.0018435i,-0.0039894-0.0013713i,-0.0023499-0.00060855i,-0.00039475-2.829e-05i,9.2349e-06+0.0002984i,-0.00010968+0.00043246i,-0.00034442+0.00023013i,-0.00066284-3.6675e-06i,-0.00067955+0.00018396i,-0.00072934+0.00072105i,-0.0012729+0.00074679i,-0.0013174+0.0002341i,-0.00056385+8.371e-05i,0.00045582+0.00028019i,0.00031734+0.00019352i,-0.000391+0.00073971i,-0.00034212+0.0011089i,-0.00053084-0.00024167i,-0.00050089-0.00058593i,-0.00028195-0.0001065i,-0.00024654+0.00040576i
0.0007645-0.0012029i,0.00088857-0.0011853i,0.00073746-0.00040671i,0.00093451+0.00050079i,0.0012604+0.00054603i,0.00048128+0.0005486i,0.00025105-0.0003699i,0.00039538-0.00041661i,-0.00073444+3.8971e-05i,-0.0013062-0.00054506i,-0.0016997-0.00076848i,-0.0020962-0.00055105i,-0.0012569-0.0011867i,0.00011387-0.0010307i,0.00026849+0.00071613i,-0.00070323+0.00041153i,-0.0011833-0.00026546i,-0.00056655-0.00020047i,0.00070226-0.00037298i,0.00094919-0.00010265i,0.00025078+0.00020167i,-0.00051193-0.00053917i,-0.00037803-0.00094551i
-0.0015047-0.00036042i,-0.0020176+0.00034355i,-0.0021704+0.00073783i,-0.00097786+0.0015413i,0.0010437+0.0017494i,0.0021678+0.0012252i,0.0021481+0.00042651i,0.0011969-0.00095602i,-2.897e-05-0.00065543i,-0.00021347+8.3669e-05i,0.0001925+0.00010272i,0.00015014+0.00027929i,0.0004123-2.9671e-05i,0.0010305+8.6357e-05i,0.0011968-0.00021616i,0.0010489-0.00060258i,0.00076374-0.00056042i,0.00065756-0.00036649i,0.00040187-0.00021929i,2.4702e-05-0.00052632i,-0.00058127-0.00056017i,-0.00074569+0.00026838i,5.7405e-05+0.0012468i
1.4318e-05-0.00056592i,-0.0002339-0.00066436i,0.00095978-0.0010879i,0.00061684-0.001314i,-0.00049198-0.00094925i,8.6068e-06-0.00046092i,0.00036167-0.00081359i,0.00047788-0.0013723i,4.1798e-05-0.0012679i,-0.00051223-0.0010658i,-0.00018119-0.00089176i,0.00017523-0.00026945i,0.00059401+0.0001323i,0.0007768-0.0001059i,0.00065969+0.00020031i,0.00021799+0.00094021i,0.00068403+0.0010898i,0.0005203+0.001042i,-0.00022384+0.0012694i,-0.00078478+0.0012009i,-0.0010177+0.00073235i,-0.00041374+0.00014055i,0.00018757+0.00031788i
-0.00067126-0.0017102i,-0.00039539-0.0021792i,-0.0019158-0.0018641i,-0.0016508-0.00014697i,0.00071695+0.00087677i,0.0018799-6.5821e-05i,0.0018018-0.00053058i,0.00080239-0.00054435i,0.0005028-0.00058231i,0.00023945-0.00023663i,-0.000145+0.00024891i,-0.0004136+0.0005391i,-0.0010437+0.00044438i,-0.0010931+0.00049219i,-0.0010807+0.00042611i,-0.00080015+0.0005126i,-0.00032057+0.0010485i,0.0004598+0.00092399i,0.0011255+0.00049997i,0.0010667+5.5308e-05i,0.00083186-0.00028289i,0.00032561-0.00011046i,0.00036954+0.00029236i
0.0016827+0.0013483i,0.0013374+0.0015354i,0.00077267+0.0011404i,0.00039277+0.00026396i,0.00039226-0.00066603i,0.00024342-0.0009658i,-0.00010025-0.0017347i,-0.00027644-0.002031i,-0.00044866-0.00088758i,-0.00025893-0.00022279i,-0.00021275-3.3635e-05i,-0.00047748-0.00071577i,-0.001086-0.0006983i,-0.0015566+6.9425e-05i,-0.0015596+0.00025448i,-0.0008581+0.00022543i,-0.00060067-0.00046623i,-0.00054301-0.00058016i,-0.0004813-0.00071029i,-0.0007718-0.00041652i,-0.00084646-0.00040125i,-0.0003988-0.00059137i,-0.00022413+0.00018159i
0.0003362-0.0010114i,-0.00027241-0.0025068i,-0.00011828-0.0032846i,-0.00045535-0.0030131i,-0.00017859-0.002352i,0.00076281-0.00096753i,0.00094161-0.0013853i,0.0011432-0.0014535i,0.0011337-0.00045575i,0.00016178-0.00027636i,-0.00067056-0.00024569i,-0.00078118+0.00018119i,-0.00047657-4.3533e-05i,0.00010878+1.7238e-05i,-0.00030545+0.00018689i,-0.00062795-0.00029354i,0.00018048-0.00060719i,-0.00018228-0.00034264i,-0.00080136+5.7912e-05i,-0.00052222+0.00015021i,-0.00031227-3.5201e-05i,-0.00040314-0.00023352i,-0.00066967-0.00014877i
0.00096834-0.00084207i,0.0012045-0.0011819i,0.00026023-0.001227i,-0.00069891-0.00078584i,-0.0010987-0.0002802i,-0.00025094-0.00067994i,0.00078126-0.0011335i,0.00045665-0.001581i,-0.00077199-0.00082299i,-0.0013007-0.00051129i,-0.001652-0.00042571i,-0.0017351+0.00019885i,-0.00067551+0.00048298i,-4.0551e-06+0.00072979i,3.3779e-05+0.00081064i,0.00028864+0.00015497i,7.1708e-05-0.00053535i,-0.00023367-0.00050295i,0.00017078-8.0065e-05i,0.00024452+0.00033446i,6.3926e-06+0.00043257i,0.00018224+0.00027295i,0.00016731+3.6591e-06i
-0.00047801-0.00020047i,-0.00069434-0.0017041i,-0.0014415-0.0011088i,-0.001195-0.00027601i,0.00016468-0.00067142i,0.0011582-0.0010423i,0.00051717-0.0018232i,0.00037281-0.0017654i,-0.00017968-0.0013736i,-0.00091448-0.0013098i,-0.00055883-0.00069832i,-0.00037829-0.00013568i,0.00013637-5.614e-05i,0.00012394-0.00048475i,0.00011057-0.00015498i,0.00044914+0.0008291i,6.2571e-06+0.00083362i,-0.00041388-0.00040913i,-0.00025293-0.001435i,-8.6894e-06-0.00090479i,1.1095e-05+4.191e-05i,-0.00020022+0.00024182i,0.00013008+5.8432e-05i
-0.0016129+0.0021205i,-0.0011186+0.0033287i,-0.00038333+0.0027548i,0.00067172+0.0022627i,0.001701+0.0019482i,0.0017462+0.00054556i,0.00079017-0.0012122i,0.00041701-0.001079i,0.00029928-0.0006125i,0.00011504-0.00098979i,0.00038671-0.0011559i,0.00047087-0.00086318i,0.00054249-0.00047815i,0.00056453+0.00033623i,-0.00018976+0.00059178i,-0.00094479+0.00017472i,-0.00049135+0.00035071i,0.00039692-8.2519e-05i,0.000161-0.00053347i,-0.00013699-0.00070624i,-6.7463e-05-8.7051e-05i,0.00035757+0.00018604i,0.00071791-6.9647e-05i
-0.0009665+0.0002522i,-0.00061312+0.00087913i,-0.00031385+0.00029718i,-0.00088206-0.00031461i,3.0593e-05-0.00066066i,0.0016578-0.0012781i,0.0015799-0.0014713i,0.0014545-0.00088908i,0.0012592-0.00068215i,0.00070298-0.00059608i,-0.0003453-0.00024908i,-0.00075632+0.0002588i,-0.00076884+2.2862e-05i,-0.00063865-0.00013797i,-0.00052044+0.00013221i,-0.00074631+0.0005115i,-0.00056013+0.00046105i,-0.0002957-4.2548e-05i,0.00032006-0.0005324i,0.00023691-0.00030731i,-0.00044802+1.9325e-05i,-0.00011585+0.00048606i,-0.00026956+0.00061496i
0.001471-0.0015016i,-0.00038458-0.0020733i,-0.0018419-0.0020302i,-0.0022792-0.0011416i,-0.00030503+9.7233e-05i,0.0017013-0.00017326i,0.0017401-0.0010732i,0.0016679-0.00043458i,0.0018373+0.0004202i,0.0010536+0.00022621i,-1.0287e-05+0.00021759i,-0.00080034+0.00019133i,-0.00090366-6.917e-05i,-0.00059355+0.00033932i,-0.00030276+0.00041056i,2.6059e-05-0.00046315i,0.00048697-0.00025529i,0.00017063+0.00077291i,-0.00023571+0.00024637i,-0.00024115-0.0008365i,-0.00031525-0.000756i,-0.00076733-0.00018416i,0.00029039+0.00069757i
-0.00050097-0.00084451i,9.2198e-06-0.0011667i,-0.00038674-0.00041599i,-0.0011009+0.00058236i,-0.0010715+0.00043736i,-0.0005763-0.001257i,-0.00042949-0.0020541i,-0.00087718-0.0011136i,-0.0010024-0.00015846i,-0.00077135-5.5491e-05i,-0.00069981-0.00057448i,-0.00093075-0.0014155i,-0.0007746-0.0012711i,-0.00041799-0.00012567i,-8.7263e-05+0.00017229i,0.00044665+0.00012741i,0.0006644+0.00079817i,-5.6883e-05+0.00081938i,8.0549e-05+0.00062189i,0.0013456+2.2207e-05i,0.0016664-0.00056347i,0.00096971-0.00054194i,0.00079935+0.00018361i
-8.9224e-05+0.00031051i,0.0011022+0.00024628i,0.001558-0.00068701i,0.00093066-0.0011465i,0.00060953-0.0010955i,0.0014452-0.00060168i,0.0016618-0.00029043i,0.0015577-2.1212e-06i,0.001201-0.00016979i,-0.0001105-0.00025238i,-0.0012838+0.000286i,-0.0011066+0.00018536i,-0.00044146+0.00015856i,-0.00020924-0.00035561i,-0.00051812-0.00035865i,-0.0011263-2.0893e-05i,-0.0010865-0.00086706i,-0.00018764-0.0011359i,9.2946e-05-0.00085304i,-0.00037025-0.00043918i,-0.00038443-0.00029531i,-0.00089149+0.00020254i,-0.0015748+0.00039123i
0.0015448+0.00030695i,0.00071807-0.001079i,0.00068415-0.0021301i,0.00081246-0.0019194i,0.00083948-0.0017358i,0.0011913-0.0026015i,0.0014881-0.0018978i,0.0012113-0.00081861i,0.00040591-8.5149e-06i,-0.00047332-1.9939e-05i,-0.0006392-0.00091659i,-0.00056763-0.00023388i,-0.00029874+0.00094514i,-0.00035416+0.0010311i,-0.0007071+0.00065291i,-0.00051072+0.00044898i,-0.00033777-4.9861e-06i,-0.00018567-0.00067277i,-0.00054955-0.00012285i,-0.0008607+0.00033928i,-0.00063912-0.00017738i,-0.00011572-0.0006417i,-5.2808e-05-0.00047471i
-0.0018546+0.0031064i,-0.0013089+0.0028053i,-0.00022966+0.0016384i,-9.2013e-06+0.001034i,0.00076297+0.00030728i,0.0017435-0.0012122i,0.001983-0.0021432i,0.0011643-0.0020639i,0.00040727-0.00069043i,-0.0005231+0.00045877i,-0.00052452+0.00041366i,9.882e-05+0.00040472i,3.5336e-05+6.7349e-05i,-7.5755e-05-0.00014916i,2.548e-05+0.00027782i,-5.7627e-05+0.0010242i,-0.0004643+0.00041656i,-0.00047316-0.00030923i,-0.00042872-0.00022422i,-0.00046886-0.00034513i,-0.00014487+3.9387e-05i,-0.00042956-6.4229e-05i,-0.00036384+0.00012028i
0.00032126-0.00017193i,-0.0006377+0.00051828i,-0.0005913+0.00072007i,-0.00088148+0.0001805i,-0.00014856-0.00026454i,0.0016047-0.001205i,0.0013047-0.002338i,0.0013678-0.0027085i,0.0017399-0.0013645i,0.00065601-0.00012333i,-0.00049878-0.00044451i,-0.00061972-0.00060048i,-0.00091535-0.00075387i,-0.00088462-0.00086904i,-0.00064099-0.00026622i,-0.00062656+0.00047174i,-0.00028616+0.00076923i,-0.00015854+0.00085574i,-7.7995e-05+0.00056912i,-0.00020988+0.00027202i,-0.00034301+0.00020288i,-0.00052334+3.203e-05i,-0.00019041+1.3119e-05i
0.0012176-0.00079496i,0.0016872-0.0023374i,0.00068089-0.0024929i,-0.00091969-0.002328i,-0.00063871-0.0024824i,0.00070541-0.0019008i,0.0011246-0.0015951i,0.0010497-0.0013925i,0.0012078-0.00086933i,0.0011281-0.00078549i,-3.0566e-05-0.00097242i,-0.00062331-0.0014604i,-0.0005575-0.0016765i,-0.00097012-0.00072657i,-0.0013736-9.2539e-05i,-0.0010651-0.00034113i,-0.00065998-0.00013733i,-0.00036398+0.00043051i,2.043e-05+0.00053642i,0.0003902-1.0389e-06i,0.00070656-0.0001943i,0.00048769-0.00043939i,0.00035856-0.00035886i
-0.00044099-0.00025707i,-0.00015549-0.0010533i,-0.00081977-0.0013758i,-0.0017962-0.00069335i,-0.0019002-0.00043603i,-0.0002172-0.0012155i,0.0015887-0.0016132i,0.0011905-0.0016745i,2.1642e-05-0.0018655i,-0.00065304-0.0015429i,-0.00082545-0.00041563i,-0.0003438+0.00012206i,0.00023523-0.00026571i,0.00030402-0.00010927i,-0.00016656+0.00070372i,-0.00084726+0.00097692i,-0.0006196+1.2973e-06i,-0.00047728-0.00079167i,-0.00051009-0.00044898i,-0.0002675-0.00039254i,-9.7016e-05-0.00032527i,3.865e-06-0.0003484i,0.00022788-0.00011837i
