-0.001004-4.5693e-05i,-0.00054164-0.0011591i,-0.00024756-0.0016781i,-6.2423e-05-0.00010086i,-0.00023972+0.0013249i,-7.3243e-05+0.00092512i,0.0013787+0.00095679i,0.0018673+0.0013143i,0.001053+0.00055873i,0.0011319-0.00045629i,0.0009424-0.0005222i,0.00013453+0.00010634i,0.00014305+0.00088072i,0.00036702+0.00087964i,0.00030681+0.00031302i,8.0689e-05-0.00018687i,-0.00025632-7.4266e-05i,0.00027988+0.00024453i,0.00026671+0.00051537i,-0.00015397+0.000251i,-1.6795e-05-0.00033281i,-5.4772e-05-0.00086714i,0.0003-0.00072373i
-0.002995+0.0010401i,-0.0020517+0.0010248i,-0.00074448+0.0012021i,0.00024972+0.0009459i,0.0011556+3.7425e-05i,0.0017834-0.0016476i,0.00043356-0.0019913i,-0.00079996-0.0010975i,-0.00095203-6.8787e-05i,-0.0007829+0.00081404i,-6.3602e-07+0.00098761i,0.00058645+0.00041386i,0.00024477-0.0002032i,-5.6442e-06-0.0005356i,0.00036115-0.00070779i,5.6285e-05-0.0011885i,-0.00055997-0.0008923i,-3.7117e-05+0.0002167i,0.00011725+0.0003434i,-0.000589+1.9709e-05i,-0.000589+0.0005438i,0.00037471+0.00037637i,0.00080343-0.00090104i
-0.0010612-0.0011196i,-0.00078141-0.001185i,-0.00053174-0.00074774i,-8.5611e-05-0.000359i,0.00088932-0.0001921i,0.00090898-0.0011546i,0.00019095-0.0014861i,-0.00027607-0.00074152i,-0.00028179-5.4919e-05i,6.2931e-05+7.3317e-05i,-0.00019367+0.00035705i,-0.00027879+0.00040146i,0.00061395-0.00035381i,0.0017276-0.00030975i,0.0012807+0.00025588i,0.00021086-6.1701e-05i,-0.00041368-0.00068685i,-0.00079306-0.00060653i,-0.00074992+0.0001321i,-0.00046727+0.00033071i,-0.00016595+0.00030807i,-0.00057488+0.0001138i,0.00024222-2.099e-06i
0.0004567-0.0015291i,0.00033404-0.0014317i,-0.00020644-4.2711e-06i,-0.00063035+0.00052361i,-0.00019146+0.00015886i,0.00022106-9.3343e-05i,-0.00045218-0.00047443i,-0.00062352-0.00013208i,-0.00049118-5.1847e-05i,-0.00048268+0.00026656i,0.00014182+0.00097547i,0.00036278+0.0015738i,-0.0002123+0.001122i,-0.00035712-5.2268e-05i,1.0135e-05+0.00017178i,-0.00029924+0.0010248i,-0.00061393+0.00093119i,-0.00025926+0.00010039i,-8.2392e-05-0.00042677i,-0.00029753-0.00028213i,2.3467e-05+0.00010303i,0.0001934+0.00065082i,4.4968e-05+0.00071908i
-0.0011447-0.0018687i,-0.0023221-0.00094857i,-0.0019433+0.00067427i,-0.0016669+0.0017627i,-0.0011116+0.0013486i,-8.3928e-05+0.0006319i,0.00019009-0.00060649i,0.0005849-0.00093757i,0.0005506-0.0003741i,-0.00046342-5.2947e-05i,-0.0014+3.7267e-05i,-0.00054504+0.0011967i,-5.2677e-05+0.0017941i,-1.5564e-05+0.00093829i,0.00070961+0.00045644i,0.0010958+0.00040049i,0.0010074+0.00012195i,0.0010085-0.0003657i,0.0010499-0.00016458i,0.00087077+0.00010376i,0.00041832+0.00026021i,0.00031989+0.00081887i,0.0004237+0.0012113i
-0.00045784-0.00035664i,-0.0015652+0.00032632i,-0.0015509+0.0012832i,-0.00047858+0.0013445i,-6.6819e-05+0.00037131i,-0.00051098-0.00086073i,-0.00022461-0.0016071i,-5.594e-05-0.0012699i,-0.00025542-0.00072443i,-0.0001267-7.087e-05i,-0.0004952+0.00034946i,-0.00046957+0.00046017i,0.00036836+0.0010683i,-8.3987e-05+0.00077025i,-0.0011278+0.00021736i,-0.0010621-1.0422e-05i,-0.0010442-0.00064445i,-0.0011856-0.00044755i,-0.00096388+0.00048123i,-0.0006923+0.00090886i,-0.00036042-7.2926e-05i,-0.00015762-0.00088301i,0.00027246+0.00024696i
-0.0028068-0.00075592i,-0.0036517+0.00024785i,-0.0033785+0.00097821i,-0.0010048+0.0018644i,0.0010354+0.0017568i,0.0017313-2.5541e-05i,0.00090467-0.001241i,0.00035345-0.00090109i,0.00054469-0.00045566i,0.0001655-0.00046093i,-0.00077514+0.00028517i,-0.00087509+0.00091048i,-0.00063508+6.1663e-05i,-0.00049957-0.00037167i,-0.00022516+0.0007527i,-0.00036994+0.00097956i,-0.00060198+2.5753e-06i,-5.0184e-05-0.00091078i,0.00037468-0.00061594i,5.4915e-05-1.2492e-05i,0.00015976-1.603e-06i,0.00040591-0.00027741i,0.00029362-8.7141e-05i
-0.0011413+0.0021385i,0.00014301+0.0012258i,0.00076106+0.00056247i,0.0013961+0.00029214i,0.0017828-0.00014018i,0.00078376-0.0010071i,-0.00067796-0.0013672i,-0.0012213-0.00067352i,-0.0010526-0.00057804i,-0.0007523-0.00085603i,-0.00050308-0.0010626i,-0.0011257-0.001179i,-0.0016987-0.0010581i,-0.00126-0.00098244i,-0.00050017-0.00088983i,-9.3478e-05-0.0002749i,-0.0007632-0.00013029i,-0.0010585-6.5004e-05i,-0.001006+0.00064619i,-0.00082974+0.0010014i,-0.0005389+0.00065295i,7.9428e-05+0.00042201i,0.0003614+0.00020526i
-0.0021017+0.00020873i,-0.0018657+0.00090129i,-0.0013416+0.0014936i,-0.00019376+0.0016151i,0.00079158+0.00039166i,0.00051358-0.0013824i,0.00036106-0.0023071i,0.00062842-0.0019861i,0.0010036-0.00075725i,0.00080127-0.00023665i,0.00030032+4.0552e-05i,0.00019489-0.00045944i,0.00025934-0.00047753i,-0.00011387-0.00040643i,0.00029933-0.00064248i,0.00079801-0.00049331i,0.00086821-5.8676e-05i,0.0010579+0.00088343i,0.00032667+0.0010276i,-0.00090938+0.00074013i,-0.00090921+0.00084249i,-1.296e-05+0.00068588i,-0.00010852-0.00015565i
0.00058708+0.0013913i,0.0007078+0.0008125i,0.00076924+0.0011597i,0.0010093+0.0014101i,0.0013408+0.00040166i,-0.00019618-0.00089317i,-0.0014927-0.0012477i,-0.0012664-0.00094381i,-0.00082307-0.0006837i,-0.0011435-0.00052808i,-0.0011322-0.00053338i,-0.00027551-0.00032158i,0.00031248-2.4728e-06i,0.00013808-0.00015517i,0.00024424-0.0007251i,0.00016887-0.00083706i,-0.0001538-0.0005164i,-0.00054017+7.6007e-05i,-0.00026942+6.6826e-05i,0.00020213+0.00011396i,-0.00014735+0.00025861i,-0.00015796+0.0003056i,0.0004959+0.00056524i
-0.0027868-0.00047605i,-0.0029604-6.0565e-05i,-0.0021444+0.00048034i,-0.0011925+0.0011996i,0.00033038+0.00046814i,0.0019958-0.0012608i,0.0020251-0.0026591i,0.00060738-0.0021276i,-0.00030431-0.0011538i,0.00027663-0.00096359i,0.00083864-0.00049811i,0.00055076-8.752e-05i,0.00012898-0.0002538i,0.0007808-9.0081e-05i,0.001434+0.00031881i,0.00084925+0.00070686i,0.00016552+0.00067637i,0.00045078+7.2971e-05i,0.00028429-0.00050484i,0.00019262+5.4964e-05i,0.00011034+0.0011774i,-0.00022541+0.00099671i,0.00026794+0.00067721i
-0.00066598-0.0017937i,-0.0015283-0.00044017i,-0.0010387+0.00090363i,-0.00054883+0.002317i,-0.00018969+0.002053i,6.377e-05+0.00046651i,7.579e-05-0.00057802i,-0.00053387-0.0010902i,-0.00070525-0.0010349i,-0.00042828+0.00030876i,-0.00029426+0.00078246i,0.00023296+0.00053812i,8.7106e-05+0.0006951i,5.6046e-05+0.00090061i,7.7577e-05+0.00087198i,0.00034053+0.0010483i,0.00062095+0.00088523i,0.00047794+0.00064594i,6.8502e-05+0.00078156i,-0.00068709+0.00087286i,-0.00019523+0.00077076i,0.00053856+0.00013653i,0.00042602-0.00019995i
-0.002341-0.00081456i,-0.0021657-0.0012821i,-0.0016863-2.9373e-05i,-0.00098182+0.0011171i,0.00097827+0.00010914i,0.0014206-0.0014642i,-2.514e-05-0.0019269i,-0.00054223-0.0016036i,-0.0004995-0.00059333i,-0.00036411+0.00011702i,0.00031344-0.00030479i,0.00095917-4.6979e-05i,0.001157+0.00087662i,0.00084293+0.0013232i,0.00022055+0.0012243i,-0.00014404+0.00055698i,-0.00047145-0.00010508i,-0.00034141-0.00012523i,-0.00014831-0.00022497i,-0.00041899-0.00043071i,0.00018878-0.00067078i,0.00031129-0.0003904i,-0.00010779-7.5612e-05i
-0.000549+0.0011985i,0.00056749+0.00030825i,0.0003288-0.00013063i,0.00010428+0.00041718i,0.00041259-0.00021594i,-0.00032847-0.001663i,-0.0013147-0.002426i,-0.0012903-0.0021967i,-0.00039669-0.0013799i,0.00050689-0.00031119i,0.0005205-0.00031624i,-0.00012264-0.00072726i,-0.0004248-0.00062354i,-0.00036305-0.00025231i,0.0003052-0.00025335i,0.0011149-0.00021351i,0.0010138+0.00020483i,0.00010542+0.00052089i,-0.00051081+0.00048699i,-0.00014334+0.00032309i,9.0989e-05+0.0004998i,7.3096e-05+0.0007793i,0.00028394+0.00019473i
-0.0015507+0.00090142i,-0.0024851+0.0017098i,-0.0014201+0.0024248i,5.8085e-05+0.0014343i,-0.00030176+0.00034684i,-0.0005276-0.00089965i,-0.0010023-0.0017528i,-0.0015775-0.0013552i,-0.0012083-0.00052908i,-0.00056243-0.00038314i,-0.0002205-0.00015066i,0.00027092+0.00066652i,0.00098284+0.00086241i,0.0010556+0.00028624i,0.00078178-0.00048017i,0.00062254-0.0010463i,0.00060099-0.00085005i,0.0005635-0.00034373i,1.3359e-05+0.00020709i,-0.0005979+0.0005858i,-0.00067895+0.00023334i,-2.7252e-05+3.6523e-05i,0.00033955+0.00032285i
7.7232e-05-0.00030183i,-0.0012825+0.00013409i,-0.00082044+0.00068979i,-0.0002967-5.102e-05i,0.00013803-0.00087733i,0.00080073-0.001046i,0.00059551-0.00087838i,-0.00011267-0.00071284i,-0.00061473-0.00039358i,-0.00064124-1.9562e-05i,-0.0006593-5.6359e-06i,-0.00090951-8.9814e-05i,-0.0013006+0.00014352i,-0.0012677+0.00038973i,-0.00043767+0.00029591i,0.00011995+0.00039357i,0.00035526-1.7141e-05i,0.00047076-3.8946e-05i,-0.00024006+0.00046154i,-0.00025256+0.00011029i,0.00091243-2.1433e-05i,0.0010999+0.00042006i,-0.00013513+0.00058124i
0.00031634-0.00014054i,-0.0010041+0.00012493i,-0.0011556+0.00089848i,-0.001043+0.0018362i,-0.00095987+0.0013525i,-0.00027548-0.00024668i,0.00031511-0.0013007i,-0.00029746-0.0011899i,-0.00063096-0.00072531i,-0.00012187+6.7758e-05i,8.9849e-05+0.00019949i,5.9329e-05+0.00014156i,-0.00077515+0.00019111i,-0.0013318+4.8947e-05i,-0.00061838+0.00047177i,0.00051114-2.4075e-06i,0.00098243+1.4614e-05i,0.0011376+0.00022404i,0.001026-0.00068906i,0.00040241-0.00051095i,-8.7927e-05+0.0001277i,4.2552e-05-0.00014304i,-0.0001325-0.00032038i
-0.00024825+0.00062255i,-0.0010762+0.0012046i,-0.00076686+0.0017615i,0.00028708+0.0017448i,0.00039371+0.00017483i,-0.0003217-0.0012509i,-0.0009021-0.0012856i,-0.00047882-0.0010194i,-0.000116-0.0003124i,-0.00048631+0.00063715i,-0.00073271+0.00033273i,-0.00030624-0.00042281i,-4.5816e-06-0.00037153i,-0.00036692+0.00019661i,-0.00040535+0.0001367i,8.2191e-05+4.7162e-05i,1.3957e-05+0.00055765i,-0.00018755+0.00028678i,-0.00045062-0.00051613i,-0.00013167-0.00097613i,0.00066068-0.00073741i,0.00058619-0.00047658i,8.167e-05-0.00014458i
-0.0012562-0.0017755i,-0.0016856-0.0017459i,-0.0019417-0.0015737i,-0.0018099-0.0012298i,-0.00098649-0.00082106i,-0.00039134-0.0012302i,-1.461e-05-0.0012599i,-8.4719e-05-0.00071121i,-0.00037419-1.829e-05i,-0.00087539-0.00021027i,-0.0010285-9.0042e-05i,-0.00064768+0.00049454i,0.00023517+0.00068356i,0.00043757+0.00089186i,0.00024602+0.00091455i,0.0002015+0.0011443i,0.00062217+0.00073803i,0.0013436+0.00011087i,0.00050927-0.00041682i,-0.00043873-0.00099643i,-0.00032624-0.00071659i,-9.0411e-05-0.00072795i,-0.00027098-0.00049127i
0.00023498+0.0012665i,-0.00074216+0.00072677i,0.00028189+0.00018063i,0.0006656+0.00057403i,0.00030556+0.00013758i,-5.1358e-05-0.0011772i,-0.00078415-0.0013051i,-0.0012308-0.0012943i,-0.0010667-0.00089512i,-0.00054437+0.00042355i,-0.00014881+0.00045257i,0.00041882-1.7089e-05i,0.00011547+7.281e-06i,-0.00077046+0.00016206i,-0.0010378+0.00056672i,-0.00055626+0.00073127i,0.00012579+0.00059497i,-5.0479e-05+0.00055062i,-0.0001983+0.00069428i,-0.00023102+0.0004165i,-0.00025028-0.00025014i,-0.00018319-0.00016346i,-0.00013893-0.00011247i
-0.0010715+0.00098675i,-0.0012212-0.00045511i,-0.00081336+0.0010871i,-0.0010704+0.0018764i,-0.00090055+0.00056102i,-0.0014561-0.0010523i,-0.0017724-0.0016132i,-0.001116-0.00049606i,-0.00035608-0.00015598i,-0.00037504-0.0008137i,-0.00050947-0.0010666i,-0.00041302-0.0010614i,-0.00090595-0.00052289i,-0.00080754+0.0002162i,-0.00034264+0.00013136i,-0.00020638-0.00026259i,0.00017573-7.6649e-05i,0.00027694+0.00011765i,-0.00073471-0.00014753i,-0.0010906+0.00016085i,-0.00054048+0.00047103i,-4.4601e-05+0.00032883i,1.1746e-05+0.0002681i
0.00030904-0.00067495i,0.0006454-0.0015151i,0.00070951-0.0016798i,0.00078751-0.00014821i,0.0011528+0.00027713i,0.00068219-0.0013843i,0.00022772-0.0019762i,-0.00079355-0.00085217i,-0.00094264-5.564e-05i,-0.00045811+0.00098767i,-0.00081977+0.0011956i,-0.00075227+0.0007419i,0.00024703+0.00040363i,0.00076554+0.00017186i,0.00052786+0.00029178i,0.00045811+0.00073332i,0.00046574+0.00069906i,0.00061738+1.9741e-05i,0.00074563-0.00053421i,0.00047279-0.0001121i,0.00048892+0.00023709i,3.1557e-05-0.00034277i,0.00024791-0.00027193i
-0.001233-0.00021639i,-0.0014289-0.0004584i,-0.0015196+0.0011864i,-0.0011862+0.001763i,-0.00027029+0.0011558i,0.00042077-7.4451e-06i,-8.9016e-05-0.0016259i,-0.00017105-0.0023627i,-0.00024735-0.0016411i,-0.00060382-0.00010608i,-0.00057558+0.00034439i,-2.6675e-05+0.00044683i,0.0003973+0.00087696i,0.00022099+0.00081596i,0.0010767+0.00010149i,0.0013582+8.6335e-05i,0.00066689+4.0282e-05i,3.0736e-05-0.00026852i,0.0001553-0.00052636i,0.00010562-0.00040262i,-0.00013347+1.1895e-05i,0.0001189+0.00054829i,-0.00026268+0.00018411i
-0.0029309-0.0018911i,-0.0035311-0.0011035i,-0.0032737-0.00012537i,-0.0022079+0.0011912i,-0.00092318+0.0016001i,0.00042623+0.0004236i,0.00053425-0.00052983i,2.0568e-06-0.00056512i,2.4959e-05-3.2902e-05i,0.00035795+0.00042168i,-0.00017853+0.00014417i,-0.0003523+0.00024692i,0.00012235+0.0003642i,0.00098757+0.00030178i,0.0011315+0.0012527i,0.00019633+0.0014524i,0.0002542+0.00064507i,0.00081711-0.00016436i,0.00093084+0.00012723i,0.00058623+0.00067067i,-0.0003659+0.00032651i,-0.00023525+3.2588e-05i,0.00078261+0.00049104i
0.00021942-0.00041291i,4.4491e-05-0.0016911i,-0.00015601-0.0013666i,0.00017206+0.00020411i,0.00089154+0.00082048i,0.00053844-0.00019348i,0.00032787-0.00066375i,7.6787e-05-0.00081285i,-0.00034403-0.0003187i,-0.00096385+8.6592e-05i,-0.001252-0.00026568i,-0.00027865+3.9997e-05i,0.0002718+0.00030377i,-0.00032813+0.00014812i,-0.00094598+0.00016696i,-0.00058805+0.00026146i,-4.3527e-05-0.00015229i,0.00058165+3.0239e-05i,0.00041906+0.00066839i,-0.00018222+0.00077929i,-0.00068062+0.00052874i,-0.0005575+0.00067352i,0.00017835+0.0015533i
-0.0010517-0.00039448i,-7.5438e-05-0.0012534i,4.8036e-05-0.00061184i,-0.00081574+0.00046058i,-0.0010407+0.00011143i,-0.00053775-0.00075463i,-0.00077866-0.0016565i,-0.00037381-0.0015922i,0.00010181-0.00064626i,-9.1789e-05-0.00093557i,0.0004349-0.00068997i,0.0006849+0.00035845i,0.00070565+0.00041996i,0.00035222+0.00036224i,-0.0003649+0.00013516i,-5.5728e-05+0.00030482i,0.00029631+8.0027e-05i,0.00012254-0.00059051i,-0.00021172-0.00037586i,-0.00067278+0.00027097i,-2.3648e-05-9.5549e-05i,8.9369e-05-0.00027434i,0.00010589+0.00047316i
7.1728e-05-0.0006414i,8.5094e-05-0.00076406i,-0.00057964-0.00028954i,-0.00018806+0.0012942i,8.3057e-05+0.0008694i,-0.00026187-0.0012391i,-0.00054061-0.0021276i,-0.0002343-0.0019049i,-0.00028513-0.001158i,-0.00044587-9.4776e-05i,-0.00019332-2.74e-05i,-0.00042048+0.00014353i,-0.00079418+0.0010721i,-0.00086072+0.00089934i,-0.00088364-0.00016595i,-0.00072493-0.00055185i,-0.00030687+4.5461e-05i,-3.4229e-05+0.00059963i,-0.00018084+0.00055942i,-7.0859e-05+0.00052206i,0.00052899+0.00047788i,0.00034386+0.00023188i,-6.8146e-06+9.9607e-05i
-0.0021949+0.0011686i,-0.0017642+0.001146i,-0.0015805-0.00045757i,-0.00090014-0.00094636i,0.00021234-0.00070803i,0.0014395-0.0011939i,0.00057988-0.0014672i,-0.0010498-0.00075038i,-0.0013759+0.00018143i,-0.00060545+0.00071631i,0.00012832+9.272e-05i,0.00044908-0.00038933i,-4.0069e-05-2.3582e-05i,-0.00028961-0.00044061i,0.00062476-0.0012537i,0.00067309-0.00091628i,-0.00038171-0.0002575i,-0.00087646+0.00025333i,-0.0013635-8.9308e-05i,-0.0014869-0.00028461i,-0.0012433+0.00042551i,-0.00099463+0.00054097i,-0.00063989+0.00016019i
0.0021296-0.0012242i,0.0008237-0.001317i,0.0011434-0.00055723i,0.00027394+0.00093954i,-0.00075499+0.0015817i,-0.00056984+0.0011447i,-0.00044717-0.00018237i,-0.00037833-0.0014475i,-3.5533e-05-0.0018562i,-0.00040073-0.0022131i,1.7656e-05-0.0016643i,0.00042767-3.1237e-05i,-0.00024681+0.00072631i,-0.00071139+0.0011829i,-0.00082407+0.00097795i,-0.00097943+0.00094627i,-0.00067508+0.00068373i,-7.2469e-05-0.0002243i,0.00026462-0.00045062i,0.00048276-6.4266e-05i,0.00031742+0.00032335i,0.00015729+0.00074969i,-0.00028564+0.001097i
-0.00039876-0.0002887i,-0.0011561+0.0015606i,-0.0025648+0.0029202i,-0.0025021+0.0028477i,-0.0013568+0.0014204i,5.6491e-05-9.1494e-05i,0.00025444-0.0010112i,-0.00052932-0.0007739i,-0.00076607-0.00044451i,-0.00042958+4.5831e-05i,-0.00036919+0.00019298i,0.00056119+0.00033877i,0.0013164+0.00058904i,0.00071979+0.00036918i,0.00020936+0.00010528i,4.6455e-05+0.00031579i,0.00011933+0.00040236i,0.00011647-0.00014626i,4.4251e-05-0.00091777i,0.0004312-0.00089959i,0.00062201-0.00027274i,0.0010622-1.3538e-05i,0.00054985-0.00044598i
-0.0030452-0.00088102i,-0.0022336-0.0014178i,-0.0011484-0.0010471i,-0.00048875+0.00014123i,-0.00020841-8.2643e-05i,0.00054436-0.0011848i,0.00052014-0.0020416i,-0.00049122-0.0012351i,-0.0011616+0.00026733i,-0.000694+0.001058i,0.00066026+0.001003i,0.00064684-3.6127e-05i,-0.00034916-0.00034219i,-0.00042585+0.00028861i,0.0002487+0.00042366i,9.4146e-05+0.0005742i,-0.00042085+0.00028013i,-0.00012883-0.0006568i,-0.00014085-0.0012129i,-4.6537e-05-0.0014825i,0.00049194-0.00031123i,0.00054484+0.0009152i,6.18e-05+0.00027784i
0.00061939-0.00033975i,0.00014143-8.6995e-06i,-0.00026576+0.0017834i,0.00062782+0.0021983i,0.0011909+0.00092715i,0.0010816-0.0006916i,0.00036641-0.0017261i,-0.00014439-0.0012162i,-0.00037886+0.00018728i,-0.00064531+0.00060352i,-0.00047091+0.00044081i,-0.00025687+0.00032956i,0.00027626+0.00082703i,0.00083986+0.00055697i,0.0013179-0.00079261i,0.0011583-0.00058939i,0.0003373+8.8436e-05i,-0.00028651+0.00016047i,-0.0010404+0.00040418i,-0.00086305+0.00060219i,-0.00029078+0.00052239i,-0.00011555+3.3406e-05i,-1.0122e-05+0.00074322i
-0.0019878+3.5822e-05i,-0.0022525+0.00056955i,-0.0024854+0.0014653i,-0.0019478+0.0011591i,-0.0007027-0.00014867i,0.00010549-0.0013953i,0.00028584-0.0017594i,1.9535e-05-0.0015221i,0.00022454-0.00073766i,0.00019015+0.00011442i,-0.00074952+0.00028998i,-0.00087713+0.00030975i,-6.1157e-05+0.0002054i,0.00070437+0.00023598i,0.00093503+0.00023122i,0.0007471+3.6433e-05i,-5.8742e-05+0.00010088i,-0.00089996-0.00010107i,-0.00088134-0.00017554i,-0.00078112-0.00030833i,-0.00031877-0.00047913i,0.00040987+7.9601e-05i,0.00049311+0.00023636i
-0.0012421-0.0015086i,-0.001259-0.0022426i,-0.00073667-0.0033514i,-0.00075112-0.0027817i,0.00010794-0.0010337i,0.0012261-0.00082591i,0.0010062-0.0014761i,0.00015851-0.0013278i,-0.0005793-0.00063791i,-0.0010783+8.4298e-05i,-0.0011749+0.00068297i,-0.00090612+0.00043319i,-0.00079419+1.1945e-05i,-0.00027136+0.00046455i,0.00038289+0.00044503i,0.00065954+0.0007507i,0.00031588+0.00073328i,0.00037694+0.00019514i,0.00053226-0.00012722i,0.00019131-0.00037246i,1.7151e-06+0.00045297i,-0.00010448+0.0016292i,-0.00013167+0.0011513i
-0.00022144-2.0076e-06i,-0.0012384+0.00055963i,-0.0014481+0.0025065i,-0.00080292+0.0025432i,4.3582e-06+0.00078097i,3.9138e-05-0.00038588i,-0.00080186-0.00086024i,-0.0013997-0.00059199i,-0.00056793-0.00045452i,2.1501e-05-0.00072859i,0.00035069-0.00012895i,0.0006221+0.00024447i,0.00028796-0.00013161i,0.00025911-0.00023614i,0.00016238+4.9899e-05i,-8.8895e-05+0.00038316i,0.00043965+0.00060538i,0.00039401+0.00057057i,-0.00014626-3.5844e-05i,-0.00030729-0.00028014i,1.6175e-05+9.2122e-05i,0.00025682-2.2824e-05i,0.00026603+0.00021813i
2.3553e-05+0.00056865i,-0.0019055+5.9838e-06i,-0.0018562-0.0010679i,-0.0010495-0.0011472i,-5.3524e-05-0.00045778i,9.9687e-05-1.5727e-07i,-0.00047598-0.0010147i,-0.00052368-0.0012779i,0.00012532-0.00051614i,0.00032192+0.00027109i,-2.3272e-05-0.00016792i,2.6556e-05-0.00040797i,0.00057488+0.00030403i,0.00082744+0.00024222i,0.00027978+0.00016971i,-1.636e-05+0.00056298i,0.00032869+0.00038691i,0.00025861-0.00043049i,-0.00040982-0.00049097i,-0.0011312-0.00041575i,-0.00089592+0.0001345i,-0.00056901+0.00057794i,-0.00051358+0.00013542i
-0.0021798-0.0028909i,-0.0021896-0.0015617i,-0.00040184+0.00025758i,0.0010055+0.0014637i,0.00092869+0.0012952i,0.0005231-0.0002121i,-0.00012289-0.0011792i,-0.00063386-0.0015494i,1.0378e-05-0.0014643i,-0.00022474-0.00051161i,-0.00073175-0.00010344i,-0.00023078+0.00016011i,-8.5864e-05+0.00049134i,-0.00064545-5.595e-05i,-0.00054966-0.00067902i,-0.00034259-0.00074817i,-0.00045886-0.00030978i,-0.00017452+0.00029013i,-0.00020089+0.00071492i,-0.00015348+0.00033065i,0.00027803-0.00026409i,0.00033329-0.00070326i,0.00067656-0.00020471i
-0.00064344-0.0017052i,-0.0011055-0.00084289i,-0.0013646+0.0011488i,-0.0021411+0.0018892i,-0.0014572+0.0013571i,-0.00059001-9.9885e-05i,4.3104e-05-0.0015417i,-5.6627e-06-0.0017062i,-0.00091891-0.00023533i,-0.00080537+0.00092883i,0.00014606+0.00062089i,0.00047936+0.00017755i,0.00030508+0.00025083i,6.3839e-05+0.00053175i,0.00028646+0.00018811i,0.00095657-0.00042428i,0.0015448-0.00051257i,0.0011806-0.00019948i,0.00073011-0.00026247i,-7.787e-05-0.00037658i,-0.00013645-0.00039332i,-0.00017579-0.0010839i,0.00030422-0.001551i
-0.0028652+0.0015758i,-0.0028395+0.001837i,-0.0013588+0.0019103i,0.00030783+0.00066823i,0.0010698-1.4406e-05i,0.0010246-0.00076813i,-2.6842e-05-0.0015932i,-0.00044069-0.0018251i,0.00051858-0.0013041i,0.00075178-0.00066093i,-6.2275e-05+0.00042405i,-0.00064947+0.00058002i,-0.00069397-0.00020426i,-0.00063937-0.00064041i,-0.00011255-0.0005954i,-2.9928e-05-0.00018251i,0.00049491+0.00018388i,0.00073457+0.00042061i,-0.00031025-3.4024e-05i,-0.00074061+0.00012625i,-0.00036865+0.00067778i,0.00036484+0.00041354i,-0.00010084-0.00030661i
-0.0012096-0.00082452i,-0.00020664-0.00157i,0.001188+0.00053545i,0.00093359+0.0026328i,0.00042158+0.0020237i,0.0009516+0.00023161i,0.0011747-0.0013361i,5.9855e-06-0.0015106i,-0.00071025-0.00016943i,-0.000518+0.00077827i,-0.00057527+0.00054155i,9.4792e-05-7.6469e-05i,-0.0001757+0.00061113i,-0.00090107+0.00096886i,-0.00040209+0.00037129i,-0.00025018+0.00054191i,6.0652e-05+0.00085865i,-0.00042392+0.00078155i,-0.00093403+0.0009369i,0.00032341+0.0004898i,0.00069374-0.00023672i,0.00047744+0.00021245i,0.0005115+0.00036938i
-0.0019942-0.0017137i,-0.0029805-0.0014038i,-0.0037257-0.0012693i,-0.0032582-0.00048118i,-0.0017858+0.00029863i,-0.00040361-0.00024258i,-0.00012253-0.0016891i,-0.00025261-0.0019883i,7.7657e-05-0.0010376i,0.00070863-0.00010265i,0.00089337+0.0004628i,-4.0308e-05+0.00051332i,0.00040672+0.00038629i,0.00056849+0.00014218i,0.00021662+9.8273e-05i,0.00066599+0.0001512i,0.00047947+0.00022286i,-0.00015334-0.0001527i,-0.00081355-0.00091081i,-0.0013232-0.00080763i,-0.0006473-0.00034489i,-6.1884e-05-0.00042796i,-0.0003192-0.0011777i
-0.0010997+0.0013991i,-0.0010133+0.0022254i,-0.000114+0.0024611i,0.00098214+0.0015919i,0.0012461-0.00086203i,-0.00014857-0.0023461i,-0.00090339-0.0022555i,-0.00085095-0.0012907i,-0.00063564-0.00024088i,-2.6607e-06-9.9158e-05i,-0.00024709-0.00056672i,-0.00072421-0.0010902i,-0.00088447-0.0013294i,-0.00032678-0.0017587i,0.0002423-0.0009343i,0.00023062-0.00016781i,-0.00032317+0.00055062i,-0.0013472+0.00059581i,-0.001284-2.5211e-05i,-0.00036938-0.00015768i,0.0005077-5.0248e-05i,0.00070648+0.00012922i,0.00079757-9.3006e-06i
1.8336e-05+0.00030076i,-0.0015696+0.00091373i,-0.0025551+0.0012696i,-0.0022022+0.0018812i,-9.7507e-05+0.0011584i,0.001242-0.00075073i,0.00092917-0.0017775i,0.0009682-0.0017558i,0.00027948-0.001172i,-0.00047003-0.00018202i,-7.7665e-05+0.00017897i,-0.00025292+0.00031426i,-0.00010772+0.00020679i,0.00015159+0.00034077i,0.00048318-1.4063e-05i,0.00081352-0.00032329i,0.00063162-0.00035896i,0.0008572-0.00050163i,0.00071091-0.00044722i,-0.00022827-4.3946e-06i,-0.00086107+0.00067544i,-0.0010654+0.00081348i,-0.0010996+0.00096137i
