-0.00041208+0.00047352i,-0.00022231+0.0021502i,-0.0013426+0.0029967i,-0.0016776+0.0027872i,-0.00048033+0.0027211i,-0.00015794+0.0024744i,-0.0012295+0.0016537i,-0.00060287+0.00076539i,0.00091731+0.00098531i,0.00076154+0.00027133i,0.0002259-0.00039218i,0.00023587-0.00033543i,0.00020582-8.3175e-05i,-0.00054756+0.00018198i,-0.00081529+0.00080625i,-0.0008102+0.0013675i,-0.0010132+0.00079924i,-0.00096975+0.00028438i,-0.00038783-8.9971e-05i,-0.00038492-0.00030411i,-6.8163e-05-0.00037992i,-0.00045572-0.00067624i,-0.0006687-0.00057212i
-0.15508-0.020978i,-0.19433+0.011022i,-0.21451+0.019058i,-0.17204+0.042706i,-0.073337+0.07044i,0.0094404+0.060581i,0.040938+0.024117i,0.035107-0.0074293i,0.027251-0.020066i,0.0236-0.024591i,0.0098988-0.022648i,-0.0019064-0.01466i,-0.0042684-0.0098393i,-0.0063317-0.0088967i,-0.0074272-0.006462i,-0.0052975-0.0028944i,-0.0027426+0.0012713i,0.0031959+0.0053244i,0.018205+0.0025392i,0.035401-0.0062878i,0.039647-0.01107i,0.02903-0.0088873i,0.016463-0.0062211i
0.019953+0.12288i,0.10678+0.12997i,0.15143+0.11276i,0.13689+0.051555i,0.077231-0.028915i,0.0085417-0.062335i,-0.030201-0.041178i,-0.033283-0.017776i,-0.031638-0.014972i,-0.032144-0.010068i,-0.022015-0.0013665i,-0.009889-0.0016621i,-0.0076654-0.0047438i,-0.0071738-0.0038857i,-0.0031455-0.001925i,0.0017716-0.0017365i,0.0049067-0.0044149i,0.0010553-0.0081987i,-0.013967-0.008103i,-0.033589-0.0022892i,-0.040384+0.0032294i,-0.03111+0.0052159i,-0.019867+0.0065504i
0.075556-0.011i,0.027285-0.10799i,-0.045816-0.14233i,-0.087685-0.082637i,-0.085642+0.0076216i,-0.042705+0.050723i,0.0033875+0.031529i,0.0089383+0.0070786i,0.0016746+0.0094994i,0.0061735+0.0117i,0.0061895+0.0038262i,-0.0025771+0.0040042i,-0.0070724+0.011561i,-0.0070599+0.013157i,-0.0074982+0.0071145i,-0.0084028+0.00075254i,-0.0091533-0.00068854i,-0.0056034+0.0037074i,0.009023+0.0089234i,0.028837+0.0081983i,0.037499+0.0064354i,0.031535+0.0057653i,0.020543+0.0029904i
0.02043-0.044834i,-0.017169+0.037922i,0.0044183+0.11354i,0.063906+0.095611i,0.10315+0.015583i,0.074394-0.036392i,0.019573-0.028476i,0.0053625-0.00193i,0.013778+0.0078085i,0.0098432+0.0067745i,0.0029436+0.0083186i,0.006617+0.010303i,0.015725+0.008786i,0.021352+0.0065566i,0.018981+0.00658i,0.012477+0.0078158i,0.007697+0.0062931i,0.002022+0.00032723i,-0.013082-0.0066809i,-0.032086-0.0074855i,-0.037955-0.0071191i,-0.028944-0.0096602i,-0.018785-0.008267i
-0.064658-0.067829i,-0.022872-0.082545i,0.011595-0.13775i,-0.035952-0.14349i,-0.10204-0.070998i,-0.086971+0.0065207i,-0.025932+0.031398i,0.005789+0.018368i,0.0094146+0.0038354i,0.01421+0.0011469i,0.016721+0.00099201i,0.011156-0.0040777i,0.0037555-0.011949i,-0.0021628-0.016021i,-0.0042891-0.015154i,-0.0028024-0.012128i,-0.001073-0.006637i,0.0027004+0.0017221i,0.015551+0.01137i,0.032725+0.016799i,0.037793+0.016116i,0.02736+0.012422i,0.015765+0.0081878i
-0.059168+0.090437i,-0.068385+0.1241i,-0.10239+0.15382i,-0.061216+0.17329i,0.040442+0.1367i,0.073092+0.057003i,0.034097+0.0077643i,0.00079568+0.00053311i,-0.0082869-0.00079387i,-0.01286-0.0085253i,-0.014064-0.010768i,-0.0091165-0.0094459i,-0.0068343-0.0061262i,-0.0075447+0.0018458i,-0.0044232+0.007426i,-0.00012014+0.0062267i,0.0010976+0.00030739i,-0.00093981-0.0078426i,-0.010601-0.017412i,-0.026001-0.024357i,-0.032002-0.02267i,-0.024131-0.014123i,-0.015608-0.0060446i
0.11651+0.0092643i,0.1819-0.047135i,0.21672-0.077997i,0.16249-0.10942i,0.040092-0.12075i,-0.037898-0.078178i,-0.032667-0.030059i,-0.011019-0.016332i,-0.010769-0.0097375i,-0.0097773+0.0037547i,-0.0043283+0.0064682i,-0.007091+0.0032807i,-0.011699+0.0043796i,-0.010565+0.0025926i,-0.0070513-0.0027768i,-0.00577-0.0054907i,-0.0053467-0.0023337i,-0.003207+0.006899i,0.0053404+0.018015i,0.018716+0.02517i,0.025141+0.023973i,0.021301+0.017642i,0.014462+0.012108i
-0.027617-0.068338i,-0.16241-0.11172i,-0.23388-0.10738i,-0.19128-0.037196i,-0.086746+0.040318i,-0.0054567+0.049427i,0.0062055+0.017307i,-0.0071679+0.01108i,0.0016816+0.016895i,0.010441+0.0054737i,0.003989-0.0040307i,0.0012704+0.00087684i,0.0072027+0.0087172i,0.011209+0.014738i,0.0083809+0.018631i,0.0051937+0.017685i,0.0048007+0.010697i,0.0043035-0.00025006i,-0.0027495-0.014574i,-0.016873-0.024653i,-0.024111-0.022234i,-0.018953-0.016593i,-0.011567-0.014693i
0.003196+0.044177i,0.052709+0.18411i,0.10759+0.23574i,0.10992+0.13574i,0.063507+0.0019899i,0.013105-0.03681i,0.0076636-0.0048004i,0.026567+0.0068639i,0.025944-0.0042039i,0.013842+0.0031914i,0.010426+0.016198i,0.01041+0.012843i,0.010081-0.0011559i,0.011035-0.013625i,0.011718-0.018919i,0.009712-0.016279i,0.0050266-0.0095452i,-0.00029104+0.0020496i,0.0016648+0.01877i,0.015891+0.030146i,0.026327+0.026695i,0.020551+0.015761i,0.0099654+0.010064i
0.0062292-0.056462i,0.079091-0.15739i,0.085894-0.22139i,0.020902-0.14133i,-0.018016-0.001459i,-0.0008245+0.048786i,0.0060151+0.019273i,-0.011425+0.0015413i,-0.016677+0.0063147i,-0.0018232+0.00023852i,0.011183-0.011962i,0.012181-0.014819i,0.0041271-0.010157i,-0.0076606-0.0026045i,-0.012848+0.0053228i,-0.010302+0.0084209i,-0.0065284+0.004857i,-0.0016201-0.0051109i,-0.00067746-0.020496i,-0.0091785-0.031925i,-0.018046-0.031258i,-0.015281-0.02161i,-0.0090802-0.013049i
-0.054688+0.067818i,-0.12671+0.071525i,-0.15837+0.10432i,-0.069619+0.096513i,0.020369+0.020435i,0.016713-0.02581i,-0.0059681-0.0086994i,0.0012028+0.0049437i,0.0026753-0.0038127i,-0.014399-0.0089504i,-0.027447-0.0083372i,-0.030122-0.0086715i,-0.02436-0.0065682i,-0.01148-0.0038861i,-4.4661e-06-0.0060371i,0.0032351-0.0088439i,0.00056535-0.0052494i,-0.0039099+0.0058157i,-0.0036102+0.020468i,0.0056546+0.031554i,0.015649+0.032166i,0.015562+0.024603i,0.010698+0.018256i
0.085347+0.010356i,0.12069-0.00026159i,0.13849-0.027146i,0.068531-0.062828i,-0.024764-0.046167i,-0.043795-0.0024071i,-0.024443-0.00060178i,-0.025507-0.010742i,-0.025268+0.0034619i,-0.0098977+0.015178i,0.0016777+0.018492i,0.0081671+0.024345i,0.01044+0.026685i,0.0029531+0.022774i,-0.0079947+0.018998i,-0.011414+0.01629i,-0.005111+0.0095494i,0.0054565-0.0042289i,0.0082995-0.021224i,-0.0033657-0.031455i,-0.016242-0.028976i,-0.015291-0.020207i,-0.0071855-0.015553i
-0.027654-0.057117i,-0.11297-0.045382i,-0.16788-0.024065i,-0.1337+0.01647i,-0.048256+0.034897i,0.0035237+0.010997i,0.010077+0.0076129i,0.027341+0.024491i,0.048411+0.015774i,0.044435-0.00065816i,0.029552-0.0070854i,0.0176-0.011947i,0.014279-0.015438i,0.02082-0.015793i,0.027441-0.012728i,0.02536-0.0092875i,0.012572-0.0060209i,-0.0054268+0.0029919i,-0.013714+0.019668i,-0.0017732+0.035697i,0.013876+0.037289i,0.013448+0.026693i,0.0043496+0.017698i
0.0072563+0.02407i,0.11569+0.08909i,0.18839+0.11926i,0.16812+0.081638i,0.095325+0.020851i,0.042331+0.0013971i,0.031035-0.011437i,0.011722-0.03678i,-0.015853-0.039793i,-0.016129-0.02491i,-0.0049573-0.012936i,-0.0033736-0.0047278i,-0.0094456-0.00063656i,-0.017391-0.0022039i,-0.02202-0.0038989i,-0.019363-0.0013168i,-0.0072276+0.0017916i,0.0084905-0.0017576i,0.01682-0.014773i,0.0073743-0.03311i,-0.008596-0.04282i,-0.013041-0.035925i,-0.0089895-0.022364i
-0.070041-0.033118i,-0.06862-0.15519i,-0.072273-0.23596i,-0.064965-0.1842i,-0.031645-0.079579i,-0.010435-0.029134i,-0.02629-0.0027098i,-0.034685+0.030932i,-0.024243+0.04667i,-0.018178+0.036518i,-0.016303+0.0149i,-0.011807-0.0032903i,-0.0066189-0.0076473i,-0.00085691-0.0007239i,0.0076986+0.0047831i,0.012176+0.0015494i,0.005962-0.0038396i,-0.0074719-0.0028683i,-0.016961+0.0091728i,-0.012576+0.028771i,-0.0019355+0.041061i,0.0020269+0.038011i,0.0013105+0.027482i
0.0097811+0.12149i,-0.072375+0.20304i,-0.11703+0.25716i,-0.081438+0.20382i,-0.043899+0.10866i,-0.027177+0.063274i,0.0011438+0.039799i,0.021918+0.0065123i,0.021596-0.0098101i,0.014732-0.0018168i,0.0072182+0.011361i,-0.00075547+0.019422i,-0.0053994+0.018849i,-0.010307+0.012055i,-0.01858+0.0048034i,-0.022783+0.0043337i,-0.014306+0.0085995i,0.0053847+0.0085477i,0.02-0.0043936i,0.017968-0.025711i,0.010479-0.037236i,0.010096-0.033908i,0.011303-0.027144i
0.14218-0.10401i,0.2218-0.13091i,0.24309-0.14181i,0.15005-0.11293i,0.054038-0.064005i,0.018684-0.035119i,-0.0026151-0.023865i,-0.014646-0.0079344i,-0.0038425-0.0013877i,0.011088-0.010142i,0.02012-0.015966i,0.026875-0.016846i,0.028769-0.01553i,0.028279-0.0080546i,0.030971+0.0030094i,0.032008+0.0073507i,0.022759+0.00096134i,0.0015066-0.0061608i,-0.01689+0.001562i,-0.018592+0.021658i,-0.010417+0.032776i,-0.007395+0.027309i,-0.010908+0.016913i
-0.16319-0.076817i,-0.25899-0.062363i,-0.28476-0.041609i,-0.19543-0.00086176i,-0.078547+0.028196i,-0.018148+0.017966i,0.0068855+0.0052355i,0.019789-0.007259i,0.0088858-0.019916i,-0.0073293-0.017714i,-0.014035-0.0091689i,-0.019163-0.0026063i,-0.020839-0.0021076i,-0.020037-0.012098i,-0.021082-0.022388i,-0.022575-0.022956i,-0.020327-0.011594i,-0.0085283+0.0042283i,0.0083264+0.0050955i,0.015316-0.013121i,0.010152-0.030728i,0.0047934-0.029906i,0.0052721-0.016525i
0.012519+0.14914i,0.12604+0.20194i,0.21149+0.19755i,0.20206+0.099478i,0.12217-0.0068965i,0.052818-0.035422i,0.012064-0.022916i,-0.019282+0.00082509i,-0.028407+0.0305i,-0.017575+0.041267i,-0.0059712+0.031632i,0.0027989+0.018245i,0.0087354+0.011912i,0.01027+0.017331i,0.010162+0.025479i,0.011741+0.025608i,0.012777+0.01383i,0.0063853-0.0035425i,-0.0082751-0.0066615i,-0.019462+0.013933i,-0.020599+0.036642i,-0.016576+0.038832i,-0.011591+0.026347i
0.082801-0.03052i,0.055708-0.17823i,-0.016384-0.25428i,-0.085165-0.17228i,-0.094652-0.042362i,-0.063204+0.022024i,-0.024136+0.031929i,0.012665+0.024452i,0.034411+0.012528i,0.032444+0.0039397i,0.014863-0.0025552i,-0.003983-0.004951i,-0.013236-0.0040237i,-0.012808-0.0075273i,-0.010672-0.014179i,-0.012223-0.017461i,-0.014961-0.011215i,-0.011172+0.00053909i,0.002377+0.0024212i,0.018582-0.010317i,0.030225-0.023427i,0.035134-0.025251i,0.029413-0.020658i
0.01881-0.020847i,-0.081826+0.095713i,-0.11602+0.1995i,-0.049016+0.18689i,0.021035+0.10521i,0.028894+0.03946i,0.0031348+0.008808i,-0.016108-0.0097042i,-0.01916-0.025488i,-0.014441-0.030862i,-0.0041082-0.019613i,0.0095495-0.00508i,0.014817+0.002149i,0.012278+0.011406i,0.011415+0.022381i,0.014322+0.025655i,0.01789+0.017869i,0.01503+0.0038962i,0.0021559-0.0017753i,-0.014435+0.005436i,-0.025024+0.010353i,-0.028484+0.0040668i,-0.027504+0.00047761i
-0.029903-0.0858i,0.06104-0.10481i,0.1218-0.12847i,0.077186-0.12479i,-0.0031665-0.083291i,-0.023933-0.033426i,-0.0061633-0.00545i,0.0039125+0.0071619i,-0.0026085+0.0082143i,-0.0079784+0.0026974i,-0.0043893-0.0045467i,-0.0029231-0.013126i,-0.0050997-0.020455i,-0.0052421-0.028661i,-0.003422-0.037907i,-0.0060372-0.040354i,-0.0138-0.030452i,-0.017203-0.012603i,-0.0069595-0.0015341i,0.0071285-0.0059764i,0.010661-0.0094431i,0.0084817+0.00043554i,0.011053+0.007906i
-0.1253+0.11213i,-0.15483+0.092506i,-0.17742+0.061892i,-0.12434+0.055708i,-0.020768+0.036229i,0.026224-0.0070491i,0.018447-0.028469i,0.0043613-0.021592i,0.0017969+0.0012669i,0.0062428+0.019226i,0.0050716+0.020054i,0.00038267+0.017107i,-0.0012939+0.019296i,-0.0050627+0.025645i,-0.010727+0.035212i,-0.0093428+0.040693i,-6.1841e-05+0.035646i,0.0082717+0.021454i,0.0038151+0.0089744i,-0.0097912+0.011185i,-0.015733+0.018046i,-0.012557+0.014235i,-0.0091698+0.0068359i
0.16541+0.0842i,0.22893+0.084254i,0.26094+0.067753i,0.2016+0.010812i,0.082946-0.023828i,0.010174-0.0099123i,-0.00075253+0.0066884i,0.0043564+0.012252i,0.011915+0.014101i,0.016803+0.011797i,0.0091685+0.0077694i,-0.00042817+0.0045556i,9.7737e-05+0.00024356i,0.010692-0.0065491i,0.020893-0.016112i,0.02072-0.024552i,0.012357-0.027771i,0.0029702-0.025075i,0.0024533-0.01753i,0.014166-0.012915i,0.025193-0.012906i,0.025731-0.010225i,0.01717-0.0061235i
0.01082-0.17971i,-0.084276-0.25675i,-0.15411-0.24325i,-0.1398-0.12323i,-0.075015-0.014952i,-0.024049+0.019874i,-0.016983+0.0182i,-0.016689+0.0095555i,-0.0059309-0.006574i,-0.0035958-0.019152i,-0.0027685-0.015613i,0.0043369-0.0062933i,0.003551-0.00098i,-0.0097458+0.0038381i,-0.022349+0.012242i,-0.023758+0.020173i,-0.01675+0.024581i,-0.0079902+0.025003i,-0.0064953+0.019388i,-0.01543+0.011635i,-0.02397+0.0032879i,-0.025634-0.0070231i,-0.022326-0.0086027i
-0.1378+0.048357i,-0.13644+0.20787i,-0.10221+0.28383i,-0.051983+0.20941i,-0.019875+0.093372i,-0.022946+0.045935i,-0.010285+0.047674i,0.0039949+0.03231i,-0.010762+0.0064145i,-0.022919-0.0036893i,-0.013206-0.0099708i,-0.0060023-0.017426i,-0.0073969-0.018698i,0.00044036-0.015572i,0.013117-0.015476i,0.017006-0.017207i,0.013991-0.017935i,0.010024-0.015114i,0.010792-0.0089759i,0.015118-0.0027427i,0.014002+0.0053682i,0.0099771+0.014427i,0.010678+0.013748i
0.066188+0.0498i,0.18811-0.037229i,0.23088-0.13553i,0.14666-0.14347i,0.058834-0.077383i,0.04483-0.045518i,0.034972-0.059716i,0.0106-0.047053i,0.0056559-0.0036431i,0.015034+0.021328i,0.014818+0.02084i,0.0078605+0.017485i,0.0044737+0.015325i,-0.0043898+0.0097732i,-0.016476+0.0059573i,-0.02099+0.0073425i,-0.020652+0.010885i,-0.020188+0.01208i,-0.020436+0.0081473i,-0.017405+0.0031798i,-0.0097852+0.0014571i,-0.0027521-0.00016494i,-0.0015038-0.0023644i
0.00020454-0.028645i,-0.12833-0.09997i,-0.21364-0.089777i,-0.14704-0.030254i,-0.052344-0.020908i,-0.033269-0.032399i,-0.039315-0.01504i,-0.023379-0.00037704i,0.0029324-0.0043319i,0.019509-0.0083994i,0.01686-0.0091903i,0.00851-0.0080884i,0.010281-0.0055447i,0.021083-0.0030363i,0.03002-0.0026806i,0.029607-0.0068591i,0.021941-0.012864i,0.013482-0.013054i,0.011767-0.0064407i,0.013871-0.002635i,0.013612-0.0045673i,0.011482-0.0053239i,0.0077544-0.0021149i
0.027975+0.026144i,0.09145+0.14554i,0.15456+0.19668i,0.13149+0.12681i,0.06908+0.059566i,0.039576+0.044484i,0.034841+0.029915i,0.020321+0.014317i,0.001769+0.0068493i,-0.01599+0.0026881i,-0.023223+0.0090302i,-0.014869+0.017672i,-0.0088963+0.015495i,-0.013668+0.0053291i,-0.020561-0.00089232i,-0.021484+0.0021491i,-0.016423+0.0067447i,-0.010931+0.0043913i,-0.0099836-0.0020798i,-0.013483-0.0048817i,-0.016419-0.0051518i,-0.018026-0.0088575i,-0.018339-0.0096277i
-0.02086-0.089275i,-0.023975-0.15769i,-0.036776-0.1913i,-0.062957-0.11595i,-0.06206-0.015191i,-0.039191+0.021119i,-0.022484+0.0315i,-0.0039432+0.028705i,-0.0014611+0.0088884i,-0.0083323+0.0016097i,0.00037676-0.00081661i,0.005933-0.01026i,-0.0010361-0.0075885i,-0.003012+0.0076568i,0.0056196+0.0169i,0.014966+0.011313i,0.016012+0.0015794i,0.013627+0.00075821i,0.011482+0.0074476i,0.0093767+0.015688i,0.0075321+0.022249i,0.0071442+0.025132i,0.010002+0.019985i
-0.037031+0.085419i,-0.10364+0.1512i,-0.1371+0.18752i,-0.077045+0.14732i,-0.014486+0.06086i,0.010002+0.015976i,0.022033-0.00011531i,0.013402-0.0072373i,-0.00045421+0.0076828i,0.0023833+0.0133i,0.0027351-3.2352e-05i,-0.003941-0.0039419i,-0.0028278-0.0011441i,0.0023318-0.0050748i,-0.00021453-0.010518i,-0.0073444-0.0070252i,-0.010769+0.0012489i,-0.010506+0.0030182i,-0.0067184-0.0043608i,-4.2008e-05-0.011724i,0.0083948-0.012413i,0.014567-0.011929i,0.010332-0.013089i
0.10597-0.070663i,0.22721-0.13014i,0.24576-0.18038i,0.13481-0.18245i,0.031843-0.12115i,-0.014437-0.067881i,-0.035829-0.045291i,-0.029913-0.02446i,0.0042508-0.013429i,0.026956-0.013179i,0.025-0.0096448i,0.018478-0.0091527i,0.011748-0.016045i,0.0013902-0.01666i,-0.0034157-0.0078946i,0.0011049-0.004163i,0.0044646-0.0066856i,0.0020099-0.0059768i,-0.0037047+0.00053703i,-0.010084+0.0036518i,-0.015058-0.00096978i,-0.014729-0.0010167i,-0.005511+0.0059996i
-0.16194+0.0050397i,-0.30494-0.037779i,-0.31825-0.031296i,-0.19471+0.0081045i,-0.064803+0.024873i,0.0010175+0.014887i,0.016653+0.01323i,0.0083215+0.011001i,-0.0090765+0.0010578i,-0.021941-0.0034101i,-0.026067+0.0019642i,-0.025483+0.012735i,-0.019395+0.021325i,-0.0087383+0.020558i,-0.0029179+0.014893i,-0.0039589+0.013422i,-0.0042708+0.012178i,0.00055894+0.0033793i,0.0056292-0.0059979i,0.0045838-0.0053301i,0.0016572-0.0012052i,-0.0028404-0.0042161i,-0.0099084-0.0090714i
0.21843+0.17483i,0.29893+0.28793i,0.319+0.30993i,0.24244+0.21769i,0.11151+0.10394i,0.02107+0.050426i,0.0031325+0.030159i,0.012576+0.014402i,0.0089624+0.0066284i,-0.0017505+0.014575i,0.0032522+0.022789i,0.01904+0.016089i,0.024782+0.0084459i,0.019193+0.0065207i,0.014452+0.0021656i,0.015024-0.0051098i,0.015515-0.0099453i,0.0077531-0.008143i,-0.00348+0.00013203i,-0.0066702+0.0055217i,-0.0066379+0.0053655i,-0.010025+0.010387i,-0.0091493+0.017824i
-0.032102-0.31453i,-0.039757-0.4265i,-0.078549-0.41791i,-0.085855-0.26335i,-0.025407-0.10295i,0.021442-0.026464i,0.01781+0.0017825i,0.0033139+0.01053i,-0.0023498+0.013106i,0.0051457+0.0066593i,0.010255-0.016895i,-0.0018518-0.030998i,-0.012315-0.024766i,-0.012144-0.015836i,-0.011685-0.010391i,-0.018565-0.0035272i,-0.023604+0.00955i,-0.012609+0.020988i,0.0085736+0.018711i,0.022965+0.0092407i,0.029182+0.003818i,0.0338-0.0019337i,0.029383-0.010893i
-0.28602+0.2235i,-0.31989+0.35488i,-0.26768+0.37029i,-0.17977+0.22202i,-0.13454+0.067088i,-0.10459+0.0037213i,-0.056099-0.0052978i,-0.013982-0.0014265i,0.0204-0.002505i,0.033356-0.0132i,0.015845-0.010377i,-0.00097541+0.00026839i,-0.0065251-0.0013717i,-0.0095658-0.0057799i,-0.008638-0.0055963i,-0.00063297-0.0029825i,0.0093866-0.0038773i,0.0082966-0.010817i,-0.0067704-0.017159i,-0.019511-0.018585i,-0.020954-0.0184i,-0.019511-0.017416i,-0.015892-0.012666i
0.30003+0.058198i,0.4085-0.13723i,0.38768-0.26048i,0.24707-0.19197i,0.14759-0.054726i,0.10979-0.001784i,0.047912-0.018888i,-0.0099752-0.024071i,-0.033103-0.018117i,-0.032669-0.010787i,-0.014903+0.0028877i,0.00039776+0.01292i,0.0018538+0.018338i,0.002405+0.021868i,0.0056825+0.02247i,0.0035318+0.015576i,-0.0065866+0.0040926i,-0.014569+0.00017359i,-0.011773+0.009487i,-0.0035626+0.022538i,0.00026734+0.027228i,0.00064642+0.023757i,-0.001104+0.016947i
-0.0013314-0.189i,-0.23234-0.1306i,-0.3441-0.028414i,-0.22426+0.016228i,-0.098372-0.032021i,-0.078991-0.057064i,-0.055364-0.0089302i,-0.012883+0.030422i,0.0021838+0.042499i,-0.0011462+0.047442i,-0.00047239+0.0363i,0.0084723+0.019441i,0.0225+0.010259i,0.031384+0.00054923i,0.031095-0.01106i,0.026996-0.017072i,0.022331-0.016254i,0.016704-0.013334i,0.0095385-0.015353i,0.0032304-0.017474i,0.0023014-0.014151i,0.0013113-0.0079617i,-0.00093643+0.0003429i
-0.040261-0.041928i,0.19638+0.15229i,0.35908+0.25345i,0.2906+0.19271i,0.1456+0.14274i,0.085059+0.13669i,0.078102+0.082957i,0.052763+0.012545i,0.023895-0.013073i,0.017035-0.011549i,0.013048-0.011884i,0.0013567-0.019051i,-0.011546-0.023855i,-0.023447-0.016869i,-0.034026-0.0050575i,-0.039518+0.0022634i,-0.03611+0.006675i,-0.023467+0.012268i,-0.0076569+0.01849i,0.00040546+0.018428i,0.00061248+0.011591i,0.00228+0.0048417i,0.0075009-0.0024373i
-0.23985+0.18152i,-0.27688-0.067452i,-0.28091-0.2631i,-0.23374-0.22938i,-0.14089-0.14323i,-0.064311-0.12571i,-0.04607-0.091499i,-0.030654-0.036737i,-0.0061224-0.019287i,0.0028885-0.030845i,-0.004335-0.035254i,-0.016797-0.01902i,-0.023058-0.0013922i,-0.019046+0.0056878i,-0.0059841+0.012455i,0.010919+0.020128i,0.024165+0.021546i,0.028471+0.011412i,0.020435-0.0073044i,0.0087089-0.018274i,0.0030934-0.013433i,0.00031325-0.0087302i,-0.0052253-0.01061i
0.30285+0.22477i,0.21106+0.28677i,0.037114+0.30004i,-0.041104+0.25278i,-0.032248+0.18484i,-0.023792+0.13434i,-0.016293+0.071875i,-0.021257+0.017277i,-0.03167+0.0010912i,-0.030891+0.0078733i,-0.01888+0.02082i,-0.00027487+0.023829i,0.010016+0.015267i,0.0073975+0.0065443i,0.0035842-0.0018064i,0.0048533-0.013509i,0.0011727-0.027577i,-0.014661-0.028792i,-0.026664-0.010266i,-0.021839+0.0077005i,-0.0092865+0.010825i,-0.0030072+0.0090351i,-0.00090543+0.013867i
0.022562-0.61221i,0.037994-0.58305i,0.11953-0.44622i,0.15483-0.33905i,0.12883-0.25609i,0.079771-0.1675i,0.030575-0.068023i,0.014438+0.0094851i,0.023793+0.043665i,0.032581+0.045662i,0.038544+0.02717i,0.036993+0.0050361i,0.032504-0.0059069i,0.030519-0.010753i,0.025581-0.014952i,0.012996-0.014077i,-0.0017576-0.0037162i,-0.0045694+0.0072683i,0.0057213+0.0073278i,0.011071+0.0020442i,0.0050534-8.2011e-05i,0.0013582-0.00080218i,0.0054323-0.0047067i
-0.36135+0.17563i,-0.35467+0.27518i,-0.24277+0.25545i,-0.15313+0.17629i,-0.14197+0.13966i,-0.099381+0.12155i,-0.01348+0.07181i,0.035585+0.0041945i,0.031074-0.037551i,0.011255-0.041745i,-0.011423-0.031756i,-0.026449-0.017321i,-0.022898-0.0076874i,-0.017801-0.0079906i,-0.023809-0.002325i,-0.02577+0.011766i,-0.0093194+0.018184i,0.010892+0.013225i,0.014131+0.0050766i,0.0067157+0.0015953i,0.0022419-0.00055559i,-0.0017347-0.0023755i,-0.0079699-0.00061315i
0.3496+0.38289i,0.48042+0.24116i,0.40153+0.12075i,0.27186+0.11005i,0.21146+0.06762i,0.132-0.0027792i,0.038153-0.024875i,-0.014652-0.014901i,-0.034784-0.010126i,-0.034912-0.009135i,-0.01847-0.0015854i,-0.0049645+0.0072266i,-0.0045085+0.014532i,-0.002226+0.024096i,0.0091494+0.031134i,0.016855+0.029014i,0.01539+0.019157i,0.0091949+0.0070997i,0.0046674-0.0014253i,0.0010431-0.0068475i,-0.0021459-0.0071567i,0.00058409-0.0028835i,0.0054726-0.00231i
0.09704-0.20131i,-0.095155-0.2488i,-0.23029-0.2188i,-0.25004-0.15524i,-0.20821-0.074687i,-0.14304-0.0068786i,-0.079191+0.024392i,-0.038438+0.031773i,-0.012602+0.038849i,0.0049591+0.033913i,0.0085307+0.015011i,0.0048667-0.00048282i,0.00068412-0.0057103i,-0.0022932-0.0081937i,-0.00022034-0.016624i,0.0023499-0.025986i,-0.0031203-0.025291i,-0.013968-0.014705i,-0.020826-0.0017841i,-0.016745+0.00968i,-0.0055176+0.012328i,0.00031344+0.0054771i,-0.0033831+0.0030415i
-0.30774-0.19665i,-0.33632-0.037484i,-0.23254+0.085144i,-0.11348+0.097242i,-0.022038+0.079232i,0.040717+0.038747i,0.037047+0.0069975i,0.02703+0.021127i,0.053448+0.026808i,0.067428+0.011573i,0.056457+0.003901i,0.037946+0.0012544i,0.022771-0.0020148i,0.014973-0.0068561i,0.0021851-0.011005i,-0.013501-0.013569i,-0.021796-0.011933i,-0.021644-0.001525i,-0.011921+0.009409i,-0.00063728+0.010212i,0.0038673+0.004825i,0.0037704+0.0030873i,0.0075684+0.002716i
-0.053575+0.16551i,0.16377+0.11937i,0.3017-0.021688i,0.24956-0.14195i,0.1055-0.17696i,0.010624-0.11528i,0.0065528-0.05332i,0.015289-0.050211i,-0.013234-0.056149i,-0.038762-0.042042i,-0.040543-0.027463i,-0.031349-0.016223i,-0.018467-0.012411i,-0.01297-0.01447i,-0.014118-0.0067804i,-0.010297+0.01111i,0.0028637+0.023412i,0.021475+0.01695i,0.026847-0.0013244i,0.013116-0.010515i,-0.0016602-0.0053451i,-0.0083709+0.0018629i,-0.011439+0.003482i
0.33526-0.03248i,0.24282-0.167i,0.050482-0.17328i,-0.024992-0.060222i,-0.01778+0.023016i,-0.025007+0.031499i,-0.032626+0.022748i,-0.042799+0.021013i,-0.051509+0.036248i,-0.041891+0.051372i,-0.023673+0.054162i,-0.0090324+0.045883i,-0.0063831+0.039017i,-0.0072072+0.043877i,0.0046461+0.045674i,0.02189+0.031347i,0.0267+0.0042025i,0.013506-0.019684i,-0.0046545-0.023785i,-0.0093116-0.014243i,0.00020046-0.0064841i,0.012363-0.0042287i,0.017296-0.0056304i
