-0.00041208+0.00047352i,-0.00022231+0.0021502i,-0.0013426+0.0029967i,-0.0016776+0.0027872i,-0.00048033+0.0027211i,-0.00015794+0.0024744i,-0.0012295+0.0016537i,-0.00060287+0.00076539i,0.00091731+0.00098531i,0.00076154+0.00027133i,0.0002259-0.00039218i,0.00023587-0.00033543i,0.00020582-8.3175e-05i,-0.00054756+0.00018198i,-0.00081529+0.00080625i,-0.0008102+0.0013675i,-0.0010132+0.00079924i,-0.00096975+0.00028438i,-0.00038783-8.9971e-05i,-0.00038492-0.00030411i,-6.8163e-05-0.00037992i,-0.00045572-0.00067624i,-0.0006687-0.00057212i
0.013382+0.023275i,0.0048675+0.0025894i,-0.0016105-0.010648i,-0.0022847-0.0081857i,0.00029046-0.0017878i,0.0021132+0.00088027i,0.0018667+0.0015719i,0.0015759+0.0012466i,0.0014454+0.00021159i,0.0013295-0.00061594i,0.0002963-0.0014726i,-0.00079565-0.0017357i,-0.0010682-0.00041121i,-0.00099353+1.0551e-05i,-0.00060943-0.00092575i,1.3244e-05-0.00094824i,0.001087-0.00052075i,0.0016611-0.00047605i,0.00063679-0.00059114i,0.0004252-0.00082583i,-1.0735e-05-0.00086262i,-0.0010721-0.00049615i,-0.0015542-0.00077785i
0.027236-0.0036362i,0.0074866-0.00043245i,-0.0053984+0.0015252i,-0.0046907-0.00059491i,-2.3777e-05-0.0036828i,0.00030505-0.0039351i,0.0001065-0.0019891i,0.00082628-0.00057173i,0.0016661-0.00041933i,0.0016479-0.0004573i,-8.2084e-05-0.00087801i,-0.001052-0.0003106i,-0.00091319+0.00044069i,-0.00040306+0.00036478i,0.00048575+0.00048077i,0.00074689+0.00058025i,-0.00015808+0.00015351i,-0.00047375+3.5007e-05i,-0.0002438+0.00038043i,-0.00046608+0.00026232i,-0.00041307+0.00019967i,-0.00079191+0.00058468i,-0.0011764+0.00035237i
-0.00099164-0.029839i,0.00084362-0.0076455i,0.0026267+0.004749i,0.00060724+0.0044539i,-0.0028796+0.0017907i,-0.0033204+0.0010142i,-0.0022728+0.00080899i,-0.0014402+0.00042991i,-0.00049292+0.00030267i,-0.00040736+0.0007693i,-0.00052119+0.0019917i,6.7885e-05+0.0025155i,0.00025718+0.002408i,-0.00030121+0.001873i,-0.00082103+0.00037564i,-0.00016515-7.0704e-05i,-0.00032764+0.00064908i,-0.00091233+0.000828i,-4.7605e-05+0.00084811i,3.0859e-05+0.00089773i,0.00032587+0.0009813i,0.00095989+0.00065387i,0.00063947+0.0001294i
-0.029443-0.0051461i,-0.0097365-0.0050978i,0.0027736-0.0065632i,0.0019296-0.0029232i,-0.00086727+0.0023891i,-0.0010566+0.0037264i,-0.00038176+0.0030876i,0.00037403+0.0026826i,0.00048777+0.0018485i,0.0010447+0.0017708i,0.0016078+0.0013545i,0.0011251-0.0001228i,0.0010762-0.00045877i,0.00081799-0.00082146i,0.00040684-0.000934i,-6.3931e-05-1.2958e-05i,-0.001031+6.0927e-05i,-0.0014804-0.00041539i,-0.00050577-0.00019696i,0.00037121+0.00010797i,0.00019147-0.00039345i,0.00037117-0.00094495i,0.00050726-0.00095197i
-0.012115+0.028097i,-0.0099506+0.0063988i,-0.0093463-0.0064915i,-0.0046075-0.0040291i,0.0011798+0.0010467i,0.0034207+0.0019589i,0.0026778+0.0013491i,0.0015946+0.0012738i,0.00090013+0.00087078i,0.0014064-0.00057488i,0.0020435-0.0019187i,0.0015123-0.0021985i,-0.00024475-0.0016264i,-0.0012043-0.00064299i,-0.00091151+0.00049213i,-0.00095627+0.00036447i,-0.00045976-0.00066389i,8.8367e-05-0.0010746i,0.00031755-0.00070751i,0.0003587-0.00045298i,0.0003004-0.00047117i,-0.00018829-0.00065584i,-0.00072633-0.00028331i
0.029094+0.015014i,0.0068706+0.010697i,-0.0067757+0.0093736i,-0.0036595+0.0053085i,0.0012145+2.4394e-05i,0.00099103-0.0017183i,0.00015423-0.001134i,0.00013531-0.0016182i,-1.2453e-05-0.0023458i,0.00025305-0.0029365i,-4.9912e-05-0.0027105i,-0.0013975-0.0010767i,-0.0013961+4.6728e-05i,-0.00042324+0.00059545i,-0.0003268+0.00075966i,-0.00062667+0.00038263i,-0.00054823+1.3256e-05i,-0.00055953-0.00012471i,-0.0007954+0.00011418i,-0.00084864+0.0003273i,-0.00080987-0.00023863i,-0.00042543-0.00018876i,-8.3228e-05+0.00056916i
0.022909-0.026086i,0.015455-0.0073336i,0.010612+0.0047885i,0.004525+0.0033771i,-0.0026376-0.00052421i,-0.0038084-0.00020121i,-0.0014312+0.00029454i,-0.00095996-0.00057297i,-0.0011687-0.00079302i,-0.0013151-9.5472e-05i,-0.0013022+0.0008706i,-0.0010195+0.0014334i,-0.00086163+0.0012456i,-0.00084993+0.00077151i,-0.0005149+0.00025518i,-0.00043116+0.00026614i,-0.0009122+7.709e-05i,-0.00076514-0.00082186i,-0.00052647-0.00050426i,-0.00056692+0.00046763i,-0.00044049-6.1772e-05i,-3.9083e-06-0.00044561i,0.00033426+0.00039796i
-0.026027-0.029249i,-0.0096038-0.022757i,0.002677-0.018748i,0.00072323-0.0105i,-0.0038707-0.00040947i,-0.0030744+0.0038547i,-0.0006137+0.0032977i,0.0011176+0.0034726i,0.0018872+0.0031755i,0.0022707+0.0024285i,0.0017992+0.0026114i,0.001243+0.0019004i,0.0014308+0.00065689i,0.00063227-0.00041298i,-0.00048654-0.0011913i,-0.00070186-0.00081851i,-0.00059479+0.00017274i,-0.00080758+0.00071521i,-0.00034205+0.0004639i,0.00043556+0.00093598i,9.6165e-05+0.00086807i,0.00051643-0.00051783i,0.00093601-0.00083694i
-0.031656+0.020574i,-0.024596+0.0051997i,-0.019822-0.0044319i,-0.010368-0.00038302i,0.00024046+0.0041658i,0.0044207+0.0028306i,0.0037907+0.0007435i,0.0026262+0.00021412i,0.0022848+0.00072573i,0.0026442+0.00066216i,0.002726-0.00066761i,0.0015161-0.0016668i,0.00012815-0.0018044i,-0.00035106-0.0015427i,-7.3623e-05-0.0004555i,0.00065322+0.00022379i,0.0012613+0.00046328i,0.0012157+0.00094875i,0.00064711+0.00047945i,0.00020439+0.00011879i,-3.4162e-05-0.00012095i,-0.0006548-0.00092257i,-0.0017726-0.00098492i
0.022112+0.03679i,0.010822+0.026501i,-0.0019525+0.019543i,-0.0013802+0.011876i,0.0034515+0.0028568i,0.0031155-0.0020929i,0.0016682-0.0023517i,0.00079084-0.0017161i,0.00075721-0.0020793i,0.00098348-0.0029992i,0.00020122-0.0033682i,-0.0010387-0.0017919i,-0.001478-0.0004929i,-0.00051926-0.0003119i,0.000603+0.00079141i,0.00069151+0.0012895i,0.00058909+0.00019604i,0.00093604-0.00070398i,0.00081734-0.00025156i,-0.00013125+0.00022702i,-0.0004317+0.00024244i,-0.00015789+0.00071162i,-4.02e-05+0.0016215i
0.037252-0.013785i,0.024489-0.0036539i,0.017453+0.0037729i,0.0098023+3.0392e-06i,1.3006e-05-0.0035206i,-0.0028761-0.0022734i,-0.0014578-0.00070855i,-0.0015512-0.00026393i,-0.0019459-0.0004552i,-0.001623-0.00082647i,-0.0018897-0.00049263i,-0.0016691+0.00037701i,-0.00022654+0.00054696i,0.00054283-4.5222e-05i,0.0002634-0.00073123i,-0.00049536-0.0013138i,-0.00078006-0.0021977i,-0.00094037-0.0015185i,-0.00028822-0.00051954i,0.00051074-0.00043012i,0.00054038-0.00029065i,0.00071728-0.00031753i,0.0005359-0.00014664i
-0.009779-0.045007i,-0.0030209-0.033466i,0.0039156-0.022038i,0.0010964-0.011268i,-0.0033026-0.00098517i,-0.0029962+0.0028203i,-0.0023336+0.0026793i,-0.0016045+0.0030631i,-0.00065207+0.003572i,-0.00042989+0.0039623i,-0.00020727+0.0035064i,0.00088613+0.0025642i,0.00097007+0.0013672i,-0.00053314+0.00021802i,-0.0013676+0.0007068i,-0.0012899+0.0010043i,-0.0015582+0.00068856i,-0.0020571+0.00011851i,-0.0015323+0.00044826i,-0.00092428+0.0015017i,-0.00091363+0.0015292i,-0.00023063+0.00087275i,0.00034477+0.00018377i
-0.04193+0.0019821i,-0.031666-0.0030228i,-0.024115-0.0080777i,-0.015918-0.0020889i,-0.0058035+0.0041321i,0.00098103+0.004616i,0.0035037+0.0031364i,0.0038153+0.0011938i,0.0033554+0.00020884i,0.0029078+0.00094779i,0.002233+0.00090658i,0.0014033+0.00010527i,0.00076165-0.0012508i,0.00022026-0.0010192i,-0.00015716+0.00052992i,-0.00062033+0.001068i,-0.00049054+0.0011924i,0.00044075+0.00085272i,7.7951e-05+0.00027028i,-0.00069104+0.00015575i,-0.00072457-6.3956e-05i,-9.7009e-05-0.00038162i,-0.00015152-0.00066183i
-0.001352+0.047817i,-0.0026848+0.037607i,-0.0061469+0.025846i,-0.001218+0.015411i,0.0039232+0.0056834i,0.0028289+0.0010852i,0.0014091+0.00058579i,0.00094895-0.0007072i,0.00080531-0.0016292i,0.00089993-0.0024926i,0.00052255-0.0033674i,-0.0001641-0.0020469i,-0.0012697-0.00067763i,-0.0013339-0.00037841i,-0.00036995+0.00014272i,0.00025349+0.0011748i,0.00079455+0.00069644i,0.0012783-0.00047902i,0.0007418-4.6288e-06i,0.00025964+0.00096598i,-8.2028e-05+0.00097261i,-4.9848e-05+0.00043172i,9.3842e-05+0.00016106i
0.047054+0.0031374i,0.036934-0.0002791i,0.027144+0.0026084i,0.016699-0.0011576i,0.0052604-0.0062288i,-0.00095457-0.0046444i,-0.0022899-0.0013743i,-0.0026951+0.00032303i,-0.0021119-0.00016125i,-0.0015082-0.0020753i,-0.0019022-0.0026293i,-0.0019753-0.0015024i,-0.0010048+0.0003625i,0.0001661+0.0013511i,0.0017277+0.00080374i,0.0025653-0.00057468i,0.0014631-0.00096539i,0.00013259-0.00082221i,0.00045504-0.0011084i,0.0008296-0.0012866i,0.00060914-0.0010684i,0.0010018-0.00069013i,0.00068436-0.00037032i
0.014275-0.046492i,0.0080372-0.039952i,0.0065564-0.029511i,0.0012189-0.017924i,-0.0039747-0.0060578i,-0.0040051+0.00096899i,-0.0030284+0.0031441i,-0.0014142+0.0040702i,0.00025547+0.0039019i,8.6868e-05+0.0033167i,-0.00073598+0.003519i,-0.00091926+0.003252i,-0.00038645+0.0017756i,-0.00040024-0.00025778i,-0.00097963-0.001399i,-0.0015307-0.001479i,-0.001545-0.0010293i,-0.0019697-0.00054607i,-0.0017595-0.0012113i,-0.00071244-0.0015462i,-0.00034315-0.0011372i,9.8983e-05-0.00084724i,-4.3687e-05-0.0003347i
-0.041917-0.010367i,-0.035881-0.0031009i,-0.025745-0.0026035i,-0.015377+0.00063604i,-0.0050763+0.0045369i,0.00039388+0.0041819i,0.0017114+0.0031858i,0.0022702+0.0027269i,0.0024995+0.0026671i,0.002412+0.0025178i,0.0024716+0.00105i,0.00194-0.00037844i,0.0011812-0.00088914i,0.001295-0.00017215i,0.00069806+0.0011785i,1.8793e-06+0.0022898i,-0.0006311+0.0024964i,-0.0011738+0.0020194i,-0.00066474+0.0016076i,4.3397e-05+0.0018911i,0.00018917+0.0018651i,-0.00022716+0.0010703i,-0.00021889+0.00062673i
-0.021025+0.038131i,-0.010139+0.03481i,-0.006597+0.027229i,-0.0014234+0.018551i,0.004121+0.0080557i,0.0045408+0.0013923i,0.0028355-0.001493i,0.0017179-0.0029079i,0.00081626-0.0027563i,0.0011327-0.0020145i,0.0015684-0.0017949i,0.0012159-0.0018074i,0.00095246-0.0012592i,0.00040665-0.0010726i,0.00023107-0.00036368i,0.00061013+0.00069974i,0.00095674+0.00083246i,0.0013276+0.00035228i,0.0012022+0.0005453i,0.00049306+0.0011305i,0.00022834+0.0013238i,-3.4466e-06+0.00020045i,-0.00043511-0.00028627i
0.039742+0.020263i,0.037763+0.0065603i,0.02851+0.0031762i,0.018079+0.00036642i,0.0084424-0.0036347i,0.002232-0.0039819i,-0.00034539-0.0022595i,-0.0022267-0.00055064i,-0.0022642-0.000196i,-0.0011392-0.00055766i,-0.001227-0.00084011i,-0.0018253-0.00095928i,-0.0014761-9.2716e-05i,-0.0008303+0.00042441i,-3.3806e-05+0.00081627i,0.00053235+0.00059063i,0.0008283-0.00044618i,0.00085711-0.00070801i,0.0012718-0.00062168i,0.0024433-7.7072e-06i,0.0021172+0.001058i,0.0012222+0.0012311i,0.0014997+0.00049916i
0.025985-0.028006i,0.012445-0.029219i,0.0065916-0.022563i,0.0018354-0.013828i,-0.0030705-0.0050736i,-0.0040648-5.2458e-05i,-0.0037287+0.0014093i,-0.0023054+0.0025227i,-0.00052469+0.0021761i,-0.00057703+0.00077267i,-0.0018185+0.00048803i,-0.0021161+0.00091171i,-0.00087914+0.0011123i,0.00013554+0.00054343i,0.00021322-0.0011386i,-0.00041445-0.0022407i,-0.00023088-0.0012629i,0.0001794-0.00018989i,0.00071181-0.00093257i,0.0010728-0.0018985i,0.00059442-0.001925i,0.00023417-0.0007368i,-1.7046e-05+0.00012509i
-0.034671-0.028584i,-0.037029-0.012261i,-0.028931-0.0036222i,-0.018731+0.0022369i,-0.0075678+0.0061432i,6.371e-05+0.0058559i,0.0015306+0.0030836i,0.0018134+0.00096027i,0.0017474+0.001257i,0.0011364+0.0021803i,0.0013408+0.0026026i,0.0024928+0.0022518i,0.0021224+0.0011349i,-0.00046333+8.9641e-05i,-0.0017996-7.9e-05i,-0.0023234+0.00039844i,-0.002625+0.00070186i,-0.0022193+0.00079506i,-0.002577+0.00082789i,-0.0028044+0.001241i,-0.0019+0.0012158i,-0.00088164+0.0012144i,-0.00081332+0.00069111i
-0.027835+0.017571i,-0.014713+0.022941i,-0.0077882+0.019433i,-0.0036621+0.012984i,0.00044206+0.0052041i,0.0024184+0.001289i,0.0032726+0.00040919i,0.0032917-0.00054284i,0.0019223-0.00024626i,0.0014505+0.00014155i,0.0017975-0.00037305i,0.0013666-0.00068177i,0.0010041-0.00047465i,-7.7754e-05+0.00074493i,-8.509e-05+0.0017858i,0.00097364+0.002273i,0.0010296+0.0024096i,0.0012253+0.0018938i,0.0018017+0.0016708i,0.0018567+0.0014665i,0.00073712+0.0010626i,-0.00048937+0.00076796i,-0.00015775+0.00059465i
0.023613+0.032603i,0.032625+0.015309i,0.0269+0.0034641i,0.01563-0.00033256i,0.0050627-0.0021752i,0.00065484-0.0030057i,-0.00053439-0.0026096i,-0.0016151-0.001187i,-0.00068446-7.3837e-05i,-0.00010046+7.2929e-05i,-0.00081912-0.00055351i,-0.0011585-0.0009848i,-0.0011743-0.00016031i,-0.0013941+0.00040028i,-0.00078438-0.00020277i,0.0001092-0.0001172i,0.0006922+0.00053729i,0.0010779-0.00023607i,0.0011115-0.0006876i,0.00056357-0.00024594i,5.1778e-05-0.0003523i,-0.00035851-0.00036639i,-0.00010634-0.0010136i
0.030097-0.013921i,0.013252-0.025652i,0.0013981-0.021461i,-0.0025308-0.011928i,-0.0040564-0.0037604i,-0.0043252-0.00016246i,-0.0037993+0.00079597i,-0.0020823+0.00060959i,-0.00074983-0.00033858i,-0.00052964-0.00016412i,0.00030414-6.7112e-05i,0.0010603-0.0001496i,0.00095528+0.00065289i,0.0011331+0.0011845i,0.0016584+0.0011706i,0.0015751+0.00068878i,1.7102e-05-0.00071717i,-0.0011467-0.0016676i,-0.00020163-0.0016926i,0.00065547-0.0015226i,0.00018744-0.0014482i,-0.00039102-0.001327i,-6.2368e-05-0.00084999i
-0.012289-0.030944i,-0.02519-0.016604i,-0.02179-0.0049976i,-0.012974+8.9714e-05i,-0.0057121+0.0030736i,-0.00096299+0.0040006i,0.0005431+0.0036401i,0.00036864+0.0023867i,0.00043549+0.00082756i,0.00030743+0.00051379i,-0.00052343+0.00079061i,-0.00064876+0.00069404i,0.0002088+0.0003362i,0.00049058-0.00035087i,9.2503e-05-0.0011256i,-0.00073062-0.0010123i,-0.0014078-0.00034546i,-0.0016766-0.00040194i,-0.0015021-0.00046856i,-0.0014912+0.0002825i,-0.001926+0.00026278i,-0.001212-1.2825e-05i,-0.00077251+0.00044188i
-0.027627+0.0048516i,-0.012675+0.018321i,-0.0019829+0.015099i,-0.00039055+0.0080263i,0.0011883+0.0032605i,0.0033996+0.0016556i,0.0033914+0.0014902i,0.0025706+0.00050357i,0.0015861-0.00053968i,0.001512+0.00010732i,0.0013607+0.00074299i,0.00076461+0.00063528i,0.00050541+9.7293e-05i,-6.9094e-05-0.00022158i,-0.0015635+0.00090279i,-0.0017128+0.0024944i,-0.00081205+0.0029767i,-0.00015934+0.0024241i,0.00013869+0.0016792i,0.00080693+0.001446i,0.001211+0.0012236i,0.00068553+0.00062575i,0.00084526+0.00063696i
0.0012086+0.026965i,0.017315+0.01358i,0.01645+0.002232i,0.0099993-0.00067622i,0.0059257-0.0012807i,0.0024313-0.0027154i,3.065e-05-0.0024097i,-6.6366e-05-0.00085078i,0.0010516+0.00027993i,0.0021334+0.00048967i,0.0016025-0.00025065i,0.0006532-0.00060531i,0.00035864-0.00053536i,0.00029391-0.00020147i,0.00043587-4.0697e-06i,0.0013734-0.00012841i,0.0024247+0.00012363i,0.0028947+0.00043274i,0.0028684+0.00080672i,0.0016563+0.00026905i,0.00047247-0.00075158i,0.0004717-0.0012096i,0.00066091-0.0007903i
0.024015+0.0024629i,0.011977-0.013396i,-0.0011668-0.012692i,-0.0025548-0.0047239i,-0.00093719+0.00043785i,-0.0016726+0.0012325i,-0.0020143+0.00074167i,-0.0005367+0.00017878i,0.001189-0.00023773i,0.00096197+5.4865e-05i,7.9174e-06+0.00063161i,3.3241e-06+0.00075142i,0.00050015+0.0005113i,0.00038896+0.00031151i,0.0001877+0.00069703i,2.9432e-05+0.00057087i,0.00016725-0.00076911i,0.00058134-0.00218i,-0.00020725-0.0023317i,-0.00084245-0.0012701i,-0.00056147-0.00012557i,7.6692e-06+5.2844e-05i,-0.00032885+0.00033811i
0.0026865-0.017943i,-0.014338-0.0077338i,-0.01474+0.0043789i,-0.0072157+0.0064993i,-0.0022455+0.0051278i,9.7385e-05+0.0037152i,0.00048254+0.0027545i,4.3754e-05+0.0015002i,0.00018232+0.00011923i,0.00036907-0.00033503i,0.00029826-0.00051709i,-0.00043388-0.0012561i,-0.00058752-0.0012919i,-0.00014215-0.0009314i,0.00029744-0.00138i,0.00028338-0.00090028i,-0.00044667+4.6434e-05i,-0.00096069-1.5527e-05i,-0.00087789+0.00020649i,-0.00010417+0.00051175i,0.00013188+0.00080796i,-0.00029228+0.00092961i,-0.0011355+0.0010494i
-0.018877-0.010642i,-0.012061+0.0077764i,-0.00023376+0.0095616i,0.0020961+0.0028878i,0.00077472+0.00019827i,0.0017362+0.0014057i,0.0024777+0.0022123i,0.0012494+0.0021603i,-0.0003036+0.0017607i,-0.0011758+0.0010242i,-0.00053574+0.0003989i,0.00064155+0.0003249i,3.9633e-05+0.00057219i,-0.00085863+0.00063653i,-0.0017433+0.00030847i,-0.0021757-5.7762e-05i,-0.0015034+0.00016675i,-0.00058678+0.0010162i,-8.0917e-05+0.0014986i,0.00048741+0.0012015i,0.00078379+0.0010204i,0.00083808+0.00034546i,0.00078861+0.00020904i
-0.0081325+0.009076i,0.009877+0.0039993i,0.0091689-0.0054281i,0.00072419-0.0041592i,-0.0012967+1.9905e-05i,6.0059e-05-0.00081936i,0.00015564-0.001696i,0.00085977-1.5204e-05i,0.0014657+0.0014952i,0.00098108+0.0018716i,0.00104+0.0021818i,0.0015293+0.0017249i,0.0016473+0.0005162i,0.00084815+2.0172e-05i,0.00031313+0.0012044i,0.00046003+0.0026367i,0.00044514+0.0024583i,0.00010902+0.0017595i,0.00017127+0.0011029i,0.00013674-0.0001171i,0.00066216-0.00088534i,0.00044539-0.00043613i,-0.00018839-0.00050384i
0.0074363+0.013357i,0.0030117-0.0027334i,-0.0074478-0.0034392i,-0.0076044+0.0026468i,-0.0029713+0.0036594i,-0.0017836+0.0017668i,-0.00094899+0.00016961i,0.00095638-5.3603e-05i,0.0017128+0.0003325i,0.0014641+0.00035076i,0.001203+0.00048456i,0.00036947+0.00040664i,0.00011127-0.00017827i,0.00052208+9.7523e-05i,3.0376e-05+0.00015564i,-0.00058944+7.0017e-05i,-5.9674e-05-0.00013763i,0.00075452-0.00097658i,0.00095715-0.0010643i,-0.00016453-7.6706e-05i,-0.0015271+0.00074503i,-0.0011326+0.00070126i,-0.0006014-2.0944e-05i
0.0099494-0.0064103i,-0.0058529-0.0041763i,-0.0070123+0.0057909i,-0.0010191+0.0065894i,0.0017705+0.0033367i,0.0012296+0.0030713i,0.00074369+0.0020506i,-0.00026373+8.3202e-05i,0.00012517-0.0010992i,0.00083901-0.0010292i,0.00062209-0.00097063i,-0.00014163-0.00032563i,-0.00040414+0.00045179i,0.00037212+0.00090437i,0.0014565+0.0011474i,0.0015311+0.00063166i,0.00064142-3.1409e-05i,-0.00098769-0.00049475i,-0.0021491-0.00077364i,-0.0016033+0.00020268i,-0.00011095+0.0017567i,0.00068585+0.0018268i,0.00068733+0.0011349i
0.0014366-0.020481i,-0.00059248-0.0054199i,0.0067938-0.0019794i,0.0065465-0.0059966i,0.0018485-0.0056897i,0.00081405-0.0026253i,0.001074+0.00029553i,-0.00020076+0.0016341i,-0.00058476+0.00073967i,-0.00019323-0.00073699i,-0.00095208-0.0013787i,-0.001958-0.00059497i,-0.0012373-0.00010831i,0.00025288-0.00082525i,0.00067503-0.0015771i,-0.00018446-0.0012646i,-0.00059791-0.00041436i,-0.00071739+0.00085837i,-0.00016786+0.0016659i,0.00093403+0.0013637i,0.0014512+0.00079093i,0.0014291+0.00037013i,0.001806+0.0011385i
-0.012576-0.0015425i,-0.0006651+0.00018329i,0.00062135-0.0096928i,-0.0055896-0.0096379i,-0.0063654-0.0032477i,-0.0023923-0.00021654i,0.00055738-0.00031704i,0.0020132+0.00078677i,0.0017022+0.0012768i,0.00083621+0.00075311i,0.00032806+0.0012499i,-0.00015584+0.0016333i,-0.00062819+0.0011412i,-0.0013737+0.00081903i,-0.0016937+0.00070282i,-0.0011683+0.00069431i,-0.00041795+0.00059246i,-0.00023711+0.00070094i,0.00071801+0.00028951i,0.0021757-0.00031303i,0.0020622-0.0011515i,0.0010205-0.0013417i,8.4931e-05-0.00081873i
-0.0064815+0.016428i,-0.0020456+0.0036394i,-0.0096623+0.0011111i,-0.0087104+0.0062623i,-0.0018709+0.0064442i,0.0002418+0.0030974i,-0.00061595+0.00044622i,-0.00017963-0.0013488i,0.00083454-0.0010537i,0.0013404-0.00046466i,0.0022822-0.00044815i,0.0025051-0.00090706i,0.001377-0.00098142i,0.00039432-0.00023554i,-4.2196e-05-0.0001202i,-0.00021897+0.00047929i,-0.00038208+0.001669i,0.00023603+0.001694i,0.0004736+0.0015523i,-0.00023154+0.00089986i,-0.0010663-0.00042002i,-0.0015123-0.00061138i,-0.0014768-0.00050589i
0.011339+0.0061474i,0.001666+0.0010889i,0.00017324+0.010008i,0.0062519+0.0099894i,0.0072819+0.0026812i,0.0037028+0.0011641i,0.00096843+0.0021114i,-0.0010184+0.0014309i,-0.002016+0.0011643i,-0.0018178+0.001336i,-0.0013692+0.00053389i,-0.00061734-0.00047125i,-0.00017233-6.3933e-05i,3.808e-05+0.00017603i,-0.00030808+7.2134e-05i,-0.00032672-0.00041982i,0.0010291-0.0015574i,0.0016699-0.0018148i,0.0012071-0.00095129i,0.00018876-0.00010682i,-0.00015401+0.00049875i,-0.00010301+0.00065359i,-0.00060258+0.0010305i
0.014454-0.010897i,0.0075455-0.0033586i,0.012381-0.00277i,0.0097137-0.0073721i,0.0014826-0.0045525i,-3.2107e-07+0.0005494i,0.0007785+0.0021601i,0.00053152+0.0031802i,0.0013194+0.0026487i,0.001687+0.00091177i,0.0011355-0.00046656i,0.00011213-0.00059128i,-0.0002506-5.7777e-05i,0.00046013+0.00018818i,0.000891-7.3256e-05i,0.00069462-0.00044824i,-0.00020358-0.00058035i,-0.0010154-0.0005383i,-0.00069348+0.00050579i,-0.00014079+0.0015776i,0.00077935+0.0013962i,0.00072839+0.0011257i,-8.1216e-05+0.00093829i
-0.0088122-0.017283i,-0.0059043-0.010851i,-0.0060468-0.015128i,-0.010226-0.012635i,-0.0080153-0.0044542i,-0.0025668-0.0018072i,1.3402e-05-0.0012697i,0.0011764+0.00019538i,0.0016482-0.00037471i,0.0010528-0.00072591i,3.1201e-05-0.00027999i,-0.0010961-0.0002251i,-0.0015248-0.00093895i,-0.0012867-0.00095836i,-0.0012776+0.00012165i,-0.00096648+0.00064434i,-0.0006165+0.0006175i,-0.00068463+0.00062277i,-0.00062585+0.00015395i,0.00024586+0.00019516i,0.0015414+0.00066731i,0.0016365-0.00030026i,0.00099677-0.0016527i
-0.016514+0.0011151i,-0.0089324-0.00061244i,-0.014008+0.0016i,-0.012177+0.0088254i,-0.0039765+0.0088106i,-0.0011592+0.003998i,-0.0010887+0.0015731i,-0.00040232-0.00050433i,0.00047955-0.0016704i,0.0007523-0.00094143i,0.0005501-0.00012661i,0.00066443+0.00030028i,0.001197+0.0013286i,0.00094713+0.0012291i,-0.00012814+0.00025435i,-0.00019624+0.0002571i,-5.7976e-05-0.00034577i,-8.7001e-05-0.00039356i,-0.00052684-0.00020434i,-0.0010147-0.00069763i,-0.0013824-0.0013086i,-0.0020524-0.0015738i,-0.001834-0.00092033i
0.0072071+0.021965i,0.0078076+0.012831i,0.0076363+0.014844i,0.0099791+0.011559i,0.0073427+0.002038i,0.002697+0.00012216i,0.0014238+0.0018693i,0.00029285+0.0018206i,-0.0010663+0.002151i,-0.00029267+0.0023054i,0.0013893+0.0013471i,0.00183+0.0006576i,0.0014018-6.4261e-05i,0.00062983-0.0006898i,0.00050666-0.00022392i,0.00072419+0.00050352i,0.0014957+0.00025085i,0.0017114-0.00050195i,0.0017748-0.00053908i,0.0011319+0.0001099i,-0.00052192+0.00041684i,-0.0011876+5.0148e-05i,-0.0011576+0.00029784i
0.016172-0.00045481i,0.0073883-0.0050528i,0.010367-0.0072253i,0.0088253-0.010005i,0.0017425-0.0071928i,-0.0013269-0.0014578i,-0.00094134+0.0013114i,6.057e-06+0.0027431i,0.00096051+0.0036737i,0.0014089+0.0030215i,0.0013555+0.0015634i,0.00053121+0.00018355i,-0.0002365-0.00075447i,-0.00081237+7.9135e-05i,-0.00033569+0.0005079i,0.00043596-0.00049574i,0.00059288-0.0015177i,0.00011006-0.0022514i,-0.00082843-0.0016616i,-0.00060508-0.00024466i,0.00014636+9.9816e-05i,-0.00046837-7.3865e-05i,-0.00049089-4.9836e-07i
0.00056358-0.021421i,-0.0063208-0.013732i,-0.0086068-0.014931i,-0.01105-0.011353i,-0.0076888-0.0013904i,-0.0021873+0.0028113i,-0.0002717+0.0018153i,0.00035402+0.0016361i,0.0012479+0.0014105i,0.0010883-0.00010635i,-0.00049929-0.0021144i,-0.0012911-0.0028208i,-0.0010225-0.001611i,-0.00025054-0.00057555i,0.00028091-0.00064679i,-0.00013041-0.0013037i,-0.0011386-0.00097435i,-0.0014642+0.00045324i,-0.00062411+0.0015096i,-0.00019376+0.0026018i,0.00143+0.0025306i,0.0020552+0.0015736i,0.00074801+0.001184i
-0.01362-0.0078006i,-0.0058434+0.0013912i,-0.010242+0.0061819i,-0.009743+0.0099621i,-0.00040029+0.0070722i,0.0027535+0.002091i,0.00090856+0.0011548i,0.00097551+0.0004709i,0.00067808-0.0012418i,-0.00047178-0.0026336i,-0.0021352-0.0020807i,-0.0030305-0.00038495i,-0.0020987+0.001379i,-0.0011902+0.002018i,-0.00070547+0.0012615i,-0.00028548+0.00088879i,0.00067341+0.00058284i,0.0011-4.9063e-05i,0.0010964-0.00072717i,0.0015514-0.00097515i,0.0020197-0.0015908i,0.0014588-0.0022311i,0.0014201-0.0020939i
