0.00028138+0.00038491i,0.0010401-8.5113e-05i,0.00051931-0.0017691i,0.00065924-0.0019464i,9.573e-05-6.972e-05i,-0.00071234+0.0010371i,-0.00022683+0.0014992i,0.00010345+0.0020001i,0.00011238+0.0015853i,0.00017261+0.00073407i,-0.00039967+0.00012148i,-0.00096785-0.00045198i,-0.00094711+0.00030817i,-0.00054107+0.00093972i,-0.00046528+0.0004419i,-0.0007493-0.00036766i,-0.0001674-0.00098115i,0.0010229-0.00055477i,0.0010052-0.00011982i,0.00041416-0.00018179i,-0.00019553-0.00043402i,-2.9481e-05-0.00053097i,0.00037509-0.00038492i
-0.0024562+0.0011815i,-0.0021097+0.00090364i,-0.00089115+0.00067764i,-0.00017984+0.00099447i,0.00059419+0.0012532i,0.00073278-0.00023843i,0.00082534-0.00028342i,0.00050944+0.00058152i,-0.00024872+0.00093616i,-0.00048233+0.00098433i,-0.00050031+0.00049992i,-9.1541e-05+0.00050537i,0.00058081+0.0005641i,0.00036087-0.00013719i,0.00048336-0.00088958i,0.00022049+0.00017318i,-0.00047199+0.00069911i,-0.00044968-0.00071379i,0.00032135-0.0013967i,0.00057635-0.00019391i,0.00026355+0.0005012i,-0.00018541+0.00057346i,-0.00053305+0.00088494i
-1.8961e-05-0.0014516i,0.00030734-0.0020391i,0.00023829-0.0012681i,-0.00033813-6.6927e-05i,-0.00039147+0.00064979i,0.00010283+0.00043462i,-7.3744e-05-0.00023511i,-0.00047841+6.539e-05i,-0.00062526-2.1656e-05i,-0.00035632-0.00015256i,0.00018287+0.00019837i,0.00029714+0.00029057i,-0.00016852+0.00021615i,-0.00016368-0.0005218i,-0.00024503-0.0011432i,1.0882e-06-0.00044839i,0.00033447+0.00056838i,-0.0001972+0.00063095i,-0.00040621+0.00039069i,7.8684e-05-0.00017097i,0.00019069-0.00039908i,-0.00014842+0.00040955i,-0.00031267+0.00048883i
0.00051112-0.00030924i,-0.00017165-0.00070819i,-0.00078986+0.00057688i,-0.00014998+0.00086225i,0.0008487+6.3295e-05i,0.00093803-0.00081047i,-0.0002232-0.00068464i,-0.00029871+0.0001146i,-0.00013941+0.00022976i,-0.00068542+0.00049485i,-0.00067342+0.00039367i,-0.00050096+4.1271e-05i,-0.00041913-0.00051658i,5.5356e-05-0.00046292i,-0.00011481+0.00029339i,-9.5138e-05+0.00013113i,0.00037012-0.00050981i,8.4713e-05-0.0005181i,1.8143e-05-9.7663e-06i,0.00018702+0.0006152i,0.00083764+0.00035992i,0.0010905-0.00071911i,-5.9805e-05-0.00036288i
0.0002907+0.0014444i,0.0013958+0.0017285i,0.0010612+0.0011825i,0.00051393+0.00035772i,0.00081706+0.00011914i,0.0011886-0.00034594i,0.00069328-0.00017081i,-0.00018165+0.00043041i,-0.00029763+0.00061418i,-0.00036203+0.00012355i,-0.0001371+0.0001887i,2.0291e-05+0.00091201i,0.00030652+0.00032052i,0.00026439-0.00044953i,-2.0081e-05-0.00012722i,0.00035436+0.00040836i,0.00024269+0.00072289i,2.4562e-05+0.00051704i,-0.00022463+0.00013376i,-0.00064009-6.5736e-05i,-0.00042336+0.00026092i,-0.00016082+0.00071128i,-0.00014729+0.0002209i
-0.0010081+0.00072234i,-0.00075423+0.0011997i,0.0005293+0.00082753i,0.0017674+6.448e-05i,0.0022288+6.8616e-05i,0.0013683+0.00012495i,2.6171e-05-0.00028803i,-0.00058311+0.00014643i,-0.0012734+0.00062449i,-0.0012289-8.1696e-05i,-0.00092285-0.00024302i,-0.00080676+0.00022299i,-5.9137e-05+0.00024542i,9.4828e-05+0.00056947i,-0.00012157+0.00080719i,-0.00029718+0.00016937i,0.00012281-0.00076053i,0.00085688-0.00042566i,0.00050884+0.00032756i,-0.00025602+0.00064836i,-0.00027082+0.00011364i,0.00067494-5.354e-06i,0.00093207+0.00077875i
0.0016999+0.00017601i,0.0017001-0.00059403i,0.0010209-0.0022285i,0.0010063-0.001684i,0.00081358+0.00094675i,0.00040987+0.0016314i,0.0001572+0.0010067i,-9.9372e-05+0.0010003i,-0.00031906+0.00016462i,-0.00053177+9.3825e-05i,-0.00088763+0.00095732i,-0.00094356+0.0010146i,-0.00080292+0.0012071i,-0.00038189+0.00071629i,-0.00022027+3.0572e-05i,-0.00029736+0.00023002i,0.0003839+0.00058766i,0.00059637+0.00038316i,0.00043518+0.00036116i,0.00067634-0.00014062i,0.00062456-0.00045322i,9.767e-05-0.00019972i,0.00018225-0.00037348i
-0.00036398+2.9324e-05i,-0.0011965+6.3556e-05i,-0.00075935-0.00083348i,-0.00024387-0.0017631i,-0.00022875-0.0024784i,-6.5704e-05-0.0014722i,0.00025963-3.3694e-05i,0.00092258-4.1278e-05i,0.00072663-0.00030921i,-3.007e-05-0.00017298i,-0.00024185-0.00017576i,-9.7186e-05-0.00012894i,9.5811e-05-0.00025016i,0.00011627+0.00037749i,-0.00046012+0.00068363i,-0.00027738+0.00021452i,0.00010506+0.00028433i,0.00025124+3.6972e-05i,0.0002344-0.0005565i,-0.00018928-0.00055231i,-2.7801e-05-0.00018967i,-0.00014295+1.8163e-05i,-0.00039749+0.00022938i
-4.093e-05+3.9289e-05i,-0.00075902-0.000684i,-0.00029676+0.00012467i,0.00091329+0.00048105i,0.0010838+0.0005054i,0.00054498+0.0010738i,0.00060815+0.0011503i,-6.5253e-05+0.00069736i,-0.00079425+0.00063788i,0.00013299+0.0003794i,0.0010822+0.00050331i,0.0010645-6.0963e-05i,0.0010608-0.00070349i,0.0005981-0.00094474i,0.00014557-0.00082051i,0.00011418-0.000254i,0.00014284+2.802e-05i,-0.0006246-0.00062947i,-0.00015908-0.000637i,0.00066859-4.7155e-05i,0.0008961-0.00021333i,0.00062679+4.7976e-05i,-0.00049233+0.00017453i
0.0012318+0.0019052i,0.0019848+0.0013856i,0.0027846+0.0002904i,0.0026503-0.0012589i,0.0025196-0.001686i,0.001054-0.00086149i,-0.00032874-0.0004937i,-0.00046742-0.00021787i,-8.0069e-05-3.1813e-05i,-8.3469e-05+0.00017773i,-0.00035822+0.00011028i,-0.00053869+9.0626e-05i,-0.0009586+0.00043664i,-0.00087978+0.00031688i,0.0001559-0.00015797i,0.0010594+4.2489e-05i,0.0012792+0.00045405i,0.00095493+0.00024281i,0.0011329-7.6563e-06i,0.00087924+0.000308i,-0.00062938+0.00058902i,-0.00070833+0.00031998i,-0.00011992+6.6319e-05i
-0.0034211-0.00043726i,-0.0028981-0.00032984i,-0.0021491+0.00013172i,-0.00040783+0.0014787i,0.00017125+0.0012762i,0.00033808+0.00022979i,0.00028002+0.00023021i,-0.00022208-0.00029884i,6.6484e-05-0.00030583i,-3.9135e-06+0.00022039i,0.00013832+0.0003723i,7.8775e-05-6.6979e-06i,-0.00013864+9.1367e-05i,-5.904e-05+0.00012972i,-0.00036078-5.9439e-05i,1.6548e-05-0.001256i,0.00045342-0.0016013i,1.4893e-05+0.00020035i,-0.00037555+0.00064991i,-0.00034851-8.3084e-05i,-0.00040222-2.1778e-05i,-0.000974+0.00015507i,-0.00080893+0.00026448i
-0.0014096+0.00015166i,-0.00072815+0.00088281i,-4.215e-05+0.0014001i,0.00051141+0.0012771i,0.0011132+0.001108i,0.00071427+0.0012867i,-0.00017249+0.0011466i,-5.7929e-05+0.00061258i,0.00039978+0.00079969i,0.00035695+0.0012799i,0.00036844+0.00051395i,0.00063241-0.00016648i,0.00028156-0.00034045i,-0.00020456-0.00026922i,3.3455e-05-0.00033223i,2.1032e-05-0.00030973i,-0.00021288+0.00010349i,-0.00030069-0.0001674i,-6.4783e-05+6.0689e-05i,0.00035468+0.00048686i,0.00059168-0.00028993i,0.00054382-0.00025039i,0.00034412-0.00023931i
-0.00026049+0.00021947i,0.00035997+0.00041119i,-0.0010329+0.00073734i,-0.00021692+0.00067024i,0.00053946+0.00047922i,0.0002568+0.00010794i,0.00040789-0.0003027i,0.00041647-0.00073245i,0.00032167-0.00041825i,0.00057713+0.00071543i,0.00088408+0.0010138i,0.00088223+0.00047682i,0.00024338-0.00032712i,0.00011016-0.00042252i,0.0006517+9.9777e-07i,0.00075758+0.00048527i,0.00067504+0.00085728i,0.00027855+0.00059679i,-0.00010243+0.00059842i,-0.00019337+0.00058585i,-0.00018458+0.0007055i,0.0002229+0.00095371i,0.00025064+0.00072869i
0.00088925+0.00084227i,0.0005321+0.0015168i,0.0011987+0.0021815i,0.0015662+0.0013891i,0.0016306+0.00090369i,0.00083591+0.0003106i,0.00019883+0.00027166i,-4.0237e-06+0.00091121i,-0.00028634+0.0010329i,-0.00034939+0.00078314i,-0.00045668+0.0010392i,-0.001031+0.00088009i,-0.0015215+0.0005999i,-0.0013251+0.0012349i,-0.00052949+0.0011368i,-0.00012699+0.00046418i,-0.00014103+0.00017089i,-0.00038352-2.8225e-05i,-0.0003501-0.00034145i,0.00069549-0.00094654i,0.0013462-0.00070999i,0.001035-6.2021e-05i,0.00062212+0.00011174i
-0.00035687+0.0001311i,-0.0005569-0.00019176i,0.00088656+0.00076234i,0.0016641+0.0011862i,0.0021139+0.00023396i,0.0019169-9.3453e-05i,0.00077759-0.00040173i,0.00067542-0.0005235i,0.0011297-0.00047271i,0.00071446-0.00099181i,0.00025281-0.00033169i,0.00029533+0.0006486i,0.00047398+0.0011808i,2.0406e-05+0.0011126i,-0.0004213+0.00059446i,-0.00056421+0.00036242i,-0.00065513+0.00055332i,-0.00052474+0.00038284i,-0.00072259-8.0272e-05i,-0.00053548-0.00016901i,-0.0003569-0.00039058i,-0.00057699-0.000645i,-6.3133e-05-0.00026868i
0.00048873-0.00014072i,0.000864-0.00042372i,0.00055982+0.00059903i,0.00058974+0.0012182i,0.00094888-0.00014251i,0.0005665-0.00027919i,-3.5516e-06+0.0012048i,-0.00021668+0.0018629i,-0.00063831+0.0014964i,-0.00032071+0.0012243i,-4.2554e-05+0.00098822i,-0.00066561+0.00073074i,-0.0010701+0.0002186i,-0.0010166-0.00033889i,-0.00048521+0.0002086i,-0.00026615+0.00089655i,0.00017881+0.00052121i,0.00039578+0.00026445i,-0.0001203-1.0882e-05i,0.00036359-0.00020716i,0.00060267+0.00017124i,-0.00052347-8.0912e-06i,-0.00030916-0.00022043i
0.00025094+0.0011579i,0.00054261+0.0012324i,0.00025915+0.00066753i,0.00026151-0.00041893i,0.0010328-0.00035086i,0.0010685-5.0086e-05i,0.00069456+0.00011172i,-7.6402e-05-0.00011985i,-0.00058954-0.00091032i,-6.888e-05-0.00067639i,0.00016692+0.00031407i,0.00035823+0.00091713i,0.00047068+0.001144i,0.00023266+0.0011731i,0.00064508+0.00050192i,0.00044189-0.00011341i,2.2273e-05-8.1623e-05i,5.7284e-05+0.00051259i,0.00064018+0.00093759i,0.000538+0.0011664i,8.1121e-05+0.000851i,0.0002203-0.00012302i,0.00012011-0.00034992i
0.00057919-0.0011767i,0.00017146-0.00063036i,0.0010808+0.0010524i,0.0013521+0.0012704i,-0.00022671-0.00034037i,-0.00026586-0.0011065i,0.00072845+0.00057386i,0.00052387+0.0013358i,-0.00011552+0.00065818i,-0.00019459-0.00016808i,8.3412e-05-0.00091884i,-0.00024051-0.00091655i,-0.00084372-0.00036401i,-0.0010036-0.0001565i,-0.00068732-7.157e-05i,-2.8298e-05+0.00035686i,0.00029854+0.00019147i,-8.351e-05-0.0001325i,-0.00021411+8.8502e-05i,-0.00019247+6.3251e-05i,0.000119+0.00023102i,0.00050268+0.00079094i,1.9566e-05+0.0003663i
0.00037321+0.00094314i,0.0014866+0.00010897i,0.002352-0.00042769i,0.0023045-0.00070249i,0.0011076-0.0010726i,-0.00047932-0.00094241i,-0.00027361-0.00029418i,0.00041876+0.00021424i,0.00014209+0.000624i,-0.00045207+0.00065993i,-0.00086897+0.000402i,-0.00077504+0.00038417i,0.00051468+0.00029652i,0.00037144+0.00031672i,-0.00054364+0.00018296i,-0.00040205-0.00014803i,-0.00048912-0.00020001i,-0.00048566-3.2404e-05i,-0.00015268-9.7531e-05i,0.00022155+0.00017715i,0.00047043+0.00047404i,0.00057796+0.00019651i,-0.00024736+0.00072189i
-0.00012099-0.00045464i,0.00031136-0.0012498i,-0.00024383-0.001333i,-0.00029411-0.00099955i,0.00069406-0.0001896i,0.00083476+0.00038595i,0.00017327+0.0009481i,-0.00045354+0.0013766i,-0.0011057+0.0011604i,-0.0014094+0.00078912i,-0.0011962+0.00079237i,-0.00067349+0.0011936i,3.1104e-05+0.0011575i,0.00038716+0.0004971i,0.00026535+0.00013287i,-0.00042762-7.2104e-05i,-0.0005323-0.0004133i,0.00035678-0.0001525i,0.00029353+0.00037042i,-0.00016836+0.00065139i,-0.00026583+0.0010368i,-0.00025878+0.00036996i,0.00070972-0.00053625i
-0.00091758+0.0015025i,-0.00067055+0.0015953i,0.00047166+0.0020209i,0.001739+0.0013505i,0.0018373-0.00013309i,0.00067936-0.00075325i,0.00050223-0.0013906i,0.00097559-0.00095885i,0.00046823+0.00014559i,-1.0513e-05+0.00055535i,0.00043434+0.0011038i,-0.00031159+0.00066222i,-0.0010322-0.00066405i,-0.00031092-0.00054509i,-0.00064983-0.00010986i,-0.0010001-4.0101e-06i,-0.00074775-0.00018288i,0.00012478-0.00049698i,0.00063829+6.6518e-05i,0.00020562+0.00043087i,-0.00024468-7.7251e-05i,-0.00041173-0.00033356i,-0.00041489-0.00057725i
0.0025844-0.0026771i,0.0020433-0.0028508i,0.00065015-0.0023189i,0.00012105-0.0019001i,0.00010532-0.001037i,-0.00063238+0.00010884i,-0.00061722+0.00088003i,-7.8119e-05+0.00066827i,-0.00054006+2.7506e-05i,-0.00084873-7.0835e-06i,-0.00050668+0.0002416i,2.6367e-05+0.00086241i,3.641e-05+0.0013801i,1.8345e-05+0.0013039i,0.00051502+0.00099319i,0.0007715+0.00045571i,0.00048131+0.00018931i,-0.00023668+0.00049657i,-3.6665e-07+0.00019916i,0.0006599-0.00028338i,0.00061387+9.9628e-05i,-0.00025654+0.00024904i,-0.00056809-0.00011588i
0.0010976+0.00084387i,0.0011314+0.00084233i,0.0014735+0.00015068i,0.0012402+7.8386e-05i,0.0009463-0.00042969i,-0.00024166-0.00071847i,-0.00073968-0.00036808i,0.00017095+0.00027471i,0.00042385+0.00094052i,-0.00010334+0.0010914i,-0.00048957-1.2541e-05i,-0.0014813-0.00094285i,-0.001419-0.00024164i,0.00012899+0.00023966i,0.00090746-0.00024888i,0.00036087-2.3763e-05i,0.00044439+0.00058065i,0.0012026+0.00026424i,0.00091567-0.00041845i,0.00025332-0.00047687i,5.2649e-05-0.00025333i,-0.00016714-0.00059614i,-0.00013767-0.00054686i
0.00014914-0.0011883i,0.00034426-0.0011009i,0.00078001-0.00036618i,0.00054-0.00028902i,0.00072084-0.00061345i,0.00082811+0.00031639i,0.00096766+0.0010422i,0.00035557+0.00097076i,-0.00074154+0.00091267i,-0.000815+0.00081267i,-0.00067232+0.00082204i,-0.00070385+0.0014404i,-9.1272e-05+0.00091202i,-0.00018058+7.2229e-05i,-0.0009216-0.00041091i,-0.0005952-0.00059271i,-0.00057774+4.683e-05i,1.7678e-05+0.00016825i,0.00076254-0.00028591i,0.00044118-0.00018121i,-0.00052192-0.00032557i,-0.00042344-0.00044152i,-0.0002546+0.00017026i
0.00043084-0.00080373i,-0.00033809-0.0006314i,-0.00081687-0.00044408i,0.00024486-0.001568i,0.0016003-0.0016084i,0.0014039-0.0001676i,0.00051089+0.00068101i,7.4619e-05+0.00078279i,-0.00026712+0.00063459i,-0.00048976+0.00048838i,-0.00061252+0.00012109i,-0.00048643-0.00017957i,0.00026247-0.00013056i,0.00056108-0.0001486i,0.00069699-0.00033058i,0.0001768-0.00019638i,-0.00010546-0.00032188i,0.00062316-0.00099077i,0.00031247-0.000225i,0.00051686+0.0008861i,0.00076945+0.00055237i,-0.00074266-0.00020856i,-0.00044264+2.0665e-06i
-0.0017978-0.00021403i,-0.002614-0.00059022i,-0.0027346+7.5368e-05i,-0.0012325+0.00011013i,-0.00042227-0.00022341i,-0.00083597+0.00010561i,-0.0008873+0.00072904i,-0.00030014+0.00019788i,-0.00078416+0.00021498i,-0.00068598+0.00094341i,-0.00017639+0.00094328i,0.00032403+0.00054405i,0.00076455+0.00016731i,-0.00011377+0.00011466i,-0.00037781-0.00018436i,-0.00019862-0.00076795i,-0.00047019-0.00069061i,-0.00025373-0.00016249i,-0.00035401+8.219e-05i,-0.00090204-4.3747e-05i,-0.00049272+0.00010981i,0.00022468+0.00047803i,-7.5513e-05+0.00063154i
0.0012154-4.1643e-05i,0.0015701+0.00051268i,0.0016799+0.00013849i,0.0011384-0.00026638i,0.0013682-0.00039663i,0.0016112-5.9957e-05i,0.00097846+0.00023822i,0.00047362-7.9177e-05i,-6.4809e-05-5.3707e-05i,-0.0001927+8.2645e-05i,0.00025314-4.5252e-05i,0.00019458-0.00013705i,0.00038414-5.1228e-05i,0.00054716+0.00095187i,-3.3398e-05+0.0018816i,-0.00014827+0.0013084i,-0.00035176+0.00052038i,-0.00060397+0.00021715i,0.00022978-2.6003e-05i,0.00083332+0.0002231i,0.00048713+0.00011643i,0.00026123-0.00043587i,0.00022269+1.5453e-06i
-0.00064976-0.00066133i,0.00012318-0.0011466i,0.00042639-0.0007687i,0.00066779+0.00064597i,-0.0001383+5.5363e-05i,-0.00054092-2.6218e-05i,-0.00015467+0.00112i,0.00041294+0.00094025i,0.00078088+0.00031953i,5.3334e-05+0.00072014i,-0.00041736+0.00082091i,-0.0010188+0.00068359i,-0.0016098-0.0003091i,-0.0016324-4.6843e-05i,-0.0006288+0.0011748i,0.00053625+0.0015002i,0.00018429+0.0006686i,0.00051774+0.00015953i,0.00079621+0.00063609i,0.00054184+0.00055057i,-4.3712e-05+0.00042518i,-0.0011902+0.00064189i,-0.00074749+0.00029693i
-0.0013234+0.00046329i,-0.00077294+0.00094343i,0.00067438+0.0012515i,0.0013424+0.0010244i,0.00078896-7.8236e-05i,0.00024402-0.00075053i,0.0004343-6.1446e-05i,-0.00013647+0.00010757i,-0.00029951-0.0003266i,0.00029408-0.00020672i,2.3355e-05-6.4409e-05i,0.00014734-0.00019268i,0.00040018-8.6395e-05i,-0.00019949+0.00059428i,-0.0010219+0.00041366i,-0.0011122-0.00031758i,-0.00076492-0.0005155i,-0.00082522-0.00091462i,-3.9816e-05-3.2594e-05i,0.00088462+0.0012443i,0.00012389+0.0013953i,-0.00051418+0.0011523i,-7.195e-05+0.0012156i
0.0016142+0.00039193i,0.0020354+0.00041855i,0.0015021+0.00021986i,0.0014072-0.00055301i,0.0016432-0.00097983i,0.0013832-0.00019058i,0.00063843+2.1308e-05i,0.00045947-0.00012847i,0.00010985-1.0222e-05i,-0.00017925-0.00010592i,0.0005471+0.00053299i,0.00063238+0.00034719i,6.6196e-05-7.9585e-05i,-0.00049545+0.00018084i,-0.00059959+0.00011526i,-0.00052883+0.00012229i,-0.00038541+6.6336e-05i,-0.00024274-0.00041164i,0.00011159-0.00023824i,0.00033818-0.00012869i,-0.00015364-0.0001757i,-0.00034054+0.00025072i,-0.0011222+0.00036686i
0.0006578-0.0010682i,0.00023893-0.0003994i,-0.0001876+5.9858e-05i,0.00017357+0.0011992i,0.00035081+0.0011671i,-1.1839e-05-2.0055e-05i,-0.00013963+0.00020328i,-0.00023092+0.00071228i,-8.9409e-05+0.00030087i,-0.00038694+0.00039908i,-0.00060958-0.00023517i,-0.00015668-0.00036001i,2.0164e-05+0.00072773i,-0.00022393+0.00066365i,-8.9714e-05-4.9822e-05i,-7.0374e-05-0.0002035i,0.00015863-0.0007994i,0.00029326-0.00076601i,-5.0389e-05-0.00031272i,-0.00018243-0.00039017i,-0.00040442+0.0001046i,-0.00040112+0.00060847i,0.00059376+0.00016102i
-0.00080956+7.0521e-05i,-0.0010217-0.00014003i,-8.0988e-06+0.00023997i,0.0010882+0.000592i,0.00058529+0.00072923i,-0.00031424+0.00020995i,-0.00066619+0.00037061i,-0.00067641+0.001274i,-0.00061054+0.0017858i,-0.0004958+0.0016784i,-0.00046846+0.0016582i,-0.00066797+0.00096379i,-0.00022746-0.00024241i,0.0005855-0.0005372i,0.00083006-0.0004921i,0.0010395-0.00037902i,0.00079382+2.8208e-05i,0.00062013-0.00018703i,0.0006295+1.0171e-05i,-9.7835e-05+0.0008074i,-0.00057717+0.0005854i,-0.0007509+0.0010143i,-0.00060743+0.00092515i
0.0018461+0.00018571i,0.0014634-0.00048423i,0.0016348-0.0009157i,0.0017882-0.00087614i,0.0023174-0.00073953i,0.0019852-0.00024447i,0.001244-0.00044928i,0.00066884-0.00098132i,0.0001498-0.00024756i,0.00073616+0.00059305i,0.0011447+0.0011267i,0.00027919+0.0013793i,0.00046696+0.0013676i,0.00068931+0.0012631i,0.00057025+0.00027439i,0.00085743-0.00018598i,0.00070743+3.5721e-05i,0.00064543+0.00027072i,0.00068865-8.2379e-05i,0.00055401-0.00017239i,0.00051121+0.00026558i,0.00024432-0.0002203i,-6.7962e-05+0.00022564i
-0.0015975+0.00025287i,-0.00095604+0.00058921i,-0.001074+0.0017324i,3.0612e-05+0.0017178i,0.0011616+0.0012426i,0.00050508+0.00042022i,-0.00044524+0.00026492i,-0.00051643+0.00039975i,-8.8261e-05+0.0001788i,0.00011857+1.6643e-05i,6.806e-05+0.00017267i,0.00015776+0.00025067i,0.00017264-0.00039003i,-0.00024287-0.0010482i,-0.00019919-0.00092975i,1.5377e-05-5.1268e-05i,0.00025557+0.00081134i,-0.00041128+0.00042572i,-0.00065436+0.00029737i,-0.00029286-4.7767e-06i,-0.00011141-0.00069656i,-6.5741e-05-0.00055493i,-0.00023465-9.4963e-05i
0.00033543+0.00048001i,0.00025693+0.0010221i,0.00019455+0.0021074i,0.00081375+0.0014545i,0.0014512+0.00043921i,0.00098541-5.127e-05i,-0.0005069+4.2617e-05i,-0.0017626+0.00024196i,-0.0013043-0.00010966i,0.00018368-0.00027538i,0.00053143-0.0005132i,0.00019541-0.00040861i,-5.9484e-05-0.0002595i,4.8616e-05-5.0563e-05i,0.00069959+0.00029199i,0.00084167+0.00045014i,0.0003114+9.232e-05i,0.00036935-0.00064307i,0.00019702-0.00079175i,-5.0236e-05-0.00029768i,-5.2788e-05+0.00045582i,-0.00045563+0.00043814i,-0.00056807+0.00031325i
-7.4556e-06-0.0010218i,-0.00026775-0.0017087i,-0.00059939-0.0025686i,-5.5728e-05-0.0025557i,0.00020184-0.00078846i,-0.00056169+0.00076214i,-0.00085914-8.7755e-05i,-0.0010568-0.00032781i,-0.0016678-0.00017662i,-0.0014316-0.00025278i,9.4815e-06+0.00031293i,0.0003448-2.8213e-05i,0.00029914-7.0485e-05i,0.00031042+0.00022857i,0.00042505-4.7899e-05i,0.00028381-0.00055467i,-0.00043832-0.00039492i,0.00045358+0.00030292i,0.0010859+0.00046353i,0.00026067+0.00032624i,-0.00077113+0.00029946i,-0.00086662-0.0003503i,-0.00075244-2.2902e-05i
-0.0015854-0.0016689i,-0.0014425-0.0013487i,-0.00073712+0.00036501i,-0.00042131+0.0013336i,-0.00043638+0.00097867i,-0.00031997+0.0011621i,-0.00048201+0.00073103i,-0.00071527-0.00046344i,-0.0010704-0.00047529i,-0.00093872+0.00059269i,-0.00012218+0.00068539i,0.00011893-0.0002408i,0.00021421-0.00046126i,0.00031239+4.1101e-05i,7.774e-05+0.00040087i,-0.00031941+0.00039596i,-8.8625e-05+0.00022169i,0.00057103+0.00030721i,0.00062942+0.000466i,0.00010248+0.00014813i,8.8271e-05+7.0024e-05i,0.00037636+2.1836e-05i,0.00058783+0.000173i
0.0019842+0.0018403i,0.0029872+0.0017851i,0.0034629+0.0019565i,0.0026296+0.00097922i,0.0022373-0.00013594i,0.0017787-0.00046476i,0.00041077-0.00028529i,-0.00075305+0.000322i,-0.0010333+0.00046081i,-0.0004433+0.00028263i,2.3048e-05+0.00027788i,-0.00032004+0.00010913i,-0.00055259-0.00042511i,-0.00046061-0.00060062i,-0.00056717+1.4113e-05i,-0.00048964-0.00029015i,-0.00024074-0.00073023i,-0.00010896-0.0001224i,0.00046616+0.00033779i,0.00057762+0.00033938i,0.00065449+0.00059442i,0.00091385+0.00075646i,0.00038755+0.0008766i
-0.00058259-0.00062577i,-4.385e-05-0.00074262i,9.708e-05-0.00031278i,0.00079754-0.00018077i,0.0011429-0.0002589i,0.00068647-0.00014136i,-6.1288e-05+0.00022787i,-0.00029872-5.9657e-06i,-0.00072924+1.3143e-05i,-0.00068219+0.00073872i,3.236e-05+0.00049478i,0.00037602-1.3514e-05i,0.000382+0.00021066i,-0.00027606+9.1343e-05i,-0.00079257-0.00040333i,-0.00094351+3.6234e-05i,-0.00068971-0.00020546i,-0.00022294-0.00082598i,5.0105e-06-0.00018925i,0.0001342+0.00026525i,0.00010019-0.00017321i,-0.00027928-0.00023135i,-0.00053675+0.00045869i
-0.0010161-8.8474e-05i,-0.00083976-0.00018643i,-0.001465+5.4484e-05i,-0.0014295+0.00052823i,-0.00099237+2.7302e-05i,-0.00049552+8.917e-05i,-0.00017963+8.2085e-05i,2.3864e-05-0.00051056i,0.00041523-0.00085162i,0.00038043-0.00050003i,0.00018579-8.4524e-05i,0.0005185+0.00046876i,0.00058577+0.0001171i,-1.6588e-05-0.00012566i,-0.00045953+2.137e-05i,-0.00047175+6.8044e-05i,-0.00025834+6.5114e-05i,-0.00039231-5.1286e-05i,-0.00047516-0.00028453i,-0.00025965-0.00021835i,-0.00021178-0.00028858i,-0.0003211-0.00051461i,-0.00035074-0.00062788i
-0.0012547-0.00050642i,-0.0011524-0.00014621i,-0.0002222-0.00025912i,0.00029392+0.00043829i,0.00022443+0.0010165i,0.00063269+0.00059043i,0.00042986+6.7192e-06i,-3.1376e-05+0.0005982i,-0.0004427+0.00099341i,-0.00027673+0.00046199i,0.00015192-0.00067654i,-0.00034644-0.00121i,-0.00041846-0.00019256i,0.00030845+0.00012618i,0.00028291-0.00029539i,-0.00012363+0.00031088i,9.8645e-05+0.00096109i,0.00028143+0.00089692i,3.8114e-05+0.00074591i,-0.00013677+0.0003499i,0.00034769-2.9619e-06i,0.00072514+4.5271e-05i,0.00041232-0.00024364i
0.00067608+0.00085387i,0.0014527-0.00052645i,0.0020189-0.0009964i,0.0017836-0.00065424i,0.0012696-0.00082084i,0.00062587-0.00097594i,0.0008095-0.00019346i,0.00045255+0.00041621i,-0.000408+0.00075475i,-0.00071995+0.00067533i,-0.00052496-0.00017028i,-0.00011959-0.00050375i,-0.00022885-0.00045901i,-0.00046614-0.00016914i,-8.7838e-05+7.7632e-06i,0.00010916+0.00059624i,-2.541e-05+0.0012687i,0.00025275+0.0013168i,0.0010455+0.00066371i,0.00097096+0.0003128i,0.00036633+0.00036479i,0.00041813-8.0879e-05i,0.00086139-0.00016688i
0.00090468-0.00055455i,0.0010426+0.00016386i,0.00068959+0.00096122i,0.0013856+0.00023696i,0.0027074-0.00010372i,0.0014179-0.00027374i,-0.00028255-0.00082982i,0.00028143-0.00062086i,0.00046901+0.00051908i,-0.0004876+0.001032i,-0.00043143+0.0008091i,-0.00094603+0.00025581i,-0.0012617-0.00029641i,-0.00086831-0.00020495i,-0.0004763+4.8582e-05i,-0.00010904+0.00014793i,0.00027448+0.00044722i,0.00058442+0.00073626i,0.00031691+0.00068083i,1.5625e-05+0.00040776i,0.00033884-0.00016518i,0.00028805-0.0004192i,0.00022056-6.8196e-05i
