-0.00031426+0.00025655i,-0.0011564+0.00041515i,-0.0014736-0.00035327i,-0.0010863-2.1783e-05i,-0.00083035+0.0013169i,-0.00091882+0.0016014i,-0.0010438+0.0016076i,-0.00070051+0.0015678i,0.00012383+0.00088433i,0.00053081+0.00027643i,0.00063489+0.00029763i,0.00015722-0.00032738i,-0.00027584-0.00056886i,-0.00015578-0.00024462i,5.7405e-05-0.00069631i,4.1898e-06-0.00039459i,-3.4573e-05+0.00034535i,-1.4826e-05+0.00086671i,-0.00012909+0.00040384i,8.6207e-05+0.00019965i,5.3322e-06+0.00066797i,-0.00061817+0.00030103i,-0.0010083-0.00042037i
-0.44237-0.10862i,-0.44605-0.27417i,-0.35109-0.38191i,-0.30934-0.28603i,-0.23951-0.069287i,-0.10746+0.062886i,-0.020553+0.065925i,-0.0024332+0.049633i,0.0060814+0.065551i,0.028335+0.071921i,0.036451+0.055415i,0.030899+0.040695i,0.027517+0.023257i,0.014783+0.0020163i,-0.0049547-0.0030215i,-0.018169+0.0093465i,-0.02068+0.018132i,-0.014577+0.015386i,-0.0068633+0.0081197i,-0.0028563+0.0028364i,-0.0024419-0.00037249i,-0.0015746-0.001057i,0.0014281+0.002736i
-0.46415-0.34301i,-0.63341-0.29901i,-0.58682-0.074425i,-0.37638+0.065185i,-0.20298+0.021159i,-0.11381-0.032675i,-0.036047-0.02721i,0.0038048-0.031161i,-0.013627-0.029227i,-0.028697-0.0085991i,-0.025317-0.0040971i,-0.020759-0.0070137i,-0.012932-0.0016333i,-0.0080473+0.006677i,-0.0068188+0.0087655i,-0.00019511+0.002751i,0.0082536-0.0022197i,0.0089277-0.0026328i,0.0035574-0.0023109i,0.0046934-0.0023838i,0.015562-0.009433i,0.025585-0.026549i,0.026082-0.039993i
0.049793-0.2549i,0.18179-0.17962i,0.32721-0.052753i,0.30917-0.019i,0.15902+0.0081978i,0.085211+0.058676i,0.090128+0.036099i,0.057336-0.00051968i,0.013819+0.0037346i,-0.0036787+0.0026393i,-0.013856-0.0060023i,-0.016585-0.0061875i,-0.010381-0.0081704i,-0.001087-0.015372i,-0.0019288-0.020839i,-0.017346-0.016605i,-0.026462-0.0048443i,-0.018677+0.0038538i,-0.005279+0.0070792i,0.00056188+0.0080163i,-0.0015937+0.008917i,-0.0061159+0.0083429i,-0.013053+0.0046365i
0.49573-0.27636i,0.54996-0.41706i,0.30527-0.45449i,0.039122-0.35984i,-0.039636-0.23211i,-0.052875-0.13661i,-0.064164-0.044154i,-0.038808+0.0054529i,-0.027924-0.006996i,-0.037793-0.017301i,-0.031058-0.016294i,-0.021621-0.015379i,-0.018715-0.007295i,-0.014612+0.00034108i,-0.0023992-0.0005295i,0.012927-0.0095415i,0.017707-0.015354i,0.011682-0.01248i,0.0028453-0.0077418i,0.00038857-0.0022216i,0.0085136+0.0053451i,0.020963+0.013165i,0.028097+0.016456i
0.27454+0.06516i,0.2869+0.11067i,0.21817+0.17535i,0.17252+0.18988i,0.16474+0.12885i,0.1506+0.064262i,0.12659+0.036176i,0.093841+0.0069983i,0.055072-0.015377i,0.03492-0.0116i,0.033921-0.0072545i,0.024826-0.010775i,0.0097795-0.0085526i,0.0047104-0.0022456i,0.0050335-0.0018294i,0.00030516-0.0034017i,-0.010011+8.7661e-05i,-0.014892+0.0055707i,-0.011831+0.0080777i,-0.0097848+0.0090193i,-0.010115+0.011528i,-0.0034566+0.014776i,0.010797+0.01398i
0.016463+0.33657i,0.043018+0.32795i,0.096476+0.13969i,0.11344-0.04751i,0.035112-0.1091i,-0.059476-0.080124i,-0.085132-0.022761i,-0.057563+0.022703i,-0.019412+0.04625i,0.018202+0.05111i,0.038869+0.036395i,0.035355+0.014868i,0.024048+1.9385e-06i,0.010764-0.00041412i,0.006469+0.013105i,0.022146+0.018046i,0.034791+0.0055417i,0.026736-0.0083628i,0.010916-0.011749i,0.0013153-0.0066132i,0.00028383-0.0027871i,-0.00078123-0.0063651i,-0.0074015-0.013945i
-0.41477+0.44i,-0.44011+0.59161i,-0.28185+0.50192i,-0.11444+0.26782i,-0.039617+0.10975i,0.0044159+0.072929i,0.020196+0.042396i,0.009718+0.0050971i,0.017548-0.018233i,0.019544-0.028354i,0.0086173-0.014479i,0.0062018-0.001017i,0.0023842-0.00067278i,-0.00041604+0.00079822i,-0.0010151+0.0046171i,-0.0059339+0.0061631i,-0.015076+0.0063284i,-0.018644+0.0090074i,-0.012298+0.0087996i,-0.0090116+0.00087172i,-0.018487-0.0036814i,-0.033392+0.0061086i,-0.037416+0.024545i
-0.12566-0.15195i,-0.030879-0.098365i,0.018067-0.010115i,-0.039572+0.079533i,-0.073065+0.14002i,-0.054231+0.1406i,-0.029546+0.11318i,-0.018295+0.087168i,-0.039931+0.073335i,-0.0651+0.075508i,-0.05388+0.071658i,-0.019665+0.052661i,0.0061118+0.024208i,0.0045331-0.00092686i,-0.0095545-0.0031818i,-0.0093472+0.0099107i,0.0051349+0.013942i,0.016614+0.0032301i,0.014694-0.0082614i,0.0072899-0.0084772i,0.0062148-0.00068456i,0.012789+0.0046278i,0.020963+0.0027978i
-0.43314-0.712i,-0.64213-0.70391i,-0.5102-0.34066i,-0.14509-0.027306i,0.10098-0.0072258i,0.13351-0.093815i,0.09467-0.13598i,0.049904-0.13482i,0.0047647-0.10274i,-0.024162-0.057857i,-0.035062-0.019034i,-0.030745+0.0035812i,-0.018418+0.011999i,-0.007543+0.013096i,-0.0033647+0.0040459i,-0.0090649-0.0046637i,-0.014072-0.0044926i,-0.014142+0.0014178i,-0.0087621+0.007819i,0.0012151+0.0037942i,0.0057678-0.011598i,0.0027765-0.027753i,-0.0023833-0.033381i
0.29461-0.37742i,0.18945-0.39666i,0.049332-0.31639i,-0.038779-0.24697i,-0.13-0.16152i,-0.1809-0.0634i,-0.15746-0.0068941i,-0.10603+0.021142i,-0.048785+0.031516i,-0.0099316+0.011905i,-0.0018108-0.0086545i,-0.0034757-0.0085819i,0.0049641-0.0060091i,0.015649-0.013098i,0.011046-0.016932i,-0.0010086-0.010616i,-0.005022-0.0041678i,-0.00052632-0.0036717i,0.0012725-0.0059745i,-0.0019819-0.0059047i,-0.0039195-0.0037363i,-0.0058257-0.0048781i,-0.011505-0.008074i
0.41215-0.10008i,0.21189-0.19867i,-0.12894-0.13367i,-0.25506-0.0044193i,-0.16018+0.017859i,-0.076076+0.024749i,-0.017343+0.07729i,0.041117+0.053523i,0.043057-0.031671i,0.013427-0.077253i,-0.0096073-0.075227i,-0.030292-0.049829i,-0.038325-0.014874i,-0.02442+0.0053204i,-0.0020495+0.0027957i,0.010296-0.0070042i,0.0062912-0.0077058i,-0.003086+0.0022039i,-0.0049698+0.011599i,0.00098618+0.012889i,0.0075663+0.0096169i,0.012239+0.0092507i,0.017195+0.01613i
0.99547+0.41392i,1.2714+0.31899i,1.0387+0.16309i,0.59016+0.10016i,0.29546+0.095699i,0.19198+0.067018i,0.16911+0.021167i,0.1292+0.0016848i,0.073015+0.029184i,0.052728+0.055807i,0.045717+0.040606i,0.029749+0.0141i,0.018319+0.0015603i,0.012114-0.00029386i,0.0082551+0.0040444i,0.0037299+0.0052052i,0.00085539+0.0010744i,0.0019416-0.0073798i,0.00069155-0.014997i,-0.0018171-0.010276i,0.0035565+0.0028904i,0.017027+0.0098338i,0.02405+0.0010045i
-0.23469+0.11664i,-0.28002-0.26249i,-0.27185-0.53634i,-0.17241-0.47072i,-0.03672-0.32485i,-0.0094227-0.26881i,-0.069308-0.19461i,-0.077204-0.090112i,-0.025742-0.022826i,0.017028+0.0038607i,0.028363+0.010238i,0.021293+0.0040248i,0.0058203-0.0055346i,-0.0048833+0.001006i,0.0032262+0.012278i,0.02051+0.01049i,0.0266+0.0029315i,0.016368-0.0011125i,0.0031178+0.0018148i,0.00068152+0.004902i,0.0030239+0.001423i,0.0011168-0.0047771i,-0.0055016-0.0062978i
-0.28192+0.98979i,-0.1049+1.2579i,0.012244+1.0167i,-0.012268+0.57625i,-0.052186+0.28877i,-0.095537+0.15636i,-0.13479+0.12659i,-0.091813+0.12135i,-0.034896+0.070084i,-0.026227+0.035073i,-0.0096406+0.026153i,0.012651+0.0033985i,0.012135-0.015623i,0.0030782-0.021097i,-0.010652-0.015768i,-0.026212-0.0037456i,-0.033044+0.0024829i,-0.025189+0.0016865i,-0.010844-0.0011724i,-0.0087265-0.00084384i,-0.01621+0.0085756i,-0.02098+0.023709i,-0.018552+0.031585i
-0.56794-0.10694i,-0.42496-0.082218i,-0.11447-0.073903i,0.052191-0.023292i,0.075873+0.071008i,0.10392+0.13169i,0.12087+0.13057i,0.079405+0.085062i,-0.00884+0.044554i,-0.069171+0.038757i,-0.06623+0.03869i,-0.039559+0.031975i,-0.015096+0.02172i,-0.0092372+0.008712i,-0.012477+0.0083403i,0.00029891+0.01877i,0.021167+0.024966i,0.032613+0.02255i,0.029358+0.013098i,0.01802+0.003946i,0.0083342-0.0008771i,0.0066615-0.0064599i,0.013171-0.012032i
-0.074163-0.13486i,0.063776+0.085517i,0.15491+0.14468i,0.1006+0.031958i,0.041628-0.045796i,0.054007-0.12039i,0.041119-0.20454i,0.0010945-0.18182i,-0.0012886-0.10101i,0.0058584-0.049214i,-0.00093991-0.023464i,-0.0092609-0.011169i,-0.0085152-0.0040322i,0.00033541-0.0027262i,-0.0026507-0.0094825i,-0.017987-0.01526i,-0.029841-0.016502i,-0.031855-0.012257i,-0.024361-0.0050402i,-0.014812-0.0021936i,-0.010424-0.0039953i,-0.014235-0.0061617i,-0.020646-0.0076627i
-0.41828-1.1061i,-0.73606-1.2199i,-0.71917-0.86485i,-0.50124-0.40931i,-0.34143-0.1519i,-0.26176-0.034244i,-0.21097+0.018955i,-0.14912+0.046271i,-0.06042+0.033023i,-0.0099684-0.021772i,-0.013509-0.032552i,-0.0049892+0.00063169i,0.015018+0.015349i,0.019167+0.014228i,0.019583+0.0097144i,0.019108+0.0039626i,0.019766+0.0036917i,0.021061+0.0061944i,0.018754+0.0043071i,0.012889-0.0037744i,0.0043433-0.014319i,0.0025564-0.020782i,0.0054714-0.016538i
0.39937+0.30296i,0.31441+0.60585i,0.21625+0.62954i,0.13871+0.34796i,0.017426+0.11925i,-0.062011+0.089097i,-0.015272+0.11848i,0.059931+0.066602i,0.055236-0.023502i,0.012051-0.042357i,0.0041952-0.029528i,-0.0043096-0.035432i,-0.024078-0.021503i,-0.018192-0.0052462i,-0.0079072-0.011265i,-0.016249-0.019102i,-0.03197-0.019501i,-0.041299-0.0099534i,-0.036695+0.0035802i,-0.020439+0.013391i,-0.0027122+0.02023i,0.0062877+0.022785i,0.007585+0.017937i
0.67508-0.40919i,0.62715-0.7511i,0.41355-0.71927i,0.26854-0.44708i,0.2308-0.22535i,0.24945-0.10323i,0.2474-0.078759i,0.14717-0.060328i,0.051411+0.019497i,0.035929+0.057635i,0.028323+0.034326i,0.021244+0.020148i,0.025055+0.010098i,0.016203+0.0073152i,0.0092335+0.018401i,0.015506+0.022329i,0.027198+0.016356i,0.035737+0.0031752i,0.033317-0.012577i,0.022912-0.020799i,0.016378-0.020779i,0.019798-0.021838i,0.020979-0.027125i
0.44533+0.59356i,0.4955+0.48676i,0.28922+0.24853i,0.091842+0.044601i,0.016607-0.14275i,-0.095-0.28191i,-0.20339-0.23336i,-0.15995-0.10307i,-0.059704-0.042656i,-0.017622-0.013889i,-0.0053225+0.002249i,-0.011958-0.015336i,-0.029716-0.030032i,-0.028811-0.028695i,-0.013209-0.025344i,-0.0021975-0.020837i,-0.0095861-0.016058i,-0.028098-0.0066024i,-0.03591+0.0098616i,-0.028542+0.02507i,-0.020016+0.032222i,-0.019774+0.03647i,-0.020524+0.036318i
-0.22181+0.11146i,-0.1751-0.0054581i,-0.09125+0.059059i,0.044732+0.22044i,0.12087+0.24387i,0.063262+0.21457i,0.0042171+0.21813i,0.0026197+0.18238i,0.0024052+0.10608i,-0.01179+0.040965i,-0.0191+0.024414i,0.00073132+0.036124i,0.021045+0.02872i,0.011707+0.015138i,-0.0036507+0.014344i,-0.0037872+0.015149i,0.011799+0.010422i,0.035479-0.00055662i,0.049797-0.016667i,0.039426-0.026883i,0.017415-0.021728i,0.011781-0.012004i,0.021392-0.010881i
-0.29063+0.85242i,0.077292+0.96575i,0.32423+0.52414i,0.22295+0.085809i,0.07564+0.025541i,0.091943+0.05747i,0.11365+0.015469i,0.080192-0.019984i,0.02599-0.032172i,-0.010641-0.011288i,-0.0047638+0.0021193i,0.00055178-0.010624i,0.00015659-0.0070197i,0.015003-0.0031083i,0.022091-0.0071854i,0.015328-0.0018247i,0.0022003+0.0041554i,-0.019001+0.0075751i,-0.036846+0.014227i,-0.036068+0.019151i,-0.025148+0.015162i,-0.022686+0.0095715i,-0.022579+0.0090607i
-0.29393-0.40808i,-0.36161-0.33202i,-0.45141-0.15368i,-0.43747+0.037419i,-0.22077+0.10399i,-0.019791-0.013557i,-0.0078086-0.14036i,-0.070826-0.12191i,-0.051198-0.039817i,-0.0025836-0.027424i,-0.0031251-0.037747i,0.0016471-0.019965i,0.025277-0.016553i,0.026649-0.022562i,0.012051-0.018057i,6.5943e-05-0.012912i,0.00061697-0.011038i,0.014285-0.013083i,0.02634-0.017193i,0.024253-0.02143i,0.01547-0.023996i,0.012345-0.023253i,0.013998-0.018532i
-0.32844-0.11428i,-0.27608+0.17176i,0.013866+0.26746i,0.11689+0.12763i,-0.050329+0.016865i,-0.18689+0.027722i,-0.19391+0.067615i,-0.11947+0.08356i,-0.048988+0.053696i,-0.030849+0.031453i,-0.019885+0.025518i,-0.023502+0.0054885i,-0.043446+0.0031062i,-0.037525+0.011808i,-0.01807+0.010059i,-0.0082014+0.011694i,-0.01112+0.019228i,-0.023623+0.029526i,-0.029434+0.036829i,-0.023043+0.032339i,-0.012911+0.018806i,-0.0099718+0.0089716i,-0.013415+0.01029i
0.21425-0.47749i,-0.019433-0.42697i,-0.093943-0.24363i,0.0081536-0.18168i,0.028035-0.16088i,0.012296-0.040933i,0.071961+0.03743i,0.082944+0.0074572i,0.028271-0.011442i,0.001025+0.0019271i,0.0014565+0.012583i,0.0077312+0.022652i,0.012388+0.025716i,0.0072315+0.023941i,0.00042667+0.016945i,-0.0017077-0.00036459i,0.00506-0.014568i,0.025017-0.02139i,0.040598-0.027709i,0.037033-0.025522i,0.026164-0.0093405i,0.023092+0.0024244i,0.025879-0.0050263i
0.20738+0.018779i,0.18136-0.10029i,0.16952-0.17725i,0.12034-0.20419i,0.10735-0.18675i,0.15388-0.15171i,0.15299-0.13997i,0.088503-0.10575i,0.036476-0.046299i,0.018413-0.017434i,0.014533-0.015615i,0.013606-0.016186i,0.011774-0.0082289i,0.013669+0.0032846i,0.018933+0.006995i,0.018165+0.0090493i,0.0056016+0.011984i,-0.017142+0.010164i,-0.033534+0.011106i,-0.028234+0.0153i,-0.011716+0.011979i,-0.0024386+0.0040385i,-0.0081391+0.001735i
0.38254+0.19316i,0.19667+0.018183i,-0.098318+0.066418i,-0.10687+0.202i,-0.022832+0.093596i,-0.11706-0.093211i,-0.20678-0.095197i,-0.14972-0.032547i,-0.07657-0.036545i,-0.068789-0.045487i,-0.072591-0.017647i,-0.044299+0.00051482i,-0.009664-0.020659i,0.0019557-0.044297i,-0.0020704-0.044097i,-0.0044403-0.036898i,4.447e-05-0.030835i,0.0073558-0.0186i,0.01366-0.0064974i,0.008404-0.002627i,-0.0087429+0.0016635i,-0.016905+0.0087372i,-0.0051851+0.0091148i
-0.20948+0.32518i,-0.0077536+0.32751i,0.17909+0.23536i,0.22559+0.13749i,0.19757+0.14i,0.17055+0.18166i,0.15113+0.17071i,0.12116+0.11701i,0.085332+0.061413i,0.06197+0.028527i,0.048344+0.010907i,0.020986+0.00052492i,-0.01282+0.010387i,-0.024723+0.02976i,-0.014996+0.03864i,-0.0031957+0.037711i,-0.0011009+0.030124i,-0.0049123+0.021465i,-0.0050299+0.016991i,0.00065655+0.010645i,0.0072455+0.0022603i,0.012737-0.0011642i,0.01389-0.0023994i
0.034225+0.19294i,0.28875+0.12345i,0.21022-0.070514i,-0.07313-0.086981i,-0.16765+0.03808i,-0.11484+0.070794i,-0.10211+0.036969i,-0.093366+0.028705i,-0.050543+0.036292i,-0.0059723+0.031396i,0.0099425+0.0081976i,0.0081493-0.0022807i,0.021621+0.005468i,0.038024+0.001315i,0.034127-0.010163i,0.021189-0.011829i,0.013449-0.0066671i,0.012605-0.0059645i,0.0073681-0.013819i,-0.0064078-0.018631i,-0.019939-0.018962i,-0.02781-0.019735i,-0.024687-0.016927i
-0.57701-0.42011i,-0.66319-0.25154i,-0.47197-0.0012967i,-0.19697+0.11181i,-0.021788+0.050882i,0.060381-0.049175i,0.052211-0.089761i,0.00040845-0.050102i,-0.0040891-0.0086321i,0.0073375-0.022058i,-0.0026072-0.036363i,-0.0063508-0.027201i,-0.0075497-0.01834i,-0.012867-0.0077078i,-0.012101+0.0041032i,-0.005349+0.0091994i,0.0020268+0.0052111i,0.0017725+0.00093859i,1.2651e-05+0.0058037i,0.0098577+0.0088247i,0.02413+0.00894i,0.031807+0.01346i,0.033281+0.017648i
0.18967+0.18522i,0.28953+0.38258i,0.40533+0.22062i,0.31495-0.11112i,0.050178-0.22916i,-0.12212-0.15612i,-0.12724-0.069025i,-0.076083-0.017338i,-0.062055+0.018443i,-0.073028+0.05734i,-0.051823+0.07056i,-0.018644+0.038019i,-0.01002+0.0041059i,-0.0070642-0.0048022i,0.0031542-0.0061308i,0.0055996-0.0089779i,-0.0022046-0.0060704i,-0.005628+0.003752i,-0.0040564+0.0064224i,-0.0096633+0.0058989i,-0.013521+0.0064649i,-0.012595-0.0031266i,-0.016265-0.017472i
0.32799-0.34425i,0.059071-0.31784i,-0.18637-0.10883i,-0.20695-0.0041981i,-0.13055-0.047057i,-0.10783-0.082118i,-0.10374-0.077606i,-0.083208-0.06786i,-0.060043-0.059854i,-0.036867-0.037245i,-0.009391+0.0039539i,0.01481+0.030307i,0.017602+0.024997i,0.012011+0.016677i,0.018431+0.0158i,0.022635+0.0091177i,0.015028-0.0017953i,0.00589-0.0064394i,0.0083199-0.00036368i,0.020701+0.0079562i,0.028254+0.014305i,0.029409+0.020144i,0.028411+0.02176i
0.24718+0.31749i,0.33186+0.20608i,0.37266+0.13709i,0.34004+0.14587i,0.28022+0.10528i,0.20767+0.0077755i,0.12163-0.053155i,0.056919-0.057316i,0.02315-0.045319i,0.002734-0.043428i,-0.013087-0.046398i,-0.015818-0.03752i,0.0028512-0.021764i,0.020523-0.016869i,0.016238-0.015723i,0.0030508+0.00031572i,0.00017591+0.024334i,0.0039801+0.031568i,0.0016891+0.018078i,-0.01154+0.0035206i,-0.029019-0.0018244i,-0.038558-0.0053297i,-0.035034-0.011563i
-0.2245+0.15541i,-0.37289+0.019027i,-0.40878-0.012895i,-0.19986+0.020515i,0.034067-0.0077845i,0.13137-0.05082i,0.13973-0.033369i,0.11081-0.0077728i,0.071632-0.026052i,0.028597-0.051476i,-0.0081715-0.030521i,-0.014064+0.011012i,-0.004475+0.02365i,-0.010222+0.026985i,-0.019892+0.043366i,-0.0032259+0.041733i,0.019755+0.0023588i,0.017182-0.029623i,0.0026568-0.022452i,-0.0037678-0.0087192i,-0.0039434-0.0058939i,0.0030606+0.0024755i,0.020344+0.013076i
-0.35908+0.39631i,-0.10005+0.44722i,0.061448+0.24726i,-0.029193+0.077992i,-0.10184+0.092647i,-0.056287+0.09976i,-0.047789+0.030268i,-0.065939+0.011915i,-0.038316+0.05091i,-0.0039065+0.057428i,-0.015868+0.012611i,-0.057283-0.015848i,-0.066929+0.0073238i,-0.037666+0.033375i,-0.017557+0.036399i,-0.026987+0.031864i,-0.039695+0.030787i,-0.025133+0.028465i,-0.0041102+0.013259i,-0.0033728-0.0024498i,-0.0051711-0.0075845i,0.00086798-0.013i,0.0063174-0.022024i
0.073556-0.3955i,0.14515-0.39294i,0.066439-0.25004i,-0.063249-0.047835i,-0.14621+0.017671i,-0.20591-0.05166i,-0.2252-0.09958i,-0.18761-0.079018i,-0.13215-0.032172i,-0.08565+0.015012i,-0.040366+0.039138i,-0.0011439+0.036244i,0.016527+0.028633i,0.016055+0.023484i,0.0094507+0.01427i,0.00053604+0.0087885i,-0.0027925+0.0098444i,-0.0035855+0.010474i,-0.0018048+0.006758i,0.0095842-0.0031339i,0.01619-0.015267i,0.010697-0.016641i,0.0056897-0.0030733i
-0.35128-0.44493i,-0.47687-0.227i,-0.22815-0.040331i,0.11257-0.12143i,0.2361-0.24458i,0.23673-0.17199i,0.25826-0.0026671i,0.25173+0.049091i,0.15039-0.022251i,0.033599-0.059392i,0.017354-0.043771i,0.042604-0.063937i,0.012469-0.090577i,-0.027779-0.0802i,-0.033981-0.070287i,-0.025448-0.056468i,-0.005214-0.021445i,0.022692+0.0098421i,0.039118+0.022996i,0.040645+0.029401i,0.041365+0.03494i,0.041494+0.031959i,0.031417+0.027076i
0.66677+0.13704i,0.72192+0.18034i,0.52149+0.11613i,0.17364+0.0027418i,-0.058804-0.067327i,-0.138-0.11646i,-0.18358-0.1101i,-0.15336-0.021823i,-0.051618-0.00026165i,-0.020533-0.050069i,-0.03949-0.053282i,-0.026339-0.031972i,-0.0062132-0.041185i,-0.013175-0.057315i,-0.026919-0.054153i,-0.029298-0.049297i,-0.02999-0.04713i,-0.035121-0.035074i,-0.033084-0.019389i,-0.025555-0.0095349i,-0.025685-0.0061784i,-0.036608-0.0038043i,-0.044471+0.00059584i
-0.0089915+0.096168i,-0.28362-0.048904i,-0.41074+0.062028i,-0.1756+0.24806i,0.14833+0.20622i,0.2674-0.013045i,0.16868-0.20752i,0.011663-0.22568i,-0.032232-0.11325i,-0.0010258-0.059772i,-0.032116-0.026175i,-0.058373+0.046625i,-0.026681+0.072039i,0.0091403+0.054732i,0.038497+0.045067i,0.051715+0.034868i,0.034102+0.018642i,0.0089939+0.014676i,0.00069716+0.023063i,0.0054172+0.025273i,0.013582+0.019589i,0.019756+0.012942i,0.01936+0.0081398i
0.0013428+0.70758i,0.27456+0.7011i,0.40333+0.39547i,0.26738+0.13084i,0.083821+0.10508i,0.060724+0.08249i,0.083535-0.044599i,0.033979-0.07716i,0.010812-0.010749i,0.030206+0.017106i,0.023205+0.001859i,0.020777+0.0084095i,0.051386+0.033364i,0.085592+0.045383i,0.10826+0.038438i,0.099614+0.0092153i,0.050334-0.010156i,0.0066862+0.0031059i,-0.010159+0.016953i,-0.029499+0.011708i,-0.045984+0.0028474i,-0.032528-0.0060064i,-0.0063305-0.027869i
-0.36693-0.21316i,-0.41142-0.16892i,-0.43595-0.079412i,-0.33574-0.081908i,-0.13618-0.23458i,-0.043211-0.32782i,-0.082961-0.18615i,-0.076901-0.018056i,-0.032628+0.0027325i,-0.044001-0.026783i,-0.052767-0.025149i,-0.031774-0.016941i,-0.013898+0.0082257i,0.0044196+0.052298i,0.014225+0.099051i,0.019107+0.12759i,0.021928+0.10056i,0.011959+0.051584i,0.0081622+0.020668i,0.010161+0.0010844i,0.012979-0.010028i,0.028999-0.015627i,0.044708-0.018767i
-1.6092+6.5989i,0.747+6.3224i,3.4732+5.4188i,4.3086+2.385i,3.4558-0.93139i,1.2067-2.8019i,-0.92371-2.1117i,-1.4726-0.4231i,-0.52403+0.50157i,0.64299+0.10537i,0.80551-0.77053i,0.25675-1.3019i,-0.43693-1.8269i,-1.1964-2.4816i,-1.476-2.5225i,-0.99919-1.5312i,-0.38655-0.43077i,-0.30182+0.067796i,-0.61589+0.2821i,-0.59925+0.51124i,-0.078546+0.58159i,0.44654+0.29645i,0.51939-0.15455i
0.13777-0.43346i,0.0011207-0.35223i,-0.013302-0.22883i,-0.022028-0.32691i,-0.35097-0.60371i,-0.83287-0.685i,-0.9172-0.41538i,-0.55772-0.13002i,-0.22513-0.062858i,-0.13453-0.022945i,-0.083026+0.084605i,-0.0037161+0.10723i,-0.0051002+0.031084i,-0.064929-0.038779i,-0.10179-0.072749i,-0.089462-0.072927i,-0.042056-0.059004i,-0.0090903-0.051214i,-0.00050193-0.040232i,0.010903-0.023026i,0.022594-0.0034642i,0.024429+0.017837i,0.020448+0.029992i
0.18248+0.23153i,0.086508+0.28945i,-0.0067869+0.27111i,0.072824+0.26407i,0.44424+0.34171i,0.8618+0.38186i,0.93528+0.28322i,0.66077+0.090984i,0.32864-0.05374i,0.1561-0.082876i,0.12141-0.089888i,0.085746-0.11359i,0.041046-0.10328i,0.035763-0.086944i,0.049128-0.080352i,0.056904-0.048624i,0.055711-0.0047623i,0.050132+0.013103i,0.038177+0.0095923i,0.023242+0.014706i,0.011847+0.01857i,-0.0027133+0.00075595i,-0.016789-0.010397i
0.85676+0.1551i,1.1236-0.1422i,0.92667-0.2948i,0.42408-0.23068i,-0.085186-0.20814i,-0.45811-0.21728i,-0.50144-0.07116i,-0.24558+0.07838i,-0.032929+0.094265i,0.01713+0.094571i,0.024233+0.092907i,0.032586+0.046528i,0.030904-0.010565i,0.0018298-0.041378i,-0.040508-0.03719i,-0.052382-0.02283i,-0.037649-0.018813i,-0.022702-0.027i,-0.015329-0.037279i,-0.013194-0.032934i,-0.022434-0.017065i,-0.040764+0.0021776i,-0.04396+0.013899i
-0.74754-0.048018i,-0.93778-0.12587i,-0.7768-0.11068i,-0.2973-0.031257i,0.15277+0.0766i,0.34626+0.19172i,0.29625+0.24131i,0.16562+0.21421i,0.1198+0.14898i,0.12162+0.05368i,0.076192+0.00063658i,0.02903+0.0094848i,0.016103+0.0051284i,0.0029065-0.029902i,-0.033901-0.044391i,-0.057166-0.010494i,-0.023275+0.024499i,0.024454+0.01587i,0.028968-0.010014i,0.01094-0.016988i,0.0028721-0.0082904i,6.3318e-05+0.00036377i,-0.0041879+0.0067033i
-0.08596+0.2294i,0.18633+0.33085i,0.21874+0.17425i,-0.1113+0.066522i,-0.39444+0.1956i,-0.3943+0.33011i,-0.25538+0.31122i,-0.11212+0.21459i,-0.029492+0.12346i,0.0052076+0.080549i,0.04333+0.048637i,0.058152+0.012012i,0.039212+0.0039193i,0.014732+0.00081281i,-0.0015199-0.020116i,-0.0073037-0.042746i,-0.012086-0.046186i,-0.01405-0.032104i,-0.0085411-0.022985i,-0.0004905-0.025047i,0.0082386-0.028324i,0.0096211-0.025025i,-0.0027798-0.011475i
-0.089613-0.57513i,-0.22049-0.53764i,-0.18721-0.29251i,0.0062557-0.082851i,0.17539-0.019163i,0.23452-0.011453i,0.1923-0.050472i,0.063604-0.0978i,-0.033064-0.054641i,-0.016791+0.0041986i,0.020901+0.0056377i,0.026327-0.0097913i,0.019724-0.027401i,0.00203-0.041845i,-0.019825-0.04376i,-0.034039-0.032487i,-0.040419-0.014671i,-0.042973-0.0014226i,-0.030663+0.011068i,-0.00096683+0.02442i,0.015798+0.026754i,0.0059934+0.022631i,-0.0069943+0.028134i
0.044563+0.10278i,-0.11717+0.18408i,-0.09+0.12286i,0.017744-0.091826i,-0.030573-0.21856i,-0.14899-0.1459i,-0.159-0.039813i,-0.096974-0.025768i,-0.056209-0.043757i,-0.03874-0.033412i,-0.026384-0.008951i,-0.02066+0.0060727i,-0.015324+0.0088274i,-0.0010298+0.0047601i,0.010947-0.002866i,0.012283-0.00074959i,0.021204+0.015035i,0.038073+0.017809i,0.032191+0.0026224i,0.0048721-0.00036664i,-0.012687+0.012232i,-0.017137+0.015249i,-0.019905+0.0045308i
