0.0022065-0.0015976i,0.0019074-0.0023211i,0.00086773-0.0027535i,-0.00078421-0.0023575i,-0.003127-0.0012078i,-0.0033881+0.00047598i,-0.00071577+0.0023834i,0.0014848+0.0029731i,0.0019584+0.0017829i,0.0013372-0.00028176i,-0.00028742-0.0013984i,-0.0016673-0.00094559i,-0.0021277-0.00027438i,-0.0014855-0.00027952i,-0.00042449-0.00040416i,-0.00065344+0.00023067i,-0.00063038+0.00025441i,6.1407e-05+0.0004938i,-0.00024466+0.0011385i,5.077e-05+0.00099861i,0.00032131+0.00015601i,-4.5078e-05-0.00066391i,6.2923e-05-0.00051982i
0.00093185+0.00035985i,0.0021721-0.00051835i,0.0022431-0.0017144i,0.0011625-0.00054292i,0.00044626+0.00052262i,0.00046519-0.00010248i,0.00087678-0.00067016i,0.00065202-0.00028061i,-0.00010461-0.00044796i,-0.00063426-0.00080881i,-0.00060828-0.00047317i,-0.00088505+4.4502e-05i,-0.0012475+0.00012624i,-0.00078765-1.6398e-05i,9.546e-07-0.00034054i,4.665e-06-0.00066665i,-4.0631e-05+8.338e-05i,0.00012606-1.758e-06i,-0.00025697-0.00047013i,-0.00090246-0.0004819i,-0.00045774-0.00013736i,0.00025306+0.00059514i,-2.304e-05+0.00017048i
-0.00067544-3.0801e-06i,-0.0022916-0.00020832i,-0.0021368+0.00076037i,-0.00075115+0.0011136i,-0.0001121+0.0010364i,-3.9331e-05+0.00056427i,3.7981e-05-0.00011632i,-3.7379e-06-0.00089279i,-0.00037358-0.001072i,-0.00040435-0.00068734i,2.5746e-05-0.00060272i,0.00067334-0.00036517i,0.00096955-0.00015912i,0.0001664-3.3498e-05i,-0.00060402+0.00014209i,0.00070789-0.00015534i,0.00042922-0.00065616i,-0.00059683-0.00051012i,-0.00055083-0.00043418i,-0.00019763-0.00054666i,0.00034081-0.00067942i,-0.00020727-0.0010505i,-7.6333e-05-0.0013839i
-0.00085371-8.1188e-05i,0.0010004+0.00059472i,-0.00053979+0.00051076i,-0.00096558+0.001234i,0.00027388+0.0020649i,0.0014643+0.00076976i,0.0021183-3.6217e-06i,0.0011282+0.00027653i,-0.00022111-2.2369e-05i,-0.00053101+1.765e-05i,-0.00032148+0.00057i,0.00052901+0.00036228i,0.00057007+0.00034286i,-0.00047122+0.00033004i,-0.0010034-0.00016938i,-0.00043815+0.00028451i,-7.6821e-05+0.00068979i,-0.00055583+3.7262e-05i,-0.00080272-0.00039464i,-0.00052887-4.5933e-05i,-0.00065685+0.00045687i,-0.00058974+0.00069963i,-0.00014239+0.0007945i
0.00018979-0.003015i,0.00055833-0.001018i,-0.00028117+0.00023093i,0.00031153+4.0351e-05i,0.0017691-0.0002014i,0.0021056-0.00074376i,0.0015805-0.0005572i,0.00040726-6.7082e-05i,-5.032e-05-0.00045845i,-0.00037264-0.00053426i,-0.00087238+0.00056171i,-0.0006146+0.001639i,-0.00034491+0.0013038i,-0.0001413+0.00093619i,0.00020536+0.0011371i,0.00026129+0.00055192i,-0.00011765-0.00075646i,-0.0003026-0.0011514i,0.0008268-0.00033624i,0.0015142+0.00054695i,0.0011045+0.00029677i,0.00050857+0.00016491i,-6.1196e-05+0.00059121i
0.00017364+0.0013705i,-0.00052884+0.0007594i,-0.00034672+0.0015475i,5.7973e-05+0.002448i,0.00034155+0.0024846i,3.4294e-05+0.002092i,-2.9889e-05+0.00031387i,0.00023627-0.00042862i,0.0002928-0.00016808i,0.00048976-0.00036039i,0.00098265-2.148e-05i,0.00090085+0.00050298i,-0.00011121+0.00012385i,-9.2731e-06-0.00048353i,0.00062963-0.00085702i,0.00065211-0.0005577i,0.00062531-0.00034454i,0.00079502-0.0001279i,0.00039764+6.4459e-05i,0.00019985-0.00034286i,0.00047932+0.00064069i,-8.0627e-05+0.0015242i,-0.00043399+0.00092396i
-0.0033908+0.0019457i,-0.0022612+0.0011844i,-0.00026296+0.0011127i,0.0011321+0.00090598i,0.0021898+0.00015236i,0.002438-0.00075058i,0.0010777-0.0010093i,0.00055587-0.00098068i,0.00053681-0.00073637i,0.0001689-0.00020535i,0.00055402+0.00065431i,0.00047427+0.00096613i,-0.00078953+0.00056404i,-0.00083278+3.7672e-05i,-0.00010508-0.00051328i,7.4555e-05+0.00016614i,7.6464e-05+0.00019599i,0.00021791-0.00067711i,8.94e-05-0.00097397i,0.00011876-0.00052267i,4.2534e-05+0.00060964i,-0.00041683+0.00082925i,-0.00045555+0.00025263i
-0.00054349-0.00067197i,-0.00066805+0.0017365i,-0.0012627+0.0026805i,-0.0016312+0.0020207i,-0.002279+0.0010496i,-0.001619+0.0007381i,-0.00035721+0.00049104i,-0.00031025+0.00051093i,-0.00065766+0.00053802i,-0.00091721+0.00027104i,-0.00114-7.5887e-06i,-0.00061101-8.9632e-05i,0.00017032+0.00037904i,0.00033211+0.00035536i,0.00038762+9.3596e-05i,-9.2362e-05+0.00065925i,-0.00052096+0.00084615i,-0.00034723+0.00027713i,-0.0001002+0.0001004i,0.00026409+0.00019217i,0.00013686+0.00011633i,-0.00029815+0.00060173i,-0.00064014+0.0010102i
0.000787+0.00049615i,0.00032444-0.00070736i,0.0010228-0.0011007i,0.0021276+0.00075344i,0.0026577+0.0022461i,0.0015459+0.0018789i,0.00031589+0.00089714i,0.00010971-8.6357e-05i,0.00010861-0.0010287i,0.0001994-0.00051747i,-6.9577e-05+0.00072643i,-0.00026217+0.00096386i,-0.00058332+0.00044505i,-0.00067148+9.867e-05i,-0.00014528+0.00040923i,0.00050412-3.9204e-06i,0.00044792-0.00020449i,0.00010623+0.00019884i,0.00013735-6.2325e-05i,-0.00060705-0.00090131i,-0.00095515-0.0011386i,-0.00053353-0.00028178i,8.232e-05+0.00040946i
-0.0031273+0.0011369i,-0.0028807+0.0014755i,-0.0014093+0.0029306i,-0.0001509+0.0021589i,-0.0003968+0.0005155i,4.5698e-06+0.00019404i,0.00036837+0.00031483i,-3.8969e-05+0.00028514i,-0.00035178+0.00025593i,-0.00036876+0.00057606i,-0.00051301+0.00023642i,-0.00066097-0.000848i,-0.0004705-0.00086909i,-0.00052978-0.00036572i,-0.00050884-0.00018368i,-0.0001631-0.00020655i,-3.0874e-05-0.00022179i,-0.00013144+0.00057898i,-0.00016346+0.00032861i,0.00046915-0.00051482i,0.0006804-0.00051316i,-0.00017367+5.7507e-05i,-0.00010222+0.00068548i
-0.0014996+0.0014158i,0.00023174+0.0017737i,0.00077838+0.0031961i,0.0016264+0.0024423i,0.0031148+0.00057009i,0.0028515-0.00032545i,0.0016315-0.00037943i,0.00090948-9.0428e-05i,-0.00046082+0.00026914i,-0.00080296+0.00091064i,-0.00046628+0.00063774i,-9.8394e-05-0.00066245i,-0.00017259-0.0014577i,-0.00039762-0.00077664i,0.00014769+0.00027157i,0.0006626+0.00022817i,0.00077864-0.0004995i,0.00056099-0.00078148i,0.0005231-0.00046253i,0.00084867+0.00022151i,0.00044853+0.00056951i,-7.3858e-05+0.00044773i,-8.7117e-05+0.00036543i
-7.0341e-05-0.0025217i,-0.001577-0.0019397i,-0.0019347-0.0005802i,-0.0015284+0.00051568i,-0.0012116+0.00093966i,-0.0005156+0.0016028i,-0.00042993+0.0010324i,-0.00050889-0.00069835i,-0.0009993-0.0014076i,-0.0020293-0.00089559i,-0.0019644+7.294e-05i,-0.0008371+0.0006403i,0.00038017+0.00098833i,0.00036545+0.0012087i,5.0568e-05+0.0001837i,0.00011742-0.00045809i,9.8032e-06-0.00040118i,-5.2161e-05-0.00044501i,-0.00054774+1.5813e-05i,-0.00096293-0.00051938i,-0.00081809+0.00013231i,-0.00098079+0.0016372i,-0.0008858+0.0011636i
-0.0011341-0.00078355i,-0.00015858-0.0009882i,-0.0005946-0.0002376i,-0.00038803+0.0011164i,-7.8893e-05+0.0014333i,0.00072536+0.00098085i,0.00012065+0.00010376i,-0.00071317+0.00020389i,-0.00046968+0.00058576i,-0.00016462+0.00056844i,0.00017441+0.0011335i,-3.349e-06+0.00090157i,0.0002226+1.1291e-05i,0.0013306+0.00030018i,0.0011043+0.00092517i,0.00044304+0.00091626i,0.00067196+0.0005576i,0.00023853-1.6031e-05i,-0.00082697-0.00036718i,-0.001161-0.00073316i,-0.00032279-0.00086874i,0.00011643-0.0009221i,-0.00031437-0.00052937i
-0.001382+0.0022392i,-0.00070111+0.0018751i,-0.00084364+0.00090812i,-0.00018163+0.00092949i,0.00087262+0.0014382i,0.00080741+0.0010477i,0.0010104-0.00020274i,0.0013351-0.0010165i,0.00084226-0.00083789i,0.00037725+0.00010451i,0.00056862+0.0002913i,0.00024845-0.00045516i,-0.00031095-3.5413e-05i,-0.00044115+0.00060556i,-0.00057839+0.00050414i,-0.00023962-0.00025032i,-0.00024576-0.00017134i,-0.00059174+0.00021233i,-8.4338e-05-0.00021146i,7.4902e-05+0.00034262i,-0.00016406-0.00031233i,-6.1916e-05-0.0015497i,0.00014292-0.00095816i
0.00068001+5.7059e-05i,0.0014525+0.0010305i,0.00090608+0.0014648i,-0.00065776+0.002418i,-0.00027316+0.0019444i,0.00196+0.00036539i,0.0015668-0.00068807i,2.875e-05-0.0010596i,-0.00038578-0.00070986i,-0.00034788+0.00010867i,-0.00015714+0.00051823i,0.00066527+0.0009935i,0.00016239+0.00067021i,-0.00076201-2.9896e-05i,-0.00043656+0.00014511i,-0.00040861+0.00081691i,-0.00065607+0.00074157i,-0.00042865-0.00017582i,0.00011667-0.00053805i,0.00056092-0.00025603i,0.0002232+0.00053666i,-0.00055847+0.00024406i,-0.00033899+9.4403e-06i
-0.0035742+0.00069814i,-0.002668+0.00039433i,-0.0032287+0.0012461i,-0.0020329+0.0026324i,-0.00036986+0.0031117i,0.00098268+0.0023929i,0.0018314+0.00079914i,0.0013211+0.00023173i,-9.011e-05+0.00041716i,-0.00057294+0.00057431i,-0.00036351+0.0002654i,-0.00064129+0.00079854i,-0.00039069+0.00033042i,6.9497e-05-0.00028804i,0.0002081+0.00066303i,0.00088943+0.00092973i,0.0010772-5.1363e-05i,3.9431e-05-0.00035713i,-0.000267-0.00050098i,6.3068e-06-0.00029358i,-0.00047928+0.00024831i,-0.00022244+0.00038758i,-4.7448e-05+0.00020515i
-0.0032933-0.0093123i,-0.0028236-0.0061844i,-0.0080418-0.002873i,-0.0077671+0.0029436i,-0.0045771+0.0072052i,-0.00060702+0.0067566i,0.00062445+0.0017962i,-0.00059198-0.001321i,-0.0026448-0.0014767i,-0.0036055+0.0010031i,-0.0020753+0.0039918i,0.00015474+0.0041236i,0.0011283+0.0029108i,0.0010439+0.0022179i,0.00038448+0.0020173i,8.321e-05+0.0018511i,-0.00010765+0.0010236i,0.00043631+0.00038201i,0.00070835+0.00030733i,0.00069834-0.00060117i,0.00091267-0.00045857i,0.00071562+0.00092929i,0.00073855+0.0011315i
0.0041008+0.0065272i,0.002817+0.0054074i,0.0053514+0.0024721i,0.0054053-0.00058054i,0.0033425-0.002801i,0.001352-0.0031061i,4.6128e-05-0.0012553i,0.00016793-0.00035463i,0.00088162-0.00031491i,0.00070911-0.00078991i,8.7555e-05-0.0017809i,-0.0012321-0.0012696i,-0.0018283-0.00074093i,-0.0011514-0.0010859i,-0.00032971-0.0014352i,0.00033768-0.00072623i,0.00048407+0.00038955i,0.00060273+0.0010113i,-0.00016275+0.0010998i,-0.00074563+0.00082231i,0.00015348+0.0011896i,0.00042902+0.00056498i,0.00062097-0.00046067i
-0.0015911+0.0015655i,-0.0018635+0.0017407i,0.00056338+0.0020447i,0.0016976+0.0010183i,0.000746+5.8755e-05i,-0.00022199-0.00094749i,-9.0844e-05-0.00086781i,0.00070993-4.5032e-06i,0.0010404+0.00052528i,0.00099542+0.0001103i,0.00039762-4.485e-05i,-0.0010977-4.0848e-05i,-0.0020701-0.00048322i,-0.00095292-0.000573i,8.4061e-05+0.00029499i,0.00035198+0.00088907i,0.00025277+0.0007912i,0.00021737+0.00022858i,2.827e-05-0.00048518i,0.00034094-0.00047327i,0.00037401-0.00045573i,0.00021367-0.00046049i,0.00016471+4.4016e-05i
-0.00015548+0.0034586i,0.00049229+0.0034329i,0.002954+0.0022884i,0.0032874+2.7719e-05i,0.0024666-0.00045443i,0.0010859+8.9758e-05i,0.00013216+0.00095852i,0.00023122+0.0013822i,0.00014327+0.00049695i,-0.00029022-0.00048262i,-0.00087111-0.0012725i,-0.00060975-0.0020759i,-0.0003638-0.0017725i,-0.00020811-0.0012591i,9.9616e-05-0.00069862i,-0.00028059-0.0010504i,-0.00038276-0.0011596i,-0.00035124-0.00063448i,-0.00019281-0.00048716i,0.00026312-8.533e-05i,0.00050657+0.00017253i,0.0001633-0.00032004i,-8.6764e-05-0.00042806i
0.00034785-0.0001538i,-0.00010859+0.0007278i,0.00010706-2.9532e-05i,0.00057837-0.00068174i,0.00089355+2.4016e-05i,0.00067294-9.6832e-05i,0.00042837-0.00097022i,0.00054104-0.00065028i,0.00021377-0.00024475i,-0.00042048+0.00017666i,-0.00076681+0.00010524i,-0.00061537-0.00017051i,-0.00024309+0.00050856i,0.00046843+0.00059477i,0.00065692-0.00076747i,0.00043827-0.0011716i,0.00047667+5.0266e-06i,8.7803e-05+0.00036312i,-0.00026297+8.5581e-05i,-0.00041613+0.00011351i,-0.00030875+0.00042924i,0.00039769+0.00059699i,6.8057e-05-8.4064e-05i
0.0020381+0.0020739i,0.0013134+0.0030073i,0.00027177+0.0028219i,0.00066781+0.0013583i,0.00088184-0.00027487i,-0.00074383-0.00096792i,-0.0012425-0.0014125i,0.00016084-0.0010009i,0.00037994-0.00028225i,-0.00022432+0.00021451i,0.00019685+0.00057843i,0.00059593+0.00053928i,0.00032349+0.00019553i,2.0047e-05-0.00010153i,-3.069e-05-0.00010488i,-0.00023836+0.00017769i,-0.000463+5.9083e-05i,-0.00057719+0.00020099i,-0.00026381+8.5331e-05i,0.00036068-0.00038458i,0.00059743+0.00019756i,2.5477e-05+9.7083e-05i,0.00021121-0.00045965i
-0.00087796+0.0018246i,0.00090273+0.0021904i,0.001996+0.0010438i,0.001487-0.00023141i,0.00048183-0.00047633i,0.00020953+5.4925e-05i,0.00081667+0.00023091i,0.0010597-0.00040866i,0.00035059-0.00058846i,-0.00089903-0.00077708i,-0.0012413-0.0012351i,-0.00026398-0.00063989i,0.00022783-0.00021608i,8.2541e-05-0.00051428i,0.00065985-0.0006193i,0.00082371-0.00067596i,0.00020675-0.00081068i,-1.3326e-05-0.00085796i,0.00050813-0.00063077i,0.00043509-0.00024894i,-0.00026755-0.00019477i,-5.0857e-05-0.00030159i,0.00034888-0.00034973i
-0.0019248-0.00066386i,-0.0011958+0.00098747i,-0.00066249+0.0014043i,0.00055542+0.0015928i,0.0017094+0.0020479i,0.0019466+0.00079842i,0.0016927-0.0001087i,0.0002691-0.0001325i,-7.585e-06-0.00039064i,0.000535-0.00012901i,0.0002098+0.00078219i,0.00014732+0.00086673i,0.00035756+0.00042645i,0.00075855+0.00046859i,0.00082679+0.00011072i,0.00010012-0.00059855i,0.00013015-9.1112e-05i,-9.7195e-05+0.00043311i,-0.00025336-2.5545e-05i,-0.00032997-0.00028515i,-0.00047536-0.00069093i,0.00020904-0.0011643i,0.00036343-0.0005064i
-0.00013485+0.0023967i,-0.00067284+0.00024642i,-0.00064277-0.0004019i,0.00018766-0.0008862i,0.00076061-0.0013437i,0.00078129-0.00077578i,0.0003841+0.00015919i,0.00013391-5.2078e-05i,0.00084338-0.0006397i,0.00069674-0.00059755i,3.8044e-05-0.00043276i,-0.0004581-0.00026957i,-0.00078159-0.00011436i,-0.00039015+5.4615e-05i,-7.5054e-05-4.7305e-05i,1.5106e-05-0.00044849i,0.00058701-0.00074619i,0.0004364-0.00048808i,-0.00045765-2.394e-05i,-0.0005805+8.4726e-05i,0.00027803+0.00063036i,0.00031332+0.00072931i,-1.616e-05-0.0002602i
-0.002348+0.0025537i,-0.0011529+0.0039791i,0.00011252+0.0034648i,0.00044266+0.0021387i,0.00026388+0.0013078i,0.00036015+0.0010078i,0.00048707+0.001225i,0.00061897+0.00026245i,0.00037536-0.00042799i,0.00020266-0.00043175i,-0.00017276+3.7529e-06i,5.7002e-05-0.00050677i,0.00093466-0.0010805i,0.00094001-0.00028916i,0.00052798+0.00023677i,0.00040896+0.00030929i,0.00044994-0.0002588i,0.00081079-0.00023805i,0.0010705-0.00045687i,0.0009015-0.0012867i,0.00051267-0.001263i,2.9366e-05-0.00060427i,-0.00013134-0.00071115i
0.00251+0.0017139i,0.0032881+0.0014367i,0.0050533+0.00049941i,0.0038171-0.00020426i,0.0013079-0.0014005i,4.0901e-05-0.0017998i,0.00012774-0.00083389i,0.00081779+0.00051238i,0.0012885+0.00041375i,0.0011307-0.00047849i,0.0001889-0.0013704i,-0.00039575-0.0014903i,-0.00026639-0.0010979i,0.00018546-0.0010418i,-0.00051638-0.00055586i,-0.00097505-0.00043772i,-0.00024388+0.00011036i,-0.00024856+0.00032525i,-0.00062828+4.7341e-05i,-0.00059183-0.00028152i,0.00015698-0.00015409i,0.00068328+7.1138e-06i,0.00037494-0.00025393i
0.0025771-0.00023106i,0.0022276-0.0010661i,0.0022848-0.00031049i,0.0020824-0.0004291i,0.0011475-0.00053537i,0.00034109-0.00015357i,0.00069606+0.00019663i,0.00078536+0.00037263i,0.00035564-0.00030223i,-0.00036213-0.0005957i,-0.0010787+0.00063857i,-0.00097428+0.00079065i,-0.00020012+0.00023413i,0.00087403+0.00019067i,0.00064564-0.0003715i,-0.00014599-0.00076322i,-0.00036586-0.00050322i,-0.00026805-0.00085305i,0.00059436-0.00094324i,0.00063302-1.119e-05i,-0.0001206+0.00086006i,-0.00029323+0.00013934i,-5.2704e-05-0.00031214i
-0.0029674+0.00088844i,-0.0033212+0.00068346i,-0.0013739-0.00031553i,0.000636-0.00043615i,0.0013946+0.00053189i,0.00037581+0.00046864i,0.00048848-0.00029328i,0.00090184-0.00011269i,-0.00053338-0.00060262i,-0.0010276-0.00054531i,-0.00098192-0.0001431i,-0.0013404-0.00057897i,-0.0015606-0.00038916i,-0.00079691-0.00018658i,0.00057812-0.00065578i,0.00080097-0.00033188i,0.00062933+0.00012892i,0.00026526+0.00013389i,-0.00026911-0.00079362i,0.00042356-0.0005668i,0.00056306+0.00069753i,-0.00036294+0.00043423i,-0.00035212+5.5666e-05i
-0.0014741+0.0014688i,-0.0011401+0.004047i,-0.00062063+0.0044162i,-0.00064063+0.002599i,-0.00029346+0.00080025i,9.3629e-05+0.00043533i,-0.00043636+0.00041501i,-0.0008017+0.00011094i,-0.00034028-6.171e-05i,0.00025676-2.7854e-05i,0.0001967-0.00019152i,-0.00022099-0.00026436i,-0.00016555-0.00047974i,0.00010166-0.0010607i,-4.0961e-05-0.0014994i,-0.00044774-0.0011147i,-0.00068227-0.00017081i,-0.00034024+0.00034818i,0.00024325-2.4916e-06i,0.00031588-0.0006144i,0.00037576-0.00024608i,0.0010694+0.00013636i,0.00071188+0.00043908i
0.0038885+0.0032939i,0.0042244+0.0023396i,0.0042239+0.0011304i,0.0030521+0.00074114i,0.0011816+0.00050495i,0.0010046-5.1845e-05i,0.0012898-0.0004154i,0.001036-0.00074363i,0.00079501-0.00032926i,-0.00010984-0.00021672i,-0.00054305-0.00048431i,-0.00025406-0.00040943i,-0.00029893-0.00027032i,1.335e-05-7.7843e-05i,-0.00024599-0.0003325i,-0.00060649-0.00015459i,-0.00029647+0.00038717i,-2.1318e-05+0.00045246i,-0.0002881+0.0001259i,-9.3288e-05-0.00022452i,-0.00017459+5.8204e-05i,-0.0008028+6.2111e-06i,-0.00080259-0.00051992i
-0.0017784-0.0018784i,-0.00069974-0.0014388i,0.00035152-0.00051113i,-0.0001572+0.00018209i,-0.00070039+0.00021375i,-0.00092519-0.00017537i,-0.00055147-0.00017483i,-0.00045809-0.00038193i,8.6445e-06-0.00096465i,0.00091052-0.00037097i,0.00071621-3.5481e-05i,-0.00026954-2.7373e-06i,-0.001187+0.00014856i,-0.00091398+0.00026372i,-0.0004263+0.00040446i,6.8164e-05+0.00034394i,-9.0554e-05+0.00017489i,-0.00034852+0.00015108i,-6.2927e-05-0.00015254i,-0.00062798-0.0008786i,-0.00061267-0.00061257i,2.2113e-05-0.00047523i,-2.883e-05-0.00056373i
-0.0010323-0.00055435i,-0.0015431-0.00011044i,-0.00080458+0.00014327i,0.00049875-0.00018327i,0.001169+0.00061549i,0.00047092+0.0010931i,-0.00024037+0.00022945i,-0.00016353-0.00049782i,-0.00023374-0.00087773i,-0.00067536-0.00062706i,-0.00079092-0.00055614i,-0.00041215-0.00088378i,-0.00064457-0.00073014i,-0.00046838+7.5139e-05i,1.4955e-05+9.1505e-05i,-0.00011116-0.00039889i,0.0003415-0.00068442i,0.00061086-0.00087528i,7.867e-05-0.00039026i,-0.00026752-8.1359e-05i,-0.00022114-0.00012276i,-0.0001338-0.00061917i,0.00028024-0.00042984i
-0.00015394+0.0021659i,-0.00065941+0.0030031i,-0.0010111+0.0018798i,-0.0017798+0.00088422i,-0.0011094+0.00039203i,-0.00071684+0.00050006i,-0.0010423+0.000391i,-0.00092707+0.00076123i,-0.00055342+0.00089534i,-0.00056633+0.00036555i,-0.00085841-0.0001101i,-0.0003414-0.00028482i,-7.2088e-05+0.00057498i,-0.00010854+0.0013763i,0.00050797+0.00091102i,0.00087582+0.00048244i,0.00062599+0.00030797i,0.00062427-0.0001201i,0.00037521-0.00036252i,0.00021538+0.00018633i,4.931e-05+0.00045372i,-0.00051187-0.0003677i,-0.00019716-0.00042379i
0.0013959+0.00064829i,0.0023454+0.00037002i,0.0027479-0.00063995i,0.0028021-0.00089119i,0.0027881-0.00021691i,0.0013166-0.0002981i,-8.7603e-06-0.00065212i,-6.5844e-05-0.00035298i,0.00021478+9.92e-05i,-7.9894e-05+0.00020541i,-0.00061253+0.00011451i,-8.2006e-05-0.00048681i,0.00086504-0.00099722i,0.00080762-0.00017527i,0.00075692+0.00027385i,0.00041119-0.00042428i,5.8957e-05-0.00027645i,0.00030524+7.3389e-06i,0.00023608+0.00018666i,-5.7341e-05+0.00045662i,-8.3023e-05+0.00075414i,0.00029101+0.0004882i,0.00040915+0.00010873i
0.0010535+0.0015213i,-0.00019753+0.00077992i,0.00077953+0.00066512i,0.0014731+0.00045406i,0.00065589-0.00026613i,0.00075889-0.0010728i,0.00085551-0.00080291i,0.00042513+0.00015247i,0.00022307+0.00028776i,0.00035017+7.2887e-05i,0.00031616+5.8275e-05i,0.00029735+0.00025787i,4.1492e-05+0.00045148i,-7.6315e-05-6.9034e-05i,0.00014253-0.00048781i,-0.00015385-7.3408e-05i,-0.0001557+0.00016184i,-0.00032893-0.00041836i,-0.0010439-0.00056096i,-0.0013142+1.0276e-05i,-0.00083651+0.00013685i,-7.8022e-05-0.00018191i,-0.00072773+8.208e-05i
-0.0006679+0.0030681i,0.00048236+0.0025958i,0.00099478+0.0021326i,0.001109+0.00104i,0.0014478+0.00046871i,0.0012434+0.00072412i,0.0005484+0.00030806i,-0.00015992-0.00036355i,0.00042933-0.00089336i,0.00075363-0.00054948i,0.00014707+0.00064712i,-0.00047274+0.00088616i,-0.0010429+0.00010594i,-0.00067128-0.00022927i,0.00046227-0.00054957i,0.00082248-0.00081094i,0.00074338-4.0679e-05i,0.00083267+0.00014266i,0.00064755-0.00029391i,0.00013445+3.6917e-05i,0.00038119-0.00028725i,0.00063432-0.001637i,0.00053801-0.0011952i
-0.0014989-0.00023549i,-0.0013023+0.00022701i,-0.0011569-0.00024703i,0.00029178-0.00028837i,0.0013502+0.00034148i,0.00089825+0.00063072i,0.00088197+0.00062616i,0.0014906+0.00042094i,0.00036-0.00016712i,-0.0010835+4.4533e-05i,-0.0011478+0.00067432i,-0.00096407+0.00047879i,-0.00089343+0.0003634i,-0.00074825+0.00050211i,-0.0001027-5.4687e-06i,0.0010068+8.6369e-05i,0.0015309-0.00014958i,0.0016738-0.00035991i,0.00037546-0.00019999i,-0.00023924-0.00021422i,0.0010233+0.00010393i,0.0014659-0.00020528i,0.00093866-0.00053852i
0.0012526+0.00147i,0.00153+0.0013422i,0.0013146+0.0013594i,0.00061246+0.0010338i,0.00068638+3.546e-05i,-0.00025322-0.00078648i,-0.0013483-0.0015481i,-0.00044869-0.0014738i,0.00030567-0.0004911i,0.00032437-0.00041535i,0.0003507-0.00062916i,4.5329e-05-0.0006425i,-0.00036647-0.00071208i,-0.0005649-0.00028334i,-0.00093839-4.4349e-05i,-0.00032381-0.000203i,-6.591e-05+0.00030561i,-0.00045199+0.00043193i,-0.00010627+0.00019822i,0.00060318+0.0006415i,0.00047294+0.00023406i,0.00028357+7.1316e-05i,-0.00032117+0.00023956i
-0.00047026+0.0015979i,-0.00076425+0.0010045i,0.00029094-0.0001515i,0.0009715+3.0991e-05i,0.00054642+0.00056005i,0.00027268+0.00056687i,0.00033653-3.2937e-05i,-0.00021031-0.00025437i,-7.6029e-05-0.00075987i,2.6702e-05-0.0010045i,-0.00070281-0.00084025i,-0.0011788-0.001066i,-0.00091504-0.00083187i,-0.00071415+0.00018269i,-0.00082727-0.00023376i,-0.0005477-0.00054623i,-0.00051395-0.00072649i,0.00023543-0.00055806i,0.00064058+0.00015753i,-0.00044449+0.0002678i,-0.00089481+3.0716e-05i,-0.0002835-0.00064569i,-0.00014399-0.00066359i
-0.00045712-0.00036258i,0.00056625-0.00099256i,0.00091694-0.00059929i,0.00080436+0.00028929i,0.0010998+0.00045723i,0.0014836+0.00022472i,0.0011768+8.8464e-05i,0.0004065+1.995e-05i,-0.00023716-6.2221e-05i,-2.2411e-05-0.00028928i,0.00041254+0.00025231i,0.00013071+0.00086345i,-0.00019008+0.00058754i,-0.00062735+0.00033451i,-0.00068982-8.6838e-05i,8.4024e-05-0.00045934i,0.00090095-0.00040818i,0.00045385-9.1947e-05i,-7.7427e-05-9.4247e-05i,-0.00050504-0.00020399i,-0.00060407+7.7557e-05i,-2.6928e-05+0.00019193i,9.5368e-05-0.00020705i
0.0020861+0.00016386i,0.0010107+1.4427e-05i,-0.0010373-0.0010618i,-0.0012235-0.0014533i,-0.0005781-0.00047307i,1.9998e-05+0.0002115i,0.0010458+1.7817e-05i,0.0015009-0.00022856i,0.00066772-0.00016313i,-0.00025904-0.00041523i,-0.00045305-0.00026626i,-0.00061383+0.00030481i,-0.00095353+0.0004967i,-0.0010337+0.00060996i,-0.00092465+0.00060194i,-0.0003087+0.00078344i,0.00024599+0.00091181i,0.00041936+0.00054507i,0.00032531-3.9843e-05i,0.00029609-0.00072393i,0.00014065-0.00061531i,0.00013555-1.9873e-05i,0.00026472+0.0001567i
-0.001695-0.0014014i,-0.00071291+0.00097596i,-0.00064536+0.0017017i,-0.00099464+0.0015022i,-0.00049485+0.0014822i,-0.00013346+0.00061097i,-0.00013772-9.6678e-05i,0.00033518-0.00081492i,0.00025122-0.00032944i,-0.00041326+0.00048238i,-0.00093222+0.00022566i,-0.00033581-0.00029861i,5.5342e-05-0.00060941i,0.00014152-0.00058557i,0.0003367+0.00026977i,0.00011706+0.00042388i,-0.00017837-0.00016295i,-0.00055075-0.00086967i,-0.00037434-0.00087159i,-0.00027046-0.00036463i,-0.00021809+7.9205e-06i,0.00024127-0.00016648i,0.00030085-0.00044246i
