-0.0016643+0.0011991i,-0.00093642+6.8894e-06i,-0.0010131-0.0012899i,-0.00079244-0.0010838i,-0.0011696-0.00019112i,-0.0013065+0.0013279i,-0.00071882+0.0018187i,0.00023744+0.0013958i,0.0014959+0.0003729i,0.0014078-0.00051668i,0.0011019-0.00061405i,0.00074162-0.00081633i,-9.88e-05-0.0011927i,0.00014733-0.00065098i,0.00064372+0.0001747i,0.00034057-0.00031185i,0.00022322-0.001287i,-8.424e-05-0.0010017i,-0.00045154-0.00050078i,-0.00082447-0.0001338i,-0.00042996+0.00060329i,4.561e-06+0.00088405i,-0.00014432+0.00059785i
0.0013125-0.0025946i,0.00027752-0.0031922i,-7.4765e-05-0.0029424i,-0.00036828-0.0019518i,1.5227e-05-0.00092812i,0.00086653+0.00045899i,0.0010636+0.00055226i,0.00132-0.00083628i,0.0012019-0.00099572i,0.0006476-0.00020013i,3.2267e-05-0.00026542i,-0.00047887+0.0002597i,-0.0003743+0.00060162i,0.0001856+0.00011224i,0.00090543+0.00018689i,0.00041769+0.0004243i,0.00022141-0.00022036i,0.001384-0.00019142i,0.001219+0.0004075i,0.00063638+0.0001461i,0.00013835-0.00055899i,-0.00019669-0.00038031i,-0.00018481-3.8035e-05i
-6.8955e-05+0.0013408i,-2.0267e-05+0.0013618i,0.0011624+0.0016485i,0.0019529+0.0016797i,0.0013326+0.00092983i,0.00070671-0.00093884i,0.00049319-0.0014976i,-0.00028723-0.00055172i,-0.00027688+0.00022314i,0.00050593+5.0592e-05i,0.00056834+6.7073e-05i,-0.00037878+0.00025106i,-0.00088363-0.00047284i,-0.0013949-0.00077645i,-0.00129-0.00045954i,0.00024774+0.00043858i,0.00051199+0.00068438i,0.00012618+8.9754e-05i,0.00015981+6.2961e-06i,0.00074123+0.00061818i,0.0011891+0.00038334i,0.00093743-0.0004628i,0.00056893-0.00017667i
-0.0024544+0.0018926i,-0.0016778+0.00097813i,-0.00075939+0.00082214i,0.00096009+0.001014i,0.0019656+0.001128i,0.0016721+0.00065985i,0.001289-0.00019152i,0.0010616-0.00057582i,0.00087349-0.00098482i,0.00050618-0.0012915i,0.00032495-0.0009947i,0.000285-0.0005859i,3.1782e-05-9.8096e-05i,5.8635e-05+0.00016659i,0.000241+8.3631e-05i,-0.00023493+0.00036795i,-0.00072654+0.00045575i,-0.00061377+0.00030932i,-0.0008519+0.00019678i,-0.0007447+4.5484e-05i,-0.00022789-0.00031433i,6.2108e-05-0.00057088i,0.0001564-0.00012767i
0.0011784+0.00074674i,9.6797e-05-1.5693e-05i,-0.00045505-0.00040343i,-0.00032975-0.00031917i,-0.00049432-0.00054499i,-0.00086602-0.00094715i,-0.0012082-0.00078825i,-0.00062131-0.00081085i,0.00041661-0.00062318i,0.00088803-0.00048607i,0.0012685-0.00078552i,0.0010257-0.00041878i,0.00056092+0.00014654i,-7.4265e-05+0.00027919i,-0.00057479+0.00015642i,-7.7633e-05+0.00058676i,0.00032659+0.00091218i,9.1546e-05+0.00027242i,-0.00013129-0.00034403i,0.00013513-0.0010153i,0.00020104-0.0012767i,-0.00012798-0.0007169i,-0.00021682-0.00025443i
9.7987e-06-0.0024714i,-0.0011178-0.0016359i,-0.00093401-0.00063406i,-0.00021381+0.00053107i,2.1638e-05+0.00095841i,0.00039228+0.00040418i,0.0005824-0.00068434i,0.00057681-0.0016296i,0.00022928-0.00086534i,-8.5732e-05+0.00047996i,-0.000602+0.0013738i,-0.00048147+0.00081321i,0.0002658-0.00025428i,0.000699-0.00026693i,0.00042539-0.00027121i,0.00028551-0.00016004i,0.00014855+0.00032815i,0.0002231-0.00041404i,-0.00082401-0.00061837i,-0.0019003+0.00014471i,-0.0014991+0.00052829i,8.7182e-06+0.00067169i,0.00051439-0.0001408i
-0.0011019+0.0011646i,-0.0015239+0.00077264i,-0.0008669+0.00016349i,0.0004225+0.00012011i,0.0010128-0.00040925i,0.0014367-0.00068442i,0.0013762-0.00085136i,0.0010175-0.0015688i,0.00036465-0.0011074i,6.2627e-05+0.0002109i,0.0012382+0.00041362i,0.001947-0.00046873i,0.0010397-0.0010343i,-3.7933e-05-0.00063482i,-0.00011614+0.00034592i,6.6277e-05+0.0010294i,0.00026952+0.0010061i,0.00021737+0.00065495i,4.2599e-05+0.00029465i,0.00024308+0.00013979i,0.00037015-0.00011342i,-0.00023563+0.00032129i,-0.0011343+0.00074093i
-0.0010161-0.0017628i,-0.0016099-0.0018897i,-0.0014177-0.0022621i,-0.00079881-0.0017452i,-0.00021185-0.00096406i,0.00024421-0.0011208i,0.00066208-0.0016625i,0.00075378-0.0012848i,0.00039314-0.00044633i,-0.00014586+0.00045507i,0.00013578+0.00077871i,0.00015852+0.00024084i,-0.00038484-4.5674e-05i,-0.0005659-0.00012492i,8.3727e-05+4.5074e-05i,0.00055753+0.00038441i,0.00086903+0.00017626i,0.00072607+0.00031305i,0.00034482+0.00094431i,0.00028136+0.00061095i,0.0001167+0.00017334i,-0.00031366+0.00025285i,-0.0010216+0.0001723i
0.0015548+0.00094637i,0.0013246+0.00078327i,0.0015195-0.00026361i,0.0020949-0.000585i,0.0025599-0.00061685i,0.001515-0.00068948i,0.00024679-0.00041895i,0.00087454-0.00018226i,0.0013443+0.00047627i,0.0012166+0.00023893i,0.0011412-0.00043063i,0.00047999-0.00046612i,7.6477e-05-0.00058498i,0.00049711+0.00022482i,0.0004048+0.0011387i,3.6103e-07+0.000611i,-0.00015606+0.00062866i,0.00016662+0.00097639i,0.00014556-8.6881e-05i,-0.00030787-9.1959e-05i,-3.2234e-05+0.00077021i,0.00045443+0.0011321i,0.00020388+0.00095476i
0.0011128+0.00047548i,0.0016357+0.00141i,0.0015013+0.0019839i,0.0015841+0.00135i,0.0014645+0.00094599i,0.00099554+0.00038175i,0.00020955-0.00071376i,-0.00021225-0.0010845i,0.00035886-0.00090615i,0.00034754-0.00032281i,0.00061335+9.9678e-05i,0.0010837+0.00030353i,0.0011854+2.9183e-05i,0.00074217-0.00024502i,1.6198e-05-0.00023208i,0.00020436-9.4045e-05i,0.0004823-3.2835e-05i,0.00053821-0.00035186i,-0.0002179-0.00028458i,-0.00082315+0.00021875i,-0.00086107+0.00029453i,-0.00091027+0.00031365i,-0.00056061+0.00022642i
-0.00069189-0.0017425i,-0.00076954-0.0013503i,-0.00061235-0.0014632i,-0.00074117-0.0015222i,-0.00058345-0.0013848i,0.00031926-0.00087134i,0.00035917-0.00074216i,0.00036796-0.00079805i,0.0007488-2.2551e-05i,0.00019948+0.00030309i,-0.00013307+0.00018058i,-8.3994e-05+0.00039367i,3.2812e-05-2.6615e-05i,-0.00017306-0.00060184i,0.00012643-0.00011708i,0.00069668+0.00055731i,0.00070884+1.728e-05i,0.00048967-0.00029205i,-0.00053916+0.00027401i,-0.00075657-0.00044156i,0.0004334-0.00073886i,0.00034538-0.00038765i,9.0642e-05+7.9595e-05i
0.0015233-0.0010507i,0.0018524-0.0011875i,0.00099246-0.0013639i,0.0011478-0.0017419i,0.0013634-0.0012909i,0.0003523-0.0011724i,-0.0006104-0.0011496i,-0.00052317-0.0012212i,0.00041407-0.00073656i,0.00061563-0.00045048i,0.00037866-0.000537i,0.00012819-0.00023965i,-0.00039537+0.00021484i,-0.00029329-4.104e-05i,-2.6781e-05-0.00027543i,-0.00018332+6.7144e-05i,0.00064919-8.0351e-05i,0.0010976-4.2807e-05i,0.00057614+0.00080643i,0.0009781+0.0015879i,0.0017411+0.00093443i,0.0010959-0.0006436i,0.00032581-0.0009451i
0.00036709+0.00010172i,0.0021381+0.00052886i,0.0029363+3.7033e-05i,0.0023379-0.00025889i,0.0012163+0.00010669i,0.00088398-7.0136e-05i,0.00082574-0.00015392i,-2.3921e-05-0.00038454i,-0.0002991-0.00065044i,0.00032928-0.00043917i,0.00091594-7.7309e-06i,0.00086186+5.4809e-05i,0.00015459-0.0010114i,0.00034712-0.0016806i,0.00022147-0.00092088i,-7.5983e-05-0.00068692i,0.00036308-0.00043i,0.00057951-0.0001958i,0.00072798-0.00073921i,0.00044124-0.00063146i,5.2217e-05-0.00015357i,0.00066665+0.00045112i,0.00082592+0.00074314i
-0.0020196-0.0009625i,-0.0010839-0.0019275i,-0.00098695-0.0021965i,-0.00073673-0.00062382i,4.3988e-05+0.00062744i,0.00039213+1.7931e-05i,0.00013428-0.00021986i,-0.00020144-0.000146i,0.00031335-0.0003901i,0.00089749+6.5475e-05i,0.00058025+0.00010512i,0.00077711-0.00019419i,0.0007919-0.00090455i,1.8608e-05-0.0011145i,-0.00048416-0.00022877i,0.00012613-0.00028441i,0.0002779+0.00051059i,-5.3845e-05+0.0009711i,-0.00051338+0.0005335i,-0.00073303+0.00028133i,-7.9657e-05-0.00051065i,0.00049939-0.0005259i,0.00045288-0.00037575i
0.00044026-0.0012906i,0.0010497-0.00084681i,0.0016735+0.0004388i,0.0015171+0.00088776i,0.00085048+0.00019948i,0.00036566-0.0010138i,0.00011154-0.0015082i,0.00027585-0.00073442i,0.0010767-0.0005024i,0.0013067-0.00070693i,0.00014723-0.00024861i,-0.00054652+0.00026316i,-0.00077602+4.8396e-05i,-0.00080166-0.00013404i,0.00030642+0.00097607i,0.0013821+0.001344i,0.0011031+0.00096229i,0.00010717+0.00022477i,6.909e-05+3.4908e-05i,0.00010729+0.00041101i,-0.00020386+4.8981e-05i,-0.00012871+7.9228e-05i,-9.6695e-05+0.00078064i
0.0011719+0.0009844i,0.0012505+0.0017129i,0.0015716+0.0015639i,0.0014584-2.4546e-05i,0.00085177-0.0013889i,0.0007405-0.0019206i,0.00078123-0.0018168i,0.0010841-0.0011543i,0.00090113-0.00080683i,0.00064698-0.00064536i,0.00018826-0.00033662i,-0.00035729-0.00038214i,2.0882e-05-0.00060596i,-5.0122e-05-0.00038707i,-0.00044642+5.8846e-05i,-0.00023549-0.00024675i,0.00022441-0.00017739i,0.00025436+0.00039811i,0.00027092+8.8796e-05i,3.442e-05-0.00051458i,7.757e-05-0.0004302i,-6.4783e-05-0.00071792i,-0.00014008-0.00059314i
0.00038478-7.4335e-05i,-0.0010539-0.00037966i,-0.00044983-0.00089817i,0.0014578-0.0011917i,0.0015945-0.001062i,0.00039019-0.00050246i,6.0429e-05-5.0512e-05i,0.00019269-0.00087298i,0.00022193-0.0013176i,5.4801e-05-0.0011069i,0.00017646-0.00086299i,0.00044744-0.00073248i,-0.00019579-0.00012942i,-0.00072008+0.00011856i,0.00022716-5.753e-05i,0.0011073+0.0001637i,0.00099342+5.2762e-05i,0.00044545-3.4206e-05i,-3.5031e-05-0.00024759i,0.00012539-0.00030175i,0.00011154+9.375e-05i,0.00015408+0.0005844i,0.00034885+0.00041423i
-2.2402e-05-0.00078735i,0.0001272-0.00090731i,-0.00032271-0.0006375i,-1.9247e-06-0.00080411i,0.00030968-0.00058372i,0.00038613-0.00063076i,1.2321e-05-0.0010264i,0.00019607-0.0010948i,0.00042381-0.00058913i,0.00064308+0.00026708i,0.00073606+0.00027448i,0.00057067+0.00018229i,0.0010536+0.0005904i,0.00089523+0.00069755i,0.00065637+0.0010066i,0.0011794+0.00068431i,0.00096419+1.5697e-05i,-0.00015967-0.00021958i,-0.001223+0.00011246i,-0.00097736+0.00017663i,-0.00025634-3.4782e-05i,-3.4722e-05-7.1885e-05i,0.00011804-0.00041205i
0.00061954+0.00065677i,0.001231+0.0012491i,0.0017157+0.0014128i,0.002235+0.00082794i,0.0023504-0.00032528i,0.001868-0.00097427i,0.0012919-0.00075714i,0.0001908-0.0006918i,-0.00013965-0.00042059i,1.262e-05-0.00022566i,-0.00025755-0.00078436i,-0.00017612-0.00057533i,9.939e-05+0.00021602i,0.00036804+0.00039357i,0.00010954+0.00072533i,-0.00010082+0.0010495i,0.00014777+0.00019267i,0.00060224-0.00015712i,0.00065749+0.0003498i,0.00059831-3.4034e-05i,0.00044887-0.00089187i,0.00069263-0.00062463i,0.00039294-9.0991e-05i
0.0019381-0.0014791i,0.0016516-0.0010952i,0.0011224-0.0011535i,0.00047737-0.0016413i,0.00019453-0.0014585i,-0.00017581-0.00032172i,4.5928e-06-0.00029616i,2.635e-05-0.00095226i,0.00021211-0.0011576i,0.00055993-0.00036193i,0.00013286+0.00055296i,-0.00027163+0.00081796i,-0.00015386+0.00069114i,0.0004533+0.00014573i,0.00065496+0.0001409i,0.000172+0.00050679i,-0.00026158+0.0003307i,-2.8604e-05-0.00030118i,0.00040956-0.00062585i,0.00018282-0.00035068i,0.00081938+0.00011389i,0.00096152+0.00065988i,0.00050676+0.00038644i
0.0022738+0.00078421i,0.0020213+0.0012255i,0.0011498+0.00074523i,0.0010692-0.00077577i,0.0013222-0.0012561i,0.00059328-0.00068943i,-0.00025952+7.1113e-06i,8.5375e-05-0.00022803i,0.00036252-0.00095883i,0.00022866-0.0011951i,0.00063979-0.00045342i,0.00085959+0.00093509i,0.00058357+0.0011963i,0.00026438+0.00081448i,0.00014191+0.00095896i,0.00041824+0.0011519i,0.00014634+0.00094303i,-0.00069472+0.00045084i,-0.00086669+0.00052936i,-0.00056178+0.00075093i,0.00048699+0.0010156i,0.001317+0.00024785i,0.0017939-0.00015516i
0.0010906+0.00037329i,0.0013159+0.00014643i,0.0023781-0.00047762i,0.0021778-0.0011541i,0.0011012-0.0015009i,0.00050532-0.0008707i,0.00079312-0.00024904i,0.00014943-0.00042145i,-5.0069e-05-3.0231e-05i,0.00066421-0.00010827i,0.00087357-0.0010011i,0.00040079-0.00095168i,-0.00054359-0.0010557i,-0.00047783-0.00095448i,0.00085943+0.00026538i,0.0012075+0.00075587i,0.00046376+0.00031262i,-8.1811e-05+1.2175e-05i,-0.00027759-0.00018065i,0.00020387+7.6904e-05i,0.00067134+0.00034675i,0.00022858-0.0002658i,-0.00026544-0.00013539i
0.00010066+0.00087643i,0.00019115-0.00022903i,0.00056415-0.001027i,0.00077505-0.0014127i,0.0016937-0.0011879i,0.0015748-0.00068713i,0.00086833-3.1818e-05i,0.00050593+0.00016876i,0.00097486-7.8401e-05i,0.0015445+0.00027684i,0.00053693+3.2258e-05i,0.00018875-0.00048166i,0.00047224-0.00010438i,0.00022116+0.0010028i,2.1509e-05+0.00098457i,0.00022527+5.978e-05i,0.00017428+4.6397e-05i,9.6019e-05-4.9293e-06i,6.5305e-05-0.00011748i,0.00020039-6.8466e-05i,0.00056276+0.00031916i,0.00070435+0.00038816i,0.0001872+0.00021481i
0.0010241-0.00068883i,0.0019977-0.00082802i,0.00094842-0.00061878i,-0.000522-0.0002933i,0.00012606-0.00025866i,0.00058545+0.00019719i,-0.00016082+0.00040052i,-0.00081791-0.00046996i,-0.00053833-0.00068915i,-0.00022516+4.6972e-06i,6.6278e-05+0.00027705i,0.00020594+0.00033359i,-0.0001261+0.00013423i,0.00017431-0.00020318i,0.00058624-0.00013619i,0.00068146+0.00018838i,0.00077306-4.5804e-05i,0.0011353-0.00025796i,0.00067006-0.00027922i,-5.7504e-05-5.6635e-05i,0.00020667+0.00011586i,0.00067606-0.00010342i,0.00054753-0.00040686i
0.0010665+0.00055056i,0.0013922+0.00086838i,0.0023239+0.0014294i,0.0017044+0.0010261i,0.00054591-0.00037108i,0.00028951-0.0011636i,0.00049956-0.00089091i,0.00010938-0.00053363i,9.8894e-05-0.00042951i,7.2272e-05-0.00093038i,-0.00056586-0.00098556i,-0.00064495-4.5592e-05i,-6.2877e-05+0.00022721i,0.00017789+0.00019028i,0.00041996+0.00031734i,0.000528+2.5372e-05i,0.00053891+0.00019589i,0.00032429+0.00046292i,0.00020387+0.00030963i,0.00018744+0.00024232i,4.9421e-05+0.00015898i,0.00010409+0.00052941i,-0.00046235+0.00019439i
0.00029193-0.0029069i,-0.0010277-0.0030928i,-0.0022911-0.0021859i,-0.0011013-0.0011936i,0.00017543-0.00036166i,0.00078172+0.00026225i,0.00083518+0.00054926i,0.00032954-0.00040998i,9.5117e-05-0.0015365i,0.00047654-0.0015094i,0.00076136-0.0012316i,0.0011069-0.00042399i,0.0012927+0.00042302i,0.0010465+0.0005549i,0.0006025+0.00041564i,0.00054776+0.00035753i,0.0011176+0.00054927i,0.00081966+0.0011456i,2.4857e-05+0.0012973i,0.00015335+0.00079969i,0.0004305+0.00037822i,0.00024418+0.00014956i,0.00030318-0.00021183i
0.00051343+0.0010959i,-9.6662e-05+0.00020962i,0.0010991+0.00032489i,0.0022978+0.00041111i,0.0021676-0.00023542i,0.0013464-0.00074562i,0.00027218-0.0014828i,0.00027657-0.0017496i,0.00038829-0.00056833i,-0.00026732-0.00012628i,-0.00033566-0.00045037i,-0.00075875-0.00034058i,-0.0011826-0.00024568i,-0.0014044-0.00015756i,-0.00068237+0.00042234i,0.00016522+0.00094992i,0.00017868+0.00076132i,0.00070941+0.00065678i,0.00081407+0.00012474i,0.00058569+0.00017432i,0.00026934+0.0002338i,0.00030092+2.892e-05i,0.00039902+3.0159e-05i
0.00026797+0.00098146i,0.0011086+0.0011656i,0.0017125+0.00077493i,0.00087772+0.000289i,0.00052564-0.00010899i,0.00047634-0.00076511i,9.6301e-05-0.0010978i,0.00022466-0.0014098i,-0.00022382-0.0011184i,-2.1629e-05-0.00043565i,0.00012171-6.1484e-05i,-0.00051026-0.00019365i,-0.00067208-2.0077e-05i,-0.00037643+0.00014876i,5.2292e-05+0.00016918i,0.0004546-8.4238e-05i,0.0011463-0.00024843i,0.00082914+4.7448e-05i,9.673e-05+0.00047005i,0.00020383-1.9883e-05i,0.00011088-0.0010949i,0.00020321-0.0012978i,0.00030059-0.00097688i
0.00060938-0.0012034i,-0.0010541-0.0012117i,0.00012812-0.00093264i,0.0011236-2.774e-05i,0.00050058+0.00049756i,0.0003114+0.00048912i,-0.00033136-0.00020434i,-0.00087044-0.00061056i,-1.8913e-05-0.00092084i,0.00048777-0.0011768i,0.00021907-0.00095891i,3.3672e-06-0.0002503i,9.1484e-05+0.00020612i,-4.0532e-05-0.00021422i,-0.00023849-0.00066279i,4.8e-05-0.00068245i,-0.00011112+0.00051197i,-0.00074499+0.0012405i,-0.00056929+0.00079536i,0.00014419+0.00042049i,0.00090471-0.00023392i,0.0011013-0.0011829i,0.0012065-0.0012334i
9.3774e-05+0.0010485i,-1.2098e-05+0.00011706i,0.00063837+1.0462e-05i,0.0012935+0.00033016i,0.0011225-0.00014993i,0.0010425-0.0012972i,0.00085591-0.0016871i,0.0002911-0.00083746i,0.00017845-0.00038327i,0.00066413-0.0007344i,0.00063502-0.00061748i,0.00028258-0.00030271i,5.0186e-05+0.00039976i,0.00014939+0.00087503i,0.00079727+0.00084884i,0.00087474+0.00099846i,7.9422e-05+0.00084692i,8.0803e-05+0.00039982i,0.0010687+0.00048847i,0.00037646+0.00042218i,-0.0001462-0.00041032i,8.4798e-05-0.00078461i,-0.00048984-0.00024796i
-0.0016708+0.0023898i,-0.00138+0.0032046i,-0.00033784+0.0034349i,0.00093045+0.0027641i,0.0012077+0.0015468i,0.0010305+0.00058643i,0.0014222-0.00042266i,0.0010701-0.00090278i,0.00043158-0.00054538i,0.00062711-0.00067322i,0.0018386-0.00029754i,0.0024525-0.00045676i,0.0016678-0.0016191i,0.00079686-0.0012292i,-0.00055103-0.00044195i,-0.00058574-2.9926e-05i,0.00040455-0.00040742i,0.00052851-0.0011551i,2.2892e-05-0.00028518i,-2.4626e-06+0.00083257i,-7.0806e-05+0.00067873i,-0.00038994+0.00044898i,-0.00026339+0.00036444i
-9.5492e-05-0.00077375i,5.2096e-05-0.0012004i,0.00095238-0.001411i,0.0010916-0.00092933i,0.00022432-0.00058162i,0.00010563-0.00065014i,0.00067369-0.00044768i,0.00073382-0.00046144i,-4.1773e-05-0.00032559i,-5.8775e-05-3.9397e-05i,0.00096588-0.00030504i,0.000846-0.00035165i,0.00047752-0.00020874i,-0.00022053-0.00014549i,-0.0012377-0.00021369i,-0.0011679-0.0002287i,-0.00042857+0.00011049i,-0.00038408+0.00069566i,-0.00029608+0.00059022i,4.8974e-05+4.6318e-05i,0.00032517-0.00018346i,-0.00015493-0.00055952i,-0.000355-0.00085312i
0.0017374-0.00061371i,0.0016189-0.00048177i,0.0011548-0.00074009i,0.0010617-0.00081212i,0.0012208-0.0010578i,0.00057446-0.0008373i,6.9518e-06+0.00027504i,0.00053748+5.5717e-05i,0.0013475-0.00054696i,0.0011422-0.00042478i,0.00086144-0.00031595i,0.0005925-9.0679e-05i,0.00016143+0.00019319i,-8.171e-05+0.0003735i,9.0142e-05+0.00055152i,0.00066487+9.9988e-05i,0.0012957-0.00039239i,0.00091772-0.00065544i,-0.00043106-0.00064695i,-0.0006256-0.00028704i,-0.00018493-0.00034152i,0.00033839-0.00023191i,0.0012184+0.00026978i
-0.0005364+0.00070839i,-0.00026925+0.00098277i,0.00027434+0.0015606i,0.00072685+0.0015502i,0.0015357+0.000313i,0.0019043-0.001107i,0.00049271-0.00094048i,9.7472e-05-0.00043914i,5.6118e-06-0.00028506i,1.5716e-05-0.00051275i,0.00013445-0.001422i,-0.00074292-0.0016472i,-0.00091923-0.0010552i,-8.7916e-06-0.0005355i,0.00044683-0.00041608i,0.00035339-0.00012981i,0.00052755-0.00010633i,0.00048573-1.0144e-05i,0.00029097+0.00025684i,-7.9689e-05+0.00072177i,-0.00021824+0.00048606i,-0.00013381+7.0168e-06i,-8.8372e-05-9.8357e-05i
-0.00054908-0.00038061i,5.2668e-05-0.00031924i,0.00040796-0.00048031i,0.00033233-0.0010468i,0.0002959-0.00089366i,0.0011008-0.0010977i,0.0010464-0.001184i,0.00069694-0.00084192i,0.00086056-8.7844e-06i,0.00089477-0.00018971i,0.00082926-0.00048309i,0.00030107+6.3562e-05i,-0.00033713+0.00073007i,-0.00035517+0.0013595i,-0.00053649+0.0015554i,-0.00018966+0.00076915i,-6.6546e-05-0.00022324i,-0.00051176-0.00083902i,-0.00052121-0.00072095i,-0.00026672+0.00013128i,-0.00011193+0.00040091i,-0.00012282-0.00024393i,-0.00026609-0.00015283i
-0.00022351+0.0009522i,-0.00014575+0.00091875i,0.00096735+0.00068731i,0.0021998+0.00083217i,0.0027776+0.00052507i,0.001563+0.00023638i,0.00022006-0.00050217i,-0.00069529-0.0013365i,-0.00090853-0.0014931i,1.5302e-05-0.00070783i,-8.5543e-05-2.2628e-05i,0.00017725-0.00032784i,-0.00057689-0.0013659i,-0.0012795-0.00068141i,-0.00093515+0.00062913i,-0.00052326+0.00076292i,9.6422e-05+0.00045928i,0.00030015+4.4183e-05i,0.00022852-0.00060339i,-0.0003211-0.0011355i,-6.5721e-05-0.00070062i,0.00024267-0.00026767i,0.00026054-0.00023813i
0.00067326-0.00037307i,0.00045097-0.000722i,0.00057662-2.1518e-05i,0.0011535+0.00073237i,0.0014298+0.00013743i,0.00077404-0.00052701i,4.5156e-05-0.00063993i,-0.00037084-0.00017744i,-0.00065636-6.2255e-06i,0.0001857+0.00048886i,0.00060559+0.00038267i,0.00028465-0.000244i,1.659e-05+6.3813e-06i,0.00022473+0.00021715i,0.000345+4.5962e-05i,0.00025605+0.00017054i,2.1766e-05-1.8677e-05i,0.00018952-0.00075014i,0.00010164-0.00078554i,-6.4357e-05-0.00047882i,3.2821e-05+1.9975e-05i,0.00023301+0.00044751i,0.00046363+0.00072936i
-0.00037676+0.0018532i,-0.00081283+0.002656i,2.1357e-05+0.0015996i,0.0014919-9.5357e-05i,0.0016527-0.000755i,0.00078965-0.00061637i,0.00051926-0.0006316i,0.00034753-0.00074302i,-0.00034848-0.00053863i,6.4975e-05-0.00024652i,0.0005212-0.00075453i,-0.00058934-0.0010574i,-0.0011471-0.0005482i,-0.0011218+0.00016377i,-0.00092864+0.00018956i,-0.00044378+0.00025514i,0.00046258+0.00019933i,0.0011058+4.8664e-05i,0.00045741+0.00040853i,-0.000194+0.00052602i,-0.00039931+0.00024256i,-0.00048921+0.000478i,-0.00027684+0.00057748i
-0.00040629+0.0018527i,-0.00065433+0.0018473i,0.00080618+0.0010594i,0.0020603+0.00030151i,0.0019955-2.8123e-05i,0.00098927-0.00050977i,0.00062575-0.00030714i,0.00064833-0.0004059i,0.000339-0.0017852i,8.3483e-05-0.0014255i,2.6984e-05-0.00018083i,-0.00016602-0.0003743i,-0.00013867-0.00083365i,1.3515e-05-0.00072259i,0.00024649+0.00028547i,0.00047474+0.00089671i,-1.5155e-05+0.00052654i,-0.00037666+0.0003457i,-0.00025822+0.00023647i,-0.00015737+0.00024053i,0.00031546+0.00037996i,0.00030101+0.00019925i,-7.529e-05+0.0001955i
0.0012713+0.0023187i,0.00132+0.0026201i,0.0022731+0.0023332i,0.0023645+0.00084722i,0.0022263-0.0013118i,0.0014825-0.0017203i,0.0006898-0.00048824i,0.00057567-0.00043537i,0.00075322-0.0010389i,8.1239e-05-0.00046843i,-0.00028411-5.6265e-05i,-0.00060225-0.00020368i,-0.00079721-0.00048763i,-0.00026957+9.804e-05i,-0.00022596+0.0012218i,-3.0329e-05+0.0015085i,0.00027286+0.00064568i,7.3131e-05-2.323e-05i,-0.00015338-0.00038833i,0.00036747-0.00067292i,0.00044652-0.0001815i,0.00044246-4.5614e-05i,0.00037265+0.00029735i
-0.0015713+0.00029713i,-0.0017638+0.00030307i,-0.00094532-8.8707e-05i,0.0008231+0.00017103i,0.0015824+0.0006726i,0.00099335+0.00026545i,0.00022352+0.00020163i,-0.00028105+0.00039733i,-0.00010425+0.00057137i,0.00065724+0.0011984i,0.0013929+0.00108i,0.00096768+0.00047156i,0.00015142-0.00018755i,-0.00055224+4.8804e-05i,-0.00052624+0.00034477i,-0.00037794+0.00042494i,-0.00031666+0.00063454i,-0.00038041+0.00043166i,-0.00089335-0.00013609i,-0.00081424-0.00065347i,-0.00024518-0.00030321i,0.0005125+0.00038861i,0.00048785+0.00076494i
-0.0014108-0.00080188i,-0.0010252-0.001267i,-0.0016134-0.0009013i,-0.0008161+0.00011019i,0.0011126+0.001156i,0.001697+0.001045i,0.0012137-0.00042627i,0.00078303-0.001279i,0.00028854-0.00087379i,0.00023086+1.6943e-05i,0.00043891+6.9595e-05i,0.0006773+0.00013532i,0.0004661+0.0005035i,0.0002068+2.5414e-05i,0.00046441+0.00041193i,0.00063052+0.0012742i,0.00043644+0.00084721i,0.00082688+0.00051989i,0.0012374+0.00023146i,0.00054109-0.00029184i,-0.00013191+0.0003005i,-0.0001732+0.0010871i,-0.00010154+0.0011082i
0.0029472+0.00034311i,0.0030632+0.00058144i,0.0023386+2.4175e-05i,0.0014686-0.001205i,0.0014797-0.0018751i,0.00078176-0.0012475i,-0.00076014-0.00050845i,-0.00081608-0.00059753i,-0.00023774-0.001118i,-0.00018647-0.0012185i,1.6765e-05-0.000928i,-2.0187e-05-0.00086697i,0.0007588-0.00012462i,0.0011414+0.0010062i,0.0010432+0.00066723i,0.0010182+0.0001449i,0.00072512+0.00038519i,0.00026085-0.00036708i,-0.00012917-0.00094767i,-0.0001642-0.00034017i,-0.00054766+1.8793e-05i,-0.00011201+5.293e-05i,0.00029388+0.0003425i
-0.0010039+0.0015214i,-0.0014752+0.001038i,-0.0011764+0.00076273i,0.00017822+0.0010246i,0.00065704+0.00078109i,0.00041232-0.00055708i,0.00026318-0.00066017i,-0.000155-0.0003139i,9.0004e-05-0.00068383i,0.00049556-0.00034815i,1.8322e-05-0.00016426i,-0.0003495+0.00031801i,-0.00021546+0.00041487i,-0.00032562+0.00013412i,0.00013779+0.00013343i,0.00045237+6.3208e-05i,0.00040504+0.00051324i,0.00079872+0.0005933i,0.0010273+0.00087555i,0.00085355+0.001079i,0.00076001+0.0014258i,0.00033007+0.0014505i,0.000312+0.00067435i
