-0.0014933+0.00019571i,-0.0019726-0.00074921i,-0.0016924-0.0013366i,-0.00084511-0.00051388i,-0.00082098+0.00054259i,-0.0012925+0.00061991i,-0.00069697+0.00090291i,0.00023481+0.0011096i,0.00097974+0.00047754i,0.00059337+0.00044015i,8.6738e-05-0.00049724i,4.0118e-05-0.0012672i,1.7566e-05-0.00083811i,0.00071927-0.00059482i,0.0005484+3.1142e-05i,-0.00071275+0.00077213i,-0.0012713+0.00029117i,-0.0008486-0.0009899i,7.7231e-05-0.0012533i,0.0006852-0.00020394i,0.00075488+0.00066035i,0.00026123+0.0005992i,-0.00021555-3.7498e-06i
-0.0008955+0.003479i,0.00095047+0.0037944i,0.0019996+0.0030924i,0.0016026+0.0024592i,0.0014908+0.00034605i,0.0012366-0.0014423i,-0.0005418-0.00098852i,-0.00080973+9.0233e-05i,0.00042628-4.018e-05i,0.00082341-0.00040398i,0.00054199-0.00012649i,0.00052264-0.00069556i,0.00074017-0.0015629i,0.0005101-0.0014822i,0.00015369-0.0012521i,-4.1445e-05-0.0010537i,0.00020202-0.00063272i,-0.00012378-0.00096453i,-0.00054558-0.00094139i,-0.0003917-0.00022726i,0.00011924-0.00026701i,-0.0001785-0.00012093i,-0.00063879+8.7479e-05i
-0.0015239+0.00097281i,-0.00097131-0.00033002i,-8.9855e-05-0.0011533i,0.0012079-0.0011297i,0.001783-0.00081564i,0.00067629-0.0007259i,-0.0006007-0.0011527i,-0.00081698-0.0011537i,-7.991e-05-0.00041188i,-0.00023273+7.3974e-05i,0.00021195-3.1687e-05i,0.00055102-0.000579i,0.00041535-0.00022109i,0.00043198+3.6197e-05i,4.2051e-05-0.00043734i,-1.9441e-05-0.00023329i,-0.00019442+1.2173e-05i,-0.00032415-0.00024304i,4.1663e-05-0.00088713i,-5.5607e-05-0.00040711i,-0.00070348+0.00021006i,-0.00075669-9.7105e-05i,5.5188e-05-2.3935e-05i
-9.9635e-05+0.0016589i,0.000993+0.0010067i,0.0018071+0.00047836i,0.00047218+0.00032981i,-0.00050929-0.00023112i,0.00010569-0.0012084i,0.00021762-0.0010611i,-0.00085655-0.00083545i,-0.00093918-0.00032628i,1.1543e-05+0.00091719i,0.00040191+0.00090573i,0.00072152+0.00077258i,0.00097338+1.7722e-05i,0.00071064-0.0011031i,0.00070286-0.0011259i,8.8922e-05-0.00061103i,-0.00052606-0.00011895i,-0.00043752+0.00010431i,-7.9427e-05+3.5457e-05i,0.00015742-0.00026824i,0.00052629-0.00049646i,0.0010782-0.00071869i,0.00041153-0.00049463i
0.00028707-0.00012072i,0.00088725+0.0012869i,0.00067536+0.0020935i,0.00023148+0.0014484i,0.00048073+0.00079545i,5.3794e-05+0.00040727i,-0.00055215-0.00056013i,-0.00021614-0.0011606i,0.00013285-0.00036484i,6.6407e-05-4.1977e-05i,0.0003467-0.0005609i,0.00011735-0.00071088i,-0.00016173-0.00068616i,0.00021673-0.0011752i,0.00073232-0.001332i,0.0006947-0.00010914i,0.00028247+0.00055111i,-0.00010122+0.00065425i,0.00010727+0.00060633i,0.00020173+0.0003477i,0.00018607+0.00048256i,0.00055232+0.00058245i,-0.0001061+0.00024199i
0.0011378+0.0010478i,0.0011528+0.00031003i,0.0011652+0.0001307i,0.00054027-5.7036e-05i,0.0001646-0.00039511i,0.00067559-0.00048744i,0.0008752-0.00082545i,0.00037962-0.0006821i,-0.00034966-0.00047138i,-9.611e-06-0.0006988i,-0.00037956-0.00061702i,-0.00095581-0.00060052i,-0.00035127-0.00066101i,-0.00015571-0.00025194i,-0.00059746-3.6641e-05i,-0.00036033-0.00044056i,9.9365e-05+9.9877e-05i,-0.00021195+0.0003695i,8.8772e-05-0.00059611i,0.00010976+5.2351e-05i,-0.00098014+0.00060375i,-0.00084801-0.00013679i,-0.00029206-0.00013921i
0.0015011+0.00016181i,0.00071935-0.00087983i,0.00027002-0.001513i,0.00025831-0.00052502i,-0.00015073-0.00015567i,-0.00062896-0.00012227i,-0.00048584-9.9748e-05i,-0.00030547+0.0005821i,-0.00016512+0.0005063i,-6.2498e-05-0.00023531i,-0.00032943+4.0351e-05i,-0.00088322+0.00043745i,-0.00062384+0.00058553i,1.3772e-05+0.00012533i,0.00034525-0.00041289i,0.00083316-0.00015093i,0.00052251-0.00010931i,0.00020439-0.00017582i,0.00060762-0.00013771i,0.00059008-0.00012728i,0.00030795+0.00047936i,4.6021e-05+0.0010042i,-0.00023954+0.00087508i
0.0013529+0.0019477i,0.0020405+0.0014577i,0.0021517+0.0014339i,0.0017642+0.0014058i,0.0017586+0.0012531i,0.0015902+0.00099441i,0.00016138+0.00063203i,-0.00075108+0.0004076i,4.6367e-05-0.00033856i,0.0006417-0.00035508i,0.00010278+0.00021154i,-0.00023459-0.00012589i,0.00010194-0.00019367i,-0.00036684-6.2232e-05i,-0.00030803-0.0005833i,0.00058763-0.00087078i,0.00064827-0.00067982i,0.0006409-0.00037725i,0.00085858+0.00023199i,0.00094246+0.00059011i,0.00066231+0.00091902i,0.00064102+0.00025515i,9.8105e-05-7.4561e-05i
-0.0012505+0.0008729i,-0.00085638+0.0010311i,-0.00021166+0.00081967i,-7.7115e-05-0.00033592i,-3.0875e-05-0.0013605i,0.00035159-0.0014046i,-0.00041783-0.0013869i,-0.00084047-0.0017444i,-0.00033851-0.00033966i,-0.00013255+0.0011404i,-0.00023468+0.00051432i,-0.00059581-0.00070178i,-0.00018589-0.00098382i,-0.00031981-0.0011678i,-0.00017351-0.0010609i,8.5862e-05-0.00048351i,-0.00035747-0.00042078i,-0.00023342-7.426e-05i,3.407e-05+0.0004435i,0.00010887+3.2964e-05i,-0.00032763+0.00020844i,-0.00052186+0.00065696i,-0.00010336+0.00034122i
-0.00094288-0.0014184i,-0.00091146-0.0014262i,-0.00057469-0.00083795i,0.0001251-0.00020852i,0.000515+5.5518e-05i,0.00010534+0.00031454i,-0.00028301+0.00055112i,-0.00062177+0.00025489i,-0.00075609+0.00035538i,-0.00022498+0.00057611i,-0.00025106+0.00014418i,-2.2662e-05+8.9417e-05i,0.00087619+0.00015447i,0.00020181-0.00016535i,-0.00062796-0.0008469i,1.8199e-05-0.0012063i,0.00057669-0.00081123i,0.00020155-0.00031219i,0.00034139-0.00016916i,0.00017082+1.6426e-05i,-0.00026568+0.0003153i,0.00015492+0.00042869i,0.00078412+6.508e-05i
-0.00082539-0.00061124i,-0.00063028-0.00046401i,-0.00051561+0.00033334i,0.00016836-0.00024278i,0.00095127-0.00078005i,0.00052461-0.00040328i,2.3112e-05+8.3991e-05i,0.00029888+0.00028113i,0.00092606+0.0003647i,0.00043777+0.00042939i,-0.00086789+0.00083481i,-0.001018+0.0012896i,-2.6037e-05+0.0009993i,0.0006531+0.00016135i,-0.00016696-0.00081387i,-0.00070909-0.001408i,0.00016197-0.00084989i,0.00099929+2.7687e-05i,0.0010206+9.0015e-05i,0.00040791+0.00027983i,0.00022962+0.00035487i,0.0005107-3.2379e-05i,-4.9512e-05-0.00021576i
0.0024002+0.00073129i,0.0026464+0.00067808i,0.0011156-0.00014754i,0.00037007-0.00026258i,0.00080314+0.00043666i,0.00058647+0.00051624i,-0.00068687-5.4388e-05i,-0.00048003-0.00044964i,-0.00035211-0.00072307i,0.00023089-0.0005662i,0.00090889-0.00050701i,0.00033116-0.0010992i,4.5967e-05-0.00086671i,7.7285e-05-5.9295e-05i,-0.00041341-0.00012941i,-0.00035401+0.0001719i,-0.00031052+0.0004434i,-0.0009662-0.00015764i,-0.00086822-0.0007174i,-0.00029763-0.0011435i,-0.00019874-0.00097861i,-0.00040135-0.00023485i,-0.00042559-0.0003324i
0.0020787+0.00055114i,0.0027293+0.00027622i,0.0032421-0.00046221i,0.0021836-0.00075839i,0.0010756-0.0004876i,-0.00037374+6.6345e-05i,-0.001351-0.00015413i,-0.00078083-0.00036203i,-0.0001172+0.00029384i,0.00012284+0.00048165i,-0.0001144-0.00027224i,7.6275e-06-0.00061508i,0.00048926-5.5693e-05i,0.00082414+0.00065212i,0.0008959+0.0003254i,0.00048311-0.00026034i,0.00076676-0.00012522i,0.00063074-0.00027536i,-0.00024291-0.00023838i,4.0671e-06+0.00035626i,6.2237e-05+0.00068122i,8.076e-06+0.00035809i,7.1222e-05-7.4147e-05i
0.0019414+0.0016886i,0.00092679-1.6344e-06i,-0.00012368-0.0015978i,-0.000225-0.0018382i,-0.00052005-0.001883i,-0.00093765-0.0018657i,-0.00099706-0.0010267i,-0.00024427-8.6651e-05i,0.00014457+0.00059518i,-0.00041886+0.00073564i,-0.00042055+0.00020493i,-0.00026665+9.9658e-05i,-0.00088647+0.0011668i,-0.0010447+0.0012381i,-0.00049708+0.00042526i,-0.00099659+0.00075133i,-0.0010196+0.0010679i,-2.6224e-05+0.00010265i,-0.00029336-0.00057296i,-0.00045053-0.00069344i,0.00049517-0.00083962i,0.00047942-0.00058934i,-0.00025196-0.00069038i
0.00029581-0.00045549i,0.00094908+0.00050384i,0.00091684+0.00041605i,-0.00021941+0.00039744i,-0.0010819+5.6429e-05i,-0.00098306-0.00022157i,-0.00068057-0.00024523i,-6.9532e-05+4.2805e-05i,-5.7013e-05+0.00019421i,-0.00050706+0.00040877i,-0.00054696+0.00015552i,3.1285e-05+0.00029135i,0.00067037+0.00065772i,0.0011012+0.00071591i,0.00037014+0.00047371i,0.00019751+2.4602e-05i,0.0004874+0.00013725i,-0.00064341-0.00049474i,-0.001068-0.00088847i,-0.00067843-5.9772e-05i,-0.00090436-7.581e-05i,-0.00091885-8.6952e-05i,-0.00057766-0.00014516i
-0.0012154-0.00041112i,-0.00010972-0.00036583i,1.1526e-05-0.00054146i,-0.00050077-0.0008695i,-0.00045413-0.0013062i,-7.2807e-05-0.0013875i,7.3713e-05-0.0013913i,0.00048469-0.00067006i,0.00093779-0.00034752i,0.00057852-0.00045296i,4.6258e-05-0.00095777i,0.00011946-0.0015288i,-1.7665e-05-0.0012429i,-3.3101e-05-0.00040426i,-0.00014159+0.00016474i,-0.00043512+0.00063882i,-1.6826e-05+0.000674i,-0.00037899+0.00023186i,-0.00037873-0.00060487i,0.0010687-0.00045023i,0.0014018+0.00041034i,0.0011973-0.00011526i,0.00056049-0.00099888i
0.0011868+9.2e-05i,0.00042411+9.7557e-05i,-0.00021311-0.00071062i,-0.00022603-0.00071876i,0.00010382+6.2159e-05i,3.975e-06+0.00068512i,-0.00061139+0.0011311i,-0.00056628+0.0011634i,0.00068738+0.00045974i,0.00095913-0.00032264i,-9.7782e-05-0.00027357i,-0.00038421-0.00015017i,1.5021e-05-5.4739e-05i,-0.00073+0.00021896i,-0.0014983+0.00013847i,-0.00088478+0.00011823i,0.00011924+0.00014988i,0.00071876+6.1464e-05i,0.00074139-0.00040755i,0.00070396-0.00059309i,0.00067467+0.00016636i,0.00042704+0.00079968i,0.00029032+0.00036154i
0.00013628-0.00040785i,0.0018037-0.00035879i,0.002566-0.00061804i,0.0013862-0.00041409i,-3.6551e-05+7.5988e-05i,0.00030073-0.00049816i,0.00046647-0.0010333i,-4.8005e-05-0.00033845i,-0.00010253+0.00022993i,-0.00097162+0.00023735i,-0.0010231-0.00023115i,-0.00059153-0.00061141i,0.00020663+3.8173e-05i,0.00069239+0.00061275i,8.8324e-05+0.00018697i,-0.00013288-0.00014009i,6.0289e-05+4.5033e-06i,-5.1472e-05-0.00013975i,0.00029259-0.00036154i,0.00054652-0.00012234i,0.00042647-0.00037991i,0.00033581-0.00091994i,0.00015588-0.00093635i
0.00042737-8.8986e-05i,-0.0014437-0.0008269i,-0.0013484-0.0014653i,-0.00071054-0.0022401i,-2.6388e-05-0.002345i,8.7641e-05-0.00080081i,-0.0006083+0.00070288i,-0.00036939+0.00096831i,0.00034459+0.00076877i,0.00044604+0.00029557i,0.0006774+0.00071272i,0.0005193+0.0013541i,0.00049816+0.0010684i,0.00065702+0.00054561i,-0.00012396-4.2149e-05i,-0.0006555-6.9087e-05i,-0.001022+0.00011041i,-0.00069766-0.00021412i,0.00018882-0.00010778i,-9.1816e-05-0.00020695i,-0.00028744-0.00048449i,-0.00020769-0.00055989i,-0.00014289-0.00044783i
0.0023795-0.00074281i,0.0033791-0.00048491i,0.0041494+0.00022455i,0.0034815-0.00023932i,0.0021875-0.00085511i,0.00075832-0.0013235i,-0.00018788-0.00134i,-0.00039638-0.0005216i,1.903e-05-0.00035758i,0.0014618-0.00070028i,0.0015939-0.00083241i,0.00062093-0.00073329i,-7.2195e-05-0.00069011i,-0.0007638-0.00080541i,-0.00033591-0.0013069i,0.00028251-0.00083237i,0.00019676+0.00031757i,7.7608e-05+0.00040363i,0.00012855+0.00021243i,0.00015869+0.00095159i,-0.000212+0.00078262i,-0.00021165+0.00061107i,0.00013173+0.00029452i
0.00016912-0.00021587i,5.2919e-05-0.001574i,-0.0011443-0.0025182i,-0.00025651-0.0010865i,0.0016674+0.00067215i,0.0013728+0.00025274i,-4.8308e-05-0.0010379i,-0.00067387-0.00068542i,-0.00055439-0.00022349i,-0.00022342-0.00099203i,-1.0872e-05-0.0010996i,-7.7699e-05+3.5856e-05i,0.00037697+0.00017449i,0.00052079-0.00011726i,6.3246e-05+0.00022466i,-0.00047611-0.00015961i,-0.00018747-7.5395e-05i,-0.00012072+0.00094676i,-0.00046047+0.00045491i,-5.4869e-05-0.00058858i,-0.00045781-0.00069416i,-0.0011675-4.5941e-05i,-0.00084641+0.00063343i
0.0010855+0.0041515i,0.0026729+0.00547i,0.0020267+0.0051191i,0.0019213+0.0022056i,0.00092948+0.00075992i,-0.00037648+0.00027412i,-0.00062672+9.8829e-05i,-0.00050799-7.6182e-05i,-0.00014303-0.00020136i,0.00013473+0.00024017i,-9.0708e-06+0.00013755i,0.00049242-3.5882e-05i,0.00017796-0.00052975i,-0.00022539-0.0014351i,0.00027837-0.0019721i,0.000232-0.0010972i,-0.00017363+0.00036831i,-0.00092995+0.00072888i,-0.0013092+0.00051245i,-0.00036335+0.00067432i,-0.00022855+0.00029382i,-0.00046601+4.9041e-05i,-0.0002812+0.00021439i
-0.0017766+0.00011456i,0.00022594+0.00036637i,0.0012963-0.00082452i,0.00066146-0.0016799i,-0.00039112-0.0010108i,-0.00021717-0.00043932i,-0.00036622-0.00051658i,-0.0002935-0.00061367i,0.00021523-0.00026374i,-0.00049567+0.00080182i,-0.0012088+0.0011087i,-0.00040488+0.00053659i,0.00043597-0.00026732i,0.00045058-0.00038432i,0.00030644+0.00017009i,0.00057029-0.00044952i,0.0007353-0.00057435i,0.00042153+4.4418e-05i,0.00026149-0.00015645i,8.4375e-05-0.00091744i,-0.0004473-0.00096469i,-0.0007428-0.00051184i,-0.00077134-0.00088243i
-0.00037992-0.00093183i,-0.00033372-0.0014276i,-0.00028102-0.0017003i,-0.00089127-0.00088287i,-0.0013059+0.00017094i,-0.0011393+0.00019306i,-0.0013279-0.00093655i,-0.00081229-0.00065476i,0.00011129+0.00047684i,0.00057644+0.00013432i,7.8139e-05-7.5468e-06i,-0.0006319+2.2916e-05i,-0.00038895-0.00017463i,-0.00038056-0.00027981i,-0.0012825-0.00021824i,-0.0011461+0.00011796i,-0.00034154+0.00020326i,0.00051011+0.0006055i,0.00078639+0.00085718i,0.00061978+0.0003909i,0.0005872-0.00092505i,-0.00030933-0.0018416i,-0.00039806-0.0014203i
6.1395e-05-0.0022774i,0.00080929-0.00061895i,0.00059937+0.00088598i,0.00028634+0.0012894i,0.00032582+0.0010199i,0.00052989+0.00019418i,0.00089266-0.0010357i,0.0013446-0.00099878i,0.0011804+0.0001775i,0.0008753+0.00053737i,5.9297e-05+0.00060679i,-5.0108e-05+0.00038118i,0.00020617-0.00018339i,0.00022515-0.0009068i,0.00084963-0.00068136i,0.00016018-0.0001988i,-0.00099205-0.00047492i,-0.00041611-0.0001896i,0.00031491+0.00056981i,0.00050313+0.00037594i,0.00066695-0.00021795i,-2.567e-05-0.00062373i,-0.00083089-0.000355i
0.0023455+2.1438e-05i,0.0032373-0.00018326i,0.0027185-0.00065348i,0.001647-0.0013797i,0.00016345-0.0010626i,-0.00024969+0.00010835i,-0.00016273+0.00086657i,2.7616e-05+0.00057092i,0.00024235+0.00053327i,0.00032476+0.00046489i,0.00036564-5.6811e-05i,-0.00030085-0.00048045i,-0.00044078-1.0603e-05i,-0.00017391+0.00029028i,-0.00014321+8.1271e-05i,-0.00024447+0.0004089i,0.0003348+0.00082557i,0.00034275+0.0011659i,5.0125e-05+0.00096715i,0.00023616+0.00062054i,-6.9397e-05+0.00038654i,0.00020894+0.00048002i,0.00043515+0.0010754i
-0.0013299+0.0022376i,-0.00020448+0.0024433i,0.00028566+0.0015524i,0.00014241+0.0012696i,0.00099603+0.0014815i,0.0012688+0.00083793i,0.00084763-0.00061201i,-0.00023728-0.0011801i,-0.00090076+3.8717e-05i,-0.00064549+0.0004455i,-0.00073592-0.0001308i,-0.00069635-0.00030778i,-0.00070848-0.00049899i,-0.0011287-0.0010317i,-0.0011533-0.0012226i,-0.00031364-0.00082128i,0.00023969+0.00014825i,-0.00017275+0.00058325i,-0.00041366+0.00025117i,-4.0583e-05-0.00027541i,-0.0006554-0.0011454i,-0.00082375-0.00070341i,-6.6979e-05+0.00024329i
-0.00040234-0.00084414i,-0.0011585-0.002022i,-0.0013512-0.0021813i,-0.00082967-0.00060435i,-0.00035096+0.0003413i,-0.00019528+0.00039011i,-0.00076016+0.00065468i,-0.00070221+0.00058695i,-5.6904e-06+1.5009e-05i,0.00046348-0.00018408i,0.00040146+0.00036653i,-0.00039817+0.0011241i,-0.00037036+0.00063682i,0.00026253+1.8454e-05i,-0.00028285-0.0003014i,-0.0005654-0.00030264i,-0.00037322+7.6806e-05i,-0.00072378-7.6298e-05i,-0.0010269-8.6414e-05i,-0.0011516-4.5673e-05i,-0.0011296+0.00025393i,-0.00087184+3.8319e-05i,3.2717e-05-0.00041443i
-0.0011616-0.0019197i,-0.00063445-0.00074259i,-0.00098985-0.001452i,-0.0012933-0.0017731i,-0.00093302-0.00069499i,0.00047829-0.00031541i,0.00081976-0.00044787i,9.2673e-05-0.00062647i,-0.00023764+0.00021154i,-8.8199e-06+0.0012923i,0.00087227+0.0011392i,0.0011481+0.00039436i,0.00058461+0.00025658i,0.00059046+0.0009073i,0.00092741+0.00094245i,0.00060685+0.00025402i,6.5061e-06-0.000455i,0.000972-0.00061757i,0.0018842-0.00043907i,0.0014645-0.0009018i,0.00067831-0.00033657i,-0.00043928+0.00069896i,-0.00055907+0.00035782i
0.0017727+0.00018856i,0.0024192+0.0009907i,0.0013573+0.00030682i,0.0010264-0.00053471i,0.0015714-0.00058499i,0.0015607-0.00075326i,0.0014451-0.0011146i,0.00076943-0.00086145i,0.00031042+0.00017185i,0.00045569-0.00010849i,0.00039718-0.0013078i,8.5594e-06-0.00072513i,-0.00022075+0.00013125i,-0.000229+0.00022166i,-0.00024123-0.00027478i,-0.00037948-0.00062821i,-7.163e-05-0.00084003i,0.0001233-0.00049885i,0.00065584-0.00024825i,0.0012008-0.00026071i,0.00015856+0.00030173i,-0.00086165+0.00015223i,-0.00061428-0.00038157i
-9.129e-05+0.0013764i,0.00077287+0.0013861i,0.00082517+0.0012046i,0.00049248+0.0015045i,0.00080081+0.0015326i,0.00039105+0.00075471i,-0.00026571-7.6813e-07i,-0.00056846-0.00018517i,-0.0009509-0.00046008i,-0.00088825-0.00055721i,-7.8803e-05-5.1387e-05i,-0.00015661-7.4604e-05i,-0.00050746-0.00045959i,0.00011628-0.0004578i,0.00031823-0.00051347i,-0.0002336-0.00015356i,-0.00048847-5.252e-05i,-0.00013062-0.00010033i,0.00030859+8.4006e-05i,0.0001115+0.00044656i,-0.00073072+0.00069603i,-0.0012263+0.00044622i,-5.6242e-05+8.2621e-05i
0.00035979-1.4529e-05i,-0.00094347+0.00027758i,-0.0015335+0.00019154i,-0.0019783-0.00051537i,-0.0025127-0.00074247i,-0.0018538-8.4627e-05i,-0.00090414-0.00035441i,-0.00078922-0.0013041i,-0.0008029-0.0013314i,-0.0007573-0.00025996i,-0.0012987+0.00041286i,-0.0012006+0.00069474i,-0.00069231+0.00096194i,-0.00022631+0.0010708i,-7.3554e-05+0.00050274i,-0.00029803-0.00030718i,0.0001449-0.00042852i,0.00072447+7.6769e-05i,0.00094118+0.00042873i,0.0010041-0.00015403i,0.00071992-0.00080889i,-0.00036963-0.0010733i,-0.00051306-0.0002111i
0.00052074+0.00066758i,0.0013609-0.00068099i,0.0015415-0.0012948i,0.00075102-0.0008028i,0.00035715-0.00042517i,3.0884e-05-0.00060173i,-0.0010041+8.2247e-05i,-0.00089013+0.00062235i,0.00017912+0.00057922i,0.00051639-4.2414e-05i,-0.00019165-0.0006099i,0.00021167-0.00056905i,0.00099128-0.00053218i,1.6381e-05+0.00020295i,-0.00057707+0.00010284i,-0.0004123-0.00011582i,-0.00076455+4.3735e-05i,-0.0013588-1.2256e-06i,-0.0011391-0.00035515i,-0.00070537-0.00097411i,-0.0005738-0.0012933i,-0.00031548-0.0004271i,0.0002212-0.00010275i
0.0013721-0.00097493i,0.001098-6.1165e-05i,-0.00015587+0.00025068i,-0.00051583+0.00027141i,0.0003696+0.0013071i,0.0010235+0.0019363i,0.0013938+0.0012773i,0.002011+0.00087119i,0.0016387+0.00075081i,0.00041401+0.00015208i,-6.8619e-06+0.00015376i,0.00058135-0.0005146i,0.00076329-0.00062982i,0.00096281+0.00030728i,0.00090689+0.00054029i,-4.7525e-05+5.6654e-05i,-0.00030749+0.00049707i,-0.00015247+0.0013135i,2.2179e-06+0.00093649i,8.8512e-05+0.00033709i,-0.00019207-8.9818e-05i,-0.0003739+1.7882e-05i,-0.00088217+2.678e-05i
0.0012183-0.0026455i,0.0010046-0.0026358i,0.0004664-0.0024376i,-0.00037998-0.00088909i,-0.0011288+0.00013995i,-0.00086358-0.0001181i,0.00013748-0.00093399i,0.0011509-0.0017345i,0.001222-0.0012187i,9.5034e-05-0.00045084i,-0.00083413-0.00015578i,-0.00092289-2.0333e-05i,-0.00045978+0.00024281i,-0.00031999+0.00065812i,-0.00044647+0.00017115i,-0.00026597-0.0013137i,-0.00052357-0.00094632i,-0.0010572+0.00014426i,-0.0013145-5.4473e-05i,-0.0012917-0.00018743i,-0.00080638+0.0001762i,-0.00059612-0.00024881i,-0.00092052-0.00088169i
0.0031286+0.0013873i,0.0028245+0.00051963i,0.0025109-0.00091199i,0.0013452-0.0013561i,-0.00068632-0.0011545i,-0.0019589-0.00023701i,-0.0016975-0.00038187i,-0.0012071-0.00072823i,-0.00077806-0.0010162i,0.00053482-0.00078489i,0.00054769+0.00022973i,-0.00022044+0.0012375i,-0.00015432+0.0019533i,0.00041414+0.0014597i,0.00033684+0.00048148i,-0.00020137+0.00025229i,-0.00085542-1.8193e-05i,-0.00072211-0.00047157i,-6.0539e-05-2.1186e-06i,0.00078433+0.00022139i,0.00080026+0.00091863i,-0.00027967+0.0013073i,-0.00020558+0.00073291i
0.0023689-0.00038049i,0.0027232-0.0015127i,0.0015802-0.0025485i,9.7605e-05-0.0016189i,-0.00033049+0.00012844i,-1.3846e-05+0.001246i,0.00011995+0.0012049i,-0.00014378+0.0012131i,-0.00031751+0.00061985i,-2.9967e-05-0.00040849i,0.00010883+0.000324i,7.7784e-06+0.00086382i,0.00033146+0.001241i,0.001408+0.0013752i,0.00097178+0.0012428i,-0.00052462+0.001021i,-0.00070243-0.00057923i,-0.00034413-0.0013733i,9.3047e-05-0.00099817i,0.0003391-0.0010702i,0.00063897-0.0010819i,0.00031634-0.00070193i,-0.00069435-0.00065645i
0.00092854+0.00033642i,0.00074077+0.0002009i,0.00038546-0.00095814i,0.00012423-0.0018472i,-0.00039287-0.00094304i,-0.0002935+0.00019256i,-2.7405e-05+7.3781e-05i,-0.00016044+0.00048065i,-5.6533e-05+0.0011561i,0.00031512+0.00053348i,0.00044358-0.00012618i,-0.00014915-0.00038135i,0.00031163-0.00033545i,0.00068668+8.427e-05i,0.00067493-0.00030605i,0.00052706-0.00041367i,-9.2424e-05-0.00031194i,-2.2693e-05-0.00049256i,0.00034632-0.0008079i,0.00046949-0.0017885i,0.00059619-0.0018733i,0.00044862-0.0014232i,-0.00019825-0.0010754i
-0.00016161-0.00068446i,-0.00028955-0.00089789i,-0.00057561-0.0006313i,-0.00045828+0.00021799i,-0.00086715+0.00058032i,-0.00108+9.261e-05i,-0.00048785-0.00030614i,0.00033542-0.00044152i,0.00019478-0.00025014i,0.00048218+2.5281e-05i,0.0010256-0.00027224i,0.00045415-1.0416e-05i,-0.00031964+0.00095234i,-0.0010692+0.0011987i,-0.0010229+0.00079404i,-0.00024164+0.00035045i,-7.4553e-05-0.00016402i,-0.00035696-0.00010127i,-0.00042584+0.0008211i,-0.00010526+0.0014251i,0.00017666+0.00097656i,-0.00028782+0.00039444i,-0.00047916+0.00043756i
0.00030369+0.00063581i,0.0013611+8.5245e-05i,0.0016577+0.00016668i,0.0010529+0.00015347i,0.001049+0.00016642i,0.0015007-0.00017933i,0.00068853-0.00081959i,-0.00028324-0.001285i,-0.00047135-0.00015628i,-0.00034134+0.00061991i,-0.0003955+0.00014062i,-0.00023442+0.00012384i,0.00062057-9.2642e-05i,0.00081285-0.0006029i,0.00016908-0.00085013i,-0.00042429-0.00088218i,-0.0002703-0.0011861i,8.8501e-05-0.00049286i,-0.00017011+0.00040399i,0.00033153+0.0006305i,0.00019654+0.00046557i,-6.1043e-05+0.00028169i,-0.00033562+0.0009132i
0.00073425-0.0012534i,0.00044932-0.00097625i,0.00046251-0.0014206i,-0.00080026-0.0014011i,-0.0015724-0.0013975i,-0.0014779-0.00065481i,-0.0014663+0.00022358i,-0.00087921+0.00036867i,-0.00039515+3.3067e-05i,-0.00055893-0.00023813i,-0.00042156+0.00042462i,-0.00023028+0.00071269i,0.00043183+0.00023168i,0.00063161+0.00056368i,0.00061739+0.0010271i,0.00045093+0.0010965i,0.00024294+0.00065246i,0.00050033+0.00013707i,0.00022897+0.00023917i,-0.00015092+0.00093896i,-0.00017613+0.00068574i,-0.00015617-0.00046339i,0.00044911-0.0002477i
0.0031049-0.0009497i,0.0022527-9.6544e-05i,0.0016974-0.00099443i,0.0010632-0.0020933i,-0.00019291-0.0023209i,-0.00099527-0.0015394i,-0.00015751-0.00070171i,0.00074623-0.00011643i,0.00054621+0.00020967i,0.00025331-0.00068439i,-0.00051284-0.0009061i,-0.0013864+0.00031988i,-0.00082353+0.00044142i,-3.6456e-06+0.00040212i,3.5941e-05+0.00027514i,-5.0809e-05-0.00084208i,-0.00048437-0.00065885i,0.00012944-0.00015068i,0.0010492-3.1555e-05i,0.0010696-8.3503e-05i,0.00079644+0.00017428i,-4.9277e-05+0.00072849i,-0.00055+0.00088683i
0.0025127-0.0003104i,0.0010025-0.0026542i,-0.00034916-0.0033606i,-0.00055571-0.0026657i,1.1828e-05-0.001019i,-2.1919e-05+0.00016641i,-0.00079946+0.00021371i,-0.00042296-0.00024173i,0.00066091-0.00022846i,0.00047166-0.00010141i,0.00048849+4.4377e-05i,0.0005175+0.00063526i,0.00015485+0.0010758i,-0.00013085+0.00079885i,-0.00059007+0.00032777i,-0.001164-0.00014727i,-0.0011133-0.00064866i,-0.00058823-0.00042532i,-6.1817e-05+0.00052095i,-0.00020965+0.0012917i,-0.00097123+0.0012233i,-0.00077532+0.00013753i,-0.00013193-0.0006968i
