-0.0005278+0.0011326i,6.9301e-05-6.9411e-06i,-0.0022562-0.00076194i,-0.0033681-0.00037935i,-0.0017031-0.00033026i,-0.00023576-0.00012989i,0.00079168+0.00074969i,0.001209+0.0010573i,0.00076205+0.00050948i,0.00059543+0.000622i,0.00077768+0.00067692i,0.001219-0.00017479i,0.00092317-0.00023865i,0.00012603-0.00023133i,0.00062612-0.00023243i,0.00091372+0.00032829i,0.00018936+0.00082097i,-6.5277e-05+0.00031293i,0.00051343-0.00012079i,0.00040894+0.000359i,0.00015214+0.00017301i,0.00049227+4.0145e-05i,0.00063132-4.2683e-06i
0.0014444-0.0020836i,0.00034159-0.0018512i,-0.0016303-0.0029002i,-0.0021941-0.0041625i,0.00050251-0.0060522i,0.0040571-0.0070895i,0.0028462-0.0065067i,-0.0010728-0.0052521i,-0.0031789-0.0043151i,-0.0024576-0.0029862i,-0.0008163-0.00153i,0.0016171+1.5723e-05i,0.0050883+0.00066899i,0.0070117+0.0010523i,0.0066083+0.00052178i,0.0051192-0.0004704i,0.002563-0.00061678i,0.0016236+0.00054814i,0.0016664+0.0012096i,0.0017561+0.00069025i,0.0024335+0.0010903i,0.0027509+0.00205i,0.0024037+0.0018417i
-0.00022982-0.00031236i,-0.00043141+0.00050268i,-0.001163-0.00088221i,-8.8196e-06-0.0016129i,0.00094144-0.0022803i,-0.00013325-0.0031003i,-0.0036329-0.0022987i,-0.0061438-0.0015005i,-0.0052842-0.0014725i,-0.0035112-0.0026909i,-0.0016889-0.0033438i,0.00020344-0.0012967i,0.0017475+0.0010675i,0.0022466+0.00042454i,0.00063683-0.0026204i,-0.0017419-0.0035758i,-0.0019435-0.0024792i,0.0007683-0.0012149i,0.0033659-0.00038051i,0.0026663-0.00034026i,0.00048629-0.001029i,-0.00050607-0.0019503i,-0.0017727-0.0024245i
0.00083217-0.0018151i,4.4636e-05-0.0017911i,-0.00054223-0.0019944i,-0.0018991-0.0009076i,-0.0039498-0.0023535i,-0.0039921-0.0049031i,-0.0029988-0.0045558i,-0.0033942-0.00018641i,-0.0036154+0.0030207i,-0.0016523+0.001411i,0.00042698-0.0022607i,0.00092152-0.0048001i,0.00048453-0.0060831i,0.0012068-0.0070754i,0.00073866-0.0064706i,-0.001311-0.0041095i,-0.0013332-0.0021726i,-0.00025012-0.0019832i,-0.00052395-0.0021978i,-0.00060069-0.0010958i,0.00084286-0.00057112i,0.00087694-0.0012511i,0.00066694-0.0009397i
0.00060679+0.0028607i,0.00046139+0.0027256i,0.0011453+0.00094955i,0.00053042+0.00059255i,-0.0010739+0.00066783i,-0.0017134+0.00071624i,-0.0016041+0.0012191i,-0.00026345+0.0029317i,0.0017233+0.0047818i,0.0042373+0.0040998i,0.0068453+0.0013548i,0.0075364-0.0013354i,0.005412-0.0013168i,0.0014217+0.0010776i,-0.0018012+0.0034071i,-0.0023081+0.0042724i,-0.002103+0.0029948i,-0.0029604+0.00025657i,-0.0033866-0.0013114i,-0.0023018-0.0010626i,-0.0015072-8.6595e-06i,-0.0019593+0.0012218i,-0.0024829+0.0019809i
0.0019001-0.0011908i,0.0017115-0.0017153i,0.0022719-0.0018743i,0.0026624-0.00057385i,0.0018053+0.0022378i,9.0648e-05+0.0027156i,-0.00047368+0.00027238i,0.00067146-0.00030431i,0.0017747+0.0025024i,0.0025593+0.0055643i,0.002342+0.0061591i,0.001083+0.0041462i,-2.4401e-05+0.0010626i,-0.0018097-0.0012264i,-0.0031914-0.00049712i,-0.002621+0.0013098i,-0.0019546+0.00093526i,-0.0019438+0.00061814i,-0.0015981+0.0024167i,-0.00075363+0.0028147i,-0.00014342+0.0011892i,-0.00010257+0.0005101i,0.00057261-0.00025112i
0.00068884+0.0037599i,0.00038544+0.0043375i,0.00092621+0.0042593i,0.0021072+0.0018094i,0.0044682-0.0017152i,0.0058259-0.0024115i,0.0030544-0.0017419i,-0.00066126-0.0023881i,-0.0014233-0.002363i,-0.00075001-0.00076497i,-0.0007043+0.00074272i,0.0010249+0.0016066i,0.0050675+0.0014176i,0.0086456+2.5313e-05i,0.0092258-0.0016411i,0.0072923-0.0018233i,0.0039532-0.0012679i,0.0010493-0.0005949i,1.2591e-05+0.00028635i,0.00011721+0.0014929i,0.00099701+0.0018869i,0.0016667+0.0013071i,0.00095134+0.00024349i
0.0018926-0.0007037i,0.0011836-0.001236i,0.0019819-0.0015091i,0.0032412-0.0014242i,0.0047778-0.0011846i,0.004147-0.0022095i,-0.00032394-0.0033172i,-0.0038678-0.0029669i,-0.0036609-0.0022704i,-0.0014639-0.0016756i,-0.00014835+0.00017825i,0.00011007+0.0033184i,-0.00014738+0.0048115i,0.00042052+0.0033699i,0.00091076+0.0010629i,0.0003653-0.00031941i,4.1774e-05+0.00019442i,0.00066905+0.0021749i,0.0020133+0.0023144i,0.002489+0.0014728i,0.001315+0.00068109i,0.00033153-0.00045993i,-0.00061661-0.001404i
0.0031363+7.6364e-05i,0.0040587+0.0011368i,0.0040041-0.00054441i,0.0019376-0.003105i,-0.00099745-0.0050832i,-0.0014388-0.0060179i,-0.00066517-0.0053593i,-0.0018241-0.0029066i,-0.0030835-0.0013899i,-0.0024767-0.0021765i,-0.0021921-0.0034735i,-0.0021907-0.0045489i,-0.0016363-0.00504i,-0.0013198-0.0053892i,-0.0017488-0.0053826i,-0.00176-0.0032874i,-0.00041878-0.00062194i,0.0008161+0.00053227i,-2.2964e-05-1.1959e-05i,-0.00042357-0.00042218i,0.00074225-0.00022722i,0.00076367-0.00085174i,-0.00038097-0.0011349i
-0.0028554-6.4652e-05i,-0.0046337+0.00047953i,-0.0064978-3.4514e-05i,-0.0053542-0.00078377i,-0.0027091-0.0024347i,-0.0023974-0.0038199i,-0.0029291-0.002734i,-0.0028627-5.2491e-05i,-0.0025543+0.000866i,-3.6691e-05-0.0003395i,0.0032823-0.0032709i,0.0050447-0.0053046i,0.0048608-0.0042512i,0.0015284-0.0021701i,-0.0017004+0.00046029i,-0.002159+0.0024335i,-0.00024667+0.00076764i,0.0013912-0.0017355i,0.00067377-0.0024719i,-0.0005651-0.0021719i,-0.00037175-0.0015668i,-0.00056078-0.00076677i,-0.001607+0.00023879i
-0.00086019-0.0029789i,0.00018941-0.0029466i,-7.4948e-06-0.0020528i,-0.00068823+0.00095035i,-0.0027376+0.0030057i,-0.0042033+0.0017067i,-0.0032852+0.00015277i,-0.0012065+0.0002415i,0.0010204+0.0019167i,0.002778+0.0039746i,0.0040582+0.0037969i,0.0040384+0.0019536i,0.0022503-0.00063041i,4.6926e-05-0.0029813i,-0.0020542-0.0023992i,-0.0020015-0.001322i,-0.00042168-0.0023639i,-0.00081453-0.0033412i,-0.0014312-0.0023792i,-0.001511-0.00052219i,-0.0014565-0.00017795i,-0.0010241+3.8349e-05i,-0.00080709+0.00093671i
0.0023376-0.0022851i,0.004347-0.00046904i,0.0044211-0.0017282i,0.0014573-0.0017052i,-0.00091869-0.00034574i,-0.0011095+0.00066784i,-0.0010227+0.00060735i,-0.0010043+0.00010948i,-0.00012876+0.0012941i,0.0012453+0.0032312i,0.0010737+0.0029959i,0.0022144+0.0010375i,0.0055166-0.00038626i,0.0083009-0.0010858i,0.0087162-0.0012824i,0.0061105-0.0017438i,0.0025323-0.002393i,-5.6375e-05-0.0017285i,-0.0010657-0.00021078i,-0.00060402+7.2794e-05i,-0.00071284-0.0010023i,-0.00087637-0.001292i,-0.00037695-0.00049036i
0.010771-0.017252i,0.014065-0.016676i,0.01395-0.022926i,0.0071425-0.018187i,0.00091852-0.0084901i,-0.0026844+7.0448e-05i,-0.0018533+0.0020741i,-0.00099253-0.00074772i,-0.00048258-0.0023282i,-0.001139-0.0027249i,-0.0031807-0.00019251i,-0.0036231+0.003087i,-0.0028156+0.0043263i,-0.0027492+0.0037752i,-0.0024154+0.0024647i,-0.0014939+0.0015541i,-0.0014764+0.0015047i,-0.0012753+0.0026417i,-0.0005251+0.0032498i,0.0004822+0.0015047i,0.00090807+1.4065e-05i,0.00075064+0.00014552i,0.00014287-0.00019541i
-0.004486+0.0024253i,-0.005581+0.0022888i,-0.006232+0.0044297i,-0.0033027+0.0031322i,0.0015811-0.00036347i,0.0046753-0.0029969i,0.0019621-0.0031339i,-0.0020512-0.0014046i,-0.002243+2.7729e-05i,-0.0014289+0.00040502i,-0.0019356-0.00016226i,-0.001953-6.196e-05i,-0.0023311+0.00025723i,-0.0026246-0.00048285i,-0.0016349-0.0011037i,-0.0015692-1.4977e-05i,-0.0018625+0.0024812i,-0.00081719+0.0034546i,0.00057717+0.0013233i,2.6528e-05-7.5858e-05i,-0.0013+0.00021889i,-0.0012515+8.6735e-05i,-0.0014784-0.00035486i
0.00091137+0.0021106i,0.002298+0.0016644i,0.0023025+0.0014951i,0.0016492-0.00059401i,0.0025565-0.0029297i,0.003983-0.0038396i,0.0025158-0.0033894i,-0.00025321-0.0012775i,-0.0012668-0.00065085i,-0.0012117-0.002326i,-8.1753e-05-0.0033659i,0.00244-0.0040779i,0.0026641-0.0042231i,-0.00018188-0.0022419i,-0.0020721+0.0011591i,-0.0015471+0.002512i,0.0008572+0.0019633i,0.0021014+0.0013956i,0.00075418+0.0007607i,0.00032333-0.00028851i,0.0012348-0.001201i,0.0018325-0.0011407i,0.001146-0.00014834i
-0.0026344+0.0026506i,-0.0038813+0.0036779i,-0.003352+0.0042768i,-0.0018184+0.0033526i,-0.0018781+0.0008649i,-0.0031465-0.0033788i,-0.0042462-0.0048164i,-0.0038307-0.0021591i,-0.002061+0.001431i,0.00060668+0.0023289i,0.0033672+0.0016506i,0.0046633-0.00036737i,0.0044171-0.0039535i,0.0032924-0.0059116i,0.0019502-0.0048376i,0.0016542-0.0025451i,0.0020109-0.0022125i,0.0018959-0.0036327i,0.00068355-0.0038094i,-0.00034622-0.0019234i,-0.00018047-0.00060461i,-0.00020465-8.1634e-06i,-0.00033347+0.00057701i
-0.0024771-0.0030828i,-0.0035688-0.0040104i,-0.0035563-0.003246i,-0.0024942-0.00075227i,-0.0021497+0.0013697i,-0.0022259+0.0017321i,-0.0024331+0.0013982i,-0.0019279+0.0020291i,-0.00050135+0.0038784i,0.0022034+0.0048777i,0.0041637+0.0036997i,0.0045565+0.0023029i,0.005748+0.00075011i,0.0077258-0.0012832i,0.0081518-0.0025681i,0.007486-0.0038422i,0.0043329-0.0047691i,0.00078943-0.0041223i,-0.0010864-0.002212i,-0.0016288-0.00096696i,-0.00059943-0.00057744i,-0.00073608-0.00067472i,3.8934e-05-0.00094493i
-0.0004385-0.00029756i,7.9528e-05+0.00053373i,-0.00041413+0.00045114i,3.5538e-06+0.00074819i,0.0007133+0.0027776i,5.4214e-05+0.0035978i,-0.0012838+0.0016405i,-0.0018377+0.00036139i,-0.0012713+0.0012689i,-0.00012477+0.0023856i,0.00060424+0.0028294i,0.00030821+0.0036726i,0.00032881+0.0034604i,-0.00079858+0.0025348i,-0.0021083+0.0012927i,-0.0021095-1.7689e-05i,-0.002271-0.00053117i,-0.0030613-0.00018655i,-0.002023+0.00025982i,-0.0005439+0.00086876i,0.0002937+0.0012039i,0.0014763+0.00059812i,0.0012459-0.00019045i
-4.8578e-05+0.00056146i,0.00015432+0.001168i,0.00078036+0.0018863i,0.0019619+0.0023458i,0.0034817+0.0004147i,0.0044647-0.0006577i,0.0030887-4.3377e-05i,-0.00011527-0.00010086i,-0.0016731+0.0001039i,-0.0014097+0.00074888i,-0.0023633+0.0010575i,-0.0038691+0.0014268i,-0.0043667+0.0013957i,-0.0035811+0.00033709i,-0.0031259-0.00015496i,-0.0045397+0.00070848i,-0.0056429+0.0023194i,-0.0040201+0.0030482i,-0.0015695+0.0018462i,-0.00095558+0.001108i,-0.0010547+0.0014693i,-0.00089558+0.0010131i,-0.00075633-0.00082915i
0.0023735+0.0016084i,0.0018633+0.0014492i,0.0024764+0.0010181i,0.0029586-0.00057854i,0.0039285-0.0021896i,0.0046305-0.0029934i,0.003586-0.001535i,0.0013885+0.00028655i,-0.00029873+0.00068702i,-0.0016955-0.00017904i,-0.0016004-0.0013316i,-0.00053477-0.002459i,2.3611e-05-0.0029584i,-0.0011478-0.00078684i,-0.0025428+0.0024057i,-0.0021651+0.0039973i,-0.0011584+0.0041616i,-7.9069e-05+0.004067i,1.6601e-05+0.0030093i,-1.135e-05+0.0012275i,0.0007713+0.00047022i,0.001584+0.00010105i,0.0013597-0.00045393i
-0.0002403-0.00055119i,-0.0010201-0.00065241i,-0.0012332-0.0011146i,-0.00076833-0.0019885i,-0.0012386-0.0039236i,-0.00086121-0.0066719i,-0.00057271-0.0074779i,-0.0015908-0.005015i,-0.0015599-0.0021132i,-0.00022297-0.0011212i,0.0015967-0.0012891i,0.0037722-0.0013647i,0.0049194-0.0024475i,0.0037204-0.0043323i,0.0017992-0.0050147i,0.0018336-0.0027494i,0.0034941-0.0007868i,0.0033276-0.0011237i,0.0022525-0.00074746i,0.0013572+0.00030032i,0.00067332+0.00076956i,0.00048634+0.00071399i,-1.5642e-05+0.00043651i
-0.0016036-0.00048668i,-0.0013685+0.00051074i,-0.00076889+0.00022557i,-0.0011226+0.00035019i,-0.0017506+0.00033447i,-0.002169-0.0010883i,-0.0031648-0.0023273i,-0.0042313-0.0014888i,-0.0035727+0.00042171i,-0.00042787+0.00092575i,0.0021538+0.00088413i,0.0031118+0.0015932i,0.0046865+0.0017272i,0.0070648-0.00024471i,0.0083446-0.0026774i,0.0080379-0.0035852i,0.0072828-0.0045945i,0.0056537-0.0043754i,0.0030702-0.0027692i,0.0016169-0.0022752i,0.0010857-0.0020899i,0.00028136-0.0015753i,-0.00018856-0.0014658i
0.00038888-8.6836e-05i,0.00025225-0.0011163i,-0.0003515-0.0025362i,-1.2814e-05-0.002153i,-0.00024947-0.00056694i,-0.0014545+0.00028469i,-0.0026766-0.00062797i,-0.0029393-2.2439e-05i,-0.0011693+0.0026418i,0.0014793+0.0034607i,0.0031952+0.0024714i,0.0027882+0.001907i,0.0024167+0.0018573i,0.00069798+0.0014575i,-0.0017598-0.00039192i,-0.0022948-0.0022171i,-0.0024127-0.0025292i,-0.0022955-0.0022638i,-0.0011815-0.0015893i,0.00010032-0.0005193i,0.000756+0.00056456i,0.00047623+0.0008964i,-0.00026865+0.00035673i
0.0018293+0.0016388i,0.00071494+0.0026151i,0.00081956+0.0024731i,0.0018072+0.0010044i,0.0020423+0.0008199i,0.0015878+0.0011019i,0.0010996+0.00097137i,0.0004273+0.001659i,9.4137e-05+0.002466i,0.00018127+0.0024366i,-0.00039091+0.0019965i,-0.0013682+0.0016247i,-0.001644+0.0010872i,-0.0017962-5.2922e-05i,-0.0027172-0.00058532i,-0.0042278-0.00016025i,-0.0061565-0.00040856i,-0.0056199-0.00063397i,-0.0031321+0.00015492i,-0.0018824+0.00018978i,-0.0012786+9.7506e-05i,-0.0012238+0.00057287i,-0.0006493+0.00055024i
-0.0001246+3.218e-05i,-0.00075694+0.00018417i,-3.8191e-05+0.00034432i,0.0012318-0.00013424i,0.002307-0.00083864i,0.0027315-0.00084591i,0.0015814-0.00096463i,0.0002358-0.0012355i,-5.7088e-05+0.00045207i,-0.00069315+0.0010834i,-0.0012147-0.00082999i,-0.00039512-0.0019055i,-0.0006111-0.0015448i,-0.0019897+0.00044711i,-0.0028196+0.0039492i,-0.0025435+0.0063893i,-0.0021632+0.0063255i,-0.0018336+0.0044147i,-0.00090787+0.0024198i,-3.8346e-05+0.0011656i,0.0007072+0.00071423i,0.00066071+0.00094247i,0.00015591-0.00022822i
-0.0028958-5.0567e-05i,-0.0035082-0.0008154i,-0.0028669-0.00025446i,-0.0012044+0.00048328i,0.0010929-0.00014325i,0.0027106-0.0024824i,0.002001-0.0028031i,-0.00055933-0.0021417i,-0.001693-0.00084i,-0.0015169-0.00033776i,-0.00018853-0.00022011i,0.0029922-0.00023632i,0.0046748-0.0022258i,0.0035153-0.0034587i,0.0024205-0.0027345i,0.0029446-0.0011075i,0.0039178+0.0012178i,0.0044134+0.0020757i,0.0030068+0.0015102i,0.0013137+0.00080746i,0.00095054+0.00049014i,0.00070653+0.00045522i,-3.6832e-05+0.00029868i
-0.0018112+0.0019413i,-0.0012531+0.0027938i,-0.0016122+0.0029012i,-0.00086441+0.0016023i,0.00067231-0.00071886i,0.0007856-0.0031373i,-0.0010311-0.0042511i,-0.0023814-0.0030806i,-0.0021821-0.0010388i,-0.0011238-5.9443e-05i,0.00019089+0.0004689i,0.0021839+0.00094199i,0.0042906+0.00097535i,0.0055007+0.00026693i,0.0062077-0.00062791i,0.0068297-0.0010605i,0.0065705-0.0016151i,0.0053514-0.0025467i,0.0036528-0.0027227i,0.0021521-0.0020009i,0.0019938-0.0018679i,0.0016693-0.0015975i,0.0004834-0.00037421i
0.0012636+0.0010465i,0.0001826+0.00062519i,0.0013288-0.00018437i,0.0024194-0.00053838i,0.0017354-0.0010353i,-0.0010444-0.0016222i,-0.0026632-0.00081167i,-0.0033963-0.00010337i,-0.0026467+0.00037573i,-7.6753e-05+0.00054214i,0.0021374+0.00013223i,0.0030449+0.00072469i,0.0030238+0.0020725i,0.0013413+0.0016701i,-0.00048948-0.0011513i,-0.0012289-0.0034957i,-0.0014712-0.0040568i,-0.0014487-0.0028063i,-0.00079257-0.00077545i,-0.00012944+0.00045072i,0.00058829+0.00048969i,0.0008063-0.00096309i,7.8205e-05-0.0020195i
0.00046645+0.0018968i,0.00010945+0.0022686i,-0.0010414+0.0023321i,-0.0015086+0.00065339i,-0.00035061-0.00026769i,-0.00056982-0.00068325i,-0.00217-0.00078649i,-0.0024422+0.00086017i,-0.0010383+0.0028238i,0.0012882+0.0027536i,0.0013187+0.0018576i,-0.00012514+0.001465i,-0.00027611+0.0010945i,-0.00073042+0.0002972i,-0.0014725-0.00024245i,-0.0034664-0.0013582i,-0.005311-0.0029023i,-0.0043212-0.0023357i,-0.0027115-0.00084933i,-0.0021249-0.00039489i,-0.001574-0.00085998i,-0.0011243-0.0011917i,-0.0010255-0.00086993i
0.0012427+0.0034817i,0.0015381+0.0036933i,0.002302+0.0042281i,0.0036329+0.0036429i,0.0038834+0.0024442i,0.0029055+0.001119i,0.00068934+0.00077372i,-0.00054097+0.0012344i,0.00034466+0.0019115i,0.00078945+0.0015997i,0.00042285-0.00062291i,-4.1875e-05-0.002185i,-0.001053-0.0020445i,-0.0019389-0.00018351i,-0.002266+0.0023435i,-0.0029609+0.0041215i,-0.0039043+0.0041831i,-0.0035437+0.0030014i,-0.0014476+0.0013072i,4.1582e-05+0.00013871i,0.00035489+2.5606e-05i,0.00011136+0.00036533i,-0.00017375+0.00086733i
-0.0024778-0.00024743i,-0.002641-0.0010086i,-0.0017422-0.00079316i,-0.00021818-6.6765e-05i,0.0019742-3.3834e-05i,0.0031856-0.00068226i,0.002461-0.00087165i,0.0004307-0.00082487i,-0.00065869+8.1706e-05i,-4.0425e-05+0.0017323i,0.00021051+0.0019837i,0.0011337+0.00024876i,0.0019017-0.0025175i,0.0016263-0.0037962i,0.0014502-0.0020897i,0.0017586+0.00070615i,0.0015469+0.0019911i,0.0010902+0.0012886i,0.00085559+0.00068136i,0.00013714+0.00082626i,-3.9185e-05+0.00097376i,-8.348e-05+0.00061i,-9.778e-05+8.156e-06i
0.00079655-0.0031564i,0.00068706-0.0029773i,0.00015469-0.003366i,0.0011181-0.0043283i,0.0024464-0.004712i,0.0024424-0.0041994i,0.0013011-0.0036313i,-0.00084599-0.0031921i,-0.0020768-0.0019019i,-0.0012441-0.0003453i,1.0891e-05+0.00018355i,0.0014592+0.00019984i,0.0046092+0.00028944i,0.0068875+0.00022086i,0.0061294+0.00035595i,0.0055794+0.00093871i,0.0055038+0.00057119i,0.0039835-9.5887e-05i,0.0021484-0.00067056i,0.0021022-0.00059875i,0.0016891+1.2375e-05i,0.00034969+8.6129e-05i,-0.00079261-0.00040919i
0.0012586+0.0039394i,0.0019398+0.0053894i,0.0020612+0.0054039i,0.00089207+0.0036428i,-0.00016127+0.0012392i,-0.00079079-0.0019717i,-0.0021852-0.0041058i,-0.0034926-0.0030466i,-0.0022879-0.00091134i,-0.00024905-4.4519e-05i,0.0015355+0.00054748i,0.0032697+0.0018462i,0.0035848+0.00274i,0.0024978+0.001683i,0.0010789-0.00060255i,0.00069572-0.0025495i,0.0013704-0.0032428i,0.0013147-0.0027257i,0.00088589-0.0016584i,0.0015239-0.00044503i,0.0017979+0.00015762i,0.00082184-0.00053562i,-0.00037552-0.00099064i
0.0010738-0.00049822i,0.0016847+0.00060578i,0.0012175-0.00086817i,0.00035668-0.0022703i,-1.5014e-05-0.001945i,-0.00106-0.00084392i,-0.0015566+3.0534e-05i,-0.0013489+0.0017148i,-0.00071231+0.0030043i,5.1676e-05+0.0030025i,0.00026965+0.0016672i,1.7926e-05+0.00075474i,0.00052003-2.2955e-05i,0.00071802-0.0013786i,-0.00045567-0.0026317i,-0.0018074-0.0035801i,-0.0023605-0.0034194i,-0.0021991-0.0028256i,-0.0016853-0.0019626i,-0.0014412-0.0014851i,-0.0010404-0.0014376i,-0.00016661-0.00078211i,0.00040323+0.00033074i
-0.0021046+0.00031406i,-0.0022207+0.00021482i,-0.0028611+0.00035712i,-0.0021494+0.0014096i,-0.0011132+0.0022479i,-0.00067841+0.00082729i,-0.0006956-0.00079439i,-0.0007484+0.0005773i,0.00043807+0.0020248i,0.0019992+0.0013303i,0.0032823-0.00010302i,0.0032293-0.0015161i,0.001601-0.0019091i,-0.00050201-0.00057919i,-0.0025886+0.0013296i,-0.0037118+0.0027064i,-0.0040734+0.0024151i,-0.0033187+0.0014315i,-0.0012081+0.00049911i,0.00040546-0.00025053i,0.00028308-0.00083558i,-0.00062977-0.00045886i,-0.0012311-0.00011104i
-0.0010763-0.0014722i,-0.00057881-0.0010759i,-0.0011361-0.0013235i,-0.00051936-0.00092542i,0.0011018-0.00019541i,0.0017191-0.00025123i,0.0014703-0.00047333i,0.00043636+0.00040487i,-0.00025429+0.0006381i,0.00033628+0.00047265i,0.00096122-0.00012855i,0.0016834-0.0021065i,0.0015465-0.0036838i,0.00020472-0.0038763i,-0.00039361-0.0018339i,-0.00044115+0.00072613i,-0.0017046+0.0018989i,-0.0028155+0.00073344i,-0.002675-2.2668e-05i,-0.0014059+0.00091602i,-0.00065192+0.0013768i,-0.00028231+0.0013984i,0.00022777+0.00044339i
0.0018384-0.0013506i,0.0022155-0.0023835i,0.0024035-0.003559i,0.0029287-0.0037113i,0.0028073-0.0018864i,0.00089063+2.3188e-05i,-0.00045463-0.00054818i,-0.0005649-0.0020744i,-0.00063252-0.0011935i,-0.0011428-0.00031549i,-0.00028641-0.0001238i,0.0013302+0.00026465i,0.0032988+0.00072026i,0.0042633+0.00072332i,0.0044592+0.00071965i,0.0043673+0.0017182i,0.0037643+0.0024063i,0.0032307+0.001229i,0.0022146+0.00039516i,0.0011633+0.00044995i,0.00028504+0.00025136i,-0.00038851+0.00043284i,-5.2519e-06+2.2671e-05i
0.0016473-0.0013028i,0.0012062-0.0021472i,-0.00036445-0.0017152i,-0.0021667-0.00097468i,-0.0018126-0.0014904i,-0.00018378-0.0023729i,-4.3114e-05-0.0033317i,-0.0019385-0.0028178i,-0.0028065-0.0011828i,-0.0023595+0.00069285i,-0.001721+0.0014493i,-0.00065407+0.0020362i,0.00027824+0.001871i,0.00059675+0.0012264i,0.00044212+0.00010696i,0.0008667-0.00077964i,0.0022341-0.00075339i,0.0024514-0.00034342i,0.0012996+0.00065089i,0.0015792+0.0017493i,0.0010352+0.0013477i,-0.00070817+0.00013542i,-0.0014813-0.00054379i
0.0023756-0.00096139i,0.0033583-0.00025904i,0.0029736-0.0010068i,0.0019779-0.0013051i,0.00094072-0.00039326i,-0.00033556-0.00019904i,-0.0017182-0.00014049i,-0.0032053+0.00074629i,-0.0031523+0.0011036i,-0.0015986+0.00061354i,-0.00084022-2.391e-05i,0.00029305-0.00067499i,0.0021416-0.001044i,0.0021347-0.00148i,0.0006475-0.0021818i,-8.8506e-05-0.0033036i,-5.0885e-05-0.0041973i,0.00025968-0.0036701i,0.00064806-0.0021513i,0.00076674-0.0008251i,0.0004036-0.00021709i,0.00016042-0.00024521i,-8.3328e-05-0.00022458i
-0.0014752+3.0399e-05i,-0.001281-0.00061311i,-0.00057104-0.0010258i,0.00029774-0.0014829i,0.0004954-0.0016522i,-0.00033014-0.0010626i,-0.0013665-0.00076188i,-0.0021281+0.00038254i,-0.0018454+0.0016385i,0.00039765+0.0014043i,0.0021692+0.0002064i,0.0011294-0.00064646i,-9.6625e-05-0.00086225i,0.00058624-0.00084176i,0.00013443-0.00064657i,-0.0014469-0.0004683i,-0.0025459-0.00062441i,-0.0015351+5.3821e-05i,-0.00025823+4.4346e-05i,-0.0001433-0.00051245i,0.00015621+1.8962e-05i,0.00044621+0.00029752i,0.00035315+0.00039628i
-0.0030241-0.0043281i,-0.0041988-0.0040106i,-0.0055215-0.0041309i,-0.0048017-0.0013816i,-0.002767+0.0012914i,-0.00044588+0.0004227i,7.4999e-05-0.00056553i,-0.0010074+0.00012205i,-0.0004281+0.0010886i,0.0011064+0.0012278i,0.0017749-0.00010302i,0.0025208-0.002383i,0.0022627-0.0035938i,0.00026276-0.0029498i,-0.00096817-0.00075801i,-0.0014677+0.0013784i,-0.0017461+0.0016464i,-0.0017949+0.00075596i,-0.0013892-0.00021938i,-0.00051153-0.0010672i,-0.00019813-0.0008729i,-0.00057899-0.00018906i,-2.1949e-05-0.00028152i
0.00015987-0.001334i,0.00053766-0.00031352i,0.0010796+2.1001e-05i,0.00097104-0.00070781i,0.00030859-0.00091923i,-0.00019566-0.00054393i,-0.00047498-0.00036181i,-0.0010107+0.00016663i,-0.00095041+0.00022694i,0.00018025-3.9954e-05i,0.0020571+0.00023238i,0.0035685+0.0014489i,0.0043226+0.00116i,0.0044387+0.00034399i,0.003435+0.0010985i,0.0030133+0.0015282i,0.0023079+0.0015013i,0.00096438+0.00084453i,0.0002916+8.4881e-05i,-0.00028176+0.00098628i,9.8144e-05+0.0014715i,0.00051862+0.00061672i,0.00011809+0.00033154i
-0.00056744+4.4274e-05i,-0.00089159+0.00074579i,-0.0010396+0.0013021i,0.00030757+0.0018293i,0.0021427+0.0006131i,0.0025789+3.4215e-05i,0.0010924-0.00039887i,-0.00015632-0.0016009i,-0.00054641-0.00084905i,-0.0012409+0.00089476i,-0.0021379+0.0015765i,-0.0014948+0.0022471i,-0.00058064+0.0022749i,6.1106e-05+0.0015458i,0.0011672+0.0014634i,0.0021348+0.0007872i,0.0028723+0.00071261i,0.0022784+0.0013617i,0.00077097+0.00101i,0.00084529+0.00086055i,0.00065654+0.00073716i,-0.00032718+8.5943e-05i,-0.00059537-0.00040844i
0.00087312-0.0022335i,5.9419e-05-0.0031567i,-0.00061323-0.0030845i,-0.0016322-0.0019737i,-0.0013962-0.0020197i,-0.00043874-0.0027441i,-0.00080769-0.0025521i,-0.0020412-0.00023725i,-0.0027232+0.001451i,-0.0017829+0.0010928i,-0.00077313+7.167e-05i,0.00032022-0.00060515i,0.0017762-0.00056115i,0.0019079-0.00074567i,9.1352e-05-0.0011622i,-0.0011928-0.0019441i,-0.00023009-0.0022932i,0.0010208-0.0011305i,0.0010846-0.00028491i,0.0012165+0.00024881i,0.0017259+0.00057096i,0.00084926-5.4803e-05i,0.0002629-0.00026898i
