0.00051642+9.1668e-05i,0.00041183-0.00074838i,-0.00036105-0.0018024i,-0.00090814-0.0028372i,-0.0014696-0.0019187i,-0.0023873+4.855e-05i,-0.0020799+0.00093909i,-0.0010371+0.0011351i,0.00010427+0.00049977i,0.0005226-0.00025153i,0.00024383-0.0004665i,0.00016783-0.00029657i,-6.0823e-05+2.6541e-05i,0.00037025+2.9293e-05i,0.00079161-0.00023607i,0.00046514-0.00023863i,-0.0001643-0.00022063i,-0.00070339-0.00022826i,-0.00014003+0.00022986i,6.6287e-05+0.00058805i,-0.00095558+0.00059998i,-0.00094269+6.3161e-06i,-0.00035048-0.00029254i
-0.00078708-0.0013226i,-8.1095e-05-8.3439e-05i,0.00041148+0.00019649i,-0.0007882+7.0141e-05i,-0.0010176-0.00021391i,0.0011215-0.00054493i,0.0014995-0.00050346i,0.00028682-0.00085167i,-7.3722e-05-0.0012416i,0.00051131-0.0011751i,0.0001932-0.00064234i,6.6203e-05+0.00016117i,0.00013613+0.0001345i,1.9354e-06-0.00019125i,0.00014258-0.00022824i,6.0584e-05-3.0353e-05i,0.00014273+0.0005238i,0.00039521+0.00023471i,0.00025746-0.00072613i,-1.4804e-06-0.00045812i,-0.0002078+0.00044389i,0.00029866-4.3467e-05i,7.5942e-05-0.00013856i
0.00050633+0.000822i,0.00068921+0.00095003i,0.0017328+0.0011416i,0.0010471+4.7192e-06i,-5.9465e-06-0.001275i,0.00031315-0.00070441i,0.00063544+2.2331e-05i,0.00049347-6.7468e-05i,9.0649e-05+0.00030467i,-0.00019775+0.00036949i,-0.00066496-0.000192i,-0.0008766-0.00041224i,-0.00019687-0.00039484i,-5.2598e-05-0.00034052i,-0.00048083-0.00040828i,-0.00096079-0.00032082i,-0.00037222-2.1091e-05i,0.00043622-1.5185e-05i,0.00072409+0.00010622i,0.00058264+0.00057263i,2.3072e-05+0.00092164i,-0.00022798+0.00042002i,0.00017261+5.9046e-05i
0.0026522+0.00078004i,0.0027424+0.00011248i,0.0031722-0.00096975i,0.0032359-0.0015637i,0.0022737-0.00062073i,0.00034936-0.00013883i,-0.00034146-0.00024753i,-0.00017505+0.00029944i,0.00015184+0.00069223i,0.00050939+0.00014179i,0.00015082-0.00069717i,-0.00031112-0.00074493i,-0.00027539-0.00058674i,-0.00093734+0.00032033i,-0.00084397+0.00072099i,9.601e-05+0.00014133i,0.00042699-5.8013e-06i,-0.00014296-0.00022409i,-0.00084443-0.00035727i,-0.00073934+6.8455e-05i,-0.00051635+0.00037713i,-0.00022785+0.00068653i,0.00019826+0.00064829i
-0.0014705+0.00036265i,-0.0017081+0.00023615i,-0.00093748+0.00012438i,0.00039731+1.3373e-05i,0.00018975+0.00045228i,-0.00064242+0.00078368i,-0.00044434+0.00067125i,-0.0003299+0.00031032i,-4.9481e-07+0.00042597i,0.00024354+0.0005206i,-4.2446e-05+0.0010498i,3.5594e-05+0.0015217i,0.00041215+0.00047475i,0.0003207-6.706e-05i,0.00042569-0.00023927i,-0.000145-0.00010996i,-0.00098249+0.0004619i,-0.0004222+0.00013936i,0.00031146-0.00027206i,0.00039592-0.00054932i,8.7891e-06-0.00035739i,-0.00064851-0.00059108i,-0.00097041-0.00085776i
-0.00032871-0.0012324i,-0.00014063-0.0016442i,0.00040331-0.0019901i,0.00014598-0.0016734i,-0.00036812-0.0012298i,-0.00041971-0.00014416i,-0.00018813+0.0010422i,0.00021821+0.0008707i,0.00077375-0.00022316i,0.0011689-0.0006262i,0.00099506-0.00057736i,0.00071828-0.00045207i,0.00052054+0.00010018i,0.00029185+0.00019765i,-6.5906e-05-9.8723e-05i,-0.00039806-0.0005293i,-0.0008802-0.00096122i,-0.00089103-0.00044571i,-0.00046835-0.00024449i,-0.00028436-0.00014749i,0.00046511+0.00011209i,0.00082966-0.0003341i,-7.5645e-06-0.00032366i
6.6358e-05-4.7269e-05i,0.0011355+0.00058273i,0.0013549+0.0010585i,0.00041343+0.0015701i,-0.00037044+0.0013662i,0.00061091+0.0005377i,0.00097795+0.00025481i,0.00016259+0.0007249i,-0.0005185+0.00041068i,-0.00041751-4.4838e-05i,0.00035934+8.8307e-05i,0.0003668+0.00017172i,0.00067342-0.00045312i,0.00062629-0.00062529i,-0.00010492+0.0001255i,-5.1546e-05+0.00012836i,-8.291e-05-0.0005488i,-0.00024819-0.0006299i,-0.00040549-0.00090964i,-0.00041804-0.00087233i,-0.00042365-0.00046555i,-0.00017722-0.00020214i,7.2058e-05+0.00046681i
0.00015404+0.00034459i,6.168e-06-0.00082194i,-0.000974-0.0022599i,-0.002127-0.001337i,-0.0017694+0.00039871i,-0.00067273+0.00047957i,0.00054055-0.0002152i,0.00051717-0.00013712i,-0.00015973+0.0005784i,-0.0006152+0.00072386i,-0.00080496+0.00077028i,-0.00015345+0.00039352i,4.4568e-05-0.00058088i,-0.00042516-0.00066198i,-0.0010295-0.00030054i,-0.00096545-0.00021866i,-0.00076481+0.00034292i,-0.00097602+0.00037271i,-0.00060532-0.00062611i,0.00016324-0.00075674i,0.00011137-0.00025411i,-0.00012366-6.4173e-05i,-3.626e-05-0.00013847i
-0.0030032-0.0018539i,-0.0026076-0.0012742i,-0.0012536-0.00023519i,-0.00053655+0.00096753i,-0.00045522+0.0021979i,-4.084e-05+0.0014608i,0.00067636+4.7029e-05i,0.00055905-9.2182e-05i,0.0004474+0.00035156i,-0.00056958+0.00073204i,-0.0011435+0.00052555i,-0.0011431+0.00041287i,-0.00062725+0.00010029i,8.9594e-05-0.00046938i,-0.00023384-0.00078643i,-0.00026723+2.7415e-05i,0.00019409+0.0012036i,-9.6595e-05+0.00098651i,-0.0001507-1.6999e-05i,0.00042866-0.00088716i,0.00013647-0.00058538i,6.7141e-05-0.00013437i,-6.5701e-05-0.00042988i
-0.00015802-0.00047916i,3.1316e-06-5.4955e-05i,-0.00063506-7.6201e-06i,-0.0007331+0.00048292i,-0.0013545-2.051e-05i,-0.0017754-0.00014894i,-0.0010929+0.00058391i,-0.00027191+0.00031025i,-0.00019066-1.3108e-05i,-0.00040565-0.00020233i,-0.00049124-0.00030946i,-0.00012827-0.00018621i,0.00017611+0.00011517i,5.7366e-05+0.00071467i,0.00030411+0.00040007i,0.00042646-5.419e-05i,8.9188e-05+0.00024199i,0.00011446+0.00032235i,-0.00036525+0.00062098i,-0.00043035+0.00037754i,0.0012269-0.00032242i,0.0012989-0.00020043i,-0.00015688+0.00022508i
0.0017293-0.00066741i,0.0019341-0.00099843i,0.0023537-0.0006521i,0.0028648-0.00092397i,0.0021712-0.0014133i,0.0013493-0.0016396i,0.00042718-0.00050162i,-3.8669e-05+0.00064127i,0.00032161+0.00057937i,0.001071+0.00013005i,0.0012726-0.00030028i,0.00098828+4.0186e-05i,0.00040195+0.00026937i,-0.00043069-4.8364e-05i,-0.00034003+0.00016357i,-3.8854e-05+0.00030262i,0.00025242+0.00025777i,0.00015115+0.00035491i,0.000394-0.00016257i,4.9235e-05-0.00045087i,-0.00055489-0.00021107i,-0.00059308+3.0363e-05i,-0.00056785+4.5606e-05i
0.00042751+0.0019251i,0.0014849+0.0012546i,0.0023141+0.00051536i,0.0012234-0.00042178i,0.00031339-0.0016882i,0.0001756-0.0010582i,-0.00021593+0.00024901i,-0.0001536+0.00047063i,0.00019133+0.00056153i,0.00025587+0.00034453i,-0.00022741+8.5258e-05i,-4.1036e-06+0.00053187i,0.00028919+0.0011651i,-0.00034323+0.00090776i,-4.67e-05+0.00025532i,0.00084891+0.0010861i,0.00093987+0.0016171i,0.00064688+0.0014635i,0.00046564+0.0011256i,-0.00011131+0.00019379i,-0.00077764-0.00016581i,-0.00033113+3.8376e-05i,0.00014286-0.00010357i
-0.00022885+0.00048036i,0.00068994+0.0005987i,0.0013404+9.6584e-05i,0.0013522-0.0003339i,0.00068179+0.00026371i,5.9054e-06+0.00014698i,-0.00016085-0.00065005i,0.00030104-0.00030158i,0.00062934+0.00071204i,0.00060122+0.00052454i,0.00068626-8.4233e-05i,0.00043612-0.00022457i,-0.00020609-0.00031178i,7.0794e-06+0.00028964i,-0.00025271+0.00077407i,-0.000885+0.00045836i,-0.0014035+0.00045105i,-0.0012398+0.00039013i,-0.00089556-7.6995e-05i,-0.00017406-0.0004719i,0.0008397-0.00054946i,0.00035484-0.00029102i,-0.00047634-0.00011996i
-0.001465-0.0029027i,-0.0016089-0.0029021i,-0.0014633-0.0019887i,-0.0012345-0.00086291i,-0.00060587+0.00031088i,-0.000246+0.00022148i,-0.0005683-0.00013141i,-0.00040558+0.00017249i,0.00016602+0.000723i,6.81e-05+0.0012249i,-0.00058198+0.00024165i,-0.00024929-0.00071577i,9.4381e-05-0.00049685i,-0.00030778+8.072e-06i,-0.00036324-0.00036695i,-0.00015927-0.00025197i,-0.0010229+0.0004681i,-0.00087254+0.00028035i,0.00014885-0.00027i,0.00025709-0.00024672i,0.00010052+0.00026256i,0.00050936+0.0007538i,0.00098532+0.00062733i
0.002219-0.0011293i,0.00097247-0.0013829i,-0.00030208-0.0012093i,-0.0013053-0.0011494i,-0.0020677-0.00067218i,-0.0018418+0.00061558i,-0.00096789+0.0012337i,1.79e-06+0.00070204i,0.00069501+0.00010596i,-0.00039552-0.00017075i,-0.00055011-8.0924e-05i,0.00045386+0.00081845i,0.00060636+0.0012084i,0.00085278+0.00087491i,0.00090914+1.2316e-05i,0.00047304-9.5696e-05i,0.00011345+0.00045833i,-1.8791e-05+0.0010954i,0.00012297+0.0012125i,3.0308e-05+0.00073011i,-7.5677e-05+0.00019009i,0.0002949+0.00020387i,0.00034249+0.00040208i
-0.001989-0.00079989i,-0.0022342-0.0013487i,-0.0023674-0.0010899i,-0.0013884-0.00031879i,-0.0001543+0.00069196i,0.00057483+0.00082299i,0.00050896+0.00046653i,-9.1993e-05+0.00083342i,-0.00057086+0.0016189i,-4.4787e-05+0.0015693i,2.4417e-05+0.00090343i,-0.00026255+0.00058837i,0.00028467+0.00043484i,0.00051087-9.8236e-05i,-0.00010489-0.00053637i,-0.00060908-0.00059338i,-0.00078919+3.7724e-05i,-0.0005935-0.00023788i,-0.00013782-0.0012523i,-0.00014229-0.00075167i,-0.00081253+0.00019006i,-0.00036189-0.0002375i,0.00014357-0.00058302i
-0.0017004+0.0011783i,-0.00073274+0.0019834i,0.00051351+0.00192i,0.0006113+0.0010956i,0.00052577+0.00096762i,0.00056154+0.00036715i,0.00062655-0.00017204i,0.00067675+9.274e-05i,0.00023459+0.00044657i,0.00032004+0.00043403i,0.00059328-0.00061356i,0.00045878-0.0010956i,2.684e-05-0.00027021i,-0.00019414+5.4684e-05i,-0.00034347-0.00037875i,-0.000888-0.00019803i,-0.00069556+0.00023572i,0.00018088+0.00080794i,0.00042738+0.00097707i,8.8155e-05+0.00071222i,0.00017252+0.00045958i,0.00096588+3.9655e-05i,0.0013981+0.00048097i
-5.2174e-05-0.00035764i,-0.00015885-0.00036077i,0.00028982+0.00042123i,0.00077562+0.0011628i,0.00059449+0.00046072i,0.00032596-0.00050317i,-0.00029159-0.0013812i,-6.2068e-05-0.0011893i,0.00051623-2.0122e-05i,0.00049643+0.00039034i,0.00041554+0.00031712i,0.0005567-4.5166e-05i,-6.0308e-05-0.00022813i,-0.00049648-9.8979e-05i,7.7735e-05+0.00075604i,0.00026604+0.0010635i,0.00025964-0.0001094i,0.00029214-0.00046677i,0.00043351-6.0154e-06i,1.5649e-05-6.4928e-05i,-0.00075987-0.00017007i,-0.00039124-0.00098908i,0.00021054-0.0011428i
-0.0018156+0.00099965i,-0.0013902+0.00093602i,-0.00032306+0.00057322i,0.00076878-0.00037591i,0.00012394-0.00038264i,-0.00066336+0.0002993i,-0.00094104+0.00066995i,-0.00060423+0.00057793i,7.6072e-05-8.618e-05i,0.00079039-0.00079589i,0.000978-0.00044382i,-0.00014774+5.102e-05i,-0.00037776+0.00022052i,-5.0427e-05+0.00029522i,2.7601e-05+0.00038709i,0.00091984+0.00010894i,0.001287+9.3017e-05i,0.00076608+0.00021392i,0.00066326-0.00016447i,0.00082408-0.00072591i,6.8697e-05-0.0007323i,-0.0011646-0.0002907i,-0.0012767+0.00014137i
0.0024722-0.00075665i,0.0024437-0.00051096i,0.0014142-0.0012533i,0.00060681-0.0019141i,-0.00083931-0.0014075i,-0.0018156-0.0010317i,-0.00094612-0.00081205i,0.00054394-0.00077441i,0.00098429-0.00043616i,-0.00022972-0.00041892i,-0.0011779-0.00039243i,-0.0010065+2.2301e-05i,-0.00018601+0.00033137i,-1.1001e-05-1.5632e-05i,-0.00033605-0.00041057i,-0.00071148-0.00045532i,-0.00039449-2.1427e-05i,-8.6759e-05-5.4162e-05i,-4.76e-05-0.00043897i,5.398e-05-0.0009751i,0.00072672-0.0012693i,0.00094488-0.00065768i,0.0001024+0.00040701i
0.00017739-0.0013007i,0.00054874-0.0032116i,0.001459-0.0034103i,0.00072574-0.0022057i,-0.00010848-0.0011397i,-0.00017237-3.2945e-05i,-0.00044326+0.0010149i,-8.6062e-05+0.0015934i,0.0010458+0.0010639i,0.0012496+0.00069297i,0.00058937+0.00033473i,0.00019518+0.00066375i,-0.00019716+0.0011867i,-0.00010648+0.00074281i,0.00012723+0.00057992i,-0.000144+0.00040694i,7.8989e-05-8.8086e-05i,0.00040056+3.9573e-05i,0.00049406-0.00023182i,0.00021922-2.7158e-05i,-0.00047964-9.7977e-05i,-0.00041436-0.00051002i,0.00062092+6.531e-05i
-0.0019844+0.0023382i,-0.0015166+0.0027158i,4.6059e-05+0.0016656i,0.0003754-0.00044976i,0.00036522-0.0010562i,0.00073545-0.0011125i,0.0012518-0.0014922i,0.00083819-0.00084525i,0.00022588+0.00093566i,0.00051909+0.0013182i,0.00093135+0.00051981i,0.00078125-0.00016854i,-0.00030483+0.00031714i,-0.00054134+0.00070524i,-0.00037051+0.00056146i,-0.00093744+0.00095547i,-0.0012096+0.0013614i,-0.0010605+0.0010587i,-0.0003658+0.00056821i,0.00077645-0.0002263i,0.00052724-0.00093982i,-0.00054639-0.00033281i,-0.00085561+6.6638e-05i
0.0015571+0.0014793i,0.0035077+0.00063146i,0.0034626-0.00034024i,0.0022099-0.00090039i,0.0017392-0.00094637i,0.0015375-0.00054478i,0.0009099+0.00019577i,0.00081539+0.00036572i,0.0008168+0.00032141i,0.00068126+0.00045922i,0.00045403+0.00075713i,6.9958e-05+0.00066536i,0.00016335+7.8561e-05i,0.000274-3.6946e-05i,-3.4708e-05-9.4554e-05i,-0.00087556+0.00020134i,-0.0010694+0.00034012i,-0.00061466-0.00050868i,-0.00046031-0.00064714i,-0.00080291+0.00021825i,-0.00077267+0.00072902i,-0.00034097+0.0010152i,-4.4991e-05+0.00012528i
-0.00016092+0.00049165i,0.0015828+0.00059184i,0.0029626+0.00029239i,0.0024911-0.0001883i,0.00072331-0.00075035i,-0.00072246-0.0012979i,-0.0009638-0.001622i,-0.00066802-0.0017938i,0.00038833-0.0006811i,0.0010198-0.00021503i,0.00027712-0.00036958i,-0.00011705-5.89e-05i,-0.00016359+0.00010324i,-0.00026457-0.00028431i,-0.00013867+2.9091e-05i,-0.0003186+0.00057978i,0.00032779+0.00019704i,0.00096907+0.00026673i,0.00049963-5.076e-05i,0.00031624-0.00029767i,0.00019052+0.00026673i,-0.00067925+0.00028573i,-0.001163-2.0877e-05i
0.00069468-9.4074e-06i,0.00028969+8.4831e-05i,0.00070931+0.00071808i,0.00072637+0.00054377i,0.00041713-0.00037142i,0.00037527-0.00047577i,0.00035038-0.00055288i,0.00048416-3.607e-07i,0.00077982+0.00082803i,0.0011051+0.00074299i,0.00094315+0.00081996i,0.00037758+0.0010577i,0.00051745+0.0011012i,7.2496e-05+0.0008442i,-0.00068334+0.00030127i,-0.00078068+0.00043024i,-0.00064167+0.00090505i,-0.00016226+0.00050408i,0.0011201+0.00029026i,0.00086785-1.5867e-05i,-0.00022664-0.00026422i,-0.00038539-0.00014959i,-9.0418e-05-0.00060973i
-0.0022985+0.0009495i,-0.0021566+0.00051061i,-0.001185+4.3832e-05i,-0.0013081+0.00049048i,-0.0011686+0.00070698i,-0.0012297+0.0002798i,-0.00071984-0.00066948i,0.00051908-0.00062795i,0.0012375+0.00019317i,0.00060258+9.6572e-05i,-0.00027397-0.00061721i,-0.00014068-0.00049289i,0.00035633+0.00014852i,0.00054548+0.00026608i,0.00019818+0.00041029i,-0.00014366+0.00022731i,0.0001974+0.00010892i,0.0004303-0.00014911i,-0.00024538-0.00016951i,-0.00075321-0.00015292i,-0.00041891-0.00042912i,-0.00012+0.00096065i,-0.00046019+0.00089804i
0.00069468-0.00048278i,0.0013824-0.00070105i,0.000699-0.0018778i,-0.00091775-0.0021054i,-0.0015498-0.00074814i,-0.0018592+0.00058882i,-0.00071411+0.00017561i,0.00086718-0.0010186i,0.00098728-0.00096839i,0.0010794-0.00026512i,0.0016438+0.00028773i,0.00069482+0.00051268i,-0.00090058+0.00062575i,-0.00051537+0.00054679i,-0.00020982+0.00064977i,-0.00078934+0.00055634i,-0.00083868+0.00057487i,-0.0004937+0.00023565i,-0.00036393-0.0005019i,-4.4244e-05-0.00067603i,-0.00010819-0.00055632i,-0.00030227-4.6201e-05i,5.7183e-05+0.00010155i
0.0025865-0.0023446i,0.0020175-0.0031656i,0.0006361-0.0022704i,-0.00060384-0.00097955i,-0.0013204+0.00015344i,-0.00078847+0.00026657i,0.00053864+0.00052955i,0.00085291+0.00037224i,-0.00012643-0.0002949i,-0.00015782+0.00020671i,0.00049119+0.0010201i,0.00065143+0.0012316i,0.00064686+0.00086959i,0.00055281+0.0010093i,0.000334+0.0014148i,6.4548e-06+0.00094207i,5.8251e-05+0.00050438i,-9.0041e-05+0.000721i,-0.00051373+0.00072463i,-0.00046677+0.00059403i,-0.00040844+0.00030162i,-0.00068597+0.0002618i,-0.00061147-3.0419e-05i
-0.0017397+2.7518e-05i,0.00052863-0.00053126i,0.00097088-0.00067839i,-5.3224e-05-0.00040165i,8.8112e-05+0.00017431i,0.00015857+0.000621i,-0.0009797+0.0010784i,-0.0016235+0.00089589i,-0.0009263+0.00037093i,0.00025655-4.5952e-05i,0.0007339-0.00015528i,-0.00032122+0.00036384i,-0.00091504+0.00069173i,-0.00065718+0.00059383i,-0.0010413-0.00012338i,-0.00079234+5.9207e-05i,-0.00045769+0.001149i,-0.00054691+0.00076505i,-0.00013594-0.00060613i,-0.00017752-0.00030263i,4.2456e-05+0.00035746i,0.00015052+0.000222i,-8.1939e-06-0.00040443i
-0.00010973-0.001991i,-0.00083032-0.0026271i,-0.0019576-0.0028439i,-0.0029817-0.0013023i,-0.002045-0.00023099i,-0.0014506+0.00011995i,-0.0013838-0.00019212i,-0.00091235-0.0010226i,-5.2012e-05-0.000769i,-0.00011017-0.00054463i,-0.00018448+0.00013197i,0.00023312+0.00082357i,0.00048853+0.00040134i,0.00025763-1.1762e-05i,-0.00044189-0.0004804i,-0.00080292-0.0010437i,0.0001048-0.0010914i,0.00070122-0.00060855i,-9.177e-05+0.00033508i,-0.00018341+0.00066515i,-0.00066399+0.00016083i,-0.0011149+0.00061584i,-0.00088199+0.00048382i
0.001975+0.0011055i,0.0027132+0.0010225i,0.0027919+0.0003174i,0.0018204-0.00067337i,0.00061066-0.0013463i,0.00014075-0.00075683i,-8.3809e-05-0.00025535i,-1.5108e-05-9.4831e-05i,0.00055034+0.00010173i,0.00059458+0.00017214i,1.6892e-05+0.00041005i,-0.00044412+0.00053829i,4.7805e-05+0.00055024i,0.00036617+0.00028758i,0.00060682+8.0846e-05i,0.0003992+3.5484e-05i,9.5371e-05+0.00036066i,0.00024834+0.00084881i,0.00013712+0.00061689i,-0.00011793-2.9382e-05i,-0.00019898-1.3519e-05i,8.9912e-05+0.00022952i,0.00057345+0.00072257i
0.0013996+0.00029396i,0.0017646-0.00034548i,0.0022495-0.0014577i,0.0018187-0.001666i,0.00080254-0.0014924i,-0.00033498-0.00083001i,-0.00075556-0.00017286i,-0.00032609+0.0004634i,0.00018712+0.0010645i,0.00070029+0.00049722i,0.00026852-0.00011504i,-0.0007572-0.00029963i,-0.00039874-2.39e-05i,0.00023043+0.00034232i,0.00020831+0.00012207i,-1.9714e-05-0.00019702i,-8.2985e-05+0.00042771i,-0.00013307+0.00048191i,-0.00015922-0.00051756i,-0.0002823-0.00096364i,-4.0306e-05-0.00089687i,0.00021235-0.00086466i,6.6941e-05-0.00034057i
0.0014707+0.00033217i,0.0025792-0.00099875i,0.0024647-0.0016674i,0.0024524-0.0021645i,0.0016116-0.0014236i,-0.00028458-0.00067385i,-0.0010253-0.00044447i,-0.00070881+0.0003501i,-0.00039774+0.00077045i,6.5075e-05+0.00068403i,8.7322e-05+0.00053767i,-0.00082066+0.00027893i,-0.0013835-2.6248e-05i,-0.00092028+0.00045459i,-0.00050488+0.00081007i,-0.00039717+0.00010692i,-0.00011217+5.4132e-05i,-0.00031308+0.0010402i,-0.00058649+0.00048941i,-0.00040958-0.00093897i,5.422e-06-0.0012902i,0.00068705-0.0010545i,0.0005216-0.00036715i
0.00086223-6.6543e-05i,0.00043378-0.00038209i,0.0017684-0.0021794i,0.00094099-0.002392i,-0.00074603-0.0014453i,-0.0014746-0.00073912i,-0.0012538-0.00022977i,-0.00070274+0.00059155i,-0.00021689+0.00081499i,-0.00035277+0.00047043i,-0.00057979-6.3628e-06i,-0.0010079+0.00017997i,-0.00075428+0.00063849i,0.0003917+0.00099287i,0.00089664+0.0006693i,0.00058569+0.00013183i,0.00044733+0.00055366i,0.00011409+0.0010685i,0.00024613+0.00054838i,0.00015456+0.00044595i,-0.00075542+0.00022646i,-0.0005295-0.00032476i,-0.0001315-0.00010162i
0.0013353+0.00024746i,0.0012679-0.00041397i,0.0018743-0.0011037i,0.0014145-0.0014087i,0.00083847-0.0011124i,9.2324e-05-0.00027669i,-0.00023158-0.0006389i,0.00036868-0.0008016i,0.00030588-8.7033e-05i,0.00042451+0.0010233i,0.00038832+0.001485i,-1.93e-05+0.00050768i,-0.00030797-0.00013765i,-0.00041065+0.00053369i,0.00018976+0.00075622i,0.00054569+0.00070403i,0.00023408+0.000932i,-0.00023417+0.00031412i,-0.00032543-0.00018176i,-0.00018031-6.3345e-05i,-2.3317e-05+0.00034387i,0.00040863+0.00048232i,9.4811e-05+0.00034124i
-0.0016299-0.0012934i,-0.0026721-0.0014525i,-0.0017204-0.0018836i,-0.00074698-0.00096953i,-0.0010829+0.00010242i,-0.00082866-0.0003039i,0.00016467-0.00096659i,0.00031546-0.00030781i,-0.00033261-0.00013554i,-0.00074886-0.00048778i,-0.00047118-0.00020433i,-0.00035706-0.00044542i,-0.00035866-0.00097657i,0.00022934-0.00047242i,0.00050471-3.6736e-05i,-3.0581e-06+1.4829e-05i,-0.000392+0.00013224i,-0.00060109+0.00012872i,-0.00098936+0.00058105i,-0.00024828+0.00083204i,0.00014281+0.00032374i,7.6087e-05+2.6122e-05i,0.0001888+8.2832e-05i
-0.00091822+0.0023552i,-0.00042273+0.0029149i,-8.4402e-05+0.0024008i,0.000446+0.0012751i,0.0010126+0.00038304i,0.0014143-6.6131e-05i,0.0016815-0.00042451i,0.0016384-0.0008109i,0.00071862-0.00064088i,7.0972e-05-0.00016287i,0.00053018+2.1579e-06i,0.00023222-0.00024919i,-0.00021883+0.00013852i,-0.00037561+0.00040163i,-0.00047802-0.00060062i,-5.5065e-05-0.00055159i,0.00037179+0.00028802i,0.00034259+0.00034604i,0.00073728+9.8839e-05i,0.00097282-0.00078477i,0.00040884-0.00094194i,0.0004727+3.0151e-05i,0.00077755+0.00033588i
-0.00058968-0.0010984i,0.00025148-0.0018059i,0.0017361-0.0011244i,0.0016662-0.00042205i,0.0007959+0.00032177i,0.00031202+0.00012298i,0.00072694-0.0008011i,0.00024734-0.00031829i,-0.00035073+0.00065028i,0.00045835+0.00055078i,0.00027592-0.00015869i,7.7782e-05-0.00029281i,0.00087774-0.00038975i,0.00075267-0.00058203i,8.6026e-05-0.00038304i,-0.00022703+0.00018563i,-0.00037009+0.0003432i,0.00069504-0.00068713i,0.0010405-0.0013018i,-0.00012258-0.00095591i,-0.00091376-0.00042082i,-0.00083506+4.6428e-05i,-0.0002743+0.00010374i
0.00058577+0.0016389i,0.0013469+0.0014159i,0.0026235-0.0010401i,0.0023411-0.0029008i,0.0014742-0.0023032i,0.00068705-5.7601e-05i,-0.00017189+0.0011644i,-0.00014166+0.00070587i,0.00040642+0.00020188i,0.00069518+0.0002473i,0.00018214+0.00051168i,-0.00025391-3.3942e-05i,0.00085865-0.00041925i,0.00075985+0.00047803i,-0.0004241+0.0010514i,-0.00010769+0.0014047i,-8.9256e-05+0.0016753i,-0.00035206+0.00097509i,-3.8094e-05-8.0692e-05i,-0.00011541-1.649e-05i,-0.00046965-4.7634e-05i,-0.00031093-0.00059637i,-6.6772e-05-0.00051947i
0.00020003-0.0012108i,-0.00089438-0.0010343i,-0.0011461-0.00093491i,-0.00062896-0.0016663i,0.00043758-0.0017945i,0.00030858-0.00030217i,-0.00032805+0.00075497i,-0.00056347+0.00030924i,-0.00038942+0.0004268i,0.00013734+0.00050799i,0.00049584-7.3617e-05i,0.00083902-0.00016354i,0.00070965+0.00025074i,0.00049161+0.00018417i,-1.048e-05-0.00057898i,-0.00018564-0.0013603i,4.2206e-05-0.0011956i,-0.0002115-0.00098926i,-0.00037112-0.00068911i,-0.00019231-0.00020425i,-8.4278e-05+7.7627e-05i,0.00014761+0.00043751i,-4.0896e-05-1.0968e-05i
0.0021847+0.00081146i,0.0021506+0.00056591i,0.0024951+0.0002121i,0.002316-0.00065635i,0.0019893-0.00057397i,0.0011122-0.00036697i,-9.1287e-05-0.00048819i,-0.00024222-0.00041571i,0.00039305-0.00052399i,0.00076724-0.00032118i,0.00025815+0.00039022i,-0.00035011+0.00047173i,-0.00053941+0.00051624i,-0.00067311+0.00079184i,-0.00023058+0.00041347i,0.00014783+0.00059231i,0.0001672+0.0005376i,0.00043513+0.0005062i,0.00027835+0.00089891i,-0.00039571+0.00025777i,-0.00077186-0.00096308i,-0.00024843-0.00098764i,0.00063659-0.00025118i
0.00014038-0.0010062i,6.2389e-05-0.0017248i,-0.00039141-0.0017015i,-0.00057375-0.0011653i,-0.00062226-0.0002153i,-0.0012572+0.00036772i,-0.0010858+0.0003442i,-0.00011506+0.00019067i,0.00047018+0.00038094i,-8.5732e-05-1.4384e-05i,7.1382e-06-0.00054846i,0.00035934-0.0002574i,0.00040762+0.00024675i,0.00044453-1.4451e-05i,-0.00057873-0.00045308i,-0.00082465+0.0001484i,-0.00015808+0.00041288i,-0.00046889-2.2738e-05i,-0.00046605+0.00040756i,0.00022658+0.00078225i,0.0005165-1.5857e-05i,0.00024151-0.00041933i,-0.00071539-0.00044374i
-9.26e-06+0.00025887i,0.00065644-0.00016195i,0.00088746+4.7218e-05i,0.00092641+0.00039843i,0.0011904-0.00054935i,0.0014295-0.0012565i,0.00038391-0.0009843i,-0.00027196-0.00025463i,-0.00050354+0.00025102i,-0.00047986+0.00025685i,-0.00048475+0.00052774i,-0.00049746+0.00033259i,-0.00025048-0.00015901i,-0.00060719+5.2988e-05i,-0.00013566+0.00017275i,0.00023014+0.00044454i,-0.00069926+0.00051371i,-0.00029228+0.00067202i,0.00013129+0.00059087i,0.00015604-0.00014118i,9.0724e-05-0.00071982i,0.00022746-0.00056219i,0.00031972+0.00016749i
