-0.0017667-0.0016252i,-0.0023791-0.0023627i,-0.0030184-0.0011926i,-0.0026558-0.00022766i,-0.00098712+0.00069526i,-0.00014998+0.0016017i,-0.00059269+0.0015648i,-3.4786e-05+0.0014938i,0.0014104+0.00063091i,0.00097313-0.00048752i,0.00055748-0.00083354i,0.00052679-0.0010024i,0.00042495-0.00038577i,0.00058979+0.0010307i,0.00014631+0.00095154i,-0.00014764-0.00016724i,-0.00040753-0.00039315i,6.5277e-05-4.5131e-05i,0.00097268-4.6687e-05i,0.001067-0.00022193i,0.00082358+0.00033467i,4.468e-06+0.00075926i,-0.00046054+0.00012258i
-0.0022247-0.00075837i,-0.0031968-0.00018595i,-0.0031844+0.00065917i,-0.0015377+0.00077834i,4.6237e-05+0.00033734i,0.0012497+0.00036513i,0.0015956-0.00034983i,0.00085319-0.0004033i,8.4196e-05+0.00028963i,0.0005566+0.00015308i,0.0012124-0.00032451i,0.0011999-0.0002687i,0.00088647-0.00051977i,-0.00037936-0.0012409i,-0.00050058-0.0014419i,4.9002e-05-0.00060339i,0.00049385+0.00051041i,0.00035978+0.0007718i,-8.0217e-05-0.00013651i,-0.00027216-0.00032599i,-0.00037581+0.00012585i,-0.00031701-0.00015586i,-0.00042704-0.00094308i
-0.0018877-0.003827i,-0.00078652-0.0047627i,-1.8126e-05-0.0031108i,-0.00028895-0.001356i,0.00056811-0.0013827i,0.00074509-0.0016967i,0.00061531-0.00092729i,0.0011286+0.0002037i,0.0010277-0.00045287i,0.00024754-0.001135i,-0.00022479-0.00029778i,0.00021209+0.00022647i,0.00059986+0.00012803i,0.00034505-0.00046724i,-0.00026575-0.00090178i,-0.00093983-6.7853e-05i,-0.00050962+0.0003866i,0.00017012+0.00010637i,0.00047401-0.00026343i,0.0010145-0.00066817i,0.00059579-4.3964e-05i,-0.00065607+8.3594e-05i,-0.00070156-0.00073402i
2.432e-05+0.00077969i,-0.0010606+0.00064314i,-0.0020869-9.2821e-05i,-0.00097077-0.00044156i,0.00015707+3.0422e-06i,0.00066884+0.00057284i,0.00026227+0.00096418i,-0.00033805+0.0013584i,-0.00035229+0.0010515i,-0.00016098+0.00018384i,-2.3416e-05-0.00063372i,0.00047829+4.8932e-05i,0.00060038+0.0012555i,2.4174e-05+0.00042714i,-0.00072516-0.0010625i,-0.0011739-0.001537i,-0.00039791-0.00087179i,0.0011157-0.00014025i,0.0010984-0.00020682i,0.00073735-0.00040132i,0.00039624-0.00040826i,-8.011e-05+9.6606e-05i,-0.00039534+0.00060803i
0.0012089-4.6342e-05i,0.0015356-0.0011271i,0.0014451-0.0014441i,0.00029417-0.0016071i,5.4691e-05-0.0010959i,0.00094651-0.00067907i,0.00066497-0.00062389i,0.00068365-0.0005859i,0.0011902-0.00038512i,0.00093639-0.00047432i,3.312e-05-0.00074701i,-0.00047722-0.00089921i,-3.7471e-05+0.00021351i,0.00010522+0.00040474i,-0.00049296-0.00058129i,-0.0006362-0.00016112i,2.6501e-05+0.0001431i,8.417e-05-0.00039531i,-0.00017938+7.6845e-05i,-0.00045763+0.0004734i,-0.00021643-0.00019226i,0.0003941-0.00044314i,0.00041229-0.00079177i
-0.0016024-0.00023571i,-0.00093768-0.00061312i,-0.00015816+8.5148e-05i,0.00039291-0.00057498i,0.00019374-0.0012794i,-0.0004179-0.00087719i,-0.00036765-6.5497e-05i,0.00012954+0.00070268i,0.00059343+0.0010926i,0.0012251+0.0001502i,0.0011864-0.00073336i,0.00027754-0.0009355i,-0.00028111-0.00056858i,-0.0004359-0.00034482i,0.00040812-0.0003163i,-0.00011453-0.00053409i,-0.0010989-0.0011422i,-8.5658e-05-0.000771i,0.00090292+0.00036094i,0.00082901+0.00074295i,0.00049693-1.4154e-05i,0.00050729-0.00046279i,0.00064513-0.00064486i
-0.00133-0.0027707i,-0.001717-0.0030647i,-0.0016637-0.0022338i,-0.00084288-0.0017379i,0.0003846-0.0015117i,0.0013411-0.00060308i,0.00093294+0.00041596i,0.00077405+0.00067038i,0.0010437+0.00037424i,7.8518e-05+0.00012117i,-0.00046316+0.00033823i,0.00016603+0.0008494i,0.00056633+0.0004672i,0.00012904-0.00039821i,-0.00066256-0.00047798i,-6.0565e-05-0.00011576i,0.00045007+1.8175e-05i,0.00038032-0.00037798i,0.00099209-0.0010235i,0.0010818-0.00089413i,3.2467e-05-0.00026644i,-0.00016846-0.00029588i,0.00044495-0.00037955i
0.0009813-0.00049783i,3.7421e-05-0.00098457i,-0.0013899-0.00067433i,-0.0010804-0.00037984i,-0.00024329-0.00062721i,0.00012953-0.00081082i,0.00044908-0.00034165i,0.00029464-0.0005153i,0.00039228-0.00084443i,0.000302-0.00044271i,-0.00046931-1.1173e-06i,-0.00056403-7.6996e-05i,0.00049596-0.00015374i,0.0012202-0.00022496i,0.00066844+0.0001816i,0.00059848+0.00020899i,0.00078107+0.00034377i,0.00055493+0.00066982i,-7.8314e-05+0.00062775i,-0.00049883+0.00046857i,-0.00026822-0.00038912i,0.00041503-0.00058581i,0.00071531-0.00033336i
0.0033475-0.0015985i,0.0027708-0.0022099i,0.0017384-0.0029024i,0.0011168-0.002467i,0.0012839-0.0014436i,0.0019269-0.00099322i,0.0016791-0.00049185i,0.00060774+0.00049591i,0.0004039+0.00071286i,0.00070057+0.00029122i,-0.00011308+0.00018865i,-0.0011942+0.00051114i,-0.00095231+0.00048645i,-0.00088035+6.5432e-05i,-0.0014387-0.00015598i,-0.0010924-0.00025576i,-6.9478e-05-0.00010387i,0.00052058+0.00043613i,0.00065538-3.4575e-05i,9.1885e-05-0.00036808i,-0.00010177+0.0002754i,-0.00047258-1.5963e-05i,-0.00075659-0.00016135i
0.00069551-0.00046392i,-0.00016061-0.0016062i,-0.0008237-0.00097141i,-0.0002876-0.00088371i,0.00015078-0.0016611i,0.00032055-0.001383i,0.0007619-0.00043867i,0.00030196+0.00012599i,-0.00054529-0.00081828i,-0.00048674-0.0017644i,-6.5637e-05-0.0013207i,-0.00084775-0.00069605i,-0.001011-0.00036296i,4.9695e-05-0.00056321i,0.00023848-7.9156e-05i,-0.00055675+0.0002261i,-8.6225e-05-0.00012235i,0.00074983-0.00010811i,0.00073592+0.00040592i,0.0004002+0.00042067i,0.00061459+9.5071e-05i,0.00097323+0.00035724i,0.00032674+4.2206e-05i
0.00083478+0.00067362i,0.00095035+0.002037i,-0.00018888+0.001989i,-0.00058968+0.0011547i,-0.00056042+0.0008024i,0.0002321+0.00098508i,0.00088454+0.00039524i,0.00051181-0.00012749i,0.00037393+0.00054626i,1.2391e-05-0.00024851i,-0.00051447-0.00080467i,-7.8628e-05-2.8351e-05i,0.0002528-0.00012921i,0.00010898-0.00066749i,-0.00014375-9.0891e-05i,-0.00062074+0.00038775i,-0.00087415+0.00073631i,-0.00074993+0.0006782i,-0.00019919+7.9073e-05i,-0.00033913+1.7116e-05i,-0.0013662-1.7071e-05i,-0.0013498-0.00033467i,-0.00088959+1.5088e-05i
-0.0022196-0.0019074i,-0.0024059-0.0016132i,-0.0020439-0.0013868i,-0.00088089-0.00099446i,0.00055329-0.00037595i,0.0016309-0.00032553i,0.001886-0.00044159i,0.0012614-0.00064765i,0.00032958-0.00094088i,2.7267e-05-0.00069386i,0.00078104+0.00027502i,0.0009221+0.00062802i,0.00026209+0.0002979i,0.00012967-0.00065406i,-0.00012664-0.001168i,0.00020658-0.00068353i,0.00014365-6.7736e-05i,-0.0002459-0.00011774i,-0.00023458-0.00010778i,0.0001898-0.0006319i,0.00037466-0.0010218i,-0.00017652-0.00077299i,-0.00054259-0.00098139i
-0.00088319-0.0013682i,-0.0014743-0.00077176i,-0.0016908-0.00048501i,-0.00072595-0.00034804i,0.00050165+0.00017887i,0.0015735+0.00065849i,0.001103+0.00074093i,0.00052812+0.00035048i,0.00086916+0.00027916i,0.0011349+0.00017946i,0.00059743-0.0001225i,-0.00028489-0.00023055i,-0.00021129-0.00031879i,0.00050388-0.0011749i,0.00091428-0.0015742i,0.00070008-0.00030427i,0.00050725+5.4544e-05i,-0.00028204-0.00015828i,-0.0010612+0.0001753i,-0.0009209+0.00035881i,-0.00027471+0.00040913i,0.00051445+0.00022444i,0.00094797-0.00063833i
-0.00050486-0.0018861i,-0.0012729-0.0020365i,8.9106e-05-0.00015901i,0.00059388+0.00079459i,0.00012354+0.00021057i,5.3853e-05+9.5932e-05i,0.00063614+0.00054483i,0.00084494+0.00090135i,0.00064134+0.00068974i,0.00025977+2.9316e-05i,0.00015357+0.00020515i,0.00028938+0.00021522i,-0.0003625+5.1379e-05i,-0.00033838+0.00057788i,0.00043209+0.00045369i,0.00092942+6.9908e-05i,0.00063102+6.7119e-05i,2.8953e-05+7.8835e-05i,-0.00067103+0.00011332i,-0.00082588+4.6535e-05i,-0.00069298-3.9772e-05i,-0.0010883+4.5218e-05i,-0.00077683-0.00025454i
2.2224e-05-0.0005595i,0.00012661-1.0111e-05i,-0.00038222+0.00022347i,-0.00034925+0.00058119i,0.00023438+0.00064759i,0.0012651+0.00057315i,0.0014556+0.00030912i,0.0011172-0.00026838i,0.00087063-0.0003547i,-0.00026755+0.00075475i,-3.7846e-05+0.0011029i,0.00086827+0.00034818i,2.262e-06-0.00056279i,0.00010148-0.0011828i,0.0006483-0.00088796i,-0.00039401-0.0010094i,-0.00095561-0.00087906i,-0.0010715+0.00063073i,-0.00034291+0.00060685i,0.00065744+0.00038134i,0.00047943+0.00039354i,0.00087924-0.0003585i,0.00069901+7.7159e-05i
0.00060556-0.0012826i,0.0005631-0.0018295i,-0.00079756-0.0015582i,-0.0010579-0.00046779i,-0.00012868-0.00010757i,-0.00026326-0.0010693i,-0.00056611-0.0011412i,-0.00049282-0.00015604i,0.00061576-0.00042068i,0.0013756-0.0011564i,0.00024954-0.0010169i,-0.00064207-0.00017066i,-0.00064042-5.1754e-05i,-0.0005947+0.00032553i,-0.00033084+0.00030376i,0.00011495-0.00058045i,0.00040943-0.00046092i,2.8953e-05+0.00010997i,-0.00010009+0.00039716i,-0.00045649+1.5784e-06i,-0.00090587-0.00015355i,-0.00038478+0.00040214i,0.00029202+0.00040545i
0.0023431-0.0002976i,0.0010423-0.00022882i,0.00062529-0.0010262i,0.00057422-0.0014027i,0.00033284-0.0011727i,0.00051558-0.00097817i,0.0013509-2.0591e-05i,0.0016191+0.00091574i,0.00078807-0.00016048i,0.00027752-0.00077841i,-3.6515e-05-0.00055732i,-8.0465e-05-0.00049463i,0.0003079+0.00030067i,-0.00037601+0.00044714i,-0.00087311+0.00041596i,-0.00017761+0.00029693i,0.00048384+0.00050463i,0.00084082+0.0012013i,0.00050438+0.0010481i,-0.00033049-3.5604e-05i,-0.00055242-0.00079938i,0.00020531-0.00085596i,0.00042126-0.00052019i
-0.00070243-0.0004084i,-0.00084522-0.00014752i,-0.0011179+0.0002136i,8.8187e-05-0.00036655i,0.00033705-0.00096544i,7.0503e-05-0.00029344i,0.00021773-0.0003972i,0.00048163-0.00064993i,0.00056649+0.00021207i,0.00081681+0.00037562i,0.001126-0.00045606i,0.0010828-0.00017697i,0.00019189+0.00029573i,2.3829e-05-0.00062168i,0.00029127-0.00065939i,0.00043007-1.9977e-05i,0.00042697-0.00013952i,-8.1055e-05-0.00048539i,-0.00076962-0.0008946i,-0.0013311-0.00073916i,-0.00028492-0.00044052i,0.00060328-0.00055646i,2.1599e-05-0.0006364i
0.0020088-0.00090815i,0.0014136-0.0030977i,0.00019145-0.0031032i,-0.00037149-0.0020052i,0.00060458-0.0016892i,0.0015164-0.00088031i,0.0012683+0.00013206i,0.0014449+0.00027527i,0.00068476+1.2909e-05i,-0.00094362-0.00028398i,-0.0010089-0.00054562i,-0.0001497+9.6273e-05i,0.00086273+0.00060592i,0.00057867+0.00068966i,-0.0001694+0.00051209i,-0.00034551+0.00033258i,6.4924e-06+0.00039734i,0.00042278-9.4457e-06i,0.00012683+0.00010401i,-0.00058396-0.00026132i,-0.00078289-0.00032732i,-0.00039776+2.7309e-05i,-0.00012156-0.00032526i
-0.00015479-0.0014863i,-0.00094909-0.0013813i,-0.0015403-0.00048737i,-0.0004808+0.00025237i,0.0007325+0.00022133i,0.00059277+0.00050411i,0.00037741+0.00021261i,0.00055921+0.00023534i,0.00057814+0.00046485i,0.00015482-5.225e-05i,-0.00012515-0.00025266i,-0.0002667-0.00021944i,0.00030068-0.00047373i,0.00029566-0.00053239i,-0.00084255-0.00022433i,-0.00087558-0.00032814i,-5.1563e-05-0.0002945i,0.0010691-0.00020581i,0.0018819+2.7918e-05i,0.00148+0.00037087i,0.00026412+0.00066662i,-0.00037588+0.0012661i,-0.00026357+0.0011542i
-0.00046463-0.00027438i,-0.00077656-0.00047561i,-0.0015872-0.00068388i,-0.0015484-0.00062678i,-0.00038754-6.8685e-05i,0.0012104-0.00016147i,0.0016692-0.00034668i,0.00030077+2.22e-05i,-0.00072748+0.00026832i,0.00013757+0.00056531i,0.00072521+0.00086112i,0.00029137+0.0010233i,0.00013576+0.00060008i,-6.8342e-05-0.00038791i,-0.00041807-0.00067036i,4.0605e-05-0.00041118i,0.00068154+7.4084e-05i,0.0010087+1.8765e-05i,-2.6593e-05-0.00034258i,-0.00074456-5.4499e-05i,-0.00013375+3.295e-05i,0.00012508-0.00014731i,-6.1738e-06+0.00042432i
-0.0026443-0.0014375i,-0.0016819-0.0024581i,-0.00016184-0.0018493i,0.00027877-0.00084177i,0.00047066-0.00055042i,0.0010475-0.0005608i,0.0017042-0.00054148i,0.00091147+0.0001311i,0.00061668+0.0011101i,0.0013238+0.00068605i,0.0015013-0.00022475i,0.0006688-0.00016562i,-8.4336e-05+0.00013112i,0.00010802-0.00032934i,2.6351e-05-0.00073963i,-0.00030841-0.00056635i,-0.00071061-4.3094e-05i,-0.0006498+0.00030471i,8.4793e-05+0.00027314i,0.00059616-0.00039405i,8.9867e-05-0.00096661i,-0.00037335-0.00071563i,-0.00063057-0.00011219i
0.00012868-0.0033275i,-0.0018823-0.0026428i,-0.0032663-0.0016005i,-0.0028015-0.00045529i,-0.00087471+0.00089066i,0.0009053+0.0012289i,0.0013645+4.8259e-06i,0.0016373-0.001388i,0.0015398-0.0008779i,0.00080257+0.00040849i,0.0001773+0.0011043i,-7.7853e-05+0.0012305i,0.00081113+0.0011575i,0.0014878+0.0013281i,0.0014371+0.0010961i,0.00061613+0.00052141i,-0.00020537+0.00037488i,-0.00043608-0.00026258i,0.00029474-0.00095447i,0.00083245-0.0013553i,3.1027e-05-0.0012381i,-0.00099133-0.00024391i,-0.00086821-0.00019988i
0.0021634-0.0011142i,0.0026762-0.002088i,0.0020168-0.001779i,0.0016665-0.0013187i,0.0009865-0.0016762i,0.00053642-0.0011702i,0.00086657-0.00047915i,0.00062929-0.0010602i,0.0001845-0.00051577i,-0.00036186+0.0005267i,2.5084e-05+1.975e-05i,0.0010464-0.00053814i,0.00119-0.00037666i,0.00023092-0.00034954i,-0.00069268-0.0006507i,-0.00043763-0.00040758i,-3.9149e-05+0.00014064i,-0.00057599+0.00015936i,-0.00023115+0.00032708i,0.00015038+0.00073268i,-0.00038471+0.00045503i,-0.0004128-7.7109e-05i,0.00029646-0.00057512i
0.00056698-0.0026183i,-0.0012632-0.0034917i,-0.0029018-0.0034091i,-0.00254-0.0022059i,-0.00070591-0.0002359i,0.0011501+0.00080576i,0.0021533+0.00031385i,0.0017258-0.00025936i,0.00033785-7.2825e-05i,-5.538e-05+8.6084e-08i,0.00012238-0.00010677i,0.0003612-0.00017931i,0.00066228+0.0010091i,0.00048943+0.0015524i,0.00051819+0.00060272i,0.0006691+0.00091603i,0.00019745+0.0013087i,2.5583e-05+0.0013372i,-0.00039343+0.0012362i,-0.0010313+0.0005639i,-0.00090886+0.00030674i,-0.0013806+8.9852e-05i,-0.0016761+0.00020707i
-0.00038385+0.0011719i,-0.00087833+0.00072525i,-0.00068282+0.0011755i,4.0178e-05+0.00063731i,0.00041485+6.0731e-05i,0.00083295-0.0001296i,0.00074529+0.00044119i,0.00023835+0.0010078i,-0.00017842+0.00093929i,0.00010711+5.6686e-05i,0.00051693-0.0011689i,6.599e-05-0.0018483i,3.4263e-05-0.0008404i,0.00044469+0.00013602i,0.00064457-0.0001677i,0.0003976-5.5204e-05i,-0.00055378-0.00063931i,-0.00064088-0.0011386i,0.00019165-0.00054548i,0.00024053-0.00019537i,-0.00027122+7.7291e-05i,-0.00032226-8.814e-05i,0.00012913+7.323e-05i
-0.0015348+0.00092208i,-0.0017273+0.0010077i,-0.001726+0.00034778i,-0.00082498-0.0005047i,-8.514e-05-0.00038417i,0.00082137-6.9927e-05i,0.0013003+9.5598e-05i,0.00029904+0.00080594i,0.00059977+0.00063737i,0.00082232+8.4773e-05i,0.00011231-0.00015542i,2.3283e-05-7.069e-05i,0.00054153+0.00011371i,0.00091295+0.0001786i,0.00050188-8.4212e-05i,-0.0003075-0.00022227i,-0.00039477-0.00071355i,-0.0004582-0.0010898i,-0.00041233-0.001009i,0.00014749-0.00095122i,0.00054081-0.00025149i,6.219e-06-0.00035392i,0.00048333-0.00025899i
-0.0011028-0.0023269i,-0.001706-0.0023726i,-0.002687-0.0011303i,-0.0019698-0.00040011i,-0.00044459-0.00051249i,0.00066847-0.00026294i,0.00098862+0.0003292i,0.00014892+0.00041706i,0.00014423+0.00029462i,0.00063187+0.00031829i,6.5239e-05+0.00061633i,-0.00045289+0.00044628i,-1.4905e-05+0.00025201i,-2.7082e-05-7.5825e-05i,-0.00038378-0.00033022i,-0.00014678+5.988e-05i,0.00045086+0.00048219i,0.00050532+0.00020762i,0.00040094+5.8235e-05i,3.0314e-05-0.00010831i,0.00013042-0.00042111i,0.00041149+6.1814e-06i,-6.6756e-05+0.00066009i
-0.00058815-0.00042778i,-0.0013091-0.00073859i,-0.00095482+8.2217e-05i,4.5773e-05+0.00056482i,0.0014664-0.00047412i,0.0024688-0.0011774i,0.0018717-0.0014391i,0.00052309-0.0014844i,-0.00033194-0.00077217i,-0.00022555+6.6366e-05i,-0.00013835-1.8415e-05i,-0.0001903-0.00075023i,8.6339e-05-0.00072397i,-3.6566e-05-0.00035602i,-7.1605e-05-2.7066e-05i,5.2227e-05-0.00033249i,-0.00041483-0.00049814i,-0.00076989-0.00043145i,0.0006215-0.00049904i,0.0014344-0.00027392i,0.00062926+0.00029036i,-0.00020029+0.0014493i,-0.00064714+0.0015223i
-0.00045615-0.0025217i,-0.0017877-0.0032442i,-0.002084-0.0021924i,-0.001214-0.00015648i,-0.00068429+0.00044232i,-4.7552e-05+0.00025701i,0.0005131+0.00059386i,0.00089885+0.0011223i,0.001141+0.0017651i,0.00059116+0.001628i,-0.00016801+0.0010178i,0.00040029+0.00059423i,0.0011958+0.00032084i,0.00050224-0.00078112i,0.00022705-0.001532i,0.00019425-0.00066946i,0.00032874+0.00038254i,-0.00056412+0.00022987i,-0.0012166-0.00051939i,-0.00052072-0.00092109i,0.000456-0.00075627i,0.00085584-0.00051938i,0.00042094-3.947e-05i
-0.00032598-0.0010659i,-0.0014121-0.00096476i,-0.0017089+0.0002569i,-0.00048476+0.0004109i,0.0012634+0.00015246i,0.0027929-7.6511e-05i,0.0014795-0.0006298i,-0.00011375-0.0013806i,-0.00033759-0.00083495i,-1.0785e-05+0.0004302i,0.00044942+0.00017616i,-0.00015955-0.00049176i,-0.00045645-0.00072095i,-0.00075729-0.00044592i,-0.0010237-0.00032597i,-0.00053801-0.00025105i,0.00024779-0.00012194i,0.00046125-0.00012147i,-0.00022449-9.6034e-05i,-0.00075112+0.00026509i,-0.00065745+1.0084e-06i,-0.0003366-0.00059737i,6.6183e-06-0.00010808i
-0.00049831-0.00046061i,-0.0010314-0.00081396i,-0.0013449-5.9163e-05i,-0.0004958-0.00011651i,0.00059639+0.00024145i,0.0015621+0.00087447i,0.0012712+0.00020882i,0.00024687-0.00038318i,0.00049921-0.0005389i,0.00043156-0.00069831i,0.00019686-0.00022228i,0.00075424+0.00050917i,0.00064971-0.0002752i,0.00032253-0.0014023i,0.00069048-0.0007258i,-0.00016206+0.00079512i,-0.00063112+0.00098416i,3.1255e-05+0.00057754i,0.00023853+0.00070502i,0.00012512+0.00037423i,-0.00025313-0.0002172i,-0.0004954-0.00015846i,7.4949e-06+0.00066049i
-0.0033255-0.002589i,-0.0038421-0.0017145i,-0.0041056-0.00021693i,-0.0033519+0.00063659i,-0.0011555+0.001854i,0.0019206+0.00094485i,0.0021028-0.0011874i,0.00015675-0.0013694i,-0.0013411-0.00065626i,-0.00098122-7.8029e-05i,0.00085151-0.00037625i,0.0014455-2.5776e-05i,0.00094307+0.00049784i,0.001042-8.4176e-05i,0.001515-1.8515e-05i,0.0017005+0.00017974i,0.00074619+0.00018131i,-0.00094847+0.00030225i,-0.0015736-9.921e-06i,-0.001036-0.00016812i,-0.0010387+0.00022355i,-0.00090428+0.001009i,-0.00050224+0.0011538i
-0.0060412-0.0044932i,-0.0069765-0.0029355i,-0.0082208+0.00070176i,-0.0055088+0.0024631i,-6.6143e-05+0.0026576i,0.0035791+0.00095269i,0.0025233-0.0014587i,0.0005934-0.0015826i,-0.0012369-0.00048687i,-0.00051193+0.0012516i,0.0009474+0.0021987i,0.00050372+0.00068714i,0.001798-0.00081592i,0.0046222-0.0017218i,0.0051646-0.0015264i,0.0030583-9.954e-05i,0.00062632+0.00052945i,8.7083e-05+0.00019288i,0.0002869-0.00072418i,0.00018957-0.0011365i,-0.00076339-0.00035569i,-0.0012939+0.00050881i,-0.00036419+0.00097875i
0.0049494+0.00092307i,0.005555+0.00077417i,0.0061349-0.001178i,0.0042803-0.0028223i,0.00083114-0.0035175i,-0.002224-0.00089504i,-0.0019821+0.0021382i,-0.00097738+0.0026839i,0.00016954+0.00094316i,0.00042402-0.0011104i,-0.0010325-0.0011569i,-0.0017843-0.00010299i,-0.0013372+0.00046852i,-0.0016028+0.00054111i,-0.0028216+0.0011918i,-0.0020612+0.0008535i,-0.00022722+8.8518e-05i,0.00036294+0.00037381i,0.00054594+0.0010906i,0.00034132+0.0016388i,0.0003137+0.0016863i,-0.00039794+0.00010943i,-0.0005041-0.0010793i
0.0029185+0.0011751i,0.0040349-0.00050256i,0.0033352-0.0021725i,0.0017549-0.0025847i,0.0015397-0.0018443i,0.0013273-0.0004019i,0.001218+4.8225e-05i,0.00072265+0.00020309i,0.00083528+0.00040031i,0.0011752-0.00012176i,-4.4815e-05-0.00054249i,-0.00098533+1.0529e-05i,-0.0018424+0.00010176i,-0.0027419-0.00034209i,-0.0019483+0.00031124i,-0.0010035+0.00045769i,-0.0009622-8.0699e-05i,-0.00069148-0.00036607i,0.00038242+0.00018732i,0.0011875+0.00053012i,0.0010041+2.5114e-05i,0.00075617-8.6106e-05i,0.00066296-0.00025254i
-0.00086905-0.00020181i,-0.00055605-0.00029239i,-0.00021401-0.0013362i,9.68e-05-0.0018005i,0.00011425-0.0018375i,-0.001507-0.0015517i,-0.0019955+0.00019804i,-0.00035754+0.00053862i,0.00043978-0.00047385i,0.00028608-0.00074074i,-0.00012079-6.339e-05i,-0.00036297-2.1369e-05i,-2.2364e-05-0.00019911i,0.00067275-0.00046072i,0.00018842-0.0004592i,0.00014017-0.00044772i,-8.897e-05-0.000357i,-0.00071572-0.00027764i,-0.00080528+0.00023866i,-0.00089075+0.00036127i,3.1333e-05-0.00014307i,0.00083077-0.00073291i,0.00081501-0.00080017i
-0.00014262-0.00084179i,8.8725e-06-0.0014289i,0.0012427-0.0020156i,0.0013373-0.00092906i,0.00058762+0.00033695i,0.00061174+0.00038241i,0.0008114+0.00045983i,-0.00011884+0.00028365i,-0.00043558+6.5775e-05i,-0.00019925-0.00018214i,-4.7073e-05-0.00063672i,0.00022477-0.00099209i,-0.00027837-0.00020683i,-0.00064187+0.00052348i,-0.00033164+0.00012835i,-0.00017942+0.00048311i,-0.00015611+0.00077029i,-6.5049e-05+0.00011342i,-0.00021522-0.00054042i,-0.00020248-0.00067187i,6.824e-05-0.00059807i,0.00013144-0.00015376i,7.6451e-05+0.00051776i
-0.00016828-0.0028222i,-0.0014833-0.0025189i,-0.0021451-0.0011494i,-0.001668-0.001268i,-0.00088356-0.0016043i,-0.00037702-0.00078815i,-6.7877e-05+0.00023738i,0.0009868+0.00091178i,0.001125+0.00090881i,0.00047299+2.3751e-05i,-0.0005145-0.00025749i,-0.0013049-0.00031486i,-0.00043697-8.7312e-05i,0.00018858+0.00037971i,-0.00027196+0.00063692i,-0.000843-9.2802e-05i,-0.00050563-0.0004136i,0.00068651+0.00055332i,0.00064713+0.00090717i,-0.00022947-0.00013379i,-3.2634e-05-0.00033265i,0.00095317+9.3846e-05i,0.001201+2.0576e-05i
0.0035781-0.0011525i,0.0021919-0.0019865i,0.00039854-0.0022143i,-0.00046199-0.00098879i,-0.0007101-0.00055577i,-4.7488e-05-0.00020833i,0.00087956+0.00043852i,0.00069877+0.00040602i,0.00019718+0.00037039i,0.00010704+0.00030592i,0.00035357-0.00044179i,0.00011035-0.00028638i,7.679e-05+0.00038805i,0.00044193+0.00049681i,0.00033602+0.00063534i,-0.00011691+0.00097743i,-0.00045305+0.00029966i,-0.00062783-0.00091465i,-0.00096697-0.00098289i,-0.0010709-0.0003352i,-0.00048491-0.00011102i,-0.00014182-9.0082e-05i,-0.00048941-5.4382e-05i
0.0015768+0.00020254i,0.0014867-0.0019601i,0.00086236-0.0023845i,0.0015441-0.0013093i,0.0026427-0.0014339i,0.002356-0.0012029i,0.0012733-0.00013064i,0.00017782+0.00020956i,-0.00048033+4.2961e-05i,-0.00039344+0.00010098i,-0.00024069+0.00010658i,-0.00020617+0.00027981i,1.7813e-05+0.0001632i,0.00037058-0.0004198i,0.00017898-0.00014492i,-0.00036354+0.00066299i,-0.0008952+0.00033282i,-0.00060597-6.2559e-05i,0.00034095+0.00094387i,0.00037956+0.0018144i,-0.00026098+0.0016511i,-0.00057146+0.00070275i,-0.00042346-0.00013623i
-0.0011192+0.0013666i,0.00013713+0.0017684i,4.1326e-05+0.0010746i,-0.0012423+0.0009562i,-0.001029+0.00074862i,0.00029395+3.5483e-05i,0.00069245+2.8638e-05i,-7.9123e-05+0.00059815i,-0.00062725+0.00050259i,-1.7062e-05+0.00018765i,6.5771e-05+7.8374e-05i,-0.00033353-3.6934e-05i,-0.00049387+0.00062722i,8.3194e-05+0.00086138i,0.00042842+0.00053184i,0.00094395+0.00042126i,0.0013198-0.00012273i,3.3858e-05-0.00031224i,-0.001066-4.5775e-05i,-0.00034877+0.00025431i,0.00010549+4.8352e-06i,-6.1784e-05+0.00015836i,0.00011358+0.00082935i
-0.0016523+0.00088942i,-0.0021649+0.0010637i,-0.0018173-0.00012132i,-0.0010129-0.00082246i,-0.0010591-7.0821e-06i,-0.00073009+0.00054875i,0.00045709+0.0004198i,0.00059524+0.00058903i,0.0012246+0.0014303i,0.0014413+0.00087811i,0.00019636-0.00071373i,-7.5316e-05-0.0012689i,-0.00069902-0.00091106i,-0.0015249-0.00058382i,-0.0010739-0.00031516i,-0.00075305-0.00036876i,-0.00013064+0.00043572i,0.00076197+0.0014581i,0.00041242+0.0015965i,0.00068997+0.0011069i,0.001175+0.00047318i,0.00077531-0.00013281i,0.00045761-0.0006481i
0.0015404-0.002825i,0.0011891-0.0028384i,0.00071924-0.0026009i,0.0012056-0.0020442i,0.00093465-0.0017496i,0.00031715-0.00061744i,0.00050283+7.3833e-05i,0.0009088+9.3979e-05i,0.00062357+7.4332e-05i,-3.1731e-05-0.0014705i,3.5837e-06-0.002242i,0.00046827-0.00071258i,-2.8259e-05+0.00047769i,-0.00088549+0.00041439i,-0.0015107+0.00079068i,-0.0015082+0.00043117i,-0.0011513-0.00086775i,-0.00050571-0.0011877i,0.00039184+1.1768e-05i,0.0004662+0.0012766i,5.9598e-05+0.00079994i,-0.00015258+0.00049082i,-0.0002637+0.0011667i
