-0.0021246+0.00077193i,-0.0010284+0.0010749i,-0.0012483+0.00084812i,-0.0014413+0.00068932i,-0.001171+0.0012284i,-0.00077206+0.00087703i,-0.00059299+0.00073895i,-0.0010361+0.0010732i,-0.00042315+0.00062895i,0.00059224-0.00013383i,0.0005663+0.00033861i,-0.00012538+0.0005288i,0.0001784-0.00072726i,0.00035543-0.0004826i,0.00015684+6.1727e-05i,0.00049397+0.00027473i,0.00039303+0.00037469i,0.0002454-0.00031019i,0.00040654-0.00078322i,0.0001178-0.00029874i,-0.00024433+0.00043719i,-0.00033894+0.00040787i,-0.00051898+1.9911e-07i
-0.17112+0.12069i,-0.19863+0.19318i,-0.16584+0.20182i,-0.16012+0.1816i,-0.16518+0.18078i,-0.11099+0.12764i,-0.049318+0.017266i,-0.03119-0.044375i,-0.01653-0.034935i,0.0054403-0.017974i,0.010889-0.01796i,0.00189-0.016162i,-0.0079468-0.0051289i,-0.010118+0.010312i,-0.002909+0.021901i,0.0054001+0.023951i,0.0099182+0.023461i,0.014271+0.020813i,0.013554+0.012921i,0.0070705+0.0068998i,0.0042254+0.0031057i,0.0064029-0.001918i,0.007096-0.0057614i
-0.089657-0.1861i,-0.14359-0.23062i,-0.1343-0.2122i,-0.08834-0.21795i,-0.073625-0.23345i,-0.051765-0.155i,0.012683-0.04596i,0.05224-0.0020537i,0.035323+0.0053706i,0.010339+0.012803i,0.0062345+0.013901i,0.0080216+0.0027016i,0.0016302-0.01041i,-0.012236-0.015158i,-0.0256-0.010163i,-0.030339-0.0046067i,-0.027185-0.0024244i,-0.01917+0.0012335i,-0.0084691+0.0014591i,-0.0032729-0.0026958i,-0.0014142-0.00096047i,0.0052185+0.0039867i,0.011263+0.0045763i
0.18477-0.10377i,0.2259-0.15938i,0.19232-0.1198i,0.18981-0.01106i,0.21333+0.043961i,0.13909+0.035205i,0.018363+0.046712i,-0.029724+0.06343i,-0.022024+0.043778i,-0.012888+0.014117i,-0.012969+0.0031882i,-0.011922+0.0071207i,-0.0021698+0.0096925i,0.010024+0.0014818i,0.013342-0.014078i,0.0089144-0.0237i,0.0047477-0.024983i,0.00043305-0.023405i,-0.003208-0.014631i,-0.001762-0.0038762i,-0.0011223+0.00047367i,-0.0052257+0.0036519i,-0.0066337+0.0065112i
0.073864+0.18314i,0.10494+0.21917i,0.045545+0.17605i,-0.078176+0.15233i,-0.13432+0.15195i,-0.086116+0.084807i,-0.03815-0.012806i,-0.027796-0.046236i,-0.014937-0.026473i,0.0039628-0.0068372i,0.013174-0.0027061i,0.0097724-0.004749i,0.0025972+0.0010482i,0.0052496+0.012215i,0.017713+0.017037i,0.025173+0.015712i,0.024372+0.01482i,0.019007+0.011928i,0.0094214+0.0083475i,0.0023809+0.0087987i,0.00016109+0.0055243i,-0.004887-0.0017294i,-0.010902-0.0035354i
-0.18956+0.086153i,-0.2275+0.13627i,-0.14709+0.078422i,-0.064569-0.073986i,-0.043516-0.1455i,-0.0051851-0.080477i,0.057524-0.0089252i,0.073219+0.0047312i,0.041861+0.0044981i,0.010245+0.012472i,0.00041819+0.01586i,0.0068189+0.0068305i,0.0068979-0.0068912i,-0.0062026-0.0083503i,-0.016895+0.0048961i,-0.017667+0.015423i,-0.01502+0.016891i,-0.0097875+0.014964i,-0.0016551+0.0084643i,0.0027699-0.00029219i,0.0042974-0.0041351i,0.0078666-0.0055211i,0.0090637-0.0087712i
-0.060378-0.19198i,-0.099705-0.22318i,-0.055745-0.11104i,0.073059+0.020773i,0.12847+0.054621i,0.051757+0.053015i,-0.029635+0.066423i,-0.046321+0.063901i,-0.032994+0.032135i,-0.023747-0.00054962i,-0.022308-0.0088997i,-0.016085+0.0022187i,-0.0026375+0.0080375i,0.0031384-0.0016988i,-0.0041641-0.013851i,-0.012502-0.019916i,-0.012499-0.022465i,-0.0078726-0.01827i,0.00023369-0.010474i,0.0071244-0.0082597i,0.0075824-0.0049115i,0.0080547+0.0039163i,0.011019+0.010833i
0.19848-0.063822i,0.23253-0.12276i,0.095739-0.1199i,-0.081483-0.024383i,-0.12548+0.038i,-0.085602-0.016668i,-0.06724-0.077576i,-0.059049-0.07523i,-0.031993-0.044605i,0.00052767-0.02198i,0.012837-0.018476i,0.0010651-0.017192i,-0.010032-0.0052847i,-0.0043895+0.0047243i,0.0083937+0.0014972i,0.015482-0.003592i,0.016243-0.00092813i,0.012352+0.00048332i,0.0023301-0.00040561i,-0.006061+0.00072868i,-0.0087144+0.0023147i,-0.012065+0.0031511i,-0.014764+0.0054529i
0.038949+0.18665i,0.095946+0.21437i,0.12527+0.077817i,0.084625-0.098675i,0.048091-0.1397i,0.077796-0.073047i,0.10352-0.023229i,0.082233-0.0063925i,0.043402+0.0055211i,0.015118+0.019344i,0.0099924+0.025037i,0.013396+0.01189i,0.0070531-0.0035705i,-0.0012968-0.0026924i,-0.00057502+0.010189i,0.0037305+0.019285i,0.0012707+0.02133i,-0.0041773+0.016996i,-0.0075651+0.0081028i,-0.0096215+0.0034882i,-0.0090945+0.0007238i,-0.0074309-0.0074903i,-0.0079989-0.016187i
-0.20839+0.030386i,-0.26846+0.1006i,-0.15131+0.17252i,0.034556+0.17902i,0.086664+0.14895i,0.019434+0.13665i,-0.02796+0.12197i,-0.031816+0.084425i,-0.026507+0.042114i,-0.02696+0.012243i,-0.029853+0.0075988i,-0.016275+0.018102i,0.0044546+0.017053i,0.0095923+0.0055414i,0.0015308-0.0011434i,-0.0055564-0.0044745i,-0.0064688-0.010072i,-0.0031716-0.0094488i,0.002814-0.0020007i,0.0087724+0.0032153i,0.010951+0.0037401i,0.013224+0.0034381i,0.017524+0.0032283i
-0.0090146-0.2003i,-0.081215-0.26661i,-0.18197-0.17245i,-0.22231-0.018411i,-0.19165+0.010361i,-0.14571-0.052147i,-0.10046-0.085112i,-0.057971-0.076891i,-0.023899-0.054272i,-0.00011936-0.03974i,0.0022545-0.038273i,-0.011451-0.028079i,-0.016792-0.0096374i,-0.01112-0.0011665i,-0.0061668-0.0044021i,-0.0035695-0.0096966i,0.0027161-0.0093713i,0.0080593-0.0039689i,0.0085678+0.00092798i,0.009182+0.0019256i,0.0072077+0.0032703i,0.0015111+0.0096815i,-0.0023538+0.017481i
0.21722+0.0070953i,0.32054-0.057622i,0.27286-0.17666i,0.14171-0.24124i,0.10029-0.20016i,0.12882-0.13098i,0.12515-0.081484i,0.093542-0.045137i,0.059901-0.017109i,0.038928+0.0027671i,0.034385+0.00413i,0.024861-0.010558i,0.0062295-0.019395i,-0.0032605-0.015236i,-0.0007285-0.0073242i,0.0013939+0.00060094i,-0.0032115+0.0086368i,-0.0071679+0.0076793i,-0.007274-0.0016304i,-0.006774-0.0069216i,-0.0072612-0.0077458i,-0.0094652-0.0091463i,-0.012825-0.0101i
-0.019718+0.20136i,0.03232+0.30879i,0.14508+0.29576i,0.21056+0.20611i,0.15839+0.16834i,0.076475+0.16943i,0.027489+0.1366i,-0.0016042+0.092194i,-0.013536+0.058132i,-0.017694+0.03665i,-0.012414+0.03226i,0.0063434+0.028816i,0.02+0.017809i,0.018981+0.0082407i,0.011763+0.0045554i,0.0044577+0.0035888i,-0.0016249-0.00072777i,-0.0045899-0.0059405i,-0.0050593-0.0062576i,-0.00535-0.0040625i,-0.0040182-0.0038452i,0.0017282-0.0053813i,0.0097985-0.0084764i
-0.2135-0.058973i,-0.35121-0.038798i,-0.38064+0.055862i,-0.30742+0.12325i,-0.23504+0.084508i,-0.18811+0.01636i,-0.13009-0.015139i,-0.076591-0.029087i,-0.04681-0.028939i,-0.031058-0.021866i,-0.028492-0.015551i,-0.028218-0.0018732i,-0.018911+0.011498i,-0.0095139+0.015671i,-0.0048994+0.013038i,0.00023458+0.0064378i,0.0081742+0.00075439i,0.011863+0.0026597i,0.0085605+0.0074688i,0.0045499+0.0084471i,0.0033132+0.007847i,0.0035204+0.0088836i,0.0030002+0.011622i
0.068265-0.20328i,0.062113-0.34455i,-0.011542-0.38757i,-0.054219-0.3202i,-0.0046705-0.23499i,0.051946-0.16529i,0.067973-0.095906i,0.068955-0.047046i,0.052809-0.029538i,0.032086-0.021756i,0.021571-0.021179i,0.0071764-0.024771i,-0.006736-0.020873i,-0.010974-0.013886i,-0.0099277-0.010221i,-0.0080229-0.0071052i,-0.0065795-0.0012238i,-0.0053233+0.0054976i,-0.0012486+0.008164i,0.0039116+0.007007i,0.0031433+0.0048424i,-0.0026606+0.0030341i,-0.010148+0.0011336i
0.19137+0.10911i,0.33482+0.15011i,0.38913+0.11299i,0.32393+0.069037i,0.2217+0.088764i,0.13968+0.10391i,0.072332+0.086164i,0.028769+0.071481i,0.016839+0.054816i,0.016128+0.036009i,0.018718+0.024303i,0.023496+0.011444i,0.022563-0.00083436i,0.018034-0.0059998i,0.012375-0.0088833i,0.0025123-0.0099047i,-0.0072963-0.010295i,-0.0092564-0.012912i,-0.0054408-0.014123i,-0.0028271-0.010783i,-0.0015631-0.0070136i,-0.00038382-0.0075843i,0.0024815-0.010743i
-0.12287+0.17628i,-0.18068+0.30933i,-0.16333+0.3621i,-0.12749+0.28808i,-0.13567+0.16666i,-0.1277+0.083222i,-0.090704+0.027372i,-0.070534-0.0069245i,-0.054452-0.0052651i,-0.034966+0.0068354i,-0.024839+0.014839i,-0.016853+0.02296i,-0.0085907+0.024322i,-0.001532+0.019335i,0.0059675+0.015075i,0.011143+0.01105i,0.013577+0.0053349i,0.013467-0.0016786i,0.0086628-0.0064469i,0.001104-0.0070389i,-0.00093129-0.0041624i,0.0015237-0.00065763i,0.0058627+0.0031959i
-0.14562-0.15512i,-0.25602-0.25584i,-0.29595-0.27092i,-0.22196-0.22124i,-0.10656-0.17958i,-0.042503-0.13453i,-0.0094873-0.078274i,0.016886-0.050698i,0.013894-0.044218i,-0.0014586-0.034971i,-0.012057-0.026331i,-0.018608-0.018776i,-0.018653-0.012352i,-0.017802-0.0081778i,-0.016553-0.0020107i,-0.0095643+0.0045728i,-0.0024243+0.0095122i,-0.0016806+0.013893i,-0.0032811+0.015738i,-0.0018602+0.013253i,0.00013314+0.0090362i,-0.00022184+0.0062453i,-0.0034413+0.0041668i
0.16317-0.13154i,0.2734-0.22875i,0.29322-0.25186i,0.23154-0.16208i,0.16663-0.048097i,0.11148+0.002999i,0.058227+0.022542i,0.034042+0.039401i,0.034115+0.029295i,0.030173+0.0051318i,0.023201-0.010806i,0.017396-0.019009i,0.012436-0.020213i,0.0075935-0.018892i,-0.00058776-0.018755i,-0.008544-0.016395i,-0.012806-0.011587i,-0.013669-0.0061842i,-0.010037-0.00096059i,-0.0046726+0.0021422i,-0.0022859+0.0022749i,-0.0020604-9.1072e-05i,-0.001089-0.0041898i
0.092415+0.18012i,0.14925+0.31061i,0.14875+0.33504i,0.072933+0.24781i,-0.0070922+0.15373i,-0.024931+0.088785i,-0.021828+0.035942i,-0.031678+0.011936i,-0.026426+0.019681i,-0.0064273+0.025923i,0.00736+0.022228i,0.011166+0.018102i,0.0071484+0.016404i,0.0056505+0.013679i,0.011118+0.0064493i,0.013885-0.0012974i,0.012329-0.0056746i,0.013474-0.0080159i,0.01426-0.0097115i,0.0098496-0.010272i,0.0044633-0.0083351i,0.0022573-0.0050334i,0.0037755+0.00044573i
-0.18681+0.067514i,-0.32078+0.10489i,-0.34084+0.098249i,-0.23165+0.032025i,-0.1156-0.032063i,-0.047996-0.035357i,-0.0018371-0.025324i,0.013303-0.035042i,-0.004431-0.031108i,-0.018711-0.010613i,-0.01989+0.0047894i,-0.016605+0.0092665i,-0.011632+0.00646i,-0.0075021+0.0063376i,-0.0037755+0.012596i,0.00058421+0.017317i,0.0042062+0.016421i,0.0063773+0.012599i,0.0063281+0.0072697i,0.0052293+0.0026493i,0.0040735+0.00087138i,0.0018235+0.00091731i,-0.0018179+0.0033792i
-0.0242-0.18952i,-0.024085-0.32071i,-0.0016813-0.33308i,0.034525-0.20921i,0.054655-0.085163i,0.034179-0.029123i,0.010715+0.0056145i,0.016718+0.020701i,0.021697+0.0025287i,0.0091161-0.016774i,-0.0032869-0.021629i,-0.0053816-0.017802i,0.00043324-0.012002i,0.0020835-0.0087713i,-0.0053465-0.0053562i,-0.012306-0.0019212i,-0.013416-0.0016108i,-0.014523-0.0022642i,-0.014827-0.00036942i,-0.010573+0.0026435i,-0.0057639+0.003393i,-0.0025479+0.0026557i,-0.0020868-0.00065158i
0.18514-0.0034605i,0.31206+0.013392i,0.31578+0.037537i,0.18492+0.053911i,0.059222+0.050277i,0.010027+0.022801i,-0.016324-0.00024455i,-0.029201+0.007127i,-0.0095878+0.017883i,0.013252+0.0093387i,0.022276-0.0020553i,0.021206-0.0042508i,0.014195-0.00035796i,0.0085436-0.00061017i,0.006832-0.0094847i,0.0055593-0.018455i,0.0039989-0.018027i,0.0027372-0.01159i,0.0020737-0.0052237i,-1.0442e-05-0.002171i,-0.0020454-0.0022076i,-0.0014771-0.0017714i,0.0028499-0.0014832i
-0.035647+0.16208i,-0.084849+0.26984i,-0.11486+0.26168i,-0.093707+0.13976i,-0.048544+0.041271i,-0.0066717+0.016666i,0.018993+0.0036503i,0.013486-0.011629i,-0.0038846-0.0013985i,-0.006151+0.018175i,-0.00044811+0.024455i,0.0011761+0.018897i,-0.0028981+0.0079981i,-0.003353+0.0022366i,0.0031193+0.0049528i,0.0075414+0.0095963i,0.0068326+0.012098i,0.0070026+0.012155i,0.0088355+0.0092189i,0.0075271+0.0035273i,0.0049757-0.00014883i,0.00241-0.00024643i,-0.0016158+0.00225i
-0.15795-0.049382i,-0.25687-0.11074i,-0.24351-0.13364i,-0.12406-0.089216i,-0.032796-0.030886i,-0.014793+0.0090005i,-0.0054159+0.031646i,0.009494+0.025053i,0.0033127+0.0044049i,-0.014587-0.0024786i,-0.023413+0.0011601i,-0.019885+0.0031141i,-0.010316+0.0017469i,-0.0051459+0.0026747i,-0.0075044+0.0080924i,-0.0099992+0.013417i,-0.007212+0.012237i,-0.0029722+0.0057045i,-0.002057+0.0001972i,-0.0027291+0.00045215i,-0.0017925+0.003259i,-0.00088386+0.0016593i,-0.0034611-0.0020019i
0.075288-0.13306i,0.15073-0.20657i,0.16725-0.18573i,0.09808-0.08839i,0.026471-0.025721i,-0.010579-0.025622i,-0.034375-0.027693i,-0.03312-0.011562i,-0.01128-0.005583i,0.00088907-0.015918i,0.00079354-0.023495i,0.00029277-0.016741i,0.0026162-0.0025697i,0.0026404+0.0030551i,-0.001087-0.0036134i,-0.0015019-0.011126i,0.0017469-0.013432i,0.0026079-0.013418i,3.1139e-05-0.0108i,-0.0030333-0.0051339i,-0.0034333-0.00025937i,-0.00082706+0.00095193i,0.0027831-0.00097445i
0.11942+0.088803i,0.17881+0.17142i,0.15555+0.18691i,0.076092+0.10453i,0.030029+0.020126i,0.033306-0.017409i,0.033174-0.038355i,0.013033-0.036142i,0.0036673-0.01114i,0.012296+0.0042778i,0.019074+0.0045044i,0.014092+0.0024319i,0.0043741+0.0011604i,0.0022046-0.0013718i,0.0068427-0.0042834i,0.0096576-0.00518i,0.0057605-0.0025642i,-0.00046075+0.0018989i,-0.0033173+0.0049005i,-0.0015314+0.0030859i,0.0014995-0.0013009i,0.002281-0.0015897i,0.0022349+0.0024504i
-0.098323+0.085386i,-0.18602+0.11676i,-0.1958+0.089408i,-0.10569+0.040371i,-0.023723+0.026758i,0.0055357+0.042189i,0.020991+0.048574i,0.022158+0.030563i,0.0034101+0.014524i,-0.010196+0.015624i,-0.011186+0.018495i,-0.0077156+0.012196i,-0.0032493+0.0021922i,-0.00014711-0.0014385i,-0.00011637+0.0022147i,-0.0028452+0.0061749i,-0.007447+0.0057852i,-0.0087837+0.0049009i,-0.004142+0.0051564i,0.00099268+0.0037158i,0.0022457+0.0010626i,0.00067025-0.00019791i,-0.0022949-0.00064381i
-0.070374-0.10852i,-0.089827-0.1987i,-0.064091-0.20564i,-0.03322-0.112i,-0.030995-0.030867i,-0.045203-0.0018631i,-0.049767+0.014184i,-0.032348+0.016234i,-0.015881-0.00028175i,-0.015755-0.012761i,-0.018502-0.014343i,-0.013888-0.010109i,-0.0063285-0.003228i,-0.0038745+0.00087301i,-0.0074621+0.00092051i,-0.008432-6.4571e-05i,-0.0014975-0.0002017i,0.0073418+0.00058788i,0.010773-0.00036736i,0.0069525-0.0012025i,0.001745+0.0005492i,1.4539e-05+0.00052318i,-0.00057499-0.0024364i
0.10775-0.044681i,0.19054-0.043718i,0.18876-0.01892i,0.10166-0.0097279i,0.038036-0.024571i,0.024461-0.044593i,0.01631-0.054823i,0.0079222-0.042529i,0.010953-0.024797i,0.018253-0.019139i,0.018294-0.017742i,0.010626-0.011023i,0.00040159-0.0022126i,-0.0046481+0.00055264i,-0.002484-0.0022334i,0.0026331-0.0037301i,0.0069753-0.0014223i,0.0064914+0.00040821i,0.0023596+0.0002225i,-0.00061783-0.00078054i,-0.00084423-0.00094953i,0.00065417+0.00067186i,0.0024643+0.0026984i
0.023674+0.10708i,0.0049868+0.18525i,-0.022344+0.18468i,-0.013389+0.10368i,0.018186+0.043038i,0.04406+0.028105i,0.057001+0.019454i,0.045408+0.0092239i,0.024608+0.0091743i,0.016641+0.01529i,0.015983+0.015565i,0.011331+0.0079023i,0.005581+0.00028174i,0.0039387-0.0020123i,0.0051176-0.0010009i,0.0040759-0.0011328i,-0.00098455-0.0044843i,-0.0072476-0.0082197i,-0.010199-0.0067404i,-0.0071914-0.0023114i,-0.0022474-0.00017317i,-0.0009994+0.0013937i,-0.0020843+0.0046701i
-0.093156+0.0035719i,-0.15794-0.02756i,-0.15247-0.052682i,-0.086436-0.030757i,-0.042193+0.0086644i,-0.03676+0.034917i,-0.036187+0.048239i,-0.025177+0.039972i,-0.016924+0.021216i,-0.016217+0.011898i,-0.014976+0.0097845i,-0.0077773+0.0054947i,0.0002249-0.00023412i,0.0021424-0.0017487i,-0.00022661-0.00048697i,-0.0031774-0.00026126i,-0.0039145-0.0014157i,-0.0017518-0.001679i,0.00099055-3.61e-05i,0.0023713+0.0019909i,0.0024712+0.0016103i,0.00078156-0.0004519i,-0.0012276-0.0030438i
0.013031-0.092956i,0.055585-0.1525i,0.081477-0.14373i,0.049112-0.080129i,0.0016503-0.040378i,-0.027136-0.036992i,-0.041209-0.036254i,-0.033188-0.023657i,-0.013759-0.014217i,-0.0052239-0.014049i,-0.0056636-0.012486i,-0.0043157-0.0054152i,-0.0016327-0.00012075i,-0.0011067+0.00098316i,-0.0023877+0.001363i,-0.0019354+0.0040406i,0.0016507+0.0088804i,0.0059713+0.013742i,0.0084988+0.01275i,0.0066223+0.0063399i,0.0024585+0.0021i,0.0011904-0.00020358i,0.0024697-0.0026004i
0.081371+0.02657i,0.12412+0.071903i,0.10761+0.092902i,0.057923+0.057594i,0.034868+0.01477i,0.041338-0.0083937i,0.046648-0.019385i,0.03597-0.015051i,0.023168-0.0022837i,0.01793+0.00322i,0.013486+0.0013381i,0.0062329+0.00027327i,5.625e-05+5.8441e-05i,-0.0026245-0.0013664i,-0.0018864-0.0023476i,-0.00010171-0.0010154i,0.0012952+0.00010263i,0.0014296-0.0014128i,0.00019285-0.0031835i,-0.0017115-0.0029851i,-0.0026258-0.0019058i,-0.0030995-0.00099131i,-0.0031627+0.00073465i
-0.037131+0.066691i,-0.093137+0.095038i,-0.11527+0.074741i,-0.072608+0.036562i,-0.022631+0.026549i,0.0013182+0.039304i,0.012357+0.047464i,0.011299+0.036792i,0.0019883+0.022547i,-0.0031508+0.017519i,-0.0025517+0.014604i,-0.0010738+0.0080776i,0.00037505+0.0011806i,0.0022416-0.0014681i,0.0026074-0.0013352i,0.0013601-0.0025595i,0.00023376-0.0065863i,-0.00046764-0.011404i,-0.0027288-0.01249i,-0.0037572-0.0087986i,-0.0019569-0.0037746i,-0.0019752-0.0010791i,-0.0035369+0.00044039i
-0.049546-0.038328i,-0.064298-0.090783i,-0.043392-0.10858i,-0.019107-0.067619i,-0.021451-0.024158i,-0.037178-0.00887i,-0.046456-0.0058547i,-0.039197-0.0053718i,-0.025411-0.0052993i,-0.017285-0.0044294i,-0.011923-0.0024595i,-0.0047467-9.6741e-05i,0.0013057+0.0011671i,0.00259+0.0018112i,0.0013856+0.0014212i,-0.00054022+0.00082964i,-0.0030087+0.0010777i,-0.0043968+0.0032113i,-0.0035705+0.0051526i,-0.00069265+0.0054221i,0.0021397+0.0045445i,0.0035037+0.0021404i,0.0039096+9.4065e-05i
0.052036-0.041655i,0.10591-0.048863i,0.11933-0.023615i,0.071563-0.0031072i,0.024761-0.012548i,0.0084329-0.032803i,0.0051237-0.042886i,0.0025477-0.03386i,0.0015124-0.019005i,0.0014508-0.012288i,-0.00084973-0.010783i,-0.0039197-0.0064277i,-0.0050694-0.00081816i,-0.0048422+0.0012833i,-0.0049454+0.0008277i,-0.0049131+0.00030712i,-0.004841+0.0023836i,-0.0046723+0.0072459i,-0.0017629+0.010197i,0.0014161+0.0081918i,0.0020423+0.003914i,0.0023153+0.0016791i,0.0026871+0.001413i
0.02676+0.049169i,0.021242+0.09277i,-0.00514+0.095874i,-0.0146+0.051042i,0.0036155+0.017595i,0.024811+0.014461i,0.034324+0.018297i,0.027218+0.014338i,0.013736+0.0078121i,0.0075764+0.003271i,0.0059005+0.00032045i,0.0013643-0.0016611i,-0.002943-0.0022083i,-0.0041335-0.0025282i,-0.0031252-0.0034497i,0.00013435-0.003292i,0.0035362-0.0017685i,0.0064801-0.0011136i,0.0068428-0.0025511i,0.0043945-0.0052i,0.002118-0.0058183i,-0.0006115-0.0038525i,-0.0034325-0.00086548i
-0.053084+0.014004i,-0.09517-0.0037425i,-0.09339-0.031243i,-0.047171-0.029346i,-0.015553-0.0017138i,-0.014132+0.02362i,-0.016938+0.0335i,-0.012079+0.024879i,-0.0060332+0.010649i,-0.0027723+0.0032663i,0.00069397+0.00079855i,0.0033528-0.0016526i,0.0039319-0.002948i,0.0040509-0.0016272i,0.004399-0.00053363i,0.0046476-0.0014932i,0.0047473-0.0041731i,0.0046164-0.0062057i,0.0031398-0.0080001i,0.001411-0.0078188i,0.00057889-0.0042636i,-0.00051467-0.001332i,-0.0014525-0.00064634i
-0.0015409-0.040008i,0.022046-0.072673i,0.047739-0.066918i,0.038292-0.031656i,0.0079578-0.015497i,-0.013652-0.021824i,-0.019921-0.026403i,-0.012997-0.020729i,-0.0035113-0.01132i,-0.00028752-0.0046522i,-7.7195e-05-0.00078478i,0.0024509+0.0016563i,0.0038488+0.0017441i,0.0021389+0.00070163i,-0.0004811+0.00053544i,-0.0017941+0.0003785i,-0.0034856-0.0018516i,-0.0065501-0.0043765i,-0.0082594-0.0032065i,-0.0065757+0.0013882i,-0.0034121+0.0045653i,-0.00089837+0.0039927i,0.0013718+0.0026014i
0.042875+0.0017347i,0.068181+0.024395i,0.054768+0.046001i,0.020036+0.033501i,0.010302+0.0041505i,0.020841-0.013513i,0.027704-0.017528i,0.021278-0.011955i,0.010332-0.0035837i,0.0042573-0.00010645i,-0.00022679-0.00077125i,-0.0032741+0.00057903i,-0.0026681+0.0030718i,-0.0015278+0.002064i,-0.00076366-0.0012647i,-2.9729e-05-0.00085908i,-0.00036967+0.001578i,-0.0021869+0.0034441i,-0.0036697+0.006758i,-0.0026102+0.007814i,-4.4162e-05+0.0051936i,0.00062067+0.003414i,0.0009103+0.0030977i
-0.006204+0.03735i,-0.033743+0.051998i,-0.053932+0.032632i,-0.036817+0.0031477i,-0.0086855+0.0014011i,0.0018582+0.016806i,0.00084726+0.025648i,-0.0013677+0.021101i,-0.0018018+0.011161i,-0.0006548+0.0032081i,0.00019581-0.0014731i,-0.0016508-0.0032582i,-0.0047229-0.0030784i,-0.0050562-0.0018191i,-0.0032194-0.00050048i,-0.0017178+0.0006664i,0.00072893+0.0033991i,0.004259+0.0075268i,0.0056771+0.008133i,0.006122+0.0041871i,0.0050626-5.8017e-05i,0.001912-0.0022054i,-0.00029287-0.0024915i
-0.031032-0.020118i,-0.041169-0.049078i,-0.020935-0.059342i,0.0029686-0.031604i,0.00013813-0.0029268i,-0.016277+0.0054445i,-0.024386+0.0039007i,-0.017695+0.0021957i,-0.0066746+0.00067857i,-0.00010104+0.00068828i,0.0030406+0.0021053i,0.0054163+0.00135i,0.0058465-0.0005413i,0.0034888+0.00014249i,-6.0783e-05+0.0019873i,-0.0010315+0.0017363i,0.00012799-0.00092292i,0.0021992-0.0039502i,0.0051029-0.0064506i,0.0044954-0.0071574i,0.0011402-0.005745i,-0.00013007-0.0037177i,0.00021909-0.0021034i
0.021046-0.022243i,0.047478-0.026154i,0.054747-0.0070863i,0.027692+0.0081751i,0.002945+0.00024618i,0.00052806-0.013144i,0.0052149-0.017629i,0.0057413-0.011993i,0.0022252-0.0033857i,-0.0014861+0.0012529i,-0.0032646+0.0029552i,-0.0017843+0.005356i,0.00097663+0.0078419i,0.0016283+0.0065633i,-6.1371e-05+0.0026488i,-0.00097956+0.00037094i,-0.000575-0.0019659i,0.00013685-0.0053796i,-0.00025031-0.007348i,-0.0021413-0.0055661i,-0.003335-0.0014715i,-0.0023561+0.0014481i,-0.00069297+0.0026731i
0.015952+0.0176i,0.011197+0.038061i,-0.010269+0.039787i,-0.016957+0.016236i,0.00063461-0.00037042i,0.018082+0.00083494i,0.022516+0.0047756i,0.013957+0.003196i,0.0027395-0.00076303i,-0.0037175-0.0034564i,-0.0064134-0.0046494i,-0.0086273-0.0030129i,-0.0095037+0.00028564i,-0.0065872+0.0021219i,-0.0027295+0.0016835i,-0.0010073+0.00082669i,-0.0022972+0.0012586i,-0.0042121+0.0025808i,-0.0051071+0.0044551i,-0.0047334+0.0049082i,-0.0026338+0.0033291i,-0.00096548+0.0018549i,-0.00082792+0.0010961i
-0.013677+0.010905i,-0.033275+0.0031099i,-0.03306-0.015034i,-0.01102-0.01652i,0.00035686-0.00011192i,-0.0047603+0.012486i,-0.0094281+0.013873i,-0.0068109+0.0068973i,-0.0019635-0.00034933i,0.0015916-0.0034328i,0.0031499-0.0054219i,0.0022184-0.0074791i,-0.0011903-0.008406i,-0.0038806-0.0071901i,-0.0035748-0.0051054i,-0.001829-0.0029644i,-0.0011781+0.00032146i,-0.0025284+0.0051375i,-0.0022932+0.0080805i,0.00019963+0.0063757i,0.0020954+0.0020035i,0.0021885-0.0013897i,0.00067959-0.003384i
-0.0037027-0.021772i,0.0070981-0.039414i,0.022638-0.032316i,0.018076-0.0072133i,-0.00063515+0.00054113i,-0.011782-0.0064145i,-0.012103-0.010923i,-0.0058833-0.008066i,0.0014155-0.0012476i,0.0049928+0.0027039i,0.0058831+0.0044161i,0.0077192+0.0047675i,0.0092894+0.0016336i,0.0071614-0.0016325i,0.0034844-0.0024542i,0.0020893-0.0024265i,0.0026525-0.0019596i,0.0047269-0.0011209i,0.0070196-0.00061812i,0.0068397-0.0010678i,0.0036866-0.00077149i,0.0018791-0.00019534i,0.0016927-0.00027552i
0.017816+0.0021309i,0.029041+0.012729i,0.017819+0.021732i,-0.0016755+0.01369i,-0.0025818-0.00048636i,0.0070874-0.0057243i,0.011272-0.0036633i,0.0079147+0.00099646i,0.0015222+0.0041483i,-0.0025374+0.0040911i,-0.0045221+0.0041708i,-0.0052423+0.0070731i,-0.0031395+0.0086462i,-0.00087237+0.0067535i,-0.00020222+0.0040046i,0.00030428+0.0025075i,0.0012974+0.00018922i,0.0039563-0.0030112i,0.004775-0.0049504i,0.0015807-0.0052163i,-0.0012306-0.0026504i,-0.0020275+0.00096625i,-0.0011436+0.0031426i
