-0.0021246+0.00077193i,-0.0010284+0.0010749i,-0.0012483+0.00084812i,-0.0014413+0.00068932i,-0.001171+0.0012284i,-0.00077206+0.00087703i,-0.00059299+0.00073895i,-0.0010361+0.0010732i,-0.00042315+0.00062895i,0.00059224-0.00013383i,0.0005663+0.00033861i,-0.00012538+0.0005288i,0.0001784-0.00072726i,0.00035543-0.0004826i,0.00015684+6.1727e-05i,0.00049397+0.00027473i,0.00039303+0.00037469i,0.0002454-0.00031019i,0.00040654-0.00078322i,0.0001178-0.00029874i,-0.00024433+0.00043719i,-0.00033894+0.00040787i,-0.00051898+1.9911e-07i
-0.00087523-1.2169e-05i,-7.9274e-05+0.00059856i,0.00060775+0.00020763i,0.0005789+0.00055151i,2.5315e-05+0.0010812i,-0.00018954+0.00062016i,-0.00024098+7.0447e-05i,7.3803e-05-0.00010615i,0.0003791-0.00024528i,0.00051256-0.00066636i,0.00029954-0.00029843i,-0.0001649-0.00015064i,0.00036868-0.0012204i,0.00058917-0.0016218i,0.00012741-0.00031821i,0.00047311+0.00017622i,0.00075045-0.000216i,0.00058207-6.9239e-05i,-0.00019337+1.8188e-05i,-0.0010318+0.00026333i,-0.00096842+0.00053871i,-0.00050698+0.00032787i,-0.00030099+0.000174i
0.0021508+0.0020652i,0.0031075+0.0013749i,0.0032758+0.00039523i,0.0019464-0.00019589i,0.00040098-0.00044494i,-2.0127e-05+0.0001804i,-0.00044234+0.00048159i,-0.0011664+0.0005118i,-0.00087158+0.0003774i,-0.00068999-0.000303i,-0.00069044-0.00050491i,-0.00094414-0.00016106i,-0.00050615-0.00013045i,-0.00055533-0.00040555i,-0.00031644-0.00018128i,0.00076618-0.000337i,0.00033155-0.00017237i,-0.00035068+0.00099737i,-0.0004524+0.00085719i,6.1829e-05+0.00088198i,0.00072577+0.00089647i,0.00055321+0.00022777i,0.00022264-0.00019171i
1.5959e-05+8.9267e-05i,-0.00050567+2.0415e-05i,-0.00072734-0.00027434i,-0.00059249+0.00010794i,-0.00094452+0.00027861i,-0.0012668+0.00031625i,-0.001504+0.00040645i,-0.0013556-0.00032128i,-0.0010452-0.0007501i,-0.00056327-0.00068045i,-3.1866e-05-0.00078023i,0.00033045+8.2257e-05i,0.00045871+0.00094017i,0.0005848+0.00044562i,0.00076443-0.00011635i,0.00091085+0.0001626i,0.00060197+0.00019686i,4.9999e-05+3.4601e-05i,5.6218e-05-4.3653e-05i,0.00059895+0.00010437i,0.00074493+0.00039081i,0.00042351+0.00022577i,0.00012523+0.00023125i
0.002315+0.00038045i,0.003593-0.00024715i,0.0043895-0.0011229i,0.0035721-0.0011897i,0.0018407-0.00042912i,-0.00020625+0.00093096i,-0.001386+0.0022156i,-0.00087805+0.0015887i,0.00048304+0.00033306i,0.00075929+0.00041182i,-0.00041512-6.3644e-05i,-0.00058457-0.00027293i,-0.00030665+9.1851e-05i,-0.00073872+7.9289e-05i,0.0001189-1.1422e-05i,0.00049158+0.00023495i,-0.00029781+0.00064699i,-0.00016905+0.00055277i,-0.00045055+0.00077215i,-0.00062504+0.001086i,4.4985e-07+0.00027878i,-0.00017754-0.0003469i,-0.00043633-0.00054978i
0.00062657+0.00069958i,0.00043943+0.00078719i,0.00016139+0.0014455i,0.00024566+0.0012855i,9.6325e-05+0.00087311i,-0.00012797+0.00039224i,-7.2982e-05-0.00033365i,-0.00042495-0.00047141i,-0.00059048+1.6801e-05i,-0.00027904+7.4587e-05i,0.00012995-0.000324i,0.00019112-0.00053188i,-0.00068505-0.00074402i,-0.00073142-0.00055114i,-0.00021088+0.00018451i,-0.00036078+0.00034562i,-3.683e-05+0.00065243i,0.00074784+0.00087122i,0.00063438+5.8966e-05i,-0.00098292-5.8953e-05i,-0.0012794-0.00034062i,-4.2683e-05-0.00088661i,-0.00016087-0.00050064i
0.0013174-0.0021706i,-4.9792e-05-0.0020628i,-0.00097741-0.0022076i,-0.00085927-0.0029859i,-0.0014847-0.0016474i,-0.001414+0.00049491i,-0.00063793+0.0011021i,3.5305e-05+0.0003981i,0.00022014-0.0005501i,-5.8256e-05-0.00069448i,0.00052587+6.2916e-05i,0.00037026+0.00050009i,-0.00047939+0.00012697i,-0.0003088+9.3958e-05i,-0.00025676+0.00071539i,-0.00033086+0.00078306i,-0.000254-9.9378e-05i,-0.00049344-0.00026019i,-0.0003021-0.00063703i,0.00017473-0.00069205i,0.0003802-0.00035546i,0.00046445-0.00023538i,-0.0001271-0.00019147i
4.1575e-05+0.00083673i,0.001462+0.002493i,0.0022748+0.0033413i,0.0011751+0.0028832i,0.00014133+0.0025728i,-0.00010478+0.0012741i,-0.0007477+0.00019257i,-0.0013125-4.2668e-05i,-0.0006412-0.00067991i,-0.00032279-0.00090898i,0.00040734-0.00070078i,0.00035854-0.00072284i,0.00013637-0.00058757i,0.00070296+0.00014775i,0.0007273+0.0002686i,0.0004474+0.00014578i,-9.4965e-05-9.3377e-05i,0.00013001-0.00024112i,0.00032892-0.00033055i,-0.00036303+0.00036414i,-0.00072743+0.00067389i,-0.00045819-5.8307e-05i,-0.00050791-0.0002079i
0.00032399-0.0013941i,-0.00043-0.00079984i,-0.0003576-0.0020409i,-0.00015921-0.0018192i,-0.00047601-0.00034543i,-0.00026284+0.0011088i,1.6242e-05+0.00078921i,-1.5655e-05+0.00045917i,0.00096866+0.00027773i,0.00086899+0.00031238i,-6.2174e-05+0.00083574i,9.7594e-05+0.00060685i,0.00027352+0.00012904i,2.0802e-05+0.00013897i,0.00038495+0.00058277i,0.00055361+0.00048981i,0.00023755+0.00015464i,-0.00013995-0.00011671i,8.689e-05-0.0006884i,0.00029021-0.00088429i,-0.00025988-0.00064089i,-0.00040294-3.4208e-06i,0.00016598+0.00023692i
3.5609e-05-0.00059466i,0.00025907+0.00018835i,-0.00012314+0.0013188i,-0.00044819+0.001373i,5.4175e-05-8.2819e-05i,0.00080354-0.001173i,0.0010689-0.0020982i,0.00067193-0.0018628i,-0.00021418-0.00071886i,-0.00054065+0.0004206i,-0.00031275+0.0010618i,0.0004995+0.0012241i,0.0010547+0.00097659i,0.0005569+0.0001243i,0.00079737-0.00032091i,0.001378+0.00021193i,0.00080589+0.00071109i,0.00047376+0.00032728i,0.00069045-0.00024961i,0.0004109-1.3293e-06i,-7.8866e-05+5.892e-05i,-0.00018078-0.00036535i,0.00044463+0.00034365i
-5.1174e-05-0.0029931i,0.0010502-0.0032974i,0.0017429-0.0026841i,0.00067862-0.0014004i,-0.00021804+0.00031545i,-0.00069172+0.0015274i,-0.00061775+0.0013341i,0.00014647+0.00051769i,0.00034299+0.00026389i,0.00019009+0.0006945i,0.00038661+0.00075469i,0.00040223+0.00022193i,0.00045995-2.6419e-08i,5.1894e-05-0.00021076i,0.00027536-0.00031982i,0.0005544+3.5368e-05i,-0.00014183-0.00035116i,0.00016268-0.0010462i,4.7158e-05-0.00053199i,-0.00053204+0.00015156i,-0.00070201-5.8746e-05i,-0.00055937-0.00044723i,-0.00042578-0.00051609i
0.0014541+0.0011404i,0.0021007+0.0014172i,0.0021595+0.00099815i,0.00057713+0.00075337i,-0.0012102+0.00030236i,-0.0016051+1.415e-05i,-0.0008593+0.00036416i,0.00030705+0.00082405i,0.0015534-6.8465e-05i,0.0017644-0.001019i,0.0010143-0.00086472i,0.00020115-0.00010225i,-0.00056501+0.00054006i,-0.00038529+0.00056039i,0.00035609+0.0004691i,0.0002913+0.00010675i,-4.6577e-06+2.9997e-05i,8.4131e-05-0.0001796i,0.00056108+0.00040852i,0.00066161+0.0010746i,0.00094389-1.5382e-05i,0.00044229-0.00078428i,-0.00035461-0.00017655i
0.0011714+0.00021485i,0.0016909-0.00065776i,0.0022449-0.0024369i,0.0018023-0.0027502i,0.00058778-0.00089103i,0.00073153+0.00066534i,0.0011436+0.001066i,0.00095516+0.001311i,0.0011174+0.00073503i,0.0011483-0.00036347i,0.00095268-0.00051802i,0.00067168+0.00036912i,0.00049194+0.001172i,0.00049788+0.0012213i,0.00022859+0.00093943i,0.00035454-0.00020796i,0.0011225-0.00042596i,0.0013253-0.00054672i,0.0011246-0.00065066i,0.00080592+0.0001383i,0.00021278+0.00098364i,3.0475e-05+0.0013565i,0.00062735+0.0006858i
-0.0019122+0.00012539i,-0.00043364+0.0016224i,0.00034862+0.001931i,0.00060912+0.0014922i,0.00068316+0.0012676i,0.00054956+0.00088836i,-0.00010565+7.0556e-05i,-0.00044951-0.00063324i,0.00016-0.00031197i,0.00053221+0.00097523i,-5.7442e-05+0.0010265i,-0.00022265-0.00032615i,0.00022297-0.0008338i,6.4108e-06-0.00017037i,0.00045149+0.00033874i,0.00074368-0.00042512i,0.00019996-0.00034886i,-0.00077379+0.00058805i,-0.0012312+0.00079886i,-0.00033084-2.6834e-05i,0.00078745-0.00033533i,0.00082351+0.0003469i,0.00046988+0.00046357i
-0.0013448+0.0001232i,-0.00063243-5.1407e-05i,-0.00027272-0.00011266i,-6.1754e-05+0.00034222i,-0.00095317+0.0011695i,-0.0016387+0.001486i,-0.0013722+0.0016676i,-0.00043906+0.00087215i,0.00063046-0.00034315i,0.00038623+7.3978e-05i,-0.00035401+0.00083177i,-0.0001591+0.00083135i,0.00018932+0.00064344i,0.00023387+0.00024469i,-0.0002611+0.00020566i,-0.00047096+5.7087e-05i,2.4491e-05-0.00018463i,-0.00033208-0.00020997i,-0.00039991+0.000172i,-2.4269e-05+0.00080806i,0.00029296+0.00078957i,0.00064943+0.00022231i,0.00015761-0.0004938i
0.0036543+0.0010256i,0.0041039+0.00040337i,0.0032869-0.00096959i,0.0022674-0.0017216i,0.0014214-0.0011587i,0.0003697-0.00085748i,-0.00035986-0.00062132i,-0.00014529-4.6794e-05i,7.053e-05-7.042e-05i,0.00046634-0.00039602i,0.00095001+0.00013473i,0.00037039+5.9819e-05i,-0.00096988+0.00011448i,-0.0011417+0.00023202i,-0.00062137+0.00014626i,-0.00090496+0.00067986i,-0.0014355+0.00055969i,-0.0020328-0.0005264i,-0.0020468-0.00070033i,-0.00085261+0.00060956i,-0.00034747+0.00079374i,-0.00031483-5.1545e-05i,-0.00038274+3.3912e-06i
-0.0018671+0.0010277i,-0.00036591+0.0023137i,0.001184+0.0022125i,0.0013556+0.00047674i,0.001205-0.00065974i,0.00039784-0.00018681i,-0.00089389+3.429e-05i,-0.0015532+0.00071865i,-0.0015421+0.0005173i,-0.0005347-0.00049667i,0.00028525-0.00072653i,0.00045761+5.0112e-05i,0.00035843+0.00015141i,0.00016779-0.00087134i,0.00011821-0.00076443i,0.00023242-0.00011713i,-0.0001633-0.00044093i,-9.2824e-05-0.00071829i,-0.00029052-0.0003261i,-0.00050227-6.7711e-05i,-0.00014763+0.00049223i,0.00031657+0.0002859i,3.1374e-05-7.748e-05i
0.0016438+0.0009579i,0.0013006+0.0002703i,0.0008731-0.0005472i,-9.7324e-05+0.00013568i,-0.0019907+0.0016269i,-0.0034723+0.0019739i,-0.0026965+0.0018703i,-0.0012768+0.0015533i,-0.00082344+0.0003095i,-0.00086178-0.00061488i,-0.0010296-0.0011902i,-0.00019006-0.001197i,0.00040495-1.3587e-05i,2.1964e-05+0.00041397i,-0.00033967+0.00038106i,5.7849e-05+0.000269i,0.00024101-0.00021676i,-0.00063761-0.00042673i,-0.00095119+3.5888e-05i,-0.00048334+0.00022767i,-0.00054965+0.00020502i,-0.00042482+0.00096819i,-6.4879e-06+0.0010743i
0.00041211+0.00060933i,0.00071763-0.00043684i,0.0011591-0.00079604i,0.00067322-0.00099774i,0.00094218-0.00061486i,0.00055817+0.00012792i,-0.00025241+5.8454e-05i,-0.0001449-0.00016362i,0.00024076-7.6756e-05i,-5.1815e-05+0.00022112i,0.00045193+0.00024356i,0.0016515+0.00025906i,0.0015996+0.00087396i,0.00133+0.00075983i,0.0014188-5.0739e-05i,0.00042072-0.0002422i,-0.00022183-0.00067133i,-0.00012167-0.00070258i,-0.0001256-0.00023131i,-0.00016619+1.188e-06i,0.00021436+1.7188e-05i,0.00021438-6.3708e-05i,5.0705e-05-0.00012951i
0.00017479+0.0011155i,0.00034548+0.0012061i,0.00070896+0.0012306i,0.00072474+1.127e-05i,-0.00029808-0.000329i,-0.00053546+0.00025371i,-0.0001522+0.00062689i,0.00056497+0.00066737i,0.0014011+0.00062405i,0.0011592+0.00090384i,0.00031425+0.00069051i,-9.3512e-05+0.00028789i,-0.00041067+0.00043681i,-0.00066328+0.00071022i,-0.00072902+0.000287i,-0.00014355-0.00013834i,-0.00038249+0.00029225i,-0.00042866+0.00045591i,0.00031854+0.00018488i,0.00051097+0.00077017i,-1.5176e-05+0.0015084i,-0.00091769+0.0009178i,-0.00096495+0.0002247i
-0.00077458+0.0011587i,-0.00015827+0.0020727i,0.00076495+0.0029188i,0.0011373+0.0020938i,7.279e-05+0.0012056i,-0.00089001+0.00059876i,-0.00093764-0.00010006i,-0.00085802-0.00079324i,-0.00037276-0.00096574i,0.00034675-0.00026341i,0.00066572-0.0005343i,0.0011384-0.001149i,0.0018855-9.2483e-05i,0.00096881+0.0006037i,-0.00045878+0.00045179i,0.00029641+0.00040874i,0.00098528+2.557e-05i,0.00047839-0.00093463i,0.00019388-0.0010134i,0.00033445-0.00048271i,0.00065235-0.00066658i,0.00042813+3.3977e-05i,-2.1005e-05+0.00059858i
-6.2443e-05-0.0030568i,0.00016304-0.0032575i,0.00053965-0.0026356i,0.00033396-0.0022838i,0.00043299-0.0012002i,-0.00033723-0.00029258i,-0.00038949+0.00048544i,-0.00013353+0.00049502i,-0.00017469+0.00060495i,-0.00018459+0.00060182i,0.00014619-0.00037409i,0.00052681-0.00076102i,0.00062974+3.6213e-05i,0.00020578+0.00072716i,-0.00040877+0.00017246i,0.000111-0.00086335i,0.0001978-0.00081965i,-0.00034623-0.00041504i,-0.00024309-4.9046e-05i,3.2341e-05-0.00030182i,-0.00028945-0.0012457i,-0.0010769-0.0013315i,-0.0010831-0.00073179i
0.0022433+0.0015128i,0.0030657+0.0009764i,0.0035789-2.6234e-05i,0.0018152-0.0010203i,-0.00053797-0.001112i,-0.001717-0.00087895i,-0.0019877+9.9144e-05i,-0.00068957+0.00098594i,0.00032172+0.00043631i,0.00024042-0.00071451i,-0.00072886-0.0010198i,-0.0012997-0.000227i,-0.00063778+0.0011695i,-0.0013497+0.00064431i,-0.0020113-0.00054172i,-0.0018372-0.00038327i,-0.0014379-0.00026469i,-0.00071541+0.00021902i,-0.00054704+0.00075519i,-0.00070972+0.00083655i,-0.0007799+0.00039523i,-0.00088409-0.0004919i,-0.00061292-0.0007733i
0.0025578+0.00089178i,0.0013351+0.00033883i,0.00035168-0.00024993i,-0.00040638+0.00027433i,-0.0015349+0.00027316i,-0.0013287+0.00073789i,-0.00033575+0.0011086i,-0.00034067+0.00055526i,-0.00052595-0.00031499i,-0.00039779-0.00065688i,6.3798e-05+0.00028736i,0.00052349+0.00028144i,-0.00041637+0.00038683i,-0.00090431+0.0017767i,-0.00085171+0.0018829i,-0.00085245+0.0014098i,-9.455e-05+0.001545i,-1.904e-06+0.0010183i,-3.0127e-05+0.00023299i,-0.00025576+7.707e-05i,0.00033405+0.00018272i,0.0010534+6.6784e-05i,0.00086896+0.00016909i
0.0015555+0.00074495i,0.0031997+0.0011563i,0.0037581+0.00066774i,0.0020899+0.00064833i,-0.00013662+0.00099723i,-0.0012653+0.0012421i,-0.00011128+0.00092501i,0.0011007-7.0797e-05i,0.00078389-0.00057697i,3.8271e-05-0.00023279i,-0.0008918+0.00045323i,-0.00093273+0.00039903i,-0.00047191+0.00060126i,-0.00056876+2.4321e-05i,-0.0004289-0.00041458i,-3.9147e-05-0.00040941i,0.00062847-0.00019609i,0.0010003-5.6768e-05i,0.00038023-0.00021708i,-8.7858e-05+8.355e-05i,0.00068758+5.4202e-05i,0.0010487-0.00014137i,0.00049957+0.00021853i
-0.0012577-0.0012959i,-0.0014602-0.0015209i,-0.0017233-0.0028189i,-0.00080616-0.0028487i,-0.00026393-0.00099311i,-8.0193e-05+0.0001049i,3.3942e-05-0.00066465i,-0.00054924-0.0015302i,-0.00095197-0.0016953i,-0.0001631-0.0012608i,0.00077632-0.00071316i,0.00075041+0.00014902i,0.00034219+0.00073315i,0.00040908+0.00055318i,0.00034271+0.00018756i,-0.00010954-0.0002542i,0.0004749+0.00015512i,0.0010978+0.00081269i,0.0011317+0.00060678i,0.00071082-0.00033348i,0.00059159-0.00088402i,0.00034122-0.00085001i,0.00031119-0.0001481i
0.0013061+0.00031526i,0.0023156+0.002851i,0.0022761+0.0041395i,0.00060988+0.0032772i,-0.001331+0.0016311i,-0.0020604+0.00085415i,-0.0018101+0.00028006i,-0.00083747+0.00013927i,-0.00033659+0.0009575i,-9.3724e-05+0.00088336i,0.00013228+0.00081397i,6.4373e-05+0.00061122i,0.00033764-0.00026152i,0.00094862-0.0010417i,0.00070668-0.0014502i,-0.00013928-0.00080295i,-0.00076704-0.00017824i,-0.00064607-0.00029856i,-4.4814e-06-0.00083637i,0.00036142-0.00061753i,0.00016222-3.9812e-05i,-0.00028087+0.00022231i,-0.00074905-1.8047e-05i
-0.00028078+2.7115e-05i,0.00058761-0.0010271i,0.0017027-0.0013432i,0.0015409-0.00020494i,0.0004225+0.00020428i,-0.00028685-8.2251e-05i,-0.00024222+0.00057435i,5.5588e-06+0.000837i,-0.00032653+0.00046735i,-0.00042806-0.00014325i,-0.00025527+3.1571e-05i,0.00017733+0.0009006i,-0.00013506+0.0008312i,-0.00056895+0.00011799i,-0.00043445+8.7549e-05i,-0.00037619+0.00048224i,-0.00053252+0.00025723i,0.00020535-0.00038446i,0.00085309-0.00035074i,0.0010042-0.00033293i,0.00065911-0.0007865i,0.00053256-0.0011669i,0.00064575-0.0018658i
-0.00070567+0.0029462i,-0.00052494+0.0033219i,0.00068984+0.0027142i,0.0010375+0.0017076i,0.00034433+0.0010553i,-0.00041501+0.00030949i,-0.00044628-7.2768e-05i,-0.00042107-0.00028123i,3.2578e-05+3.0887e-08i,0.00090051+0.00040023i,0.0012077+7.417e-05i,0.00075657-0.0003759i,0.00057676-0.00030385i,0.00028691+0.0006157i,-0.00030073+0.00073317i,-0.00030999+0.00011569i,-9.0905e-05-0.00048905i,-2.6664e-05-0.00083234i,-0.00029639-0.00039711i,-0.00023858-6.5505e-05i,-9.1795e-06+0.00024856i,-7.7212e-05+4.8705e-05i,-0.00065827-0.00036753i
0.0014549+0.0013148i,0.0026825-0.00026959i,0.002977-0.0016732i,0.0012798-0.0016726i,9.6206e-05-0.00084923i,-0.0005796+9.5542e-05i,-0.0010678-0.00018206i,-0.00049132-0.0012344i,0.00023704-0.0013194i,0.00033818-0.00087967i,2.1011e-05-0.00018584i,-0.0005166+0.00016998i,-0.00062342-0.00040411i,-0.0006037-0.00053243i,-6.6993e-05+0.00029799i,0.00064602+0.00072408i,-9.3132e-05+4.0104e-05i,-0.0004387+0.00029567i,-0.00015128+0.0012446i,-6.482e-05+0.0010132i,9.9668e-07+0.00047039i,-0.00073059-7.9375e-05i,-0.0011918-0.00037991i
0.00060661+0.0024638i,0.0016873+0.0036189i,0.002676+0.0024808i,0.0014776+0.00029935i,-0.00066989-0.0011536i,-0.0021262-0.00096771i,-0.0020596-0.0005292i,-0.00092315+0.00034562i,-0.0003134+0.00037379i,0.00016493-0.00073111i,3.6631e-05-0.0012782i,-0.00083682-0.0010649i,-0.0017874-5.8551e-05i,-0.0021377+0.00052759i,-0.0014129+0.00036579i,-0.0003884+0.00050525i,0.00032199+0.00053997i,0.00015538+0.00072156i,0.00016059+0.00085876i,8.7687e-05+0.00058458i,4.2893e-05+0.00068625i,0.00038498-0.00023192i,4.5719e-05-0.0016407i
-0.00069179-0.0017841i,-0.0011228-0.00090235i,4.4598e-05-0.00096477i,0.00038578-0.0013924i,-0.00020755-0.00079073i,-0.00015128-0.00070902i,0.00058534-0.00068659i,5.9159e-05-0.00032208i,-0.0016855-0.0007644i,-0.0017529-0.0010678i,-0.00036554-0.00033002i,-0.0003798+0.00087544i,-0.00055913+0.0010423i,0.00041402+0.00091465i,0.0012995+0.00075847i,0.0017393+0.0002667i,0.00067874+7.0258e-05i,-0.00045667-0.00024533i,-0.00012928-0.00044021i,-0.00032637-0.00043463i,-0.00049244-0.00036209i,-0.00012512-0.00056208i,7.5807e-05-0.00053722i
0.00073544+0.00079329i,0.00037497-9.9087e-05i,-0.00049347+0.00095181i,-0.001666+0.00090709i,-0.0017799+0.00017663i,-0.001697+0.0005207i,-0.0020487+0.00071402i,-0.0012129+0.0006859i,-3.5507e-05+0.0010091i,-0.00014946+0.0012744i,-0.00052054+0.0010621i,-0.0001585+0.00046267i,-0.0010781+0.00019288i,-0.0015182+0.00037718i,-0.0011611+0.00084623i,-0.000975+0.0013828i,-0.00087936+0.00076987i,-0.0010894+0.00021318i,-0.0011898+0.00079694i,-0.0012599+0.001205i,-0.00078945+0.0011714i,0.00035382+0.00073437i,0.0011936+0.00025352i
0.00088415+0.0016013i,0.0024144+0.0020302i,0.0032196+0.0021302i,0.0031759+0.00075521i,0.0024019-0.00020247i,0.00096059-0.00074187i,0.0014483-0.00080645i,0.0018528-0.00022938i,0.0010597-0.00046401i,0.00037163+0.00016381i,0.00037002+0.00033179i,0.0013108-0.00030482i,0.0011154-9.7557e-05i,-3.9567e-05-0.00035677i,-0.0003502+0.00039327i,5.0603e-05+0.00079704i,0.00025302-0.00015714i,0.00080085+0.00012573i,0.00041566+0.00031219i,0.00016819-9.6836e-05i,-0.00044609+0.00038122i,-0.00022939+0.00050395i,0.00075667+5.966e-05i
0.00047622-0.0012737i,0.0021389-0.001469i,0.0024974-0.0016098i,0.0014038-0.00096193i,0.00025231+0.00034662i,0.00019271+0.00041305i,0.00073831+0.00022716i,0.00034076-0.00040094i,0.00040914-0.0013571i,0.00097969-0.0014233i,0.00064658-0.00088117i,0.00056412-2.2454e-05i,0.00047948+0.00034213i,-0.00012471+6.3031e-05i,-0.00012519-0.00042715i,0.00018139-0.00058212i,-2.7193e-05-0.00057631i,-0.00030462-0.00038189i,7.1645e-05-0.00038673i,0.00060624-1.0602e-06i,0.00035566+0.00088733i,-0.00035674+0.001137i,-0.00043324+0.00095504i
-0.0040743+0.0032302i,-0.0026242+0.0028894i,-0.00080271+0.0018603i,0.00025678+0.00073843i,-1.2631e-05+0.00056092i,-0.0010491-0.00067217i,-0.0013742-0.0015391i,-0.0015197-0.0015332i,-0.0012292-0.0010719i,-0.00045937-0.00053039i,-0.00048469-0.00019951i,-0.00085222+5.0644e-05i,-0.00041184-0.00052907i,0.00018502-0.0015145i,0.00057601-0.0012736i,0.0010621-0.00052201i,0.0010665-0.0011287i,0.00061463-0.0010024i,-2.694e-05-0.0001217i,-0.00010449+0.00058297i,-0.00051739+0.0010883i,-0.00089089+0.00045696i,0.00012277-0.00094825i
0.0011669+0.0008092i,0.0020188+0.00083996i,0.0020554+0.00014455i,0.0011841-0.0007811i,7.1347e-05-0.0014329i,-3.5218e-05-0.00096454i,-0.00023614+0.00013123i,-0.0007796+0.00087573i,-0.0012319+0.00082776i,-0.0020231+0.00021777i,-0.0016914-2.6813e-07i,-0.00032005-0.00029639i,7.9587e-05-0.00056139i,0.00016399-0.000426i,0.00021276-0.00025312i,-0.00045031-0.00041215i,-0.00052999-0.00035704i,-0.00042129-0.00020868i,-0.0008138-0.0001657i,-0.001177+0.0002942i,-0.0013332+0.00021705i,-0.0014836-1.7806e-05i,-0.0014047+0.00033001i
0.002282+0.0023085i,0.0041783+0.0025273i,0.0044316+0.0012774i,0.0032704+2.7317e-05i,0.0012988-0.00081166i,0.0001814-0.0013028i,3.5677e-05-0.00073012i,0.00023372+0.0010208i,0.00040443+0.0019325i,0.0008079+0.0014329i,0.00078591+0.00062832i,0.00037204-5.544e-06i,0.00045317+0.00017289i,0.00047099+0.00029007i,0.00060233+0.00069054i,0.00033542+5.6385e-06i,5.8788e-05-0.00088967i,-0.00031524-0.00013844i,-0.00058339+0.00071507i,-0.00087345+0.00040319i,-0.00082398+3.2296e-05i,2.25e-05-2.4189e-06i,-3.1946e-05+2.4302e-05i
-0.00024047-0.0016183i,-0.00065241-0.0019468i,-0.00047293-0.0022797i,-0.00041107-0.001605i,0.00022265-0.00052132i,0.0011454-0.00029892i,0.00066813-0.00020367i,0.00076355+0.00016045i,0.0017732-0.00015485i,0.0015881-0.00016006i,0.0009746-0.00010366i,0.00010678-0.00037754i,-0.00041963-0.00066649i,-0.00027162-0.0011749i,0.00023921-0.0014437i,0.00011322-0.00071365i,0.00017196+0.00013667i,0.0005361+4.3781e-05i,-0.0003186-0.00056191i,-0.00096187-0.00058053i,-0.00087547+0.00043094i,-0.0011877+0.00083979i,-0.00057124+0.00091857i
0.0016246+0.0017285i,0.00064406+0.0025558i,0.00042339+0.0021402i,0.00075686+0.0008036i,7.7489e-05-0.00049676i,-0.00064743+5.9412e-05i,-0.00069427+7.9069e-05i,0.00085147-0.0008912i,0.0018033-0.0020193i,0.00095279-0.0021186i,-0.00019559-0.0013634i,-0.00034565+0.00010073i,0.00041681+0.0013947i,0.00060992+0.0019873i,0.00033826+0.0022005i,0.00082867+0.0010735i,0.0013272+3.2292e-05i,0.00056748+0.00018464i,-0.00021254+0.00032407i,-0.00050393+0.00013948i,-0.00077941-0.00071444i,-0.0005061-0.0010608i,-2.8732e-05-0.00024523i
0.00051745-0.00073195i,0.00309-0.00039601i,0.0037674+0.00035557i,0.0026542+2.3463e-05i,0.0013393-0.00032017i,0.0015298-0.00021819i,0.0017998-0.0007583i,-8.6088e-05-0.0012667i,-0.0014664-0.00091463i,-0.00029952-0.00036349i,0.0001721-0.00022957i,-0.00050455-0.00041996i,-0.00037198-0.00042345i,0.00048876+5.8235e-05i,0.00059784-6.2807e-05i,0.00042335-0.00033716i,0.00011106-0.0010545i,-0.00068004-0.0014644i,-0.0011333-0.0006274i,-0.0012308-0.00029634i,-0.00077557-0.00062248i,0.00011545-0.00080145i,0.00051838-0.00038428i
0.0011015+0.0014406i,0.002414+0.0023331i,0.003307+0.0012184i,0.002273+6.6554e-05i,0.00040108-0.00083771i,-0.00078555-0.00090709i,-0.0017183-0.00067196i,-0.0017405-0.0001068i,-0.0011599+0.00081977i,-0.00094235+0.0008317i,-0.00013859+0.00046731i,0.00013274-9.6731e-05i,1.6761e-05-0.00105i,0.0005136-0.0011966i,0.00047754-0.00015084i,-8.562e-06-0.00023419i,-0.0010069-0.00062951i,-0.0019889-0.00013597i,-0.0012904+0.00012031i,0.00010339+0.00061274i,4.3082e-06+0.00027656i,-0.00051357+5.8964e-05i,-0.0003004-0.00044149i
-0.0010582+0.0035888i,-0.00081396+0.0023772i,-0.00019382+0.0022711i,0.00051065+0.0015674i,0.0013598+0.00013308i,0.00039862-0.00067403i,-0.0011846+0.0002764i,-0.0012145+0.0011638i,-0.0002163+0.001277i,0.0004249+0.0016396i,-1.1932e-05+0.0011275i,-3.519e-05+0.00034242i,-0.00035007-5.4461e-05i,-0.00099028-0.00059461i,-0.00065303-0.0012013i,9.8839e-05-0.00094169i,-0.00015865-0.00058156i,-0.00061797-0.00089168i,-0.0011538-0.0005318i,-0.0011388-0.0002807i,-0.00062603-0.00031383i,-0.00025651+0.00051454i,-5.6739e-06+0.00079854i
