-0.0011944-1.6038e-05i,-0.00083352-0.00078031i,-0.00173-0.00088439i,-0.002188-0.0004804i,-0.0021493-0.00054033i,-0.0016206-0.00079918i,-0.0011528-8.2827e-05i,-0.00075482+0.0010287i,0.00043964+0.00041415i,0.00087218-0.00074115i,-6.6031e-08-0.00070968i,-0.0010384-0.00092823i,-0.00098331-0.00066624i,-0.00049284+0.00029883i,-4.6101e-05+0.00033097i,0.00033084-0.00034678i,0.00036561+5.9799e-05i,0.00036447-0.00063849i,0.00050724-0.0013355i,7.2245e-05-0.0012824i,-0.00032474-0.0018533i,-0.00047828-0.0018825i,-0.0009094-0.00099546i
-0.00079945-0.0027407i,-0.0012665-0.0025884i,-0.0013584-0.0026611i,-0.00035496-0.0012428i,-0.0007124-6.3233e-05i,-0.00053755-4.9035e-05i,-0.0007873-0.00051973i,-0.0016228+5.1601e-05i,-0.001813+0.00013961i,-0.0016198-0.00010068i,-0.0013922+0.00027313i,-0.00086596-0.00023566i,-0.0012054-0.00079082i,-0.0013251-0.00052826i,-0.00051668-7.8749e-05i,-0.0001695-0.00056382i,-0.00088172-0.0011116i,-0.00079551-0.00078473i,2.8886e-05-0.00076589i,9.413e-05-0.0010171i,-8.1389e-06-0.0010322i,0.00010622-0.00072767i,-0.00017529-8.8471e-05i
-0.0015358+0.00068814i,-0.0025698+0.00044487i,-0.0037137+0.00112i,-0.0025772+0.0012472i,-9.9759e-05-0.00011446i,0.0013144-0.00090525i,0.0019456-0.00084616i,0.001265-0.0004952i,-0.00055928-0.00058302i,-0.001671-3.6385e-05i,-0.0012092+0.00053101i,-0.00016888+0.00026007i,-0.00074983-0.00017269i,-0.00055156-0.00018525i,0.00021595+0.00034564i,-9.5934e-05+0.00028364i,-0.00028269-0.00080844i,-0.00031456-0.0010808i,-0.00059777-0.00078315i,-0.00046884-0.00078743i,-0.00052777-0.00042373i,-0.00054593-0.00045801i,0.00012277-0.00035426i
-0.0018882+0.00019301i,-0.0017387-0.00011601i,-0.0021585-0.00015014i,3.0976e-06-0.00020568i,0.00085464-7.8433e-05i,0.00017805-4.5735e-05i,0.0004758-0.00041838i,-0.00061974+0.00035908i,-0.001347+0.00024311i,-0.0010396+0.00042822i,-0.0015314+0.0018162i,-0.0014415+0.0018488i,-0.0010952+0.00088727i,-0.0006954+0.00021474i,0.00010964+0.0010579i,1.7179e-05+0.001803i,9.676e-05+0.0010965i,0.00011296+0.00026305i,-0.0003736-0.00014743i,-0.00010131-0.00072318i,0.00033041-0.00079507i,0.00035456-0.00014506i,9.3767e-05+0.00011652i
-0.0019141-0.0015985i,-0.0031517-0.0015458i,-0.0032433-0.0013873i,-0.0020666-0.00066949i,-0.0011109+1.8249e-05i,0.00055282-5.2173e-07i,9.9108e-05-0.00030551i,-0.00081197-0.00029818i,-0.00076565-0.00022953i,-0.0010934+0.0001882i,-0.00081954+0.00062208i,0.00059677+0.00048157i,0.00073728+0.0004891i,-5.9633e-05+0.0005888i,0.00032425+0.00069624i,0.00068552+0.00075999i,0.00096067+0.00011284i,0.00082402-0.00011979i,0.00017103+0.0001932i,-0.00017851-0.00020788i,-0.00023997-9.0625e-05i,5.9394e-05+0.00036491i,0.00028377+0.00021713i
0.00087293-0.00046119i,0.00096431-0.00076156i,0.00028296-0.00069702i,-0.00055355-0.00023299i,-0.00079002-0.00012081i,-0.00096506+4.9623e-06i,-0.00088078-6.9338e-05i,-0.0012122-9.0553e-05i,-0.0022365-0.0001344i,-0.0025325+3.825e-05i,-0.0016429+0.00031434i,-0.00063978-0.00028708i,-0.00011858-0.00097971i,0.00025273-0.0005849i,0.00072957+0.000453i,0.0012721+0.00049567i,0.0009838-0.00011251i,-0.0001215-0.00088962i,-9.9646e-05-0.0007954i,0.00048797+7.6534e-05i,0.00034163+0.00060075i,0.00048487+5.1575e-05i,0.00016921-6.8594e-05i
-0.0027748-0.00034459i,-0.0028295+0.00024863i,-0.003827+0.00063952i,-0.0025487+0.00017347i,-0.00051196+0.00023407i,6.1683e-05+0.0003081i,-0.00032161-0.0004109i,-0.00039501-0.00025039i,-0.00023835+4.8049e-05i,-7.0021e-05+0.00011481i,-0.00014623+0.00024318i,0.00020187-0.00083188i,0.00050448-0.001371i,0.00067745-0.00061214i,0.001139-0.00022874i,0.0011507-0.00051307i,0.00079744-0.00020654i,0.00011828+1.5372e-06i,-0.0010327-0.0006256i,-0.0016021-0.00043086i,-0.0010817-0.00016589i,-1.9044e-06-0.00014274i,0.00019801-0.00091133i
-0.0004796-0.0024905i,-0.0012549-0.0027211i,-0.0021511-0.0034383i,-0.0015108-0.0026401i,-0.00027774-0.001721i,-0.00020825-0.0012223i,-0.00082537-0.001256i,-0.0014323-0.0020083i,-0.001432-0.0017661i,-0.0014849-0.00020099i,-0.0014045+0.00064504i,-0.00091413+0.00043327i,-0.00060865-7.1775e-05i,-0.00015273-0.00029267i,-0.00031973-0.00054499i,-0.00074778-0.00013473i,-0.00024136+0.00031919i,0.00035286+3.1489e-05i,0.0010278-0.00017643i,0.0011375-0.00014224i,0.00016297+7.2068e-05i,0.00015787+0.0003152i,0.00079448+0.00012579i
0.00051855-0.00064074i,0.0008488+8.0911e-05i,0.00083882+0.0007603i,0.00061849+0.00031411i,1.6023e-06-0.00040592i,-0.00043314-0.00072105i,-0.00040487-0.0011049i,-0.00095587-0.00033867i,-0.001527+0.0008715i,-0.0011481+0.00091043i,-0.0012602+0.00091965i,-0.00092749+0.00045833i,-8.3937e-05-0.0004553i,0.00044465-6.6022e-05i,0.00025563+0.0002446i,7.5158e-05-0.00012214i,0.00019987-0.00043712i,-4.4273e-06-0.00033476i,-4.5039e-05-0.0001612i,0.00023875+0.00050119i,6.3579e-05+0.00027913i,-0.00038091-0.00014084i,-0.00040248-0.00059519i
0.0035023+0.0027916i,0.0034935+0.0024122i,0.0032496+0.00069635i,0.0026907-0.0005842i,0.0023748-0.0012296i,0.0018762-0.0020775i,0.0012519-0.0016468i,0.00032251-0.00024153i,-0.00075018+0.00025225i,-0.00065099-0.000181i,-0.00045452-0.00021861i,-0.00033344-0.00047665i,0.00029935-0.0013673i,0.00023578-0.0011709i,1.6964e-05-0.00025203i,0.0002024+0.00039356i,1.2928e-05+0.00049274i,0.00032464-0.00018223i,0.00065674-0.00046469i,0.00030676-0.0010213i,3.3939e-05-0.0014836i,-0.00022271-0.0011202i,-8.9936e-05-0.00082341i
-0.00087543-0.00094777i,-0.0012315-0.00065867i,-0.0011112-0.00087726i,0.00024724-0.0010638i,0.00099777-0.00066965i,0.0010682-0.00045858i,0.0003233+0.00011356i,0.00019534+0.00012066i,0.00058889+0.00036054i,0.00018524+0.00071102i,-0.00046205+0.00071741i,-0.00025596+0.00028749i,-9.9326e-05+0.00043878i,-0.00070443-4.0512e-06i,-0.00027605-0.00013049i,-0.00012212+0.00022427i,0.00031304-7.6107e-06i,0.0012637+0.00038028i,0.00084144+0.0008325i,0.00019363+0.0004804i,-8.6514e-05-0.00020145i,0.00030231-0.00016953i,0.00058823-8.1325e-07i
0.0014375+0.00064492i,0.00081765+0.0012952i,-0.00060697+0.0017772i,-0.0010404+0.0009605i,-0.00025132-0.00022807i,-0.00010704-0.00094858i,-0.00023458-0.00013074i,0.00042724+0.0001073i,0.00010547-0.00068989i,-0.00027546-0.00035425i,-0.00077712+0.00082356i,-0.00032565+0.001478i,-1.5346e-05+0.00071859i,0.00024054+6.4784e-05i,0.00075016+0.0002106i,0.00086187-9.9492e-05i,0.0015242-0.00013381i,0.0013809-0.00040332i,0.00097254-0.0005126i,0.00055332+0.00016402i,0.00022503+0.000113i,0.00014926-2.1185e-05i,-0.00017215+0.00053741i
-0.00025489-0.0030943i,-0.00029346-0.0028221i,0.00016376-0.0032909i,0.00027083-0.0027282i,0.00025722-0.00214i,0.0001778-0.0014459i,-0.00048514-0.00047321i,-0.001514+0.00015078i,-0.0011299+0.00024131i,-0.00016102-0.0002313i,0.00085541-0.00042439i,0.0013824+0.0001344i,0.0012823+0.00028102i,0.00076877-0.0004236i,0.00096731-0.0001815i,0.0013918+0.00098152i,0.0014033+0.0010149i,0.00094709+0.00038698i,-0.00010689-0.00011249i,-0.00022119-0.00020089i,-1.8891e-05+0.0004077i,-0.00060724+0.00057073i,-0.00093944+5.833e-05i
0.00097215-0.001936i,0.0012532-0.0027964i,0.0011844-0.0032501i,0.00084031-0.0024006i,0.00013381-0.0014126i,-0.00045144-0.0007007i,-0.00044497-0.0011821i,-0.00069945-0.00057537i,-0.00080974+0.00025859i,-0.00063655-0.00058563i,-0.00018647-0.0013611i,0.00069232-0.00093439i,0.0008178-0.00049131i,0.00018687-0.00076444i,-0.00018654-0.0005252i,-0.0001224-0.00038988i,4.7648e-05-0.00080975i,1.2984e-05-0.00043468i,-0.00025893-0.00011698i,5.3973e-06-0.00023707i,0.00022595-0.00029206i,0.00090135-0.00054534i,0.0012893-0.00094182i
0.002216-0.0015027i,0.002124-0.0016376i,0.0016282-0.0016765i,0.0012998-0.00083679i,0.0012974-0.00045608i,0.00094198-0.00014966i,-0.00015718+0.00047411i,-0.0013073+0.00049604i,-0.0010663-0.00019087i,-0.00082128-0.00014386i,-0.00083104-0.00018948i,-7.2594e-05-0.0004719i,-0.00046288-0.00098202i,-0.0011616-0.00081877i,-0.0010199-0.00037659i,-0.0003287+1.0466e-05i,7.7363e-05+0.00037641i,-4.2485e-05-1.6391e-05i,-0.00017426-0.00082448i,-7.7329e-06-0.00066673i,0.00093603-6.7182e-05i,0.0010216+0.00059394i,0.00051492+0.0010812i
-0.00016121+0.0004058i,-0.00051563+0.00025762i,0.00079599+0.00077449i,0.0015101+0.00074557i,0.0011434-0.00020409i,0.00068255-0.0009821i,0.0003186-0.0012664i,-0.00049269-0.0016625i,-0.00091317-0.0018289i,-0.00064333-0.0010945i,-0.00042893-0.00068825i,-0.00021167-0.00084972i,0.00018144-0.00046166i,-0.00027326+0.00014485i,-0.00099609+0.00020219i,-0.00052096-0.00039081i,0.00013135-0.0012997i,-0.00023602-0.00087862i,-0.00060755-0.00012933i,-0.00075654-0.00024808i,-0.00040379+1.5825e-05i,-0.00012856-0.00038574i,-0.00082146-0.00087435i
0.001106-0.00096148i,7.4324e-05-0.0010272i,-0.00084533-0.0013248i,-0.00081188-0.00071476i,-0.00068288-0.0011988i,-0.00060818-0.001637i,-0.00098614-0.00098328i,-0.0012355-0.00073253i,-0.001421-0.0011263i,-0.0017692-0.00099146i,-0.0021218+0.00013735i,-0.0019358+0.0003768i,-0.00094079-0.00043792i,-0.00056097-0.00023898i,-0.00011866+0.00045057i,-0.00046882+0.00091803i,-0.00021377+0.00038499i,0.00048756+0.0003346i,-0.00021728+0.00045795i,-0.00031298-0.00048558i,0.00044155-0.0012482i,0.00080701-0.00072261i,0.0010058-0.0002435i
0.00054117+0.0023545i,0.00052571+0.0022835i,0.0018211+0.0010478i,0.0020367+0.00029559i,0.0012627-5.0876e-05i,0.0010354-0.00066219i,0.00033221-0.00036918i,-0.00037131-1.2922e-05i,-0.00035385+0.00015401i,-0.00066771+0.00067968i,-0.00091265+0.0014596i,-0.00062174+0.0010142i,-0.00047245+0.00069617i,0.00030574+0.0010901i,0.0010228+0.0015429i,0.00048161+0.0012918i,-0.0002842+8.5229e-05i,-0.00015904-0.00053559i,-0.00012605-0.00010864i,3.6441e-05+0.00060311i,0.00050161+0.00038938i,5.1011e-05-0.00031191i,-0.00020953-0.00054374i
-0.00014622+0.00024739i,-0.00071036+0.00023261i,-0.0015083+0.00095638i,-0.0012407+0.00022613i,4.7529e-05-0.00099921i,0.0012176-0.0010232i,0.00070123-0.001093i,-0.00020636-0.001129i,-0.00049165-0.00082004i,-0.0011217+3.7865e-05i,-0.00097239+0.00081784i,-0.00019086+0.00076556i,0.00013044-0.00018053i,0.00044981-0.00024214i,0.0011244+0.00025231i,0.0017114+0.00036783i,0.0014208+0.00037075i,0.0014735+0.00029086i,0.0010878+8.1809e-05i,-0.000212-0.00014903i,-0.00084452-0.0008379i,-0.00056395-0.00011952i,-6.3267e-05+0.0001142i
-0.00042195-0.0028776i,-0.00064736-0.0033022i,-0.00065874-0.0035031i,-0.00034111-0.0024876i,-0.00042805-0.0010143i,-0.00013636-0.00036685i,0.00051174+0.00058461i,-2.1321e-05+0.00080974i,-0.0003833-1.7618e-05i,-0.00037831+0.00014531i,-0.00079577+0.00028567i,-0.00074992-0.0003498i,-0.00052969-0.00021266i,3.633e-05-0.00047355i,0.00087282-0.0011777i,0.0011094-0.00093832i,0.00051228-0.00075962i,0.00044924-0.0010076i,-5.7036e-06-0.00059142i,-0.00089692+3.3121e-05i,-0.00081638+0.00026954i,-0.0010587+0.00024164i,-0.0010054+3.9377e-05i
0.00013776-0.00062068i,0.00040846-0.0015355i,0.00047474-0.0026107i,0.00087345-0.0014746i,0.00032648-0.00037158i,-0.0002284-0.00036995i,-3.0295e-05-1.0933e-05i,-0.00063914+0.00060083i,-0.00082691+4.1823e-05i,-0.00053256-0.00010907i,-0.00012603-0.00020079i,0.00030999-0.00092287i,-1.9407e-05-0.00141i,-0.00082515-0.0012844i,-0.00028606-0.0010735i,0.00024426-0.0007192i,-8.8629e-05-0.00072151i,0.00020691-0.00088287i,0.00041633+2.8754e-05i,0.00034699+0.00060024i,-9.0485e-05+0.00018061i,0.00022925-0.00043888i,0.00040937+0.00033506i
0.00081109-0.0010608i,0.0015838-0.0018954i,0.0014736-0.0018185i,0.00044088-0.0016984i,-7.5515e-05-0.0016081i,-0.00043752-0.0014857i,-0.0012471-0.0018245i,-0.001827-0.0018914i,-0.0017612-0.00044761i,-0.0011425+0.00078267i,-0.00063766+0.00065473i,-0.00052007+7.0166e-05i,-0.00062302-0.0005049i,-0.00087529-0.00052755i,-0.00047329-5.9284e-05i,-0.00015262-0.00041201i,-0.00032606-0.0013792i,-0.00029085-0.0010439i,0.00011952-0.00046004i,0.00074599-0.00056094i,0.0007568-0.00023321i,0.00073744+0.00013986i,0.0003435+0.00047452i
0.00050488-0.00040749i,0.0001173+0.00075742i,-0.00011821+0.00043432i,0.0010313+0.00036176i,0.0014348+0.0004618i,0.0011394-0.00065679i,6.8182e-05-0.0014047i,-0.0010829-0.00059076i,-0.0012852+0.00049739i,-0.0015589+0.0012363i,-0.0015423+0.00070919i,-0.00081343-0.00053581i,-0.00044162-0.0010039i,-0.00014338-0.0009283i,0.00047215-0.00044679i,0.00054139-1.3657e-05i,0.0004534+0.00030195i,0.00073193+1.0569e-05i,0.00089847-0.00065333i,0.00032312-0.00069365i,8.0905e-05-0.001063i,0.00013963-0.001378i,-0.00056521-0.001083i
0.0025639+0.00040542i,0.0025291-0.00018561i,0.001533-0.00086878i,0.0001285-0.0014306i,-2.5115e-05-0.0015129i,0.00022106-0.0019578i,-0.00029258-0.0016445i,-0.00081671-0.00015857i,-0.00081441-0.00044595i,-0.00053259-0.00065i,-0.00041317-4.3572e-05i,-0.00088408+0.00016969i,-0.0011943+0.00024216i,-0.00062565+0.0013433i,-0.00012418+0.002291i,2.7024e-05+0.0017245i,0.00041196+0.00028998i,0.00046324-0.00062126i,0.00037789-0.0012873i,0.00094582-0.0014229i,0.00088642-0.00036825i,2.0766e-05+0.00040621i,-0.0002572+8.815e-05i
-0.00038464-0.00027249i,-0.00019687-0.0001746i,0.0014631-0.0002712i,0.002187-0.0006269i,0.0020194-0.00061836i,0.0010445-0.00047615i,-0.00051148-0.0012733i,-0.001011-0.0014418i,-0.00064207-0.00070348i,-0.0011563-0.00012757i,-0.00152+0.00085274i,-0.00098719+0.0014599i,-0.00052782+0.00103i,-0.00054811+0.00022528i,-0.00057122-0.00017812i,-2.3132e-05+0.00036457i,-0.00024405+0.00055996i,0.00028286+0.00021866i,0.0005369+0.0004656i,0.0004867+0.00047772i,0.0012537-0.00025856i,0.00068869+0.00012623i,-0.0004575+0.00014576i
0.00080719-0.00045172i,-0.00016815-0.0014349i,-0.00021726-0.00060401i,-0.00033633-0.00041296i,-0.00079492-0.0013923i,-0.0013851-0.0012537i,-0.0014858-0.00078531i,-0.00086439-0.00084852i,-0.00058861-0.0005766i,-0.00049794-0.00015918i,-0.00022036-4.7834e-05i,0.00056161-0.0003323i,0.00069126-0.00029575i,8.8911e-05-0.00019043i,0.00051309+0.00038023i,0.00058863+0.00043687i,0.00013473+0.00015158i,-0.00021619+8.2242e-05i,-0.00010493-0.00021186i,-0.00044606-0.00044815i,-0.00062712-0.00085789i,-0.00049128-0.00084298i,0.00033543-0.00043672i
0.00014609+0.0017801i,-2.8311e-05+0.0019652i,0.00021916+0.0017995i,0.00030046+0.00087215i,0.00054279-9.4847e-05i,0.00056138-0.00081866i,0.00043374-0.00070388i,0.00023486-0.00013341i,-0.00012269+0.00017223i,-0.00057134+0.00050246i,-0.00036217+0.00071229i,0.00047265-0.00020855i,0.001678-0.0012402i,0.0015536-0.0016005i,0.00063081-0.0017736i,0.00049718-0.0017368i,0.00080084-0.0010793i,0.00029175+0.00015604i,8.6883e-05+0.00057352i,0.00039558+0.00034747i,-0.00014909-0.00025634i,-3.8381e-05-0.00055903i,0.00059923-0.00036397i
-0.002+0.00020549i,-0.0014616+0.00078613i,-0.0008673+0.0018728i,0.00058971+0.001452i,0.0021088+0.00016873i,0.0021537-0.00057714i,0.00022293-0.00083502i,-0.00096741-0.00049559i,-0.00077839-0.00083401i,-7.8692e-05-0.0013838i,0.00097385-0.0014783i,0.0016597-0.001696i,0.00083767-0.0009153i,0.0007662-0.00014373i,0.00066346-8.2608e-05i,0.00032294+0.00025698i,0.00064281+0.00047463i,0.00045685-0.00012245i,0.00080429-0.0012126i,0.00081471-0.00168i,0.00064185-0.00058848i,0.00049764+0.00020921i,0.00013126-6.4399e-05i
0.0018996-0.0017396i,0.0020054-0.00083307i,0.0015239-0.0016125i,0.0005089-0.0018871i,-3.6948e-05-0.001861i,0.00039309-0.0011388i,0.00029203+3.0483e-05i,-0.00041664+0.00083069i,-0.00039131+0.00092637i,-0.00052658+0.00065871i,-0.00060844+0.00042689i,-0.00079296-0.00046113i,-0.0014447-0.0015478i,-0.00098379-0.0015922i,-0.00030571-0.00013982i,-0.00052033+0.00051618i,-0.00037907-7.2934e-05i,0.00019801-0.0006845i,0.0003952-0.0014501i,0.00012129-0.00078721i,-9.3596e-05+0.00021065i,-0.00034821-0.00033567i,-0.00014298-0.00035173i
-0.00024921-0.0013429i,-0.00038452-0.0015369i,0.00052501-0.0018703i,0.00095-0.0006665i,-0.00014395+0.00030681i,-0.0011773+0.00027178i,-0.0017303-0.00032947i,-0.0012992-0.0015272i,-0.00088447-0.0018163i,-0.0014351-0.0009622i,-0.0020334+0.00014278i,-0.0016089+0.00073663i,-0.00042273+0.0007977i,7.8802e-05+0.00062754i,0.00052923+0.0009361i,0.00046895+0.001165i,7.3446e-05+0.0012471i,0.00025473+0.0013794i,0.0007682+0.0010925i,0.0010218+0.00066244i,0.0010516+0.0004761i,0.00097673-2.936e-05i,0.00098504+0.00028345i
0.00088252-0.0013525i,0.00077748+0.00028227i,0.001365-0.0010564i,0.0015325-0.0028361i,0.0010015-0.0023087i,-0.0006913-0.00087675i,-0.0011776-0.00098442i,-0.00095436-0.0016785i,-0.0013908-0.00099296i,-0.00090327-0.00041163i,-0.00039315+0.0011436i,-0.00091422+0.0018762i,-0.0010864+0.00086099i,-0.0012017-4.4139e-05i,-0.001109-0.00029953i,-0.00011567+0.00014339i,0.00010215+0.00029515i,-0.00012467+0.00033567i,0.00079076-0.00028927i,0.00092361-0.0011204i,0.00032673-0.0013635i,0.00031724-0.0015621i,0.00015866-0.00037446i
0.001485-3.8182e-05i,0.00082571-0.00084363i,0.00029322-0.0010418i,0.0003916-0.00048169i,0.00083367-0.00013274i,0.0010472-0.0011123i,0.00012686-0.0019996i,-0.00064704-0.0013647i,-0.0010864-0.00098671i,-0.0011852-0.00035191i,-0.00053187+0.0010477i,7.9973e-05+0.0013188i,0.0005242+0.00041169i,0.00093462-0.00018977i,0.00060347+0.00053883i,0.00096094+0.00071673i,0.0011994-0.00036878i,0.00088879-0.00026292i,0.0013094+0.0010499i,0.0015066+0.0018422i,0.00090137+0.00095283i,0.00075086-0.00021346i,0.00068665-0.00010575i
0.0011865-0.00080986i,0.0015926-0.001077i,0.0018947-0.001359i,0.0010415-0.0007887i,0.00044838-0.00069667i,-0.00022064-0.00033534i,-0.00071134-0.00020159i,-0.0009188-0.0002846i,-0.00051512-0.00039069i,-0.00061311-0.00034598i,-0.00064927+0.00019438i,5.8617e-05+0.00086577i,0.00020682+0.0006142i,0.00061726-0.00020101i,0.0013863-0.00031559i,0.0017839-0.00039707i,0.0011093-0.00069847i,0.00019912-0.00097621i,-0.0002032-0.0010217i,1.2102e-05-0.00076464i,0.00035637-0.00066601i,0.00059414-0.00075123i,0.00085362-0.00039583i
-0.0029068-0.0023029i,-0.0018517-0.00027197i,-0.002038+0.00087909i,-0.0013574+6.4017e-05i,0.00023738-0.00039036i,0.0010302+0.00019398i,0.00041761-3.4528e-06i,-0.00022727-0.00073724i,-0.00044023-0.00079315i,-0.00054111+9.2682e-05i,-0.00022501+0.00096409i,0.00028227+0.0004299i,0.0010895-9.2339e-05i,0.0013916-0.00040951i,0.00087114-0.00090226i,0.00083902-0.00085589i,0.00040114-0.00040694i,-0.0004968+8.8949e-05i,-9.1668e-05-0.0002925i,0.0005556-0.00065186i,4.069e-05-0.00035892i,-0.00023457+0.00048436i,-0.00021815+0.00060078i
0.00041812-0.00086491i,0.00041424-0.0004635i,-5.9817e-05-0.00036237i,0.00021915+9.8958e-06i,0.0006368-0.00017596i,0.00037058-0.00048464i,0.00012665-0.0010035i,-0.00087284-0.00099415i,-0.001616-0.00066966i,-0.0013961-0.00023215i,-0.001278-0.00058659i,-0.0014866-0.00090508i,-0.0014587-0.0001862i,-0.0007603-0.00014661i,-0.00011948-0.0003889i,-5.2268e-05-0.00012836i,-0.00017508-0.0002379i,-0.00098123-0.00046267i,-0.00057725-0.00097577i,0.00036476-0.0008946i,0.00022173-0.00022892i,-0.0003275+0.00013245i,-0.00037017+2.3672e-05i
-0.00080944+0.00010614i,-0.0011747-0.00026734i,-0.001544-6.5549e-05i,-0.00076807+0.00055065i,3.087e-05+0.00050189i,0.00040221-0.00021377i,0.00020887+0.00012471i,-0.0011414+0.00021182i,-0.0013506-0.0002739i,-0.0012895-0.0002435i,-0.0013612-0.0001575i,-0.0009173-0.00093835i,-0.0017657-0.0015233i,-0.0019327-0.00096176i,-0.00054534+0.00057193i,5.2433e-05+0.0014821i,0.00053288+0.0012944i,0.00071239-0.00020569i,0.0006579-0.00050815i,0.00035789+9.3378e-05i,2.3141e-05-0.00038649i,-0.00059751-0.00073084i,-0.00079447-0.00021602i
-0.00065242-9.2524e-05i,-0.0004541-7.5309e-05i,-0.0010357-0.00072082i,-0.001137-0.0008934i,-0.00053125-0.00081189i,-0.00059164-0.00096093i,-0.00089009-0.00058013i,-0.0001884-0.00011124i,0.00042616-0.0002423i,-0.00029289-0.00091245i,-0.0011582-0.00092645i,-0.00096615-0.000522i,-0.00051245-0.00057619i,-0.00028848-0.00032049i,0.00017519+0.00024585i,0.00086898+0.00044248i,0.0016346+0.00094308i,0.0018322+0.0012101i,0.0012671+0.0010336i,0.00076031+0.0004113i,0.00039159+0.00033732i,-0.00052357+0.00018991i,-0.0011326-0.00013543i
-0.00032225-0.0014851i,0.0014272-0.0012122i,0.00062937-0.0009105i,-0.00025589+4.3167e-06i,0.00045789+0.00033376i,0.0010087-0.00021504i,0.00070931-0.00078269i,-0.00027593-0.00095092i,-0.0010415-0.00072976i,-0.0011666-0.00043317i,-0.00047334+9.5618e-05i,0.00026787+0.00062539i,0.00037203+0.00078684i,9.3116e-05+0.00028893i,-0.00015651+1.6073e-05i,8.2786e-05+0.00049613i,0.00033136+0.00053982i,0.00014518+0.00064239i,0.00023489+0.00056315i,0.00081138+0.00027876i,0.0012536+0.00012482i,0.00058609-0.00023294i,0.00042347-0.00046478i
0.0020225+0.0010865i,0.002199+0.0014782i,0.0021809+0.00057854i,0.0013623-0.0010701i,0.00060337-0.0020537i,-0.00093881-0.0018362i,-0.0016749-0.0010321i,-0.0013393-0.00086306i,-0.00049839-0.00087377i,-0.00048302-0.00048349i,-0.00094485+0.000704i,0.00037364+0.00088769i,0.0019763-0.00012659i,0.0020384-0.00054874i,0.0010666-4.2356e-05i,0.00055064-0.00016088i,0.00069394-0.0003557i,0.0010269-0.00012079i,0.0011069+0.00042657i,0.0010653+0.00063124i,0.0010593+0.00038588i,0.00039165-8.6895e-05i,6.6754e-05+0.0004281i
-0.00076895+0.00023144i,-0.0018185-0.00011625i,-0.00057434-0.00026088i,0.00069937-0.0005415i,0.00067502-0.0011167i,0.00011467-0.00064404i,-0.0008367-0.00047445i,-0.0013129-0.00065019i,-0.0013521+0.00013162i,-0.00078696+0.00068936i,-0.00024441+0.0012546i,0.0005987+4.8673e-05i,0.001299-0.0016674i,0.0010229-0.0012676i,0.00011012-0.00048092i,-0.0002589-0.00058335i,1.4325e-05-0.00082826i,0.00049091-0.00057872i,0.00035898-0.0013567i,-0.00037566-0.0014465i,-0.00079852-0.00052343i,-0.00055149-0.00075825i,0.00032299-0.0010496i
0.00049863+0.0024019i,0.00058013+0.0024354i,0.0016569+0.003116i,0.001488+0.0019675i,0.0015745+0.00016435i,0.0013831-0.0013695i,0.00067231-0.0014884i,-8.3943e-05-0.00098769i,0.00010799-0.00063411i,0.00068821-0.00015146i,0.00067362+0.00030635i,-0.00014128+0.00019482i,-0.00067851-0.00072463i,-0.00057089-0.0011143i,0.00054299-0.00012155i,0.0011287-0.00040157i,0.00071047-0.0015461i,0.00019175-0.0015158i,1.1873e-05-0.00085796i,-0.0006828-0.00054279i,-0.00051082-0.00046765i,-0.00059634-5.9167e-05i,-0.0012457+8.997e-05i
0.00357+0.0012909i,0.0033839+0.00068918i,0.0026642-0.00072944i,0.0018239-0.0016612i,0.0014996-0.0023667i,0.0011961-0.0022259i,0.00022743-0.0015235i,-0.0001513-0.0013409i,-5.1252e-05-0.00099738i,0.00035388+0.00018822i,0.0012985+0.00012988i,0.0010919-0.00087868i,-0.00069451-0.0012414i,-0.0016788-0.00096012i,-0.0011487-0.00056443i,-0.0003649-4.0896e-05i,0.00014677+0.00025184i,0.00067373+0.0007546i,0.00041974+0.00056529i,0.00049305-0.00073674i,0.00087782-0.0008955i,0.0011043-0.00046818i,0.0011606+9.4152e-05i
-0.0015936+0.0024459i,-0.0016443+0.0028585i,-0.0012497+0.0034328i,-0.00033102+0.0031914i,0.00035685+0.0014845i,0.00053778-4.7186e-05i,5.8508e-05-0.00051026i,-0.0012343-0.00045884i,-0.0013366-0.00025878i,-0.00030804+2.5828e-05i,-0.00058225+0.00014039i,-0.00078179+4.3182e-05i,0.00020606+0.00013803i,0.00062165+0.00012828i,0.00028222+0.00017504i,0.0002855+0.00022883i,0.00044237+7.3263e-05i,0.00047212+0.00045768i,0.00032075+0.00087417i,-0.00020681+0.00073533i,-5.2316e-05-0.0002704i,0.00024148-0.00092678i,-0.00022012-0.00057525i
-0.0014501-0.0017409i,-0.0010281-0.0013868i,-0.00047302-0.0011739i,0.00029425-0.00044379i,0.00053689-0.00010253i,0.00081217+0.00013405i,0.00082716+3.7696e-05i,0.00026203-0.00081613i,-0.00018278-0.00071904i,-0.00075263-3.845e-06i,-0.00096469+0.00051468i,-0.00020451+0.00084977i,-0.00050653+0.00080096i,-0.00075245+0.0003314i,-0.00020262+0.00045281i,-0.00021967+0.0015192i,-0.00012459+0.0012191i,0.0007271+0.00038104i,0.00091263-1.5309e-05i,0.00067411-0.00085065i,0.00066869-0.00016708i,0.00079412+0.0005572i,0.00044594+0.0003095i
