-0.0027094-0.00057608i,-0.003571+0.0012878i,-0.0044126+0.0029995i,-0.0030103+0.0033599i,-0.00072254+0.0033449i,0.00022526+0.0023638i,-9.0091e-05+0.0013985i,-0.00016842+0.0013131i,0.00062377+0.0005359i,0.0011039-0.00018034i,0.0014928-0.00043646i,0.0013672-0.00068281i,0.00078984+1.2553e-05i,0.00090165+0.00046409i,0.00033875+0.00044211i,-0.00027473+0.00055797i,-0.00053856+0.00010211i,-0.00011541-0.00061426i,0.00036168-0.00057928i,0.00017452-3.9097e-06i,6.0956e-05+0.0004511i,3.9626e-05-6.561e-05i,-1.2366e-05-0.00052752i
-0.0026803-0.0032428i,-0.0036848-0.0029161i,-0.004108-0.0009448i,-0.0023781+0.00075236i,-0.001243+0.0013406i,-0.0005922+0.00045832i,-0.00049937-0.001188i,-0.00085175-0.0014184i,-0.0011276-0.00038205i,-0.0017531-0.00025862i,-0.0021234-0.00030639i,-0.0015872+0.00097576i,-0.00045055+0.0014713i,0.00037619+0.00073337i,0.00036446-0.00012324i,-0.00078075-0.00090458i,-0.001306-0.00025087i,-0.00076904+0.00089154i,0.00015442+0.00076461i,0.00076035+0.0002629i,0.00017509-0.00030431i,-0.00033748-0.00046969i,-0.00071185+7.1123e-05i
-0.0051859-0.00037134i,-0.0074555+0.0011766i,-0.0070332+0.0014211i,-0.0039745+0.00080377i,-0.0020233+0.0011094i,-0.00091061+0.0012833i,-0.0007398+0.00024957i,-0.00070497-0.00073625i,-0.00071943-0.0011356i,-0.0017105-0.00021111i,-0.0017785+0.00037799i,-0.001494+0.0005031i,-0.00087875+0.0010018i,0.0019813+0.00070068i,0.0038855-0.00069317i,0.0028476-0.001685i,0.00082175-0.0007767i,0.00021964+0.00032887i,0.0004716+0.00039206i,-5.386e-05-0.0001023i,-0.00065999-0.00073308i,-0.00078561-0.00039493i,-0.00046265+0.00055707i
-0.004048-0.00014823i,-0.0052217+0.0017783i,-0.0050661+0.0032074i,-0.0026131+0.0032946i,0.00024668+0.0023366i,0.0021593+0.00084486i,0.0018663-0.00043253i,0.00010211-0.00074729i,0.00013987-0.0002792i,0.00058154+0.00021763i,0.0003429+0.00034101i,9.9655e-05+0.00037797i,-0.00022952+0.00058403i,-8.696e-05+0.00055067i,0.00075938+0.00084092i,0.0015447+0.0010425i,0.0012373+0.001176i,-3.4686e-05+0.0004092i,-0.00059775-0.00025688i,-0.00032424-0.00053118i,-0.00030986-0.00073151i,0.00020899-0.00034403i,0.000764+0.00011934i
0.0009987+0.0038033i,0.002405+0.0050266i,0.0026471+0.0034261i,0.0014274+0.0010288i,-0.00020685-0.00025873i,-0.00037754-0.00071571i,-0.00028004-0.00111i,-0.0013375+3.7194e-05i,-0.00028974+0.000669i,0.001269+5.1595e-05i,0.001254-0.00076415i,0.0016355-0.0013996i,0.001354-0.002807i,0.0010915-0.0029682i,0.00066981-0.00045327i,0.00021128+0.0018575i,0.00040066+0.0021811i,-0.00011247+0.00067381i,-0.00028871-0.00030482i,0.00019327+0.00034555i,0.00085112+0.00096544i,0.00069785+0.00068835i,0.00032942+0.00019139i
-0.0049934-0.00043995i,-0.0052101-0.00040576i,-0.0047195+0.00044072i,-0.0024937+0.00059574i,-0.0005544-0.00093677i,-0.0009028-0.002918i,-0.0020529-0.0032267i,-0.0019124-0.0022553i,-0.00083043-0.0010326i,-0.00026797-7.708e-05i,-0.00043634+0.00041382i,0.0002402-0.00016543i,0.00064313-0.0011417i,-0.00031646-0.0012729i,-0.0018699-0.00076703i,-0.0028233+4.4284e-05i,-0.002698-0.00014006i,-0.001438-0.0010626i,-0.00076005-0.00099339i,-0.00097428-0.00049257i,-0.00071549-9.2231e-05i,-0.00034238-3.6973e-05i,0.00049492+0.0002856i
-0.0095121-0.00041949i,-0.011435+0.0031097i,-0.0088042+0.0043621i,-0.0056803+0.0018069i,-0.0051392+0.00024944i,-0.0043631+0.001418i,-0.0016682+0.00078768i,-0.0005679-0.00074816i,-0.001329-0.0013907i,-0.0018586-0.0010233i,-0.0021281+0.00031101i,-0.0012112+0.0011744i,0.00063959+0.00095405i,0.0019379-0.00026199i,0.0017211-0.0014184i,0.00055615-0.0014974i,0.00013644-0.0012333i,0.0004665-0.00066405i,0.00034708-0.00034811i,-0.00017462-0.00054486i,-0.00033352+0.00020393i,0.00013908+0.00013041i,0.00065536+0.00018014i
-0.0034567-0.00083853i,-0.0040182+4.6092e-05i,-0.0029525+0.0024434i,-0.00042841+0.0030618i,0.0010322+0.001207i,0.0011056-0.001671i,0.00047843-0.0035139i,0.00011665-0.0021029i,-0.00035797-0.00010593i,-0.0006352+0.00079803i,-0.00068644+0.0018881i,-0.00026303+0.0022623i,0.00017987+0.0015065i,0.00043954-0.00021538i,0.00021125-0.0025774i,0.00039362-0.0037889i,0.00050526-0.0033754i,0.00082693-0.0015352i,0.0011536-7.5916e-05i,0.00029794+8.6536e-05i,0.00020372+0.00023836i,0.00061388+0.0008816i,0.00062538+0.00030039i
0.0058132-0.00032823i,0.0045016-0.0012946i,0.00014173-0.0013093i,-0.0015108-0.0015053i,-0.00028007-0.001126i,0.00065096-0.0012065i,0.0003152-0.00093118i,-0.0010146+0.00023343i,-0.00067842+0.0010284i,0.00083619+0.0011574i,0.00068027+0.001067i,0.00019495+0.0014689i,0.0010741+0.0010899i,0.002136+0.00041037i,0.0028068-0.0001218i,0.0037551-6.1636e-05i,0.0029899+0.00070566i,0.0014853+0.0011885i,0.00090195+0.00097355i,0.00027902-0.00011639i,-0.00085608-0.00078055i,-0.0015044-0.00075649i,-0.00077425-0.0009992i
0.0025745+0.0042602i,0.0019748+0.0047578i,-0.00054793+0.0033981i,-0.0017536+0.0019804i,-0.00088279+0.001209i,-0.0012322-0.0006277i,-0.0030803-0.0014896i,-0.003694-0.0010378i,-0.0019172-0.0013567i,-0.00054895-0.0016187i,-0.00014728-0.0012268i,-0.00041042-0.00061485i,-0.0016958-0.00073429i,-0.0016843+6.4391e-05i,-0.00085308+0.00189i,-0.00054053+0.0029167i,0.00018941+0.0027171i,0.00018499+0.001483i,-0.00091052+0.0010314i,-0.00077841+0.00015927i,0.00043048-0.0012652i,0.00020978-0.0012474i,3.2787e-06-0.00056135i
-0.0052511+0.0050862i,-0.0057707+0.0073942i,-0.0031681+0.00566i,-0.0019724+0.0020986i,-0.0024489+0.0014374i,-0.0018119+0.0021384i,-0.00066281+0.0020916i,-0.00099657+0.0015607i,-0.0012592+0.00057702i,-0.0016016-0.00060474i,-0.0025878-0.0012922i,-0.002274-0.0014566i,-0.00072759-0.00081127i,-0.000354+0.0014292i,-0.0006384+0.003207i,-0.00054427+0.0040849i,-0.0014343+0.0034037i,-0.0020256+0.0014811i,-0.00099665-0.00018623i,0.00099562-0.00021486i,0.0011214-0.00044727i,0.0002089-0.0012467i,-0.00045826-0.0013239i
-0.0079629+0.00093971i,-0.0089113+0.003241i,-0.0055107+0.0038786i,-0.0014931+0.00098004i,-0.00018045-0.0016799i,0.00090854-0.0022109i,0.0015807-0.001889i,0.00085951-0.0011819i,-0.00032236-0.00043977i,-0.0020705-0.00019018i,-0.0025633-1.0664e-05i,-0.00062375+2.3327e-05i,-0.00033564-0.00013213i,-0.0020939-0.00032891i,-0.0036356-0.00019389i,-0.004153+0.00039647i,-0.0028614+0.00026149i,-0.0013376-0.0013863i,-0.0010359-0.0019795i,-0.00036764-0.00060035i,0.00057903+0.00032446i,0.00085483-6.8254e-05i,0.00085445-0.00047309i
0.0019029-0.0073371i,-0.0019922-0.0082443i,-0.0041285-0.0061906i,-0.0027172-0.0038588i,-0.0019733-0.0022134i,-0.0019115-0.0016636i,-0.00062626-0.0018552i,0.00071499-0.0010211i,0.0014075+0.00041957i,0.00070028+0.00071423i,0.00035146+0.0012214i,0.0014082+0.002794i,0.0023188+0.0027086i,0.0023495+0.0007037i,0.0012153-0.0012913i,0.00020332-0.0029871i,-0.00078068-0.003168i,-0.00048937-0.0026792i,0.00070118-0.0018819i,0.00032385+9.6617e-05i,-1.4438e-05+0.00058781i,0.00033034+0.00017645i,0.00076578+9.704e-05i
-0.0016903+0.00025369i,-0.0035333+0.0014846i,-0.0054081+0.0029965i,-0.0034738+0.0040716i,-0.00031986+0.0022905i,0.00033585-0.001084i,-0.0005327-0.0026745i,-0.0013546-0.0018119i,-0.00092845-0.0015928i,-4.307e-05-0.0014117i,0.00084516+6.121e-05i,0.001315+0.0004628i,0.00089415+0.00010078i,0.00074592-0.00074001i,0.0016017-0.0022249i,0.0032661-0.0034011i,0.0039469-0.0037609i,0.0038522-0.0029489i,0.0027629-0.0010847i,0.00091621-0.00030123i,-0.00031332-0.00041316i,1.7644e-05-0.00040258i,0.00043191+0.00027149i
0.0029303+0.0058258i,0.0042838+0.0046762i,0.0031824+0.0015362i,-0.00023367+0.00020696i,-0.0026746+0.0012862i,-0.002499+0.0017241i,-0.0025546+0.00050495i,-0.0032643-0.000177i,-0.0022988-0.00035274i,-0.00049794-0.00011946i,0.0006179+0.0010119i,0.00038708+0.0017734i,8.8851e-05+0.0011038i,0.0017253-0.00013441i,0.0036941+0.0010424i,0.0042041+0.0023105i,0.0038609+0.0022438i,0.0036317+0.0024977i,0.0035684+0.0023198i,0.0016992+0.0010067i,-0.00044117-3.2121e-05i,-0.00077387+0.00024553i,-0.00017799+0.00039804i
-0.0053972-0.00018417i,-0.0060402+0.00055011i,-0.0055647-1.9606e-05i,-0.0042582-0.0002809i,-0.0022295+7.0259e-05i,-0.00052004-0.00031931i,-0.0012852-0.0003918i,-0.0021801+0.00011571i,-0.0017367+0.00034047i,-0.0017934+0.00050407i,-0.0030972+0.00021659i,-0.0039014-0.00038967i,-0.0035337-0.00058677i,-0.0019942-8.8313e-05i,-0.0010479+0.0016045i,-0.00070666+0.0031072i,-2.78e-06+0.0033749i,-0.00034851+0.003995i,-0.00057782+0.0033259i,-0.00049316+0.0016046i,1.4526e-05+0.00052716i,0.0011506-9.2194e-05i,0.0014873-0.00046169i
-0.0035384+0.0025894i,-0.00453+0.0046799i,-0.0025816+0.0047328i,-0.00032746+0.0025816i,-0.0003345+0.00019889i,-0.00060185-0.00080508i,0.00084211-0.00047232i,0.0015931+0.0011418i,0.00048442+0.0016151i,-0.0010505+0.00054372i,-0.002263+0.00080884i,-0.002525+0.0010323i,-0.0013438+0.0010143i,-0.00036003+0.0017876i,-0.0013171+0.0019673i,-0.0032557+0.003068i,-0.0044426+0.0045666i,-0.004641+0.0041854i,-0.003513+0.0023274i,-0.0016745+0.001181i,-3.2215e-05+0.00068492i,-6.1828e-05-0.00019725i,-0.00073258-0.0013467i
-0.0023621-0.00068367i,-0.0040405+0.0018727i,-0.0023634+0.0040073i,0.00013706+0.0031895i,0.0010821+0.00093075i,0.001317-5.2341e-05i,0.001169-0.00075853i,0.0013028-0.00077208i,0.0008441+0.00033554i,0.00038728+0.00087711i,0.00048537+0.0010398i,0.00054103+0.00028194i,-0.00015256-0.0013429i,-0.00063903-0.0018391i,-0.0015891-0.0021569i,-0.0031602-0.0032272i,-0.0038469-0.0024127i,-0.00434-0.0018526i,-0.0034398-0.0023384i,-0.0016292-0.00079975i,-0.00085254+8.8658e-06i,-0.00063231-0.00018384i,-0.0002821+0.00010763i
0.00089044+0.0030554i,-0.0010809+0.0021682i,-0.0034944-0.00036129i,-0.0032695-0.0023787i,-0.0025134-0.001957i,-0.0018398-0.00081975i,-0.001075-0.0013533i,-0.00076217-0.0015151i,-9.4372e-05-0.0012379i,0.00032097-0.0012908i,0.00069076-0.0011867i,0.0014094-0.00051768i,0.0015769+0.00050101i,0.0011949+0.00063678i,0.0013-0.00068908i,0.00086367-0.0026351i,-0.00075121-0.0046632i,-0.0014138-0.0054014i,-0.00017989-0.0041739i,0.0012168-0.0027422i,0.0012222-0.0017451i,0.00026859-0.0011775i,-0.00035576-0.00066251i
-4.1969e-05+0.0027323i,0.00079401+0.0028999i,-0.00054149+0.0032539i,-0.0010322+0.0033304i,-0.0010763+0.0011925i,-0.0014188-0.0023459i,-0.002781-0.003803i,-0.003398-0.0026969i,-0.0023056-0.0011646i,-0.00068128-0.0011832i,0.00060915-0.0012139i,0.00092009-0.00060747i,0.00070862-0.00087017i,0.001018-0.0014591i,0.0025836-0.0017741i,0.0040886-0.0022649i,0.0050509-0.0035337i,0.005778-0.0049637i,0.0058283-0.0041651i,0.0037154-0.0022797i,0.0013257-0.0014464i,0.001151-0.00073406i,0.00023812+0.00033525i
-0.0053365-0.0034963i,-0.0060194-0.0019314i,-0.0042123-0.00060513i,-0.0026015-0.00037869i,-0.0022321-0.0012947i,-0.0023106-0.0019181i,-0.0024972-0.000737i,-0.0016463+0.00075642i,-0.00067254+0.00099717i,-0.0011217+0.00030268i,-0.0017009+0.00038075i,-0.0015814+0.001396i,-0.00053038+0.0019358i,0.0012044+0.0021734i,0.0024889+0.0030711i,0.002834+0.002912i,0.0040707+0.0015089i,0.0052291+0.0017339i,0.0053182+0.0021727i,0.0034342+0.0014234i,0.00053321+0.0016171i,0.00019307+0.0011266i,0.0012229-0.00056787i
0.00081277+0.00081031i,-0.00057161+0.0024448i,-0.0016421+0.0034012i,-0.00090941+0.00187i,-0.00086976+0.00072275i,-0.0021057+0.00050338i,-0.0024809+0.00013789i,-0.00085777+0.00092921i,0.00019613+0.0014733i,-0.00093428+0.0012184i,-0.0018299+0.0019465i,-0.0017823+0.0016551i,-0.00069016-0.00012906i,-0.00021266-0.0011523i,-0.0012184-8.9871e-05i,-0.001435+0.002479i,0.00048612+0.0050389i,0.002151+0.0063886i,0.0017989+0.0056435i,0.00076439+0.003938i,0.00085138+0.0021719i,0.0010778+0.00079096i,0.0003816+0.00032857i
-0.00027439+0.00018975i,-0.0035415+0.00046555i,-0.0068415-0.00018084i,-0.0051305+0.0013591i,-0.0016838+0.0030204i,0.00030774+0.0038124i,0.00092194+0.0030472i,0.0018449+0.0013046i,0.0022044+3.9152e-05i,-0.00066164+0.00026582i,-0.0024261+0.00027757i,-0.00072598+0.00043305i,-5.2474e-07+0.00098921i,-1.2458e-05+0.0010925i,-0.00069739+0.0009494i,-0.001721+0.0019858i,-0.0031062+0.0042122i,-0.0047152+0.0057565i,-0.0046583+0.0054673i,-0.0033589+0.0033945i,-0.0023565+0.00096047i,-0.0018314+0.00046979i,-0.0011467+0.00070327i
-0.0072038+0.0027238i,-0.0077619+0.0055833i,-0.0062034+0.0067129i,-0.0043507+0.0051588i,-0.001907+0.0031027i,0.0013934+0.0018578i,0.0025813+0.0001068i,0.00088515-0.0013005i,-0.0009159-0.0013096i,-0.0010998-0.0010641i,-0.00085896-0.00093653i,-0.00041622-0.00027899i,0.00042643-9.5491e-05i,0.0018149-0.0003475i,0.0022364-0.0015478i,0.00010805-0.0025793i,-0.0035167-0.0016038i,-0.0062299-0.0003636i,-0.0065124-0.0007847i,-0.0044125-0.0019846i,-0.0023467-0.0017693i,-0.0014179-0.00066475i,-0.00065106+0.0006602i
-0.0040791-0.0068537i,-0.0049918-0.0055523i,-0.0041189-0.0031611i,-0.0027899-0.0018111i,-0.0030232-0.0021327i,-0.0023746-0.0038215i,-0.0021626-0.0056957i,-0.0023499-0.0043172i,-0.0018411-0.0017256i,-0.00048075-0.00044752i,0.0003967+0.00038128i,0.0010999+0.0015738i,0.0023768+0.0028203i,0.0034122+0.0030777i,0.0037241+0.0020282i,0.0027663-0.0013072i,-0.0001404-0.0052436i,-0.0036872-0.0069755i,-0.0043496-0.0072392i,-0.0022526-0.0057248i,-0.0014201-0.0032241i,-0.00125-0.001616i,-0.00030362-0.00076777i
-0.0033183-0.0077615i,-0.0077769-0.0064854i,-0.010839-0.0034556i,-0.0073182-0.00074129i,-0.0031803-0.00076629i,-0.0011602-0.0023661i,-0.001233-0.0026182i,-0.0011386-0.0015592i,-0.00026957-0.0014694i,2.8026e-06-0.0012774i,0.00026942+0.00013597i,0.0016465+0.00097466i,0.0031141+0.00063431i,0.0035668+0.00048846i,0.0043047+0.0015008i,0.0045589+0.00078065i,0.0039352-0.0029477i,0.0033855-0.0060463i,0.0040002-0.0064387i,0.0039503-0.0050613i,0.0019769-0.0023476i,0.00065404-0.00047849i,0.0011456-3.3507e-05i
-0.0030355-0.0029835i,-0.0069995+0.00050042i,-0.010104+0.0029122i,-0.0076025+0.0050407i,-0.0035624+0.0072506i,0.00091998+0.0075776i,0.0024038+0.0042702i,0.0018351+0.0014165i,0.00035862+0.00074218i,-0.0016922+0.0020844i,-0.0020698+0.0039822i,-0.00085195+0.0033731i,0.00076513+0.0017155i,0.0020386+0.002757i,0.0021304+0.0045872i,0.0021287+0.0033073i,0.0039568+0.00028292i,0.0070351-0.001552i,0.0080585-0.0012069i,0.0057122-0.00060149i,0.0021333-0.00075792i,-2.3705e-05-0.00050914i,-0.0010796+0.00024434i
0.0086353+0.026999i,0.01535+0.023167i,0.026864+0.013146i,0.021922-0.00065798i,0.0096266-0.012773i,-0.0042272-0.015585i,-0.010733-0.0076723i,-0.0084582-0.0014461i,-0.0030419+0.0013557i,0.00052423-0.00067199i,-0.0025726-0.0041212i,-0.0066263-0.0038918i,-0.0092401-0.0037768i,-0.012853-0.0057883i,-0.015034-0.0069229i,-0.0095915-0.004045i,0.0015171+0.0016198i,0.006881+0.0070993i,0.0052448+0.0096727i,0.0036254+0.0091088i,0.0034603+0.0062406i,0.0033716+0.0017189i,0.0021551-0.001561i
-0.0028706+0.0091591i,-0.0025759+0.0095226i,0.0022062+0.0071025i,0.0036857+0.0017471i,0.0013272-0.0022265i,-0.0020344-0.0024272i,-0.0032879-4.4152e-05i,-0.002971+0.00076848i,-0.0015575+0.0003554i,2.5864e-05-0.00067983i,-0.0011583-0.0018788i,-0.002935-0.0010109i,-0.0036423+0.00047581i,-0.0038054-0.00058091i,-0.0035264-0.0033857i,-0.0031154-0.0025747i,-0.0022005+0.0017594i,-0.001887+0.0065987i,-0.0019815+0.0093807i,-0.0014576+0.0078644i,-0.0011991+0.0042877i,-0.00062986+0.00067582i,-0.00012839-0.00078805i
-0.00087009+6.0063e-05i,-0.0018916+0.00079561i,-0.00015105+0.0021144i,0.0019027+0.0022356i,0.0019198-0.00067397i,-0.00011009-0.0033728i,-0.0017937-0.0026863i,-0.0018612-0.0013038i,-0.0011392-0.0014514i,0.00014206-0.0031862i,0.00063623-0.0034668i,0.00022992-0.0012235i,5.4938e-05+0.00014871i,0.0020425-0.00085596i,0.0033929-0.0021161i,0.0011034-0.0014309i,-0.0029863+0.001407i,-0.0067224+0.0041452i,-0.0080976+0.0047084i,-0.0060612+0.0032091i,-0.0032022+0.0015528i,-0.00089069+0.00059515i,0.00067963+0.00015432i
0.001909+0.0084005i,0.0031726+0.01088i,0.0044535+0.0094037i,0.0037089+0.0046202i,0.0018227-8.3439e-05i,-0.00041342-0.0017293i,-0.0017464-0.0012179i,-0.0015702-0.0005555i,-0.00049886+0.00035015i,0.0001445-0.00071822i,0.00064291-0.0012317i,0.00062655-0.0010553i,-0.00076881-0.0010748i,-0.0012394+0.00056828i,-0.00010268+0.0011467i,0.0001648+0.00012143i,-0.0026486-0.0030021i,-0.0068314-0.0047111i,-0.0082894-0.003743i,-0.005778-0.0034041i,-0.0021195-0.0030122i,-0.00060022-0.0020851i,-0.00076101-0.0019077i
0.0031663+0.0038674i,0.0037092+0.0020564i,0.0030616-0.00070109i,0.0023231-0.0033418i,0.00072926-0.0035473i,-0.0023518-0.0036799i,-0.0033099-0.0034125i,-0.0015541-0.00071706i,0.00024806+0.0011927i,1.277e-05+0.0023099i,-0.00011427+0.0032477i,0.0001131+0.0024211i,-0.00069023+0.00082165i,-0.0010875+0.00097984i,-0.0014748+0.0023673i,-0.0011405+0.0022529i,-0.00070766-0.0021703i,-0.0015898-0.0074271i,-0.0024695-0.0087239i,-0.0018075-0.0057899i,-0.00032387-0.0020389i,0.00053689-0.00071269i,-0.00014798-0.00021445i
-0.0015336-0.0023131i,-0.0041181-0.0017656i,-0.0042435-0.0018509i,-0.0035823-0.0021833i,-0.0028619-0.002284i,-0.0012193-0.0012158i,0.00041869-0.00052113i,0.0013029-0.00025107i,0.0013586+0.0010388i,-1.1084e-05+0.0024157i,-0.0021731+0.0025771i,-0.0024102+0.0011739i,-0.0017415+0.00023734i,-0.0027205-8.9685e-05i,-0.0042103+0.00067479i,-0.0021209+0.0008934i,0.0028858-0.002347i,0.0065205-0.0068215i,0.0065148-0.0078274i,0.0047002-0.0058583i,0.0032635-0.0032442i,0.0026404-0.001261i,0.0020082-0.00052201i
0.00032747+0.003069i,-0.0012618+0.0046843i,-0.00060582+0.0042613i,0.00085675+0.00050138i,0.00092209-0.002656i,-0.00069582-0.0030926i,-0.0026494-0.0026109i,-0.0027722-0.0023899i,-0.0008764-0.0021978i,-7.2908e-05-0.0022028i,-0.0015424-0.002176i,-0.0017395-0.00099631i,-0.00047947-0.00038691i,-0.00086285-0.0017659i,-0.0024143-0.0028558i,-0.0024704-0.001302i,0.0018702+0.00055232i,0.0076415+0.00057234i,0.009953+0.00013572i,0.0073033-5.6462e-05i,0.0031889+0.00069657i,0.0018218+0.00082699i,0.0012661+0.00058795i
0.0034667+0.0013363i,0.003942+0.00029575i,0.0034137-0.0018604i,0.0011301-0.0031461i,-0.00040102-0.0018511i,-0.00090443+0.00036072i,-0.001432+0.0016305i,-0.0024514+0.0011306i,-0.0024091-0.00051568i,-0.0011911-0.0035231i,-0.00079658-0.0051086i,-0.00036657-0.0027237i,0.00012848-0.00055319i,0.00017222-0.0011157i,0.00097933-0.002212i,0.0021163-0.0014829i,0.0025707+0.0027591i,0.0040209+0.007865i,0.005441+0.0087446i,0.0036664+0.0054541i,0.0015746+0.0023987i,0.0012266+0.0013724i,0.00075734+0.00049254i
-0.0026736+0.0019771i,-0.0041805+0.0020318i,-0.0040415+0.0018587i,-0.0021965+0.0014896i,-0.00072652+0.00044838i,-0.00075356-0.00055072i,-0.00085942+0.0008701i,-0.00076049+0.0016234i,-0.0010373+0.0011265i,-0.0014051-0.00090584i,-0.0011866-0.0024109i,-0.00047136-0.0012156i,-8.6734e-05+0.00070815i,0.00096292+0.0017287i,0.0025768+0.0013251i,0.0011501+0.00084345i,-0.0024557+0.0035603i,-0.0030272+0.0089494i,-0.0017072+0.010505i,-0.0013489+0.0073111i,-0.0015098+0.0033688i,-0.0014161+0.0009079i,-0.00082298-2.8431e-05i
-0.0013102-0.0025287i,-0.0036747-0.0010237i,-0.0022241+0.001106i,-0.0005174+0.00025392i,-0.00035159-0.0007239i,0.00090788-0.0011462i,0.0020606-0.00094449i,0.0018472+0.00036143i,0.0016137+0.0024216i,0.00094319+0.0042626i,0.00073362+0.0043015i,2.1881e-05+0.0028203i,-0.0012574+0.0022365i,-0.00091802+0.0037251i,0.00046008+0.0045609i,0.00019221+0.0031525i,-0.0026759+0.0020699i,-0.0070157+0.0034824i,-0.008781+0.0050971i,-0.0057098+0.0041849i,-0.0016984+0.0019673i,0.00036941-0.00021216i,5.685e-05-0.0011464i
-0.0025772+9.0487e-05i,-0.0046775+0.002708i,-0.002903+0.0037739i,0.0014202+0.0024197i,0.002634+0.00017769i,0.00096612-0.0027696i,-5.5796e-05-0.0048139i,0.00027512-0.0041915i,0.0021391-0.00071834i,0.0026239+0.0024782i,0.00073043+0.0042228i,-0.0010841+0.0035581i,-0.0023735+0.00042653i,-0.0042647-0.0004734i,-0.0058756+0.00028823i,-0.0047805-0.00032313i,-0.0039415-0.003181i,-0.0068665-0.0057457i,-0.0086256-0.004665i,-0.0061646-0.0027217i,-0.0025655-0.0017451i,-5.0808e-05-0.00013775i,0.0010431+0.00054114i
-0.00025969+0.0017782i,-0.0031844+0.0020423i,-0.0049396+0.0012064i,-0.0046091+0.00055763i,-0.0040062-0.0012661i,-0.0050935-0.0031989i,-0.0057581-0.0026881i,-0.0039095-0.0023362i,-0.0017506-0.0033318i,-0.0010545-0.0032042i,-0.0016976-0.0026869i,-0.0015272-0.0028944i,-0.001333-0.0039917i,-0.002028-0.0031015i,-0.0030402-0.0011678i,-0.0022687-0.0012898i,0.00013077-0.0039035i,0.00062942-0.0086571i,-0.0019879-0.010608i,-0.0030521-0.0070744i,-0.0013042-0.0030918i,0.00044482-0.0016408i,0.0013811-0.00083771i
-0.001873+0.00022623i,-0.00069391-0.00035648i,0.00033587-0.0010824i,-0.00046794-0.0012447i,-0.0022614-0.00069983i,-0.0021655+2.2818e-05i,-0.0022023+0.0002238i,-0.0028419-2.5589e-05i,-0.0028691-0.0015242i,-0.0043993-0.0046487i,-0.0058764-0.0061781i,-0.0038168-0.0049378i,-0.0011697-0.003681i,-0.00017431-0.0042642i,0.00046203-0.0047315i,0.0018941-0.0031341i,0.0042349-0.0016017i,0.0072388-0.0038065i,0.007742-0.0075486i,0.0038226-0.0069128i,0.00048249-0.0033257i,-0.00049466-0.00096016i,-0.0011169-9.5192e-05i
-0.001869+0.0010626i,-0.0053254+0.0020966i,-0.0046562+0.001679i,-0.0037037-0.0011296i,-0.0038591-0.0020397i,-0.0026338-1.8042e-05i,-0.00069687+0.0020697i,-0.00022878+0.0029211i,-0.00095295+0.0019117i,-0.0019472-0.00035046i,-0.0012322-0.0020368i,0.0010687-0.00079614i,0.0035925+0.0014874i,0.0051304+0.0012441i,0.0051636+0.00010855i,0.0040174+0.0011874i,0.004033+0.0030092i,0.006864+0.0036544i,0.0090109+0.0013843i,0.0071888-0.0017606i,0.0041298-0.0016627i,0.0017861-0.000243i,0.00017467+0.00030661i
0.00065276-0.00047323i,-0.0003151+0.00053214i,-0.0011878+0.0026208i,-0.00054136+0.0042268i,0.00068908+0.0028146i,0.0018926-0.00054278i,0.0031909-0.0020333i,0.0033086-0.00070704i,0.0028884+0.0018188i,0.0037615+0.0028584i,0.004474+0.0026619i,0.0035097+0.0036801i,0.0015802+0.0041337i,0.00074845+0.0028555i,0.0015267+0.0015827i,0.00066952+0.0022748i,-9.7731e-05+0.0050625i,0.0022472+0.0078323i,0.0058262+0.0076705i,0.0070061+0.004033i,0.0045896+0.00077411i,0.0015163-0.00015431i,0.00024675+0.00010399i
-0.0022555+0.0011986i,-0.0024246+0.0024465i,-0.0023267+0.0021556i,-0.0011438+0.002107i,-0.00022687+0.002239i,-0.00021588+0.00020357i,-0.00045751-0.0026489i,-0.00059774-0.0029802i,0.00095958-0.00074202i,0.0033194+0.0015642i,0.0037352+0.0046286i,0.00086515+0.0065142i,-0.0027699+0.0051898i,-0.0036064+0.0044443i,-0.0028839+0.0046412i,-0.0030265+0.0031016i,-0.0046494+0.0021258i,-0.0055499+0.0047797i,-0.003339+0.007635i,0.00085439+0.0068322i,0.0023249+0.0031627i,0.0011233+0.0006519i,0.0010847-0.00019686i
-0.0032495+0.0060197i,-0.0021903+0.0078912i,-0.00084655+0.0058246i,0.00029757+0.0012825i,0.001508-0.0022669i,0.00025769-0.0037875i,-0.002839-0.0033i,-0.0042144-0.0023552i,-0.003583-0.0017473i,-0.0036949-0.0016579i,-0.005603-0.0011303i,-0.0074681-0.0007188i,-0.0077828-0.0027432i,-0.0061113-0.0038697i,-0.0041718-0.0030079i,-0.00262-0.0022575i,-0.002537-0.0011346i,-0.0056687+0.00082554i,-0.0075719+0.0040196i,-0.0044324+0.0053503i,-0.00090107+0.0033537i,-0.00068692+0.0016994i,-0.00087747+0.00079729i
