-0.0024501+0.0012906i,-0.0015106+0.00017765i,-0.0026034-0.00057596i,-0.0024612-0.000748i,-0.0016095+0.00030184i,-0.00097825+0.0015617i,-0.00073749+0.0023145i,0.00041891+0.0021082i,0.0016405+0.0012392i,0.00097937+0.00042168i,0.00010791-0.00049031i,0.00053916-0.00057203i,0.0012637+0.00084873i,0.0017669+0.0016716i,0.0012127+0.00066035i,0.00029808+2.1276e-05i,-0.00015236+0.00031309i,-0.00047581-0.00058027i,0.00075282-0.0012143i,0.00099139-0.0007982i,-0.00039923-0.00018168i,-0.00036727+2.5185e-05i,-0.00023058+0.00019537i
-0.00053904-0.00047617i,-0.00018014+0.00060538i,-5.0665e-05+0.00021047i,-2.4632e-05-9.398e-05i,0.00010462-0.00040828i,0.00033544+0.00016999i,0.0004774+0.00098475i,0.00089956+0.00083584i,0.0015404+0.00025822i,0.00081406-0.00050234i,-0.00039687-0.00095154i,-0.00057131-0.00085469i,-0.00053038-0.00070701i,0.00037791-0.00040909i,0.00071063-2.2403e-05i,-0.00039451+2.2686e-05i,-0.00087337-0.00016206i,-0.00093461-2.8392e-06i,-0.00067678+0.00042192i,0.00030134+0.00054057i,0.00091806-6.6714e-05i,0.0002573-0.00029477i,-0.00049229+7.9889e-05i
-0.00081593-0.00020198i,0.00019186-0.00043773i,0.00085659-0.00088912i,0.0010414-0.0011612i,0.00097008-0.00057862i,0.00018309+0.0011319i,-0.00041212+0.0011253i,-0.00021047-0.00041535i,0.00079638-0.00045026i,0.00088047-0.00026185i,7.4096e-05-0.0010999i,0.00038966-0.00066392i,0.0006452-0.00029314i,0.001012-0.00069604i,0.0015279-0.00075323i,0.0004991-0.00065033i,-0.00038232-0.00065468i,-0.00018297-7.7069e-06i,-0.0002713+0.00017308i,-0.00059287-0.0003026i,-0.000358+0.00037498i,0.00013237+0.0001429i,0.00054496-0.00089349i
-0.00066874-0.00046163i,-0.0016442-0.00062535i,-0.0029522+0.0002973i,-0.0022027+0.0010459i,-0.00078823+0.0018407i,0.00050923+0.0014313i,0.0014472+0.0011145i,0.0013388+0.0012676i,0.00092332+0.00054445i,0.00091009+8.0204e-05i,-0.00017639+0.0002778i,-0.0012603+4.8658e-06i,-0.00048621-0.00035244i,0.0010228-0.00064274i,0.0014052-0.0004485i,0.00082985-0.00034976i,0.00061748-3.7316e-05i,0.00045403+0.00067218i,0.0003973+0.00016755i,0.00019109-0.00041959i,-0.00070544-0.00078084i,-0.00044669-0.00051084i,0.00058456+0.00022844i
0.0010028-0.001944i,0.0011449-0.0033057i,0.0001187-0.0041895i,-0.0011036-0.0027542i,-0.00097137-0.0011916i,0.00027581-0.0001558i,0.0007964+0.00050508i,0.00094047+0.00026108i,0.00063926+1.3353e-05i,-5.3136e-05-0.00034608i,-0.00053157-0.00048016i,-0.0002113-0.00087067i,0.00066545-0.00062015i,0.00041808+0.00022701i,-0.00062422-0.00027587i,-0.0011453-0.00085091i,-0.0008982-0.0011382i,-0.00018192-0.00087702i,0.00014162+0.00015579i,-0.00020178-0.0002508i,0.00074858-0.0011545i,0.0013529-0.0011972i,0.00034046-0.00085884i
-0.0014761-0.00042381i,-0.0010194-0.00088835i,-0.0010265-0.0015731i,-0.0012336-0.00078321i,-0.00071629-5.698e-05i,-7.3047e-05+2.0634e-05i,0.00036557-0.00013041i,0.00076702-0.00029177i,0.00085347+0.00023015i,0.0003369+0.00039335i,-0.00025778-0.00012273i,-0.00039745-0.00026664i,-0.0004873-0.00070586i,-0.00038595-0.00088536i,-0.00047161-0.00034899i,8.7178e-05+0.00066266i,0.00027204+0.00087162i,-0.00020787-0.00081981i,-9.2365e-05-0.0014853i,0.00037925-0.001011i,4.7549e-05-0.001053i,-0.00046845-6.7872e-05i,-0.00036534+0.0011916i
-0.00066023+0.00030149i,-0.00037139+0.0014508i,-0.00040109+0.0020798i,-1.0417e-06+0.001969i,9.7716e-05+0.0018464i,0.00054857+0.0018502i,0.00036709+0.0014396i,-0.00036438+0.0010402i,0.00013991-1.562e-05i,0.00045283-0.0010449i,6.7712e-05-0.00076999i,5.5126e-05-0.0005501i,0.00045077-0.00069422i,0.0011095-0.00019515i,0.0014917+0.00076494i,0.0012366+0.00059165i,0.0010724-3.8714e-06i,0.00055701+0.00038076i,-0.000205+0.00042769i,-0.00038108-0.00039131i,-0.00050003-0.00066401i,-0.00092893-0.00084084i,-0.0010145-0.00094059i
0.00054518-0.00022617i,0.00085557+0.00035063i,0.00057482-0.0004007i,0.00039755-0.0011541i,0.0011873-0.00073659i,0.0015969-2.708e-05i,0.0013092+0.00036728i,0.0011221+0.0004076i,0.0013549+0.00014085i,0.0015641-5.375e-05i,0.0012773+0.00014379i,0.00065536+5.7995e-05i,0.0002705-9.0309e-05i,0.00015241+0.00036358i,-0.00033383+0.00056705i,-0.00077437+0.0003005i,-0.00038603-2.3628e-05i,0.00039427+6.264e-06i,0.0001005-0.00073788i,-0.00016357-0.0012221i,-0.00015149-0.00085354i,-0.00065526-0.00041098i,-8.3193e-05-0.00022337i
8.8031e-05-4.1275e-05i,0.00054085-0.00028275i,0.0012707+0.00017282i,0.00066898+0.00086437i,-6.0509e-05+0.00012135i,-0.00031616+0.00034922i,-0.00065403+0.0010875i,-0.00060887-0.00013782i,0.00095443-0.00070248i,0.001598-0.0007501i,0.0010034-0.0013001i,0.00080145-0.0011706i,0.0012022-0.00039657i,0.00099534-0.00032303i,0.0004113-0.00053812i,0.0002862-0.00084642i,-0.00034593-0.00068054i,-0.0008678-2.5902e-05i,-0.00069345+0.00014736i,-0.00012921-0.00034525i,0.00028154-0.0007273i,0.00012369-0.0002026i,8.2159e-05+0.00064335i
-0.00088749+0.0018939i,-0.00081835+0.00014i,0.00034524+7.6602e-05i,0.0012138+0.00075069i,0.00090274+0.00045502i,0.00062598-4.5051e-05i,0.00061902+0.00026539i,0.00035667+0.00062996i,0.00025724+0.00023439i,0.00033358-0.00074905i,0.00038309-0.0015354i,0.00025404-0.0012997i,-7.2897e-05-0.00093721i,0.00033446-0.000582i,0.00060111+0.00056119i,0.00079704+0.0012044i,0.00050717+0.001228i,-0.0007467+0.00032035i,-0.0014483-0.00069067i,-0.00089431-0.00013189i,8.0714e-05+0.00068308i,0.00020374+0.00068108i,-0.00020268+0.00051623i
0.002244+0.0010706i,0.0019767+0.0010766i,0.0012825+0.00097514i,0.0010464-0.00024919i,0.0010994-0.00020978i,0.0014272+0.00019776i,0.00087594+0.00013798i,0.00032721-0.00025525i,0.0011426-0.00049916i,0.0018644-0.0008275i,0.0018899-0.00088124i,0.0012757-0.00080079i,0.00060011-0.00093178i,0.00023665-0.00036409i,0.0004796+0.00065707i,0.00032041+0.00050307i,-0.00011798-0.00027695i,9.5633e-05-0.00063383i,0.00014879-0.0011244i,0.00023217-0.0010475i,0.00031114-0.00096028i,0.0001502-0.00093948i,0.00045311-0.00037482i
-0.00084473+0.00057693i,-0.00059783+0.00114i,-0.0013159+0.00010274i,-0.0014139-8.6698e-05i,-0.00059203+0.00071214i,3.6139e-05+0.00071757i,-9.048e-05-5.3514e-05i,0.00025765-0.0002772i,0.0012594-0.0001558i,0.0012605-0.00037008i,0.00066475-0.00043814i,0.00032189-0.00041432i,0.00050664-0.001069i,0.00041731-0.0017401i,0.00074445-0.0010881i,0.00083222+0.00011546i,-0.00025202+0.00073249i,-0.001065+0.00075553i,7.4271e-05+0.00067939i,0.00083174+0.00051349i,0.00024177+0.00033047i,0.00021121-0.00039043i,9.8544e-05-0.0005928i
-0.0016659-0.0014661i,-0.0021932-5.8466e-05i,-0.0013657+0.00090713i,-0.00039426+0.00087813i,-0.00043534+0.00062483i,-0.00071896+0.00093171i,0.00014307+0.0010468i,0.0012071+0.00078436i,0.0017591+0.00030092i,0.0015515-4.0819e-05i,0.0012346-6.4661e-05i,0.0003536+0.00010159i,0.00030463-0.00029504i,0.00088197-0.00087083i,0.00042546-0.0007657i,-0.00012286+8.0424e-05i,-0.00042398-0.0004831i,-0.000878-0.00095682i,-0.00055883-0.00036169i,-0.00045633-2.7027e-05i,-0.00077344-0.00042452i,-0.00019405-0.00068717i,2.5301e-05-0.00028165i
-4.2505e-05-0.00053416i,-0.00063768-0.0014178i,-0.00074115-0.0011557i,-0.001225-0.00021969i,-0.00098744+0.00041545i,-2.4294e-05+0.0011904i,0.00082412+0.0018079i,0.00083693+0.0017543i,0.00055653+0.00047239i,0.00018915-0.00052038i,-0.00014914-0.0011162i,-0.00049414-0.0014261i,-0.00036504-0.0012657i,2.4145e-05-0.00091701i,6.7068e-06-0.00050804i,0.00017472-0.00063961i,0.00027392-0.00071694i,0.00016398-0.00025302i,-0.00025385+0.00020108i,-0.00029497+8.6666e-05i,0.00065548+5.0398e-06i,0.00075458+0.00041647i,0.00033659+0.00065683i
-0.00047856+0.0032731i,-2.3347e-06+0.0027674i,-9.0247e-05+0.0024466i,0.00014318+0.0018329i,0.0015273+0.0019575i,0.0011093+0.001587i,3.8643e-05+0.00042073i,0.00040155+0.00069413i,0.001144+0.0017868i,0.00094844+0.0016355i,0.00052076+0.0003373i,0.001045-0.00057133i,0.00084415-0.00045373i,0.00024608-0.0007335i,0.00021461-0.0013823i,-2.6027e-05-0.0014481i,9.5504e-05-0.00026257i,0.00037756-0.00021494i,0.00043605-0.00077664i,0.00020424-0.00010967i,0.00027126-0.00017076i,0.00051759-1.7758e-05i,0.00072958+0.00067235i
0.0012403+0.00064441i,0.00063886+0.00099007i,0.0010966+0.00049409i,0.0012572+0.00085131i,0.00034538+0.00071434i,-0.00056341+0.00080018i,0.00010527+0.0015455i,0.00065821+0.001567i,0.00087611+0.00037049i,0.0011245-0.00151i,0.0007489-0.0018408i,-7.9459e-05-0.0010969i,-4.3947e-05-0.0010361i,0.0006288-0.00053598i,0.00041425+0.00011275i,0.0005953-7.5882e-05i,4.0795e-05-4.9602e-05i,-0.00028374-0.00064234i,0.00051852-0.00040099i,0.00026766+8.3723e-06i,-0.00051034-0.00045881i,-0.00055602-0.0004827i,-3.2613e-05-0.00023299i
0.0015203-0.00035338i,0.0024743-0.00028129i,0.0016357-0.0018679i,0.00041208-0.0025088i,0.00043975-0.001598i,7.975e-05-0.00062335i,-0.00024526-0.00064999i,0.00032633-0.0005093i,0.001081-0.00011323i,0.0012032-0.00040029i,0.00091307-0.0011596i,0.00059574-0.0011142i,0.00039667-0.0011403i,0.00051971-0.00085574i,8.3385e-05-0.00035431i,-0.00083511-0.00054619i,-0.0010884-0.00076353i,-0.00055859-0.0012833i,9.0113e-05-0.0010322i,0.00020943-0.00021821i,0.00072075-0.00052467i,0.00044711-0.00031222i,-0.0001791+3.6501e-05i
-0.0014783+0.0020549i,-0.0015164+0.0030435i,-0.0010803+0.0033303i,1.7756e-05+0.002469i,0.00037057+0.0014904i,-0.00022421+0.00098247i,8.491e-05+0.00067078i,0.00093183+0.00070951i,0.00055922+0.00013388i,4.9024e-05-0.00011278i,-0.00013538+0.00019012i,-8.2167e-05+0.00010346i,0.00062202+0.00030814i,0.00043069+0.00023354i,-0.00043185-0.00012505i,-0.00063987-0.00051142i,-0.00062836-0.0011729i,-0.00088038-0.0013259i,-0.0013028-0.00056871i,-0.0010564+4.0116e-05i,-0.00044442+0.00037925i,0.00016868+0.00032821i,0.00023228-6.2771e-05i
-0.00070064+0.00066845i,-0.0010906+0.00036873i,-0.00057858+0.00068856i,-0.00043754+0.0010259i,0.00020589+0.0012813i,0.00089988+0.00094761i,0.00074702+0.0010403i,0.00034183+0.0012167i,0.00033459+0.00034614i,0.00012261+6.1866e-05i,-0.0003429+0.00043787i,-0.00046289-0.00035799i,0.00030967-0.00072469i,0.00018654-0.00042377i,-0.00052744+6.9319e-05i,-0.00039339+0.00043905i,-0.00022885-0.00044176i,-0.00017936-0.0010981i,-0.00030334-0.00055191i,5.8686e-05+0.00011949i,0.00047981+0.00040052i,0.00035981-0.00017616i,6.706e-05-0.0004599i
-0.0015034-0.0013274i,-0.00086758-0.00096308i,-0.00015598-0.0019497i,-0.0011021-0.0022948i,-0.0013946-0.0012194i,-0.00096334+0.00052803i,-0.00058113+0.00090119i,0.00074597+0.00041954i,0.0011303+0.00051404i,0.00074708+2.4092e-05i,0.0004752-0.00021711i,0.0006379+0.00012449i,0.00030568-0.00024262i,0.00028955-0.0009445i,0.00074861-4.464e-05i,0.000184+0.00012527i,-0.0004443-0.0009126i,0.00013979-0.00021774i,0.0006081+0.00056868i,0.00025865-0.00019283i,0.00025293-0.00083403i,0.00049573-0.00069964i,0.00037009-0.00025055i
-6.5168e-05-0.0017446i,0.00019572-0.0010141i,-0.0004953-5.4076e-06i,9.0835e-05+9.1494e-05i,0.00039054+0.00085888i,-0.00025756+0.001298i,-0.00021636+0.0013708i,0.00065776+0.00091628i,0.0016891+8.6182e-05i,0.0018522+0.00024007i,0.0013784-0.0003087i,0.00061755-0.0011332i,0.00036097-0.00080376i,0.00034216-0.00054786i,0.00013114-0.00095655i,-0.00052071-0.0005573i,-0.0007163-0.00076538i,-2.2265e-05-0.0010913i,0.00020881+0.00013138i,9.8788e-05+0.00066638i,-0.00032258+0.00018717i,-0.00047322+7.9584e-05i,0.00018949+0.00032242i
0.0019736+0.00022517i,0.0028329-0.00044869i,0.0028805-0.0001842i,0.0013675-3.5462e-05i,-0.0010778-0.0006318i,-0.0010485-1.2906e-05i,5.9557e-05+0.0007249i,0.00081037+0.00065132i,0.00086698-0.00024701i,0.00089142-0.0010968i,0.00018086-0.0011688i,-0.00042643-0.001046i,-7.7304e-05-0.0004361i,0.00015195-0.00029186i,-0.00012747-0.00032679i,-0.00028125-0.0006312i,0.00045355-0.00086943i,0.000593-0.00040999i,-9.25e-05+9.4926e-05i,-0.00024723+0.00019199i,-0.00059255+0.00023081i,-0.0009885-9.1654e-06i,-0.0003207-0.00068228i
0.001004+0.0029179i,0.00064546+0.0028604i,0.00042624+0.0017904i,-0.00026294-0.00010836i,-0.00023473-0.00086905i,0.00061386-0.000847i,0.00065117-0.00055569i,-0.00011108-0.00025698i,-0.00058075-0.00037098i,-0.00011794-0.00098347i,-1.9324e-05-0.00079146i,-0.00043214-0.00029334i,0.00016473-0.00038019i,0.00095036-0.0004977i,0.00096547-0.0007012i,0.00054582-0.0010178i,-8.8932e-06-0.0008604i,-0.00034594-0.00046011i,4.8728e-05-0.00033573i,0.0002737-0.0001259i,0.00019513+0.00013773i,-0.00025521+0.00012788i,-0.00071157-0.0004142i
0.00010236-0.00073612i,-0.00075342-0.00060774i,-0.00025603-0.00084555i,-2.6554e-05-0.0011872i,-0.00050908-0.0005963i,-0.00065257-0.00023691i,-0.00027725+0.00031232i,0.00028064+0.00097038i,0.00049301+0.00060827i,-0.0003968-0.00036756i,-0.00079167-0.00095327i,-0.00012237-0.00040774i,0.00033969-0.00010892i,0.00036965-0.00029609i,0.00044952+4.7156e-05i,-0.00016971+2.1336e-06i,-0.0008222-0.00067291i,-0.00032366-0.00065617i,0.00020265-0.00075725i,-0.00017987-0.00071705i,-0.00038893-0.00054459i,-1.949e-05-0.00083459i,3.6438e-06-0.00078239i
0.0018828-0.0018698i,0.0016931-0.0022208i,0.00097346-0.002118i,0.00015363-0.0011667i,-6.9374e-05-0.00017928i,0.00021777+0.00082268i,0.00033405+0.00087538i,0.0013312-1.7957e-05i,0.0013733-0.00063261i,0.00079425-0.00089184i,-7.56e-05-0.0014302i,-0.0003587-0.0014646i,0.00012925-0.00089275i,5.3188e-05-0.0011304i,0.00028124-0.0006667i,0.00080361+0.00048467i,0.00072144+0.00086976i,0.00011092+0.0010149i,9.784e-05+0.0014993i,0.00031734+0.0013266i,0.00015964+0.00035514i,0.00049347-0.00010175i,0.00071513-9.3315e-05i
-0.0015984-5.0499e-05i,-0.00074374+0.0010737i,-0.00018728+0.00024558i,-0.0012869-0.00043672i,-0.0010872-0.00058112i,0.00027737+9.6869e-05i,0.0010334+0.00025482i,0.0013278-8.0535e-06i,0.0016738-0.00043246i,0.00092686-0.0014113i,5.5736e-05-0.0019356i,-3.6769e-05-0.0016781i,0.00036034-0.0015626i,0.001009-0.0014064i,0.00084579-0.00049902i,0.00022841-1.0374e-05i,0.00017956+0.00020226i,-2.3285e-05+0.00035797i,-5.7885e-06-6.3814e-05i,0.00015973+1.0798e-05i,0.00053178-2.8958e-05i,8.2515e-07-0.00020081i,-0.0011498-0.00026436i
-0.0021689+0.0001421i,-0.0025059+0.00084142i,-0.0025527+0.00068926i,-0.0014903+0.000115i,-0.00048706+0.00079614i,0.00018733+0.0012718i,0.00035993+0.0014727i,0.00031227+0.001139i,0.00051239+0.00026568i,0.00049101-0.00045316i,0.00024753-0.00079115i,9.3059e-05-0.00059484i,0.0002293+0.00037547i,2.5298e-05+0.00074413i,0.00044691+0.00029458i,0.0011067+3.5943e-05i,0.00043463-3.0679e-05i,-0.00054465-0.00053943i,6.7803e-05-0.00081144i,0.00079062-0.0006422i,0.0006349-0.00096507i,6.3239e-05-0.00084709i,-0.00062406+8.3499e-07i
0.00023714-0.00069085i,0.00038395-0.00061344i,-0.00046192-0.00022774i,-0.00049694+0.0002989i,0.00046345+0.0010489i,0.0015407+0.00090234i,0.001539+0.00040859i,0.0008246+0.00013048i,0.00035935-0.00033861i,0.00056625-0.00050139i,0.001041-0.00094039i,0.0012517-0.00092546i,0.001184-0.00082479i,0.00049299-0.00062802i,-0.00022066+0.00077711i,0.00024787+0.0011322i,0.00083039+4.3117e-05i,0.00025217-0.00059018i,-0.0004826-0.00052104i,-0.00037272-0.00031935i,0.00071963-0.00036837i,0.0014491+3.8235e-05i,0.0010886+0.0011152i
-0.001983-0.00040857i,-0.0016469-0.00069517i,-0.001337+0.00021929i,-0.00033364+0.00035267i,9.5248e-05+0.00078306i,0.00010958+0.001539i,0.0004902+0.0012478i,0.0011404+0.0011007i,0.00090094+0.0013934i,5.5837e-05+0.00087707i,-0.00049727-1.119e-05i,-0.00056008-2.9645e-05i,-3.3326e-05-0.00046206i,-0.00029069-0.00057061i,-0.00085593+0.00021289i,-0.00072678+0.00036843i,-0.00012296+0.00060517i,0.00026111+0.00083178i,0.00089244+0.00019458i,0.00062147+7.0474e-05i,-0.0003254+0.00024623i,-0.0004773+0.00051849i,-0.00039685+0.00027924i
0.00089561+0.0012282i,0.00035609+0.0024177i,0.00077799+0.002192i,0.00029422+0.00059981i,0.0001643-6.8577e-05i,0.00049459+0.00059347i,0.0001068+0.00090197i,0.00011758+0.00052128i,0.00010692+0.00054603i,-0.00012335+0.00055009i,-0.00058501-0.00025316i,-0.00083906-0.00046464i,-0.00022709-0.00047523i,0.00042826-0.00067554i,0.00032015-0.00049746i,0.00021308-0.00071694i,0.00062837-0.0011215i,0.00081209-0.00050671i,0.00069824-0.00021913i,0.00027242-0.00097502i,-0.00032765-0.00088379i,-0.00017802-0.00066439i,0.00011398-0.00091478i
0.0012036-0.0015714i,0.00082648-0.0020138i,0.00010327-0.0032047i,-0.0012465-0.0028312i,-0.0017097-0.00089302i,-0.00078171+0.00030493i,0.00063797+0.00066279i,0.0012834+0.0010652i,0.0012346+0.00040296i,0.00070041-0.00055491i,0.00025142-0.0006774i,-3.7158e-05-0.00043048i,1.8499e-05+3.511e-05i,-0.00014251-0.0002907i,-0.00033543-0.00073966i,-0.00045683+9.7024e-05i,8.574e-05+0.00047961i,0.0006581-4.1964e-05i,0.00032509-0.00065966i,-4.5944e-05-0.0010933i,-0.00016561-0.00087787i,-7.1664e-05-0.0004553i,-0.00011088+0.00033052i
-0.00012004+0.0013844i,0.0010845+0.0020898i,0.0011902+0.0019842i,0.00094039+0.001093i,0.0012387+0.00034367i,0.00122+0.00016769i,0.0010165+0.00037328i,0.001081+0.00092757i,0.00081922+0.0011426i,0.00056325+0.00074062i,0.00083329+1.3316e-05i,0.0013736-8.9928e-05i,0.0013244+0.00026284i,0.0014097+0.000282i,0.0011767+5.3292e-05i,0.00091017-0.00051245i,0.00081908-0.00075935i,0.00048899-0.00038954i,-0.00019593-7.1409e-05i,-0.00016339+0.0001615i,0.00030234+0.00063085i,6.6619e-05+0.00048019i,-4.4762e-05+0.00020156i
0.00052554-0.0011263i,-1.8498e-05-0.00046251i,-0.00114-0.00069193i,-0.0012061-0.0010767i,-0.00087542-0.00027326i,-0.00058117+0.00056538i,0.00036412+0.0011707i,0.0018983+0.0008899i,0.0018844-7.9435e-05i,0.00051504-0.00057084i,0.00027082-0.00085436i,0.00068068-0.00047433i,0.00030049-7.2419e-05i,-0.00021107-0.00015862i,-0.00012807-0.00030793i,0.00036462-0.00031022i,0.00018707-0.00076409i,-0.0002612-0.0011345i,-0.00039648-0.00055133i,-2.82e-05-3.8422e-05i,0.0010089-8.3607e-05i,0.00073354-0.00010598i,0.000481+0.00014813i
-0.003486+0.00079696i,-0.0045881+0.0016477i,-0.005293+0.0019979i,-0.0027276+0.0009446i,-0.0012207+7.7973e-05i,-0.00039196-0.00036694i,0.00024479-0.00055476i,0.00066504+0.00028866i,0.00050073+0.00053349i,-5.1872e-05+0.00031887i,0.00052903+0.0001642i,0.00078791+0.00018576i,0.00050658-2.7671e-05i,0.00099784+0.00031258i,0.0009954+0.0012394i,-0.00010808+0.0012338i,-0.00068159+0.00010905i,7.5678e-06-0.00058177i,0.00017504-0.00075499i,-0.00027318-0.0010029i,-0.00064055-0.0013633i,-0.0003545-0.001301i,0.00024389+0.00011289i
-0.00096059-0.0012202i,0.00049544-0.0018409i,0.0010215-0.0019894i,0.00055063-0.0012721i,-0.00058801-0.00024109i,-0.00061413+0.00082764i,6.1521e-05+0.0010835i,0.00085648+0.00070501i,0.00099164+0.00048285i,0.00099782+0.00022243i,0.00089618-0.00045715i,0.00094995-0.00067554i,0.00071635-0.00042772i,-9.0561e-05-0.00018003i,-0.00039176-0.00020057i,-0.00011504+4.6888e-05i,0.00045647+0.00021496i,0.0011697-0.00045861i,0.0012715-0.0007563i,0.00053512-0.0006183i,-0.00028237-0.00084326i,0.00018611-0.00071807i,0.00029125-0.00025868i
-0.00082856+0.001457i,-0.0016402+0.0016899i,-0.0019499+0.0014099i,-0.0011864+0.00070456i,0.00023614+0.00035169i,0.0003104+0.00048503i,0.00046422+0.0007041i,0.00083699+0.00034898i,0.0012479-0.00038167i,0.0012149-0.0003081i,0.0010746-0.00017521i,1.7056e-05-0.00025954i,-0.0006293+4.0579e-05i,5.3261e-05+3.6878e-05i,0.00034224-0.00043035i,0.00057362-0.00039033i,0.00047808-0.00057841i,0.00012466-0.00046288i,0.00045259-0.00028522i,0.00075802+0.00047921i,0.00038211+0.00038193i,-1.677e-05-0.00060259i,0.00022112-8.3093e-05i
0.00093127-0.001347i,0.00039676-0.0018063i,0.0010123-0.001245i,-6.8136e-05-0.00086567i,-0.00096869-0.0004354i,0.00010132+0.00051469i,0.0005661+0.0016128i,0.00043981+0.0019246i,0.0004062+0.00064908i,0.00021189-0.00037265i,-0.00025708-0.0011471i,1.1675e-05-0.0015145i,0.00031232-0.00092272i,-3.0706e-05-0.00032129i,0.00015672-0.00039622i,0.0003755-0.00011092i,-6.5658e-05-1.178e-05i,-0.00032711+0.00012281i,0.00033579+0.00021227i,0.00064436-5.1625e-05i,0.00095518-0.00047239i,0.0010942-0.00058576i,-0.00041357-0.00046215i
-0.00098745-0.00061253i,0.0003241-0.00027935i,0.00065568+0.00014792i,0.00013607+0.00082289i,-0.00071721+0.0014763i,-0.00038458+0.001052i,0.00014823+0.00067435i,0.00046576+0.0006413i,0.00045331+0.0003925i,0.00048755-0.00012875i,0.00036686-0.00010715i,-0.00087539-0.00012409i,-0.0010521-0.00055349i,-6.0625e-05-0.0001652i,-6.5438e-05-0.00044744i,-0.00046368-0.001094i,-0.00076349-0.00055374i,-0.00094442+0.00028413i,-0.00082138+0.00016842i,0.00014135-0.00032082i,0.00065154-0.00050108i,0.00011478-0.00020182i,0.00045499-0.00029233i
0.00087449-0.0018423i,4.1896e-05-0.0022626i,-0.0007142-0.0023268i,-0.0013353-0.0018032i,-0.0017979-0.0011774i,-0.0014546-0.00036912i,-0.0007301+0.00033762i,-0.00036584+0.00048227i,0.00019702-0.00017089i,0.00074098-0.00042313i,0.00049533-1.5652e-05i,0.00025986+9.0256e-05i,-0.00028956+4.4117e-05i,-0.0011475+0.00010556i,-0.0012625+7.621e-05i,-0.00024778-0.00024933i,0.00038468-0.00059423i,0.0001289-0.00072238i,0.00036339-0.00079756i,0.00011391-0.00063525i,-0.00053349-0.0006627i,4.7121e-05-0.00097609i,0.00075835-0.00036512i
0.0022636-0.0012517i,0.002642-0.0016838i,0.0025381-0.0024623i,0.00034655-0.0017296i,-0.001146-0.0011308i,-0.0011574+0.00010566i,-0.00056504+0.00096329i,0.00013711+0.00025419i,0.00046069-0.0002759i,0.00035834-0.00098012i,0.00032367-0.0012864i,0.00034771-0.00089699i,0.00046791-0.0012384i,-1.2702e-05-0.0014674i,-0.00051763-0.00044943i,-0.00081044-0.00019165i,-0.00043261-0.00065416i,-9.6166e-05-0.00029322i,-0.00036001-0.00085309i,0.00045037-0.00078208i,0.00066155+0.00013047i,0.00012536-9.0249e-06i,6.2102e-05-0.00013395i
-0.0021359+0.0016509i,-0.0018323+0.00083146i,-0.00040446+0.00084859i,0.00021752+0.0010685i,0.00026178+0.00030018i,3.2872e-05-0.00069143i,-6.5241e-05-0.0012219i,0.00030098-0.0011481i,0.0007443-0.00095392i,0.0011834-0.00044333i,0.0012951-0.00027107i,0.0011166-1.5463e-05i,0.00081288-0.00015645i,0.00069417-0.0004403i,0.00031298-0.00022808i,0.00062511-0.00044698i,0.00080692-0.00023793i,0.00021112-0.0001293i,-0.00050189-0.00028649i,-0.00026124+0.000257i,-0.00048477+0.00022248i,-0.00059312+6.0881e-05i,0.00023439+0.00042281i
-0.0015042+0.00029411i,-0.0020577+0.0012134i,-0.0013087+0.00086607i,-0.00030784+0.00059498i,0.00052013+0.00085709i,0.0011768+0.00013266i,0.00069355-0.00021858i,0.0004044+4.6387e-05i,0.00073305+1.5357e-05i,0.00092608-0.00012005i,0.000496+3.7914e-05i,0.00019873-0.0002159i,0.00038034-0.00034353i,0.00038617+8.1367e-05i,-4.5774e-05+0.00040231i,0.00020846-0.00028238i,0.00031181-0.00037661i,0.00026034-2.6104e-05i,0.0002681-0.00070732i,-0.00023785-0.00082468i,-0.00041594-0.00020325i,-0.00060693-8.4336e-05i,-0.00028522-0.00047207i
-0.00077482+0.00105i,-0.00087621+0.0008529i,0.00058048+0.00033018i,0.00064173+0.00026322i,0.00030174+0.00031158i,0.0001373+0.00074281i,0.00043736+0.00086086i,0.0012134+0.00063612i,0.0010176+0.00039916i,0.00066537+0.00026233i,-0.00014352-3.9939e-05i,-0.00012-0.0005431i,0.0011683-0.00051213i,0.0015891-0.00063204i,0.00085721-0.00060365i,0.00055957-0.00013281i,0.00034128+0.00042011i,-0.00019244-6.9013e-05i,-0.00032705-0.0013563i,3.0815e-05-0.0010706i,0.00064915-0.00013998i,0.00082877-0.00018914i,0.00049837-0.00057214i
0.00083524-0.0016513i,0.00080764-0.0019275i,0.0010486-0.0027879i,0.00040822-0.0016466i,-0.0012832-0.00045684i,-0.00092733+1.1772e-05i,0.00061958+0.00087091i,0.0015456+0.0003877i,0.001052-0.00031122i,0.00023689-0.0010411i,0.00042679-0.00091091i,0.00055436-0.00080795i,0.00041369-0.0011288i,0.00013469-0.0010929i,-0.00065407-0.00028096i,-0.00092179-0.00014637i,-0.00054329-0.00037318i,-0.00019171+9.878e-05i,0.00024051-0.00042184i,0.0011792-0.0009034i,0.0014841-0.00051208i,0.0012241-0.00030437i,0.00041301-0.00034234i
