-0.0022109+8.8647e-05i,-0.0020511-0.0010635i,-0.0015124-0.0010121i,-0.0014937-5.2184e-05i,-0.0010501-6.3907e-05i,-0.00016508-0.00011159i,7.7922e-06+0.00053177i,0.00045289+0.0010363i,0.0012475+0.00026874i,0.00046792-0.00064221i,0.00024224-0.001041i,0.00039984-0.0012897i,3.3576e-05-0.0011481i,5.4398e-05-0.00084652i,-9.3484e-06-0.00072025i,-0.00046742-0.0006303i,-0.0005337-0.00039118i,7.9679e-05-0.00021914i,0.00079394-5.9147e-05i,0.00034698-0.00026825i,-0.00054256-0.00010716i,-0.0013755+0.00052433i,-0.00085778+0.00036237i
-1.0232+6.9196i,1.0169+6.5775i,3.4899+5.6119i,4.4468+2.4496i,3.7893-0.94281i,1.6556-2.7019i,-0.39634-1.9483i,-1.0467-0.36492i,-0.30989+0.48375i,0.7396+0.07817i,0.83772-0.80129i,0.24842-1.2933i,-0.40716-1.7854i,-1.1127-2.4629i,-1.3769-2.518i,-0.91097-1.5139i,-0.33003-0.40342i,-0.286+0.090241i,-0.63882+0.29893i,-0.63849+0.53318i,-0.11441+0.59892i,0.40714+0.29448i,0.46591-0.16688i
0.034307-0.084349i,-0.098844-0.3101i,-0.2858-0.31561i,-0.46004-0.16091i,-0.70643-0.065858i,-0.9806+0.015962i,-0.91871+0.17097i,-0.47877+0.21953i,-0.13299+0.080389i,-0.0536-0.010687i,-0.018773+0.015147i,0.027143+0.026164i,0.032291+0.017452i,0.019567+0.010011i,0.0059377-0.023999i,-0.006152-0.076433i,-0.026268-0.11129i,-0.047984-0.090131i,-0.046284-0.044521i,-0.036109-0.026929i,-0.029992-0.019815i,-0.012963-0.010121i,-0.0038408-0.014765i
-0.24419+0.39552i,0.068923+0.52378i,0.27997+0.53194i,0.35536+0.47928i,0.60369+0.32592i,0.89316+0.032034i,0.81506-0.21645i,0.43037-0.2561i,0.11473-0.18789i,-0.0037916-0.1461i,-0.026879-0.13923i,-0.036528-0.11845i,-0.040071-0.072167i,-0.044959-0.036716i,-0.046567-0.0046344i,-0.017071+0.024653i,0.015383+0.01599i,0.0097108-0.0063086i,-0.013227-0.0090938i,-0.018332-0.0087063i,-0.016471-0.026104i,-0.029085-0.046189i,-0.035811-0.038385i
0.025556-0.77744i,-0.0025073-1.0094i,-0.15583-0.97543i,-0.32629-0.71446i,-0.45959-0.48871i,-0.53624-0.36799i,-0.41151-0.22139i,-0.1802-0.11715i,-0.059611-0.068544i,-0.016518+0.0036158i,0.010666+0.034478i,-0.014513+0.015011i,-0.072976+0.0087084i,-0.12095+0.034531i,-0.11792+0.066741i,-0.069744+0.066657i,-0.027721+0.043721i,-0.011973+0.020805i,-0.0055826+0.0040957i,0.0081464-0.00089365i,0.023474+0.0037288i,0.027123+0.011293i,0.018775+0.0095955i
0.01895-0.0051537i,-0.08307+0.21109i,-0.068595+0.2055i,-0.056237-0.040158i,-0.1053-0.12561i,-0.076873+0.0019945i,-0.0041466+0.071075i,0.018685+0.046281i,0.015971+0.01999i,0.018529+0.0098311i,0.025208+0.0079671i,0.024311-0.0054226i,-0.0049904-0.031302i,-0.046229-0.030795i,-0.064981+0.012984i,-0.037751+0.056735i,0.020423+0.047116i,0.049537+0.0012249i,0.033811-0.023418i,0.016753-0.016814i,0.011981+0.0027166i,0.009804+0.025632i,0.016842+0.036835i
0.70521+0.2678i,0.6773+0.23572i,0.44778+0.21251i,0.27785+0.21203i,0.19149+0.13059i,0.076592+0.023884i,-0.0063807+0.037385i,-0.0016914+0.063043i,-0.0024424+0.025542i,-0.036455-0.0048023i,-0.041671-0.016049i,-0.0078827-0.028092i,0.02631-0.044104i,0.024004-0.054012i,-0.0040099-0.034775i,-0.01731-0.0044145i,-0.014136+0.0028558i,-0.0090618-0.0047537i,-0.0041424-0.0033554i,-0.0019681+0.0087352i,-0.0038967+0.018785i,-0.0068378+0.021538i,-0.0043501+0.021823i
-0.46873+0.11849i,-0.64164-0.11626i,-0.52577-0.19255i,-0.11947-0.055263i,0.27579+0.032067i,0.46854+0.0078475i,0.44485-0.036221i,0.28914-0.041767i,0.14964-0.030835i,0.078558-0.044185i,0.032708-0.049513i,0.0081946-0.032503i,0.0039802-0.022167i,-0.0095464-0.0084877i,-0.030894+0.013378i,-0.038333+0.020371i,-0.03455+0.01444i,-0.030538+0.01799i,-0.020272+0.029451i,-0.012931+0.026131i,-0.024456+0.016029i,-0.032606+0.023314i,-0.015422+0.034624i
-0.49194+0.55393i,-0.32748+0.85619i,-0.11276+0.75339i,-0.14111+0.3046i,-0.32515-0.062589i,-0.40948-0.17561i,-0.37183-0.15916i,-0.27137-0.099875i,-0.14614-0.061148i,-0.05659-0.050243i,-0.001292-0.038021i,0.019483-0.032177i,8.8238e-06-0.018877i,-0.021188+0.0013625i,-0.037512+0.014798i,-0.039648+0.036649i,-0.0073603+0.048502i,0.021559+0.025263i,0.013572-0.0078567i,-0.0011539-0.018074i,-0.00031295-0.014636i,-0.0043541-0.012017i,-0.011092-0.0031401i
-0.0041593-0.75661i,0.10445-0.90253i,0.11096-0.74506i,0.029436-0.32613i,0.077471+0.071989i,0.18769+0.24513i,0.19855+0.23887i,0.13726+0.16615i,0.090599+0.10149i,0.076665+0.06477i,0.057367+0.042636i,0.034765+0.038192i,0.027624+0.037202i,0.014086+0.017449i,-0.0062748-0.011399i,-0.014368-0.03014i,-0.011009-0.036487i,-0.0067076-0.035523i,-0.0065922-0.028937i,-0.0073484-0.019295i,-0.0025304-0.0078343i,0.0091047+0.0038148i,0.018181+0.0078529i
0.18405-0.099289i,0.10645-0.0099268i,0.14946+0.0346i,0.25322-0.068816i,0.21402-0.19497i,0.060832-0.18794i,-0.0070988-0.090659i,0.017501-0.028i,0.019142-0.00205i,-0.0036943+0.026306i,-0.0021625+0.032708i,0.0063183+0.0050774i,0.0022035-0.025747i,-0.0079493-0.03795i,-0.019648-0.032822i,-0.025522-0.022171i,-0.023003-0.013231i,-0.01756-0.0073214i,-0.0096582-0.0056123i,-0.0026523-0.0076171i,-0.0014161-0.0063564i,0.0011478-0.00070207i,0.014071+0.0033252i
0.49547+0.24732i,0.41186+0.23939i,0.16116+0.20878i,0.0038345+0.13919i,-0.0094888+0.057067i,0.0040705-0.018855i,-0.024704-0.044992i,-0.057653-0.0161i,-0.056525+0.0059617i,-0.048019-0.0066367i,-0.051053-0.018611i,-0.058171-0.0065344i,-0.053536+0.021159i,-0.027454+0.032992i,-0.0076804+0.025331i,-0.012868+0.027312i,-0.016703+0.037809i,-0.0077553+0.029883i,-0.004701+0.0040481i,-0.012821-0.0097139i,-0.024169-0.0066611i,-0.030315-0.0015314i,-0.027429+0.0023573i
-0.27665+0.20699i,-0.20473+0.15094i,-0.10437+0.13059i,-0.052548+0.22088i,-0.016154+0.28436i,0.014727+0.21801i,0.014241+0.11327i,0.013157+0.039645i,0.0034902-0.012619i,-0.008409-0.025039i,0.013852-0.011572i,0.043367-0.014859i,0.037991-0.027227i,0.004684-0.024574i,-0.016287-0.0094148i,0.0031014-0.0089472i,0.033023-0.027928i,0.038857-0.032938i,0.029235-0.018653i,0.020051-0.011802i,0.012794-0.011342i,0.010068+0.0023669i,0.010333+0.022887i
-0.29491+0.022157i,-0.20373+0.11467i,-0.065558+0.099346i,-0.012025+0.015237i,-0.047214-0.033612i,-0.073682-0.029175i,-0.064138-0.01875i,-0.050027-0.02542i,-0.031309-0.037554i,-0.0095432-0.040779i,0.010878-0.036268i,0.020607-0.043488i,0.0040484-0.050953i,-0.016249-0.036199i,-0.026966-0.018863i,-0.040076-0.006937i,-0.046717+0.0053306i,-0.035501+0.0071094i,-0.016502-0.00070763i,-4.0168e-05-0.0093143i,0.0087879-0.019656i,0.0035231-0.027679i,-0.00087707-0.021126i
-0.12543-0.49289i,-0.32946-0.51611i,-0.44856-0.42371i,-0.41953-0.2954i,-0.25757-0.15954i,-0.032887-0.064732i,0.093927-0.054526i,0.098793-0.046883i,0.09184-0.029432i,0.069513-0.032154i,0.0069037-0.002771i,-0.034667+0.056211i,-0.032606+0.081243i,-0.01402+0.065348i,0.00048676+0.035014i,0.0018138+0.018091i,-0.00080685+0.02253i,0.0027944+0.027226i,0.012491+0.017399i,0.01729+0.0068476i,0.016016+0.011079i,0.015307+0.018763i,0.0064934+0.01384i
0.51044+0.29453i,0.57523+0.39816i,0.48847+0.39244i,0.28494+0.26713i,0.049642+0.11454i,-0.13327+0.037239i,-0.17164+0.04679i,-0.098121+0.055621i,-0.043124+0.047285i,-0.021532+0.054022i,0.012945+0.03592i,0.041908-0.013029i,0.04761-0.052239i,0.027927-0.066816i,0.0030294-0.052589i,0.0024194-0.031762i,0.014506-0.026857i,0.015444-0.021706i,0.0063548-0.004791i,0.00032269+0.0083076i,-0.0022322+0.010479i,-0.0029707+0.01143i,0.00030783+0.014953i
0.12893-0.004359i,0.049364-0.2896i,-0.057263-0.38884i,-0.0025848-0.25892i,0.12514-0.15933i,0.13186-0.14266i,0.052823-0.090377i,0.0052814-0.0022782i,0.014504+0.037999i,0.019548+0.007279i,-0.0072695-0.027643i,-0.030914-0.032875i,-0.035692-0.016442i,-0.022136+0.0093548i,-0.0088879+0.01547i,-0.019718+0.0057799i,-0.035372-0.00022736i,-0.037623-0.0081576i,-0.032598-0.0099315i,-0.024054-0.00039497i,-0.01936+0.0043798i,-0.018449+0.0061818i,-0.0075837+0.0062311i
-0.56639+0.3466i,-0.45885+0.46723i,-0.2732+0.29378i,-0.2629+0.031004i,-0.29322-0.0043008i,-0.1836+0.075648i,-0.051042+0.075236i,-0.0020144+0.030081i,-0.0022934-0.00024088i,-0.010348-0.0011006i,-0.0010708+0.029341i,0.010809+0.057099i,0.0044291+0.059116i,-0.0089208+0.045781i,-0.0086748+0.034245i,0.01251+0.023939i,0.03221+0.015079i,0.03766+0.012192i,0.034021+0.00036362i,0.021631-0.018252i,0.0079172-0.025466i,-0.0006805-0.020528i,-0.0083127-0.011749i
0.19778-0.25017i,0.47898-0.15617i,0.5829-0.080105i,0.38419-0.076855i,0.10347-0.083801i,-0.049022-0.081677i,-0.083975-0.075807i,-0.078954-0.060611i,-0.063395-0.024216i,-0.019044+0.0092132i,0.026057-0.0073648i,0.038108-0.044495i,0.032623-0.062634i,0.013932-0.063811i,-0.010586-0.048135i,-0.021064-0.025164i,-0.016725-0.010008i,-0.0086552-0.0076079i,-0.0071139-0.008842i,-0.0062375-0.0055444i,0.00012944-0.0083997i,-0.0021945-0.018316i,-0.0076616-0.016455i
-0.079779-0.67402i,-0.44276-0.82654i,-0.49526-0.68273i,-0.16638-0.45644i,0.097942-0.31818i,0.14013-0.18137i,0.12291-0.053319i,0.10483-0.004574i,0.087929+0.0001014i,0.064487-0.016159i,0.00077303-0.023264i,-0.057104+0.0015518i,-0.063385+0.024362i,-0.043348+0.027916i,-0.028884+0.01993i,-0.029967+0.011701i,-0.034818+0.0081623i,-0.029643+0.0060627i,-0.014677+0.0090308i,8.3047e-05+0.018038i,0.0096949+0.025882i,0.019709+0.025208i,0.02503+0.010458i
0.45306+0.79938i,0.54455+1.0094i,0.46365+0.86029i,0.27135+0.44649i,0.084516+0.095634i,-0.021517-0.046492i,-0.034718-0.051752i,-0.012695-0.025106i,-0.036278-0.0046038i,-0.063774+0.040765i,-0.018835+0.060994i,0.031885+0.023732i,0.031766-0.0090865i,0.012926-0.018871i,0.00039302-0.016053i,0.0024488-0.010225i,0.011058-0.0081032i,0.018757-0.0002626i,0.022324+0.0020276i,0.010092-0.0071924i,-0.0043096-0.0083295i,-0.005035-0.0026958i,-0.0023285+0.00080104i
-0.035437+0.0068749i,0.0007465-0.18159i,-0.0039398-0.13383i,0.081305+0.11033i,0.20806+0.15516i,0.17008-0.0085531i,0.017621-0.088263i,-0.058035-0.042015i,-0.037815-0.0044589i,-0.007154-0.015702i,0.012037-0.033066i,0.031524-0.040822i,0.033495-0.039032i,0.022877-0.023889i,0.019137-0.016325i,0.016127-0.018677i,0.011422-0.016113i,0.0041025-0.012561i,-0.0084451-0.0088839i,-0.014967-0.0038503i,-0.016399-0.0018021i,-0.019885+0.0039875i,-0.01479+0.019123i
-0.88113-0.10174i,-0.98687-0.011848i,-0.69677-0.010261i,-0.31956-0.06252i,-0.12026-0.022135i,-0.033204+0.090423i,0.027672+0.13932i,0.04255+0.09497i,0.026398+0.023576i,-0.0038672-0.019212i,-0.035507+0.0037194i,-0.044702+0.057547i,-0.032309+0.071139i,-0.019874+0.050227i,-0.015126+0.033621i,-0.0072033+0.024214i,-0.00248+0.011191i,-0.0035545-0.0024701i,0.0016618-0.01043i,0.010298-0.014192i,0.012468-0.010962i,0.011492-0.003819i,0.0092102-0.0065653i
0.55625-0.10094i,0.82574+0.057774i,0.76071+0.093282i,0.3632+0.0091408i,0.052483-0.021209i,0.0059844-0.03322i,0.026228-0.071339i,0.013619-0.072844i,-0.012548-0.036871i,-0.013866+0.013027i,0.015759+0.021782i,0.023907-0.015379i,0.0098879-0.038052i,0.0012349-0.041968i,-0.0058571-0.034111i,-0.012463-0.016958i,-0.013729-0.0016641i,-0.0066383+0.0079922i,0.0028819+0.0047876i,0.0025219-0.0022112i,-0.00094205-0.0066978i,-0.003655-0.015347i,-0.012673-0.02295i
0.20767-0.46933i,-0.099442-0.69555i,-0.31279-0.47842i,-0.15537-0.056201i,0.091352+0.091201i,0.11323+0.0032088i,0.021284-0.041476i,-0.0010747-0.01644i,0.039268-0.0019069i,0.057995-0.021435i,0.030937-0.033656i,0.0083292-0.022409i,0.0083222-0.014284i,0.01137-0.015471i,0.014445-0.023718i,0.018916-0.027453i,0.023916-0.019544i,0.021777-0.0070597i,0.011657+0.0097221i,0.0043988+0.019601i,0.00062024+0.019943i,0.0042078+0.02361i,0.021151+0.025175i
0.048561+0.71183i,0.12179+0.73026i,0.15264+0.47733i,0.11136+0.18441i,0.028883+0.051044i,-0.0051923+0.06006i,0.0093973+0.081895i,0.010744+0.068084i,-0.020362+0.038413i,-0.057422+0.030572i,-0.062718+0.047891i,-0.038994+0.057116i,-0.017199+0.049305i,-0.003475+0.041736i,0.0034972+0.039824i,0.0025773+0.03286i,-0.0042808+0.015572i,-0.012936+0.00017857i,-0.014364-0.0062874i,-0.0081141-0.0099256i,-0.0062064-0.011931i,-0.0086833-0.0061045i,-0.005356+0.0020458i
-0.085948+0.069031i,0.13661+0.090159i,0.13448+0.028236i,-0.091782+0.019402i,-0.15867+0.091162i,-0.028603+0.0802i,0.049541-0.007258i,0.023417-0.048223i,-0.0066683-0.039347i,-0.010775-0.027215i,-0.0020298-0.03073i,0.0016477-0.040248i,-0.0089704-0.033778i,-0.021471-0.0093085i,-0.020614+0.018364i,-0.011127+0.032319i,-0.0041118+0.032307i,0.0016026+0.022091i,0.00082725+0.0046345i,-0.0030997-0.0066053i,-0.0045864-0.013484i,-0.016805-0.020324i,-0.035097-0.011018i
-0.69322-0.468i,-0.98369-0.30034i,-0.80124+0.015307i,-0.36539+0.14929i,-0.15382+0.077643i,-0.14801+0.04046i,-0.11119+0.046901i,-0.036596+0.018013i,0.019034-0.026769i,0.033947-0.071585i,0.0035704-0.076397i,-0.017171-0.034976i,-0.0061141-0.0097448i,-9.0567e-05-0.017468i,-0.011629-0.031152i,-0.016813-0.030344i,0.0016049-0.02306i,0.023065-0.016854i,0.029226-0.0080324i,0.027091-0.0014769i,0.027651+0.0015661i,0.03578-0.0019233i,0.038545-0.011926i
0.61814+0.065699i,0.76332+0.080761i,0.69119-0.077958i,0.41905-0.27809i,0.17329-0.26565i,0.099343-0.12076i,0.097489-0.02876i,0.068904+0.0026088i,0.032735+0.024688i,0.022515+0.039517i,0.02489+0.028475i,0.012788+0.0047207i,0.0016982-0.00055837i,0.0097963-0.00088797i,0.014797-0.0070534i,-0.0017221-0.0096837i,-0.02785-0.0069124i,-0.042691+0.00075035i,-0.037522+0.0090528i,-0.024719+0.015177i,-0.017139+0.020134i,-0.0080876+0.019563i,0.0039238+0.0072608i
0.28404+0.17213i,0.17867-0.0082844i,-0.11478-0.055265i,-0.26301+0.077434i,-0.17625+0.14331i,-0.089655+0.089067i,-0.074313+0.057791i,-0.040274+0.068107i,0.0033817+0.070898i,0.029191+0.061831i,0.052583+0.033058i,0.059323-0.010024i,0.03147-0.032044i,0.0014852-0.017334i,0.0026531+0.00662i,0.019406+0.015022i,0.027203+0.015821i,0.020956+0.011314i,0.0045867+0.0020311i,-0.0078567-0.0028449i,-0.011096-0.0049072i,-0.01485+0.00069085i,-0.014852+0.019695i
-0.55295+0.28734i,-0.55996+0.35294i,-0.29781+0.32482i,-0.011925+0.20735i,0.027051+0.039918i,-0.10293-0.044158i,-0.16266-0.009796i,-0.12076+0.025509i,-0.07507+0.0059518i,-0.067471-0.020112i,-0.069611-0.0018946i,-0.040853+0.040687i,0.0016993+0.050072i,0.013204+0.02857i,-0.0048699+0.0090522i,-0.015841-0.0028819i,-0.0017026-0.014804i,0.020333-0.023241i,0.029448-0.023545i,0.026833-0.02052i,0.020983-0.017217i,0.01458-0.014681i,0.0059934-0.014753i
0.040345-0.42739i,0.21585-0.55014i,0.25894-0.63863i,0.12034-0.57421i,0.059136-0.32755i,0.14996-0.11821i,0.1804-0.075049i,0.10424-0.079736i,0.039849-0.058344i,0.025119-0.034695i,0.010046-0.029701i,-0.025288-0.020816i,-0.039108-0.00071329i,-0.02593+0.0070889i,-0.015736+0.0039674i,-0.018885+0.0047794i,-0.031164+0.015317i,-0.035458+0.026296i,-0.025714+0.024971i,-0.017016+0.017524i,-0.012901+0.012795i,-0.010573+0.0043422i,-0.012143-0.0095737i
0.026937-0.32913i,-0.21428-0.15128i,-0.33879+0.17998i,-0.26827+0.30513i,-0.19515+0.203i,-0.18985+0.10622i,-0.13489+0.067864i,-0.045437+0.025494i,0.00056494+0.0032802i,0.027638+0.0061855i,0.055848-0.0072538i,0.052506-0.037201i,0.018602-0.048369i,-0.0064877-0.035237i,-0.0030811-0.020167i,0.014205-0.0095512i,0.024992-0.001429i,0.02195-5.2194e-05i,0.010063-0.0036727i,0.0017376-0.0061715i,0.002369-0.0058166i,0.01142-0.0030567i,0.024967+0.0026399i
0.33865+0.40196i,0.44462+0.35747i,0.51663+0.21238i,0.52207+0.045594i,0.3725-0.11412i,0.16314-0.19555i,0.023181-0.16893i,-0.036715-0.084112i,-0.035714-0.022805i,-0.028088+0.0045694i,-0.024047+0.037877i,-0.0011298+0.058936i,0.017447+0.049409i,0.019671+0.032555i,0.010978+0.018427i,-0.001536+0.004373i,-0.0067438-0.010131i,-0.0044878-0.017674i,9.5091e-05-0.011625i,0.0027253-0.0029236i,0.0002529+0.0045815i,-0.0036092+0.01526i,-0.0053507+0.022048i
0.034924+0.32476i,0.17191+0.13405i,0.027506-0.17516i,-0.19808-0.20801i,-0.12089-0.016185i,0.080898+0.057904i,0.12471+0.024931i,0.080792+0.020008i,0.051414+0.03232i,0.028808+0.031174i,-0.0032584+0.02067i,-0.024624+0.0099714i,-0.02575-0.0028048i,-0.022709-0.011055i,-0.015999-0.0020518i,-0.0063505+0.010501i,-0.0063918+0.017505i,-0.010733+0.019146i,-0.0092844+0.014229i,-0.0052766+0.0084868i,-0.0071197+0.0018243i,-0.019538-0.0021909i,-0.030846+0.0006131i
-0.55477+0.022383i,-0.58767+0.36845i,-0.35104+0.61369i,-0.14543+0.52243i,-0.15944+0.26455i,-0.22214+0.13003i,-0.16469+0.11248i,-0.068701+0.07587i,-0.04668+0.020032i,-0.059987-0.006943i,-0.048038-0.030505i,-0.031065-0.052415i,-0.020357-0.045944i,-0.0057822-0.029406i,-8.3591e-05-0.02146i,-0.0027787-0.014602i,0.0043329-0.0073685i,0.01609-0.005332i,0.018461-0.011227i,0.011417-0.017105i,0.0087576-0.019681i,0.015412-0.024007i,0.021581-0.028984i
0.12121-0.60455i,0.0054827-0.69764i,0.074006-0.59864i,0.24978-0.46602i,0.2801-0.3423i,0.21392-0.22376i,0.13788-0.13992i,0.070343-0.091519i,0.045469-0.073675i,0.038922-0.069239i,0.033569-0.036659i,0.035615+0.0070348i,0.033156+0.029919i,0.026318+0.030747i,0.012797+0.018169i,-0.0043591+0.0062797i,-0.01663-0.00096666i,-0.020353+0.0010626i,-0.012404+0.0099984i,-0.0014077+0.013221i,0.0038687+0.014084i,0.0081356+0.017186i,0.011614+0.017166i
0.44178-0.014119i,0.30338-0.21412i,-0.13098-0.22234i,-0.37782-0.020547i,-0.2525+0.13687i,-0.077954+0.16076i,-0.0004214+0.13016i,0.030193+0.095575i,0.04896+0.082044i,0.070091+0.07085i,0.062077+0.049038i,0.0342+0.029166i,0.01189+0.0019783i,-0.0094765-0.017236i,-0.012683-0.011065i,0.0022134-7.866e-05i,0.012266+0.0016035i,0.009112-0.0036973i,-0.0002838-0.0040507i,-0.00078603+0.0022988i,0.0016751+0.0040279i,-0.0073528+0.0054053i,-0.017143+0.011331i
-0.18475+0.71185i,0.078956+0.88456i,0.34437+0.72735i,0.33048+0.41575i,0.12077+0.15678i,-0.032803+0.028988i,-0.079151+0.0013498i,-0.088442+0.0042855i,-0.1032+0.022555i,-0.098907+0.047353i,-0.073534+0.032457i,-0.061178-0.0024562i,-0.047223-0.007248i,-0.019336+0.0021008i,-0.0013138+0.00065641i,-0.0023982-0.0055319i,-0.0043746-0.0081694i,0.0048503-0.0085999i,0.010414-0.012754i,2.0791e-05-0.016102i,-0.012659-0.013912i,-0.015769-0.01339i,-0.0099062-0.013193i
-0.51329-0.29282i,-0.56735-0.32124i,-0.36129-0.37987i,-0.11277-0.39987i,0.034551-0.28864i,0.099749-0.178i,0.06848-0.1395i,0.016197-0.10216i,0.011687-0.085998i,0.0017874-0.088223i,-0.0024471-0.058305i,0.020171-0.022291i,0.03095+0.00032777i,0.025753+0.016417i,0.014014+0.02092i,0.00025018+0.018906i,-0.011198+0.019565i,-0.018947+0.023123i,-0.014606+0.023294i,-0.0015898+0.01543i,0.0094327+0.004753i,0.016918-0.00040761i,0.01686-0.0014129i
0.31687-0.50877i,0.13492-0.50578i,-0.14094-0.17166i,-0.23313+0.12794i,-0.16514+0.16981i,-0.11688+0.13061i,-0.069709+0.11926i,-0.0051272+0.091668i,0.025143+0.049668i,0.025831+0.014391i,0.019369-3.3889e-05i,0.011682+0.0017059i,-0.0017552-0.0042333i,-0.020542-0.012756i,-0.024435-0.010652i,-0.0086955-0.0034531i,0.010314-0.0018164i,0.014652-0.0066999i,0.006079-0.0054478i,0.0039811+0.0040933i,0.0078418+0.013427i,0.0085695+0.016817i,0.0046944+0.012082i
0.56256+0.36115i,0.78563+0.27944i,0.74996+0.087186i,0.51723+0.0026803i,0.2801+0.019722i,0.13595+0.019062i,0.064202-0.0064323i,0.015737-0.023263i,-0.017704-0.0087445i,-0.012725+0.01932i,-0.0050567+0.019786i,-0.026304+0.0091478i,-0.038311+0.0089812i,-0.024514-0.00026367i,-0.011532-0.015733i,-0.010579-0.020896i,-0.01092-0.017349i,-0.0045651-0.012892i,-0.0010718-0.010678i,-0.010109-0.0088912i,-0.023706-0.0074652i,-0.029697-0.0049389i,-0.021972+0.00079393i
-0.46022+0.32033i,-0.51753+0.34582i,-0.45151+0.15i,-0.35546-0.056937i,-0.2723-0.081374i,-0.1888-0.017095i,-0.10611+0.0083172i,-0.034872+0.0002834i,0.0078046-0.011663i,0.01693-0.0070661i,0.023695+0.003155i,0.044464-0.0091199i,0.05487-0.027872i,0.04715-0.026543i,0.033815-0.01242i,0.021217-0.0016676i,0.0069588+0.0027991i,-0.0046413+0.0040898i,-0.0052786+0.0030283i,0.0027058-0.0012206i,0.013846-0.0089035i,0.017427-0.015404i,0.010142-0.015023i
-0.31347-0.30722i,-0.36674-0.13971i,-0.22609+0.14499i,-0.048052+0.21186i,0.021697+0.058275i,0.014752-0.045947i,0.0083039-0.025193i,0.0081557+0.016123i,-0.0089373+0.025995i,-0.035104+0.023105i,-0.039505+0.019523i,-0.024135+0.013271i,-0.016009+0.010079i,-0.017132+0.018667i,-0.012129+0.026734i,-0.0015557+0.020535i,0.005808+0.0086184i,0.0095295+0.00027027i,0.0082639-0.0028113i,0.0039722+0.00092347i,0.0030715+0.011452i,0.0053091+0.01888i,0.0064855+0.015616i
0.36993-0.16666i,0.39673-0.31225i,0.32179-0.36657i,0.26511-0.23214i,0.26648-0.046347i,0.2665-0.0019465i,0.19037-0.057687i,0.083379-0.074572i,0.038854-0.055553i,0.028732-0.057927i,0.0021132-0.050452i,-0.023014-0.010029i,-0.027144+0.023904i,-0.021417+0.023114i,-0.020354+0.0066378i,-0.021025+0.0024554i,-0.017064+0.0069287i,-0.011735+0.0085791i,-0.010094+0.0078525i,-0.011764+0.0013038i,-0.017498-0.0069498i,-0.020829-0.007722i,-0.01317-0.0019547i
-0.0037112+0.32396i,-0.076766+0.31261i,-0.2107+0.18932i,-0.32463+0.080065i,-0.37155+0.056462i,-0.35285+0.086528i,-0.25552+0.10682i,-0.12303+0.085763i,-0.032746+0.042938i,0.011005+0.0077326i,0.029141-0.011011i,0.033594-0.02313i,0.034158-0.034288i,0.029874-0.036703i,0.020559-0.02894i,0.012256-0.017434i,0.0091341-0.0098315i,0.0071046-0.0086665i,0.0038521-0.0088106i,0.005094-0.007618i,0.011738-0.010093i,0.013889-0.015743i,0.007046-0.018822i
-0.18452-0.073502i,-0.086906-0.036954i,0.10222+0.038469i,0.20372+0.020183i,0.16977-0.10715i,0.093087-0.17173i,0.041445-0.11728i,0.0059883-0.052079i,-0.028736-0.010947i,-0.034749+0.033303i,-0.015394+0.045546i,-0.0098766+0.020742i,-0.017464+0.0042671i,-0.016355+0.0078316i,-0.004537+0.013111i,0.0041289+0.0064627i,0.004493-0.0021395i,0.0070684-0.0026452i,0.010897-0.0031524i,0.0054657-0.0013678i,-0.0033845+0.0091095i,-0.0047029+0.021169i,0.00059006+0.024994i
0.13254-0.25076i,0.1196-0.29255i,0.048401-0.26315i,0.043406-0.15086i,0.11967-0.0051369i,0.16843+0.040774i,0.14012-0.005474i,0.094894-0.037683i,0.066628-0.040975i,0.028049-0.034529i,-0.003781-0.012916i,-0.0014888+0.010553i,0.01036+0.019908i,0.0068203+0.018873i,-0.0040157+0.016908i,-0.0077181+0.017334i,-0.0087399+0.015425i,-0.013771+0.013383i,-0.012397+0.012801i,-0.0037828+0.0063853i,-0.0016845-0.0012108i,-0.0068508-0.003794i,-0.0081284-0.0021383i
0.091541+0.2266i,0.051149+0.31138i,-0.037374+0.29916i,-0.13765+0.21382i,-0.2002+0.14426i,-0.19263+0.14692i,-0.12386+0.16581i,-0.05462+0.14569i,-0.020666+0.095571i,-0.008888+0.033868i,-0.0082317-0.013011i,-0.011301-0.026135i,-0.012329-0.024026i,-0.014609-0.020384i,-0.019194-0.014826i,-0.017741-0.0085395i,-0.0060895-0.0050989i,0.0040128-0.007852i,0.0031687-0.008505i,0.0032668-0.0037326i,0.0091118-0.0047759i,0.010665-0.013096i,0.0057944-0.017041i
-0.20048+0.02013i,-0.16137-0.043885i,0.012051-0.0857i,0.14951-0.085457i,0.17175-0.092787i,0.16039-0.10785i,0.11887-0.11162i,0.043037-0.096103i,-0.0027163-0.058991i,0.0081976-0.024955i,0.027591-0.014776i,0.012644-0.013239i,-0.0093837-0.0090068i,-0.0092108-0.013984i,-0.00080666-0.0247i,0.00026821-0.028616i,-0.0014696-0.021058i,0.0022927-0.0088461i,0.004439-0.0064208i,-0.0025744-0.0089842i,-0.0077161-0.0045584i,-0.002436+0.0039489i,0.0073179+0.0091135i
