-0.003207+0.00018381i,-0.0024292-0.00056363i,-0.0037987-6.3141e-05i,-0.0029138+0.00083675i,-0.001157+0.00096386i,-0.00040387+0.00030813i,-0.00013424+0.00023446i,-0.00010493+0.00038759i,4.9826e-05+0.00047816i,0.00024416+0.00010898i,0.00013208+0.00029065i,-0.00033911+0.00057025i,0.00020929+0.00067241i,0.00053123+0.0010316i,-0.00026609+0.00093908i,-0.0009086+0.0015602i,-0.00022466+0.0016382i,0.0008142+0.0004782i,0.0011478-0.00028988i,0.0012038+0.000346i,0.00055291+0.00027081i,-7.0662e-05-0.00061616i,-0.00027711+8.6447e-05i
-0.13003+0.58158i,-0.18072+0.73277i,-0.14483+0.50585i,-0.06086+0.15111i,0.02219-0.023183i,0.091013-0.07113i,0.073272-0.097395i,0.012857-0.09299i,-0.013773-0.072988i,-0.020582-0.060733i,-0.015761-0.055055i,-0.0053194-0.063403i,-0.0019051-0.069969i,0.010421-0.058923i,0.030151-0.050107i,0.035099-0.054528i,0.018443-0.054425i,-0.007668-0.028108i,-0.022238+0.012003i,-0.030459+0.03017i,-0.044942+0.029809i,-0.047429+0.028968i,-0.033359+0.020801i
-0.58712+0.0014091i,-0.71846+0.096785i,-0.48551+0.21831i,-0.19679+0.18657i,-0.11823+0.05858i,-0.070662+0.035299i,0.063839+0.02345i,0.10659-0.033231i,0.035876-0.033352i,-0.01604+0.0023001i,-0.022826+0.012004i,-0.017316+0.0056116i,-0.022201-0.0031123i,-0.040899-0.0036064i,-0.058744+0.014417i,-0.054473+0.041226i,-0.031151+0.058397i,-0.010123+0.054302i,0.0036468+0.032933i,0.017943+0.010364i,0.037519-0.0084579i,0.046755-0.02617i,0.032606-0.03502i
0.00077253-0.6653i,-0.082749-0.88655i,-0.21742-0.68419i,-0.25077-0.24152i,-0.15687+0.033703i,-0.094735+0.05289i,-0.10177-0.0038007i,-0.091727-0.024819i,-0.03845-0.020112i,0.0032337-0.025771i,0.013232-0.026717i,0.026954-0.017499i,0.04132-0.012607i,0.037656-0.0027954i,0.024962+0.00089639i,6.845e-06-0.01292i,-0.032567-0.033299i,-0.052957-0.05857i,-0.063691-0.082302i,-0.069336-0.082036i,-0.064535-0.05167i,-0.039869-0.012308i,-0.0016476+0.0080819i
0.61393+0.021399i,0.77112+0.0052783i,0.60809-0.029544i,0.38762-0.05966i,0.29024-0.082958i,0.20852-0.094662i,0.128-0.034777i,0.10055+0.02675i,0.067332+0.015092i,0.017244-0.0062534i,-0.0092567-0.00167i,-0.01605+0.014292i,-0.010793+0.020808i,-0.01198+0.0022859i,-0.02785-0.016293i,-0.037998-0.0085626i,-0.033768+0.016756i,-0.025673+0.034789i,-0.016831+0.039781i,-9.5379e-05+0.036779i,0.017189+0.023336i,0.015864+0.010098i,0.0011827+0.0087943i
0.058153+0.60749i,0.18153+0.70647i,0.259+0.40752i,0.15208+0.047976i,-0.013819-0.037843i,-0.052936+0.015712i,-0.041532+0.0091545i,-0.041755-0.013582i,-0.0076003-0.0189i,0.033561-0.031517i,0.031087-0.037151i,0.0050986-0.024047i,-0.012931-0.005383i,-0.017377+0.0072246i,-0.010945+0.0087316i,-0.0021547-0.0087265i,0.0014-0.030313i,0.015317-0.026618i,0.047647-0.0071737i,0.060219+0.00030638i,0.031508+0.0011421i,-0.0061106+0.008056i,-0.029096+0.011881i
-0.64518+0.049345i,-0.85536+0.15941i,-0.70755+0.26892i,-0.38776+0.27055i,-0.11227+0.18402i,0.10577+0.10945i,0.23422+0.049544i,0.21552+0.0098206i,0.13638+0.0072712i,0.07856-0.0047228i,0.037924-0.022931i,0.012601-0.017233i,0.0032988-0.0076547i,0.0057617-0.0095991i,0.015336-0.013821i,0.031141-0.0090071i,0.047171+0.0043499i,0.046327+0.019736i,0.029433+0.037252i,0.020758+0.043643i,0.021776+0.023525i,0.015003-0.0079911i,0.0015935-0.023279i
-0.013341-0.59908i,-0.039875-0.69564i,-0.021398-0.42066i,0.043854-0.082466i,0.015066+0.028795i,-0.1212+0.013377i,-0.18711+0.019877i,-0.14669+0.033113i,-0.097185+0.016756i,-0.083453-0.0066216i,-0.080205-0.0092822i,-0.063181-0.0056173i,-0.047798-0.011032i,-0.049141-0.015436i,-0.058695-0.0125i,-0.067474+8.4724e-05i,-0.067998+0.016428i,-0.055406+0.020086i,-0.03284+0.0087341i,-0.0074532-0.0076428i,0.010468-0.021604i,0.019476-0.026544i,0.02179-0.023757i
0.60444-0.077847i,0.69965-0.26122i,0.45494-0.44853i,0.17236-0.44903i,0.11079-0.26043i,0.15739-0.058203i,0.17367+0.053542i,0.15572+0.04654i,0.090242-0.011615i,0.029327-0.017979i,0.023624+0.0089508i,0.026137+0.01271i,0.0064806-0.00028441i,-0.0048063-0.0089876i,0.0027347-0.016783i,0.0046831-0.023284i,-0.007794-0.019835i,-0.033118-0.014041i,-0.064542-0.0078703i,-0.075558+0.009093i,-0.056869+0.029476i,-0.028513+0.034957i,-0.0087072+0.017863i
-0.0090333+0.64461i,0.050537+0.85308i,0.057932+0.73693i,-0.038509+0.46592i,-0.10718+0.25304i,-0.08223+0.11399i,-0.057918+0.030841i,-0.049199+0.011625i,-0.033471+0.0081724i,-0.043003-0.0091969i,-0.069639-0.010997i,-0.071561+0.0039621i,-0.046511-0.0027777i,-0.033355-0.030687i,-0.043991-0.041851i,-0.061456-0.031823i,-0.07276-0.017975i,-0.059094-0.0058936i,-0.018859+0.0021033i,0.013464+0.0028059i,0.021034+0.0021689i,0.013169+0.0062281i,0.0020744+0.0084144i
-0.5429-0.039954i,-0.5902+0.016407i,-0.28904+0.081923i,0.040406+0.098276i,0.14537+0.067543i,0.14307-0.0015793i,0.1252-0.11742i,0.059185-0.19819i,0.017653-0.18947i,0.029768-0.15254i,0.0038422-0.11633i,-0.04869-0.062196i,-0.063801-0.0083031i,-0.042105+0.021874i,-0.0098446+0.026996i,0.014438+0.017277i,0.032645+0.0038827i,0.045891-0.0063243i,0.053037-0.0010019i,0.068383+0.010231i,0.07923-0.007267i,0.055112-0.036027i,0.01463-0.037318i
0.016824-0.55679i,-0.11407-0.68322i,-0.22457-0.51795i,-0.18054-0.28886i,-0.072868-0.16148i,-0.028333-0.08587i,0.0078742-0.042218i,0.089658-0.036869i,0.17078-0.016715i,0.16751-0.0099176i,0.063562-0.031293i,-0.029879-0.047203i,-0.039254-0.075404i,-0.018815-0.10284i,-0.00031747-0.096591i,0.015333-0.072124i,0.0096003-0.046757i,-0.012288-0.017038i,-0.040289+0.023435i,-0.057281+0.072075i,-0.049375+0.1024i,-0.032372+0.094017i,-0.011606+0.061435i
0.55692+0.084097i,0.69673+0.014186i,0.47763-0.11377i,0.098597-0.176i,-0.1371-0.13438i,-0.15949-0.03288i,-0.052202+0.077755i,0.0084315+0.16057i,-0.093264+0.22162i,-0.18306+0.2288i,-0.15136+0.14195i,-0.10277+0.049486i,-0.042023+0.023769i,0.017277+0.015796i,0.016722+0.012825i,0.0018136+0.024102i,0.0086063+0.024856i,0.014498+0.015776i,0.0087929-0.0091181i,-0.018495-0.044188i,-0.044359-0.060372i,-0.0439-0.052482i,-0.031846-0.031481i
-0.13657+0.50839i,-0.13637+0.63087i,-0.081021+0.53861i,0.014656+0.42051i,0.17973+0.3113i,0.30167+0.13022i,0.19472-0.03865i,-0.043798-0.1423i,-0.19911-0.23882i,-0.22018-0.27976i,-0.14263-0.23779i,-0.060991-0.18939i,-0.034574-0.1299i,-0.011455-0.055074i,0.00433-0.024863i,-0.021267-0.016183i,-0.054167+0.0046543i,-0.063171+0.0071018i,-0.049809-0.0026758i,-0.019051+0.003215i,0.018162+0.016376i,0.031513+0.016184i,0.0095005+0.0094323i
-0.49852-0.10675i,-0.54087-0.002531i,-0.23512+0.12858i,0.096785+0.077916i,0.13775-0.055087i,0.075625-0.062469i,0.19889-0.013538i,0.39712-0.072976i,0.46118-0.22992i,0.3512-0.35854i,0.14324-0.36454i,-0.021686-0.27062i,-0.080279-0.17158i,-0.077137-0.11465i,-0.062582-0.092154i,-0.054177-0.07866i,-0.029325-0.051928i,0.01231-0.022195i,0.035045+0.0068662i,0.042673+0.038294i,0.052246+0.039232i,0.044205+0.0004128i,0.013392-0.032128i
0.22391-0.53588i,0.21208-0.77302i,0.064085-0.79925i,-0.08693-0.66978i,-0.15726-0.48763i,-0.19077-0.26285i,-0.16207-0.017007i,-0.01585+0.13058i,0.1482+0.1253i,0.23916+0.045222i,0.25618-0.092343i,0.15852-0.24359i,0.011228-0.24516i,-0.025696-0.10971i,0.026523-0.011479i,0.047475+0.0045094i,0.013687+0.0068041i,-0.019941+0.021047i,-0.029014+0.0092173i,-0.058439-0.011067i,-0.08576+0.011677i,-0.070632+0.032082i,-0.056504+0.016189i
0.38893+0.24842i,0.37738+0.27348i,0.085118+0.22822i,-0.11703+0.25657i,0.08006+0.27421i,0.4223+0.15464i,0.53725+0.0099739i,0.45156-0.02746i,0.32359+0.010694i,0.20759+0.07722i,0.16621+0.14134i,0.18036+0.12285i,0.1318+0.062364i,0.047367+0.048182i,0.00067021+0.044354i,-0.011861+0.0097255i,-0.01107-0.033582i,-0.012046-0.039516i,0.0023874-0.0024938i,0.030705+0.013706i,0.043964-0.0013623i,0.046877-0.015474i,0.04531-0.034695i
-0.2299+0.48928i,-0.11963+0.7031i,0.19735+0.73345i,0.45266+0.58942i,0.48764+0.34883i,0.39111+0.10202i,0.2324-0.049301i,0.046129-0.070857i,-0.060455-0.012334i,-0.075767+0.071883i,-0.062571+0.14128i,-0.048984+0.13009i,-0.065242+0.05661i,-0.079491+0.025292i,-0.040013+0.049147i,0.0078207+0.086532i,0.029162+0.13463i,0.039129+0.15358i,0.044009+0.1107i,0.04643+0.038025i,0.030913-0.027255i,-0.0023095-0.051273i,-0.018841-0.030722i
-0.37759-0.41328i,-0.46607-0.53634i,-0.30607-0.536i,-0.054878-0.49902i,0.077397-0.3801i,0.12845-0.21598i,0.13259-0.16696i,0.06872-0.13228i,0.047841-0.024685i,0.061981+0.023634i,0.013513+0.0088933i,-0.02822-0.016026i,-0.031767-0.057818i,-0.030611-0.058812i,-0.013533-0.037373i,-0.01522-0.056066i,-0.047613-0.080266i,-0.067092-0.067553i,-0.047145-0.015635i,0.0083524+0.034943i,0.050928+0.040817i,0.045552+0.0209i,0.0098209+0.012097i
0.6426+8.9665i,1.0224+9.6457i,2.8544+9.5978i,3.5198+5.515i,3.177+1.3054i,1.7793-1.1065i,0.15738-0.91053i,-0.087735+0.2654i,0.62913+0.67691i,1.2717+0.33326i,1.3536-0.10913i,1.2706-0.25136i,1.3477-0.30085i,1.2838-0.31068i,1.1211-0.3689i,0.80936-0.45307i,0.35304-0.32486i,0.053602-0.10924i,-0.074441-0.01515i,-0.059586+0.071784i,0.12337+0.16463i,0.29838+0.13811i,0.261+0.05572i
0.27401+0.38382i,0.35896+0.43152i,0.31026+0.3814i,0.28924+0.38682i,0.44607+0.38669i,0.62987+0.24714i,0.60095+0.073672i,0.41814+0.013476i,0.23676+0.0062796i,0.082951+0.0060277i,0.001398+0.02154i,-0.0079947-0.0069553i,-0.027548-0.039085i,-0.037977+0.0056693i,-0.014024+0.049851i,-0.014255+0.029393i,-0.056058-0.01131i,-0.094528-0.025166i,-0.08582-0.0098882i,-0.045513-0.00075312i,-0.020141-0.0070797i,-0.022914-0.019473i,-0.040508-0.021512i
-0.47526+0.23346i,-0.52275+0.39841i,-0.21304+0.40448i,0.17346+0.13212i,0.24166-0.28032i,0.014922-0.5019i,-0.20564-0.36092i,-0.2465-0.063161i,-0.15743+0.094948i,-0.065772+0.079162i,-0.020438-0.0089672i,-0.043686-0.1042i,-0.10861-0.12758i,-0.12215-0.064321i,-0.071633+0.010535i,-0.0073656+0.051964i,0.044633+0.074849i,0.069604+0.084265i,0.06059+0.068342i,0.049081+0.053617i,0.064355+0.047676i,0.07799+0.026331i,0.06086+0.010679i
-0.13963-0.47639i,-0.15983-0.59991i,-0.13267-0.54438i,-0.18996-0.43438i,-0.33226-0.25542i,-0.34411-0.063755i,-0.15027-0.033696i,0.076629-0.11218i,0.18402-0.1821i,0.10765-0.19282i,-0.031512-0.090116i,-0.062509+0.019097i,-0.03906+0.038048i,-0.027225+0.039735i,-0.0053772+0.034527i,0.0039966+0.0062316i,0.013665-0.01518i,0.047396-0.01929i,0.075374-0.0085619i,0.074424-0.0029332i,0.048367-0.014123i,0.013362-0.017534i,-0.010372-0.0066818i
0.46942-0.1471i,0.45622-0.28982i,0.12338-0.30191i,-0.13874-0.10562i,-0.069195+0.080926i,0.071434+0.11009i,0.032085+0.089539i,-0.067812+0.077173i,-0.091441+0.078419i,-0.014789+0.12507i,0.084489+0.12988i,0.059065+0.06787i,-0.036285+0.060796i,-0.048431+0.087415i,-0.01277+0.081543i,-0.012552+0.066078i,-0.040336+0.062295i,-0.058166+0.06468i,-0.040397+0.04828i,-0.0026925+0.0053405i,0.022369-0.041144i,0.023729-0.058625i,0.019292-0.029073i
0.015023+0.5535i,0.086614+0.76546i,0.1816+0.72061i,0.24373+0.47509i,0.20572+0.16309i,0.096872-0.057832i,0.026503-0.082836i,0.039764-0.01233i,0.10955-0.025285i,0.13212-0.1328i,0.028287-0.17087i,-0.076672-0.056623i,-0.070258+0.060042i,-0.033337+0.065836i,-0.019858+0.039828i,-0.0051065+0.035137i,0.02466+0.026574i,0.058217-0.013425i,0.049935-0.0592i,0.0039661-0.054049i,-0.028444-0.016395i,-0.032171+0.0057414i,-0.013864+0.0071794i
-0.46535-0.064731i,-0.48021-0.082274i,-0.20721-0.1389i,0.010953-0.23691i,-0.032446-0.22963i,-0.10674-0.13883i,-0.069889-0.18554i,-0.10262-0.35208i,-0.27329-0.39392i,-0.38719-0.22647i,-0.29643-0.012292i,-0.096964+0.088587i,0.034107+0.067755i,0.064653+0.01915i,0.067141-0.0047748i,0.086679-0.0076207i,0.11709-0.0085733i,0.12248-0.011476i,0.094103-0.0085979i,0.056687-0.015618i,0.014238-0.031397i,-0.019811-0.030348i,-0.024458-0.019558i
0.061647-0.49857i,-0.085-0.61915i,-0.34415-0.44816i,-0.46251-0.14543i,-0.36067+0.038274i,-0.27645+0.059152i,-0.35784+0.069348i,-0.43797+0.17927i,-0.36464+0.31827i,-0.20545+0.35818i,-0.075627+0.30081i,-0.023587+0.22224i,-0.012606+0.1664i,-0.0049411+0.11376i,-0.020193+0.061326i,-0.048287+0.038567i,-0.061778+0.031878i,-0.064511+0.018082i,-0.049306+7.6017e-06i,-0.013379-0.019003i,0.016271-0.025064i,0.026628-0.015484i,0.025763-0.0038536i
0.51386+0.21893i,0.7082+0.27394i,0.69139+0.23854i,0.5553+0.15124i,0.41307+0.016893i,0.29265-0.067176i,0.24195+0.0024124i,0.2701+0.12966i,0.29658+0.19989i,0.28488+0.21251i,0.25846+0.17433i,0.21935+0.11893i,0.16323+0.077555i,0.09587+0.048176i,0.057784+0.047454i,0.074461+0.040691i,0.084271-0.014789i,0.048392-0.062369i,-0.0045164-0.047903i,-0.04081+0.0078406i,-0.035353+0.054763i,-0.0027166+0.053881i,0.019996+0.022349i
-0.27033+0.38997i,-0.27576+0.41163i,-0.14447+0.16619i,-0.070826-0.11045i,-0.12993-0.19165i,-0.18172-0.1662i,-0.14956-0.18713i,-0.069404-0.25838i,0.023346-0.31924i,0.079961-0.30876i,0.088217-0.23054i,0.092594-0.1445i,0.097154-0.091998i,0.090954-0.065399i,0.088397-0.053164i,0.08083-0.054446i,0.050935-0.03045i,0.037466+0.029365i,0.065099+0.062984i,0.089382+0.03863i,0.075377-0.0055351i,0.039821-0.022642i,0.013984-0.013958i
-0.41493-0.31872i,-0.60318-0.3021i,-0.6334-0.11281i,-0.5393+0.045088i,-0.41567+0.096224i,-0.31626+0.11839i,-0.23067+0.13002i,-0.17545+0.10571i,-0.17738+0.049054i,-0.19306-0.016151i,-0.15858-0.05705i,-0.096552-0.078279i,-0.060389-0.075371i,-0.03932-0.042558i,-0.024372-0.027497i,-0.03507-0.038755i,-0.046568-0.037287i,-0.032414-0.031448i,-0.012565-0.036935i,-0.0050286-0.041194i,-0.010794-0.039581i,-0.016189-0.038415i,-0.015921-0.041539i
0.44927-0.28746i,0.55712-0.34578i,0.46263-0.16981i,0.30919+0.11868i,0.17885+0.28107i,0.038218+0.30816i,-0.044811+0.31915i,-0.023057+0.30041i,0.013182+0.2567i,0.029406+0.23497i,0.033131+0.18044i,-0.0059139+0.094217i,-0.054928+0.046009i,-0.064899+0.028573i,-0.054257+0.018705i,-0.038484+0.02155i,-0.013425+0.015358i,-0.0015285-0.017819i,-0.023883-0.040218i,-0.049533-0.0075463i,-0.03995+0.049973i,-0.017241+0.070988i,-0.014295+0.060055i
0.20444+0.42816i,0.30915+0.44278i,0.36504+0.15874i,0.3697-0.18198i,0.341-0.29118i,0.34029-0.20537i,0.33533-0.13915i,0.25935-0.12206i,0.18374-0.070308i,0.17648-0.026344i,0.15076-0.025799i,0.092931-0.016625i,0.064311-0.0049381i,0.049028-0.01088i,0.03621-0.01008i,0.033972-0.0029904i,0.022691+0.0080485i,0.0052982+0.035062i,0.01211+0.053793i,0.033236+0.026674i,0.031824-0.019888i,0.010525-0.028474i,-0.0014328-0.0011872i
-0.46125+0.1396i,-0.56529+0.21206i,-0.49294+0.19457i,-0.44262+0.11889i,-0.43305+0.064038i,-0.34842+0.013722i,-0.23445-0.048327i,-0.14636-0.045595i,-0.056134-0.033513i,-0.024905-0.064446i,-0.042771-0.058439i,-0.026448-0.027834i,0.0037985-0.022178i,0.015135-0.018804i,0.02053-0.010463i,0.022804-0.012158i,0.019719-0.016527i,0.013192-0.018501i,-0.0044905-0.026583i,-0.027349-0.03185i,-0.031644-0.0222i,-0.0095246-0.0068166i,0.017799-0.0020657i
-0.046182-0.51734i,-0.13357-0.63938i,-0.23408-0.42352i,-0.20684-0.039856i,-0.049745+0.19339i,0.030999+0.20037i,0.0038005+0.13023i,0.00035308+0.071735i,0.018311+0.037652i,0.0056318+0.028717i,-0.024777+0.036169i,-0.047723+0.054722i,-0.051794+0.059343i,-0.049342+0.024769i,-0.062514-0.020266i,-0.077199-0.035978i,-0.068666-0.037267i,-0.044697-0.044818i,-0.027386-0.038668i,-0.022189-0.0052191i,-0.011601+0.027275i,0.0080987+0.027278i,0.016316+0.0070653i
0.47131+0.097426i,0.60277+0.16722i,0.5734+0.18923i,0.52606+0.11081i,0.45455-0.020814i,0.32111-0.053655i,0.21605+0.032912i,0.14068+0.060106i,0.052053+0.015107i,0.016941+0.010558i,0.042846+0.025263i,0.058941+0.03148i,0.053729+0.041761i,0.035077+0.05103i,0.01161+0.07454i,0.010137+0.099936i,0.018388+0.097178i,0.010745+0.07907i,0.00082114+0.064517i,0.0092102+0.045182i,0.021817+0.010184i,0.017644-0.025039i,0.0058365-0.035215i
-0.1257+0.44683i,-0.060496+0.48838i,0.067462+0.20644i,0.024476-0.13709i,-0.13181-0.22483i,-0.1235-0.16623i,-0.035761-0.18011i,-0.024414-0.15172i,-0.016189-0.042855i,0.016092-0.0066553i,0.019376-0.046198i,0.0035704-0.076459i,0.00097103-0.06537i,0.028205-0.024792i,0.067498-0.0027687i,0.075345-0.0087352i,0.050689-0.0054555i,0.026508+0.017173i,0.019039+0.029583i,0.0097323+0.014328i,-0.013821+0.0022852i,-0.035633+0.011082i,-0.041567+0.019616i
-0.4455-0.29339i,-0.65867-0.35887i,-0.6835-0.19329i,-0.47845+0.075906i,-0.17939+0.18762i,-0.019701+0.12896i,-0.017993+0.064084i,-0.023547+0.043007i,0.0033313+0.014412i,-0.00038637-0.015372i,-0.030737-0.012828i,-0.049685+0.0020134i,-0.053825+0.00074375i,-0.051189-0.023761i,-0.049818-0.053298i,-0.04037-0.0582i,-0.0031889-0.050479i,0.038236-0.054648i,0.050434-0.056162i,0.038925-0.040726i,0.023845-0.023307i,0.017145-0.01053i,0.015347+0.00083799i
0.32774-0.28726i,0.42361-0.2972i,0.33961-0.1478i,0.20836-0.050119i,0.097556-0.12199i,-0.047485-0.18564i,-0.14035-0.11206i,-0.12286-0.032791i,-0.075506-0.019881i,-0.053585-0.0030808i,-0.027928+0.039619i,0.0091331+0.06741i,0.020566+0.066716i,-0.0026526+0.060599i,-0.027195+0.06812i,-0.030667+0.076896i,-0.029277+0.059716i,-0.039549+0.023204i,-0.049156-0.0038825i,-0.040567-0.010051i,-0.017502-0.0015475i,0.0057757+0.0015761i,0.019252-0.0058157i
0.2976+0.36496i,0.45238+0.36681i,0.48733+0.07074i,0.32521-0.198i,0.094223-0.15231i,0.0092807+0.0044571i,0.0251+0.068306i,0.010932+0.092438i,-0.034646+0.11336i,-0.036554+0.10509i,0.0022827+0.045784i,0.017379-0.028015i,0.016105-0.047036i,0.042801-0.018512i,0.083653-0.00069807i,0.093236-0.0099861i,0.059549-0.0097257i,0.0173+0.021581i,0.0020127+0.05276i,0.010864+0.048791i,0.016842+0.0153i,0.005393-0.013618i,-0.010448-0.021062i
-0.51529+0.16872i,-0.77598+0.27536i,-0.80292+0.39996i,-0.59274+0.46067i,-0.30196+0.36711i,-0.10696+0.19923i,-0.04969+0.095651i,-0.012236+0.05842i,0.036358+0.026833i,0.029799+0.00015427i,-0.0062505-0.0015937i,-0.020062+0.0016296i,-0.022964-0.013351i,-0.032104-0.036784i,-0.046689-0.046724i,-0.051896-0.038945i,-0.03062-0.027966i,0.0057768-0.025215i,0.025692-0.029787i,0.015874-0.029994i,-0.0023775-0.019425i,-0.0063745-0.0020377i,0.00054766+0.0093503i
0.028241-0.44775i,0.12813-0.5218i,0.30185-0.34087i,0.42141-0.19184i,0.30471-0.20934i,0.07272-0.16035i,0.0091759-0.06425i,0.037552-0.06087i,0.022384-0.074462i,0.01016-0.055085i,-0.0008169-0.027005i,-0.019135+0.020838i,-0.021837+0.054263i,-0.019921+0.052104i,-0.017156+0.038653i,-0.0090003+0.026062i,0.0035326+0.011816i,0.013034-0.0077937i,0.012291-0.020285i,0.006714-0.017241i,0.0026452-0.0062215i,0.0055152+0.0034722i,0.01333+0.0022104i
0.45974+0.023067i,0.5999-0.12719i,0.3904-0.40639i,0.0077943-0.47269i,-0.14977-0.21272i,-0.069725+0.0022458i,-0.030054+0.028885i,-0.067211+0.030924i,-0.057271+0.05326i,-0.0028178+0.05337i,0.043865+0.032113i,0.06406+0.0015489i,0.057855-0.0094675i,0.044632+0.00541i,0.037138+0.019488i,0.025593+0.025595i,0.0058763+0.030889i,-0.011426+0.03062i,-0.019646+0.023197i,-0.014971+0.021925i,0.00092941+0.023648i,0.0096433+0.011415i,-0.0012271-0.0015111i
-0.26328+0.45434i,-0.43164+0.68366i,-0.47992+0.70845i,-0.39267+0.54699i,-0.23089+0.32285i,-0.092325+0.10453i,-0.047423-0.013204i,-0.022936+0.0064526i,0.021323+0.040569i,0.031114+0.024621i,0.013886+0.0026545i,0.00098735-0.013902i,-0.0052317-0.028399i,-0.0081302-0.033022i,-0.011423-0.028743i,-0.010796-0.027845i,-0.0058867-0.03528i,-0.0055951-0.035797i,-0.012199-0.025863i,-0.019651-0.0194i,-0.023974-0.011054i,-0.024127+0.0041137i,-0.017467+0.01763i
-0.29971-0.26452i,-0.31484-0.25032i,-0.031563+0.029295i,0.32576+0.27172i,0.38571+0.26174i,0.20961+0.21602i,0.10413+0.20826i,0.081896+0.10466i,0.028861-0.0058291i,-0.0098609-0.020932i,-0.02059-0.0096314i,-0.039177+0.0037756i,-0.043988+0.021159i,-0.029114+0.022546i,-0.012523+0.02094i,0.0043866+0.026224i,0.01535+0.033468i,0.022244+0.043161i,0.033665+0.046629i,0.045646+0.034161i,0.052264+0.0059474i,0.047479-0.015809i,0.039118-0.018277i
0.38591-0.32097i,0.47948-0.60955i,0.27302-0.85421i,-0.031104-0.86824i,-0.1059-0.63342i,0.01408-0.38872i,0.06587-0.28242i,-0.005488-0.184i,-0.036821-0.057319i,-0.0037718-0.0061226i,0.015652+0.00057253i,0.031562+0.017759i,0.042133+0.021586i,0.027391+0.014911i,0.0077527+0.011229i,-0.0065523+0.0063209i,-0.012547-0.00088692i,-0.0063181-0.015738i,0.00020364-0.029465i,-0.0030232-0.027442i,-0.013431-0.015112i,-0.016272-0.010196i,-0.012795-0.017754i
0.10956+0.48092i,0.13522+0.74301i,0.09754+0.78087i,0.050617+0.60385i,0.021561+0.30475i,-0.048612+0.0031108i,-0.13643-0.099054i,-0.13306-0.029507i,-0.078426+0.0067963i,-0.053452-0.0037917i,-0.027919-0.01712i,-0.0082376-0.043567i,-0.011244-0.048391i,-0.0042778-0.025709i,0.014254-0.010364i,0.023719-0.0059662i,0.021143-0.00058201i,0.006953+0.010653i,-0.0070658+0.022638i,-0.010345+0.024879i,-0.006554+0.022726i,-0.0024464+0.025128i,-0.0016658+0.027153i
-0.41648+0.0006933i,-0.49918+0.021523i,-0.29209+0.048093i,-0.064746+0.058522i,-0.066602+0.11676i,-0.15172+0.24667i,-0.13493+0.28804i,-0.059393+0.1748i,-0.023677+0.057995i,-0.030836+0.028278i,-0.032814+0.039158i,-0.01951+0.037572i,-0.011463+0.019915i,-0.017569+0.0029052i,-0.033025-0.0022693i,-0.042275+0.0038799i,-0.040767+0.010428i,-0.027427+0.014318i,-0.0055134+0.010585i,0.0087316-0.00047958i,0.013906-0.0080248i,0.018789-0.0087978i,0.025174-0.0073173i
0.087281-0.46849i,0.055281-0.72859i,-0.07153-0.77787i,-0.12607-0.64666i,-0.012203-0.47663i,0.15555-0.31784i,0.23681-0.18903i,0.18451-0.1046i,0.096963-0.041274i,0.075122-0.0084906i,0.072855+0.00069424i,0.050079+0.018497i,0.030669+0.032418i,0.01851+0.037106i,0.017457+0.039481i,0.035626+0.030316i,0.060955+0.0061609i,0.066172-0.024387i,0.039503-0.041989i,0.0033705-0.034827i,-0.018023-0.016559i,-0.02082-0.0083271i,-0.015889-0.010289i
0.35647+0.28466i,0.44826+0.48574i,0.27103+0.6102i,-0.020877+0.63853i,-0.17279+0.5081i,-0.20231+0.21215i,-0.21081-0.0020249i,-0.14336-0.032547i,-0.050224-0.032305i,-0.026889-0.034143i,-0.014939-0.028971i,0.0027667-0.046281i,0.0050249-0.051807i,0.018293-0.041669i,0.03373-0.042035i,0.020452-0.041969i,-0.017108-0.02517i,-0.047226+0.0054346i,-0.046766+0.033213i,-0.02626+0.044444i,-0.0041107+0.04162i,0.0043541+0.033213i,-0.0067875+0.027335i
-0.27182+0.26284i,-0.24567+0.33539i,0.099267+0.20551i,0.42888-0.045342i,0.3757-0.13154i,0.14514+0.017001i,0.040887+0.10973i,-0.0045558+0.057371i,-0.054533+0.034229i,-0.061099+0.057348i,-0.056953+0.068972i,-0.041611+0.077252i,-0.01146+0.057241i,-0.018996+0.01539i,-0.054084-0.0091296i,-0.068475-0.019625i,-0.055691-0.027839i,-0.032861-0.03016i,-0.0098772-0.02926i,0.0072475-0.034618i,0.0084157-0.040998i,0.0040848-0.032702i,0.013033-0.012568i
-0.20978-0.38698i,-0.37888-0.57953i,-0.51173-0.51646i,-0.45751-0.28541i,-0.20097-0.12829i,0.039072-0.075644i,0.10291-0.027507i,0.067704+0.020251i,0.062076+0.025407i,0.08486-0.0072161i,0.0833-0.033083i,0.052291-0.033371i,0.014593-0.013464i,-0.0013886+0.019637i,0.010328+0.054547i,0.036115+0.078233i,0.061097+0.079628i,0.066365+0.057917i,0.043908+0.030485i,0.01428+0.01949i,-0.0013796+0.018861i,-0.0032696+0.011856i,-0.0015771-0.0025301i
