-0.0012464+0.00040499i,-0.00062977+0.00057263i,-0.001392-0.0003753i,-0.0010272-0.00083431i,-0.0014584+0.0003062i,-0.0019071+0.0013026i,-0.0015098+0.0016213i,-0.00060199+0.0018545i,0.00092761+0.0014497i,0.0023783+0.00028254i,0.002056-0.00040951i,0.0013763-0.0010113i,0.0011266-0.00071525i,0.00054728-6.8987e-05i,-0.00031821-0.00086526i,-0.0006991-0.0016734i,-0.00021146-0.00083219i,0.00028261-0.00071982i,0.00053589-0.00097959i,0.0004304-0.00026987i,4.4028e-05+0.00046989i,2.5491e-05+0.00077779i,0.0001899+0.0007563i
-0.00047984+0.0018781i,-0.00012352+0.0014768i,0.00066638+0.00059302i,0.00074898-0.00014877i,0.00045278-0.00010276i,0.0003052-9.1394e-05i,-0.00059818+0.00013917i,-0.00035761-0.0001222i,0.00085538-0.00075586i,0.0015184-0.00048461i,0.0011924-1.1148e-06i,0.00033286-0.00011453i,0.00021452-0.00026727i,-0.00013856+0.00019117i,-0.00080238+0.00034058i,-0.00039015+0.00021173i,3.3211e-06-2.1567e-05i,-0.00016821+0.00019686i,-0.00020688+0.0004632i,7.1656e-05+0.00043542i,-0.00013077+0.0004801i,0.00032757+0.00047992i,0.00043921+7.2253e-05i
0.0001454-0.0018893i,-0.00051998-0.001677i,-0.00048311-0.00039308i,-0.00059835+0.00047237i,-0.0010207+0.0012087i,-0.0015023+0.00091364i,-0.0012859+0.00020044i,5.7796e-05+0.0010604i,0.0017696+0.0011028i,0.001915+0.00015761i,0.00060154-0.00064034i,6.4679e-06-2.7221e-05i,-0.00056825+0.00032765i,-0.0006149-0.00052482i,-0.00028616-0.00034833i,-0.00045806-4.6166e-05i,-0.00043866-0.00011053i,-0.00020467-0.00027135i,0.00070359-0.0003254i,0.00075232+0.0001824i,0.00012365+0.00033849i,0.00030889+0.00021694i,0.00065675+0.00059752i
-0.0006403+0.00061781i,-0.00012089+0.00033157i,-5.9907e-05+0.00027608i,-0.00078923-0.0002276i,-0.0011683+4.5823e-05i,-0.00055752-0.00011964i,-0.00014942+0.0001277i,-2.5264e-05+0.00049831i,0.00044368+0.00024594i,0.00081562+0.00052688i,0.00068031+0.00011592i,0.00065128-0.00043325i,0.00049734-0.00012337i,0.00037707-0.00010568i,0.00070513+0.00025273i,0.00044667+0.00038642i,-0.0002687-8.9897e-06i,-0.00052401+0.0002813i,-0.00034685+0.00023537i,1.0303e-05-8.754e-05i,0.00027966+2.3675e-05i,0.00063366-5.634e-05i,0.00022429-2.324e-05i
0.00071512-0.0001606i,0.00068027-0.00036824i,0.00052885-0.0013339i,-0.00029122-0.0013918i,-0.00061836-0.00042262i,-0.0011222+0.00090607i,-0.0013071+0.0008461i,-0.0011783+0.00059643i,-0.00022684+0.00082062i,0.0008186+0.00063596i,0.00081685+0.00073757i,0.001049+0.00079377i,0.0011327+0.00055839i,0.00067578+0.00050029i,-0.00036535+0.00096683i,-0.00042014+0.00082492i,-0.00039277+0.00094806i,-0.00012598+0.0013159i,0.00034318+0.00067043i,0.00015212+6.6467e-05i,0.00032144-0.00022539i,0.00071568-0.00048114i,0.0010145-0.00036539i
0.00016807-0.0007764i,0.00043585-0.00035885i,-0.0015455-0.0011437i,-0.0025547-0.00086535i,-0.0011791+0.000469i,0.00054741+0.00047283i,0.00057685-7.324e-05i,3.395e-05-0.00049032i,8.4947e-05-0.00020826i,0.0002964-0.00063454i,-0.00011808-0.00014459i,-0.00021447+0.00068815i,0.00011948+0.00010994i,-0.00020574-1.6339e-05i,0.00043793+2.0415e-05i,0.0018876-0.00027207i,0.0018577-0.00050025i,0.00092177-0.00038978i,0.00070605+0.00023778i,0.00046226-0.00013723i,9.2298e-05-0.0001595i,-0.00015671+0.00054461i,-0.000542+0.00064061i
0.0024994+0.0011165i,0.0010008+0.00032281i,0.00072825-0.00063815i,6.4047e-07-0.0023637i,-0.00094227-0.0025401i,-0.001108-0.0010753i,-0.001056+8.1067e-05i,-0.00024694+0.00063134i,0.0010999+0.00037455i,0.00087717+0.00027414i,0.00021182+0.00091962i,0.00025279+0.0014018i,-9.9191e-05+0.00090917i,-0.00033785+0.00030997i,3.2114e-06-0.00059504i,0.00026495-0.0010591i,-0.00022304-0.00069597i,-0.00027534-0.00062499i,0.00049322-0.00020307i,0.00054575+0.00056976i,0.00016533+0.0008415i,-0.00022012+0.00086111i,-0.00024617+0.00022739i
-0.00067382-0.0012293i,-0.00046064-0.00059102i,-0.0019071-0.00033806i,-0.0020128-2.1565e-05i,-0.00061652+0.00033424i,3.6491e-05+0.00067264i,0.00053566+0.0010146i,0.00052198+0.001636i,-9.1302e-05+0.001302i,-0.0001596+0.000516i,-0.00020209+0.00013636i,-0.00035489-0.00021054i,-4.5789e-05-0.00072953i,-0.00018968-0.0005859i,-0.00016904-0.00052984i,-0.00012819-0.0013183i,0.00014268-0.0013707i,0.00081273-8.1383e-05i,0.00049153+0.00090276i,-0.00013533+0.0011846i,-0.00046879+0.0014474i,-6.8013e-05+0.0010238i,-3.6238e-06-0.00018304i
-0.00058956+0.00090691i,0.00066519+0.00062805i,0.00053391+0.001057i,0.00035124+0.0007218i,0.0001972+0.00043538i,0.0005827+0.00027431i,0.0012086+0.0011415i,0.00062237+0.0012149i,-0.00013219+0.00053677i,-9.3348e-06+0.00035242i,0.00014953-0.00014481i,-9.6654e-05-0.0001659i,7.5728e-05-0.00071929i,8.5649e-05-0.00035556i,-0.00022654+0.00060897i,0.00031332-0.0002128i,0.0011925-0.00073986i,0.00091811-0.00024408i,9.3946e-05+0.00016548i,5.2477e-05+0.00031497i,0.0001836+3.9736e-05i,0.00040755-0.00023096i,0.00042425-0.00010711i
-0.0004532-0.0012639i,-4.9762e-05-0.00078741i,-0.00096723-0.00053797i,-0.0021072+0.00066098i,-0.0019787+0.0016311i,-0.0014323+0.00099047i,-0.0014136+0.00068103i,-0.0010762+0.00047995i,-0.00038266+3.9993e-05i,5.9652e-05-0.00072917i,0.00055631-0.0007926i,0.00065742+0.0004459i,0.0011241+0.00049642i,0.0014594-0.00030336i,0.00061342-0.0008191i,0.00050941-0.0010774i,0.00061442-0.00068162i,0.00022351-0.00018315i,-0.0004202+6.371e-05i,-0.00018562-4.0706e-05i,0.00057275-8.5912e-05i,-5.9504e-05+0.00025087i,-0.0010468-8.8575e-05i
0.0012655-0.00014217i,0.00056729-0.00031462i,-0.00030003-0.00079718i,-0.0012336-0.0012724i,-0.0015791-0.001148i,-0.00095182-4.9966e-05i,0.00012003+0.00035014i,0.00010925-0.00039948i,0.00024154-0.00096041i,0.00063459-0.00045824i,0.0003305-0.00017385i,0.00038391-0.0006457i,0.00010832-0.0010582i,-0.00044794-0.00049518i,-0.00028469+6.2323e-05i,0.00027261+0.00036946i,0.00046247+0.00067079i,-0.00011454-0.0001044i,-0.00011363-0.00080216i,0.00046648-0.00047356i,0.00069383-0.00034867i,6.0432e-05-0.00046027i,-0.00041614-0.0004381i
-7.7345e-06+0.00013485i,0.00066744+0.00019824i,0.00079877+0.00014503i,-0.00062364-0.00030256i,-0.0011945-0.00024459i,-0.00078564-0.0002079i,-0.00048922-0.00033956i,-0.00025237-0.00030966i,0.00017644-0.00032961i,0.00078314-0.00042395i,0.00062999-0.00028722i,-0.00030086-0.00041894i,-0.00062033-0.00016322i,-0.00043522+9.0063e-05i,-5.1227e-05+0.00018897i,-0.00027724+0.00018354i,-0.00067972-0.00047661i,-0.00056508-0.00013762i,-3.348e-05+8.0363e-05i,0.00088814-0.00024852i,0.00037523+6.96e-05i,-0.00032791+0.00012112i,0.0003153+0.00029691i
8.3308e-05-0.0020213i,0.00019226-0.0010061i,-0.00026564-0.00079234i,-0.0010762+0.00012087i,-0.00129+0.0015594i,-0.00094009+0.0019699i,-0.00054476+0.00059557i,-3.4521e-05-3.1323e-05i,0.0006922+0.00036584i,0.00073058-0.00020418i,-0.00017709-0.00059539i,-0.0010814-0.00083921i,-0.00061374-0.00057165i,0.00047752-0.00048854i,0.00033077+0.00030497i,3.5515e-05+0.0011478i,0.0010495+0.00088845i,0.0012924+0.00027451i,0.00030715-0.00015145i,-2.4805e-06+5.6348e-05i,0.00010161+0.00046157i,3.7913e-05+0.00039586i,0.00055536+0.0002294i
-0.00022895-0.00073423i,-0.00086091-0.00071178i,-0.00036859-0.00074617i,-0.00064633-0.00022247i,-0.0015048+0.00031536i,-0.0014144+0.00023105i,-0.00058071-0.00013882i,-5.5992e-05-1.0559e-05i,0.00016178+2.859e-05i,-0.00022102+0.00012724i,-3.0181e-05+0.00033084i,0.00017469+0.00053736i,-0.00026968+0.00052377i,-0.00060201-0.00036957i,-0.00059317-0.00072086i,-2.5127e-06-0.00077315i,9.8569e-05-0.00033162i,-1.3087e-05+0.00058096i,0.00010319+0.00040034i,0.00017052-0.0003763i,-2.3217e-06-0.00060577i,0.0006014-0.00076672i,0.0011975-0.00072432i
-0.0010123+0.0003418i,-0.0012732+7.5272e-05i,-0.00097895+0.00019594i,-0.00066647-0.0001296i,-0.00079339-0.00025932i,-0.00038685+6.8848e-05i,0.00017676+9.9022e-05i,0.00039252-8.2078e-06i,0.00031092-0.00038357i,0.00054812-0.00061825i,0.00048194-0.00031506i,-4.8074e-05-0.00037679i,-0.00038228-0.0009233i,-0.00019096-0.0011761i,-0.00035271-0.00061629i,-0.00038264+0.00029089i,-0.00014166+0.00061922i,-0.00019529+0.00027578i,0.00022945+0.00010874i,0.00076841+0.00024098i,0.00032584+0.00037498i,0.00046286+0.00034261i,0.00086871+0.000384i
-0.00097436-0.001023i,-0.0011217-0.0012124i,-0.0015497-0.001298i,-0.0018232-0.00077215i,-0.0016581+0.00030387i,-0.00057984+0.0008853i,-0.00025863+0.0010535i,-0.00087791+0.00073157i,-0.0010796-0.00038022i,0.00033099-0.0011409i,0.0014214-0.00076438i,0.0013183-0.00075719i,0.00066448-0.0014974i,-0.00068213-0.0011827i,-0.0011205-0.00056414i,-0.00055002-0.00064184i,-0.00019852-0.00080731i,0.00054903-0.00091605i,-5.7252e-05-6.3001e-06i,-0.00082114+0.00066792i,-0.00028763+0.00036431i,0.00021852+6.7188e-05i,0.00061363+0.00030842i
-0.00092626+0.0012351i,-0.0010188+1.5157e-05i,-0.00087573+0.0014326i,-0.00057205+0.0020595i,-0.00010385+0.0013166i,0.00072236-3.6191e-05i,0.00080237-0.00049644i,0.00015167-0.00028398i,-5.4873e-05+0.00020645i,0.00090504+0.00028772i,0.0014051-0.00030882i,0.00057904-0.0004006i,-0.00043368-0.00036213i,-0.0012848-0.00064443i,-0.0010291-0.00056917i,-0.00054747-0.00029182i,-6.5901e-05-0.00058051i,0.00012565-0.00023955i,0.00020936+0.00023201i,0.00047419-0.00039353i,0.00072885-0.0012639i,0.0001985-0.0014496i,-0.00030098-0.0010743i
-0.00069163-0.0017066i,-0.00086913-0.00049348i,-0.00090274+0.00040322i,-0.00086565+0.00048963i,-0.0010534+0.00079136i,-0.00062147+0.0011105i,-0.00021667+0.00064493i,-0.00031523-0.00014881i,6.8635e-05-0.00039381i,0.00046331-0.00068831i,-0.00031748-0.00096246i,-0.000782-0.00094894i,-0.00019827-0.00071915i,-0.00015515-0.00018812i,-8.6801e-05-1.903e-05i,0.00044875-0.00091248i,0.00027263-0.00099639i,-0.00027993+0.0003892i,-0.00041184+0.00093088i,-0.00045204+4.8559e-06i,-0.0001231-0.00018713i,0.00044581+5.09e-05i,0.00020634-8.6643e-05i
0.0012214+0.00022677i,0.0013588+1.0762e-05i,0.0010839-0.0005523i,0.00048531-0.00013133i,-0.00019393-0.00019241i,-2.1633e-05+7.5204e-05i,0.00074714+0.00067834i,0.0003047+0.00059692i,-3.1627e-05-0.00014473i,-0.00019749-0.00043181i,-0.00046065-0.00031508i,-0.00013792-0.00010533i,0.00059182-0.00022171i,0.00088812-0.00034402i,-0.00020208-0.00030222i,-0.00085562-0.00013558i,-0.00072981+0.00058036i,-0.00068129+0.0009456i,0.0002086+0.00097429i,5.3076e-05+0.00025889i,-0.00058791-0.00097382i,-0.00061058-0.0012423i,0.0001503-0.00087896i
0.00028096+0.00075962i,0.00099979+7.9466e-05i,0.0022208+4.5734e-05i,0.0015318+4.5979e-05i,0.00050713-0.00019984i,7.3771e-05+0.00015044i,-0.00092343+0.00071254i,-0.0017206+0.00023591i,-0.00075436-0.0005433i,0.00040013-0.00085748i,-5.6258e-05-0.0010357i,-0.00077861-0.00047162i,-0.001161+0.00041646i,-0.00093319+0.00058177i,-0.00041286+9.1657e-05i,-0.00071784-0.00032779i,-0.00059364-0.00022929i,7.8234e-05+0.00034082i,0.00012721+0.00046535i,5.3643e-05+0.00019863i,0.00049438+0.00041044i,0.00043788-7.6267e-05i,0.00011786-0.00048851i
-0.0017312-0.0012974i,-0.0023795-0.00053651i,-0.0020065-0.00023864i,-0.0010375-0.00036018i,-0.00137-0.0010005i,-0.0013413-0.0012582i,-0.00045647+7.6685e-05i,-4.1252e-06+0.00082952i,0.00045411+6.8069e-05i,0.00097426-0.00089835i,0.0011187-0.00078392i,0.00041004-1.1152e-05i,-0.00050689+0.00050422i,-0.00051051+0.00013408i,7.7673e-05-0.00035206i,0.00047531+0.00028865i,-0.00048973+0.0003963i,-0.00074563-0.00019367i,0.00014432+5.8712e-05i,0.00028856+0.00017857i,0.0001659-0.00020953i,0.00045026-0.0001648i,0.00039159-5.2145e-05i
0.00018568-8.2852e-06i,0.0014156-0.0002509i,0.00094118+0.00012437i,-0.00010202-1.3948e-05i,-0.00066178-0.00019009i,-5.2068e-05-1.1203e-05i,0.00044498+0.00023561i,5.5588e-05+0.00029124i,-0.0001498-1.087e-05i,0.00026209-0.00040651i,0.00018494-0.00068324i,-0.00019285-0.00077095i,-0.00070854-0.00048088i,-0.00037882+1.2175e-06i,0.00065643+0.00073793i,0.00021254+0.00090197i,-1.6276e-05+3.7374e-06i,5.0135e-05-0.00032442i,-0.00033733-0.00044i,-0.00035259-0.0014068i,0.00036694-0.0013527i,0.00043343-0.0005346i,0.0001044-0.00064423i
-0.00018298-0.00029554i,-0.0013095-0.00089028i,-0.0010457-0.0016642i,-0.00068621-0.0014723i,-0.0011848-0.00070463i,-0.0010435+0.00040251i,-0.00084065+0.0011629i,-9.6443e-05+0.00070181i,0.00023771-0.00014582i,-8.7748e-05-0.0011256i,0.00016246-0.0004178i,0.0003761+0.001128i,8.4175e-06+0.0010592i,-6.7322e-05+0.0001488i,0.0005111-8.7879e-05i,0.00014909-0.00016775i,-0.00032436-0.00014894i,3.7397e-05-0.0005511i,0.00044998-0.00061453i,0.00085236-0.00044423i,0.00044171-0.00048004i,0.00041545-0.00083578i,0.00099611-0.00097292i
0.00020683+0.0012144i,0.00044466-0.00036297i,0.00068624+5.4592e-05i,0.0003511+0.00021892i,-0.00029457-0.00072902i,-0.00089027-0.0001309i,-0.00088297+0.001084i,-0.00013469+0.00056288i,-4.4339e-05-0.00045084i,-0.00044504-7.4831e-05i,-0.00049891-0.00021881i,-0.00037433-0.00015456i,-0.00025292+0.00068318i,4.3032e-05+0.00057557i,4.0705e-05+0.00015461i,-0.00039851+6.5569e-05i,-0.00047697+0.00030708i,-0.00029204+0.00077787i,0.0008555+0.0011963i,0.0018786+0.00056904i,0.0016117-0.0002888i,0.00090734-8.7538e-05i,0.00061396+0.00046897i
0.001667+0.0017958i,0.0025343+0.0019028i,0.0016419+2.8488e-05i,0.00053858-0.00034338i,-0.00086091+0.00057857i,-0.0018126+0.00069647i,-0.0013276+0.00015101i,-0.0003501+0.00027162i,0.00073468+0.00053662i,0.0010876+7.2294e-05i,0.0005196-0.00020356i,0.00073929-0.00011103i,0.00081589-0.0002055i,7.7616e-05-0.0010468i,-0.00043563-0.0010651i,-0.00015602-0.00024056i,-0.00020723+0.00020675i,0.00012386-0.0002267i,5.3744e-05-0.00091705i,0.00065527-0.0002722i,0.00049949+0.00069958i,-0.00053113+0.0005611i,4.7418e-05-8.4575e-05i
-0.0012132-0.00085961i,-0.0014228-0.0016843i,-0.0023555-0.00097805i,-0.0028556+4.7592e-05i,-0.0022136+0.00028063i,-0.00083136+0.00065255i,8.1979e-06+0.00063407i,-0.00012996+0.00083759i,-0.00018113+0.00043898i,-0.00014534-0.00024769i,0.00041339+9.6577e-06i,0.0013287+0.00047741i,0.0010081+0.0002918i,0.00033401-0.00053124i,0.00062134-0.00028617i,0.00072301+0.00038643i,0.00036579+0.00028747i,0.00035667+0.00020552i,-0.00061477-0.00064678i,-0.0010046-0.001144i,6.9534e-05-0.00017939i,-0.00012987+0.000448i,-0.00057969+0.00061954i
0.0013298-0.0003601i,0.00097522-0.001198i,0.00089076-0.0015702i,-0.00019583-0.0012144i,-0.00095461-0.00011513i,-0.0011679+0.00063958i,-0.00073018+0.00022977i,-0.00015044-9.6842e-05i,9.4634e-05+0.00026025i,0.00020837+2.2682e-05i,0.00027231-0.00090683i,0.00066313-0.00074511i,0.0008378-0.00044185i,0.00079211+8.4467e-06i,0.0014842+0.00036864i,0.0014356-1.2113e-05i,0.00043088-0.00036529i,0.00011465-0.00081638i,0.00060725-0.00022913i,0.00065599+0.00070207i,0.0010032+0.00069031i,0.0011718+0.0004409i,0.0011619+0.00044075i
0.00015479+0.00031382i,-0.00055147+0.00065141i,-0.00091693+0.0018025i,-0.001208+0.0012432i,-0.001793+8.1693e-05i,-0.00088947+2.5522e-05i,-1.4755e-05+0.00021395i,0.00036145-0.00088678i,0.0010315-0.0012917i,0.00125-0.00086712i,0.0010738-0.00050141i,0.00060944-0.00062152i,0.00052238-0.00044842i,-2.9393e-05+0.00018068i,-0.00096058-0.00020614i,-0.00040455-0.00017359i,0.00078342+7.9814e-05i,0.00064268-0.00023139i,-4.332e-05-0.00040867i,-7.6706e-05-0.00012161i,0.00030192+0.00024793i,0.0005917+0.00015866i,0.00010338-0.00013771i
-0.00017207-0.00011289i,0.00085585-0.00081765i,0.00067804-0.00096161i,8.3253e-05-0.0013128i,-0.00042462-0.0004415i,-0.0011553+0.001093i,-0.00090119+0.0011793i,-0.00017133+0.00079852i,-0.0001369+0.00019194i,-0.00011055-0.00092717i,0.00010617-0.0011655i,-0.00037179-0.0002888i,-0.00084081-0.00016457i,2.5296e-05-0.00013981i,0.00032559+0.00047212i,0.00039193+3.6067e-05i,0.00080779-0.00054256i,0.00061165-0.00022138i,0.00031089-6.6456e-05i,-0.00051876-0.00069157i,-0.00079058-0.00080747i,-0.00037172-0.00048818i,-0.0002238-2.8472e-05i
0.0018077+0.0010186i,0.0018581+0.0011738i,0.0020929+0.0007008i,0.0015117-0.00090683i,8.7065e-05-0.0018775i,-0.00090538-0.0010273i,-0.00062665+0.0002993i,0.00012583+0.00055605i,0.00062651-0.00042789i,0.00092186-0.00095694i,0.00057686-0.00062587i,-0.00015284-0.00022512i,1.004e-06-9.6387e-06i,7.8201e-05+1.8176e-05i,-0.00021976+0.00020951i,-0.00030524+6.7216e-05i,-0.00021439-0.00032948i,0.00012541-0.00037298i,0.00017649+0.00028102i,-0.00015286+0.00027048i,-0.00071203+0.00013031i,0.00042674+3.7608e-08i,0.0012355-8.4288e-05i
0.0003614+0.00043422i,0.00030886+0.0007129i,0.0008989-0.0004586i,0.00067398-0.0012078i,-0.00069248-0.001124i,-0.0011538-0.00091361i,-0.00031447-0.00026847i,6.8165e-05+0.00030835i,8.8133e-05+0.00022795i,0.00027624-0.00070345i,0.00036028-0.00095523i,-0.00014352-0.00034383i,-0.00024657+0.00020031i,-0.00011791+0.00015906i,6.4094e-05+0.00045174i,0.00074516+0.00078319i,0.00079198+0.00016841i,0.000107+0.00025743i,-0.00036775+0.00035837i,0.0004424-0.00031226i,0.00062749+0.00019461i,-0.00031775+0.0006525i,-0.00029098-3.1038e-05i
-0.0016315-5.7604e-05i,-0.0014416+0.00047094i,-0.0020094+0.0011992i,-0.0018171+0.0012719i,-0.0011075+0.00086986i,-0.00050337+0.00021614i,-0.00013097-0.00049269i,0.00048878-0.0011175i,0.0010933-0.0011495i,0.0014246-0.00079115i,0.00096814-0.00093602i,0.0007146-0.00092767i,0.00019852-0.0002257i,-0.00042872+4.7711e-05i,-0.00060984+4.9816e-05i,-0.00072113+2.6262e-05i,-0.00018449+6.7323e-05i,0.00050584+0.00023325i,0.00073068+0.0001932i,0.00063141+0.00029516i,-1.3436e-05+0.0007637i,-0.00078407+0.00056172i,-0.00054694-0.0002482i
0.00028841-0.0018226i,-0.00048246-0.0022248i,-0.00096926-0.0024628i,-0.0020935-0.0017013i,-0.0032523-0.00078947i,-0.0022899+0.00024868i,-0.00057768+0.00075597i,-0.00073524+0.00038504i,-0.0016768-0.00031844i,-0.00058967-0.00081886i,0.00060375-0.00053593i,0.00058272+0.0006413i,0.00067988+0.0013201i,0.00066414+0.00048322i,0.00056804-0.00019094i,0.00034749-0.00014044i,-0.00013806-0.00051734i,-0.00026007-0.00068973i,0.0003072-0.00030083i,0.00038758+0.00028514i,0.00025489+0.00029316i,0.00028878+0.00020843i,-9.8063e-06-0.00027007i
-0.00033563-0.0013125i,0.00068744-0.00051251i,0.00055022+0.00020631i,-0.00080454+0.00022292i,-0.0014502+0.00034234i,-0.0013814+0.0010054i,-0.001242+0.00065803i,-6.931e-05+0.00018838i,0.0015517-6.9431e-05i,0.0015121+4.7362e-05i,0.0007418+0.00073366i,0.00023874+0.0009496i,-0.0003889+0.00048517i,-1.1129e-05-8.5789e-05i,0.0012661-0.00025018i,0.0012119-0.00012552i,0.00011796-0.0003189i,-0.00049052-0.00089034i,-0.00025379-0.00074911i,8.1454e-05+0.00029304i,0.00016216+0.00046492i,0.00038265-5.9753e-05i,0.00056565-0.00032593i
0.00093146+0.00023577i,0.00090105+0.00012558i,0.0011573-0.00074419i,0.00024672-0.0006258i,-0.00058653-0.00078286i,-0.0012153-0.0016537i,-0.0010527-0.00082592i,-0.00029583-5.2067e-05i,-0.00027135-0.00013408i,0.00018597-9.4539e-05i,0.00038346-0.00013268i,-0.00020974+0.00018324i,0.00038684+0.00055865i,0.00084637+0.00089474i,0.00078432+0.00027821i,0.00077867+0.0001556i,-0.0001656+0.00030398i,-0.00023197+0.00030264i,0.00052403+0.00065436i,0.00024286+0.00044002i,0.00012184-0.00027235i,0.00037178-0.00048885i,-0.00033927-0.00074729i
-0.00031938+0.00048082i,-0.00046691+0.0010242i,-0.001167+0.0015166i,-0.00103+0.0014705i,-0.00070512+0.0013346i,-0.00065428+0.0013722i,-0.00098864+0.0010254i,-0.00012053+0.0011962i,0.00085302+0.0012784i,0.0013179+0.0007361i,0.0017651+5.9414e-05i,0.0010854+5.8421e-05i,-0.00012662+0.00050304i,-0.00042065-0.00019866i,1.1447e-05-0.00035928i,0.0004441+0.00023801i,-7.6521e-06-0.0003723i,-7.0953e-06-0.00040202i,0.00064218-9.9028e-05i,0.00059059+0.00070348i,-0.0003596+0.00090518i,-0.00086213+2.5733e-05i,-0.00053441-0.00062783i
0.00048996+0.00026664i,-1.0011e-05+0.0003548i,-8.364e-05-0.0003471i,5.5405e-05-0.0011375i,-0.00029497-0.00097525i,-0.00043541+6.0658e-05i,-0.00050853+5.4253e-05i,-0.00045412-0.0006395i,-0.00018723+0.00011194i,0.00052376+0.00026679i,0.00082779+0.00033898i,0.00016915+0.00053358i,-0.00012483-0.00027723i,-0.00045579-0.0002042i,-0.00047315-0.00019883i,0.00010227-0.0008384i,0.00070267-0.0013955i,0.00064914-0.00066587i,-0.00035117+0.00018772i,-4.1121e-05-0.0004042i,0.00047477-0.00049059i,0.00039325-0.00026052i,0.0005215-9.8217e-05i
-0.00087575-8.4801e-06i,-0.00029028+0.0015371i,0.00050782+0.0012517i,-0.00068397+0.00078783i,-0.0021144-4.8143e-05i,-0.0019975-4.9694e-05i,-0.0012183+0.00038908i,-0.00114+0.00037147i,-0.00073414+5.5468e-05i,0.00021345-0.00028449i,0.00079541-2.6707e-06i,0.00097488+0.0002143i,0.00059439-0.00032547i,-0.00029556-0.00092159i,1.126e-05-0.00048039i,0.00037325-0.00015382i,-0.0003013-0.00039214i,-0.00083177-0.00037271i,-0.0011293+0.00032879i,-0.00052342+0.00084009i,0.00039835+0.00069461i,0.00045152+3.1049e-05i,7.8299e-05-0.00021393i
1.413e-05+0.0005424i,-0.00077685-0.00021654i,2.0354e-05-0.00040515i,0.001017-0.00031615i,0.00097222-1.978e-05i,0.0012771+0.00042853i,0.00084122+0.00019627i,0.0010319+0.00015154i,0.001629-8.7375e-05i,0.00056748-0.00055894i,-0.00019869-0.00069995i,-0.0005856-0.00078371i,-0.00027238-0.00094813i,4.0845e-05-0.00092746i,0.00028101-0.00084942i,0.00088376-0.00032842i,0.00034868-3.3792e-05i,-5.8343e-06-0.00025788i,0.00010686-0.00069796i,-0.0001776-0.00080024i,0.00030727-0.00074038i,0.00065586-0.00043256i,0.00025064-8.7135e-05i
0.00045822-0.00080927i,0.00011081-0.00053613i,-0.00046385-0.0010455i,-0.00081033-0.0012774i,-0.0011268-0.00087259i,-0.00078232-0.00081828i,-0.00040905-0.00040434i,-1.3029e-05+0.00017861i,0.00035271+0.00022023i,0.00032082+0.00035154i,0.00063832-3.3931e-05i,0.00090048-0.00025746i,0.00015806+9.4617e-06i,-0.00070637+0.00029564i,-0.00068679+0.00039426i,9.1966e-05+0.0001141i,0.00014293-0.00033254i,-0.00016107-3.6613e-06i,0.00048683+0.00025064i,0.0012668+3.1016e-05i,0.0011194+0.00013805i,0.00056877+0.00027963i,0.00056516-0.00012272i
0.001184+0.0024874i,0.00072826+0.0018915i,0.0004002+0.00085472i,0.00046125+0.00016203i,-0.00019245+8.7557e-05i,-0.0010635+7.5116e-05i,-0.00043431-1.7983e-05i,0.00071715-0.00028443i,0.00085401-0.0011668i,0.0010095-0.0017938i,0.00067978-0.00095494i,-0.00041832-0.00055109i,-0.00054145-0.00053352i,-6.3109e-05-0.00019667i,0.00056712+0.00065756i,0.0011667+0.00067042i,0.0012659-0.00029707i,0.00045684-0.00031385i,1.0786e-05-0.00039512i,0.00025469-0.00020444i,-0.00034422+0.00055148i,-0.00034093+0.00033117i,0.00021375-3.4093e-05i
-0.00036867+0.0011i,-0.00051271+0.001244i,-0.0011047+0.0010078i,-0.0013493+0.00058517i,-0.00062168+0.00063588i,0.00037243+0.00033878i,0.00021352+0.0009139i,-2.237e-05+0.0012098i,0.00032887+0.000465i,0.00055934+0.00029792i,0.00038423+0.00012983i,0.0002536+0.00025052i,-3.5415e-05+0.00029801i,-0.0005554-0.00043211i,-0.0010323-0.0011306i,-0.00031148-0.0012691i,0.00066519-0.00082152i,0.00084914-0.00051635i,0.00068429-0.00020456i,0.00071743+0.00039492i,0.00091344+0.00018925i,0.00093137-0.00015321i,0.00060303-0.00023779i
-0.00053827-0.00043713i,-0.00082375+0.00044664i,-0.0011693+0.0013615i,-0.0013162+0.001701i,-0.00061841+0.0011995i,0.00012881+0.00052663i,0.00034367+0.00010582i,0.00027505-0.00035258i,0.00042613-0.00098871i,0.00097019-0.0012128i,0.0014344-0.00084249i,0.0011131-0.00029173i,-5.6898e-05-0.00062661i,-0.000351-0.00060665i,0.00022216-0.00017965i,0.00039675-0.0006508i,0.00042669-0.00087363i,0.00031838-0.00024759i,7.4953e-05-0.0001929i,0.00020303+0.00021999i,0.0001059+0.0010962i,-0.00033384+0.00081185i,6.0296e-05-0.00048194i
