0.0013049-0.00018932i,0.00091667-0.00036507i,0.0001514-0.00068462i,-0.00056757-0.00063328i,-0.0018966-0.00061841i,-0.0024508-0.00048022i,-0.001783+0.0002249i,-0.0007759+0.00058788i,-0.00037773+0.00030237i,-0.00041532-0.00036201i,-0.0003114-0.00084077i,-0.000566-0.00026048i,-0.0004115+0.00073351i,0.00049875+0.00075892i,0.0006776+0.00065425i,0.000197+0.00086798i,-6.9958e-05+0.00068785i,2.2858e-05+9.0343e-05i,-2.6622e-05-0.0009912i,0.00021735-0.0013475i,0.00050422-0.0011064i,0.00085658-0.0010081i,0.0006201-0.00052702i
-0.0023249-0.0014824i,-0.0026868-0.00061448i,-0.0014521+0.0011671i,-0.00015086+0.0027033i,0.00073586+0.0025912i,0.0013036+0.0015798i,0.00087162-0.0004865i,-0.00022113-0.0021238i,-0.00064208-0.0017669i,-0.00077033-0.00043603i,-0.00072183+0.00091323i,-0.00066097+0.0010514i,-0.00080193+0.00061893i,-0.00045607+5.938e-05i,-9.2738e-05-0.00010139i,2.1898e-05-0.00022255i,0.0004509+0.00015175i,7.0012e-05+0.00058643i,-0.00023419-0.0002651i,9.0698e-05-0.00071244i,0.00024372+1.0112e-05i,0.00043261+0.00058181i,0.00072455+0.00076196i
0.00058875-0.0015525i,0.0010054-0.0002524i,0.00047582+0.0011924i,-0.00052352+0.0016889i,-0.00090754+0.00097361i,-0.0014319-0.00032072i,-0.0018961-0.0011028i,-0.0018851-0.0012495i,-0.0018203-0.0011401i,-0.0012822-0.00071074i,-0.0011007-0.00035366i,-0.0015151-0.00044779i,-0.0010263+6.2871e-05i,0.0002009+0.00026082i,0.00079109-0.00041454i,0.00078035-0.00063907i,0.00046378-0.00018662i,0.00089427+0.00013566i,0.00061828+0.00057179i,-0.00022591+0.00065672i,0.0001838+0.00051831i,0.00068044+0.00093044i,0.00085234+0.00047528i
0.001186+0.00025313i,0.00053677-0.00023549i,-4.1188e-06+0.00014152i,-6.4226e-05+0.00080228i,0.00061056+0.00026804i,0.00092439-0.00059049i,-2.9868e-05-0.00097017i,-0.0011703-0.00082155i,-0.0014743-0.00095587i,-0.0016945-0.00049554i,-0.0010389+0.00016116i,0.00016427+0.00021209i,0.00088174+6.345e-05i,0.00074482-0.00023546i,0.00068664-0.00091221i,0.00094745-0.0011194i,0.0004816-0.00025518i,0.00017865+0.00023539i,0.00023374+0.00028959i,0.00017443-0.00062455i,0.00044905-0.00061783i,0.00046868+0.00021235i,0.00053199+0.00024731i
0.00016869+0.002008i,-6.0454e-05+0.0029471i,0.00065457+0.0040255i,0.0010443+0.002597i,0.00029792+0.00039066i,-0.0001956-0.0011754i,-0.00026624-0.0019222i,-0.00094753-0.0012456i,-0.0015629-0.00036658i,-0.0011577-0.0003987i,-0.00019047-0.0004422i,0.0004245+0.00023197i,0.0001286+0.00036862i,-0.00031992+0.00055071i,-0.00050606+0.00081544i,7.9527e-05+0.00044388i,0.00084319-0.00039451i,0.00065795-0.00036711i,0.00035244+8.2528e-05i,-0.00028766-0.000124i,-0.0007335+0.00043944i,8.8017e-05+0.0008626i,0.0005936+0.00075833i
-0.00066263+0.00013957i,-0.0013564+0.00015596i,-0.0015334+0.00037942i,-0.0014927+0.00017191i,-0.001052-0.00064465i,-0.00022097-0.00055419i,-6.6071e-05+0.0001743i,-5.7608e-05+0.0009109i,9.8578e-05+0.00066683i,-8.6201e-05+0.0003698i,-0.00050198+0.00075838i,-0.0010082+0.0011959i,-0.00019471+0.0011036i,0.00075732+0.00127i,0.00092396+0.0012756i,0.00071112+0.0011442i,0.00048088+0.00099239i,0.00029704+0.00080626i,0.00041127+0.00084839i,0.00070141+0.00072743i,0.00034257+0.00069283i,-7.988e-05+0.00034936i,-0.00016016-0.00011422i
0.00057393+0.0002531i,-0.00073686+0.00057154i,-0.0011138+0.0010424i,-0.0007785+0.0012834i,0.00043357+0.00042095i,0.00013827-0.00067418i,-0.00081261-0.0014772i,-0.0011217-0.0013271i,-0.00048029-0.00058439i,0.00019124-0.00044151i,-0.00020988-0.00043701i,-0.0010296+5.1033e-06i,-0.0011312-0.00020368i,-0.00040403+4.4304e-05i,0.0003824+0.00013065i,0.00049684-0.00012669i,0.00045558+0.00065431i,0.00061773+0.0013468i,0.00047314+0.0011305i,0.0002823+0.0008714i,0.00024512+0.00083893i,0.00045269+0.0007489i,0.00039709+0.00051957i
0.0011491+0.0004471i,0.00091253+0.0012962i,0.0006385+0.0012956i,0.0010359-1.704e-05i,0.00019375-0.0014079i,-0.00049742-0.0011387i,-0.00024711-0.00010611i,-0.00051011-0.00034752i,-0.0010687-0.00090808i,-0.0009801-0.00078211i,-0.00074255-0.00018697i,-0.00053832+0.00040105i,0.00030024+0.00021826i,0.00071635-7.8536e-06i,0.0001927+1.4241e-05i,-0.00021892-2.8721e-05i,-5.2762e-06+0.00029872i,0.00052051+0.00036858i,0.00020707+0.00027004i,-0.00026854+0.00051443i,-0.00046519+0.00049468i,-0.0002077+0.00011772i,0.0002973-1.3599e-05i
-0.0002472+0.0013851i,-9.6251e-05+0.0025037i,0.00037558+0.0021086i,0.00040453+0.0013497i,-0.0001996+0.00029421i,-0.00069745-0.0007071i,-0.00050339-0.00098203i,-0.00020304-0.00067833i,-0.00045379+0.00027471i,9.2363e-06+0.00051582i,0.00052752-0.00048708i,0.00038307-0.00046951i,-0.00065735+0.0004331i,-0.00067791+0.00045824i,0.00018815+0.00038521i,0.00054382+0.00058766i,-8.0837e-05+0.00047305i,-0.00011109+0.00043152i,0.00036224+0.00095145i,0.00089691+0.00044168i,0.00058639-0.00013943i,0.00018961+0.00026954i,0.00058011+0.00086792i
-0.0011557+0.00052489i,-0.0010809+0.00090667i,-0.0012351+0.0014019i,-0.00022001+0.0017622i,0.00080212+0.0019266i,0.00047291+0.00085753i,-0.00011163-0.0010113i,-8.4618e-05-0.0014011i,-0.00025303-0.0011846i,-0.0004151-0.00069719i,5.9603e-05-0.00058623i,-0.00041034-0.00085238i,-0.0013653-0.00082646i,-0.00084653-0.00028755i,0.00026729+0.0003691i,0.00044595-0.00023036i,0.00062389-0.00084845i,0.00070169-0.0013143i,-4.4656e-05-0.0014856i,0.00014914-0.00052621i,0.00068622+0.00097216i,0.00077639+0.00084648i,0.00045923+0.00022626i
0.0020414-0.00023392i,0.0015231+0.00047802i,-0.00048243+0.0014272i,-0.00099171+0.0017291i,0.00044552+0.0015436i,0.00054812+0.0017229i,-0.00034149+0.00052051i,-0.0011309+3.8622e-07i,-0.001187+0.00010792i,-0.00089434-0.00043069i,-0.00028313-0.00078363i,6.3645e-05-0.00085736i,-9.5985e-05-0.00015683i,0.00019453+0.00065534i,0.00086164+0.00096476i,0.0016223+0.00041596i,0.0013344+0.00010964i,0.00055203+0.00021038i,0.00032014+0.00020757i,0.00050852+0.00075454i,0.00062492+0.0010732i,0.00030517+0.00065458i,5.9719e-05-4.3226e-05i
0.0011559+0.0015649i,0.00078484+0.0020671i,0.000594+0.0014177i,0.00078351+0.00077325i,0.00051672-0.00035628i,-0.00081263-0.00089372i,-0.00098553-0.00078633i,-0.00056639-0.00067438i,-0.00086277-0.0007322i,-0.00045601-0.00072411i,-0.00041313+0.00025322i,-0.00025062+0.00049072i,0.00087806+0.00030915i,0.00035686+0.00041885i,-0.00041075-0.00018666i,-9.3018e-05-0.00048127i,0.00066718+1.5711e-07i,0.00069781+0.00045828i,-0.0001889+0.00099596i,-5.9398e-05+0.00084369i,0.00050681-0.00022738i,0.00066689-0.00060993i,0.0007048-0.00030425i
-0.00089227+0.00026711i,-0.0018163+0.00044484i,-0.0017293+0.0011349i,-0.0016198+0.0010508i,-0.00089234+4.2322e-05i,0.00045752-0.00080521i,0.0002006-0.0010639i,-0.00095196-0.0012973i,-0.0014928-0.0007874i,-0.0010261-0.00025027i,-0.00078691-0.00042931i,-0.00067292-0.0007329i,-4.1302e-05-0.00099277i,0.00012938-0.00064013i,0.00041525+0.00025851i,0.00072622+0.0010471i,0.000558+0.00080132i,0.00011666+0.00034374i,0.00011805-0.0002411i,0.00033443-0.00036333i,1.0081e-05+8.079e-05i,-0.00053563-0.00011641i,-0.0005618-0.00069568i
0.0017809+0.00048613i,0.0010226+0.0014318i,6.8825e-05+0.0013762i,-2.4109e-05+0.00033602i,0.00034096-0.0012452i,-0.0010865-0.0014747i,-0.0023954-0.0010336i,-0.001697-0.0015257i,-0.0011158-0.0013211i,-0.0010985-0.00089849i,-0.00017457-0.00058385i,0.00011247-0.00024894i,4.7552e-05+0.0005548i,0.00038195+0.0011536i,0.00061774+0.001149i,0.00058604+0.00092684i,0.00055866+0.00033471i,0.00066755-0.0002965i,0.00068778+4.9756e-05i,0.0014961+0.00060912i,0.0015987+0.00049458i,0.0010922+0.00039931i,0.00050131+0.00034276i
0.00013926+0.0020811i,-0.0010565+0.0028282i,-0.00087438+0.0022085i,0.00022199+0.0018647i,0.00076995+0.0015421i,-0.00028883+0.00028677i,-0.0014827-0.00096012i,-0.0014035-0.0010719i,-0.001116-0.00085364i,-0.0013159-0.0006023i,-0.00068314-0.00076225i,0.00016834-1.2573e-05i,0.00010029+0.0013839i,-0.000485+0.0012898i,-8.0186e-05+0.00033731i,-5.1966e-05-0.00059721i,-0.00055597-0.00085457i,4.3649e-05-0.00011107i,7.1208e-05+0.00013938i,9.6573e-05+0.00030719i,0.0005929+0.00031234i,0.00038407-0.00063267i,2.7926e-05-0.00074952i
-0.0011558-0.00019423i,-0.0019849+4.4159e-06i,-0.0014092+0.00046519i,0.0002561-6.5102e-05i,0.0015758-0.00026543i,0.00088832-0.00039679i,-0.000298-0.00045131i,-0.0013322-0.00084535i,-0.0020893-0.0011786i,-0.00074159-0.0001226i,0.00072182+0.0010813i,0.00063003+0.00098982i,6.39e-05+0.00028437i,-0.00031706-0.00035837i,0.00021166-0.00065755i,0.00028681+5.6145e-05i,-0.00012564+0.0005384i,0.00079469-0.00017953i,0.00093549-1.8204e-05i,0.00041014+0.00016408i,0.00071327-0.00048241i,0.0012381-2.7647e-05i,0.00082401+0.0004599i
0.0022019+0.0009029i,0.00095703+0.0002811i,0.00014593+9.2169e-05i,-0.00034698+0.00033299i,-0.00074138-0.00021589i,-0.00075341-0.0015363i,-0.00016531-0.00097192i,-0.00032082-0.00013684i,-0.00064893+0.00038974i,-5.6256e-05+0.00027985i,0.0002524-5.4102e-05i,-0.00048273+0.00032153i,-9.5009e-05+0.0004432i,0.00070388+0.00043245i,2.0557e-05+0.00011949i,-0.0007333+0.00031431i,-0.00053094+0.00075559i,-0.00019016+0.00059762i,0.00015522+0.0008356i,0.00024637+0.0014027i,3.2249e-05+0.00096344i,-0.00070866+0.00031324i,-0.00084164-2.7321e-05i
-0.0007058+6.4887e-05i,1.4032e-05+0.0012974i,0.00025607+0.0029934i,0.00048193+0.0035189i,0.00051536+0.0020408i,0.00075586+0.00096289i,0.00094124+0.0006058i,8.9061e-05-0.00025635i,-0.00061291-0.00074765i,-0.00058786-0.00043203i,-0.00045551+0.00021858i,1.6413e-05+0.00094696i,0.00048452+0.0011426i,0.00040263+0.001143i,0.00019174+0.00083231i,0.00018572+0.00045164i,-8.2257e-05+0.00049739i,-1.2359e-05+0.00049064i,1.0257e-05+0.00045027i,0.00070959+0.00038833i,0.00094284+0.00057215i,6.6494e-05+0.00050756i,-0.00080479+0.00030438i
-0.00028489-0.0016059i,0.00016753-0.00090482i,-0.00026868-0.00047095i,3.4828e-05+0.0011327i,0.00065824+0.0018986i,0.0012835+0.00072596i,0.0013447-0.00061942i,0.00051691-0.001239i,-0.00057125-0.0010302i,-0.00073563-0.00059539i,-0.00016782-0.00034178i,0.00081579+0.00036892i,0.0010788+0.00031569i,0.0010933-0.00025866i,0.0006783+0.00024329i,-2.4411e-05+0.00057769i,5.9969e-05-0.0004642i,-0.0002643-0.0012079i,-0.00088085-0.00033484i,-0.00053782+3.9926e-05i,-0.00057401-0.00063928i,-0.0009309-0.00066916i,-0.00035063-8.9074e-05i
0.0011543-0.00057885i,0.00057065+0.00011456i,0.00052309+0.0004765i,-0.00020436+0.00036311i,-0.00094257+0.0002266i,-0.0008142+0.00045411i,-0.00072555-0.00035952i,-0.0014287-0.0010944i,-0.0021469-0.00076426i,-0.0018906-0.00019478i,-0.00089065-0.0002096i,0.00032141+5.4599e-05i,0.0009238+0.00013673i,0.00075933+0.00019367i,0.00021611+0.00038528i,0.00021749-0.00034699i,0.00075974-0.00086341i,0.00064629-0.00055327i,0.00012002-5.0905e-05i,0.00013723+0.00045533i,0.0009375+0.00066893i,0.00074671+0.00061017i,-0.00039959-0.00018575i
-0.00098263+7.4205e-05i,-0.001281+0.00072827i,-0.0013611+0.0024861i,2.8409e-06+0.0022686i,0.0011137+0.00030775i,0.0010949-0.0017144i,0.00059329-0.0015317i,-0.00087714-0.00056903i,-0.0011338-0.00078201i,0.00010948-0.0013672i,0.00075592-0.00096488i,0.00026264-0.00011068i,-0.0007176-0.00010125i,-0.00051569-0.00015118i,0.00026342-0.00027i,0.00015168-0.00062222i,-0.00050225-0.00050276i,-0.00034203+0.00023888i,0.00062803+6.0665e-05i,0.00089811-0.00055594i,0.0006632-0.00025326i,0.00015406+0.00044528i,-0.00056955+0.0003517i
0.00069472-0.0010416i,0.00025882+0.00065189i,-6.2222e-05+0.0011473i,-0.00056481+0.00027232i,-0.00073149-2.5573e-05i,-0.0011281+0.00065953i,-0.00088277+0.00056995i,-0.00057078-0.00012351i,-0.00092979-6.9331e-06i,-0.00074874+0.00090479i,-0.00031698+0.00011751i,-0.00032937-2.2619e-05i,-0.00027231+0.0011774i,0.00060834+0.00068906i,0.0014029+0.00069226i,0.0011261+0.00059597i,0.00094212+0.00011605i,0.0007194+8.4943e-05i,0.00067124-0.00016174i,0.00048025-0.00016024i,0.00028683+0.000133i,0.00015242+0.00042042i,-0.00022335+0.00030055i
-0.00072461+0.0011731i,-0.00091976+0.0015052i,-0.0013739+0.0022339i,-0.00050947+0.0018998i,0.00088512+0.00027504i,0.00043091-0.0014641i,-0.00058418-0.0014036i,-0.00076893-0.00050572i,-0.00041714-0.0002792i,-0.00060118-0.00037044i,-0.00061524-0.00067069i,9.9877e-06-0.00071296i,0.00066517+0.00015172i,0.0008637+0.00063239i,0.00058123-0.00021671i,4.2987e-05-0.00062605i,-0.00079304-6.7304e-05i,-0.00068991+0.00069126i,-5.0831e-05+0.00084488i,5.0534e-05+2.1294e-06i,-0.00037071-0.00072133i,-0.000362-0.001015i,0.00045662-0.00077315i
0.00015478-0.00023001i,-0.00042102+0.00043138i,-0.00023333+0.00016599i,-0.00044998+0.00023964i,-0.00035058+0.00028626i,0.00044023-0.00011124i,0.00085616-0.00036204i,-0.00026664-0.00075739i,-0.0013636-0.001234i,-0.0011112-0.00098694i,-0.0001703-0.00066114i,0.00057978-0.00029672i,0.0002518-0.00022333i,0.00018225-0.00062831i,0.00092355-0.00030293i,0.00043121+1.8973e-05i,0.00054044+0.00064803i,0.00039408+0.0010358i,-1.7339e-05+0.00016782i,0.00055677-0.00016877i,0.0011047-1.5478e-05i,0.0012056-0.00026844i,0.0014219-0.0008662i
-0.0001481+0.00025706i,-0.00042839-0.00017093i,-7.0535e-05+0.00091809i,0.00017365+0.0013072i,0.00031984+0.0011529i,-0.0004611+2.6979e-05i,-0.00069313-0.00091288i,-0.00039474-0.00073314i,-0.0001981-0.00073206i,-4.6534e-05-0.001219i,-5.5886e-05-0.0011686i,-0.00079081-0.00076386i,-0.0011754-0.00038045i,-0.0007908+0.00015122i,0.00036522+0.00047609i,0.00057609+0.00043261i,0.00052649+0.00056225i,0.0007917+0.00036228i,0.00048589-0.00018737i,0.0002795+2.8621e-05i,-3.8433e-05+0.00030621i,9.1938e-06-0.00014219i,0.00046271-0.00042108i
0.00058141+0.0029636i,0.00052424+0.0020825i,0.00078286+0.0010755i,0.0012735+0.00046773i,0.0014242-0.00013731i,0.0010449-0.00065926i,0.00057797-0.00064409i,0.00024812-0.00073775i,0.00031254-0.0011063i,0.00010802-0.00018914i,7.6496e-05+0.00079813i,-0.00016013+0.00010316i,-0.00012588-0.00070058i,0.00052423-0.00017636i,0.00012741+0.00031141i,-0.00034859+0.00050832i,-0.00029838+0.00064769i,5.3567e-05+0.00058248i,0.0011112+0.00027832i,0.00071169+0.0001604i,-0.00011757+0.00014574i,0.00030572+0.00020414i,0.00053078-0.00018273i
-0.0023781-0.0012344i,-0.0030787-0.0012448i,-0.0033311+0.00021131i,-0.0014944+0.0018059i,-0.0006295+0.0023784i,-0.0010191+0.00063744i,-0.0008188-0.0014112i,-0.00062481-0.0015076i,-0.00097575-0.00068905i,-0.0013241-0.00024811i,-0.0008319-0.00064359i,-0.00033657-0.00065774i,-0.00068209+3.0072e-05i,-0.0010592+0.00032075i,-0.00070071+0.00059828i,-0.00028718+0.00044277i,-0.00035681+0.0001919i,-0.00040994+0.00037529i,-0.0003573+0.00050873i,-0.00038378+0.00076285i,-0.00064672+0.00011394i,-0.00029506-0.00086563i,0.00082131-0.00056331i
0.0019747-0.00099206i,0.0013496-1.6503e-05i,0.00025695-0.00019213i,0.00077494+0.00058343i,0.0018615+0.0016621i,0.0022722+0.0012474i,0.0018893+8.044e-05i,0.00045605-0.00045603i,-0.00077047-0.00056022i,-0.0010344-0.00044606i,-8.508e-05-0.0007098i,0.00059361-0.00079594i,-0.00020123-0.00034774i,0.00012235-0.00061851i,0.0011947-0.0013627i,0.0015831-0.0010195i,0.00056079-0.00011403i,-5.7259e-05+0.00030682i,-0.00045627+0.000457i,-0.00046515+0.00077088i,0.00057048+0.0010082i,0.0011662+0.00098731i,0.0002792+0.0011083i
-0.00016018+0.0017322i,0.0011059+0.0021314i,0.003104+0.0025541i,0.0033395+0.0019279i,0.0029256-0.00015934i,0.001529-0.0012041i,-0.00030808-0.00085603i,-0.00068469-0.00066557i,-0.00067936-0.00036303i,-0.00025102-0.00055166i,0.00024293-0.00062965i,-9.0603e-06+0.00020551i,-0.00083442+0.00072368i,-0.00051541+0.00067999i,3.2513e-05+0.00026583i,-0.00034773+0.0001903i,-0.00061187+0.00036177i,-0.00063897+0.00014805i,9.1208e-05-5.6926e-05i,0.00095709+0.00013434i,0.00045267+0.00040977i,0.00026712+8.5207e-05i,0.0011171-0.00068595i
-0.00091839+0.00064514i,-0.0027428+0.00051009i,-0.0031327+0.0010255i,-0.0014945+0.0018044i,0.00081143+0.0010893i,0.0012688-5.1415e-05i,-0.00011037-0.00056778i,-0.00095253-0.00074465i,-0.00064086-0.00064537i,-0.00082133-0.00015404i,-0.0012829-9.3601e-05i,-0.00070938+0.00022742i,0.00013855+0.00042123i,0.00021041-8.8538e-05i,0.00036291-0.00048194i,0.00050054-0.0005472i,0.00027077-0.00045231i,0.00064013+0.00021796i,0.00041322+0.0010118i,-0.0001435+0.00020532i,-9.5058e-05-0.00016947i,0.00079319-0.00057254i,0.0010824-0.00079901i
0.0012192+0.00093093i,0.0013148+0.001251i,0.0013746+0.00098949i,0.0014285+0.00033831i,0.00054619-0.00032915i,0.0001619+5.9162e-05i,5.8945e-05+0.00078663i,-0.00074883+0.00049014i,-0.0010866-0.00024636i,-0.00087186-0.00072128i,-0.0010818+0.00014427i,-0.00030949+0.00081693i,0.00097595+0.00058777i,0.00069702-0.00013223i,-0.00016766-0.00071957i,-0.0002793-0.0006268i,-0.00030332-8.802e-05i,-0.00045353+0.00029067i,-0.00023794-0.00020361i,0.000565+7.909e-05i,0.00084178+0.0011899i,0.00041815+0.00070836i,0.00014644+4.4897e-05i
-0.0017875-0.00057495i,-0.00066525-0.00083527i,0.00084702+0.00025848i,0.0013954+0.00011347i,0.0017538-0.00043636i,0.0015947-0.00054121i,0.00072686-0.0013879i,0.00017952-0.0018697i,-0.00050105-0.00074451i,-0.001047-6.2992e-05i,-0.00038124+0.00022003i,-0.00039509+0.00058537i,-0.0010697+0.00033421i,-0.00083306-0.00093774i,-8.0839e-06-0.0015054i,0.00015354-0.00020131i,0.00023609+0.000361i,0.00082926-4.6236e-05i,0.00024335+0.00019666i,-0.00037023+2.2056e-05i,0.00010475-0.00028099i,0.00055537-1.0802e-05i,0.00010133+0.00046203i
0.00092614-0.00077727i,-0.00049308-0.00068354i,-0.00073885-1.392e-05i,0.00056379+0.001046i,0.00094013+0.0015155i,0.00051734+0.0010336i,-0.00034123-0.00052487i,-0.00059891-0.0013819i,-5.24e-05-0.0012126i,-0.00086271-0.00049457i,-0.00079979-0.0001119i,0.00026339+0.0002014i,0.00062449+0.00085155i,0.0011838+0.00057888i,0.0016681+0.00042673i,0.0016866+0.00096059i,0.00062306+0.00057974i,0.00042466+0.00076712i,0.00084742+0.00057276i,0.00055411+2.9118e-05i,0.00076307+0.00069041i,0.00076878+0.00082484i,-5.7705e-05+2.4062e-05i
-0.0011357+0.0013591i,-8.8119e-05+0.0017018i,0.001155+0.0033538i,0.002014+0.0039174i,0.0015434+0.0016859i,0.00094907-0.0001698i,0.00087506-0.0010422i,-0.00054372-0.001131i,-0.0015495-0.00085734i,-0.00084585-0.00042657i,-0.00040539+0.00025537i,-0.00091871+0.0007422i,-0.0007207+0.00027889i,-0.00023559+3.0118e-05i,0.00038944+0.00034865i,0.0003382+0.00054008i,-0.00024868+0.0001411i,-0.00013967-0.0001585i,-0.00023402+1.3762e-05i,-0.00040072+0.00042256i,-0.00013941+0.00049326i,-0.00019041+0.00073447i,0.00022734-5.9689e-06i
-0.0014795+0.00046272i,-0.0017423+0.00048471i,-0.00092855+0.00035233i,-0.00074532+0.00065037i,-0.000647+0.00037287i,0.00034647+9.4481e-05i,8.4179e-06-0.00015803i,-0.00076278-0.00053351i,-0.00088769-0.00073425i,-0.00092547-0.00019417i,-0.0010636+0.00050237i,-0.0010989+0.00066598i,-0.00054113+0.00080809i,-0.00037466-0.00018328i,0.00031496-0.00099865i,0.00076068-0.00063929i,0.00044082+0.0006023i,-0.00014158+0.00069891i,3.5314e-05-0.00010693i,0.00059222+0.00033942i,0.00056517+0.0009297i,0.00020058+0.00054434i,0.00033012+0.00038839i
0.0010542-0.0015618i,0.00045929+2.059e-06i,-0.00014853+0.00054895i,0.0010683+0.00040428i,0.0019028+0.00059021i,0.0015592+0.00063163i,0.00097436+0.00011375i,0.00028157-0.00068963i,-0.00058528-0.0005879i,-0.00091252+7.0874e-05i,-0.0012273+0.00043202i,-0.0011676+0.00010289i,-0.00012693+0.00016372i,0.00053931-0.00040209i,0.00054958-0.0010069i,0.00083338-0.0002751i,0.00056249+0.00020591i,0.00043717+0.00064359i,0.00078513+0.0014519i,0.00083004+0.00079836i,0.00080234+6.4665e-05i,0.00060462-0.00024121i,0.00052892-0.00053502i
0.00015083+0.0011617i,-7.5296e-06+0.00052082i,-0.00042594+0.00075784i,-0.0010233+0.00042459i,-0.00038048-0.00050048i,-0.00064684-0.00063236i,-0.0014741-0.0010449i,-0.0010764-0.00064566i,-0.00075367+0.00041585i,-0.00075698+0.00034505i,-0.0006045-0.00065263i,-0.00041486-0.0011489i,-0.00037636-0.0010273i,3.5603e-05-0.0002583i,0.00030697+0.00040914i,0.00026044+0.00083226i,-6.6804e-05+0.00065169i,-0.0003888+0.00011164i,-0.00033188+1.7752e-05i,-0.00034539+0.00033259i,0.00025744-1.8673e-06i,0.00056071-0.00023437i,0.00039036-0.00018659i
-0.0013709-0.00030369i,-0.0019334+0.0010488i,-0.00079517+0.0014962i,0.00071876+0.00149i,0.00045898+0.0011916i,-0.0001548+0.00066674i,-0.00055312-0.00046083i,-0.00076501-0.00072609i,-0.00058205-0.00050133i,-0.00076459-0.0004416i,-0.0011998-7.1417e-05i,-0.00078304+0.00020882i,-0.00038543+5.8012e-05i,-0.00033955-0.00045292i,-1.2216e-05-0.000341i,6.0928e-05-0.00037274i,0.00047221-0.000619i,0.001028-0.00047747i,0.00072316-0.00028385i,0.0006767-0.00014659i,0.00069939-1.6639e-05i,0.00083139-0.00030596i,0.00091439-0.00058399i
-0.00038003-0.00072988i,-0.0003472+1.3548e-05i,-0.00017533+0.0017713i,0.00045648+0.0030047i,0.00073894+0.0016364i,0.00089225-0.00023368i,0.00040327-0.00055829i,0.00013903-0.00060141i,-0.00016838-9.508e-05i,-0.00069847+0.00026714i,-0.00029618-0.00038771i,0.00073818-0.00047252i,0.0010142+0.00017763i,0.0002073+0.00043012i,0.00068118-6.0194e-05i,0.00045502+1.7157e-05i,-0.00091947-7.3368e-06i,-0.00093105-0.00044049i,-0.00042081-0.00031941i,8.3377e-05+0.00050166i,0.00078974+0.0013072i,0.0011066+0.0011836i,0.00047017+0.0011608i
0.00022257+0.0019624i,-0.00040585+2.1081e-05i,-4.7907e-05-0.00089939i,0.0011226-0.00057055i,0.00063453-0.00028207i,-0.00092819-0.00060108i,-0.0012853-0.00099445i,-0.00067906-0.00096114i,-0.0013273-0.00050279i,-0.0018391-0.00081718i,-0.00078126-0.0011209i,0.0001719-0.00019463i,0.00049259+0.00079997i,0.00021828+0.00029781i,-0.00022517-6.4003e-05i,-0.00055088-0.00039654i,-0.00059238-0.00080456i,0.00020251-0.00031051i,0.00089391+2.8361e-05i,0.00054592+0.00011964i,0.00051508+0.00037572i,0.0011777+0.00085223i,0.0010428+0.00047572i
-0.00027058-0.0011336i,-0.00076404-0.00017328i,-0.0012349+2.0691e-05i,-0.00088485+0.00063365i,0.00014965+0.00092888i,0.0014484+0.00052389i,0.0013381+0.00031481i,-3.3968e-05-0.00023231i,-0.00073867-0.00077987i,-0.00080333-0.00075038i,-0.00035223+0.00017929i,0.00078753+0.00081375i,0.00054063+0.0010506i,0.00045656+0.00089708i,0.00090397+0.00024698i,0.0010387-0.00055733i,0.00053046-0.00062525i,-0.00015278-0.00036113i,-5.95e-05-0.00015762i,0.00019297+0.00020201i,0.0005899+0.00036681i,0.00033164+0.00024393i,-0.00012133-0.00031057i
0.0015741+0.00021141i,0.0010624+0.001356i,0.00093424+0.0019807i,0.00098058+0.0015943i,6.2e-05+0.00041502i,-0.0010814+0.00014474i,-0.0014529-0.00057382i,-0.0013746-0.0009336i,-0.0014207-0.00022419i,-0.00063591+0.00028946i,-0.00046277+0.00018551i,-0.00081312+0.00063788i,-0.00065089+0.00080998i,-0.00015656+0.00045962i,0.0011667+0.00036638i,0.0012458+0.0006011i,0.00071054+2.5281e-06i,0.00076754+5.896e-05i,0.00030048+0.00075359i,-0.00017892+0.0011376i,0.00029942+0.0005843i,0.00072398-3.4014e-05i,0.00018432+0.00027452i
-0.00055423+0.0004002i,-0.00069949+0.00012958i,-0.00095332+0.00010946i,-2.2561e-05+0.00013776i,0.001255-0.00078578i,0.00072082-0.00096305i,-2.8642e-05-0.0010684i,-0.00041458-0.0012517i,-0.0014172-0.00069402i,-0.0016709+0.00023007i,-0.0011688+0.00049589i,-0.00055297+1.746e-05i,-0.00036037-0.0001211i,-0.00052885-0.00064974i,-0.00026428-0.00087032i,0.000229-0.00037572i,-0.00010707-0.00051013i,0.00017337+0.00030782i,-3.5877e-05+0.0012612i,-0.00047023+0.00090697i,-0.00056498+0.00028355i,-0.00017961+0.00014338i,0.00014366+4.793e-05i
-0.00011287+0.00046373i,-0.00090457+0.00070843i,-0.00080992+0.0020046i,-0.00040454+0.0019689i,0.00014811+0.00060841i,-1.6009e-05-0.00014312i,-0.00067574-0.00059899i,-0.00081507-0.00083765i,-2.6578e-05-0.001136i,0.0003432-0.00092565i,0.00026072-0.00045503i,0.0004108-0.00025805i,-8.1854e-05+0.00055736i,-0.00019112+0.00063619i,0.00017892-8.3504e-05i,0.00036411-0.00074639i,0.00080663-0.0013453i,0.00053528-0.00053135i,-0.00026751+0.00019104i,-0.00045697+0.00014759i,-0.00031544+0.00029916i,0.00023021-0.00056024i,0.00032544-0.00013712i
