-0.0022426+0.00069413i,-0.0024212+0.0014149i,-0.0014833+0.0013721i,-0.00076503+0.00031328i,-0.0016477+0.00059039i,-0.0023805+0.0010702i,-0.0016522+0.00054188i,0.00020412+0.00070511i,0.00051327+0.0011885i,-6.1445e-05+0.0002629i,7.3654e-05-0.00078344i,-0.00028865-0.00055352i,6.3588e-05-0.00031i,0.00091276-0.00023977i,0.0010698-2.3456e-05i,0.00076802+3.7073e-05i,3.4932e-05-0.00082962i,-0.00010086-0.0008991i,3.6276e-05-0.00016107i,-0.00052679-0.00015825i,-0.0006314-0.00071202i,-7.8774e-05-0.00042411i,0.00067886-0.00032624i
0.00038782-0.0010856i,-0.00016873-0.0004198i,0.00032823+0.00071657i,4.6861e-05+0.00044719i,-0.00071772-0.00031541i,-0.0012491-0.00010832i,-0.00086153+0.00081748i,-7.4258e-05+0.00072933i,0.0001354-0.00010978i,-3.2975e-05-0.00048292i,7.7019e-05-0.00037432i,-0.00054824-0.00027826i,-0.00056083-4.938e-05i,1.9909e-05+0.00018287i,0.00049743-0.00036927i,0.00071085-0.00064138i,0.0010494-0.00024729i,0.00091806+0.00039773i,-1.8039e-05+0.00030675i,-0.00042154-6.0346e-05i,-0.00040142-8.0512e-05i,0.00015738+0.00013735i,0.00082847-1.3797e-05i
-0.00023958+0.0011331i,-2.068e-05+0.000951i,0.00038767+0.00084919i,0.0006971+0.00032116i,0.00042367-0.00078062i,0.00043773-0.0010814i,0.0009639-0.00068714i,0.0018205-0.0010537i,0.0014557-0.00078816i,0.00033062-0.00065741i,8.3783e-05-2.276e-05i,0.00068639+0.0003047i,0.0008814-0.00032011i,0.0009039-0.00022588i,0.0011832+0.00046752i,0.0011161+0.00052882i,0.00039974+0.00018765i,-0.00028791+0.00031063i,-0.0010675+0.00027276i,-0.0007699+0.00013321i,8.7606e-05+0.00012092i,-0.00036095+7.719e-05i,-0.00048082+0.00028892i
-0.00029727+0.00081223i,0.00098303+0.0013343i,0.0015775+0.0021242i,0.0016738+0.0011242i,0.0018421-0.0006113i,0.0007784-0.0013131i,-0.00034596-0.0013686i,-0.00059016-0.00095778i,4.2499e-06-8.6731e-07i,0.00053969+0.00091513i,0.00023432+0.0013576i,9.0778e-05+0.0014183i,0.00054621+0.0007836i,0.00064622+0.00044232i,0.00026411+0.00066005i,0.00058104+0.00037433i,0.00062654-0.0001984i,-3.4042e-05-0.00020641i,-0.00012295-0.00028531i,3.9882e-05-6.4551e-05i,-0.00024542+0.00080141i,-0.00088994+0.00036815i,-0.00082125+7.7348e-05i
-0.0015512+4.0124e-05i,-0.0018158+0.00032646i,-0.0022866+0.0010403i,-0.0019912+0.0013474i,-0.00073436+0.00056855i,-0.00011891-0.00035963i,0.00041708-0.0011151i,0.00037421-0.0011655i,-0.00023353-0.00098851i,-0.00016938-0.0009784i,0.00011691-0.00075492i,-0.00043399-0.00060859i,-0.00061072-0.00045745i,-0.00017025-0.00016721i,-0.00011345-0.00024357i,0.0003435+4.0017e-05i,0.00068695+0.00010782i,0.00039177-0.00042091i,-0.00034797-0.00071234i,-0.00057372-0.00090719i,-0.00021173-0.00074237i,0.00032385-0.00030261i,0.00089702+4.4076e-05i
-0.00083265+0.00035524i,-0.00045438+0.0001135i,3.8819e-05+0.00033954i,0.00022297+2.9674e-05i,-0.00044166+0.00016318i,-0.00050983+0.00022409i,-0.00055419-0.0002778i,-0.00067524-0.00097327i,-0.00097607-0.0011899i,-0.00074214-0.00042679i,-0.0004658-0.00010467i,0.00010758-2.7589e-05i,0.001-0.00035622i,0.0005282-0.00057383i,0.00019743-0.00034059i,2.89e-05-0.0010025i,0.00024012-0.0013786i,0.00040964-0.00076641i,0.00024816-0.00095902i,-8.5911e-05-0.0013038i,-0.00097185-0.00083754i,-0.00093208-0.00052424i,-0.00052186-0.00054519i
0.0013048-0.0011239i,0.00076497-0.00059571i,0.0015519-0.00062189i,0.0013936-0.0012361i,-0.00033044-0.0014688i,-0.0014793-0.0010074i,-0.0004174+6.078e-05i,0.00090689+0.00039961i,0.00089917-8.0673e-05i,0.00041098-0.00016228i,-0.00029533-0.00044797i,-0.00071567-0.00075146i,-0.00067446+3.4701e-05i,-9.8629e-05+0.00047405i,0.00027442+5.821e-05i,0.00031561-0.00033612i,0.00036244-0.0005992i,0.00015013-0.0010039i,0.00025156-0.00076628i,-8.1241e-05+6.742e-05i,0.00022931-0.0002326i,0.00046003-0.00099792i,-4.0738e-05-0.00092533i
-0.0008416-0.00033125i,-0.00070854-5.8792e-05i,-0.0011763-0.00074829i,-0.00092968-0.001054i,-0.0002427-0.00076914i,-0.00032921-0.0002071i,0.00024619-0.00040322i,0.0011378-0.00087387i,0.0010505-0.00072827i,0.00057602-0.00039951i,-0.00045974+0.00050261i,-0.00091611+0.00070381i,0.00016678+1.4009e-05i,0.0007892-8.9775e-05i,0.00022617-5.4639e-05i,0.0002985-3.9842e-05i,0.00077681-4.1553e-05i,0.0008847-6.7635e-05i,0.0002861+0.00063801i,-9.8169e-05+0.00022408i,0.00055745-5.7688e-05i,0.00056099+0.00013268i,0.00018521-9.98e-05i
-0.00034339-0.00076564i,-0.00012559+0.00023965i,-0.0012813+7.7797e-05i,-0.0013667-0.00019057i,-0.00019939+2.5156e-05i,0.00056294+1.2065e-05i,0.00047828-0.00097673i,-0.00052175-0.001342i,-0.0010318-0.00069188i,-0.00062282-1.1165e-05i,-0.00016324+0.00020661i,0.00032453+0.00024695i,0.00064126-0.00026441i,0.00022594-0.000735i,-0.00020931-0.00039101i,-0.00032982-0.00078465i,-0.00029309-0.0011931i,-0.00015811-0.00053314i,-0.00011846-0.00024603i,-0.00035333-0.00040657i,3.1446e-05-0.00057753i,0.00085509-0.0004916i,0.0013563-0.00010367i
-0.0012336-0.0001526i,-0.0010634+0.0001617i,-0.00034533+0.00097611i,0.00097063+0.0010737i,0.0013593+0.00020901i,0.0014883-0.00079721i,0.0015184-0.0014386i,0.00060651-0.00084186i,-0.0001367-1.7642e-06i,-0.00086039+0.00090731i,-0.0010266+0.0010102i,-0.00019388+0.0004922i,0.00037401+0.00031323i,0.00022037-0.00011708i,0.00013272-0.00079995i,0.0003732-0.00061517i,0.0010132-0.00065032i,0.00094825-0.00030758i,0.00057952+2.9495e-05i,6.1645e-05+7.5703e-05i,-0.00036168-5.6869e-05i,-0.00014415+0.00011843i,0.00014078+0.00024948i
0.00041572+0.00026581i,0.0010709+0.0010084i,0.0018292+0.00045607i,0.0016659-0.0003324i,0.0012424-0.0006928i,0.00080379-0.0010902i,0.00037757-0.00080509i,0.00068886-0.00049978i,0.00066474-0.00011653i,-0.00010543-0.00017564i,-0.00083616-0.00083074i,-0.00081185-0.0014084i,-0.00029311-0.0011805i,0.0004367-0.00036185i,0.00082175+0.00046175i,0.0011304+0.00035269i,0.0014045+0.00019524i,0.00080233+0.00078464i,0.00023513+0.00056941i,-0.00019222-8.3708e-06i,-0.0010158+0.00021808i,-0.0015368+0.00011042i,-0.0013927-0.00041987i
0.0033914-0.00018891i,0.0029875-0.0012037i,0.0018207-0.0023563i,-4.128e-05-0.0020747i,-0.00070454-0.001066i,-0.00046272-0.00061827i,-0.00019017-0.00072496i,0.00010737-0.0013515i,0.00058138-0.0018611i,0.0002856-0.0023031i,0.00053953-0.0022302i,0.0009533-0.001044i,0.00017889-5.5911e-05i,-0.00026833+0.00028927i,-0.00011094+0.00044936i,0.00043008+0.00077932i,0.0013612+0.0007835i,0.0011047-5.4032e-05i,-4.276e-05-0.00068498i,-0.00035282-0.00057322i,-0.00026763+0.0001591i,-0.00044394+0.00047055i,-0.00028365+9.2382e-05i
0.0003495+1.2753e-05i,-0.00014152-0.00079775i,0.000721-0.0018117i,0.0016228-0.0023544i,0.00063253-0.0017415i,-0.00028961-0.00070023i,4.1076e-05-0.00048017i,0.00037743-0.00051205i,-1.5008e-05-0.00039562i,-0.00040822-0.00029316i,-0.00053587+0.00015327i,-0.00076144+0.00024605i,-0.00074419-0.00081457i,-0.00029379-0.0014889i,6.9106e-05-0.00069525i,0.000112+0.00022774i,0.00055119-0.00066868i,0.0007088-0.0012002i,-0.00051439-0.00028981i,-0.0011341-5.1273e-05i,-9.8616e-05+0.00025497i,-0.00010667+0.00068112i,7.2896e-05+0.00045267i
0.00080933+0.0009057i,0.0011493+0.00035542i,0.0018197+0.00019687i,0.0022502-0.00056815i,0.0017476-0.0008983i,0.00055392-0.00044874i,0.00023328+1.4699e-05i,0.00085604-0.00030379i,0.0012021-0.00034332i,0.00062039-0.00055929i,-0.0005168-0.00049599i,-0.00022329-5.5159e-05i,0.00037373-0.00040442i,-0.00010963-7.9319e-05i,0.00037249+0.00030697i,0.001086+0.00040559i,0.00091749+0.00026826i,0.00096676-7.238e-05i,0.00058364-0.00016878i,-8.6418e-06-8.712e-05i,-0.00011337+0.00021379i,-8.9155e-05+0.00064476i,0.00029659+0.00076018i
-0.00062532+0.0012085i,-0.00016613+0.0018149i,-0.00022632+0.0015821i,0.00040634+0.00098322i,0.0010297-0.0001542i,0.0017588-0.00064933i,0.0025079-0.00053147i,0.0016606-0.00028077i,0.00042138+0.00015544i,0.00024646+7.5138e-05i,0.00067675-0.00035011i,0.00022436-0.0011588i,-6.0284e-05-0.00070173i,0.00027327-5.6422e-05i,0.00052458+4.7676e-05i,0.00056461+0.00018948i,0.00052064+0.001366i,-7.8415e-05+0.0012112i,-0.0005824+2.3567e-05i,2.0468e-05+0.0001716i,0.00017007+0.00036516i,0.00030822-0.00040132i,0.0011153-0.0002195i
-0.0010347-0.00017977i,-0.0015085-0.00088735i,-0.0014394-0.0011251i,-0.0011215-0.00064337i,-0.001079+8.8838e-05i,-0.00027017+0.0011599i,0.00031884+0.0011849i,0.00087674+0.0001746i,0.00035867-0.00074692i,-0.00098596-0.0016128i,-0.00018171-0.0012457i,0.00070496-7.3762e-05i,0.00032427+0.00010475i,-9.7989e-06+8.844e-05i,-2.0865e-05-0.00028074i,0.00011977-0.00013999i,0.00012456+5.14e-05i,-0.00013003-0.00035021i,-0.00053528+0.000116i,-0.00017391+5.0164e-05i,-0.00019875-0.00064308i,-0.00070761-0.00054216i,-0.00052436+0.00022363i
-0.0017296-0.0013414i,-0.001686-0.0013084i,-9.0898e-05-0.0013335i,0.00013254-0.0008204i,4.8549e-05-0.00058484i,0.0007438-0.00083114i,0.0014702-0.0015022i,0.001175-0.0021796i,0.00093735-0.0017909i,-0.00042388-0.00084586i,-0.0013703-0.00043554i,-0.00053313-0.00041813i,-0.00025192-0.00018666i,0.00010742-0.0001503i,0.00073078-0.00029573i,0.00037935-0.0006159i,-0.00010629-0.00067705i,-0.00020028-0.00016545i,-0.00038192+0.00076854i,-0.00056926+0.0010602i,-0.00029218+0.0008796i,0.00025216+0.0010361i,0.00054418+0.00052949i
-0.0012263-0.0017244i,-0.0016076-0.00026554i,-0.00059771+0.0014122i,-0.00016929+0.0022053i,-0.00065473+0.0030249i,-0.00099844+0.0024285i,-0.0019309+0.0032649i,-0.0010901+0.0049221i,0.0001097+0.0050299i,0.00097833+0.0039129i,0.0021309+0.0018917i,0.0028618+0.00067114i,0.0032305+0.00021106i,0.0023393-0.00047909i,0.00031164-0.0015399i,-0.00050982-0.0018686i,-0.00022056-0.00065601i,5.5587e-05+0.00026813i,-0.000354-0.00047093i,-0.0010169-0.0004783i,-0.00049671+9.3569e-05i,-4.7734e-05+8.0874e-05i,-0.0001948-0.00023834i
0.0020484+0.00025177i,0.001417-0.00039318i,0.00097449-0.00081853i,0.00043801-0.00097952i,-0.00023632-0.0014057i,-0.00065892-0.00047251i,-0.0011197+0.00091381i,-0.00094016+0.0011877i,-0.00011462+0.00056098i,0.00052433+4.9188e-05i,0.00078737-0.00026804i,0.00072242-0.00014034i,0.0012961+0.00037704i,0.00092547+0.00029255i,0.00034428-0.00014383i,0.00017326-0.00058085i,0.00051328-0.00035618i,0.0010413+7.2625e-05i,0.00019467+0.00074269i,-0.0003418+0.0013529i,0.00024148+0.0008296i,0.00086706-0.00045654i,0.00023249-0.00092345i
-0.00067283+0.00014589i,-0.00049303+0.00064125i,0.0011919+0.0015817i,0.0018247+0.00045932i,0.00095414-0.00090286i,0.0003322-0.00074025i,0.00016355-0.00016677i,0.00032482+0.00047557i,0.00043365-0.00011117i,0.00062435-0.00054322i,0.00084056-0.00026722i,0.00040113+0.0004906i,8.1055e-05+0.0010127i,0.00010058+0.0011081i,0.00065364+0.00086145i,0.0013765+0.00029803i,0.0011461+0.00029713i,0.00019849+0.00012949i,-0.0003043-0.00015258i,-0.00043126-0.00027631i,-0.00021911-0.00023154i,0.00028076-0.00044086i,0.00029735-0.00052708i
0.00084581+0.00031613i,0.00099089+0.00079136i,0.00029718+0.0018035i,0.00025675+0.0010735i,0.00031875-0.00052524i,0.00041059-0.00076043i,0.001004-0.00028603i,0.0011049-0.00072634i,0.0010203-0.00054962i,0.00054963+0.00011437i,-1.8812e-05+0.00026599i,-0.0001979+0.00020219i,0.00051958+0.00035701i,0.0012409+0.0004671i,0.00083302-9.1756e-05i,0.000375-0.00017301i,6.6845e-05+0.00024423i,-0.00028645+0.00012694i,-0.00048864-0.00035094i,-0.00036988-0.00051252i,-0.00081973-0.00086646i,-0.00089833-0.0009326i,-0.00020786-1.2244e-05i
-0.00065455-0.0022754i,-0.0012892-0.0012542i,-0.0016035-0.00064673i,-0.00082353-0.00026802i,-0.00031294+0.00017809i,-0.00031328+0.00087682i,2.8275e-05+0.00098298i,2.3177e-05+0.00024557i,0.00021537+3.2433e-06i,0.00012494-0.00020762i,-0.00084875-0.0013091i,-0.00042322-0.0018173i,0.00077584-0.00085638i,0.0011087-0.0003308i,0.0010745-0.00053675i,0.00050517-0.0010563i,0.00024724-0.0013586i,-8.9492e-05-0.0004629i,-0.00013596-0.00030269i,0.00035602-0.00091095i,0.0005837-0.0011804i,2.8838e-05-0.00053295i,-0.0004862+0.00029078i
0.00070141+0.00023927i,0.00061776+0.00026666i,0.00043277-0.00010376i,-1.6155e-05-0.00023804i,0.00013101-0.00018806i,-0.00037952-0.00041063i,-0.00041641-0.00079961i,-0.00010891-0.00051829i,-0.00040137-0.00028278i,-0.00075444-0.00015548i,-0.00058884+0.00031307i,0.00030538+0.00041013i,0.00083927+0.00037651i,0.00071859+0.00057227i,0.00065262+0.00021993i,0.00059959-0.00046785i,0.00069016+3.2638e-05i,0.00017766+0.00012373i,-0.0002179-0.00044977i,2.7937e-05-0.00026458i,0.00036928+0.00047585i,0.00065977+0.00049601i,0.00049978+0.0001331i
0.0008328+0.00084404i,0.00064313+0.00059215i,0.00057094+0.0011367i,0.00089142+0.0004668i,0.0010344-0.00099154i,0.00084639-0.0016579i,0.00054459-0.0014392i,0.00030504-0.00098736i,0.00057289-0.0010599i,0.00054421-0.0010836i,0.00019513-7.1672e-05i,3.5223e-05+0.0010677i,0.00041389+0.0012624i,0.0009899-0.00011632i,0.0015431-0.00058319i,0.001504+0.00064464i,0.0005975+0.001416i,-0.00033974+0.00088807i,-0.00049188+8.7832e-05i,-8.9681e-06-0.00032958i,0.00021989-0.0010161i,-2.4005e-05-0.00047437i,-0.00050396+0.00050718i
0.0010787-0.00091514i,0.00059919-0.00073771i,0.00043382-0.00050304i,0.00074254-0.00062798i,-0.00034784-0.0013075i,-0.0005983-0.0013816i,9.5079e-05-0.00054224i,0.00073923-0.00045207i,0.00061458-0.00023468i,2.2469e-05+0.00023425i,-0.00084612-0.00027625i,-0.0013751-0.00072225i,-0.00055314-0.0004752i,0.00014081+5.725e-06i,0.00012031+0.00026524i,8.1756e-05+0.00040409i,0.0003726+0.00058242i,0.00035296+0.00055131i,-0.00020938-0.0001499i,0.00012888-0.0011227i,0.00067591-0.0015528i,0.00025514-0.0007468i,-0.0004262+0.00040417i
-0.001218-2.64e-05i,-0.002234+0.00033838i,-0.0021307+0.0007591i,-0.0016777+0.00062422i,-0.00030658-0.00022225i,0.00088894-0.00052938i,0.0010398-4.3242e-05i,0.00033102+5.9943e-05i,-0.00034598-0.00033511i,-0.0010789-0.00051812i,-0.00024155+0.000245i,0.00098869+0.00084835i,0.00082559+0.00056872i,0.0011604+2.3448e-06i,0.0016873-0.00044717i,0.0010995-0.00010528i,-8.3575e-05+0.00011131i,-1.4273e-05-9.2357e-05i,0.00067726-0.00037278i,9.8697e-06-0.00016392i,-0.00046323-0.00037057i,-0.00039688-0.00019512i,-0.00044142+0.00033962i
-0.00019628+0.0013163i,0.00040261+0.0011898i,0.00078023+0.00094318i,0.0020349+0.00016963i,0.0017724-0.00066708i,0.00025083-0.00076321i,-0.00082195-0.00063779i,-0.0010088-0.00080046i,-0.00061108-0.00012253i,-0.00032462+0.00044677i,0.00032284+0.00049278i,0.00090878+0.00049546i,0.00035915+0.00013423i,0.00016804+0.00040912i,-3.1651e-05+0.0012447i,0.00021803+0.00099361i,0.00023288+0.00023862i,0.00048443-0.00032726i,0.00044604-0.000961i,0.00025321-0.0006428i,0.00014464-9.9562e-06i,0.00024704-0.0004922i,4.4037e-05-0.00092152i
-0.0013817-0.00061616i,-0.00063412+3.1358e-05i,-0.0010248+0.0010887i,-0.001409+0.0015034i,-0.00052093+0.00085746i,0.00056835+0.00032187i,0.00090491+0.00019032i,0.0012838-0.00028154i,0.0012453-0.00019192i,0.0010683+0.00045013i,0.00085354+0.00041732i,0.00024568+0.0002649i,8.1889e-05+0.00022469i,0.00065455-0.00012079i,0.00075422-0.00083989i,0.00022129-0.00084494i,0.00043744-0.00024605i,0.00011321+0.00037045i,-0.00090855+0.0008343i,-0.00069313+0.00039665i,-0.00022526+0.00042314i,-4.0947e-05+0.00058731i,0.00040115+0.00029362i
0.00032969-0.00041885i,-0.00013404-0.00010924i,-0.00034594-0.0012028i,-0.0004699-0.0011247i,-0.00061825-0.0007026i,-0.0003549-0.00034187i,0.00066286-0.00015896i,0.00043749+0.00080548i,-0.0010974+0.00095296i,-0.0012918+0.00040388i,-0.00037667-0.00032207i,-0.00028703-0.0013809i,-0.00019135-0.00047748i,0.00077594+0.00078036i,0.0016338+0.00061821i,0.0014404+0.00044846i,0.00037486+0.00071947i,4.6139e-05+0.00051988i,0.00010004-0.0002674i,-0.00013691-0.00063661i,0.00028556-0.00010893i,0.00059607+0.00056479i,0.00045005-0.00017145i
-0.0013124+0.00066456i,-5.1675e-05-0.00023823i,-0.00025454-0.0013582i,-0.00084634-0.00060521i,-0.00055743-0.00011608i,0.00030444-0.00018336i,0.00078593-9.7685e-05i,0.00036322-0.00012477i,-0.00068377-0.00018144i,-0.00050262-0.00095335i,0.0006749-0.00097137i,0.0006156-9.44e-05i,-0.00014356+0.00040705i,-0.00011582+0.00062141i,0.00058263+0.0002775i,0.0010355-5.8371e-05i,0.0006664+0.00038352i,3.9104e-05+9.984e-05i,0.00027387-0.0002642i,0.00028606-0.00072206i,-5.0355e-05-0.00090453i,0.00034648-0.00033565i,0.0001787-0.0001331i
-0.00097297-0.00029912i,-0.00010466+0.00054334i,0.0011059+0.0013801i,0.0018029-0.00010514i,0.001315-0.00167i,9.1164e-05-0.0014191i,-0.00019456-0.00060461i,0.00043734-0.001106i,0.0018834-0.001238i,0.0020627-0.00063222i,0.0018222-0.00015193i,0.0012835+0.0010745i,0.00066892+0.0010287i,0.00091305+0.0003031i,0.0011516-0.0003848i,0.0010112-0.0008444i,0.00096291+0.00013302i,0.0006296+0.00055241i,0.00013221-0.00066075i,0.00021056-0.0011476i,0.00035019-9.3515e-05i,-2.3947e-05+0.00062069i,-0.00020158+0.00010323i
0.00043116-0.00073166i,-0.00024079-0.00026536i,-0.00057536+0.00055324i,-0.0010952+0.00068186i,-0.0010915+0.00026344i,0.00062854-0.00068906i,0.0022141-0.00062189i,0.0017355+0.00033607i,0.00095275+0.0010383i,0.00057555+0.00036489i,-0.00010946-8.9177e-05i,-0.00092939+0.00015523i,-0.00059279-8.89e-05i,-4.2726e-05-0.00033984i,0.00024215-0.00078659i,0.0004384-0.00056212i,-0.00031415-0.00028277i,-0.00023718-0.00031217i,0.00036218+0.00023754i,0.00031493+0.00050282i,-0.00043431+0.00017663i,-0.00038652-0.00042627i,-6.9386e-05-6.781e-05i
0.0001814+0.00079296i,0.0010128+0.00056104i,0.0016146-2.2154e-05i,0.002038-0.00069942i,0.00149-0.0017722i,0.0010029-0.0011814i,0.00071055-0.00019678i,0.00019916+0.0002265i,-0.00056959+0.00010682i,-0.0015551-0.00097801i,-0.0012525-0.0017754i,-9.8565e-05-0.0016216i,0.00089658-9.5471e-05i,0.0011402+0.00081336i,0.00029687+0.00041405i,-2.41e-05+0.0002967i,0.00038336+0.00049897i,0.0010226+5.3498e-05i,0.0006169-0.0003543i,-0.00015444-0.00070461i,-0.00059522-0.00096799i,-0.0004583-0.0014005i,-0.00023656-0.0010343i
0.0010894-0.00092248i,-0.0001994-0.00053566i,-0.00031152-0.00048082i,-0.00024716-0.0014615i,-0.00026826-0.0016221i,-0.00068222-0.00061093i,-0.00091402-0.0003661i,-0.00031666-0.00049048i,0.00042579-0.00013869i,0.0011714-0.00015066i,0.0009464-6.837e-06i,0.00010397+0.00035568i,0.00014319+0.00031869i,0.00058336+0.00029886i,0.00079133+0.00015487i,0.0013207-0.00034622i,0.0015914+0.00020429i,0.00048992+0.0006564i,-0.00029303-0.00034644i,-0.00077006-0.00024549i,-0.00084711+0.00057246i,-0.00019072+0.00051128i,-0.00016011+0.00022308i
-0.0001144+0.00026189i,0.00073001+0.00057264i,0.0012189-0.00059042i,0.0012415-0.0015087i,0.00054428-0.0018081i,-2.6316e-05-0.0012198i,5.3889e-05-0.00066706i,0.00041173-0.00015156i,0.00050547+0.00051746i,0.00037761+0.00030887i,-0.00048876+6.7051e-05i,-0.00028246+0.00013708i,-0.00014689+0.0001177i,-0.00031951-0.00071702i,1.4733e-05-0.00080938i,0.00042663-0.0003749i,0.0010819-0.00048856i,0.00093085-0.0002448i,-7.9196e-05-0.00019139i,-0.001243-0.00020731i,-0.0011744-0.00041819i,-0.00012803-0.00068328i,0.0004544-0.00020747i
0.0018045-0.0019008i,0.0010117-0.0013954i,0.00025512-0.0016312i,-0.00029635-0.0019376i,0.00038289-0.0013696i,0.0004542-4.2228e-05i,0.0004778+0.00013758i,0.0010479+0.00053487i,-8.544e-05+0.0014073i,-0.0013359+0.00082049i,-0.0011606-1.9946e-05i,1.0484e-05-0.00013959i,0.0010571+3.3182e-05i,0.00087232+0.00010747i,0.00055625+0.00059123i,0.00044675+0.0010002i,0.00081602+0.00029466i,0.00082886-0.00041113i,0.000354-0.00054337i,8.1994e-05-0.00045274i,-0.00032424+0.00022165i,-0.00047261+0.00021074i,-0.00025091+0.00023163i
-0.0019413+0.00011652i,-0.0021036+0.0010941i,-0.0024565+0.0021036i,-0.00067809+0.0019024i,0.0011183+0.0012364i,0.0015628+0.00063092i,0.00092674+0.00083935i,-0.00068255+0.00087511i,-0.0013223+0.00052977i,-2.3411e-05+0.0001632i,0.00046878-7.1101e-05i,-3.6034e-05-0.00058943i,0.00058624-0.00094314i,0.00099407-8.3087e-05i,0.00069843+0.00084447i,0.00070671+0.00049918i,0.00063614-0.00070167i,0.00035264-0.0010033i,0.00011232-0.00083333i,-0.00071619-0.00010956i,-0.0012836+0.00032904i,-0.00045733-0.00029418i,-7.2356e-05-0.00070736i
-0.00029425-0.00098703i,-0.00013281-0.00045475i,0.0010306-0.00040993i,0.0013825-0.001767i,0.00039317-0.0018626i,1.2912e-05-0.0015064i,0.0011161-0.0019133i,0.0018144-0.0014826i,0.0015256-0.00084809i,0.0011079-0.0006279i,0.00017934-0.00083678i,0.0001278-0.0013016i,0.00026454-0.00074056i,2.7562e-05+0.00019764i,7.6332e-05-0.0001637i,-0.00016574-0.00042179i,0.0001595+4.7741e-05i,0.00022466+0.00011187i,-0.00016915-0.001119i,-0.0001623-0.0016512i,-0.0001394-0.0010219i,-0.00060226-0.00064465i,-0.00013313-0.00051655i
0.00072646+0.00085094i,0.0010056+0.00048558i,0.0011225+0.0004451i,0.00085958+0.00033973i,0.00059383-0.0010905i,0.00077309-0.0019814i,0.0014012-0.0011478i,0.0018763+0.00050704i,0.0011585+0.0013326i,0.00092024+0.0014995i,0.0011218+0.00088591i,0.00055981-0.00028587i,0.00050725-0.00086834i,-0.0001035-0.00049637i,-4.1721e-05-0.00071446i,0.0012774-0.00081149i,0.00093752-0.00020005i,4.705e-06-0.00032911i,0.00020601-0.00080586i,0.00077252-0.00052767i,0.0001927-0.00018642i,-0.00029696-0.00025985i,0.00028462-0.00026293i
-0.0002149+0.0013749i,0.0010401+0.00095422i,0.0017815+0.00085272i,0.0016747-0.00071327i,0.00075409-0.0016598i,-0.0002291-0.00035928i,-0.0011569+0.0011592i,-0.0014614+0.00082591i,-0.00080361+0.00055071i,-0.0001465-9.9821e-06i,-0.0006623-0.00060214i,-0.0012184-0.00041189i,-0.00067977+0.0004489i,0.00030446+0.000351i,0.00086792+0.000391i,0.0007105+0.00025292i,0.0006159+0.00014266i,0.00068938+9.187e-05i,0.00033391-0.0005385i,-6.2006e-05-0.00086424i,0.00017043-0.00081552i,0.00061467-7.1235e-05i,0.00065342+0.00073868i
0.0022913-0.0016561i,0.0022726-0.00098535i,0.0026673-0.001026i,0.001453-0.0012936i,0.00043399-0.0014894i,0.0010723-0.0012742i,0.0014133-0.00088867i,0.00055104-0.0010628i,0.0003732-0.0014957i,3.66e-05-0.0014573i,-0.0006925-0.0014309i,-0.0005786-0.0011462i,-0.00022267+0.00025584i,-0.00014029+0.0011773i,-0.00015293+0.0010958i,0.00030151+0.00065729i,0.00032729+0.00024763i,0.00027831-0.00019554i,0.00022499-0.0003702i,-0.00054106-4.8516e-05i,-0.00041445-0.00019502i,-0.00023725-0.0002823i,-5.9182e-06+0.00018109i
0.00037605-0.00082943i,0.00034931-0.0011168i,0.00023969-0.00096987i,-9.1446e-05-0.0012266i,-0.00031686-0.0016117i,4.7265e-06-0.0009886i,1.1228e-06-0.00010053i,0.0013522+0.00059309i,0.002372+0.00051017i,0.0015108-0.00037169i,0.0011812+7.0722e-05i,0.00074087+0.00056644i,0.00047052+0.00030463i,0.00082651+0.00034836i,0.00059008+0.00045991i,1.7784e-05+0.0004756i,0.00015913+0.00030832i,0.00034404+0.00057322i,0.00036057+0.00089013i,-7.8133e-05+0.00052179i,3.2532e-05-0.00068173i,0.00068359-0.0012908i,6.9511e-05-0.00035497i
-0.0020073+0.00086813i,-0.0019092+0.0016658i,-0.00065418+0.0017817i,0.00037627+0.0012635i,0.00062666-0.00013139i,0.00049393-0.00089579i,-6.2443e-06-0.0010955i,-0.00024505-0.00029301i,-0.00072293+0.0011412i,-0.0012679+0.0013566i,-0.0016142+0.0013598i,-0.0013135+0.001255i,-3.2921e-05+0.00052395i,0.0013124+0.00039606i,0.0016727+6.4072e-05i,0.0015458-0.00010753i,0.0017352+0.00038992i,0.00092878+0.00052019i,0.00040066+0.00030645i,0.00071003+0.00017226i,0.00031217+0.00028657i,-0.00047742-0.00047231i,-0.00058155-0.00027929i
-0.0014618+0.00081214i,-0.0004306+0.0019842i,0.00085783+0.002759i,0.001094+0.0014606i,0.00085366-0.001354i,0.00058443-0.0016403i,-0.0001682-0.00033821i,-0.00063971-0.00032831i,-0.00085458-0.00080553i,-0.00054368-0.00050075i,-4.8882e-05-0.00046158i,0.00031145-0.00070401i,0.0004792+7.5612e-05i,0.00094828+0.00032388i,0.001286+0.00084344i,0.00088161+0.00080668i,0.00039841+0.00039171i,0.0001384+0.00032214i,0.00013142+0.00012586i,-0.00071102+0.00012171i,-0.0014643+0.00069762i,-0.00093451-6.4547e-05i,-0.000338-0.0010928i
