0.0015562+0.00046382i,0.0026363-0.00080411i,0.0013621-0.0018086i,-0.00061833-0.0015953i,-0.0014535-0.00073826i,-0.0020858+0.00069012i,-0.0016145+0.0018693i,-0.00040434+0.0024012i,0.0012347+0.00087957i,0.0018995-0.0014671i,0.001176-0.001669i,0.00014664-0.00057053i,-0.00040774-0.00025445i,-0.00064961-0.00014957i,-0.00047163-2.6662e-05i,-0.00040705+0.0003456i,-0.00058433+0.0001949i,-0.0002702-0.00011851i,0.00089553+0.0006243i,0.0015464+0.0010536i,-6.2059e-05+0.0010831i,-0.001285+0.0002522i,-0.00055953+9.6433e-05i
9.7097e-05-0.0025825i,-0.0028451-0.0022524i,-0.0020692-0.0026254i,-0.00050126-0.0013403i,-0.00056853+0.00035519i,-0.0010139+0.0011367i,-0.00052387+0.00081435i,0.00011809-0.00019679i,0.00058028-0.00044403i,0.0010505-0.00043165i,0.00046714-2.0527e-05i,-0.00014885+0.00080564i,-0.00023852+0.00058398i,-0.0010422+0.0002418i,-0.0015224+0.00024721i,-0.00079705+0.00022898i,-9.1838e-05-0.00019606i,0.0003623-2.2812e-05i,0.00025548+0.00052769i,-0.00029049+0.00095032i,-0.00016281+0.00054005i,0.00024907-0.00031587i,0.00065813-0.00042439i
0.0019383-0.00079945i,0.0008702+0.00026119i,0.00035352+6.3241e-06i,0.00078423-0.0019892i,0.0007685-0.0021406i,0.00014934-0.0012151i,-0.00047568-0.00077259i,-0.00027926-0.00065641i,0.00047772-0.00069875i,0.00019512-0.0001671i,-0.00014713+0.00048536i,0.00044716+8.8123e-05i,0.00058263-0.00076882i,-0.0001684-0.00068646i,-0.00036899-0.00050712i,-0.00038404-0.00053571i,-0.00041003-0.00065696i,-0.00022373-0.00034655i,-0.00045234-0.00027108i,-0.00045629-0.00076571i,-0.00053286-0.00023311i,-0.00027765-0.00010399i,0.00045884-0.00015715i
0.0022417+0.00055565i,0.002298-0.00084388i,0.001622-0.0012525i,0.00091186-0.00062332i,0.00016951+0.00077878i,-0.00048978+0.0011797i,-1.9546e-05+0.0016331i,0.00064738+0.001551i,0.0011474-0.00021023i,0.0012285-0.0011607i,0.00064864-0.00053851i,-0.00016939-1.3361e-05i,-0.00050837+3.7891e-05i,-0.00053505+0.00060129i,-0.00023759+0.00094052i,0.00034468+0.00086604i,0.00087758-0.00032398i,0.00060844-0.0011634i,-5.0865e-05-0.00026965i,8.7395e-05+0.00071044i,0.00037678+0.00056592i,0.00038132-0.0003861i,0.00041268-0.00056241i
-0.0020173+0.00060927i,-0.0022677+0.0010388i,-0.0024107+0.0009803i,-0.0018164+0.00074032i,-0.00062973+0.0011083i,-0.00029509+0.0010123i,-0.00016962+0.00037135i,0.00029051+0.00016552i,0.00032554+0.00063239i,-0.00025648+0.0011619i,-0.00042267+0.0012885i,-0.00074337+0.00055666i,-0.00064161-0.00049494i,-0.0002197+8.4892e-05i,0.00014547+0.00079743i,-1.2716e-05+0.00045428i,-0.00049461+1.8578e-05i,-0.00073251-7.6497e-05i,-0.00063944+0.00031906i,-0.00024345+0.00043362i,-9.1463e-05-0.00046147i,0.00026807-0.00058886i,0.00012921-5.1056e-05i
0.00054082+0.00082002i,0.00089471+0.0011747i,0.00086674+0.00090579i,0.0007171+0.00085045i,0.00086885+0.00097705i,0.00027709+0.00094302i,-7.357e-05+0.00049945i,0.00029224+0.00025083i,0.00079088-0.00024355i,0.00037688-0.00061618i,-5.6665e-05-0.00035812i,0.00047588-0.00012647i,0.00074068-0.00022263i,-4.0346e-05-1.5258e-05i,-0.00092139+1.2069e-05i,-0.00043742+0.00031734i,0.00070625+0.00027964i,0.0008171+0.00064169i,0.00012749+0.0011072i,-6.319e-05+0.00066654i,0.00039626+0.00033597i,0.00046418-7.2779e-05i,-0.00013911-0.0006475i
0.00012717-0.001095i,-0.00092948-0.0018692i,-0.00040538-0.0012376i,-0.00078236-0.00047061i,-0.0010568-0.00014414i,-0.00051272+0.00010948i,0.00041029+0.00039625i,0.00067592+0.00050139i,0.00028964+0.00030544i,-0.00026572+0.0003722i,-0.00037208+0.00051234i,0.00013738+0.00021344i,0.00020246-0.00037957i,-0.000421-0.0005695i,-0.00022872-0.00044865i,0.00084973-0.00057243i,0.00029022-3.9366e-05i,-0.00030474-0.00053427i,-3.6742e-05-0.00079993i,-0.00034118+7.2602e-05i,-0.00063918+0.00015744i,-0.00018812+7.3346e-05i,0.00032101-6.2146e-05i
0.00084585+0.00031143i,0.0013057-0.0003728i,0.00088428-0.00079399i,0.00058881-0.001807i,0.00053503-0.0017037i,-0.0003256-0.0004286i,-0.00096772+0.00011925i,-0.00056438+0.0004855i,0.00041017-5.2565e-05i,0.00012128-0.0013275i,-0.0009507-0.0015039i,-0.00077056-0.00082984i,0.00016947-0.00037242i,-0.00011025+0.00032627i,-0.00071005+0.0010347i,-0.00043088+0.00071815i,8.2469e-05+0.00045015i,-0.00063358+0.00082637i,-0.00064783+4.6323e-05i,0.00041919+0.00013462i,0.0007158+0.00038477i,0.00023366+0.00070283i,-6.5029e-05+0.0003912i
0.00090223-0.00093316i,0.00017054-0.00183i,-0.00070655-0.0017417i,0.00022511-0.0012888i,0.00070325-0.00039762i,3.8999e-05-0.00010805i,-0.00015022-2.6821e-05i,-0.00036572+0.00055504i,-0.00027212-6.4416e-05i,0.00044828-0.00029917i,0.00096163+0.0005331i,0.0011909+0.00043926i,0.00082809-4.389e-05i,0.00056867-5.6961e-06i,0.00058063-0.00035364i,-0.00011214-0.00060974i,-0.0010287-0.00071301i,-0.00059142-0.00060818i,0.00028875-0.00064876i,0.00066443-0.00076012i,0.00049889-0.00093071i,9.1071e-05-0.00055066i,0.00012598+0.00014188i
5.9794e-05+0.0023867i,0.0015322+0.0010216i,0.0019803+0.00035313i,0.0016667-0.00017896i,0.0010294-0.00088019i,0.00020755-0.00081675i,1.2286e-05-6.066e-06i,0.00047262+0.00010268i,0.0009244-2.9319e-05i,0.00048481+0.00032888i,3.0251e-05-2.2764e-05i,-5.7283e-05-0.00055938i,-0.00020974-0.00050912i,-0.00017643-0.0012169i,-0.00019375-0.0010578i,-0.00089438-0.00012324i,-0.00071429+0.00037915i,-0.00028919+2.0522e-05i,-3.6075e-05+3.4257e-06i,-3.0295e-06+0.00058763i,4.2161e-05+0.00033359i,-0.00013377+0.00074481i,0.00026702+0.00074298i
0.0011197-0.00026442i,0.000732-0.0010975i,-0.00011257-0.0015499i,-0.00013126+0.00054817i,-0.0005579+0.0014499i,-0.00081434+0.00085617i,-0.00057155+0.00063474i,-0.00056781+0.00059342i,-0.00068864+0.00083801i,-0.00072371+0.00070725i,-0.00015812+1.5366e-05i,3.259e-05-0.00019801i,-0.00056382-0.00053401i,-0.00034369-0.0011929i,-0.00018504-0.00071925i,-0.00028928-0.00012324i,-0.00043879-0.00061712i,-0.0008202-0.00033715i,-0.00031668+0.00075738i,0.0001887+0.00055641i,0.00028935-0.0001402i,0.00036336+9.3605e-05i,0.00045162-4.6351e-06i
-0.003635+0.00014106i,-0.0032189+0.0012659i,-0.0027056+0.0023269i,-0.0014035+0.0019842i,0.0007731+0.0010294i,0.0014787+0.001058i,0.00056322+0.0014192i,-0.00019728+0.0010648i,-0.00026863+0.00084969i,-9.2939e-05+0.00046225i,0.00026805+1.5359e-05i,0.00087039-0.0005174i,0.00058911-0.00073156i,-2.0664e-05-0.00062542i,2.4284e-05-0.00051819i,9.1586e-05-0.00040331i,0.00020285-0.00053302i,-0.00052129-0.00052732i,-0.0012475-0.00016465i,-0.0011572+0.0007363i,-0.0010999+0.00056048i,-0.00019165-0.0005807i,0.00049394-0.00067377i
0.003429-0.0016856i,0.0028561-0.0022013i,0.0009281-0.002934i,-0.0014513-0.0023266i,-0.0019106-0.001513i,-0.001172-0.00035849i,-0.00093881-6.6717e-05i,-0.00042455-0.00041972i,4.2959e-05-0.00039036i,-0.00027015-0.0008038i,-0.00073612-0.0007481i,7.4827e-05-4.86e-06i,0.00043342+0.00027716i,4.0953e-05-0.00043763i,-0.0001595+0.0001523i,0.00046201+0.00089936i,0.00093754+0.00050054i,0.00082182-0.00031697i,0.0005176-0.00095886i,0.00037635-0.00093089i,3.9824e-05-0.00022923i,-7.7227e-05+0.0010569i,0.00011972+0.00097064i
-0.00084862-0.00054247i,-0.00039601-0.00041426i,0.00017562+0.00076409i,0.00087724+0.0018193i,0.001608+0.0010114i,0.0016506-0.0002647i,0.0011944-0.00015978i,0.00060056-5.6609e-05i,0.00013991-0.00010988i,-0.000301+0.00012129i,-0.00030912+7.2537e-05i,-0.00032416-0.00053266i,-0.0001816-0.00051097i,6.3184e-05-0.00052022i,-1.5268e-05-0.00030622i,-0.0002301-0.0003794i,-0.00050089-0.00041469i,-0.00068535-0.0008127i,-0.00034982-0.0011583i,0.00027841-0.00012042i,8.2504e-05+0.00012442i,-0.00054806-0.00071582i,-0.00062764-0.00069374i
0.0015687+0.00060723i,0.00086213+0.00014673i,-0.0013183-0.0016347i,-0.0022602-0.001952i,-0.002209-0.0011764i,-0.0018161-0.00026061i,-0.0018197+0.00095022i,-0.00092639+0.00050125i,0.00039349-0.0010591i,0.0010944-0.0014197i,0.0010722-0.00067652i,0.00050359-0.00038706i,4.649e-05+0.00017123i,-2.3023e-05+0.00087048i,9.6177e-06+0.00044459i,0.00042517+0.00013443i,0.00031457-8.5209e-05i,-9.9137e-05-0.00011142i,-0.00029634+0.0001966i,-0.00076083+0.00021833i,-0.00081008+0.00093674i,-0.00053161+0.00074805i,-0.001143+0.00024382i
-0.0009066-0.00062008i,-0.00088388-0.00095233i,-0.0020538-0.00071889i,-0.0016066-0.00070914i,-0.00072789-0.00034773i,-2.4147e-05+0.00042711i,0.00037723+0.00067496i,0.00039728+0.00019373i,0.00055016-0.00049806i,-2.2732e-05-0.00072566i,-0.00035377-0.00017587i,0.00015725+8.9052e-05i,0.00056796-0.00025464i,0.00029715-0.00071798i,0.00033704-0.00040523i,3.1135e-05+0.000359i,-0.00081988+0.0001055i,-0.00030763+2.6776e-05i,0.00081062+1.0548e-05i,0.0011621+0.00033817i,0.0010192+0.00071252i,0.00014599-8.892e-05i,-0.00044229-0.0007001i
-0.0022896-0.001345i,-0.0013988-0.00099472i,-0.0008708+2.7582e-05i,-6.9526e-05+0.0005215i,-8.1955e-05+0.00031669i,-0.00055773-3.8235e-06i,-0.00010541-0.00049298i,0.00010921-0.0002026i,0.00011582-0.00015361i,0.00074757-0.00012677i,0.0006802+0.00030185i,0.00022779+0.00067189i,0.00046447+0.00012249i,1.7479e-05-0.00052529i,-0.00083619-0.00083171i,-0.0011526-0.0010892i,-0.00072984-0.00016077i,-4.8363e-05+0.00037755i,-2.419e-05+0.0004017i,0.00053148+0.00078279i,0.0011933+0.00014887i,0.0012318+7.0727e-06i,0.0009878+0.00040756i
0.002313-0.0025338i,0.00040301-0.0024039i,-0.0017273-0.0014916i,-0.0024734-0.00068156i,-0.0022585-0.00017757i,-0.00094698+0.0009625i,-0.00017165+0.0011827i,9.2801e-05+0.00071528i,0.00030257+0.00029561i,-8.1424e-05-0.00011227i,-3.2788e-05-0.00027067i,0.00037112+8.4386e-05i,-0.00017883+3.1063e-05i,-0.00049741-0.0001536i,0.00088243-0.00015541i,0.0013024-0.00030528i,0.00033258-0.00066627i,-0.0007171-0.00088649i,-0.0012266-0.00057701i,-0.00033942-1.4691e-06i,0.00030636+0.00016634i,0.00060238-1.4665e-05i,0.00025817-0.00011615i
-4.7544e-05+0.0026247i,0.00083302+0.0021569i,0.0017388+0.0015707i,0.0021437+0.0012025i,0.0015926+0.00083956i,0.0010047-0.00054531i,0.00010663+0.00018351i,-0.00047704+0.00075463i,6.3983e-05+0.00012585i,0.00027702+0.00030171i,-3.0623e-05+0.00058281i,3.7406e-05+0.00064086i,-2.2858e-05-0.00031387i,0.0002221-0.0012552i,-0.00026651-0.00090607i,-0.00078157-0.00078805i,7.1462e-05-0.00058837i,0.00047681+0.0003648i,9.2891e-05+0.00064487i,1.7501e-05-9.6176e-05i,0.00027823-0.0002213i,-4.7395e-05+0.00011477i,-0.0010294+0.000476i
-0.0033407-0.0010667i,-0.0035781-0.00021807i,-0.0027659+0.00012977i,-0.0014796+0.00080594i,0.00010606+0.0015217i,0.00044915+0.0010793i,0.00017576+0.00079312i,0.0004947+0.00041754i,0.00013366-0.00010359i,0.00015999-9.8771e-05i,0.00070873-4.5342e-06i,0.0009423-0.00049586i,0.00059401-0.00079002i,-0.00016853-0.00044737i,-0.0010082-0.00094943i,-0.00084169-0.0012294i,0.00049193-0.00093055i,0.00087323-0.00065374i,0.00012608-0.00034286i,6.6971e-05-0.00045785i,0.00058795-0.00062269i,0.00058882-0.00044473i,0.00022709-6.0214e-05i
-0.00090061-0.0018612i,-0.0018962-0.00092925i,-0.0022456+0.00038765i,-0.0013054+0.00052357i,-0.00019463+0.00048169i,0.00024216+0.00058886i,-0.00070451+0.00049705i,-0.00093971+0.0009612i,0.00034163+0.0012843i,0.00077072+0.00087217i,0.00037746+0.00045195i,0.00069598-0.00042815i,0.00070435-0.0010031i,0.00026774-0.0010268i,0.00077249-0.00045051i,0.001286-0.00013188i,0.0015665-0.00042049i,0.001094-8.7494e-05i,0.00061688-3.0735e-05i,0.00027869-0.0001789i,-0.00040623+1.763e-05i,-0.00040826+0.00023352i,0.00035297+0.00029826i
0.0017201-0.00069419i,0.0019661-0.0015487i,0.0014684-0.00080235i,0.00041774-0.00058428i,0.0001749-0.001059i,0.00019727-0.00060758i,-4.9649e-05+4.5026e-05i,-0.00042116+0.00026573i,1.2569e-05-0.00050795i,0.00055164-0.0011331i,0.00071926-0.0012958i,0.0011259-0.00093438i,0.00077756-0.00058892i,0.0002918-0.0010604i,-0.00058878-0.00084133i,-0.0014147+0.00039786i,-0.00070284+0.0013815i,0.00021913+0.0014867i,0.00069018+0.00069931i,0.00091956+0.00029489i,0.00042688+0.00042589i,0.00099404+0.00041881i,0.0013246+0.0001518i
0.0014945+0.00071979i,0.0011631+0.0009418i,4.5507e-05+0.00016925i,-0.00043384-0.0004526i,0.00019677-0.00062887i,6.1657e-05-0.00023678i,-0.0007102+0.00032013i,-0.00019171+0.00047652i,0.00094931+0.00044437i,0.00071758+0.00047808i,-5.2671e-05+0.00019557i,2.3685e-05-0.00037534i,0.00046701-0.00042336i,0.00053593-0.00026929i,0.00050918-0.00028634i,0.00061371-0.00052935i,0.00057057-0.0003979i,0.00068152-0.00023038i,0.00014643+0.00043999i,-0.00096843+0.0010224i,-0.00083457+0.00064376i,0.0002942+0.00011485i,0.00089866-8.2165e-05i
-0.00023807+0.0027914i,-0.00044179+0.0019087i,5.7679e-05+0.0020556i,0.001053+0.0018895i,0.001511+0.001524i,0.00010046+0.001189i,-0.00081625+0.00083694i,-0.00050424+0.00056224i,0.00016638+0.00037343i,0.00037588+0.00036717i,0.00035979+0.00022079i,-0.00048862-0.00029506i,-0.0011124-0.00082175i,-0.00078372-0.00045656i,-0.00042373+0.00049178i,-0.00044464+0.00072969i,-0.00063753+0.0004191i,-0.00062337+0.00040772i,0.00010697+0.00043085i,-0.00014748-0.0002039i,-0.00038642+3.6927e-05i,1.1112e-05+0.00057907i,0.00027485+0.00061379i
-0.0014547-0.0013614i,-0.0016159-0.00016696i,-0.0020178+0.00065363i,-0.0019414+0.0012333i,-0.0010263+0.0012986i,0.00071286+0.0010121i,0.00075558+0.00048907i,0.00030338-3.4386e-05i,0.0004435+0.00017285i,0.00042868+0.00020813i,-0.00031521-0.00033391i,-0.00096485-0.00049085i,-0.0005983+0.00028247i,-0.00015831+0.0005983i,6.6583e-06+0.00036797i,-5.7206e-05+0.00041979i,-0.00052972-2.6991e-05i,-0.00017944-0.00059152i,0.00022388-0.00031818i,-4.0704e-05+0.00031353i,-0.00044853-0.00016028i,-0.0002531-0.00065469i,0.00049555-0.00016791i
0.0013912+0.00060501i,0.0024605+0.0005877i,0.001988+0.0008462i,0.00095606+0.0013246i,0.0001489+0.0012085i,-0.00017337+0.00037861i,0.00049723+0.00079468i,0.0007417+0.0014817i,7.8684e-05+0.0010941i,0.00034662-4.4303e-05i,0.0013841-0.00079965i,0.0014761-0.0014849i,0.00055326-0.0020493i,-0.00025395-0.0012359i,-6.1573e-05-0.00022046i,-0.00010328+8.6728e-05i,0.00044934+0.00036013i,0.00049873+0.00049325i,-0.00018917+0.00017665i,-0.00079714-0.00088822i,-0.0004262-0.0011211i,0.0010315-0.00038817i,0.0013873+8.7425e-06i
-0.00095829-0.00019833i,-0.0015697+2.5205e-06i,-0.0010905+7.9163e-05i,8.4478e-05+0.00055184i,-2.6822e-05+0.0010833i,-0.00023499+0.0011218i,0.00019376+0.00081904i,0.00038525+0.00041752i,0.00098851-1.409e-05i,0.0012074-0.00034746i,0.00042432-0.00021321i,7.7368e-06-0.00016549i,-0.00021887-0.0002535i,3.8444e-05-0.00091066i,0.00044765-0.00095689i,0.00030626+0.00018338i,-0.00016779+0.00055103i,-0.00062008+0.00013782i,-0.0002479+0.00021708i,-0.00026534+0.00070453i,-0.00092681+0.00052187i,-0.00067916+0.00019632i,0.00022717-0.00014094i
-0.00055511+0.00080812i,-0.00096023+0.0018732i,-0.0004476+0.0030023i,0.0006762+0.0021224i,0.001181+0.00050028i,0.0012738+0.00011012i,0.00067974+0.00097219i,-0.00010391+0.001028i,-2.0955e-05+0.00045024i,1.1412e-06+0.00013464i,-0.00030863+8.8806e-05i,-0.00037483-0.00032825i,-0.00012115-0.00058913i,-0.00038955-0.00022227i,-0.00068202-0.00051112i,-4.2623e-05-0.001078i,5.6443e-06-0.00064745i,-0.00072447+0.00015186i,-0.00086282-8.3458e-06i,-0.0010549-0.00043451i,-0.00092653+0.00024412i,-0.00048191+0.00082225i,-0.00016284+0.00015786i
8.1134e-05+0.00066738i,0.00067322-0.00056486i,0.0016103-0.00069828i,0.001314-0.00019714i,0.00026293-5.99e-05i,-9.9342e-05+0.00055715i,-0.00042389+0.00085386i,-0.00057712+0.00036484i,-0.00015879-4.9839e-05i,-7.9304e-05+0.00053808i,0.00056022-0.00010772i,0.001177-0.0007382i,-3.3586e-05-0.00024217i,-0.0011099-0.00027236i,-0.00072223-9.3788e-05i,0.0002926+0.00030779i,0.00063189+0.00095577i,0.00062088+0.0012241i,0.000588+0.0013513i,0.00035813+0.00050175i,0.00015763+2.0658e-05i,0.00031162+0.00016718i,0.00030376+0.00011173i
0.0004753+0.00072731i,8.5744e-05+0.001501i,-0.00086017+0.00041464i,-0.00089955+1.475e-05i,-0.00017352+0.00049353i,0.00064793+0.00032584i,0.00060435+0.00071169i,1.9827e-05+0.0010166i,-0.00021326+0.00060756i,-0.00041763-4.9811e-05i,-0.00047614-0.00040796i,-0.0002451-0.00048487i,-0.00067723-0.00055819i,-0.0010175-0.0002816i,-0.0006426+0.00065084i,-0.00089972+0.00071427i,-0.001099+0.0002495i,-0.00059387+0.00031363i,-0.0001784+0.00018148i,0.00016572-0.00041726i,0.00070106-0.00083069i,0.00088942-0.00032717i,0.00021173-0.00019656i
0.00042677-0.00012318i,0.00087768-0.00059807i,0.00080558+0.00017115i,0.00062103+0.00081651i,0.00041978+0.00031863i,-0.00032199-0.00012904i,-0.00072126+2.6453e-05i,-0.00042777-7.5512e-05i,0.000252-0.00018615i,0.00054747-2.814e-05i,-0.0003277+0.00023438i,-0.00070427-8.9077e-05i,-0.00036396-0.0010671i,-0.00011038-0.00016111i,-0.00075431+0.00057409i,-0.0010037-0.00063465i,-0.00026968-0.0011339i,-0.00043213-0.00036783i,-0.00046035+0.00042602i,-0.00024206+0.00040935i,-0.00044855-0.00033848i,-0.00057088-0.00038364i,-0.00030052+0.00037689i
0.00039992-1.0899e-05i,-0.00029013-0.00013738i,-0.00029855-0.00053436i,-8.2028e-06-0.00033794i,0.00033001-2.9133e-05i,3.6761e-05+0.00029479i,-0.00061319+0.00054588i,-0.00036428+0.00041307i,0.00019757+0.00023272i,0.00070027+9.0095e-05i,0.0007806+5.5676e-05i,0.00073416-0.00011777i,0.00016601-0.00061173i,6.9465e-05-0.00061967i,0.00049105-3.9533e-05i,0.00062232-0.00039849i,0.00084501-4.4151e-05i,0.00069345+0.00046412i,0.0002724+0.00011776i,0.00043091+8.6247e-05i,0.00015498-0.00013821i,-0.00026753-9.1944e-05i,-9.6589e-05+0.0001997i
1.2566e-05-0.00073847i,-0.00028177-0.0006835i,-0.00094152-0.00069142i,-0.0022347-0.0002119i,-0.003145-0.00032221i,-0.0025728+0.00027125i,-0.00079044+0.00037597i,0.00024614+0.00026464i,0.00012762-0.00021713i,-0.00022231-0.00058246i,-0.00037316-0.00042985i,-0.00014193-0.00014489i,0.00015774-0.00033036i,2.8219e-05-0.00028261i,0.00034067-8.2771e-05i,0.00082311-0.00025293i,0.00032856-0.00036566i,-0.00027708+0.00026484i,-3.2697e-06+0.00039294i,0.00020784+0.00038002i,0.00010696+0.0008722i,0.00033176+0.00071193i,0.00053889+0.00047388i
-0.00089712-0.0033108i,-0.0017784-0.0023572i,-0.0020168-0.0012536i,-0.0019399-3.9003e-06i,-0.0019767+0.001098i,-0.00072499+0.0010539i,-6.0104e-05+0.00034606i,-0.00034803-0.00015859i,-0.00048996-0.00010967i,4.6145e-06-4.3753e-05i,0.00059403+8.0785e-05i,0.00048712+6.9646e-05i,-0.00013842-0.00054913i,-0.00027251-0.0015676i,0.00028569-0.0013455i,-2.9677e-05-0.0008946i,-0.00073165-0.0009362i,-0.00079787-0.0014888i,-0.00047734-0.0014183i,-0.00027898-0.0005876i,-0.00059558-0.00033319i,-0.0009495-0.00037233i,-0.00071016+0.00012078i
-0.00043609+0.00027419i,0.00048787+0.0010664i,0.00024628+0.002238i,-0.00050938+0.0022061i,0.00023511+0.0020831i,0.0013377+0.0019584i,0.0011731+0.00079742i,0.00059159+0.00015946i,0.00051708+0.00010797i,0.00080524+2.2888e-06i,0.00074448-0.0005102i,0.00028187-0.0007334i,-2.4635e-05-0.0007949i,-0.00054383-0.001102i,-0.00017293-0.001034i,0.00063976-0.0004321i,0.00014039+7.9092e-05i,-0.00024833+0.0002287i,-0.00019101+0.00075869i,0.00018313+0.00072431i,0.00033631+0.00016817i,-3.7817e-05+1.8871e-05i,-0.00055252+1.816e-06i
-0.00076465+0.00056151i,-0.00056491+0.001261i,0.00014606+0.0020576i,0.0012226+0.0021313i,0.0016488+0.00094238i,0.00069831+0.00067141i,-0.00051414+0.0011889i,-0.00016897+0.0011989i,0.00014852+0.0014347i,-0.00030093+0.0015572i,0.00047521+0.0010246i,0.0011322-0.00042572i,0.00043998-0.00096048i,-0.00044721-0.00051566i,-0.00049589-0.000106i,-0.00038537+0.00019114i,-0.00022158+0.00025024i,0.00029206+0.00023521i,0.00020134+0.0002969i,-1.4046e-05-0.000219i,-2.9998e-05+0.0002715i,-0.00037431+0.0010571i,0.00015782+0.0010465i
0.0020038+0.00066579i,0.0025771-0.00041356i,0.0020361-0.0009467i,0.001018-0.000187i,0.00022887+0.00011016i,-0.00025901-0.00046651i,-5.0823e-05-0.00054227i,0.0012141-9.1064e-06i,0.0017727+0.00027885i,0.0010566-0.00020365i,0.00056988-0.00011414i,0.00056948+0.00014266i,0.00022086-0.00027982i,-0.00021091-0.00039258i,-0.00026422-0.0002944i,-0.00016417+0.00051984i,0.0003732+0.00069753i,0.00043053-0.00044026i,0.00029692-0.00037853i,0.00031183+0.00017252i,0.00021917+0.0005649i,0.00022201+0.00030269i,0.00035749-0.00015965i
0.0014952+0.00201i,0.0012273+0.0006551i,0.00088926-0.00069189i,0.00016729+1.963e-05i,0.00032282+0.00088176i,0.0004233+0.00049086i,0.00036313+0.00059742i,0.00084247+0.0010007i,0.001189+0.0014775i,0.0011029+0.00032769i,0.00053203-0.00086977i,-0.00037045-0.00048388i,-0.00056754+5.8832e-05i,-0.00054225-0.00024315i,-0.00040436+5.9667e-05i,-0.00018632+0.00034582i,0.00040612+0.00019852i,0.00058764+0.00020437i,0.00015585+8.8288e-05i,5.3437e-06+0.00042405i,0.00047819+6.5008e-06i,0.00076613-6.1475e-05i,8.8802e-05+0.00049878i
-0.00043019+0.0014567i,-0.0014964+0.00097769i,-0.00029747+0.00018214i,0.00060321-0.0012223i,0.00027144-0.001537i,-0.0011049+1.0493e-05i,-0.0011303+0.0012315i,0.0001417+0.0013008i,0.0005399+0.00084299i,0.00011423+0.00058338i,-0.00053353-9.9087e-06i,-0.0013404-0.00021044i,-0.0014172+0.00012208i,-0.0012432-0.00016234i,-0.0013859-0.00023947i,-0.00080243-1.8528e-05i,-8.5276e-05+0.00015621i,-7.4171e-05-0.00022892i,0.00015347-0.00046872i,-5.5957e-05+0.00019272i,-0.0005629+0.00065895i,-0.00035786+0.000623i,4.9705e-05+0.00022945i
0.003173+0.001601i,0.0032238+0.0011447i,0.0028005+0.0005877i,0.0019412-0.0010312i,0.0013383-0.002133i,0.0010179-0.0014363i,0.00044428+0.0010386i,0.0010095+0.0020648i,0.0020552+0.0014622i,0.0026156+0.00039316i,0.0022426-0.0011594i,0.0014651-0.0015893i,-0.00012566-0.0011245i,-0.0016161-0.000728i,-0.0012046-0.00033464i,-0.0010317+0.00032215i,-0.0010917-7.3102e-05i,-0.00061534-0.00032689i,7.623e-05+1.9485e-06i,0.0010222+0.00044008i,0.00069664+0.0010828i,-0.0004845+0.00065202i,-0.00029266-9.0942e-05i
0.00042636+0.0028792i,0.00096407+0.004318i,0.0022745+0.0028099i,0.001912+0.0014475i,0.00079921+0.0015174i,-7.6978e-05+0.0017057i,0.00030053+0.0040996i,0.0033916+0.0057181i,0.0065921+0.0035292i,0.0064399-6.0682e-05i,0.0049069-0.0018821i,0.0039031-0.0028489i,0.0019935-0.0028301i,-0.00075289-0.0017729i,-0.0016283-0.0010467i,-0.0016069-0.00077554i,-0.0011605-0.000767i,-0.00090606+0.00021518i,-0.0012037+0.00078412i,-0.0013003+0.00057847i,-0.0010846+0.00037559i,-0.00033013+0.00018772i,0.00015719+2.4179e-05i
-0.00093817-0.0016282i,-0.0025934-0.0018127i,-0.0036612-0.0016466i,-0.0026627-0.0004557i,-0.00081868-0.00040657i,-0.00021826-0.0010448i,-0.00050798-0.001103i,-0.0013642-0.00083721i,-0.0019984-0.00072631i,-0.00218-0.00050786i,-0.0012934+0.00034304i,-0.00046945+0.00084301i,-0.00015486+0.0010037i,-0.00036044+0.00092604i,0.00024661-8.8165e-06i,0.0007975-0.00057306i,-0.0001507-0.00075897i,-0.00041656-8.4212e-06i,2.7897e-05+6.4412e-05i,0.00050257-0.0011665i,0.00045433-0.0007915i,-0.00016757-0.00021515i,-0.00021519-0.00064653i
-0.0015415-0.0027621i,-0.0018461-0.0024645i,-0.0032122-0.00086186i,-0.0027235+0.00036363i,-0.0010403+0.0011285i,-0.00080314+0.0012019i,-0.00053527-0.00039177i,-0.00050374-0.00089807i,-0.00055472-0.00014925i,-0.00015895+0.00025718i,-0.00030392-9.8481e-05i,-0.00022613-0.00016669i,7.2409e-05+0.00099499i,0.00027122+0.0010437i,0.00038022-0.00012751i,0.00070389-0.00060483i,0.00062339-7.2303e-05i,0.00012843+0.00015987i,-0.00037385+0.0001218i,-0.00058852+0.00017994i,-0.00027383-0.00057822i,-7.625e-05-0.0010317i,-0.00022199-0.00019485i
