0.0013184-0.00055339i,0.00015241-0.0012702i,-0.0011279-0.0029358i,-0.0021023-0.0020767i,-0.0018297-0.00019323i,-0.001219+0.0010132i,-0.00029664+0.0015362i,0.0010265+0.0006664i,0.0016256-0.00026926i,0.0015928-0.00059317i,0.001075-0.00087026i,0.00042776-0.0010111i,-0.000301-0.00087097i,-0.00037258-0.00024716i,0.00010059-0.00022011i,0.00017979-0.00036773i,-1.8045e-05-0.00019732i,0.00060683-5.5044e-06i,0.00030071-9.8893e-05i,-0.00010404-0.00066687i,-8.5276e-05-0.00046381i,-0.00046955+0.00045673i,-0.00078661+0.0012662i
-0.00061842-0.0033586i,0.0009112-0.0047335i,-0.00025504-0.0056701i,-0.0014394-0.0033327i,-0.0014762+0.0013888i,0.00026196+0.0033034i,0.0010633+0.0022063i,-0.00014305+0.00088145i,-0.0014306+0.00098523i,-0.0012402+0.0012874i,-0.00027167+0.0011446i,-0.00041019+0.00045992i,-0.00061737-0.00069101i,0.00010992-0.00051873i,0.00045307+7.0693e-05i,0.00053138+0.00056188i,0.00051011+0.00036001i,0.00056266-0.00080413i,0.00035018-0.00083647i,-0.00019588-0.00051123i,0.00022262+8.4317e-05i,0.00061346+0.00064076i,1.3538e-05+0.00089819i
0.0013267-0.0019288i,0.00030669-0.0033462i,0.00089825-0.0042368i,-8.52e-05-0.0037815i,-0.00011166-0.0013258i,0.00048866+0.00024114i,0.00055362+0.00069453i,5.5766e-05+0.00096889i,-9.3766e-05+0.00087857i,-3.5017e-05+0.00059099i,0.00031801+0.00059987i,0.00073853+0.00066182i,0.0002757+0.00022052i,-0.0003315+0.00023005i,-0.0011478+0.00037322i,-0.0010191+0.00015318i,-1.9315e-05-0.00011959i,0.00011559-3.5466e-06i,-0.00024507-2.6186e-05i,-0.00014249-0.00018008i,0.00016191+0.00017372i,0.0005838-0.00021869i,0.00089438-0.0003353i
0.0029921-0.0014775i,0.0020911-0.002881i,-0.00021735-0.0043329i,-0.0023947-0.0016807i,-0.0019147+0.0021711i,-0.00020041+0.004134i,0.00097322+0.003589i,0.00077301+0.0015345i,0.00028853-0.00018659i,0.00054046-0.0010269i,0.0010144-0.0013848i,0.00092877-0.0012479i,0.001144-0.00069253i,0.001544-5.0446e-05i,0.0010951+0.00043375i,0.00068163+0.00077623i,0.00067143+0.00087481i,0.00064305+0.00064649i,0.00041763+0.00030456i,-0.0003509+9.5727e-05i,-0.00082348-9.9916e-05i,-0.00014405+8.4318e-05i,0.00066351+0.00096416i
0.0018821+0.00084836i,0.002521-0.0025006i,0.0026327-0.0040961i,0.0012243-0.0027963i,0.00089504-0.00070816i,0.0017145+0.00036261i,0.001807+0.00050641i,0.0013369+0.00025667i,0.0008761+0.00032046i,0.00072356-0.00056994i,0.0011168-0.0012645i,0.0010586-0.00098656i,0.00065286-0.00087115i,0.0006649-0.00054658i,0.00088275-5.3985e-05i,0.00065017+9.6439e-05i,-2.1634e-05-0.00030266i,-0.00037366-0.0005523i,-0.00031284-0.0003262i,-0.0002937+0.0003091i,-0.00011004+0.00038353i,-4.5267e-08+2.1593e-05i,-0.00018028-0.00051638i
-0.00033971+0.0021145i,-0.00043718-0.00016651i,-0.0011169-0.0022183i,-0.00057463-0.0021973i,0.00062386+0.00014517i,0.0011282+0.0009795i,0.0006972-2.5478e-06i,0.00043166-0.0006463i,0.0010554-0.00096976i,0.0015041-0.0014821i,0.0018158-0.0019153i,0.001759-0.001318i,0.00076024-0.0001106i,-0.00025983+0.0006571i,-0.00065102+0.0009591i,-0.00048516+0.00074536i,-0.00036731+0.00030358i,-0.00015492+0.0001151i,6.6223e-05+2.2679e-05i,2.442e-06+0.00019554i,5.318e-05+6.6436e-05i,0.00033381-0.00028716i,0.00094179-0.00016501i
-0.0015115-0.00016228i,-0.00073647-0.0028485i,0.00080203-0.0039606i,0.00147-0.0026051i,0.0016504+8.9782e-05i,0.001367+0.0008951i,0.0013293+0.00087701i,0.0010398+0.001084i,0.00092912+0.0010778i,0.0014628+0.00077408i,0.0014647-0.00028246i,0.00067423-0.0004072i,0.00025796+0.00019318i,-5.4437e-05+4.6965e-05i,-0.00055206-0.0001595i,0.00011354-0.00023883i,0.00050225+0.00013667i,-0.00025468+0.0005591i,-0.00025912+0.00052001i,-0.00074023+0.00040619i,-0.0011799+0.00016098i,-0.00079658+0.00048041i,0.00010438+0.0002135i
0.00030057-0.0020166i,0.00024403-0.0034634i,0.00015221-0.004649i,-0.0009969-0.0031289i,-0.0013566-3.7329e-05i,0.00018053+0.0022333i,0.0013835+0.0026086i,0.00090669+0.0019705i,0.00051323+0.0014105i,0.00070586+0.0009683i,0.00054635+0.00043742i,0.00082529-0.00018003i,0.0018288+0.00014645i,0.0017004+0.00025538i,0.00044153+9.5318e-05i,-8.1975e-05+0.00030484i,0.00054799+0.00095343i,0.00051118+0.0016109i,-8.9895e-05+0.00075481i,0.00055454-9.221e-05i,0.0011913+0.00022777i,-0.00012847-2.7045e-05i,-0.00095699-0.0001736i
0.001699-9.3629e-05i,0.0021532-0.0012829i,0.002141-0.0027562i,6.7037e-05-0.0023437i,-0.00059144+0.00035671i,0.0013124+0.0019811i,0.0024441+0.0015397i,0.0013138+0.0011687i,0.00027486+0.0011205i,6.1955e-05+0.0012408i,-0.00051919+0.0010437i,-0.0012277+0.00055968i,-0.0015087-8.0192e-05i,-0.0011542-0.00091599i,-0.00075967-0.001112i,-0.00060663-0.00025328i,-0.00031054+0.00014859i,0.00031606-5.005e-05i,0.0003434+0.00021627i,0.00016864+0.00011486i,0.00027627+8.5515e-05i,4.7095e-06+0.00016018i,-0.00061698-0.00029813i
-0.0024071-0.0016971i,-0.0034838-0.0029141i,-0.0036468-0.0033338i,-0.0025807-0.0019857i,-0.00070615+0.00055857i,0.0016673+0.0021239i,0.0022684+0.0012323i,0.00056377+0.0006593i,-0.00079805+0.0010958i,-0.0010213+0.00077i,-0.00080182+0.00015558i,-0.00066002-0.00049207i,-0.00052521-0.0012157i,-0.00071443-0.0012178i,-0.0010707-0.00074672i,-0.00091388-0.00035119i,-0.00089747-0.00071415i,-6.5519e-05-0.0011142i,0.00076076-0.00043193i,-2.207e-05+0.00020788i,-0.00053786+0.00014863i,-0.00017397-0.00011417i,-0.00023877-0.0006214i
5.8001e-05-0.0025942i,0.0014372-0.0038338i,0.0012455-0.0040958i,0.00019686-0.0028041i,0.00041337-0.00096852i,0.0015386+0.00066475i,0.0012599+0.0010479i,-0.00048326+4.4982e-05i,-0.0018113-0.00096606i,-0.0018472-0.0011072i,-0.00095803-0.00096992i,-0.00080282-0.0016192i,-0.00070991-0.0019615i,0.00087764-0.0008791i,0.0009985+0.00033051i,6.4154e-06-8.3559e-06i,0.00017343+7.8449e-06i,0.00051266+0.00066483i,0.00028946+0.00017736i,0.00044187-0.0005245i,0.00050096-0.0002441i,0.00010502+7.6151e-05i,8.6789e-05-0.00025281i
0.0016479-0.0024323i,0.0027385-0.0037981i,0.001395-0.0041625i,0.00023591-0.0021487i,0.00051886+0.00095775i,0.00095279+0.0020242i,0.00097558+0.00020422i,0.00079647-0.0008579i,0.00034861-0.00038558i,0.00010973-0.00043751i,0.00025642-0.0010435i,0.00050541-0.0011072i,1.2033e-05-0.00027786i,0.00018324-0.00015985i,0.00058199-0.00053633i,0.00059712+0.00012713i,9.731e-05+0.00037402i,-0.00039321-0.00079096i,2.144e-05-0.0011571i,0.00053082-0.00089683i,0.00092454-0.00093078i,0.00061833-0.00070365i,-0.00024028-0.0004292i
0.00011081+0.00049499i,0.000155-0.00030249i,0.0004022-0.0020733i,0.00041029-0.0016581i,0.0005829+0.00083242i,0.00082833+0.0023242i,0.0013439+0.0019373i,0.001506+0.00049896i,0.0018779-0.00012901i,0.0014775-0.00028797i,0.0012101-0.00028549i,0.0010526-0.00038293i,0.00031762-0.00073398i,-0.00018479-0.0014468i,-0.00015276-0.0014197i,0.00025224-0.0002379i,2.5464e-05+0.00038888i,-9.5468e-05+0.00077751i,-4.9186e-05+0.00078638i,-0.00020877+0.00034835i,-0.00025818+0.00047126i,-0.00058346+0.00020128i,-0.0003236+7.6155e-05i
-0.0008121-0.0020237i,-0.00057909-0.0028129i,-0.0012916-0.0029298i,-0.0022396-0.0017719i,-0.0013631+0.00011767i,0.0007212+0.0011786i,0.0022303+0.00076389i,0.0020376-5.559e-05i,0.0012838+0.00032493i,0.0015457+0.0010146i,0.0018092+0.00123i,0.0010814+0.0002544i,0.00025081-0.00067322i,0.00020276-0.00054547i,0.00049181+0.00048449i,0.00051909+0.0015183i,0.00010232+0.0006489i,0.00035589-0.00032051i,0.00065883-0.00036874i,6.2146e-05-0.00016947i,0.00019259-0.00018046i,0.00092971+0.00022778i,0.0012397+0.00026811i
0.0010306-0.002035i,0.0020719-0.0030812i,0.0013684-0.0047394i,-0.00093316-0.0028696i,-0.00098872-4.37e-05i,0.00052531+0.00094451i,0.001075+0.0008259i,0.00089736+0.0012328i,0.001189+0.0012258i,0.001321+0.00040268i,0.00052134+0.00084871i,0.00028031+0.0011404i,0.00079895+0.0009703i,0.001056+0.0011917i,0.00095934+0.0015133i,0.001074+0.0010215i,0.0006659+0.00020079i,0.00020581+0.00028899i,-4.5339e-05+0.00019378i,0.00019704+5.4246e-05i,0.00032968+0.00010758i,4.9063e-05+2.9825e-05i,-0.00033518-7.9387e-05i
0.0014693+0.0002543i,0.0025046-0.0018327i,0.0019363-0.0026094i,0.0011596-0.0011337i,0.0013576+0.00082028i,0.0019126+0.0012162i,0.0017589+0.00069333i,0.00076662+0.00045499i,-0.00095411+0.0011291i,-0.00092656+0.001647i,0.00033048+0.0011798i,0.00042848+0.00072948i,-0.00020025+0.00055726i,-0.00043185-0.00013638i,-1.0216e-07-0.00036182i,0.00029514+1.7094e-05i,4.7175e-05+0.00011205i,0.0004176+9.7804e-05i,7.1055e-05-8.9439e-05i,-0.00071925-0.00013736i,-0.00086345-7.5717e-05i,-0.00043962-0.00021524i,-3.5439e-07+8.3823e-05i
-0.0024962-2.5097e-05i,-0.0020979-0.00070594i,-0.0017252-0.001593i,-0.0019787-0.00066646i,-0.0016882+0.0014659i,0.00021459+0.0023458i,0.0012429+0.0020482i,-0.00015528+0.00016482i,-0.0021024-0.00043334i,-0.002813+0.00045434i,-0.0018799+0.0005161i,-0.00091914+6.6245e-05i,-0.0001795-0.00032094i,-3.0335e-05-0.00052536i,-0.00079979-0.0009258i,-0.0013177-0.0011979i,-0.00092687-0.0013045i,-0.00049146-0.0012419i,-0.00054242-0.0001745i,-0.00014822+0.00037555i,0.0002594+0.00017897i,0.00027291-0.00021558i,0.00015418-0.00035754i
0.0027381-0.0020159i,0.0027878-0.0038233i,0.0014853-0.0042669i,0.00054863-0.0028394i,0.00073073+0.00031355i,0.0017847+0.00097138i,0.0021496+7.3839e-05i,0.00077129-0.00066115i,-5.1657e-05-0.0014656i,-0.00063963-0.0017365i,-0.0009425-0.0017291i,-0.00055897-0.0010974i,0.00037294-0.00068138i,0.00023427-0.00086649i,-0.00073054-0.0005758i,-0.00060696-1.5278e-05i,0.00024906+0.00054017i,0.00055631+0.0005908i,0.00048875+6.1461e-05i,0.0004087-0.00068604i,4.8312e-06-0.00058281i,-0.00050846-0.00013638i,-0.00062704+0.00032066i
0.0015822-0.0020888i,0.00071624-0.0034902i,-0.00098758-0.0056095i,-0.0025736-0.0035775i,-0.002686+0.00044881i,-0.00056911+0.0020788i,0.0012913+0.0015799i,0.0013189+0.00016284i,0.00050109-0.0009337i,0.00014597-0.0010102i,-0.00012374-0.001023i,-0.00012669-0.0011283i,0.0007176-0.00071406i,0.001124-0.00080527i,0.00099902-0.00067178i,0.00046033+8.0816e-05i,0.00012408-0.00013086i,0.00039377-0.0004563i,-0.000299+0.00025171i,-0.00074672+0.00029508i,-0.00084601-0.0001113i,-0.00035272-0.00011573i,0.00021049+0.00054571i
-0.0010331+0.0014528i,-0.00030895-0.001144i,0.00058847-0.0025556i,0.001017-0.0011918i,0.002168+0.00082563i,0.002528+0.0012026i,0.0020756-4.7347e-06i,0.0014756-0.0010167i,0.001524-0.00027026i,0.0017799-6.6473e-05i,0.001666-0.00087621i,0.0017266-0.00047284i,0.0010654-1.9982e-05i,0.00023429-0.00063547i,0.00030497-0.00025684i,0.00076513+0.00018518i,0.00062358-0.00010948i,-0.00031626-0.00047308i,-0.00043444-0.00093319i,-0.0001469-0.00073974i,-7.7769e-05-0.00025624i,-0.00030502-0.00031299i,-0.00055943-0.00038648i
-0.00092141-0.0040054i,-0.0011103-0.0049308i,-0.002306-0.0052049i,-0.0029309-0.0021461i,-0.0018303+0.0021114i,0.0013199+0.0028255i,0.0035948+0.0020054i,0.0030241+0.001469i,0.0013936+0.0010806i,0.0012211+0.00081409i,0.0013784+0.00014672i,0.00095213-0.0005925i,0.0012856-0.00052534i,0.0015458-0.00029701i,0.00039801-0.00059527i,-0.00015538-0.00071933i,-9.0296e-05-0.0002535i,-0.00014233+0.00030101i,0.00033295+0.00025353i,0.00043152+0.00031842i,0.00044362+0.00031995i,-6.7342e-05+0.000341i,-0.00053389+0.00031841i
0.0023837-0.0014461i,0.0015688-0.0028225i,0.00054797-0.0036887i,-0.00047768-0.0025689i,-0.00068559+0.00035061i,0.00032791+0.0022562i,0.00094359+0.0018031i,0.00030213+0.0018129i,0.00026895+0.0019576i,0.0010828+0.0014861i,0.001145+0.0014485i,0.0007253+0.0006528i,0.00082136-0.00030575i,0.0008507-0.00021099i,0.00083168-9.1922e-05i,0.00042926+0.00050792i,0.00023314+0.00087188i,-1.3888e-05+0.0006285i,-0.00026421+0.00011091i,-0.00033693-0.00061892i,-0.00024656-0.0011573i,-0.00022718-0.00094678i,-1.6926e-05-0.00057731i
0.0032019-0.00050388i,0.0022826-0.0023983i,-0.00018138-0.0029619i,-0.0015594-0.0023913i,-0.00063309+7.0812e-05i,0.00075174+0.0017181i,0.0013438+0.0012034i,0.0010769+0.0008791i,0.00045006+0.00143i,-0.00021969+0.0021736i,-7.2375e-05+0.0021036i,0.00039478+0.00193i,0.00054807+0.0018789i,0.00074077+0.001005i,0.00040027-2.5753e-05i,0.00025843-0.00028002i,0.00079842+0.00028414i,0.00091236+0.0013829i,6.5529e-05+0.00094906i,-0.00011724-0.00010857i,8.5014e-05+0.00017832i,-0.00047132-0.00030814i,-0.00040805-0.00026845i
1.7454e-05+0.0022704i,0.00066223+0.00024954i,0.00036912-0.0023482i,-0.0010063-0.0015898i,-0.0014029+0.001836i,0.0005126+0.0035831i,0.0010371+0.002565i,6.3393e-05+0.0011861i,-0.00083203+0.00068734i,-0.0014434+0.0011541i,-0.0015873+0.0011535i,-0.00081647+0.00053793i,0.00014984-0.00037761i,0.00071664-0.0011799i,0.00078233-0.0010575i,0.00083068-0.0008544i,0.0012856-0.00034059i,0.00088932+1.3798e-05i,0.00032451-1.2168e-05i,0.00054951+0.00054935i,0.00058394+0.00022022i,-1.9308e-05-0.00050632i,-0.00053336+7.3428e-05i
-0.00058072-0.00095712i,-0.0013159-0.0020954i,-0.0010731-0.0034173i,-0.00048576-0.0025933i,0.00015234+0.00011336i,0.00055945+0.0014684i,0.0007067+0.000637i,0.00078274-0.00039984i,0.0005414-0.00062067i,0.0002254-0.0010643i,0.00026605-0.0013291i,0.000236-0.0012008i,-6.6762e-05-0.0010576i,-0.00043616-0.00020455i,-0.00026748+0.00012705i,7.4721e-05-0.00010695i,0.00059734+0.00019235i,6.602e-05+0.00042332i,-0.00060255+0.00048585i,-0.00037482-2.8747e-05i,-0.00049404-0.00029181i,-0.00061075+1.9847e-05i,0.00022543+0.00056595i
-0.00054894-0.0046559i,-0.00011329-0.0047102i,-0.00044149-0.0039445i,-0.0022012-0.0015155i,-0.0021271+0.001792i,0.00092457+0.0033331i,0.0027158+0.0021602i,0.0020793-0.00011059i,0.00037812-0.0015146i,-0.0006669-0.0021564i,-0.00031218-0.0017076i,0.00016972-0.001127i,0.00097383-0.0010505i,0.0012591-0.0011381i,0.00036711-0.001078i,-0.00031021-0.00029051i,-0.00017008+0.00068326i,-0.00021197+0.00032058i,-0.00055069-0.00026612i,-0.00063862-5.2323e-06i,-0.00045685+0.00030994i,-0.00030354-0.00016848i,-0.00014429-0.00059255i
0.00076155-0.0021367i,0.0018236-0.004571i,0.0017738-0.0047598i,0.0011604-0.0031448i,0.00086083-4.652e-05i,0.0020071+0.0019691i,0.0026889+0.0015213i,0.0021658+0.00072888i,0.0014658+0.00091616i,0.001346+0.00093954i,0.0013358+0.00061696i,-0.00021808-4.1619e-05i,-0.0010249-0.0008084i,-0.0010326-0.0013298i,8.5464e-05-0.00084013i,0.00085266+0.00040754i,0.00036849+0.00091863i,0.00068797+0.0010231i,0.00057896+0.00057628i,0.00029317+0.00014732i,0.00011287+0.00028347i,-0.00041146+0.00036022i,-0.00087981+0.00041136i
0.0023412-0.00068588i,0.00394-0.0010146i,0.0029666-0.0021363i,6.1767e-05-0.001398i,-0.00074956+0.0015514i,0.0007699+0.0021347i,0.0011372+0.0011676i,0.00049357+0.0011466i,0.0005419+0.00081737i,0.0011725-7.1535e-06i,0.0015751-0.0005701i,0.0022685-0.00050865i,0.002266-0.00036017i,0.0013168-0.00042779i,0.0013922-0.00071071i,0.0019289-0.00014042i,0.0010559+8.0336e-05i,0.00055333-0.00034843i,0.00037591-0.00042985i,-0.00083719-0.00025988i,-0.0015382-0.00022138i,-0.0014604-0.00025355i,-0.00091654-0.00037664i
0.00080519+8.2145e-05i,0.0011132-0.0022681i,0.00062956-0.0040503i,-0.00027743-0.0025687i,0.00034501+0.0011527i,0.0017725+0.0034411i,0.0017995+0.0023378i,0.0014623+0.0015211i,0.0014802+0.0019996i,0.0014705+0.0015632i,0.00097332+0.00049739i,0.00060237-0.00049313i,0.00080701-0.001086i,0.00034122-0.0012783i,0.00016261-0.001291i,0.000387-0.0006523i,0.00016291+2.8612e-05i,-0.00060222+0.00033229i,-0.00059516+7.0037e-05i,-0.00052616-7.3261e-05i,-0.00044886+0.00019926i,0.00051312+3.6285e-05i,0.00024418+0.00012581i
0.00067521-0.0015112i,0.0014399-0.002922i,0.00097759-0.0041254i,-0.0003238-0.0018188i,-0.0010875+0.0017889i,0.00061543+0.0045555i,0.0020359+0.0038166i,0.00080139+0.0011107i,-0.00013896+0.00038224i,-0.00029121+0.00093284i,-0.00074966+0.00041978i,-0.00080014+8.7243e-05i,7.3097e-05+8.3861e-05i,0.00038818+7.2086e-05i,-0.00033849+0.00018252i,-0.0002527+0.00038865i,-0.00026284+0.00034019i,1.3931e-05+0.00024123i,0.00052357+0.00012903i,7.0454e-06+0.00013579i,-0.00043872+0.00038082i,-0.00032935-2.4313e-05i,-0.00016115-0.00087443i
-0.0015535-0.002295i,-0.00065022-0.0049511i,-0.00065314-0.0045813i,-0.0008706-0.0017773i,2.2464e-05+0.00096819i,0.0020176+0.0025347i,0.0023875+0.0013451i,0.00074881-0.00041648i,-0.00067584-0.0004514i,-0.00056773+0.00029944i,-0.0002001+0.00091841i,-0.00017743+0.00098941i,-0.00018798+0.00067346i,0.00020177+0.0001753i,0.000683-9.7246e-05i,0.0014267-0.0001674i,0.0012593+0.00014815i,-0.00031159+0.00044813i,-0.0006566+0.00064202i,-5.4389e-05+0.00094123i,-0.00053775+0.00016108i,-0.00044816-0.00095555i,0.00059079-0.00074501i
-0.001627-0.00021221i,-0.0022499-0.0031577i,-0.0018254-0.0038837i,-0.0015326-0.0017604i,-0.00022227+0.00091271i,0.0008896+0.0018678i,0.0011281+0.00047777i,0.0012207-0.00079477i,0.00023081-0.00027784i,0.00022619+0.00058419i,0.0013494+0.00088179i,0.0012749+0.00012715i,0.00031165-4.7985e-05i,5.8449e-06+0.00076919i,0.00043285+0.00085079i,0.00043498+0.00036548i,0.00053893+0.00010048i,0.000835+0.00011787i,0.00042256+0.00030624i,0.00013214-0.00015331i,-5.5768e-05-0.00036399i,0.0001905-0.00042819i,0.00059414-0.00029002i
0.00067652-0.0022784i,0.0027921-0.0041188i,0.0039349-0.0049079i,0.0023609-0.0033291i,0.00037785+0.00014317i,-0.00038939+0.001814i,0.0013261+0.00088996i,0.0019209+0.0002761i,0.0011355+0.00021903i,0.0010644-0.00044321i,0.0010003-0.0016256i,0.00065104-0.0017441i,-0.00013804-0.00073251i,-0.00061758-0.0001697i,-0.00031147-0.00031355i,-0.00062197+0.00015794i,-0.00092179+0.00053506i,-0.00026834+0.00072723i,0.00017724+0.0011993i,-9.5987e-05+0.00094607i,-9.2928e-05+0.00010885i,-0.00022232+4.0331e-05i,-0.00033357-0.00019952i
0.00079515-0.0021616i,0.0003974-0.0040021i,-0.0013225-0.0048738i,-0.0029787-0.0027371i,-0.0019774+0.0011038i,0.00056976+0.0026052i,0.0017661+0.0023519i,0.0012666+0.0019747i,0.00071303+0.00146i,0.00081989+0.00025902i,0.00079142-0.0010442i,-1.956e-05-0.0014954i,-0.0009888-0.00094211i,-0.0013806-0.00055045i,-0.00093744-0.00031557i,-0.00040864+8.3349e-05i,-0.00029159+0.00024175i,-5.1996e-06+0.0008288i,-0.0005032+0.0007744i,-0.00049964+0.00019436i,-0.0003693+0.00015636i,-0.00081012+0.0006577i,-0.00043348+0.00072398i
0.0031073+0.0014865i,0.0038564-0.00056518i,0.0030867-0.0030518i,0.001086-0.0025308i,0.00017345+0.00059492i,0.00069399+0.0022934i,0.0012929+0.0021157i,0.00092587+0.0018829i,0.00016696+0.0011733i,-0.00022467+0.00013721i,-0.00080851-0.00083737i,-0.00098161-0.0012005i,-0.00019665-0.00096055i,0.0010813-4.1056e-05i,0.0016231+0.00083879i,0.0013007+0.0013371i,0.0010899+0.0014059i,0.00076602+0.00055146i,0.00028564+0.00016034i,9.359e-05+0.00036592i,-0.00053522+0.00017544i,0.00015052-0.00021173i,0.00059264+6.5688e-06i
0.0012964-0.0012874i,0.0017673-0.0025031i,0.00080582-0.0030405i,-0.00065689-0.0017046i,-0.001212+0.00034316i,-0.00053359+0.0014732i,5.6504e-05+0.00083206i,3.1403e-05+0.00091043i,-0.00027467+0.00084977i,0.00031499+0.0007292i,0.00091899+0.001113i,0.0011537+0.0010081i,0.0014996+0.00031122i,0.0010996-0.00015129i,0.00051407-0.00037237i,0.00056701-0.00064457i,0.00054296-0.00025715i,0.00062375+4.8616e-05i,0.00021333+0.00017001i,-0.00061058-1.2809e-05i,-0.00060272+8.2759e-05i,-0.00021384+0.00072535i,-0.00036664+0.0009892i
-0.0013528+0.0016333i,-0.0016547+0.00063485i,-0.0005459-0.00074864i,0.00030994-0.00038649i,0.00012789+0.0014249i,0.00041321+0.0015206i,0.00025421+0.00089508i,8.7699e-05+0.00075425i,0.00010676+0.0013041i,7.985e-05+0.0013452i,0.00076329+0.00010866i,0.0011331-0.0014165i,0.00077422-0.0019535i,0.0006319-0.0013392i,0.00085125-0.00063052i,0.0002581-0.00028324i,-0.00050782-2.3017e-05i,6.0119e-05+5.5579e-05i,0.00023626+0.00054879i,-0.00037467+0.0002468i,-0.00088917-0.0007222i,-0.0013534-0.00069809i,-0.001035-0.00037537i
0.0014503-0.0029034i,0.0012627-0.0051551i,0.0012286-0.006158i,0.00034596-0.0040875i,-0.00073364-0.00039703i,0.00031498+0.0015708i,0.0016594+0.00097188i,0.0015063-0.00012597i,0.0009405-0.00043i,0.0013967-0.0005224i,0.0019756-0.00036287i,0.0011915-0.00073278i,0.00038745-0.0016259i,-1.1868e-06-0.00034777i,-0.0003991+0.00054523i,-0.00037778+0.00053993i,-0.00012318+0.0015046i,0.00012832+0.0020654i,0.00042929+0.00080731i,0.00040501-0.00021813i,0.0002859-0.00041686i,4.1813e-05-0.00048195i,-0.00012362-0.00083821i
0.0003033-0.00017324i,0.00038628-0.0029452i,0.0003358-0.0020044i,-0.00086035+0.0001101i,-0.0016717+0.0015981i,-0.00019756+0.0025346i,0.0013784+0.00094676i,0.0013792-0.00098764i,0.00033919-0.0010263i,-4.9319e-07-0.00045206i,-1.1748e-05-0.00037101i,-8.8589e-05-0.00024241i,0.00038851+0.00016216i,0.0011521+0.00075903i,0.00082864+0.0011165i,0.00057758+0.00070962i,0.00062059+0.00014948i,6.9505e-05+0.00055497i,-6.0932e-05+0.0010636i,-0.00037985+0.0010127i,-0.0010561-6.8941e-05i,-0.00095885-0.0014381i,-4.7001e-06-0.00056388i
0.0020679-0.0013369i,0.0029559-0.0022247i,0.002189-0.0036766i,0.0010874-0.0038546i,0.0016045-0.0012375i,0.0022643+0.0012238i,0.0019577+0.0016026i,0.001268+0.0012348i,0.000928+0.0011126i,0.00042508+0.00076604i,-9.6721e-05+0.0004739i,0.00041687+0.0003437i,0.00053463+0.00081213i,0.00037424+0.0013866i,0.00042383+0.0013639i,0.00023158+0.0013364i,0.00019524+0.00096536i,0.00018998+0.00059581i,-4.2146e-05+7.8451e-05i,-0.00018663-0.00076274i,-0.00031907-0.00052022i,-0.00027975-4.5657e-07i,-0.00035724+0.00039648i
-0.0010251-0.00098037i,-0.0011651-0.0028336i,-0.0017758-0.0037387i,-0.0017894-0.0015481i,-0.0010166+0.001406i,0.00034498+0.0020494i,0.0015059+0.0011164i,0.001591+0.0013684i,0.0012353+0.0023278i,0.00098643+0.0015703i,0.0011473+6.4034e-05i,0.0014378-0.00076169i,0.00091021-0.0013067i,0.00016992-0.0013703i,-0.00049804-0.00088212i,-9.8258e-05+7.2554e-05i,0.00029828+0.00024814i,0.00022671-0.0001221i,0.00077505+0.00010727i,0.0011489+1.1592e-05i,0.0011033-0.00040728i,0.00041324+0.00032781i,0.00011585+0.0011255i
0.0020062+0.0013792i,0.0025416-8.6098e-05i,0.002803-0.0012766i,0.0017624-0.0013974i,0.0015209+0.00021448i,0.0016826+0.0018892i,0.0017938+0.0011738i,0.0016401+0.00080944i,0.00037935+0.00036438i,-5.4149e-05-0.0014605i,0.00022306-0.002369i,0.00020617-0.0023101i,-2.6313e-05-0.0014069i,-0.00026931-0.00072478i,-0.00048494-0.00028393i,-0.00018911-3.9209e-05i,0.00050777+0.00016794i,0.00049176+0.00096138i,-2.5868e-07+0.00082709i,-6.6297e-05-2.5996e-05i,-0.00044615+0.00023978i,-0.00073109+0.00087206i,-0.00078062+0.00059576i
-0.002222-0.0028924i,-0.0009313-0.0046777i,-0.00083567-0.0050559i,-0.0013036-0.002887i,-0.00067273+0.00063415i,0.00084421+0.0016073i,0.00072866+0.0011433i,-0.00097638+0.0003013i,-0.0010335-0.00046888i,-0.00036807-0.00073973i,0.00022972-0.00088246i,2.4012e-05-0.00062079i,-0.00084265-0.00038201i,-0.0011369+0.00018416i,-0.00088974+0.00034429i,-0.00018989+0.00019671i,0.00059029+0.00023842i,0.00045276-1.5697e-05i,0.0003116-0.00028285i,0.00042151+0.00012435i,0.0001433+0.00038855i,-0.00016414+1.4549e-05i,-0.00027436+0.00035846i
-0.00066946-0.00026736i,-0.00064244-0.00073064i,0.00092119-0.0010141i,0.001852-5.3057e-05i,0.0023606+0.0024431i,0.002908+0.003222i,0.002581+0.0013863i,0.00060748-0.00034013i,-0.0009862-0.0011096i,-2.7339e-05-0.0012443i,0.0014074-0.00031449i,0.0003586+0.00010356i,-0.00049662+0.00044789i,-0.00025041+0.00025649i,4.7501e-05+0.00012573i,0.00053038+0.000602i,0.00083429+0.00036721i,0.00042663+8.1893e-05i,0.0002908+0.00028875i,0.00019229+0.00053504i,5.3653e-05+0.00040268i,-1.1939e-05+0.00022589i,-0.0005375-0.00034031i
