4.1105e-05+0.0027645i,0.00050231+0.0017848i,-0.00058547-8.5775e-05i,-0.0017061-0.0017347i,-0.0023158-0.0010515i,-0.0031462+0.00081772i,-0.0019401+0.002159i,0.00012557+0.0030573i,0.0011959+0.0022405i,0.0013099+0.00028149i,0.0007556+0.00015444i,2.7392e-06+0.00061086i,-0.00045667+0.00039243i,0.0001093+0.00030066i,9.9877e-05+0.0003328i,-0.00013735-4.3616e-05i,7.2737e-05-0.00032627i,9.3947e-05+0.00050372i,4.6209e-05+0.00056297i,0.00034878+5.831e-05i,9.4239e-05+0.00038952i,-0.00058344+0.00046767i,-0.00034584-0.00012287i
0.00031075-5.9473e-05i,-0.00020028+0.00041002i,-0.00040009+0.00013618i,-0.00052426-0.0011172i,-0.0012399-0.0024754i,-0.0020189-0.0031891i,-0.0014452-0.0015167i,-0.00071158+0.0010064i,-0.00097058+0.0020635i,-0.00065131+0.0015262i,0.00027119+0.00049763i,0.00064289-0.00015767i,0.00018698+0.0007358i,0.00010435+0.0017226i,-4.0869e-05+0.0012492i,-0.00049335+0.00090522i,-0.00082591+0.0008308i,-2.7018e-05-1.8363e-05i,0.00059916-7.3904e-05i,0.00048833+0.000306i,0.00042194-0.00035576i,0.00058814-0.0011661i,0.000205-0.00055039i
0.00029362-0.00051008i,-0.001038+0.00037047i,-0.00099443+0.00015573i,-0.0013577-0.00082383i,-0.0017062-0.0012932i,-0.001655-0.00074498i,-0.0011004+0.00020364i,-3.9621e-05+0.0018789i,-0.00012193+0.0023473i,-1.5261e-05+0.0018361i,0.00014291+0.0011842i,-0.00013056+0.00055292i,0.00012859+0.00075347i,0.00053427+0.00053339i,0.00089571-4.603e-05i,0.00039906-0.00028558i,-0.00015746-0.00043292i,0.00046623+0.00031102i,0.00097475+0.00058587i,-9.5771e-05+0.00012138i,-0.00083732-0.00026807i,-0.00061113+1.6987e-06i,-0.00050834+0.00030153i
-0.00098499+0.001171i,-0.0012041+0.0015579i,-0.00023408+0.0022516i,0.00053984+0.0011804i,0.00067458-0.00050396i,0.00059038-0.00074261i,-0.00013699+0.00020831i,0.00015749+0.0010226i,0.001086+0.0017099i,0.0007353+0.0020717i,0.00075248+0.00066049i,-0.0003567-0.00064171i,-0.00074388-0.00075935i,0.00010087-0.0007127i,0.00012203-0.00065602i,0.00040763-0.00011117i,-0.00022621+2.7389e-05i,-0.00099261-0.00049749i,-0.00054188-0.00062773i,-0.00071727-0.00028102i,-0.00046395-7.6792e-05i,0.0007188-0.00033996i,0.00084006+1.5357e-05i
0.00093254+0.0014276i,0.0003382+0.0011936i,-0.00044102-1.7885e-05i,-0.00048995-0.0012003i,-0.00055265-0.002116i,-0.0021137-0.0013097i,-0.0021794+0.00075627i,-0.00072256+0.0015619i,0.00021722+0.00070978i,0.0001096+5.3153e-05i,-0.00047007+0.00055463i,-0.00077812+0.0011103i,-0.00053278+0.0013491i,-0.00031012+0.001083i,-0.00011654+0.00033504i,2.4024e-05+0.00042362i,-0.0006622+0.00042507i,-0.0016685-0.00020254i,-0.00078254+0.00026983i,0.00055662+0.00030567i,0.00066008-0.00073424i,0.00051629-0.00025491i,-0.00062473+0.0006002i
-0.00044344-0.00069213i,-0.00085423+0.00030319i,-0.001639+0.0019086i,-0.0021092+0.0019519i,-0.0017334-0.00024485i,-0.0014028-0.00069615i,-0.0015062+0.00069467i,-0.0013373+0.0013521i,-0.0010411+0.0021853i,-0.00069109+0.0020148i,-0.00048162+0.001062i,-0.00030689+0.0001377i,0.00012653-0.0010402i,0.00017763-0.0011748i,0.00049223-0.00032039i,-0.0001396+0.00054028i,-0.00058539+0.000656i,0.00028379+0.00031477i,0.00056451+4.4918e-05i,0.0006005-1.6037e-05i,0.00078321+0.00028966i,0.0010942+0.00024534i,0.001619+7.1949e-05i
0.0003735-2.9853e-05i,-0.00018486+0.00066584i,-4.1253e-06+0.00097702i,0.0001775-0.00010091i,-0.00014231-0.00078973i,-0.0004435-0.00053228i,-0.00014735+0.00063367i,5.0617e-05+0.0016933i,-8.8862e-05+0.0014684i,0.0002306+0.00086802i,0.00016921+0.0010537i,-0.00033549+0.0003892i,-0.00042845-0.00057416i,-0.00060512-0.00042936i,-0.0007872-0.00048015i,-0.00061071-0.00044536i,-0.00037788+0.0001511i,0.00022219-0.00023254i,0.00033305-0.00061276i,0.0003688+0.0001872i,0.00039832+0.00059077i,-0.00033772+0.00046288i,-0.00023478+0.00020735i
0.00015176-0.00034989i,-0.0010099+0.0008505i,-0.0014899+0.0012301i,-0.00071884+0.00017524i,-0.00016224-0.0016479i,-0.00078479-0.0019588i,-0.00082461-0.00047836i,-0.00016861+0.00046969i,-0.0004223+0.0010695i,-2.8628e-05+0.0010008i,0.00058361+0.00026715i,0.00050657-1.2464e-05i,8.1791e-05+0.00047693i,-0.00041785+0.00099031i,-0.00023939+0.0010869i,-8.8782e-05+0.0006521i,-0.00031031+0.00016485i,-0.00027072-0.0007217i,7.2993e-05-0.0014048i,0.0005727-0.000486i,0.00058817+0.00090751i,0.0001492+0.0012216i,-0.00024396+6.7463e-05i
0.0015442-6.1619e-05i,0.00020571+0.0031227i,-0.00052476+0.0036702i,-0.00089455+0.0017341i,-0.0018891-0.0011154i,-0.0024016-0.0017998i,-0.0022425+0.00012811i,-0.0022413+0.0017279i,-0.0021669+0.0016447i,-0.00092203+0.00067023i,0.00031532+0.00012895i,0.00015547-0.00085085i,-0.00013199-0.0011386i,5.613e-05-0.00061463i,0.00039257-0.00026549i,0.0014598+0.00016662i,0.001094-0.00026694i,-0.00016978-0.0011309i,-0.00030768-0.0010424i,-0.00062017-0.00019409i,-0.00058544+0.0003316i,-0.00064352+0.00026625i,-0.00032257+0.00049371i
-0.0012112+0.0019961i,-0.0020037+0.0026341i,-0.0017391+0.0036306i,0.000194+0.0019855i,0.00098075-0.00098945i,-0.00042543-0.0018665i,-0.0012603-0.00044527i,-0.00061901+0.001277i,4.9854e-05+0.0018631i,0.00079234+0.001327i,0.0013996+0.00092824i,0.00095464+0.0010609i,0.00044535+0.00089433i,0.00023867+0.00084411i,0.0003172+0.00055553i,0.00057597+0.00014433i,3.5128e-05+1.3788e-05i,-1.466e-05-0.00042371i,0.00018716-0.00061288i,-0.00018383-0.00036583i,-0.0004761+0.00021486i,-0.00035745+0.00025208i,-0.00031952+0.00016256i
0.00046906+0.00037808i,-4.9526e-05+0.0016945i,-0.00018736+0.0007547i,0.00011112-0.00011778i,-0.0006845-0.00091245i,-0.0012839-0.0016014i,-0.0014528-0.00064681i,-0.0013932+0.00091804i,-0.0011465+0.0011872i,-0.00058398+0.00078426i,-0.00015647+0.00070297i,-0.00017032+0.0001796i,-0.00097018-6.8748e-05i,-0.001133-0.00023495i,-0.0006564-7.0155e-06i,-9.8918e-05+0.00020173i,0.00043095+0.00021537i,1.2577e-05+0.00044356i,7.7979e-05+0.00042962i,0.00031006+0.00057766i,-0.00074477+0.0002079i,-0.00099729-0.00043695i,-0.00041652-0.00032028i
7.7012e-05+7.1843e-05i,-4.4352e-05+0.00089922i,0.00038794+0.0014411i,0.00076704+0.00021932i,0.00048337-0.0014099i,-0.0010656-0.001697i,-0.00090914-0.00052827i,-0.00018669+0.00099148i,-0.00043607+0.00061031i,-0.00063746-0.0001i,-0.00016983+1.7121e-05i,0.00011241+4.6045e-05i,9.3675e-06+0.00023307i,5.6584e-05+0.00018341i,-0.00046184+0.00031924i,-0.00085043+0.00028377i,-0.00034081-0.00012352i,0.00042199-0.00013514i,4.673e-05+6.367e-05i,-5.5513e-05+0.00014425i,0.00021446+0.00018713i,-0.00028899+6.3165e-05i,-0.00018645-0.00013442i
0.00012238+0.0019988i,-0.00025203+0.0011094i,5.9121e-05+0.00046116i,-6.5339e-05-0.00056813i,-0.0012582-0.0026696i,-0.0026101-0.0030029i,-0.0016992-0.00069974i,8.9479e-05+0.00071171i,0.00081324+0.0012623i,0.00090366+0.0013137i,0.00036067+0.00047226i,-0.0002604+0.0006548i,-0.0008916+0.0010421i,-0.00092466+0.000881i,-0.00048174+0.0007825i,-0.00052392+0.00056128i,-0.0003324+6.3122e-05i,-1.6943e-05-0.00039567i,0.0002893-0.00037505i,1.4736e-05-0.00038428i,-0.00033971-0.00070866i,-0.00070037-0.00046585i,-0.0005486+0.0004296i
0.00069576+0.0004102i,-0.00035952+0.0023099i,-0.00066857+0.0027095i,-0.00041438+0.00087365i,-0.000285-0.0018642i,-0.00054209-0.0019357i,-0.00080515+0.00026769i,-0.00025804+0.0018206i,0.00021221+0.0022825i,0.00051911+0.00092536i,0.00075783+0.00065894i,0.00024095+0.0011955i,-0.00030171+0.00085104i,-0.00050057+0.0012489i,0.00022218+0.00091i,0.00087811-0.0001885i,0.00059634+0.00047853i,0.00071322+0.000882i,0.00055232+0.00019746i,0.0002267-0.0001119i,6.3365e-05-6.6166e-05i,-0.00012201-5.0861e-05i,-0.00049918-0.00014897i
-0.00091168+0.00078086i,-0.00083066+0.002104i,-0.00030359+0.0021629i,0.000179+0.00035914i,-0.00050965-0.0016897i,-0.0022269-0.0018213i,-0.0023825-0.00041455i,-0.0010192+0.00071013i,-0.00019601+0.0016031i,7.8887e-06+0.0017831i,9.3427e-05+0.00033155i,0.00013462-2.7395e-06i,-0.00028718+0.00063443i,-0.00065163+0.00093404i,-0.0011456+0.0012758i,-0.0006875+0.00070786i,0.00021768+9.4817e-06i,0.00014792-0.00019215i,-1.0914e-05-7.2787e-05i,-0.00030263+0.00032346i,-0.00054234+0.001009i,0.00019474+0.0011567i,0.00022136+0.00030796i
-0.00036847+0.00024383i,-0.0011032+0.0003926i,-0.0011329+0.0010506i,-0.00032001+0.001258i,-0.00046739-0.00026706i,-0.0016767-0.0012042i,-0.001712+8.6825e-05i,-0.00050934+0.0012966i,0.0003533+0.0015308i,0.00064796+0.00068271i,0.00032305+0.00019548i,-5.2676e-05-3.336e-05i,-0.00086778-2.1324e-05i,-0.00039252-1.7429e-05i,0.00025255-0.00088625i,4.493e-05-0.00061816i,-0.00065587+0.00014153i,-0.00086189+0.00080813i,0.00012484+0.00082142i,0.0010906+5.034e-05i,0.00086961-0.00021012i,-0.00023633-0.00019804i,-0.00019531+0.00048982i
0.00078753-0.00084485i,-0.0007271+0.00035206i,-0.0022376+0.0010986i,-0.0027629+0.00077418i,-0.0027352-0.00010015i,-0.0025182+0.00056699i,-0.0012602+0.001039i,0.00018082+0.00050521i,0.00062678+0.0001036i,0.00032054+0.00084713i,0.00026769+0.00067673i,0.00041389+0.00075768i,0.00031267+0.0006509i,0.00042139+0.00023029i,0.00016823-0.00049351i,1.9712e-05-0.00092103i,-4.5894e-05-0.00044203i,-0.00046379-0.00047386i,-0.00058021-0.00024849i,-0.00022272-2.8846e-05i,-0.00067325+0.00035969i,-0.00064303+0.00086778i,0.00028799+0.00049205i
-0.00076986-0.001068i,-0.00083094+0.00029494i,-0.0010904+0.0012327i,-0.00049062+0.0011494i,-0.00043862+0.00061707i,-0.00061485+0.00034992i,-0.00068602+0.00069753i,-0.0013848+0.00047329i,-0.001218+7.5164e-05i,-0.00049292+0.0006709i,-0.00029909+0.0011031i,-0.00016635+0.0015389i,0.00016301+0.0019463i,-0.00027423+0.0014095i,-0.00084304-0.00019829i,-0.00079408-0.0013772i,-1.779e-05-0.0007195i,0.00034573-0.0002865i,-0.00056376-0.00051993i,-0.00094264-0.0005352i,-0.00042285-0.00029363i,-0.00028403-0.0002934i,-0.00021408-0.00015247i
-0.00046079-0.0005923i,-0.00074193+0.00091613i,-0.00098845+0.000404i,-0.0010303-0.0017132i,-0.00046368-0.0036779i,-0.00011961-0.0026308i,7.8293e-05-0.00024373i,-0.00060566+0.00079746i,-0.0014082+0.00097235i,-4.9782e-05+0.00039756i,0.00093462-0.00067546i,0.00083069-0.0010481i,0.0006911+1.8694e-05i,0.00058316+0.00021325i,0.00029013-0.00063825i,-0.00011468-0.00022557i,0.00014232+0.00039552i,-0.0004537+0.00013979i,-0.00048873-0.0002919i,0.0001968-0.00050786i,7.3365e-05-0.00085533i,0.00022714-0.001012i,0.00080867+1.0246e-05i
0.00018337+0.0010085i,-0.0010404+0.0020313i,-0.0014226+0.0024715i,-0.0021388+0.00087642i,-0.0027824-0.0010401i,-0.0029331-0.0018214i,-0.0024253-0.00038336i,-0.0017877+0.0017578i,-0.00095602+0.0021247i,-7.2526e-05+0.0016682i,2.103e-05+0.0016051i,-0.00013496+0.00038066i,-0.00060683+6.4968e-05i,-0.00059074+0.0008865i,0.000292+0.00099812i,0.00056154+0.00036717i,-8.6545e-05-0.00014301i,-0.00019558-0.00047208i,-0.00045671-0.00014391i,-0.0010409+7.1142e-05i,-0.00070053-0.00038917i,-0.00025401-0.00074833i,-0.00050263-0.0003575i
-0.0011139-0.00046308i,-0.00068552+0.00047138i,-0.00052711+0.0014694i,0.00068616+0.00065626i,0.0010059-0.00044236i,2.1311e-05-0.00061887i,-0.00070386+0.00045712i,-0.0012764+0.0011683i,-0.0010582+0.0013941i,-1.6383e-05+0.0020149i,0.00038351+0.0017901i,-0.00058695+0.0012724i,-0.0010258+0.00086618i,0.00012103+0.00075351i,0.00020881+0.00096628i,-2.5762e-05+0.0008941i,0.00016915+0.00070826i,0.00056417+0.00030833i,0.00033272-0.00017666i,0.00038813-0.00015821i,0.00060805-0.00010035i,0.00073504+0.00024701i,0.00099152-6.0437e-05i
0.00020572+0.0014995i,0.00023995+0.0015733i,0.00056245+0.00051553i,0.00087742-0.0013145i,0.00044615-0.0022953i,-0.00041765-0.0014337i,-0.00059423-0.00020597i,-0.00047304+0.0011738i,0.00027418+0.0013255i,0.00025963+0.0012275i,-1.2992e-05+0.0012162i,2.3612e-05+0.00065174i,-0.00017178+0.00029972i,-8.1842e-05+0.00050433i,4.9506e-05+0.0012719i,-0.00026815+0.00082704i,-0.00040064-3.7568e-05i,-0.00025105-0.00024335i,-3.8826e-05-0.00025598i,-0.00019127-0.00031375i,-0.00061232+1.1091e-05i,-0.0005832+0.00036982i,-0.00024613+0.00035328i
-0.0019121+0.00116i,-0.0027772+0.0025126i,-0.001827+0.0030805i,0.00052707+0.0017579i,0.0015415-0.00078458i,0.0012106-0.0021459i,3.508e-06-0.00099697i,-0.00048648+0.0013507i,-0.00012396+0.0016503i,-8.2403e-05+0.00099837i,0.00024889+0.00055239i,0.00055293-3.242e-05i,-7.8697e-05+0.0005477i,-0.00089046+0.00080401i,-0.00059272+8.7196e-05i,0.00016768-7.582e-05i,0.00056419+3.1071e-05i,0.00011897-4.0015e-05i,-0.00055454+9.238e-05i,-1.2417e-05+0.00010054i,9.5189e-05-0.00026385i,-0.00067538+1.9604e-05i,-0.00082185+0.00029965i
0.00082714-0.00010151i,-0.00028564+0.00035992i,-0.00066662+0.001113i,6.4375e-05+0.00076338i,1.2612e-05-0.00099568i,-0.00091853-0.0021179i,-0.0011961-0.00064489i,-0.0011281+0.00093521i,-0.00097378+0.0013695i,-0.00034389+0.0011919i,-7.5375e-06+0.00036313i,0.00023313-0.00011887i,-0.0001426+0.00059604i,-0.00056057+0.001031i,-0.0005073+0.00078595i,-0.00030244+0.00065354i,2.6846e-05-0.00020065i,-0.00013433-0.0010233i,-0.00081964-0.00088682i,-0.0013294-0.00050641i,-0.0006484-0.00039386i,-0.000896-0.00055962i,-0.00093409-0.00071269i
-0.00066287+0.00053681i,-0.00032478+0.00095372i,-0.0013943+0.00094214i,-0.00074957+3.1894e-05i,0.00066735-0.0011106i,0.00024269-0.0017516i,7.8436e-05-0.00042485i,0.00047554+0.00089674i,-1.4704e-05+0.00075456i,-0.00029044+0.0010244i,0.00041606+0.0011091i,0.00014998+0.0013075i,-0.00016108+0.0016336i,0.00029673+0.00061313i,-0.00010396-0.00012708i,6.8357e-05+0.00044474i,0.00032126+0.00072249i,6.9322e-05+6.9936e-05i,3.8898e-05+0.00057708i,-0.0012198+0.0007942i,-0.0013736+0.00024032i,-0.00092111+0.0005336i,-0.00035679+0.00062078i
4.2618e-05-0.00043819i,-0.00066991+0.0013461i,-0.0013496+0.0020308i,-0.00043532+0.00012906i,-0.0004053-0.0016412i,-0.0013245-0.0011668i,-0.00081277-0.00012548i,-0.00079243+0.00062417i,-0.00088471+0.0013966i,-0.00043527+0.0015568i,-0.0005997+0.00075715i,-0.0007296+3.4361e-05i,-0.00030601-1.4095e-05i,-7.3148e-05-0.0001665i,-8.5602e-05-0.00036859i,0.00039537-7.1635e-05i,0.00062695+5.7637e-05i,-0.00041875+1.4325e-05i,-0.00066909+0.00049926i,-0.00029615+0.0002763i,0.00027517-0.00061325i,0.00048963-0.0004524i,-0.00010488-1.9301e-05i
-0.00039854-0.0011834i,-0.00046873-0.00067943i,-0.00080949+0.00025769i,-0.00053164+0.0010961i,-0.00013296+0.0006983i,0.00033098+6.8002e-05i,-0.00073313+0.00056351i,-0.0013819+0.0017494i,-0.0011909+0.0020214i,-0.00074887+0.0012892i,0.00012823+0.00090234i,-0.00024069+0.00058852i,-0.000492+0.00017428i,0.00012022-0.0004166i,-0.00047289-9.033e-05i,-0.0013447-0.00030386i,-0.0016156-0.00082199i,-0.0009895-2.0934e-05i,9.4885e-05+0.00056506i,0.00041751+0.00011015i,0.00024501+9.075e-05i,0.00012531+2.5866e-05i,0.0005467-0.00044185i
-0.0017175+0.0017156i,-0.0029238+0.0029912i,-0.0015273+0.0038167i,-5.2933e-05+0.0021875i,0.00044647+0.00020808i,0.00013091+1.0465e-05i,-0.00057634+0.0014645i,-0.001071+0.0027779i,-0.00019166+0.002733i,0.00042174+0.0011102i,0.00016439-0.00044779i,-0.00046296-0.0004784i,-0.0012494-0.0003809i,-0.0011821+0.0001268i,-0.00018451+0.00038645i,0.00054022+0.00026517i,0.00080933-9.4334e-05i,0.0012579-0.00055479i,0.00084172-0.00011791i,7.7174e-06-0.0003662i,-2.894e-06-0.0010521i,-0.0002463-0.00060604i,-0.00029529+0.00048358i
-0.0020377-0.0006277i,-0.0027144-0.00063748i,-0.0031183+0.00043991i,-0.0016086-0.00024438i,1.8732e-06-0.00089321i,0.00064455-0.00069138i,0.00098582+0.00043013i,0.00034327+0.0011029i,-0.00014086+0.00080526i,0.00044543+0.00074064i,0.0003369+0.00054765i,0.00011083+0.00010283i,0.00017516+0.00056423i,0.00010118+0.00023999i,-0.0003834+0.00022225i,-0.00095315+0.00039337i,-0.000493-0.00021308i,0.0004241-0.00012132i,0.00059462-0.00021028i,7.6926e-05-0.00056333i,-7.0388e-05-0.00064964i,-0.00015322-0.00068558i,-5.3478e-05-0.00032931i
-0.0024979-0.00047916i,-0.0020322-0.00058947i,-0.0018182-8.5938e-05i,-0.0015085+0.0014363i,-0.0011435+0.00094336i,-0.0010895-0.00052627i,-0.00069672-0.00079792i,-0.00073481+0.00064833i,-0.00087806+0.0016788i,-0.00072257+0.00096354i,-3.5209e-05+0.00040793i,0.00084974-0.00037737i,0.0013777-0.0005764i,0.00047116+0.00040473i,-0.00046955+0.0011825i,-0.00013491+0.0012776i,0.00046732+0.0013138i,7.1083e-05+0.0012922i,-0.00018772+0.00061871i,0.00044526+0.00050526i,0.00072428+0.00073925i,0.00019122+0.0002441i,-0.00030267+0.00027126i
-0.0014917+0.00034394i,-0.0016364+0.0025832i,-0.001764+0.0045182i,-0.00097035+0.0032414i,-0.00044505+0.0005414i,-0.00033791-0.00076682i,-0.00011899-0.00019928i,-5.0672e-05+0.0012374i,-0.00030947+0.0023362i,0.00056766+0.0023015i,0.0013522+0.001027i,0.00072961-0.00017727i,0.00040353-0.00051714i,0.00070431-0.00054727i,0.00047115-0.00025597i,-0.00039217+0.00015538i,-0.00079087+6.8672e-05i,-0.00067654+6.1531e-05i,-0.00034729+5.696e-06i,0.00025084-0.00027327i,9.5381e-05-0.00019864i,-0.00014707-0.00044056i,-9.9645e-05-0.00029742i
-0.00072396+9.5373e-05i,0.0010526+0.0014068i,0.0019615+0.0018159i,0.0024058+0.00074838i,0.0010879-0.00051805i,0.00046821-0.0003093i,0.00064765+6.7388e-05i,5.4388e-05+0.00069717i,-0.00034789+0.0011732i,-5.1139e-05+0.00093951i,0.00024717+0.00050364i,-6.9917e-05-0.00024635i,0.00038886-0.00043209i,0.00069891-0.00024993i,-0.00023747-0.000817i,-9.0129e-05-0.00079692i,0.00046516+0.00010723i,-6.2841e-05+0.00065423i,-0.00064032+0.00041127i,-0.0003529-0.0005282i,0.00024997-0.0013928i,-0.00028495-0.001233i,-0.00043368-0.00049668i
-0.0014567+0.0016033i,-0.0015698+0.0014432i,-0.0010844+0.0019464i,-0.00066914+0.0012059i,-0.00081859-0.0015043i,-0.0019108-0.0025314i,-0.0016309-0.00058012i,-0.0011459+0.0011341i,-0.0011276+0.0018861i,-0.00033579+0.0014835i,0.0006485+0.00029087i,0.00060687-0.00049976i,0.00020807-0.00084415i,0.00027112-0.00071332i,0.00054069-0.00036308i,0.00014317+0.00038725i,-5.8423e-05+0.00024981i,0.00037701-0.00014418i,0.00051106-0.00020387i,-0.00029604-0.000714i,-0.00086582-0.00067313i,-0.00075835+6.0022e-05i,-6.0084e-05-1.0907e-05i
-0.0009278-0.0022368i,-0.0024895-0.00079483i,-0.0034392+9.4274e-06i,-0.0033955-1.4692e-05i,-0.0027839-0.00054841i,-0.0020882-0.00042131i,-0.00074442+0.00079006i,0.00043432+0.0020763i,0.00064767+0.0023042i,0.00083874+0.0020123i,0.00050081+0.0015429i,0.00011029+0.00056867i,0.00057417+7.4114e-05i,0.0010493-0.00064791i,0.00073794-0.00087943i,-8.4801e-06-0.00082458i,9.6958e-05-0.0009436i,0.00022321-0.0006301i,-4.0455e-05+0.00016958i,-0.0002633+0.00023342i,-0.00075333-0.00019509i,-0.00068625-0.0005089i,9.0351e-05+7.3434e-05i
0.00068837+9.5334e-05i,0.0018996+0.0018442i,0.0016341+0.0024147i,0.0011127+0.00056279i,0.00065353-0.0023639i,-0.00060921-0.0023847i,-0.001003-0.00010447i,0.00015603+0.0014972i,0.00049577+0.0019017i,-0.00013717+0.0010463i,-0.00079206+0.00050385i,-0.00066562+0.00028467i,-0.00071242+0.00095232i,-0.0010574+0.00094461i,-0.00078162+0.00081461i,-0.00052548+0.0010289i,-0.00045729+0.00069264i,-0.00030391+0.00057236i,0.00014095-8.5918e-05i,-0.00041784-0.00019737i,-0.00089167-0.00044431i,-0.00028391-0.00019913i,0.00052894-0.00022942i
-0.0011727-0.00089031i,-0.0012356+0.00039035i,-0.0019496+0.00086674i,-0.0021409+0.00050358i,-0.0021113-0.00013394i,-0.001646+0.00067973i,-0.00057118+0.0019161i,-8.8587e-05+0.0015225i,-0.00078061+0.0012005i,-0.0010473+0.0017594i,-0.00050124+0.0021681i,6.5025e-05+0.0016143i,-0.00018584+0.00095454i,-0.00022268+0.00022233i,2.5637e-05-0.00091287i,0.00011071-0.0010642i,0.00071245-0.00058732i,0.00029301-8.3519e-05i,0.00029333+0.00019481i,0.00043584+0.00021466i,-0.00022655+0.00064816i,-0.00032144+0.00055395i,0.00051136+0.00062539i
-0.0021463+0.00082323i,-0.0027481+0.0014043i,-0.0021338+0.0024243i,-0.0010389+0.0012967i,-0.00068416-0.0010352i,-0.000284-0.0019614i,-0.00019804-0.00064569i,-0.00083147+0.00031163i,-0.001365+0.00079088i,-0.0014982+0.001735i,-0.0006907+0.00091458i,0.00023544-0.00043422i,0.00055984-0.00076614i,0.00042644-0.00076756i,0.00014588-0.0004735i,0.00044951+5.5801e-05i,9.9348e-05+0.00024348i,-0.00017151-0.00011591i,-0.00014035+0.00015897i,-0.00017411+0.00015419i,0.00010245+2.9628e-05i,-5.7318e-05+0.00010435i,3.2402e-05+0.0006421i
0.00089178+0.0010626i,0.00045249+0.0013332i,0.00017072+0.001399i,0.00071981+0.00032385i,0.0008452-0.0012978i,-0.00043452-0.00087879i,-0.00085387+0.0014258i,-7.0309e-05+0.0026189i,0.00062831+0.0020866i,0.00035769+0.0010931i,0.00030616-0.00027404i,0.00072956-0.00069856i,0.00066586-0.0003221i,0.00047158-0.00019677i,0.00073732-0.00045912i,0.00050852-0.00027835i,-0.00020107+7.065e-06i,-0.00072169+0.00012659i,-0.00047863+6.7596e-05i,-0.0001092-0.00042362i,-0.00030799-0.00066984i,9.2796e-05+2.1141e-05i,-5.6831e-05+0.0008754i
-0.0011986-0.00051641i,-0.0025777+0.00077468i,-0.0027519+0.001901i,-0.0019033+0.0010181i,-0.00050174-0.0012157i,-0.00022753-0.0018952i,-0.00094497-0.00056683i,-0.0016249+0.0010577i,-0.0013864+0.0014885i,-0.00041355+0.0010703i,0.00016141+0.00014783i,0.0010666-0.00041107i,0.0010455-0.00037198i,0.00016415-0.00080857i,-0.00041455-0.00083044i,2.147e-05-0.00033128i,0.0004115-9.339e-05i,0.0002707-0.00030219i,0.00045998-0.00077438i,0.0004162-0.0010535i,0.00034359-0.00018362i,0.00041713+0.00066331i,0.00066064+0.00070981i
4.9258e-05+0.0016347i,-0.0016859+0.0027642i,-0.0019054+0.0029397i,-0.00018116+0.00042915i,0.00027683-0.0026676i,-0.00099505-0.0029407i,-0.0022276-0.00055381i,-0.0021842+0.0018542i,-0.0011031+0.0028456i,-6.0977e-05+0.0024272i,8.4475e-05+0.0016992i,-4.9028e-05+0.00038187i,-0.00014694-0.00054548i,-1.1159e-05+3.2273e-05i,0.00054872+0.00084291i,0.00077949+5.6661e-05i,0.00025135-0.00073873i,5.9996e-05-0.00044351i,6.3277e-05-0.00039633i,-0.00046458-0.00039286i,-0.0004656-0.00025022i,-0.00015518-0.00044197i,-0.00030719-9.2963e-05i
0.0005358+0.00042331i,-5.2376e-05+0.0021668i,-0.00038413+0.0015934i,-0.00049325-0.0014441i,-0.00060326-0.0035531i,-0.0021389-0.0029609i,-0.0020478-0.00025868i,-0.00058985+0.0013585i,8.3232e-05+0.0013132i,-3.5137e-05+0.00066971i,0.00042954-6.1908e-05i,0.00019569-0.00017635i,-0.00064979+5.6088e-05i,-0.00087366-3.4878e-05i,-0.00046249-7.7607e-05i,-0.00094477+0.0002348i,-0.0012692+0.00048872i,-0.0010276+0.00061151i,-0.00082401+0.0002131i,-0.00027761-0.00011629i,-0.00040086-0.0001165i,-0.0011502+0.00027126i,-0.0012798-0.00038014i
-0.0023445-0.00022636i,-0.0035083+4.6098e-05i,-0.0036699+0.0011715i,-0.0017735+0.0006899i,-0.00088628-0.0005491i,-0.00096347-0.00085708i,-0.00092063-0.00041272i,-0.00080721+0.0012998i,-0.00039647+0.0021212i,-0.0004803+0.002473i,-0.00021922+0.0027454i,-0.00035464+0.0016007i,-8.7603e-05+0.00020116i,-0.00014451-0.00065978i,-0.0001843-0.00076019i,0.00029214-2.015e-05i,-2.9542e-05+0.00069085i,-0.00070303+0.00079423i,-0.0013825+0.0012275i,-0.0015403+0.0013143i,-0.0010319+0.00043738i,-0.00063026+4.8157e-05i,6.7953e-05-0.00019361i
0.0011997+0.0035288i,0.00058051+0.0040461i,0.0018563+0.0024873i,0.0033451-0.00044341i,0.0035404-0.0024858i,0.0015075-0.0024126i,-4.2806e-05-0.00025197i,-0.00025585+0.0016038i,-5.4405e-06+0.0027286i,0.00053779+0.0026424i,0.00072541+0.0015224i,0.00092213+0.00077766i,0.00084362+0.0010028i,-0.00019376+0.0011435i,-0.00028107+0.000997i,0.00054309+0.00046549i,0.00045528+0.00066769i,-0.00016323+0.00075402i,-8.3534e-05+8.0391e-05i,-0.00041498+0.00047749i,-0.00079834+0.001199i,-0.00041696+0.00049451i,0.0005504+0.00026659i
