-0.00050852-0.0002218i,-0.00083917+0.0006i,-0.0022942+0.00054868i,-0.0032111-0.00013441i,-0.0036376+0.00037964i,-0.0031065+0.0018153i,-0.00093438+0.0019424i,0.0010699+0.0010924i,0.0014738+0.00046232i,0.0011568-0.00066004i,0.00062947-0.0015096i,-0.00014684-0.001089i,-0.00091841+6.8282e-05i,-0.001607+0.00022122i,-0.00083738-0.00041269i,-0.00030903-0.00027168i,-0.00037585+0.00058977i,0.00047666+0.00021793i,0.00079028-0.00057769i,0.00030869-0.00049204i,-0.00020708-0.0010387i,-0.00050521-0.0010066i,-0.00095257-5.4945e-05i
0.0019335-0.00077936i,0.0014293-0.0010339i,0.00049258-0.0015346i,-0.0012706-0.00097069i,-0.0027271+0.00016691i,-0.0024507+0.00040278i,-0.00037325-0.00030163i,-2.431e-05-0.0011785i,-0.00054621-0.0010518i,0.00014447-0.00069658i,0.0006508-0.00035085i,0.00016655-2.8679e-05i,-0.0003728-1.1291e-05i,0.00028394+0.00011228i,0.00017684+0.00054939i,-0.00016652+0.00033831i,0.00018803-8.8909e-05i,-0.00018788+3.9629e-05i,-0.00068636-5.9247e-05i,-0.00013574-0.00040387i,0.00025917-0.00033367i,0.00034281-0.00041529i,0.00081911-0.00053718i
-6.9878e-05+0.00026304i,-0.00056059-0.00060595i,-0.00096885-0.0014246i,-0.0016081-0.0011468i,-0.0016961+0.00026982i,-0.00058143+0.00074155i,0.00055942-0.00039102i,8.1821e-05-0.0013613i,-0.0003992-0.00031816i,-0.00027928+0.00070467i,0.00021474+0.0010681i,0.00090316+0.0015085i,0.00055679+0.0010777i,0.00013989-0.00016764i,0.00067116+2.1641e-05i,0.0010025+0.00069489i,0.0004392+0.00070561i,7.3088e-05+9.6897e-05i,-0.00036318-0.00019537i,-0.00026408+7.4405e-05i,-5.1867e-05+0.00046095i,-0.00081322+0.00066195i,-0.0015899+0.00038151i
-0.00087561+0.0018881i,-0.00017598+0.0017316i,4.1151e-05+0.0010491i,-0.00095235+0.00069376i,-0.0022213+0.00078625i,-0.0023335+0.00099515i,-0.00098184+0.00025792i,-0.00053258-0.00010274i,-0.0012781+0.00043009i,-0.0020312+0.00042835i,-0.0011983-0.00014965i,0.00025301-0.00096448i,0.00075632-0.00067762i,0.00047801+0.00037347i,0.0003908+0.00073728i,0.00048732+0.0003892i,0.0005125-0.000197i,0.00091298-0.00057269i,0.00067734-0.00037036i,7.0725e-05-0.00021461i,-4.1994e-05-0.0003307i,0.00021106-0.00052765i,0.00060361-0.00068634i
0.0012562-0.00083967i,0.00023293-0.00089583i,-0.0013954-0.0013981i,-0.0023165-0.00086479i,-0.0024055+0.00022889i,-0.0023117+0.00076882i,-0.0014005+3.1521e-05i,-0.0010587-0.00093556i,-0.0016749-0.00064328i,-0.00085699+0.00021809i,0.00029785+0.00032739i,0.00070173-0.00019375i,0.0009176-0.00052583i,0.0009038-0.00033891i,2.6319e-05-0.00013344i,-0.0002343+0.0001076i,-6.0109e-05+0.00044121i,-8.494e-05-1.7033e-05i,7.4044e-05-5.1091e-05i,-0.00035619-0.00016229i,-0.00036344-0.00070641i,-3.5534e-05-0.00084907i,0.0002169-0.00053977i
0.0010216-0.00076445i,0.00052219-0.0003515i,-4.8304e-05-0.00096179i,-0.0014723-0.0013704i,-0.0016484-0.00080807i,-0.00046767-0.0003782i,0.00037862-0.0013198i,0.00060123-0.0023014i,0.00024415-0.0011839i,-5.2052e-05+0.00071481i,0.00026195+0.00074508i,0.00062928+0.00061937i,0.00091223+0.00015756i,0.00084219-0.00023453i,0.00016256-0.00097351i,0.0001199-0.0006577i,0.00035044+0.00050091i,0.00014564+0.00066764i,-0.00022992+0.001074i,-8.9541e-05+0.0015153i,0.00017234+0.00090874i,8.6708e-05+0.00013165i,-0.00014393+2.6668e-05i
0.00098314-2.4946e-05i,0.00022083-9.8864e-05i,-0.0011453-4.3414e-05i,-0.0017908-0.00050468i,-0.0013822-0.00070099i,-0.00050672+0.00028121i,0.00026958+0.00034478i,-0.00086498-0.0012492i,-0.0012056-0.0014585i,-1.2262e-05-0.0003559i,-0.00028918+0.00020706i,-0.0014892+0.0001282i,-0.0010923+0.00022646i,-0.00080509+0.00021078i,-0.00057755+0.00013769i,-0.00024151+5.723e-05i,-0.00055823-0.00092003i,7.0326e-05-0.00075804i,0.0002812+8.244e-05i,-0.00013451+0.00037562i,-0.00040194+0.00014716i,-0.0010333-0.00013689i,-0.00058274-0.00015314i
0.0012582+0.0017227i,0.0012116+0.00078974i,0.0015233-0.0006167i,0.00062888-0.0013212i,-0.00088962+2.7827e-05i,-0.0014168+0.00078649i,-0.00096703-0.00017111i,-0.0012258-0.0009884i,-0.0011818-0.00074635i,-0.00029529-0.00052316i,0.00011329-0.00085987i,-3.8927e-05-0.00092807i,-0.00028982-0.00062415i,-0.00010792-0.00040435i,0.00067873+0.00031547i,0.00066561+0.00086372i,0.00010453+0.0012669i,0.00015585+0.00087366i,1.9884e-05+0.00011322i,7.9591e-05+0.00012908i,-0.00081308+0.00021617i,-0.0015554-3.3966e-05i,-0.0010166-6.727e-05i
0.0011882-0.0024361i,0.00054668-0.002678i,-0.0012366-0.003318i,-0.0023789-0.0033568i,-0.0027949-0.0015249i,-0.0024447-0.00025099i,-0.00060953-0.00074324i,6.3933e-05-0.0013239i,-0.00074038+0.00010072i,-0.0010621+0.0009319i,-0.0014546+0.00068472i,-0.0013508+0.0010842i,-0.00030766+0.00066613i,6.333e-05+0.00027126i,1.3456e-05+0.00049043i,-0.00024013+0.00080327i,-0.00071775+0.00026947i,-0.00084593-0.00046142i,-0.00091883-0.00074323i,-0.0003686-0.00069355i,0.00035192-0.00056137i,0.00074926-0.00023515i,0.00060501-0.0002208i
0.00010327+0.0011375i,0.0012013+0.00093492i,0.0012332+0.0012471i,-7.7266e-06+0.001914i,-0.00051035+0.002406i,0.0012228+0.002722i,0.0018404+0.0019973i,0.00022758+0.00028524i,-0.0012919+7.6834e-05i,-0.0016266+0.00095028i,-0.0010064+0.00098702i,-0.00019733+8.7785e-05i,0.00037075-0.00057891i,-0.00015662-0.00010728i,-0.0011064+0.00021576i,-0.0011119-0.00044977i,-0.00050283-0.00066677i,2.3686e-05-0.00021564i,8.5994e-05+0.00050548i,-0.00055464+0.00068135i,-0.00089846+0.00056075i,-0.0010158+0.00078776i,-0.00090198+0.00062299i
0.0028652+0.00091356i,0.0025732-0.00014311i,0.0011432-0.00039796i,-0.0008308-0.00025295i,-0.001322+0.00017039i,-0.00093756+0.0013382i,-0.00033238+0.000815i,-0.0011107-0.0003291i,-0.0011764-5.6876e-06i,-0.00035222+0.00025757i,-0.00015114+0.0001388i,-0.00035608-0.00025972i,-0.00016073-0.00017652i,0.00050685+8.84e-06i,0.00067916+8.4984e-05i,0.0012021+0.00036582i,0.0013599+0.0002773i,0.00059108+9.147e-05i,0.0003242-0.00033232i,0.00078701-0.00038595i,0.00077511-2.2976e-05i,0.00039909+0.000127i,0.00043457+0.00014341i
-0.0016097-4.0177e-05i,-0.00052075-0.00017362i,-0.00014464-7.632e-05i,-0.00050774+0.00029974i,-0.0017274+0.0016978i,-0.00074076+0.0014622i,0.00073606-0.00013118i,-0.00017267-0.00080729i,-0.00038144-0.00061248i,0.0010134+0.00021003i,0.00091615+0.00070732i,4.8113e-05+0.00074281i,0.00010664+0.00035819i,0.0001799+0.00024482i,0.0001087+0.00046166i,0.00010501+0.00065153i,0.00054161+0.00086245i,0.00065112+0.00056208i,1.4312e-05-8.2292e-05i,-0.00020418+0.00025019i,-9.2434e-05+0.00051268i,0.00021159-0.00023244i,8.2709e-05-0.00055707i
0.00014599-5.4765e-05i,0.00099709+0.00052924i,0.0014441-0.00070845i,-4.9202e-05-0.0017279i,-0.001277-0.00029703i,-0.00059966+0.0011908i,0.00031815+0.00068876i,0.00039566-0.0006537i,-0.00027629-0.00011057i,-0.0001864+0.00075259i,-0.00034757-2.3804e-05i,-0.00087858+1.1208e-05i,-0.00082127+0.00014063i,-0.00064002-0.00025043i,-0.0004399+0.00016623i,-0.00067224+0.00024343i,-0.00065296+3.8258e-05i,2.5137e-05+0.00018502i,0.00020482-0.0002951i,-0.00012827+0.00023589i,-0.00059787+0.0009731i,-0.00054998+0.00039355i,-0.00042682+0.0001323i
0.0014376+0.00038049i,0.00042167+0.00070622i,-0.00045475+0.00061785i,-0.0016024+0.00094805i,-0.0023565+0.00044581i,-0.0013802+0.00016535i,9.1802e-05-0.0012522i,-0.00039123-0.0014073i,-0.0014458-0.0001698i,-0.0016813-0.00029207i,-0.00082078-0.00031523i,2.4714e-05-0.00034166i,-0.00067156-0.00088768i,-0.00085585-0.00028086i,-0.0006606+0.00054893i,-0.00069676+0.0010151i,-0.00029257+0.00085084i,0.00011399+1.1516e-05i,0.0002569-1.7784e-05i,1.0632e-05+0.0004735i,0.00040736+0.00015962i,0.00020705-0.00042009i,-0.00025934-0.0003432i
-0.00042799-1.3753e-05i,0.00065311-8.9893e-05i,0.00024566+0.00013688i,-0.0013265+0.00019219i,-0.0021704+0.0010092i,-0.00093128+0.00071083i,0.00010853-0.00090209i,-0.00028004-0.0014699i,-0.00081479-0.0007451i,-0.00063978+0.00016553i,-0.00023747+0.00013634i,0.00047911-0.00021899i,0.0010015+0.0001421i,-0.00042623+0.00035955i,-0.0014288+8.1801e-05i,-0.0006759+0.00072358i,0.00010301+0.00042115i,3.9352e-05-0.00014012i,-2.3476e-05+9.7129e-05i,0.00039813+0.00032765i,0.0002754+0.00068587i,-8.4192e-07+0.00041705i,-0.00072179+0.00023338i
-0.00010084-0.00068811i,0.00016004-0.001278i,-0.00031731-0.0012644i,-0.00076401-0.00073079i,-0.0013436+0.00072839i,-4.802e-05+0.0010357i,0.0019693+8.688e-05i,0.0011281-0.0007788i,-0.00046428-0.00048022i,-0.00051636+0.00035256i,0.00012764+9.6192e-05i,0.00043177-0.00012416i,0.00033547+0.00014359i,0.00019653+0.00043039i,8.1661e-05+0.00034412i,0.00015931+0.00059491i,0.00033097+0.0013746i,0.00010194+0.00077603i,0.00036342-0.00027672i,0.0005736+9.055e-06i,9.6499e-05+0.00064562i,0.00018459+0.00027195i,0.00054037+0.00033879i
-0.00042263-0.0010987i,-0.00088482-0.00042503i,-0.0013066-0.00063411i,-0.0022398-2.2633e-05i,-0.0034577+0.0011529i,-0.0024983+0.001616i,-0.00084907+4.7893e-05i,-0.00066654-0.001636i,-0.0017359-0.0010214i,-0.0017995-3.8418e-06i,-6.8918e-05-9.3304e-05i,0.00055792-0.00018341i,0.0002502-6.7853e-05i,0.00031623+0.00052322i,0.00079062+0.00093897i,0.00095398+0.00021965i,0.0007684-0.00017448i,0.00065999+0.00065039i,-6.5934e-05+0.00081484i,-0.0007097+0.00016599i,-0.00096615+6.7233e-05i,-0.00038714+0.00010603i,0.00061571-0.00048978i
0.0013606+0.00060402i,0.00081381-8.6352e-05i,0.00019907-0.00023933i,-0.00087914-0.00073719i,-0.0015328-0.00029716i,-0.00042631+0.00040463i,0.00051165-0.00053892i,-0.00014859-0.0019327i,-0.0010575-0.0015632i,-0.00080548-0.0003295i,1.532e-06-9.7425e-05i,0.00065345-0.00021668i,0.00089017-0.00019462i,0.00083294-0.00032656i,0.0010079-0.00075707i,0.00098149-0.00020124i,0.0011938+0.00028366i,0.00047838+0.00016257i,-0.00037331+0.00088487i,8.7939e-05+0.00093445i,0.00012061+5.1428e-06i,-0.00015368-3.2377e-05i,-0.00025754+0.00027166i
0.0034786-0.0010358i,0.0023719-0.00067551i,0.00096752-0.0020266i,-0.00080124-0.002476i,-0.0016687-0.0011127i,-1.0242e-05+0.0009488i,0.0017848+0.00083411i,0.0010337-0.00038167i,-0.00059539-9.8974e-05i,-0.0002884+0.0001219i,6.8546e-05-0.00019362i,0.00041899+0.00013262i,0.00053336+0.00051964i,-8.3135e-05+0.00067351i,0.00015885+0.0005895i,0.0001866+0.00038411i,-0.00011857+0.00035963i,-0.00023711-0.00025996i,-0.00032285-6.564e-05i,-0.00055673-0.00026875i,-0.00048146-0.00068389i,0.00011508-0.00011679i,0.00033739+0.00066716i
-0.00020352+0.00022897i,-0.00036245-0.00098924i,-0.0015499-0.0018256i,-0.0022308-0.0012098i,-0.0024064-7.8221e-05i,-0.0012576+0.00062923i,0.00017221+0.00064797i,-0.00029814+3.6028e-05i,-0.00087924-0.00026755i,-0.00064889+0.00063378i,-0.00037259+0.00088793i,-0.00016826+0.0007548i,0.00027784+0.00052384i,0.00049192+0.00023832i,9.2719e-05-0.00049094i,-0.00030016-0.00076594i,-0.0002145-0.00014938i,3.5046e-05+0.00013285i,0.00024161-0.00046906i,0.00085555-0.00072554i,0.00039597-0.00034129i,-0.00050093-6.7577e-05i,-0.00034163+0.00029772i
0.00078702+0.00014577i,0.0014236-0.0003986i,0.0013245-0.00081175i,-0.00071892-0.00027934i,-0.0019438-0.00012893i,-0.0010855-0.00016673i,0.00020052+4.8055e-06i,-0.0002663-0.00064832i,-0.0016934-0.00050282i,-0.0015933+0.00069135i,-0.00042103+0.0011013i,-0.00041899+0.0005337i,-0.00048907+4.049e-05i,0.00049257+0.00021001i,3.85e-05-6.3638e-05i,-0.00027086-0.00044936i,0.00020236+6.4418e-05i,0.0010895+0.00044334i,0.0013427+0.00027127i,0.00062286+0.00047352i,-0.00037672+3.402e-05i,-0.000468-0.00031722i,-0.00017334-0.00022849i
0.002006+0.00071866i,0.0013883-7.0568e-05i,0.00058139-0.00088709i,-0.00043121-0.0017639i,-0.00070397-0.0016909i,-0.00027446-0.00061925i,0.00018262-0.00061867i,-0.00015177-0.0013119i,-0.0011262-0.00074575i,-0.00065345-5.7823e-05i,0.00054496-0.00031664i,0.00066719-0.00045012i,4.5921e-05-5.0327e-05i,0.00017796+0.00015339i,0.00086352+0.00026349i,0.00087053+0.00021076i,0.00025048-0.00031463i,-6.4386e-05-0.00055273i,0.00050502-0.00039469i,0.00030086+0.00066699i,-0.00045543+0.00045872i,0.00013901+0.00020225i,0.00032488+0.00064489i
-0.00051384-0.00050456i,0.00066507-0.00056553i,0.0010776-0.0012886i,-0.00036551-0.0015042i,-0.0015251+0.00036964i,-0.00029198+0.0016416i,0.00036948+0.0012107i,-0.00044273+0.00016761i,-0.00050783-0.00018137i,-0.00031749+0.00014419i,0.00025176+0.00080123i,0.00019624+0.0010582i,-0.0002974+0.0012628i,0.00023521+0.0010667i,0.0011813+0.00036904i,0.00055509+0.00014242i,-0.00088422-0.00070458i,-0.00041278-0.00084088i,0.00029351+3.372e-05i,8.567e-05+0.00024719i,-0.00013818-0.00033968i,-0.00065833-0.00044126i,-0.0010127+1.1399e-05i
0.00065741+0.0023724i,0.0015065+0.0027826i,0.0003104+0.0034809i,-0.0009336+0.0030738i,-0.00080924+0.0023714i,-0.00062854+0.0014744i,-0.00078135-0.00032895i,-0.001115-0.0010312i,-0.0014419-0.00012974i,-0.00086573+0.00090068i,-0.00043742+0.00030292i,-0.00055885-0.00064337i,7.0645e-05-0.0013216i,6.6466e-05-0.0015172i,-0.0007793-0.00087223i,-0.00077016+0.00029803i,-0.00048706+0.0009983i,-0.00030896+0.00039057i,0.00020662+0.00017954i,-0.0002889+0.00058209i,-0.00072719+0.0012766i,-0.0005378+0.0015049i,-0.00023985+0.00096366i
0.00091322-0.0004176i,0.0020425-0.0004688i,0.0015673-8.5741e-05i,-0.0001631+9.2606e-05i,-0.0013306+5.1438e-06i,-0.0009999+1.2001e-05i,-0.00012748-0.00071988i,-0.001076-0.0013937i,-0.0022874-0.00065699i,-0.0012183+3.055e-05i,9.1702e-05+7.819e-07i,0.00047474+9.6315e-06i,0.0003347+5.4861e-05i,0.00026339+0.00010425i,0.0002905-0.00039978i,-0.00037178-0.00063157i,-0.00052944+0.00013098i,0.00025905+0.0010734i,0.00026116+0.00054477i,-0.00055775-8.6899e-05i,-0.00040826+0.0005045i,-0.00049372+0.0006267i,-0.00082229-0.00025958i
0.0016364+0.00064064i,0.0021531+0.00010846i,0.0015993-0.00011658i,0.00047182-0.00060222i,-0.00049329-0.00059376i,0.00011237+0.00023831i,0.00076752+0.00027151i,0.00018834-0.00068035i,0.00020133-0.00012021i,0.00063318+0.00061875i,0.00090629+0.00025797i,0.00051474+0.00068228i,0.00077336+0.0010885i,0.0009288+0.00073869i,-0.00015429+0.0003651i,-0.00038568-0.00022514i,0.0001373-3.644e-05i,7.0073e-05-0.00013207i,-0.0001067-0.00073645i,-8.1577e-07-0.00077189i,1.0232e-05-0.00028266i,-0.00021937+0.00037807i,-0.00039102+0.00087398i
0.00031345-0.0014259i,0.0005462-0.00073674i,-0.00059007-0.0018852i,-0.0025911-0.0013799i,-0.0036396+0.00059568i,-0.0019453+0.0012253i,0.00038656+0.0001464i,0.00023057-0.0008065i,-0.00025811-0.00078299i,8.6267e-05+0.00062626i,-8.1094e-05+0.0013i,1.1464e-05+0.00035682i,0.00034367-0.00014997i,-0.00047239-1.1258e-05i,-0.0013236-9.715e-05i,-0.00094422+0.00023607i,1.6056e-05+0.001026i,0.00011268+0.0012476i,7.6684e-05+0.00045791i,0.00033517-0.00027049i,0.00036873-5.3764e-05i,0.00033233-0.00033332i,3.8286e-06+0.00050531i
0.00012075+0.0016142i,0.0011325+0.00066911i,0.0020315+0.00023459i,0.00032534+0.00016315i,-0.00127+0.00031762i,-0.00030269+0.00038226i,0.00035564-0.00037367i,-0.00060202-0.0013019i,-0.0010229-0.0013535i,-0.00031788-0.00084235i,0.00024144-0.0007187i,8.6803e-05-0.00056771i,-0.00069575-0.00040784i,-0.00029844+0.00022534i,0.0012759+0.00051958i,0.0018708+0.00025554i,0.00061204+0.00051978i,-0.00023118-4.5989e-05i,-4.5725e-05-0.00033862i,0.00058362+9.3945e-05i,0.00071448+0.00018351i,0.0006555+4.3029e-05i,0.00055628+0.0002265i
0.0022006-0.0010969i,0.0016706-0.0011185i,0.0010808-0.0025359i,-0.00017707-0.0032045i,-0.0012909-0.0018568i,-0.0010418-0.00062576i,0.0003215-0.0008651i,0.00029461-0.0016847i,-0.0010762-0.0015985i,-0.0012708-0.00051672i,-0.00054868+0.00016679i,-0.00021155+0.00044688i,-0.00051297-0.00023374i,-3.046e-05-0.00052703i,0.00055707-0.00021943i,0.00086111-0.0001746i,0.00040719-0.00048004i,-0.0008169-0.00089154i,-0.00059826-0.00053209i,0.00033882-0.00028225i,-1.7669e-05-0.00028161i,-0.00053046-0.00020965i,-0.00031212-0.00025493i
0.00082148+0.0012459i,0.001158+0.00025227i,0.00064142-0.00089189i,-0.00029248-0.0010867i,-0.00060216+0.00059271i,-0.00012156+0.0012556i,0.0003839+6.0751e-05i,-0.00012512-0.00046301i,-0.00051713+1.6348e-05i,0.00012328-0.00035696i,0.0010832-0.00046158i,0.00092676-0.00022762i,0.00017859+6.4224e-05i,-0.0001467+0.00085624i,-9.1906e-05+0.00081742i,0.00046615+0.00075468i,0.00053658+0.0006983i,-3.8001e-05-0.00020978i,-0.00012376-0.00016131i,0.00050141+1.7383e-05i,0.00034999+0.00025364i,-5.2522e-05+0.00049079i,0.00048187+0.00063348i
-6.2637e-05+0.0019054i,0.00081719+0.0025068i,0.00059592+0.0026313i,-0.00024442+0.0022116i,-0.00047333+0.0013455i,-0.00021712+0.00020431i,-0.00066204-0.00083671i,-0.0015313-0.00072665i,-0.0013424-0.00042386i,-0.00059445+0.00014795i,9.0383e-07+0.00054417i,-1.4644e-05+6.3616e-05i,0.00010993-0.00058017i,-0.00026504-0.0010041i,-0.00077663-0.00012124i,-0.00081644+0.0010536i,-0.00026999+0.0010954i,0.00026871-5.4457e-05i,0.00027399-0.00085751i,-0.00042868-0.00085009i,-0.00059411-0.00062847i,-1.4265e-06-0.00069935i,-0.00015987-0.00046631i
0.0027698+0.0016115i,0.0026053+0.0009159i,0.0018307+0.00081988i,-4.5693e-05+8.3275e-05i,-0.00027372-0.00025207i,0.00087536+0.00021894i,0.00078748-9.6408e-05i,-4.5997e-05-0.001182i,-0.00096236-0.0008931i,-0.00090143-0.00010546i,0.00032343-0.0008012i,0.00096955-0.0013706i,0.00037539-0.00035953i,-2.6084e-05+0.00044291i,0.00095891-0.00023222i,0.0012625-0.00043715i,0.00075232-0.00043363i,0.00031719+0.00048086i,0.00012219+0.00077222i,-0.00030583+0.00042426i,-0.00075921-0.00012593i,-0.00048644-0.00091249i,-0.00066256-4.7637e-05i
0.00099838+0.0010253i,0.0012033+0.0011568i,0.0011937-0.00044397i,0.0004495-0.0018824i,-0.00044047-0.00094528i,-0.00058949+0.00041055i,-0.00035572+0.00066545i,-0.00042256+0.00023152i,-0.00031388+0.00025874i,0.00055694+0.00065322i,0.00074917-0.00048593i,0.00033644-0.00084894i,0.00028317-3.9951e-05i,-0.00014488+0.0002682i,-0.00039111+0.0008762i,-0.00070217+0.00037299i,-0.00027697-0.00020935i,0.00019506-3.9007e-05i,-0.0010414-0.0001046i,-0.00058341+0.00026123i,0.00032733+0.00065365i,-0.00019096+0.00040029i,-0.00032489+5.6035e-05i
0.00053821-0.00013033i,3.9506e-05-0.00036476i,0.00012284-0.0010169i,-0.00034741-0.00085996i,-0.0014015-0.00042061i,-0.0011747+0.00021685i,-0.00042317+0.0009026i,-0.0014405+0.00072754i,-0.0014045-0.00076684i,0.00033536-0.0003856i,0.00043152+0.00082062i,-0.00034419+0.0010226i,0.00010492+0.00050516i,0.0010409+0.00051785i,0.0009458+0.00078586i,0.00032624+0.00056458i,-0.00041242+0.00021124i,4.0223e-05+5.9745e-05i,0.00033964-0.00011724i,0.0001913-0.00018036i,0.00020038-9.5474e-05i,0.00077732-0.00020876i,0.0009284+0.00034141i
0.00037944+0.00015045i,6.6149e-05+7.9961e-05i,-0.0008363-0.00022718i,-0.0015518-0.00091164i,-0.0022955-0.00041603i,-0.001128+0.00027859i,0.00028161-0.00013542i,-0.0004511-0.00035282i,-0.00065427-0.00026528i,-0.00021726-6.2255e-05i,-0.00039035-0.00024793i,-0.00077191-0.0006032i,-0.00075832-3.2302e-05i,-0.00095431+0.00038739i,-0.00073119-0.00041487i,-0.00019193-0.00043543i,0.0004646+0.00022984i,0.00057774-0.00010082i,0.00015736-0.00052501i,0.00080132-0.00051812i,0.00096043-0.00080097i,0.0011303-0.0011264i,0.00098329-0.00092793i
-0.0015419-0.0019593i,-0.0010149-0.0020214i,-0.0020228-0.0010808i,-0.0034598+0.00065952i,-0.0036521+0.0020318i,-0.0017848+0.0019237i,0.00076733+0.0002753i,0.0015451-0.0014387i,0.00060339-0.00078364i,-0.00053865+0.00043516i,-0.00028384+0.00089956i,0.00014777+0.00072327i,0.00017984+0.00011426i,-0.00012319+0.00042916i,2.7098e-05+0.00062348i,0.00045847+0.00044188i,-0.00038722+0.00036131i,-0.0010099-1.4572e-05i,-0.0012896-0.00025838i,-0.00099425-0.00022425i,-0.00027683+0.00056957i,-4.3705e-05+0.00074213i,0.00016003-7.5915e-05i
0.00047039+0.0022017i,0.0018162+0.0021453i,0.0018159+0.0010019i,0.00063708-0.0007846i,-0.0004186-0.000527i,-0.00025676-0.00054764i,0.0010286-0.00052056i,0.00030096-3.2934e-05i,-0.00082676-0.00071311i,-0.00033734-0.00012851i,8.3118e-05+0.0012314i,0.00033018+0.0005688i,0.00030547-0.00055739i,-9.1494e-05-0.00064566i,-0.00026037+0.00019042i,0.00057935+0.00094481i,0.00093665+0.00074576i,0.00014933+0.00043478i,0.0003982+0.00035421i,0.00064457-0.0001627i,0.00040289-7.8443e-05i,-6.352e-05-5.6548e-05i,-0.00048342-1.5303e-05i
-0.00053271+0.0016883i,-0.00031307+0.00042943i,0.00013776+0.00045326i,-0.00075866+0.0004392i,-0.0010875+0.00041221i,0.00011443+0.00052278i,0.00041724-0.00017574i,-8.3014e-05-0.0013511i,-0.00019506-0.00052834i,-0.00064192+0.00017721i,-0.00028827-3.8448e-05i,0.00025779-5.6111e-06i,0.00088168-0.0007879i,0.0007392-0.0011332i,-0.00028364-0.00014528i,-0.00036902+0.00051423i,0.0003714+1.6795e-05i,0.00032766+0.00039073i,0.00021151+0.0010564i,-9.9721e-05+0.0011085i,1.461e-05+0.0011493i,0.00023882+0.0003547i,-0.00050388-0.00093923i
0.00030266+0.00083257i,0.0014032+0.00055874i,0.0006222+0.0013088i,-6.9235e-05+0.00086387i,-4.7154e-06+0.00082984i,-6.9832e-06+0.00049851i,0.00088748-0.00081478i,0.0010281-0.0011689i,-0.00063903-0.00064993i,-0.0008015+0.00015217i,0.00038129+0.00082462i,0.00036416+0.00031389i,0.0003402-2.7164e-05i,0.00024-0.00010789i,-8.0276e-05-0.00041605i,2.4215e-05-0.00058385i,-0.00014198-0.00065655i,-0.00059418-0.00022592i,-0.00081578+0.00022541i,-0.00014866-0.00050851i,0.00036145-0.0010304i,0.00023758-0.00071613i,-0.00017134-0.00055314i
1.8323e-05+0.00076545i,0.00081571+0.00033551i,0.00086551-0.00063863i,0.00012366-0.0005625i,-0.00066288+0.00055644i,-0.0005335+0.0012759i,0.00049079+0.00070732i,0.00067933-3.7762e-05i,0.00015664+5.9571e-05i,0.00014838+0.00040189i,0.00010516+0.00052184i,0.00029761+0.00054262i,0.00056807+0.00092383i,0.00059736+0.00059441i,0.00039938-0.00029389i,-0.00014322-0.00045281i,-6.0856e-05+0.00042603i,0.00037734+0.00094184i,6.4291e-05+0.00017631i,-4.421e-05-0.00063219i,8.7916e-05-0.00061263i,4.1736e-05-0.00050919i,-5.8975e-05-0.00057919i
-0.00175+6.4212e-05i,-0.00056848+0.00023429i,-0.0008406+0.00013016i,-0.001862+0.00032157i,-0.0019464+0.00064473i,-0.00040192+0.00057013i,0.00093021+0.00053551i,0.00020942-8.9501e-05i,-0.00053612-0.00013807i,-0.00051355+0.0003186i,0.00013213+0.00051929i,0.0012032+0.00077416i,0.00068272+0.00048172i,-0.00028235+0.00012858i,-9.2511e-05+0.00041878i,-0.00019725+0.00052337i,-0.00049122+8.2955e-05i,-0.00024096+0.00011535i,-0.00046392+0.00025992i,-0.00044129-0.00020228i,5.5921e-05+0.00044258i,-0.00047879+0.0015175i,-0.000371+0.0017414i
-0.00021863+0.00085949i,-0.00052819+0.00063606i,-0.0013779+9.0239e-05i,-0.0020876+0.00024436i,-0.0012287+0.0010847i,0.0004857+0.0014618i,0.0011824+0.00029556i,-0.0003587-0.001189i,-0.0016883-0.0011211i,-0.0010659+0.00012408i,4.1822e-06+0.00024358i,0.00032283+0.00010277i,-0.00021845+0.00077128i,6.0603e-05+0.00057908i,0.00089389-0.0002423i,0.00087507+4.206e-05i,0.00080931+0.00041537i,0.00023633+9.186e-05i,-0.00057041+0.00032873i,-0.00043154+0.00065957i,-0.00010763+0.00070532i,0.00049671+0.00036193i,0.00031702-1.6217e-05i
0.0021364-0.00030093i,0.0019033-3.3875e-05i,0.0010955-0.0010464i,-0.0011546-0.0010211i,-0.0023856+0.0002908i,-0.0014238+0.0011492i,0.0002143+0.00069391i,-0.00012548-0.00082402i,-0.00083455-0.0011606i,-0.00010812-0.00037493i,0.00066514-0.00058022i,0.00060677-0.00083603i,-3.5019e-05-0.00061956i,-0.0012475-0.00021414i,-0.0014071-0.00019701i,-3.3695e-05-8.4588e-06i,0.00056619+1.3233e-05i,0.00052671-0.0008508i,-0.00020006-0.00094302i,-0.00080529+5.4022e-05i,-0.00049804+0.00066699i,-0.00033705-0.0002261i,-0.00035926-0.00073388i
