-0.0011811+0.0012529i,0.00014599+0.0011257i,-0.0020676-1.2788e-06i,-0.0027914-0.00082733i,-0.0021364-0.00078676i,-0.0015207+0.00030927i,-0.0010024+0.0013009i,-5.8735e-05+0.0013968i,0.00060945+0.0015143i,-4.8881e-05+0.0012129i,-0.00082556+0.00095977i,-0.00078217+0.00083629i,-0.0007033+0.00019187i,-0.00080923-0.00033561i,-0.00094083+0.00041335i,-0.0012905+0.00091619i,-0.00073552+7.1673e-05i,-0.00026784-0.000504i,1.5398e-05-0.00024127i,-6.311e-05-0.00013156i,-3.6675e-05-0.00059583i,0.00021965-0.00045463i,0.00045864-0.000143i
0.00065617-0.0018782i,0.00080396-0.0024765i,0.00031076-0.0025253i,-0.00088899-0.001087i,-0.000965-0.00023907i,-0.00064195+0.00022252i,-0.00064938+0.00040005i,-0.00099813+0.00051198i,-0.0012225+0.00067991i,-0.00049614+0.00080355i,-0.00038219+0.00072503i,-0.0011879+0.0004554i,-0.0011173+0.00084493i,-0.00043403+0.0013541i,0.00010342+9.0216e-05i,0.00042495-0.0011098i,0.00039099-0.00046927i,-9.1232e-05+4.0867e-06i,-0.00093101+0.00080258i,-0.00042225+0.0010424i,0.00071308+6.3957e-05i,0.00022524-0.00077342i,-0.00015157-0.00067763i
4.0474e-05-0.0010211i,0.00077598-0.00087712i,0.00020574-0.00077159i,0.00020484+8.2715e-05i,0.00036749+0.00050595i,0.00046965+0.00060041i,-9.603e-06-0.00025499i,-0.00077276-0.0010603i,-0.0011196-0.00032064i,-0.0012727-8.0803e-05i,-0.00094103+0.00049188i,-0.00049337+0.0015867i,-0.00010617+0.0014344i,0.00029789+0.00081893i,7.6719e-05+0.0003435i,-0.00052218+8.5951e-05i,-0.00054357+0.00043138i,1.3775e-05+0.00024146i,3.0089e-05-0.00047936i,-0.00041423-0.00045276i,-0.00059413-0.00043172i,-9.1965e-05-0.00037723i,0.00068501+0.00021647i
-0.00040133+0.00019824i,-0.00071586+0.0011672i,-0.00056967+0.00090052i,-0.00083764+0.00025977i,-0.00051278+0.00051219i,-0.00043214+0.00044939i,-0.00076574+9.0765e-05i,-0.0017819-1.1518e-05i,-0.00237-0.00050183i,-0.0020292-0.00062078i,-0.0010355+0.00063596i,-0.0003901+0.0018325i,-0.0007467+0.0015972i,-0.0010723+0.00046858i,-0.00095397-0.00022831i,-0.00041174-0.00063439i,0.00035411-0.00010171i,0.00036825-0.00043847i,0.00048248-0.00056053i,9.4296e-05+0.00025995i,-0.00047623+0.0002355i,8.8014e-05+0.00039296i,0.00067279+0.00013134i
-0.0006707-0.0016199i,-6.7207e-05-0.0012984i,0.00095356-0.0010849i,0.0012885-0.00060907i,0.00028116-0.00054939i,-0.0012845-0.00026243i,-0.0016639-0.00015679i,-0.0019526-0.0012087i,-0.0019267-0.0011253i,-0.00077111+8.5711e-06i,7.2444e-05+0.00049379i,0.00027096+0.00025447i,0.00060685+0.00054347i,0.00057517+0.0010528i,0.00060721+0.00072431i,0.00057773+0.00012641i,0.00044588-0.00031152i,0.00066922-0.00056851i,0.00066463-0.00042434i,0.00017236-1.0585e-05i,0.00013556+0.00013591i,0.00084947+0.00022589i,0.00047114+0.00016693i
0.00038927-0.00030354i,0.001529-0.00045548i,0.00070013+2.4988e-05i,-0.00028403-0.00040393i,-1.3088e-05-0.00071042i,0.00040111-0.00086108i,-0.00038792-0.00080685i,-0.0010463+8.8787e-05i,-0.001166+0.00037728i,-0.00094887+0.00024537i,0.00019053+0.00098835i,0.00016016+0.0013625i,-0.00085971+0.0016496i,-0.00098633+0.00099421i,-0.00015115+0.00021365i,0.00062987+0.00025731i,0.00029846+0.00034821i,-0.0010416+8.9512e-05i,-0.0010058-0.00054413i,-0.0001314-0.00083806i,7.4184e-05-0.00026596i,0.00066456+0.00046282i,0.00056641+0.00058355i
0.0012125+0.0011824i,0.0013025+0.0014009i,0.0012365+0.00042761i,0.00040933+0.00059745i,-0.00063988+0.00096903i,-0.0018347+0.0013655i,-0.0020264+0.00094803i,-0.0013318+0.00044649i,-0.00081492+0.00046662i,-0.00062677+0.0010185i,-0.00064317+0.0013461i,-0.0015687+0.00093173i,-0.0019368+0.00092215i,-0.00097442+0.00050419i,0.00034285-0.00085179i,0.00067651-0.00082558i,0.00020496+0.00011118i,0.00021948-0.00023278i,-0.00015352-0.00064009i,0.00059882-0.00021308i,0.00060879+0.0001115i,-0.00051763+0.00037232i,2.3824e-05+0.00079505i
-0.0025282-0.0008944i,-0.0030618-0.0012506i,-0.0030566-0.001394i,-0.0011017-0.00087803i,0.00021639-0.00017279i,0.00026075+0.00019668i,-0.00033321-0.00030706i,-0.00053195-0.00013506i,-0.001109+0.00059671i,-0.0013659+0.00079554i,-0.0005949+0.0013534i,0.00025859+0.0014039i,0.00029851+0.0010844i,0.00050255+0.00088234i,0.0005068+0.00067838i,0.00057915+0.00068101i,0.00041594+0.00077553i,-0.00023666+0.0010324i,-0.00066042+0.0009769i,-0.00040643+0.0003032i,0.00011332-3.8164e-06i,9.8311e-05+9.9316e-05i,-0.00032885+0.00021497i
-0.0015206-0.0013001i,-0.00091861-0.0016725i,-0.00080134-0.00024077i,-0.00074271+0.00072605i,4.4413e-05+0.0013886i,0.00022023+0.0015282i,-2.2741e-05+0.00084453i,-0.00014468+0.00039992i,-0.00051768+0.0011257i,-0.00064124+0.0021695i,-0.00034007+0.0020818i,-0.00049407+0.0014223i,-0.00045308+0.002033i,-0.00025889+0.0026328i,6.3036e-06+0.0017273i,0.00016335+0.00064223i,-0.00019591+6.4221e-05i,-0.00033107-0.00027979i,-4.3856e-05-0.00044145i,0.00032493-0.00027757i,0.00085358-6.8615e-05i,0.00051055+0.00032549i,-5.8919e-05-0.00033793i
-0.00021803+0.0018411i,-0.00076788+0.0017835i,-0.00012396+0.0021093i,0.00095218+0.0025207i,0.0010771+0.0021172i,0.00067527+0.00082579i,-0.00015913-9.1655e-05i,-0.00074015+0.00050784i,-0.00073251+0.0015971i,-0.00021012+0.001485i,0.00044243+0.0014027i,0.00040611+0.0011788i,0.00015611+0.00043378i,0.00070846+0.00060621i,0.00079249+0.00092383i,0.00038797+0.00066511i,0.00025785+0.00025313i,0.00024497-0.00025151i,0.00022406-0.0011287i,0.00044741-0.0011266i,0.00040186-0.00040903i,0.00085205-0.00031019i,0.00094129+7.9836e-05i
-0.00034935+3.6291e-05i,-0.00051265+0.0010217i,-0.00058632+0.0015064i,-0.00056757+0.0012103i,-0.00027191+0.0013802i,-0.00020661+0.00088422i,-0.00025532-0.00021847i,-0.00057782-0.00047567i,-0.00093533-0.00019579i,-0.0008636+0.00035087i,0.00017446+0.00036047i,3.2443e-05+0.00054868i,-0.0011599+0.0010316i,-0.00041145+0.00094822i,0.00074062+0.00024519i,0.0011953-9.4469e-05i,0.00090234+0.00040652i,0.00029302+0.00018409i,-0.00069553+0.00017827i,-0.0014651+0.00064413i,-0.00053247+0.00065646i,0.00020239+0.001066i,-0.00031416+0.0010379i
0.0013779+0.0010655i,0.0016852+0.00085673i,0.0019582-0.00034194i,0.0017915-0.00021604i,0.00079563-0.00067025i,0.00031525-0.00065844i,0.00059368+0.00053496i,0.00038321+0.00055403i,-0.00031308+0.00010615i,-0.00043502+0.00051841i,-0.00012504+0.00098018i,-0.00021214+0.00098233i,-0.00034667+0.00062435i,-0.00047053+0.00019418i,-0.0004512+0.00037924i,0.0003186+0.00048585i,0.00089198+0.00020733i,0.0011712+0.00032613i,0.00093328+0.00028643i,-0.00052215-0.00045934i,-0.0012781-0.00067932i,-0.0011181+0.00044867i,-0.00011009+0.00043197i
0.0013547-2.5497e-05i,0.0012879+0.0012883i,0.0010584+0.0013499i,6.6434e-05+0.00093693i,0.00019017+0.00011406i,0.0002985-0.00048801i,-0.00027508+0.00013181i,-0.00063012-7.2422e-05i,-0.001088-0.00044102i,-0.0017015+0.00065731i,-0.0014465+0.0017826i,-0.00041523+0.0021925i,0.0001733+0.0015775i,0.00044415+0.00080101i,0.00025246+0.00066813i,0.00036681-0.00015054i,0.00081609-0.00045458i,0.00056089-1.9798e-06i,3.4338e-05+0.00039744i,-8.0503e-05+0.00081934i,-0.00018962+0.00086791i,-0.00016749+0.00053153i,0.00053913+4.2661e-05i
-0.0004187-0.0023705i,-0.00047741-0.0026983i,-0.00068189-0.0011812i,-0.0009056+0.00060777i,-0.00027376+0.0014576i,0.00033379+0.00075628i,-0.00022048-8.0741e-05i,-0.00057305+5.8577e-05i,-0.00049+0.00039219i,-0.00023287+0.00048644i,0.00026016+0.00044135i,8.3251e-05+0.001576i,3.9258e-05+0.0024853i,2.4827e-05+0.0023428i,-0.00052798+0.0014273i,-0.0010512+0.00049271i,-0.0006926+0.00015957i,1.7946e-07+0.00010996i,0.00037395-0.00017799i,5.4901e-05-0.00051903i,-0.00043312-0.00090903i,-0.00061037-0.00055078i,-0.00060657+0.00014411i
0.0011583-0.00078045i,0.0020583-0.00073282i,0.0023357-0.0003353i,0.0013949-0.00062544i,0.0011837-0.0014103i,0.0015268-0.0012202i,0.00092081-0.00010385i,-5.9777e-05+0.00031363i,-0.00046755+0.00071794i,-5.5356e-05+0.001333i,0.00021036+0.0015904i,-0.00014189+0.0019125i,-0.00067063+0.0015458i,-0.00074764+0.00040115i,-8.5988e-05+7.4206e-06i,0.001183+0.00035227i,0.0011536+0.00035497i,0.00034372-0.00035835i,0.00033516-0.00038931i,0.00020036+4.9784e-06i,7.9072e-05+0.00012821i,6.7861e-06+0.00014297i,-0.00038806+0.00042804i
-0.00083827-0.00073488i,-0.0016023+0.00099287i,-0.0018612+0.002103i,-0.0010637+0.00083129i,-0.00057218-0.0001446i,-0.0005137+0.00012407i,-0.0006156-0.00055327i,-0.00099471-0.0010219i,-0.0015772-8.9407e-05i,-0.0015572+0.00073065i,-0.00077744+0.00081111i,-2.6594e-05+0.00096203i,0.00011665+0.0010589i,0.00018723+0.00080644i,0.00028398+0.0002202i,0.0004025-6.905e-05i,0.00097898-0.0003529i,0.001239-0.00034265i,0.00056476-6.1984e-05i,-6.3885e-05-5.8917e-05i,-3.0731e-05-4.2435e-05i,0.00014171+0.00015007i,5.9298e-05+9.1701e-05i
0.00022874-0.0024923i,-0.0010665-0.0038235i,-0.0015405-0.0034628i,-0.00094458-0.0021163i,-0.001616-0.00096842i,-0.0014312+0.00014119i,-0.00020964+0.00072304i,-0.0002114+0.00068503i,-0.00063015+0.00071767i,-0.00048542+0.0010687i,-0.0006148+0.0013427i,-0.0011261+0.0016196i,-0.001083+0.0011136i,0.00012685+0.00097348i,0.00019261+0.0012535i,-0.00018558+0.00062529i,0.00048292-6.1053e-05i,0.0013218-0.00048786i,0.00064631-0.00056739i,-0.00069428-0.00042341i,-0.00092923-0.00095448i,-0.00083376-0.00063655i,-0.000899+0.00018074i
0.00058044+0.00047251i,0.001943-0.00016018i,0.0015081-0.0001882i,0.00117+0.00049558i,0.0017309+0.0013721i,0.0012804+0.00085864i,0.00051618-0.00025159i,-0.00077632-2.9539e-05i,-0.0013463+0.00039281i,-0.0011696+0.00064528i,-0.00040861+0.0010657i,-0.00011792+0.0012926i,0.00017958+0.0012882i,0.00095763+0.00071609i,0.0014657-0.00027894i,0.0011792-0.00066726i,0.00067092-0.00043323i,0.00066522-0.00085097i,0.00054868-0.00097616i,0.00037502-0.00041337i,0.00074033+4.2371e-05i,0.0012122-0.0007826i,0.0013398-0.00081314i
0.0026444+0.00048706i,0.0019802+0.0011912i,0.0012329+0.0016256i,0.0010881+0.00093411i,0.00060822+0.00025635i,-0.00032832-5.7308e-05i,-0.00067302-0.00035451i,-0.0011002-0.00076035i,-0.0010608-0.0010883i,-0.00064197-3.871e-05i,-0.0006092+0.00090671i,-0.00097493+0.0014849i,-0.00070975+0.0013836i,0.00034671+0.0007242i,0.00079506+0.0002012i,0.0001437+0.00020845i,-0.0010528+0.00015749i,-0.0010267+2.197e-05i,-0.00063307-0.00039705i,-0.00087042-0.00040752i,-0.0012631-4.6927e-05i,-0.00086185-7.3622e-05i,-0.00016409-0.00030798i
-0.0010248+0.00038105i,-0.0015105+0.0002061i,-0.00059699+0.00047786i,0.00055115+0.00012094i,0.0010256-0.00068822i,0.00065924-0.00084366i,0.00035716-0.00046914i,5.513e-05+0.00017463i,-0.00028297+0.00065181i,0.00037276+0.0011749i,0.00098781+0.0014045i,-2.0596e-05+0.0013212i,-0.00090437+0.00050972i,-6.9935e-05-5.4366e-05i,0.00030886+0.00010576i,0.00024099+0.00083667i,0.00028618+0.0010897i,-0.00025168+0.00052209i,-0.00043993-0.00021396i,0.00046139-0.00050413i,0.00067561-0.00067578i,-0.00013908-0.00091845i,-0.000357-0.00011596i
-0.00065082+0.0013938i,0.00014733+0.00087048i,0.0007802+0.00032489i,0.0010521-9.4405e-05i,0.00060734+0.00045251i,-0.00016879+0.00061831i,-0.00032723+0.00069784i,-0.00012474+0.00081872i,-0.00083508+0.00082827i,-0.00082591+0.0010683i,-0.00085448+0.0010841i,-0.0012893+0.00099024i,-0.00099148+0.001492i,-0.00013831+0.0014074i,0.00028688+0.00073624i,0.00081492-0.00035276i,0.0018033-0.00085996i,0.0014486-0.0010495i,0.0002085-0.00092409i,-0.00033828+2.5469e-05i,1.1236e-05+0.00021993i,0.0005396+4.8108e-05i,0.00022138+9.365e-05i
-9.4958e-05+0.001415i,-0.00040064+0.0018475i,-0.00031024+0.0020605i,0.00058319+0.0020266i,0.0005702+0.0010343i,0.00059509-0.0001831i,0.00090207-0.00046662i,0.00012618-0.0011656i,-0.00045715-0.0010356i,-0.00023073+0.0005982i,-0.00021418+0.0015312i,-0.00046528+0.0013114i,-2.998e-05+0.00080221i,0.00048974+0.0015505i,-0.00016657+0.0012509i,-0.0013706-0.00016261i,-0.0016501-0.00053838i,-0.00071837-0.00064557i,0.00062374-0.00021858i,0.0015385+0.00026884i,0.0013256-6.2259e-05i,0.00097156-2.3801e-05i,0.00074447+0.00085318i
0.001327+0.0019216i,0.00069212+0.0017043i,0.0012765+0.0017188i,0.0015789+0.0011837i,0.00052591+0.0013193i,-0.00050168+0.0011542i,-0.001202+0.00026666i,-0.0017766+0.00024889i,-0.0021402+0.00052069i,-0.0014792+0.00075411i,-0.0011552+0.0011914i,-0.0016692+0.0016032i,-0.0015464+0.0014883i,-0.00014047+0.0012832i,0.0014156+0.0010017i,0.0016908+0.00051783i,0.00071962-0.00022006i,-7.3003e-05-0.00045073i,-0.00031409-0.00023384i,-0.00048383-0.0007443i,-0.00046669-0.00072964i,-0.00041642-0.00016507i,-0.00034291+0.00011273i
-0.00012861-0.0012937i,0.00021841-0.0017674i,-0.0003396-0.0024883i,-6.8124e-05-0.0024555i,0.00061685-0.0021629i,4.4248e-05-0.0013786i,-0.00037077-0.0011424i,-0.0010281-0.0011552i,-0.0013392+1.3151e-05i,-0.00040615+0.0013076i,-0.00039725+0.0016054i,-0.00092875+0.0015623i,-0.00057713+0.0013197i,6.8603e-06+0.00096186i,0.00024561+0.0010492i,-5.3355e-05+0.0016478i,-0.00053839+0.0014636i,-0.0006995+0.00046576i,-0.00092686-0.00023966i,-0.00094071-0.00011907i,-0.0002895+0.00032654i,2.7727e-05+0.00023927i,-0.00039014+2.4121e-05i
-0.00077797+0.00064091i,-0.00022381+0.00092054i,0.00010558+0.00069865i,-0.00041466+0.00027022i,-0.00067161+3.4405e-06i,-0.00037643+0.00018365i,-0.00063632+5.9069e-05i,-0.0011761+0.00026518i,-0.001225+0.00098775i,-0.0012109+0.0011718i,-0.0010915+0.0016283i,-0.0010032+0.0018319i,-0.00061183+0.0011512i,-0.00023555+0.00047796i,-0.00012182+0.00042186i,0.00061078-0.0001882i,0.00088814-0.00059576i,0.00090457+6.2586e-05i,0.00096375+0.00025599i,0.00066547-0.00013938i,4.1551e-05-0.00013461i,-9.4907e-05-4.7587e-05i,0.00010775+2.7443e-05i
0.0011149+0.00030244i,0.00091028+0.0017539i,0.001614+0.0016583i,0.0012273+0.0011587i,-0.00046233+0.00094962i,-0.00098323+0.00014629i,-0.00010084-7.2882e-05i,-0.00020852+0.0005841i,-0.0011562+0.0010466i,-0.0013352+0.001285i,-0.00049242+0.0021423i,-0.0001013+0.0025088i,-0.00038007+0.0017143i,0.00043062+0.00052605i,0.001522-0.00022448i,0.0013917-0.00028787i,0.00043812+9.3644e-05i,-0.00031761-8.7322e-05i,-0.00049119-0.00084283i,-0.00026468-0.00034456i,-0.00031883+0.0005169i,-0.00047723+2.9626e-06i,-0.00014504-0.00071603i
0.0003311-5.5477e-05i,0.00019459-0.00028712i,-0.00071899+0.00022249i,-0.00075373-0.00010594i,0.00068672+0.00010457i,0.0010817+0.00020772i,0.00016086-0.00054187i,-0.00087071-0.00079045i,-0.0006216+0.00028245i,-8.9909e-05+0.0015244i,1.6201e-07+0.0016526i,-0.00012727+0.0012743i,0.00015837+0.0007494i,-0.00015472+0.00057875i,-0.00023104+0.00058487i,0.00023753-0.00032689i,0.00058816-0.00092509i,8.6773e-05-0.00061305i,-0.00075791-0.00059937i,-0.00071652-0.00037365i,-0.00035363-0.00030532i,-9.1689e-05-0.00032667i,-0.00014-0.00023385i
-0.0014121-0.00029275i,-0.001741-0.00022132i,-0.0011959-0.00059366i,-0.00011451-0.00036277i,0.00070734+0.00048766i,0.0010374+0.00096627i,-0.00014894+0.00054638i,-0.00070923-0.00019718i,-0.00075112+2.4882e-05i,-0.00074994+0.00044386i,-0.00076398+0.0003623i,-0.00082284+0.00039864i,-9.8552e-05+0.0010178i,0.00042252+0.00058847i,6.85e-05-0.00034802i,-0.0006116+0.00026385i,-0.00017957+0.00090371i,0.00056738+0.00075935i,0.00042901+0.00013413i,0.00013083-0.00041453i,0.00021045-0.00024744i,-0.00010374-0.00057164i,0.00028127-0.00042149i
-0.0022405+0.0012561i,-0.0015047+0.0021956i,-0.00096121+0.0021938i,-0.00059081+0.0013356i,0.00091152+0.00020695i,0.0015348-0.00067922i,0.00033954-0.001098i,-0.00033471-0.0002237i,-0.00055844+0.0010025i,-0.00025779+0.00075499i,-0.00022878+0.00079446i,0.00027833+0.0010736i,0.0011019+0.001517i,0.001167+0.0018257i,0.00070608+0.0010643i,-0.00014389+0.00041183i,-0.00053265+0.00047941i,-0.00084763+7.2726e-05i,-0.00059619-0.00054151i,-0.00035785-0.00039417i,-0.00061671-0.00029816i,-0.0012835-0.00024194i,-0.00096878-2.6965e-05i
-0.00076289+0.0033202i,-0.00051226+0.0031404i,0.00023957+0.0020667i,0.0008765+0.001731i,0.00085423+0.0011208i,-1.4533e-05+0.00077013i,-0.00061138+0.00092624i,-0.00090834+0.0007051i,-0.0012494+0.0010189i,-0.0014732+0.0010616i,-0.00078403+0.0013725i,-6.6037e-06+0.0019213i,-0.00054457+0.0017048i,-0.00067698+0.00090799i,-0.00033366-0.00020189i,0.00013924-0.00062663i,0.00062238-0.00018803i,0.00017245+5.6966e-05i,-0.00037698-0.00053011i,-0.00020637-0.0014655i,-0.00011979-0.0021386i,0.00024912-0.001735i,0.00039296-0.00056153i
-0.00043187-0.00093606i,-0.000506-0.00045873i,0.00021615-0.00062795i,0.00064632-0.00057848i,0.00073877+7.018e-05i,0.00079508+0.00024298i,0.00042577-0.00033486i,-0.00061522-0.00031742i,-0.00080441+0.00011412i,-0.00027532+0.0003802i,-0.00023724+0.0008273i,-1.0839e-05+0.0013295i,-0.00015527+0.00092326i,-0.00041781+0.00063625i,-0.00015525+0.00047321i,-6.1946e-05+0.00032263i,-0.00014184+0.00021036i,-0.0004527-0.00048401i,-5.7503e-05-0.0010054i,0.00075262-0.00059564i,0.00092988-3.0163e-05i,0.00023228+0.0009101i,-0.00048454+0.0010797i
-0.00067726-0.00029859i,-0.00132-0.00055796i,-0.0013578-0.00025609i,-0.00061352-0.00019727i,-0.00029017-0.0004921i,-6.8192e-05-0.00057918i,-0.00028148-0.00040669i,-0.00087855-0.00029014i,-0.0011685+0.00039469i,-0.00089717+0.00071103i,-0.00038461+0.0010054i,-0.00041956+0.0020795i,-0.00048129+0.0019562i,-0.0005044+0.0009454i,-0.00011936+0.00042149i,0.00076513+0.00069076i,0.0010125+0.00041802i,0.00071831-8.2704e-05i,0.00030241-0.00064643i,0.00018313-0.0012233i,0.00027181-0.00094318i,0.0004869-0.00028817i,0.00046582-4.5618e-05i
-0.0017228+0.00064797i,-0.00059821-7.5108e-06i,0.00053555-0.00040655i,0.00044094-0.00096863i,-0.00034526-0.00094619i,-0.0011926-0.00066086i,-0.00081459-0.00063517i,-7.1776e-05+6.5705e-05i,-4.2487e-05+0.00088201i,7.5228e-05+0.0012248i,7.675e-05+0.0011898i,0.00042081+0.0017129i,0.00058427+0.0015447i,0.00050522+0.00082397i,0.00027943+0.00060578i,0.00011512-3.9781e-05i,0.000269-0.00026241i,0.00057308+0.00011171i,0.00032298-0.00044925i,6.09e-05-0.00075364i,0.00061782+2.4873e-05i,0.00054776+6.0923e-05i,0.00028461-0.00067581i
-0.00064881+0.0016544i,-0.00033347+0.0009358i,-0.00093022+0.00057879i,-0.00048541+0.00061486i,0.0009052+0.00086804i,0.001436+0.00041765i,-6.8237e-05-0.00077179i,-0.0010961-0.00041666i,-0.0013654+0.00048601i,-0.0015425+0.0016751i,-0.0010246+0.0019712i,-0.00046425+0.0015859i,6.7068e-05+0.0017128i,0.00049076+0.001273i,0.00090177-8.081e-05i,0.00074491-0.00048259i,3.0958e-06-0.00034761i,0.00013706-0.00024405i,0.00034364-0.00014781i,0.00065763-0.00050542i,0.00059407-0.00055237i,-0.00017604+7.7261e-05i,-0.00035898+0.00060783i
0.0016935+0.00093812i,0.0022648+0.0017415i,0.0031251+0.0017792i,0.0019954+0.00065287i,0.00056881-0.000863i,5.8558e-05-0.0015956i,8.5219e-05-0.0011843i,-0.00035072-0.00071623i,-0.0010636+3.9518e-05i,-0.00084756+0.00036574i,-0.00090315+0.00049068i,-0.001188+0.0014697i,-0.0010616+0.0015203i,-0.00075324+0.00086807i,-0.00025752+0.00035457i,-0.00019038-0.00069706i,-0.00011547-0.00071823i,0.00012709-7.6006e-05i,-0.00025121+0.00026718i,-0.00029339+1.0681e-05i,0.00020831-0.00061312i,0.00034289-0.00045897i,-0.00017667+0.00044i
0.0010677+0.00027866i,-0.00013906+0.00091203i,-0.0013347+0.00019047i,-0.0005693+0.00040993i,-0.00038174+0.0014042i,-0.00036639+0.0010619i,-0.00022679+0.00081577i,-0.00087698+0.00053206i,-0.00061737-0.00042048i,-0.00016428-0.00068106i,-0.0006941-0.00067345i,-0.00026324+0.0001078i,0.00069844+0.0013353i,0.0010819+0.0014076i,0.0011057+0.0010332i,0.00033441+0.00045837i,-0.00015615+0.00010486i,0.00048411+0.00028246i,0.00093572+6.7842e-05i,0.0010842+7.1389e-05i,0.00092534-0.00017453i,0.00029106-0.00063148i,-5.2585e-06-0.00090483i
-0.00010452+0.0025685i,-9.0774e-05+0.0020922i,0.0013395+0.0030301i,0.0018331+0.0028138i,0.00088834+0.0013731i,0.00018684+5.1084e-05i,-0.00021516-0.00065952i,-0.00043697+0.00029468i,-0.00076234+0.0011019i,-0.00021082+0.00048762i,-6.2577e-05+0.00092597i,-0.00019945+0.0017963i,6.8184e-05+0.0019925i,3.3311e-05+0.0013466i,-0.00042432+0.00058114i,0.00015846+6.631e-05i,0.0013556-0.00026062i,0.00059135-0.00054326i,-0.00037829-0.0010394i,-0.00039721-0.00068813i,-0.00011329+0.00049953i,0.0003122+0.0007517i,0.00030348+0.00037904i
0.0015613+0.0019271i,0.0024643+0.0016581i,0.0035763+0.0020064i,0.0030175+0.0013829i,0.0019839+0.00046815i,0.00028029+0.00020572i,-0.00062833+3.3793e-05i,-0.00043335+0.00081018i,-0.00062196+0.0015767i,-0.00090711+0.0010231i,-0.00055822+0.00073294i,-0.00078016+0.0012017i,-0.00086421+0.001665i,-0.00049606+0.0014687i,-0.0005879-4.2389e-05i,-0.00013696-0.00036576i,0.00071476+0.00015863i,0.001053-4.2326e-05i,0.00080916+0.00018568i,0.00032434+0.00050574i,0.00057615-0.00035088i,0.00086531-0.0006482i,0.0008293-0.00021425i
-0.0025618-0.0013542i,-0.0029529-0.001086i,-0.0039055+0.00029328i,-0.0032652+0.0013723i,-0.0017998+0.0023799i,-0.00077069+0.0021009i,-0.00050543+0.00059404i,-0.00040442-0.00052491i,-0.00021624-0.0003549i,0.00016826+0.00041324i,0.00052519+0.0014948i,-0.00031377+0.0025427i,-0.00093271+0.0024796i,0.00017172+0.0017214i,0.00088424+0.00090111i,0.001157+0.00075929i,0.00067898+0.00029414i,0.00014432-0.00034277i,-2.5505e-05-0.00054839i,-0.00025295-0.001103i,-0.00031329-0.0006341i,-0.00014209-7.6007e-05i,0.00042452-0.00034933i
8.0592e-05-0.0023643i,0.00022606-0.002908i,-0.00090448-0.0035661i,-0.0018463-0.0022622i,-0.0019377-0.00012618i,-0.00072868+0.00082058i,-7.0493e-05+0.00070567i,-0.0004546-3.9412e-05i,-0.00067475-0.00032892i,-0.0011754+0.0006196i,-0.0015356+0.001557i,-0.0014887+0.0018318i,-0.0011929+0.001797i,-0.00079722+0.0014964i,-0.00050311+0.00038582i,0.00015168-0.00014992i,0.00031852+0.000375i,-7.2923e-05+0.00053809i,-0.00030814+0.0010863i,-0.00022757+0.0010456i,0.00014188+0.0003181i,0.00033621-0.00013658i,-0.00027852-1.4626e-05i
0.00016033+0.0014481i,0.00051275+0.0027973i,0.0012317+0.0030313i,0.002262+0.0011301i,0.0031569-0.0006965i,0.0016974-0.00072273i,7.1195e-05-0.00028126i,-0.00034454+0.00019505i,-0.00066671+0.00043521i,0.00012974+0.00082657i,0.00070884+0.0016276i,0.0002108+0.0019996i,-0.00063928+0.0019542i,-0.00067208+0.0010603i,-9.4073e-05-0.00020969i,-0.00050321-0.00089141i,-0.00089098-0.0011972i,-0.00079329-0.00053575i,-0.00070921-0.00023075i,-0.00059762-0.00026541i,6.4341e-05-5.0632e-05i,5.0638e-06+0.00030288i,0.00012673+0.00045639i
0.00074796+0.0021846i,0.00072122+0.0020357i,0.00088332+0.0010369i,-0.00019528+0.00028499i,-0.0012625-0.00015672i,-0.001445-0.00036272i,-0.0010656-0.00053198i,-0.00044783-0.0006649i,-0.00050198-0.00037543i,-0.00043142+0.00043201i,-0.00051849+0.0012696i,-0.00040718+0.0022588i,0.00034387+0.0018033i,9.9378e-05+0.00040065i,-0.00020529-0.00074863i,-0.00024995-0.0012442i,-0.00018898-0.0010545i,0.0003704-0.00055366i,0.00051951-0.00034867i,-0.00034009+0.00017252i,0.00019829+0.0004405i,0.0012144+0.00038055i,0.00080257+0.00021068i
0.0013694+0.00088709i,0.0021037+0.001946i,0.0016498+0.0016655i,0.0017122+0.0010671i,0.00097651+0.0011717i,0.00019263+0.0011428i,0.00022853+0.00076394i,-0.00017414+7.6876e-05i,2.9436e-05+0.00080469i,5.8274e-05+0.0013467i,-0.00036603+0.00045758i,6.0648e-05+0.00020196i,0.00092181+0.00081163i,0.00018039+0.00073828i,-0.00037169-0.00050037i,0.00044224-0.00071809i,0.00030929-0.00016518i,3.8543e-05-0.00013708i,-1.0934e-05-0.00041626i,-0.00040453-0.00048453i,-0.00028974-0.00044858i,0.00059938+9.4556e-05i,0.0010528+0.00057687i
