-0.00022362-0.00063981i,0.00017849-0.0006494i,-0.0013739-0.0018545i,-0.0011354-0.0020112i,-0.00070257-0.00025775i,-0.00029851+0.0017384i,-0.00020877+0.0029447i,-0.00081944+0.0032i,-5.2231e-05+0.002175i,0.00051942+0.0012484i,0.00038699+0.00026465i,3.1767e-05-0.00028406i,-0.00047009+0.00010572i,-0.00038683-0.00054005i,8.0131e-05-0.0014404i,-0.00018268-0.00095317i,-0.000554-0.00014881i,-0.00033185-0.00035201i,6.0516e-05-4.8881e-05i,0.00061446+7.6926e-05i,0.00093246-3.7818e-05i,0.00059507+0.00011416i,0.00023781-0.00066216i
0.001201-0.00096449i,0.00093659-0.0015881i,0.0017561-0.0022822i,0.0015102-0.0027559i,0.00022018-0.0017397i,-0.00048484-0.0010143i,-0.00047625-0.00090393i,-0.00045234+0.000256i,0.00029694+0.0010246i,0.00028644+0.00058009i,-0.00077769+0.00017359i,-0.00095428+0.00066091i,-0.00045435+0.00087268i,-0.00051748+0.00096957i,-0.00023551+0.0012616i,-5.3384e-05+0.00066858i,-0.00039659-0.00016244i,-0.00039123+3.9854e-05i,-6.5264e-05+0.00058206i,7.9664e-05+0.0001631i,0.00019391+0.00023967i,0.00025493+0.000505i,0.00024798-0.00024239i
0.0006391+0.0005272i,0.00082463+0.00029426i,-0.00037032+0.00018153i,-0.0002261-0.00080448i,9.148e-05-0.0017505i,-0.00046353-0.0018529i,-0.00085719-0.0010322i,-0.0012663+9.1431e-05i,-0.00158+0.00057745i,-0.0011616+0.00024776i,-0.00072452-7.8837e-05i,-0.00060043-0.00016335i,0.00029082+0.00017437i,0.00049678-0.00035587i,-0.00016784-0.00023866i,-0.00059755+0.00047464i,-0.00062246-0.00022568i,-0.00015029-0.00095016i,0.00052541-0.00040613i,0.00031938+0.00014511i,-7.3898e-05+0.0004608i,0.0004113+0.00020016i,0.00094073-0.00019787i
0.00089744-0.00014457i,0.00084367-0.00036372i,-0.00036993-0.0012859i,-0.00067252-0.0017755i,-0.00071563-0.0015634i,-0.0010014-0.00098393i,-0.00094354-0.0005665i,-0.0011053-0.00060046i,-0.0014298+0.00021155i,-0.0013713+0.00065565i,-0.0010167+0.00066474i,-0.0013477+0.00042589i,-0.00097367-6.1755e-05i,-0.00064774-0.00032434i,-0.00055784-2.1931e-05i,-0.00045476+0.00063773i,-0.00073282+0.00083373i,-0.0011916+0.00047462i,-0.0015856+0.00018309i,-0.0012598-8.5137e-05i,-0.00088818-0.00036691i,-3.6518e-05-0.00047907i,0.00053139-0.00085113i
0.0015504+0.0025289i,0.00095713+0.0021726i,0.0015609+0.0026308i,0.0025261+0.00091862i,0.0019469-0.0008968i,0.00090383-0.0019791i,-0.00022049-0.002483i,-0.0010198-0.0013693i,-0.00021962-0.00016788i,0.0011338+0.00078226i,0.00091444+0.00095647i,-0.00059195+0.00037725i,-0.00090308+0.00011576i,-9.5469e-05+0.00065072i,-5.9914e-05+0.0010885i,-0.0003007-0.00011036i,-0.00015934-0.00045413i,-0.00020711+0.00021796i,0.00033449+0.00055595i,0.0003587+0.00060856i,0.00017267-0.00061679i,0.00072078-0.00071228i,0.00055306+0.00035023i
0.0024048-2.9361e-06i,0.0017876-0.00014096i,0.0013916-0.00097849i,0.00040865-0.0023289i,-0.00066212-0.0026338i,-0.0010928-0.0020345i,-0.0013835-0.0012942i,-0.0018656-0.00076545i,-0.0015072-0.0002039i,-0.0009584-0.00054933i,-0.00045621-0.000352i,0.00027944+0.00060022i,0.000136+0.00089558i,-0.00010941+0.0010488i,-0.00016058+0.00087056i,-7.0422e-05+0.00039994i,0.0004343-0.00061062i,0.00066183-0.00054959i,0.00058604+0.00018583i,0.00021879+0.00011826i,0.00056756-0.00054426i,0.0011444-0.0001582i,0.00093797+0.00078922i
0.00062633+0.0027711i,0.0013556+0.002033i,0.0026633+0.0016015i,0.0027403+0.00059349i,0.0015425-0.00090869i,-0.00068745-0.001568i,-0.0020657-0.00066561i,-0.0024918+0.00045651i,-0.0014878+0.00021354i,-0.00031756+0.00043833i,-0.00044262+0.00078879i,-0.00051785+0.00079533i,-0.00043725+0.0011629i,-0.00048859+0.00079716i,4.4482e-05+0.00014016i,0.00015903+0.00051514i,-0.00020376+0.0011931i,-0.00072392+0.00085497i,-0.0012558-0.00024138i,-0.00051116-0.00080109i,9.206e-06-0.0007149i,6.636e-05-0.00015646i,0.00047673+0.00038792i
0.0011601-0.00091763i,0.0014042-0.0015732i,0.0010189-0.0027639i,-0.00030369-0.0031424i,-0.00074538-0.0018533i,-0.00052443-0.00083783i,-0.00083642-0.00065212i,-0.0010134-3.8916e-05i,-0.00079744+0.0007553i,-0.00026923+0.00021501i,0.00024786+0.00045449i,-0.00029559+0.0012887i,-0.00053161+0.00083111i,-2.7313e-05+0.0003825i,0.00032756-0.00042216i,0.00072966-0.0011962i,0.00027902-0.00081991i,-0.00030949+9.0511e-05i,6.4342e-05+2.0874e-05i,0.00029311-8.0259e-05i,1.0059e-05+0.00027331i,-9.3307e-06+0.00011245i,-0.0001717-0.00032648i
0.00067959+0.00053649i,0.00076816+0.00081244i,-1.7919e-05+0.0015838i,0.00052902+0.001022i,0.00039451-0.00037144i,-0.00059242-0.0013066i,-0.0013121-0.0013108i,-0.0015696-0.00060415i,-0.00050632+0.00054782i,0.00049922+0.00095235i,0.00031706+0.00049274i,0.00027122+0.00020617i,-6.7548e-06+0.0005474i,-0.00057759+0.00094712i,-0.00062464+0.00064051i,0.0001716+4.9627e-05i,0.00052855+0.00011313i,-0.00019078+0.00054348i,-0.00086597+0.00016548i,-6.5719e-05-0.00044389i,0.00065544-0.00024511i,0.00039682+0.00011218i,0.00033079-0.00022573i
0.0019516-4.1929e-05i,0.0013329-0.00043936i,0.00072139-0.0017003i,-0.00038807-0.0017367i,-0.0011089-0.0011042i,-0.001497-0.00012463i,-0.0010826+0.00054951i,-0.00054371+0.00039969i,-0.00077817+7.0918e-05i,-0.00048021-0.00096921i,9.37e-05-0.0012002i,0.00017767+0.00014276i,-0.00056784+0.0013928i,-0.00099244+0.0016415i,-0.0005128+0.00088677i,-0.00020177-4.4535e-05i,-0.00021402-0.00056951i,-9.9961e-06+0.00015237i,-0.00044728+0.00098062i,-0.00063581+0.0010739i,1.2236e-05+0.00037375i,0.00066472-0.00013798i,0.00078598+7.5275e-05i
-3.1311e-05+0.001154i,-0.0003094+0.00080578i,0.00057688+0.00014073i,0.00025309+0.00046717i,-2.8672e-05+0.00068834i,0.00023141+0.00057343i,-6.4603e-05-9.6045e-05i,-0.00051822-0.00048511i,-0.00091065+0.0001201i,-0.00032749+0.00012443i,0.00075094+0.00013445i,0.00021287+0.00025836i,-6.3549e-05+5.7529e-05i,-0.00041271+0.0011853i,-0.00050018+0.0011035i,8.6236e-05+0.00029634i,-0.00047671+0.00014601i,-0.0011483-0.00047085i,-0.001059-8.5915e-05i,-0.00076351+0.00062152i,-0.0011146+0.00056351i,-0.0012419+0.00030773i,-0.00045772-0.0003906i
-0.0002298-0.0014014i,0.00014295-0.00198i,-0.00028251-0.0019088i,-0.0012512-0.0012107i,-0.0011586-0.00085448i,-0.00083225-0.00095552i,-0.0010516-0.00032618i,-0.00153+0.00050962i,-0.001342+0.00092052i,-0.00062405+0.00048588i,0.00019636-0.00023003i,2.5451e-05-0.00036496i,0.0001889-0.00031702i,0.00070129+0.00029367i,0.0003927+5.0264e-05i,-0.00025407-0.00065042i,-0.00050229-0.00094101i,-0.00018118-0.0001031i,5.4152e-05+0.0012428i,-0.0001258+0.00169i,4.1103e-05+0.0011989i,0.00037452+0.00032289i,0.00014487-0.00058284i
0.00068504+0.0011413i,0.0011658-0.0001799i,0.00094232-0.00061126i,-0.00054827-1.6067e-06i,-0.0010171+6.9179e-05i,-0.00036785-0.00026084i,-0.00016859-5.3702e-05i,-0.0012107+0.00011342i,-0.0017379+0.00045892i,-0.0013997+0.00028246i,-0.0006809-1.0081e-05i,8.4121e-05+0.00081651i,0.00045962+0.00018158i,0.00061632-0.00065997i,0.0007416-0.00045376i,0.00052584+0.00021182i,1.7521e-05-4.4376e-05i,-0.00036341-5.1375e-05i,-0.00060126-0.00016963i,-0.00063796-0.00048267i,0.00015168-0.00089257i,0.00035498-0.00068314i,-0.00061027-0.0006136i
-0.00040917+0.00075822i,-0.00097006-0.00031606i,-0.0001594-0.001402i,0.00054658-0.0016644i,-0.00022836-0.00038707i,-0.0011404+1.6672e-05i,-0.0010768-0.00055488i,-0.0010452+0.00027383i,-0.00072732+0.0011836i,-0.0004777+0.00078755i,7.0214e-05+0.00045758i,0.0009094+0.0011065i,0.00055754+0.0013751i,0.00040384+0.0012704i,0.00055889+0.00063373i,0.00014589-0.0010179i,0.00039707-0.00119i,-0.0002343+0.000148i,-0.000992+0.00088664i,-0.0007446+0.001028i,-0.00034255+0.00051091i,-0.00045479+1.378e-05i,0.00011305-0.00041356i
0.00038406-0.00045712i,0.0011857-0.00099075i,0.0014231-0.0011194i,0.0006006-0.001252i,0.00039326-0.0015756i,0.00022892-0.0019909i,-0.00028321-0.001119i,-0.00058569+0.00014919i,-0.00054912+0.0005408i,-0.0002099+0.000963i,-0.00030875+0.0011134i,-0.00083668+9.4692e-05i,-0.00035306-0.00024982i,0.00031899-0.00012283i,-0.00019399-0.00015798i,-0.00028828+0.00032081i,1.8684e-05+0.00052663i,-0.00099777+0.00016918i,-0.0011131-0.00032158i,-0.00039028+1.6843e-05i,-0.00059065-0.00012541i,-0.00055117-0.00074945i,-0.00052598-0.00067428i
-0.00031937+0.00022938i,-0.00035207+0.00016326i,-0.00077785+0.00045016i,-0.0017798+0.0003708i,-0.0012346-0.00011366i,-0.00041675+0.00021802i,-0.00067172+0.00088115i,-0.00067316+0.00090737i,-0.001219+0.00023478i,-0.00092643-0.00059848i,0.00035463-1.032e-05i,0.00080296+0.00029911i,0.00037415+0.00010337i,0.00072857+0.00015442i,0.001095-0.00063696i,0.00054681-0.00067869i,-0.00040423-9.0012e-05i,-0.00095587-1.383e-05i,-0.00076952+0.00028266i,-0.0006003+0.00056729i,-0.00071864+0.00017749i,-8.7535e-05-0.00051147i,0.00061636-0.0010583i
-0.00075602-0.0004215i,-0.0006722+9.3344e-05i,-0.00094591+0.0004873i,-0.00022595-0.00027448i,0.00011766-0.00035421i,-0.00037868+2.449e-05i,-0.00061775+6.1213e-05i,-0.001224+8.8908e-06i,-0.0010472+0.00027896i,0.00047803+0.000617i,0.00046782+0.00046078i,-1.3263e-05+0.00032472i,4.4043e-05+7.8204e-06i,-0.0002295-0.00019873i,-5.1674e-06+0.00024071i,-3.0022e-05+0.0004873i,-0.00078996+0.00071014i,-0.0010691+0.0011288i,-0.00048651+0.00031397i,3.8594e-05-0.00064574i,0.00030602-0.00038425i,0.00052274+0.00018138i,0.0011129+0.00090628i
-0.00093347-0.00020049i,-0.00046321+0.00067427i,-0.00067184+0.0015094i,-0.0009535+0.00075224i,-0.0007863-3.6714e-05i,-0.00061053-0.0007222i,-0.0004078-0.00064174i,0.00010812-0.00015733i,4.1274e-05+0.00047669i,-8.1565e-06+0.00071406i,-0.00019509+7.1664e-05i,-0.00083905-1.3452e-06i,-0.0010489+0.00031703i,-0.0012061+0.000612i,-0.0010524+0.0011313i,-0.00035324+0.0010173i,-0.00028384-0.00032887i,-0.00012766-0.0005139i,0.00029092+0.0003446i,0.00032015+0.00061506i,0.00054024+0.00080325i,0.0007404+0.00052646i,0.00029059+0.00081124i
-7.455e-05-7.9005e-05i,0.00050619+0.00040147i,0.0001737-0.00081447i,-0.00014746-0.0018454i,-0.00029478-0.00095552i,-0.00042509-0.00044316i,-0.00084396-0.00011744i,-0.00093372+0.00026915i,-0.00046035+0.00022778i,0.00026035-0.00049923i,0.00035114-0.00035759i,-0.00046189+0.00060273i,-0.00084361+0.00067848i,-0.00054144+2.7205e-05i,-0.00066053+0.00055603i,-0.00038082+0.00044359i,-0.0002771-0.00033847i,-0.00071401-0.00065004i,-0.00037286+0.00018253i,-0.000106+0.00092242i,-0.00083162-0.0001493i,-0.0013242-0.00088466i,-0.0010788-0.00018868i
-0.00019643-0.00090134i,-0.00076076-0.00088416i,-0.00063845-0.00065349i,0.00028179-0.00063492i,0.0002801-0.00059196i,-0.00045659-0.00072734i,-0.00033521-0.00019461i,-0.0003626-0.00033385i,-0.0014205+0.00033913i,-0.00087992+0.0010601i,-5.3586e-06+0.00023547i,0.00017264-0.00028422i,0.00020154+0.00020424i,0.00051442+0.0010675i,0.00024374+0.0011769i,-0.00046868+0.00043375i,-0.00063525-0.00010579i,0.00024577+0.00049612i,0.00021594+0.0015147i,-0.00028951+0.00073811i,5.9389e-06-0.00018912i,-0.00090836-0.00016068i,-0.0011794+2.7339e-06i
0.00085363-0.00035131i,0.00081128-0.00071851i,0.00022266-0.0020402i,-0.00040362-0.002344i,-0.0010626-0.0009347i,-0.0014457+0.00021895i,-0.0010192-2.8907e-05i,-0.0005107-0.00055045i,-0.00076259-0.00013195i,-0.0013391+0.00029983i,-0.00085396+0.00030567i,-0.00012924+0.00030762i,-8.1319e-05+0.00075764i,0.00017509+0.0018004i,0.00024867+0.0012963i,0.00027246+0.00012659i,-0.00031584-8.5371e-06i,-0.00031647+1.4637e-05i,0.0005711-3.5863e-05i,0.00048038-0.00045609i,0.00010485-0.00085512i,-0.0001714-0.0006205i,-0.00043703-0.0001759i
0.00057307-0.00058343i,0.00021731-0.0012608i,0.0004534-0.0018417i,-0.00030712-0.0016237i,-0.00062377-0.0013521i,-0.00057435-0.00051302i,-0.0011205-8.4979e-05i,-0.0015258-0.00012475i,-0.00090512+0.00010998i,-0.00040426+0.00035881i,-0.00023787+0.00096837i,-0.00064978+0.0012189i,-0.0010584+0.0010333i,-0.00078973+0.00080275i,-0.00013315-4.8396e-05i,0.00051078-0.00061354i,0.00041417-0.00050799i,0.00036779-0.00036639i,0.0004646+0.00038723i,0.00072367+0.00062489i,0.00059428-0.00030398i,-0.00018035-0.0010742i,-0.00044087-0.00079241i
-3.528e-05-0.00016549i,0.00092609-3.7487e-05i,0.00089985-0.00054215i,0.00050682-0.0013166i,0.00051053-0.0010789i,-4.1225e-05-0.00062592i,-0.00041332-0.00066678i,-0.00062005+0.00028746i,-0.00053887+0.00061773i,-9.1292e-05-0.00042652i,-0.00048007-0.00037459i,-0.00057342+0.00040978i,-0.00029071+0.00041957i,-0.00032267+0.00034158i,-0.00076923+0.00081802i,-0.00023296-1.8638e-05i,0.00044342-0.0009578i,-0.00051895-0.00035017i,-0.0013821+0.00078346i,-0.00073158+0.00098451i,-3.2115e-06+0.0001002i,0.00044186-0.00049749i,9.4031e-05-0.00037546i
-8.425e-05+0.0013277i,0.0011162+0.0015132i,0.00044132+0.0016868i,0.00068924+0.0006536i,0.0011235-0.00091976i,0.00040453-0.0015842i,-0.0013504-0.00088229i,-0.0020037-0.0004287i,-0.0012829+0.00052894i,-0.00050551+0.00084342i,-0.0002051+0.00023976i,0.00048012+0.00019341i,7.8612e-05+0.00068124i,-0.0015799+0.00025292i,-0.0013911+7.6478e-05i,-0.0010076-7.5176e-05i,-0.00055886-0.00063693i,-0.00036265-0.00035136i,-0.00066385+0.00010921i,-0.00053605-0.00019007i,-4.2323e-05-0.00013069i,-7.7526e-05+0.0001138i,-0.00041759+0.00015593i
0.0014959+0.00014564i,0.00092481-0.00098913i,0.0012982-0.0011397i,0.0014245-0.001544i,0.0011562-0.0027136i,0.00061117-0.002449i,-0.00047814-0.00077801i,-0.0017237+0.00059009i,-0.0016011+0.0011383i,-0.00034931+0.0012449i,0.00021416+0.0011233i,0.00055698+0.00082531i,0.00076689+0.00089142i,0.00019136+0.00059024i,0.00020863+0.000133i,-2.6604e-05+0.00021699i,-0.00024587+0.00053342i,-0.00030193+1.6989e-05i,0.00012848-0.00033579i,0.00069414-0.00013609i,0.00039372+0.00017458i,-0.0002809-8.9703e-05i,0.00026882-0.00069217i
-0.00098083+5.4679e-05i,-1.398e-05+0.0002884i,-0.0013569+0.0006761i,-0.0014393+0.00011965i,-0.00062017+0.00042275i,-0.00031735+0.00069837i,-0.00041613-0.0003706i,-0.0011698-0.00039955i,-0.0011475+0.00081909i,0.00013275+0.0019015i,0.0008606+0.0015971i,0.00044632+0.00077356i,-0.00051215-2.5364e-05i,-0.00040731-0.00050851i,-0.00013552+0.0002719i,-0.00040634+3.0857e-05i,-0.00023795-0.00056619i,-0.00010546-0.00020134i,-0.00038817+0.00046398i,-0.00024265+0.00035959i,-0.00012335-0.00017475i,-0.00065311-0.00029994i,-0.0005436-0.00036949i
-0.00035581-0.00048378i,-0.00061307-0.0010254i,-0.00040524-0.0024812i,-7.0776e-05-0.0027059i,-0.00031039-0.0013842i,-0.00058925-0.00017686i,-0.0010996+0.00066259i,-0.00095972+0.00068506i,-0.00082212+0.00022385i,-0.0011154-0.00019803i,-0.0012191+1.5882e-06i,-0.00091308+0.00010095i,-8.6921e-05+0.00018531i,3.2285e-05+0.00092002i,-8.8206e-05+0.00057639i,0.00037381-0.00055057i,0.00057793-0.00026444i,-6.9402e-05+0.00061337i,-0.00020024-0.00014119i,7.4141e-05-0.0007074i,0.00013585-0.0003243i,0.00038704+0.00027798i,0.00031192+0.00027322i
0.0027084-0.0010605i,0.0021466-0.00078642i,0.00088137-0.0014959i,-0.0002876-0.00099581i,-0.0015758-0.00089232i,-0.0020082-0.0013941i,-0.00073023-0.00095272i,0.00012115-0.00014216i,-0.00030404+8.9377e-05i,-0.00026264+0.00020958i,-0.00030848+0.00097123i,-0.00024603+0.0012751i,-0.00033769+0.00026072i,2.0233e-05+0.00045659i,6.638e-05+0.0011219i,-0.000531+0.00032576i,-0.00086937+0.0002149i,-0.00097772+0.00027787i,-0.00082333+0.00073194i,-0.00049794+0.00050684i,-0.00014255-0.00040628i,0.00038805-0.00062988i,0.00077379-0.00011739i
-0.00031645-0.00050348i,0.00027575-0.00022005i,-0.00011984+0.00018789i,-0.00067755-0.0001693i,-0.0017908-0.00035812i,-0.0016967-0.0004103i,-0.00058842-4.1534e-05i,-0.00056339-3.1725e-05i,-0.00037529+0.0001717i,-0.00029612+0.00080937i,-9.6206e-05+0.00012833i,0.00050188-0.00055481i,-7.1298e-05-0.00024363i,-0.00060486+0.0001532i,-0.00035405+0.00010709i,-9.1447e-05-0.00013848i,0.00040442+0.00039387i,-0.00042566+0.0011783i,-0.0010854+0.00081685i,-0.00065763-0.00015198i,-0.0011099-0.0003861i,-0.00077269-0.00028898i,-0.00057277+5.0752e-05i
0.0018977+0.00046922i,0.0014938+2.0453e-05i,0.00076592-0.00077763i,3.9799e-05-0.0020757i,0.00017592-0.0020945i,4.5633e-05-0.00048102i,-0.00056806-0.00031136i,-0.00065248-0.000791i,-0.00054429-0.00043315i,-8.1717e-05+3.4389e-05i,-4.2853e-05+0.00031119i,-0.00023598+0.00043447i,0.00029587+0.0007634i,-0.00012558+0.0011211i,-0.0010981+0.0010295i,-0.0007928+3.8309e-05i,-0.0001695-0.00046763i,-2.5531e-05-0.00011465i,0.00033536+0.00069677i,5.315e-06+0.0009816i,-7.4999e-05+1.6147e-05i,0.00052495-0.00053456i,0.00038676-0.00044244i
-0.0008292-0.00040472i,-0.0011608-0.0015286i,-0.0012257-0.0025709i,-0.001583-0.0018612i,-0.0011045-0.00053299i,-0.00057758+7.5097e-05i,-0.0013946-0.00016582i,-0.0014995-0.00075057i,-0.00032659-0.00014152i,-0.00015+0.0002345i,-0.00034863+0.00010269i,-4.3436e-05+0.00040224i,-6.2801e-05+0.00078801i,-0.00030326+0.0010772i,-0.00031853+0.00044169i,0.00031014-0.00041839i,-0.00016709-0.00048439i,-0.00075766+0.00024099i,-0.00064878+0.0004193i,-0.0012322-2.2275e-05i,-0.0017603+1.3993e-05i,-0.0014153+3.4407e-05i,-0.00052857-0.00026253i
0.0016968+0.0010101i,0.0010129+0.00024878i,0.001547+0.00026033i,0.0009012-0.00065677i,0.00025442-0.0016369i,-0.00016759-0.0016142i,-0.00052971-0.0010888i,-0.00047765-0.000751i,-0.00026294+0.00021014i,0.00045846+0.00036368i,0.00064999-5.806e-06i,0.00018088+0.00088076i,-0.00040937+0.0012345i,-0.00056248+0.00088644i,-8.404e-05+0.00046865i,0.00059275+0.00058291i,8.8846e-06+0.00038628i,-0.0006454-0.0003315i,-0.00020396-0.00038954i,0.00026365-0.00053752i,0.00024876-7.0455e-06i,0.00056886+0.00059111i,0.0002765+9.4433e-05i
-0.0010429+0.0018836i,-0.00010594+0.0013469i,0.001119+0.0014703i,0.002265+0.0012479i,0.0024836+0.00045949i,0.0014769-0.0006343i,0.00060272-0.0016083i,1.2423e-05-0.001397i,-0.00071811-3.4711e-05i,-0.00070583+0.0009834i,-0.0003244+0.00036026i,7.4991e-05+0.00020088i,3.4234e-05+0.00025822i,-0.00057807-0.00017345i,-0.00091823-0.00027585i,-0.00036563-0.00044267i,-0.00018133+1.6905e-05i,-0.0011409+0.00073677i,-0.0015495+0.0010397i,-0.0011217+0.00053786i,-0.00058976-5.7383e-05i,-0.0002118-0.00049412i,0.00064289-0.00055721i
-0.0014063-0.0030139i,-0.0012887-0.0023229i,-0.0025695-0.0018299i,-0.003111-0.0016196i,-0.0018015-0.0008678i,-0.00068719-3.8265e-05i,-0.00058767+0.00051289i,-0.001145+0.00066966i,-0.0010206+0.0006563i,-0.00060704+0.00077706i,-0.0004048+0.0007953i,0.00013767+1.1925e-05i,0.0011848-0.00072138i,0.0013265-0.00036665i,0.00086997-0.00022689i,0.0005365-0.00052475i,0.00036908-0.0009206i,0.00023091-0.00079198i,-0.00053859-6.8039e-05i,-0.00075886+0.00019373i,-0.00061455-4.3194e-05i,-0.0006429-0.00012234i,-0.00047242+0.00014686i
0.00016183-0.0016457i,4.9493e-05-0.0027942i,-0.001148-0.0032263i,-0.0015224-0.0026626i,-0.0014715-0.0015861i,-0.0018548-0.0012415i,-0.0011065-0.0013008i,-0.00035191-0.0009388i,-0.00032744-0.00061508i,-9.7404e-05+0.00059146i,-0.00022061+0.0015244i,-0.00096511+0.00091042i,-0.0010253+0.00085649i,-0.00013015+0.0006571i,0.00036791-0.00038812i,-9.609e-05-7.4843e-05i,-0.00047911+6.1369e-05i,-5.183e-05+0.00026176i,-0.00025198+0.00044077i,-0.0013176-0.00042806i,-0.0010713-0.00046734i,-0.00032426+0.00021707i,-0.00028722-6.0681e-05i
0.0027203+0.00072854i,0.0031406+0.00035564i,0.0026223+0.00027376i,0.0011834-0.00070058i,-3.3541e-05-0.0013417i,-0.00066352-0.0010429i,-0.00065887-0.00042417i,-0.00071371+0.00068548i,-0.0012045+0.00069007i,-0.00073963-0.00044016i,-1.9106e-05-0.0001374i,-0.00029061+0.00048823i,-0.00060405+0.00066595i,-0.00061775+0.0010304i,-0.00023785+0.000341i,-0.00011035-0.00041259i,-0.00089781-0.00051505i,-0.001317-0.00052719i,-0.0009639+6.6066e-06i,-0.00062732+0.00035397i,-0.00075781+0.00027265i,-0.00014122+0.00060294i,0.00058022+0.00049927i
-0.0007457-0.00030464i,-0.00037679-0.0009749i,-0.00034168-0.0021579i,-0.00059187-0.0014347i,-0.0008206-0.00041521i,-0.0013662-0.00033289i,-0.0018121-0.00073871i,-0.0018-0.00030126i,-0.0014895-2.8383e-05i,-0.0012489+0.00017939i,-0.00087105+0.00093688i,-0.00040802+0.00087968i,-0.00051666+0.00082184i,-0.0010767+0.0014009i,-0.00098397+0.0014415i,-1.4989e-05+0.0013728i,0.00013838+0.00098633i,-0.00036181+0.0001721i,-0.00021926+0.0003308i,-0.00044405+0.00027725i,-0.00022115-0.00075331i,0.00052571-0.00044487i,-0.00019497+0.00017147i
-0.0021469-0.0004733i,-0.0014053-0.00025418i,-0.0012796-9.7891e-05i,-0.0014318+0.00092054i,-0.0011788+0.0016632i,-0.00026404+0.0013263i,-0.00032695+0.00093579i,-0.0012807+0.000603i,-0.0018173+0.0011452i,-0.0016676+0.0013058i,0.00031957+0.0013624i,0.0014327+0.00065756i,0.00060999+0.00019488i,0.00038026+0.00030349i,0.00052085-8.7692e-05i,0.0003655-0.00015318i,0.00011448-0.00048836i,-0.00071374-0.0013066i,-0.00089078-0.00065832i,-0.00035428+0.00059168i,-0.0001262+0.00053181i,2.0727e-05+0.00023584i,0.00019708+0.00044935i
-0.0018355-0.00016448i,-0.0017028+0.00021792i,-0.0013377+0.00074519i,-0.00062484-6.0686e-05i,-0.00019085-0.00024176i,0.00015106+4.5666e-05i,-0.00012874+0.00011691i,-0.0015768-0.00030037i,-0.0014344-0.00086045i,-0.0010196-0.00083729i,-0.0012418+0.0002048i,-0.00068624+0.00083404i,-0.00041861+0.00066127i,-0.00042807+0.00035876i,-0.00017642-0.00019804i,0.0001372-9.0296e-05i,-0.00034963+0.00025943i,-0.00094588+0.00011788i,-0.00060206-1.063e-05i,0.00037154+0.00024439i,0.00029029-0.00055856i,-0.00024802-0.00085908i,-0.00033408-0.00027184i
0.0012654+0.00052276i,0.0013506-0.00025615i,0.00085211-0.00040079i,0.00027327-0.00042556i,-0.00038036-0.00025108i,-0.00049514-0.00061972i,-0.00024847-0.00076391i,-0.00025144-0.00018084i,-0.00078963+0.00032495i,-0.00072968+0.00051832i,-0.00051059+0.0006507i,-6.5758e-05+0.00029793i,0.00032008+0.00024634i,0.00074043+0.00048404i,0.00093199+0.00021629i,-8.6034e-06+1.7748e-05i,-0.00083915-5.6054e-06i,-0.00098132-0.00019993i,-0.000908-0.00020403i,-0.0011083-0.00045924i,-0.00090363-0.00062408i,-0.00029013+9.9478e-05i,0.00020747+0.0005158i
0.00034299-0.00032232i,-0.0012196-0.0008574i,-0.0013253-0.0017143i,-0.00087052-0.0024486i,-0.0011427-0.002976i,-0.0012632-0.0019047i,-0.0007507-0.0015233i,3.8388e-06-0.0016426i,0.00013711-0.00060307i,-0.00074264+0.00035554i,-0.00064423+0.00020805i,0.0003157+0.00023186i,0.00054037+0.00032181i,0.00038052+0.00054428i,-0.00040558+0.00033786i,-0.00058139-9.5145e-05i,-0.00023523-0.00044146i,-0.00067707-0.00053379i,-0.00044447-0.00050116i,-0.00018263-0.00054771i,0.00024455-0.00077077i,0.0011554-0.00093765i,0.00084697-0.00031771i
0.00078097-0.0017076i,0.00031873-0.0009643i,-0.00014744-0.00099306i,-3.9164e-05-0.0019987i,-0.00038301-0.0014655i,-0.0012811-0.00022095i,-0.0012668-0.00014947i,-0.00076522+0.00024547i,-0.00038986+0.00048414i,-4.8651e-05+0.00036475i,-0.00014924+0.00041566i,-0.00061787+0.00012691i,-0.00055168-0.00026795i,-0.00052889-0.00026497i,-0.00021452-8.9407e-05i,-0.00015006+0.00023367i,-0.00045137+0.00020323i,-0.00043805+0.00015375i,0.00013934+0.00062523i,0.00066469+0.00043654i,0.00056173+1.3283e-05i,0.00044259-0.00055968i,0.00033364-0.00070959i
-0.0022057-0.00050674i,-0.0021939+0.00013693i,-0.002132+0.0012509i,-0.0011563+0.001054i,-0.00037569+0.0001417i,0.00036619-0.00064006i,0.00017439-0.00030451i,-0.00053916+0.0006414i,-0.000754+0.00046929i,-0.00086914-1.8769e-05i,-0.00054248-0.00020966i,5.0662e-06+0.00038034i,-0.00032895+0.00041457i,-0.0010579+0.00047568i,-0.0010154+0.00064122i,0.00022673+4.1785e-05i,0.00023261+6.54e-05i,-0.00081282+0.0001699i,-0.00042252+0.00039514i,0.00013106+0.00093521i,0.00010304+0.00058265i,0.00018228+0.00018833i,0.00023547-0.00028252i
