-0.0012235-5.2613e-05i,-0.0012908-0.00060289i,-0.0016748-0.0015201i,-0.0013632-0.0009905i,-0.0011613+0.00011752i,-0.0014198+0.0010205i,-0.0012502+0.0017052i,-0.00076659+0.0014014i,-0.00029576+0.00056158i,0.00033759+5.8095e-06i,0.0014164-0.00029456i,0.0015767-0.00057047i,0.00055857-0.00012091i,-0.00034255+0.00027794i,-0.00069261+5.2858e-05i,-0.0013569+0.00037231i,-0.001733+0.00059161i,-0.0015366+0.00012944i,-0.000566+3.1502e-05i,-0.00011989-0.00018053i,-5.3868e-05-0.00092238i,0.00016345-0.001643i,-9.2497e-05-0.0011576i
0.0011014-0.0021929i,-0.00016336-0.0023874i,-0.00028195-0.0019226i,0.00031744-0.0006567i,0.00030936+0.00016998i,-0.00036034+0.00080055i,-0.00049209+0.00069738i,-0.00013088-0.00012982i,-1.196e-05-0.0004371i,5.0412e-05-0.00026884i,9.9856e-05-8.7073e-05i,0.00054961+0.00056213i,0.00060983+0.00025518i,0.00037973-4.7785e-05i,-0.0003027+0.00012458i,-0.0001783-0.00023127i,0.00031381-0.00011746i,-0.00031587+0.00046454i,-0.0011151-1.9595e-05i,-0.0012053-3.7392e-05i,-0.00080653+0.00057661i,-8.8513e-05+0.00032359i,0.00051638+8.8803e-05i
-8.3125e-05+0.00018352i,0.00039168-0.00012267i,0.001024+0.00018498i,0.0011121+0.00011013i,0.0010494-0.00024175i,0.00057364-0.00019401i,-8.8369e-05-5.7341e-05i,-0.00030826-0.00052952i,-0.0012561-0.0009646i,-0.0012658-0.0012255i,-0.00021975-0.0011146i,-0.00021386-0.00070895i,-0.00042698-0.00031015i,-0.00013043+0.00019118i,0.00018555+0.0006619i,0.00017415+0.00022264i,-0.00014702-0.00091448i,-0.00038091-0.00043635i,-5.3468e-05+0.00045712i,-0.00034665+0.00054774i,0.00024105+0.0002186i,0.00089175-0.00032959i,0.00043638+7.8524e-05i
-0.00037342+0.00057219i,-0.00061148+0.00011071i,0.00012185-0.00036151i,0.00052709-0.00055303i,0.00049259-0.0011884i,0.00060067-0.0011197i,0.00074977-0.000484i,0.00093816-0.00064152i,0.00063177-0.00088137i,-0.000265-0.00032055i,-0.00017128+0.00015029i,0.00088293-0.00018952i,0.00084237+1.1267e-05i,-0.00023907+0.00066273i,-0.00046102+0.00079016i,-0.00069218+0.00071973i,-0.00096688+0.00067216i,-0.0010321+0.00017168i,-0.00029352-0.00053833i,0.00027968-0.00037531i,3.0285e-05-0.0003571i,-0.00035352-0.00028647i,-0.00029744-3.6894e-05i
-0.0020783-0.0027261i,-0.0020731-0.0020336i,-0.0017506-0.00065832i,-0.0015951+0.0001764i,-0.0013735-3.479e-05i,-0.00015902+0.000185i,0.00067477-0.00012346i,7.1646e-05-0.00076289i,-0.00048098-0.00053427i,-0.00015898+7.0111e-05i,0.00026368+0.00018548i,0.00054149+0.00010012i,0.00067751+9.4868e-05i,0.00047609+0.00010427i,0.00042446-0.00023308i,0.00075162-0.00032723i,0.00012975+4.4819e-05i,-0.00058838+0.00024102i,-0.00056393+0.00028222i,-0.00037247+0.00031814i,-0.00041085-0.00066081i,-0.00051919-0.0016084i,-0.00057915-0.00084762i
0.0022872+0.00073302i,0.002574+0.00031939i,0.0026335-0.00051643i,0.0020024-0.0014317i,0.00087045-0.0018258i,0.00020948-0.0011837i,-0.00014216-0.00028582i,-0.0004874+0.00048138i,-0.00078518+0.00042949i,-0.00021344+0.00021768i,0.00087083+0.00032177i,0.00124-0.00012915i,0.00060511+0.00037426i,0.0006014+0.00071251i,0.00048081-0.00043938i,-0.00094778-0.0013246i,-0.0012492-0.00089936i,-0.00048326-0.00032949i,0.00052167+0.00023723i,0.00026459+0.00032137i,-0.000121+0.00024511i,-4.9516e-05+0.00034476i,-0.00063122+0.00044597i
-0.0031761-0.00032784i,-0.0020826-0.0003345i,-0.00086088+0.00067463i,-0.00023823+0.00068302i,0.00027367-9.9089e-06i,0.00040389-5.991e-05i,-0.00045521+2.0625e-06i,-0.00041534-0.00063683i,-0.00038392-0.00083282i,-0.00019442-0.00043117i,0.00034174-0.00044258i,0.00099347-0.00062231i,0.0012162-0.00047764i,0.00053191-0.00046999i,0.00023861-0.00050939i,0.0001143-0.00016418i,-0.00043629-0.0004738i,-0.00049352-0.00067428i,-0.00022607-6.2792e-05i,0.00041479+0.00035326i,0.00025605+0.00064739i,1.7163e-05+0.00056674i,0.00023635+0.00031378i
0.00029432-0.00013972i,0.00030256+0.00039552i,0.00018398+0.00074015i,0.00075192-0.00042409i,0.0013253-0.001199i,0.00073908-0.00090908i,0.00016874-0.00077371i,-0.00011537+0.00017355i,-0.00049372+0.0004961i,-0.00067684+0.00050954i,-0.00022885+0.00040947i,8.9076e-06+4.1096e-06i,1.7e-05-0.00059218i,0.0003115-0.00055368i,0.00031155-0.0001597i,-0.00028043+0.00011124i,-0.0002265-0.00026146i,0.0001357-0.00048643i,0.0005547-7.6044e-05i,0.00030473+0.00034799i,-0.00025143+0.00044503i,-0.00062769+0.00064689i,-0.001162+0.00071673i
0.000196-0.00097251i,-0.0003725-0.0012274i,-0.00068163-0.0015978i,-0.0011399-0.00076448i,-0.0015941-0.00036551i,-0.0008327-9.3918e-06i,-8.3941e-05-0.00010083i,-0.00063786-0.0006262i,-0.00056873-0.00046089i,0.00042499-0.00037048i,0.00071015-0.00049546i,0.00069935-7.3712e-05i,0.00013381-2.3983e-05i,-0.00025677+0.00018637i,0.00041789+0.00060612i,0.00038119+0.00077456i,-0.00027401+0.00054505i,2.3451e-05-6.9419e-05i,0.00047838-0.0001024i,0.00070609-1.6786e-05i,0.00023659+0.00012966i,0.00043823+0.00014714i,0.0006822+0.00025877i
-0.00012662-0.00011794i,0.0009241-0.00019657i,0.0016558+0.00014149i,0.0030198+7.92e-05i,0.0035739-0.00087895i,0.0024004-0.0016759i,0.00041316-0.0014009i,-0.00034451+5.9115e-06i,-0.00015668+0.00023172i,0.00042732-0.00032344i,0.00088166+0.00029586i,0.00055425+0.00053136i,0.0002226-0.00042875i,0.00029817-0.00041023i,-0.00014198+0.00038906i,8.0922e-05+0.00066897i,0.0003264+0.00058502i,0.00024931+0.00088102i,0.00039764+0.0012311i,0.00012351+0.00077992i,-0.00053388+0.0001646i,-0.00049942+0.00030603i,0.00032018+0.00071251i
0.00035345+0.0014639i,-0.00038064+0.0019912i,-0.00020887+0.0015425i,0.00034619+0.00050875i,0.00053862-0.00045984i,-1.1322e-05-0.0010881i,6.0872e-05-0.00057317i,0.00026718-0.00040872i,1.5977e-05-0.00088121i,-0.00023742-0.00124i,-9.5693e-05-0.00086125i,0.00057199-0.00029992i,0.0001133-0.00020688i,-0.00069231+0.00053746i,-0.00062894+0.000514i,-0.00018886-0.00011808i,7.5204e-05-0.00051505i,8.8137e-05-0.00088527i,0.0001615+0.00027775i,0.00021826+0.00097273i,0.00047124+0.0006514i,0.00022375+0.00075995i,-0.00030645+0.0010218i
0.0005782+0.0013759i,0.0011874+0.0011584i,0.0022842+0.00016186i,0.0027437-0.0013633i,0.002558-0.0020379i,0.001786-0.0014781i,0.0007039-0.00099222i,-0.00020675-0.00035637i,-0.00014194-1.0812e-05i,0.00057458+0.00029846i,0.00070073+0.00076675i,-4.2057e-05+9.1775e-05i,-1.5866e-05-0.00055135i,0.0010686+0.0002611i,0.00039098+0.00051773i,5.2581e-05+0.00041651i,0.0002347+0.00027255i,6.517e-05+0.00053828i,-0.00027677+0.00043694i,-0.0002513+0.00025904i,0.00060189+0.00017476i,0.00078321+0.00050989i,0.00032209+0.00065037i
-9.5189e-05-0.00045732i,-0.00015024-0.00031479i,-0.00077654-0.0003903i,-0.00052189+0.00042585i,-0.00057987+0.00018682i,-0.00019905-0.0011878i,0.00028818-0.0011565i,0.00019018-0.00018933i,0.00022158+0.00072425i,-0.00015833+0.00059109i,-0.00010959-9.1356e-05i,0.00078807+0.00017024i,0.00073337+0.00073414i,-1.2751e-05+2.1517e-05i,-0.0003271-0.00071121i,-0.00018821-0.00023276i,0.00033008-9.5168e-05i,0.00069796-0.00068307i,7.8513e-05-0.0004245i,-0.00037522+0.00080179i,0.00040309+0.0013644i,0.0003096+0.00036451i,1.994e-05-0.00057002i
4.3404e-05-0.0010237i,0.00028759-0.00012923i,0.00054011+0.0007835i,0.00086981+0.00032094i,0.0010437-0.00048882i,0.001494-0.00027393i,0.00065057+4.4299e-06i,-0.00013315-0.00022851i,-0.00035731-0.0010215i,2.7039e-05-0.0015691i,0.001141-0.0013632i,0.0011176-0.00054431i,0.00038918+0.00011642i,-0.00041185-2.5937e-05i,-0.00022346-0.00012467i,-0.00050673+0.00022581i,-0.0010955+0.00050398i,-0.00022086+0.00019159i,0.0011714+0.00065945i,0.00050199+0.0003045i,-0.00073567-0.00047254i,-0.00014368+7.598e-05i,-5.9195e-05+0.00063742i
-0.0010428+0.0012171i,-0.0011862+0.0013985i,-0.00046054+0.0024272i,0.0018076+0.0023309i,0.0027159+0.0012792i,0.0011996-0.00021698i,0.0001385+3.0525e-05i,-0.00073419+0.0012352i,-0.0011643+0.0011827i,-0.0010771+0.00017531i,-0.00046424-0.00079164i,0.00013329-0.00010158i,0.00010526+0.00063286i,-0.00029946-0.00039668i,-0.00083013-0.0012972i,-0.00024349-0.0019586i,0.00067513-0.0017895i,0.0003497-0.00092461i,-1.0689e-05-0.0005471i,0.00014517+3.1462e-05i,-4.4482e-05+1.6278e-06i,-0.00018304-0.00059394i,7.9615e-05-0.00051396i
0.00098162-3.8353e-05i,0.00089722+0.0004162i,0.00056093+0.00057422i,0.00068165-0.00052579i,0.0013662-0.0013232i,0.0014996-0.0010873i,0.0012385-0.00019278i,0.0010249+0.00017867i,0.00081791-0.00012186i,0.00062634-7.7376e-05i,0.00093277-0.00033435i,0.0016445-0.00011621i,0.00091069+0.00068691i,-0.00019146+0.00047199i,-0.00068721-0.00012285i,-0.0001363-0.00020488i,-8.5693e-05+0.00053202i,-0.00039312+0.00092439i,-0.000468+0.00040796i,-0.00036699-9.465e-05i,-7.8991e-05-0.00037495i,0.0003644-0.00080087i,0.00079689-0.00052326i
0.001966+0.00069753i,0.0024361+0.0002717i,0.0033839+7.9405e-05i,0.0019554-0.00034191i,0.00016783-0.0011994i,-0.00064609-0.0017264i,-0.00054839-0.0010893i,-0.00021716-0.00051119i,-5.8478e-07-0.00029547i,0.00054889+0.00015286i,0.00023193+0.00032504i,-5.9696e-05-8.1554e-05i,6.6787e-05-0.00038988i,0.00018389-3.9688e-05i,0.00025393-0.00011942i,0.00042059-4.2217e-05i,0.00037224+0.00013056i,0.00042891+2.7525e-05i,0.0005504+0.00013246i,0.00027773+0.00025339i,-0.00012241-0.00027076i,-0.00088746-0.00066676i,-0.00046273-0.00048661i
-0.00048712+0.0011212i,-0.0011975+0.00049104i,-0.00083891+0.0004365i,0.00056153+0.00011144i,0.0012531-0.00060335i,0.0010288-0.00070533i,-0.00024954-0.00073572i,-0.00062286-0.00034308i,0.00050303-8.0557e-06i,0.00082115+9.9009e-05i,0.0003956+0.00025171i,0.00044868-0.00027092i,0.00011694-0.00026781i,-0.0001076+0.00032071i,-0.00045283+0.00079634i,-0.00045981+0.00061989i,8.0236e-05+0.00062245i,-9.9939e-05+0.00052011i,-0.001128+0.00097901i,-0.0016859+0.0011742i,-0.00080202+0.00068627i,-0.00033078+0.00037803i,-0.00029933+6.2666e-05i
8.2894e-05+0.00048273i,-2.8711e-05+0.00057496i,-0.00026895+0.00059282i,-0.00013214+0.00035377i,0.00019248+0.00018486i,0.00035255-0.00023466i,0.00047084+0.00026406i,0.00044247+0.00029795i,-0.00012396-6.1308e-06i,0.00055006-0.00014052i,0.00091443-0.0010454i,0.00043152-0.0013579i,-7.2391e-05-0.0002888i,-0.0005315-0.00015913i,-0.00074937-0.00045316i,-0.00096881-0.00027334i,-0.00035023-0.00062036i,-0.00023928-0.00042505i,-0.0010788+0.00048431i,-0.00092663+0.0010929i,-0.00033523+0.00065361i,-0.00025785-9.0374e-05i,-0.00023994-0.00010032i
0.0016615-7.0602e-05i,0.0011374-0.00017676i,0.0012375-0.0027338i,0.0012472-0.0028281i,0.00070966-0.0015531i,-0.00032574-0.00091145i,-0.001055-0.00035959i,-0.00091831-7.5473e-05i,-0.0009322-0.0004625i,-0.0011172-0.00062218i,-0.00078504+0.00034623i,-0.0001922+0.00046509i,0.0004112+2.0088e-05i,0.00019145+0.00033132i,-0.00022803+0.00045607i,-0.00022889+0.00041567i,-5.0421e-05+0.00021495i,-0.000226+0.00031293i,-0.00053979+0.00094941i,-0.00012882+0.0012608i,0.00021792+0.0011831i,0.00064493+0.00096388i,0.0004294+0.00029452i
0.001907-0.00098085i,0.0019207-0.00090115i,0.0018974-0.0018805i,0.0017479-0.0022044i,0.00079181-0.0021645i,0.00028034-0.0012188i,0.00054755-0.00069901i,0.00040825-0.0007082i,0.00010873-0.00010568i,-0.00032792+8.9565e-05i,-0.00075424-0.00076198i,-0.00035851-0.00098445i,0.00027814-0.00029627i,-0.00030378+0.00012988i,-0.0010343+0.00070135i,-0.00075738+0.00041121i,-8.6747e-05-0.00084759i,1.8184e-05-0.0013409i,7.4872e-05-0.00053301i,0.00051696+0.00039826i,0.00057737+0.00084967i,0.00017649+0.00070846i,-8.1687e-05+0.0006406i
0.0015938-0.00039705i,0.0016325-0.0015702i,0.00053348-0.001849i,0.0001139-0.0022928i,-0.00034642-0.0025865i,-0.00091137-0.0013692i,-0.0010528-0.00042843i,-0.0011178-0.00076182i,-0.00063361-0.00026537i,-0.00016991-0.00020929i,-0.00016273-0.00087333i,4.8234e-06-0.00072411i,0.0002857-0.00042574i,0.00083719+0.00017349i,0.00094525+0.00054219i,0.00070661-0.00034507i,0.00061183-0.00029659i,1.9035e-05+0.00018325i,-0.00046145+0.00029754i,-0.00028143+0.00028014i,0.00034262+0.0002209i,0.00044282+0.00010785i,0.00066199-0.00018958i
0.00016879-0.0013627i,-3.7046e-05-0.0011306i,0.00052846-0.0017038i,0.0010137-0.0018902i,0.00069966-0.0011428i,-0.00022032+4.6444e-05i,-0.00084396+8.3146e-05i,-0.00065796-0.00014619i,-0.00055763+9.7075e-05i,-0.00060392+7.229e-05i,-0.00019124-0.00033131i,0.00015508-0.0008133i,0.00079747-0.00092309i,0.0011418-0.00029517i,0.00048744+1.4784e-05i,0.00015575+0.00011565i,-8.979e-05+0.00038008i,-0.00098658+0.00083614i,-0.00085627+0.0009308i,0.00034134-0.00010643i,0.00014516-0.00083282i,-0.00049937-0.00068704i,-0.00051484-0.00069025i
-0.0024703-0.00064428i,-0.0018748-0.00053604i,-0.0017466-0.00019389i,-0.00063435+0.00066685i,-0.00035992+0.0012699i,-0.00042725+0.00033385i,-0.00022085-0.00082539i,7.0845e-05-0.00061423i,0.00011632-0.00011795i,0.00020824-0.00029145i,0.00068082-2.5174e-05i,0.0012278+0.00018104i,0.00096175-8.8507e-05i,0.0001459-0.00021136i,0.00013072+7.3642e-05i,7.9102e-05-1.7194e-05i,-0.00075148-9.4346e-05i,-0.00050514+7.2421e-05i,-0.00024416+0.00028223i,-0.00060861-0.00019i,-0.00054835-0.00038587i,-1.2489e-05+0.00024764i,0.00031894+0.00017913i
0.00014784+0.00051131i,-0.00035385+8.2756e-05i,-0.0005876+2.7038e-05i,0.00021032-0.00029871i,0.00067439-0.00065303i,0.00059791-0.00072395i,-2.3876e-06-0.00065615i,-0.00045878-0.00027549i,-9.834e-05-2.0295e-05i,4.9703e-05-0.00045238i,-0.00015141-0.00042509i,-0.00044667-0.00044569i,-0.00067247-0.00051583i,-0.00088162+0.00019436i,-0.0006832+0.00016359i,-0.00035601+7.3489e-05i,-0.00056396+0.00045919i,-0.00046738+0.0006749i,-0.00054959+0.0008862i,-0.0013488+0.00070806i,-0.0013761+0.00036239i,-0.00065641+6.4454e-05i,0.00029825-6.3031e-05i
-0.00085253-0.0016507i,-0.0016808-0.00081427i,-0.0024195-0.00019474i,-0.0009516-0.00023983i,0.0002992-0.0003953i,0.00010758-0.00071789i,-0.00029077-0.00028844i,-7.2458e-05+0.00030612i,4.7502e-05+0.00038395i,0.00088528+0.00046842i,0.001586+0.00064969i,0.0014201+0.00014484i,0.00049031-0.0005326i,-2.2422e-06+0.00023532i,-0.00018819+0.00086555i,2.3397e-05+0.00025867i,0.0003997-0.0003321i,0.00010277-0.00051754i,-0.00013221-0.00026107i,-0.00018912-0.00033408i,-7.1432e-06-0.00021701i,-7.6825e-05+0.00023636i,-0.00023363+0.00024562i
0.00087834-0.0010057i,0.0005074-0.00038851i,-0.0003467+0.00044138i,-0.00017672-5.3028e-05i,0.00015658-0.00048779i,0.00045389-0.00028838i,0.00039232-0.00021346i,0.00025073-0.00086958i,0.00038966-0.0010517i,0.00023696-0.00086772i,0.0002399-0.00048975i,0.00086434+0.00026524i,0.00098593+0.00058276i,2.1214e-05+0.00059108i,-7.6275e-05-0.00024743i,0.0006482-0.00081559i,0.00018687+2.7468e-05i,-0.00041278+0.0008779i,-0.00039252+0.00082775i,-0.00044911+0.00060825i,-0.00018234+0.00054051i,0.00011322+0.0013991i,-9.8507e-05+0.0012515i
-0.00019765+0.00038357i,-0.0006083+0.00061776i,0.00020718-0.0005149i,0.00023114-0.00095107i,-0.00065152-0.00072223i,-0.00072866+0.00038302i,-0.00049899+0.00042754i,-0.00063141-0.00022924i,-0.00014434+0.00086076i,0.00092895+0.0014416i,0.00084122+0.00074134i,0.00024758+1.2667e-05i,0.00030414+6.6904e-05i,0.00035162+0.00058247i,-0.00048276+0.00062327i,-0.0013822+0.00042497i,-0.00092287+0.00043055i,-0.0010219+0.0004063i,-0.001174-0.00026837i,-0.0004568-0.00049291i,-7.5031e-05+6.4063e-05i,-0.00050124-6.127e-05i,-0.0010206-5.7426e-05i
0.0021053+0.00038181i,0.0014758-0.0010591i,0.0021986-0.0019442i,0.0023911-0.0024972i,0.0011332-0.0016074i,5.1336e-05-0.00022104i,-2.5337e-05+0.00035394i,0.0011777-0.00012605i,0.0014113-0.00010001i,0.00053514+0.00030727i,0.0006653+0.00019599i,0.00065158+0.00060559i,0.00012904+0.0015808i,-0.00015989+0.0015117i,-0.00069521+0.00065356i,-0.00028743+0.00035513i,0.00054698+0.00012148i,0.00067317-0.00025174i,-4.9087e-05-0.00029035i,-0.0003494+0.00038763i,0.00088496+0.00027306i,0.0010753-0.00041072i,3.6469e-05-0.00066095i
0.00054489-0.00079069i,0.00074983-0.00039142i,0.00094381-4.4022e-05i,0.00097751+0.0003085i,0.00075139+0.00065069i,-0.00025318+0.00063558i,-0.00082007-0.00020245i,-0.00023636-0.0012123i,0.00056511-0.0013229i,0.00045744-0.00028851i,-0.00023863+0.00078233i,4.1072e-05+0.00046601i,0.0003822-7.0076e-06i,-0.00017197+0.00044156i,-0.0001844+0.00074443i,0.00031578+0.00043165i,0.00082767-0.00011015i,8.306e-05-0.00081337i,-0.00061923-0.00076877i,-0.00043398+0.00016486i,-0.00063759-0.00030533i,-0.0010225-0.0013769i,-0.00069838-0.00076221i
8.3398e-05+0.0004687i,0.00074829+5.4961e-05i,0.0013733-0.00099888i,0.0019952-0.001301i,0.0022388-0.0010869i,0.00097406-0.00056112i,3.2409e-05-0.00068289i,-0.00046284-0.0011432i,-0.00066163-0.00086227i,-0.00088882-0.00019682i,-0.0004716+0.00016005i,0.00078422+0.00048378i,0.00064201+0.00074239i,-0.00028884+0.00027788i,-0.00047435-0.00010114i,0.00014111-0.00011168i,0.00029362-0.00039017i,0.00024023-3.0288e-05i,-0.00020376+0.00039899i,-0.0010677-0.00020704i,-0.00061148-0.00042863i,-0.00040635-0.00021951i,-0.00065532+5.8219e-05i
0.00069717-0.00059958i,0.00084296-0.00059128i,2.3318e-05-0.00041321i,0.00053109+6.0726e-05i,0.00038235+2.038e-05i,-4.311e-05+2.724e-05i,0.00029429+0.00078926i,0.00025621+0.0007251i,-0.00045443+0.00019835i,-0.00051444+0.00018648i,0.00053869-6.1965e-05i,0.00044887-0.00081734i,0.00013077-0.00034469i,0.00068838-0.0002232i,2.8937e-05-0.00018635i,-0.00082192+0.00026706i,-0.00044546+0.0003631i,-3.3776e-06+0.00016959i,2.5896e-06-0.00036386i,-3.0567e-05-7.5244e-05i,0.00017344+0.0007269i,-5.6806e-05+0.00071649i,-0.00043936+0.00079855i
0.00035132+0.0010939i,0.00024167+0.00011088i,0.0020778+0.00024392i,0.0022959-3.3296e-05i,0.00091877-0.00058035i,-8.9538e-05-0.00048995i,0.00021731-0.00024454i,0.00056009+5.9515e-05i,0.00011973+0.00024279i,0.00023047+0.00016823i,0.00059993+0.00012673i,0.00050759+9.9469e-05i,-1.9559e-05+0.00014558i,-0.00087989+0.0003405i,-0.00024184+8.9443e-05i,2.3403e-05+0.00011379i,-0.00016538+6.9247e-05i,0.00052978-0.00025392i,0.00069008+0.00013263i,0.00033054+0.00045596i,0.00022815+0.00063369i,0.00024109+0.00064738i,0.00022481+0.00050867i
0.001178+0.0013202i,0.0014521+0.0012061i,0.0012251+0.00070412i,0.0016938+3.6202e-05i,0.0015259-0.0010474i,0.00078347-0.00019322i,8.0295e-05+0.00079674i,-0.00069321-4.9664e-06i,-0.00072757-0.00046134i,-0.00023687-0.00017012i,-0.00019317-0.00020024i,6.3284e-05+0.00028819i,-0.00022318+0.00059602i,-0.00050312+0.00043807i,-0.00038296+0.00057965i,-0.00047776-0.00015974i,6.1323e-05-0.00061605i,-0.00091599-0.0005156i,-0.001173-0.00017322i,-0.00032718+0.00033003i,-0.00052991+0.0002453i,-0.00064191+0.00048697i,-0.00085874+0.0005445i
0.0007683+0.0016411i,0.0019869+0.001299i,0.0027841+0.0011002i,0.0021372-0.00018557i,0.0016303-0.0013746i,0.0014816-0.00099396i,0.0012076-0.00051187i,0.00091495-0.0005989i,0.00094763-0.00068959i,0.00040002-0.00024446i,-0.00055376+0.0002792i,-0.0013786+0.00030838i,-0.0011884+0.00035987i,-0.00069519+0.00066186i,-9.678e-05+0.00070039i,-0.00055019+0.00049673i,-0.00099858+4.043e-05i,0.00033417-0.00056564i,0.00082979-0.00019074i,0.0002746+0.00067783i,0.00015704+0.00062851i,0.00010539+0.00048178i,-0.00038395+0.00018654i
0.00018797+0.0012133i,0.00068298+0.0013912i,0.0022018+0.0012021i,0.0024381+0.00084751i,0.0013187-0.00033053i,-0.00034991-0.00086931i,-0.0008024-0.0006792i,-0.00071987-0.0006557i,-0.00076822-0.00044631i,-0.00021813-0.00059249i,0.00032616-0.00032941i,0.00034424+0.00033891i,0.00026313+0.00049193i,0.00020822+0.00020365i,-0.00015577-0.00043804i,-0.00018476+0.00048225i,8.291e-05+0.0011381i,0.00017874+0.00071397i,-0.00057259+0.00060171i,-6.1542e-05-1.513e-05i,0.00013305-0.00098672i,-0.00060078-0.00064953i,-0.00050805+0.00047902i
0.0021014+0.0029159i,0.0024937+0.00255i,0.0029+0.00079766i,0.003093-0.00056049i,0.0023862-0.0014839i,0.0013586-0.0017333i,0.00096732-0.0010846i,0.0015092+7.6345e-05i,0.0012602+0.00067119i,-0.00023625+0.00094338i,-0.00055547+0.0012668i,-0.0003479+0.00080461i,-0.00038835+1.5402e-05i,-0.00036904+0.00011605i,-0.0003582+0.0011679i,-0.00017848+0.0014955i,-0.00038057+0.0010525i,-0.00083276+0.00054675i,-0.0012511-1.6596e-06i,-0.00087468-0.00032242i,-0.00029981-5.9501e-05i,-0.00030937+0.00035765i,-0.00042185+0.00063459i
0.00010014-1.2076e-05i,0.00026049+0.00065143i,0.00054944+2.3075e-05i,0.00065858-0.001515i,0.00030902-0.0010459i,-0.00015013-0.00038685i,-0.00051212-0.00058911i,-0.00043459-0.00062118i,-0.00014088-0.00059474i,0.00012635-0.00016597i,-8.6327e-05-9.3804e-05i,5.1605e-05-0.00023256i,4.2228e-05+0.00040065i,0.00019136+0.00028243i,0.00013889-0.00021964i,-0.00023857-0.00048643i,-1.7833e-05-0.00011838i,-0.00020333+0.00020756i,-0.00051832-0.00045142i,-1.9642e-05-0.00066826i,0.00057633+7.2388e-06i,0.00056888+0.00030482i,0.00018934+0.00012871i
-0.00046027-0.0024147i,-0.0011113-0.0015192i,-0.0015738-0.00033388i,-0.0010432+0.00010415i,-0.00076142+0.00033834i,-0.0010603+0.00056182i,-0.0019077+0.00084519i,-0.0017308+0.00098176i,-0.00052466+0.00078616i,-2.6748e-05+0.0013377i,-0.00014603+0.0010308i,0.0003341+0.0002072i,0.0003634+0.00013573i,2.6243e-05-0.00030613i,-0.00029718-0.00040693i,-0.00037539-0.00018394i,-6.2955e-05-0.0010167i,0.00014198-0.00067673i,-0.00051499+0.00016934i,-0.00059336+0.00030678i,0.00012697+0.00056174i,-6.8926e-05+0.0004787i,-0.00038252+0.00054071i
-0.0021122+0.00070139i,-0.0013229+0.00032322i,-0.0011616+0.00035808i,-0.00017971+0.00020175i,0.00073306-0.00053066i,0.00095538-0.00078319i,0.0011144-0.00076449i,0.00091461-0.00083158i,0.00050531-0.00054787i,0.00078061-0.00025465i,0.0011925+8.8583e-05i,0.0012952+0.00027342i,0.0016778-0.00041297i,0.0012364-0.00031603i,-2.9069e-05+0.00023726i,-0.00060504+0.001017i,-0.00021132+0.0011541i,8.418e-05+0.0008765i,-2.0805e-05+0.0010621i,-0.00052489+0.00084304i,-0.0009096+0.00039805i,-0.00069884-9.9163e-05i,-0.00026393-0.00062483i
0.0004739-1.6798e-05i,0.00025963-0.00044534i,0.00013875-0.00092298i,0.00019976-0.00049635i,-0.0002374-0.0002477i,-0.00056611-0.0006304i,-0.00033287-0.00032642i,-0.00022508-0.00086734i,-0.00031696-0.0013697i,-9.1885e-05-0.0011751i,-8.3014e-05-0.00083375i,-0.00033139-0.00025688i,1.7688e-05-3.0278e-05i,-0.00013634-0.00013691i,-0.00061281+5.8984e-05i,0.00015378+0.00071281i,0.0011423+0.0004645i,0.00075898+4.6362e-05i,-0.00033261+0.0002983i,-0.00054749+0.00041619i,-0.0004285+0.00045467i,0.0003434+0.00011698i,0.00028512-0.00020386i
-0.0011388-0.0021613i,-0.0013303-0.0022107i,-0.0013122-0.0016884i,-0.0017705-0.00096983i,-0.0018943-0.00029452i,-0.0014934+0.0002016i,-0.0014199+0.00011931i,-0.00099074+0.00015267i,-0.00021804+7.6005e-05i,1.6777e-05-0.00012461i,0.00039299+8.9666e-05i,0.00037393+0.00059814i,0.0004707+0.00019507i,0.00043744-0.00044973i,2.0682e-05-0.00073275i,-0.00044607-0.00041653i,-0.00037235-0.00031645i,-7.7024e-06-0.0008139i,-0.00028593-0.00027457i,-0.00055957+8.9243e-05i,-0.00031927-2.7285e-05i,-0.00012937-0.00011809i,-0.00051282-0.00043361i
-0.0022755-0.00032749i,-0.0017972+0.00041518i,-0.0020124+0.0013594i,-0.0010212+0.000901i,0.00031102-0.00031945i,0.00074986+0.00011507i,0.00029587+0.00061949i,0.00017956+5.4563e-05i,6.6559e-05+0.0002041i,0.0003118+0.00060473i,0.00062958+0.00017721i,0.00029626-0.00036778i,0.00035742-0.00047309i,0.00036788-0.00049769i,0.00051122-0.00043248i,7.3794e-05-5.7312e-05i,-0.0010787-0.00022535i,-0.00093994-0.0005331i,-0.00088725-0.00079185i,-0.0010303-0.00073256i,-0.0011008+0.00019648i,-0.00082715+0.00057071i,-0.00026687+0.00017555i
