-0.003152-0.00015175i,-0.0025506+0.00079276i,-0.0032528+0.0026992i,-0.002596+0.0025915i,-0.0012437+0.0021511i,-5.8591e-05+0.0019713i,0.00061309+0.00097204i,0.0012277-0.00016761i,0.0017301-0.00054466i,0.0018767-0.00012317i,0.001384-0.00010577i,0.00063509-0.00059544i,0.00063156-0.0011868i,0.00065724-0.00099386i,0.00043376-0.00023397i,-0.00027397+6.5118e-05i,-0.0010694+0.00077068i,-0.00075182+0.0004575i,0.00026635-0.00077091i,0.00071991-0.00048295i,-4.3004e-05-3.2433e-05i,-0.00095985-0.00033334i,-0.0012578-0.00022715i
0.00060189+0.0084141i,0.00040589+0.0058575i,-0.0033155+0.0029174i,-0.0042459+0.0010222i,-0.0022191+8.4049e-05i,-0.00057285+0.00055247i,-0.00014676+0.00064595i,-0.00017406+9.2102e-06i,-0.00048878-0.00064551i,0.00010386-0.00083911i,0.00035304-0.00039658i,-3.1413e-05+0.00054559i,-0.00010334+0.0013789i,-0.00017276+0.0017191i,0.00032131+0.0016967i,7.4648e-05+0.00097719i,-0.00031824+0.00029339i,-0.0009662+0.00014319i,-0.0014123+0.00071762i,-0.00078223+0.0011081i,-0.00012913+0.00077291i,0.00036979+0.00046743i,0.00050795+0.00071789i
-0.0099128-0.00098601i,-0.0071774-0.0012162i,-0.0021796-0.0034855i,-0.00089661-0.0035406i,-0.0015048-0.0018362i,-0.0015925-0.0012032i,-0.00086864-0.00071274i,0.00058295-0.0003049i,0.00099431-0.00028712i,0.00055668-0.00045198i,0.00018876+0.00020448i,-6.0121e-06+0.00085825i,-0.00041923-0.00011597i,-0.0007512-0.00098339i,-0.00047668-0.00061108i,-0.00059252-1.411e-05i,-0.0015745-0.00080022i,-0.0011083-0.0018718i,-0.00054729-0.001741i,-0.00040048-0.0011964i,0.00026776-0.00089971i,3.328e-05-0.0011301i,-0.00034318-0.00099297i
0.00017456-0.011041i,-0.0017178-0.0062864i,0.00045296-0.0021065i,0.0018688-0.0022709i,0.0016103-0.0024559i,0.00091251-0.0011289i,0.00010167+0.00059706i,3.7007e-05+0.0010593i,0.00031066-0.00010016i,0.00013368-0.00068633i,0.00066085-0.00087312i,0.00025696-0.00050847i,-0.0013009-0.00010403i,-0.0015882-0.00015993i,-0.00048696-0.00063121i,-7.5029e-05-0.0011834i,0.00029435-0.00092879i,0.00070397-0.00099467i,0.00033114-0.0013469i,0.00014313-0.0011466i,0.00032102-0.0004325i,0.00068361-0.00014399i,0.0010257-0.00012944i
0.0098825-0.0019111i,0.0059442-0.0029705i,0.001907-0.0013433i,0.0010321+0.00045978i,-0.00012185+0.00019597i,-0.0006652-0.001077i,0.00013494-0.0016653i,0.00088537-0.0012806i,0.00093729-0.00084401i,0.00017663-0.00089016i,-0.00023764-0.00048919i,7.3204e-05-0.00048942i,-5.992e-06-0.00025446i,0.00035244-6.847e-05i,0.00034368-0.00017747i,-0.00020503+0.00046853i,0.00016351+0.0010144i,0.0006434+0.001357i,0.00067626+0.0015768i,0.00038187+0.0010224i,0.00042423+0.0007291i,8.9596e-05+0.00092413i,-0.00056277+5.4543e-05i
6.9996e-05+0.011297i,0.001907+0.0058864i,0.0004978+0.001633i,-0.00068611+0.00091534i,-0.00013007+0.0010666i,-0.00047435+0.0013864i,-0.0009628+0.0009243i,1.3672e-05-1.2794e-05i,0.00056452-7.2719e-06i,0.0006007-0.00044685i,6.943e-05-0.00072781i,-0.0013275+0.00040156i,-0.0011084+0.00074333i,-0.00047835-0.00016028i,-0.00022829-8.9006e-05i,-0.00022521-0.0007833i,-0.0007515-0.00081535i,-0.001225+0.00060816i,-0.0017666+0.0012057i,-0.0017279+0.00044036i,-0.0012639+0.00010765i,-0.00051603+0.00023048i,0.00013253+3.5121e-05i
-0.010582+0.001124i,-0.0075146+0.0019488i,-0.0028829+0.00056251i,0.00043166+0.00041759i,0.0011223+0.0003076i,0.00057857-0.00075491i,-0.00031281-0.00031279i,-0.00048318-0.00029604i,-0.00022162-0.0005004i,0.00033531-0.00019423i,0.00055023+3.429e-05i,0.0002986+0.00017238i,0.00067973+0.00022504i,0.0011275-8.4741e-05i,0.00087806-0.00011545i,0.00034028-0.00012045i,-0.00038019-0.00050314i,-0.0012696-0.0012611i,-0.0016136-0.0019014i,-0.0012019-0.0011499i,-0.00061103+9.6537e-06i,-0.00027088+0.00096653i,-0.00020947+0.00095189i
0.00048278-0.010135i,-0.0027815-0.0063859i,-0.00049072-0.002688i,0.0011934-0.0016104i,-0.00012106-0.0023905i,-0.0014918-0.0023773i,-0.001652-0.0020997i,-0.00035794-0.0026143i,-0.00038356-0.0013694i,-0.0013196-0.00055737i,-0.0012186-0.00061688i,-0.0010066-0.00029197i,-0.00042892-0.0005437i,0.00019153-0.00093552i,0.00031031-0.0010142i,0.00022674-0.00034564i,0.00038137-9.0395e-05i,0.00077415-0.00030261i,0.00087865-0.00048766i,0.00032597-4.4058e-05i,-0.00024744+0.00052738i,-0.00017244+0.0005398i,-0.00010167-5.6758e-05i
0.0085963-0.00080578i,0.0036364-0.0022927i,0.00097073+0.00013032i,0.0015045+0.0012512i,0.0014506+0.00046711i,0.00045419-0.00045393i,0.00031884-0.00058141i,0.00019885-0.00034066i,-0.00012964-0.00037066i,-0.00096213-0.0006879i,-0.001705-0.00035909i,-0.00063236-6.0825e-05i,0.00056271+0.00029414i,0.0005695+0.00026586i,0.00013191+0.00042958i,0.00018716+0.00037981i,0.00029492+0.00065409i,0.00024432+0.0013347i,0.00073522+0.0020414i,0.0010904+0.0019342i,0.00058599+0.00066419i,0.00035341-0.00018863i,0.00029278-0.00022194i
-0.00094039+0.0094666i,0.0014788+0.0055745i,-0.00078042+0.0023364i,-0.0023084+0.00165i,-0.00061199+0.00076266i,-0.00030184-0.00017192i,-0.00053179-0.00042532i,-0.00022584-7.4807e-06i,3.7423e-05-9.0066e-05i,0.00039776-0.00041115i,0.00012232-0.00012934i,-0.00039224+0.00044561i,-0.00051799+0.00072259i,-0.0002979+0.00026724i,-0.00082246+0.00040332i,-0.0018465+0.00025714i,-0.0020719+2.8978e-05i,-0.0015455+0.0004318i,-0.0007533+0.0012512i,-0.00056798+0.0015852i,-0.00066248+0.00057435i,0.00037072+4.165e-05i,0.0011057+7.1158e-05i
-0.011053+0.001113i,-0.0081587+0.0032245i,-0.0049827+0.0015649i,-0.0035407+2.9024e-05i,-0.0024075+0.00015458i,-0.0015001+0.00077626i,-0.0010637+0.00078263i,-0.00056647-0.00017539i,9.0648e-05-0.0006482i,0.00033853+0.00022345i,8.7137e-05-0.00011551i,0.00036856-5.7254e-05i,0.00040636+0.00033215i,3.0895e-05-0.00011757i,1.2594e-06-0.0003533i,-0.00044552-0.00025672i,-0.0011761-9.1474e-06i,-0.00066737+0.00019132i,-0.00085891-1.479e-05i,-0.0010988-0.00048184i,-0.00057895-0.0002355i,-0.00031811+0.00026747i,-0.00043299+0.00058254i
0.00076369-0.012124i,-0.0017462-0.0079755i,-0.00037261-0.0024952i,0.00093288-0.00097648i,-4.3332e-05-0.0020596i,-0.00087121-0.0020136i,-0.00026574-0.0022313i,0.000273-0.0022085i,1.9572e-05-0.0011591i,-0.00069363-0.00076373i,-0.0013275-0.00054219i,-0.00021712-8.2773e-05i,0.00083025-0.00038603i,0.0005472-0.0010767i,-0.00030904-0.00079022i,-0.00043215-0.00022759i,0.00048551-0.00015046i,0.0010413-0.0010291i,0.000849-0.0011834i,-6.1125e-06-0.00038255i,-0.00079531-0.00015497i,-0.00066489+0.00082768i,-4.7258e-05+0.00070097i
0.01194+0.00096186i,0.0064486-0.00092607i,0.0022305-0.00015084i,0.0019172+0.0001463i,0.0017028+0.00019827i,0.00062532+0.00042721i,0.00033305-8.7504e-05i,0.00051831-0.00092711i,0.0001691-0.0011326i,-0.00037457-0.00096668i,-0.00053405-0.00045236i,-0.00067015+0.00023226i,-0.00065638-5.6244e-05i,0.00024408-9.9237e-05i,-0.00011354+4.1683e-05i,-0.00043021+4.3777e-05i,-0.00047717+0.00069138i,-0.0002119+0.0010216i,0.00010108+0.00081442i,0.00037909+0.00051742i,0.00014667+0.00061156i,-0.0010671+0.0009238i,-0.0011723+0.0010108i
-0.0026312+0.0099954i,-0.00058924+0.006865i,-0.00013759+0.0039894i,-0.00015872+0.0026172i,-0.00082235+0.00086364i,6.9448e-05+0.00043945i,0.0014833+0.0011971i,0.00059027+0.00030218i,-0.00022269-0.00053686i,1.5251e-07-1.3508e-06i,-0.00014598+0.00021644i,-0.00023059-0.00030538i,0.00041381-9.0676e-05i,0.00010956+0.0003999i,-0.00073841+0.00047129i,-0.00030671+0.00075798i,-0.00052732+0.0010635i,-0.0012409+0.00122i,-0.00061679+0.00163i,0.00066037+0.0013713i,0.00096855+7.0956e-05i,0.00029754-0.00096141i,0.00021405-0.0016619i
-0.011926-0.0028015i,-0.0078757-0.0018436i,-0.004998-0.0011862i,-0.0026289-6.1264e-05i,-0.00028798+0.00060871i,-5.029e-05+0.00060711i,-0.00025221+0.00012039i,-0.00017055-0.00023051i,-0.00052594-6.0855e-05i,-0.0003556+0.00077085i,0.00026995+0.0011376i,0.00039404+0.0010873i,0.0001901+0.00094123i,0.00014179+0.00098979i,0.00028022+0.0011589i,-3.5868e-06+0.00013043i,-0.00056556-0.0010511i,-0.0012087-0.00081018i,-0.0013711-0.00057702i,-0.00076668-0.0002352i,-0.0001401-1.2038e-05i,0.00023545-0.00034365i,0.00064118+5.0347e-06i
0.0036112-0.0088318i,-1.7328e-05-0.0058759i,0.00035973-0.0037373i,0.0017832-0.00246i,0.0012495-0.0024164i,7.999e-05-0.0019298i,-0.0012303-0.00080001i,-0.0008232-0.00032815i,-0.00029912-0.00023755i,7.6074e-06-0.0002346i,0.0004782-0.00044266i,0.00016746-0.00055117i,4.0581e-05-0.0010753i,0.00028388-0.0010423i,0.00028184-0.00036495i,0.00027334+0.00022495i,0.00060504+0.00023334i,0.00087287-7.9995e-05i,0.0012916-0.00011234i,0.00036586-0.00052735i,-0.00042929-0.00070195i,-0.0010756-0.00026012i,-0.00078992+0.00041156i
0.0075043+0.0013965i,0.003245-0.00046109i,0.0013432+0.0014041i,0.0019311+0.0022024i,0.0017421+0.0011257i,0.00077519+0.00035327i,0.00047057+0.00013054i,0.00045142-0.00016699i,0.00025744-0.00078453i,-0.0001809-0.00061328i,-0.00053617-0.00047301i,-0.00041964-3.4316e-05i,-0.00014769+0.00029229i,-0.00021168-0.00045372i,-0.00019988-0.00076973i,-0.0011299-0.00055734i,-0.0010095-0.00063938i,3.7318e-05+8.8074e-05i,0.00069503+0.00091296i,0.00042922+0.00068365i,-0.00030243+0.0004204i,-0.000979+0.00055842i,-0.00073916+0.00039178i
-0.001816+0.0070434i,-0.0016181+0.0036312i,-0.0031407+0.0022262i,-0.0024257+0.0022035i,-0.0012151+0.0019425i,-0.00031538+0.0011309i,0.00038952+0.00041677i,0.00047802-0.0005152i,0.00058275-0.00053966i,0.00011704-0.00025489i,-0.00016527-0.00032369i,-0.00048169+1.4898e-05i,-0.00098128+0.00020515i,-0.00049384-2.2189e-05i,0.00071574-0.00027707i,0.00038408-4.1731e-05i,-0.00071451-0.00028387i,-0.00061393-0.00079777i,-0.00057159-2.066e-05i,-0.0010945+0.00052512i,-0.00073407+0.0001605i,-0.00019512-0.00023255i,-0.00024472+0.00019675i
-0.0091327-0.00049505i,-0.0064156+5.1545e-05i,-0.0042333-0.0023836i,-0.0030851-0.0019265i,-0.002091-0.000222i,-0.0012389+0.00020613i,-0.00012541+0.00090557i,-0.00013727+0.00056182i,-0.00045017-8.6588e-05i,-0.00011067+0.00025816i,0.00012103+0.00073845i,0.00019173+0.0004076i,0.00028325-0.00031461i,0.00010901-0.00050982i,-0.00010986-0.00085193i,-0.00020856-0.00096896i,-0.00055719-0.0014105i,-0.00088259-0.0020285i,-0.00073355-0.0012958i,-0.00093176-0.00033342i,-0.00049347-0.00013645i,0.00023364-0.00027499i,0.00018737+5.046e-06i
-0.0015897-0.0084197i,-0.0031041-0.0043903i,-0.0020757-0.0010642i,-0.00049922-0.0013339i,0.00066612-0.0020777i,0.00078412-0.0011105i,0.00094342-5.4088e-05i,0.00046314+0.00010427i,-0.00014896+9.739e-05i,0.00065634-0.00042453i,0.00088628-0.00038778i,6.5207e-05+0.0001924i,-0.00078532+0.00063938i,-0.0016025+0.00056743i,-0.0012602-0.00060051i,-0.00033181-0.00087308i,-5.6933e-05-0.00045757i,0.00026893-8.9251e-05i,0.00022536-0.0005755i,-0.00047703-0.00068819i,-0.00091124-0.00037366i,-0.00085344-0.00036227i,-0.00039944+0.00036612i
0.012785-0.00051935i,0.0077013-0.0031736i,0.0030378-0.0028495i,0.0021127-0.0019049i,0.00091241-0.0023197i,-4.6405e-05-0.0017368i,0.00043725-0.00026172i,0.00044653+0.00053708i,4.6836e-05+0.00029882i,0.00022916-0.00052168i,0.0001849-0.00026729i,-0.0003264+0.00061671i,-0.0004578+0.00089493i,-4.6526e-05+0.00047726i,0.00049381-8.0016e-05i,-0.00022163+7.2997e-05i,-0.001024+0.00076468i,-0.0010211+0.00086555i,-0.00029573+0.00066315i,0.00057654+0.00036106i,0.00082559-0.00053073i,0.00062258-0.00083474i,0.00058387-0.00014586i
-0.0033915+0.0094751i,-0.0019643+0.0049599i,-0.0019649+0.0022703i,-0.00098442+0.0020737i,0.00076933+0.0016081i,0.0011857+0.0011199i,0.00097583+0.0001717i,0.00061286-0.00057259i,-0.00023555-0.00085938i,-0.00013544-0.00034212i,0.00013098+0.00016518i,-0.00026189-1.0774e-05i,8.8268e-05+0.00062374i,-7.2058e-05+0.0003886i,-0.00046393-0.00028588i,-0.00023393-0.00014232i,-0.00076682-5.8837e-05i,-0.00092594-4.5798e-05i,-0.00048095+1.9835e-05i,-0.00096947+1.4108e-05i,-0.0012253-2.01e-05i,-7.4937e-05-0.00031358i,0.0010553-0.0006533i
-0.0085918-0.0025653i,-0.0058249-0.0014446i,-0.0031233-0.0020533i,-0.0015965-0.0021572i,-0.0015825-0.0018019i,-0.0015113-0.0010653i,-0.00089331-0.00026951i,-0.00054384+0.00033306i,-0.00026007+0.00019125i,-0.00036012-0.00047872i,-0.00079868-3.1749e-06i,-0.00036836+0.00011709i,0.00036756-0.00028227i,-5.8619e-05-0.00090456i,-0.00058846-0.00099649i,-0.00034925-0.00035051i,-0.00022863-0.00070219i,-0.00059381-0.0014735i,-0.00087506-0.0019815i,6.7556e-05-0.0013629i,0.0004505-0.00022854i,1.0547e-05+0.0003898i,0.00013876+0.00014378i
0.0026917-0.0068642i,0.0016756-0.0035926i,0.0027701-0.00088948i,0.0025037-0.0010175i,0.00063497-0.0023751i,-0.00025585-0.0025093i,-0.00056598-0.001448i,-0.00033617-0.00080432i,-4.5921e-06-0.00011654i,0.00056659+0.00063385i,0.00073442+0.00022492i,0.00018569-0.00024906i,0.00011505-0.00043522i,0.00047473-0.0008131i,-0.00016578-0.00055092i,-0.0013158+0.0001692i,-0.0010337-0.00019769i,-0.00089774-0.00062724i,-0.00041329-0.00074085i,-0.00032393-0.00049444i,-0.0010871-0.00029678i,-0.00081102-0.00013161i,7.0816e-05+0.00036439i
0.0042973+0.001596i,0.00066386+0.00062262i,-0.00030963+0.0018515i,0.0009134+0.0023404i,0.0024279+0.0012676i,0.002187+0.00052016i,0.0010391-0.00041395i,-0.00034251-0.00080648i,-0.00056471-0.00074143i,-0.00011389-0.00024412i,-0.00053116+0.0004186i,-0.00016314+0.00063305i,0.00083385+0.00071675i,0.00080179+0.00017479i,0.00026584+0.00031216i,1.078e-06+0.00062406i,7.505e-05+0.00047487i,-0.00011526+0.00083068i,-0.00011049+0.00029962i,0.00031834-0.00038856i,0.00043174-0.00013684i,-1.5427e-05-0.00018641i,-0.00074575-0.00047871i
-0.0039254+0.0079949i,-0.0032017+0.0039134i,-0.0031204+0.0034173i,-0.0013957+0.0039634i,0.0011264+0.0035288i,0.001913+0.0028007i,0.00056912+0.0012898i,-0.00016071+5.1044e-05i,0.00027379-0.00068549i,0.00091503+0.0001945i,0.0008568+0.0010048i,0.0010903+0.00048351i,0.00089558-0.00011816i,0.00025159-5.2429e-05i,-0.00021775-0.0005268i,-0.00039504-0.00067521i,-0.00068583-0.00040725i,-0.0010631-4.629e-05i,-0.00090191+0.00062699i,-0.00024372+0.00080994i,0.0005105+0.00038714i,0.0011835+0.00016036i,0.001556+0.00014524i
-0.0061035-0.000445i,-0.0031588-0.00064072i,-0.0023951-0.001181i,-0.0031106-0.00098233i,-0.0020334-0.00098647i,-0.00062501-0.00068514i,-0.00022867-0.00020031i,0.00031899-0.00071629i,0.00096338-0.00060895i,0.0012536-0.00021356i,0.00097728-0.00046559i,0.00097529-0.00014683i,0.00042475+0.00020517i,-0.00034613+0.00038082i,-0.00042795-0.00036148i,-0.00016998-0.00097083i,0.00013366-0.00037824i,-0.000106-0.00028984i,-0.00069263-0.00077303i,-6.7828e-05-0.0013175i,0.00042359-0.0014978i,0.00044545-0.0011327i,0.00070977-0.00018517i
0.00084409-0.0095267i,-0.00088759-0.0068531i,0.00032834-0.0052969i,0.0012642-0.0051193i,0.00025489-0.0038436i,-0.0013348-0.0021066i,-0.0015597-0.0001709i,-0.00044869+0.00046489i,0.00040865+0.00029754i,0.00042118+4.8761e-05i,0.00019584-0.00016254i,0.00033591+0.00051078i,0.00046501+0.00059228i,0.00014-0.00011782i,-7.4793e-05-0.00026857i,-6.5875e-06+0.0002134i,0.00050717+0.00030011i,0.0013509+0.0001899i,0.0010832-0.00029806i,2.0296e-05-0.0012312i,0.00011993-0.0013718i,0.00056653-8.4463e-05i,0.00023565+0.00073734i
0.0060436+0.0013244i,0.0035974+0.0014686i,0.0016219+0.0023898i,0.0014887+0.0020767i,0.0014272+0.00065211i,0.0010062-0.00022202i,0.00095907-0.00020223i,0.00037807-0.0002623i,-0.0010555-0.00031247i,-0.001446+0.00058487i,-0.00084453+0.0011327i,-7.6567e-05+0.0012245i,0.0008333+0.001196i,0.00095163+0.000224i,0.00050799-0.00062408i,-0.00012925-0.00029321i,-7.2686e-05+0.0004922i,-0.00019276+0.00066551i,-0.00061204+0.0005547i,-0.00029398+0.00060687i,0.00063032-3.541e-06i,0.00024503+0.00035071i,-0.00048036+0.0010628i
-0.0033918+0.0084583i,-0.0026419+0.0042674i,-0.0030373+0.0016574i,-0.002459+0.0017684i,-0.0016142+0.00081671i,-0.0015013+0.00020577i,-0.00041583+0.00075738i,0.00042121-6.8619e-05i,0.00036539-0.001384i,-3.4022e-05-0.00092481i,-0.00030428-0.00071197i,5.3163e-06-0.00052097i,-1.5019e-05-0.0004069i,0.00044098-0.00047365i,0.0003322-0.00066382i,-0.00090095-0.00031191i,-0.0017236+0.00031061i,-0.0014604+0.0002437i,-0.00074233-0.00017407i,-0.0006927-2.1314e-05i,-0.00018307+3.1937e-05i,0.0003535-0.00017207i,0.00073478-0.0003534i
-0.0095332-0.002111i,-0.0050951-0.0023069i,-0.0018112-0.0018393i,-0.00077618-0.00029649i,6.9008e-06+0.00020747i,0.00037643-0.00041819i,-0.000456-0.00024108i,-0.00085531-3.7297e-06i,-7.6299e-05-0.00029446i,0.00063003-0.00025353i,0.00096511-0.00045051i,0.00095033-0.00014518i,0.0005035+0.00054357i,0.0004238+0.00052882i,0.00018576-0.00067913i,2.9056e-05-0.0014073i,-0.0002-0.00081945i,-0.00077727-0.00033017i,-0.00095359-0.00039459i,-0.0011772-0.00070817i,-0.0010731-0.00024903i,-0.00026508+0.00086657i,0.00049835+0.00068421i
0.0012217-0.0077132i,-0.0011364-0.0027942i,-0.0025886-0.0001985i,-0.0017437-0.00043003i,-0.00066472-0.00066541i,-0.00039328-0.00062172i,-0.00035241-0.00054204i,-0.00029998-0.00045272i,-0.00030523-0.00062144i,0.00015483-0.00047148i,2.5816e-05+0.00012687i,-0.00010059+0.00040566i,0.00033432-0.0002682i,-0.00026165-0.00024163i,-0.00096178+9.2485e-05i,-0.00090058-0.00023527i,-0.00061193-0.00070613i,-0.00035837-0.00077544i,-0.00093639-0.00062028i,-0.0011093-0.00044974i,-0.00033242-0.00040228i,-0.00059673-0.00021086i,-0.00035341+0.00064388i
0.0059383+0.0016698i,0.0005655+0.00055166i,-0.00094894+0.00076904i,0.0012865+8.4075e-05i,0.0018586-0.0013894i,0.0012759-0.0012261i,0.0005692-0.00083133i,-0.00048175-0.00098234i,-0.00086371-0.00046098i,-0.00092538-0.00017518i,-0.00064031-9.3332e-05i,-0.00045302-0.00012597i,0.00030249+0.00020357i,0.0012604+0.00034662i,0.00078138-0.00033344i,0.00036411-0.00018532i,0.00027035+0.00084809i,0.00047792+0.00072468i,0.00054029-0.00011196i,0.00051144-0.0004633i,0.00073105+0.00030427i,0.00033957+0.0010974i,-0.0007174+0.00085406i
-0.00064677+0.0060071i,8.6369e-05+0.0021778i,0.00072699+0.00029007i,0.0011023-0.00034556i,0.0009582-0.001091i,0.00029426-0.0013125i,0.00021437-0.00066836i,-3.8384e-05-0.0010017i,2.9478e-05-0.0011652i,3.5071e-05-0.00054732i,-0.0011161-0.00061493i,-0.00095922-3.3626e-05i,-0.00022183+0.00058139i,-0.00062761+0.00024816i,-0.00040113-0.00058651i,-0.00052374-0.0010406i,-0.00099936-0.00061197i,-0.0018424+0.00046968i,-0.0014613+0.00049178i,2.4844e-05-0.00046018i,7.8625e-05-0.00057398i,-0.00020067-0.00012112i,0.00014755-0.00016932i
-0.0093893-0.0018764i,-0.0058148+0.00066786i,-0.004435+0.001143i,-0.0034091+0.00128i,-0.002068+0.0014686i,-0.001054+0.0011043i,-0.00034418+0.0010981i,0.00092273+0.00059206i,0.001111-0.00023494i,0.0006685-0.00036066i,0.0010068+5.2941e-05i,0.00074982-0.00015842i,0.00089709-0.00076065i,0.0010362-0.0011396i,0.00075883-0.00098861i,4.4817e-05-0.0005906i,-0.000675-0.00063281i,-0.00054645-0.0012574i,-0.00020149-0.0011964i,-0.00016115-5.346e-05i,0.00022447+0.0003324i,0.00058904+0.00049049i,0.00026604+0.00061562i
-0.00052664-0.0070947i,-0.0013723-0.0039908i,-0.00079818-0.0016797i,-0.00027035-0.00089702i,-0.00020381-0.0012782i,-0.00048227-0.0018441i,-0.0011088-0.0010562i,-0.0010491-3.9697e-05i,-0.0010335-0.00042273i,-0.00077634-0.00019917i,-0.00041857+0.0001486i,-0.00034072+0.0002953i,-0.00027345+0.00036466i,2.999e-05-0.00034512i,0.00071718+0.00019151i,0.0010168+0.00079041i,0.00079287+0.00033323i,0.00033697-0.00012137i,-0.0005876-0.00052382i,-0.00048848-0.00015759i,-1.2606e-05+0.00020817i,-0.0004097-0.0005048i,-0.00056341-0.00029561i
0.0058374+0.0012683i,0.002077+0.0005081i,0.0006694+0.0010398i,0.0012221+0.00036459i,0.0012142-0.00043597i,0.0012861-0.00050864i,0.00080309-0.00071282i,-0.00086381-0.00091576i,-0.00091887-0.001384i,-0.00072981-0.00062455i,-0.00093567+0.00024914i,-0.00080332+0.00052376i,-0.00062036+0.00048336i,-0.00047436+0.00048199i,-0.00065862+0.00046668i,-0.00071439-4.8524e-05i,-0.00068315+0.00019157i,0.00032601+0.00094361i,0.0012429+0.0005081i,0.0008514-0.00035055i,-6.5708e-05-0.00061858i,-4.3807e-06+4.2151e-06i,-2.066e-05+0.00025919i
-0.0016313+0.0059841i,-0.0017171+0.0021662i,-0.0020994+0.00057627i,-0.00056951+0.00047972i,0.00091864+0.00061503i,0.00088983+0.00067891i,0.00067221+0.00026349i,0.00085744-1.0849e-05i,5.7642e-05+4.9101e-05i,-5.2076e-05+5.6898e-05i,0.00046572-0.00011231i,-0.00013491-0.00049484i,-4.5789e-05-4.5098e-05i,0.00047137+0.00025988i,-1.7099e-05+0.00028267i,-0.0004426-0.00014785i,-0.0011954-0.00025425i,-0.0025691+0.00012476i,-0.0021734+0.00040422i,-0.0013836+0.0010218i,-0.00092718+0.00091681i,-0.0001715-5.82e-05i,0.00064857-0.0002383i
-0.009759+0.00036177i,-0.0067702+0.00051632i,-0.0037877+0.00034476i,-0.0018441+0.0014104i,-0.00048108+0.00070609i,-2.838e-05-0.00032962i,5.2902e-05+2.3967e-05i,0.00054288+0.00030707i,0.00037805+0.00014699i,-0.00023551-0.00023244i,-0.00020113-0.00078339i,-0.0002143-0.00034602i,-0.0003141+7.2064e-06i,0.00010184+0.00010814i,0.00025982+0.0002336i,-0.000311+0.00033643i,-0.00099863+0.00018234i,-0.0010405-0.00063662i,-0.00048038-0.0013839i,-0.00047407-0.00088396i,-0.00079098-0.00041061i,-0.00078622-0.00025608i,-0.00088208+0.00017272i
0.001824-0.0076908i,-0.0004376-0.0051024i,-0.0011365-0.0035374i,-0.00095123-0.0024339i,-0.00030837-0.0023137i,-0.0010633-0.0021967i,-0.0012475-0.001366i,-0.00070999-0.00040911i,-0.0004768+0.00012497i,0.00022292+0.00017919i,-7.3703e-05+0.00085446i,-0.00022891+0.0011724i,0.0001871+0.00063853i,0.00052788-6.4306e-05i,0.00094634-0.00044221i,0.00086491-0.00017482i,0.00090118+0.00045753i,0.0010931+0.0004876i,0.00048272-3.8913e-05i,0.00039094-0.00084484i,0.00062007-0.0009145i,-2.4412e-05-0.00051383i,-0.00037475+0.00022199i
0.0042616-0.0018025i,-0.00024969-0.0009257i,-0.0028557+0.00032915i,-0.0014605+0.00048449i,-0.00074283+0.0004467i,0.00032694+0.00025432i,0.0015894-0.00062457i,0.001154-0.0008165i,0.00024389+0.00022929i,-0.00046095+0.000726i,4.2245e-05+0.00081168i,0.00099026+0.0011044i,0.0010584+0.00069052i,0.00023822+0.00012809i,-0.00037557-0.00063209i,-0.00042608-0.00049407i,-0.00069154+0.00035698i,-0.00090013+0.00048032i,-0.00070665+8.3471e-05i,-0.00012212-3.3476e-05i,-0.0004587-0.00066098i,-0.00071886-0.00028634i,-0.00036517+0.00091516i
-0.0019867+0.005764i,-0.0034335+0.0023652i,-0.0029431+0.0007264i,-0.0011612-2.2981e-05i,-2.4237e-05-0.00084233i,0.00060023-0.00022065i,0.00092233+0.00053355i,0.00069481-0.00010715i,0.00037771-0.00072025i,0.00035185-0.00031407i,0.00023262+0.00047964i,-0.00027885+0.0011057i,-0.00033563+0.00034608i,0.00017945-0.00089566i,0.00015241-0.0011425i,-0.00038138-0.0008162i,-0.00083421-0.00035524i,-0.0016385-8.2229e-05i,-0.0014573-8.4819e-05i,-0.00070658-8.8534e-05i,-0.00058681+0.00014742i,-0.00021768+0.00017499i,0.00034048+0.0002058i
-0.004573-0.0042526i,-0.0033635-0.0044995i,-0.002275-0.0035346i,-0.0013711-0.0024681i,-0.00073661-0.0019229i,-0.0010936-0.0006667i,-0.00095855+0.00049319i,2.9164e-05+0.00066805i,0.00028887+0.00012914i,-0.0006311-0.00054751i,-0.0011559-0.00080462i,-0.00092327-0.00046397i,-0.00059812-0.00064496i,0.00027052-0.00071669i,0.00035661-0.00038015i,-4.3407e-05-0.00063084i,0.00046085-0.0010923i,0.0010298-0.0010741i,0.001184-0.00050926i,0.0010383-0.00040799i,-0.00012362-0.0007497i,-0.00090678-0.00042462i,-0.00042324+0.00020105i
0.0017086-0.0064712i,0.00017119-0.0036848i,-0.00035341-0.0018387i,-0.00013836-0.00070148i,0.00074904-0.00057179i,0.00060421-0.00076931i,0.00041372-0.00064938i,0.00045167-0.00095547i,0.00035747-0.00046439i,0.00049633-9.5477e-05i,0.00036748-0.00046565i,0.00036399-0.00011437i,0.00097571+0.00033088i,0.00054816+0.00033996i,-0.00037779+0.00017636i,-0.00046089+0.00066563i,0.00058738+0.00071828i,0.0018877+0.00033936i,0.0015093-0.00049515i,-0.00037703-0.0014321i,-0.00089894-0.0007362i,-0.000613+0.00023495i,-0.00041213+0.00022011i
