-0.00033817+0.00075725i,0.0013843+0.00022151i,-0.00021465+0.00015442i,-0.0013192-0.00023808i,-0.002253+0.0003303i,-0.003112+0.0010013i,-0.0016092+0.001379i,-0.0003527+0.002277i,2.9771e-05+0.0015609i,0.00033795+0.00074165i,0.00025063+0.00015291i,0.00018934-0.00051335i,0.00050012-0.00079347i,0.00029589-0.00077718i,-0.00043108-0.00030867i,-0.00070673+0.00061747i,-0.0011241+0.00086921i,-0.00065604+0.00022578i,-0.00017034-0.00019654i,0.00046215-7.8481e-05i,0.0012268-0.00022493i,0.00052577-0.00087115i,-0.00019466-0.00085038i
0.065434+0.034573i,0.10115+0.031165i,0.098063-0.0047219i,0.10523+0.004569i,0.14812+0.08792i,0.13007+0.11844i,0.037629+0.064509i,-0.011071+0.013086i,-0.0088489-0.016851i,-0.018713-0.025666i,-0.020808-0.02093i,-0.0080004-0.025004i,-0.0020522-0.022797i,0.0047243-0.011005i,0.0071279-0.0062497i,0.0021463-0.0041724i,0.0013556-0.0030433i,0.00084968-0.0082457i,-0.0073029-0.013492i,-0.023691-0.0092493i,-0.030184-0.00057987i,-0.016687-0.00091841i,-0.0049025-0.0070764i
-0.064108+0.040068i,-0.1021+0.045541i,-0.11372-0.015769i,-0.16929-0.13082i,-0.27716-0.19548i,-0.27428-0.1546i,-0.13588-0.1082i,-0.058474-0.097071i,-0.070141-0.052383i,-0.05178+0.0040505i,-0.013526+0.02016i,0.0021124+0.013951i,0.0021652+0.003105i,-0.0017856-0.0006232i,0.00090591+0.008419i,0.0051685+0.012674i,0.0020055+0.0078179i,0.0026532+0.011325i,0.021564+0.027286i,0.045908+0.038283i,0.047972+0.03394i,0.029971+0.024692i,0.015379+0.016475i
-0.017416-0.078196i,-0.02491-0.10122i,-0.013621-0.039585i,0.070148+0.04816i,0.20279+0.051644i,0.23517+0.014828i,0.13203+0.033694i,0.035415+0.059133i,0.0012437+0.043621i,-0.0089368+0.022969i,-0.01203+0.012404i,-0.015919+0.011843i,-0.015335+0.016159i,-0.012824+0.011312i,-0.013217+0.0034859i,-0.0085452+0.0022386i,0.00041892+0.0056397i,0.00026527+0.0010245i,-0.019376-0.018394i,-0.04216-0.035297i,-0.041396-0.036735i,-0.027015-0.02768i,-0.017952-0.01463i
0.077211+0.031978i,0.11068+0.040596i,0.047034+0.026447i,-0.12691+0.059021i,-0.2805+0.16624i,-0.29078+0.18301i,-0.20253+0.078028i,-0.11491+0.036421i,-0.03245+0.066676i,0.02993+0.053401i,0.040034+0.01367i,0.029496-0.002228i,0.023577-0.0028382i,0.020506+0.0016084i,0.02103+0.0038898i,0.018443+0.00047449i,0.012076-0.0051563i,0.010137-0.0068941i,0.014439+0.0017728i,0.016845+0.014995i,0.015961+0.022322i,0.017064+0.018003i,0.017305+0.0049537i
-0.065388+0.052489i,-0.094526+0.096887i,-0.029908+0.09262i,0.10866-0.011865i,0.18804-0.14287i,0.18131-0.13996i,0.15315-0.024719i,0.12913+0.029113i,0.092656+0.0065389i,0.047232-0.0048332i,0.018559+0.0056226i,0.011504+0.0092077i,0.014141-0.0018162i,0.012436-0.012642i,0.0068522-0.011404i,0.0030628-0.0075945i,-0.0023228-0.0062412i,-0.0061449+0.0014149i,-0.00021698+0.013483i,0.013475+0.01675i,0.017295+0.0079505i,0.0047216+0.0013586i,-0.007006+0.0039153i
-0.0072023-0.085295i,-0.01648-0.13527i,-0.024133-0.074106i,0.0038204+0.11137i,0.072996+0.25408i,0.092308+0.23744i,0.055173+0.13188i,0.052767+0.045868i,0.069772-0.015969i,0.044083-0.059199i,0.0027414-0.06072i,-0.012405-0.03944i,-0.011648-0.019716i,-0.012152-0.0075143i,-0.016241-0.0079177i,-0.017632-0.010456i,-0.012204-0.0068454i,-0.0072528-0.0075912i,-0.014231-0.020937i,-0.030257-0.033621i,-0.033824-0.028837i,-0.020853-0.015313i,-0.0096283-0.006514i
0.078136+0.019875i,0.13849+0.015187i,0.13428-0.074471i,0.029432-0.23902i,-0.090955-0.33905i,-0.097206-0.30788i,-0.019641-0.23038i,0.0044755-0.17115i,-0.029387-0.11112i,-0.039406-0.044257i,-0.017727-0.0067671i,-0.0027753-0.0073761i,-0.0041069-0.015223i,-0.0073421-0.0088894i,-0.0041113+0.0061787i,0.00083643+0.01567i,0.0022217+0.014746i,0.0060536+0.013758i,0.018543+0.019779i,0.030596+0.026285i,0.028124+0.02399i,0.018982+0.014836i,0.015411+0.0068343i
-0.066034+0.060867i,-0.12091+0.12483i,-0.099915+0.18185i,0.031706+0.19624i,0.15458+0.16494i,0.13364+0.12322i,0.026246+0.086208i,-0.038908+0.040255i,-0.059867+0.001467i,-0.067714-0.00357i,-0.056287+0.010433i,-0.032838+0.015891i,-0.016165+0.012089i,-0.0083431+0.0070675i,-0.0024988+0.0039389i,0.00115+0.0019572i,-0.0011594+0.0021821i,-0.0074412+0.005195i,-0.012592+0.0077036i,-0.012281+0.0065559i,-0.0073579+0.0016606i,-0.0077003-0.0041577i,-0.013766-0.0060574i
-0.011284-0.088312i,-0.035243-0.17552i,-0.10685-0.20285i,-0.22864-0.13538i,-0.31126-0.068192i,-0.27312-0.059889i,-0.1745-0.054263i,-0.11008-0.0086248i,-0.06477+0.038822i,-0.014129+0.037995i,0.011227+0.0073264i,0.0048519-0.0024346i,-0.0043603+0.010861i,-0.0066719+0.019428i,-0.0057552+0.015425i,0.00025634+0.0073311i,0.010064-0.00064367i,0.015653-0.0092086i,0.0093843-0.016077i,-0.0048027-0.018173i,-0.013942-0.010684i,-0.011135+0.0029315i,-0.00073019+0.0089466i
0.086597+0.03446i,0.18525+0.068689i,0.26426+0.053086i,0.27763-0.011901i,0.24226-0.022001i,0.1788+0.037278i,0.10921+0.081165i,0.062915+0.080403i,0.042911+0.062293i,0.03493+0.046846i,0.027007+0.031665i,0.017645+0.014666i,0.014264-0.00032604i,0.015534-0.01056i,0.013956-0.0085325i,0.010315+0.0030235i,0.0054202+0.0088086i,0.0023235+0.0069832i,0.0089996+0.0069171i,0.023367+0.0079106i,0.029755+0.0016013i,0.023237-0.0070324i,0.01259-0.0072064i
-0.077608+0.055042i,-0.16935+0.12621i,-0.22164+0.20607i,-0.19436+0.25834i,-0.15432+0.2454i,-0.11769+0.17882i,-0.054145+0.10474i,0.0088069+0.053598i,0.041105+0.018771i,0.032896-0.014487i,0.0050909-0.028i,-0.004626-0.021191i,0.0031415-0.016761i,0.007656-0.016216i,0.0065933-0.016797i,0.0014455-0.019022i,-0.0074374-0.016401i,-0.016296-0.0063532i,-0.02521+0.0030358i,-0.033272+0.0081805i,-0.031987+0.010907i,-0.022353+0.0081684i,-0.014781+0.00029197i
-0.0085843-0.093189i,-0.011669-0.21611i,-0.005636-0.31293i,0.018806-0.32151i,0.086447-0.27185i,0.15595-0.20606i,0.15636-0.13407i,0.11342-0.08562i,0.070305-0.068009i,0.041081-0.053695i,0.028071-0.036778i,0.020243-0.024102i,0.0082015-0.015934i,-0.0052864-0.0078986i,-0.013066-0.00018501i,-0.0095684+0.0028219i,0.0015197+0.0016516i,0.011941-0.0024782i,0.015389-0.0079358i,0.012371-0.012536i,0.0055453-0.012133i,-3.1161e-05-0.004423i,0.0021249+0.0039806i
0.086421+0.052102i,0.18625+0.11836i,0.25041+0.18172i,0.21947+0.20052i,0.11672+0.18955i,0.0056897+0.14248i,-0.046568+0.051986i,-0.03804-0.016035i,-0.020021-0.032585i,-0.018288-0.017509i,-0.017249+0.0041112i,-0.0075132+0.0040753i,-0.0046367-0.0088042i,-0.005917-0.011989i,-0.0036327-0.0058512i,-0.0025256+0.0020994i,-0.0035059+0.0089845i,-0.0015526+0.010723i,0.0073227+0.0081061i,0.019264+0.0062777i,0.027621+0.0026167i,0.024948-0.0069871i,0.011635-0.014515i
-0.081775+0.047993i,-0.195+0.097627i,-0.28132+0.10833i,-0.26276+0.027306i,-0.18672-0.11085i,-0.1159-0.17063i,-0.068742-0.11546i,-0.053394-0.055491i,-0.051685-0.031286i,-0.040996-0.018831i,-0.026397-0.015014i,-0.017785-0.010965i,-0.011202-0.0031064i,-0.0069545+0.0038983i,-0.0036933+0.0066881i,-0.0010376+0.001462i,-0.0021129-0.0054128i,-0.0083749-0.0030128i,-0.018689+0.0078093i,-0.029575+0.01548i,-0.036028+0.016281i,-0.032934+0.015196i,-0.022092+0.013138i
0.00011309-0.095294i,0.03397-0.21983i,0.08152-0.29622i,0.11892-0.21118i,0.14301-0.030128i,0.1141+0.086479i,0.043288+0.10079i,0.0035088+0.075369i,0.0011322+0.046672i,0.0089247+0.026083i,0.013261+0.015621i,0.0073751+0.011935i,0.0027733+0.01376i,0.0036422+0.012285i,0.0012004+0.0096737i,0.0013427+0.011698i,0.0082077+0.0099588i,0.014346-0.0017092i,0.018746-0.017926i,0.02367-0.028118i,0.025099-0.027268i,0.020336-0.016649i,0.014262-0.0037552i
0.075416+0.054781i,0.15751+0.14465i,0.18135+0.20577i,0.060984+0.15836i,-0.12008+0.070835i,-0.1669+0.024497i,-0.082743+0.0095072i,-0.024102+0.018087i,-0.014194+0.039468i,-0.013548+0.043248i,-0.018076+0.030925i,-0.017215+0.019307i,-0.0053138+0.007165i,0.0073437-0.0024057i,0.014994-0.0051023i,0.014284-0.0044559i,0.006839-0.0018245i,0.001086+0.0034363i,-0.0010371+0.008333i,-0.0024909+0.010825i,0.00068575+0.010834i,0.0083971+0.0058832i,0.0088929-0.0031321i
-0.086096+0.033711i,-0.21711+0.05623i,-0.29542+0.05905i,-0.18526+0.031691i,0.032999-0.0076603i,0.14437-0.020665i,0.12142+0.00093393i,0.07798+0.0081856i,0.045454-0.0058759i,0.018832-0.01752i,0.0070334-0.021185i,0.0082847-0.017264i,0.01047-0.011255i,0.0069184-0.0080685i,0.0024704-0.0072583i,-1.5154e-05-0.010015i,-0.0026554-0.011653i,-0.0073987-0.0037997i,-0.013923+0.011089i,-0.021231+0.022216i,-0.026684+0.02138i,-0.027525+0.015656i,-0.021184+0.013081i
0.016112-0.09363i,0.06762-0.20886i,0.10341-0.2611i,0.05491-0.14271i,-0.039677+0.037473i,-0.07145+0.087856i,-0.046784+0.025008i,-0.0095363-0.0098373i,0.027371-0.0076648i,0.04015-0.0077208i,0.033837-0.0058354i,0.026792-0.0059141i,0.015016-0.0083524i,0.0024857-0.0047405i,-0.0045056+0.00031881i,-0.0062223+0.0017314i,-0.0025215-0.00011497i,0.0070313-0.0084948i,0.019497-0.023735i,0.029739-0.034009i,0.034978-0.029048i,0.032397-0.019533i,0.022039-0.014945i
0.063308+0.072219i,0.13795+0.18588i,0.19953+0.25894i,0.19479+0.149i,0.1304-0.051261i,0.059154-0.12211i,0.021537-0.077547i,0.0041223-0.047894i,-0.0098427-0.039914i,-0.015296-0.026779i,-0.015464-0.016627i,-0.014707-0.013812i,-0.015636-0.013001i,-0.01806-0.0074763i,-0.015204+0.00078725i,-0.0087068+0.0054918i,-0.0048445+0.0075875i,-0.0066203+0.012273i,-0.010826+0.019096i,-0.014076+0.021453i,-0.017149+0.017487i,-0.0155+0.010995i,-0.0082534+0.0055567i
-0.088477+0.01045i,-0.21823+0.0037129i,-0.31327+0.0066208i,-0.23053+0.057896i,-0.050072+0.11408i,0.025609+0.11162i,0.0026225+0.075662i,-0.0090273+0.034949i,-0.0028421-0.0079805i,-0.003304-0.031719i,-0.0056975-0.03248i,-0.0090051-0.023323i,-0.0082309-0.0097043i,-0.0046007-0.0010816i,-0.0056394+0.0025377i,-0.0065493+0.0060162i,-0.0051459+0.0056379i,-0.0079444+0.0059655i,-0.011993+0.011232i,-0.011155+0.014408i,-0.011342+0.010156i,-0.016428+0.0049585i,-0.017796+0.0062604i
0.040194-0.089347i,0.12075-0.20618i,0.17642-0.3262i,0.082301-0.34338i,-0.074955-0.24434i,-0.1013-0.12723i,-0.038587-0.056285i,-0.015004-0.013224i,-0.020336+0.017885i,-0.014971+0.028282i,-0.010141+0.025475i,-0.009899+0.023035i,-0.0056773+0.0193i,0.0020453+0.012766i,0.0081483+0.0083222i,0.011808+0.007438i,0.016004+0.0039071i,0.020559-0.0068151i,0.02532-0.024033i,0.028578-0.037286i,0.02902-0.033313i,0.028801-0.019915i,0.024432-0.014094i
0.03747+0.074345i,0.073956+0.20933i,0.10659+0.33839i,0.14103+0.30813i,0.15793+0.15381i,0.11369+0.051983i,0.057331+0.025176i,0.024941+0.009025i,-0.0037768+0.0030851i,-0.021628+0.010675i,-0.021467+0.013561i,-0.012763+0.0076412i,-0.0028952-0.00077015i,0.0026089-0.0072205i,0.0033908-0.0093608i,0.0018918-0.0096948i,0.00034034-0.0076244i,-0.0021798+0.0022074i,-0.0082307+0.019065i,-0.014986+0.030949i,-0.019823+0.027131i,-0.021901+0.017535i,-0.017128+0.014552i
-0.0827-0.011216i,-0.21972-0.052865i,-0.36593-0.084197i,-0.39517-0.019762i,-0.29394+0.083812i,-0.15603+0.084342i,-0.063957+0.030582i,-0.013238+0.01381i,0.018856+0.011367i,0.028322+0.00083i,0.028973-0.0066404i,0.030646-0.0094489i,0.026324-0.011594i,0.017361-0.0097309i,0.0093431-0.0089563i,0.00088694-0.011973i,-0.006759-0.012089i,-0.0093298-0.011247i,-0.0076648-0.010952i,-0.0039607-0.0078564i,0.00024051-0.0043438i,0.00091194-0.0046467i,-0.0032404-0.0058168i
0.05585-0.060213i,0.18-0.13617i,0.32884-0.21244i,0.35087-0.24568i,0.22919-0.21231i,0.10058-0.11972i,0.033573-0.042768i,0.0096784-0.017894i,0.0060088-0.011808i,0.011118-0.0072634i,0.013154-0.0050655i,0.0078679-0.0052745i,-0.0022774-0.0074813i,-0.012079-0.0046903i,-0.013449+0.0031445i,-0.0069705+0.0082907i,-0.0012822+0.0076489i,0.0036436+0.0019809i,0.0098808-0.0092558i,0.014325-0.020836i,0.017796-0.020671i,0.021801-0.011436i,0.02339-0.0075754i
0.015841+0.070534i,0.009574+0.20938i,-0.0069711+0.36941i,0.014947+0.40865i,0.060179+0.30127i,0.054923+0.15779i,0.026071+0.064752i,0.021202+0.016898i,0.020457-0.017121i,0.0058218-0.031208i,-0.00913-0.027641i,-0.013966-0.022006i,-0.012169-0.016576i,-0.010085-0.0091443i,-0.0099909-0.0013713i,-0.0102+0.0045624i,-0.0089239+0.0076723i,-0.009757+0.015137i,-0.015814+0.032953i,-0.022964+0.047302i,-0.024869+0.04106i,-0.024324+0.023339i,-0.022319+0.014707i
-0.059005-0.029454i,-0.162-0.12578i,-0.27123-0.27115i,-0.30667-0.32995i,-0.23711-0.24194i,-0.11379-0.11874i,-0.028727-0.043694i,-0.005379-0.0073444i,-0.0014737+0.0048603i,-0.00049614+0.0010411i,-0.005546+7.9544e-07i,-0.0082883+0.0063577i,-0.0039946+0.013242i,0.0032192+0.014015i,0.0080651+0.010556i,0.010418+0.0077316i,0.011004+0.0042582i,0.010767-0.0029985i,0.013753-0.015864i,0.018876-0.025824i,0.019207-0.022861i,0.015367-0.014974i,0.010823-0.013006i
0.059258-0.035867i,0.18274-0.059223i,0.34096-0.056032i,0.38528-0.044962i,0.27043-0.05007i,0.12678-0.043393i,0.047519-0.032133i,0.011084-0.026577i,-0.010725-0.012163i,-0.018393+0.0046261i,-0.018029+0.011166i,-0.015911+0.010653i,-0.0096291+0.0062316i,-0.002038+0.00084354i,0.0018601-0.00021177i,0.0063836+0.00043316i,0.010476-0.0014072i,0.011443-0.0050771i,0.012155-0.0073582i,0.012178-0.0090237i,0.010082-0.0084488i,0.0080463-0.002648i,0.007011+0.0025247i
-0.0073703+0.067005i,-0.070433+0.17867i,-0.19034+0.30771i,-0.26217+0.34433i,-0.2109+0.25466i,-0.11224+0.12684i,-0.043599+0.049414i,-0.0093531+0.021056i,0.0047002+0.011432i,0.0084332+0.0048928i,0.011313-0.00082988i,0.015599-0.0042886i,0.017812-0.0061391i,0.014751-0.0072501i,0.0066557-0.0093018i,-0.0030444-0.012676i,-0.0089543-0.012916i,-0.01304-0.0058255i,-0.020963+0.007944i,-0.029169+0.021347i,-0.030714+0.021237i,-0.027931+0.0098868i,-0.024607+0.0037812i
-0.03165-0.03859i,-0.070075-0.1401i,-0.078778-0.28594i,-0.048094-0.34059i,-0.023158-0.24484i,-0.022018-0.10527i,-0.024757-0.022872i,-0.020823+0.00048005i,-0.01063+0.004443i,0.0024602+0.0022263i,0.010935-0.0030224i,0.011295-0.0065335i,0.0043079-0.0069522i,-0.0033338-0.0028255i,-0.0042795+0.001301i,-0.0030471+0.00232i,-0.0036297+0.0030567i,-0.00054299+0.00038448i,0.0080779-0.011707i,0.01759-0.024704i,0.02211-0.022865i,0.02209-0.011374i,0.020095-0.0053987i
0.047323-0.0088802i,0.15066+0.021264i,0.27591+0.10227i,0.31503+0.1698i,0.23697+0.14987i,0.12547+0.0808i,0.057747+0.031016i,0.03455+0.0054533i,0.018679-0.010476i,0.0045017-0.01681i,-0.0026436-0.01826i,-0.0072278-0.019199i,-0.01113-0.017692i,-0.014367-0.010789i,-0.013124-0.00011224i,-0.0074838+0.008102i,-0.0019894+0.010256i,0.0004745+0.010756i,-0.00093713+0.016857i,-0.0055544+0.024183i,-0.0086844+0.021757i,-0.0078672+0.013966i,-0.0052857+0.0099688i
-0.023328+0.044155i,-0.10276+0.094685i,-0.22942+0.11616i,-0.29183+0.074891i,-0.21173+0.029195i,-0.087148+0.019125i,-0.019433+0.020396i,0.0043718+0.017438i,0.013003+0.0090647i,0.011986-9.3892e-06i,0.005922-0.0032514i,0.0011142-0.0032017i,0.00076519-0.0010791i,0.003157+0.0012497i,0.0038771+0.00060962i,0.0011125-0.00018572i,0.0003606-1.8917e-05i,0.00049597+0.00045984i,-0.0023225+0.0028391i,-0.0058125+0.0054829i,-0.0072572+0.0038068i,-0.0063604-0.0028252i,-0.0058823-0.007809i
-0.0090492-0.03856i,-0.0077821-0.12374i,0.038961-0.23107i,0.093313-0.25948i,0.083126-0.18619i,0.039285-0.10654i,0.013437-0.067293i,0.0025819-0.039873i,-0.0039071-0.016324i,-0.0087965-0.00020983i,-0.011593+0.0071851i,-0.0099263+0.0081825i,-0.0042738+0.0071382i,0.0014532+0.0057387i,0.0060285+0.0045812i,0.0091401+0.0032404i,0.0090246+0.001044i,0.0096447-0.0038387i,0.017373-0.01445i,0.02874-0.024755i,0.031394-0.021522i,0.025333-0.0086767i,0.018004-0.0025102i
0.032311+0.0097154i,0.084639+0.062265i,0.1209+0.16413i,0.096989+0.22605i,0.047657+0.16968i,0.024328+0.075173i,0.016664+0.025279i,0.0071199+0.0072563i,0.0012248-0.0020815i,-0.001811-0.0053781i,-0.0018941-0.0038396i,0.0026508-0.0012213i,0.0074609-0.0021575i,0.0049661-0.0054716i,-0.0014786-0.0057257i,-0.0022606-0.0042106i,-0.0016025-0.0049162i,-0.005667-0.0032806i,-0.015039+0.0061717i,-0.025427+0.015975i,-0.028024+0.013892i,-0.024951+0.0049614i,-0.021156+0.002444i
-0.023193+0.021072i,-0.080764+0.032895i,-0.16349+0.010405i,-0.18926-0.032702i,-0.1395-0.036772i,-0.087715-0.0049281i,-0.057418+0.013334i,-0.032583+0.0098967i,-0.011476+0.0039541i,0.0033281+0.0019792i,0.010381+0.0018568i,0.012774+0.0013453i,0.013133-0.0013495i,0.0099677-0.003612i,0.0045235-0.0044707i,-0.00058298-0.0059689i,-0.0048026-0.0049157i,-0.0056527-0.0014359i,-0.0048177-0.0018066i,-0.0032349-0.0045597i,0.000402-0.0056843i,0.0033366-0.0056971i,0.0046862-0.0048962i
-0.0052516-0.025831i,0.02307-0.073244i,0.092714-0.1198i,0.14349-0.11352i,0.11372-0.069902i,0.058431-0.037108i,0.035483-0.015644i,0.024563-0.0057191i,0.0096939-0.0058212i,-0.00082199-0.0088653i,-0.0048733-0.0089442i,-0.0050365-0.0055015i,-0.0060934-0.0021853i,-0.0076172+0.0023481i,-0.0044056+0.0079413i,0.00099704+0.009956i,0.0036823+0.009663i,0.0062952+0.0088167i,0.012541+0.0054497i,0.018261+0.0030625i,0.016922+0.006156i,0.012779+0.010606i,0.011245+0.0098816i
0.025321+0.0026392i,0.040522+0.040877i,0.03222+0.099584i,-0.0024149+0.12597i,-0.0097114+0.10251i,0.01066+0.07576i,0.019162+0.052638i,0.017401+0.024792i,0.013169+0.0021941i,0.0061152-0.01057i,-0.0027879-0.013417i,-0.010662-0.010744i,-0.014054-0.0080417i,-0.0136-0.0061917i,-0.012139-0.0038479i,-0.0070768-0.001059i,-0.00012313+0.0002297i,0.0010606+0.00084564i,-0.0064525+0.0068345i,-0.017159+0.013868i,-0.020783+0.0099911i,-0.017567+0.00079071i,-0.013919-0.0025917i
-0.021423+0.010353i,-0.062488+0.0015647i,-0.11022-0.030472i,-0.11315-0.059738i,-0.077269-0.049402i,-0.046463-0.035431i,-0.025232-0.03601i,-0.0064294-0.025771i,0.0044549-0.0090709i,0.0053715+0.00082678i,0.0001535+0.0035773i,-0.0047882+0.0034306i,-0.0033768+0.0029641i,0.0037877+0.0023858i,0.0086749+0.00035472i,0.006448-0.0015306i,0.0020157-0.0018501i,0.00082612-0.0047581i,0.0066515-0.013674i,0.016397-0.020841i,0.020193-0.016337i,0.016751-0.0069692i,0.011691-0.003017i
0.0020726-0.017574i,0.026291-0.036277i,0.071071-0.042202i,0.098933-0.026145i,0.088428-0.022386i,0.0688-0.027348i,0.044875-0.018013i,0.018094-0.0053331i,0.0027916-0.00032988i,-0.002694-0.00061675i,-0.0034229-0.0021518i,-0.0021701-0.0026542i,-0.00059013-0.00064113i,-0.0010138+0.0020394i,-0.00088305+0.004788i,0.0014354+0.005452i,0.0028593+0.0025004i,0.0017534+0.00081818i,0.00085533+0.0019121i,0.00081887+0.0031107i,-0.0016124+0.0035374i,-0.0036052+0.0042578i,-0.0030105+0.0054991i
0.012844+0.0087903i,0.019732+0.036644i,0.010854+0.073292i,-0.0097638+0.086667i,-0.020195+0.072808i,-0.032324+0.054307i,-0.039394+0.035206i,-0.026899+0.018766i,-0.0081958+0.0079111i,0.0024148+0.0011808i,0.0063615-0.0039179i,0.008883-0.006912i,0.0079651-0.0089004i,0.0030453-0.01067i,-0.0036639-0.0095271i,-0.0067014-0.0068969i,-0.0050977-0.002988i,-0.0057439+0.0013795i,-0.012203+0.0050234i,-0.019587+0.0060985i,-0.019143+0.0020202i,-0.013503-0.0039449i,-0.010283-0.004993i
-0.0077544-0.0010957i,-0.0254-0.011276i,-0.041054-0.044501i,-0.043426-0.076449i,-0.043981-0.078559i,-0.035551-0.060226i,-0.0089235-0.032116i,0.0085526-0.010523i,0.0085104-0.0027871i,0.0052799-0.002902i,0.0060417-0.004282i,0.0088507-0.0055329i,0.0079254-0.0075811i,0.0057183-0.0070823i,0.0054368-0.0032313i,0.0026893-0.00036229i,-0.0007478+0.00099675i,0.0010317+0.00092871i,0.0097459-0.002388i,0.018675-0.005059i,0.019957-0.0025552i,0.015706+0.00046018i,0.011306-0.0007898i
0.0027134-0.010346i,0.017611-0.022088i,0.042964-0.028706i,0.057202-0.020093i,0.05548+0.001798i,0.050085+0.027897i,0.035867+0.034243i,0.017884+0.016592i,0.0065843-0.00079892i,0.0021241-0.0066577i,-0.00060741-0.0057219i,-0.0021179-0.0042448i,-0.0036163-0.0026391i,-0.0061762+0.00063153i,-0.0054222+0.0040238i,8.4681e-05+0.0055867i,0.0059556+0.0049104i,0.0075569+0.00408i,0.0031145+0.0070833i,-0.0035637+0.011473i,-0.006784+0.010826i,-0.0066236+0.0061165i,-0.0055755+0.0027766i
0.0058078+0.009513i,0.0011558+0.024804i,-0.020283+0.049786i,-0.047286+0.06793i,-0.057006+0.06711i,-0.049292+0.03967i,-0.030429+0.0033328i,-0.010889-0.012464i,-0.0014185-0.0095187i,-0.0018107-0.00234i,-0.0056217+0.0022358i,-0.007591+0.0030535i,-0.0058866+0.0021459i,-0.0025155+0.00014441i,-0.00066924-0.0031383i,-0.0013554-0.0048433i,-0.0029832-0.0037701i,-0.0049478-0.0028538i,-0.0077311-0.0038568i,-0.0074484-0.006298i,-0.0029804-0.0071786i,2.2986e-05-0.0062903i,-0.0003306-0.0040015i
-0.0053478+0.00086945i,-0.015809-0.0043324i,-0.022128-0.016248i,-0.01019-0.029709i,0.015636-0.043194i,0.035295-0.044018i,0.031331-0.02612i,0.014041-0.0086337i,0.0017024-0.0021337i,-0.0034942-0.00045089i,-0.0041491+0.0017682i,-0.0026656+0.0029344i,0.0012445+0.002582i,0.0054627+0.0033761i,0.0061323+0.0042248i,0.0035903+0.0013414i,0.00054749-0.0028598i,-0.00067579-0.0031849i,0.0043092-0.0025061i,0.012012-0.0033275i,0.013715-0.0019958i,0.010349+0.00045439i,0.0074767+0.0012092i
0.0027013-0.00027264i,0.018458-0.0029587i,0.046903+0.0013501i,0.070024+0.013516i,0.065453+0.025291i,0.030724+0.030159i,-0.0033529+0.025548i,-0.010851+0.015228i,-0.0041651+0.005352i,-0.00033663-0.0011976i,-0.00043547-0.0033803i,0.00037136-0.0018578i,0.0017178+0.00081651i,3.1748e-06+0.0029059i,-0.0020446+0.0041507i,0.00014242+0.005131i,0.003949+0.0056625i,0.0038236+0.0071985i,-0.0024667+0.0094816i,-0.010644+0.0091984i,-0.01315+0.0057859i,-0.0095896+0.0029604i,-0.0060244+0.0025078i
0.0011659-0.0048218i,-0.0015881+0.0017467i,-0.01546+0.0054072i,-0.037761-0.0032218i,-0.054447-0.020293i,-0.047308-0.030823i,-0.019198-0.023383i,0.0028168-0.0086084i,0.0066999-0.0016849i,0.0013689-0.00196i,-0.0026888-0.0045023i,-0.0029936-0.0064701i,-0.0042093-0.0078939i,-0.0058504-0.0074787i,-0.0044685-0.0040933i,-0.0039553-0.00093799i,-0.005928+0.00080352i,-0.0055915+0.0016182i,-0.0023204-0.00067389i,0.00073631-0.0041266i,0.0013304-0.0051237i,6.0184e-05-0.0043214i,-0.0012315-0.0032707i
-0.0020035+0.0019205i,-0.00975-0.0061255i,-0.013488-0.02633i,-0.0098023-0.0465i,0.0018595-0.041178i,0.01461-0.011197i,0.018507+0.010244i,0.016129+0.0080076i,0.012049-0.0021086i,0.0075741-0.008634i,0.0036391-0.009996i,0.0010463-0.0087747i,-0.00041027-0.0077581i,-0.0017206-0.0052748i,-0.0023992-0.0017211i,2.414e-06+0.00088497i,0.0037245+0.00030153i,0.005894-0.0020043i,0.0072094-0.0015518i,0.0080289+0.001471i,0.0072304+0.0038015i,0.0049221+0.0033653i,0.0030737+0.0015088i
0.0049417+0.00015668i,0.0078415+0.00032872i,0.012052+0.011289i,0.0065894+0.03524i,-0.010685+0.053395i,-0.021265+0.045226i,-0.015223+0.01531i,-0.004317-0.0073956i,0.0023531-0.011647i,0.0053379-0.0082803i,0.0029769-0.0060236i,-0.0010475-0.0045157i,-0.0024603-0.002169i,-0.0023756-0.0013075i,-0.0023787-0.0015446i,-0.0010402+0.00097447i,0.0013409+0.0030884i,0.0014192+0.0018725i,-0.0040445+0.0017482i,-0.010209+0.0034836i,-0.0096687+0.0037712i,-0.006076+0.0025472i,-0.004404+0.001539i
-0.0031177+0.0041704i,-0.0087515+0.011755i,-0.021522+0.024583i,-0.028284+0.030197i,-0.016351+0.01725i,0.004587-0.0015149i,0.010494-0.0084065i,0.0034499-0.0050621i,-0.0012347-0.0018008i,-0.0019698-0.00098906i,-0.0021508-0.00096581i,-0.0013903-0.0014863i,0.00083789-0.0022703i,0.0025899-0.0028092i,0.0022108-0.0033136i,-0.0012505-0.0048511i,-0.0058399-0.0063954i,-0.0065114-0.0053474i,-0.001584-0.0037684i,0.0051511-0.0046019i,0.0075265-0.0050589i,0.0044592-0.0042272i,0.0017222-0.0028593i
