-0.00033817+0.00075725i,0.0013843+0.00022151i,-0.00021465+0.00015442i,-0.0013192-0.00023808i,-0.002253+0.0003303i,-0.003112+0.0010013i,-0.0016092+0.001379i,-0.0003527+0.002277i,2.9771e-05+0.0015609i,0.00033795+0.00074165i,0.00025063+0.00015291i,0.00018934-0.00051335i,0.00050012-0.00079347i,0.00029589-0.00077718i,-0.00043108-0.00030867i,-0.00070673+0.00061747i,-0.0011241+0.00086921i,-0.00065604+0.00022578i,-0.00017034-0.00019654i,0.00046215-7.8481e-05i,0.0012268-0.00022493i,0.00052577-0.00087115i,-0.00019466-0.00085038i
-0.00050424+0.000253i,-0.00021269+0.00044324i,0.0002789+0.00071748i,9.524e-05+0.00042189i,-0.00092726-0.00057946i,-0.0013689-0.00062584i,-0.0010982+0.00022941i,-0.00059451+0.00038562i,-0.0001199+0.00097785i,7.4106e-05+0.0009548i,0.00055487+0.00055867i,0.0013045+0.00076579i,0.0013624+0.00070351i,0.0011781+0.00071262i,0.00065303+0.00082123i,-0.00016937+0.000531i,1.115e-05+4.5017e-05i,0.00061591-0.00030688i,-0.00021861-0.00029844i,-0.00071833+0.00014531i,-0.00024046+0.00024941i,-0.00053956+7.4985e-05i,-0.0011597-0.00010942i
-0.00063233+0.0027439i,-0.0012996+0.0025099i,-0.0015762+0.0019826i,0.00030516+0.0018787i,0.0012396+0.0013498i,0.00043797+0.00019794i,-0.0014313+0.00084278i,-0.0016944+0.001543i,7.5643e-05+0.0016936i,0.0012698+0.00085641i,0.0013612-0.00042425i,0.00094632-0.0001591i,0.0016037+0.00032164i,0.002282-7.9218e-05i,0.00079374+1.672e-05i,-0.0011851+9.4479e-05i,-0.0012717-0.00038227i,-0.00055418+0.00016093i,-3.3518e-05+0.00031369i,-0.00014519-0.00034145i,-0.00025781-0.00046551i,-6.6781e-05+0.0005364i,-0.00061702+0.00032887i
0.0010871+0.0032879i,0.0015622+0.0018221i,0.0021053+0.00081366i,0.0016506+0.000553i,0.0010988-0.00042532i,0.00016485-0.00097479i,-0.00032774+7.9076e-06i,0.00063367+0.00070669i,0.0020223+0.00047612i,0.0026426-0.00017482i,0.0024595+0.00049532i,0.0019099+0.00014147i,0.0013553-0.00018658i,0.0012444+0.00049047i,0.00078257+0.00043246i,0.00018885+0.0003547i,-0.0001965+0.00037999i,4.3633e-05+0.00032089i,3.9622e-05+0.00037388i,-6.7342e-05+0.00056739i,2.3109e-05+0.000614i,-0.00029608+0.00014208i,-0.00057607-0.00090354i
0.0013227-0.0011071i,0.00077792-0.0011294i,0.0011817-0.00061219i,0.0010339+0.00018812i,0.00026746+0.00014441i,-0.00061604+0.00056287i,-0.0013706+0.00092207i,-0.00045987+0.00049746i,0.000392+0.00070605i,0.00074454+0.00083135i,0.0011692+0.00014144i,0.00074667-3.1062e-05i,-3.2833e-06+7.5451e-05i,-0.00053862-0.0004577i,-0.00085645-0.00053555i,-0.00083249+0.00015325i,-0.00033686+0.0007711i,5.1926e-05+0.00063619i,-0.00034836-8.897e-05i,-0.0010261-0.00019695i,-0.00094991-0.00013686i,-0.00068045-0.00011177i,1.1664e-05+0.00024937i
0.00038712+5.3542e-05i,-3.237e-05-3.2403e-05i,-0.00044837-0.0010575i,-0.00052411-0.0011696i,-0.00015821-0.000663i,0.00018723-0.00034714i,-0.00030891+0.00033372i,-0.00088438+0.00013866i,-0.00030857+0.00019516i,0.00017003+8.7358e-05i,0.0003991-0.00041342i,0.0013612-0.00026304i,0.0017405-0.0001991i,0.00078386-0.00045141i,0.0004253-0.00051371i,-0.00023158-0.00075363i,-0.00091217-0.0010296i,-0.00086464-0.00093116i,1.1497e-05-0.00024264i,5.5279e-07+0.0002528i,-0.00084614+0.00017014i,-0.0010234+8.5152e-05i,-0.0010704-0.00032509i
-0.00010985-0.00022195i,-0.00023713-0.00084822i,-0.00021073-0.00095569i,-0.00036722-0.00045722i,-0.0011504+0.00011909i,-0.0018489+0.0006685i,-0.0024775+0.00091342i,-0.0015837+0.00061291i,-3.358e-05+0.00073777i,1.4153e-05+0.00058538i,0.00056286-0.0002332i,0.0011142-7.3268e-05i,0.0012283+0.00012611i,0.0015151+0.00071175i,0.00094654+0.0014373i,4.8861e-05+0.00096663i,0.00011668+0.00084508i,5.7013e-05+0.00081094i,-0.00027173+0.00044568i,-0.00021511-0.00015721i,7.7511e-06-0.00024194i,-0.0002201+0.00033615i,0.0001806-0.00011703i
0.0026186-0.001499i,0.0035638-0.00057024i,0.0045142-0.000597i,0.0027868-0.00057532i,3.9376e-05-0.0011267i,-0.00079446-0.00073335i,-0.00062425+0.00079076i,-0.00060319+0.0011096i,-0.00017205+0.0012943i,0.00013101+0.0016623i,0.00072674+0.0010857i,0.0013437+0.00050317i,0.001196-0.00039846i,0.00086084-0.0010998i,-4.4838e-05-0.00019392i,-0.0007216+0.00015828i,-0.0007126-0.00020487i,-0.00075027+0.00014708i,-0.00038297+0.00045656i,-0.00026084+0.00046771i,0.00021946+0.00065364i,0.00088384+0.00032691i,0.0010273-0.0006691i
0.0010523+0.0007777i,0.00011291+0.00026482i,0.00098623-0.00094534i,0.00024032-0.0013049i,-0.0017191-0.0010372i,-0.0021541-0.0010525i,-0.00053099+0.00032609i,-9.4319e-05+0.0018201i,0.00049454+0.0020095i,0.0016645+0.0017425i,0.0016375+0.0010405i,0.001596-3.5139e-05i,0.001585-0.00070293i,0.0015455-0.00032702i,0.0011667+0.00044327i,0.00029917+0.00048703i,-0.00028201+0.00015103i,-0.00044904-1.0592e-05i,-0.00099144-0.00011991i,-0.00064092-0.00014086i,-0.00024572-0.0004964i,-0.00041871-0.00090783i,-0.0002854-0.00051904i
0.00054129+0.0010052i,0.00083696+6.2676e-05i,0.00043667+0.00054881i,0.00057216+0.00034009i,0.0012329-0.00088652i,0.00026458-0.0011187i,-0.0011353-0.00045288i,-0.00040316+0.00016767i,0.0007248+0.00091074i,0.0016029+0.0008233i,0.0016978+0.00042657i,0.00069491+0.00073093i,0.00042392+0.0011876i,0.00082243+0.00069794i,0.00074408-0.0003059i,-8.9262e-05-0.00086014i,0.00049513-0.00076567i,0.0013126-0.00023742i,0.00089832+0.00055488i,0.00011606+0.0003441i,-9.9021e-05-0.0010087i,9.6341e-05-0.0010322i,0.0002925-4.8079e-05i
0.00073306-0.00069343i,0.0011922+0.00025952i,0.00024604+0.0013075i,-0.001184+0.0018337i,-0.0017956+0.00043533i,-0.0015204-0.0013059i,-0.00070208-0.0005851i,-0.00022917+0.00072757i,0.00012223+0.0016467i,0.00091878+0.0016729i,0.0017278+0.00057617i,0.0013351+0.00016193i,0.00032992+0.00035027i,-0.00069464-0.00013069i,-0.00071881-0.0012626i,1.9581e-05-0.0016155i,0.00036543-0.0008033i,0.00022093+0.00022457i,-0.00011961+0.00075723i,0.00025408+0.0009662i,0.00033261+0.00068405i,-0.00048836-0.00012117i,-0.0001255-0.00073117i
5.2225e-05-0.00032885i,0.00037239+0.0011902i,0.0012244+0.0010734i,0.0010791+0.0010041i,0.00060974+0.00097861i,0.00061731+0.00047664i,0.00062555+0.00078864i,0.00018598+0.0016455i,0.00048738+0.0022716i,0.0013003+0.00090552i,0.0018934-0.0007516i,0.0017715-0.00015644i,0.0013539+0.0005198i,0.00077271-0.00030579i,1.7929e-05-0.0013541i,0.00012646-0.00064699i,-0.00049156+0.00016504i,-0.0012522-0.00026073i,-0.0010278-0.00016995i,-0.00079408+7.7585e-05i,-0.00054876-4.6512e-05i,-0.00051534-2.6376e-05i,-0.00044691-9.7586e-05i
0.0012491+0.0020247i,0.00045168+0.0024731i,0.00015937+0.001589i,0.00063761+2.912e-05i,4.4428e-05-0.001184i,-0.0019185-0.001441i,-0.0019289-0.00070307i,-9.8743e-05+0.00060487i,0.0013611+0.00083969i,0.0019424+0.00057625i,0.0012241+0.00024441i,0.00059761-0.00012621i,0.0010484-0.00019996i,0.0010134-5.1734e-05i,0.00054936+0.00037403i,-6.9648e-05+0.00066939i,-0.00036659+0.0005558i,-0.00039234+0.00051739i,-0.00010901+0.00013622i,-0.00018056+0.00028541i,-0.00034631+0.00011563i,0.00051129+0.00013182i,0.0008345-8.2585e-05i
-0.0012634-0.00075932i,-0.0010949-0.0017796i,-0.0018022-0.00083842i,-0.0015887+0.00069747i,-0.00090486+0.0014574i,-0.00084274+0.00086373i,-0.00080406+0.00039116i,-0.00072039+0.0011827i,-2.3917e-05+0.0019373i,0.0008916+0.0016801i,0.00070712+0.001307i,0.00087501+0.0010532i,0.0015913+0.00099849i,0.0011109+0.00067669i,-0.00059957+0.00031844i,-0.0011117-6.0453e-05i,-0.00023943-0.00070765i,0.00021047-0.00075037i,2.7844e-05+6.0177e-05i,0.00010666+9.1234e-05i,-9.4569e-05-0.00037417i,-5.1164e-05-0.00041763i,0.00022052-9.2467e-05i
-0.00037517+0.00077283i,-1.4715e-05-0.00015293i,0.00040051+0.00014458i,-1.1963e-05-5.1076e-05i,-0.00031122-0.00038273i,1.6749e-05-0.00021423i,-0.00045263+0.00032028i,-0.0011276+0.0013963i,-0.00076921+0.0016226i,0.00064743+0.00079587i,0.0012752+0.00028344i,0.0011885+0.00075773i,0.0015057+0.0013359i,0.00080166+0.0013484i,0.00023458+0.00018598i,0.00045769-0.00047275i,-5.7809e-05+9.9906e-05i,-0.00064414-0.00026704i,-0.0010516-0.0010109i,-0.0012994-0.0014707i,-0.0010084-0.0010934i,-0.00029405-5.8042e-05i,0.00013723+5.9362e-05i
0.0016516+8.8928e-05i,0.0018566+0.0011274i,0.002506+0.00080656i,0.0020493+0.00028898i,0.00029809+0.00015252i,-0.0011109-0.00076891i,-0.0018164-0.0015699i,-0.00063217-0.0002773i,0.00021951+0.00095798i,0.00048559+0.00071351i,0.0011269-0.00025923i,0.00098701-3.6226e-05i,0.00016476+2.0917e-05i,-0.00055895-0.0011958i,-0.00016921-0.002055i,-0.00021752-0.0011013i,-0.0004295-0.00033778i,-0.00035639-0.00038557i,-0.00089231-0.00029497i,-0.00074856-0.00060222i,-7.2835e-05-0.00094377i,-0.0002468-0.00094194i,-8.3089e-05-0.00075676i
-0.0022228-0.00019354i,-0.0023907-0.00072016i,-0.0016418-0.00094358i,-0.0005825-0.0010228i,-0.00054204-0.0016116i,-0.00053906-0.00093666i,-0.00017081+0.000367i,2.3978e-05+0.0007155i,0.00092967+0.0010952i,0.0016152+0.0010583i,0.0017295-8.8832e-05i,0.001746-0.00019133i,0.0011786+0.00020774i,0.00066774+0.0001759i,0.00029054-0.00034377i,-1.2004e-05-0.00070207i,0.00043938-0.00029109i,0.00079899+4.2641e-05i,7.8703e-05-0.00019932i,4.9013e-05-4.5249e-05i,-0.00017834-8.0559e-06i,-6.2786e-05-0.0002759i,5.2074e-05+7.3092e-05i
-0.0026482+7.7004e-06i,-0.0025545-0.00064176i,-0.0027558-0.001585i,-0.002318-0.0013877i,-0.0011309-0.0011562i,-0.0008314-0.0014185i,-0.00061389-0.00052235i,0.00042394+0.0014236i,0.0010435+0.0017637i,0.001272+0.00097872i,0.0015157+4.1212e-05i,0.0014961-0.00049552i,0.0012166+0.00056084i,0.0013224+0.0016187i,0.000998+0.0012764i,0.00067961+0.00086796i,0.00053816+0.0010915i,-0.00032596+0.00095716i,-0.00047435+0.00016831i,0.00016703-9.4716e-06i,2.9548e-05+2.7218e-05i,-0.00042969-0.00049158i,-0.00045544-0.00049818i
0.0020588-0.00019208i,0.0019046-2.9772e-05i,0.0022052+0.0016997i,0.0012278+0.0016741i,0.00019825+0.00066262i,-0.0006488-0.0002789i,-0.00015401+0.00017779i,0.0004715+0.0007073i,0.00059161+0.0012559i,0.00014319+0.0019534i,-0.0004551+0.0012717i,0.0003178+0.00041792i,0.0013193+0.00074082i,0.0015846+0.00068246i,0.0012449-0.0006787i,0.00073535-0.0014543i,0.00043467-0.00090907i,-0.00019647-0.00016014i,-0.0010242-2.9841e-05i,-0.00066498+0.00039345i,-0.00026754+0.00016528i,-0.0010162-0.00076216i,-0.0011435-0.0014515i
-0.00044481-0.00073136i,-0.00014494-0.0013756i,-0.0013365-0.00094139i,-0.0013164-0.00018367i,-0.0005575+0.000632i,-0.00069818+0.0013427i,-0.00047141+0.0014821i,-0.00033085+0.0015137i,-6.3193e-05+0.0011301i,0.00045561+0.00091358i,0.0010805+0.00093756i,0.0011148+0.0012857i,0.0012885+0.0014648i,0.0013121+0.0012777i,-0.00012361+0.0010271i,-0.00080093+0.00035328i,-3.2666e-05-0.00025143i,0.00057593-0.0006466i,0.00025501-0.00045674i,0.00014548-0.00052245i,0.00055002+3.337e-05i,-0.00015645-0.00017577i,-0.0012127-0.00047256i
-0.0019045+0.0020807i,-0.00077875+0.0017865i,-2.7939e-05+0.0010437i,0.00012975+0.0004063i,-9.1858e-05-0.00050286i,-0.00056508-0.00042501i,-0.0013894+0.00042298i,-0.0012447+0.00062602i,-3.3867e-05+0.00062125i,0.00060816+0.00096038i,0.0010531+0.0013721i,0.0019835+0.0012356i,0.0022216+0.0013735i,0.0016917+0.00085536i,0.00095609-0.00034392i,7.8754e-05-0.00039559i,-0.00037953-0.00013327i,0.00015951+0.00082008i,0.00040891+0.0012285i,0.00070054+0.00033954i,0.00026382-0.00044325i,-0.00076312-0.00089054i,-0.00028884-0.00031197i
0.0022647-0.0026916i,0.0018784-0.0027722i,3.6987e-05-0.0032916i,-0.0016618-0.0017758i,-0.0032148-0.00023799i,-0.0035407+0.0007287i,-0.0020857+0.0010993i,-0.0014526+0.00086043i,-0.00081847+0.00086159i,0.00056004+0.0010346i,0.0012005+0.0010561i,0.0013498+0.00083146i,0.0010994+0.00067551i,-7.4044e-05+0.00040054i,-0.00065735-0.00026835i,-0.00077002+0.00016431i,-0.0011178+0.0010096i,-0.00092584+0.001122i,-0.00031285+0.00027199i,0.00025177-4.0338e-05i,0.00029018+0.00044942i,-7.66e-05-0.00013376i,0.00010449-0.0010679i
0.0015052-0.0010436i,0.0011935-0.00099786i,0.00071919-0.00058034i,0.0011018-0.0002517i,0.00039855-0.001094i,-0.0014726-0.0014549i,-0.0014319-0.00053127i,0.00011908+0.00030954i,0.0012579+0.00057075i,0.0017401+0.00052893i,0.0016815-3.721e-05i,0.0015348-0.00040847i,0.0012337+2.1662e-05i,0.0011475+0.00027708i,0.00044446-0.00015639i,-0.00017793-0.00015254i,9.0038e-06-7.6873e-05i,0.00021659-0.00035804i,0.00065722-0.00025572i,0.00055037-0.00064626i,0.00012714-0.00032575i,-0.00011684+0.00044836i,2.3176e-05+0.0001798i
0.00021866-0.00029201i,0.00017621-8.3063e-05i,0.00033087-0.0016055i,-0.00020046-0.0022993i,-0.00055157-0.0011624i,-0.00081612-0.00035425i,-0.0010169+0.00019921i,-0.00051516+0.0012951i,0.00032925+0.0016343i,0.001297+0.00067856i,0.0020329+8.9675e-05i,0.0022952+2.8068e-05i,0.0023319+0.00033259i,0.0016553+0.00019234i,0.0003998-0.00021529i,-0.00071741-8.6737e-05i,-0.00039601+0.00011947i,0.00020636-1.8754e-05i,-0.00025637-0.00071204i,-2.7974e-05-0.00055738i,0.00087236+0.00043264i,0.00085743+0.0002722i,0.00069577-0.00010984i
-0.00071952-0.00095036i,-0.0013572-0.00059946i,-0.0020437-0.00096951i,-0.0013753-0.00064456i,-0.00093274-0.00042063i,-0.0015123-0.00037553i,-0.002209-8.3245e-05i,-0.0023577+0.00092248i,-0.0020274+0.0020589i,-0.0010171+0.0015069i,0.00057676+0.0009289i,0.001509+0.0011925i,0.00097252+0.0014902i,9.4299e-05+0.00082637i,-0.00079161+0.00041391i,-0.0012016+9.5082e-05i,-0.00077586-0.00057513i,-0.00032608-0.0010463i,-8.9441e-05-0.00095924i,-0.00061106-8.9368e-05i,-0.00096404+0.0001663i,-0.00077246+0.0010342i,-0.000705+0.0015125i
-0.00087246-0.00053546i,-0.00069143+0.0012743i,-0.00055654+0.0024128i,0.00042178+0.0012523i,0.00098878+0.00061357i,0.00047819+0.0011432i,0.00040455+0.0012647i,0.00035128+0.0012714i,0.0002222+0.0013682i,0.00098195+0.0017665i,0.0012719+0.001961i,0.0010243+0.0012969i,0.00098015+0.0013111i,0.00047638+0.001533i,0.00094926+0.0013481i,0.0011418+0.0012473i,0.0002242+0.00043311i,1.5885e-05-0.000426i,0.00026639-0.00043345i,-7.1166e-06+0.00018551i,-6.7424e-05+0.00078698i,-2.7543e-05+0.00050009i,-0.000245+8.7278e-05i
-0.0021593+0.0033984i,-0.0026438+0.0022276i,-0.0036932+0.0032777i,-0.0027842+0.0034371i,-0.0014137+0.0019469i,-0.0012231+0.00053072i,-0.0011243-0.00033213i,-0.00056243-0.00013245i,0.00015084+0.00067278i,0.0014647+0.00082736i,0.0022854+0.00025783i,0.002051-0.0006414i,0.0015741-0.0004199i,0.00066018+0.00050321i,0.00023002+0.00021094i,0.00049737-0.00033635i,0.00044542-0.00018457i,9.6641e-06-0.0003827i,-4.9818e-06-0.00077705i,2.869e-05-0.00088925i,-0.00034115-0.00049702i,-0.00043412+0.00048786i,0.0001731+0.00060931i
-0.0018742-0.00031831i,-0.0012266-0.0016699i,-0.00067943-0.001949i,-0.00041567-0.00020978i,8.3017e-05+0.0012135i,0.00031594+0.0017151i,-0.00084196+0.0012043i,-0.0011783+0.00061534i,-0.0002276+0.0010963i,0.00054523+0.0020801i,0.0010415+0.0015759i,0.00076915+0.00012345i,0.00057118+5.5133e-05i,0.00047912+0.00050635i,0.00021958-0.00028867i,-0.0001478-0.00071136i,-0.00018041+0.00013498i,0.0002337+0.00073357i,-0.00011769+0.00060493i,-0.00080472-0.00019107i,-0.00041467-0.00036095i,4.06e-05-0.00040098i,6.243e-05-0.00040132i
0.001338-0.0023728i,0.00178-0.0016251i,0.002114-0.0020967i,0.0011645-0.00259i,-0.00066173-0.00037206i,-0.0020763+0.0011801i,-0.0014042+0.0013721i,0.00021884+0.0015072i,0.0012734+0.0014436i,0.0017278+0.0015012i,0.0024903+0.00043206i,0.0025006-0.00021951i,0.0011981+8.0575e-05i,0.00038871-0.00045419i,0.00012088-0.0010341i,0.00022707-0.00033902i,0.00028173+0.00029077i,0.00054032+0.00067065i,0.00038135+0.00095256i,-0.00063161+0.00051796i,-0.0010671-9.5836e-05i,-0.00054193-0.00028743i,-0.00014915-0.00032709i
0.0009277+0.00020932i,-0.0015211+0.0013544i,-0.0020942+0.0011171i,-0.0007876+0.0004167i,-7.3481e-05+0.00033081i,-0.0008554+0.00022395i,-0.0017149-9.7222e-05i,-0.00099335+0.00055633i,0.0002303+0.00095273i,0.0012629+0.0010135i,0.001457+0.00084132i,0.00079834+6.5169e-05i,0.00044193-0.00078742i,0.00052675-0.00074033i,-4.2409e-05-0.00048089i,-0.0013932-0.00042258i,-0.00092282+0.00042146i,-0.00034485+0.0016271i,-0.0011427+0.00055617i,-0.00095008-0.00041026i,9.4177e-05-0.00023758i,0.00059254+8.5163e-05i,0.00027761-0.00045012i
0.0010541+0.0014456i,0.00042717+0.00064999i,0.0007071+0.00091882i,0.00055664+6.4616e-05i,-0.0003229-1.9442e-05i,-0.00037133+0.00024408i,-0.00038561+0.00063532i,-0.0009156+0.0011251i,-0.0007606+0.0014371i,0.00038964+0.0011255i,0.000586+1.3907e-05i,0.00036885-0.00099881i,0.00052822-0.0011955i,4.7181e-05-0.0011325i,-0.00034246-0.00095389i,-0.00067793-0.00029927i,-0.00010021-7.7598e-05i,7.3101e-05+3.3447e-05i,-0.0010986+2.2691e-05i,-0.0011784-0.00022938i,-0.00093858-0.00013525i,-0.00080912+0.00044785i,-0.0007383+0.001152i
0.002053-0.0010745i,0.0018794-0.0018417i,0.0014121-0.0019877i,0.00027908-0.0018321i,-0.0001778-0.0016329i,-0.00079574-0.0015126i,-0.00098658-0.00068685i,-0.00053248+4.5492e-05i,-0.0005707+0.00039388i,-0.00071246+0.00075743i,-0.0004282+0.00044334i,0.00024263-2.3879e-05i,0.00023495+0.0005055i,5.0353e-05+0.00088844i,0.00070638+0.00062617i,0.00060374+0.00063754i,0.00034225+0.00044866i,-3.5091e-05+0.00013529i,-4.9429e-05+0.00011468i,0.00037659-0.00013147i,0.00065002+0.00013602i,-0.00012208+0.00082003i,-0.00095536+0.00038475i
-0.001019+0.00095729i,-0.00059357+0.0018073i,-0.0012353+0.0020794i,-0.00069095+0.0010818i,0.00052668-0.00053926i,-0.00012185-0.0011134i,-0.00077934-0.00012416i,-0.00070085+0.00070281i,-0.00026892+0.0016672i,0.0011983+0.0024126i,0.0016437+0.0017103i,0.00085638+0.00042615i,0.0012636+0.00071132i,0.0013503+0.0014933i,-5.0193e-05+0.00063493i,-0.00038282-0.00031926i,0.00045806-0.00049158i,0.00059741-0.00077988i,0.00013812-0.00095581i,-0.00014242-0.00013979i,-0.00011108+0.00049008i,-0.00038437+0.00017432i,-0.00021538+0.00047356i
-0.0012204-0.00027807i,-0.00096646-0.00060589i,-0.00036163-0.0014025i,-0.0006961-0.00020663i,-0.001306+0.001345i,-0.0013204+0.00078433i,-0.00052553+0.00064165i,-5.5243e-05+0.001229i,0.00032811+0.0012802i,0.0014087+0.0013894i,0.0018457+0.0014896i,0.0013844+0.00085992i,0.0013488+0.00028712i,0.0014563+0.00050164i,0.0013175+0.00042084i,0.00039162+0.00015792i,-0.00038683+1.5843e-05i,-0.00026761-0.00046414i,0.00054884-0.00030563i,0.0002607+0.00068944i,-0.00067542+0.00057069i,-0.00040336-5.5257e-05i,-0.00050745-0.0001916i
0.00059059+0.0018974i,0.0013528+0.0016844i,0.002401+0.00082577i,0.0022936-0.00019424i,0.0017212-0.00082971i,0.0010535-0.00072382i,-0.00019893+0.0012341i,-0.00032834+0.0023808i,0.00074283+0.0023319i,0.0015906+0.0023638i,0.0019363+0.0016886i,0.001995+0.001255i,0.0017243+0.0010703i,0.0011297+0.00061422i,0.00017142+0.00025281i,-0.00050661-0.00010674i,-0.00062981+0.00016203i,-0.00090804+0.00055963i,-0.0012908+0.00069539i,-0.00065219+0.00068127i,-0.00018452+0.00051501i,-0.0004953+5.5131e-05i,-0.00047732-0.00027483i
-0.00030957-0.00088023i,-0.00067008+9.7013e-05i,-0.0018867+0.0011121i,-0.002468+0.0022023i,-0.0025148+0.0016975i,-0.0017037+0.00041617i,-0.0015977+0.00053763i,-0.0015252+0.0016115i,0.00015797+0.0025942i,0.00090507+0.0018665i,0.0001455+0.00043011i,-0.00033546+0.00034719i,0.00081859+0.00021192i,0.0011122-0.00052446i,-0.00031465-0.00083313i,-0.00084615-0.00029474i,-4.8719e-05+8.635e-05i,2.9916e-05+0.00026608i,-0.00039995+0.00086004i,-0.00056642+0.00084931i,-0.00044354+0.00032726i,-0.00042166+0.00027873i,-0.00029677+2.6068e-05i
0.0019371-6.9604e-05i,0.0010438+0.0004199i,0.0012534+0.00034565i,0.0015993-0.00061632i,0.0010534-0.0006895i,0.00019658+0.00026767i,-0.00029538+0.0012065i,-0.00086166+0.0010063i,-0.00068501+0.00089384i,-0.00014244+0.00085978i,0.00026583+0.00043707i,0.0011114+0.00017871i,0.0019185+2.1709e-05i,0.00087057-2.6199e-05i,-0.0002461-0.00034935i,-0.00064214-0.00025472i,-0.00032687-0.00016339i,0.00057589-0.00073865i,-2.2509e-05-0.00047781i,-0.0005003-0.00041859i,-0.00047423-0.00073486i,-0.00078092+6.6429e-05i,-0.00079934+0.00079961i
0.00032051-0.0019598i,-9.0873e-05-0.002843i,-0.00088038-0.002378i,-0.0019497-0.0021853i,-0.002759-0.0020386i,-0.0027941-0.0015106i,-0.0021156-0.0014935i,-0.0011988-0.00040446i,-0.00078505-0.00018326i,-0.00037075-0.00049678i,0.0005295-0.00014279i,0.0009+0.00012127i,0.00088822+3.9995e-05i,0.00096335+2.5393e-05i,0.00020149+0.0004467i,-2.119e-05+0.00096296i,0.00018765+0.00094227i,0.00012584+0.00019319i,0.00061235-0.00012442i,0.0005751+5.8261e-05i,-5.9646e-05+0.00062392i,0.00047656+0.00091406i,0.00050646-7.7271e-06i
0.003121+0.00064702i,0.0032165+0.00081259i,0.0033115+0.0013731i,0.0030521+0.00078493i,0.0012947-0.0004377i,-0.00056648-0.00051494i,-0.00097042+0.00047772i,-0.00068255+0.0015847i,0.00026635+0.0010842i,0.00091195-6.2656e-05i,0.001847+7.5659e-06i,0.002358-1.3177e-06i,0.0021548-3.2424e-05i,0.00197-0.00016856i,0.00094132-0.00068752i,0.00059312-0.0013337i,0.00090815-0.00078457i,0.00054548+0.00055674i,-0.00057727+0.00060144i,-0.00061485+2.3917e-05i,0.00055814+0.00023296i,0.000787+3.7204e-05i,0.00039107-0.00084593i
0.0029456-0.0001861i,0.0033153-0.0013336i,0.0024919-0.0031181i,0.00065268-0.0032767i,-0.00067363-0.0022272i,-0.001362-0.001363i,-0.0011336-0.00031037i,-0.00039454+0.0010301i,-2.6912e-05+0.0015833i,0.00081242+0.0012594i,0.00077917+0.00080858i,0.00042255+0.00026772i,0.00054653+0.00045977i,0.00033311-4.7788e-05i,0.00039548-0.00065802i,-0.00033512-1.4565e-05i,-0.00035217+0.00053387i,0.00049278+0.0011177i,0.00043382+0.00091871i,0.00011689+0.00031897i,-0.00036794-0.00043491i,-0.00091787+0.00016466i,-0.0007632+0.00085941i
-0.0010756-0.00032279i,-0.0012168-0.0002148i,-0.0021952-0.00022263i,-0.002495+0.001151i,-0.0011914+0.0017869i,-0.00069312+0.0015481i,-0.0015539+0.0015669i,-0.0011002+0.0013663i,0.00049225+0.0015066i,0.0015271+0.0010574i,0.0015537+0.00066212i,0.00068865+0.0011809i,0.00043591+0.00089269i,0.000936+0.00044924i,0.00019697+0.00033108i,-0.00068643-0.00021262i,-0.00016704+1.773e-06i,0.00059734+0.00065848i,0.00070221+0.0010109i,0.00015921+0.0008153i,-0.00044665-1.0926e-05i,-0.0011147-0.00039147i,-0.0010319-0.00080707i
0.0036016+0.00025097i,0.003484-0.0011556i,0.0027316-0.0022513i,0.0017903-0.0025794i,0.00055429-0.0029731i,-0.0017606-0.0023542i,-0.0020807-0.00032797i,-0.00092594+0.0015253i,-0.00034411+0.0022022i,0.00021099+0.0016415i,0.00038871+0.00027275i,0.00019335-0.00049545i,-5.02e-05-3.5377e-05i,-0.00031924-0.00036998i,-0.00086538-0.0011159i,-0.001222-0.00079814i,-0.0010686-0.00078901i,-0.00057437-0.00065833i,-0.00015013+0.00029419i,0.00057182-3.9146e-05i,0.0010141-0.00046781i,0.00019843-0.00026885i,-0.00050089-0.00014133i
0.0027611-0.0010173i,0.0028985-0.0004347i,0.003248+0.00059249i,0.0025159+0.0012206i,0.00090711+0.0011482i,-0.00048617+0.00086134i,-0.0013763+0.00063432i,-0.0014718+0.0013103i,-0.0007845+0.002053i,-0.00033856+0.0021301i,0.00013787+0.0014732i,0.00033937+0.00078754i,0.00069497+0.00057223i,0.0006145+0.00019958i,-0.00076107+4.0722e-06i,-0.0010926-0.00024775i,-0.00044835-0.00051526i,-0.00032672-0.00098477i,-0.00072139-0.0010729i,-0.00030443-0.00039913i,0.00043481-0.00018379i,0.00032564-0.00016693i,-0.00035751+0.00022533i
0.0034375+0.0014099i,0.0033532+0.0011407i,0.0022909-0.00091372i,0.00086927-0.0021874i,0.00022981-0.0031133i,5.728e-05-0.0034691i,-0.0002882-0.0011377i,-0.00036318+6.9529e-05i,1.5621e-05+0.00020681i,0.00049639+0.00059484i,0.0012236+3.501e-05i,0.0015127-0.00045449i,0.0018601-0.00059234i,0.0017743-0.0014055i,0.0010816-0.0025096i,0.0009699-0.0020956i,0.00039007-0.00073568i,-0.00064636-0.00054667i,-0.00083176-0.00096676i,-0.00061354-0.00056796i,-0.00042976-0.00039158i,0.00043854-0.00062694i,0.00057988-0.00035244i
