-0.0025938+0.0014952i,-0.0018796+5.3705e-06i,-0.0032678-0.00020808i,-0.0029176-5.8162e-05i,-0.0013569+0.00015054i,-0.00069697-3.9131e-05i,-0.00064091+0.00033233i,-0.0004778+0.0015722i,0.00028862+0.0020448i,0.0010526+0.001256i,0.001181+0.00063129i,0.0012961+0.00065842i,0.00055759+0.00019469i,0.00018352-0.00012268i,0.00045941+0.00019247i,0.00081+0.00041421i,0.0007314-0.00020408i,0.00025546-0.0010277i,0.00086462-0.00055409i,0.0018113+0.00032728i,0.0016039+0.00045251i,0.00019938+0.00015574i,0.00021167-0.00024381i
0.00033003-0.00093134i,-0.00012621-0.001439i,-0.00036913-0.0018744i,0.00043337-0.0015835i,0.00038806-0.000585i,-0.00052308-0.00059261i,-0.0013184-0.0013029i,-0.00058213-0.00074103i,0.00019763+0.00033994i,0.00039122+0.0007906i,0.00087535+0.00049636i,0.0011133+0.00051467i,0.0011384+0.00071033i,0.0013064+0.00021608i,0.0012957-0.00059946i,0.0010681-0.00044015i,0.00073934-7.387e-05i,0.00096608-0.00039964i,0.00085334-0.00065689i,0.00037669-0.0010231i,0.00029525-0.0011575i,0.00043595-0.00056619i,0.00022713-0.00033901i
-0.00066196-0.00021244i,-0.0009518-0.00073475i,-0.0019784+0.00024997i,-0.0019531+0.0006071i,-0.0011931-0.0010602i,-0.00087548-0.0025077i,-0.00081574-0.0021201i,0.00015198-0.00085097i,0.0014405-0.00013562i,0.0016252+0.00077245i,0.0017671+0.0013241i,0.0017066+0.00039951i,0.0010962-0.00056605i,0.000714-0.00057191i,0.0006049-0.00031193i,0.00058814-0.00061187i,0.0012522-0.00082933i,0.00073858-0.00097426i,-0.00028504-0.00086641i,-0.00053295-0.00028815i,0.0001126-0.00034342i,0.00046879-0.0011883i,-0.00041085-0.0015357i
0.00135+0.00051479i,0.0016901+0.00012242i,0.0019734-0.00082984i,0.0012858-0.00055275i,0.00066168-0.00079743i,-0.00026459-0.0013325i,-0.00114-0.0009612i,-0.0015704+0.00056522i,-0.00087875+0.00098232i,0.00073161-0.00051845i,0.0013637-0.0014806i,0.0014217-0.0014108i,0.0021723-0.00058852i,0.0019759-0.00015403i,0.0013027-0.00039191i,0.0013794-0.00097988i,0.0011118-0.0010732i,-0.0003237-0.00090951i,-0.00079268-0.00079666i,-0.00039894-0.00024756i,-0.00049254-0.00038433i,-0.0005638-0.00063661i,-0.00015828-0.00050357i
0.0020769+0.0001483i,0.0023176+0.00010526i,0.0018597-0.00050566i,0.001366-0.00089288i,0.0016313-0.0013674i,0.0015991-0.0015546i,-0.00024405-0.0009975i,-0.0010458-0.00025733i,-0.00015547-0.00019803i,0.00068986+0.00032345i,0.00065286+0.001171i,0.00017943+0.00072437i,0.00075424+2.8461e-05i,0.001403+0.00015623i,0.00061261+0.00033459i,-0.00010641+0.00017172i,0.00021467+0.00023231i,0.00063232+0.00015493i,0.00085526-0.00038488i,0.00013291-0.00089836i,-0.00077023-0.0008212i,-0.0011671-0.00022862i,-0.0014368-0.00041891i
0.00018146+0.00074933i,0.00018014+0.00016314i,-0.00046182+5.5492e-05i,7.0711e-05-0.00031152i,0.0012839-0.0014481i,0.00017251-0.0026018i,-0.0015135-0.002783i,-0.0010665-0.0012504i,0.00024351+0.000321i,0.0014418+0.00061534i,0.0018924+0.00057833i,0.0011652+0.0015132i,0.00053879+0.0013452i,0.00049493+0.00047859i,0.00062636+0.00048347i,0.0003199+0.00012054i,0.00020103-0.0005374i,0.00083131-0.0002832i,0.0014507-0.00041831i,0.00096501-0.00042634i,-0.00017212-0.00027822i,-0.0010622-0.00034972i,-0.00094013+3.2654e-05i
0.0013707-0.00083615i,0.0012148-0.00059172i,0.0010614-0.0014098i,-3.7296e-05-0.0015177i,-0.0020409-0.00086424i,-0.0023202-0.0010867i,-0.0012017-0.0014266i,-0.00012962-0.00088561i,0.000754-0.00054924i,0.0010332+0.00052968i,0.00092569+0.00092184i,0.001112+0.00035533i,0.0014055+0.00015091i,0.00093026-4.6384e-05i,0.00031707+0.00018878i,0.00056108-5.3091e-05i,0.00062796-0.00044541i,0.0003307-0.00075599i,0.00022762-0.00085495i,-0.00026424-0.0008712i,-0.00089551-0.00070505i,-0.0010109+0.00013862i,-0.00078971+0.00024385i
0.0031632+0.00195i,0.0026889+0.0022116i,0.0031138+0.0010865i,0.0034837+0.00013388i,0.002576-0.00026136i,0.00078254-0.0008637i,-0.00038298-0.00080958i,-0.00059247-0.00037044i,-6.8699e-05+0.00017948i,0.0011367+0.0005159i,0.0020922+0.00014436i,0.0021078+0.00036346i,0.0018774+0.00032493i,0.0014953-0.00027864i,0.00066774-0.00012647i,-6.3459e-05+0.00011251i,1.4715e-05-0.00031114i,-0.00020023-0.00049726i,-0.00041833-0.00061771i,0.00017335-0.0003052i,0.00026444+3.9405e-05i,9.3096e-06+0.00014638i,-0.00050559+0.00040558i
6.1743e-05+0.0013803i,0.00027869+0.00022502i,-0.00017962-2.5219e-05i,-8.8996e-05-7.2424e-05i,-3.8318e-05-0.0013715i,-0.00046143-0.0016147i,-0.0017277-0.00056167i,-0.0021194+0.00018265i,-0.00093781+0.00020781i,0.00030276-0.00043346i,0.0013997-0.00036273i,0.0020477+5.0658e-05i,0.0020324-2.983e-05i,0.0019181+0.00026676i,0.0018027-0.00013535i,0.00079816-0.00080605i,-0.00021238-0.0013818i,-0.00034876-0.0017101i,0.00040875-0.0010639i,0.00058083-0.0010154i,0.0007834-0.0011273i,0.00053247-0.00069867i,0.00010942-0.00049785i
0.0023182+0.00074245i,0.0031686+0.00044992i,0.0029668-0.00057695i,0.0016026-0.00099949i,0.00035979-0.001232i,0.00011231-0.0020095i,-0.00023561-0.0018088i,-0.00016061-0.00055253i,0.00021871-0.0003144i,0.0010926+0.00026485i,0.0018962+3.5764e-06i,0.0020017-0.00081192i,0.001141-0.00070572i,0.00049427-0.00029373i,-3.9093e-05+0.000103i,-0.00040501+7.8193e-05i,-0.00048785+5.0902e-05i,1.5306e-06-0.00056535i,0.00047961-0.0010872i,0.00016123-0.00079223i,2.6696e-05-0.00088244i,2.2947e-05-0.0004519i,0.00025226+0.00021614i
0.00094366+0.0021937i,0.0010226+0.0017261i,0.00035808+0.00097452i,5.6887e-05+0.0011248i,0.0002705+7.5413e-05i,0.0001061-0.0018477i,2.421e-05-0.0015217i,4.8157e-05+0.00031669i,0.00068264+0.00090141i,0.0014404+0.00028705i,0.0018958+8.7179e-05i,0.0022545+4.6208e-05i,0.002094-0.00045516i,0.0011443-0.0009415i,-0.00020796-0.00080001i,-0.00018232-0.00059964i,0.00056976-0.00071028i,0.00040655-0.00074446i,0.00016314-8.1225e-05i,-0.00043711-0.00015351i,-0.00086045-0.00041067i,-0.00099878-0.00037861i,-0.0012159-0.00018724i
0.00033138-0.001318i,-0.0007211-0.0020566i,-0.0015285-0.002224i,-0.0011232-0.0010704i,-0.0010031-0.0013087i,-0.0015209-0.0010446i,-0.0013477-0.00097075i,-0.0012905-0.00088795i,-0.0011691-0.00055143i,-9.4668e-05-0.00071604i,0.0011483-0.0013125i,0.0012966-0.00078419i,0.0012111+0.00041801i,0.0012708+0.00047101i,0.00065764+0.00025337i,-0.00036915+5.0277e-05i,-0.00071157-0.00014226i,0.00021447-0.00017054i,0.00034073-6.072e-05i,-0.00056688+0.00030627i,-0.00043518-4.8058e-05i,-0.00032923-0.00039832i,-0.00080769+2.2178e-05i
-0.0019299+0.00014398i,-0.00061003-0.00060049i,-5.3684e-05+0.00059944i,-0.0008658+0.0012822i,-0.00055533+0.00037527i,0.00053951-0.00054694i,0.0006132-0.00098194i,-7.9589e-05-0.00061908i,0.00074978+0.00034207i,0.0022665+0.0014348i,0.002226+0.0016006i,0.0011201+0.00043898i,0.00077598+0.00035041i,0.0011174+0.00099359i,0.00037542+0.0013295i,-0.00061025+0.00075025i,-0.00041304-0.00013201i,2.0631e-05-0.00029412i,0.00069705-0.00094734i,0.00069076-0.0014129i,0.00044354-0.0011002i,1.5767e-05-0.0011892i,-0.00076151-0.00070778i
-0.001967+0.00059131i,-0.0012011+0.0014899i,-0.00067575+0.0015831i,-0.00059679+0.00015761i,-0.0004283-0.0014529i,-0.00058714-0.0020206i,-0.00087356-0.0013213i,-0.00035137-0.00072309i,0.00049379-0.00026538i,0.0017482+0.0010716i,0.0020064+0.0016738i,0.0015386+0.00071123i,0.0015588+0.00070156i,0.0010595+0.001506i,0.00063855+0.0011494i,8.1944e-05+0.0005167i,0.00031189+8.1839e-05i,0.0003547-0.00049284i,-1.4793e-05-0.00090013i,0.00024589-0.0010319i,-9.9117e-05-0.00097774i,-9.8347e-05-0.00082934i,0.00011829-0.00040554i
0.0017322+0.00011405i,0.0014974-0.0010273i,0.001741-0.0019018i,0.0017433-0.0017744i,0.00024603-0.0013003i,-0.0011183-0.0010263i,-0.0014863-0.00083931i,-0.00084421-0.00080572i,0.00011854-0.00018895i,0.00076828+0.00019668i,0.00081434+0.00029919i,0.00069543-0.00034853i,0.0006757-0.00027122i,0.00097591+0.00093536i,0.0010598+0.00082986i,0.00058062-0.00042056i,0.00086632-0.0010821i,0.00090204-0.00082201i,-0.00014978-0.00048521i,0.00012015-0.00076701i,7.7241e-05-0.00026252i,-0.00069699+0.00013414i,-0.0014244-0.00053765i
0.00062009-0.00075589i,0.00104-0.00065217i,1.5512e-05-0.00061658i,-0.00095073-0.001293i,-0.00066171-0.0019257i,-0.00025861-0.0026128i,-0.00012045-0.0024385i,-0.00037616-0.00085883i,0.00042321+4.7288e-07i,0.00087585-0.00041401i,0.0012372-0.00048202i,0.0016848-0.00014278i,0.0010534+0.00039132i,0.00061197+0.00022369i,0.00083736-0.00016541i,0.00067681-0.00017462i,0.00029236-0.00060462i,8.629e-05+9.8959e-05i,-0.00019413-0.0001423i,0.000162-0.00086147i,-0.00030498-0.00052533i,-0.0013116-0.00046014i,-0.001141-0.00043749i
0.0013349+0.00068908i,0.00077676+0.00052576i,0.00062467+0.00036524i,0.0012843-0.00033693i,0.0015453-0.0012968i,0.00051775-0.0017373i,0.00041882-0.0015695i,0.00065163-0.00046822i,0.00061668+4.7273e-05i,0.00094172+0.00036919i,0.0018851+0.00020096i,0.0024419+0.00010656i,0.0020852+0.00033566i,0.0010098+0.00013702i,0.00021276+4.314e-05i,0.00017676-0.00034084i,7.062e-05-0.00054894i,-0.00020204-0.00023147i,-9.1586e-05-0.00025315i,-0.00015494-0.00051014i,-0.00021572+4.4259e-05i,-0.00025079+0.0009131i,-0.0005986+0.00081813i
0.0030776-0.00090515i,0.0032693-0.0017537i,0.0028739-0.0018743i,0.0016122-0.001886i,0.00045428-0.0018998i,-0.00089117-0.0015407i,-0.0014578-0.0012131i,-0.0011231-3.9942e-05i,-3.4246e-05+0.00027148i,0.0012794-0.00058937i,0.0020904+0.00019347i,0.0015231+0.00095881i,0.00086222+0.00045241i,0.001096+0.00019593i,0.00050465+0.00043054i,-0.00010828+0.00036194i,-0.00060566+0.00010165i,-0.00083183-0.00025967i,5.353e-05-0.0011346i,-1.693e-05-0.0015485i,-0.00050818-0.0014928i,-0.00075014-0.0010331i,-0.0014285+0.00054982i
0.0020142+0.0022633i,0.0022613+0.002039i,0.0022342+0.00067103i,0.0023285-0.0009982i,0.0015022-0.0020045i,0.00036295-0.0026814i,-0.00039933-0.0020743i,2.1959e-05-0.0010534i,0.00090804-0.00054531i,0.0013915-0.00033012i,0.0010225+6.2024e-05i,0.0013455+0.00049016i,0.0012623+0.00030475i,0.00092723-0.0005361i,0.00086559-0.0011123i,0.00057623-0.0010514i,0.00024684-0.00074641i,-0.00051153-0.0011908i,-0.0013124-0.0010094i,-0.0012606-0.00073617i,-0.00059584-0.00062009i,-0.00052959+0.00034546i,-0.00051245+0.00032588i
-0.0015436-0.0010045i,-0.0018614-0.0012407i,-0.0026018-0.0016311i,-0.0024162-0.0014299i,-0.0013706-0.001034i,-0.0013063-0.0010108i,-0.0010721-0.00071079i,-0.00059524+0.00021013i,0.0002693+0.00079414i,0.00057379+0.0012783i,0.0010289+0.001173i,0.0014046+0.00097864i,0.00063572+0.0010759i,0.0001009+0.00024865i,0.00017781-0.00050785i,0.00031275-0.00056978i,0.00039689-0.0011311i,0.00010135-0.00091884i,0.00013076-0.0004235i,5.296e-05-0.00019559i,-3.7394e-05+4.5623e-05i,0.0001577-0.00013681i,-0.00028261-0.00022791i
0.00019143-0.00039516i,7.0355e-06-0.00048331i,0.00021085-0.00048916i,0.00079195-0.00035684i,0.00037519-0.000199i,-0.00059925-0.00042346i,-0.00050924-0.00098369i,-0.0003618-0.00042966i,0.00058008+0.00044835i,0.0017561+0.00069438i,0.0015939+0.0009412i,0.0015001+0.00072055i,0.00134-0.00030569i,0.00022154-0.00021582i,-0.00087997-0.00082269i,-0.00045221-0.0012431i,-0.00017579-0.00024391i,-0.00053583-0.00018129i,-8.3072e-05-0.00056042i,0.00039496-0.00099051i,0.00056891-0.00061986i,1.9588e-05+9.5404e-05i,-0.00046984-2.4076e-05i
-0.0013871+0.0014089i,-0.0016714+0.0014519i,-0.00066895+0.0019129i,0.0011669+0.0024099i,0.001975+0.0011004i,0.0009209-0.00061062i,-0.00046798-0.0014443i,-0.00076757-0.0011665i,-6.9979e-06+0.00057888i,0.001345+0.00088046i,0.0022114+0.0002864i,0.0021022+0.00093293i,0.0014737+0.0017309i,0.0014901+0.0014545i,0.0010579+0.00021889i,0.00065679-0.00055439i,0.00079333-0.000544i,0.00047554-0.00068871i,9.9338e-05-0.0012512i,0.00026821-0.00078491i,0.00026791-0.00013625i,-9.6332e-05-0.00061543i,-0.00029631-0.00066993i
0.0022004-0.0017687i,0.0012502-0.0021531i,0.00038386-0.0033612i,-0.00012034-0.0027229i,-0.00028392-0.0014656i,-0.0008605-0.00065217i,-0.00073622-0.00018558i,-0.00025705-0.00039558i,0.00024562-0.00025024i,0.00086265+0.00036366i,0.00063699+0.00073264i,-9.8555e-05+0.00033683i,-0.00030122-0.00033657i,-0.00023103-0.00032209i,-0.00024561+0.00023976i,-0.00057671-0.0006812i,6.5276e-05-0.0012506i,0.00078363-0.000614i,0.0004717-0.00059034i,4.7252e-05-0.00033615i,1.82e-05-0.00061239i,-0.00067319-0.00086424i,-0.0010827-0.00065223i
-0.00038982-0.0016757i,0.00033457-0.00067323i,0.0011012-0.0014027i,0.00073154-0.001879i,-0.00015174-0.0013427i,0.00012391-0.00094573i,-0.00046931-0.001044i,-0.00067484-0.00096843i,0.00025462-0.00019491i,0.00084258-0.00015743i,0.0007774-0.0001289i,0.0002895+0.00051691i,0.00011528+0.00045856i,0.0003863+7.908e-05i,0.00027749-0.00036955i,-0.00015719-0.0009109i,0.00025386-0.0010444i,0.00081933-0.00061562i,0.0013386-0.00041637i,0.00064116-0.00043572i,-0.00025379-0.00013392i,0.00011196+9.9903e-05i,0.00010066-0.00025455i
-0.00077988-0.002263i,-0.0015662-0.0028029i,-0.0023091-0.0029678i,-0.0018469-0.0017739i,-0.00068281-0.0014583i,-0.00067931-0.0010782i,-0.0010303-0.00065882i,-0.00017472+0.00041045i,0.0010252+0.0010424i,0.0011443+0.0001685i,0.0015106+0.00052211i,0.0022154+0.0011257i,0.0015268+0.00042994i,0.00069118+0.00034246i,-3.4791e-05+0.00050535i,-0.00013302+0.00027235i,0.00072558-0.0004475i,0.00067556-0.00084928i,-5.4428e-05-0.00063851i,0.00033951-0.00098175i,0.0008065-0.0013679i,6.5691e-05-0.0010705i,-0.00073642-0.000661i
-6.7191e-05+0.0015972i,-0.00025245+0.0016884i,0.00094933+0.0012662i,0.0021242+0.00085849i,0.0015483+0.0003592i,-0.00041685-0.001786i,-0.0017926-0.0017678i,-0.00087707-6.9867e-05i,0.0012034+0.00084492i,0.0020806+0.00087469i,0.0023421+0.00046937i,0.0027293+0.0004637i,0.002736+0.0002103i,0.0014393-0.00036395i,0.00026739-0.00073806i,0.00022625-0.001201i,-3.7473e-05-0.0012639i,-0.00027538-0.0006633i,-0.00020131-0.00089796i,0.00035029-0.0014845i,0.00036948-0.00089568i,-0.00030689-0.00010279i,-0.0010639+0.00032703i
-0.0014653-0.00029876i,-0.0018963-7.812e-05i,-0.0020707+0.00016092i,-0.00095776+0.0006365i,0.00046848+0.00046945i,0.00092675+0.00020569i,-0.00014959-0.0006407i,-0.00056646-0.0012254i,0.00066167-0.00056342i,0.0010144+0.00016543i,0.00062159-7.2325e-06i,0.00085152+9.0179e-05i,0.0011798+0.00085921i,0.001261+0.00050549i,0.00042502-0.00015019i,-0.00065261-0.00059126i,-0.00027482-0.0012276i,9.0632e-05-0.0013333i,-0.00011667-0.0010794i,2.4315e-05-0.00089631i,-0.00038621-0.00072472i,-0.00088473-0.0010589i,-0.0010179-0.0010738i
-0.00093088-0.00059107i,-0.0002367-0.00045855i,0.00028896-4.505e-05i,4.0876e-05-0.00019281i,0.00048467-0.0012882i,0.00051668-0.0016373i,3.7681e-05-0.00089203i,0.00010215-0.00037599i,0.00037768+0.00032769i,0.00097298+0.00085722i,0.001461+0.00022039i,0.00097402-0.00031771i,0.00067814-0.00017505i,0.00070319-0.00083533i,0.00086894-0.0013932i,0.00067596-0.0010788i,0.00041842-0.00095674i,0.00045572-0.0010387i,0.00054534-0.00059949i,0.00070178-0.00028243i,0.00021158-0.00027686i,0.00018222-0.00034403i,7.8875e-05-0.00056004i
0.0032073-0.00021853i,0.0025314+0.0016855i,0.0015171+0.0014591i,0.0010848-0.00010088i,0.00071922-0.0015835i,-0.0010194-0.0026051i,-0.0016208-0.0023958i,-0.0010613-0.0015834i,0.00016618-0.00046883i,0.001713+0.00039418i,0.0016726-0.00020808i,0.0012319-0.00033855i,0.0010544+0.00061803i,0.0011004+0.00021447i,0.0011357-0.0011082i,0.00051487-0.0012445i,0.00055975-0.00073224i,0.00070406-0.00057925i,0.00055504-0.00030133i,-1.0615e-05+7.865e-05i,-0.00024954-0.00012743i,-0.00026097-0.00032892i,-0.00084554-1.0852e-05i
-0.001319+0.00058453i,-0.0017335+0.00028927i,-0.0013805-0.00097317i,-0.0011483-0.00076635i,-0.001355+0.00018069i,-0.0016142-0.0007982i,-0.00083702-0.0015131i,-5.31e-05-0.00020828i,0.00022992+0.0011161i,0.00036925+0.0011888i,0.00084816+0.00081373i,0.0015501+0.00068024i,0.0017285+0.00015757i,0.0015587+0.00025569i,0.0014069+0.00066831i,0.0012669+0.00047113i,0.00049784-0.00035591i,0.00015614-0.00099002i,0.00013176-0.00079095i,-0.00091385-0.00015641i,-0.0011074+0.00029866i,-0.00072915+0.00031468i,-0.001001+0.00030895i
-0.00028393+0.00086811i,-0.00074065+0.0022872i,-0.00088536+0.0027653i,-0.00030744+0.0015555i,0.00046312+0.0006278i,0.0017544+0.00052284i,0.0010382-1.045e-05i,-0.00035049-0.00034386i,7.5116e-05+0.00020597i,0.00098156+0.00077471i,0.0010793+0.0012196i,0.00086633+0.0011806i,0.00048333+0.0005303i,0.00020635+0.00065342i,0.00045906+0.00059166i,0.0013068+0.00014655i,0.0012001+2.1185e-05i,0.00042444-0.00072459i,0.00027655-0.0013522i,0.00059784-0.00095703i,0.00075478-0.00054327i,-0.00051657-0.0007198i,-0.00055489-0.00020239i
-0.00066929+0.00096878i,-0.00074826+0.0025865i,-0.0012834+0.0030275i,-0.0010368+0.0026016i,-0.00058525+0.0016418i,-0.0005629-8.5249e-05i,-0.00081995-0.00079563i,-8.0514e-05+0.00011341i,0.0012439+0.00076437i,0.0019918+0.0011493i,0.0012964+0.0010225i,0.0010929+0.00033631i,0.0010748-0.00011006i,0.0010917-9.9152e-06i,0.00066674-0.00011503i,9.4816e-05-0.00048745i,0.00029401-0.0011716i,0.0003079-0.001269i,-0.00062148-0.00071706i,-0.00068817-0.00053461i,-7.7605e-05-9.8592e-05i,1.3979e-05+0.00016118i,-0.00037547-0.00016763i
0.0013224+0.00073271i,0.0008256+0.00047726i,0.0016757-0.00085652i,0.0020238-0.0023931i,0.0010945-0.0029992i,0.00065461-0.0025741i,5.4931e-05-0.0019292i,-0.00028834-0.00069261i,0.00052582+0.00048524i,0.0010953+0.00067822i,0.0013308+0.00043754i,0.0012824+0.00016473i,0.00098346-4.2255e-05i,0.00052689+3.6651e-05i,-0.00019602-0.0001027i,0.00013384-0.00058189i,0.00040013-0.0011214i,0.00054162-0.001759i,0.00078074-0.001843i,0.00060894-0.0014934i,0.00012295-0.0010272i,0.00019741-0.00037751i,-2.0659e-05+0.00031446i
0.0012698+0.00027844i,0.0012796+0.00020618i,0.0012221+0.00038451i,0.00088981-0.0004573i,-7.6115e-05-0.00082902i,-0.0007501-0.0010943i,-0.0010805-0.00034176i,-0.0011165+0.00025627i,-4.817e-05+0.00048645i,0.0013244+0.00063312i,0.0017084+0.00039153i,0.0016166+0.00025086i,0.0013187+8.6034e-05i,0.0011053-0.00046851i,0.00087835-0.00083316i,0.00029031-0.00081747i,0.00041883-0.0011215i,0.00061851-0.00095098i,0.00045566-0.00020168i,0.00012226-0.00062582i,8.7814e-05-0.001453i,0.00051366-0.0010253i,0.0010632-0.00040678i
-0.00018118+0.00063961i,6.6659e-05+0.00041915i,1.4325e-05-0.00059296i,-0.00063915-2.8084e-05i,-0.0012259-3.2873e-05i,-0.0014104-0.0010816i,-0.0010445-0.0016847i,0.00039887-0.00088809i,0.00099344+0.00068136i,0.0011447+0.0012866i,0.0019242+0.00068577i,0.0023843+6.0915e-05i,0.001891-0.00017126i,0.001176-0.00015277i,0.00026199+0.00013586i,-0.00024027+0.0004586i,0.00015675-0.0001385i,0.00016861-0.00051956i,0.00011847+0.00021826i,-0.00020181+7.5325e-06i,-9.3354e-05-0.00087825i,0.0001236-0.00022303i,0.00018267+0.0005838i
1.2564e-05+0.0010562i,-0.00035926+0.00061062i,0.00092209+0.00045358i,0.0014003+0.0010166i,0.0010122+0.00080836i,0.00010955-0.00020049i,-0.00073371-0.00024668i,-0.0010318+0.00014221i,-0.00027132-0.00018288i,0.001222+0.00029154i,0.0017806+0.00088338i,0.0017526+0.00015192i,0.0018548-0.00026562i,0.0015457+0.00046179i,0.00065298+0.00028497i,0.00053133-0.00023643i,0.00095658-0.00065523i,0.0012404-0.0007978i,0.0015896-0.0010935i,0.0011474-0.001222i,9.9172e-05-0.0014334i,-0.00031043-0.0014834i,0.00020161-0.00024013i
-0.0013382-0.00013045i,-0.00071213-0.00061719i,-0.00030763-0.00012798i,-1.5599e-05-0.00079704i,0.00015881-0.0018361i,0.00024042-0.0018369i,-0.0003674-0.00068793i,-0.00085175+8.833e-05i,-0.0002961+0.00032327i,-0.00033157-6.0812e-06i,6.4653e-05+0.00040309i,0.001429+0.00063782i,0.0020174+0.00040187i,0.0021515+0.00033533i,0.0016081-0.00036935i,0.00076257-0.00070407i,0.00046639-0.0001764i,0.00048598-0.00022088i,-0.00010903-0.0012576i,-0.00077071-0.0017302i,-0.00036713-0.0013964i,-0.00045054-0.00060213i,-0.00032686-0.0001168i
-0.00018815-0.0008391i,-0.0009312-0.00036184i,-0.0013096-0.00017438i,-0.00038496-0.00049584i,0.00033582-0.00090249i,0.00033915-0.0013049i,-9.5633e-05-0.0014834i,2.8583e-06-0.0011056i,0.0013372-0.0004715i,0.0016957-6.3065e-05i,0.00078003-0.0001085i,0.00038341-0.00049491i,0.0004464-0.00048062i,0.0003161+0.00025065i,-0.00016855+0.00053369i,-8.7368e-05-0.00024196i,0.00030145-0.0007814i,-9.4025e-05-0.00033899i,0.000191+0.00037285i,0.00038277+0.00035943i,0.00014321-0.00024436i,-0.00014525-0.00031616i,-0.000296+0.00049512i
-0.0010356-0.00094403i,-0.0010638-0.0011561i,-0.00057511-0.00011974i,-0.00038854+0.00093538i,-0.00099125+0.00067829i,-0.00074328-0.00071319i,-0.00025904-0.0015069i,-0.00055188-0.00076076i,4.1099e-05+1.9925e-05i,0.00068642+0.00028752i,0.00081598+0.00043342i,0.0010141+0.00065744i,0.0016949+0.00035207i,0.0012949+0.00028384i,0.00014581+0.0002795i,-0.00051126-0.0003727i,-0.00048589-0.00067245i,-0.00045586-0.0011151i,-0.00027846-0.0014231i,-1.0395e-05-0.0013406i,-2.3284e-05-0.00083663i,-1.37e-05-5.2795e-05i,6.2263e-05+0.0011578i
-0.00044203-0.001108i,-0.00048016-0.00094625i,-0.0011283-0.0015045i,-0.00057443-0.00096553i,0.0002807-0.00053283i,-0.00028613-0.0014974i,-0.00088204-0.0013655i,-0.0010273-0.00021053i,-0.00079169+0.00059802i,0.00036414+0.0011777i,0.00073697+0.001428i,0.0014723+0.00075371i,0.0016175+0.00086922i,0.00092748+0.00089178i,0.0012539+0.00029407i,0.00065362-0.00021348i,-0.00029052-0.00061318i,-0.00018367-0.00055461i,0.00021444-0.001066i,0.00060135-0.0015022i,0.00080736-0.0010005i,0.0005432-0.00053128i,3.6848e-05-0.00034602i
-0.0012346-0.0017892i,-0.0012946-0.0015809i,-0.0016288-0.0014745i,-0.0012672-0.00044872i,-0.00049789+0.00034153i,0.0002227+0.0004175i,-0.00020525+0.00029404i,-0.00031901+0.0004028i,-1.2761e-05+0.00052969i,5.3588e-05+0.0006532i,0.00036512+0.00072529i,0.00045647+0.00080833i,0.0001216+0.00047787i,-0.00018911+0.00068827i,-0.00066314+0.00066779i,-0.00057585-0.00039941i,5.1227e-05-0.00053551i,0.0006417+5.8807e-05i,0.00056032-0.00067376i,0.0006389-0.0014108i,0.00067968-0.0008506i,-0.00027054-0.00082693i,-0.00098811-0.00073986i
0.00055102+0.0015898i,-0.00024562+0.0024696i,-0.00032257+0.0021012i,-0.00058047+0.0012303i,-0.00019821+0.00031059i,0.00015627-0.00038737i,0.00019144-0.00035967i,0.00085876+0.00011434i,0.00054995+0.001388i,-0.0001193+0.0018743i,0.00047317+0.0010598i,0.0010131+0.00092886i,0.0006967+0.00049207i,0.00069571+9.9925e-05i,0.00084871+4.7746e-05i,0.00021127-0.00038578i,0.00040722-0.00059641i,0.0012343-0.0012372i,0.0011469-0.0013169i,7.2447e-05-0.00036529i,-0.0012232-5.6605e-05i,-0.00072552-0.00011575i,-7.7522e-05-0.00028036i
0.0010856+0.0004664i,0.0018751-0.00056014i,0.0022597-0.0010597i,0.0016269-0.00059188i,0.0011136-0.00058103i,0.00029578-0.0014056i,-0.00051387-0.00086694i,-0.00029301+0.00014902i,0.00060925+0.00049724i,0.0008202+0.00064051i,0.00084268+0.0010791i,0.0010208+0.0010465i,0.00087074+0.0003667i,0.00095528+5.5282e-05i,0.00093185+2.9915e-05i,0.00048544-0.00048732i,0.00066958-0.00062869i,0.0004104-0.00058395i,5.8459e-05-0.00044268i,0.00057723-0.00025856i,0.00047841-0.0016426i,0.00035908-0.0012874i,0.00042896+0.00018914i
0.0010703+0.0019019i,0.00035516+0.001133i,0.000224-0.00080449i,-0.00011911-0.0011025i,-0.00028785-0.0003331i,-0.0012963-0.00087385i,-0.0015164-0.0013265i,-4.8309e-06-0.0012152i,0.0013354-0.00094615i,0.0016154-0.0002424i,0.0015117+0.00034853i,0.0020888+0.00018193i,0.002264+9.7464e-05i,0.0022388+0.00052855i,0.0024384+0.00038436i,0.0017775-0.00019081i,0.0005933+0.0002246i,0.00058182+3.0856e-05i,0.00074842-0.0010039i,-7.4021e-05-0.0011246i,-0.00032497-0.00043223i,-0.00018202-0.00018787i,0.00010134-0.00086026i
