-0.0018372+0.0015117i,-0.0026575+0.0014668i,-0.0019751+0.0013235i,-0.0016842+0.00040113i,-0.001536+0.00044434i,-4.3846e-05+0.0012682i,0.00058538+0.0020009i,0.00099688+0.0013575i,0.0013506+0.0006581i,0.0014639+0.00099607i,0.0014284+8.8361e-05i,0.0005678-0.0011474i,0.00032685-0.00071129i,0.0002756-0.00027763i,-7.7113e-05-0.00028954i,-1.383e-05+0.00017894i,0.00022596+0.00038705i,0.00053848+0.00064845i,-3.8827e-06+0.00057057i,-0.00023965-0.00024375i,0.00057584-0.00037238i,0.00062091+6.6361e-06i,-0.00016999-7.3893e-05i
0.0027885-0.00059422i,0.0027267-0.0014878i,0.0011125-0.00056178i,-0.00028656+0.0013528i,-0.00035643+0.0020041i,0.00032089+0.000954i,0.00095604+0.0005269i,0.00099221+0.00022612i,0.00097367-0.00022593i,0.00043782-0.00052437i,-0.00080863-0.0012345i,-0.0015596-0.00085709i,-0.0009674+0.00030421i,-0.000559+0.0005335i,-0.00036412+0.00056546i,-5.9574e-05+0.00019312i,0.00043331-0.00081124i,0.00074259-0.00041487i,0.00083695+0.00013206i,0.0012238-0.00049159i,0.0009674-0.00099331i,0.00023186-0.00034033i,-0.00033996+0.00083422i
0.001169-0.0014607i,0.00097256-0.0021794i,-0.0010999-0.0011187i,-0.0010861+0.00024867i,0.0010505+0.0011865i,0.0019762+0.0018663i,0.0018122+0.0012859i,0.001984+0.00036458i,0.0015868+0.00011783i,5.4375e-05+0.00025526i,-0.00035499-0.00024737i,2.0712e-05-0.00023948i,-5.7623e-06+0.00052989i,-0.00033391+0.00047748i,-4.1083e-05+3.4709e-05i,0.00082941+0.00025795i,0.00055272+0.0003169i,0.00025982+0.00017721i,0.0010215-0.00036296i,0.00072402-0.00050503i,0.00041368-5.0948e-05i,0.00081743-0.00019567i,0.00046143-0.00028789i
-0.00019621+0.0032039i,0.00014363+0.002966i,0.0011403+0.002i,0.00084341+0.0015075i,0.0010236+0.00042798i,0.0016529-0.00081054i,0.0014003-3.1707e-05i,0.00093041+0.00023208i,0.00083348+0.00015109i,0.00061177+0.00011795i,0.00014974-0.00046353i,-5.3673e-05-0.0010612i,-1.693e-05-0.0012376i,0.00055476-0.00088713i,0.00065292-0.00037448i,0.00038049-1.2768e-06i,-0.00011691-1.529e-05i,-0.00031501+4.2913e-05i,-0.00045759+0.00031301i,-0.00075042+0.00018658i,-0.00082473+0.00011365i,-0.00070298-7.4839e-05i,7.0171e-07-5.3114e-05i
-0.0014821-0.002224i,-0.0011566-0.0012806i,-0.0018644-0.00092201i,-0.0018712+0.00028065i,-0.00060192+0.0020468i,0.00016524+0.0024867i,0.000609+0.0013524i,0.0013776+0.0009252i,0.0012014+0.00020896i,0.001374-0.00058087i,0.00081236-0.00038078i,0.00026304-0.00045739i,0.00025986-0.00049782i,0.00053955-0.0001031i,0.0010008+0.00021601i,0.00039537+0.00029922i,-9.4367e-05-3.4583e-05i,0.00051638-2.5869e-05i,0.00037206+0.00015442i,-0.00043708+0.0005i,-0.00078026+0.00087859i,5.1689e-06+0.00071893i,0.00013029+0.00065972i
0.00015261-0.0011937i,-0.0015192-0.0022861i,-0.0021035-0.00097536i,-0.00045052+0.00049358i,0.0013368+0.00040835i,0.0023584+0.00014154i,0.0025264+0.00032433i,0.0012671+0.00024028i,9.0783e-06+0.00041938i,0.00032152+0.00043515i,0.0009147-0.00011775i,0.00081148-0.00088234i,0.00044167-0.00080007i,3.3795e-05+4.7813e-05i,0.00016254-0.00025915i,0.00075117-0.0010952i,0.00086811-0.0012166i,0.00074724-0.00067261i,0.00056096-0.0004832i,0.00044571-0.00028898i,0.0002239-0.00062344i,1.0044e-06-0.0010123i,0.00011864-0.001022i
-0.0024192+0.0025589i,-0.0027242+0.0038129i,-0.002331+0.0046373i,-0.0011505+0.0047834i,0.00068391+0.0036077i,0.0019025+0.0015742i,0.0013025-0.00012742i,0.00033436-0.00029478i,0.00026575-0.00035257i,-0.00028421-0.00024953i,-0.0008784-3.2048e-05i,-0.00054639-0.00078349i,-0.0001439-0.0014129i,0.00037398-0.00088541i,0.0007413-0.00039971i,0.00086651-0.00050457i,0.00028107-0.00065655i,-0.0010017-0.00075729i,-0.00042488-0.00017813i,0.00067923+0.00033907i,0.00076096-0.00038051i,0.00097522-0.0003317i,0.00083008+0.00042259i
-0.00074115-0.0012091i,-0.00086232-0.001603i,-0.00039859-0.00061821i,-0.00070523+0.0012502i,-0.00047912+0.0025042i,-1.506e-05+0.0017386i,0.00045777-0.00033381i,0.0012303-0.00057081i,0.0012078+0.00064948i,0.00090466+0.00060877i,0.00060171-0.00016777i,0.00016616-5.773e-05i,7.2722e-06-5.7733e-05i,0.00022641+0.00025465i,0.00076344+0.00070772i,0.00098756+0.00076407i,0.00086342+0.00048958i,0.0013233+0.0004851i,0.0011959+0.00043457i,0.00038531+1.0599e-05i,-0.0001435-7.1249e-05i,-0.00014236-0.00030575i,0.0002605+1.064e-05i
0.00045432-0.001005i,0.00035362-0.00015359i,1.5135e-05+0.00084558i,0.00050292+0.00020783i,0.00090002-0.00073394i,0.00083443-0.00056016i,0.00037481-0.00023223i,-1.9167e-05+0.00042651i,-0.00011957+0.0012873i,-2.1537e-05+0.00049439i,-0.00035367-0.00014812i,-0.00028784+0.00035111i,-0.00029795+0.0010218i,-0.00043074+0.00034709i,0.00018715-0.00018924i,0.00051385-7.5622e-05i,0.00052992-0.0005409i,-0.00021783-0.00069932i,-0.00080449-0.0004969i,-0.00042358-0.00026959i,-2.8448e-05-0.00011201i,0.00044716+0.00027921i,-0.00015772+0.00074714i
0.00076432+0.00070897i,0.00026806+0.0013194i,-0.00064707+0.0027581i,-0.0011506+0.0022901i,-0.00019849+0.00098628i,0.0013466+0.00037932i,0.0014659+0.00029215i,0.00072256+0.0011308i,0.00044856+0.0016725i,0.00048146+0.0011555i,-7.7686e-05+0.00060743i,-0.0010329+0.00021666i,-0.0010473+0.00094631i,-0.00047628+0.0013725i,-0.00028175+0.00082845i,-0.00044006+0.00020128i,0.00015202-2.9385e-05i,4.6353e-05+0.00020718i,2.2736e-05+1.0045e-05i,0.00028443-0.00060859i,0.00013214-0.00089722i,-0.00027671-8.0211e-05i,-0.00061785+0.00054951i
-0.0012148+0.00036211i,-0.00094503-8.4851e-05i,-0.00030929-0.00060237i,-0.00053214+0.0012686i,0.00021678+0.0028096i,0.0014845+0.0019412i,0.0014033+0.00032785i,0.00071774-4.431e-05i,-5.7346e-05-2.5251e-06i,-0.00030943-7.1229e-05i,2.2221e-05-0.00026062i,-0.00043687-0.00041317i,0.00022195+0.00029229i,0.0010938+0.00064619i,0.00074204+0.00026874i,5.4051e-05+3.8203e-05i,-0.00041273+0.00025237i,-0.00024233+0.00046484i,0.00073306+5.8256e-05i,0.00024675-0.00013917i,-5.6892e-05+6.161e-05i,0.00035295+5.7731e-05i,0.00039091+0.00048973i
-0.0025943+0.0014553i,-0.0020583+0.0020291i,-0.0012839+0.0027114i,2.1778e-05+0.0029038i,0.0011637+0.0025616i,0.0016317+0.0022987i,0.0015773+0.0014901i,0.0012647+0.00052647i,0.00035127+0.00025463i,-7.5946e-05+0.00016941i,-0.00013-1.8657e-05i,-0.00039775-0.00072326i,0.00023136-0.00037032i,0.00054067-0.00048829i,0.00060339-0.0011061i,0.00090694-0.0005455i,0.00076713+0.0007088i,-0.00025589+0.00070084i,-0.00089057-0.00019348i,-0.00062344-0.00047825i,6.7044e-05-0.0010305i,0.0006436-0.00070485i,0.00078095-0.00015777i
0.00049042+0.00097582i,0.00053163+0.0019716i,0.00044974+0.0017441i,0.00078841+0.0014648i,0.0011364+0.0013848i,0.0016626+0.00051341i,0.0019098+4.1884e-05i,0.0011803+0.00035944i,8.1582e-05+0.00074029i,6.3975e-06+5.1295e-05i,0.00066541-0.00056575i,0.00039628-0.0006277i,0.00030184-0.0012027i,7.9179e-07-0.0012103i,-0.00052824-0.00053009i,-0.0011102+5.4338e-05i,-0.00098669-0.00051493i,2.219e-05-0.00086553i,0.00070308-0.00030577i,0.0009136+7.8027e-05i,-7.8126e-05+0.00029589i,-0.0011976+0.00054272i,-0.00034978+0.00071802i
0.0018651-0.0013809i,0.0025145-0.0015486i,0.0015627-0.0022819i,-0.00019513-0.000818i,0.00021084+0.0017065i,0.002225+0.0019382i,0.0026811+0.00099985i,0.0023505+0.0010363i,0.0013779+0.00085869i,-0.0004082-0.000138i,-0.0012742-0.00036518i,-0.00090107+0.0001323i,-0.00026873+0.00022758i,0.00020805-0.00040842i,-2.486e-05-0.00014487i,0.00035527+1.4833e-05i,0.00019805-6.1816e-06i,-0.00067074+0.00057218i,-0.0014383+0.00090124i,-0.00064567+0.0008515i,-0.00014201-0.00014124i,0.00016886-0.00060215i,0.00037815-0.00018636i
-0.0019169-0.00057363i,-0.0021057+0.0006575i,-0.0019458+0.00099572i,-0.0013947+0.0021234i,-0.00091849+0.0029729i,-0.00016074+0.0015997i,0.0006771+0.0011202i,0.00085372+0.0014088i,0.00029992+0.0008879i,-4.0683e-05+0.0004452i,-0.00028574+0.00054821i,-0.0007115+0.00073917i,-0.0015254+0.00069655i,-0.0017289+0.00046788i,-0.00035617+0.00070135i,0.0001468+0.00056119i,0.000353+0.00035138i,0.0012855+0.00036314i,0.0011156+0.00035144i,0.00014366-2.7895e-05i,0.00036059-0.00022197i,-0.00011647-0.00062325i,-0.00066114-0.0002083i
0.0010129-0.00073549i,-5.6732e-05-0.00019272i,-0.001274+0.00015311i,-0.0014046+0.00017668i,0.0001291+0.00067285i,0.00081954+0.00093114i,0.0010884+0.00013232i,0.00095398-1.0303e-05i,0.0006211-7.0239e-06i,1.1664e-05-0.00052808i,-0.00047864-0.0010725i,-0.00066627-0.00060108i,-0.00063494-6.1493e-05i,-0.00015377-0.00018033i,-0.00039315-0.00036872i,-0.00083331-9.3778e-05i,-0.00026187-0.00018512i,0.00023663-0.00010978i,0.00017382+0.00020205i,0.00065209+5.0478e-05i,0.00057129+2.0639e-05i,0.00019713+0.0001843i,0.000844-0.0005312i
-5.191e-05-0.0016756i,0.000749-0.0014821i,-0.00045588+0.00041343i,-0.0012233+0.0017434i,0.00030274+0.0029753i,0.0014324+0.0025629i,0.0016899+0.00093472i,0.0015506-0.00037283i,0.0012747-0.00068321i,0.00089882-0.00012854i,0.00016295+0.00023739i,-0.00018936+0.00023367i,0.00033813+0.00026251i,0.00078851+0.00032491i,0.00059539+4.2099e-05i,0.00079853+9.793e-05i,0.0010969+0.0003162i,0.00012334+0.00057452i,-0.00075998+0.00055787i,0.00040295+0.00017585i,0.0013457-0.00025867i,0.00070769+5.849e-06i,0.00030712+0.00048578i
0.0017733+0.0016697i,0.0010705+0.0019835i,0.001729+0.002068i,0.0020117+0.0022264i,0.0011969+0.0019021i,0.0017405+0.0013149i,0.0016668+0.0010333i,0.00051884+0.00037933i,-0.00030176-0.00040324i,-0.00040217-0.00031078i,-8.1451e-05-0.00089403i,-0.0003969-0.0013207i,-0.00078139-0.00024737i,-0.0011381+0.0010538i,-0.00082791+0.00053338i,-3.0279e-05-0.00035307i,0.00028264-0.0003512i,-0.00031349-0.0001593i,-0.0002933+7.1266e-05i,0.00071281+0.00059361i,0.00042552+0.00083147i,0.00027061+0.00011872i,0.00043561-0.0001137i
-0.00096389-0.00063005i,-0.0013536-0.0011673i,-0.0019938-0.0010423i,-0.0014532-9.0001e-05i,0.00045965+0.0014411i,0.0023014+0.0013509i,0.0022968+0.00034961i,0.00090805-0.00022259i,0.00050254-0.00012052i,0.00010539+0.00070912i,-0.00034027+0.00041513i,-0.00039908-0.00010684i,-0.00041408-0.00021824i,-0.00054874-0.0006309i,-3.618e-05-0.00097777i,0.00021941-0.00071333i,0.0001827+4.226e-05i,0.00019166+3.1474e-05i,0.00029747-0.0010675i,-5.5553e-05-0.0010201i,-6.7905e-05-0.0005883i,0.00020426-0.00043753i,0.00024592-1.855e-06i
-0.0012458-0.0020254i,-0.00044173-0.0012042i,0.00043169+0.00027097i,0.00034994+0.0016675i,0.00084092+0.0015762i,0.0020589+0.0016584i,0.0016891+0.0022683i,0.00126+0.0012509i,0.0010301-5.8985e-05i,0.00013582-0.00043408i,-0.00075942-0.00075511i,-0.00039184-0.0014423i,0.00016324-0.0011479i,-0.0003228-0.00077714i,-1.7654e-05-0.00098456i,0.00028006-0.00082314i,0.00018297-0.00049526i,0.00017673-5.481e-05i,0.00055003+0.00043068i,0.0011152+0.00011985i,0.00060367-0.00013929i,-0.00022496+0.00027878i,-8.2877e-05+0.00047901i
-0.00014247+0.00091161i,-0.00023561+9.0482e-06i,9.9989e-05+0.00019482i,0.00089304+0.0011698i,0.0014029+0.0021267i,0.0020149+0.0024833i,0.0021465+0.0015037i,0.00089063+0.00025135i,0.00025241+0.00010511i,0.00038423-0.00022495i,0.00042525-0.00082509i,0.00013883-0.00050528i,0.00010388+0.00015568i,0.00014437+4.4676e-05i,0.00057089+0.00015062i,0.00026017+0.0003238i,-0.00032011-0.0003665i,-4.9843e-05-0.00059775i,9.1097e-05-1.7192e-05i,-5.8062e-05+0.0001343i,4.0163e-05+8.3742e-05i,0.00028721+0.00016829i,0.00021293+0.00076039i
-8.8486e-05+0.0011456i,0.00072698+0.00219i,0.0010282+0.0022421i,0.0010143+0.00069615i,0.00079808+0.00049802i,0.00059341+0.0010707i,0.00019108+0.0013861i,0.00027526+0.00126i,0.00031187+0.00020182i,3.7293e-05-0.00065641i,-0.00019841-0.00078897i,-0.00074934-0.00042022i,-0.0010106+0.00054407i,-0.00075881+0.00080991i,-0.00068191+7.0019e-05i,-0.00071017+0.00040468i,-0.00077445+0.00096386i,-0.00061301+0.00058534i,-0.00019496+9.1637e-05i,0.00056653-9.2128e-05i,0.0013428+0.00024207i,0.0011415+0.00036435i,0.000628+0.00059094i
0.00085583-0.0023521i,-9.9683e-05-0.0026641i,-0.00043315-0.0019198i,-0.00088852-0.00020047i,-0.00064698+0.0014696i,-0.00013785+0.0012409i,0.00093349+0.00082067i,0.0020669+0.00034404i,0.0017325-0.00051699i,0.00058098-0.0005897i,0.00053533-0.00069512i,0.00027433-0.00050558i,-0.00074493+0.00039768i,-0.00069852+0.00082093i,0.00024991+0.00073718i,0.0011148+0.00067466i,0.00086231-8.169e-05i,0.00041175-0.00061022i,0.00056936-0.00054813i,0.0006855-0.00046076i,-1.6883e-05+0.00030026i,-0.00080352+8.6739e-05i,-0.00028622-6.4463e-05i
0.0010074+0.001466i,-0.00017821+0.001912i,-0.00088655+0.0013319i,-0.00071528+0.001268i,5.6322e-05+0.0012584i,0.00080225+0.00071223i,0.0011751-3.1188e-05i,0.0013102-7.1918e-05i,0.0006653+0.00044298i,-1.0584e-05+4.4036e-05i,-0.00024632-0.00090467i,-0.00094873-0.0011983i,-0.0011813-0.00057137i,-6.0587e-05+0.00050133i,0.00074608+0.00025851i,0.00061343-0.00070909i,0.00065526-0.0006262i,0.00051286-0.00017659i,3.9089e-05+8.0876e-05i,0.00070754+0.00024654i,0.001782+0.00053472i,0.0015323+0.00037866i,0.0015826-0.00045931i
-0.00012038-0.00066709i,-0.00017261-7.176e-05i,-0.001313+0.00096035i,-0.00092424+0.0011785i,0.0011735+0.0013034i,0.0025954+0.0012861i,0.0022424+0.0002815i,0.0010494-0.00019515i,0.00027554+0.00025207i,0.00047223+0.00074569i,0.00072037+0.00036709i,0.0005618-0.00066825i,0.00095775-0.00019627i,0.0012968+0.00060817i,0.0010797+0.00051663i,0.00075026+0.00050694i,0.00048484+0.0010487i,0.00063264+0.0007885i,0.0014329+0.00010132i,0.00097929-0.00029755i,0.00031628-0.0002598i,0.00014932-0.00017483i,-6.964e-05+1.3059e-06i
-0.00129+0.00039262i,-0.0011442+0.00026529i,-0.00030639-6.2172e-05i,-0.00021104+0.00092721i,0.00015831+0.0016456i,0.001241+0.0012734i,0.0017672+0.00088743i,0.001027+0.00048228i,5.7928e-05+6.295e-05i,-4.161e-05-0.00021748i,8.4884e-05-0.00044626i,-0.00049421-0.00052663i,-0.00090789-0.0008111i,-0.00056065-0.00066737i,0.00040502+0.00029926i,0.00067349+0.00096088i,0.00064613+0.00092267i,0.0007374+0.0011296i,0.00054397+0.0015771i,0.00045115+0.0013489i,0.0007831+0.00016403i,0.00061254-0.00059223i,0.00044734-0.00030003i
0.00070353-0.00016891i,0.0010502-0.0011911i,-0.00013869-0.00032577i,0.00027263+0.00064813i,0.00095044+0.00054343i,0.0013613-3.6508e-05i,0.0021041+0.00028559i,0.00091322+0.00087985i,-0.00052646-0.00026375i,-0.00032705-0.0011456i,-0.00017189-0.00081245i,-0.00070962-0.00084403i,-0.0012254-0.0011163i,-0.0013217-0.0012464i,-0.00070187-0.0011568i,-0.00072848-0.00071699i,-0.00099051-0.00022i,-0.00019481-0.00073101i,0.0007433-0.00050775i,0.00083119-0.00018367i,0.00053191-0.00056289i,0.00081332-0.00092175i,0.00080738-0.00017704i
-0.00033648-0.00092559i,-0.0011872+2.7221e-06i,-0.001017+0.00082828i,-0.00047526+0.0024509i,0.0003894+0.0034344i,0.0013093+0.0026548i,0.0011394+0.0011508i,0.00066653-0.00017203i,0.00024277-0.00071249i,0.00031747-0.00013822i,0.00070238+0.00023461i,3.2037e-05-0.0001136i,-0.00016579-6.3096e-06i,0.00031759+0.00011628i,0.0008079+0.00024035i,0.00068003+0.00043482i,5.709e-05+0.00017954i,-0.00073241-0.00017328i,-0.00086339-0.00049876i,-0.00058343-0.00050267i,-0.00035885-0.00058808i,-0.00010243-0.00068386i,0.00022065+0.00010604i
-0.00083301+0.00097434i,-0.0020243+0.0019406i,-0.0016384+0.0021035i,0.00024212+0.0017581i,0.0014544+0.0019758i,0.0017447+0.0018459i,0.0010149+0.0008136i,0.00021334+0.00031392i,0.00019489+1.8479e-05i,0.00025022-8.669e-05i,0.00024283-0.00050775i,-3.3126e-05-0.00088435i,-0.00012708-0.0010894i,0.00027101-0.00052004i,-0.00032349+0.00047104i,-0.0010606+0.00061919i,0.00062589+0.00032499i,0.0011881+0.00058503i,0.00053417+0.00083792i,0.00017985-0.00053i,0.00044918-0.0010186i,0.00049612-0.00017931i,1.3894e-05+0.00016932i
-0.0016453+0.00050859i,-0.00068376+0.00036598i,-0.00096665+0.0010669i,-0.00047469+0.0012008i,0.00060368+0.0010758i,0.00093857+0.0010219i,0.001196+0.00076033i,0.0006679+0.00057912i,-0.00057228+0.00079512i,-0.00017827+0.00013433i,0.00020582-0.0001379i,-0.00050883+8.6063e-05i,-0.00086622-5.3031e-05i,-0.00063149-0.00027045i,0.0001897+1.6416e-05i,0.00037654+0.00040315i,0.00031376+0.00017873i,0.00068084+1.9209e-05i,0.00011577-7.9963e-05i,-0.0012061+0.00044623i,-0.00048532+0.0012535i,0.00026217+0.00084259i,0.00013251+0.00066035i
-0.00014283+0.0006007i,-0.0010636+0.00086496i,-0.0017558+0.00086125i,-0.0013117-0.00017312i,-0.00035695-0.00050773i,0.000221-0.00055416i,0.0013854+0.00036671i,0.0012709+0.0015001i,0.00066282+0.00095232i,0.000919-0.00025758i,0.00061449-0.00074279i,-9.5583e-05-0.00044786i,-0.00025624-1.7314e-05i,-5.5023e-05+0.00039927i,-7.4745e-05+2.9652e-05i,-0.00012704+6.8528e-05i,-5.9552e-05+0.00020417i,-0.0002154+0.00037788i,-0.00056659+0.0004028i,2.4493e-05+0.00011989i,0.0011434-5.4597e-05i,0.0010876-0.00014675i,0.00015757+0.00036582i
0.00033537+0.00025943i,0.00022961-0.00035165i,0.00043205-0.00056238i,0.001045+0.00070575i,0.0018345+0.00099058i,0.00246-0.00032171i,0.0016492-0.00075814i,0.00016664-0.00053434i,0.00010764-0.00028515i,0.00025111+5.0481e-05i,0.00026126-0.00044268i,0.00024736-0.00084904i,3.6003e-05-0.00081644i,0.00035649-0.0010481i,0.00088023-0.00072307i,0.00031926+0.00013671i,-0.00048827+0.0002298i,-9.7849e-05-0.00012312i,4.9541e-05+7.8206e-05i,-0.00068709-0.00011064i,-0.00028686-0.00032437i,0.00084983-0.00063502i,0.0010899-0.00066324i
0.0010519-0.00072237i,0.00023576-0.0022191i,-0.0017144-0.0023338i,-0.0022143+8.6346e-05i,-0.0014955+0.0018429i,-5.0971e-05+0.0022797i,0.0018313+0.0018315i,0.0028238+0.00087563i,0.0018063+0.00061702i,7.131e-05+0.00048884i,-0.0012589+0.00063661i,-0.00101+0.00062876i,-0.00038042-1.3866e-05i,-0.00084684+0.00014403i,-0.00097643+0.00076462i,-0.00074123+0.00060473i,-0.00045201-0.00013992i,0.00024372-2.7276e-05i,0.00070795-9.9161e-05i,0.00096519-0.00064745i,0.00063381+1.8269e-05i,1.5697e-05+0.00049023i,1.6103e-05-1.729e-05i
-0.00089235-0.0027795i,-0.0013307-0.0026337i,-0.0014013-0.0016248i,-0.001362-0.00035868i,7.2403e-05+0.0006112i,0.0010648+0.001475i,0.00083139+0.0010118i,0.00087749-7.8629e-05i,0.00040135-0.00060299i,-0.001009-0.00064249i,-0.0016701-0.0005037i,-0.001323+0.00013932i,1.5909e-06+8.0754e-05i,0.0012436-0.00014004i,0.00099456+0.000673i,0.00090042+0.00080424i,0.00074788+0.00074604i,-0.00038237+0.00042986i,-0.00060773-0.00018005i,0.00022406-0.00020242i,0.00054288+0.00022852i,0.00060351+0.00040667i,0.00020825+9.1206e-05i
-1.6248e-05-0.00037222i,-0.0013579+0.00056456i,-0.00089899+0.0012072i,0.00093183+0.001425i,0.0018829+0.0013964i,0.0023198+0.001153i,0.0024709+0.00082096i,0.0013922+6.7544e-05i,0.00061207-0.00058178i,0.0003009-0.0012026i,0.0002064-0.001423i,1.4437e-05-0.0010355i,-0.00059843-0.00054861i,8.2792e-05-0.00070677i,0.00076027-0.00031775i,7.8657e-05+0.00018458i,0.00035995+0.00036936i,0.00022212+0.00067043i,-0.00050677+0.00048462i,-6.0319e-05+0.00020773i,0.00057732-0.00036369i,0.00069305-0.0006655i,0.00038055+7.0741e-05i
0.0013869-0.0018054i,0.00097826-0.00027348i,-0.0003621+0.0010315i,-0.001701+0.0015298i,-0.001327+0.0018037i,0.00034084+0.0018733i,0.0014971+0.0020106i,0.0013339+0.0014441i,0.0015004+0.00069874i,0.0012265+0.00025999i,0.00040151+0.00010699i,-6.2108e-05+0.00041222i,0.00022241+0.0007922i,0.00057093+0.00059618i,0.00050193-0.0001151i,0.00010343+5.8746e-06i,-0.00030256+0.00023542i,-0.00027475+0.00039868i,0.00050117+4.0725e-06i,0.00043922-0.00019774i,-0.00033253+0.00018918i,-0.00048141+0.00050746i,-0.00056547+0.00032411i
7.8904e-05+0.00024064i,0.00084675+0.00062116i,0.00046513+0.0012446i,0.00056594+0.001227i,0.0010699+0.00016133i,0.0016066-0.00019626i,0.0024314+0.00038967i,0.0017399+0.0010404i,0.00041952-0.0001697i,-3.6249e-05-0.0011647i,0.00010595-0.0008811i,2.3962e-05-0.00078997i,0.00037131-0.0012768i,0.00046777-0.001618i,-7.4327e-05-0.0010102i,-0.00026274-0.00019988i,-0.0006281+0.00034477i,-0.00045447+0.00054398i,0.00025142+0.00052339i,0.00040572+0.0001466i,-7.04e-05-0.00048472i,-8.4489e-06-0.00051756i,1.6146e-05-2.7463e-06i
-0.00072672-0.00045656i,-0.00060099-0.00045472i,-0.00052745+0.0010218i,-0.00024457+0.0017894i,0.0013571+0.0020883i,0.0021305+0.0013571i,0.001443+0.0007838i,0.00092157+0.00085815i,0.0014636+0.00029687i,0.00062884-0.00073679i,-0.00047736-0.0011231i,-0.00019491-0.00044779i,-9.6579e-05-0.00062808i,4.9431e-05-0.00067696i,-0.00037309-0.00072156i,-0.00081946-0.00124i,-0.00048127-0.00034977i,0.00013587+0.00033303i,0.00013491+0.00024791i,0.00014368+0.00030216i,0.00017886-0.00017937i,1.386e-05-0.0003563i,0.00030466+3.8089e-05i
-0.0011402+1.5503e-05i,-0.0023355+0.00047923i,-0.0029618+0.00062994i,-0.002389+0.00048724i,-0.0013267+0.00095427i,-0.0006901+0.0013242i,-2.7249e-05+0.0010064i,0.00074428+0.0009532i,0.0015188+0.0018755i,0.001441+0.001385i,0.00032416-0.0003792i,-0.00096693-0.00069477i,-0.0010857-0.00036338i,-0.00019312-0.00047947i,0.00045516-0.00052257i,0.00056263+0.00016433i,0.00069493+0.0010513i,0.00019928+0.00076263i,-0.00057438-6.8416e-05i,-0.00018933-0.0001802i,0.00099615-0.00018084i,0.0011851-0.0002512i,0.00063148-0.00032398i
0.00024463-0.0011308i,-0.00043644-0.0012473i,-0.0002172-7.6893e-05i,0.00096573+0.00098375i,0.0017481+0.0019244i,0.0013953+0.0016674i,0.00059773+0.00035963i,0.00069728+0.00034751i,0.00098338+0.00069748i,0.0003904+5.9333e-05i,-0.00050979-0.00048621i,-0.00094614-0.00055208i,-0.0012525-0.00049021i,-0.001101+0.0001465i,-0.0007229+0.00017584i,0.00019083-0.00016848i,0.00080114-0.00011229i,0.00036676-0.00018092i,0.00056673-0.00034896i,0.00049897-0.0001399i,2.4586e-05-0.00021613i,-0.00070801-0.00027224i,-0.0010472-5.6231e-05i
0.00011285+0.00095386i,0.00073386+0.0008109i,0.00034079+0.00010439i,-0.0003012-0.0005576i,0.00017566-0.00056194i,0.0017769-0.00021424i,0.0021902+0.00093692i,0.00068729+0.0011684i,2.2972e-05+0.0002468i,0.00047051-7.0418e-05i,0.00053864+8.5788e-05i,-3.5634e-05-0.000145i,-0.0011088-0.00047796i,-0.0012464-0.00053838i,-0.00025957+0.00031949i,-0.00052168+0.00057972i,-0.00072221+0.00038114i,0.0004385+0.00071858i,0.0008165+0.00055526i,-0.00039859+0.00011527i,-0.00056065-0.00059749i,0.00072541-0.00085619i,0.0011269-0.00018293i
-0.00078902+0.00053497i,-0.00058458+3.5339e-05i,-0.0015063-2.5223e-05i,-0.0019681+0.0012017i,-0.00068347+0.0010555i,0.0013817+0.00051739i,0.0019744+0.00098641i,0.0012982+0.0011866i,0.0007166+0.0010321i,0.00039721+0.00063635i,0.00032933-0.00023606i,2.6888e-05-0.00088202i,0.00013729-0.00084342i,1.9775e-05-0.00039389i,-0.00024822-0.00021115i,0.00023422-2.9002e-05i,0.00094149+0.00033029i,0.00096023+0.0001752i,-0.00033761-0.00016803i,-0.00066936-0.00037939i,0.00044047-9.3179e-05i,0.001045+2.5514e-05i,0.00066233+0.00035787i
0.00017532+0.00056417i,0.0007277+0.0014143i,0.00031845+0.0030694i,3.6516e-05+0.0028425i,0.00025822+0.0017737i,0.00096177+0.0015986i,0.0011074+0.00064059i,0.00080644-9.8559e-05i,0.00055272-0.00010546i,9.7719e-05-0.00066234i,-2.9559e-05-0.00094041i,-0.00016989-0.00079104i,-0.00056606-0.0002639i,-0.00080028+3.5918e-05i,-0.00051729-6.1529e-06i,-0.00019615+0.000208i,5.7626e-05-0.00015916i,3.1341e-06-0.00012425i,-0.00045142+0.00066904i,-0.00022354+0.00042209i,-0.00041503-1.2932e-05i,-0.00018767-0.00017965i,0.00033534-8.8721e-05i
0.001678+3.9816e-05i,0.0019856+0.00065108i,0.0017494+0.00045635i,0.00054681+0.00054797i,0.00010463+0.0010783i,0.0011344+0.00099316i,0.0014833+0.00053745i,0.0011418-0.00029587i,0.00080932-0.0004985i,0.00081021+1.2068e-05i,-0.0001157+0.0003117i,-0.00074006+0.00040222i,-0.00036463+0.0002364i,0.00016143+0.00031113i,0.00039271+0.00064221i,0.00025867+0.00034814i,0.00017655-0.00089715i,0.00047703-0.0015682i,0.0007941-0.00058173i,0.00041231-0.00031965i,-0.0005394-0.0011022i,-0.00022664-0.00017164i,-3.98e-05+0.00041995i
