-0.0023526-0.00034587i,-0.0023543-2.8613e-05i,-0.0023316+0.00091185i,-0.0016678+0.00024174i,-0.0012784+0.00028846i,-0.0019696+0.0019826i,-0.0011883+0.0024676i,0.00053239+0.0022262i,0.00073099+0.0008054i,0.00074537-0.0010951i,0.00093811-0.0015233i,-7.7388e-06-0.00094553i,-0.00060719-0.00049054i,-0.00018624-0.00028741i,0.00019934-3.2738e-05i,0.000287-0.00039035i,-3.2552e-05-0.00057297i,-0.00026766-0.00020329i,-0.00061023-0.00051946i,-0.0011929-0.00076259i,-0.00054788-0.00074507i,0.00022498-0.00062048i,-0.00027105-0.00037561i
0.0059599-0.17179i,-0.0078156-0.09092i,-0.0080283-0.033375i,-0.0015415-0.015483i,0.0025578-0.0087105i,0.0042198-0.0025713i,0.0032969-0.00077436i,7.798e-05-0.0021408i,-0.0035276-0.0010823i,-0.006157+0.0016759i,-0.0071906+0.0023075i,-0.0060632-0.0002531i,-0.0035146-0.0031216i,-0.002504-0.0037786i,-0.0027639-0.0015896i,-0.0026734+0.00109i,-0.0016642+0.0018071i,-0.0015068+0.00060253i,-0.0018521+0.0002475i,-0.0013241-0.00028699i,-0.00047383-0.0016317i,-0.00019141-0.0011984i,-0.00095892-0.00080241i
-0.16216-0.075936i,-0.09037-0.030416i,-0.032466-0.0042206i,-0.011939+0.0018702i,-0.0056342+0.003109i,-0.00046365+0.0029601i,0.002201+0.0014211i,0.0015419-0.00061561i,0.0010764+0.00088344i,0.00046985+0.0058953i,0.00017283+0.010836i,0.00036456+0.012116i,-0.00030932+0.0076788i,-0.00028711+0.0037409i,0.0013743+0.0019591i,0.0033281+0.00084554i,0.0028487+0.00057285i,0.0012124+0.00068319i,-0.0010599-0.00046122i,-0.0031962-0.0021418i,-0.0030085-0.00060412i,-0.0018315+0.0012801i,-0.00098964+0.00097287i
-0.13572+0.11065i,-0.06588+0.06375i,-0.020944+0.022673i,-0.012545+0.0085412i,-0.011142+0.0037609i,-0.0077603-0.0012281i,-0.0057323-0.0024333i,-0.0029281+0.00068279i,0.0028937+0.0028625i,0.0080012+0.002838i,0.0098867+0.0027496i,0.0089224+0.0021938i,0.0060492+0.001551i,0.003794+0.0019138i,0.0035876+0.0015419i,0.0037034-0.001004i,0.0035477-0.0021712i,0.0036303-0.0010158i,0.0027361+0.00046447i,0.00067363+0.0015959i,-0.0011632+0.0020865i,-0.00059319+0.0024792i,0.00104+0.0023392i
0.049882+0.17846i,0.031293+0.091476i,0.0080827+0.030409i,0.00038955+0.014508i,-0.00043282+0.0090499i,-0.0044064+0.0031617i,-0.0082788+0.0036261i,-0.0071659+0.0059207i,-0.0023278+0.0031906i,0.0028614-0.0024514i,0.0065523-0.0071423i,0.0056516-0.0094303i,0.0010229-0.0085014i,-0.0019322-0.006004i,-0.0029486-0.0038521i,-0.0034036-0.0026903i,-0.0023651-0.002286i,-0.0011089-0.0023791i,-0.0012802-0.0012112i,-0.00095425+0.00086835i,0.00080911+0.0016634i,0.0014626+0.0010027i,0.00072874-9.1715e-05i
0.17779+0.027858i,0.092059+0.010475i,0.03072+0.0076443i,0.019375+0.0080397i,0.016395+0.0067562i,0.0078434+0.0067832i,0.0041027+0.0065337i,0.0031528+0.0044381i,-0.00048888+0.00058253i,-0.0038831-0.0037721i,-0.0051565-0.0071227i,-0.0046722-0.0061136i,-0.0027868-0.0021273i,-0.0021061+0.0012762i,-0.0015858+0.0021557i,-0.0015313+0.0002567i,-0.0027048-0.0006482i,-0.0020124-0.00066264i,-0.0010771-0.00038151i,0.00017741+0.00074342i,0.0025911+0.00040975i,0.0021188-0.0014296i,2.0528e-05-0.0020029i
0.098817-0.16407i,0.047644-0.087236i,0.020084-0.021346i,0.013244-0.0021551i,0.0064262+0.0016183i,0.0012201+0.0073185i,0.0029773+0.0073079i,0.0065007+0.0027904i,0.0045903+0.00015365i,-0.0027422+8.0276e-05i,-0.0091352+0.0015822i,-0.0093119+0.0031142i,-0.0041631+0.0030689i,0.00061073+0.0024123i,0.00096943+0.0019675i,0.00037254+0.0018081i,0.0010585+0.0024354i,0.0016513+0.0017206i,0.0018994-0.00053932i,0.0021767-0.0023224i,0.0021679-0.0026333i,0.001299-0.0011697i,6.5886e-06-0.00031534i
-0.082567-0.14486i,-0.026567-0.066313i,0.024934-0.035317i,0.01941-0.035937i,-0.00040933-0.032311i,-0.006375-0.017356i,0.00067952-0.0044732i,0.0060731-0.0022345i,0.006417-0.0010927i,0.0031876+0.00087045i,-0.0014029+0.0047401i,-0.0033886+0.0069597i,-0.0055046+0.0050612i,-0.0079834+0.0049665i,-0.0067205+0.0063564i,-0.0015226+0.0047079i,0.0019119+0.00072171i,0.00058694+0.00017691i,-0.00084428+0.00097817i,4.5687e-05-0.001534i,-8.6099e-05-0.00157i,-0.00058384+0.00086876i,0.00058442+0.00098403i
-0.1966+0.037382i,-0.10852+0.019166i,-0.042125-0.0099784i,-0.019001-0.017379i,-0.0055956-0.010262i,0.0031892-0.0085687i,-0.00069529-0.0090726i,-0.0059993-0.0051725i,-0.0043202+0.00020936i,0.0025216+0.0047081i,0.010464+0.0079679i,0.013494+0.0077576i,0.0094501+0.0049337i,0.0051842+0.0029829i,0.0041691+0.0017056i,0.0033365-0.00063801i,0.0022337-0.0017608i,0.0023166-0.0014286i,0.0012283-0.0010622i,-0.0016249-0.00045528i,-0.0024218-6.0342e-05i,-0.0011276+0.00029516i,-0.00017444+0.0013795i
-0.043352+0.19246i,-0.023822+0.10333i,-0.020677+0.033394i,-0.015699+0.017619i,-0.0070313+0.013406i,-0.0072076+0.0067973i,-0.012092+0.0049387i,-0.011478+0.0036208i,-0.006904+0.00012187i,-0.0003552-0.0041929i,0.005397-0.0081214i,0.0062996-0.008802i,0.0038863-0.0061372i,0.0032649-0.0047941i,0.0042563-0.0047365i,0.0050308-0.0045632i,0.0049283-0.0030584i,0.0040728-0.0022805i,0.0025025-0.002564i,0.00082911-0.0017469i,3.8477e-06+0.0002458i,5.2052e-05+0.00076309i,0.0010376-7.735e-05i
0.16882+0.1194i,0.093446+0.065695i,0.026425+0.038753i,0.0097018+0.031616i,0.0040208+0.018061i,-0.0052976+0.0069933i,-0.0051161+0.0070572i,0.00029941+0.0093978i,0.0034192+0.0053614i,0.0016335-0.0037612i,-0.003543-0.011353i,-0.0087304-0.01205i,-0.0096918-0.0069497i,-0.0080694-0.0022888i,-0.0070403-0.0011284i,-0.0063836-0.0014466i,-0.0056881-0.0011659i,-0.0043771-0.00060039i,-0.0033653+0.00052989i,-0.0016868+0.0016156i,-6.7887e-05+0.0019077i,0.00015971+0.0011967i,-0.00062721-0.00097962i
0.17651-0.10841i,0.097765-0.055814i,0.03856-0.0012552i,0.016468+0.0059996i,0.0054685-0.0019798i,9.318e-05+0.0015607i,0.0037644+0.0050033i,0.0088842+0.0049102i,0.0079418+0.0045402i,0.0010866+0.0042454i,-0.0056532+0.004757i,-0.0061933+0.0056779i,-0.0017706+0.0059896i,0.0016301+0.0046742i,0.00031903+0.0027107i,-0.0019527+0.001374i,-0.0032152+0.0010711i,-0.0028566+0.0015448i,-0.0010212+0.0019759i,0.0011333+0.0019358i,0.0020017+0.0012193i,0.001191+0.00010006i,0.00014499-0.00060758i
-0.034808-0.21742i,-0.019728-0.12786i,0.010164-0.052969i,0.014544-0.024806i,0.0051002-0.0073162i,0.0063722+0.0075378i,0.0096339+0.0078351i,0.0059884+0.0010985i,0.00039645-0.00079717i,-0.0037932+0.0049333i,-0.0048276+0.012695i,-0.0016869+0.014243i,0.0022052+0.0085272i,0.0025574+0.0016876i,0.0020783-0.0012371i,0.003166-0.0013573i,0.0032297-0.00065008i,0.0016794-0.00030463i,0.00055085-0.00079638i,0.00029647-0.0015914i,0.0001363-0.0020475i,0.00016839-0.0019359i,0.00035281-0.00050714i
-0.21491-0.051217i,-0.1259-0.036463i,-0.039569-0.041221i,-0.0070365-0.031761i,0.0014931-0.011067i,0.004834-0.0057328i,0.0014155-0.010746i,-0.0033425-0.013325i,-0.0042237-0.010277i,-9.4142e-05-0.0024858i,0.0056504+0.002713i,0.0067428+0.0030757i,0.0028959+0.0028191i,-0.00062341+0.0037195i,-0.001712+0.0039851i,-0.00068628+0.0037879i,0.00023216+0.0044894i,0.000542+0.0057696i,0.00082054+0.0045353i,-0.0001425+0.0004133i,-0.0020954-0.0022086i,-0.0023387-0.0021197i,-0.00058274-0.00080534i
-0.13248+0.1836i,-0.080129+0.11553i,-0.052626+0.045508i,-0.040141+0.021119i,-0.020441+0.008504i,-0.0097687-0.0060357i,-0.010772-0.0091382i,-0.010975-0.0043614i,-0.0056122-0.00085125i,0.0039808-0.0020597i,0.011416-0.0072083i,0.012024-0.011344i,0.0082289-0.009633i,0.005085-0.0042541i,0.0036166-0.0011882i,0.0021156-0.00049652i,0.0015685-0.00038268i,0.0021579-0.0014653i,0.0019018-0.0015925i,0.00026154+7.4038e-05i,-0.0011735+0.001282i,-0.0010429+0.00093141i,-0.00015878-1.3817e-05i
0.12444+0.19333i,0.077023+0.12171i,0.013588+0.07052i,-0.004603+0.048239i,-0.0016079+0.024266i,-0.0040981+0.0094318i,-0.0052646+0.012968i,-0.0028587+0.018342i,-6.7728e-05+0.015895i,-0.00016227+0.005922i,-0.003311-0.0037339i,-0.006453-0.0069468i,-0.0065355-0.0070714i,-0.0040281-0.00659i,-0.0023181-0.0067321i,-0.0014295-0.0079641i,-0.00025008-0.0079302i,-0.00076191-0.0061285i,-0.0024671-0.0039071i,-0.0025273-0.00041077i,-0.0013087+0.0025018i,-0.00025276+0.0022254i,-4.3628e-05+0.00040869i
0.22063-0.037249i,0.13439-0.031785i,0.06386-0.004885i,0.04128-0.0014322i,0.023026-0.0062688i,0.0026115+0.0012509i,-0.00083201+0.009293i,0.0041056+0.012161i,0.004557+0.009344i,-0.0021752+0.0036541i,-0.012172+0.0019527i,-0.015542+0.0058727i,-0.0096927+0.0097544i,-0.0038379+0.0087365i,-0.002219+0.0045422i,-0.001042+0.0022736i,-0.00039277+0.0021534i,-0.00028073+0.002331i,0.00049915+0.0022571i,0.0010896+0.0016487i,0.001355+0.0017835i,0.00079047+0.00092959i,-0.00090858-0.0011414i
0.047152-0.23276i,0.025992-0.15033i,0.033136-0.062884i,0.027199-0.027339i,0.0062412-0.010857i,-0.0017361+0.0027355i,0.00053922+0.0016534i,0.0041561-0.0064634i,0.0039843-0.0087565i,0.0001442-0.0032893i,-0.00084006+0.004728i,0.0013768+0.0074697i,0.0043302+0.0046525i,0.0057049+0.0011192i,0.0046713+0.00034003i,0.0024173+0.0012428i,-0.0003281+0.0014559i,-0.00203+0.00092402i,-0.001638+6.7537e-05i,0.00029547-0.00061019i,0.0017668-0.0018629i,0.001071-0.0017193i,5.8281e-05+0.00043083i
-0.18838-0.1333i,-0.12029-0.078062i,-0.037261-0.044788i,-0.0069907-0.020905i,0.00024005+0.00081547i,0.012174+0.0043137i,0.016462-0.0032656i,0.010467-0.0090554i,0.0037371-0.0081964i,0.003518-0.00068912i,0.010053+0.0053243i,0.01341+0.0042881i,0.008016-0.00072904i,-0.00061725-0.0035452i,-0.0050548-0.0039714i,-0.0050688-0.0046488i,-0.0051804-0.0039718i,-0.004599-0.0013833i,-0.0029467-8.4575e-06i,-0.0014063-0.00048726i,-0.00040521-0.0015829i,0.00038957-0.0022468i,0.0011266-0.0014735i
-0.20075+0.13554i,-0.13729+0.095859i,-0.093391+0.023674i,-0.068251-0.0080295i,-0.03199-0.008559i,-0.0076604-0.0091058i,-0.0043004-0.0082173i,-0.0063544-0.0034759i,-0.0057023+0.00041296i,0.00028899+0.00038832i,0.0062267-0.0035328i,0.0071906-0.0056853i,0.0049058-0.0035704i,0.0028773+0.00083891i,0.0020482+0.0042575i,0.0020533+0.0038524i,0.0032809+0.0022542i,0.0049535+0.0014086i,0.0039185+0.00059546i,-0.00024832-8.7187e-05i,-0.0039452-1.2386e-05i,-0.0046821-0.00086612i,-0.0018886-0.0013748i
0.049213+0.23099i,0.042409+0.15118i,0.0024781+0.079767i,-0.01421+0.048353i,-0.01217+0.02144i,-0.015473+0.0047167i,-0.020266+0.0070398i,-0.01846+0.012991i,-0.010855+0.012241i,-0.0050193+0.002339i,-0.0056044-0.0094686i,-0.0082109-0.013715i,-0.0078659-0.011497i,-0.0035495-0.0083191i,0.0014587-0.0053055i,0.0031657-0.0023143i,0.003236-0.0011496i,0.0022682-0.00151i,0.00053135-0.00064623i,-0.0015602+0.0016823i,-0.0027679+0.0032417i,-0.0015299+0.0035604i,0.00031598+0.0017745i
0.24144+0.039834i,0.17476+0.0082355i,0.10604+0.014812i,0.077881+0.01988i,0.04629+0.0069187i,0.014167-0.0012917i,0.005147+0.0010816i,0.0062332+0.004323i,0.0041997+0.0032518i,-0.0010551+0.0010393i,-0.0070285+0.0028079i,-0.0109+0.0055348i,-0.011756+0.0074908i,-0.010088+0.0073525i,-0.0070303+0.0041541i,-0.0050932+0.00031673i,-0.0050835-0.0015773i,-0.0046634-0.00072788i,-0.0034708+0.00078423i,-0.00048455+0.0020357i,0.0028334+0.0026604i,0.0040951+0.0019124i,0.0031039+0.0011565i
0.12336-0.2035i,0.06562-0.13894i,0.033312-0.05079i,0.01621-0.019645i,0.00051441-0.0097517i,-0.0022007+0.0040301i,0.0043495+0.0033813i,0.010322-0.0040014i,0.01033-0.0051646i,0.0047063-6.5773e-05i,0.00098536+0.0087354i,0.0019302+0.014336i,0.0057074+0.013563i,0.0082967+0.0099741i,0.0073334+0.0057778i,0.0058617+0.0028088i,0.0051683+0.0001578i,0.0039038-0.0018672i,0.0027539-0.0016371i,0.0027878-0.00093264i,0.0026137-0.0016286i,0.0012876-0.0022082i,-0.00033194-0.001001i
-0.15123-0.19502i,-0.12805-0.1215i,-0.062226-0.060526i,-0.033104-0.025898i,-0.024935+0.0047551i,-0.0083191+0.021357i,0.0017926+0.019959i,0.0028928+0.012309i,0.0032871+0.0061428i,0.0046162+0.0040368i,0.0084476+0.002841i,0.010219-0.0014521i,0.0073965-0.0061552i,0.0031086-0.0091566i,0.00072209-0.0096743i,0.00041767-0.0065497i,-0.00047618-0.0021277i,-0.0016442+0.00041798i,-0.0019479+0.00070896i,-0.001307-0.00089522i,-0.001026-0.0030393i,-0.0011018-0.0037035i,-0.0002526-0.0022186i
-0.23557+0.065301i,-0.16067+0.054881i,-0.078435-0.009939i,-0.032546-0.040027i,-0.0041686-0.029003i,0.0066297-0.021997i,0.001713-0.018401i,-0.0037745-0.010884i,-0.0054665-0.0036608i,-0.0012961-0.00070177i,0.0053874-0.0021407i,0.0070096-0.0035997i,0.0029481-0.0021765i,-0.0016081+0.0015159i,-0.0041168+0.0025328i,-0.0059518+0.0011417i,-0.0059055+0.0020097i,-0.0036223+0.0043165i,-0.001523+0.0036442i,-0.0013817+0.00062511i,-0.0022263-0.0014605i,-0.0028127-0.0015519i,-0.0013096-0.001141i
-0.019264+0.23998i,0.016605+0.18133i,-0.001545+0.10478i,-0.020135+0.062674i,-0.011555+0.025399i,-0.006461-0.0041404i,-0.012061-0.011856i,-0.015447-0.0091499i,-0.013623-0.0048767i,-0.010257-0.0038761i,-0.010036-0.0063161i,-0.0086022-0.0066115i,-0.0026233-0.0055143i,0.0037629-0.0039531i,0.005645-0.00064339i,0.0058266+0.0010327i,0.0059128-0.0019863i,0.0045008-0.0054453i,0.0018939-0.0044816i,-0.0016769-0.0012086i,-0.0035949+0.0016829i,-0.0034891+0.0037913i,-0.0031611+0.0035648i
0.217+0.10525i,0.17401+0.0565i,0.095823+0.056096i,0.058222+0.070083i,0.03329+0.053397i,0.012352+0.030825i,0.010001+0.022618i,0.012296+0.016382i,0.0081065+0.0088236i,-0.00031253+0.0018825i,-0.0083815-0.0024335i,-0.013883-0.0041945i,-0.016384-0.0044225i,-0.015243-0.0031024i,-0.010594-0.0013952i,-0.0035514-0.0011185i,0.00082745-0.0021773i,-7.3569e-05-0.0025908i,-0.0012688-0.0011733i,-0.00090706+0.0019246i,-5.9992e-05+0.0036768i,0.0012661+0.0033763i,0.001735+0.0019569i
0.16025-0.16521i,0.07857-0.1559i,0.020682-0.10062i,0.0077344-0.07244i,-0.0031-0.049787i,-0.013539-0.019802i,-0.0076892-0.002858i,0.0043237+0.0028849i,0.009525+0.0055534i,0.0090572+0.0094945i,0.0094012+0.014657i,0.00965+0.016071i,0.0077017+0.01605i,0.0057579+0.01586i,0.0040569+0.011163i,0.00078422+0.0055363i,-0.0014577+0.0044758i,-0.0015165+0.0045186i,-0.00056002+0.0025662i,0.0019226+0.00019855i,0.0043324-0.0020997i,0.0042645-0.003864i,0.0024718-0.0035323i
-0.093587-0.22099i,-0.10464-0.14567i,-0.05845-0.064124i,-0.033835-0.031771i,-0.030093-0.014081i,-0.019991+0.0038488i,-0.015811+0.008591i,-0.015787+0.0056736i,-0.0098066+0.0047059i,-0.0021991+0.0055828i,0.0052418+0.0071826i,0.012705+0.0064957i,0.017141+0.00096993i,0.017222-0.0061029i,0.01275-0.0092873i,0.0060065-0.0092753i,0.00052855-0.0070776i,-0.0021671-0.0044829i,-0.002473-0.0017417i,-0.0014041-0.0013201i,2.2953e-05-0.0030392i,7.4288e-05-0.0040414i,-0.00073268-0.0021525i
-0.2251+0.0089051i,-0.15056+0.050363i,-0.040197+0.034214i,0.017749+0.018575i,0.035853+0.020629i,0.042036+0.012564i,0.035959-0.00082412i,0.020123-0.0075806i,0.0050256-0.0092488i,-0.0019668-0.011504i,-0.0046203-0.017139i,-0.0075604-0.017484i,-0.010351-0.012445i,-0.010859-0.0079939i,-0.0091556-0.0039216i,-0.0058492-0.0006764i,-0.0029088+0.00075794i,-0.0010205+0.0020986i,0.00021323+0.0023262i,-0.0009524+0.00091662i,-0.0027904+3.7829e-05i,-0.00275+0.00069588i,-0.002022+0.00028732i
-0.075224+0.22486i,-0.029036+0.18816i,-0.034243+0.090648i,-0.049923+0.028878i,-0.033652+0.0036891i,-0.015258-0.010791i,-0.0088066-0.016776i,-0.0045138-0.015773i,-0.0011402-0.012109i,0.0011033-0.008777i,0.00023469-0.0087083i,-0.0019169-0.0070421i,-0.0024072-0.0016624i,-0.000784+0.0027435i,8.9086e-05+0.0049983i,-0.00012379+0.0068762i,0.0027221+0.0076076i,0.0057842+0.0047816i,0.0038292+0.00081151i,-0.00045529-0.0013651i,-0.0033916-0.0009734i,-0.0045105+0.0012432i,-0.004182+0.0020865i
0.17873+0.12752i,0.16594+0.059783i,0.078195+0.034867i,0.01077+0.05119i,-0.015589+0.042571i,-0.024951+0.024078i,-0.025147+0.023923i,-0.015644+0.027394i,-0.0056702+0.023466i,-0.0036561+0.019261i,-0.0043745+0.02058i,-0.001089+0.016868i,0.0021352+0.0039044i,0.00066016-0.0060685i,-0.0020096-0.0067335i,-0.002279-0.0041898i,-0.0025867-0.0039708i,-0.0029004-0.0049569i,-0.0024157-0.0036837i,-0.0018897-2.8884e-05i,-0.00016005+0.0032521i,0.0020368+0.0044351i,0.0030423+0.0039629i
0.18829-0.12885i,0.1236-0.16268i,0.073224-0.12423i,0.074321-0.081563i,0.059902-0.052431i,0.028982-0.028328i,0.014916-0.013209i,0.0096816-0.0028334i,0.0033856+0.0052329i,-0.0026514+0.0086508i,-0.0056353+0.010815i,-0.0070168+0.011974i,-0.0092164+0.01244i,-0.0081899+0.013297i,-0.0030962+0.011173i,0.0010032+0.0038495i,1.8552e-05-0.001368i,-0.0029127-0.00091801i,-0.0024975+0.00050582i,0.00078755+0.0013631i,0.0039321+0.0017807i,0.0052764-2.258e-06i,0.0041609-0.0009737i
-0.054171-0.20335i,-0.10881-0.13233i,-0.094357-0.040111i,-0.059152-0.015584i,-0.037622-0.014029i,-0.024271-0.0019244i,-0.015971-0.0017553i,-0.0094872-0.010051i,-0.0019095-0.012624i,0.0073514-0.012604i,0.015859-0.014083i,0.017179-0.011207i,0.014472-0.0029846i,0.014732+0.0016809i,0.013106-0.00071823i,0.0075427-0.0023739i,0.0045208-0.0012756i,0.0035534-0.0004204i,0.0012376-0.00028242i,0.00032878-0.0014139i,0.00079203-0.0034291i,0.00051637-0.004112i,0.00021757-0.003026i
-0.21347-0.021128i,-0.16443+0.05588i,-0.056623+0.090421i,-0.0047709+0.088898i,0.0040909+0.07336i,0.014934+0.052795i,0.021778+0.036886i,0.020818+0.02157i,0.015172+0.0057145i,0.0096749-0.0023115i,0.0097273-0.0062728i,0.0096411-0.012678i,0.0063066-0.017071i,0.00073237-0.015839i,-0.0047366-0.011445i,-0.0064827-0.005461i,-0.0057178-0.00054599i,-0.0038515+0.0017241i,-0.0012913+0.0021441i,-0.0011564+0.00030187i,-0.0018897-0.001506i,-0.0026525-0.0018381i,-0.0023712-0.0018764i
-0.096594+0.17927i,-0.02621+0.14808i,0.011614+0.029175i,0.0073495-0.047961i,0.0059394-0.053997i,0.0093495-0.044694i,0.0077985-0.035691i,0.0036294-0.021859i,-0.0026015-0.0081323i,-0.012045+0.00071297i,-0.022296+0.0053341i,-0.024711+0.0084756i,-0.019106+0.0097365i,-0.012412+0.0083808i,-0.006451+0.0051791i,-0.0029483+0.0028701i,-0.0017868+0.0018031i,0.0013975+0.0016591i,0.0035096+0.00069309i,0.0011492-0.00045319i,-0.0020367-0.00068311i,-0.0034775+7.7812e-05i,-0.0035337+0.001123i
0.15153+0.1543i,0.15824+0.089614i,0.06136+0.030171i,-0.025671+0.017158i,-0.046899+0.012481i,-0.043854+0.0039518i,-0.042957+0.0011426i,-0.0397+0.0046653i,-0.027756+0.0085989i,-0.014784+0.0062003i,-0.010336+0.0049957i,-0.0067024+0.0084334i,0.00069702+0.0077999i,0.0045809+0.0029276i,0.0033305-0.00072717i,0.001698-0.0012807i,0.003503-0.0022918i,0.0036759-0.0044699i,-0.00086903-0.0042933i,-0.0037585-0.0011404i,-0.0030844+0.0021717i,-0.00096653+0.0040158i,0.00084723+0.003803i
0.18796-0.092712i,0.14407-0.13258i,0.095423-0.074937i,0.093627+0.0057934i,0.079795+0.032836i,0.047905+0.028015i,0.032777+0.02443i,0.026396+0.019937i,0.018826+0.014038i,0.018127+0.011245i,0.024255+0.0089481i,0.024937+0.0014993i,0.014814-0.0067275i,0.0025832-0.0052066i,-0.0013755+0.0014846i,-0.00043688+0.0026896i,-0.0017954-9.0879e-05i,-0.0040209+3.2062e-05i,-0.0035212+0.0016785i,-0.00092642+0.0021258i,0.0015467+0.0019617i,0.0033259+5.3859e-05i,0.0044985-0.0017006i
-0.036694-0.20769i,-0.11321-0.17405i,-0.1164-0.094084i,-0.064962-0.063467i,-0.025358-0.053232i,-0.011669-0.034593i,-0.0040689-0.024992i,0.0043293-0.020537i,0.0092962-0.01281i,0.0086382-0.0046747i,0.0072063-0.00084301i,0.0035881-0.00069179i,-0.0020385+0.0029703i,-0.001564+0.0077202i,0.0040667+0.0054848i,0.005592-1.9989e-05i,0.0026222+0.0002622i,0.00052837+0.0029971i,0.00040644+0.0017071i,0.00060616-0.00027074i,0.0012345-0.0010331i,0.0015036-0.002195i,0.00064914-0.0026491i
-0.18063-0.026744i,-0.16622+0.068449i,-0.09752+0.1206i,-0.068183+0.10173i,-0.057581+0.06766i,-0.036125+0.050119i,-0.023714+0.040431i,-0.017063+0.027647i,-0.0092929+0.0081777i,-0.0091994-0.0097408i,-0.012898-0.017635i,-0.011516-0.014538i,-0.0054322-0.0070571i,-0.0015905-0.0057963i,-0.0032825-0.0077043i,-0.0056209-0.0053664i,-0.0027364-0.0019936i,0.00056476-0.00065753i,5.1433e-06+0.001079i,-0.0013081+0.0018675i,-0.0018876-0.00053591i,-0.0032956-0.0024789i,-0.0037355-0.0023884i
-0.10088+0.16248i,-0.0070266+0.15258i,0.09005+0.046918i,0.11224-0.029106i,0.081874-0.039402i,0.054986-0.032592i,0.041783-0.024628i,0.027159-0.017092i,0.008848-0.010363i,-0.0013185-0.0043641i,-0.0045892-0.0040161i,-0.0081971-0.0074001i,-0.008798-0.0090832i,-0.0072786-0.0070451i,-0.005626-0.0014755i,-0.0028022+0.003037i,-0.0010351+0.0033101i,0.00060617+0.0020153i,0.0031303+0.00027844i,0.0027259-0.0020491i,0.00074657-0.0026774i,-0.0006975-3.9157e-05i,-0.00122+0.0019395i
0.11228+0.14134i,0.12297+0.063321i,0.04131-0.032538i,-0.036271-0.062839i,-0.052362-0.051596i,-0.046308-0.042727i,-0.040936-0.035357i,-0.034136-0.021255i,-0.02347-0.00039638i,-0.011496+0.017411i,-0.0057536+0.025985i,-0.0031392+0.027781i,0.00069034+0.023067i,0.0037246+0.014266i,0.0056245+0.0052516i,0.00545-0.0013159i,0.0031984-0.0039161i,0.00046355-0.0050255i,-0.0024937-0.0062428i,-0.0036983-0.0047743i,-0.0019918-0.0011868i,0.00031702+0.0022368i,0.0015138+0.0033664i
0.18227-0.063324i,0.14336-0.083398i,0.054378+0.0058594i,0.010705+0.10989i,0.0094149+0.12531i,0.00646+0.096074i,0.0012631+0.074924i,0.0032766+0.05579i,0.0060975+0.033455i,0.0060792+0.017673i,0.0089221+0.012695i,0.014602+0.010439i,0.014832+0.0054004i,0.0086214+0.0016283i,0.001371+0.002243i,-0.0016951+0.0026679i,-0.0013342-0.0013118i,-0.0023881-0.0014249i,-0.0039146+0.0036311i,-0.003585+0.0067029i,-0.0014136+0.0061794i,0.00070399+0.002246i,0.00071306-0.0013217i
-0.012265-0.18736i,-0.074746-0.17621i,-0.060265-0.11438i,0.0092228-0.078569i,0.039672-0.056795i,0.036988-0.033707i,0.036788-0.025592i,0.034353-0.024221i,0.029051-0.020506i,0.024364-0.020539i,0.020283-0.024411i,0.012937-0.028477i,0.00064757-0.02577i,-0.0051109-0.014828i,-0.0025539-0.0055104i,-0.0010941-0.0011949i,-0.0022421+0.0023085i,-0.002641+0.0041808i,-0.0002273+0.0020846i,0.0026092+0.00012044i,0.0029184-0.00060043i,0.0014603-0.0019766i,0.00062144-0.0026395i
-0.19076-0.037121i,-0.21554+0.031238i,-0.16626+0.046419i,-0.1195-0.0032705i,-0.090912-0.033993i,-0.065423-0.03064i,-0.050927-0.02325i,-0.038234-0.014861i,-0.019286-0.0092771i,-0.0091066-0.009007i,-0.010939-0.0091044i,-0.013134-0.0069679i,-0.0096021-0.0014396i,-0.0036384+0.00022335i,-0.00077159-0.004953i,-0.0023465-0.0060594i,-0.0031049-0.0016884i,-0.0016176-0.00032056i,-0.0013964-0.0019054i,-0.001341-0.0020777i,0.00015688-0.0018713i,0.00029074-0.0024234i,-0.0014064-0.0021026i
-0.077141+0.13276i,0.030868+0.15911i,0.1383+0.12351i,0.15+0.082801i,0.10836+0.052429i,0.072523+0.033719i,0.047319+0.032196i,0.027302+0.026978i,0.0035958+0.013423i,-0.015649+0.008843i,-0.019561+0.0098264i,-0.013009+0.010165i,-0.0010593+0.0093089i,0.0047611+0.0057841i,0.0017826+0.0040478i,0.00076026+0.0038444i,0.0034429+0.00034977i,0.0047248-0.0015188i,0.0053368+0.00080301i,0.0053723+0.0018136i,0.0032238+0.00010838i,0.00057249+0.00037853i,-0.0016805+0.0018344i
0.10896+0.13208i,0.14054+0.056732i,0.083354-0.05446i,0.012637-0.093395i,-0.012928-0.069093i,-0.011705-0.050252i,-0.004982-0.045156i,-0.0056346-0.037094i,-0.011416-0.019176i,-0.0076998-0.0012184i,-0.001284+0.0064231i,-0.0015394+0.0077125i,-0.0041835+0.0052003i,-0.0045381+0.0026701i,-0.0012209+0.0037088i,0.003389+0.0039913i,0.0046778+0.0025831i,0.0027479-0.00032912i,0.000187-0.0047056i,-0.0016255-0.0076041i,-0.0026509-0.0055409i,-0.0011882-0.0011663i,0.0025451+0.00056311i
