-2.2823e-05+0.0011896i,-0.00054163-8.2322e-05i,-0.0012533-0.0011055i,-0.0010887-0.00076182i,-0.0018472+0.00021418i,-0.0025887+0.00093192i,-0.0022351+0.0012297i,-0.00089119+0.0014429i,0.00065173+0.0012046i,0.001147+0.00042274i,0.0015725-3.5717e-05i,0.00071761-0.00043682i,0.00020578-0.0007123i,0.00019386-0.00033439i,-5.5158e-05-0.00032668i,-7.291e-05-0.000315i,0.00013436-1.516e-05i,0.00053862-0.00068226i,-3.4374e-05-0.00079402i,-0.00029998+1.6077e-05i,-0.0004452-0.00047792i,-0.00079209-0.0011978i,-0.00059361-0.00085433i
-0.0023866+0.00011574i,-0.0023262+0.0001525i,-0.0013691+0.00044967i,-0.0004027+0.00026756i,-0.00088796-0.00032692i,-0.0014227+9.0931e-05i,-0.0012132+0.00038598i,-0.00082897+6.0678e-05i,-0.00050839-0.00031282i,-0.00054221-0.00090569i,-0.00073753-0.0007491i,-0.00030769-0.00041925i,-0.00038513-0.00046482i,-0.00089584-0.00095479i,-0.0012279-0.00062885i,-0.00050229-0.00024673i,0.00013172-0.00097663i,0.00046963-0.0020231i,0.0011332-0.0012707i,0.00095549+0.00027826i,0.0002541+0.00022937i,0.00018227+4.2753e-05i,-0.00052918+0.00069588i
-0.0012242+0.0002294i,-6.2488e-06+0.00068562i,0.00059312+0.0018703i,0.0006961+0.0018595i,0.0012227+0.00079509i,0.0016395-3.434e-05i,0.00081901+0.00053199i,-0.00058783+0.0011592i,-0.00058198+0.00057706i,0.00016383-0.00032849i,7.9026e-05-0.00083541i,6.7967e-05-0.00080417i,0.00029172-0.00045378i,0.0003591-0.00025412i,0.00034789-0.00081656i,0.00039673-0.0010968i,0.00015899-0.0009892i,7.9741e-05-0.0006438i,-0.00060023-0.00026657i,-0.0011551+9.5795e-05i,-0.0010938-0.00025025i,-0.00047636-0.00089526i,0.00056093-0.0006786i
-3.258e-05-0.0023823i,-0.0012878-0.0024626i,-0.0031194-0.0021537i,-0.0021689-0.00080899i,-0.0011312+0.000176i,-0.0018208+0.00067297i,-0.0020451+0.00084974i,-0.001017+0.00040134i,-0.00054013+0.00019958i,-0.00026749-0.00019671i,0.00076501-0.00085107i,0.00091162-0.00078683i,0.001102+0.00010757i,0.0012277+0.00063381i,0.00026076+0.00029662i,-0.00078595+0.00018401i,-0.00047736+0.00045704i,0.00039965+0.00033871i,-9.4095e-05-0.00013695i,-0.001302-3.0427e-05i,-0.00060956+0.00056678i,0.00050129+0.00013087i,0.00095706-0.00059007i
-0.0004214-0.0011735i,-0.00032774-0.00092211i,0.00048725-1.023e-05i,-4.0879e-05+0.00064781i,-0.00065463+0.00021953i,-0.00063862+0.00069768i,-0.00070888+0.0015726i,-0.00018674+0.0014343i,0.00054465+0.0012672i,0.00084034-0.00023841i,0.00081789-0.0012649i,0.0008189-0.0008698i,0.0012498-0.00035721i,0.001337-4.4141e-05i,0.00028289+0.00034283i,-6.577e-05+0.00037124i,0.00036347+0.00011198i,0.00068784+3.4803e-05i,0.00046025+4.9297e-05i,0.00024443+4.3178e-05i,0.00029367-0.00034849i,-0.00048781+8.228e-05i,-0.00047709+0.00047427i
0.0025682-0.0010416i,0.00090112-0.00080537i,-0.00058556-0.0010145i,-0.001347-0.00090175i,-0.00097344-0.00049059i,-0.00066181-0.00031613i,-0.00039048-0.00048846i,-0.00031474-2.8625e-05i,-0.00023862-3.4808e-05i,0.00039641-0.00081093i,0.0001373-0.00048989i,-0.0011504-0.00052371i,-0.00089239-0.00045709i,-0.00010624+2.0995e-05i,-0.0007333-0.00034227i,-0.00040938-0.0013916i,0.00064721-0.0011568i,0.00095473-0.00035122i,0.00041783-3.123e-06i,-9.4247e-05-8.0904e-05i,-7.722e-05-0.00013802i,-5.0044e-05-2.1679e-05i,3.3538e-05+0.00036304i
-0.00078106-0.00090162i,-0.0020605-0.001758i,-0.00057144-0.0018994i,0.00015599-0.0015237i,-0.0011453-0.0011672i,-0.0027544-0.00027154i,-0.0026978+0.00064946i,-0.0014798+0.0010635i,-0.00063328+0.0010273i,-0.00062355+0.00093098i,-0.00039767+0.0002316i,-0.00011924-0.0005033i,-0.001011-1.4759e-05i,-0.0014531+0.00056705i,-0.0010792+0.00017812i,-0.00050173-0.00040054i,-0.00018819-0.00053477i,-0.00054624-0.00033535i,-0.00041035+0.00037927i,-0.00022717+0.0008852i,-0.00014361+0.0010104i,-4.1314e-05+0.00036746i,0.00011237-0.00016635i
-0.00076598-0.00028739i,-0.00015065+0.00049226i,0.0013932+0.00058422i,0.0017751-0.00039635i,0.00099471-0.00075363i,3.6726e-05-0.00021885i,-0.00072087+0.00082757i,-0.0010728+0.00039294i,-0.0010137-0.00098567i,-0.000814-0.0016102i,0.00016054-0.0012918i,0.00076445-0.00089551i,-0.00012902-0.00089851i,-0.0012666-0.00096417i,-0.0010358-0.0010195i,0.00021595-0.0011435i,0.00061779-0.00067166i,0.00061733-0.00042462i,0.00041205-0.00034147i,-9.2156e-05+0.0006157i,-0.0005117+0.0010724i,-0.0002191+0.00033387i,-6.1656e-06-0.00011034i
0.00038594-0.00089432i,-0.0015343-0.0015312i,-0.0031595-0.0023116i,-0.003227-0.001497i,-0.0023616+0.00013406i,-0.001403+0.001512i,-0.0010292+0.0017675i,-0.0002288+0.00096037i,0.00085738-3.6392e-05i,0.00063769-0.00030181i,1.8064e-05-0.0006053i,-0.00043197-0.00099742i,-0.00039538-0.00083708i,-0.00015107-0.0002845i,-0.00028096+9.095e-05i,-0.001177+0.0002723i,-0.0016968-0.00011198i,-0.0010902-4.1363e-05i,-0.00023017+0.00027982i,0.0001933+0.0011498i,0.00041542+0.0013903i,0.00057893+0.00078051i,0.00055717+0.000356i
-0.00048025-0.0015384i,-0.0007884-0.0018593i,-0.00099229-0.00084882i,-0.00046975+0.00080645i,0.00033844+0.0013376i,4.3333e-05+0.0010663i,-0.00069518+0.00079006i,-0.00036088+0.00025768i,-6.1372e-05-0.00094278i,-0.00010153-0.0011522i,0.00064512-0.00011075i,0.0012612+0.0001811i,0.00086855+0.00052712i,0.00057456+0.0010383i,0.00057797+0.00075032i,0.00027027+0.00023772i,0.00063632+2.013e-06i,0.00071538-0.00024329i,-0.00013104-0.00078591i,-0.001034-0.00065203i,-0.0010714+5.5595e-05i,-0.000664+0.00044455i,-0.00094045+7.579e-05i
-4.8956e-05-0.00020978i,-0.0006359+0.00082391i,-0.00048195+0.00092241i,-0.00020493+0.00081867i,-0.00029719+0.00081409i,-0.00080005-2.5789e-06i,-0.00043159-0.00049176i,-0.00011602-0.00015396i,-3.9405e-05-0.00016479i,0.00058418-0.0011067i,0.00068986-0.0017166i,0.00066694-0.0017816i,0.00087104-0.0010604i,0.00025541-0.000478i,-0.0004891-0.00027559i,-3.0154e-05+0.00033467i,0.00011547+0.00043572i,0.00019839-0.0001939i,0.0011289-0.00023112i,0.0011954-0.00012336i,0.0007425+0.00014199i,0.0011761+0.00078601i,0.001442+0.00061837i
0.00091855-0.00082868i,0.00046802-0.00075642i,0.00035085-0.0012411i,0.00050074-0.0007806i,0.00015201+0.00026357i,-0.00027752+0.00081546i,-0.00021501+0.00083666i,0.00029667+0.00047985i,-4.1323e-05-0.00012356i,-0.0010854-0.0010831i,-0.0011001-0.00042734i,-0.00023708-0.00013012i,0.00051713-0.00028319i,0.00041486+1.697e-05i,7.6063e-05-0.00017463i,0.0001041-0.00059472i,0.0003463-0.00056759i,0.00050604-0.00024717i,0.00041385-0.00078951i,0.00027508-0.00064458i,0.00023858+0.00022961i,0.00041138+0.00030699i,0.00058978+6.3948e-05i
0.0022918-0.00053901i,0.00080326-0.001556i,0.00042026-0.0023417i,0.00031287-0.0019435i,-0.00053899-0.001118i,-0.0012686-0.00073139i,-0.0013527-5.6757e-05i,-0.00095791+0.0004037i,-0.00011799-0.00010688i,0.0003484-0.0011851i,0.00032176-0.0018093i,-4.6436e-05-0.0019439i,-0.00043809-0.001446i,-0.00053168-0.00096253i,-0.0012006-0.00096733i,-0.0015954-0.0006802i,-0.0013264-0.00043039i,-0.00083403-4.7436e-05i,-0.00029597+0.00015013i,-0.00048924+0.00017012i,-0.00043442+0.00013716i,-9.8409e-05-6.3008e-05i,-8.5112e-05+0.00010705i
-0.00033696-0.0021004i,-0.0012917-0.0019419i,-0.0019689-0.00048299i,-0.0024882+0.0010451i,-0.0015003+0.0010938i,-0.00056796+0.00087271i,0.00021252+0.00083324i,0.00083044+0.00032268i,0.0005231-0.00017292i,0.00011281-0.00060211i,-4.7879e-05-0.00032572i,0.00038588+0.00013369i,0.00076343+0.00079251i,-0.00031438+0.0010833i,-0.001167+0.00056336i,-0.00015161-0.00020021i,0.00058061-0.00043908i,-0.00020656+0.00022621i,-0.00041594+0.00059627i,0.00015597+0.00085897i,-0.00016768+0.0003588i,-0.00051404-0.00018973i,-0.00020954-9.3378e-05i
-0.0040399+0.0011263i,-0.0032788+0.0011759i,-0.0020438+0.0021155i,-0.00040045+0.0019602i,-6.608e-05+0.00020792i,-0.00029693-0.0015076i,-0.000882-0.0016429i,-0.001695-0.00056219i,-0.00095179-4.8022e-05i,0.00078108+1.1917e-05i,0.001696+0.0004331i,0.0012768-5.3591e-05i,0.00025595-0.0006732i,-4.3116e-05-0.00016108i,0.00024884+3.2517e-05i,0.0006166-0.0006321i,0.0004013-0.00053474i,-0.00033568+0.00017849i,-0.00031213+0.00066303i,-0.00042447+0.00080027i,0.00014157+0.00019997i,0.0011477-8.1582e-05i,0.00064145-0.00032856i
0.00047442-0.0019011i,-0.00071517-0.00083442i,-0.00097955+0.001027i,0.00025585+0.0012601i,0.00067489+0.00033657i,-3.0362e-06-0.00024448i,-0.00053911-4.5715e-05i,-0.00036724+0.0004223i,-9.9371e-05+0.00027133i,-0.00030662+0.00029502i,0.00010414+0.00041476i,0.00038305+0.000882i,-0.00036708+0.00079465i,-0.00066009+0.00010438i,2.5661e-05-0.00022173i,0.0010908-0.00019894i,0.00045218-6.9791e-05i,0.00020938-0.00049808i,0.00082522-0.00060579i,0.00021909-0.00059886i,-1.1832e-05-0.00021727i,4.5661e-05+0.00044557i,-0.0001798+0.00014798i
0.0024227+0.00044871i,0.001564-0.0010606i,-0.00051938-0.0020672i,-0.0022347-0.0017312i,-0.0021754-0.0016185i,-0.0017066-6.4603e-06i,-0.00081618+0.0010439i,-0.00026743+0.00037105i,0.00037042-0.00037491i,0.00050842-0.00091117i,-0.00019574-0.00099231i,-0.00084362-0.00041399i,-0.00066187+0.00011171i,-0.00055954-0.00010722i,-0.0012782-0.00027314i,-0.0021651-0.0005103i,-0.0016714-0.00063708i,-0.00060427-0.00016534i,-0.00058294-0.0002674i,-0.00020116-0.00062195i,1.6177e-05-0.00025367i,5.9671e-05-9.5888e-05i,0.00034219+0.0001316i
-0.0034361-0.0020526i,-0.0026809-0.00092897i,-0.0022595+0.001065i,-0.00080842+0.0019474i,-0.00010533+0.0019853i,-0.00042635+0.0011273i,-0.00035754-0.0004875i,-0.00049175+0.00018748i,-0.00040732+0.0010156i,-0.00016399+0.0004813i,-0.00013481+0.00048426i,-0.00030412+0.00028198i,-0.00087707-0.0011049i,-0.0012875-0.001674i,-0.00088601-0.00073025i,-0.00030614+0.00023185i,0.00034612+0.00051162i,0.00096746+0.00078449i,0.00044581+0.0010416i,-0.00023455-4.7304e-05i,-0.00059324-0.00091397i,-0.00045509-0.00073244i,-0.00041257+3.0451e-05i
-0.0045116-0.00071143i,-0.0036698-3.3251e-05i,-0.0012186+0.0013823i,0.0007336+0.001947i,0.0011382+0.00071251i,0.0010876-0.00018256i,0.0012816-0.00024148i,0.00087355-5.3807e-05i,-0.00014017-0.00022332i,8.3394e-05-0.0004462i,0.00097941-0.00019657i,0.00093739+0.00022107i,-5.3641e-05+0.00013468i,-0.0009653+0.00052734i,-0.00056851+0.00037877i,0.00069062-0.0004046i,0.0010599-0.00075987i,0.00082363-0.00077789i,0.00084718-0.00066936i,-0.0001907-0.00032205i,-0.0013653-0.00022946i,-0.0010084-0.00079245i,-0.00030767-0.00072415i
0.002463-0.0005766i,0.00040227-0.00042129i,-0.0012049-0.0013681i,-0.0016499-0.0010891i,-0.002152+0.00027651i,-0.002026+0.0017901i,-0.0010828+0.0015783i,-4.0533e-05+0.00054022i,0.00030285+5.2375e-05i,1.9368e-05-0.00029065i,-0.00035156-0.00039354i,-0.00089918-0.00055337i,-0.0016696-0.0010631i,-0.0018667-0.00079908i,-0.0010829-0.00061662i,-0.0001808-0.00061995i,-0.00037692-0.00017753i,1.2353e-05+0.00037409i,0.0001976+0.00015984i,-0.00078166+0.00049562i,-0.00074931+0.00079055i,-0.00054228+0.00023204i,-0.00082005-5.6057e-05i
-0.00047124-0.0036056i,-0.0012553-0.0027834i,-0.0023101-0.0019146i,-0.0023315-0.00037899i,-0.0021633+0.0015191i,-0.0016619+0.0026413i,-0.00078533+0.0014324i,-0.00034653-0.00019547i,-2.0029e-06-0.00052096i,1.7475e-06-0.00027321i,0.0002322+0.00028269i,0.00059011+0.00077959i,0.00072724+0.00093382i,0.00024647+0.00015968i,0.00034801-0.00031835i,-0.00027414+0.00035209i,-0.0012309+0.00060249i,-0.0003559+0.00051149i,4.7261e-05+0.0003028i,-0.00011433-5.8383e-05i,0.0003554+0.00010283i,0.00026634+0.00017053i,0.00011837+0.00020026i
-0.00084243-0.0024164i,-0.0020619-0.0019589i,-0.0026678-0.0014827i,-0.0013844-0.00030352i,-0.00085015-1.2196e-05i,-0.00078219+0.0003929i,-0.00097126+0.00069649i,-0.0012765+0.00015942i,-0.00047293+4.717e-05i,8.0814e-05-8.0209e-05i,-7.286e-05-0.00037393i,-0.00032432-0.00062555i,-0.00016008-0.00044991i,-0.0004144-0.00067611i,-0.00062883-0.00078629i,-0.00031398-0.00019928i,3.8207e-05+0.00031194i,0.00011813+0.00051938i,-0.00039419-0.00044263i,-0.00060098-0.0011133i,-0.00052499-0.0003596i,-0.00010152+0.00028415i,0.00062408+0.00015199i
0.0019218-0.0012165i,0.0018997-0.00077504i,0.00040537+0.00047486i,-0.00014994+0.00064139i,-7.7409e-05-0.00010179i,0.00028952-0.00066547i,0.00030408-0.0001283i,-0.00055828+0.00015864i,-0.00034421+0.00069991i,-0.00017584+0.0004357i,0.00015349-0.00012884i,0.00047415+1.8664e-05i,0.00013534+1.2665e-05i,0.00045269+0.00034142i,0.0011964+0.00043731i,0.0010378+3.1827e-05i,0.00093816-4.1849e-05i,0.0011411-0.00031244i,0.00066473-0.00074327i,0.00026162-0.00082079i,-0.00034271-7.4462e-05i,-0.00033876+0.00048603i,0.00076896+0.00029571i
-0.0014495+0.0027003i,-0.0017566+0.0022451i,-0.00057128+0.00046397i,-0.00076662-0.00083394i,-0.0017864-0.0012246i,-0.0011623-0.00072784i,0.00076462-0.00031161i,0.0015121-0.00016802i,0.0013588-3.4376e-05i,0.00062525-0.00058341i,6.9239e-05-0.001008i,0.00019783-0.00087315i,-0.0003992-0.00056196i,-0.00073346-0.00075281i,-0.00022108-0.0014378i,0.00031995-0.0012277i,0.00058775-0.00044011i,0.00026913+0.00011648i,-0.00063409+0.00014412i,-0.0006468-0.00049942i,-4.4545e-05-0.00050478i,-0.00058369-3.8928e-05i,-0.00092933+0.00020453i
0.00062832-0.0027378i,9.7102e-05-0.0030766i,-0.00043089-0.0033887i,-0.0012752-0.0023486i,-0.0016856-0.00088889i,-0.0016212-7.8428e-05i,-0.0014628+0.00015601i,-0.00026708+0.00060106i,0.00059783+0.00081469i,0.00020368+0.00056951i,-0.00029713+0.00027531i,-0.00012703-0.00042181i,0.00041753-0.00057216i,0.00065479-0.00027009i,0.00051009-0.00049241i,0.00087486-0.00081243i,0.0011924-0.00087843i,0.00084504-0.00069748i,-4.9349e-05-0.00020206i,-0.00033881+0.00013079i,-0.000792-6.6914e-05i,-0.00087571-0.00028339i,-0.00084104-0.00017107i
-0.0008205-0.0010462i,-0.0017825-0.0020915i,-0.00077828+6.4979e-05i,0.00014524+0.00066878i,0.00039505-0.00036258i,9.8049e-05-0.0001285i,1.0895e-05+0.00020519i,0.00067407+0.00013368i,0.00111+0.00042513i,0.00061902+0.00039644i,0.00031384+0.00035116i,0.00059491-8.8823e-05i,0.00050307-0.00090333i,0.00036395-0.00086647i,0.00074452-0.00071495i,0.0012092-0.00059582i,0.0013089-0.00013315i,0.00098952-0.00020699i,0.00060523-0.00011289i,-0.00028241+0.0001728i,-0.0008245-0.00041903i,-0.00058154-0.0012148i,8.2357e-05-0.0011937i
-0.0023411+0.0031862i,-0.0026639+0.0031376i,-0.0011584+0.0024544i,-0.00039978+0.0014612i,-0.00086745+0.00040586i,-0.0011251+0.00020017i,-0.00045374+0.00080496i,-1.5297e-05+0.00044434i,5.2992e-05-0.00024268i,-0.00017983-0.00045272i,-0.00021864-0.00042017i,-0.00013228-0.00024069i,-0.00035549-7.5967e-05i,-0.00010059+0.00021059i,-0.00014447+0.00020961i,-0.00046048+0.00044381i,-0.00046396+0.000986i,-9.4677e-05+0.00040572i,0.00015285-2.5039e-06i,-0.00016683+0.00069083i,8.5256e-05+0.0010464i,0.00038446-0.00026652i,0.00013514-0.0006207i
-0.0017838-0.0015396i,0.00087894-0.0018504i,0.0012459-0.0015174i,0.00010756-0.00045089i,0.00051624+0.00059893i,0.0012313+0.00071158i,0.00065962+0.0012452i,-7.9694e-05+0.0016666i,-0.00059936+0.0010218i,-0.00016734+0.00040947i,0.00058585-0.00029456i,0.0008386-0.00087852i,0.00061482-0.00054276i,-0.00012579-0.00014579i,0.00029488-0.00013662i,0.00083044+0.00059536i,0.00069379+0.00059653i,0.00032297+6.5725e-05i,-0.00013874-4.4266e-05i,0.00011272-0.00021806i,-0.00017742+0.00060648i,-0.00080963+0.00080164i,-0.00059991+0.00013132i
-0.00059142-0.0037307i,-0.001804-0.0027876i,-0.002101-0.0016068i,-0.001708-0.0011467i,-0.0013327-0.0012705i,-0.0010456-0.00047317i,-0.00074819-0.00034201i,-0.00041296-0.0011338i,-9.3414e-05-0.0009032i,-0.000314-0.00092644i,-0.00026093-0.00089766i,-0.00040001-8.4576e-05i,-0.00083701-0.00011216i,-0.00033808+2.8294e-05i,0.00012939+0.00018635i,0.00032702-0.00040234i,0.00035309-0.00087564i,0.00012938-0.0008722i,-0.00015348+5.3617e-05i,-0.00028183+0.00039107i,0.00018178-0.00028504i,-0.0002852-0.00041778i,-0.00064574-0.00029406i
0.00051489+0.0018421i,-0.00040341+0.0014312i,-0.0011408+0.0010121i,-0.0016021+0.00079165i,-0.00091778+8.7019e-05i,-0.00050234-2.5378e-06i,0.00031652-0.00014867i,0.0011492-0.00026414i,0.0012426-0.00023334i,0.00090532-0.00057951i,0.0004311-0.0001817i,-0.00020162-0.00040127i,-0.0009296-0.00077425i,-0.0011814-0.00045208i,-0.00085212-0.00072667i,-0.00011181-0.00054611i,0.0010273+0.00042882i,0.0010365+0.00082405i,0.0010889+0.00024117i,0.0012624+4.3606e-05i,0.0010206+0.00025356i,0.00016673+0.00032032i,-2.1945e-05+0.00085524i
-0.00165+2.5613e-05i,-0.00090923+0.001288i,-0.00013066+0.0012812i,9.893e-05-0.00010928i,-0.00050242-0.00015341i,-0.0012838+0.00073717i,-0.0009339+0.00051509i,-0.00085377-8.0868e-05i,-0.00080455-0.00019237i,1.343e-05-0.00031418i,0.00034792-0.00040931i,0.00011988-0.00022158i,5.3312e-05-0.00029127i,-0.00012321-0.00077766i,0.00013897-0.00024626i,0.00013079+0.00045648i,-0.00025579+5.267e-05i,-0.00026073+0.00011055i,-0.00064723+0.00056016i,-0.00065211+0.00068922i,-0.00017386-0.00021482i,0.00013973-0.00075771i,0.00055674+3.8495e-05i
0.001371-0.0026709i,0.00064727-0.0015983i,0.0012661-0.00010398i,0.0011636-0.00020452i,-1.6988e-05+3.9655e-05i,-0.0011301+0.00087418i,-0.0013185+0.00062339i,-0.00046283+0.00042696i,0.00055522+0.00095496i,0.00093184+0.00048614i,0.0007778-0.0013434i,0.00024383-0.0019017i,9.9753e-05-0.00017964i,0.00018595+0.0004249i,-9.536e-05-0.00055032i,-0.00012039-0.00049727i,4.8693e-05+0.00027767i,-0.00040454+0.00055088i,-0.000817+0.00038281i,-0.00071736+0.00037298i,-0.00049162+3.1499e-05i,-0.00010565+0.00019679i,7.8899e-05+0.0009646i
0.0018008+0.0010605i,0.0015628-0.00064775i,-0.00050635-0.0019874i,-0.0013724-0.0019665i,-0.00033746-0.0012042i,-0.00080116-0.00072876i,-0.00062035-0.00094144i,0.00027019-0.0004056i,0.00040435-0.0004497i,0.00036845-0.0016419i,0.00010661-0.0015121i,-0.00046732-0.00087196i,-0.00058438+8.9077e-05i,-0.00029588+0.00077114i,-0.0001656+4.8417e-05i,-0.00014345-0.00066824i,-6.393e-06-0.00075066i,8.7257e-05-0.00018285i,-0.00033669+0.00034768i,-0.00023794+0.00064071i,0.0001049+0.0006419i,9.6737e-05+0.00033438i,0.00012008-4.2037e-05i
-0.0017568-0.00082784i,-0.0032569+0.0009956i,-0.0022165+0.00063471i,-0.00063269+0.00024735i,-0.00037131+0.00011016i,-0.00042116-0.00026351i,-0.00023942-0.00022586i,0.0003866-0.00025119i,0.00015026-0.0001314i,-0.00053136+0.0001746i,-3.4601e-05+7.0329e-05i,0.0012138-0.00038976i,0.0015537-0.00027445i,0.0005713+0.00016914i,0.00024732-0.00024156i,8.9573e-05-0.00042751i,-0.0005221+0.00010497i,-0.00056059+0.00022863i,-8.95e-05+4.9488e-05i,-3.1783e-05+7.3226e-05i,-0.00032282+9.3625e-05i,-0.00046923-7.6476e-05i,-0.00036725+7.2399e-05i
0.00017288-0.002113i,-0.00052811-0.0024198i,0.00033863-0.0013349i,-3.4728e-05-0.00059362i,-0.0010391-0.00056778i,-0.0016321-0.00028982i,-0.0014708-0.00019753i,-0.0012897-0.00042236i,-0.0012567-0.00065037i,-0.0007767-0.00085795i,-0.00015561-0.00060585i,1.9754e-05-0.00081145i,0.00021762-0.00058577i,-0.00017456-0.00032951i,2.4553e-05-0.0008052i,0.00025922-0.0010909i,0.00010566-0.00036075i,0.0001992+0.00040236i,0.00051585+0.00031424i,0.0005678-0.00051269i,0.00050408-0.00061693i,9.6095e-05+0.00023378i,4.6e-05+0.00021724i
-0.00095844+0.0033961i,-0.00027915+0.0021417i,0.0014953+0.0008033i,0.0025807+0.00063752i,0.002193+0.0012999i,0.00049952+0.0016185i,-0.00053609+0.0019214i,-0.00088191+0.00197i,-0.00079286+0.00092844i,-0.00074065-0.00021658i,1.1754e-05-0.00086387i,0.0013411-0.0012757i,0.0013298-0.0010019i,0.00043058-0.00054175i,0.00023608-0.0010393i,6.3658e-05-0.0010087i,0.0005914-0.00053683i,0.00078478-0.00095697i,-0.00020341-0.00069325i,1.7195e-05+4.1915e-05i,0.00016329+0.00016968i,-7.2291e-05+4.8748e-05i,0.00077164-0.0003122i
-0.0022246-0.0030993i,-0.001336-0.0027636i,-0.00032377-0.0006144i,0.00015489+0.0002327i,5.1233e-05+0.00057601i,2.8985e-05+0.00014991i,-0.00058508-0.00056416i,-0.00055724-0.00012009i,0.00016949+0.0010059i,8.4435e-05+0.00049833i,0.00022339-0.00090023i,-0.00018525-0.00038707i,-0.0010871+2.0822e-05i,-0.00097076-0.00041475i,-0.00071124-0.00047353i,-1.3108e-05-0.00049132i,0.00022472-0.00068897i,-0.00042688-3.1363e-05i,-0.00071657+0.00078038i,-0.00022019+0.00062531i,-3.4815e-05+0.00057222i,-0.00012613+0.00093489i,-6.8772e-05+0.00070231i
-0.001257-0.0029448i,-0.0015649-0.0020291i,-0.0013614-0.00038015i,-0.00099269+0.00099329i,-0.0006945+0.0012233i,-0.0012541+0.00092093i,-0.00093034+0.00081834i,-0.00010644+0.00092562i,-2.0993e-05+0.0010494i,-1.7551e-05+0.00030185i,-0.00032446-0.00034956i,-0.00036967-0.00076833i,-0.00040708-0.000748i,-0.00058355-8.4276e-05i,-0.00022085+0.00045491i,-0.00029356+0.00059985i,-0.0011169+0.00046569i,-0.0010137+0.00068708i,-0.00020113-6.9618e-05i,5.4646e-05-0.00063562i,2.0885e-05-0.00050577i,-6.2058e-05+2.3283e-06i,-0.00019205+0.00039212i
-0.0020702-0.0020406i,-0.0016745-0.00012463i,-0.0019095+0.0014211i,-0.0011917+0.00208i,0.00016312+0.0021022i,0.00085367+0.0011246i,-0.00011912+0.00067283i,-0.00066353+0.00037917i,0.00029129-1.5338e-06i,0.00079058+6.2008e-05i,0.0003975-0.00018956i,0.00065892-0.00015112i,0.0010159+0.00010555i,0.00014424+8.3465e-05i,-0.00071582+0.0003089i,-7.0245e-05-0.0001686i,0.00037351-0.0010023i,2.7824e-05-0.0011619i,-1.7624e-05-0.00038067i,1.7067e-05-0.00032953i,-0.00026614-0.0006129i,0.00033307-0.00016343i,0.0010787-0.00012901i
-0.0001498-0.0018732i,-0.001206-0.0018147i,-0.00090146-0.0019352i,-9.0819e-05-0.0014205i,-0.00044322-0.00046433i,-0.00089301+0.00017611i,-0.00059726+0.0004248i,-8.0991e-05+0.00032769i,0.00060163+0.00066539i,0.00090339+0.00097725i,0.00011789+0.00067865i,-0.00045769+0.00052387i,-0.00038247-5.4663e-06i,-0.00044849-9.7868e-05i,-0.00036077+0.0007368i,-0.00057265+0.00059448i,-0.00060358-0.00023747i,0.00034668-0.00078515i,0.00025493-0.00069808i,-0.00060166-0.00022796i,-0.00012009-0.00025347i,0.00035853+9.7333e-05i,-3.2213e-05+4.5346e-05i
-0.00046105-0.00074397i,-0.00043517-3.9429e-05i,-0.00033359-0.0006403i,0.00096481-0.00066148i,0.0013768+0.00022695i,0.00057943+0.00010791i,-0.00032525-0.00072136i,-0.00056678-0.00074233i,-0.00033689-0.0006959i,-0.00020941-0.00013991i,-0.00024272+0.00038047i,0.00019867+0.00011027i,0.00034799-7.9966e-05i,0.00010986-0.00036283i,-0.00040067-0.00058471i,-0.0009246-0.0006327i,-0.00058678-0.00051687i,-0.00022631-0.00057712i,-0.00016589+0.00013064i,4.0445e-05+0.0010464i,-0.00027604+0.00020238i,-0.00057522-0.00080914i,-0.0010921-0.00034661i
0.00036324-0.0010216i,-0.0012012-0.0018772i,-0.0016599-0.0014179i,-0.001631-0.00053415i,-0.0010218-7.1565e-05i,-0.0010159+0.00048696i,-0.00049982+0.00022368i,0.00030877-0.00045744i,-0.00026555-0.00015346i,-0.00089176-0.00027004i,-0.00098904-0.00088338i,-0.0004883-0.00085196i,0.00040874-0.00040079i,9.4399e-07+9.8325e-05i,-0.00087995+0.00029538i,-0.0006241+0.00032819i,0.00021542+0.00055569i,0.00016797+0.00042627i,0.00016407-0.00029476i,0.00027325-0.00037266i,0.00057419-1.8066e-05i,0.0012442+0.0002467i,0.000939+0.00041642i
-0.002373-0.001173i,-0.0016976-0.00083846i,-0.0017231+0.00013821i,-0.0014803+0.0010929i,-0.0012579+0.0013907i,-0.00076848+0.0016828i,-5.2143e-05+0.0013246i,-0.00021127+0.00057729i,-0.00034242-6.2159e-05i,-0.00033256+0.00026556i,-5.3958e-05+0.00051666i,-0.00011321-0.00017438i,7.0258e-05-0.00073809i,0.00059066-0.00053753i,0.00039417+0.00020644i,-0.00011367+0.00079965i,-0.00065275+0.00010722i,-0.00087409-0.00044788i,-0.00040598+0.00017184i,-0.00027412+0.000331i,-0.00087734+0.00038941i,-0.0009998+0.00057899i,-0.00051391+0.00060884i
