-0.0031383+0.0009368i,-0.0019266+2.0515e-05i,-0.0040192-0.00077736i,-0.0041781-0.00031509i,-0.0026715+0.00060438i,-0.0018202+0.0010001i,-3.0971e-05+0.0014441i,0.0017356+0.0021071i,0.0020167+0.0013851i,0.001646+0.00010864i,0.00062027-0.0012769i,-0.0005654-0.0022931i,-0.0016446-0.0014291i,-0.0010258-0.00016414i,-0.00029656-0.00014273i,-0.00043255-3.6832e-06i,-0.00017292+0.0003151i,0.00024732+0.00059134i,0.00012247+0.00043501i,-0.00048678+0.00095421i,-0.00049712+0.0016165i,-0.00062038+0.00065523i,-0.00016255-0.00059549i
0.01547-0.27158i,0.028509-0.38119i,0.010026-0.32307i,-0.0058378-0.16568i,0.031942-0.065055i,0.070424-0.045009i,0.053011-0.05409i,0.0015568-0.045076i,-0.027048-0.016547i,-0.012605-0.011006i,0.011848-0.023179i,0.01994-0.019666i,0.021711-0.0011623i,0.034922+0.0086912i,0.053793-0.0010897i,0.065865-0.015333i,0.07551-0.019485i,0.076173-0.016698i,0.05968-0.0095536i,0.042479+0.00088862i,0.033379+0.004483i,0.02443+0.0003572i,0.014894-0.0010192i
0.22666+0.15287i,0.30947+0.20858i,0.25407+0.12309i,0.11779-0.070056i,0.0019309-0.20894i,-0.063117-0.20997i,-0.070057-0.10025i,-0.021275-0.00077721i,0.021183+0.026614i,0.023092+0.030565i,0.013708+0.029358i,0.010223+0.012059i,0.0013546-0.011552i,-0.021666-0.020728i,-0.041236-0.0123i,-0.047172-0.0091534i,-0.04998-0.019854i,-0.047686-0.025776i,-0.035984-0.014341i,-0.02038+0.0046321i,-0.0073798+0.018575i,0.00014571+0.022782i,0.0037231+0.017106i
-0.25015+0.1337i,-0.34154+0.18712i,-0.26531+0.1881i,-0.10655+0.1778i,-0.019999+0.17832i,-0.001406+0.16293i,0.017432+0.10152i,0.029843+0.027416i,0.020101-0.011819i,0.0046188-0.011429i,-0.002851-0.00098141i,-0.0031001-0.0011679i,-0.00095787-0.0037636i,-6.2158e-06-0.00032966i,-0.0038525+0.010866i,-0.0048466+0.032654i,-0.0004469+0.053998i,0.0016305+0.054328i,-0.0051605+0.027262i,-0.019902-0.0066875i,-0.029286-0.024204i,-0.023308-0.029056i,-0.0098894-0.028482i
0.011876-0.30229i,0.01341-0.41592i,-0.0010752-0.3454i,-0.011855-0.17834i,0.0069247-0.066131i,0.022394-0.026855i,0.0044547-0.0055719i,-0.019996+0.019109i,-0.021946+0.028941i,-0.0046659+0.0082428i,0.011003-0.019271i,0.011388-0.019681i,0.014452-0.0010237i,0.028535-0.00014225i,0.034554-0.021275i,0.028633-0.042325i,0.024259-0.056179i,0.020857-0.059897i,0.018251-0.046929i,0.019306-0.026478i,0.018212-0.012344i,0.010508-0.003451i,-0.0013324+0.0033933i
0.26442+0.17504i,0.36688+0.2276i,0.29212+0.15613i,0.10799+0.0065847i,-0.037784-0.10397i,-0.078537-0.12128i,-0.033543-0.087631i,0.01901-0.073966i,0.021964-0.068002i,0.0053964-0.033194i,0.0009737-0.003781i,-0.0056388-0.0040784i,-0.022838-0.0077461i,-0.034042+0.0067621i,-0.029096+0.025083i,-0.027721+0.028824i,-0.042038+0.029215i,-0.050541+0.038041i,-0.039876+0.043968i,-0.022332+0.040811i,-0.0066279+0.035068i,0.0065507+0.027943i,0.012914+0.019096i
-0.29431+0.14412i,-0.39488+0.22942i,-0.30297+0.24756i,-0.1227+0.24211i,-0.021205+0.25827i,-0.0016605+0.22687i,-0.018958+0.12125i,-0.050304+0.03744i,-0.051668+0.017745i,-0.030276+0.01375i,-0.021343+0.0050278i,-0.015674-0.00017945i,-0.0036872-0.0062199i,0.0057154-0.012924i,0.013655-0.012102i,0.027204-0.0062319i,0.042062-0.0028753i,0.043766-0.0048399i,0.021453-0.007649i,-0.010297-0.0054868i,-0.029779-0.0025467i,-0.034294-0.0014659i,-0.027466-0.00087285i
0.018027-0.34042i,-0.0047689-0.48414i,-0.031066-0.409i,0.0014728-0.20954i,0.090817-0.078403i,0.14169-0.028073i,0.11176+0.018942i,0.06767+0.071882i,0.055554+0.082763i,0.050292+0.041586i,0.037806+0.0020581i,0.030182-0.008837i,0.026156-0.0072104i,0.019112-0.012999i,0.0011611-0.026321i,-0.019414-0.030103i,-0.027649-0.02561i,-0.025407-0.021208i,-0.010323-0.014485i,0.013381-0.0089785i,0.028502-0.0064922i,0.031439-0.002188i,0.025523+0.0031438i
0.28617+0.19501i,0.41961+0.23671i,0.35139+0.11981i,0.13972-0.08466i,-0.029263-0.23712i,-0.089543-0.27076i,-0.075326-0.21538i,-0.037994-0.1475i,-0.021501-0.087595i,-0.0072114-0.024869i,0.016713+0.0031242i,0.013626-0.0044539i,-0.010303-0.003431i,-0.022785+0.013628i,-0.01995+0.030369i,-0.014425+0.039746i,-0.0069385+0.044849i,0.0062072+0.045105i,0.015903+0.035636i,0.016476+0.021567i,0.015902+0.010511i,0.015477-0.0043329i,0.011927-0.020715i
-0.31755+0.15724i,-0.41715+0.27025i,-0.29994+0.29162i,-0.12715+0.22442i,-0.10343+0.1764i,-0.14899+0.18416i,-0.13282+0.1922i,-0.077107+0.14753i,-0.031047+0.074369i,-0.0127+0.023529i,-0.014145+0.0072179i,-0.011053+0.0053598i,-0.001385-0.0053691i,0.0016425-0.016294i,0.0027708-0.016443i,0.0095511-0.021001i,0.0073997-0.035835i,-0.0086531-0.046955i,-0.025108-0.042015i,-0.035629-0.02539i,-0.041292-0.0087661i,-0.040264+0.0085412i,-0.030101+0.022578i
0.026563-0.35469i,-0.019198-0.50633i,-0.090676-0.41103i,-0.085051-0.16211i,0.0074528+0.020455i,0.099997+0.072116i,0.15204+0.051243i,0.15176+0.027833i,0.10506+0.002824i,0.051515-0.027816i,0.019175-0.039279i,0.0099332-0.028643i,0.013037-0.0085629i,0.021208+0.0024582i,0.021315-0.0017817i,0.010555-0.0060078i,0.0018264+0.0014422i,-0.0015145+0.012925i,0.0005097+0.011886i,0.0065282-0.0027808i,0.012638-0.014273i,0.017881-0.015718i,0.016956-0.009426i
0.29089+0.21131i,0.428+0.24686i,0.3643+0.13916i,0.16082+0.014724i,0.025509-0.041191i,-0.023732-0.088486i,-0.074267-0.13936i,-0.10598-0.13932i,-0.090161-0.072183i,-0.046175-0.0091802i,-0.013482-0.001488i,-0.017781-0.013077i,-0.030117-0.0053244i,-0.023195+0.0092567i,-0.0075633+0.012397i,-0.0017755+0.0098001i,9.8359e-06+0.0076556i,0.0070671+0.0031257i,0.0080869+0.0011377i,0.0018836+0.0097367i,-0.0013691+0.016553i,-0.0059765+0.010741i,-0.0093502+0.00027994i
-0.3229+0.13258i,-0.39382+0.24438i,-0.22818+0.28729i,0.0059059+0.22044i,0.089103+0.15239i,0.078011+0.15699i,0.065446+0.17554i,0.047547+0.14409i,0.029156+0.07442i,0.0079771+0.034747i,-0.0049741+0.039762i,0.0021852+0.037109i,0.0024757+0.010617i,-0.011756-0.0033301i,-0.018995+0.0034814i,-0.015495+0.010284i,-0.018896+0.012551i,-0.03108+0.017516i,-0.033464+0.022097i,-0.024066+0.021764i,-0.013433+0.022305i,0.00247+0.024742i,0.019768+0.01831i
0.063675-0.3362i,0.0024441-0.46379i,-0.11063-0.4089i,-0.12819-0.28056i,-0.021091-0.23688i,0.068246-0.23869i,0.095252-0.2054i,0.086991-0.1395i,0.047478-0.07272i,0.020043-0.033i,0.026189-0.024282i,0.037503-0.019921i,0.04364-0.01068i,0.041291-0.015399i,0.025525-0.025926i,0.013288-0.02598i,0.020373-0.020979i,0.034194-0.019792i,0.034546-0.021087i,0.022571-0.022697i,0.012045-0.027917i,0.0038016-0.035588i,-0.0054451-0.034556i
0.22226+0.22518i,0.32145+0.23724i,0.26706+0.10625i,0.055626-0.029702i,-0.1721-0.091079i,-0.2875-0.10082i,-0.29066-0.054576i,-0.2156+0.0046224i,-0.098332+0.040374i,-0.0043677+0.040357i,0.020796+0.0025993i,-0.00011779-0.027465i,-0.015154-0.025965i,-0.013587-0.014288i,-0.010058-0.006788i,-0.015122-0.0021722i,-0.026724-0.0014079i,-0.033471-0.0075961i,-0.030853-0.008095i,-0.019711+0.0018399i,-0.011512+0.013027i,-0.012706+0.021022i,-0.013075+0.02269i
-0.28408+0.043326i,-0.30223+0.11811i,-0.13615+0.18198i,0.017768+0.20231i,0.011489+0.25847i,-0.010181+0.33918i,0.061373+0.31467i,0.10089+0.19271i,0.0571+0.07472i,0.017136+0.023054i,0.014643+0.018686i,0.018689+0.013185i,0.0069795+0.0026262i,-0.00043801+0.0065182i,0.013555+0.014331i,0.031353+0.0097592i,0.032878+0.0048586i,0.020686+0.014485i,0.0080474+0.020621i,-0.0011466+0.012093i,-0.0042199+0.0028272i,0.0014571-0.0012545i,0.0061645-0.0026949i
0.12613-0.23106i,0.060447-0.28071i,-0.09638-0.18905i,-0.12527-0.035134i,0.043313+0.04865i,0.17379-0.0026227i,0.12777-0.10561i,0.030469-0.11804i,-0.0066783-0.057808i,-0.0077305-0.034964i,-0.0094033-0.041667i,-0.0071741-0.033598i,0.0004171-0.019135i,-0.0002988-0.017374i,-0.014881-0.023627i,-0.02951-0.025997i,-0.031549-0.032882i,-0.023873-0.042768i,-0.014666-0.038239i,-0.0074929-0.023454i,-0.0037201-0.011955i,-0.0049714-0.0035592i,-0.0050508+0.0061423i
0.082763+0.24238i,0.12908+0.24321i,0.1586+0.1269i,0.17401+0.021226i,0.16705-0.069873i,0.094503-0.13068i,-0.022624-0.071774i,-0.041607+0.011279i,0.019636+0.0034152i,0.028674-0.029001i,-0.012319-0.025883i,-0.044471-0.013087i,-0.052211-0.003697i,-0.042991+0.0082314i,-0.031472+0.023498i,-0.026529+0.045333i,-0.025087+0.068402i,-0.018082+0.072027i,-0.0056332+0.051996i,0.0024324+0.031839i,0.0074634+0.027321i,0.017742+0.02477i,0.026963+0.0094149i
-0.21398-0.11299i,-0.17952-0.11947i,-0.01813-0.11493i,0.064631-0.19896i,-0.019413-0.27345i,-0.076347-0.17992i,0.01689-0.042814i,0.076189-0.0087792i,0.014526-0.0028752i,-0.027039+0.033512i,0.009218+0.047777i,0.044674+0.030918i,0.046935+0.015212i,0.042156+0.0073411i,0.045519-0.0023978i,0.053064-0.019788i,0.056464-0.032976i,0.046409-0.027018i,0.023546-0.010811i,0.0018936-0.0050232i,-0.014011-0.012288i,-0.024926-0.019589i,-0.028454-0.016179i
0.23788-0.087552i,0.18794-0.068765i,-0.059916-0.0083589i,-0.3104+0.059117i,-0.39672+0.1102i,-0.32085+0.087955i,-0.19386+0.019674i,-0.10516-0.0030804i,-0.045035+0.025508i,-0.00043649+0.034251i,0.018906+0.0040128i,0.023777-0.023611i,0.021053-0.031354i,0.0064008-0.027655i,-0.0164-0.016314i,-0.036145-0.0065079i,-0.050224-0.0082511i,-0.056035-0.015135i,-0.047811-0.016357i,-0.02905-0.010337i,-0.0076828-0.0035106i,0.0045716+0.0010836i,0.0088887+0.0032274i
-0.12458+0.28056i,-0.14123+0.29171i,-0.0456+0.21683i,0.092162+0.21726i,0.15207+0.27558i,0.11548+0.268i,0.060071+0.18944i,0.048476+0.088278i,0.055506-0.0044274i,0.048242-0.038681i,0.021297-0.025245i,-0.017537-0.010635i,-0.039442+0.00062599i,-0.02535+0.0090364i,0.0030709+0.0088748i,0.021948+0.010485i,0.034103+0.0176i,0.043384+0.015476i,0.037847+0.0031402i,0.022151+0.00091383i,0.016181+0.0099191i,0.019046+0.010093i,0.01496+0.0023225i
-0.12972-0.32773i,-0.091042-0.40443i,0.016735-0.3425i,0.1023-0.26281i,0.1613-0.18125i,0.19085-0.087385i,0.15883-0.051128i,0.072441-0.029747i,0.008601+0.026404i,0.011242+0.050255i,0.03371+0.024838i,0.041186+0.006201i,0.040119+0.004023i,0.034762-0.0035896i,0.027725-0.021864i,0.01688-0.045974i,0.00097088-0.056754i,-0.012098-0.041007i,-0.011233-0.011719i,-0.0067252+0.0035989i,-0.015513+0.0020022i,-0.023994+0.0087041i,-0.016111+0.021621i
0.38884+0.1395i,0.41456+0.2275i,0.22074+0.26537i,0.047434+0.23183i,0.042183+0.10006i,0.058618-0.070922i,-0.016141-0.11545i,-0.055693-0.054152i,-0.021479-0.032837i,-0.015319-0.054788i,-0.030059-0.054859i,-0.026873-0.045356i,-0.022076-0.035977i,-0.025909-0.014877i,-0.036244+0.013756i,-0.044887+0.041067i,-0.042746+0.054908i,-0.033557+0.049251i,-0.02269+0.028798i,-0.01219+0.0069858i,-0.0009273-0.0075358i,0.007873-0.016907i,0.0087264-0.026428i
-0.37798+0.26919i,-0.43401+0.29724i,-0.22073+0.15971i,0.042284-0.060419i,0.069996-0.2367i,-0.051539-0.23936i,-0.081595-0.11259i,-0.032943-0.051025i,-0.028699-0.064912i,-0.039276-0.04355i,-0.021755-0.0065637i,-0.011723+0.017683i,-0.0086663+0.029055i,-0.0018517+0.013914i,0.00082365-0.003297i,0.0072678-0.0028297i,0.014615-0.0056219i,0.010755-0.021047i,-0.0043915-0.028134i,-0.014131-0.014257i,-0.012231+0.0032808i,-0.0095773+0.0066785i,-0.0077696+0.0031742i
-0.00018337-0.55431i,-0.0074344-0.72842i,-0.11774-0.65515i,-0.35853-0.44988i,-0.54838-0.19562i,-0.48521+0.031645i,-0.23699+0.10039i,-0.064827+0.081624i,-0.0031099+0.11011i,0.045066+0.11936i,0.06731+0.064424i,0.066577+0.0056049i,0.053981-0.026905i,0.031296-0.025913i,0.020603-0.018247i,0.01443-0.028334i,0.0031188-0.028614i,-0.0021583-0.0043616i,0.0049913+0.014786i,0.0071064+0.0095129i,-0.0038913+0.0024132i,-0.0057687+0.01012i,0.0033703+0.015604i
0.46816+0.355i,0.55542+0.48297i,0.36016+0.50488i,0.14135+0.57487i,0.12575+0.65086i,0.1799+0.52424i,0.12102+0.26816i,0.029423+0.10491i,0.0019815+0.031909i,-0.0069751-0.016895i,-0.017929-0.036572i,-0.028748-0.04624i,-0.03854-0.039708i,-0.029555-0.011365i,-0.017047+0.013564i,-0.015882+0.025884i,-0.013841+0.023014i,-0.0087081+0.0042072i,-0.011417-0.012013i,-0.014369-0.010674i,-0.0027237-0.0061103i,0.0049218-0.0083154i,-0.0019357-0.005397i
-0.59431+0.20854i,-0.69619+0.29668i,-0.34313+0.25836i,0.19259+0.072315i,0.48338-0.14089i,0.43776-0.19711i,0.25042-0.10135i,0.1196-0.013586i,0.064207-0.0023089i,0.036406-0.016144i,0.021644-0.017083i,0.01318+0.0024437i,0.017265+0.020998i,0.01805+0.0082174i,0.0083773-0.010683i,0.0066192-0.011563i,0.0027357-0.006195i,-0.015007+0.00052488i,-0.028515+0.01264i,-0.018126+0.027196i,0.0019723+0.032342i,0.012708+0.024387i,0.017262+0.014853i
0.20507-0.64846i,0.20239-0.86522i,0.049819-0.75406i,-0.14778-0.55091i,-0.26398-0.45882i,-0.26414-0.37071i,-0.15809-0.2079i,-0.022467-0.08042i,0.045663-0.028241i,0.043304+0.0018444i,0.025986+0.010402i,0.0076955-0.0098942i,-0.011935-0.02499i,-0.0089096-0.016644i,0.0093572-0.016798i,0.012719-0.033135i,0.011231-0.034496i,0.025479-0.013279i,0.038605+0.0040998i,0.021667-0.0016008i,-0.0099284-0.011455i,-0.01996-0.014053i,-0.01284-0.017129i
0.43373+0.5716i,0.59868+0.68921i,0.48108+0.49035i,0.1996+0.24903i,-0.01937+0.16118i,-0.10824+0.12075i,-0.097334+0.066011i,-0.067626+0.0057732i,-0.084547-0.029099i,-0.096577-0.012926i,-0.058814+0.0033077i,-0.022279-0.0030214i,-0.013535-0.004899i,-0.016911+0.0016126i,-0.029219+0.01775i,-0.040869+0.044095i,-0.044313+0.055135i,-0.044105+0.032799i,-0.038616+0.0022236i,-0.024903-0.0099894i,-0.01264-0.0097088i,-0.010338-0.00027566i,-0.0061356+0.0082742i
-0.73262+0.024841i,-0.90637+0.10469i,-0.63766+0.13564i,-0.28366+0.084239i,-0.16316+0.077711i,-0.092091+0.1455i,0.028278+0.11119i,0.054281+0.010365i,0.037633-0.014477i,0.062216-0.013658i,0.072424-0.02327i,0.067743-0.012139i,0.065717-0.0031537i,0.046516-0.0059692i,0.031066-0.0039012i,0.040469-0.0065626i,0.0474-0.012057i,0.034584-0.0056537i,0.01545+0.0050844i,0.0060427+0.011632i,0.0091738+0.015988i,0.013963+0.015104i,0.0084598+0.012964i
0.39512-0.62277i,0.37203-0.8345i,0.071944-0.62086i,-0.16696-0.17425i,-0.11329+0.1168i,0.013657+0.11684i,0.0041608+0.003792i,-0.047101-0.017696i,-0.022287+0.020182i,0.027292+0.02704i,0.027477+0.0098462i,-0.010761-0.0036261i,-0.038726-0.0028705i,-0.024091+0.0010825i,0.0043037-0.017817i,-0.00039644-0.049141i,-0.018888-0.067268i,-0.018414-0.072129i,-0.010584-0.064417i,-0.011808-0.045782i,-0.014472-0.02771i,-0.0091427-0.017747i,-0.0019784-0.010565i
0.26836+0.69721i,0.44304+0.86906i,0.46802+0.6525i,0.40538+0.32604i,0.37079+0.090511i,0.2631-0.048113i,0.072754-0.0096501i,-0.015131+0.10744i,-0.021735+0.12362i,-0.041741+0.073725i,-0.040074+0.024711i,-0.018421-0.018207i,-0.011136-0.035376i,-0.01908-0.026885i,-0.033627+0.0012875i,-0.034693+0.042189i,-0.018995+0.066586i,-0.01131+0.060598i,-0.016773+0.039158i,-0.017807+0.02049i,-0.0095875+0.012889i,0.0046102+0.0095248i,0.016707-0.0021841i
-0.6936-0.18116i,-0.82511-0.13145i,-0.44492-0.034049i,0.014299-0.11921i,0.058784-0.28634i,-0.083589-0.23835i,-0.054085-0.068948i,0.055531-0.024442i,0.083102-0.064844i,0.06072-0.080295i,0.041478-0.069659i,0.028209-0.050717i,0.021561-0.030504i,0.021647-0.017588i,0.028052-0.022551i,0.031054-0.042897i,0.020495-0.052701i,0.012716-0.030308i,0.014475+0.0067756i,0.016049+0.027091i,0.016882+0.023531i,0.01344+0.010724i,0.0093277+0.0091855i
0.57981-0.46324i,0.60917-0.71139i,0.24781-0.72421i,-0.1782-0.55089i,-0.37585-0.3272i,-0.35596-0.12565i,-0.21153-0.033319i,-0.09612-0.040567i,-0.056131-0.030177i,-0.014897+0.011036i,0.021788+0.021787i,0.016321+0.023031i,0.0014301+0.036562i,0.0040484+0.034371i,-0.0029406+0.016459i,-0.031907+0.011872i,-0.056631+0.023821i,-0.062312+0.029077i,-0.051389+0.02271i,-0.034605+0.012761i,-0.028306+0.0036496i,-0.033075+0.0036377i,-0.033022+0.0070354i
-0.018435+0.7199i,0.035923+0.89299i,-0.016652+0.68886i,-0.19185+0.48812i,-0.21872+0.51131i,-0.037186+0.44646i,0.074667+0.22584i,0.062525+0.096191i,0.052398+0.071629i,0.045897+0.049708i,0.036211+0.022073i,0.045733-0.011546i,0.043798-0.042137i,0.016321-0.035349i,-0.0027033+0.007868i,0.011522+0.042365i,0.034917+0.033651i,0.031642-0.0035432i,0.0046501-0.031149i,-0.018967-0.032964i,-0.019359-0.018819i,-0.0036748-0.0098004i,0.0020458-0.0084957i
-0.52483-0.40867i,-0.66323-0.36432i,-0.38547-0.027673i,0.13072+0.24913i,0.4683+0.20906i,0.44405+0.025379i,0.20912-0.078567i,0.022459-0.077815i,-0.035254-0.069674i,-0.042461-0.082733i,-0.053437-0.0666i,-0.059682-0.028562i,-0.043163-0.0037248i,-0.0093714-0.0095213i,0.019472-0.037896i,0.027247-0.064789i,0.012939-0.070265i,0.00067274-0.048778i,0.008602-0.022155i,0.020258-0.005977i,0.021487+0.0031852i,0.019665+0.011912i,0.024577+0.014217i
0.63456-0.1411i,0.75094-0.29085i,0.50988-0.38334i,0.20231-0.44588i,-0.0012087-0.52558i,-0.14059-0.45764i,-0.1499-0.21312i,-0.064807-0.039342i,-0.01692+0.019666i,0.0083088+0.050112i,0.038062+0.02683i,0.028134-0.020874i,0.0033067-0.028544i,-0.0041968-0.011013i,-0.0086125+0.0056792i,-0.015047+0.021864i,-0.0082178+0.041995i,0.012625+0.058832i,0.019902+0.054077i,0.0037877+0.025358i,-0.016374-0.0028221i,-0.023828-0.015812i,-0.021964-0.016218i
-0.28835+0.54621i,-0.2557+0.70014i,-0.1057+0.51874i,-0.099136+0.26282i,-0.23541+0.22676i,-0.22859+0.28941i,-0.044585+0.26945i,0.10211+0.17067i,0.10515+0.083724i,0.058368+0.062509i,0.058067+0.040956i,0.066817-0.019159i,0.030758-0.058464i,-0.017444-0.036826i,-0.035969+0.0016129i,-0.037067+0.013915i,-0.045433+0.0069365i,-0.06042-0.0078936i,-0.071037-0.010028i,-0.06312+0.015886i,-0.034537+0.039451i,-0.0077114+0.036591i,0.0083304+0.020525i
-0.18564-0.55869i,-0.28917-0.67091i,-0.2285-0.5107i,-0.066699-0.30927i,0.036122-0.14902i,0.052632+0.014669i,0.047463+0.062393i,0.00076598+0.019956i,-0.042381+0.00084135i,-0.036723-0.024236i,-0.050485-0.030138i,-0.063601+0.029252i,-0.032262+0.075417i,0.0016238+0.052556i,0.010066+0.0087973i,0.0081946-0.013352i,0.0059505-0.014425i,0.0034931-0.0021039i,0.009329+0.0054102i,0.023676-0.005645i,0.030729-0.019053i,0.027187-0.019355i,0.016112-0.013426i
0.51496+0.21966i,0.57477+0.16051i,0.24218+0.0095493i,-0.15547-0.055967i,-0.22169-0.075046i,-0.079921-0.17607i,-0.032151-0.26333i,-0.047722-0.22271i,-0.0073656-0.12529i,0.03808-0.081815i,0.029965-0.10286i,-0.014873-0.1331i,-0.036519-0.11516i,-0.014422-0.073836i,0.0043415-0.050218i,0.00022813-0.037183i,-0.003969-0.034682i,0.00016622-0.04209i,0.0015107-0.040511i,-0.011884-0.026894i,-0.032205-0.011063i,-0.038116+0.0055499i,-0.019866+0.025365i
-0.49714+0.26058i,-0.54342+0.46488i,-0.28471+0.6152i,0.029359+0.64557i,0.13795+0.5173i,0.061186+0.32434i,-0.044047+0.2238i,-0.030787+0.1653i,0.051628+0.071423i,0.11504+0.022369i,0.20055+0.011292i,0.24043-0.026356i,0.17008-0.051825i,0.086374-0.032273i,0.04668-0.008449i,0.019868+0.0019919i,-0.0059997+0.012415i,-0.023525+0.012827i,-0.032961+0.0044838i,-0.028527+0.012359i,-0.00043716+0.030335i,0.035567+0.028556i,0.046626-3.4798e-05i
0.17761-0.50374i,0.21316-0.62154i,0.26382-0.51503i,0.34588-0.44921i,0.24897-0.49417i,-0.029612-0.39282i,-0.16682-0.096916i,-0.12638+0.13684i,-0.089449+0.19569i,-0.094372+0.18606i,-0.10275+0.18399i,-0.077649+0.17832i,-0.019478+0.12451i,0.013319+0.047313i,0.013546+0.0029555i,0.019827-0.023775i,0.023112-0.049738i,0.01419-0.056933i,4.1954e-05-0.052868i,-0.026341-0.048405i,-0.049439-0.040845i,-0.053649-0.028023i,-0.045383-0.0052822i
0.24798+0.42249i,0.33656+0.37217i,0.19712+0.0013753i,-0.12035-0.26817i,-0.30976-0.1363i,-0.21517+0.082993i,-0.04126+0.036888i,-0.018146-0.12793i,-0.069916-0.17677i,-0.039344-0.16309i,0.0046868-0.18995i,-0.031464-0.19567i,-0.081097-0.11462i,-0.073144-0.026832i,-0.056791+0.0033643i,-0.067851+0.022288i,-0.067543+0.044605i,-0.050055+0.04512i,-0.029038+0.037703i,-0.001781+0.029852i,0.013677+0.017985i,0.003878+0.011197i,-0.012519+0.01357i
-0.49695-0.1244i,-0.65027-0.049564i,-0.56734+0.12859i,-0.38684+0.22215i,-0.21241+0.13478i,-0.03798+0.019397i,0.10604+0.020636i,0.23307+0.11458i,0.30694+0.1923i,0.27174+0.21275i,0.20164+0.19249i,0.14443+0.12936i,0.083248+0.04859i,0.036362+0.0097045i,0.033341+0.018924i,0.056994+0.033598i,0.067103+0.047843i,0.065431+0.072011i,0.059901+0.079764i,0.049376+0.068361i,0.050624+0.049055i,0.058716+0.015768i,0.051577-0.01491i
0.44731-0.24444i,0.48657-0.28939i,0.31761-0.10667i,0.20416+0.20062i,0.25633+0.36596i,0.2962+0.25852i,0.19059+0.04942i,-0.016991-0.063042i,-0.16634-0.068232i,-0.23019-0.068543i,-0.29752-0.087957i,-0.32914-0.060646i,-0.25154+0.010442i,-0.12419+0.050541i,-0.044234+0.041664i,-0.021364+0.017344i,-0.037934-0.00093571i,-0.075966+0.01686i,-0.085007+0.065554i,-0.060211+0.072374i,-0.042422+0.025086i,-0.033883-0.00063156i,-0.01028+0.0032585i
-0.09979+0.49192i,-0.019004+0.54594i,0.15109+0.24752i,0.22874-0.17751i,0.12484-0.40922i,-0.029934-0.37549i,-0.061194-0.22052i,-0.010432-0.13361i,-0.019795-0.13252i,-0.025504-0.13667i,0.027227-0.17287i,0.049418-0.20194i,0.03453-0.17121i,0.0084146-0.13335i,-0.033279-0.094761i,-0.064299-0.034705i,-0.058913+0.016572i,-0.045015+0.008755i,-0.068317-0.026002i,-0.088721-0.0086709i,-0.049568+0.040129i,0.015718+0.058148i,0.047552+0.041047i
-0.26695-0.41307i,-0.37863-0.43913i,-0.37737-0.22979i,-0.37851-0.0090642i,-0.43763+0.15465i,-0.39774+0.334i,-0.21456+0.3556i,-0.073404+0.14522i,-0.01697-0.070657i,0.033176-0.15704i,0.074628-0.18518i,0.079523-0.20252i,0.043241-0.17472i,0.019298-0.10466i,0.011211-0.062877i,-0.026841-0.0696i,-0.081213-0.093473i,-0.11284-0.11807i,-0.12446-0.12077i,-0.13942-0.077703i,-0.14109-0.0065695i,-0.11035+0.043443i,-0.069781+0.051804i
0.48407+0.12015i,0.58623+0.083377i,0.414+0.0014839i,0.17239-0.0074424i,0.024354+0.061096i,-0.042357+0.10509i,-0.026738+0.12839i,0.05624+0.14432i,0.12518+0.14975i,0.17174+0.12787i,0.22169+0.026001i,0.2061-0.12559i,0.085007-0.21808i,-0.031166-0.18608i,-0.029798-0.10775i,0.0086876-0.087833i,-0.0045164-0.081255i,-0.036003-0.059393i,-0.060107-0.056412i,-0.060756-0.061628i,-0.041639-0.056846i,-0.01876-0.02406i,0.012101+0.015433i
-0.42186+0.27632i,-0.45577+0.32907i,-0.26048+0.15205i,-0.078434-0.18386i,-0.09584-0.4828i,-0.26044-0.58975i,-0.37064-0.45713i,-0.24703-0.22011i,-0.03487-0.057315i,0.098153+0.011537i,0.21969+0.0031718i,0.30966-0.075864i,0.29356-0.1295i,0.21645-0.11345i,0.12638-0.079365i,0.048685-0.070306i,-0.010166-0.08869i,-0.041283-0.10175i,-0.050304-0.095926i,-0.063757-0.064138i,-0.058121-0.017689i,-0.033484+0.0026926i,-0.016821+0.005948i
0.11289-0.49763i,0.058587-0.57146i,-0.084516-0.31481i,-0.13026-0.013076i,-0.046425+0.034633i,0.011273-0.051243i,0.017026+0.0027344i,0.05111+0.1917i,0.11113+0.29787i,0.17659+0.28903i,0.26686+0.23448i,0.3125+0.13863i,0.26159+0.067807i,0.18811+0.050835i,0.1324+0.040082i,0.08662+0.023279i,0.050891+0.0031021i,0.031397-0.016811i,0.034873-0.049537i,0.027797-0.087681i,0.0011094-0.076039i,-0.0071616-0.030891i,0.00023288-0.0094475i
0.49415+9.6825i,0.99728+10.54i,3.1241+10.344i,4.1165+5.9925i,3.9191+1.6153i,2.4944-0.98155i,0.78105-1.0353i,0.40958-0.013441i,1.0309+0.41355i,1.637+0.13619i,1.6197-0.26147i,1.3983-0.30445i,1.4473-0.23978i,1.4093-0.24991i,1.1879-0.37652i,0.80269-0.49218i,0.35034-0.41378i,0.074451-0.27416i,-0.052856-0.18125i,-0.036405-0.028939i,0.14419+0.12218i,0.30449+0.12259i,0.27304+0.040082i
