-0.0036742+0.00085606i,-0.0032992+0.0010976i,-0.004636+0.0028344i,-0.0046205+0.0031304i,-0.0028941+0.0019882i,-9.6272e-05+0.0011297i,0.001697+0.00084558i,0.0023756+0.00075432i,0.0025057+0.00084739i,0.001493+0.00044287i,0.0013786-0.00020354i,0.0014534+0.00019623i,0.0005795+0.0012413i,0.00040879+0.0015306i,0.00046457+0.00077614i,-9.5435e-05+0.00082564i,6.8375e-05+0.00067374i,-0.00021005+7.775e-05i,-0.0014962+0.00058078i,-0.00085534+0.0011867i,0.00040312+0.0015377i,0.00061624+0.00073531i,0.00039848-0.00030329i
-0.00015996-0.001002i,-0.00060188-0.00021339i,0.0012399-0.00044127i,0.0031588-0.002304i,0.0033636-0.0028653i,0.0025315-0.0017956i,0.0021384-0.00021676i,0.0018142+0.00077636i,0.0013646+0.00078853i,0.00054198+0.0014187i,-0.00013569+0.0013217i,0.00015962+0.00033279i,-0.00023768+0.00020137i,-0.00036747+0.00091206i,0.00017992+0.00086211i,-0.00027202+1.1262e-05i,-0.00073063-0.00082971i,-0.00015837-0.00053654i,-0.00035975-0.00044083i,-0.00077855-0.00021418i,-0.00055968+0.00052395i,-0.00049215+8.139e-05i,-0.0011078-0.00070074i
-0.0024966-0.0023409i,-0.0017635-0.001272i,-0.0018787-0.0011057i,-0.00079651-0.0017564i,8.92e-05-0.0013694i,0.00075359-0.00017307i,0.00066281+0.00048271i,-0.00048407+0.0007958i,-0.001622+0.0011871i,-0.0021254+0.00078679i,-0.0015097+0.00084436i,0.00018459+0.0022202i,0.00088452+0.002421i,0.00024398+0.0011137i,-0.001171-7.6208e-05i,-0.0016111-0.00021214i,-0.00037097+0.00014289i,-0.00023201-0.00047502i,-0.00097569-0.00025641i,-0.00059022+0.000457i,0.00057952+0.00076319i,0.0011999+0.00052923i,0.00129+0.00017057i
0.00104-0.0012071i,0.0010628-0.00058323i,0.0012897-0.0015788i,0.0014976-0.0022446i,0.0012206-0.0024266i,0.0010156-0.0014352i,0.0013074-0.00017198i,0.0012141-0.00029847i,0.00040645-0.00081158i,0.00071299-0.00049352i,0.00097878+0.00023978i,-2.0165e-05+0.00026923i,-0.00095969-0.00013608i,-0.001162+0.0003518i,-0.00018693+0.0011108i,0.0010148+0.00035925i,0.0012759-9.3397e-05i,0.00064414-5.4871e-06i,0.00029716-0.00048437i,0.00025819-0.00022388i,0.0003036+0.00048122i,-7.4058e-05-0.00018479i,-0.00021492+0.00012153i
-0.00049593-0.0023238i,0.00037085-0.0027028i,0.0013497-0.0031263i,0.0028032-0.003349i,0.0030478-0.0022432i,0.0026301-0.00050808i,0.0028186+0.0010258i,0.0025546+0.00091297i,0.0025409-0.00043575i,0.0030745-0.00087264i,0.0019431-0.0018364i,0.00051843-0.0020034i,0.00036292-0.00041445i,-3.9832e-05+0.0004779i,-0.0007628+0.00011617i,-0.00057726-2.5489e-05i,0.00021074+0.00043697i,0.0011818+0.00013618i,0.00070024-0.00026012i,-0.0005837+0.000185i,-0.0010442-0.00017545i,-0.00094928-0.00076063i,-0.00025116-0.00030578i
0.00043827-0.0008733i,0.0013103-0.0011493i,0.0024828-0.0011284i,0.0021421-0.0020196i,0.0013168-0.0030654i,0.0019262-0.0017388i,0.0018675+0.00039834i,0.0011849+0.00062481i,0.00035536+0.00037817i,-1.6763e-05+7.1816e-05i,0.00038546-0.00036602i,0.00027345-0.00015452i,-0.00049302+0.00018955i,-0.0011499+0.00029031i,-0.00078223+0.00046813i,4.6699e-05+0.00045156i,0.00044851+0.00010644i,0.00017425-1.7384e-05i,-0.00056446-0.00032807i,-0.00056758-0.0008062i,0.00020997-0.00050153i,0.00062679+0.00027247i,0.00029675+0.00024849i
0.00071497-0.00062035i,0.00029915-0.00018721i,0.0022845+0.00061753i,0.0038436-0.00081485i,0.003406-0.0022688i,0.001891-0.0016077i,0.00051986-0.00054166i,0.00028533-0.001499i,-0.00022498-0.002145i,-0.00089619-0.0018907i,-0.0015178-0.00099262i,-0.0020899+0.00022005i,-0.0015712+0.00045324i,-0.00065165+0.00093671i,-0.00014576+0.0012549i,0.00032953+0.00076762i,0.0006413-0.00018703i,0.00051712-0.00070036i,0.0006273-0.00057509i,0.00019134-0.00029958i,-0.00028734+0.00032306i,-0.00058787+0.00042682i,-0.00023835+0.00024466i
0.003022-0.00063782i,0.002815-0.0007582i,0.0035187-0.0021033i,0.0048315-0.0032151i,0.0043661-0.0029381i,0.0029678-0.0018569i,0.002236-0.00076246i,0.00066723-0.00074227i,0.00028438-0.0015327i,-0.000135-0.0015432i,-0.0011697-0.00085366i,-0.0010958-0.0004222i,-0.00075155-0.0006124i,-1.5752e-05-0.00038798i,0.00085702-6.0499e-05i,0.00099901+0.00054695i,0.0010984+0.00092342i,0.0010003+0.00034825i,0.00018165-0.00039591i,-0.00065338-0.00040498i,-0.00077573-7.8573e-05i,-0.00096801+2.2044e-06i,-0.00081753-0.00014313i
0.00082143-0.00081551i,0.0021003-0.0011439i,0.0028043-0.0019604i,0.0027812-0.0027423i,0.0022984-0.001955i,0.0015207-0.0014097i,0.00073025-0.00081904i,0.00016392+0.00010031i,0.00026881+0.0010671i,-9.7231e-05+0.0019786i,-0.00025077+0.0014172i,0.00031082-0.00054069i,-0.00028433-0.0010327i,-0.00073817+0.00014359i,-0.00034794+0.00044648i,-0.00039214-0.00015134i,-0.00060056-0.00028858i,-0.00036074-0.00036868i,-0.00023405-0.00064542i,-0.00039988-5.1458e-05i,-0.00020122+0.00024804i,-0.00014839-0.00024274i,0.00021474-0.00050919i
-0.00033956-0.0012333i,5.227e-07-0.001719i,0.0016181-0.0011498i,0.0030103-0.0014153i,0.0025358-0.0023662i,0.00097236-0.0010212i,8.2702e-05+5.3287e-05i,-0.00061715+0.00064929i,-0.0011747+0.0017531i,-0.00010164+0.002864i,0.00066068+0.0024239i,0.00044289+0.001606i,0.0006588+0.00089715i,-3.3786e-05-0.00044227i,-0.00037754-0.0013126i,-5.1232e-05-0.00086899i,-9.963e-05-0.00041135i,8.1543e-05-0.00058278i,-0.00078017-0.00053161i,-0.0013822-0.00072796i,-0.0002859-0.00087498i,0.00069874-0.00070737i,9.6219e-05-0.00068153i
0.0034194-1.9348e-05i,0.0042292+6.9156e-05i,0.0046342-0.0018542i,0.0042017-0.0036355i,0.0037507-0.0035959i,0.0028765-0.0022189i,0.0020372-0.00087844i,0.001977+0.00047972i,0.0017683+0.00068231i,0.0019048+0.00076438i,0.00051196+0.0010397i,-0.0020165+5.8913e-05i,-0.0024014-0.00055224i,-0.0018407-0.00020833i,-0.0011455+0.0003355i,-0.000436+0.00086512i,5.8596e-05+0.00029937i,0.0008224-0.00021675i,0.00073161+6.082e-05i,-5.9762e-05+0.00064264i,-0.00055183+0.00022709i,-0.00042549-0.0006509i,-0.00029453-0.0010293i
-0.0005116+0.0016036i,-0.00066711+0.0013371i,0.0011385+0.00065802i,0.0024978-0.00062619i,0.0021697-0.0015309i,0.0018017-0.00031154i,0.0014849+0.0015621i,0.0012302+0.00179i,0.0017874+0.0015248i,0.0024126+0.00071306i,0.0015555-0.0012775i,0.00072493-0.0025654i,0.00060133-0.0021216i,0.00037633-0.0012745i,0.0010194-0.00061373i,0.0014487-0.00019942i,0.00088246-1.646e-05i,0.00066273-6.0771e-05i,0.00069761-0.00045403i,0.00048177-0.0005349i,0.00023392-0.00058287i,-0.00032033-0.00081166i,-0.0009811-0.00094962i
0.00045857-0.0010101i,0.0007729-0.0014612i,0.0015372-0.0015112i,0.0022688-0.0018549i,0.00216-0.0022155i,0.0022263-0.0019628i,0.0020388-0.0012184i,0.0010311-0.00091413i,0.00027929-0.0015738i,-0.00016453-0.0021489i,0.00012197-0.0024419i,0.00078314-0.0015748i,0.00060596-0.00035436i,4.6509e-05+0.00051795i,-0.00022068+0.0010833i,0.00056955+0.00091866i,0.0011735+0.00054683i,0.00064774+0.0004318i,-0.00026553+0.0010987i,-0.00095783+0.0014461i,-0.00060613+0.00045797i,0.00032117-0.00063313i,0.00019175-0.00081466i
-0.001718-0.00065896i,-0.00040709-0.00048835i,0.0016682-0.00061046i,0.0025292-0.0012142i,0.0021003-0.0012315i,0.0012108-0.0012724i,0.0014873-0.0018503i,0.001465-0.0019722i,-0.00016591-0.0020744i,-0.0013005-0.00079045i,-0.0012722+0.00083683i,-0.0012083+0.0017786i,-0.00057502+0.0019845i,-0.00019294+0.0017153i,-0.00015582+0.0016471i,-0.00019684+0.001052i,-0.00037776+0.00010687i,-3.7854e-06-0.0003983i,-0.00012984-0.00053098i,-0.00010457-0.00035482i,-0.00020424+0.0006411i,-0.00044797+0.0011927i,-1.2033e-05+0.0008179i
-0.0020254+0.00015672i,-0.00074733+5.5542e-05i,0.00080822+0.000479i,0.0022678+9.6235e-05i,0.0023085-0.00054868i,0.0021101+0.00016229i,0.002294+0.00051135i,0.0017058-0.00012011i,-6.0483e-05+2.5827e-07i,-0.0012456+0.00094739i,-0.0019106+0.00083406i,-0.0018247-0.00025314i,-0.00079407-0.00050328i,0.00013159-0.00012248i,0.00056962+0.00063792i,0.00085576+0.0013403i,0.0012034+0.0013447i,0.0010193+0.00041455i,3.9671e-05-0.00058137i,0.0002512-0.00076057i,0.00096494-0.00026415i,0.00032273+0.00031075i,-0.00012175+0.00042172i
0.00081799+6.2296e-05i,0.0022439-0.00082226i,0.0033691-0.001817i,0.003614-0.0027454i,0.003186-0.0032618i,0.0023598-0.0022709i,0.0017809-0.00086175i,0.00043883+0.00012292i,-0.00078777+0.0015181i,-0.00069219+0.0019397i,3.5176e-05+0.0010048i,0.00042366+9.3504e-05i,0.00052563-0.00087389i,0.00057753-0.0013025i,0.0002761-0.00066077i,0.00051512-0.00046848i,0.00053114-0.00089417i,0.00066012-0.0013669i,0.00013515-0.001707i,-0.00052394-0.0014221i,-4.8089e-05-0.00062189i,0.00033564-0.00044744i,0.00088211-0.00032324i
-0.0016472+0.00014209i,-0.00059369-0.00017944i,0.00086944-0.00056112i,0.0020587-0.00095503i,0.0021879-0.0015977i,0.0015812-0.0016716i,0.00097567-0.00082751i,0.0010056-2.8384e-05i,0.0011836+0.00049658i,0.0022237+0.00030753i,0.0031901+0.00010895i,0.0024802-0.00017313i,0.0013763-0.00024795i,8.989e-05-3.2385e-05i,-0.00067839+0.00053764i,0.00032168+0.00020568i,0.00096643-0.00040635i,0.00033187-0.00021537i,-0.00056201-0.00026003i,-0.00062784+0.00024713i,-0.00034188+0.00037382i,0.00013743-1.8371e-05i,0.00037883+0.00097755i
-0.00035983+0.00086481i,0.0013253+0.0013346i,0.0036749+0.0015312i,0.004951+0.00092326i,0.0047147+0.00031087i,0.0032315-0.00066214i,0.0022859-0.0010368i,0.0030985+4.0405e-05i,0.0033849+0.00050156i,0.0028262+4.784e-05i,0.00074338-0.00045612i,-0.0017873-0.00033094i,-0.0020848+0.00043657i,-0.00089304+0.00080151i,-0.00052885+0.00041923i,-0.00011509-0.00042395i,0.00063125-0.00055739i,0.00034547-0.00086964i,-0.00033667-0.0007803i,-9.5816e-05-0.00065483i,0.00040864-0.00065895i,5.5286e-05-9.2106e-05i,-0.00045963-0.0003599i
-0.0015642+1.3881e-05i,-0.00087328-9.7472e-06i,7.7556e-05-6.6109e-05i,0.0016896-0.0015931i,0.0021764-0.0021392i,0.0012659-0.00067104i,0.0013957+8.7199e-05i,0.001202+0.0002882i,0.00096627-0.00028822i,0.00059543-0.00069589i,-0.00064226-0.001337i,-0.00060319-0.0023254i,-0.00046977-0.0017913i,-0.00041414-0.00065526i,0.0006151-0.00010588i,0.00051486-0.00032001i,-0.00037399-0.00054765i,-0.00031884+5.2295e-05i,-0.00056529+0.0011285i,-0.00089394+0.0014592i,-0.0004574+0.00082091i,-0.00043727-0.00064896i,-0.00032926-0.0011602i
0.0014396+0.00045477i,0.0024548-0.00065627i,0.0039657-0.0023767i,0.0041704-0.0036922i,0.003512-0.0041226i,0.0019771-0.0024836i,0.00033038-0.00095977i,-0.00049834-0.00085262i,-0.0013568-0.001163i,-0.0016233-0.0013275i,-0.0012079-0.00078812i,-0.00066945-0.00057212i,0.00065003-0.00046258i,0.0011764-0.00018906i,0.00075937+0.0001743i,0.00054613+0.00025776i,0.00022599+0.00033313i,0.00025408+0.0001925i,0.00033805-2.4401e-05i,0.00027012-8.748e-05i,6.1681e-05+0.00041978i,-0.00047382+0.00073358i,-0.00058894+0.00065657i
0.00051512-0.0022863i,0.00082694-0.0014951i,0.0021691-0.0023304i,0.0032541-0.0032092i,0.0031347-0.0031254i,0.001967-0.0017933i,0.0014631-0.00090664i,0.001081-0.0013052i,0.00032176-0.00084865i,-0.00069755+0.00059534i,-0.0014341+0.0019988i,-0.0015689+0.0021173i,-0.0015233+0.0018976i,-0.00086806+0.0018506i,2.851e-05+0.0014313i,0.00011518+0.00020814i,7.0178e-05-0.0011544i,0.00034125-0.00094776i,0.0001458-0.00011717i,-0.00060145-0.00049454i,-0.0010058-0.00083949i,-0.0010064-0.00028375i,-0.00079585+0.0004184i
-0.00018313-0.00098355i,0.00053377-0.0015628i,0.0015745-0.0011817i,0.0021278-0.0017025i,0.0013309-0.0025422i,0.00050859-0.0014889i,0.00034134-0.00017494i,0.00028802+0.0013612i,-6.1872e-05+0.0023194i,-0.00061385+0.0022698i,-0.00036403+0.0017527i,-0.00055873+0.00098935i,-0.0016369+3.5936e-05i,-0.0012332-0.0010294i,-0.00021689-0.0010176i,-0.00046078-0.00092337i,-0.00029862-0.00073746i,8.3608e-05-0.00021591i,-0.0004413-0.00031949i,-0.00036062-0.00036337i,-4.8113e-05-0.00061179i,-0.00028785-0.00094795i,-0.00080073-0.0012541i
0.0035426-0.00069598i,0.0028771-0.00044428i,0.0033942-0.00051175i,0.0038634-0.0021659i,0.0030894-0.0030103i,0.0021341-0.0019674i,0.00083405-0.00051003i,-0.0003023-2.9162e-05i,-0.00056309+4.2066e-05i,0.0007861-3.1634e-05i,0.0023358-0.00064373i,0.001388-0.0010719i,-0.00043288-0.0014488i,-0.0014842-0.0013978i,-0.0012787-0.00053359i,-0.00080295-0.00032608i,-0.00090787-0.0013369i,-0.00016342-0.0019925i,0.00042516-0.0015781i,0.00046805-0.001006i,4.0159e-05-0.0005778i,0.00030367+0.00010795i,0.0005589+0.00035113i
-0.00090125-0.00082617i,0.0010983-0.00093227i,0.0031315+0.00019181i,0.0040113-0.00075422i,0.0037833-0.00287i,0.0032078-0.0020821i,0.0026214-3.5048e-05i,0.0026422-5.5717e-05i,0.0025208-0.00096076i,0.0023521-0.0011182i,0.0021349-0.00069728i,0.00083433+4.2048e-05i,-0.0010285+0.00075289i,-0.0012648+0.0016662i,-0.00061171+0.0016889i,0.00039603+0.00063197i,0.00098754-0.00084211i,0.00052526-0.0011652i,5.1609e-06+0.00016849i,-0.00016682+0.00094407i,-0.0010654+0.0010056i,-0.0013432+0.00088797i,-0.00050094+0.00095196i
-0.00050249-0.0013985i,0.00016298-0.0008305i,0.0023322+0.00010433i,0.0033484-0.000267i,0.0017338-0.00094165i,0.00033789-0.0016921i,0.00065874-0.0012795i,0.0014169+0.00015726i,0.0022036-5.8969e-05i,0.0023722-0.0012185i,0.00096797-0.0017258i,-0.0011578-0.00049287i,-0.0020529+0.0005609i,-0.0020188+0.00080345i,-0.0017085+0.0013624i,-0.00012017+0.0019003i,0.00046682+0.0010836i,-0.00043907+8.7558e-05i,-0.00080094-0.00026587i,-0.00084803-0.00058172i,-0.0015515-0.00029261i,-0.0013417+0.00015874i,-0.00049366+0.00077402i
-0.0022566+0.00021706i,-0.0014537+0.0014129i,-0.00019277+0.0015998i,0.0025291+0.001254i,0.0040452+0.001233i,0.0034321+0.00052146i,0.0024516+0.00034078i,0.0011445-0.00011358i,-0.0010216-0.0011571i,-0.0015536-0.0016692i,-0.0017118-0.0017367i,-0.0026687-0.0012917i,-0.0027197-0.00097329i,-0.0016372-0.00090451i,0.00069197-0.0011458i,0.0015899-0.0012591i,0.0012675-0.0014819i,0.00078934-0.0010199i,-9.3906e-05-0.00035242i,0.00031875-1.7973e-05i,0.0011862+0.00051117i,0.0010828+9.9442e-05i,0.00073272-0.00063735i
-0.00013601-0.0026493i,0.0010135-0.0022448i,0.002068-0.0022899i,0.0020522-0.0036524i,0.0021065-0.003408i,0.0022447-0.0017446i,0.001281-0.0010597i,2.4038e-05-0.00099193i,-0.00031107-0.00070482i,-0.00044008-0.00050466i,-0.0011217-0.00043521i,-0.00056219-0.00011695i,0.00026766-0.00081488i,0.00042834-0.0016539i,0.00068735-0.0009569i,0.00075833-0.00012659i,0.00061038+0.00085132i,0.00028972+0.00077149i,0.00044544-8.7611e-05i,0.00048865+6.8416e-06i,0.00094575-9.2883e-05i,0.00088128+0.00021647i,0.0004269+0.0012087i
0.0010008+0.00075417i,0.0019142+0.0020105i,0.0020094+0.0025025i,0.0024438+0.0011508i,0.0023024-0.00034541i,0.0013333-0.00062505i,0.00097202-0.00034697i,0.0011892+0.00028382i,0.00088163+0.0017827i,0.00041673+0.0030568i,0.00062733+0.0032074i,0.0010188+0.0025559i,0.00051903+0.002302i,-0.00034888+0.001883i,-0.00022008+0.0010851i,-0.00010847+0.00074494i,-0.00012617+0.00042588i,-0.00033708-0.00040878i,-0.00047698-0.00051607i,-0.00015556-0.00049502i,-0.00055994-0.00046656i,-0.0013484-0.0005038i,-0.0015258-0.00030269i
-0.00078652+4.7892e-05i,-0.0006834+0.00050621i,0.00098817-0.00039474i,0.0039124-0.0015205i,0.0052106-0.0018914i,0.004051-0.00063287i,0.0026533+0.00083656i,0.0017674+0.0010332i,0.00078927+0.0011755i,-0.00026103+0.0016685i,-0.00031508+9.3773e-05i,-0.0011199-0.0010936i,-0.0021095-0.0011912i,-0.0027892-0.00017765i,-0.0026423+0.0015242i,-0.0023716+0.001478i,-0.00197+0.00031652i,-0.00057981-9.4677e-05i,-0.00028198-0.00027925i,-0.00036412-0.00082888i,-0.000199-0.00099696i,-0.0001694-0.0009224i,-8.1207e-05-0.0005287i
0.0015733+0.00020358i,0.0028162-0.00088363i,0.0041202-0.0020848i,0.0043657-0.0027452i,0.0032965-0.0027024i,0.0020771-0.0018873i,0.0017859-0.00069964i,0.0014664-0.00082436i,0.001326-0.0015042i,0.0018811-0.0013924i,0.0018971-0.0024919i,0.00069323-0.0029741i,-7.5176e-05-0.001775i,-8.2857e-05-0.00087776i,-0.00025771-3.4144e-05i,-0.0002272+5.7101e-05i,0.00050079-0.00018243i,0.00047871-1.3883e-05i,0.0001175-0.00025979i,0.00089258-0.00087361i,0.00088459-0.00046389i,0.00045532-0.00057425i,0.00026572-0.00091834i
-0.0001288+0.00070656i,0.00046794+0.00046323i,0.0015574-0.00018409i,0.0021906-0.001136i,0.0023323-0.0012596i,0.0018566-0.0012788i,0.0014895-0.0013422i,0.0010171-0.001287i,0.0013551-0.00066766i,0.0018195-0.00062249i,0.0013568-0.0010403i,0.00098773-0.00070691i,0.0012828-0.00048479i,0.0015081+0.0003816i,0.00094958+0.0015732i,0.0011044+0.00065762i,0.0010064-0.00036358i,0.00024232-0.001037i,-0.00051244-0.0011781i,-0.00052798-0.000638i,3.0691e-05-0.00082687i,-0.00027131-0.00039543i,-0.00058126+0.001258i
-0.0018689-0.00022513i,-0.00066992-0.000677i,0.0021576-0.0011514i,0.0040912-0.0021265i,0.003112-0.0025461i,0.0014141-0.0016848i,0.0011643-0.0014507i,0.0012902-0.00076348i,0.00033598+5.3552e-05i,-0.0015619-0.00020053i,-0.0031226+2.8931e-05i,-0.0034818+0.00087502i,-0.002669+0.001183i,-0.0015599+0.001407i,-0.0011337+0.0016231i,5.6782e-05+0.0011353i,0.0008505+0.00060418i,0.00025697+0.00010127i,0.00016995-3.9416e-05i,-0.00027283-0.000544i,-0.00074556-0.00070185i,-0.0007601-0.0002912i,-0.00091621+0.00028872i
0.0001171+0.00151i,-0.0010502+0.0018348i,0.00057952+1.4336e-05i,0.0033875-0.0020012i,0.0030426-0.00227i,0.0013692-0.00053348i,0.0007863+0.00019577i,0.00039769-0.00030114i,-0.00017064+8.0942e-05i,-0.00060869+5.1422e-05i,-0.00078752-0.0013205i,-0.001148-0.0023868i,-0.0013914-0.002357i,-0.0021332-0.0024253i,-0.0013813-0.0020688i,-4.4932e-06-0.0010588i,0.00032048-0.00037734i,0.00048954-0.00016188i,0.00065295-0.00031633i,0.0006917-0.00084864i,0.00056967-0.0013476i,0.0010596-0.0016858i,0.0010194-0.0012467i
-0.00085954-0.0016523i,0.001114-0.0018548i,0.0034369-0.0018222i,0.003888-0.0027756i,0.0034562-0.0028474i,0.0032154-0.0014099i,0.0022593+1.039e-06i,0.0010416+0.00049959i,0.00050787+0.00083557i,0.00059998+0.001844i,0.0018989+0.0010816i,0.0030788+0.00048247i,0.0026619+0.00072245i,0.0014172-0.00054918i,0.0008466-0.0016642i,0.00061209-0.0021376i,0.00039003-0.0016137i,0.00025633-0.0006507i,5.7741e-05-0.00055684i,-0.00031669-0.0003776i,-0.00010947-0.00012742i,0.00045546+1.1246e-05i,0.0011368-0.00026128i
-0.0016772-0.0013745i,-0.0027841+0.0010948i,-0.0030829+0.0011524i,-0.0016294-0.00013578i,0.00030262-0.00074577i,0.0011257+0.0002603i,0.0018347+0.0016995i,0.0022231+0.0026919i,0.0019755+0.0026938i,0.000799+0.002412i,0.00030305+0.0018336i,0.00028844+0.0012884i,-0.00054319+0.0015798i,-0.00089091+0.0019212i,-0.00080535+0.0024438i,-0.00036265+0.0020746i,-3.4898e-05+0.0008687i,8.6739e-07+2.5644e-05i,-0.00042489-8.6369e-05i,-0.00099399-0.00026773i,-0.0010047-0.00041854i,-0.00074245-0.00026444i,-3.3862e-05-0.00021601i
-0.00019064-0.001546i,-0.00067799-0.0016305i,-5.4124e-05-0.0025468i,0.0023723-0.0026465i,0.0030325-0.0016018i,0.003048-0.00063204i,0.0032027-0.00048261i,0.0025744-0.00025621i,0.0017793-0.00014947i,0.00070212-0.0012501i,-0.00051108-0.0020855i,-0.00167-0.0012908i,-0.0032454-0.00022941i,-0.0029232+4.8393e-05i,-0.0015378+0.00096661i,-0.00067017+0.001506i,-1.0452e-07+0.0013855i,-6.6916e-05+0.00077401i,6.153e-05-0.00016197i,0.00045543-0.0005314i,0.00046093-0.00034739i,-0.00018216+0.00041221i,-0.00076437+0.00054846i
-0.0012984+0.0011713i,0.0010721+0.00079301i,0.0032336+0.0011702i,0.0040167+0.00073476i,0.0041171-0.00052154i,0.0033304-0.00061208i,0.0027392-0.00028698i,0.0026041-0.00070109i,0.0020121-0.0014258i,0.001792-0.0021218i,0.0019439-0.0027935i,0.0017312-0.0030485i,0.00090619-0.0019582i,-8.3723e-05-0.00055755i,-0.0002423-0.00057109i,-0.00016091-0.00078027i,-8.3482e-05-0.00080264i,0.0001931-0.00027656i,-0.00059845+8.5791e-05i,-0.00063484+0.00054672i,0.00017392+0.00049551i,0.00035852+0.00081862i,0.0001694+0.0016719i
-0.00028306+0.00030946i,-0.00040359+0.001361i,0.0011465+0.0013547i,0.0024246+6.7613e-05i,0.0025582-0.0020231i,0.0023272-0.0029575i,0.0017205-0.0022675i,0.00069229-0.0014747i,-0.00034978-0.00066098i,-0.00092569+0.00040658i,-0.0005148+0.0016502i,0.00016678+0.0022398i,0.0012475+0.0018582i,0.0026584+0.0009413i,0.0032984+0.00033127i,0.003199+0.00087499i,0.0018947+0.00024007i,0.00040277-0.00099533i,-4.3793e-06-0.0011529i,0.00020939-0.00099147i,0.00023843-0.00065268i,-0.00034026-0.00014379i,-0.0011239-0.00020674i
-0.00029358+0.0002544i,0.0012098+0.00059569i,0.0026938+6.8143e-05i,0.0041682-0.0013641i,0.0047853-0.0023234i,0.0035486-0.0020863i,0.0017023-0.0011007i,-0.00027129-0.00060233i,-0.001915-8.7661e-05i,-0.0021947+0.00097385i,-0.0022932+0.001592i,-0.0026168+0.0017232i,-0.0016482+0.0015712i,-0.00086775+0.00073599i,-0.0008093+0.00011099i,-0.00037064-0.00015681i,-5.512e-05-0.00043919i,0.00026968-0.00096195i,-0.0004223-0.0010049i,-0.0010375-0.00056595i,4.7348e-05+0.00020621i,0.00068091+0.00022764i,0.00030441+0.00014089i
-0.00027973-0.0013906i,-0.00014784-0.0023892i,0.00063479-0.0029207i,0.002498-0.0023313i,0.0029949-0.0015998i,0.0021479+2.2276e-05i,0.0017333+0.00070537i,0.0011293+2.2686e-05i,0.00073481+0.00054628i,0.00046551+0.00089106i,0.00016427-8.8955e-05i,-0.00015005-0.001137i,-0.00078399-0.0010819i,-0.0014903-0.00109i,-0.0014509-0.0015801i,-0.0010811-0.0018423i,-0.00035766-0.0018097i,-0.0002567-0.0011333i,-0.00095818-6.8986e-05i,-0.00052047+0.00029614i,0.00030626+0.0011156i,0.00063316+0.0015045i,0.00037332+0.00069378i
0.00085529+0.0016008i,0.0022722+0.001942i,0.0041732+0.0022583i,0.0053294+0.00028548i,0.003899-0.0010017i,0.0020755-0.00050746i,0.0014479+0.0010645i,0.0010676+0.0014852i,0.002275+0.0023173i,0.0036493+0.0030285i,0.0041793+0.0010038i,0.0041483-0.00076431i,0.0017913-0.0012242i,-0.00031156-0.0018182i,-0.00057977-0.0017039i,-0.00023879-0.00080275i,-2.8103e-06-0.00064767i,0.00012486-0.0004209i,-0.00016057+0.0001856i,-0.00093923+0.00018912i,-0.0010536-0.00052114i,-0.00058121-0.001571i,-0.00077627-0.0011215i
-0.00049592+0.0011469i,-3.0879e-05+0.00076802i,0.0029921-9.4389e-05i,0.0052189-0.0015711i,0.0050692-0.0026826i,0.0035241-0.0018866i,0.0025599-0.00027182i,0.0027259+0.00018307i,0.0027006+0.00030756i,0.0016436+0.0001093i,0.00057319-9.3274e-05i,-0.00017773+0.00091625i,-0.00010462+0.0015721i,-0.0002675+0.0014718i,-0.00086294+0.0014326i,-0.00086524+0.00089404i,-4.7081e-05+7.955e-05i,2.4868e-05-0.00025425i,-0.00094935-0.00028116i,-0.00096483-0.00030929i,0.00017042-0.00049447i,0.00058229-0.00074733i,4.255e-05-0.0010906i
0.00183-0.0029394i,0.0021621-0.0035462i,0.0031395-0.0031089i,0.0032511-0.0023244i,0.002738-0.0030003i,0.0023844-0.0027015i,0.0028429-0.0020339i,0.0025608-0.0021229i,0.0016432-0.002779i,0.00094278-0.0034577i,-0.00069882-0.0025169i,-0.0025455-0.0010613i,-0.0028789+3.8448e-05i,-0.002329+0.0012694i,-0.0010862+0.002148i,-0.00012501+0.0018678i,0.00068766+0.0012345i,0.0013913+0.0013804i,0.0012791+0.0016882i,0.0012194+0.00082709i,0.0011002+9.2694e-05i,0.00089554+0.00040496i,0.00075306-0.00010849i
-0.0017772+0.0027112i,-0.00073489+0.0039987i,0.00040807+0.0037824i,0.0025644+0.0022343i,0.0031529+0.00042886i,0.0012548-0.00067857i,0.00044802-0.0010836i,0.0013702-0.0014191i,0.0013045-0.0010861i,0.00083379-0.00078543i,0.0015959-0.0015958i,0.0020412-0.0017349i,0.0014858-0.00085028i,0.00078357-9.0516e-05i,0.00087798+0.00011124i,0.0018074-0.00010278i,0.0017552-0.0006023i,0.0013023-0.00091022i,0.00044061-0.00078661i,-0.00031126-0.00056816i,9.5479e-05-2.7381e-05i,-0.00032272+0.00015817i,-0.0009302-0.00069685i
